TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        4016.00000        8.29804
TAB:  US_New_York_Dutchess Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_New_York_Dutchess 4/17/2020        86    4016     2535    2142     2584     3    90 4/21/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .997553 cc2=  .696041 lx=  7.80804 if=  76 il=  86 4/17/2020  n=  10 now=    4016 end=       2460      2142      2584 U=     6.30 T=   73.6 p1= -38.7 p2=   163.3 ed=    88 4/19/2020   x1=  76. x2=  86. y1=  -.39 y2= -1.98     
GP: Confirmed US_New_York_Dutchess 4/17/2020        86    4016     2460    2142     2584     3    88 4/19/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .996754 cc2=  .680526 lx=  7.81804 if=  77 il=  86 4/17/2020  n=   9 now=    4016 end=       2485      2142      2584 U=     6.63 T=   73.4 p1= -38.1 p2=   161.6 ed=    89 4/20/2020   x1=  77. x2=  86. y1=  -.55 y2= -1.91     
GP: Confirmed US_New_York_Dutchess 4/17/2020        86    4016     2485    2142     2584     3    89 4/20/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .989619 cc2=  .581371 lx=  8.47804 if=  81 il=  86 4/17/2020  n=   5 now=    4016 end=       4808      2142      2584 U=    28.84 T=   79.9 p1=  19.7 p2=    83.5 ed=   147 6/17/2020   x1=  81. x2=  86. y1=  -.04 y2=  -.21     
GP: Confirmed US_New_York_Dutchess 4/17/2020        86    4016     4808    2142     2584     3   147 6/17/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .998182 cc2=  .835961 lx=  8.26804 if=  50 il=  87 4/18/2020  n=  37 now=    4016 end=       3897      2201      2620 U=    13.85 T=   79.2 p1=  -3.0 p2=   103.1 ed=   111 5/12/2020   x1=  50. x2=  87. y1=  2.11 y2=  -.56     
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     3897    2201     2620     4   111 5/12/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .998034 cc2=  .833635 lx=  8.25804 if=  51 il=  87 4/18/2020  n=  36 now=    4016 end=       3858      2201      2620 U=    14.14 T=   78.8 p1=  -3.9 p2=   104.1 ed=   112 5/13/2020   x1=  51. x2=  87. y1=  1.97 y2=  -.58     
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     3858    2201     2620     4   112 5/13/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .998047 cc2=  .831380 lx=  8.22804 if=  52 il=  87 4/18/2020  n=  35 now=    4016 end=       3744      2201      2620 U=    13.70 T=   78.3 p1=  -6.8 p2=   107.3 ed=   110 5/11/2020   x1=  52. x2=  87. y1=  1.92 y2=  -.63     
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     3744    2201     2620     4   110 5/11/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .997992 cc2=  .828961 lx=  8.20804 if=  53 il=  87 4/18/2020  n=  34 now=    4016 end=       3670      2201      2620 U=    13.12 T=   78.2 p1=  -8.6 p2=   109.4 ed=   109 5/10/2020   x1=  53. x2=  87. y1=  1.92 y2=  -.67     
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     3670    2201     2620     4   109 5/10/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .997809 cc2=  .826310 lx=  8.20804 if=  54 il=  87 4/18/2020  n=  33 now=    4016 end=       3670      2201      2620 U=    13.49 T=   78.0 p1=  -8.6 p2=   109.4 ed=   109 5/10/2020   x1=  54. x2=  87. y1=  1.78 y2=  -.67     
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     3670    2201     2620     4   109 5/10/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .997747 cc2=  .823670 lx=  8.17804 if=  55 il=  87 4/18/2020  n=  32 now=    4016 end=       3561      2201      2620 U=    13.23 T=   77.3 p1= -11.3 p2=   112.8 ed=   108 5/9/2020    x1=  55. x2=  87. y1=  1.69 y2=  -.73     
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     3561    2201     2620     4   108 5/9/2020  
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .997782 cc2=  .821005 lx=  8.14804 if=  56 il=  87 4/18/2020  n=  31 now=    4016 end=       3456      2201      2620 U=    12.73 T=   76.9 p1= -13.9 p2=   116.2 ed=   106 5/7/2020    x1=  56. x2=  87. y1=  1.64 y2=  -.80     
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     3456    2201     2620     4   106 5/7/2020  
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .997726 cc2=  .818120 lx=  8.11804 if=  57 il=  87 4/18/2020  n=  30 now=    4016 end=       3354      2201      2620 U=    12.46 T=   76.2 p1= -16.5 p2=   119.7 ed=   105 5/6/2020    x1=  57. x2=  87. y1=  1.54 y2=  -.86     
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     3354    2201     2620     4   105 5/6/2020  
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .997795 cc2=  .815221 lx=  8.08804 if=  58 il=  87 4/18/2020  n=  29 now=    4016 end=       3255      2201      2620 U=    11.87 T=   75.9 p1= -18.9 p2=   123.4 ed=   103 5/4/2020    x1=  58. x2=  87. y1=  1.51 y2=  -.94     
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     3255    2201     2620     4   103 5/4/2020  
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .997700 cc2=  .812004 lx=  8.05804 if=  59 il=  87 4/18/2020  n=  28 now=    4016 end=       3159      2201      2620 U=    11.45 T=   75.3 p1= -21.3 p2=   127.1 ed=   102 5/3/2020    x1=  59. x2=  87. y1=  1.43 y2= -1.02     
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     3159    2201     2620     4   102 5/3/2020  
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .997585 cc2=  .808603 lx=  8.03804 if=  60 il=  87 4/18/2020  n=  27 now=    4016 end=       3096      2201      2620 U=    11.42 T=   74.7 p1= -22.9 p2=   129.7 ed=   101 5/2/2020    x1=  60. x2=  87. y1=  1.29 y2= -1.07     
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     3096    2201     2620     4   101 5/2/2020  
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .997878 cc2=  .805428 lx=  8.00804 if=  61 il=  87 4/18/2020  n=  26 now=    4016 end=       3005      2201      2620 U=    10.87 T=   74.3 p1= -25.2 p2=   133.6 ed=    99 4/30/2020   x1=  61. x2=  87. y1=  1.22 y2= -1.17     
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     3005    2201     2620     4    99 4/30/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .998143 cc2=  .802027 lx=  7.97804 if=  62 il=  87 4/18/2020  n=  25 now=    4016 end=       2916      2201      2620 U=    10.34 T=   73.9 p1= -27.4 p2=   137.7 ed=    98 4/29/2020   x1=  62. x2=  87. y1=  1.15 y2= -1.27     
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     2916    2201     2620     4    98 4/29/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .998417 cc2=  .798417 lx=  7.94804 if=  63 il=  87 4/18/2020  n=  24 now=    4016 end=       2830      2201      2620 U=     9.79 T=   73.5 p1= -29.5 p2=   141.9 ed=    96 4/27/2020   x1=  63. x2=  87. y1=  1.07 y2= -1.38     
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     2830    2201     2620     4    96 4/27/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .998696 cc2=  .794572 lx=  7.92804 if=  64 il=  87 4/18/2020  n=  23 now=    4016 end=       2773      2201      2620 U=     9.39 T=   73.3 p1= -31.0 p2=   144.8 ed=    95 4/26/2020   x1=  64. x2=  87. y1=   .99 y2= -1.46     
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     2773    2201     2620     4    95 4/26/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .999013 cc2=  .790499 lx=  7.90804 if=  65 il=  87 4/18/2020  n=  22 now=    4016 end=       2719      2201      2620 U=     8.92 T=   73.1 p1= -32.3 p2=   147.7 ed=    94 4/25/2020   x1=  65. x2=  87. y1=   .91 y2= -1.55     
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     2719    2201     2620     4    94 4/25/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .999224 cc2=  .786023 lx=  7.88804 if=  66 il=  87 4/18/2020  n=  21 now=    4016 end=       2665      2201      2620 U=     8.42 T=   73.1 p1= -33.6 p2=   150.7 ed=    92 4/23/2020   x1=  66. x2=  87. y1=   .84 y2= -1.65     
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     2665    2201     2620     4    92 4/23/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .999269 cc2=  .781051 lx=  7.87804 if=  67 il=  87 4/18/2020  n=  20 now=    4016 end=       2638      2201      2620 U=     8.15 T=   73.1 p1= -34.3 p2=   152.2 ed=    92 4/23/2020   x1=  67. x2=  87. y1=   .75 y2= -1.71     
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     2638    2201     2620     4    92 4/23/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .999247 cc2=  .775640 lx=  7.87804 if=  68 il=  87 4/18/2020  n=  19 now=    4016 end=       2638      2201      2620 U=     8.08 T=   73.2 p1= -34.3 p2=   152.2 ed=    92 4/23/2020   x1=  68. x2=  87. y1=   .65 y2= -1.71     
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     2638    2201     2620     4    92 4/23/2020 
AAA1     1 US_New_York_Dutchess Confirmed cc1=  .999185 cc2=  .769769 lx=  7.86804 if=  69 il=  87 4/18/2020  n=  18 now=    4016 end=       2612      2201      2620 U=     7.87 T=   73.1 p1= -35.0 p2=   153.8 ed=    91 4/22/2020   x1=  69. x2=  87. y1=   .52 y2= -1.76 BEST
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .999185 cc2=  .769769 lx=  7.86704 if=  69 il=  87 4/18/2020  n=  18 now=    4016 end=       2612      2201      2620 U=     7.87 T=   73.1 p1= -35.0 p2=   153.8 ed=    91 4/22/2020   x1=  69. x2=  87. y1=   .52 y2= -1.76 BEST
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     2612    2201     2620     4    91 4/22/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .999113 cc2=  .763411 lx=  7.85804 if=  70 il=  87 4/18/2020  n=  17 now=    4016 end=       2586      2201      2620 U=     7.51 T=   73.3 p1= -35.6 p2=   155.3 ed=    91 4/22/2020   x1=  70. x2=  87. y1=   .44 y2= -1.82     
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     2586    2201     2620     4    91 4/22/2020 
AAA1     1 US_New_York_Dutchess Confirmed cc1=  .998966 cc2=  .756430 lx=  7.86804 if=  71 il=  87 4/18/2020  n=  16 now=    4016 end=       2612      2201      2620 U=     7.71 T=   73.4 p1= -35.0 p2=   153.8 ed=    91 4/22/2020   x1=  71. x2=  87. y1=   .31 y2= -1.76 BEST
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .998969 cc2=  .756430 lx=  7.86404 if=  71 il=  87 4/18/2020  n=  16 now=    4016 end=       2612      2201      2620 U=     7.71 T=   73.4 p1= -35.0 p2=   153.8 ed=    91 4/22/2020   x1=  71. x2=  87. y1=   .31 y2= -1.76 BEST
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     2612    2201     2620     4    91 4/22/2020 
AAA1     1 US_New_York_Dutchess Confirmed cc1=  .998792 cc2=  .748792 lx=  7.86804 if=  72 il=  87 4/18/2020  n=  15 now=    4016 end=       2612      2201      2620 U=     7.80 T=   73.2 p1= -35.0 p2=   153.8 ed=    91 4/22/2020   x1=  72. x2=  87. y1=   .16 y2= -1.76 BEST
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .998793 cc2=  .748792 lx=  7.87004 if=  72 il=  87 4/18/2020  n=  15 now=    4016 end=       2612      2201      2620 U=     7.80 T=   73.2 p1= -35.0 p2=   153.8 ed=    91 4/22/2020   x1=  72. x2=  87. y1=   .16 y2= -1.76 BEST
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     2612    2201     2620     4    91 4/22/2020 
AAA1     1 US_New_York_Dutchess Confirmed cc1=  .998214 cc2=  .730952 lx=  7.86804 if=  74 il=  87 4/18/2020  n=  13 now=    4016 end=       2612      2201      2620 U=     7.91 T=   73.0 p1= -35.0 p2=   153.8 ed=    91 4/22/2020   x1=  74. x2=  87. y1=  -.12 y2= -1.76 BEST
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .998216 cc2=  .730952 lx=  7.86404 if=  74 il=  87 4/18/2020  n=  13 now=    4016 end=       2612      2201      2620 U=     7.91 T=   73.0 p1= -35.0 p2=   153.8 ed=    91 4/22/2020   x1=  74. x2=  87. y1=  -.12 y2= -1.76 BEST
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     2612    2201     2620     4    91 4/22/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .998038 cc2=  .720688 lx=  7.84804 if=  75 il=  87 4/18/2020  n=  12 now=    4016 end=       2560      2201      2620 U=     7.39 T=   73.0 p1= -36.3 p2=   156.9 ed=    90 4/21/2020   x1=  75. x2=  87. y1=  -.27 y2= -1.89     
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     2560    2201     2620     4    90 4/21/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .997952 cc2=  .709277 lx=  7.82804 if=  76 il=  87 4/18/2020  n=  11 now=    4016 end=       2510      2201      2620 U=     6.59 T=   73.6 p1= -37.5 p2=   160.0 ed=    89 4/20/2020   x1=  76. x2=  87. y1=  -.36 y2= -2.03     
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     2510    2201     2620     4    89 4/20/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .997399 cc2=  .695888 lx=  7.83804 if=  77 il=  87 4/18/2020  n=  10 now=    4016 end=       2535      2201      2620 U=     6.94 T=   73.4 p1= -36.9 p2=   158.4 ed=    89 4/20/2020   x1=  77. x2=  87. y1=  -.52 y2= -1.96     
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     2535    2201     2620     4    89 4/20/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .995602 cc2=  .642049 lx=  8.00804 if=  80 il=  87 4/18/2020  n=   7 now=    4016 end=       3005      2201      2620 U=    12.54 T=   72.4 p1= -25.2 p2=   133.6 ed=   101 5/2/2020    x1=  80. x2=  87. y1=  -.61 y2= -1.17     
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     3005    2201     2620     4   101 5/2/2020  
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .993399 cc2=  .615434 lx=  8.01804 if=  81 il=  87 4/18/2020  n=   6 now=    4016 end=       3035      2201      2620 U=    13.48 T=   71.7 p1= -24.4 p2=   132.3 ed=   103 5/4/2020    x1=  81. x2=  87. y1=  -.69 y2= -1.14     
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     3035    2201     2620     4   103 5/4/2020  
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .994210 cc2=  .585961 lx=  7.82804 if=  82 il=  87 4/18/2020  n=   5 now=    4016 end=       2510      2201      2620 U=     6.36 T=   74.1 p1= -37.5 p2=   160.0 ed=    89 4/20/2020   x1=  82. x2=  87. y1= -1.24 y2= -2.03     
GP: Confirmed US_New_York_Dutchess 4/18/2020        87    4016     2510    2201     2620     4    89 4/20/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .998007 cc2=  .837878 lx=  8.20804 if=  50 il=  88 4/19/2020  n=  38 now=    4016 end=       3670      2240      2541 U=    13.52 T=   78.5 p1=  -8.6 p2=   109.4 ed=   110 5/11/2020   x1=  50. x2=  88. y1=  2.11 y2=  -.71     
GP: Confirmed US_New_York_Dutchess 4/19/2020        88    4016     3670    2240     2541     3   110 5/11/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .997856 cc2=  .835635 lx=  8.19804 if=  51 il=  88 4/19/2020  n=  37 now=    4016 end=       3633      2240      2541 U=    13.77 T=   78.0 p1=  -9.5 p2=   110.5 ed=   110 5/11/2020   x1=  51. x2=  88. y1=  1.96 y2=  -.73     
GP: Confirmed US_New_York_Dutchess 4/19/2020        88    4016     3633    2240     2541     3   110 5/11/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .997882 cc2=  .833483 lx=  8.17804 if=  52 il=  88 4/19/2020  n=  36 now=    4016 end=       3561      2240      2541 U=    13.41 T=   77.7 p1= -11.3 p2=   112.8 ed=   109 5/10/2020   x1=  52. x2=  88. y1=  1.92 y2=  -.77     
GP: Confirmed US_New_York_Dutchess 4/19/2020        88    4016     3561    2240     2541     3   109 5/10/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .997842 cc2=  .831175 lx=  8.14804 if=  53 il=  88 4/19/2020  n=  35 now=    4016 end=       3456      2240      2541 U=    12.74 T=   77.4 p1= -13.9 p2=   116.2 ed=   107 5/8/2020    x1=  53. x2=  88. y1=  1.91 y2=  -.84     
GP: Confirmed US_New_York_Dutchess 4/19/2020        88    4016     3456    2240     2541     3   107 5/8/2020  
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .997655 cc2=  .828624 lx=  8.14804 if=  54 il=  88 4/19/2020  n=  34 now=    4016 end=       3456      2240      2541 U=    13.07 T=   77.1 p1= -13.9 p2=   116.2 ed=   107 5/8/2020    x1=  54. x2=  88. y1=  1.77 y2=  -.84     
GP: Confirmed US_New_York_Dutchess 4/19/2020        88    4016     3456    2240     2541     3   107 5/8/2020  
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .997616 cc2=  .826117 lx=  8.11804 if=  55 il=  88 4/19/2020  n=  33 now=    4016 end=       3354      2240      2541 U=    12.78 T=   76.4 p1= -16.5 p2=   119.7 ed=   106 5/7/2020    x1=  55. x2=  88. y1=  1.68 y2=  -.91     
GP: Confirmed US_New_York_Dutchess 4/19/2020        88    4016     3354    2240     2541     3   106 5/7/2020  
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .997675 cc2=  .823598 lx=  8.09804 if=  56 il=  88 4/19/2020  n=  32 now=    4016 end=       3288      2240      2541 U=    12.37 T=   76.2 p1= -18.1 p2=   122.1 ed=   105 5/6/2020    x1=  56. x2=  88. y1=  1.63 y2=  -.96     
GP: Confirmed US_New_York_Dutchess 4/19/2020        88    4016     3288    2240     2541     3   105 5/6/2020  
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .997647 cc2=  .820870 lx=  8.06804 if=  57 il=  88 4/19/2020  n=  31 now=    4016 end=       3190      2240      2541 U=    12.05 T=   75.5 p1= -20.6 p2=   125.9 ed=   103 5/4/2020    x1=  57. x2=  88. y1=  1.53 y2= -1.04     
GP: Confirmed US_New_York_Dutchess 4/19/2020        88    4016     3190    2240     2541     3   103 5/4/2020  
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .997745 cc2=  .818139 lx=  8.03804 if=  58 il=  88 4/19/2020  n=  30 now=    4016 end=       3096      2240      2541 U=    11.44 T=   75.1 p1= -22.9 p2=   129.7 ed=   102 5/3/2020    x1=  58. x2=  88. y1=  1.49 y2= -1.13     
GP: Confirmed US_New_York_Dutchess 4/19/2020        88    4016     3096    2240     2541     3   102 5/3/2020  
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .997681 cc2=  .815107 lx=  8.01804 if=  59 il=  88 4/19/2020  n=  29 now=    4016 end=       3035      2240      2541 U=    11.12 T=   74.8 p1= -24.4 p2=   132.3 ed=   100 5/1/2020    x1=  59. x2=  88. y1=  1.42 y2= -1.19     
GP: Confirmed US_New_York_Dutchess 4/19/2020        88    4016     3035    2240     2541     3   100 5/1/2020  
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .997603 cc2=  .811908 lx=  8.00804 if=  60 il=  88 4/19/2020  n=  28 now=    4016 end=       3005      2240      2541 U=    11.17 T=   74.3 p1= -25.2 p2=   133.6 ed=   100 5/1/2020    x1=  60. x2=  88. y1=  1.28 y2= -1.22     
GP: Confirmed US_New_York_Dutchess 4/19/2020        88    4016     3005    2240     2541     3   100 5/1/2020  
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .997918 cc2=  .808936 lx=  7.97804 if=  61 il=  88 4/19/2020  n=  27 now=    4016 end=       2916      2240      2541 U=    10.60 T=   73.9 p1= -27.4 p2=   137.7 ed=    98 4/29/2020   x1=  61. x2=  88. y1=  1.22 y2= -1.33     
GP: Confirmed US_New_York_Dutchess 4/19/2020        88    4016     2916    2240     2541     3    98 4/29/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .998200 cc2=  .805749 lx=  7.94804 if=  62 il=  88 4/19/2020  n=  26 now=    4016 end=       2830      2240      2541 U=    10.02 T=   73.4 p1= -29.5 p2=   141.9 ed=    97 4/28/2020   x1=  62. x2=  88. y1=  1.14 y2= -1.45     
GP: Confirmed US_New_York_Dutchess 4/19/2020        88    4016     2830    2240     2541     3    97 4/28/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .998487 cc2=  .802370 lx=  7.92804 if=  63 il=  88 4/19/2020  n=  25 now=    4016 end=       2773      2240      2541 U=     9.59 T=   73.2 p1= -31.0 p2=   144.8 ed=    95 4/26/2020   x1=  63. x2=  88. y1=  1.06 y2= -1.54     
GP: Confirmed US_New_York_Dutchess 4/19/2020        88    4016     2773    2240     2541     3    95 4/26/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .998769 cc2=  .798769 lx=  7.91804 if=  64 il=  88 4/19/2020  n=  24 now=    4016 end=       2746      2240      2541 U=     9.33 T=   73.2 p1= -31.6 p2=   146.2 ed=    95 4/26/2020   x1=  64. x2=  88. y1=   .98 y2= -1.59     
GP: Confirmed US_New_York_Dutchess 4/19/2020        88    4016     2746    2240     2541     3    95 4/26/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .999084 cc2=  .794959 lx=  7.89804 if=  65 il=  88 4/19/2020  n=  23 now=    4016 end=       2692      2240      2541 U=     8.84 T=   73.0 p1= -33.0 p2=   149.2 ed=    93 4/24/2020   x1=  65. x2=  88. y1=   .91 y2= -1.69     
GP: Confirmed US_New_York_Dutchess 4/19/2020        88    4016     2692    2240     2541     3    93 4/24/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .999291 cc2=  .790777 lx=  7.88804 if=  66 il=  88 4/19/2020  n=  22 now=    4016 end=       2665      2240      2541 U=     8.49 T=   73.1 p1= -33.6 p2=   150.7 ed=    93 4/24/2020   x1=  66. x2=  88. y1=   .84 y2= -1.75     
GP: Confirmed US_New_York_Dutchess 4/19/2020        88    4016     2665    2240     2541     3    93 4/24/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .999346 cc2=  .786145 lx=  7.87804 if=  67 il=  88 4/19/2020  n=  21 now=    4016 end=       2638      2240      2541 U=     8.22 T=   73.1 p1= -34.3 p2=   152.2 ed=    92 4/23/2020   x1=  67. x2=  88. y1=   .75 y2= -1.81     
GP: Confirmed US_New_York_Dutchess 4/19/2020        88    4016     2638    2240     2541     3    92 4/23/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .999342 cc2=  .781124 lx=  7.86804 if=  68 il=  88 4/19/2020  n=  20 now=    4016 end=       2612      2240      2541 U=     7.96 T=   73.1 p1= -35.0 p2=   153.8 ed=    91 4/22/2020   x1=  68. x2=  88. y1=   .64 y2= -1.87     
GP: Confirmed US_New_York_Dutchess 4/19/2020        88    4016     2612    2240     2541     3    91 4/22/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .999289 cc2=  .775682 lx=  7.86804 if=  69 il=  88 4/19/2020  n=  19 now=    4016 end=       2612      2240      2541 U=     7.94 T=   73.1 p1= -35.0 p2=   153.8 ed=    91 4/22/2020   x1=  69. x2=  88. y1=   .52 y2= -1.87     
GP: Confirmed US_New_York_Dutchess 4/19/2020        88    4016     2612    2240     2541     3    91 4/22/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .999245 cc2=  .769829 lx=  7.85804 if=  70 il=  88 4/19/2020  n=  18 now=    4016 end=       2586      2240      2541 U=     7.56 T=   73.3 p1= -35.6 p2=   155.3 ed=    91 4/22/2020   x1=  70. x2=  88. y1=   .44 y2= -1.94     
GP: Confirmed US_New_York_Dutchess 4/19/2020        88    4016     2586    2240     2541     3    91 4/22/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .999124 cc2=  .763421 lx=  7.85804 if=  71 il=  88 4/19/2020  n=  17 now=    4016 end=       2586      2240      2541 U=     7.58 T=   73.3 p1= -35.6 p2=   155.3 ed=    91 4/22/2020   x1=  71. x2=  88. y1=   .30 y2= -1.94     
GP: Confirmed US_New_York_Dutchess 4/19/2020        88    4016     2586    2240     2541     3    91 4/22/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .998978 cc2=  .756443 lx=  7.86804 if=  72 il=  88 4/19/2020  n=  16 now=    4016 end=       2612      2240      2541 U=     7.88 T=   73.3 p1= -35.0 p2=   153.8 ed=    91 4/22/2020   x1=  72. x2=  88. y1=   .16 y2= -1.87     
GP: Confirmed US_New_York_Dutchess 4/19/2020        88    4016     2612    2240     2541     3    91 4/22/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .998540 cc2=  .740341 lx=  7.85804 if=  74 il=  88 4/19/2020  n=  14 now=    4016 end=       2586      2240      2541 U=     7.75 T=   73.0 p1= -35.6 p2=   155.3 ed=    91 4/22/2020   x1=  74. x2=  88. y1=  -.13 y2= -1.94     
GP: Confirmed US_New_York_Dutchess 4/19/2020        88    4016     2586    2240     2541     3    91 4/22/2020 
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .998430 cc2=  .731169 lx=  7.84804 if=  75 il=  88 4/19/2020  n=  13 now=    4016 end=       2560      2240      2541 U=     7.44 T=   73.0 p1= -36.3 p2=   156.9 ed=    90 4/21/2020   x1=  75. x2=  88. y1=  -.27 y2= -2.01     
GP: Confirmed US_New_York_Dutchess 4/19/2020        88    4016     2560    2240     2541     3    90 4/21/2020 
AAA1     1 US_New_York_Dutchess Confirmed cc1=  .998388 cc2=  .721038 lx=  7.83804 if=  76 il=  88 4/19/2020  n=  12 now=    4016 end=       2535      2240      2541 U=     6.88 T=   73.6 p1= -36.9 p2=   158.4 ed=    89 4/20/2020   x1=  76. x2=  88. y1=  -.35 y2= -2.09 BEST
AAA2     1 US_New_York_Dutchess Confirmed cc1=  .998390 cc2=  .721038 lx=  7.83504 if=  76 il=  88 4/19/2020  n=  12 now=    4016 end=       2535      2240      2541 U=     6.88 T=   73.6 p1= -36.9 p2=   158.4 ed=    89 4/20/2020   x1=  76. x2=  88. y1=  -.35 y2= -2.09 BEST
GP: Confirmed US_New_York_Dutchess 4/19/2020        88    4016     2535    2240     2541     3    89 4/20/2020 
AAA1     1 US_New_York_Dutchess Confirmed cc1=  .997996 cc2=  .709320 lx=  7.83804 if=  77 il=  88 4/19/2020  n=  11 now=    4016 end=       2535      2240      2541 U=     6.99 T=   73.4 p1= -36.9 p2=   158.4 ed=    89 4/20/2020   x1=  77. x2=  88. y1=  -.52 y2= -2.09 BEST
