TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        1504.00000        7.31588
TAB:  New_Zealand Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA1     1 New_Zealand Confirmed cc1=  .998772 cc2=  .756236 lx=  7.43588 if=  58 il=  74 4/5/2020   n=  16 now=    1504 end=       1695      1039      1694 U=     7.84 T=   68.4 p1=  12.7 p2=    88.7 ed=    86 4/17/2020   x1=  58. x2=  74. y1=  1.33 y2=  -.71 BEST
AAA2     1 New_Zealand Confirmed cc1=  .998772 cc2=  .756236 lx=  7.43288 if=  58 il=  74 4/5/2020   n=  16 now=    1504 end=       1695      1039      1694 U=     7.84 T=   68.4 p1=  12.7 p2=    88.7 ed=    86 4/17/2020   x1=  58. x2=  74. y1=  1.33 y2=  -.71 BEST
GP: Confirmed New_Zealand 4/5/2020         74    1504     1695    1039     1694     3    86 4/17/2020 
AAA1     1 New_Zealand Confirmed cc1=  .998542 cc2=  .748542 lx=  7.42588 if=  59 il=  74 4/5/2020   n=  15 now=    1504 end=       1678      1039      1694 U=     7.58 T=   68.4 p1=  11.6 p2=    89.6 ed=    86 4/17/2020   x1=  59. x2=  74. y1=  1.25 y2=  -.73 BEST
AAA2     1 New_Zealand Confirmed cc1=  .998542 cc2=  .748542 lx=  7.42388 if=  59 il=  74 4/5/2020   n=  15 now=    1504 end=       1678      1039      1694 U=     7.58 T=   68.4 p1=  11.6 p2=    89.6 ed=    86 4/17/2020   x1=  59. x2=  74. y1=  1.25 y2=  -.73 BEST
GP: Confirmed New_Zealand 4/5/2020         74    1504     1678    1039     1694     3    86 4/17/2020 
AAA2     1 New_Zealand Confirmed cc1=  .998417 cc2=  .740218 lx=  7.46588 if=  60 il=  74 4/5/2020   n=  14 now=    1504 end=       1747      1039      1694 U=     8.24 T=   68.6 p1=  16.2 p2=    86.1 ed=    88 4/19/2020   x1=  60. x2=  74. y1=  1.04 y2=  -.65     
GP: Confirmed New_Zealand 4/5/2020         74    1504     1747    1039     1694     3    88 4/19/2020 
AAA2     1 New_Zealand Confirmed cc1=  .998394 cc2=  .731132 lx=  7.41588 if=  61 il=  74 4/5/2020   n=  13 now=    1504 end=       1662      1039      1694 U=     7.66 T=   68.2 p1=  10.5 p2=    90.5 ed=    86 4/17/2020   x1=  61. x2=  74. y1=   .94 y2=  -.76     
GP: Confirmed New_Zealand 4/5/2020         74    1504     1662    1039     1694     3    86 4/17/2020 
AAA2     1 New_Zealand Confirmed cc1=  .998080 cc2=  .720730 lx=  7.39588 if=  62 il=  74 4/5/2020   n=  12 now=    1504 end=       1629      1039      1694 U=     7.25 T=   68.2 p1=   8.3 p2=    92.3 ed=    85 4/16/2020   x1=  62. x2=  74. y1=   .86 y2=  -.80     
GP: Confirmed New_Zealand 4/5/2020         74    1504     1629    1039     1694     3    85 4/16/2020 
AAA1     1 New_Zealand Confirmed cc1=  .997770 cc2=  .709095 lx=  7.43588 if=  63 il=  74 4/5/2020   n=  11 now=    1504 end=       1695      1039      1694 U=     7.53 T=   68.6 p1=  12.7 p2=    88.7 ed=    86 4/17/2020   x1=  63. x2=  74. y1=   .75 y2=  -.71 BEST
AAA2     1 New_Zealand Confirmed cc1=  .997770 cc2=  .709095 lx=  7.43988 if=  63 il=  74 4/5/2020   n=  11 now=    1504 end=       1695      1039      1694 U=     7.53 T=   68.6 p1=  12.7 p2=    88.7 ed=    86 4/17/2020   x1=  63. x2=  74. y1=   .75 y2=  -.71 BEST
GP: Confirmed New_Zealand 4/5/2020         74    1504     1695    1039     1694     3    86 4/17/2020 
AAA2     1 New_Zealand Confirmed cc1=  .998256 cc2=  .696744 lx=  7.57588 if=  64 il=  74 4/5/2020   n=  10 now=    1504 end=       1950      1039      1694 U=     8.93 T=   69.9 p1=  29.7 p2=    77.1 ed=    90 4/21/2020   x1=  64. x2=  74. y1=   .66 y2=  -.46     
GP: Confirmed New_Zealand 4/5/2020         74    1504     1950    1039     1694     3    90 4/21/2020 
AAA2     1 New_Zealand Confirmed cc1=  .998997 cc2=  .682769 lx=  7.86588 if=  65 il=  74 4/5/2020   n=   9 now=    1504 end=       2606      1039      1694 U=    11.92 T=   73.0 p1=  73.3 p2=    57.7 ed=   101 5/2/2020    x1=  65. x2=  74. y1=   .67 y2=  -.08     
GP: Confirmed New_Zealand 4/5/2020         74    1504     2606    1039     1694     3   101 5/2/2020  
AAA2     1 New_Zealand Confirmed cc1=  .999551 cc2=  .666218 lx=  8.40588 if=  66 il=  74 4/5/2020   n=   8 now=    1504 end=       4473      1039      1694 U=    17.69 T=   80.7 p1= 197.4 p2=    33.6 ed=   122 5/23/2020   x1=  66. x2=  74. y1=   .83 y2=   .38     
GP: Confirmed New_Zealand 4/5/2020         74    1504     4473    1039     1694     3   122 5/23/2020 
AAA2     1 New_Zealand Confirmed cc1=  .999462 cc2=  .645908 lx=  8.76588 if=  67 il=  74 4/5/2020   n=   7 now=    1504 end=       6411      1039      1694 U=    21.41 T=   86.8 p1= 326.3 p2=    23.5 ed=   137 6/7/2020    x1=  67. x2=  74. y1=   .93 y2=   .60     
GP: Confirmed New_Zealand 4/5/2020         74    1504    -        1039     1694     3   137 6/7/2020  
AAA2     1 New_Zealand Confirmed cc1=  .999437 cc2=  .621472 lx=  9.31588 if=  68 il=  74 4/5/2020   n=   6 now=    1504 end=      11113      1039      1694 U=    27.94 T=   98.1 p1= 638.9 p2=    13.5 ed=   164 7/4/2020    x1=  68. x2=  74. y1=  1.08 y2=   .86     
GP: Confirmed New_Zealand 4/5/2020         74    1504    -        1039     1694     3   164 7/4/2020  
AAA2     1 New_Zealand Confirmed cc1=  .999432 cc2=  .591183 lx=  8.78588 if=  69 il=  74 4/5/2020   n=   5 now=    1504 end=       6541      1039      1694 U=    21.83 T=   87.3 p1= 334.9 p2=    23.0 ed=   138 6/8/2020    x1=  69. x2=  74. y1=   .84 y2=   .61     
GP: Confirmed New_Zealand 4/5/2020         74    1504    -        1039     1694     3   138 6/8/2020  
AAA2     1 New_Zealand Confirmed cc1=  .968266 cc2=  .808138 lx=  9.31588 if=  37 il=  75 4/6/2020   n=  38 now=    1504 end=      11113      1106      1750 U=    27.23 T=   97.8 p1= 638.9 p2=    13.5 ed=   162 7/2/2020    x1=  37. x2=  75. y1=  2.23 y2=   .84     
GP: Confirmed New_Zealand 4/6/2020         75    1504    -        1106     1750     4   162 7/2/2020  
AAA2     1 New_Zealand Confirmed cc1=  .969962 cc2=  .807741 lx=  9.31588 if=  38 il=  75 4/6/2020   n=  37 now=    1504 end=      11113      1106      1750 U=    26.51 T=   97.2 p1= 638.9 p2=    13.5 ed=   159 6/29/2020   x1=  38. x2=  75. y1=  2.23 y2=   .84     
GP: Confirmed New_Zealand 4/6/2020         75    1504    -        1106     1750     4   159 6/29/2020 
AAA2     1 New_Zealand Confirmed cc1=  .971207 cc2=  .806808 lx=  9.31588 if=  39 il=  75 4/6/2020   n=  36 now=    1504 end=      11113      1106      1750 U=    25.80 T=   96.6 p1= 638.9 p2=    13.5 ed=   157 6/27/2020   x1=  39. x2=  75. y1=  2.23 y2=   .84     
GP: Confirmed New_Zealand 4/6/2020         75    1504    -        1106     1750     4   157 6/27/2020 
AAA2     1 New_Zealand Confirmed cc1=  .971936 cc2=  .805269 lx=  9.31588 if=  40 il=  75 4/6/2020   n=  35 now=    1504 end=      11113      1106      1750 U=    25.08 T=   96.0 p1= 638.9 p2=    13.5 ed=   155 6/25/2020   x1=  40. x2=  75. y1=  2.23 y2=   .84     
GP: Confirmed New_Zealand 4/6/2020         75    1504    -        1106     1750     4   155 6/25/2020 
AAA2     1 New_Zealand Confirmed cc1=  .972080 cc2=  .803049 lx=  9.31588 if=  41 il=  75 4/6/2020   n=  34 now=    1504 end=      11113      1106      1750 U=    24.36 T=   95.4 p1= 638.9 p2=    13.5 ed=   152 6/22/2020   x1=  41. x2=  75. y1=  2.23 y2=   .84     
GP: Confirmed New_Zealand 4/6/2020         75    1504    -        1106     1750     4   152 6/22/2020 
AAA2     1 New_Zealand Confirmed cc1=  .971566 cc2=  .800068 lx=  9.31588 if=  42 il=  75 4/6/2020   n=  33 now=    1504 end=      11113      1106      1750 U=    25.98 T=   96.7 p1= 638.9 p2=    13.5 ed=   158 6/28/2020   x1=  42. x2=  75. y1=  2.11 y2=   .84     
GP: Confirmed New_Zealand 4/6/2020         75    1504    -        1106     1750     4   158 6/28/2020 
AAA2     1 New_Zealand Confirmed cc1=  .974321 cc2=  .800244 lx=  9.31588 if=  43 il=  75 4/6/2020   n=  32 now=    1504 end=      11113      1106      1750 U=    25.19 T=   96.1 p1= 638.9 p2=    13.5 ed=   155 6/25/2020   x1=  43. x2=  75. y1=  2.11 y2=   .84     
GP: Confirmed New_Zealand 4/6/2020         75    1504    -        1106     1750     4   155 6/25/2020 
AAA2     1 New_Zealand Confirmed cc1=  .976563 cc2=  .799786 lx=  9.31588 if=  44 il=  75 4/6/2020   n=  31 now=    1504 end=      11113      1106      1750 U=    25.11 T=   96.0 p1= 638.9 p2=    13.5 ed=   155 6/25/2020   x1=  44. x2=  75. y1=  2.07 y2=   .84     
GP: Confirmed New_Zealand 4/6/2020         75    1504    -        1106     1750     4   155 6/25/2020 
AAA2     1 New_Zealand Confirmed cc1=  .979655 cc2=  .800050 lx=  9.31588 if=  45 il=  75 4/6/2020   n=  30 now=    1504 end=      11113      1106      1750 U=    24.88 T=   95.8 p1= 638.9 p2=    13.5 ed=   154 6/24/2020   x1=  45. x2=  75. y1=  2.04 y2=   .84     
GP: Confirmed New_Zealand 4/6/2020         75    1504    -        1106     1750     4   154 6/24/2020 
AAA2     1 New_Zealand Confirmed cc1=  .983453 cc2=  .800879 lx=  9.31588 if=  46 il=  75 4/6/2020   n=  29 now=    1504 end=      11113      1106      1750 U=    24.05 T=   95.1 p1= 638.9 p2=    13.5 ed=   151 6/21/2020   x1=  46. x2=  75. y1=  2.04 y2=   .84     
GP: Confirmed New_Zealand 4/6/2020         75    1504    -        1106     1750     4   151 6/21/2020 
AAA2     1 New_Zealand Confirmed cc1=  .986742 cc2=  .801046 lx=  9.16588 if=  47 il=  75 4/6/2020   n=  28 now=    1504 end=       9565      1106      1750 U=    22.34 T=   92.2 p1= 536.0 p2=    15.7 ed=   144 6/14/2020   x1=  47. x2=  75. y1=  2.02 y2=   .77     
GP: Confirmed New_Zealand 4/6/2020         75    1504    -        1106     1750     4   144 6/14/2020 
AAA2     1 New_Zealand Confirmed cc1=  .989678 cc2=  .800696 lx=  8.66588 if=  48 il=  75 4/6/2020   n=  27 now=    1504 end=       5801      1106      1750 U=    18.64 T=   84.4 p1= 285.7 p2=    25.9 ed=   128 5/29/2020   x1=  48. x2=  75. y1=  1.95 y2=   .51     
GP: Confirmed New_Zealand 4/6/2020         75    1504    -        1106     1750     4   128 5/29/2020 
AAA2     1 New_Zealand Confirmed cc1=  .992288 cc2=  .799838 lx=  8.31588 if=  49 il=  75 4/6/2020   n=  26 now=    1504 end=       4088      1106      1750 U=    15.90 T=   79.3 p1= 171.8 p2=    36.8 ed=   116 5/17/2020   x1=  49. x2=  75. y1=  1.90 y2=   .27     
GP: Confirmed New_Zealand 4/6/2020         75    1504     4088    1106     1750     4   116 5/17/2020 
AAA2     1 New_Zealand Confirmed cc1=  .994480 cc2=  .798364 lx=  8.06588 if=  50 il=  75 4/6/2020   n=  25 now=    1504 end=       3183      1106      1750 U=    13.82 T=   75.8 p1= 111.6 p2=    47.3 ed=   108 5/9/2020    x1=  50. x2=  75. y1=  1.87 y2=   .06     
GP: Confirmed New_Zealand 4/6/2020         75    1504     3183    1106     1750     4   108 5/9/2020  
AAA2     1 New_Zealand Confirmed cc1=  .996152 cc2=  .796152 lx=  7.88588 if=  51 il=  75 4/6/2020   n=  24 now=    1504 end=       2659      1106      1750 U=    12.20 T=   73.4 p1=  76.8 p2=    56.6 ed=   102 5/3/2020    x1=  51. x2=  75. y1=  1.84 y2=  -.13     
GP: Confirmed New_Zealand 4/6/2020         75    1504     2659    1106     1750     4   102 5/3/2020  
AAA2     1 New_Zealand Confirmed cc1=  .997205 cc2=  .793081 lx=  7.75588 if=  52 il=  75 4/6/2020   n=  23 now=    1504 end=       2335      1106      1750 U=    11.07 T=   71.8 p1=  55.3 p2=    64.4 ed=    97 4/28/2020   x1=  52. x2=  75. y1=  1.79 y2=  -.29     
GP: Confirmed New_Zealand 4/6/2020         75    1504     2335    1106     1750     4    97 4/28/2020 
AAA2     1 New_Zealand Confirmed cc1=  .998036 cc2=  .789522 lx=  7.66588 if=  53 il=  75 4/6/2020   n=  22 now=    1504 end=       2134      1106      1750 U=    10.28 T=   70.7 p1=  41.9 p2=    70.5 ed=    94 4/25/2020   x1=  53. x2=  75. y1=  1.72 y2=  -.42     
GP: Confirmed New_Zealand 4/6/2020         75    1504     2134    1106     1750     4    94 4/25/2020 
AAA2     1 New_Zealand Confirmed cc1=  .998832 cc2=  .785631 lx=  7.58588 if=  54 il=  75 4/6/2020   n=  21 now=    1504 end=       1970      1106      1750 U=     9.31 T=   69.9 p1=  31.0 p2=    76.3 ed=    91 4/22/2020   x1=  54. x2=  75. y1=  1.71 y2=  -.55     
GP: Confirmed New_Zealand 4/6/2020         75    1504     1970    1106     1750     4    91 4/22/2020 
AAA2     1 New_Zealand Confirmed cc1=  .998914 cc2=  .780696 lx=  7.54588 if=  55 il=  75 4/6/2020   n=  20 now=    1504 end=       1892      1106      1750 U=     8.92 T=   69.5 p1=  25.8 p2=    79.5 ed=    90 4/21/2020   x1=  55. x2=  75. y1=  1.62 y2=  -.62     
GP: Confirmed New_Zealand 4/6/2020         75    1504     1892    1106     1750     4    90 4/21/2020 
AAA2     1 New_Zealand Confirmed cc1=  .998907 cc2=  .775300 lx=  7.51588 if=  56 il=  75 4/6/2020   n=  19 now=    1504 end=       1836      1106      1750 U=     8.69 T=   69.1 p1=  22.1 p2=    81.9 ed=    89 4/20/2020   x1=  56. x2=  75. y1=  1.51 y2=  -.68     
GP: Confirmed New_Zealand 4/6/2020         75    1504     1836    1106     1750     4    89 4/20/2020 
AAA2     1 New_Zealand Confirmed cc1=  .998978 cc2=  .769562 lx=  7.48588 if=  57 il=  75 4/6/2020   n=  18 now=    1504 end=       1782      1106      1750 U=     8.32 T=   68.8 p1=  18.5 p2=    84.4 ed=    88 4/19/2020   x1=  57. x2=  75. y1=  1.42 y2=  -.74     
GP: Confirmed New_Zealand 4/6/2020         75    1504     1782    1106     1750     4    88 4/19/2020 
AAA1     1 New_Zealand Confirmed cc1=  .998901 cc2=  .763199 lx=  7.46588 if=  58 il=  75 4/6/2020   n=  17 now=    1504 end=       1747      1106      1750 U=     8.03 T=   68.7 p1=  16.2 p2=    86.1 ed=    87 4/18/2020   x1=  58. x2=  75. y1=  1.34 y2=  -.78 BEST
AAA2     1 New_Zealand Confirmed cc1=  .998901 cc2=  .763199 lx=  7.46588 if=  58 il=  75 4/6/2020   n=  17 now=    1504 end=       1747      1106      1750 U=     8.03 T=   68.7 p1=  16.2 p2=    86.1 ed=    87 4/18/2020   x1=  58. x2=  75. y1=  1.34 y2=  -.78 BEST
GP: Confirmed New_Zealand 4/6/2020         75    1504     1747    1106     1750     4    87 4/18/2020 
AAA1     1 New_Zealand Confirmed cc1=  .998700 cc2=  .756164 lx=  7.46588 if=  59 il=  75 4/6/2020   n=  16 now=    1504 end=       1747      1106      1750 U=     7.85 T=   68.9 p1=  16.2 p2=    86.1 ed=    87 4/18/2020   x1=  59. x2=  75. y1=  1.26 y2=  -.78 BEST
AAA2     1 New_Zealand Confirmed cc1=  .998700 cc2=  .756164 lx=  7.46188 if=  59 il=  75 4/6/2020   n=  16 now=    1504 end=       1747      1106      1750 U=     7.85 T=   68.9 p1=  16.2 p2=    86.1 ed=    87 4/18/2020   x1=  59. x2=  75. y1=  1.26 y2=  -.78 BEST
GP: Confirmed New_Zealand 4/6/2020         75    1504     1747    1106     1750     4    87 4/18/2020 
AAA2     1 New_Zealand Confirmed cc1=  .998639 cc2=  .748639 lx=  7.49588 if=  60 il=  75 4/6/2020   n=  15 now=    1504 end=       1800      1106      1750 U=     8.46 T=   68.9 p1=  19.7 p2=    83.6 ed=    88 4/19/2020   x1=  60. x2=  75. y1=  1.05 y2=  -.72     
GP: Confirmed New_Zealand 4/6/2020         75    1504     1800    1106     1750     4    88 4/19/2020 
AAA1     1 New_Zealand Confirmed cc1=  .998583 cc2=  .740384 lx=  7.46588 if=  61 il=  75 4/6/2020   n=  14 now=    1504 end=       1747      1106      1750 U=     8.03 T=   68.7 p1=  16.2 p2=    86.1 ed=    87 4/18/2020   x1=  61. x2=  75. y1=   .96 y2=  -.78 BEST
AAA2     1 New_Zealand Confirmed cc1=  .998583 cc2=  .740384 lx=  7.46588 if=  61 il=  75 4/6/2020   n=  14 now=    1504 end=       1747      1106      1750 U=     8.03 T=   68.7 p1=  16.2 p2=    86.1 ed=    87 4/18/2020   x1=  61. x2=  75. y1=   .96 y2=  -.78 BEST
GP: Confirmed New_Zealand 4/6/2020         75    1504     1747    1106     1750     4    87 4/18/2020 
AAA1     1 New_Zealand Confirmed cc1=  .998298 cc2=  .731037 lx=  7.45588 if=  62 il=  75 4/6/2020   n=  13 now=    1504 end=       1730      1106      1750 U=     7.72 T=   68.8 p1=  15.0 p2=    86.9 ed=    87 4/18/2020   x1=  62. x2=  75. y1=   .88 y2=  -.80 BEST
AAA2     1 New_Zealand Confirmed cc1=  .998299 cc2=  .731037 lx=  7.45188 if=  62 il=  75 4/6/2020   n=  13 now=    1504 end=       1730      1106      1750 U=     7.72 T=   68.8 p1=  15.0 p2=    86.9 ed=    87 4/18/2020   x1=  62. x2=  75. y1=   .88 y2=  -.80 BEST
GP: Confirmed New_Zealand 4/6/2020         75    1504     1730    1106     1750     4    87 4/18/2020 
AAA2     1 New_Zealand Confirmed cc1=  .998108 cc2=  .720758 lx=  7.49588 if=  63 il=  75 4/6/2020   n=  12 now=    1504 end=       1800      1106      1750 U=     8.03 T=   69.2 p1=  19.7 p2=    83.6 ed=    88 4/19/2020   x1=  63. x2=  75. y1=   .78 y2=  -.72     
GP: Confirmed New_Zealand 4/6/2020         75    1504     1800    1106     1750     4    88 4/19/2020 
AAA2     1 New_Zealand Confirmed cc1=  .998618 cc2=  .709942 lx=  7.62588 if=  64 il=  75 4/6/2020   n=  11 now=    1504 end=       2050      1106      1750 U=     9.44 T=   70.4 p1=  36.3 p2=    73.4 ed=    92 4/23/2020   x1=  64. x2=  75. y1=   .68 y2=  -.48     
GP: Confirmed New_Zealand 4/6/2020         75    1504     2050    1106     1750     4    92 4/23/2020 
AAA2     1 New_Zealand Confirmed cc1=  .999246 cc2=  .697735 lx=  7.84588 if=  65 il=  75 4/6/2020   n=  10 now=    1504 end=       2555      1106      1750 U=    11.92 T=   72.9 p1=  69.9 p2=    58.9 ed=   101 5/2/2020    x1=  65. x2=  75. y1=   .66 y2=  -.18     
GP: Confirmed New_Zealand 4/6/2020         75    1504     2555    1106     1750     4   101 5/2/2020  
AAA2     1 New_Zealand Confirmed cc1=  .999595 cc2=  .683367 lx=  8.18588 if=  66 il=  75 4/6/2020   n=   9 now=    1504 end=       3589      1106      1750 U=    15.89 T=   77.6 p1= 138.6 p2=    41.9 ed=   115 5/16/2020   x1=  66. x2=  75. y1=   .73 y2=   .16     
GP: Confirmed New_Zealand 4/6/2020         75    1504     3589    1106     1750     4   115 5/16/2020 
AAA2     1 New_Zealand Confirmed cc1=  .999467 cc2=  .666133 lx=  8.28588 if=  67 il=  75 4/6/2020   n=   8 now=    1504 end=       3967      1106      1750 U=    17.02 T=   79.2 p1= 163.8 p2=    37.9 ed=   119 5/20/2020   x1=  67. x2=  75. y1=   .71 y2=   .24     
GP: Confirmed New_Zealand 4/6/2020         75    1504     3967    1106     1750     4   119 5/20/2020 
AAA2     1 New_Zealand Confirmed cc1=  .999289 cc2=  .645736 lx=  8.52588 if=  68 il=  75 4/6/2020   n=   7 now=    1504 end=       5043      1106      1750 U=    20.16 T=   83.4 p1= 235.3 p2=    29.8 ed=   130 5/31/2020   x1=  68. x2=  75. y1=   .76 y2=   .42     
GP: Confirmed New_Zealand 4/6/2020         75    1504    -        1106     1750     4   130 5/31/2020 
AAA2     1 New_Zealand Confirmed cc1=  .999360 cc2=  .621395 lx=  7.96588 if=  69 il=  75 4/6/2020   n=   6 now=    1504 end=       2880      1106      1750 U=    13.49 T=   74.4 p1=  91.5 p2=    52.2 ed=   106 5/7/2020    x1=  69. x2=  75. y1=   .40 y2=  -.04     
GP: Confirmed New_Zealand 4/6/2020         75    1504     2880    1106     1750     4   106 5/7/2020  
AAA2     1 New_Zealand Confirmed cc1=  .999442 cc2=  .591194 lx=  7.64588 if=  70 il=  75 4/6/2020   n=   5 now=    1504 end=       2092      1106      1750 U=     9.42 T=   70.8 p1=  39.1 p2=    71.9 ed=    92 4/23/2020   x1=  70. x2=  75. y1=   .08 y2=  -.45     
GP: Confirmed New_Zealand 4/6/2020         75    1504     2092    1106     1750     4    92 4/23/2020 
AAA2     1 New_Zealand Confirmed cc1=  .970612 cc2=  .812498 lx=  9.31588 if=  37 il=  76 4/7/2020   n=  39 now=    1504 end=      11113      1160      1750 U=    27.53 T=   98.4 p1= 638.9 p2=    13.5 ed=   163 7/3/2020    x1=  37. x2=  76. y1=  2.23 y2=   .82     
GP: Confirmed New_Zealand 4/7/2020         76    1504    -        1160     1750     4   163 7/3/2020  
AAA2     1 New_Zealand Confirmed cc1=  .972218 cc2=  .812090 lx=  9.31588 if=  38 il=  76 4/7/2020   n=  38 now=    1504 end=      11113      1160      1750 U=    26.83 T=   97.9 p1= 638.9 p2=    13.5 ed=   161 7/1/2020    x1=  38. x2=  76. y1=  2.23 y2=   .82     
GP: Confirmed New_Zealand 4/7/2020         76    1504    -        1160     1750     4   161 7/1/2020  
AAA2     1 New_Zealand Confirmed cc1=  .973397 cc2=  .811175 lx=  9.31588 if=  39 il=  76 4/7/2020   n=  37 now=    1504 end=      11113      1160      1750 U=    26.12 T=   97.3 p1= 638.9 p2=    13.5 ed=   158 6/28/2020   x1=  39. x2=  76. y1=  2.23 y2=   .82     
GP: Confirmed New_Zealand 4/7/2020         76    1504    -        1160     1750     4   158 6/28/2020 
AAA2     1 New_Zealand Confirmed cc1=  .974090 cc2=  .809691 lx=  9.31588 if=  40 il=  76 4/7/2020   n=  36 now=    1504 end=      11113      1160      1750 U=    25.42 T=   96.7 p1= 638.9 p2=    13.5 ed=   156 6/26/2020   x1=  40. x2=  76. y1=  2.23 y2=   .82     
GP: Confirmed New_Zealand 4/7/2020         76    1504    -        1160     1750     4   156 6/26/2020 
AAA2     1 New_Zealand Confirmed cc1=  .974237 cc2=  .807570 lx=  9.31588 if=  41 il=  76 4/7/2020   n=  35 now=    1504 end=      11113      1160      1750 U=    24.71 T=   96.1 p1= 638.9 p2=    13.5 ed=   154 6/24/2020   x1=  41. x2=  76. y1=  2.23 y2=   .82     
GP: Confirmed New_Zealand 4/7/2020         76    1504    -        1160     1750     4   154 6/24/2020 
AAA2     1 New_Zealand Confirmed cc1=  .973774 cc2=  .804743 lx=  9.31588 if=  42 il=  76 4/7/2020   n=  34 now=    1504 end=      11113      1160      1750 U=    26.34 T=   97.5 p1= 638.9 p2=    13.5 ed=   159 6/29/2020   x1=  42. x2=  76. y1=  2.11 y2=   .82     
GP: Confirmed New_Zealand 4/7/2020         76    1504    -        1160     1750     4   159 6/29/2020 
AAA2     1 New_Zealand Confirmed cc1=  .976277 cc2=  .804778 lx=  9.31588 if=  43 il=  76 4/7/2020   n=  33 now=    1504 end=      11113      1160      1750 U=    25.56 T=   96.8 p1= 638.9 p2=    13.5 ed=   157 6/27/2020   x1=  43. x2=  76. y1=  2.11 y2=   .82     
GP: Confirmed New_Zealand 4/7/2020         76    1504    -        1160     1750     4   157 6/27/2020 
AAA2     1 New_Zealand Confirmed cc1=  .978284 cc2=  .804207 lx=  9.31588 if=  44 il=  76 4/7/2020   n=  32 now=    1504 end=      11113      1160      1750 U=    25.49 T=   96.8 p1= 638.9 p2=    13.5 ed=   156 6/26/2020   x1=  44. x2=  76. y1=  2.07 y2=   .82     
GP: Confirmed New_Zealand 4/7/2020         76    1504    -        1160     1750     4   156 6/26/2020 
AAA2     1 New_Zealand Confirmed cc1=  .981033 cc2=  .804256 lx=  9.31588 if=  45 il=  76 4/7/2020   n=  31 now=    1504 end=      11113      1160      1750 U=    25.27 T=   96.6 p1= 638.9 p2=    13.5 ed=   156 6/26/2020   x1=  45. x2=  76. y1=  2.04 y2=   .82     
GP: Confirmed New_Zealand 4/7/2020         76    1504    -        1160     1750     4   156 6/26/2020 
AAA2     1 New_Zealand Confirmed cc1=  .984389 cc2=  .804784 lx=  9.18588 if=  46 il=  76 4/7/2020   n=  30 now=    1504 end=       9758      1160      1750 U=    23.64 T=   93.9 p1= 548.8 p2=    15.4 ed=   149 6/19/2020   x1=  46. x2=  76. y1=  2.03 y2=   .76     
GP: Confirmed New_Zealand 4/7/2020         76    1504    -        1160     1750     4   149 6/19/2020 
AAA2     1 New_Zealand Confirmed cc1=  .987458 cc2=  .804884 lx=  8.70588 if=  47 il=  76 4/7/2020   n=  29 now=    1504 end=       6038      1160      1750 U=    19.88 T=   86.0 p1= 301.5 p2=    24.9 ed=   132 6/2/2020    x1=  47. x2=  76. y1=  1.96 y2=   .50     
GP: Confirmed New_Zealand 4/7/2020         76    1504    -        1160     1750     4   132 6/2/2020  
AAA2     1 New_Zealand Confirmed cc1=  .990275 cc2=  .804580 lx=  8.36588 if=  48 il=  76 4/7/2020   n=  28 now=    1504 end=       4297      1160      1750 U=    17.07 T=   80.6 p1= 185.7 p2=    35.0 ed=   120 5/21/2020   x1=  48. x2=  76. y1=  1.91 y2=   .27     
GP: Confirmed New_Zealand 4/7/2020         76    1504     4297    1160     1750     4   120 5/21/2020 
AAA2     1 New_Zealand Confirmed cc1=  .992768 cc2=  .803785 lx=  8.12588 if=  49 il=  76 4/7/2020   n=  27 now=    1504 end=       3380      1160      1750 U=    14.94 T=   77.0 p1= 124.7 p2=    44.5 ed=   112 5/13/2020   x1=  49. x2=  76. y1=  1.87 y2=   .07     
GP: Confirmed New_Zealand 4/7/2020         76    1504     3380    1160     1750     4   112 5/13/2020 
AAA2     1 New_Zealand Confirmed cc1=  .994852 cc2=  .802402 lx=  7.93588 if=  50 il=  76 4/7/2020   n=  26 now=    1504 end=       2795      1160      1750 U=    13.18 T=   74.3 p1=  85.8 p2=    53.8 ed=   105 5/6/2020    x1=  50. x2=  76. y1=  1.84 y2=  -.13     
GP: Confirmed New_Zealand 4/7/2020         76    1504     2795    1160     1750     4   105 5/6/2020  
AAA2     1 New_Zealand Confirmed cc1=  .996439 cc2=  .800323 lx=  7.80588 if=  51 il=  76 4/7/2020   n=  25 now=    1504 end=       2455      1160      1750 U=    11.84 T=   72.6 p1=  63.2 p2=    61.3 ed=   100 5/1/2020    x1=  51. x2=  76. y1=  1.82 y2=  -.29     
GP: Confirmed New_Zealand 4/7/2020         76    1504     2455    1160     1750     4   100 5/1/2020  
AAA2     1 New_Zealand Confirmed cc1=  .997445 cc2=  .797445 lx=  7.70588 if=  52 il=  76 4/7/2020   n=  24 now=    1504 end=       2221      1160      1750 U=    10.87 T=   71.3 p1=  47.7 p2=    67.7 ed=    96 4/27/2020   x1=  52. x2=  76. y1=  1.78 y2=  -.43     
GP: Confirmed New_Zealand 4/7/2020         76    1504     2221    1160     1750     4    96 4/27/2020 
