TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        4687.00000        8.45255
TAB:  US_Colorado_Arapahoe Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .996957 cc2=  .761254 lx=  8.52255 if=  89 il= 106 5/7/2020   n=  17 now=    4687 end=       5026      3089      4588 U=    19.91 T=   91.7 p1=   7.2 p2=    93.3 ed=   138 6/8/2020    x1=  89. x2= 106. y1=   .13 y2=  -.72     
GP: Confirmed US_Colorado_Arapahoe 5/7/2020        106    4687     5026    3089     4588    11   138 6/8/2020  
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .996435 cc2=  .753900 lx=  8.50255 if=  90 il= 106 5/7/2020   n=  16 now=    4687 end=       4927      3089      4588 U=    18.78 T=   91.7 p1=   5.1 p2=    95.1 ed=   136 6/6/2020    x1=  90. x2= 106. y1=   .09 y2=  -.76     
GP: Confirmed US_Colorado_Arapahoe 5/7/2020        106    4687     4927    3089     4588    11   136 6/6/2020  
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .995858 cc2=  .745858 lx=  8.54255 if=  91 il= 106 5/7/2020   n=  15 now=    4687 end=       5128      3089      4588 U=    19.50 T=   92.8 p1=   9.4 p2=    91.4 ed=   138 6/8/2020    x1=  91. x2= 106. y1=   .09 y2=  -.68     
GP: Confirmed US_Colorado_Arapahoe 5/7/2020        106    4687     5128    3089     4588    11   138 6/8/2020  
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .996252 cc2=  .738053 lx=  8.77255 if=  92 il= 106 5/7/2020   n=  14 now=    4687 end=       6454      3089      4588 U=    25.96 T=   98.1 p1=  37.7 p2=    72.6 ed=   159 6/29/2020   x1=  92. x2= 106. y1=   .23 y2=  -.31     
GP: Confirmed US_Colorado_Arapahoe 5/7/2020        106    4687     6454    3089     4588    11   159 6/29/2020 
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .999100 cc2=  .731839 lx= 10.45255 if=  93 il= 106 5/7/2020   n=  13 now=    4687 end=      34632      3089      4588 U=    81.17 T=  177.6 p1= 638.9 p2=    13.5 ed=   369 1/25/2021   x1=  93. x2= 106. y1=  1.04 y2=   .88     
GP: Confirmed US_Colorado_Arapahoe 5/7/2020        106    4687    -        3089     4588    11   369 1/25/2021 
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998938 cc2=  .721588 lx= 10.45255 if=  94 il= 106 5/7/2020   n=  12 now=    4687 end=      34632      3089      4588 U=    79.45 T=  176.1 p1= 638.9 p2=    13.5 ed=   363 1/19/2021   x1=  94. x2= 106. y1=  1.03 y2=   .88     
GP: Confirmed US_Colorado_Arapahoe 5/7/2020        106    4687    -        3089     4588    11   363 1/19/2021 
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998678 cc2=  .710003 lx= 10.45255 if=  95 il= 106 5/7/2020   n=  11 now=    4687 end=      34632      3089      4588 U=    79.69 T=  176.3 p1= 638.9 p2=    13.5 ed=   364 1/20/2021   x1=  95. x2= 106. y1=  1.02 y2=   .88     
GP: Confirmed US_Colorado_Arapahoe 5/7/2020        106    4687    -        3089     4588    11   364 1/20/2021 
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998293 cc2=  .696782 lx= 10.45255 if=  96 il= 106 5/7/2020   n=  10 now=    4687 end=      34632      3089      4588 U=    81.38 T=  177.8 p1= 638.9 p2=    13.5 ed=   369 1/25/2021   x1=  96. x2= 106. y1=  1.01 y2=   .88     
GP: Confirmed US_Colorado_Arapahoe 5/7/2020        106    4687    -        3089     4588    11   369 1/25/2021 
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998024 cc2=  .681796 lx= 10.45255 if=  97 il= 106 5/7/2020   n=   9 now=    4687 end=      34632      3089      4588 U=    79.49 T=  176.2 p1= 638.9 p2=    13.5 ed=   363 1/19/2021   x1=  97. x2= 106. y1=  1.00 y2=   .88     
GP: Confirmed US_Colorado_Arapahoe 5/7/2020        106    4687    -        3089     4588    11   363 1/19/2021 
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .997316 cc2=  .663983 lx= 10.45255 if=  98 il= 106 5/7/2020   n=   8 now=    4687 end=      34632      3089      4588 U=    79.18 T=  175.9 p1= 638.9 p2=    13.5 ed=   362 1/18/2021   x1=  98. x2= 106. y1=   .98 y2=   .88     
GP: Confirmed US_Colorado_Arapahoe 5/7/2020        106    4687    -        3089     4588    11   362 1/18/2021 
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .996246 cc2=  .642692 lx= 10.45255 if=  99 il= 106 5/7/2020   n=   7 now=    4687 end=      34632      3089      4588 U=    79.38 T=  176.1 p1= 638.9 p2=    13.5 ed=   363 1/19/2021   x1=  99. x2= 106. y1=   .97 y2=   .88     
GP: Confirmed US_Colorado_Arapahoe 5/7/2020        106    4687    -        3089     4588    11   363 1/19/2021 
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .994874 cc2=  .586626 lx= 10.45255 if= 101 il= 106 5/7/2020   n=   5 now=    4687 end=      34632      3089      4588 U=    76.72 T=  173.7 p1= 638.9 p2=    13.5 ed=   354 1/10/2021   x1= 101. x2= 106. y1=   .95 y2=   .88     
GP: Confirmed US_Colorado_Arapahoe 5/7/2020        106    4687    -        3089     4588    11   354 1/10/2021 
AAA1     1 US_Colorado_Arapahoe Confirmed cc1=  .998875 cc2=  .870838 lx=  8.44255 if=  47 il= 107 5/8/2020   n=  60 now=    4687 end=       4640      3148      4588 U=    19.48 T=   88.6 p1=  -1.0 p2=   101.0 ed=   134 6/4/2020    x1=  47. x2= 107. y1=  2.13 y2=  -.95 BEST
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998875 cc2=  .870838 lx=  8.44355 if=  47 il= 107 5/8/2020   n=  60 now=    4687 end=       4640      3148      4588 U=    19.48 T=   88.6 p1=  -1.0 p2=   101.0 ed=   134 6/4/2020    x1=  47. x2= 107. y1=  2.13 y2=  -.95 BEST
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     4640    3148     4588    14   134 6/4/2020  
AAA1     1 US_Colorado_Arapahoe Confirmed cc1=  .998822 cc2=  .869723 lx=  8.44255 if=  48 il= 107 5/8/2020   n=  59 now=    4687 end=       4640      3148      4588 U=    19.70 T=   88.3 p1=  -1.0 p2=   101.0 ed=   134 6/4/2020    x1=  48. x2= 107. y1=  2.05 y2=  -.95 BEST
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998823 cc2=  .869723 lx=  8.44555 if=  48 il= 107 5/8/2020   n=  59 now=    4687 end=       4640      3148      4588 U=    19.70 T=   88.3 p1=  -1.0 p2=   101.0 ed=   134 6/4/2020    x1=  48. x2= 107. y1=  2.05 y2=  -.95 BEST
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     4640    3148     4588    14   134 6/4/2020  
AAA1     1 US_Colorado_Arapahoe Confirmed cc1=  .998764 cc2=  .868575 lx=  8.44255 if=  49 il= 107 5/8/2020   n=  58 now=    4687 end=       4640      3148      4588 U=    19.72 T=   88.3 p1=  -1.0 p2=   101.0 ed=   134 6/4/2020    x1=  49. x2= 107. y1=  1.99 y2=  -.95 BEST
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998764 cc2=  .868575 lx=  8.44355 if=  49 il= 107 5/8/2020   n=  58 now=    4687 end=       4640      3148      4588 U=    19.72 T=   88.3 p1=  -1.0 p2=   101.0 ed=   134 6/4/2020    x1=  49. x2= 107. y1=  1.99 y2=  -.95 BEST
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     4640    3148     4588    14   134 6/4/2020  
AAA1     1 US_Colorado_Arapahoe Confirmed cc1=  .998704 cc2=  .867397 lx=  8.44255 if=  50 il= 107 5/8/2020   n=  57 now=    4687 end=       4640      3148      4588 U=    19.38 T=   88.6 p1=  -1.0 p2=   101.0 ed=   134 6/4/2020    x1=  50. x2= 107. y1=  1.99 y2=  -.95 BEST
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998704 cc2=  .867397 lx=  8.44155 if=  50 il= 107 5/8/2020   n=  57 now=    4687 end=       4640      3148      4588 U=    19.38 T=   88.6 p1=  -1.0 p2=   101.0 ed=   134 6/4/2020    x1=  50. x2= 107. y1=  1.99 y2=  -.95 BEST
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     4640    3148     4588    14   134 6/4/2020  
AAA1     1 US_Colorado_Arapahoe Confirmed cc1=  .998646 cc2=  .866193 lx=  8.44255 if=  51 il= 107 5/8/2020   n=  56 now=    4687 end=       4640      3148      4588 U=    19.87 T=   88.2 p1=  -1.0 p2=   101.0 ed=   135 6/5/2020    x1=  51. x2= 107. y1=  1.87 y2=  -.95 BEST
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998647 cc2=  .866193 lx=  8.44555 if=  51 il= 107 5/8/2020   n=  56 now=    4687 end=       4640      3148      4588 U=    19.87 T=   88.2 p1=  -1.0 p2=   101.0 ed=   135 6/5/2020    x1=  51. x2= 107. y1=  1.87 y2=  -.95 BEST
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     4640    3148     4588    14   135 6/5/2020  
AAA1     1 US_Colorado_Arapahoe Confirmed cc1=  .998597 cc2=  .864967 lx=  8.44255 if=  52 il= 107 5/8/2020   n=  55 now=    4687 end=       4640      3148      4588 U=    19.92 T=   88.1 p1=  -1.0 p2=   101.0 ed=   135 6/5/2020    x1=  52. x2= 107. y1=  1.81 y2=  -.95 BEST
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998597 cc2=  .864967 lx=  8.44055 if=  52 il= 107 5/8/2020   n=  55 now=    4687 end=       4640      3148      4588 U=    19.92 T=   88.1 p1=  -1.0 p2=   101.0 ed=   135 6/5/2020    x1=  52. x2= 107. y1=  1.81 y2=  -.95 BEST
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     4640    3148     4588    14   135 6/5/2020  
AAA1     1 US_Colorado_Arapahoe Confirmed cc1=  .998561 cc2=  .863721 lx=  8.43255 if=  53 il= 107 5/8/2020   n=  54 now=    4687 end=       4594      3148      4588 U=    19.87 T=   87.7 p1=  -2.0 p2=   102.0 ed=   134 6/4/2020    x1=  53. x2= 107. y1=  1.74 y2=  -.97 BEST
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998561 cc2=  .863721 lx=  8.43555 if=  53 il= 107 5/8/2020   n=  54 now=    4687 end=       4594      3148      4588 U=    19.87 T=   87.7 p1=  -2.0 p2=   102.0 ed=   134 6/4/2020    x1=  53. x2= 107. y1=  1.74 y2=  -.97 BEST
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     4594    3148     4588    14   134 6/4/2020  
AAA1     1 US_Colorado_Arapahoe Confirmed cc1=  .998572 cc2=  .862489 lx=  8.42255 if=  54 il= 107 5/8/2020   n=  53 now=    4687 end=       4548      3148      4588 U=    19.32 T=   87.7 p1=  -3.0 p2=   103.1 ed=   133 6/3/2020    x1=  54. x2= 107. y1=  1.74 y2= -1.00 BEST
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998573 cc2=  .862489 lx=  8.42755 if=  54 il= 107 5/8/2020   n=  53 now=    4687 end=       4548      3148      4588 U=    19.32 T=   87.7 p1=  -3.0 p2=   103.1 ed=   133 6/3/2020    x1=  54. x2= 107. y1=  1.74 y2= -1.00 BEST
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     4548    3148     4588    14   133 6/3/2020  
AAA1     1 US_Colorado_Arapahoe Confirmed cc1=  .998509 cc2=  .861148 lx=  8.42255 if=  55 il= 107 5/8/2020   n=  52 now=    4687 end=       4548      3148      4588 U=    19.19 T=   87.8 p1=  -3.0 p2=   103.1 ed=   133 6/3/2020    x1=  55. x2= 107. y1=  1.71 y2= -1.00 BEST
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998509 cc2=  .861148 lx=  8.42355 if=  55 il= 107 5/8/2020   n=  52 now=    4687 end=       4548      3148      4588 U=    19.19 T=   87.8 p1=  -3.0 p2=   103.1 ed=   133 6/3/2020    x1=  55. x2= 107. y1=  1.71 y2= -1.00 BEST
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     4548    3148     4588    14   133 6/3/2020  
AAA1     1 US_Colorado_Arapahoe Confirmed cc1=  .998427 cc2=  .859752 lx=  8.42255 if=  56 il= 107 5/8/2020   n=  51 now=    4687 end=       4548      3148      4588 U=    19.08 T=   87.9 p1=  -3.0 p2=   103.1 ed=   132 6/2/2020    x1=  56. x2= 107. y1=  1.67 y2= -1.00 BEST
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998427 cc2=  .859752 lx=  8.42155 if=  56 il= 107 5/8/2020   n=  51 now=    4687 end=       4548      3148      4588 U=    19.08 T=   87.9 p1=  -3.0 p2=   103.1 ed=   132 6/2/2020    x1=  56. x2= 107. y1=  1.67 y2= -1.00 BEST
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     4548    3148     4588    14   132 6/2/2020  
AAA1     1 US_Colorado_Arapahoe Confirmed cc1=  .998333 cc2=  .858305 lx=  8.42255 if=  57 il= 107 5/8/2020   n=  50 now=    4687 end=       4548      3148      4588 U=    18.70 T=   88.3 p1=  -3.0 p2=   103.1 ed=   132 6/2/2020    x1=  57. x2= 107. y1=  1.67 y2= -1.00 BEST
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998333 cc2=  .858305 lx=  8.42055 if=  57 il= 107 5/8/2020   n=  50 now=    4687 end=       4548      3148      4588 U=    18.70 T=   88.3 p1=  -3.0 p2=   103.1 ed=   132 6/2/2020    x1=  57. x2= 107. y1=  1.67 y2= -1.00 BEST
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     4548    3148     4588    14   132 6/2/2020  
AAA1     1 US_Colorado_Arapahoe Confirmed cc1=  .998272 cc2=  .856850 lx=  8.42255 if=  58 il= 107 5/8/2020   n=  49 now=    4687 end=       4548      3148      4588 U=    18.70 T=   88.3 p1=  -3.0 p2=   103.1 ed=   132 6/2/2020    x1=  58. x2= 107. y1=  1.62 y2= -1.00 BEST
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998273 cc2=  .856850 lx=  8.42755 if=  58 il= 107 5/8/2020   n=  49 now=    4687 end=       4548      3148      4588 U=    18.70 T=   88.3 p1=  -3.0 p2=   103.1 ed=   132 6/2/2020    x1=  58. x2= 107. y1=  1.62 y2= -1.00 BEST
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     4548    3148     4588    14   132 6/2/2020  
AAA1     1 US_Colorado_Arapahoe Confirmed cc1=  .998218 cc2=  .855361 lx=  8.43255 if=  59 il= 107 5/8/2020   n=  48 now=    4687 end=       4594      3148      4588 U=    18.98 T=   88.5 p1=  -2.0 p2=   102.0 ed=   133 6/3/2020    x1=  59. x2= 107. y1=  1.56 y2=  -.97 BEST
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998218 cc2=  .855361 lx=  8.43455 if=  59 il= 107 5/8/2020   n=  48 now=    4687 end=       4594      3148      4588 U=    18.98 T=   88.5 p1=  -2.0 p2=   102.0 ed=   133 6/3/2020    x1=  59. x2= 107. y1=  1.56 y2=  -.97 BEST
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     4594    3148     4588    14   133 6/3/2020  
AAA1     1 US_Colorado_Arapahoe Confirmed cc1=  .998144 cc2=  .853807 lx=  8.44255 if=  60 il= 107 5/8/2020   n=  47 now=    4687 end=       4640      3148      4588 U=    18.95 T=   89.1 p1=  -1.0 p2=   101.0 ed=   133 6/3/2020    x1=  60. x2= 107. y1=  1.53 y2=  -.95 BEST
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998144 cc2=  .853807 lx=  8.44155 if=  60 il= 107 5/8/2020   n=  47 now=    4687 end=       4640      3148      4588 U=    18.95 T=   89.1 p1=  -1.0 p2=   101.0 ed=   133 6/3/2020    x1=  60. x2= 107. y1=  1.53 y2=  -.95 BEST
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     4640    3148     4588    14   133 6/3/2020  
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998159 cc2=  .852294 lx=  8.45255 if=  61 il= 107 5/8/2020   n=  46 now=    4687 end=       4686      3148      4588 U=    19.16 T=   89.4 p1=    .0 p2=   100.0 ed=   134 6/4/2020    x1=  61. x2= 107. y1=  1.48 y2=  -.92     
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     4686    3148     4588    14   134 6/4/2020  
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998204 cc2=  .850762 lx=  8.47255 if=  62 il= 107 5/8/2020   n=  45 now=    4687 end=       4781      3148      4588 U=    19.43 T=   90.1 p1=   2.0 p2=    98.0 ed=   135 6/5/2020    x1=  62. x2= 107. y1=  1.44 y2=  -.87     
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     4781    3148     4588    14   135 6/5/2020  
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998385 cc2=  .849314 lx=  8.49255 if=  63 il= 107 5/8/2020   n=  44 now=    4687 end=       4878      3148      4588 U=    19.86 T=   90.6 p1=   4.1 p2=    96.1 ed=   137 6/7/2020    x1=  63. x2= 107. y1=  1.39 y2=  -.83     
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     4878    3148     4588    14   137 6/7/2020  
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998654 cc2=  .847898 lx=  8.53255 if=  64 il= 107 5/8/2020   n=  43 now=    4687 end=       5077      3148      4588 U=    20.87 T=   91.6 p1=   8.3 p2=    92.3 ed=   140 6/10/2020   x1=  64. x2= 107. y1=  1.32 y2=  -.74     
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     5077    3148     4588    14   140 6/10/2020 
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998876 cc2=  .846377 lx=  8.56255 if=  65 il= 107 5/8/2020   n=  42 now=    4687 end=       5231      3148      4588 U=    21.70 T=   92.3 p1=  11.6 p2=    89.6 ed=   143 6/13/2020   x1=  65. x2= 107. y1=  1.26 y2=  -.68     
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     5231    3148     4588    14   143 6/13/2020 
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .999053 cc2=  .844749 lx=  8.59255 if=  66 il= 107 5/8/2020   n=  41 now=    4687 end=       5391      3148      4588 U=    22.70 T=   92.9 p1=  15.0 p2=    86.9 ed=   146 6/16/2020   x1=  66. x2= 107. y1=  1.19 y2=  -.62     
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     5391    3148     4588    14   146 6/16/2020 
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .999106 cc2=  .842932 lx=  8.62255 if=  67 il= 107 5/8/2020   n=  40 now=    4687 end=       5555      3148      4588 U=    23.40 T=   93.8 p1=  18.5 p2=    84.4 ed=   148 6/18/2020   x1=  67. x2= 107. y1=  1.14 y2=  -.57     
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     5555    3148     4588    14   148 6/18/2020 
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .999168 cc2=  .841054 lx=  8.65255 if=  68 il= 107 5/8/2020   n=  39 now=    4687 end=       5724      3148      4588 U=    24.23 T=   94.5 p1=  22.1 p2=    81.9 ed=   151 6/21/2020   x1=  68. x2= 107. y1=  1.10 y2=  -.51     
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     5724    3148     4588    14   151 6/21/2020 
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .999196 cc2=  .839068 lx=  8.67255 if=  69 il= 107 5/8/2020   n=  38 now=    4687 end=       5840      3148      4588 U=    24.78 T=   95.1 p1=  24.6 p2=    80.3 ed=   153 6/23/2020   x1=  69. x2= 107. y1=  1.05 y2=  -.48     
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     5840    3148     4588    14   153 6/23/2020 
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .999220 cc2=  .836999 lx=  8.70255 if=  70 il= 107 5/8/2020   n=  37 now=    4687 end=       6018      3148      4588 U=    25.54 T=   95.9 p1=  28.4 p2=    77.9 ed=   156 6/26/2020   x1=  70. x2= 107. y1=  1.02 y2=  -.43     
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     6018    3148     4588    14   156 6/26/2020 
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .999241 cc2=  .834842 lx=  8.73255 if=  71 il= 107 5/8/2020   n=  36 now=    4687 end=       6201      3148      4588 U=    26.46 T=   96.7 p1=  32.3 p2=    75.6 ed=   159 6/29/2020   x1=  71. x2= 107. y1=   .97 y2=  -.39     
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     6201    3148     4588    14   159 6/29/2020 
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .999217 cc2=  .832551 lx=  8.75255 if=  72 il= 107 5/8/2020   n=  35 now=    4687 end=       6326      3148      4588 U=    27.11 T=   97.3 p1=  35.0 p2=    74.1 ed=   161 7/1/2020    x1=  72. x2= 107. y1=   .93 y2=  -.36     
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     6326    3148     4588    14   161 7/1/2020  
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .999165 cc2=  .830134 lx=  8.76255 if=  73 il= 107 5/8/2020   n=  34 now=    4687 end=       6390      3148      4588 U=    27.40 T=   97.5 p1=  36.3 p2=    73.3 ed=   162 7/2/2020    x1=  73. x2= 107. y1=   .90 y2=  -.35     
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     6390    3148     4588    14   162 7/2/2020  
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .999105 cc2=  .827607 lx=  8.78255 if=  74 il= 107 5/8/2020   n=  33 now=    4687 end=       6519      3148      4588 U=    27.94 T=   98.1 p1=  39.1 p2=    71.9 ed=   164 7/4/2020    x1=  74. x2= 107. y1=   .86 y2=  -.32     
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     6519    3148     4588    14   164 7/4/2020  
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .999034 cc2=  .824956 lx=  8.79255 if=  75 il= 107 5/8/2020   n=  32 now=    4687 end=       6584      3148      4588 U=    28.02 T=   98.5 p1=  40.5 p2=    71.2 ed=   164 7/4/2020    x1=  75. x2= 107. y1=   .84 y2=  -.30     
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     6584    3148     4588    14   164 7/4/2020  
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998991 cc2=  .822214 lx=  8.82255 if=  76 il= 107 5/8/2020   n=  31 now=    4687 end=       6785      3148      4588 U=    28.89 T=   99.4 p1=  44.8 p2=    69.1 ed=   167 7/7/2020    x1=  76. x2= 107. y1=   .81 y2=  -.26     
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     6785    3148     4588    14   167 7/7/2020  
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998926 cc2=  .819321 lx=  8.85255 if=  77 il= 107 5/8/2020   n=  30 now=    4687 end=       6992      3148      4588 U=    29.40 T=  100.4 p1=  49.2 p2=    67.0 ed=   169 7/9/2020    x1=  77. x2= 107. y1=   .79 y2=  -.23     
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     6992    3148     4588    14   169 7/9/2020  
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998947 cc2=  .816373 lx=  8.93255 if=  78 il= 107 5/8/2020   n=  29 now=    4687 end=       7574      3148      4588 U=    32.28 T=  102.8 p1=  61.6 p2=    61.9 ed=   178 7/18/2020   x1=  78. x2= 107. y1=   .77 y2=  -.13     
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     7574    3148     4588    14   178 7/18/2020 
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998837 cc2=  .813141 lx=  8.92255 if=  79 il= 107 5/8/2020   n=  28 now=    4687 end=       7499      3148      4588 U=    31.93 T=  102.5 p1=  60.0 p2=    62.5 ed=   177 7/17/2020   x1=  79. x2= 107. y1=   .74 y2=  -.14     
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     7499    3148     4588    14   177 7/17/2020 
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998561 cc2=  .806111 lx=  8.91255 if=  81 il= 107 5/8/2020   n=  26 now=    4687 end=       7424      3148      4588 U=    32.18 T=  102.1 p1=  58.4 p2=    63.1 ed=   178 7/18/2020   x1=  81. x2= 107. y1=   .65 y2=  -.15     
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     7424    3148     4588    14   178 7/18/2020 
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998472 cc2=  .802355 lx=  8.85255 if=  82 il= 107 5/8/2020   n=  25 now=    4687 end=       6992      3148      4588 U=    30.49 T=  100.1 p1=  49.2 p2=    67.0 ed=   172 7/12/2020   x1=  82. x2= 107. y1=   .59 y2=  -.23     
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     6992    3148     4588    14   172 7/12/2020 
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998376 cc2=  .798376 lx=  8.80255 if=  83 il= 107 5/8/2020   n=  24 now=    4687 end=       6651      3148      4588 U=    28.69 T=   98.7 p1=  41.9 p2=    70.5 ed=   166 7/6/2020    x1=  83. x2= 107. y1=   .55 y2=  -.29     
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     6651    3148     4588    14   166 7/6/2020  
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .998178 cc2=  .794054 lx=  8.78255 if=  84 il= 107 5/8/2020   n=  23 now=    4687 end=       6519      3148      4588 U=    27.96 T=   98.1 p1=  39.1 p2=    71.9 ed=   164 7/4/2020    x1=  84. x2= 107. y1=   .51 y2=  -.32     
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     6519    3148     4588    14   164 7/4/2020  
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .997931 cc2=  .789416 lx=  8.77255 if=  85 il= 107 5/8/2020   n=  22 now=    4687 end=       6454      3148      4588 U=    28.11 T=   97.7 p1=  37.7 p2=    72.6 ed=   164 7/4/2020    x1=  85. x2= 107. y1=   .45 y2=  -.33     
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     6454    3148     4588    14   164 7/4/2020  
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .997741 cc2=  .784540 lx=  8.72255 if=  86 il= 107 5/8/2020   n=  21 now=    4687 end=       6139      3148      4588 U=    26.75 T=   96.2 p1=  31.0 p2=    76.3 ed=   159 6/29/2020   x1=  86. x2= 107. y1=   .38 y2=  -.40     
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     6139    3148     4588    14   159 6/29/2020 
AAA2     1 US_Colorado_Arapahoe Confirmed cc1=  .997614 cc2=  .779396 lx=  8.66255 if=  87 il= 107 5/8/2020   n=  20 now=    4687 end=       5782      3148      4588 U=    25.06 T=   94.5 p1=  23.4 p2=    81.1 ed=   153 6/23/2020   x1=  87. x2= 107. y1=   .30 y2=  -.50     
GP: Confirmed US_Colorado_Arapahoe 5/8/2020        107    4687     5782    3148     4588    14   153 6/23/2020 
