TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       40847.00000       10.61759
TAB:  Colombia Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed Colombia 5/12/2020       111   40847    27380   12272    20372     2   168 7/8/2020  
AAA2     1 Colombia Confirmed cc1=  .995563 cc2=  .865374 lx= 10.26759 if=  53 il= 111 5/12/2020  n=  58 now=   40847 end=      28784     12272     20372 U=    28.05 T=  106.5 p1= -29.5 p2=   141.9 ed=   172 7/12/2020   x1=  53. x2= 111. y1=  1.91 y2=  -.16     
GP: Confirmed Colombia 5/12/2020       111   40847    28784   12272    20372     2   172 7/12/2020 
AAA2     1 Colombia Confirmed cc1=  .995738 cc2=  .864431 lx= 10.31759 if=  54 il= 111 5/12/2020  n=  57 now=   40847 end=      30260     12272     20372 U=    29.27 T=  108.0 p1= -25.9 p2=   135.0 ed=   177 7/17/2020   x1=  54. x2= 111. y1=  1.85 y2=  -.10     
GP: Confirmed Colombia 5/12/2020       111   40847    30260   12272    20372     2   177 7/17/2020 
AAA2     1 Colombia Confirmed cc1=  .995770 cc2=  .863316 lx= 10.35759 if=  55 il= 111 5/12/2020  n=  56 now=   40847 end=      31495     12272     20372 U=    29.77 T=  109.2 p1= -22.9 p2=   129.7 ed=   179 7/19/2020   x1=  55. x2= 111. y1=  1.82 y2=  -.06     
GP: Confirmed Colombia 5/12/2020       111   40847    31495   12272    20372     2   179 7/19/2020 
AAA2     1 Colombia Confirmed cc1=  .995912 cc2=  .862282 lx= 10.40759 if=  56 il= 111 5/12/2020  n=  55 now=   40847 end=      33109     12272     20372 U=    30.93 T=  110.8 p1= -18.9 p2=   123.4 ed=   183 7/23/2020   x1=  56. x2= 111. y1=  1.77 y2=  -.01     
GP: Confirmed Colombia 5/12/2020       111   40847    33109   12272    20372     2   183 7/23/2020 
AAA2     1 Colombia Confirmed cc1=  .995957 cc2=  .861117 lx= 10.45759 if=  57 il= 111 5/12/2020  n=  54 now=   40847 end=      34807     12272     20372 U=    31.36 T=  112.3 p1= -14.8 p2=   117.4 ed=   186 7/26/2020   x1=  57. x2= 111. y1=  1.76 y2=   .04     
GP: Confirmed Colombia 5/12/2020       111   40847    34807   12272    20372     2   186 7/26/2020 
AAA2     1 Colombia Confirmed cc1=  .996252 cc2=  .860169 lx= 10.54759 if=  58 il= 111 5/12/2020  n=  53 now=   40847 end=      38085     12272     20372 U=    32.81 T=  115.1 p1=  -6.8 p2=   107.3 ed=   192 8/1/2020    x1=  58. x2= 111. y1=  1.74 y2=   .12     
GP: Confirmed Colombia 5/12/2020       111   40847    38085   12272    20372     2   192 8/1/2020  
AAA2     1 Colombia Confirmed cc1=  .996662 cc2=  .859302 lx= 10.65759 if=  59 il= 111 5/12/2020  n=  52 now=   40847 end=      42513     12272     20372 U=    35.48 T=  118.7 p1=   4.1 p2=    96.1 ed=   202 8/11/2020   x1=  59. x2= 111. y1=  1.68 y2=   .22     
GP: Confirmed Colombia 5/12/2020       111   40847    42513   12272    20372     2   202 8/11/2020 
AAA2     1 Colombia Confirmed cc1=  .996749 cc2=  .858074 lx= 10.72759 if=  60 il= 111 5/12/2020  n=  51 now=   40847 end=      45596     12272     20372 U=    36.61 T=  121.0 p1=  11.6 p2=    89.6 ed=   207 8/16/2020   x1=  60. x2= 111. y1=  1.66 y2=   .27     
GP: Confirmed Colombia 5/12/2020       111   40847    45596   12272    20372     2   207 8/16/2020 
AAA2     1 Colombia Confirmed cc1=  .996909 cc2=  .856881 lx= 10.82759 if=  61 il= 111 5/12/2020  n=  50 now=   40847 end=      50392     12272     20372 U=    38.34 T=  124.2 p1=  23.4 p2=    81.1 ed=   214 8/23/2020   x1=  61. x2= 111. y1=  1.65 y2=   .35     
GP: Confirmed Colombia 5/12/2020       111   40847    50392   12272    20372     2   214 8/23/2020 
AAA2     1 Colombia Confirmed cc1=  .997118 cc2=  .855697 lx= 10.94759 if=  62 il= 111 5/12/2020  n=  49 now=   40847 end=      56816     12272     20372 U=    41.35 T=  128.7 p1=  39.1 p2=    71.9 ed=   226 9/4/2020    x1=  62. x2= 111. y1=  1.61 y2=   .43     
GP: Confirmed Colombia 5/12/2020       111   40847    56816   12272    20372     2   226 9/4/2020  
AAA2     1 Colombia Confirmed cc1=  .997073 cc2=  .854216 lx= 11.01759 if=  63 il= 111 5/12/2020  n=  48 now=   40847 end=      60936     12272     20372 U=    43.23 T=  131.4 p1=  49.2 p2=    67.0 ed=   233 9/11/2020   x1=  63. x2= 111. y1=  1.58 y2=   .47     
GP: Confirmed Colombia 5/12/2020       111   40847    60936   12272    20372     2   233 9/11/2020 
AAA2     1 Colombia Confirmed cc1=  .996924 cc2=  .852587 lx= 11.05759 if=  64 il= 111 5/12/2020  n=  47 now=   40847 end=      63423     12272     20372 U=    43.32 T=  132.5 p1=  55.3 p2=    64.4 ed=   234 9/12/2020   x1=  64. x2= 111. y1=  1.58 y2=   .50     
GP: Confirmed Colombia 5/12/2020       111   40847    63423   12272    20372     2   234 9/12/2020 
AAA2     1 Colombia Confirmed cc1=  .996877 cc2=  .851012 lx= 11.14759 if=  65 il= 111 5/12/2020  n=  46 now=   40847 end=      69396     12272     20372 U=    44.62 T=  135.5 p1=  69.9 p2=    58.9 ed=   240 9/18/2020   x1=  65. x2= 111. y1=  1.58 y2=   .55     
GP: Confirmed Colombia 5/12/2020       111   40847    69396   12272    20372     2   240 9/18/2020 
AAA2     1 Colombia Confirmed cc1=  .996928 cc2=  .849486 lx= 11.27759 if=  66 il= 111 5/12/2020  n=  45 now=   40847 end=      79030     12272     20372 U=    46.84 T=  140.1 p1=  93.5 p2=    51.7 ed=   250 9/28/2020   x1=  66. x2= 111. y1=  1.58 y2=   .62     
GP: Confirmed Colombia 5/12/2020       111   40847    79030   12272    20372     2   250 9/28/2020 
AAA2     1 Colombia Confirmed cc1=  .997049 cc2=  .847978 lx= 11.45759 if=  67 il= 111 5/12/2020  n=  44 now=   40847 end=      94616     12272     20372 U=    50.24 T=  146.9 p1= 131.6 p2=    43.2 ed=   265 10/13/2020  x1=  67. x2= 111. y1=  1.59 y2=   .71     
GP: Confirmed Colombia 5/12/2020       111   40847    94616   12272    20372     2   265 10/13/2020
AAA2     1 Colombia Confirmed cc1=  .997165 cc2=  .846409 lx= 11.66759 if=  68 il= 111 5/12/2020  n=  43 now=   40847 end=     116726     12272     20372 U=    54.12 T=  155.0 p1= 185.8 p2=    35.0 ed=   282 10/30/2020  x1=  68. x2= 111. y1=  1.61 y2=   .81     
GP: Confirmed Colombia 5/12/2020       111   40847   116726   12272    20372     2   282 10/30/2020
AAA2     1 Colombia Confirmed cc1=  .997302 cc2=  .844803 lx= 11.93759 if=  69 il= 111 5/12/2020  n=  42 now=   40847 end=     152907     12272     20372 U=    59.19 T=  165.8 p1= 274.3 p2=    26.7 ed=   305 11/22/2020  x1=  69. x2= 111. y1=  1.63 y2=   .93     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   305 11/22/2020
AAA2     1 Colombia Confirmed cc1=  .997441 cc2=  .843138 lx= 12.26759 if=  70 il= 111 5/12/2020  n=  41 now=   40847 end=     212689     12272     20372 U=    66.25 T=  180.4 p1= 420.7 p2=    19.2 ed=   336 12/23/2020  x1=  70. x2= 111. y1=  1.67 y2=  1.05     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   336 12/23/2020
AAA2     1 Colombia Confirmed cc1=  .997402 cc2=  .841228 lx= 12.52759 if=  71 il= 111 5/12/2020  n=  40 now=   40847 end=     275843     12272     20372 U=    70.93 T=  191.5 p1= 575.3 p2=    14.8 ed=   358 1/14/2021   x1=  71. x2= 111. y1=  1.70 y2=  1.14     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   358 1/14/2021 
AAA2     1 Colombia Confirmed cc1=  .997388 cc2=  .839274 lx= 12.61759 if=  72 il= 111 5/12/2020  n=  39 now=   40847 end=     301820     12272     20372 U=    72.77 T=  195.7 p1= 638.9 p2=    13.5 ed=   367 1/23/2021   x1=  72. x2= 111. y1=  1.70 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   367 1/23/2021 
AAA2     1 Colombia Confirmed cc1=  .997367 cc2=  .837238 lx= 12.61759 if=  73 il= 111 5/12/2020  n=  38 now=   40847 end=     301820     12272     20372 U=    73.54 T=  196.6 p1= 638.9 p2=    13.5 ed=   370 1/26/2021   x1=  73. x2= 111. y1=  1.68 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   370 1/26/2021 
AAA2     1 Colombia Confirmed cc1=  .997261 cc2=  .835039 lx= 12.61759 if=  74 il= 111 5/12/2020  n=  37 now=   40847 end=     301820     12272     20372 U=    73.05 T=  196.0 p1= 638.9 p2=    13.5 ed=   368 1/24/2021   x1=  74. x2= 111. y1=  1.67 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   368 1/24/2021 
AAA2     1 Colombia Confirmed cc1=  .997243 cc2=  .832844 lx= 12.61759 if=  75 il= 111 5/12/2020  n=  36 now=   40847 end=     301820     12272     20372 U=    72.75 T=  195.7 p1= 638.9 p2=    13.5 ed=   367 1/23/2021   x1=  75. x2= 111. y1=  1.66 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   367 1/23/2021 
AAA2     1 Colombia Confirmed cc1=  .997336 cc2=  .830669 lx= 12.61759 if=  76 il= 111 5/12/2020  n=  35 now=   40847 end=     301820     12272     20372 U=    74.18 T=  197.3 p1= 638.9 p2=    13.5 ed=   372 1/28/2021   x1=  76. x2= 111. y1=  1.64 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   372 1/28/2021 
AAA2     1 Colombia Confirmed cc1=  .997223 cc2=  .828192 lx= 12.61759 if=  77 il= 111 5/12/2020  n=  34 now=   40847 end=     301820     12272     20372 U=    76.66 T=  200.2 p1= 638.9 p2=    13.5 ed=   381 2/6/2021    x1=  77. x2= 111. y1=  1.61 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   381 2/6/2021  
AAA2     1 Colombia Confirmed cc1=  .996981 cc2=  .825483 lx= 12.61759 if=  78 il= 111 5/12/2020  n=  33 now=   40847 end=     301820     12272     20372 U=    77.19 T=  200.8 p1= 638.9 p2=    13.5 ed=   382 2/7/2021    x1=  78. x2= 111. y1=  1.59 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   382 2/7/2021  
AAA2     1 Colombia Confirmed cc1=  .996753 cc2=  .822676 lx= 12.61759 if=  79 il= 111 5/12/2020  n=  32 now=   40847 end=     301820     12272     20372 U=    78.90 T=  202.8 p1= 638.9 p2=    13.5 ed=   389 2/14/2021   x1=  79. x2= 111. y1=  1.57 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   389 2/14/2021 
AAA2     1 Colombia Confirmed cc1=  .996809 cc2=  .820032 lx= 12.61759 if=  80 il= 111 5/12/2020  n=  31 now=   40847 end=     301820     12272     20372 U=    80.22 T=  204.4 p1= 638.9 p2=    13.5 ed=   393 2/18/2021   x1=  80. x2= 111. y1=  1.55 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   393 2/18/2021 
AAA2     1 Colombia Confirmed cc1=  .997386 cc2=  .817780 lx= 12.61759 if=  81 il= 111 5/12/2020  n=  30 now=   40847 end=     301820     12272     20372 U=    78.69 T=  202.6 p1= 638.9 p2=    13.5 ed=   388 2/13/2021   x1=  81. x2= 111. y1=  1.55 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   388 2/13/2021 
AAA2     1 Colombia Confirmed cc1=  .997769 cc2=  .815195 lx= 12.61759 if=  82 il= 111 5/12/2020  n=  29 now=   40847 end=     301820     12272     20372 U=    77.24 T=  200.9 p1= 638.9 p2=    13.5 ed=   383 2/8/2021    x1=  82. x2= 111. y1=  1.54 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   383 2/8/2021  
AAA2     1 Colombia Confirmed cc1=  .997967 cc2=  .812272 lx= 12.61759 if=  83 il= 111 5/12/2020  n=  28 now=   40847 end=     301820     12272     20372 U=    76.49 T=  200.0 p1= 638.9 p2=    13.5 ed=   380 2/5/2021    x1=  83. x2= 111. y1=  1.53 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   380 2/5/2021  
AAA2     1 Colombia Confirmed cc1=  .998135 cc2=  .809153 lx= 12.61759 if=  84 il= 111 5/12/2020  n=  27 now=   40847 end=     301820     12272     20372 U=    75.62 T=  199.0 p1= 638.9 p2=    13.5 ed=   377 2/2/2021    x1=  84. x2= 111. y1=  1.52 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   377 2/2/2021  
AAA2     1 Colombia Confirmed cc1=  .998237 cc2=  .805787 lx= 12.61759 if=  85 il= 111 5/12/2020  n=  26 now=   40847 end=     301820     12272     20372 U=    74.67 T=  197.9 p1= 638.9 p2=    13.5 ed=   374 1/30/2021   x1=  85. x2= 111. y1=  1.51 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   374 1/30/2021 
AAA2     1 Colombia Confirmed cc1=  .998249 cc2=  .802133 lx= 12.61759 if=  86 il= 111 5/12/2020  n=  25 now=   40847 end=     301820     12272     20372 U=    74.74 T=  198.0 p1= 638.9 p2=    13.5 ed=   374 1/30/2021   x1=  86. x2= 111. y1=  1.50 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   374 1/30/2021 
AAA2     1 Colombia Confirmed cc1=  .998377 cc2=  .798377 lx= 12.61759 if=  87 il= 111 5/12/2020  n=  24 now=   40847 end=     301820     12272     20372 U=    74.24 T=  197.4 p1= 638.9 p2=    13.5 ed=   372 1/28/2021   x1=  87. x2= 111. y1=  1.49 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   372 1/28/2021 
AAA2     1 Colombia Confirmed cc1=  .998527 cc2=  .794403 lx= 12.61759 if=  88 il= 111 5/12/2020  n=  23 now=   40847 end=     301820     12272     20372 U=    73.62 T=  196.7 p1= 638.9 p2=    13.5 ed=   370 1/26/2021   x1=  88. x2= 111. y1=  1.48 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   370 1/26/2021 
AAA2     1 Colombia Confirmed cc1=  .998674 cc2=  .790160 lx= 12.61759 if=  89 il= 111 5/12/2020  n=  22 now=   40847 end=     301820     12272     20372 U=    72.98 T=  195.9 p1= 638.9 p2=    13.5 ed=   368 1/24/2021   x1=  89. x2= 111. y1=  1.47 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   368 1/24/2021 
AAA2     1 Colombia Confirmed cc1=  .998809 cc2=  .785609 lx= 12.61759 if=  90 il= 111 5/12/2020  n=  21 now=   40847 end=     301820     12272     20372 U=    72.01 T=  194.8 p1= 638.9 p2=    13.5 ed=   364 1/20/2021   x1=  90. x2= 111. y1=  1.46 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   364 1/20/2021 
AAA2     1 Colombia Confirmed cc1=  .998847 cc2=  .780629 lx= 12.61759 if=  91 il= 111 5/12/2020  n=  20 now=   40847 end=     301820     12272     20372 U=    71.37 T=  194.1 p1= 638.9 p2=    13.5 ed=   362 1/18/2021   x1=  91. x2= 111. y1=  1.44 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   362 1/18/2021 
AAA2     1 Colombia Confirmed cc1=  .998844 cc2=  .775237 lx= 12.61759 if=  92 il= 111 5/12/2020  n=  19 now=   40847 end=     301820     12272     20372 U=    70.55 T=  193.1 p1= 638.9 p2=    13.5 ed=   359 1/15/2021   x1=  92. x2= 111. y1=  1.43 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   359 1/15/2021 
AAA2     1 Colombia Confirmed cc1=  .998753 cc2=  .769337 lx= 12.61759 if=  93 il= 111 5/12/2020  n=  18 now=   40847 end=     301820     12272     20372 U=    71.14 T=  193.8 p1= 638.9 p2=    13.5 ed=   361 1/17/2021   x1=  93. x2= 111. y1=  1.42 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   361 1/17/2021 
AAA2     1 Colombia Confirmed cc1=  .998883 cc2=  .763180 lx= 12.61759 if=  94 il= 111 5/12/2020  n=  17 now=   40847 end=     301820     12272     20372 U=    70.75 T=  193.3 p1= 638.9 p2=    13.5 ed=   360 1/16/2021   x1=  94. x2= 111. y1=  1.40 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   360 1/16/2021 
AAA2     1 Colombia Confirmed cc1=  .999100 cc2=  .756564 lx= 12.61759 if=  95 il= 111 5/12/2020  n=  16 now=   40847 end=     301820     12272     20372 U=    69.82 T=  192.3 p1= 638.9 p2=    13.5 ed=   357 1/13/2021   x1=  95. x2= 111. y1=  1.39 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   357 1/13/2021 
AAA2     1 Colombia Confirmed cc1=  .999251 cc2=  .749251 lx= 12.61759 if=  96 il= 111 5/12/2020  n=  15 now=   40847 end=     301820     12272     20372 U=    68.41 T=  190.6 p1= 638.9 p2=    13.5 ed=   352 1/8/2021    x1=  96. x2= 111. y1=  1.38 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   352 1/8/2021  
AAA2     1 Colombia Confirmed cc1=  .999192 cc2=  .740993 lx= 12.61759 if=  97 il= 111 5/12/2020  n=  14 now=   40847 end=     301820     12272     20372 U=    68.68 T=  190.9 p1= 638.9 p2=    13.5 ed=   353 1/9/2021    x1=  97. x2= 111. y1=  1.37 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   353 1/9/2021  
AAA2     1 Colombia Confirmed cc1=  .999295 cc2=  .732033 lx= 12.61759 if=  98 il= 111 5/12/2020  n=  13 now=   40847 end=     301820     12272     20372 U=    67.37 T=  189.4 p1= 638.9 p2=    13.5 ed=   348 1/4/2021    x1=  98. x2= 111. y1=  1.36 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   348 1/4/2021  
AAA2     1 Colombia Confirmed cc1=  .999196 cc2=  .721846 lx= 12.61759 if=  99 il= 111 5/12/2020  n=  12 now=   40847 end=     301820     12272     20372 U=    66.39 T=  188.3 p1= 638.9 p2=    13.5 ed=   344 12/31/2020  x1=  99. x2= 111. y1=  1.34 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   344 12/31/2020
AAA2     1 Colombia Confirmed cc1=  .998978 cc2=  .710303 lx= 12.61759 if= 100 il= 111 5/12/2020  n=  11 now=   40847 end=     301820     12272     20372 U=    68.20 T=  190.4 p1= 638.9 p2=    13.5 ed=   351 1/7/2021    x1= 100. x2= 111. y1=  1.33 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   351 1/7/2021  
AAA2     1 Colombia Confirmed cc1=  .999329 cc2=  .697818 lx= 12.61759 if= 101 il= 111 5/12/2020  n=  10 now=   40847 end=     301820     12272     20372 U=    66.28 T=  188.1 p1= 638.9 p2=    13.5 ed=   344 12/31/2020  x1= 101. x2= 111. y1=  1.31 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   344 12/31/2020
AAA2     1 Colombia Confirmed cc1=  .999261 cc2=  .683033 lx= 12.61759 if= 102 il= 111 5/12/2020  n=   9 now=   40847 end=     301820     12272     20372 U=    65.69 T=  187.5 p1= 638.9 p2=    13.5 ed=   342 12/29/2020  x1= 102. x2= 111. y1=  1.30 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   342 12/29/2020
AAA2     1 Colombia Confirmed cc1=  .999142 cc2=  .665808 lx= 11.55759 if= 103 il= 111 5/12/2020  n=   8 now=   40847 end=     104567     12272     20372 U=    43.62 T=  144.2 p1= 156.0 p2=    39.1 ed=   247 9/25/2020   x1= 103. x2= 111. y1=   .95 y2=   .76     
GP: Confirmed Colombia 5/12/2020       111   40847   104567   12272    20372     2   247 9/25/2020 
AAA2     1 Colombia Confirmed cc1=  .999222 cc2=  .645669 lx= 12.61759 if= 104 il= 111 5/12/2020  n=   7 now=   40847 end=     301820     12272     20372 U=    66.76 T=  188.7 p1= 638.9 p2=    13.5 ed=   346 1/2/2021    x1= 104. x2= 111. y1=  1.27 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   346 1/2/2021  
AAA2     1 Colombia Confirmed cc1=  .999541 cc2=  .621577 lx= 12.38759 if= 105 il= 111 5/12/2020  n=   6 now=   40847 end=     239806     12272     20372 U=    59.63 T=  176.0 p1= 487.1 p2=    17.0 ed=   316 12/3/2020   x1= 105. x2= 111. y1=  1.19 y2=  1.09     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   316 12/3/2020 
AAA2     1 Colombia Confirmed cc1=  .999296 cc2=  .591048 lx= 12.61759 if= 106 il= 111 5/12/2020  n=   5 now=   40847 end=     301820     12272     20372 U=    63.90 T=  185.4 p1= 638.9 p2=    13.5 ed=   336 12/23/2020  x1= 106. x2= 111. y1=  1.24 y2=  1.16     
GP: Confirmed Colombia 5/12/2020       111   40847    -       12272    20372     2   336 12/23/2020
AAA2     1 Colombia Confirmed cc1=  .993632 cc2=  .873246 lx= 10.01759 if=  44 il= 112 5/13/2020  n=  68 now=   40847 end=      22417     12930     23391 U=    23.43 T=   98.0 p1= -45.1 p2=   182.2 ed=   153 6/23/2020   x1=  44. x2= 112. y1=  2.30 y2=  -.60     
GP: Confirmed Colombia 5/13/2020       112   40847    22417   12930    23391     3   153 6/23/2020 
AAA1     1 Colombia Confirmed cc1=  .993434 cc2=  .872166 lx= 10.02759 if=  45 il= 112 5/13/2020  n=  67 now=   40847 end=      22642     12930     23391 U=    23.23 T=   98.5 p1= -44.6 p2=   180.4 ed=   153 6/23/2020   x1=  45. x2= 112. y1=  2.31 y2=  -.58 BEST
AAA2     1 Colombia Confirmed cc1=  .993434 cc2=  .872166 lx= 10.02359 if=  45 il= 112 5/13/2020  n=  67 now=   40847 end=      22642     12930     23391 U=    23.23 T=   98.5 p1= -44.6 p2=   180.4 ed=   153 6/23/2020   x1=  45. x2= 112. y1=  2.31 y2=  -.58 BEST
GP: Confirmed Colombia 5/13/2020       112   40847    22642   12930    23391     3   153 6/23/2020 
AAA1     1 Colombia Confirmed cc1=  .993368 cc2=  .871199 lx= 10.03759 if=  46 il= 112 5/13/2020  n=  66 now=   40847 end=      22870     12930     23391 U=    23.01 T=   99.1 p1= -44.0 p2=   178.6 ed=   153 6/23/2020   x1=  46. x2= 112. y1=  2.31 y2=  -.56 BEST
AAA2     1 Colombia Confirmed cc1=  .993369 cc2=  .871199 lx= 10.04159 if=  46 il= 112 5/13/2020  n=  66 now=   40847 end=      22870     12930     23391 U=    23.01 T=   99.1 p1= -44.0 p2=   178.6 ed=   153 6/23/2020   x1=  46. x2= 112. y1=  2.31 y2=  -.56 BEST
GP: Confirmed Colombia 5/13/2020       112   40847    22870   12930    23391     3   153 6/23/2020 
AAA1     1 Colombia Confirmed cc1=  .993561 cc2=  .870470 lx= 10.06759 if=  47 il= 112 5/13/2020  n=  65 now=   40847 end=      23566     12930     23391 U=    23.05 T=  100.2 p1= -42.3 p2=   173.3 ed=   154 6/24/2020   x1=  47. x2= 112. y1=  2.31 y2=  -.51 BEST
AAA2     1 Colombia Confirmed cc1=  .993562 cc2=  .870470 lx= 10.07159 if=  47 il= 112 5/13/2020  n=  65 now=   40847 end=      23566     12930     23391 U=    23.05 T=  100.2 p1= -42.3 p2=   173.3 ed=   154 6/24/2020   x1=  47. x2= 112. y1=  2.31 y2=  -.51 BEST
GP: Confirmed Colombia 5/13/2020       112   40847    23566   12930    23391     3   154 6/24/2020 
AAA2     1 Colombia Confirmed cc1=  .994223 cc2=  .870189 lx= 10.12759 if=  48 il= 112 5/13/2020  n=  64 now=   40847 end=      25023     12930     23391 U=    24.47 T=  101.8 p1= -38.7 p2=   163.2 ed=   159 6/29/2020   x1=  48. x2= 112. y1=  2.20 y2=  -.42     
GP: Confirmed Colombia 5/13/2020       112   40847    25023   12930    23391     3   159 6/29/2020 
AAA2     1 Colombia Confirmed cc1=  .994579 cc2=  .869579 lx= 10.16759 if=  49 il= 112 5/13/2020  n=  63 now=   40847 end=      26045     12930     23391 U=    25.90 T=  102.8 p1= -36.2 p2=   156.8 ed=   163 7/3/2020    x1=  49. x2= 112. y1=  2.08 y2=  -.36     
GP: Confirmed Colombia 5/13/2020       112   40847    26045   12930    23391     3   163 7/3/2020  
AAA2     1 Colombia Confirmed cc1=  .994542 cc2=  .868554 lx= 10.18759 if=  50 il= 112 5/13/2020  n=  62 now=   40847 end=      26571     12930     23391 U=    25.77 T=  103.5 p1= -34.9 p2=   153.7 ed=   164 7/4/2020    x1=  50. x2= 112. y1=  2.08 y2=  -.33     
GP: Confirmed Colombia 5/13/2020       112   40847    26571   12930    23391     3   164 7/4/2020  
AAA2     1 Colombia Confirmed cc1=  .994795 cc2=  .867795 lx= 10.23759 if=  51 il= 112 5/13/2020  n=  61 now=   40847 end=      27933     12930     23391 U=    26.54 T=  105.1 p1= -31.6 p2=   146.2 ed=   167 7/7/2020    x1=  51. x2= 112. y1=  2.04 y2=  -.26     
GP: Confirmed Colombia 5/13/2020       112   40847    27933   12930    23391     3   167 7/7/2020  
AAA2     1 Colombia Confirmed cc1=  .995141 cc2=  .867104 lx= 10.28759 if=  52 il= 112 5/13/2020  n=  60 now=   40847 end=      29365     12930     23391 U=    27.63 T=  106.5 p1= -28.1 p2=   139.1 ed=   171 7/11/2020   x1=  52. x2= 112. y1=  1.97 y2=  -.20     
GP: Confirmed Colombia 5/13/2020       112   40847    29365   12930    23391     3   171 7/11/2020 
AAA2     1 Colombia Confirmed cc1=  .995393 cc2=  .866293 lx= 10.34759 if=  53 il= 112 5/13/2020  n=  59 now=   40847 end=      31181     12930     23391 U=    28.81 T=  108.3 p1= -23.7 p2=   131.0 ed=   176 7/16/2020   x1=  53. x2= 112. y1=  1.92 y2=  -.13     
GP: Confirmed Colombia 5/13/2020       112   40847    31181   12930    23391     3   176 7/16/2020 
AAA2     1 Colombia Confirmed cc1=  .995583 cc2=  .865394 lx= 10.39759 if=  54 il= 112 5/13/2020  n=  58 now=   40847 end=      32780     12930     23391 U=    30.05 T=  109.8 p1= -19.7 p2=   124.6 ed=   180 7/20/2020   x1=  54. x2= 112. y1=  1.86 y2=  -.07     
GP: Confirmed Colombia 5/13/2020       112   40847    32780   12930    23391     3   180 7/20/2020 
AAA2     1 Colombia Confirmed cc1=  .995627 cc2=  .864321 lx= 10.43759 if=  55 il= 112 5/13/2020  n=  57 now=   40847 end=      34118     12930     23391 U=    30.57 T=  111.1 p1= -16.5 p2=   119.7 ed=   183 7/23/2020   x1=  55. x2= 112. y1=  1.83 y2=  -.03     
GP: Confirmed Colombia 5/13/2020       112   40847    34118   12930    23391     3   183 7/23/2020 
