TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        8619.00000        9.06172
TAB:  US_California_San_Diego Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA1     1 US_California_San_Diego Confirmed cc1=  .995604 cc2=  .863151 lx=  8.61172 if=  48 il= 104 5/5/2020   n=  56 now=    8619 end=       5495      4020      5572 U=    17.61 T=   83.5 p1= -36.2 p2=   156.9 ed=   125 5/26/2020   x1=  48. x2= 104. y1=  2.02 y2= -1.16 BEST
AAA2     1 US_California_San_Diego Confirmed cc1=  .995605 cc2=  .863151 lx=  8.60972 if=  48 il= 104 5/5/2020   n=  56 now=    8619 end=       5495      4020      5572 U=    17.61 T=   83.5 p1= -36.2 p2=   156.9 ed=   125 5/26/2020   x1=  48. x2= 104. y1=  2.02 y2= -1.16 BEST
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619     5495    4020     5572    13   125 5/26/2020 
AAA1     1 US_California_San_Diego Confirmed cc1=  .995420 cc2=  .861789 lx=  8.61172 if=  49 il= 104 5/5/2020   n=  55 now=    8619 end=       5495      4020      5572 U=    17.30 T=   83.9 p1= -36.2 p2=   156.9 ed=   124 5/25/2020   x1=  49. x2= 104. y1=  2.02 y2= -1.16 BEST
AAA2     1 US_California_San_Diego Confirmed cc1=  .995421 cc2=  .861789 lx=  8.61472 if=  49 il= 104 5/5/2020   n=  55 now=    8619 end=       5495      4020      5572 U=    17.30 T=   83.9 p1= -36.2 p2=   156.9 ed=   124 5/25/2020   x1=  49. x2= 104. y1=  2.02 y2= -1.16 BEST
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619     5495    4020     5572    13   124 5/25/2020 
AAA1     1 US_California_San_Diego Confirmed cc1=  .995394 cc2=  .860554 lx=  8.62172 if=  50 il= 104 5/5/2020   n=  54 now=    8619 end=       5550      4020      5572 U=    17.54 T=   84.2 p1= -35.6 p2=   155.3 ed=   125 5/26/2020   x1=  50. x2= 104. y1=  1.95 y2= -1.13 BEST
AAA2     1 US_California_San_Diego Confirmed cc1=  .995395 cc2=  .860554 lx=  8.62672 if=  50 il= 104 5/5/2020   n=  54 now=    8619 end=       5550      4020      5572 U=    17.54 T=   84.2 p1= -35.6 p2=   155.3 ed=   125 5/26/2020   x1=  50. x2= 104. y1=  1.95 y2= -1.13 BEST
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619     5550    4020     5572    13   125 5/26/2020 
AAA1     1 US_California_San_Diego Confirmed cc1=  .995376 cc2=  .859294 lx=  8.64172 if=  51 il= 104 5/5/2020   n=  53 now=    8619 end=       5663      4020      5572 U=    17.95 T=   84.8 p1= -34.3 p2=   152.2 ed=   127 5/28/2020   x1=  51. x2= 104. y1=  1.88 y2= -1.07 BEST
AAA2     1 US_California_San_Diego Confirmed cc1=  .995377 cc2=  .859294 lx=  8.63872 if=  51 il= 104 5/5/2020   n=  53 now=    8619 end=       5663      4020      5572 U=    17.95 T=   84.8 p1= -34.3 p2=   152.2 ed=   127 5/28/2020   x1=  51. x2= 104. y1=  1.88 y2= -1.07 BEST
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619     5663    4020     5572    13   127 5/28/2020 
AAA1     1 US_California_San_Diego Confirmed cc1=  .995369 cc2=  .858008 lx=  8.65172 if=  52 il= 104 5/5/2020   n=  52 now=    8619 end=       5720      4020      5572 U=    17.99 T=   85.3 p1= -33.6 p2=   150.7 ed=   127 5/28/2020   x1=  52. x2= 104. y1=  1.85 y2= -1.04 BEST
AAA2     1 US_California_San_Diego Confirmed cc1=  .995369 cc2=  .858008 lx=  8.65272 if=  52 il= 104 5/5/2020   n=  52 now=    8619 end=       5720      4020      5572 U=    17.99 T=   85.3 p1= -33.6 p2=   150.7 ed=   127 5/28/2020   x1=  52. x2= 104. y1=  1.85 y2= -1.04 BEST
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619     5720    4020     5572    13   127 5/28/2020 
AAA2     1 US_California_San_Diego Confirmed cc1=  .995557 cc2=  .856882 lx=  8.67172 if=  53 il= 104 5/5/2020   n=  51 now=    8619 end=       5835      4020      5572 U=    18.47 T=   85.8 p1= -32.3 p2=   147.7 ed=   129 5/30/2020   x1=  53. x2= 104. y1=  1.77 y2=  -.99     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619     5835    4020     5572    13   129 5/30/2020 
AAA2     1 US_California_San_Diego Confirmed cc1=  .995772 cc2=  .855744 lx=  8.70172 if=  54 il= 104 5/5/2020   n=  50 now=    8619 end=       6013      4020      5572 U=    20.36 T=   85.5 p1= -30.2 p2=   143.3 ed=   133 6/3/2020    x1=  54. x2= 104. y1=  1.55 y2=  -.91     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619     6013    4020     5572    13   133 6/3/2020  
AAA2     1 US_California_San_Diego Confirmed cc1=  .995517 cc2=  .854095 lx=  8.70172 if=  55 il= 104 5/5/2020   n=  49 now=    8619 end=       6013      4020      5572 U=    19.95 T=   85.9 p1= -30.2 p2=   143.3 ed=   132 6/2/2020    x1=  55. x2= 104. y1=  1.55 y2=  -.91     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619     6013    4020     5572    13   132 6/2/2020  
AAA2     1 US_California_San_Diego Confirmed cc1=  .995263 cc2=  .852406 lx=  8.70172 if=  56 il= 104 5/5/2020   n=  48 now=    8619 end=       6013      4020      5572 U=    19.69 T=   86.1 p1= -30.2 p2=   143.3 ed=   132 6/2/2020    x1=  56. x2= 104. y1=  1.53 y2=  -.91     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619     6013    4020     5572    13   132 6/2/2020  
AAA2     1 US_California_San_Diego Confirmed cc1=  .995081 cc2=  .850743 lx=  8.71172 if=  57 il= 104 5/5/2020   n=  47 now=    8619 end=       6073      4020      5572 U=    20.00 T=   86.3 p1= -29.5 p2=   141.9 ed=   133 6/3/2020    x1=  57. x2= 104. y1=  1.47 y2=  -.89     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619     6073    4020     5572    13   133 6/3/2020  
AAA2     1 US_California_San_Diego Confirmed cc1=  .994865 cc2=  .849000 lx=  8.72172 if=  58 il= 104 5/5/2020   n=  46 now=    8619 end=       6134      4020      5572 U=    20.76 T=   86.1 p1= -28.8 p2=   140.5 ed=   135 6/5/2020    x1=  58. x2= 104. y1=  1.36 y2=  -.86     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619     6134    4020     5572    13   135 6/5/2020  
AAA2     1 US_California_San_Diego Confirmed cc1=  .993934 cc2=  .843179 lx=  8.75172 if=  61 il= 104 5/5/2020   n=  43 now=    8619 end=       6321      4020      5572 U=    21.18 T=   87.2 p1= -26.7 p2=   136.4 ed=   137 6/7/2020    x1=  61. x2= 104. y1=  1.24 y2=  -.79     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619     6321    4020     5572    13   137 6/7/2020  
AAA2     1 US_California_San_Diego Confirmed cc1=  .993544 cc2=  .841046 lx=  8.75172 if=  62 il= 104 5/5/2020   n=  42 now=    8619 end=       6321      4020      5572 U=    21.04 T=   87.3 p1= -26.7 p2=   136.4 ed=   136 6/6/2020    x1=  62. x2= 104. y1=  1.20 y2=  -.79     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619     6321    4020     5572    13   136 6/6/2020  
AAA2     1 US_California_San_Diego Confirmed cc1=  .993181 cc2=  .838878 lx=  8.77172 if=  63 il= 104 5/5/2020   n=  41 now=    8619 end=       6449      4020      5572 U=    21.10 T=   88.2 p1= -25.2 p2=   133.6 ed=   137 6/7/2020    x1=  63. x2= 104. y1=  1.19 y2=  -.75     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619     6449    4020     5572    13   137 6/7/2020  
AAA2     1 US_California_San_Diego Confirmed cc1=  .993059 cc2=  .836885 lx=  8.80172 if=  64 il= 104 5/5/2020   n=  40 now=    8619 end=       6645      4020      5572 U=    21.90 T=   88.9 p1= -22.9 p2=   129.7 ed=   140 6/10/2020   x1=  64. x2= 104. y1=  1.14 y2=  -.69     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619     6645    4020     5572    13   140 6/10/2020 
AAA2     1 US_California_San_Diego Confirmed cc1=  .992882 cc2=  .832753 lx=  8.88172 if=  66 il= 104 5/5/2020   n=  38 now=    8619 end=       7199      4020      5572 U=    23.89 T=   91.1 p1= -16.5 p2=   119.7 ed=   147 6/17/2020   x1=  66. x2= 104. y1=  1.05 y2=  -.54     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619     7199    4020     5572    13   147 6/17/2020 
AAA2     1 US_California_San_Diego Confirmed cc1=  .992807 cc2=  .830585 lx=  8.93172 if=  67 il= 104 5/5/2020   n=  37 now=    8619 end=       7568      4020      5572 U=    25.18 T=   92.5 p1= -12.2 p2=   113.9 ed=   151 6/21/2020   x1=  67. x2= 104. y1=  1.01 y2=  -.46     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619     7568    4020     5572    13   151 6/21/2020 
AAA2     1 US_California_San_Diego Confirmed cc1=  .992751 cc2=  .828352 lx=  8.99172 if=  68 il= 104 5/5/2020   n=  36 now=    8619 end=       8036      4020      5572 U=    26.13 T=   94.4 p1=  -6.8 p2=   107.3 ed=   156 6/26/2020   x1=  68. x2= 104. y1=  1.01 y2=  -.37     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619     8036    4020     5572    13   156 6/26/2020 
AAA2     1 US_California_San_Diego Confirmed cc1=  .993475 cc2=  .826808 lx=  9.12172 if=  69 il= 104 5/5/2020   n=  35 now=    8619 end=       9151      4020      5572 U=    29.27 T=   98.3 p1=   6.2 p2=    94.2 ed=   167 7/7/2020    x1=  69. x2= 104. y1=  1.00 y2=  -.20     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619     9151    4020     5572    13   167 7/7/2020  
AAA2     1 US_California_San_Diego Confirmed cc1=  .994621 cc2=  .825590 lx=  9.35172 if=  70 il= 104 5/5/2020   n=  34 now=    8619 end=      11518      4020      5572 U=    35.35 T=  105.8 p1=  33.6 p2=    74.8 ed=   189 7/29/2020   x1=  70. x2= 104. y1=  1.01 y2=   .05     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619    11518    4020     5572    13   189 7/29/2020 
AAA2     1 US_California_San_Diego Confirmed cc1=  .995563 cc2=  .824064 lx=  9.69172 if=  71 il= 104 5/5/2020   n=  33 now=    8619 end=      16183      4020      5572 U=    44.01 T=  118.6 p1=  87.8 p2=    53.3 ed=   222 8/31/2020   x1=  71. x2= 104. y1=  1.08 y2=   .33     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619    16183    4020     5572    13   222 8/31/2020 
AAA2     1 US_California_San_Diego Confirmed cc1=  .996535 cc2=  .822457 lx= 10.29172 if=  72 il= 104 5/5/2020   n=  32 now=    8619 end=      29487      4020      5572 U=    59.29 T=  144.9 p1= 242.1 p2=    29.2 ed=   284 11/1/2020   x1=  72. x2= 104. y1=  1.23 y2=   .69     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619    -        4020     5572    13   284 11/1/2020 
AAA2     1 US_California_San_Diego Confirmed cc1=  .997495 cc2=  .820718 lx= 11.06172 if=  73 il= 104 5/5/2020   n=  31 now=    8619 end=      63686      4020      5572 U=    81.16 T=  186.5 p1= 638.9 p2=    13.5 ed=   378 2/3/2021    x1=  73. x2= 104. y1=  1.40 y2=  1.02     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619    -        4020     5572    13   378 2/3/2021  
AAA2     1 US_California_San_Diego Confirmed cc1=  .997460 cc2=  .814886 lx= 11.06172 if=  75 il= 104 5/5/2020   n=  29 now=    8619 end=      63686      4020      5572 U=    85.92 T=  191.3 p1= 638.9 p2=    13.5 ed=   394 2/19/2021   x1=  75. x2= 104. y1=  1.35 y2=  1.02     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619    -        4020     5572    13   394 2/19/2021 
AAA2     1 US_California_San_Diego Confirmed cc1=  .997200 cc2=  .811505 lx= 11.06172 if=  76 il= 104 5/5/2020   n=  28 now=    8619 end=      63686      4020      5572 U=    86.78 T=  192.2 p1= 638.9 p2=    13.5 ed=   396 2/21/2021   x1=  76. x2= 104. y1=  1.34 y2=  1.02     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619    -        4020     5572    13   396 2/21/2021 
AAA2     1 US_California_San_Diego Confirmed cc1=  .996966 cc2=  .807984 lx= 11.06172 if=  77 il= 104 5/5/2020   n=  27 now=    8619 end=      63686      4020      5572 U=    86.14 T=  191.5 p1= 638.9 p2=    13.5 ed=   394 2/19/2021   x1=  77. x2= 104. y1=  1.33 y2=  1.02     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619    -        4020     5572    13   394 2/19/2021 
AAA2     1 US_California_San_Diego Confirmed cc1=  .996361 cc2=  .800245 lx= 11.06172 if=  79 il= 104 5/5/2020   n=  25 now=    8619 end=      63686      4020      5572 U=    88.32 T=  193.7 p1= 638.9 p2=    13.5 ed=   402 2/27/2021   x1=  79. x2= 104. y1=  1.30 y2=  1.02     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619    -        4020     5572    13   402 2/27/2021 
AAA2     1 US_California_San_Diego Confirmed cc1=  .996399 cc2=  .792274 lx= 11.06172 if=  81 il= 104 5/5/2020   n=  23 now=    8619 end=      63686      4020      5572 U=    87.98 T=  193.4 p1= 638.9 p2=    13.5 ed=   401 2/26/2021   x1=  81. x2= 104. y1=  1.28 y2=  1.02     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619    -        4020     5572    13   401 2/26/2021 
AAA2     1 US_California_San_Diego Confirmed cc1=  .996571 cc2=  .788056 lx= 11.06172 if=  82 il= 104 5/5/2020   n=  22 now=    8619 end=      63686      4020      5572 U=    86.39 T=  191.8 p1= 638.9 p2=    13.5 ed=   395 2/20/2021   x1=  82. x2= 104. y1=  1.27 y2=  1.02     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619    -        4020     5572    13   395 2/20/2021 
AAA2     1 US_California_San_Diego Confirmed cc1=  .996494 cc2=  .783293 lx= 11.06172 if=  83 il= 104 5/5/2020   n=  21 now=    8619 end=      63686      4020      5572 U=    84.66 T=  190.0 p1= 638.9 p2=    13.5 ed=   389 2/14/2021   x1=  83. x2= 104. y1=  1.26 y2=  1.02     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619    -        4020     5572    13   389 2/14/2021 
AAA2     1 US_California_San_Diego Confirmed cc1=  .996127 cc2=  .777909 lx= 11.06172 if=  84 il= 104 5/5/2020   n=  20 now=    8619 end=      63686      4020      5572 U=    84.91 T=  190.3 p1= 638.9 p2=    13.5 ed=   390 2/15/2021   x1=  84. x2= 104. y1=  1.25 y2=  1.02     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619    -        4020     5572    13   390 2/15/2021 
AAA2     1 US_California_San_Diego Confirmed cc1=  .995797 cc2=  .772190 lx= 10.42172 if=  85 il= 104 5/5/2020   n=  19 now=    8619 end=      33581      4020      5572 U=    67.32 T=  154.7 p1= 289.6 p2=    25.7 ed=   313 11/30/2020  x1=  85. x2= 104. y1=  1.03 y2=   .75     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619    -        4020     5572    13   313 11/30/2020
AAA2     1 US_California_San_Diego Confirmed cc1=  .995644 cc2=  .766228 lx=  9.74172 if=  86 il= 104 5/5/2020   n=  18 now=    8619 end=      17012      4020      5572 U=    48.05 T=  121.6 p1=  97.4 p2=    50.7 ed=   235 9/13/2020   x1=  86. x2= 104. y1=   .74 y2=   .37     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619    17012    4020     5572    13   235 9/13/2020 
AAA2     1 US_California_San_Diego Confirmed cc1=  .995634 cc2=  .759932 lx=  9.33172 if=  87 il= 104 5/5/2020   n=  17 now=    8619 end=      11290      4020      5572 U=    36.05 T=  105.2 p1=  31.0 p2=    76.3 ed=   190 7/30/2020   x1=  87. x2= 104. y1=   .50 y2=   .03     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619    11290    4020     5572    13   190 7/30/2020 
AAA2     1 US_California_San_Diego Confirmed cc1=  .995653 cc2=  .753118 lx=  9.08172 if=  88 il= 104 5/5/2020   n=  16 now=    8619 end=       8793      4020      5572 U=    28.23 T=   97.1 p1=   2.0 p2=    98.0 ed=   163 7/3/2020    x1=  88. x2= 104. y1=   .32 y2=  -.25     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619     8793    4020     5572    13   163 7/3/2020  
AAA2     1 US_California_San_Diego Confirmed cc1=  .995258 cc2=  .745258 lx=  8.94172 if=  89 il= 104 5/5/2020   n=  15 now=    8619 end=       7644      4020      5572 U=    23.55 T=   93.6 p1= -11.3 p2=   112.8 ed=   149 6/19/2020   x1=  89. x2= 104. y1=   .19 y2=  -.44     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619     7644    4020     5572    13   149 6/19/2020 
AAA2     1 US_California_San_Diego Confirmed cc1=  .988403 cc2=  .686892 lx=  9.02172 if=  94 il= 104 5/5/2020   n=  10 now=    8619 end=       8281      4020      5572 U=    27.88 T=   94.9 p1=  -3.9 p2=   104.1 ed=   160 6/30/2020   x1=  94. x2= 104. y1=   .03 y2=  -.32     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619     8281    4020     5572    13   160 6/30/2020 
AAA1     1 US_California_San_Diego Confirmed cc1=  .989355 cc2=  .673127 lx=  8.61172 if=  95 il= 104 5/5/2020   n=   9 now=    8619 end=       5495      4020      5572 U=    13.54 T=   88.3 p1= -36.2 p2=   156.9 ed=   120 5/21/2020   x1=  95. x2= 104. y1=  -.50 y2= -1.16 BEST
AAA2     1 US_California_San_Diego Confirmed cc1=  .989355 cc2=  .673127 lx=  8.60872 if=  95 il= 104 5/5/2020   n=   9 now=    8619 end=       5495      4020      5572 U=    13.54 T=   88.3 p1= -36.2 p2=   156.9 ed=   120 5/21/2020   x1=  95. x2= 104. y1=  -.50 y2= -1.16 BEST
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619     5495    4020     5572    13   120 5/21/2020 
AAA2     1 US_California_San_Diego Confirmed cc1=  .988818 cc2=  .655485 lx=  8.48172 if=  96 il= 104 5/5/2020   n=   8 now=    8619 end=       4825      4020      5572 U=     8.64 T=   89.3 p1= -44.0 p2=   178.6 ed=   109 5/10/2020   x1=  96. x2= 104. y1=  -.77 y2= -1.70     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619     4825    4020     5572    13   109 5/10/2020 
AAA2     1 US_California_San_Diego Confirmed cc1=  .979751 cc2=  .601786 lx= 11.06172 if=  98 il= 104 5/5/2020   n=   6 now=    8619 end=      63686      4020      5572 U=   107.79 T=  213.5 p1= 638.9 p2=    13.5 ed=   467 5/3/2021    x1=  98. x2= 104. y1=  1.07 y2=  1.02     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619    -        4020     5572    13   467 5/3/2021  
AAA2     1 US_California_San_Diego Confirmed cc1=  .981569 cc2=  .573321 lx=  8.32172 if=  99 il= 104 5/5/2020   n=   5 now=    8619 end=       4112      4020      5572 U=     2.55 T=   94.4 p1= -52.3 p2=   209.6 ed=   100 5/1/2020    x1=  99. x2= 104. y1= -1.82 y2= -3.79     
GP: Confirmed US_California_San_Diego 5/5/2020        104    8619     4112    4020     5572    13   100 5/1/2020  
AAA2     1 US_California_San_Diego Confirmed cc1=  .975158 cc2=  .867326 lx=  9.33172 if=  20 il= 105 5/6/2020   n=  85 now=    8619 end=      11290      4319      5890 U=    37.39 T=  103.5 p1=  31.0 p2=    76.3 ed=   191 7/31/2020   x1=  20. x2= 105. y1=  2.23 y2=  -.04     
GP: Confirmed US_California_San_Diego 5/6/2020        105    8619    11290    4319     5890    13   191 7/31/2020 
AAA2     1 US_California_San_Diego Confirmed cc1=  .976099 cc2=  .867634 lx=  9.26172 if=  21 il= 105 5/6/2020   n=  84 now=    8619 end=      10527      4319      5890 U=    35.88 T=  100.9 p1=  22.1 p2=    81.9 ed=   185 7/25/2020   x1=  21. x2= 105. y1=  2.23 y2=  -.12     
GP: Confirmed US_California_San_Diego 5/6/2020        105    8619    10527    4319     5890    13   185 7/25/2020 
AAA2     1 US_California_San_Diego Confirmed cc1=  .976996 cc2=  .867887 lx=  9.20172 if=  22 il= 105 5/6/2020   n=  83 now=    8619 end=       9914      4319      5890 U=    35.68 T=   98.4 p1=  15.0 p2=    86.9 ed=   182 7/22/2020   x1=  22. x2= 105. y1=  2.14 y2=  -.19     
GP: Confirmed US_California_San_Diego 5/6/2020        105    8619     9914    4319     5890    13   182 7/22/2020 
AAA2     1 US_California_San_Diego Confirmed cc1=  .978517 cc2=  .868753 lx=  9.15172 if=  23 il= 105 5/6/2020   n=  82 now=    8619 end=       9430      4319      5890 U=    34.42 T=   96.5 p1=   9.4 p2=    91.4 ed=   177 7/17/2020   x1=  23. x2= 105. y1=  2.14 y2=  -.25     
GP: Confirmed US_California_San_Diego 5/6/2020        105    8619     9430    4319     5890    13   177 7/17/2020 
AAA2     1 US_California_San_Diego Confirmed cc1=  .980003 cc2=  .869571 lx=  9.10172 if=  24 il= 105 5/6/2020   n=  81 now=    8619 end=       8970      4319      5890 U=    33.16 T=   94.6 p1=   4.1 p2=    96.1 ed=   172 7/12/2020   x1=  24. x2= 105. y1=  2.13 y2=  -.31     
GP: Confirmed US_California_San_Diego 5/6/2020        105    8619     8970    4319     5890    13   172 7/12/2020 
AAA2     1 US_California_San_Diego Confirmed cc1=  .981449 cc2=  .870338 lx=  9.06172 if=  25 il= 105 5/6/2020   n=  80 now=    8619 end=       8618      4319      5890 U=    32.07 T=   93.1 p1=    .0 p2=   100.0 ed=   168 7/8/2020    x1=  25. x2= 105. y1=  2.12 y2=  -.37     
GP: Confirmed US_California_San_Diego 5/6/2020        105    8619     8618    4319     5890    13   168 7/8/2020  
AAA2     1 US_California_San_Diego Confirmed cc1=  .982853 cc2=  .871050 lx=  9.02172 if=  26 il= 105 5/6/2020   n=  79 now=    8619 end=       8281      4319      5890 U=    30.99 T=   91.7 p1=  -3.9 p2=   104.1 ed=   164 7/4/2020    x1=  26. x2= 105. y1=  2.12 y2=  -.43     
GP: Confirmed US_California_San_Diego 5/6/2020        105    8619     8281    4319     5890    13   164 7/4/2020  
AAA2     1 US_California_San_Diego Confirmed cc1=  .984210 cc2=  .871701 lx=  8.99172 if=  27 il= 105 5/6/2020   n=  78 now=    8619 end=       8036      4319      5890 U=    30.09 T=   90.7 p1=  -6.8 p2=   107.3 ed=   161 7/1/2020    x1=  27. x2= 105. y1=  2.12 y2=  -.48     
GP: Confirmed US_California_San_Diego 5/6/2020        105    8619     8036    4319     5890    13   161 7/1/2020  
AAA2     1 US_California_San_Diego Confirmed cc1=  .985516 cc2=  .872289 lx=  8.95172 if=  28 il= 105 5/6/2020   n=  77 now=    8619 end=       7721      4319      5890 U=    29.01 T=   89.2 p1= -10.4 p2=   111.6 ed=   157 6/27/2020   x1=  28. x2= 105. y1=  2.11 y2=  -.54     
GP: Confirmed US_California_San_Diego 5/6/2020        105    8619     7721    4319     5890    13   157 6/27/2020 
AAA2     1 US_California_San_Diego Confirmed cc1=  .986767 cc2=  .872807 lx=  8.92172 if=  29 il= 105 5/6/2020   n=  76 now=    8619 end=       7492      4319      5890 U=    28.11 T=   88.2 p1= -13.1 p2=   115.0 ed=   154 6/24/2020   x1=  29. x2= 105. y1=  2.11 y2=  -.60     
GP: Confirmed US_California_San_Diego 5/6/2020        105    8619     7492    4319     5890    13   154 6/24/2020 
AAA2     1 US_California_San_Diego Confirmed cc1=  .987959 cc2=  .873251 lx=  8.89172 if=  30 il= 105 5/6/2020   n=  75 now=    8619 end=       7271      4319      5890 U=    27.21 T=   87.3 p1= -15.6 p2=   118.5 ed=   151 6/21/2020   x1=  30. x2= 105. y1=  2.10 y2=  -.65     
GP: Confirmed US_California_San_Diego 5/6/2020        105    8619     7271    4319     5890    13   151 6/21/2020 
AAA2     1 US_California_San_Diego Confirmed cc1=  .989086 cc2=  .873616 lx=  8.87172 if=  31 il= 105 5/6/2020   n=  74 now=    8619 end=       7127      4319      5890 U=    26.50 T=   86.7 p1= -17.3 p2=   120.9 ed=   149 6/19/2020   x1=  31. x2= 105. y1=  2.10 y2=  -.69     
GP: Confirmed US_California_San_Diego 5/6/2020        105    8619     7127    4319     5890    13   149 6/19/2020 
AAA2     1 US_California_San_Diego Confirmed cc1=  .990145 cc2=  .873897 lx=  8.84172 if=  32 il= 105 5/6/2020   n=  73 now=    8619 end=       6916      4319      5890 U=    25.61 T=   85.7 p1= -19.8 p2=   124.6 ed=   146 6/16/2020   x1=  32. x2= 105. y1=  2.10 y2=  -.75     
GP: Confirmed US_California_San_Diego 5/6/2020        105    8619     6916    4319     5890    13   146 6/16/2020 
AAA2     1 US_California_San_Diego Confirmed cc1=  .991128 cc2=  .874087 lx=  8.82172 if=  33 il= 105 5/6/2020   n=  72 now=    8619 end=       6779      4319      5890 U=    24.90 T=   85.2 p1= -21.3 p2=   127.1 ed=   143 6/13/2020   x1=  33. x2= 105. y1=  2.10 y2=  -.80     
GP: Confirmed US_California_San_Diego 5/6/2020        105    8619     6779    4319     5890    13   143 6/13/2020 
AAA2     1 US_California_San_Diego Confirmed cc1=  .992033 cc2=  .874181 lx=  8.80172 if=  34 il= 105 5/6/2020   n=  71 now=    8619 end=       6645      4319      5890 U=    24.19 T=   84.6 p1= -22.9 p2=   129.7 ed=   141 6/11/2020   x1=  34. x2= 105. y1=  2.09 y2=  -.84     
GP: Confirmed US_California_San_Diego 5/6/2020        105    8619     6645    4319     5890    13   141 6/11/2020 
AAA2     1 US_California_San_Diego Confirmed cc1=  .992852 cc2=  .874174 lx=  8.78172 if=  35 il= 105 5/6/2020   n=  70 now=    8619 end=       6514      4319      5890 U=    23.49 T=   84.1 p1= -24.4 p2=   132.3 ed=   139 6/9/2020    x1=  35. x2= 105. y1=  2.09 y2=  -.89     
GP: Confirmed US_California_San_Diego 5/6/2020        105    8619     6514    4319     5890    13   139 6/9/2020  
AAA2     1 US_California_San_Diego Confirmed cc1=  .993581 cc2=  .874058 lx=  8.76172 if=  36 il= 105 5/6/2020   n=  69 now=    8619 end=       6385      4319      5890 U=    22.79 T=   83.6 p1= -25.9 p2=   135.0 ed=   137 6/7/2020    x1=  36. x2= 105. y1=  2.09 y2=  -.94     
GP: Confirmed US_California_San_Diego 5/6/2020        105    8619     6385    4319     5890    13   137 6/7/2020  
AAA2     1 US_California_San_Diego Confirmed cc1=  .994214 cc2=  .873828 lx=  8.74172 if=  37 il= 105 5/6/2020   n=  68 now=    8619 end=       6258      4319      5890 U=    22.10 T=   83.1 p1= -27.4 p2=   137.7 ed=   135 6/5/2020    x1=  37. x2= 105. y1=  2.09 y2=  -.99     
GP: Confirmed US_California_San_Diego 5/6/2020        105    8619     6258    4319     5890    13   135 6/5/2020  
AAA2     1 US_California_San_Diego Confirmed cc1=  .994748 cc2=  .873481 lx=  8.73172 if=  38 il= 105 5/6/2020   n=  67 now=    8619 end=       6196      4319      5890 U=    21.59 T=   83.0 p1= -28.1 p2=   139.1 ed=   133 6/3/2020    x1=  38. x2= 105. y1=  2.08 y2= -1.02     
GP: Confirmed US_California_San_Diego 5/6/2020        105    8619     6196    4319     5890    13   133 6/3/2020  
AAA2     1 US_California_San_Diego Confirmed cc1=  .995177 cc2=  .873007 lx=  8.72172 if=  39 il= 105 5/6/2020   n=  66 now=    8619 end=       6134      4319      5890 U=    21.09 T=   82.9 p1= -28.8 p2=   140.5 ed=   132 6/2/2020    x1=  39. x2= 105. y1=  2.08 y2= -1.05     
