TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       40426.00000       10.60723
TAB:  US_New_York_Suffolk Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_New_York_Suffolk 4/23/2020        92   40426    39625   29567    36325     8   107 5/8/2020  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .995509 cc2=  .745509 lx= 10.67723 if=  77 il=  92 4/23/2020  n=  15 now=   40426 end=      43357     29567     36325 U=    16.78 T=   75.9 p1=   7.3 p2=    93.2 ed=   115 5/16/2020   x1=  77. x2=  92. y1=  -.07 y2=  -.96     
GP: Confirmed US_New_York_Suffolk 4/23/2020        92   40426    43357   29567    36325     8   115 5/16/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .995583 cc2=  .737384 lx= 10.92723 if=  78 il=  92 4/23/2020  n=  14 now=   40426 end=      55671     29567     36325 U=    25.95 T=   80.1 p1=  37.7 p2=    72.6 ed=   141 6/11/2020   x1=  78. x2=  92. y1=   .08 y2=  -.46     
GP: Confirmed US_New_York_Suffolk 4/23/2020        92   40426    55671   29567    36325     8   141 6/11/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .994565 cc2=  .727304 lx= 10.89723 if=  79 il=  92 4/23/2020  n=  13 now=   40426 end=      54026     29567     36325 U=    26.87 T=   78.4 p1=  33.6 p2=    74.8 ed=   141 6/11/2020   x1=  79. x2=  92. y1=  -.02 y2=  -.51     
GP: Confirmed US_New_York_Suffolk 4/23/2020        92   40426    54026   29567    36325     8   141 6/11/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .996563 cc2=  .719213 lx= 10.63723 if=  80 il=  92 4/23/2020  n=  12 now=   40426 end=      41657     29567     36325 U=    16.24 T=   74.6 p1=   3.0 p2=    97.0 ed=   112 5/13/2020   x1=  80. x2=  92. y1=  -.33 y2= -1.07     
GP: Confirmed US_New_York_Suffolk 4/23/2020        92   40426    41657   29567    36325     8   112 5/13/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .996353 cc2=  .707677 lx= 10.55723 if=  81 il=  92 4/23/2020  n=  11 now=   40426 end=      38454     29567     36325 U=    13.11 T=   74.5 p1=  -4.9 p2=   105.1 ed=   105 5/6/2020    x1=  81. x2=  92. y1=  -.50 y2= -1.34     
GP: Confirmed US_New_York_Suffolk 4/23/2020        92   40426    38454   29567    36325     8   105 5/6/2020  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .995640 cc2=  .694129 lx= 10.50723 if=  82 il=  92 4/23/2020  n=  10 now=   40426 end=      36578     29567     36325 U=    11.08 T=   74.9 p1=  -9.5 p2=   110.5 ed=   101 5/2/2020    x1=  82. x2=  92. y1=  -.64 y2= -1.55     
GP: Confirmed US_New_York_Suffolk 4/23/2020        92   40426    36578   29567    36325     8   101 5/2/2020  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .994250 cc2=  .678022 lx= 10.47723 if=  83 il=  92 4/23/2020  n=   9 now=   40426 end=      35497     29567     36325 U=    10.05 T=   74.9 p1= -12.2 p2=   113.9 ed=    98 4/29/2020   x1=  83. x2=  92. y1=  -.80 y2= -1.70     
GP: Confirmed US_New_York_Suffolk 4/23/2020        92   40426    35497   29567    36325     8    98 4/29/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .992511 cc2=  .659178 lx= 10.43723 if=  84 il=  92 4/23/2020  n=   8 now=   40426 end=      34105     29567     36325 U=     8.37 T=   75.7 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  84. x2=  92. y1=  -.99 y2= -1.95     
GP: Confirmed US_New_York_Suffolk 4/23/2020        92   40426    34105   29567    36325     8    95 4/26/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .989659 cc2=  .636106 lx= 10.40723 if=  85 il=  92 4/23/2020  n=   7 now=   40426 end=      33098     29567     36325 U=     7.46 T=   75.7 p1= -18.1 p2=   122.1 ed=    93 4/24/2020   x1=  85. x2=  92. y1= -1.24 y2= -2.18     
GP: Confirmed US_New_York_Suffolk 4/23/2020        92   40426    33098   29567    36325     8    93 4/24/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .991837 cc2=  .613873 lx= 10.35723 if=  86 il=  92 4/23/2020  n=   6 now=   40426 end=      31483     29567     36325 U=     4.64 T=   79.2 p1= -22.1 p2=   128.4 ed=    90 4/21/2020   x1=  86. x2=  92. y1= -1.47 y2= -2.77     
GP: Confirmed US_New_York_Suffolk 4/23/2020        92   40426    31483   29567    36325     8    90 4/21/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .999004 cc2=  .854667 lx= 10.53723 if=  46 il=  93 4/24/2020  n=  47 now=   40426 end=      37692     30606     36151 U=    11.98 T=   74.2 p1=  -6.8 p2=   107.3 ed=   102 5/3/2020    x1=  46. x2=  93. y1=  2.35 y2= -1.57     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    37692   30606    36151    10   102 5/3/2020  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .999080 cc2=  .853215 lx= 10.52723 if=  47 il=  93 4/24/2020  n=  46 now=   40426 end=      37317     30606     36151 U=    11.58 T=   74.3 p1=  -7.7 p2=   108.3 ed=   101 5/2/2020    x1=  47. x2=  93. y1=  2.35 y2= -1.62     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    37317   30606    36151    10   101 5/2/2020  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .999049 cc2=  .851607 lx= 10.52723 if=  48 il=  93 4/24/2020  n=  45 now=   40426 end=      37317     30606     36151 U=    11.33 T=   74.7 p1=  -7.7 p2=   108.3 ed=   101 5/2/2020    x1=  48. x2=  93. y1=  2.35 y2= -1.62     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    37317   30606    36151    10   101 5/2/2020  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .998989 cc2=  .849918 lx= 10.52723 if=  49 il=  93 4/24/2020  n=  44 now=   40426 end=      37317     30606     36151 U=    11.62 T=   74.2 p1=  -7.7 p2=   108.3 ed=   101 5/2/2020    x1=  49. x2=  93. y1=  2.17 y2= -1.62     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    37317   30606    36151    10   101 5/2/2020  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .998976 cc2=  .848220 lx= 10.52723 if=  50 il=  93 4/24/2020  n=  43 now=   40426 end=      37317     30606     36151 U=    11.82 T=   73.9 p1=  -7.7 p2=   108.3 ed=   101 5/2/2020    x1=  50. x2=  93. y1=  2.02 y2= -1.62     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    37317   30606    36151    10   101 5/2/2020  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .999140 cc2=  .846641 lx= 10.51723 if=  51 il=  93 4/24/2020  n=  42 now=   40426 end=      36946     30606     36151 U=    11.53 T=   73.7 p1=  -8.6 p2=   109.4 ed=   100 5/1/2020    x1=  51. x2=  93. y1=  1.97 y2= -1.67     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    36946   30606    36151    10   100 5/1/2020  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .999255 cc2=  .844951 lx= 10.50723 if=  52 il=  93 4/24/2020  n=  41 now=   40426 end=      36578     30606     36151 U=    11.17 T=   73.7 p1=  -9.5 p2=   110.5 ed=   100 5/1/2020    x1=  52. x2=  93. y1=  1.95 y2= -1.72     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    36578   30606    36151    10   100 5/1/2020  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .999267 cc2=  .843094 lx= 10.50723 if=  53 il=  93 4/24/2020  n=  40 now=   40426 end=      36578     30606     36151 U=    10.99 T=   74.1 p1=  -9.5 p2=   110.5 ed=    99 4/30/2020   x1=  53. x2=  93. y1=  1.92 y2= -1.72     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    36578   30606    36151    10    99 4/30/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .999219 cc2=  .841105 lx= 10.50723 if=  54 il=  93 4/24/2020  n=  39 now=   40426 end=      36578     30606     36151 U=    10.99 T=   74.1 p1=  -9.5 p2=   110.5 ed=    99 4/30/2020   x1=  54. x2=  93. y1=  1.83 y2= -1.72     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    36578   30606    36151    10    99 4/30/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .999173 cc2=  .839045 lx= 10.49723 if=  55 il=  93 4/24/2020  n=  38 now=   40426 end=      36214     30606     36151 U=    10.67 T=   74.0 p1= -10.4 p2=   111.6 ed=    99 4/30/2020   x1=  55. x2=  93. y1=  1.78 y2= -1.78 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .999175 cc2=  .839045 lx= 10.50023 if=  55 il=  93 4/24/2020  n=  38 now=   40426 end=      36214     30606     36151 U=    10.67 T=   74.0 p1= -10.4 p2=   111.6 ed=    99 4/30/2020   x1=  55. x2=  93. y1=  1.78 y2= -1.78 BEST
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    36214   30606    36151    10    99 4/30/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .999107 cc2=  .836885 lx= 10.49723 if=  56 il=  93 4/24/2020  n=  37 now=   40426 end=      36214     30606     36151 U=    10.48 T=   74.3 p1= -10.4 p2=   111.6 ed=    99 4/30/2020   x1=  56. x2=  93. y1=  1.75 y2= -1.78 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .999110 cc2=  .836885 lx= 10.50123 if=  56 il=  93 4/24/2020  n=  37 now=   40426 end=      36214     30606     36151 U=    10.48 T=   74.3 p1= -10.4 p2=   111.6 ed=    99 4/30/2020   x1=  56. x2=  93. y1=  1.75 y2= -1.78 BEST
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    36214   30606    36151    10    99 4/30/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .999124 cc2=  .834725 lx= 10.50723 if=  57 il=  93 4/24/2020  n=  36 now=   40426 end=      36578     30606     36151 U=    10.78 T=   74.4 p1=  -9.5 p2=   110.5 ed=    99 4/30/2020   x1=  57. x2=  93. y1=  1.62 y2= -1.72     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    36578   30606    36151    10    99 4/30/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .999078 cc2=  .832412 lx= 10.50723 if=  58 il=  93 4/24/2020  n=  35 now=   40426 end=      36578     30606     36151 U=    10.93 T=   74.1 p1=  -9.5 p2=   110.5 ed=    99 4/30/2020   x1=  58. x2=  93. y1=  1.48 y2= -1.72     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    36578   30606    36151    10    99 4/30/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .998997 cc2=  .829966 lx= 10.50723 if=  59 il=  93 4/24/2020  n=  34 now=   40426 end=      36578     30606     36151 U=    10.92 T=   74.2 p1=  -9.5 p2=   110.5 ed=    99 4/30/2020   x1=  59. x2=  93. y1=  1.39 y2= -1.72     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    36578   30606    36151    10    99 4/30/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .998906 cc2=  .827407 lx= 10.50723 if=  60 il=  93 4/24/2020  n=  33 now=   40426 end=      36578     30606     36151 U=    11.02 T=   74.0 p1=  -9.5 p2=   110.5 ed=   100 5/1/2020    x1=  60. x2=  93. y1=  1.27 y2= -1.72     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    36578   30606    36151    10   100 5/1/2020  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .998824 cc2=  .824746 lx= 10.50723 if=  61 il=  93 4/24/2020  n=  32 now=   40426 end=      36578     30606     36151 U=    11.06 T=   73.9 p1=  -9.5 p2=   110.5 ed=   100 5/1/2020    x1=  61. x2=  93. y1=  1.17 y2= -1.72     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    36578   30606    36151    10   100 5/1/2020  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .998760 cc2=  .821984 lx= 10.50723 if=  62 il=  93 4/24/2020  n=  31 now=   40426 end=      36578     30606     36151 U=    11.02 T=   74.0 p1=  -9.5 p2=   110.5 ed=   100 5/1/2020    x1=  62. x2=  93. y1=  1.09 y2= -1.72     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    36578   30606    36151    10   100 5/1/2020  
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .998694 cc2=  .819089 lx= 10.49723 if=  63 il=  93 4/24/2020  n=  30 now=   40426 end=      36214     30606     36151 U=    10.70 T=   73.9 p1= -10.4 p2=   111.6 ed=    99 4/30/2020   x1=  63. x2=  93. y1=  1.02 y2= -1.78 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .998696 cc2=  .819089 lx= 10.50023 if=  63 il=  93 4/24/2020  n=  30 now=   40426 end=      36214     30606     36151 U=    10.70 T=   73.9 p1= -10.4 p2=   111.6 ed=    99 4/30/2020   x1=  63. x2=  93. y1=  1.02 y2= -1.78 BEST
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    36214   30606    36151    10    99 4/30/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .998584 cc2=  .816010 lx= 10.49723 if=  64 il=  93 4/24/2020  n=  29 now=   40426 end=      36214     30606     36151 U=    10.62 T=   74.1 p1= -10.4 p2=   111.6 ed=    99 4/30/2020   x1=  64. x2=  93. y1=   .95 y2= -1.78 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .998584 cc2=  .816010 lx= 10.49723 if=  64 il=  93 4/24/2020  n=  29 now=   40426 end=      36214     30606     36151 U=    10.62 T=   74.1 p1= -10.4 p2=   111.6 ed=    99 4/30/2020   x1=  64. x2=  93. y1=   .95 y2= -1.78 BEST
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    36214   30606    36151    10    99 4/30/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .998437 cc2=  .812741 lx= 10.49723 if=  65 il=  93 4/24/2020  n=  28 now=   40426 end=      36214     30606     36151 U=    10.59 T=   74.1 p1= -10.4 p2=   111.6 ed=    99 4/30/2020   x1=  65. x2=  93. y1=   .86 y2= -1.78 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .998437 cc2=  .812741 lx= 10.49623 if=  65 il=  93 4/24/2020  n=  28 now=   40426 end=      36214     30606     36151 U=    10.59 T=   74.1 p1= -10.4 p2=   111.6 ed=    99 4/30/2020   x1=  65. x2=  93. y1=   .86 y2= -1.78 BEST
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    36214   30606    36151    10    99 4/30/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .998265 cc2=  .809282 lx= 10.49723 if=  66 il=  93 4/24/2020  n=  27 now=   40426 end=      36214     30606     36151 U=    10.56 T=   74.2 p1= -10.4 p2=   111.6 ed=    99 4/30/2020   x1=  66. x2=  93. y1=   .77 y2= -1.78 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .998266 cc2=  .809282 lx= 10.49523 if=  66 il=  93 4/24/2020  n=  27 now=   40426 end=      36214     30606     36151 U=    10.56 T=   74.2 p1= -10.4 p2=   111.6 ed=    99 4/30/2020   x1=  66. x2=  93. y1=   .77 y2= -1.78 BEST
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    36214   30606    36151    10    99 4/30/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .998065 cc2=  .805615 lx= 10.49723 if=  67 il=  93 4/24/2020  n=  26 now=   40426 end=      36214     30606     36151 U=    10.56 T=   74.2 p1= -10.4 p2=   111.6 ed=    99 4/30/2020   x1=  67. x2=  93. y1=   .68 y2= -1.78 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .998067 cc2=  .805615 lx= 10.49423 if=  67 il=  93 4/24/2020  n=  26 now=   40426 end=      36214     30606     36151 U=    10.56 T=   74.2 p1= -10.4 p2=   111.6 ed=    99 4/30/2020   x1=  67. x2=  93. y1=   .68 y2= -1.78 BEST
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    36214   30606    36151    10    99 4/30/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .997835 cc2=  .801719 lx= 10.49723 if=  68 il=  93 4/24/2020  n=  25 now=   40426 end=      36214     30606     36151 U=    10.47 T=   74.3 p1= -10.4 p2=   111.6 ed=    99 4/30/2020   x1=  68. x2=  93. y1=   .61 y2= -1.78 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997839 cc2=  .801719 lx= 10.49323 if=  68 il=  93 4/24/2020  n=  25 now=   40426 end=      36214     30606     36151 U=    10.47 T=   74.3 p1= -10.4 p2=   111.6 ed=    99 4/30/2020   x1=  68. x2=  93. y1=   .61 y2= -1.78 BEST
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    36214   30606    36151    10    99 4/30/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .997569 cc2=  .797569 lx= 10.49723 if=  69 il=  93 4/24/2020  n=  24 now=   40426 end=      36214     30606     36151 U=    10.42 T=   74.4 p1= -10.4 p2=   111.6 ed=    99 4/30/2020   x1=  69. x2=  93. y1=   .52 y2= -1.78 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997571 cc2=  .797569 lx= 10.49423 if=  69 il=  93 4/24/2020  n=  24 now=   40426 end=      36214     30606     36151 U=    10.42 T=   74.4 p1= -10.4 p2=   111.6 ed=    99 4/30/2020   x1=  69. x2=  93. y1=   .52 y2= -1.78 BEST
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    36214   30606    36151    10    99 4/30/2020 
AAA1     1 US_New_York_Suffolk Confirmed cc1=  .997277 cc2=  .793153 lx= 10.49723 if=  70 il=  93 4/24/2020  n=  23 now=   40426 end=      36214     30606     36151 U=    10.33 T=   74.6 p1= -10.4 p2=   111.6 ed=    98 4/29/2020   x1=  70. x2=  93. y1=   .45 y2= -1.78 BEST
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997277 cc2=  .793153 lx= 10.49723 if=  70 il=  93 4/24/2020  n=  23 now=   40426 end=      36214     30606     36151 U=    10.33 T=   74.6 p1= -10.4 p2=   111.6 ed=    98 4/29/2020   x1=  70. x2=  93. y1=   .45 y2= -1.78 BEST
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    36214   30606    36151    10    98 4/29/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997027 cc2=  .788512 lx= 10.50723 if=  71 il=  93 4/24/2020  n=  22 now=   40426 end=      36578     30606     36151 U=    10.56 T=   74.8 p1=  -9.5 p2=   110.5 ed=    99 4/30/2020   x1=  71. x2=  93. y1=   .36 y2= -1.72     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    36578   30606    36151    10    99 4/30/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .996839 cc2=  .783638 lx= 10.51723 if=  72 il=  93 4/24/2020  n=  21 now=   40426 end=      36946     30606     36151 U=    10.90 T=   74.8 p1=  -8.6 p2=   109.4 ed=   100 5/1/2020    x1=  72. x2=  93. y1=   .26 y2= -1.67     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    36946   30606    36151    10   100 5/1/2020  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .996604 cc2=  .778386 lx= 10.53723 if=  73 il=  93 4/24/2020  n=  20 now=   40426 end=      37692     30606     36151 U=    11.43 T=   75.1 p1=  -6.8 p2=   107.3 ed=   102 5/3/2020    x1=  73. x2=  93. y1=   .18 y2= -1.57     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    37692   30606    36151    10   102 5/3/2020  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .996555 cc2=  .772948 lx= 10.55723 if=  74 il=  93 4/24/2020  n=  19 now=   40426 end=      38454     30606     36151 U=    12.26 T=   74.9 p1=  -4.9 p2=   105.1 ed=   103 5/4/2020    x1=  74. x2=  93. y1=   .07 y2= -1.48     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    38454   30606    36151    10   103 5/4/2020  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .996172 cc2=  .766756 lx= 10.57723 if=  75 il=  93 4/24/2020  n=  18 now=   40426 end=      39231     30606     36151 U=    12.76 T=   75.2 p1=  -3.0 p2=   103.0 ed=   105 5/6/2020    x1=  75. x2=  93. y1=   .02 y2= -1.39     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    39231   30606    36151    10   105 5/6/2020  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .996089 cc2=  .760387 lx= 10.62723 if=  76 il=  93 4/24/2020  n=  17 now=   40426 end=      41242     30606     36151 U=    14.36 T=   75.6 p1=   2.0 p2=    98.0 ed=   109 5/10/2020   x1=  76. x2=  93. y1=  -.03 y2= -1.21     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    41242   30606    36151    10   109 5/10/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .996197 cc2=  .753661 lx= 10.70723 if=  77 il=  93 4/24/2020  n=  16 now=   40426 end=      44677     30606     36151 U=    17.07 T=   76.4 p1=  10.5 p2=    90.5 ed=   116 5/17/2020   x1=  77. x2=  93. y1=  -.03 y2=  -.97     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    44677   30606    36151    10   116 5/17/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .996362 cc2=  .746362 lx= 10.90723 if=  78 il=  93 4/24/2020  n=  15 now=   40426 end=      54569     30606     36151 U=    24.55 T=   79.6 p1=  35.0 p2=    74.1 ed=   137 6/7/2020    x1=  78. x2=  93. y1=   .06 y2=  -.55     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    54569   30606    36151    10   137 6/7/2020  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .995586 cc2=  .737387 lx= 10.89723 if=  79 il=  93 4/24/2020  n=  14 now=   40426 end=      54026     30606     36151 U=    25.79 T=   78.4 p1=  33.6 p2=    74.8 ed=   139 6/9/2020    x1=  79. x2=  93. y1=  -.02 y2=  -.57     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    54026   30606    36151    10   139 6/9/2020  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .997174 cc2=  .729913 lx= 10.69723 if=  80 il=  93 4/24/2020  n=  13 now=   40426 end=      44233     30606     36151 U=    17.39 T=   75.6 p1=   9.4 p2=    91.4 ed=   116 5/17/2020   x1=  80. x2=  93. y1=  -.25 y2= -1.00     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    44233   30606    36151    10   116 5/17/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .996878 cc2=  .719527 lx= 10.63723 if=  81 il=  93 4/24/2020  n=  12 now=   40426 end=      41657     30606     36151 U=    14.95 T=   75.4 p1=   3.0 p2=    97.0 ed=   110 5/11/2020   x1=  81. x2=  93. y1=  -.37 y2= -1.18     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    41657   30606    36151    10   110 5/11/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .996133 cc2=  .707458 lx= 10.60723 if=  82 il=  93 4/24/2020  n=  11 now=   40426 end=      40425     30606     36151 U=    13.60 T=   75.6 p1=    .0 p2=   100.0 ed=   107 5/8/2020    x1=  82. x2=  93. y1=  -.47 y2= -1.28     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    40425   30606    36151    10   107 5/8/2020  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .994987 cc2=  .693476 lx= 10.61723 if=  83 il=  93 4/24/2020  n=  10 now=   40426 end=      40832     30606     36151 U=    14.05 T=   75.5 p1=   1.0 p2=    99.0 ed=   108 5/9/2020    x1=  83. x2=  93. y1=  -.53 y2= -1.24     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    40832   30606    36151    10   108 5/9/2020  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .993316 cc2=  .677088 lx= 10.60723 if=  84 il=  93 4/24/2020  n=   9 now=   40426 end=      40425     30606     36151 U=    13.52 T=   75.7 p1=    .0 p2=   100.0 ed=   107 5/8/2020    x1=  84. x2=  93. y1=  -.61 y2= -1.28     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    40425   30606    36151    10   107 5/8/2020  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .990867 cc2=  .657533 lx= 10.64723 if=  85 il=  93 4/24/2020  n=   8 now=   40426 end=      42075     30606     36151 U=    15.80 T=   74.9 p1=   4.1 p2=    96.1 ed=   112 5/13/2020   x1=  85. x2=  93. y1=  -.64 y2= -1.14     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    42075   30606    36151    10   112 5/13/2020 
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .989580 cc2=  .636027 lx= 10.53723 if=  86 il=  93 4/24/2020  n=   7 now=   40426 end=      37692     30606     36151 U=    10.37 T=   76.7 p1=  -6.8 p2=   107.3 ed=   101 5/2/2020    x1=  86. x2=  93. y1=  -.89 y2= -1.57     
GP: Confirmed US_New_York_Suffolk 4/24/2020        93   40426    37692   30606    36151    10   101 5/2/2020  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .999043 cc2=  .856186 lx= 10.54723 if=  46 il=  94 4/25/2020  n=  48 now=   40426 end=      38071     31368     36591 U=    12.01 T=   74.3 p1=  -5.8 p2=   106.2 ed=   102 5/3/2020    x1=  46. x2=  94. y1=  2.36 y2= -1.64     
GP: Confirmed US_New_York_Suffolk 4/25/2020        94   40426    38071   31368    36591    20   102 5/3/2020  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .999108 cc2=  .854770 lx= 10.53723 if=  47 il=  94 4/25/2020  n=  47 now=   40426 end=      37692     31368     36591 U=    11.61 T=   74.3 p1=  -6.8 p2=   107.3 ed=   101 5/2/2020    x1=  47. x2=  94. y1=  2.35 y2= -1.69     
GP: Confirmed US_New_York_Suffolk 4/25/2020        94   40426    37692   31368    36591    20   101 5/2/2020  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .999074 cc2=  .853209 lx= 10.53723 if=  48 il=  94 4/25/2020  n=  46 now=   40426 end=      37692     31368     36591 U=    11.36 T=   74.8 p1=  -6.8 p2=   107.3 ed=   101 5/2/2020    x1=  48. x2=  94. y1=  2.35 y2= -1.69     
GP: Confirmed US_New_York_Suffolk 4/25/2020        94   40426    37692   31368    36591    20   101 5/2/2020  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .999019 cc2=  .851577 lx= 10.53723 if=  49 il=  94 4/25/2020  n=  45 now=   40426 end=      37692     31368     36591 U=    11.65 T=   74.3 p1=  -6.8 p2=   107.3 ed=   101 5/2/2020    x1=  49. x2=  94. y1=  2.17 y2= -1.69     
GP: Confirmed US_New_York_Suffolk 4/25/2020        94   40426    37692   31368    36591    20   101 5/2/2020  
AAA2     1 US_New_York_Suffolk Confirmed cc1=  .998999 cc2=  .849928 lx= 10.53723 if=  50 il=  94 4/25/2020  n=  44 now=   40426 end=      37692     31368     36591 U=    11.84 T=   73.9 p1=  -6.8 p2=   107.3 ed=   101 5/2/2020    x1=  50. x2=  94. y1=  2.02 y2= -1.69     
GP: Confirmed US_New_York_Suffolk 4/25/2020        94   40426    37692   31368    36591    20   101 5/2/2020  
