TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        4925.00000        8.50208
TAB:  US_Georgia_Fulton Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA1     1 US_Georgia_Fulton Confirmed cc1=  .998236 cc2=  .880385 lx=  8.38208 if=  41 il= 112 5/13/2020  n=  71 now=    4925 end=       4368      3614      4379 U=    19.17 T=   80.1 p1= -11.3 p2=   112.8 ed=   125 5/26/2020   x1=  41. x2= 112. y1=  2.04 y2= -1.66 BEST
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .998237 cc2=  .880385 lx=  8.38408 if=  41 il= 112 5/13/2020  n=  71 now=    4925 end=       4368      3614      4379 U=    19.17 T=   80.1 p1= -11.3 p2=   112.8 ed=   125 5/26/2020   x1=  41. x2= 112. y1=  2.04 y2= -1.66 BEST
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4368    3614     4379    14   125 5/26/2020 
AAA1     1 US_Georgia_Fulton Confirmed cc1=  .998457 cc2=  .879779 lx=  8.38208 if=  42 il= 112 5/13/2020  n=  70 now=    4925 end=       4368      3614      4379 U=    18.90 T=   80.6 p1= -11.3 p2=   112.8 ed=   125 5/26/2020   x1=  42. x2= 112. y1=  2.04 y2= -1.66 BEST
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .998459 cc2=  .879779 lx=  8.37908 if=  42 il= 112 5/13/2020  n=  70 now=    4925 end=       4368      3614      4379 U=    18.90 T=   80.6 p1= -11.3 p2=   112.8 ed=   125 5/26/2020   x1=  42. x2= 112. y1=  2.04 y2= -1.66 BEST
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4368    3614     4379    14   125 5/26/2020 
AAA1     1 US_Georgia_Fulton Confirmed cc1=  .998601 cc2=  .879078 lx=  8.37208 if=  43 il= 112 5/13/2020  n=  69 now=    4925 end=       4324      3614      4379 U=    18.37 T=   80.4 p1= -12.2 p2=   113.9 ed=   123 5/24/2020   x1=  43. x2= 112. y1=  2.04 y2= -1.72 BEST
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .998602 cc2=  .879078 lx=  8.37408 if=  43 il= 112 5/13/2020  n=  69 now=    4925 end=       4324      3614      4379 U=    18.37 T=   80.4 p1= -12.2 p2=   113.9 ed=   123 5/24/2020   x1=  43. x2= 112. y1=  2.04 y2= -1.72 BEST
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4324    3614     4379    14   123 5/24/2020 
AAA1     1 US_Georgia_Fulton Confirmed cc1=  .998669 cc2=  .878283 lx=  8.37208 if=  44 il= 112 5/13/2020  n=  68 now=    4925 end=       4324      3614      4379 U=    18.10 T=   80.9 p1= -12.2 p2=   113.9 ed=   123 5/24/2020   x1=  44. x2= 112. y1=  2.04 y2= -1.72 BEST
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .998670 cc2=  .878283 lx=  8.37008 if=  44 il= 112 5/13/2020  n=  68 now=    4925 end=       4324      3614      4379 U=    18.10 T=   80.9 p1= -12.2 p2=   113.9 ed=   123 5/24/2020   x1=  44. x2= 112. y1=  2.04 y2= -1.72 BEST
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4324    3614     4379    14   123 5/24/2020 
AAA1     1 US_Georgia_Fulton Confirmed cc1=  .998670 cc2=  .877403 lx=  8.37208 if=  45 il= 112 5/13/2020  n=  67 now=    4925 end=       4324      3614      4379 U=    18.10 T=   80.9 p1= -12.2 p2=   113.9 ed=   123 5/24/2020   x1=  45. x2= 112. y1=  1.98 y2= -1.72 BEST
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .998674 cc2=  .877403 lx=  8.36708 if=  45 il= 112 5/13/2020  n=  67 now=    4925 end=       4324      3614      4379 U=    18.10 T=   80.9 p1= -12.2 p2=   113.9 ed=   123 5/24/2020   x1=  45. x2= 112. y1=  1.98 y2= -1.72 BEST
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4324    3614     4379    14   123 5/24/2020 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .998688 cc2=  .876518 lx=  8.36208 if=  46 il= 112 5/13/2020  n=  66 now=    4925 end=       4281      3614      4379 U=    17.56 T=   80.8 p1= -13.1 p2=   115.0 ed=   122 5/23/2020   x1=  46. x2= 112. y1=  1.98 y2= -1.77     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4281    3614     4379    14   122 5/23/2020 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .998652 cc2=  .875560 lx=  8.36208 if=  47 il= 112 5/13/2020  n=  65 now=    4925 end=       4281      3614      4379 U=    17.64 T=   80.7 p1= -13.1 p2=   115.0 ed=   122 5/23/2020   x1=  47. x2= 112. y1=  1.91 y2= -1.77     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4281    3614     4379    14   122 5/23/2020 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .998634 cc2=  .874599 lx=  8.36208 if=  48 il= 112 5/13/2020  n=  64 now=    4925 end=       4281      3614      4379 U=    17.37 T=   81.2 p1= -13.1 p2=   115.0 ed=   122 5/23/2020   x1=  48. x2= 112. y1=  1.91 y2= -1.77     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4281    3614     4379    14   122 5/23/2020 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .998575 cc2=  .873575 lx=  8.36208 if=  49 il= 112 5/13/2020  n=  63 now=    4925 end=       4281      3614      4379 U=    17.34 T=   81.2 p1= -13.1 p2=   115.0 ed=   122 5/23/2020   x1=  49. x2= 112. y1=  1.86 y2= -1.77     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4281    3614     4379    14   122 5/23/2020 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .998510 cc2=  .872522 lx=  8.36208 if=  50 il= 112 5/13/2020  n=  62 now=    4925 end=       4281      3614      4379 U=    16.95 T=   81.9 p1= -13.1 p2=   115.0 ed=   121 5/22/2020   x1=  50. x2= 112. y1=  1.88 y2= -1.77     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4281    3614     4379    14   121 5/22/2020 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .998462 cc2=  .871462 lx=  8.36208 if=  51 il= 112 5/13/2020  n=  61 now=    4925 end=       4281      3614      4379 U=    16.89 T=   82.0 p1= -13.1 p2=   115.0 ed=   121 5/22/2020   x1=  51. x2= 112. y1=  1.84 y2= -1.77     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4281    3614     4379    14   121 5/22/2020 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .998430 cc2=  .870393 lx=  8.36208 if=  52 il= 112 5/13/2020  n=  60 now=    4925 end=       4281      3614      4379 U=    16.99 T=   81.9 p1= -13.1 p2=   115.0 ed=   121 5/22/2020   x1=  52. x2= 112. y1=  1.76 y2= -1.77     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4281    3614     4379    14   121 5/22/2020 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .998376 cc2=  .869277 lx=  8.36208 if=  53 il= 112 5/13/2020  n=  59 now=    4925 end=       4281      3614      4379 U=    17.08 T=   81.7 p1= -13.1 p2=   115.0 ed=   121 5/22/2020   x1=  53. x2= 112. y1=  1.68 y2= -1.77     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4281    3614     4379    14   121 5/22/2020 
AAA1     1 US_Georgia_Fulton Confirmed cc1=  .998306 cc2=  .868117 lx=  8.37208 if=  54 il= 112 5/13/2020  n=  58 now=    4925 end=       4324      3614      4379 U=    17.35 T=   82.2 p1= -12.2 p2=   113.9 ed=   123 5/24/2020   x1=  54. x2= 112. y1=  1.62 y2= -1.72 BEST
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .998311 cc2=  .868117 lx=  8.36708 if=  54 il= 112 5/13/2020  n=  58 now=    4925 end=       4324      3614      4379 U=    17.35 T=   82.2 p1= -12.2 p2=   113.9 ed=   123 5/24/2020   x1=  54. x2= 112. y1=  1.62 y2= -1.72 BEST
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4324    3614     4379    14   123 5/24/2020 
AAA1     1 US_Georgia_Fulton Confirmed cc1=  .998190 cc2=  .865737 lx=  8.37208 if=  56 il= 112 5/13/2020  n=  56 now=    4925 end=       4324      3614      4379 U=    17.41 T=   82.1 p1= -12.2 p2=   113.9 ed=   123 5/24/2020   x1=  56. x2= 112. y1=  1.50 y2= -1.72 BEST
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .998190 cc2=  .865737 lx=  8.37208 if=  56 il= 112 5/13/2020  n=  56 now=    4925 end=       4324      3614      4379 U=    17.41 T=   82.1 p1= -12.2 p2=   113.9 ed=   123 5/24/2020   x1=  56. x2= 112. y1=  1.50 y2= -1.72 BEST
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4324    3614     4379    14   123 5/24/2020 
AAA1     1 US_Georgia_Fulton Confirmed cc1=  .998110 cc2=  .864479 lx=  8.37208 if=  57 il= 112 5/13/2020  n=  55 now=    4925 end=       4324      3614      4379 U=    17.47 T=   82.0 p1= -12.2 p2=   113.9 ed=   123 5/24/2020   x1=  57. x2= 112. y1=  1.43 y2= -1.72 BEST
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .998110 cc2=  .864479 lx=  8.37308 if=  57 il= 112 5/13/2020  n=  55 now=    4925 end=       4324      3614      4379 U=    17.47 T=   82.0 p1= -12.2 p2=   113.9 ed=   123 5/24/2020   x1=  57. x2= 112. y1=  1.43 y2= -1.72 BEST
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4324    3614     4379    14   123 5/24/2020 
AAA1     1 US_Georgia_Fulton Confirmed cc1=  .998016 cc2=  .863176 lx=  8.37208 if=  58 il= 112 5/13/2020  n=  54 now=    4925 end=       4324      3614      4379 U=    17.55 T=   81.9 p1= -12.2 p2=   113.9 ed=   123 5/24/2020   x1=  58. x2= 112. y1=  1.36 y2= -1.72 BEST
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .998018 cc2=  .863176 lx=  8.37508 if=  58 il= 112 5/13/2020  n=  54 now=    4925 end=       4324      3614      4379 U=    17.55 T=   81.9 p1= -12.2 p2=   113.9 ed=   123 5/24/2020   x1=  58. x2= 112. y1=  1.36 y2= -1.72 BEST
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4324    3614     4379    14   123 5/24/2020 
AAA1     1 US_Georgia_Fulton Confirmed cc1=  .997907 cc2=  .861824 lx=  8.37208 if=  59 il= 112 5/13/2020  n=  53 now=    4925 end=       4324      3614      4379 U=    17.40 T=   82.1 p1= -12.2 p2=   113.9 ed=   123 5/24/2020   x1=  59. x2= 112. y1=  1.33 y2= -1.72 BEST
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .997910 cc2=  .861824 lx=  8.37608 if=  59 il= 112 5/13/2020  n=  53 now=    4925 end=       4324      3614      4379 U=    17.40 T=   82.1 p1= -12.2 p2=   113.9 ed=   123 5/24/2020   x1=  59. x2= 112. y1=  1.33 y2= -1.72 BEST
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4324    3614     4379    14   123 5/24/2020 
AAA1     1 US_Georgia_Fulton Confirmed cc1=  .997816 cc2=  .860455 lx=  8.38208 if=  60 il= 112 5/13/2020  n=  52 now=    4925 end=       4368      3614      4379 U=    17.54 T=   82.8 p1= -11.3 p2=   112.8 ed=   124 5/25/2020   x1=  60. x2= 112. y1=  1.30 y2= -1.66 BEST
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .997819 cc2=  .860455 lx=  8.37808 if=  60 il= 112 5/13/2020  n=  52 now=    4925 end=       4368      3614      4379 U=    17.54 T=   82.8 p1= -11.3 p2=   112.8 ed=   124 5/25/2020   x1=  60. x2= 112. y1=  1.30 y2= -1.66 BEST
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4368    3614     4379    14   124 5/25/2020 
AAA1     1 US_Georgia_Fulton Confirmed cc1=  .997779 cc2=  .859104 lx=  8.38208 if=  61 il= 112 5/13/2020  n=  51 now=    4925 end=       4368      3614      4379 U=    17.66 T=   82.6 p1= -11.3 p2=   112.8 ed=   124 5/25/2020   x1=  61. x2= 112. y1=  1.23 y2= -1.66 BEST
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .997779 cc2=  .859104 lx=  8.38308 if=  61 il= 112 5/13/2020  n=  51 now=    4925 end=       4368      3614      4379 U=    17.66 T=   82.6 p1= -11.3 p2=   112.8 ed=   124 5/25/2020   x1=  61. x2= 112. y1=  1.23 y2= -1.66 BEST
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4368    3614     4379    14   124 5/25/2020 
AAA1     1 US_Georgia_Fulton Confirmed cc1=  .997709 cc2=  .857680 lx=  8.38208 if=  62 il= 112 5/13/2020  n=  50 now=    4925 end=       4368      3614      4379 U=    17.75 T=   82.5 p1= -11.3 p2=   112.8 ed=   124 5/25/2020   x1=  62. x2= 112. y1=  1.15 y2= -1.66 BEST
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .997713 cc2=  .857680 lx=  8.38708 if=  62 il= 112 5/13/2020  n=  50 now=    4925 end=       4368      3614      4379 U=    17.75 T=   82.5 p1= -11.3 p2=   112.8 ed=   124 5/25/2020   x1=  62. x2= 112. y1=  1.15 y2= -1.66 BEST
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4368    3614     4379    14   124 5/25/2020 
AAA1     1 US_Georgia_Fulton Confirmed cc1=  .997622 cc2=  .856201 lx=  8.39208 if=  63 il= 112 5/13/2020  n=  49 now=    4925 end=       4411      3614      4379 U=    17.85 T=   83.2 p1= -10.4 p2=   111.7 ed=   125 5/26/2020   x1=  63. x2= 112. y1=  1.13 y2= -1.61 BEST
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .997623 cc2=  .856201 lx=  8.39008 if=  63 il= 112 5/13/2020  n=  49 now=    4925 end=       4411      3614      4379 U=    17.85 T=   83.2 p1= -10.4 p2=   111.7 ed=   125 5/26/2020   x1=  63. x2= 112. y1=  1.13 y2= -1.61 BEST
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4411    3614     4379    14   125 5/26/2020 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .997894 cc2=  .853556 lx=  8.41208 if=  65 il= 112 5/13/2020  n=  47 now=    4925 end=       4501      3614      4379 U=    18.77 T=   83.5 p1=  -8.6 p2=   109.4 ed=   127 5/28/2020   x1=  65. x2= 112. y1=   .99 y2= -1.52     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4501    3614     4379    14   127 5/28/2020 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .997892 cc2=  .852027 lx=  8.42208 if=  66 il= 112 5/13/2020  n=  46 now=    4925 end=       4546      3614      4379 U=    19.26 T=   83.7 p1=  -7.7 p2=   108.3 ed=   129 5/30/2020   x1=  66. x2= 112. y1=   .92 y2= -1.47     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4546    3614     4379    14   129 5/30/2020 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .997853 cc2=  .850411 lx=  8.42208 if=  67 il= 112 5/13/2020  n=  45 now=    4925 end=       4546      3614      4379 U=    19.13 T=   83.8 p1=  -7.7 p2=   108.3 ed=   128 5/29/2020   x1=  67. x2= 112. y1=   .88 y2= -1.47     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4546    3614     4379    14   128 5/29/2020 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .997920 cc2=  .848849 lx=  8.43208 if=  68 il= 112 5/13/2020  n=  44 now=    4925 end=       4592      3614      4379 U=    19.47 T=   84.2 p1=  -6.8 p2=   107.3 ed=   130 5/31/2020   x1=  68. x2= 112. y1=   .83 y2= -1.43     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4592    3614     4379    14   130 5/31/2020 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .998063 cc2=  .847307 lx=  8.45208 if=  69 il= 112 5/13/2020  n=  43 now=    4925 end=       4684      3614      4379 U=    20.54 T=   84.3 p1=  -4.9 p2=   105.1 ed=   132 6/2/2020    x1=  69. x2= 112. y1=   .75 y2= -1.35     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4684    3614     4379    14   132 6/2/2020  
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .998057 cc2=  .845559 lx=  8.46208 if=  70 il= 112 5/13/2020  n=  42 now=    4925 end=       4731      3614      4379 U=    20.82 T=   84.7 p1=  -3.9 p2=   104.1 ed=   133 6/3/2020    x1=  70. x2= 112. y1=   .71 y2= -1.31     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4731    3614     4379    14   133 6/3/2020  
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .998186 cc2=  .842012 lx=  8.49208 if=  72 il= 112 5/13/2020  n=  40 now=    4925 end=       4875      3614      4379 U=    22.96 T=   84.3 p1=  -1.0 p2=   101.0 ed=   138 6/8/2020    x1=  72. x2= 112. y1=   .54 y2= -1.21     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4875    3614     4379    14   138 6/8/2020  
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .998047 cc2=  .839933 lx=  8.48208 if=  73 il= 112 5/13/2020  n=  39 now=    4925 end=       4827      3614      4379 U=    22.53 T=   84.1 p1=  -2.0 p2=   102.0 ed=   137 6/7/2020    x1=  73. x2= 112. y1=   .49 y2= -1.24     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4827    3614     4379    14   137 6/7/2020  
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .997893 cc2=  .837764 lx=  8.49208 if=  74 il= 112 5/13/2020  n=  38 now=    4925 end=       4875      3614      4379 U=    22.49 T=   84.9 p1=  -1.0 p2=   101.0 ed=   137 6/7/2020    x1=  74. x2= 112. y1=   .48 y2= -1.21     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4875    3614     4379    14   137 6/7/2020  
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .997790 cc2=  .835568 lx=  8.49208 if=  75 il= 112 5/13/2020  n=  37 now=    4925 end=       4875      3614      4379 U=    22.44 T=   84.9 p1=  -1.0 p2=   101.0 ed=   137 6/7/2020    x1=  75. x2= 112. y1=   .44 y2= -1.21     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4875    3614     4379    14   137 6/7/2020  
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .997728 cc2=  .833329 lx=  8.51208 if=  76 il= 112 5/13/2020  n=  36 now=    4925 end=       4974      3614      4379 U=    23.41 T=   85.3 p1=   1.0 p2=    99.0 ed=   140 6/10/2020   x1=  76. x2= 112. y1=   .40 y2= -1.14     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     4974    3614     4379    14   140 6/10/2020 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .997616 cc2=  .830949 lx=  8.52208 if=  77 il= 112 5/13/2020  n=  35 now=    4925 end=       5024      3614      4379 U=    24.20 T=   85.1 p1=   2.0 p2=    98.0 ed=   142 6/12/2020   x1=  77. x2= 112. y1=   .34 y2= -1.11     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     5024    3614     4379    14   142 6/12/2020 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .997297 cc2=  .825798 lx=  8.54208 if=  79 il= 112 5/13/2020  n=  33 now=    4925 end=       5125      3614      4379 U=    24.78 T=   86.0 p1=   4.1 p2=    96.1 ed=   144 6/14/2020   x1=  79. x2= 112. y1=   .28 y2= -1.05     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     5125    3614     4379    14   144 6/14/2020 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .997159 cc2=  .823082 lx=  8.56208 if=  80 il= 112 5/13/2020  n=  32 now=    4925 end=       5229      3614      4379 U=    25.40 T=   86.7 p1=   6.2 p2=    94.2 ed=   146 6/16/2020   x1=  80. x2= 112. y1=   .26 y2= -1.00     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     5229    3614     4379    14   146 6/16/2020 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .997190 cc2=  .820413 lx=  8.59208 if=  81 il= 112 5/13/2020  n=  31 now=    4925 end=       5388      3614      4379 U=    26.25 T=   87.9 p1=   9.4 p2=    91.4 ed=   149 6/19/2020   x1=  81. x2= 112. y1=   .26 y2=  -.92     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     5388    3614     4379    14   149 6/19/2020 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .997868 cc2=  .818263 lx=  8.68208 if=  82 il= 112 5/13/2020  n=  30 now=    4925 end=       5896      3614      4379 U=    30.58 T=   90.2 p1=  19.7 p2=    83.5 ed=   162 7/2/2020    x1=  82. x2= 112. y1=   .27 y2=  -.71     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     5896    3614     4379    14   162 7/2/2020  
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .998473 cc2=  .815899 lx=  8.81208 if=  83 il= 112 5/13/2020  n=  29 now=    4925 end=       6714      3614      4379 U=    38.73 T=   93.5 p1=  36.3 p2=    73.4 ed=   184 7/24/2020   x1=  83. x2= 112. y1=   .27 y2=  -.48     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     6714    3614     4379    14   184 7/24/2020 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .998316 cc2=  .812620 lx=  8.80208 if=  84 il= 112 5/13/2020  n=  28 now=    4925 end=       6648      3614      4379 U=    37.64 T=   93.4 p1=  35.0 p2=    74.1 ed=   182 7/22/2020   x1=  84. x2= 112. y1=   .25 y2=  -.50     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     6648    3614     4379    14   182 7/22/2020 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .998164 cc2=  .809182 lx=  8.83208 if=  85 il= 112 5/13/2020  n=  27 now=    4925 end=       6850      3614      4379 U=    39.48 T=   94.4 p1=  39.1 p2=    71.9 ed=   187 7/27/2020   x1=  85. x2= 112. y1=   .24 y2=  -.45     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     6850    3614     4379    14   187 7/27/2020 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .997954 cc2=  .805504 lx=  8.84208 if=  86 il= 112 5/13/2020  n=  26 now=    4925 end=       6919      3614      4379 U=    40.78 T=   94.4 p1=  40.5 p2=    71.2 ed=   190 7/30/2020   x1=  86. x2= 112. y1=   .21 y2=  -.43     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     6919    3614     4379    14   190 7/30/2020 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .997796 cc2=  .801680 lx=  8.80208 if=  87 il= 112 5/13/2020  n=  25 now=    4925 end=       6648      3614      4379 U=    38.11 T=   93.1 p1=  35.0 p2=    74.1 ed=   183 7/23/2020   x1=  87. x2= 112. y1=   .16 y2=  -.50     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     6648    3614     4379    14   183 7/23/2020 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .997521 cc2=  .797521 lx=  8.79208 if=  88 il= 112 5/13/2020  n=  24 now=    4925 end=       6581      3614      4379 U=    37.47 T=   92.8 p1=  33.6 p2=    74.8 ed=   181 7/21/2020   x1=  88. x2= 112. y1=   .13 y2=  -.51     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     6581    3614     4379    14   181 7/21/2020 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .997202 cc2=  .793078 lx=  8.81208 if=  89 il= 112 5/13/2020  n=  23 now=    4925 end=       6714      3614      4379 U=    39.03 T=   93.3 p1=  36.3 p2=    73.4 ed=   185 7/25/2020   x1=  89. x2= 112. y1=   .11 y2=  -.48     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     6714    3614     4379    14   185 7/25/2020 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .996856 cc2=  .788342 lx=  8.78208 if=  90 il= 112 5/13/2020  n=  22 now=    4925 end=       6516      3614      4379 U=    36.21 T=   92.9 p1=  32.3 p2=    75.6 ed=   178 7/18/2020   x1=  90. x2= 112. y1=   .08 y2=  -.53     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     6516    3614     4379    14   178 7/18/2020 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .996656 cc2=  .783455 lx=  8.89208 if=  91 il= 112 5/13/2020  n=  21 now=    4925 end=       7274      3614      4379 U=    40.75 T=   97.4 p1=  47.7 p2=    67.7 ed=   193 8/2/2020    x1=  91. x2= 112. y1=   .16 y2=  -.36     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     7274    3614     4379    14   193 8/2/2020  
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .997618 cc2=  .779400 lx=  9.96208 if=  92 il= 112 5/13/2020  n=  20 now=    4925 end=      21206      3614      4379 U=    99.38 T=  168.7 p1= 330.6 p2=    23.2 ed=   403 2/28/2021   x1=  92. x2= 112. y1=   .77 y2=   .57     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925    -        3614     4379    14   403 2/28/2021 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .997285 cc2=  .773679 lx=  9.67208 if=  93 il= 112 5/13/2020  n=  19 now=    4925 end=      15868      3614      4379 U=    85.43 T=  145.5 p1= 222.2 p2=    31.0 ed=   347 1/3/2021    x1=  93. x2= 112. y1=   .61 y2=   .39     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925    -        3614     4379    14   347 1/3/2021  
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .997067 cc2=  .767652 lx=  9.27208 if=  94 il= 112 5/13/2020  n=  18 now=    4925 end=      10636      3614      4379 U=    63.86 T=  116.9 p1= 116.0 p2=    46.3 ed=   267 10/15/2020  x1=  94. x2= 112. y1=   .36 y2=   .08     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925    10636    3614     4379    14   267 10/15/2020
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .996737 cc2=  .761035 lx=  9.04208 if=  95 il= 112 5/13/2020  n=  17 now=    4925 end=       8451      3614      4379 U=    49.19 T=  104.0 p1=  71.6 p2=    58.3 ed=   220 8/29/2020   x1=  95. x2= 112. y1=   .18 y2=  -.16     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     8451    3614     4379    14   220 8/29/2020 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .996628 cc2=  .754093 lx= 10.14208 if=  96 il= 112 5/13/2020  n=  16 now=    4925 end=      25389      3614      4379 U=   112.13 T=  186.9 p1= 415.5 p2=    19.4 ed=   451 4/17/2021   x1=  96. x2= 112. y1=   .81 y2=   .67     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925    -        3614     4379    14   451 4/17/2021 
AAA2     1 US_Georgia_Fulton Confirmed cc1=  .996397 cc2=  .746397 lx=  9.18208 if=  97 il= 112 5/13/2020  n=  15 now=    4925 end=       9721      3614      4379 U=    59.89 T=  111.4 p1=  97.4 p2=    50.7 ed=   252 9/30/2020   x1=  97. x2= 112. y1=   .24 y2=  -.01     
GP: Confirmed US_Georgia_Fulton 5/13/2020       112    4925     9721    3614     4379    14   252 9/30/2020 
