TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        9590.00000        9.16848
TAB:  US_California_Riverside Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_California_Riverside 4/30/2020        99    9590    19702    4031     5846    18   241 9/19/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .991582 cc2=  .675355 lx=  9.01848 if=  90 il=  99 4/30/2020  n=   9 now=    9590 end=       8254      4031      5846 U=    23.87 T=   91.1 p1= -13.9 p2=   116.2 ed=   147 6/17/2020   x1=  90. x2=  99. y1=   .04 y2=  -.33     
GP: Confirmed US_California_Riverside 4/30/2020        99    9590     8254    4031     5846    18   147 6/17/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .988909 cc2=  .655575 lx=  8.82848 if=  91 il=  99 4/30/2020  n=   8 now=    9590 end=       6825      4031      5846 U=    17.34 T=   87.9 p1= -28.8 p2=   140.5 ed=   128 5/29/2020   x1=  91. x2=  99. y1=  -.18 y2=  -.64     
GP: Confirmed US_California_Riverside 4/30/2020        99    9590     6825    4031     5846    18   128 5/29/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .987094 cc2=  .633540 lx= 11.16848 if=  92 il=  99 4/30/2020  n=   7 now=    9590 end=      70861      4031      5846 U=    92.54 T=  196.5 p1= 638.9 p2=    13.5 ed=   414 3/11/2021   x1=  92. x2=  99. y1=  1.13 y2=  1.05     
GP: Confirmed US_California_Riverside 4/30/2020        99    9590    -        4031     5846    18   414 3/11/2021 
AAA2     1 US_California_Riverside Confirmed cc1=  .985503 cc2=  .607539 lx=  9.07848 if=  93 il=  99 4/30/2020  n=   6 now=    9590 end=       8764      4031      5846 U=    26.72 T=   92.2 p1=  -8.6 p2=   109.4 ed=   155 6/25/2020   x1=  93. x2=  99. y1=  -.03 y2=  -.25     
GP: Confirmed US_California_Riverside 4/30/2020        99    9590     8764    4031     5846    18   155 6/25/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .996009 cc2=  .861169 lx=  8.99848 if=  46 il= 100 5/1/2020   n=  54 now=    9590 end=       8090      4079      5921 U=    20.97 T=   92.1 p1= -15.6 p2=   118.5 ed=   141 6/11/2020   x1=  46. x2= 100. y1=  2.20 y2=  -.38     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     8090    4079     5921     7   141 6/11/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .995894 cc2=  .859811 lx=  8.96848 if=  47 il= 100 5/1/2020   n=  53 now=    9590 end=       7851      4079      5921 U=    20.25 T=   91.4 p1= -18.1 p2=   122.2 ed=   139 6/9/2020    x1=  47. x2= 100. y1=  2.19 y2=  -.42     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     7851    4079     5921     7   139 6/9/2020  
AAA2     1 US_California_Riverside Confirmed cc1=  .995688 cc2=  .858327 lx=  8.95848 if=  48 il= 100 5/1/2020   n=  52 now=    9590 end=       7773      4079      5921 U=    21.11 T=   90.7 p1= -18.9 p2=   123.4 ed=   140 6/10/2020   x1=  48. x2= 100. y1=  2.02 y2=  -.44     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     7773    4079     5921     7   140 6/10/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .995915 cc2=  .857240 lx=  8.91848 if=  49 il= 100 5/1/2020   n=  51 now=    9590 end=       7468      4079      5921 U=    20.68 T=   89.6 p1= -22.1 p2=   128.4 ed=   138 6/8/2020    x1=  49. x2= 100. y1=  1.96 y2=  -.50     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     7468    4079     5921     7   138 6/8/2020  
AAA2     1 US_California_Riverside Confirmed cc1=  .996307 cc2=  .856279 lx=  8.87848 if=  50 il= 100 5/1/2020   n=  50 now=    9590 end=       7175      4079      5921 U=    20.10 T=   88.5 p1= -25.2 p2=   133.7 ed=   135 6/5/2020    x1=  50. x2= 100. y1=  1.92 y2=  -.57     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     7175    4079     5921     7   135 6/5/2020  
AAA2     1 US_California_Riverside Confirmed cc1=  .996801 cc2=  .855380 lx=  8.83848 if=  51 il= 100 5/1/2020   n=  49 now=    9590 end=       6894      4079      5921 U=    19.17 T=   87.6 p1= -28.1 p2=   139.1 ed=   132 6/2/2020    x1=  51. x2= 100. y1=  1.91 y2=  -.64     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     6894    4079     5921     7   132 6/2/2020  
AAA2     1 US_California_Riverside Confirmed cc1=  .997131 cc2=  .854274 lx=  8.80848 if=  52 il= 100 5/1/2020   n=  48 now=    9590 end=       6690      4079      5921 U=    19.02 T=   86.6 p1= -30.2 p2=   143.3 ed=   131 6/1/2020    x1=  52. x2= 100. y1=  1.82 y2=  -.70     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     6690    4079     5921     7   131 6/1/2020  
AAA2     1 US_California_Riverside Confirmed cc1=  .997846 cc2=  .853508 lx=  8.77848 if=  53 il= 100 5/1/2020   n=  47 now=    9590 end=       6492      4079      5921 U=    18.21 T=   86.0 p1= -32.3 p2=   147.7 ed=   129 5/30/2020   x1=  53. x2= 100. y1=  1.81 y2=  -.77     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     6492    4079     5921     7   129 5/30/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .998382 cc2=  .852517 lx=  8.74848 if=  54 il= 100 5/1/2020   n=  46 now=    9590 end=       6301      4079      5921 U=    17.48 T=   85.4 p1= -34.3 p2=   152.2 ed=   126 5/27/2020   x1=  54. x2= 100. y1=  1.80 y2=  -.83     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     6301    4079     5921     7   126 5/27/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .998803 cc2=  .851361 lx=  8.72848 if=  55 il= 100 5/1/2020   n=  45 now=    9590 end=       6176      4079      5921 U=    16.82 T=   85.2 p1= -35.6 p2=   155.3 ed=   124 5/25/2020   x1=  55. x2= 100. y1=  1.80 y2=  -.88     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     6176    4079     5921     7   124 5/25/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .999043 cc2=  .849972 lx=  8.70848 if=  56 il= 100 5/1/2020   n=  44 now=    9590 end=       6054      4079      5921 U=    16.23 T=   84.9 p1= -36.9 p2=   158.4 ed=   123 5/24/2020   x1=  56. x2= 100. y1=  1.78 y2=  -.93     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     6054    4079     5921     7   123 5/24/2020 
AAA1     1 US_California_Riverside Confirmed cc1=  .999158 cc2=  .848402 lx=  8.68848 if=  57 il= 100 5/1/2020   n=  43 now=    9590 end=       5934      4079      5921 U=    15.91 T=   84.4 p1= -38.1 p2=   161.6 ed=   121 5/22/2020   x1=  57. x2= 100. y1=  1.72 y2=  -.98 BEST
AAA2     1 US_California_Riverside Confirmed cc1=  .999158 cc2=  .848402 lx=  8.69248 if=  57 il= 100 5/1/2020   n=  43 now=    9590 end=       5934      4079      5921 U=    15.91 T=   84.4 p1= -38.1 p2=   161.6 ed=   121 5/22/2020   x1=  57. x2= 100. y1=  1.72 y2=  -.98 BEST
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     5934    4079     5921     7   121 5/22/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .999306 cc2=  .846807 lx=  8.67848 if=  58 il= 100 5/1/2020   n=  42 now=    9590 end=       5875      4079      5921 U=    15.64 T=   84.2 p1= -38.7 p2=   163.2 ed=   121 5/22/2020   x1=  58. x2= 100. y1=  1.68 y2= -1.01     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     5875    4079     5921     7   121 5/22/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .999443 cc2=  .845140 lx=  8.66848 if=  59 il= 100 5/1/2020   n=  41 now=    9590 end=       5816      4079      5921 U=    15.13 T=   84.3 p1= -39.4 p2=   164.9 ed=   120 5/21/2020   x1=  59. x2= 100. y1=  1.67 y2= -1.04     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     5816    4079     5921     7   120 5/21/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .999442 cc2=  .843268 lx=  8.65848 if=  60 il= 100 5/1/2020   n=  40 now=    9590 end=       5758      4079      5921 U=    14.65 T=   84.4 p1= -40.0 p2=   166.6 ed=   118 5/19/2020   x1=  60. x2= 100. y1=  1.67 y2= -1.06     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     5758    4079     5921     7   118 5/19/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .999402 cc2=  .841288 lx=  8.65848 if=  61 il= 100 5/1/2020   n=  39 now=    9590 end=       5758      4079      5921 U=    14.78 T=   84.3 p1= -40.0 p2=   166.6 ed=   119 5/20/2020   x1=  61. x2= 100. y1=  1.57 y2= -1.06     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     5758    4079     5921     7   119 5/20/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .999357 cc2=  .839229 lx=  8.65848 if=  62 il= 100 5/1/2020   n=  38 now=    9590 end=       5758      4079      5921 U=    14.65 T=   84.4 p1= -40.0 p2=   166.6 ed=   118 5/19/2020   x1=  62. x2= 100. y1=  1.53 y2= -1.06     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     5758    4079     5921     7   118 5/19/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .999308 cc2=  .837087 lx=  8.65848 if=  63 il= 100 5/1/2020   n=  37 now=    9590 end=       5758      4079      5921 U=    14.48 T=   84.6 p1= -40.0 p2=   166.6 ed=   118 5/19/2020   x1=  63. x2= 100. y1=  1.49 y2= -1.06     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     5758    4079     5921     7   118 5/19/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .999309 cc2=  .834910 lx=  8.66848 if=  64 il= 100 5/1/2020   n=  36 now=    9590 end=       5816      4079      5921 U=    14.84 T=   84.6 p1= -39.4 p2=   164.9 ed=   119 5/20/2020   x1=  64. x2= 100. y1=  1.39 y2= -1.04     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     5816    4079     5921     7   119 5/20/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .999259 cc2=  .832593 lx=  8.67848 if=  65 il= 100 5/1/2020   n=  35 now=    9590 end=       5875      4079      5921 U=    15.15 T=   84.7 p1= -38.7 p2=   163.2 ed=   120 5/21/2020   x1=  65. x2= 100. y1=  1.30 y2= -1.01     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     5875    4079     5921     7   120 5/21/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .999194 cc2=  .830164 lx=  8.67848 if=  66 il= 100 5/1/2020   n=  34 now=    9590 end=       5875      4079      5921 U=    15.10 T=   84.8 p1= -38.7 p2=   163.2 ed=   120 5/21/2020   x1=  66. x2= 100. y1=  1.24 y2= -1.01     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     5875    4079     5921     7   120 5/21/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .999122 cc2=  .827623 lx=  8.67848 if=  67 il= 100 5/1/2020   n=  33 now=    9590 end=       5875      4079      5921 U=    14.77 T=   85.1 p1= -38.7 p2=   163.2 ed=   119 5/20/2020   x1=  67. x2= 100. y1=  1.23 y2= -1.01     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     5875    4079     5921     7   119 5/20/2020 
AAA1     1 US_California_Riverside Confirmed cc1=  .999171 cc2=  .825093 lx=  8.68848 if=  68 il= 100 5/1/2020   n=  32 now=    9590 end=       5934      4079      5921 U=    15.35 T=   84.9 p1= -38.1 p2=   161.6 ed=   121 5/22/2020   x1=  68. x2= 100. y1=  1.10 y2=  -.98 BEST
AAA2     1 US_California_Riverside Confirmed cc1=  .999172 cc2=  .825093 lx=  8.69248 if=  68 il= 100 5/1/2020   n=  32 now=    9590 end=       5934      4079      5921 U=    15.35 T=   84.9 p1= -38.1 p2=   161.6 ed=   121 5/22/2020   x1=  68. x2= 100. y1=  1.10 y2=  -.98 BEST
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     5934    4079     5921     7   121 5/22/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .999093 cc2=  .822316 lx=  8.69848 if=  69 il= 100 5/1/2020   n=  31 now=    9590 end=       5993      4079      5921 U=    15.67 T=   85.0 p1= -37.5 p2=   160.0 ed=   122 5/23/2020   x1=  69. x2= 100. y1=  1.02 y2=  -.95     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     5993    4079     5921     7   122 5/23/2020 
AAA1     1 US_California_Riverside Confirmed cc1=  .999011 cc2=  .819405 lx=  8.68848 if=  70 il= 100 5/1/2020   n=  30 now=    9590 end=       5934      4079      5921 U=    15.43 T=   84.9 p1= -38.1 p2=   161.6 ed=   121 5/22/2020   x1=  70. x2= 100. y1=   .96 y2=  -.98 BEST
AAA2     1 US_California_Riverside Confirmed cc1=  .999011 cc2=  .819405 lx=  8.69048 if=  70 il= 100 5/1/2020   n=  30 now=    9590 end=       5934      4079      5921 U=    15.43 T=   84.9 p1= -38.1 p2=   161.6 ed=   121 5/22/2020   x1=  70. x2= 100. y1=   .96 y2=  -.98 BEST
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     5934    4079     5921     7   121 5/22/2020 
AAA1     1 US_California_Riverside Confirmed cc1=  .998911 cc2=  .816336 lx=  8.68848 if=  71 il= 100 5/1/2020   n=  29 now=    9590 end=       5934      4079      5921 U=    15.32 T=   85.0 p1= -38.1 p2=   161.6 ed=   121 5/22/2020   x1=  71. x2= 100. y1=   .91 y2=  -.98 BEST
AAA2     1 US_California_Riverside Confirmed cc1=  .998911 cc2=  .816336 lx=  8.68848 if=  71 il= 100 5/1/2020   n=  29 now=    9590 end=       5934      4079      5921 U=    15.32 T=   85.0 p1= -38.1 p2=   161.6 ed=   121 5/22/2020   x1=  71. x2= 100. y1=   .91 y2=  -.98 BEST
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     5934    4079     5921     7   121 5/22/2020 
AAA1     1 US_California_Riverside Confirmed cc1=  .998797 cc2=  .813101 lx=  8.68848 if=  72 il= 100 5/1/2020   n=  28 now=    9590 end=       5934      4079      5921 U=    15.25 T=   85.0 p1= -38.1 p2=   161.6 ed=   121 5/22/2020   x1=  72. x2= 100. y1=   .86 y2=  -.98 BEST
AAA2     1 US_California_Riverside Confirmed cc1=  .998797 cc2=  .813101 lx=  8.69148 if=  72 il= 100 5/1/2020   n=  28 now=    9590 end=       5934      4079      5921 U=    15.25 T=   85.0 p1= -38.1 p2=   161.6 ed=   121 5/22/2020   x1=  72. x2= 100. y1=   .86 y2=  -.98 BEST
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     5934    4079     5921     7   121 5/22/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .998688 cc2=  .809706 lx=  8.69848 if=  73 il= 100 5/1/2020   n=  27 now=    9590 end=       5993      4079      5921 U=    15.33 T=   85.4 p1= -37.5 p2=   160.0 ed=   121 5/22/2020   x1=  73. x2= 100. y1=   .81 y2=  -.95     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     5993    4079     5921     7   121 5/22/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .998652 cc2=  .806202 lx=  8.71848 if=  74 il= 100 5/1/2020   n=  26 now=    9590 end=       6114      4079      5921 U=    16.10 T=   85.4 p1= -36.2 p2=   156.9 ed=   123 5/24/2020   x1=  74. x2= 100. y1=   .71 y2=  -.90     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     6114    4079     5921     7   123 5/24/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .998491 cc2=  .802375 lx=  8.72848 if=  75 il= 100 5/1/2020   n=  25 now=    9590 end=       6176      4079      5921 U=    16.57 T=   85.4 p1= -35.6 p2=   155.3 ed=   124 5/25/2020   x1=  75. x2= 100. y1=   .63 y2=  -.88     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     6176    4079     5921     7   124 5/25/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .998146 cc2=  .794022 lx=  8.70848 if=  77 il= 100 5/1/2020   n=  23 now=    9590 end=       6054      4079      5921 U=    16.18 T=   85.0 p1= -36.9 p2=   158.4 ed=   123 5/24/2020   x1=  77. x2= 100. y1=   .49 y2=  -.93     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     6054    4079     5921     7   123 5/24/2020 
AAA1     1 US_California_Riverside Confirmed cc1=  .998017 cc2=  .789502 lx=  8.68848 if=  78 il= 100 5/1/2020   n=  22 now=    9590 end=       5934      4079      5921 U=    15.61 T=   84.7 p1= -38.1 p2=   161.6 ed=   121 5/22/2020   x1=  78. x2= 100. y1=   .43 y2=  -.98 BEST
AAA2     1 US_California_Riverside Confirmed cc1=  .998017 cc2=  .789502 lx=  8.68748 if=  78 il= 100 5/1/2020   n=  22 now=    9590 end=       5934      4079      5921 U=    15.61 T=   84.7 p1= -38.1 p2=   161.6 ed=   121 5/22/2020   x1=  78. x2= 100. y1=   .43 y2=  -.98 BEST
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     5934    4079     5921     7   121 5/22/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .997836 cc2=  .784635 lx=  8.66848 if=  79 il= 100 5/1/2020   n=  21 now=    9590 end=       5816      4079      5921 U=    14.84 T=   84.6 p1= -39.4 p2=   164.9 ed=   119 5/20/2020   x1=  79. x2= 100. y1=   .38 y2= -1.04     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     5816    4079     5921     7   119 5/20/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .996859 cc2=  .767444 lx=  8.70848 if=  82 il= 100 5/1/2020   n=  18 now=    9590 end=       6054      4079      5921 U=    15.97 T=   85.2 p1= -36.9 p2=   158.4 ed=   122 5/23/2020   x1=  82. x2= 100. y1=   .20 y2=  -.93     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     6054    4079     5921     7   122 5/23/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .996304 cc2=  .760602 lx=  8.71848 if=  83 il= 100 5/1/2020   n=  17 now=    9590 end=       6114      4079      5921 U=    16.46 T=   85.1 p1= -36.2 p2=   156.9 ed=   123 5/24/2020   x1=  83. x2= 100. y1=   .13 y2=  -.90     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     6114    4079     5921     7   123 5/24/2020 
AAA1     1 US_California_Riverside Confirmed cc1=  .995700 cc2=  .753165 lx=  8.68848 if=  84 il= 100 5/1/2020   n=  16 now=    9590 end=       5934      4079      5921 U=    15.24 T=   85.0 p1= -38.1 p2=   161.6 ed=   121 5/22/2020   x1=  84. x2= 100. y1=   .07 y2=  -.98 BEST
AAA2     1 US_California_Riverside Confirmed cc1=  .995701 cc2=  .753165 lx=  8.69248 if=  84 il= 100 5/1/2020   n=  16 now=    9590 end=       5934      4079      5921 U=    15.24 T=   85.0 p1= -38.1 p2=   161.6 ed=   121 5/22/2020   x1=  84. x2= 100. y1=   .07 y2=  -.98 BEST
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     5934    4079     5921     7   121 5/22/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .994906 cc2=  .744906 lx=  8.71848 if=  85 il= 100 5/1/2020   n=  15 now=    9590 end=       6114      4079      5921 U=    15.49 T=   86.0 p1= -36.2 p2=   156.9 ed=   122 5/23/2020   x1=  85. x2= 100. y1=   .06 y2=  -.90     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     6114    4079     5921     7   122 5/23/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .996206 cc2=  .738008 lx=  9.11848 if=  86 il= 100 5/1/2020   n=  14 now=    9590 end=       9122      4079      5921 U=    28.66 T=   93.8 p1=  -4.9 p2=   105.1 ed=   161 7/1/2020    x1=  86. x2= 100. y1=   .27 y2=  -.22     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     9122    4079     5921     7   161 7/1/2020  
AAA2     1 US_California_Riverside Confirmed cc1=  .995502 cc2=  .728241 lx=  8.98848 if=  87 il= 100 5/1/2020   n=  13 now=    9590 end=       8010      4079      5921 U=    24.56 T=   90.3 p1= -16.5 p2=   119.7 ed=   148 6/18/2020   x1=  87. x2= 100. y1=   .14 y2=  -.39     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     8010    4079     5921     7   148 6/18/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .994422 cc2=  .717072 lx=  8.92848 if=  88 il= 100 5/1/2020   n=  12 now=    9590 end=       7543      4079      5921 U=    22.40 T=   89.1 p1= -21.3 p2=   127.1 ed=   141 6/11/2020   x1=  88. x2= 100. y1=   .05 y2=  -.49     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     7543    4079     5921     7   141 6/11/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .992979 cc2=  .704304 lx=  9.04848 if=  89 il= 100 5/1/2020   n=  11 now=    9590 end=       8505      4079      5921 U=    27.62 T=   91.5 p1= -11.3 p2=   112.8 ed=   156 6/26/2020   x1=  89. x2= 100. y1=   .09 y2=  -.31     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     8505    4079     5921     7   156 6/26/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .992645 cc2=  .691134 lx=  8.74848 if=  90 il= 100 5/1/2020   n=  10 now=    9590 end=       6301      4079      5921 U=    17.31 T=   85.6 p1= -34.3 p2=   152.2 ed=   126 5/27/2020   x1=  90. x2= 100. y1=  -.25 y2=  -.83     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     6301    4079     5921     7   126 5/27/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .990769 cc2=  .674541 lx=  8.63848 if=  91 il= 100 5/1/2020   n=   9 now=    9590 end=       5644      4079      5921 U=    13.11 T=   85.3 p1= -41.1 p2=   169.9 ed=   116 5/17/2020   x1=  91. x2= 100. y1=  -.44 y2= -1.12     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     5644    4079     5921     7   116 5/17/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .988368 cc2=  .655034 lx=  9.16848 if=  92 il= 100 5/1/2020   n=   8 now=    9590 end=       9589      4079      5921 U=    32.68 T=   94.9 p1=    .0 p2=   100.0 ed=   172 7/12/2020   x1=  92. x2= 100. y1=   .09 y2=  -.16     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     9589    4079     5921     7   172 7/12/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .987630 cc2=  .634077 lx=  8.55848 if=  93 il= 100 5/1/2020   n=   7 now=    9590 end=       5210      4079      5921 U=    11.41 T=   83.9 p1= -45.7 p2=   184.1 ed=   110 5/11/2020   x1=  93. x2= 100. y1=  -.79 y2= -1.41     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     5210    4079     5921     7   110 5/11/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .984703 cc2=  .576455 lx=  8.48848 if=  95 il= 100 5/1/2020   n=   5 now=    9590 end=       4858      4079      5921 U=     8.73 T=   84.8 p1= -49.3 p2=   197.4 ed=   105 5/6/2020    x1=  95. x2= 100. y1= -1.17 y2= -1.74     
GP: Confirmed US_California_Riverside 5/1/2020        100    9590     4858    4079     5921     7   105 5/6/2020  
AAA2     1 US_California_Riverside Confirmed cc1=  .996088 cc2=  .862457 lx=  8.95848 if=  46 il= 101 5/2/2020   n=  55 now=    9590 end=       7773      4129      5693 U=    20.75 T=   91.5 p1= -18.9 p2=   123.4 ed=   140 6/10/2020   x1=  46. x2= 101. y1=  2.19 y2=  -.46     
GP: Confirmed US_California_Riverside 5/2/2020        101    9590     7773    4129     5693     6   140 6/10/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .995989 cc2=  .861149 lx=  8.93848 if=  47 il= 101 5/2/2020   n=  54 now=    9590 end=       7619      4129      5693 U=    20.15 T=   91.1 p1= -20.6 p2=   125.9 ed=   138 6/8/2020    x1=  47. x2= 101. y1=  2.19 y2=  -.49     
GP: Confirmed US_California_Riverside 5/2/2020        101    9590     7619    4129     5693     6   138 6/8/2020  
AAA2     1 US_California_Riverside Confirmed cc1=  .995799 cc2=  .859716 lx=  8.91848 if=  48 il= 101 5/2/2020   n=  53 now=    9590 end=       7468      4129      5693 U=    20.85 T=   90.1 p1= -22.1 p2=   128.4 ed=   139 6/9/2020    x1=  48. x2= 101. y1=  2.02 y2=  -.52     
GP: Confirmed US_California_Riverside 5/2/2020        101    9590     7468    4129     5693     6   139 6/9/2020  
AAA2     1 US_California_Riverside Confirmed cc1=  .996032 cc2=  .858672 lx=  8.88848 if=  49 il= 101 5/2/2020   n=  52 now=    9590 end=       7247      4129      5693 U=    20.52 T=   89.2 p1= -24.4 p2=   132.3 ed=   137 6/7/2020    x1=  49. x2= 101. y1=  1.96 y2=  -.58     
GP: Confirmed US_California_Riverside 5/2/2020        101    9590     7247    4129     5693     6   137 6/7/2020  
AAA2     1 US_California_Riverside Confirmed cc1=  .996421 cc2=  .857746 lx=  8.84848 if=  50 il= 101 5/2/2020   n=  51 now=    9590 end=       6963      4129      5693 U=    19.91 T=   88.1 p1= -27.4 p2=   137.7 ed=   135 6/5/2020    x1=  50. x2= 101. y1=  1.91 y2=  -.65     
GP: Confirmed US_California_Riverside 5/2/2020        101    9590     6963    4129     5693     6   135 6/5/2020  
AAA2     1 US_California_Riverside Confirmed cc1=  .996905 cc2=  .856877 lx=  8.81848 if=  51 il= 101 5/2/2020   n=  50 now=    9590 end=       6757      4129      5693 U=    19.11 T=   87.5 p1= -29.5 p2=   141.9 ed=   132 6/2/2020    x1=  51. x2= 101. y1=  1.91 y2=  -.71     
GP: Confirmed US_California_Riverside 5/2/2020        101    9590     6757    4129     5693     6   132 6/2/2020  
AAA2     1 US_California_Riverside Confirmed cc1=  .997231 cc2=  .855809 lx=  8.78848 if=  52 il= 101 5/2/2020   n=  49 now=    9590 end=       6558      4129      5693 U=    18.94 T=   86.4 p1= -31.6 p2=   146.2 ed=   131 6/1/2020    x1=  52. x2= 101. y1=  1.82 y2=  -.77     
GP: Confirmed US_California_Riverside 5/2/2020        101    9590     6558    4129     5693     6   131 6/1/2020  
AAA2     1 US_California_Riverside Confirmed cc1=  .997918 cc2=  .855061 lx=  8.75848 if=  53 il= 101 5/2/2020   n=  48 now=    9590 end=       6364      4129      5693 U=    18.12 T=   85.8 p1= -33.6 p2=   150.7 ed=   128 5/29/2020   x1=  53. x2= 101. y1=  1.81 y2=  -.84     
GP: Confirmed US_California_Riverside 5/2/2020        101    9590     6364    4129     5693     6   128 5/29/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .998434 cc2=  .854096 lx=  8.73848 if=  54 il= 101 5/2/2020   n=  47 now=    9590 end=       6238      4129      5693 U=    17.52 T=   85.5 p1= -35.0 p2=   153.7 ed=   126 5/27/2020   x1=  54. x2= 101. y1=  1.80 y2=  -.89     
GP: Confirmed US_California_Riverside 5/2/2020        101    9590     6238    4129     5693     6   126 5/27/2020 
AAA2     1 US_California_Riverside Confirmed cc1=  .998839 cc2=  .852974 lx=  8.70848 if=  55 il= 101 5/2/2020   n=  46 now=    9590 end=       6054      4129      5693 U=    16.71 T=   84.9 p1= -36.9 p2=   158.4 ed=   124 5/25/2020   x1=  55. x2= 101. y1=  1.79 y2=  -.96     
GP: Confirmed US_California_Riverside 5/2/2020        101    9590     6054    4129     5693     6   124 5/25/2020 
