TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        6997.00000        8.85324
TAB:  US_Michigan_Macomb Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .998825 cc2=  .721475 lx= 10.85324 if=  59 il=  71 4/2/2020   n=  12 now=    6997 end=      51701      1332      3489 U=    22.49 T=  100.2 p1= 638.9 p2=    13.5 ed=   153 6/23/2020   x1=  59. x2=  71. y1=  1.83 y2=  1.30     
GP: Confirmed US_Michigan_Macomb 4/2/2020         71    6997    -        1332     3489     2   153 6/23/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .998554 cc2=  .709879 lx= 10.85324 if=  60 il=  71 4/2/2020   n=  11 now=    6997 end=      51701      1332      3489 U=    22.93 T=  100.7 p1= 638.9 p2=    13.5 ed=   154 6/24/2020   x1=  60. x2=  71. y1=  1.78 y2=  1.30     
GP: Confirmed US_Michigan_Macomb 4/2/2020         71    6997    -        1332     3489     2   154 6/24/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .998209 cc2=  .696698 lx= 10.85324 if=  61 il=  71 4/2/2020   n=  10 now=    6997 end=      51701      1332      3489 U=    22.66 T=  100.4 p1= 638.9 p2=    13.5 ed=   153 6/23/2020   x1=  61. x2=  71. y1=  1.74 y2=  1.30     
GP: Confirmed US_Michigan_Macomb 4/2/2020         71    6997    -        1332     3489     2   153 6/23/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .997645 cc2=  .681418 lx= 10.85324 if=  62 il=  71 4/2/2020   n=   9 now=    6997 end=      51701      1332      3489 U=    22.72 T=  100.5 p1= 638.9 p2=    13.5 ed=   154 6/24/2020   x1=  62. x2=  71. y1=  1.69 y2=  1.30     
GP: Confirmed US_Michigan_Macomb 4/2/2020         71    6997    -        1332     3489     2   154 6/24/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .996998 cc2=  .663665 lx= 10.85324 if=  63 il=  71 4/2/2020   n=   8 now=    6997 end=      51701      1332      3489 U=    22.57 T=  100.3 p1= 638.9 p2=    13.5 ed=   153 6/23/2020   x1=  63. x2=  71. y1=  1.65 y2=  1.30     
GP: Confirmed US_Michigan_Macomb 4/2/2020         71    6997    -        1332     3489     2   153 6/23/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .996205 cc2=  .642652 lx= 10.85324 if=  64 il=  71 4/2/2020   n=   7 now=    6997 end=      51701      1332      3489 U=    22.36 T=  100.0 p1= 638.9 p2=    13.5 ed=   152 6/22/2020   x1=  64. x2=  71. y1=  1.61 y2=  1.30     
GP: Confirmed US_Michigan_Macomb 4/2/2020         71    6997    -        1332     3489     2   152 6/22/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .995319 cc2=  .617354 lx= 10.85324 if=  65 il=  71 4/2/2020   n=   6 now=    6997 end=      51701      1332      3489 U=    21.26 T=   98.6 p1= 638.9 p2=    13.5 ed=   148 6/18/2020   x1=  65. x2=  71. y1=  1.58 y2=  1.30     
GP: Confirmed US_Michigan_Macomb 4/2/2020         71    6997    -        1332     3489     2   148 6/18/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .992514 cc2=  .584265 lx= 10.85324 if=  66 il=  71 4/2/2020   n=   5 now=    6997 end=      51701      1332      3489 U=    22.42 T=  100.1 p1= 638.9 p2=    13.5 ed=   152 6/22/2020   x1=  66. x2=  71. y1=  1.52 y2=  1.30     
GP: Confirmed US_Michigan_Macomb 4/2/2020         71    6997    -        1332     3489     2   152 6/22/2020 
AAA1     1 US_Michigan_Macomb Confirmed cc1=  .994003 cc2=  .775785 lx=  8.39324 if=  52 il=  72 4/3/2020   n=  20 now=    6997 end=       4417      1560      4523 U=     9.58 T=   72.4 p1= -36.9 p2=   158.4 ed=    94 4/25/2020   x1=  52. x2=  72. y1=  2.13 y2=   .04 BEST
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .994003 cc2=  .775785 lx=  8.39024 if=  52 il=  72 4/3/2020   n=  20 now=    6997 end=       4417      1560      4523 U=     9.58 T=   72.4 p1= -36.9 p2=   158.4 ed=    94 4/25/2020   x1=  52. x2=  72. y1=  2.13 y2=   .04 BEST
GP: Confirmed US_Michigan_Macomb 4/3/2020         72    6997     4417    1560     4523     2    94 4/25/2020 
AAA1     1 US_Michigan_Macomb Confirmed cc1=  .993137 cc2=  .769530 lx=  8.42324 if=  53 il=  72 4/3/2020   n=  19 now=    6997 end=       4551      1560      4523 U=     9.61 T=   72.7 p1= -35.0 p2=   153.7 ed=    95 4/26/2020   x1=  53. x2=  72. y1=  2.05 y2=   .07 BEST
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .993137 cc2=  .769530 lx=  8.42524 if=  53 il=  72 4/3/2020   n=  19 now=    6997 end=       4551      1560      4523 U=     9.61 T=   72.7 p1= -35.0 p2=   153.7 ed=    95 4/26/2020   x1=  53. x2=  72. y1=  2.05 y2=   .07 BEST
GP: Confirmed US_Michigan_Macomb 4/3/2020         72    6997     4551    1560     4523     2    95 4/26/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .992322 cc2=  .762906 lx=  8.50324 if=  54 il=  72 4/3/2020   n=  18 now=    6997 end=       4930      1560      4523 U=    10.21 T=   73.4 p1= -29.5 p2=   141.9 ed=    97 4/28/2020   x1=  54. x2=  72. y1=  1.90 y2=   .14     
GP: Confirmed US_Michigan_Macomb 4/3/2020         72    6997     4930    1560     4523     2    97 4/28/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .990982 cc2=  .755280 lx=  8.52324 if=  55 il=  72 4/3/2020   n=  17 now=    6997 end=       5030      1560      4523 U=     9.97 T=   73.6 p1= -28.1 p2=   139.1 ed=    97 4/28/2020   x1=  55. x2=  72. y1=  1.86 y2=   .16     
GP: Confirmed US_Michigan_Macomb 4/3/2020         72    6997     5030    1560     4523     2    97 4/28/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .990241 cc2=  .747705 lx=  8.70324 if=  56 il=  72 4/3/2020   n=  16 now=    6997 end=       6022      1560      4523 U=    10.28 T=   75.1 p1= -13.9 p2=   116.2 ed=    99 4/30/2020   x1=  56. x2=  72. y1=  1.86 y2=   .30     
GP: Confirmed US_Michigan_Macomb 4/3/2020         72    6997     6022    1560     4523     2    99 4/30/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .998981 cc2=  .748981 lx= 10.85324 if=  57 il=  72 4/3/2020   n=  15 now=    6997 end=      51701      1560      4523 U=    22.37 T=  100.0 p1= 638.9 p2=    13.5 ed=   152 6/22/2020   x1=  57. x2=  72. y1=  1.92 y2=  1.25     
GP: Confirmed US_Michigan_Macomb 4/3/2020         72    6997    -        1560     4523     2   152 6/22/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .998881 cc2=  .740683 lx= 10.85324 if=  58 il=  72 4/3/2020   n=  14 now=    6997 end=      51701      1560      4523 U=    23.21 T=  101.1 p1= 638.9 p2=    13.5 ed=   155 6/25/2020   x1=  58. x2=  72. y1=  1.86 y2=  1.25     
GP: Confirmed US_Michigan_Macomb 4/3/2020         72    6997    -        1560     4523     2   155 6/25/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .998840 cc2=  .731579 lx= 10.85324 if=  59 il=  72 4/3/2020   n=  13 now=    6997 end=      51701      1560      4523 U=    22.50 T=  100.2 p1= 638.9 p2=    13.5 ed=   153 6/23/2020   x1=  59. x2=  72. y1=  1.83 y2=  1.25     
GP: Confirmed US_Michigan_Macomb 4/3/2020         72    6997    -        1560     4523     2   153 6/23/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .998561 cc2=  .721211 lx= 10.85324 if=  60 il=  72 4/3/2020   n=  12 now=    6997 end=      51701      1560      4523 U=    22.90 T=  100.7 p1= 638.9 p2=    13.5 ed=   154 6/24/2020   x1=  60. x2=  72. y1=  1.78 y2=  1.25     
GP: Confirmed US_Michigan_Macomb 4/3/2020         72    6997    -        1560     4523     2   154 6/24/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .998302 cc2=  .709627 lx= 10.85324 if=  61 il=  72 4/3/2020   n=  11 now=    6997 end=      51701      1560      4523 U=    22.66 T=  100.4 p1= 638.9 p2=    13.5 ed=   153 6/23/2020   x1=  61. x2=  72. y1=  1.74 y2=  1.25     
GP: Confirmed US_Michigan_Macomb 4/3/2020         72    6997    -        1560     4523     2   153 6/23/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .997870 cc2=  .696359 lx= 10.85324 if=  62 il=  72 4/3/2020   n=  10 now=    6997 end=      51701      1560      4523 U=    22.71 T=  100.5 p1= 638.9 p2=    13.5 ed=   154 6/24/2020   x1=  62. x2=  72. y1=  1.69 y2=  1.25     
GP: Confirmed US_Michigan_Macomb 4/3/2020         72    6997    -        1560     4523     2   154 6/24/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .997461 cc2=  .681233 lx= 10.85324 if=  63 il=  72 4/3/2020   n=   9 now=    6997 end=      51701      1560      4523 U=    22.58 T=  100.3 p1= 638.9 p2=    13.5 ed=   153 6/23/2020   x1=  63. x2=  72. y1=  1.65 y2=  1.25     
GP: Confirmed US_Michigan_Macomb 4/3/2020         72    6997    -        1560     4523     2   153 6/23/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .997041 cc2=  .663707 lx= 10.85324 if=  64 il=  72 4/3/2020   n=   8 now=    6997 end=      51701      1560      4523 U=    22.39 T=  100.1 p1= 638.9 p2=    13.5 ed=   152 6/22/2020   x1=  64. x2=  72. y1=  1.61 y2=  1.25     
GP: Confirmed US_Michigan_Macomb 4/3/2020         72    6997    -        1560     4523     2   152 6/22/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .996688 cc2=  .643134 lx= 10.85324 if=  65 il=  72 4/3/2020   n=   7 now=    6997 end=      51701      1560      4523 U=    21.45 T=   98.9 p1= 638.9 p2=    13.5 ed=   149 6/19/2020   x1=  65. x2=  72. y1=  1.58 y2=  1.25     
GP: Confirmed US_Michigan_Macomb 4/3/2020         72    6997    -        1560     4523     2   149 6/19/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .995033 cc2=  .617069 lx= 10.85324 if=  66 il=  72 4/3/2020   n=   6 now=    6997 end=      51701      1560      4523 U=    22.46 T=  100.1 p1= 638.9 p2=    13.5 ed=   153 6/23/2020   x1=  66. x2=  72. y1=  1.52 y2=  1.25     
GP: Confirmed US_Michigan_Macomb 4/3/2020         72    6997    -        1560     4523     2   153 6/23/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .996559 cc2=  .588311 lx= 10.85324 if=  67 il=  72 4/3/2020   n=   5 now=    6997 end=      51701      1560      4523 U=    21.37 T=   98.8 p1= 638.9 p2=    13.5 ed=   149 6/19/2020   x1=  67. x2=  72. y1=  1.49 y2=  1.25     
GP: Confirmed US_Michigan_Macomb 4/3/2020         72    6997    -        1560     4523     2   149 6/19/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .994105 cc2=  .780904 lx=  8.59324 if=  52 il=  73 4/4/2020   n=  21 now=    6997 end=       5395      1838      6333 U=    10.11 T=   73.7 p1= -22.9 p2=   129.7 ed=    97 4/28/2020   x1=  52. x2=  73. y1=  2.15 y2=   .07     
GP: Confirmed US_Michigan_Macomb 4/4/2020         73    6997     5395    1838     6333     2    97 4/28/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .993347 cc2=  .775129 lx=  8.64324 if=  53 il=  73 4/4/2020   n=  20 now=    6997 end=       5671      1838      6333 U=    10.24 T=   74.2 p1= -19.0 p2=   123.4 ed=    98 4/29/2020   x1=  53. x2=  73. y1=  2.07 y2=   .12     
GP: Confirmed US_Michigan_Macomb 4/4/2020         73    6997     5671    1838     6333     2    98 4/29/2020 
AAA1     1 US_Michigan_Macomb Confirmed cc1=  .992696 cc2=  .769089 lx=  8.73324 if=  54 il=  73 4/4/2020   n=  19 now=    6997 end=       6205      1838      6333 U=    10.91 T=   75.1 p1= -11.3 p2=   112.8 ed=   100 5/1/2020    x1=  54. x2=  73. y1=  1.94 y2=   .20 BEST
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .992696 cc2=  .769089 lx=  8.73624 if=  54 il=  73 4/4/2020   n=  19 now=    6997 end=       6205      1838      6333 U=    10.91 T=   75.1 p1= -11.3 p2=   112.8 ed=   100 5/1/2020    x1=  54. x2=  73. y1=  1.94 y2=   .20 BEST
GP: Confirmed US_Michigan_Macomb 4/4/2020         73    6997     6205    1838     6333     2   100 5/1/2020  
AAA1     1 US_Michigan_Macomb Confirmed cc1=  .991522 cc2=  .762106 lx=  8.76324 if=  55 il=  73 4/4/2020   n=  18 now=    6997 end=       6394      1838      6333 U=    10.72 T=   75.4 p1=  -8.6 p2=   109.4 ed=   100 5/1/2020    x1=  55. x2=  73. y1=  1.90 y2=   .22 BEST
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .991522 cc2=  .762106 lx=  8.76824 if=  55 il=  73 4/4/2020   n=  18 now=    6997 end=       6394      1838      6333 U=    10.72 T=   75.4 p1=  -8.6 p2=   109.4 ed=   100 5/1/2020    x1=  55. x2=  73. y1=  1.90 y2=   .22 BEST
GP: Confirmed US_Michigan_Macomb 4/4/2020         73    6997     6394    1838     6333     2   100 5/1/2020  
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .991031 cc2=  .755329 lx=  8.97324 if=  56 il=  73 4/4/2020   n=  17 now=    6997 end=       7889      1838      6333 U=    11.17 T=   77.2 p1=  12.7 p2=    88.7 ed=   103 5/4/2020    x1=  56. x2=  73. y1=  1.90 y2=   .38     
GP: Confirmed US_Michigan_Macomb 4/4/2020         73    6997     7889    1838     6333     2   103 5/4/2020  
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .999012 cc2=  .756476 lx= 10.85324 if=  57 il=  73 4/4/2020   n=  16 now=    6997 end=      51701      1838      6333 U=    22.26 T=   99.8 p1= 638.9 p2=    13.5 ed=   152 6/22/2020   x1=  57. x2=  73. y1=  1.92 y2=  1.21     
GP: Confirmed US_Michigan_Macomb 4/4/2020         73    6997    -        1838     6333     2   152 6/22/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .998878 cc2=  .748878 lx= 10.85324 if=  58 il=  73 4/4/2020   n=  15 now=    6997 end=      51701      1838      6333 U=    23.04 T=  100.8 p1= 638.9 p2=    13.5 ed=   155 6/25/2020   x1=  58. x2=  73. y1=  1.86 y2=  1.21     
GP: Confirmed US_Michigan_Macomb 4/4/2020         73    6997    -        1838     6333     2   155 6/25/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .998870 cc2=  .740671 lx= 10.85324 if=  59 il=  73 4/4/2020   n=  14 now=    6997 end=      51701      1838      6333 U=    22.38 T=  100.0 p1= 638.9 p2=    13.5 ed=   152 6/22/2020   x1=  59. x2=  73. y1=  1.83 y2=  1.21     
GP: Confirmed US_Michigan_Macomb 4/4/2020         73    6997    -        1838     6333     2   152 6/22/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .998609 cc2=  .731348 lx= 10.85324 if=  60 il=  73 4/4/2020   n=  13 now=    6997 end=      51701      1838      6333 U=    22.73 T=  100.4 p1= 638.9 p2=    13.5 ed=   154 6/24/2020   x1=  60. x2=  73. y1=  1.78 y2=  1.21     
GP: Confirmed US_Michigan_Macomb 4/4/2020         73    6997    -        1838     6333     2   154 6/24/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .998426 cc2=  .721076 lx= 10.85324 if=  61 il=  73 4/4/2020   n=  12 now=    6997 end=      51701      1838      6333 U=    22.50 T=  100.1 p1= 638.9 p2=    13.5 ed=   153 6/23/2020   x1=  61. x2=  73. y1=  1.74 y2=  1.21     
GP: Confirmed US_Michigan_Macomb 4/4/2020         73    6997    -        1838     6333     2   153 6/23/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .998110 cc2=  .709434 lx= 10.85324 if=  62 il=  73 4/4/2020   n=  11 now=    6997 end=      51701      1838      6333 U=    22.53 T=  100.1 p1= 638.9 p2=    13.5 ed=   153 6/23/2020   x1=  62. x2=  73. y1=  1.69 y2=  1.21     
GP: Confirmed US_Michigan_Macomb 4/4/2020         73    6997    -        1838     6333     2   153 6/23/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .997869 cc2=  .696358 lx= 10.85324 if=  63 il=  73 4/4/2020   n=  10 now=    6997 end=      51701      1838      6333 U=    22.40 T=  100.0 p1= 638.9 p2=    13.5 ed=   152 6/22/2020   x1=  63. x2=  73. y1=  1.65 y2=  1.21     
GP: Confirmed US_Michigan_Macomb 4/4/2020         73    6997    -        1838     6333     2   152 6/22/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .997674 cc2=  .681446 lx= 10.85324 if=  64 il=  73 4/4/2020   n=   9 now=    6997 end=      51701      1838      6333 U=    22.21 T=   99.8 p1= 638.9 p2=    13.5 ed=   152 6/22/2020   x1=  64. x2=  73. y1=  1.61 y2=  1.21     
GP: Confirmed US_Michigan_Macomb 4/4/2020         73    6997    -        1838     6333     2   152 6/22/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .997587 cc2=  .664254 lx= 10.85324 if=  65 il=  73 4/4/2020   n=   8 now=    6997 end=      51701      1838      6333 U=    21.37 T=   98.8 p1= 638.9 p2=    13.5 ed=   149 6/19/2020   x1=  65. x2=  73. y1=  1.58 y2=  1.21     
GP: Confirmed US_Michigan_Macomb 4/4/2020         73    6997    -        1838     6333     2   149 6/19/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .996575 cc2=  .643022 lx= 10.85324 if=  66 il=  73 4/4/2020   n=   7 now=    6997 end=      51701      1838      6333 U=    22.21 T=   99.8 p1= 638.9 p2=    13.5 ed=   152 6/22/2020   x1=  66. x2=  73. y1=  1.52 y2=  1.21     
GP: Confirmed US_Michigan_Macomb 4/4/2020         73    6997    -        1838     6333     2   152 6/22/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .997851 cc2=  .619886 lx= 10.85324 if=  67 il=  73 4/4/2020   n=   6 now=    6997 end=      51701      1838      6333 U=    21.28 T=   98.6 p1= 638.9 p2=    13.5 ed=   148 6/18/2020   x1=  67. x2=  73. y1=  1.49 y2=  1.21     
GP: Confirmed US_Michigan_Macomb 4/4/2020         73    6997    -        1838     6333     2   148 6/18/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .998596 cc2=  .590348 lx=  9.68324 if=  68 il=  73 4/4/2020   n=   5 now=    6997 end=      16046      1838      6333 U=    14.05 T=   83.9 p1= 129.3 p2=    43.6 ed=   117 5/18/2020   x1=  68. x2=  73. y1=  1.13 y2=   .77     
GP: Confirmed US_Michigan_Macomb 4/4/2020         73    6997    16046    1838     6333     2   117 5/18/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .994699 cc2=  .786184 lx=  8.67324 if=  52 il=  74 4/5/2020   n=  22 now=    6997 end=       5844      2003      3231 U=    10.52 T=   74.7 p1= -16.5 p2=   119.7 ed=    99 4/30/2020   x1=  52. x2=  74. y1=  2.16 y2=   .07     
GP: Confirmed US_Michigan_Macomb 4/5/2020         74    6997     5844    2003     3231     1    99 4/30/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .994074 cc2=  .780873 lx=  8.72324 if=  53 il=  74 4/5/2020   n=  21 now=    6997 end=       6144      2003      3231 U=    10.66 T=   75.2 p1= -12.2 p2=   113.9 ed=   100 5/1/2020    x1=  53. x2=  74. y1=  2.08 y2=   .11     
GP: Confirmed US_Michigan_Macomb 4/5/2020         74    6997     6144    2003     3231     1   100 5/1/2020  
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .993572 cc2=  .775354 lx=  8.81324 if=  54 il=  74 4/5/2020   n=  20 now=    6997 end=       6722      2003      3231 U=    11.38 T=   76.2 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  54. x2=  74. y1=  1.95 y2=   .19     
GP: Confirmed US_Michigan_Macomb 4/5/2020         74    6997     6722    2003     3231     1   103 5/4/2020  
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .992607 cc2=  .769000 lx=  8.85324 if=  55 il=  74 4/5/2020   n=  19 now=    6997 end=       6996      2003      3231 U=    11.25 T=   76.5 p1=    .0 p2=   100.0 ed=   103 5/4/2020    x1=  55. x2=  74. y1=  1.91 y2=   .22     
GP: Confirmed US_Michigan_Macomb 4/5/2020         74    6997     6996    2003     3231     1   103 5/4/2020  
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .992291 cc2=  .762875 lx=  9.05324 if=  56 il=  74 4/5/2020   n=  18 now=    6997 end=       8546      2003      3231 U=    11.71 T=   78.4 p1=  22.1 p2=    81.9 ed=   105 5/6/2020    x1=  56. x2=  74. y1=  1.91 y2=   .37     
GP: Confirmed US_Michigan_Macomb 4/5/2020         74    6997     8546    2003     3231     1   105 5/6/2020  
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .999159 cc2=  .763456 lx= 10.85324 if=  57 il=  74 4/5/2020   n=  17 now=    6997 end=      51701      2003      3231 U=    22.83 T=  100.9 p1= 638.9 p2=    13.5 ed=   154 6/24/2020   x1=  57. x2=  74. y1=  1.92 y2=  1.18     
GP: Confirmed US_Michigan_Macomb 4/5/2020         74    6997    -        2003     3231     1   154 6/24/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .999059 cc2=  .756524 lx= 10.85324 if=  58 il=  74 4/5/2020   n=  16 now=    6997 end=      51701      2003      3231 U=    23.63 T=  101.9 p1= 638.9 p2=    13.5 ed=   157 6/27/2020   x1=  58. x2=  74. y1=  1.86 y2=  1.18     
GP: Confirmed US_Michigan_Macomb 4/5/2020         74    6997    -        2003     3231     1   157 6/27/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .999052 cc2=  .749052 lx= 10.85324 if=  59 il=  74 4/5/2020   n=  15 now=    6997 end=      51701      2003      3231 U=    23.01 T=  101.1 p1= 638.9 p2=    13.5 ed=   155 6/25/2020   x1=  59. x2=  74. y1=  1.83 y2=  1.18     
GP: Confirmed US_Michigan_Macomb 4/5/2020         74    6997    -        2003     3231     1   155 6/25/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .998850 cc2=  .740651 lx= 10.85324 if=  60 il=  74 4/5/2020   n=  14 now=    6997 end=      51701      2003      3231 U=    23.41 T=  101.6 p1= 638.9 p2=    13.5 ed=   156 6/26/2020   x1=  60. x2=  74. y1=  1.78 y2=  1.18     
GP: Confirmed US_Michigan_Macomb 4/5/2020         74    6997    -        2003     3231     1   156 6/26/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .998699 cc2=  .731438 lx= 10.85324 if=  61 il=  74 4/5/2020   n=  13 now=    6997 end=      51701      2003      3231 U=    23.23 T=  101.4 p1= 638.9 p2=    13.5 ed=   156 6/26/2020   x1=  61. x2=  74. y1=  1.74 y2=  1.18     
GP: Confirmed US_Michigan_Macomb 4/5/2020         74    6997    -        2003     3231     1   156 6/26/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .998442 cc2=  .721092 lx= 10.85324 if=  62 il=  74 4/5/2020   n=  12 now=    6997 end=      51701      2003      3231 U=    23.33 T=  101.5 p1= 638.9 p2=    13.5 ed=   156 6/26/2020   x1=  62. x2=  74. y1=  1.69 y2=  1.18     
GP: Confirmed US_Michigan_Macomb 4/5/2020         74    6997    -        2003     3231     1   156 6/26/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .998220 cc2=  .709545 lx= 10.85324 if=  63 il=  74 4/5/2020   n=  11 now=    6997 end=      51701      2003      3231 U=    23.28 T=  101.4 p1= 638.9 p2=    13.5 ed=   156 6/26/2020   x1=  63. x2=  74. y1=  1.65 y2=  1.18     
GP: Confirmed US_Michigan_Macomb 4/5/2020         74    6997    -        2003     3231     1   156 6/26/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .997984 cc2=  .696472 lx= 10.85324 if=  64 il=  74 4/5/2020   n=  10 now=    6997 end=      51701      2003      3231 U=    23.19 T=  101.3 p1= 638.9 p2=    13.5 ed=   156 6/26/2020   x1=  64. x2=  74. y1=  1.61 y2=  1.18     
GP: Confirmed US_Michigan_Macomb 4/5/2020         74    6997    -        2003     3231     1   156 6/26/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .997725 cc2=  .681497 lx= 10.85324 if=  65 il=  74 4/5/2020   n=   9 now=    6997 end=      51701      2003      3231 U=    22.48 T=  100.5 p1= 638.9 p2=    13.5 ed=   153 6/23/2020   x1=  65. x2=  74. y1=  1.58 y2=  1.18     
GP: Confirmed US_Michigan_Macomb 4/5/2020         74    6997    -        2003     3231     1   153 6/23/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .996872 cc2=  .663539 lx= 10.85324 if=  66 il=  74 4/5/2020   n=   8 now=    6997 end=      51701      2003      3231 U=    23.45 T=  101.6 p1= 638.9 p2=    13.5 ed=   156 6/26/2020   x1=  66. x2=  74. y1=  1.52 y2=  1.18     
GP: Confirmed US_Michigan_Macomb 4/5/2020         74    6997    -        2003     3231     1   156 6/26/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .997198 cc2=  .643645 lx=  9.44324 if=  67 il=  74 4/5/2020   n=   7 now=    6997 end=      12622      2003      3231 U=    14.20 T=   82.7 p1=  80.4 p2=    55.4 ed=   116 5/17/2020   x1=  67. x2=  74. y1=  1.10 y2=   .61     
GP: Confirmed US_Michigan_Macomb 4/5/2020         74    6997    12622    2003     3231     1   116 5/17/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .997987 cc2=  .620023 lx=  8.47324 if=  68 il=  74 4/5/2020   n=   6 now=    6997 end=       4784      2003      3231 U=     7.78 T=   72.9 p1= -31.6 p2=   146.3 ed=    91 4/22/2020   x1=  68. x2=  74. y1=   .63 y2=  -.14     
GP: Confirmed US_Michigan_Macomb 4/5/2020         74    6997     4784    2003     3231     1    91 4/22/2020 
AAA1     1 US_Michigan_Macomb Confirmed cc1=  .999086 cc2=  .590838 lx=  8.10324 if=  69 il=  74 4/5/2020   n=   5 now=    6997 end=       3305      2003      3231 U=     5.03 T=   70.5 p1= -52.8 p2=   211.7 ed=    82 4/13/2020   x1=  69. x2=  74. y1=   .30 y2=  -.69 BEST
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .999086 cc2=  .590838 lx=  8.10124 if=  69 il=  74 4/5/2020   n=   5 now=    6997 end=       3305      2003      3231 U=     5.03 T=   70.5 p1= -52.8 p2=   211.7 ed=    82 4/13/2020   x1=  69. x2=  74. y1=   .30 y2=  -.69 BEST
GP: Confirmed US_Michigan_Macomb 4/5/2020         74    6997     3305    2003     3231     1    82 4/13/2020 
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .995323 cc2=  .791199 lx=  8.69324 if=  52 il=  75 4/6/2020   n=  23 now=    6997 end=       5962      2159      2714 U=    10.71 T=   75.2 p1= -14.8 p2=   117.4 ed=   100 5/1/2020    x1=  52. x2=  75. y1=  2.16 y2=   .02     
GP: Confirmed US_Michigan_Macomb 4/6/2020         75    6997     5962    2159     2714     1   100 5/1/2020  
AAA2     1 US_Michigan_Macomb Confirmed cc1=  .994807 cc2=  .786293 lx=  8.74324 if=  53 il=  75 4/6/2020   n=  22 now=    6997 end=       6268      2159      2714 U=    10.88 T=   75.7 p1= -10.4 p2=   111.6 ed=   101 5/2/2020    x1=  53. x2=  75. y1=  2.09 y2=   .06     
