TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        8035.00000        8.99156
TAB:  US_Florida_Broward Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_Florida_Broward 4/27/2020        96    8035     6072    4794     6062    11   108 5/9/2020  
AAA1     1 US_Florida_Broward Confirmed cc1=  .999025 cc2=  .834626 lx=  8.71156 if=  60 il=  96 4/27/2020  n=  36 now=    8035 end=       6072      4794      6062 U=    13.61 T=   76.4 p1= -24.4 p2=   132.3 ed=   108 5/9/2020    x1=  60. x2=  96. y1=  1.20 y2= -1.44 BEST
AAA2     1 US_Florida_Broward Confirmed cc1=  .999026 cc2=  .834626 lx=  8.71356 if=  60 il=  96 4/27/2020  n=  36 now=    8035 end=       6072      4794      6062 U=    13.61 T=   76.4 p1= -24.4 p2=   132.3 ed=   108 5/9/2020    x1=  60. x2=  96. y1=  1.20 y2= -1.44 BEST
GP: Confirmed US_Florida_Broward 4/27/2020        96    8035     6072    4794     6062    11   108 5/9/2020  
AAA1     1 US_Florida_Broward Confirmed cc1=  .998946 cc2=  .832279 lx=  8.71156 if=  61 il=  96 4/27/2020  n=  35 now=    8035 end=       6072      4794      6062 U=    13.53 T=   76.5 p1= -24.4 p2=   132.3 ed=   108 5/9/2020    x1=  61. x2=  96. y1=  1.14 y2= -1.44 BEST
AAA2     1 US_Florida_Broward Confirmed cc1=  .998947 cc2=  .832279 lx=  8.71556 if=  61 il=  96 4/27/2020  n=  35 now=    8035 end=       6072      4794      6062 U=    13.53 T=   76.5 p1= -24.4 p2=   132.3 ed=   108 5/9/2020    x1=  61. x2=  96. y1=  1.14 y2= -1.44 BEST
GP: Confirmed US_Florida_Broward 4/27/2020        96    8035     6072    4794     6062    11   108 5/9/2020  
AAA2     1 US_Florida_Broward Confirmed cc1=  .998882 cc2=  .829851 lx=  8.72156 if=  62 il=  96 4/27/2020  n=  34 now=    8035 end=       6133      4794      6062 U=    13.64 T=   76.9 p1= -23.7 p2=   131.0 ed=   109 5/10/2020   x1=  62. x2=  96. y1=  1.09 y2= -1.40     
GP: Confirmed US_Florida_Broward 4/27/2020        96    8035     6133    4794     6062    11   109 5/10/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .998881 cc2=  .827383 lx=  8.73156 if=  63 il=  96 4/27/2020  n=  33 now=    8035 end=       6195      4794      6062 U=    13.68 T=   77.4 p1= -22.9 p2=   129.7 ed=   109 5/10/2020   x1=  63. x2=  96. y1=  1.05 y2= -1.36     
GP: Confirmed US_Florida_Broward 4/27/2020        96    8035     6195    4794     6062    11   109 5/10/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .999128 cc2=  .825050 lx=  8.75156 if=  64 il=  96 4/27/2020  n=  32 now=    8035 end=       6320      4794      6062 U=    14.46 T=   77.4 p1= -21.3 p2=   127.1 ed=   111 5/12/2020   x1=  64. x2=  96. y1=   .93 y2= -1.29     
GP: Confirmed US_Florida_Broward 4/27/2020        96    8035     6320    4794     6062    11   111 5/12/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .999176 cc2=  .822399 lx=  8.76156 if=  65 il=  96 4/27/2020  n=  31 now=    8035 end=       6384      4794      6062 U=    14.75 T=   77.6 p1= -20.5 p2=   125.9 ed=   112 5/13/2020   x1=  65. x2=  96. y1=   .85 y2= -1.25     
GP: Confirmed US_Florida_Broward 4/27/2020        96    8035     6384    4794     6062    11   112 5/13/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .999240 cc2=  .819635 lx=  8.78156 if=  66 il=  96 4/27/2020  n=  30 now=    8035 end=       6513      4794      6062 U=    15.67 T=   77.5 p1= -18.9 p2=   123.4 ed=   114 5/15/2020   x1=  66. x2=  96. y1=   .73 y2= -1.18     
GP: Confirmed US_Florida_Broward 4/27/2020        96    8035     6513    4794     6062    11   114 5/15/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .999162 cc2=  .816587 lx=  8.78156 if=  67 il=  96 4/27/2020  n=  29 now=    8035 end=       6513      4794      6062 U=    15.26 T=   78.0 p1= -18.9 p2=   123.4 ed=   113 5/14/2020   x1=  67. x2=  96. y1=   .72 y2= -1.18     
GP: Confirmed US_Florida_Broward 4/27/2020        96    8035     6513    4794     6062    11   113 5/14/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .999285 cc2=  .813590 lx=  8.80156 if=  68 il=  96 4/27/2020  n=  28 now=    8035 end=       6644      4794      6062 U=    16.66 T=   77.3 p1= -17.3 p2=   120.9 ed=   116 5/17/2020   x1=  68. x2=  96. y1=   .56 y2= -1.12     
GP: Confirmed US_Florida_Broward 4/27/2020        96    8035     6644    4794     6062    11   116 5/17/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .999328 cc2=  .810346 lx=  8.79156 if=  69 il=  96 4/27/2020  n=  27 now=    8035 end=       6578      4794      6062 U=    16.14 T=   77.4 p1= -18.1 p2=   122.1 ed=   115 5/16/2020   x1=  69. x2=  96. y1=   .52 y2= -1.15     
GP: Confirmed US_Florida_Broward 4/27/2020        96    8035     6578    4794     6062    11   115 5/16/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .999279 cc2=  .806829 lx=  8.78156 if=  70 il=  96 4/27/2020  n=  26 now=    8035 end=       6513      4794      6062 U=    15.36 T=   77.8 p1= -18.9 p2=   123.4 ed=   114 5/15/2020   x1=  70. x2=  96. y1=   .51 y2= -1.18     
GP: Confirmed US_Florida_Broward 4/27/2020        96    8035     6513    4794     6062    11   114 5/15/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .999341 cc2=  .803225 lx=  8.80156 if=  71 il=  96 4/27/2020  n=  25 now=    8035 end=       6644      4794      6062 U=    16.39 T=   77.7 p1= -17.3 p2=   120.9 ed=   116 5/17/2020   x1=  71. x2=  96. y1=   .41 y2= -1.12     
GP: Confirmed US_Florida_Broward 4/27/2020        96    8035     6644    4794     6062    11   116 5/17/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .999262 cc2=  .799262 lx=  8.80156 if=  72 il=  96 4/27/2020  n=  24 now=    8035 end=       6644      4794      6062 U=    16.29 T=   77.8 p1= -17.3 p2=   120.9 ed=   116 5/17/2020   x1=  72. x2=  96. y1=   .35 y2= -1.12     
GP: Confirmed US_Florida_Broward 4/27/2020        96    8035     6644    4794     6062    11   116 5/17/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .999168 cc2=  .795044 lx=  8.80156 if=  73 il=  96 4/27/2020  n=  23 now=    8035 end=       6644      4794      6062 U=    16.41 T=   77.6 p1= -17.3 p2=   120.9 ed=   116 5/17/2020   x1=  73. x2=  96. y1=   .28 y2= -1.12     
GP: Confirmed US_Florida_Broward 4/27/2020        96    8035     6644    4794     6062    11   116 5/17/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .999058 cc2=  .790543 lx=  8.80156 if=  74 il=  96 4/27/2020  n=  22 now=    8035 end=       6644      4794      6062 U=    16.30 T=   77.8 p1= -17.3 p2=   120.9 ed=   116 5/17/2020   x1=  74. x2=  96. y1=   .23 y2= -1.12     
GP: Confirmed US_Florida_Broward 4/27/2020        96    8035     6644    4794     6062    11   116 5/17/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .998777 cc2=  .780559 lx=  8.79156 if=  76 il=  96 4/27/2020  n=  20 now=    8035 end=       6578      4794      6062 U=    16.27 T=   77.3 p1= -18.1 p2=   122.1 ed=   115 5/16/2020   x1=  76. x2=  96. y1=   .08 y2= -1.15     
GP: Confirmed US_Florida_Broward 4/27/2020        96    8035     6578    4794     6062    11   115 5/16/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .998641 cc2=  .775034 lx=  8.78156 if=  77 il=  96 4/27/2020  n=  19 now=    8035 end=       6513      4794      6062 U=    15.85 T=   77.3 p1= -18.9 p2=   123.4 ed=   114 5/15/2020   x1=  77. x2=  96. y1=   .02 y2= -1.18     
GP: Confirmed US_Florida_Broward 4/27/2020        96    8035     6513    4794     6062    11   114 5/15/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .998444 cc2=  .769028 lx=  8.77156 if=  78 il=  96 4/27/2020  n=  18 now=    8035 end=       6448      4794      6062 U=    15.24 T=   77.5 p1= -19.8 p2=   124.6 ed=   113 5/14/2020   x1=  78. x2=  96. y1=  -.03 y2= -1.22     
GP: Confirmed US_Florida_Broward 4/27/2020        96    8035     6448    4794     6062    11   113 5/14/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .998215 cc2=  .762513 lx=  8.79156 if=  79 il=  96 4/27/2020  n=  17 now=    8035 end=       6578      4794      6062 U=    16.07 T=   77.5 p1= -18.1 p2=   122.1 ed=   115 5/16/2020   x1=  79. x2=  96. y1=  -.09 y2= -1.15     
GP: Confirmed US_Florida_Broward 4/27/2020        96    8035     6578    4794     6062    11   115 5/16/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .997883 cc2=  .755348 lx=  8.79156 if=  80 il=  96 4/27/2020  n=  16 now=    8035 end=       6578      4794      6062 U=    16.15 T=   77.4 p1= -18.1 p2=   122.1 ed=   115 5/16/2020   x1=  80. x2=  96. y1=  -.16 y2= -1.15     
GP: Confirmed US_Florida_Broward 4/27/2020        96    8035     6578    4794     6062    11   115 5/16/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .997459 cc2=  .747459 lx=  8.79156 if=  81 il=  96 4/27/2020  n=  15 now=    8035 end=       6578      4794      6062 U=    16.09 T=   77.5 p1= -18.1 p2=   122.1 ed=   115 5/16/2020   x1=  81. x2=  96. y1=  -.22 y2= -1.15     
GP: Confirmed US_Florida_Broward 4/27/2020        96    8035     6578    4794     6062    11   115 5/16/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .996932 cc2=  .738733 lx=  8.80156 if=  82 il=  96 4/27/2020  n=  14 now=    8035 end=       6644      4794      6062 U=    17.17 T=   76.8 p1= -17.3 p2=   120.9 ed=   117 5/18/2020   x1=  82. x2=  96. y1=  -.30 y2= -1.12     
GP: Confirmed US_Florida_Broward 4/27/2020        96    8035     6644    4794     6062    11   117 5/18/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .996916 cc2=  .729655 lx=  8.74156 if=  83 il=  96 4/27/2020  n=  13 now=    8035 end=       6257      4794      6062 U=    14.53 T=   76.8 p1= -22.1 p2=   128.4 ed=   111 5/12/2020   x1=  83. x2=  96. y1=  -.43 y2= -1.32     
GP: Confirmed US_Florida_Broward 4/27/2020        96    8035     6257    4794     6062    11   111 5/12/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .991114 cc2=  .637561 lx=  8.55156 if=  89 il=  96 4/27/2020  n=   7 now=    8035 end=       5174      4794      6062 U=     6.16 T=   80.2 p1= -35.6 p2=   155.3 ed=    94 4/25/2020   x1=  89. x2=  96. y1= -1.43 y2= -2.57     
GP: Confirmed US_Florida_Broward 4/27/2020        96    8035     5174    4794     6062    11    94 4/25/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .994337 cc2=  .616373 lx=  8.51156 if=  90 il=  96 4/27/2020  n=   6 now=    8035 end=       4971      4794      6062 U=     3.81 T=   83.4 p1= -38.1 p2=   161.6 ed=    92 4/23/2020   x1=  90. x2=  96. y1= -1.74 y2= -3.31     
GP: Confirmed US_Florida_Broward 4/27/2020        96    8035     4971    4794     6062    11    92 4/23/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .997446 cc2=  .589198 lx=  8.50156 if=  91 il=  96 4/27/2020  n=   5 now=    8035 end=       4922      4794      6062 U=     2.86 T=   85.6 p1= -38.7 p2=   163.2 ed=    92 4/23/2020   x1=  91. x2=  96. y1= -1.88 y2= -3.63     
GP: Confirmed US_Florida_Broward 4/27/2020        96    8035     4922    4794     6062    11    92 4/23/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .999236 cc2=  .861876 lx=  8.73156 if=  45 il=  97 4/28/2020  n=  52 now=    8035 end=       6195      4847      6073 U=    14.90 T=   76.1 p1= -22.9 p2=   129.7 ed=   111 5/12/2020   x1=  45. x2=  97. y1=  2.08 y2= -1.40     
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6195    4847     6073    10   111 5/12/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .999401 cc2=  .860726 lx=  8.73156 if=  46 il=  97 4/28/2020  n=  51 now=    8035 end=       6195      4847      6073 U=    14.62 T=   76.5 p1= -22.9 p2=   129.7 ed=   110 5/11/2020   x1=  46. x2=  97. y1=  2.08 y2= -1.40     
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6195    4847     6073    10   110 5/11/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .999455 cc2=  .859427 lx=  8.72156 if=  47 il=  97 4/28/2020  n=  50 now=    8035 end=       6133      4847      6073 U=    14.38 T=   76.2 p1= -23.7 p2=   131.0 ed=   110 5/11/2020   x1=  47. x2=  97. y1=  2.03 y2= -1.45     
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6133    4847     6073    10   110 5/11/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .999496 cc2=  .858075 lx=  8.72156 if=  48 il=  97 4/28/2020  n=  49 now=    8035 end=       6133      4847      6073 U=    14.25 T=   76.4 p1= -23.7 p2=   131.0 ed=   110 5/11/2020   x1=  48. x2=  97. y1=  1.99 y2= -1.45     
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6133    4847     6073    10   110 5/11/2020 
AAA1     1 US_Florida_Broward Confirmed cc1=  .999510 cc2=  .856653 lx=  8.71156 if=  49 il=  97 4/28/2020  n=  48 now=    8035 end=       6072      4847      6073 U=    13.79 T=   76.5 p1= -24.4 p2=   132.3 ed=   109 5/10/2020   x1=  49. x2=  97. y1=  1.99 y2= -1.49 BEST
AAA2     1 US_Florida_Broward Confirmed cc1=  .999510 cc2=  .856653 lx=  8.71356 if=  49 il=  97 4/28/2020  n=  48 now=    8035 end=       6072      4847      6073 U=    13.79 T=   76.5 p1= -24.4 p2=   132.3 ed=   109 5/10/2020   x1=  49. x2=  97. y1=  1.99 y2= -1.49 BEST
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6072    4847     6073    10   109 5/10/2020 
AAA1     1 US_Florida_Broward Confirmed cc1=  .999479 cc2=  .855141 lx=  8.71156 if=  50 il=  97 4/28/2020  n=  47 now=    8035 end=       6072      4847      6073 U=    13.82 T=   76.4 p1= -24.4 p2=   132.3 ed=   109 5/10/2020   x1=  50. x2=  97. y1=  1.91 y2= -1.49 BEST
AAA2     1 US_Florida_Broward Confirmed cc1=  .999479 cc2=  .855141 lx=  8.71356 if=  50 il=  97 4/28/2020  n=  47 now=    8035 end=       6072      4847      6073 U=    13.82 T=   76.4 p1= -24.4 p2=   132.3 ed=   109 5/10/2020   x1=  50. x2=  97. y1=  1.91 y2= -1.49 BEST
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6072    4847     6073    10   109 5/10/2020 
AAA1     1 US_Florida_Broward Confirmed cc1=  .999445 cc2=  .853580 lx=  8.71156 if=  51 il=  97 4/28/2020  n=  46 now=    8035 end=       6072      4847      6073 U=    13.80 T=   76.4 p1= -24.4 p2=   132.3 ed=   109 5/10/2020   x1=  51. x2=  97. y1=  1.84 y2= -1.49 BEST
AAA2     1 US_Florida_Broward Confirmed cc1=  .999445 cc2=  .853580 lx=  8.71256 if=  51 il=  97 4/28/2020  n=  46 now=    8035 end=       6072      4847      6073 U=    13.80 T=   76.4 p1= -24.4 p2=   132.3 ed=   109 5/10/2020   x1=  51. x2=  97. y1=  1.84 y2= -1.49 BEST
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6072    4847     6073    10   109 5/10/2020 
AAA1     1 US_Florida_Broward Confirmed cc1=  .999408 cc2=  .851966 lx=  8.71156 if=  52 il=  97 4/28/2020  n=  45 now=    8035 end=       6072      4847      6073 U=    13.92 T=   76.3 p1= -24.4 p2=   132.3 ed=   109 5/10/2020   x1=  52. x2=  97. y1=  1.74 y2= -1.49 BEST
AAA2     1 US_Florida_Broward Confirmed cc1=  .999408 cc2=  .851966 lx=  8.71256 if=  52 il=  97 4/28/2020  n=  45 now=    8035 end=       6072      4847      6073 U=    13.92 T=   76.3 p1= -24.4 p2=   132.3 ed=   109 5/10/2020   x1=  52. x2=  97. y1=  1.74 y2= -1.49 BEST
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6072    4847     6073    10   109 5/10/2020 
AAA1     1 US_Florida_Broward Confirmed cc1=  .999379 cc2=  .850308 lx=  8.71156 if=  53 il=  97 4/28/2020  n=  44 now=    8035 end=       6072      4847      6073 U=    14.08 T=   76.0 p1= -24.4 p2=   132.3 ed=   109 5/10/2020   x1=  53. x2=  97. y1=  1.63 y2= -1.49 BEST
AAA2     1 US_Florida_Broward Confirmed cc1=  .999379 cc2=  .850308 lx=  8.71056 if=  53 il=  97 4/28/2020  n=  44 now=    8035 end=       6072      4847      6073 U=    14.08 T=   76.0 p1= -24.4 p2=   132.3 ed=   109 5/10/2020   x1=  53. x2=  97. y1=  1.63 y2= -1.49 BEST
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6072    4847     6073    10   109 5/10/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .999403 cc2=  .848647 lx=  8.70156 if=  54 il=  97 4/28/2020  n=  43 now=    8035 end=       6012      4847      6073 U=    13.57 T=   76.2 p1= -25.2 p2=   133.6 ed=   108 5/9/2020    x1=  54. x2=  97. y1=  1.63 y2= -1.54     
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6012    4847     6073    10   108 5/9/2020  
AAA2     1 US_Florida_Broward Confirmed cc1=  .999361 cc2=  .846863 lx=  8.70156 if=  55 il=  97 4/28/2020  n=  42 now=    8035 end=       6012      4847      6073 U=    13.50 T=   76.3 p1= -25.2 p2=   133.6 ed=   108 5/9/2020    x1=  55. x2=  97. y1=  1.57 y2= -1.54     
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6012    4847     6073    10   108 5/9/2020  
AAA1     1 US_Florida_Broward Confirmed cc1=  .999316 cc2=  .845012 lx=  8.71156 if=  56 il=  97 4/28/2020  n=  41 now=    8035 end=       6072      4847      6073 U=    13.76 T=   76.5 p1= -24.4 p2=   132.3 ed=   108 5/9/2020    x1=  56. x2=  97. y1=  1.49 y2= -1.49 BEST
AAA2     1 US_Florida_Broward Confirmed cc1=  .999319 cc2=  .845012 lx=  8.70656 if=  56 il=  97 4/28/2020  n=  41 now=    8035 end=       6072      4847      6073 U=    13.76 T=   76.5 p1= -24.4 p2=   132.3 ed=   108 5/9/2020    x1=  56. x2=  97. y1=  1.49 y2= -1.49 BEST
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6072    4847     6073    10   108 5/9/2020  
AAA2     1 US_Florida_Broward Confirmed cc1=  .999265 cc2=  .843091 lx=  8.70156 if=  57 il=  97 4/28/2020  n=  40 now=    8035 end=       6012      4847      6073 U=    13.54 T=   76.2 p1= -25.2 p2=   133.6 ed=   108 5/9/2020    x1=  57. x2=  97. y1=  1.42 y2= -1.54     
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6012    4847     6073    10   108 5/9/2020  
AAA1     1 US_Florida_Broward Confirmed cc1=  .999209 cc2=  .841095 lx=  8.71156 if=  58 il=  97 4/28/2020  n=  39 now=    8035 end=       6072      4847      6073 U=    13.73 T=   76.5 p1= -24.4 p2=   132.3 ed=   108 5/9/2020    x1=  58. x2=  97. y1=  1.35 y2= -1.49 BEST
AAA2     1 US_Florida_Broward Confirmed cc1=  .999212 cc2=  .841095 lx=  8.70656 if=  58 il=  97 4/28/2020  n=  39 now=    8035 end=       6072      4847      6073 U=    13.73 T=   76.5 p1= -24.4 p2=   132.3 ed=   108 5/9/2020    x1=  58. x2=  97. y1=  1.35 y2= -1.49 BEST
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6072    4847     6073    10   108 5/9/2020  
AAA1     1 US_Florida_Broward Confirmed cc1=  .999088 cc2=  .836867 lx=  8.71156 if=  60 il=  97 4/28/2020  n=  37 now=    8035 end=       6072      4847      6073 U=    13.74 T=   76.5 p1= -24.4 p2=   132.3 ed=   108 5/9/2020    x1=  60. x2=  97. y1=  1.20 y2= -1.49 BEST
AAA2     1 US_Florida_Broward Confirmed cc1=  .999089 cc2=  .836867 lx=  8.70956 if=  60 il=  97 4/28/2020  n=  37 now=    8035 end=       6072      4847      6073 U=    13.74 T=   76.5 p1= -24.4 p2=   132.3 ed=   108 5/9/2020    x1=  60. x2=  97. y1=  1.20 y2= -1.49 BEST
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6072    4847     6073    10   108 5/9/2020  
AAA1     1 US_Florida_Broward Confirmed cc1=  .999017 cc2=  .834618 lx=  8.71156 if=  61 il=  97 4/28/2020  n=  36 now=    8035 end=       6072      4847      6073 U=    13.67 T=   76.6 p1= -24.4 p2=   132.3 ed=   108 5/9/2020    x1=  61. x2=  97. y1=  1.14 y2= -1.49 BEST
AAA2     1 US_Florida_Broward Confirmed cc1=  .999017 cc2=  .834618 lx=  8.71056 if=  61 il=  97 4/28/2020  n=  36 now=    8035 end=       6072      4847      6073 U=    13.67 T=   76.6 p1= -24.4 p2=   132.3 ed=   108 5/9/2020    x1=  61. x2=  97. y1=  1.14 y2= -1.49 BEST
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6072    4847     6073    10   108 5/9/2020  
AAA1     1 US_Florida_Broward Confirmed cc1=  .998954 cc2=  .832288 lx=  8.71156 if=  62 il=  97 4/28/2020  n=  35 now=    8035 end=       6072      4847      6073 U=    13.57 T=   76.8 p1= -24.4 p2=   132.3 ed=   108 5/9/2020    x1=  62. x2=  97. y1=  1.09 y2= -1.49 BEST
AAA2     1 US_Florida_Broward Confirmed cc1=  .998955 cc2=  .832288 lx=  8.71456 if=  62 il=  97 4/28/2020  n=  35 now=    8035 end=       6072      4847      6073 U=    13.57 T=   76.8 p1= -24.4 p2=   132.3 ed=   108 5/9/2020    x1=  62. x2=  97. y1=  1.09 y2= -1.49 BEST
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6072    4847     6073    10   108 5/9/2020  
AAA2     1 US_Florida_Broward Confirmed cc1=  .998950 cc2=  .829920 lx=  8.72156 if=  63 il=  97 4/28/2020  n=  34 now=    8035 end=       6133      4847      6073 U=    13.64 T=   77.3 p1= -23.7 p2=   131.0 ed=   109 5/10/2020   x1=  63. x2=  97. y1=  1.05 y2= -1.45     
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6133    4847     6073    10   109 5/10/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .999159 cc2=  .827660 lx=  8.74156 if=  64 il=  97 4/28/2020  n=  33 now=    8035 end=       6257      4847      6073 U=    14.42 T=   77.3 p1= -22.1 p2=   128.4 ed=   111 5/12/2020   x1=  64. x2=  97. y1=   .92 y2= -1.36     
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6257    4847     6073    10   111 5/12/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .999188 cc2=  .825110 lx=  8.75156 if=  65 il=  97 4/28/2020  n=  32 now=    8035 end=       6320      4847      6073 U=    14.73 T=   77.5 p1= -21.3 p2=   127.1 ed=   112 5/13/2020   x1=  65. x2=  97. y1=   .85 y2= -1.33     
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6320    4847     6073    10   112 5/13/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .999226 cc2=  .822450 lx=  8.76156 if=  66 il=  97 4/28/2020  n=  31 now=    8035 end=       6384      4847      6073 U=    15.41 T=   77.1 p1= -20.5 p2=   125.9 ed=   113 5/14/2020   x1=  66. x2=  97. y1=   .72 y2= -1.29     
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6384    4847     6073    10   113 5/14/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .999150 cc2=  .819544 lx=  8.76156 if=  67 il=  97 4/28/2020  n=  30 now=    8035 end=       6384      4847      6073 U=    15.02 T=   77.6 p1= -20.5 p2=   125.9 ed=   113 5/14/2020   x1=  67. x2=  97. y1=   .71 y2= -1.29     
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6384    4847     6073    10   113 5/14/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .999227 cc2=  .816653 lx=  8.78156 if=  68 il=  97 4/28/2020  n=  29 now=    8035 end=       6513      4847      6073 U=    16.40 T=   77.0 p1= -18.9 p2=   123.4 ed=   115 5/16/2020   x1=  68. x2=  97. y1=   .55 y2= -1.22     
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6513    4847     6073    10   115 5/16/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .999272 cc2=  .813577 lx=  8.77156 if=  69 il=  97 4/28/2020  n=  28 now=    8035 end=       6448      4847      6073 U=    15.87 T=   77.1 p1= -19.8 p2=   124.6 ed=   114 5/15/2020   x1=  69. x2=  97. y1=   .51 y2= -1.25     
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6448    4847     6073    10   114 5/15/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .999227 cc2=  .810245 lx=  8.76156 if=  70 il=  97 4/28/2020  n=  27 now=    8035 end=       6384      4847      6073 U=    15.11 T=   77.5 p1= -20.5 p2=   125.9 ed=   113 5/14/2020   x1=  70. x2=  97. y1=   .50 y2= -1.29     
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6384    4847     6073    10   113 5/14/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .999241 cc2=  .806791 lx=  8.78156 if=  71 il=  97 4/28/2020  n=  26 now=    8035 end=       6513      4847      6073 U=    16.13 T=   77.3 p1= -18.9 p2=   123.4 ed=   115 5/16/2020   x1=  71. x2=  97. y1=   .39 y2= -1.22     
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6513    4847     6073    10   115 5/16/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .999160 cc2=  .803044 lx=  8.77156 if=  72 il=  97 4/28/2020  n=  25 now=    8035 end=       6448      4847      6073 U=    15.76 T=   77.2 p1= -19.8 p2=   124.6 ed=   114 5/15/2020   x1=  72. x2=  97. y1=   .33 y2= -1.25     
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6448    4847     6073    10   114 5/15/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .999055 cc2=  .799055 lx=  8.77156 if=  73 il=  97 4/28/2020  n=  24 now=    8035 end=       6448      4847      6073 U=    15.87 T=   77.1 p1= -19.8 p2=   124.6 ed=   114 5/15/2020   x1=  73. x2=  97. y1=   .26 y2= -1.25     
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6448    4847     6073    10   114 5/15/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .998942 cc2=  .794818 lx=  8.77156 if=  74 il=  97 4/28/2020  n=  23 now=    8035 end=       6448      4847      6073 U=    15.75 T=   77.3 p1= -19.8 p2=   124.6 ed=   114 5/15/2020   x1=  74. x2=  97. y1=   .21 y2= -1.25     
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6448    4847     6073    10   114 5/15/2020 
AAA2     1 US_Florida_Broward Confirmed cc1=  .998652 cc2=  .785451 lx=  8.76156 if=  76 il=  97 4/28/2020  n=  21 now=    8035 end=       6384      4847      6073 U=    15.67 T=   76.8 p1= -20.5 p2=   125.9 ed=   113 5/14/2020   x1=  76. x2=  97. y1=   .05 y2= -1.29     
GP: Confirmed US_Florida_Broward 4/28/2020        97    8035     6384    4847     6073    10   113 5/14/2020 
