TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       14374.00000        9.57318
TAB:  US_Arizona_Maricopa Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374     5559    4421     5576    16   114 5/15/2020 
AAA1     1 US_Arizona_Maricopa Confirmed cc1=  .992858 cc2=  .855497 lx=  8.61318 if=  49 il= 101 5/2/2020   n=  52 now=   14374 end=       5503      4421      5576 U=    14.71 T=   78.7 p1= -61.7 p2=   261.2 ed=   113 5/14/2020   x1=  49. x2= 101. y1=  2.02 y2= -1.52 BEST
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .992860 cc2=  .855497 lx=  8.61718 if=  49 il= 101 5/2/2020   n=  52 now=   14374 end=       5503      4421      5576 U=    14.71 T=   78.7 p1= -61.7 p2=   261.2 ed=   113 5/14/2020   x1=  49. x2= 101. y1=  2.02 y2= -1.52 BEST
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374     5503    4421     5576    16   113 5/14/2020 
AAA1     1 US_Arizona_Maricopa Confirmed cc1=  .992522 cc2=  .853847 lx=  8.61318 if=  50 il= 101 5/2/2020   n=  51 now=   14374 end=       5503      4421      5576 U=    14.43 T=   79.1 p1= -61.7 p2=   261.2 ed=   113 5/14/2020   x1=  50. x2= 101. y1=  2.02 y2= -1.52 BEST
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .992522 cc2=  .853847 lx=  8.61418 if=  50 il= 101 5/2/2020   n=  51 now=   14374 end=       5503      4421      5576 U=    14.43 T=   79.1 p1= -61.7 p2=   261.2 ed=   113 5/14/2020   x1=  50. x2= 101. y1=  2.02 y2= -1.52 BEST
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374     5503    4421     5576    16   113 5/14/2020 
AAA1     1 US_Arizona_Maricopa Confirmed cc1=  .992083 cc2=  .852055 lx=  8.61318 if=  51 il= 101 5/2/2020   n=  50 now=   14374 end=       5503      4421      5576 U=    14.14 T=   79.5 p1= -61.7 p2=   261.2 ed=   112 5/13/2020   x1=  51. x2= 101. y1=  2.02 y2= -1.52 BEST
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .992083 cc2=  .852055 lx=  8.61218 if=  51 il= 101 5/2/2020   n=  50 now=   14374 end=       5503      4421      5576 U=    14.14 T=   79.5 p1= -61.7 p2=   261.2 ed=   112 5/13/2020   x1=  51. x2= 101. y1=  2.02 y2= -1.52 BEST
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374     5503    4421     5576    16   112 5/13/2020 
AAA1     1 US_Arizona_Maricopa Confirmed cc1=  .991609 cc2=  .850187 lx=  8.61318 if=  52 il= 101 5/2/2020   n=  49 now=   14374 end=       5503      4421      5576 U=    14.02 T=   79.7 p1= -61.7 p2=   261.2 ed=   112 5/13/2020   x1=  52. x2= 101. y1=  1.98 y2= -1.52 BEST
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .991609 cc2=  .850187 lx=  8.61418 if=  52 il= 101 5/2/2020   n=  49 now=   14374 end=       5503      4421      5576 U=    14.02 T=   79.7 p1= -61.7 p2=   261.2 ed=   112 5/13/2020   x1=  52. x2= 101. y1=  1.98 y2= -1.52 BEST
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374     5503    4421     5576    16   112 5/13/2020 
AAA1     1 US_Arizona_Maricopa Confirmed cc1=  .991130 cc2=  .848273 lx=  8.61318 if=  53 il= 101 5/2/2020   n=  48 now=   14374 end=       5503      4421      5576 U=    13.73 T=   80.2 p1= -61.7 p2=   261.2 ed=   112 5/13/2020   x1=  53. x2= 101. y1=  1.98 y2= -1.52 BEST
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .991132 cc2=  .848273 lx=  8.61718 if=  53 il= 101 5/2/2020   n=  48 now=   14374 end=       5503      4421      5576 U=    13.73 T=   80.2 p1= -61.7 p2=   261.2 ed=   112 5/13/2020   x1=  53. x2= 101. y1=  1.98 y2= -1.52 BEST
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374     5503    4421     5576    16   112 5/13/2020 
AAA1     1 US_Arizona_Maricopa Confirmed cc1=  .990825 cc2=  .846487 lx=  8.62318 if=  54 il= 101 5/2/2020   n=  47 now=   14374 end=       5559      4421      5576 U=    14.02 T=   80.3 p1= -61.3 p2=   258.6 ed=   113 5/14/2020   x1=  54. x2= 101. y1=  1.88 y2= -1.47 BEST
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .990825 cc2=  .846487 lx=  8.62418 if=  54 il= 101 5/2/2020   n=  47 now=   14374 end=       5559      4421      5576 U=    14.02 T=   80.3 p1= -61.3 p2=   258.6 ed=   113 5/14/2020   x1=  54. x2= 101. y1=  1.88 y2= -1.47 BEST
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374     5559    4421     5576    16   113 5/14/2020 
AAA1     1 US_Arizona_Maricopa Confirmed cc1=  .990422 cc2=  .844557 lx=  8.63318 if=  55 il= 101 5/2/2020   n=  46 now=   14374 end=       5614      4421      5576 U=    13.97 T=   81.0 p1= -60.9 p2=   256.0 ed=   113 5/14/2020   x1=  55. x2= 101. y1=  1.86 y2= -1.43 BEST
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .990423 cc2=  .844557 lx=  8.63118 if=  55 il= 101 5/2/2020   n=  46 now=   14374 end=       5614      4421      5576 U=    13.97 T=   81.0 p1= -60.9 p2=   256.0 ed=   113 5/14/2020   x1=  55. x2= 101. y1=  1.86 y2= -1.43 BEST
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374     5614    4421     5576    16   113 5/14/2020 
AAA1     1 US_Arizona_Maricopa Confirmed cc1=  .990298 cc2=  .842857 lx=  8.64318 if=  56 il= 101 5/2/2020   n=  45 now=   14374 end=       5671      4421      5576 U=    13.97 T=   81.6 p1= -60.5 p2=   253.5 ed=   114 5/15/2020   x1=  56. x2= 101. y1=  1.83 y2= -1.39 BEST
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .990299 cc2=  .842857 lx=  8.64418 if=  56 il= 101 5/2/2020   n=  45 now=   14374 end=       5671      4421      5576 U=    13.97 T=   81.6 p1= -60.5 p2=   253.5 ed=   114 5/15/2020   x1=  56. x2= 101. y1=  1.83 y2= -1.39 BEST
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374     5671    4421     5576    16   114 5/15/2020 
AAA1     1 US_Arizona_Maricopa Confirmed cc1=  .990645 cc2=  .841574 lx=  8.66318 if=  57 il= 101 5/2/2020   n=  44 now=   14374 end=       5785      4421      5576 U=    14.52 T=   81.9 p1= -59.8 p2=   248.5 ed=   116 5/17/2020   x1=  57. x2= 101. y1=  1.72 y2= -1.31 BEST
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .990645 cc2=  .841574 lx=  8.66518 if=  57 il= 101 5/2/2020   n=  44 now=   14374 end=       5785      4421      5576 U=    14.52 T=   81.9 p1= -59.8 p2=   248.5 ed=   116 5/17/2020   x1=  57. x2= 101. y1=  1.72 y2= -1.31 BEST
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374     5785    4421     5576    16   116 5/17/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .993231 cc2=  .835117 lx=  8.83318 if=  62 il= 101 5/2/2020   n=  39 now=   14374 end=       6858      4421      5576 U=    18.69 T=   85.6 p1= -52.3 p2=   209.6 ed=   129 5/30/2020   x1=  62. x2= 101. y1=  1.26 y2=  -.82     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374     6858    4421     5576    16   129 5/30/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .993363 cc2=  .833235 lx=  8.87318 if=  63 il= 101 5/2/2020   n=  38 now=   14374 end=       7137      4421      5576 U=    19.55 T=   86.6 p1= -50.3 p2=   201.4 ed=   132 6/2/2020    x1=  63. x2= 101. y1=  1.21 y2=  -.74     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374     7137    4421     5576    16   132 6/2/2020  
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .993575 cc2=  .831354 lx=  8.91318 if=  64 il= 101 5/2/2020   n=  37 now=   14374 end=       7429      4421      5576 U=    20.30 T=   87.7 p1= -48.3 p2=   193.5 ed=   135 6/5/2020    x1=  64. x2= 101. y1=  1.17 y2=  -.66     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374     7429    4421     5576    16   135 6/5/2020  
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .994123 cc2=  .829724 lx=  8.98318 if=  65 il= 101 5/2/2020   n=  36 now=   14374 end=       7967      4421      5576 U=    22.14 T=   89.3 p1= -44.6 p2=   180.4 ed=   141 6/11/2020   x1=  65. x2= 101. y1=  1.10 y2=  -.53     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374     7967    4421     5576    16   141 6/11/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .994340 cc2=  .827674 lx=  9.04318 if=  66 il= 101 5/2/2020   n=  35 now=   14374 end=       8460      4421      5576 U=    23.25 T=   91.0 p1= -41.1 p2=   169.9 ed=   145 6/15/2020   x1=  66. x2= 101. y1=  1.07 y2=  -.43     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374     8460    4421     5576    16   145 6/15/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .995811 cc2=  .824312 lx=  9.29318 if=  68 il= 101 5/2/2020   n=  33 now=   14374 end=      10863      4421      5576 U=    29.45 T=   97.9 p1= -24.4 p2=   132.3 ed=   167 7/7/2020    x1=  68. x2= 101. y1=  1.01 y2=  -.11     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374    10863    4421     5576    16   167 7/7/2020  
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .996007 cc2=  .821930 lx=  9.41318 if=  69 il= 101 5/2/2020   n=  32 now=   14374 end=      12248      4421      5576 U=    32.31 T=  101.6 p1= -14.8 p2=   117.4 ed=   177 7/17/2020   x1=  69. x2= 101. y1=  1.01 y2=   .02     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374    12248    4421     5576    16   177 7/17/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .996136 cc2=  .819360 lx=  9.55318 if=  70 il= 101 5/2/2020   n=  31 now=   14374 end=      14089      4421      5576 U=    35.38 T=  106.2 p1=  -2.0 p2=   102.0 ed=   189 7/29/2020   x1=  70. x2= 101. y1=  1.02 y2=   .15     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374    14089    4421     5576    16   189 7/29/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .996397 cc2=  .816792 lx=  9.75318 if=  71 il= 101 5/2/2020   n=  30 now=   14374 end=      17208      4421      5576 U=    39.85 T=  113.2 p1=  19.7 p2=    83.5 ed=   207 8/16/2020   x1=  71. x2= 101. y1=  1.06 y2=   .31     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374    17208    4421     5576    16   207 8/16/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .998328 cc2=  .809346 lx= 11.57318 if=  74 il= 101 5/2/2020   n=  27 now=   14374 end=     106210      4421      5576 U=    84.06 T=  198.2 p1= 638.9 p2=    13.5 ed=   396 2/21/2021   x1=  74. x2= 101. y1=  1.48 y2=  1.16     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374    -        4421     5576    16   396 2/21/2021 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .998284 cc2=  .805834 lx= 11.57318 if=  75 il= 101 5/2/2020   n=  26 now=   14374 end=     106210      4421      5576 U=    85.71 T=  200.1 p1= 638.9 p2=    13.5 ed=   402 2/27/2021   x1=  75. x2= 101. y1=  1.46 y2=  1.16     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374    -        4421     5576    16   402 2/27/2021 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .998086 cc2=  .801970 lx= 11.57318 if=  76 il= 101 5/2/2020   n=  25 now=   14374 end=     106210      4421      5576 U=    85.19 T=  199.5 p1= 638.9 p2=    13.5 ed=   400 2/25/2021   x1=  76. x2= 101. y1=  1.45 y2=  1.16     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374    -        4421     5576    16   400 2/25/2021 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .997880 cc2=  .797880 lx= 11.57318 if=  77 il= 101 5/2/2020   n=  24 now=   14374 end=     106210      4421      5576 U=    84.63 T=  198.9 p1= 638.9 p2=    13.5 ed=   398 2/23/2021   x1=  77. x2= 101. y1=  1.44 y2=  1.16     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374    -        4421     5576    16   398 2/23/2021 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .997697 cc2=  .793572 lx= 11.57318 if=  78 il= 101 5/2/2020   n=  23 now=   14374 end=     106210      4421      5576 U=    86.98 T=  201.6 p1= 638.9 p2=    13.5 ed=   406 3/3/2021    x1=  78. x2= 101. y1=  1.42 y2=  1.16     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374    -        4421     5576    16   406 3/3/2021  
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .997078 cc2=  .778860 lx= 11.57318 if=  81 il= 101 5/2/2020   n=  20 now=   14374 end=     106210      4421      5576 U=    87.79 T=  202.5 p1= 638.9 p2=    13.5 ed=   409 3/6/2021    x1=  81. x2= 101. y1=  1.38 y2=  1.16     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374    -        4421     5576    16   409 3/6/2021  
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .997095 cc2=  .773488 lx= 11.57318 if=  82 il= 101 5/2/2020   n=  19 now=   14374 end=     106210      4421      5576 U=    86.27 T=  200.8 p1= 638.9 p2=    13.5 ed=   404 3/1/2021    x1=  82. x2= 101. y1=  1.38 y2=  1.16     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374    -        4421     5576    16   404 3/1/2021  
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .996924 cc2=  .767508 lx= 11.57318 if=  83 il= 101 5/2/2020   n=  18 now=   14374 end=     106210      4421      5576 U=    83.42 T=  197.5 p1= 638.9 p2=    13.5 ed=   394 2/19/2021   x1=  83. x2= 101. y1=  1.37 y2=  1.16     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374    -        4421     5576    16   394 2/19/2021 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .996384 cc2=  .760681 lx= 11.57318 if=  84 il= 101 5/2/2020   n=  17 now=   14374 end=     106210      4421      5576 U=    82.98 T=  197.0 p1= 638.9 p2=    13.5 ed=   392 2/17/2021   x1=  84. x2= 101. y1=  1.36 y2=  1.16     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374    -        4421     5576    16   392 2/17/2021 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .994944 cc2=  .736745 lx= 11.57318 if=  87 il= 101 5/2/2020   n=  14 now=   14374 end=     106210      4421      5576 U=    84.39 T=  198.6 p1= 638.9 p2=    13.5 ed=   397 2/22/2021   x1=  87. x2= 101. y1=  1.32 y2=  1.16     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374    -        4421     5576    16   397 2/22/2021 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .995044 cc2=  .727782 lx= 11.57318 if=  88 il= 101 5/2/2020   n=  13 now=   14374 end=     106210      4421      5576 U=    83.57 T=  197.7 p1= 638.9 p2=    13.5 ed=   394 2/19/2021   x1=  88. x2= 101. y1=  1.31 y2=  1.16     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374    -        4421     5576    16   394 2/19/2021 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .995662 cc2=  .718312 lx= 11.57318 if=  89 il= 101 5/2/2020   n=  12 now=   14374 end=     106210      4421      5576 U=    79.62 T=  193.1 p1= 638.9 p2=    13.5 ed=   381 2/6/2021    x1=  89. x2= 101. y1=  1.31 y2=  1.16     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374    -        4421     5576    16   381 2/6/2021  
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .994987 cc2=  .706312 lx= 11.57318 if=  90 il= 101 5/2/2020   n=  11 now=   14374 end=     106210      4421      5576 U=    78.36 T=  191.6 p1= 638.9 p2=    13.5 ed=   376 2/1/2021    x1=  90. x2= 101. y1=  1.30 y2=  1.16     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374    -        4421     5576    16   376 2/1/2021  
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .993973 cc2=  .692462 lx= 11.57318 if=  91 il= 101 5/2/2020   n=  10 now=   14374 end=     106210      4421      5576 U=    77.07 T=  190.1 p1= 638.9 p2=    13.5 ed=   372 1/28/2021   x1=  91. x2= 101. y1=  1.29 y2=  1.16     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374    -        4421     5576    16   372 1/28/2021 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .992448 cc2=  .676220 lx= 11.57318 if=  92 il= 101 5/2/2020   n=   9 now=   14374 end=     106210      4421      5576 U=    76.34 T=  189.3 p1= 638.9 p2=    13.5 ed=   369 1/25/2021   x1=  92. x2= 101. y1=  1.27 y2=  1.16     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374    -        4421     5576    16   369 1/25/2021 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .990527 cc2=  .657194 lx= 11.57318 if=  93 il= 101 5/2/2020   n=   8 now=   14374 end=     106210      4421      5576 U=    76.63 T=  189.6 p1= 638.9 p2=    13.5 ed=   370 1/26/2021   x1=  93. x2= 101. y1=  1.26 y2=  1.16     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374    -        4421     5576    16   370 1/26/2021 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .989977 cc2=  .636424 lx= 11.57318 if=  94 il= 101 5/2/2020   n=   7 now=   14374 end=     106210      4421      5576 U=    74.62 T=  187.3 p1= 638.9 p2=    13.5 ed=   363 1/19/2021   x1=  94. x2= 101. y1=  1.25 y2=  1.16     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374    -        4421     5576    16   363 1/19/2021 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .990446 cc2=  .612482 lx= 11.57318 if=  95 il= 101 5/2/2020   n=   6 now=   14374 end=     106210      4421      5576 U=    72.39 T=  184.7 p1= 638.9 p2=    13.5 ed=   355 1/11/2021   x1=  95. x2= 101. y1=  1.24 y2=  1.16     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374    -        4421     5576    16   355 1/11/2021 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .994265 cc2=  .586016 lx= 11.57318 if=  96 il= 101 5/2/2020   n=   5 now=   14374 end=     106210      4421      5576 U=    67.09 T=  178.6 p1= 638.9 p2=    13.5 ed=   336 12/23/2020  x1=  96. x2= 101. y1=  1.23 y2=  1.16     
GP: Confirmed US_Arizona_Maricopa 5/2/2020        101   14374    -        4421     5576    16   336 12/23/2020
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .933952 cc2=  .833448 lx= 11.57318 if=   4 il= 102 5/3/2020   n=  98 now=   14374 end=     106210      4585      6107 U=    75.17 T=  188.1 p1= 638.9 p2=    13.5 ed=   365 1/21/2021   x1=   4. x2= 102. y1=  2.45 y2=  1.15     
GP: Confirmed US_Arizona_Maricopa 5/3/2020        102   14374    -        4585     6107    14   365 1/21/2021 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .935943 cc2=  .834928 lx= 11.57318 if=   5 il= 102 5/3/2020   n=  97 now=   14374 end=     106210      4585      6107 U=    74.41 T=  187.2 p1= 638.9 p2=    13.5 ed=   362 1/18/2021   x1=   5. x2= 102. y1=  2.45 y2=  1.15     
GP: Confirmed US_Arizona_Maricopa 5/3/2020        102   14374    -        4585     6107    14   362 1/18/2021 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .937915 cc2=  .836381 lx= 11.57318 if=   6 il= 102 5/3/2020   n=  96 now=   14374 end=     106210      4585      6107 U=    73.64 T=  186.3 p1= 638.9 p2=    13.5 ed=   360 1/16/2021   x1=   6. x2= 102. y1=  2.45 y2=  1.15     
GP: Confirmed US_Arizona_Maricopa 5/3/2020        102   14374    -        4585     6107    14   360 1/16/2021 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .939867 cc2=  .837805 lx= 11.57318 if=   7 il= 102 5/3/2020   n=  95 now=   14374 end=     106210      4585      6107 U=    72.87 T=  185.4 p1= 638.9 p2=    13.5 ed=   357 1/13/2021   x1=   7. x2= 102. y1=  2.45 y2=  1.15     
GP: Confirmed US_Arizona_Maricopa 5/3/2020        102   14374    -        4585     6107    14   357 1/13/2021 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .941796 cc2=  .839198 lx= 11.57318 if=   8 il= 102 5/3/2020   n=  94 now=   14374 end=     106210      4585      6107 U=    72.11 T=  184.6 p1= 638.9 p2=    13.5 ed=   354 1/10/2021   x1=   8. x2= 102. y1=  2.45 y2=  1.15     
GP: Confirmed US_Arizona_Maricopa 5/3/2020        102   14374    -        4585     6107    14   354 1/10/2021 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .943699 cc2=  .840557 lx= 11.57318 if=   9 il= 102 5/3/2020   n=  93 now=   14374 end=     106210      4585      6107 U=    71.34 T=  183.7 p1= 638.9 p2=    13.5 ed=   352 1/8/2021    x1=   9. x2= 102. y1=  2.45 y2=  1.15     
GP: Confirmed US_Arizona_Maricopa 5/3/2020        102   14374    -        4585     6107    14   352 1/8/2021  
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .945576 cc2=  .841880 lx= 11.57318 if=  10 il= 102 5/3/2020   n=  92 now=   14374 end=     106210      4585      6107 U=    70.57 T=  182.8 p1= 638.9 p2=    13.5 ed=   349 1/5/2021    x1=  10. x2= 102. y1=  2.45 y2=  1.15     
GP: Confirmed US_Arizona_Maricopa 5/3/2020        102   14374    -        4585     6107    14   349 1/5/2021  
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .947422 cc2=  .843165 lx= 11.57318 if=  11 il= 102 5/3/2020   n=  91 now=   14374 end=     106210      4585      6107 U=    69.81 T=  181.9 p1= 638.9 p2=    13.5 ed=   346 1/2/2021    x1=  11. x2= 102. y1=  2.45 y2=  1.15     
GP: Confirmed US_Arizona_Maricopa 5/3/2020        102   14374    -        4585     6107    14   346 1/2/2021  
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .949261 cc2=  .844432 lx= 11.06318 if=  12 il= 102 5/3/2020   n=  90 now=   14374 end=      63778      4585      6107 U=    62.69 T=  162.7 p1= 343.7 p2=    22.5 ed=   310 11/27/2020  x1=  12. x2= 102. y1=  2.40 y2=   .97     
GP: Confirmed US_Arizona_Maricopa 5/3/2020        102   14374    -        4585     6107    14   310 11/27/2020
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .951117 cc2=  .845708 lx= 10.67318 if=  13 il= 102 5/3/2020   n=  89 now=   14374 end=      43181      4585      6107 U=    57.05 T=  148.1 p1= 200.4 p2=    33.3 ed=   282 10/30/2020  x1=  13. x2= 102. y1=  2.37 y2=   .81     
GP: Confirmed US_Arizona_Maricopa 5/3/2020        102   14374    -        4585     6107    14   282 10/30/2020
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .952985 cc2=  .846985 lx= 10.37318 if=  14 il= 102 5/3/2020   n=  88 now=   14374 end=      31989      4585      6107 U=    52.53 T=  136.9 p1= 122.5 p2=    44.9 ed=   260 10/8/2020   x1=  14. x2= 102. y1=  2.34 y2=   .66     
GP: Confirmed US_Arizona_Maricopa 5/3/2020        102   14374    31989    4585     6107    14   260 10/8/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .954860 cc2=  .848260 lx= 10.15318 if=  15 il= 102 5/3/2020   n=  87 now=   14374 end=      25672      4585      6107 U=    49.04 T=  128.7 p1=  78.6 p2=    56.0 ed=   244 9/22/2020   x1=  15. x2= 102. y1=  2.32 y2=   .54     
GP: Confirmed US_Arizona_Maricopa 5/3/2020        102   14374    25672    4585     6107    14   244 9/22/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .956737 cc2=  .849526 lx=  9.96318 if=  16 il= 102 5/3/2020   n=  86 now=   14374 end=      21230      4585      6107 U=    45.94 T=  121.6 p1=  47.7 p2=    67.7 ed=   230 9/8/2020    x1=  16. x2= 102. y1=  2.30 y2=   .43     
GP: Confirmed US_Arizona_Maricopa 5/3/2020        102   14374    21230    4585     6107    14   230 9/8/2020  
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .958612 cc2=  .850779 lx=  9.81318 if=  17 il= 102 5/3/2020   n=  85 now=   14374 end=      18272      4585      6107 U=    43.37 T=  116.1 p1=  27.1 p2=    78.7 ed=   218 8/27/2020   x1=  17. x2= 102. y1=  2.28 y2=   .32     
GP: Confirmed US_Arizona_Maricopa 5/3/2020        102   14374    18272    4585     6107    14   218 8/27/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .960482 cc2=  .852016 lx=  9.68318 if=  18 il= 102 5/3/2020   n=  84 now=   14374 end=      16045      4585      6107 U=    41.07 T=  111.3 p1=  11.6 p2=    89.6 ed=   208 8/17/2020   x1=  18. x2= 102. y1=  2.27 y2=   .23     
GP: Confirmed US_Arizona_Maricopa 5/3/2020        102   14374    16045    4585     6107    14   208 8/17/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .962342 cc2=  .853233 lx=  9.57318 if=  19 il= 102 5/3/2020   n=  83 now=   14374 end=      14373      4585      6107 U=    39.05 T=  107.2 p1=    .0 p2=   100.0 ed=   199 8/8/2020    x1=  19. x2= 102. y1=  2.26 y2=   .13     
GP: Confirmed US_Arizona_Maricopa 5/3/2020        102   14374    14373    4585     6107    14   199 8/8/2020  
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .964190 cc2=  .854426 lx=  9.47318 if=  20 il= 102 5/3/2020   n=  82 now=   14374 end=      13006      4585      6107 U=    37.16 T=  103.6 p1=  -9.5 p2=   110.5 ed=   191 7/31/2020   x1=  20. x2= 102. y1=  2.25 y2=   .04     
GP: Confirmed US_Arizona_Maricopa 5/3/2020        102   14374    13006    4585     6107    14   191 7/31/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .966022 cc2=  .855591 lx=  9.39318 if=  21 il= 102 5/3/2020   n=  81 now=   14374 end=      12006      4585      6107 U=    35.56 T=  100.6 p1= -16.5 p2=   119.7 ed=   184 7/24/2020   x1=  21. x2= 102. y1=  2.24 y2=  -.04     
GP: Confirmed US_Arizona_Maricopa 5/3/2020        102   14374    12006    4585     6107    14   184 7/24/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .967834 cc2=  .856723 lx=  9.32318 if=  22 il= 102 5/3/2020   n=  80 now=   14374 end=      11194      4585      6107 U=    34.10 T=   98.1 p1= -22.1 p2=   128.4 ed=   178 7/18/2020   x1=  22. x2= 102. y1=  2.23 y2=  -.11     
GP: Confirmed US_Arizona_Maricopa 5/3/2020        102   14374    11194    4585     6107    14   178 7/18/2020 
