TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       14374.00000        9.57318
TAB:  US_Arizona_Maricopa Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_Arizona_Maricopa 4/27/2020        96   14374    -        3457     4513    13   449 4/15/2021 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .997197 cc2=  .663864 lx= 11.57318 if=  88 il=  96 4/27/2020  n=   8 now=   14374 end=     106210      3457      4513 U=    98.71 T=  217.5 p1= 638.9 p2=    13.5 ed=   450 4/16/2021   x1=  88. x2=  96. y1=  1.31 y2=  1.23     
GP: Confirmed US_Arizona_Maricopa 4/27/2020        96   14374    -        3457     4513    13   450 4/16/2021 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .999105 cc2=  .645552 lx=  9.26318 if=  89 il=  96 4/27/2020  n=   7 now=   14374 end=      10542      3457      4513 U=    32.16 T=   99.5 p1= -26.7 p2=   136.3 ed=   175 7/15/2020   x1=  89. x2=  96. y1=   .33 y2=   .11     
GP: Confirmed US_Arizona_Maricopa 4/27/2020        96   14374    10542    3457     4513    13   175 7/15/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .999251 cc2=  .621286 lx=  8.67318 if=  90 il=  96 4/27/2020  n=   6 now=   14374 end=       5844      3457      4513 U=    16.33 T=   85.5 p1= -59.3 p2=   246.0 ed=   124 5/25/2020   x1=  90. x2=  96. y1=  -.28 y2=  -.64     
GP: Confirmed US_Arizona_Maricopa 4/27/2020        96   14374     5844    3457     4513    13   124 5/25/2020 
AAA1     1 US_Arizona_Maricopa Confirmed cc1=  .999626 cc2=  .591378 lx=  8.43318 if=  91 il=  96 4/27/2020  n=   5 now=   14374 end=       4597      3457      4513 U=     9.61 T=   83.9 p1= -68.0 p2=   312.7 ed=   106 5/7/2020    x1=  91. x2=  96. y1=  -.73 y2= -1.26 BEST
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .999626 cc2=  .591378 lx=  8.43418 if=  91 il=  96 4/27/2020  n=   5 now=   14374 end=       4597      3457      4513 U=     9.61 T=   83.9 p1= -68.0 p2=   312.7 ed=   106 5/7/2020    x1=  91. x2=  96. y1=  -.73 y2= -1.26 BEST
GP: Confirmed US_Arizona_Maricopa 4/27/2020        96   14374     4597    3457     4513    13   106 5/7/2020  
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .923181 cc2=  .820039 lx= 11.57318 if=   4 il=  97 4/28/2020  n=  93 now=   14374 end=     106210      3578      4513 U=    75.75 T=  189.5 p1= 638.9 p2=    13.5 ed=   368 1/24/2021   x1=   4. x2=  97. y1=  2.45 y2=  1.22     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374    -        3578     4513    17   368 1/24/2021 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .925483 cc2=  .821788 lx= 11.57318 if=   5 il=  97 4/28/2020  n=  92 now=   14374 end=     106210      3578      4513 U=    74.94 T=  188.5 p1= 638.9 p2=    13.5 ed=   365 1/21/2021   x1=   5. x2=  97. y1=  2.45 y2=  1.22     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374    -        3578     4513    17   365 1/21/2021 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .927772 cc2=  .823515 lx= 11.57318 if=   6 il=  97 4/28/2020  n=  91 now=   14374 end=     106210      3578      4513 U=    74.12 T=  187.5 p1= 638.9 p2=    13.5 ed=   362 1/18/2021   x1=   6. x2=  97. y1=  2.45 y2=  1.22     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374    -        3578     4513    17   362 1/18/2021 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .930047 cc2=  .825218 lx= 11.57318 if=   7 il=  97 4/28/2020  n=  90 now=   14374 end=     106210      3578      4513 U=    73.31 T=  186.5 p1= 638.9 p2=    13.5 ed=   359 1/15/2021   x1=   7. x2=  97. y1=  2.45 y2=  1.22     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374    -        3578     4513    17   359 1/15/2021 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .932306 cc2=  .826896 lx= 11.57318 if=   8 il=  97 4/28/2020  n=  89 now=   14374 end=     106210      3578      4513 U=    72.49 T=  185.5 p1= 638.9 p2=    13.5 ed=   356 1/12/2021   x1=   8. x2=  97. y1=  2.45 y2=  1.22     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374    -        3578     4513    17   356 1/12/2021 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .934546 cc2=  .828546 lx= 11.57318 if=   9 il=  97 4/28/2020  n=  88 now=   14374 end=     106210      3578      4513 U=    71.68 T=  184.5 p1= 638.9 p2=    13.5 ed=   353 1/9/2021    x1=   9. x2=  97. y1=  2.45 y2=  1.22     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374    -        3578     4513    17   353 1/9/2021  
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .936766 cc2=  .830165 lx= 11.57318 if=  10 il=  97 4/28/2020  n=  87 now=   14374 end=     106210      3578      4513 U=    70.87 T=  183.5 p1= 638.9 p2=    13.5 ed=   350 1/6/2021    x1=  10. x2=  97. y1=  2.45 y2=  1.22     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374    -        3578     4513    17   350 1/6/2021  
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .938962 cc2=  .831751 lx= 11.57318 if=  11 il=  97 4/28/2020  n=  86 now=   14374 end=     106210      3578      4513 U=    70.05 T=  182.5 p1= 638.9 p2=    13.5 ed=   347 1/3/2021    x1=  11. x2=  97. y1=  2.45 y2=  1.22     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374    -        3578     4513    17   347 1/3/2021  
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .941133 cc2=  .833300 lx= 11.57318 if=  12 il=  97 4/28/2020  n=  85 now=   14374 end=     106210      3578      4513 U=    69.24 T=  181.5 p1= 638.9 p2=    13.5 ed=   344 12/31/2020  x1=  12. x2=  97. y1=  2.45 y2=  1.22     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374    -        3578     4513    17   344 12/31/2020
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .943274 cc2=  .834809 lx= 11.57318 if=  13 il=  97 4/28/2020  n=  84 now=   14374 end=     106210      3578      4513 U=    68.42 T=  180.5 p1= 638.9 p2=    13.5 ed=   342 12/29/2020  x1=  13. x2=  97. y1=  2.45 y2=  1.22     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374    -        3578     4513    17   342 12/29/2020
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .945384 cc2=  .836275 lx= 11.57318 if=  14 il=  97 4/28/2020  n=  83 now=   14374 end=     106210      3578      4513 U=    67.61 T=  179.5 p1= 638.9 p2=    13.5 ed=   339 12/26/2020  x1=  14. x2=  97. y1=  2.45 y2=  1.22     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374    -        3578     4513    17   339 12/26/2020
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .947458 cc2=  .837694 lx= 11.57318 if=  15 il=  97 4/28/2020  n=  82 now=   14374 end=     106210      3578      4513 U=    66.79 T=  178.6 p1= 638.9 p2=    13.5 ed=   336 12/23/2020  x1=  15. x2=  97. y1=  2.45 y2=  1.22     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374    -        3578     4513    17   336 12/23/2020
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .949493 cc2=  .839062 lx= 11.57318 if=  16 il=  97 4/28/2020  n=  81 now=   14374 end=     106210      3578      4513 U=    65.98 T=  177.6 p1= 638.9 p2=    13.5 ed=   333 12/20/2020  x1=  16. x2=  97. y1=  2.45 y2=  1.22     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374    -        3578     4513    17   333 12/20/2020
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .951486 cc2=  .840375 lx= 11.57318 if=  17 il=  97 4/28/2020  n=  80 now=   14374 end=     106210      3578      4513 U=    65.16 T=  176.6 p1= 638.9 p2=    13.5 ed=   330 12/17/2020  x1=  17. x2=  97. y1=  2.45 y2=  1.22     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374    -        3578     4513    17   330 12/17/2020
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .953431 cc2=  .841628 lx= 11.57318 if=  18 il=  97 4/28/2020  n=  79 now=   14374 end=     106210      3578      4513 U=    64.35 T=  175.6 p1= 638.9 p2=    13.5 ed=   327 12/14/2020  x1=  18. x2=  97. y1=  2.45 y2=  1.22     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374    -        3578     4513    17   327 12/14/2020
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .955352 cc2=  .842843 lx= 10.97318 if=  19 il=  97 4/28/2020  n=  78 now=   14374 end=      58289      3578      4513 U=    56.97 T=  155.5 p1= 305.5 p2=    24.7 ed=   289 11/6/2020   x1=  19. x2=  97. y1=  2.40 y2=  1.03     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374    -        3578     4513    17   289 11/6/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .957304 cc2=  .844076 lx= 10.43318 if=  20 il=  97 4/28/2020  n=  77 now=   14374 end=      33968      3578      4513 U=    50.20 T=  137.7 p1= 136.3 p2=    42.3 ed=   256 10/4/2020   x1=  20. x2=  97. y1=  2.34 y2=   .81     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374    33968    3578     4513    17   256 10/4/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .959278 cc2=  .845317 lx= 10.06318 if=  21 il=  97 4/28/2020  n=  76 now=   14374 end=      23462      3578      4513 U=    45.31 T=  125.6 p1=  63.2 p2=    61.3 ed=   232 9/10/2020   x1=  21. x2=  97. y1=  2.31 y2=   .63     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374    23462    3578     4513    17   232 9/10/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .961265 cc2=  .846557 lx=  9.79318 if=  22 il=  97 4/28/2020  n=  75 now=   14374 end=      17911      3578      4513 U=    41.55 T=  116.8 p1=  24.6 p2=    80.3 ed=   214 8/23/2020   x1=  22. x2=  97. y1=  2.28 y2=   .48     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374    17911    3578     4513    17   214 8/23/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .963257 cc2=  .847787 lx=  9.58318 if=  23 il=  97 4/28/2020  n=  74 now=   14374 end=      14518      3578      4513 U=    38.48 T=  110.0 p1=   1.0 p2=    99.0 ed=   200 8/9/2020    x1=  23. x2=  97. y1=  2.26 y2=   .34     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374    14518    3578     4513    17   200 8/9/2020  
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .965247 cc2=  .848999 lx=  9.41318 if=  24 il=  97 4/28/2020  n=  73 now=   14374 end=      12248      3578      4513 U=    35.88 T=  104.4 p1= -14.8 p2=   117.4 ed=   189 7/29/2020   x1=  24. x2=  97. y1=  2.24 y2=   .21     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374    12248    3578     4513    17   189 7/29/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .967228 cc2=  .850187 lx=  9.27318 if=  25 il=  97 4/28/2020  n=  72 now=   14374 end=      10648      3578      4513 U=    33.64 T=   99.9 p1= -25.9 p2=   135.0 ed=   179 7/19/2020   x1=  25. x2=  97. y1=  2.23 y2=   .09     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374    10648    3578     4513    17   179 7/19/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .969196 cc2=  .851345 lx=  9.16318 if=  26 il=  97 4/28/2020  n=  71 now=   14374 end=       9539      3578      4513 U=    31.77 T=   96.4 p1= -33.6 p2=   150.7 ed=   171 7/11/2020   x1=  26. x2=  97. y1=  2.22 y2=  -.02     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374     9539    3578     4513    17   171 7/11/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .971143 cc2=  .852465 lx=  9.06318 if=  27 il=  97 4/28/2020  n=  70 now=   14374 end=       8631      3578      4513 U=    30.03 T=   93.2 p1= -40.0 p2=   166.5 ed=   164 7/4/2020    x1=  27. x2=  97. y1=  2.20 y2=  -.13     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374     8631    3578     4513    17   164 7/4/2020  
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .973064 cc2=  .853541 lx=  8.98318 if=  28 il=  97 4/28/2020  n=  69 now=   14374 end=       7967      3578      4513 U=    28.54 T=   90.7 p1= -44.6 p2=   180.4 ed=   158 6/28/2020   x1=  28. x2=  97. y1=  2.20 y2=  -.22     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374     7967    3578     4513    17   158 6/28/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .974952 cc2=  .854566 lx=  8.91318 if=  29 il=  97 4/28/2020  n=  68 now=   14374 end=       7429      3578      4513 U=    27.18 T=   88.5 p1= -48.3 p2=   193.5 ed=   152 6/22/2020   x1=  29. x2=  97. y1=  2.19 y2=  -.31     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374     7429    3578     4513    17   152 6/22/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .976801 cc2=  .855534 lx=  8.84318 if=  30 il=  97 4/28/2020  n=  67 now=   14374 end=       6926      3578      4513 U=    25.83 T=   86.3 p1= -51.8 p2=   207.5 ed=   147 6/17/2020   x1=  30. x2=  97. y1=  2.18 y2=  -.41     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374     6926    3578     4513    17   147 6/17/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .978606 cc2=  .856436 lx=  8.79318 if=  31 il=  97 4/28/2020  n=  66 now=   14374 end=       6589      3578      4513 U=    24.74 T=   84.8 p1= -54.2 p2=   218.2 ed=   143 6/13/2020   x1=  31. x2=  97. y1=  2.17 y2=  -.49     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374     6589    3578     4513    17   143 6/13/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .980357 cc2=  .857266 lx=  8.74318 if=  32 il=  97 4/28/2020  n=  65 now=   14374 end=       6267      3578      4513 U=    23.66 T=   83.3 p1= -56.4 p2=   229.4 ed=   139 6/9/2020    x1=  32. x2=  97. y1=  2.17 y2=  -.58     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374     6267    3578     4513    17   139 6/9/2020  
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .982049 cc2=  .858014 lx=  8.70318 if=  33 il=  97 4/28/2020  n=  64 now=   14374 end=       6022      3578      4513 U=    22.72 T=   82.2 p1= -58.1 p2=   238.7 ed=   135 6/5/2020    x1=  33. x2=  97. y1=  2.16 y2=  -.65     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374     6022    3578     4513    17   135 6/5/2020  
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .983673 cc2=  .858673 lx=  8.66318 if=  34 il=  97 4/28/2020  n=  63 now=   14374 end=       5785      3578      4513 U=    21.79 T=   81.0 p1= -59.8 p2=   248.5 ed=   132 6/2/2020    x1=  34. x2=  97. y1=  2.16 y2=  -.73     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374     5785    3578     4513    17   132 6/2/2020  
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .985221 cc2=  .859233 lx=  8.62318 if=  35 il=  97 4/28/2020  n=  62 now=   14374 end=       5559      3578      4513 U=    20.85 T=   79.9 p1= -61.3 p2=   258.6 ed=   129 5/30/2020   x1=  35. x2=  97. y1=  2.15 y2=  -.82     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374     5559    3578     4513    17   129 5/30/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .986684 cc2=  .859684 lx=  8.59318 if=  36 il=  97 4/28/2020  n=  61 now=   14374 end=       5394      3578      4513 U=    20.06 T=   79.1 p1= -62.5 p2=   266.5 ed=   126 5/27/2020   x1=  36. x2=  97. y1=  2.15 y2=  -.89     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374     5394    3578     4513    17   126 5/27/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .988053 cc2=  .860016 lx=  8.57318 if=  37 il=  97 4/28/2020  n=  60 now=   14374 end=       5287      3578      4513 U=    19.43 T=   78.7 p1= -63.2 p2=   271.9 ed=   124 5/25/2020   x1=  37. x2=  97. y1=  2.15 y2=  -.94     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374     5287    3578     4513    17   124 5/25/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .989319 cc2=  .860220 lx=  8.54318 if=  38 il=  97 4/28/2020  n=  59 now=   14374 end=       5131      3578      4513 U=    18.64 T=   78.0 p1= -64.3 p2=   280.1 ed=   121 5/22/2020   x1=  38. x2=  97. y1=  2.15 y2= -1.02     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374     5131    3578     4513    17   121 5/22/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .990471 cc2=  .860282 lx=  8.52318 if=  39 il=  97 4/28/2020  n=  58 now=   14374 end=       5030      3578      4513 U=    18.01 T=   77.6 p1= -65.0 p2=   285.8 ed=   120 5/21/2020   x1=  39. x2=  97. y1=  2.14 y2= -1.08     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374     5030    3578     4513    17   120 5/21/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .991498 cc2=  .860192 lx=  8.50318 if=  40 il=  97 4/28/2020  n=  57 now=   14374 end=       4930      3578      4513 U=    17.39 T=   77.2 p1= -65.7 p2=   291.6 ed=   118 5/19/2020   x1=  40. x2=  97. y1=  2.14 y2= -1.14     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374     4930    3578     4513    17   118 5/19/2020 
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .992391 cc2=  .859938 lx=  8.48318 if=  41 il=  97 4/28/2020  n=  56 now=   14374 end=       4832      3578      4513 U=    16.77 T=   76.8 p1= -66.4 p2=   297.5 ed=   116 5/17/2020   x1=  41. x2=  97. y1=  2.14 y2= -1.20     
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374     4832    3578     4513    17   116 5/17/2020 
AAA1     1 US_Arizona_Maricopa Confirmed cc1=  .993138 cc2=  .859508 lx=  8.46318 if=  42 il=  97 4/28/2020  n=  55 now=   14374 end=       4737      3578      4513 U=    16.15 T=   76.5 p1= -67.0 p2=   303.4 ed=   114 5/15/2020   x1=  42. x2=  97. y1=  2.14 y2= -1.27 BEST
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .993139 cc2=  .859508 lx=  8.46618 if=  42 il=  97 4/28/2020  n=  55 now=   14374 end=       4737      3578      4513 U=    16.15 T=   76.5 p1= -67.0 p2=   303.4 ed=   114 5/15/2020   x1=  42. x2=  97. y1=  2.14 y2= -1.27 BEST
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374     4737    3578     4513    17   114 5/15/2020 
AAA1     1 US_Arizona_Maricopa Confirmed cc1=  .993731 cc2=  .858891 lx=  8.45318 if=  43 il=  97 4/28/2020  n=  54 now=   14374 end=       4689      3578      4513 U=    15.69 T=   76.5 p1= -67.4 p2=   306.5 ed=   113 5/14/2020   x1=  43. x2=  97. y1=  2.13 y2= -1.31 BEST
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .993732 cc2=  .858891 lx=  8.45218 if=  43 il=  97 4/28/2020  n=  54 now=   14374 end=       4689      3578      4513 U=    15.69 T=   76.5 p1= -67.4 p2=   306.5 ed=   113 5/14/2020   x1=  43. x2=  97. y1=  2.13 y2= -1.31 BEST
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374     4689    3578     4513    17   113 5/14/2020 
AAA1     1 US_Arizona_Maricopa Confirmed cc1=  .994160 cc2=  .858077 lx=  8.44318 if=  44 il=  97 4/28/2020  n=  53 now=   14374 end=       4643      3578      4513 U=    15.62 T=   76.0 p1= -67.7 p2=   309.6 ed=   112 5/13/2020   x1=  44. x2=  97. y1=  2.05 y2= -1.34 BEST
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .994161 cc2=  .858077 lx=  8.43918 if=  44 il=  97 4/28/2020  n=  53 now=   14374 end=       4643      3578      4513 U=    15.62 T=   76.0 p1= -67.7 p2=   309.6 ed=   112 5/13/2020   x1=  44. x2=  97. y1=  2.05 y2= -1.34 BEST
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374     4643    3578     4513    17   112 5/13/2020 
AAA1     1 US_Arizona_Maricopa Confirmed cc1=  .994885 cc2=  .857524 lx=  8.42318 if=  45 il=  97 4/28/2020  n=  52 now=   14374 end=       4551      3578      4513 U=    14.99 T=   75.7 p1= -68.3 p2=   315.8 ed=   111 5/12/2020   x1=  45. x2=  97. y1=  2.05 y2= -1.42 BEST
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .994886 cc2=  .857524 lx=  8.42618 if=  45 il=  97 4/28/2020  n=  52 now=   14374 end=       4551      3578      4513 U=    14.99 T=   75.7 p1= -68.3 p2=   315.8 ed=   111 5/12/2020   x1=  45. x2=  97. y1=  2.05 y2= -1.42 BEST
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374     4551    3578     4513    17   111 5/12/2020 
AAA1     1 US_Arizona_Maricopa Confirmed cc1=  .995437 cc2=  .856762 lx=  8.41318 if=  46 il=  97 4/28/2020  n=  51 now=   14374 end=       4506      3578      4513 U=    14.53 T=   75.7 p1= -68.7 p2=   319.0 ed=   109 5/10/2020   x1=  46. x2=  97. y1=  2.04 y2= -1.47 BEST
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .995437 cc2=  .856762 lx=  8.41518 if=  46 il=  97 4/28/2020  n=  51 now=   14374 end=       4506      3578      4513 U=    14.53 T=   75.7 p1= -68.7 p2=   319.0 ed=   109 5/10/2020   x1=  46. x2=  97. y1=  2.04 y2= -1.47 BEST
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374     4506    3578     4513    17   109 5/10/2020 
AAA1     1 US_Arizona_Maricopa Confirmed cc1=  .995808 cc2=  .855780 lx=  8.40318 if=  47 il=  97 4/28/2020  n=  50 now=   14374 end=       4461      3578      4513 U=    14.07 T=   75.7 p1= -69.0 p2=   322.2 ed=   108 5/9/2020    x1=  47. x2=  97. y1=  2.04 y2= -1.51 BEST
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .995809 cc2=  .855780 lx=  8.40618 if=  47 il=  97 4/28/2020  n=  50 now=   14374 end=       4461      3578      4513 U=    14.07 T=   75.7 p1= -69.0 p2=   322.2 ed=   108 5/9/2020    x1=  47. x2=  97. y1=  2.04 y2= -1.51 BEST
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374     4461    3578     4513    17   108 5/9/2020  
AAA1     1 US_Arizona_Maricopa Confirmed cc1=  .995996 cc2=  .854575 lx=  8.39318 if=  48 il=  97 4/28/2020  n=  49 now=   14374 end=       4416      3578      4513 U=    13.62 T=   75.8 p1= -69.3 p2=   325.5 ed=   107 5/8/2020    x1=  48. x2=  97. y1=  2.04 y2= -1.56 BEST
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .995999 cc2=  .854575 lx=  8.39818 if=  48 il=  97 4/28/2020  n=  49 now=   14374 end=       4416      3578      4513 U=    13.62 T=   75.8 p1= -69.3 p2=   325.5 ed=   107 5/8/2020    x1=  48. x2=  97. y1=  2.04 y2= -1.56 BEST
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374     4416    3578     4513    17   107 5/8/2020  
AAA1     1 US_Arizona_Maricopa Confirmed cc1=  .996014 cc2=  .853156 lx=  8.39318 if=  49 il=  97 4/28/2020  n=  48 now=   14374 end=       4416      3578      4513 U=    13.54 T=   75.9 p1= -69.3 p2=   325.5 ed=   107 5/8/2020    x1=  49. x2=  97. y1=  1.99 y2= -1.56 BEST
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .996014 cc2=  .853156 lx=  8.39118 if=  49 il=  97 4/28/2020  n=  48 now=   14374 end=       4416      3578      4513 U=    13.54 T=   75.9 p1= -69.3 p2=   325.5 ed=   107 5/8/2020    x1=  49. x2=  97. y1=  1.99 y2= -1.56 BEST
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374     4416    3578     4513    17   107 5/8/2020  
AAA1     1 US_Arizona_Maricopa Confirmed cc1=  .996026 cc2=  .851689 lx=  8.38318 if=  50 il=  97 4/28/2020  n=  47 now=   14374 end=       4372      3578      4513 U=    13.08 T=   76.0 p1= -69.6 p2=   328.8 ed=   106 5/7/2020    x1=  50. x2=  97. y1=  1.99 y2= -1.61 BEST
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .996027 cc2=  .851689 lx=  8.38518 if=  50 il=  97 4/28/2020  n=  47 now=   14374 end=       4372      3578      4513 U=    13.08 T=   76.0 p1= -69.6 p2=   328.8 ed=   106 5/7/2020    x1=  50. x2=  97. y1=  1.99 y2= -1.61 BEST
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374     4372    3578     4513    17   106 5/7/2020  
AAA1     1 US_Arizona_Maricopa Confirmed cc1=  .995879 cc2=  .850014 lx=  8.38318 if=  51 il=  97 4/28/2020  n=  46 now=   14374 end=       4372      3578      4513 U=    12.81 T=   76.4 p1= -69.6 p2=   328.8 ed=   106 5/7/2020    x1=  51. x2=  97. y1=  1.99 y2= -1.61 BEST
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .995880 cc2=  .850014 lx=  8.38118 if=  51 il=  97 4/28/2020  n=  46 now=   14374 end=       4372      3578      4513 U=    12.81 T=   76.4 p1= -69.6 p2=   328.8 ed=   106 5/7/2020    x1=  51. x2=  97. y1=  1.99 y2= -1.61 BEST
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374     4372    3578     4513    17   106 5/7/2020  
AAA1     1 US_Arizona_Maricopa Confirmed cc1=  .995618 cc2=  .848176 lx=  8.38318 if=  52 il=  97 4/28/2020  n=  45 now=   14374 end=       4372      3578      4513 U=    12.67 T=   76.6 p1= -69.6 p2=   328.8 ed=   106 5/7/2020    x1=  52. x2=  97. y1=  1.95 y2= -1.61 BEST
AAA2     1 US_Arizona_Maricopa Confirmed cc1=  .995619 cc2=  .848176 lx=  8.38018 if=  52 il=  97 4/28/2020  n=  45 now=   14374 end=       4372      3578      4513 U=    12.67 T=   76.6 p1= -69.6 p2=   328.8 ed=   106 5/7/2020    x1=  52. x2=  97. y1=  1.95 y2= -1.61 BEST
GP: Confirmed US_Arizona_Maricopa 4/28/2020        97   14374     4372    3578     4513    17   106 5/7/2020  
AAA1     1 US_Arizona_Maricopa Confirmed cc1=  .995318 cc2=  .846247 lx=  8.38318 if=  53 il=  97 4/28/2020  n=  44 now=   14374 end=       4372      3578      4513 U=    12.39 T=   77.1 p1= -69.6 p2=   328.8 ed=   106 5/7/2020    x1=  53. x2=  97. y1=  1.95 y2= -1.61 BEST
