TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        4679.00000        8.45084
TAB:  US_New_Jersey_Somerset Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA1     1 US_New_Jersey_Somerset Confirmed cc1=  .999405 cc2=  .846907 lx=  8.47084 if=  69 il= 111 5/12/2020  n=  42 now=    4679 end=       4773      4115      4782 U=    14.99 T=   82.4 p1=   2.0 p2=    98.0 ed=   117 5/18/2020   x1=  69. x2= 111. y1=   .90 y2= -1.91 BEST
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999406 cc2=  .846907 lx=  8.46984 if=  69 il= 111 5/12/2020  n=  42 now=    4679 end=       4773      4115      4782 U=    14.99 T=   82.4 p1=   2.0 p2=    98.0 ed=   117 5/18/2020   x1=  69. x2= 111. y1=   .90 y2= -1.91 BEST
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4773    4115     4782    20   117 5/18/2020 
AAA1     1 US_New_Jersey_Somerset Confirmed cc1=  .999365 cc2=  .845061 lx=  8.47084 if=  70 il= 111 5/12/2020  n=  41 now=    4679 end=       4773      4115      4782 U=    14.93 T=   82.5 p1=   2.0 p2=    98.0 ed=   117 5/18/2020   x1=  70. x2= 111. y1=   .84 y2= -1.91 BEST
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999365 cc2=  .845061 lx=  8.47084 if=  70 il= 111 5/12/2020  n=  41 now=    4679 end=       4773      4115      4782 U=    14.93 T=   82.5 p1=   2.0 p2=    98.0 ed=   117 5/18/2020   x1=  70. x2= 111. y1=   .84 y2= -1.91 BEST
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4773    4115     4782    20   117 5/18/2020 
AAA1     1 US_New_Jersey_Somerset Confirmed cc1=  .999331 cc2=  .843157 lx=  8.47084 if=  71 il= 111 5/12/2020  n=  40 now=    4679 end=       4773      4115      4782 U=    14.93 T=   82.5 p1=   2.0 p2=    98.0 ed=   117 5/18/2020   x1=  71. x2= 111. y1=   .77 y2= -1.91 BEST
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999331 cc2=  .843157 lx=  8.47284 if=  71 il= 111 5/12/2020  n=  40 now=    4679 end=       4773      4115      4782 U=    14.93 T=   82.5 p1=   2.0 p2=    98.0 ed=   117 5/18/2020   x1=  71. x2= 111. y1=   .77 y2= -1.91 BEST
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4773    4115     4782    20   117 5/18/2020 
AAA1     1 US_New_Jersey_Somerset Confirmed cc1=  .999296 cc2=  .841182 lx=  8.47084 if=  72 il= 111 5/12/2020  n=  39 now=    4679 end=       4773      4115      4782 U=    14.97 T=   82.4 p1=   2.0 p2=    98.0 ed=   117 5/18/2020   x1=  72. x2= 111. y1=   .70 y2= -1.91 BEST
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999301 cc2=  .841182 lx=  8.47484 if=  72 il= 111 5/12/2020  n=  39 now=    4679 end=       4773      4115      4782 U=    14.97 T=   82.4 p1=   2.0 p2=    98.0 ed=   117 5/18/2020   x1=  72. x2= 111. y1=   .70 y2= -1.91 BEST
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4773    4115     4782    20   117 5/18/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999263 cc2=  .839134 lx=  8.48084 if=  73 il= 111 5/12/2020  n=  38 now=    4679 end=       4821      4115      4782 U=    15.49 T=   82.5 p1=   3.0 p2=    97.1 ed=   119 5/20/2020   x1=  73. x2= 111. y1=   .61 y2= -1.84     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4821    4115     4782    20   119 5/20/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999205 cc2=  .836984 lx=  8.48084 if=  74 il= 111 5/12/2020  n=  37 now=    4679 end=       4821      4115      4782 U=    15.38 T=   82.7 p1=   3.0 p2=    97.1 ed=   118 5/19/2020   x1=  74. x2= 111. y1=   .56 y2= -1.84     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4821    4115     4782    20   118 5/19/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999163 cc2=  .834764 lx=  8.48084 if=  75 il= 111 5/12/2020  n=  36 now=    4679 end=       4821      4115      4782 U=    15.26 T=   82.9 p1=   3.0 p2=    97.1 ed=   118 5/19/2020   x1=  75. x2= 111. y1=   .52 y2= -1.84     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4821    4115     4782    20   118 5/19/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999186 cc2=  .832519 lx=  8.49084 if=  76 il= 111 5/12/2020  n=  35 now=    4679 end=       4869      4115      4782 U=    15.77 T=   82.9 p1=   4.1 p2=    96.1 ed=   120 5/21/2020   x1=  76. x2= 111. y1=   .44 y2= -1.78     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4869    4115     4782    20   120 5/21/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999189 cc2=  .830158 lx=  8.49084 if=  77 il= 111 5/12/2020  n=  34 now=    4679 end=       4869      4115      4782 U=    15.87 T=   82.7 p1=   4.1 p2=    96.1 ed=   120 5/21/2020   x1=  77. x2= 111. y1=   .36 y2= -1.78     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4869    4115     4782    20   120 5/21/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999191 cc2=  .827693 lx=  8.50084 if=  78 il= 111 5/12/2020  n=  33 now=    4679 end=       4918      4115      4782 U=    16.59 T=   82.4 p1=   5.1 p2=    95.1 ed=   121 5/22/2020   x1=  78. x2= 111. y1=   .27 y2= -1.72     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4918    4115     4782    20   121 5/22/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999117 cc2=  .825039 lx=  8.50084 if=  79 il= 111 5/12/2020  n=  32 now=    4679 end=       4918      4115      4782 U=    17.00 T=   81.7 p1=   5.1 p2=    95.1 ed=   121 5/22/2020   x1=  79. x2= 111. y1=   .16 y2= -1.72     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4918    4115     4782    20   121 5/22/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999112 cc2=  .822335 lx=  8.50084 if=  80 il= 111 5/12/2020  n=  31 now=    4679 end=       4918      4115      4782 U=    17.07 T=   81.6 p1=   5.1 p2=    95.1 ed=   121 5/22/2020   x1=  80. x2= 111. y1=   .09 y2= -1.72     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4918    4115     4782    20   121 5/22/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999186 cc2=  .819581 lx=  8.49084 if=  81 il= 111 5/12/2020  n=  30 now=    4679 end=       4869      4115      4782 U=    16.53 T=   81.5 p1=   4.1 p2=    96.1 ed=   120 5/21/2020   x1=  81. x2= 111. y1=   .03 y2= -1.78     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4869    4115     4782    20   120 5/21/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999276 cc2=  .816702 lx=  8.48084 if=  82 il= 111 5/12/2020  n=  29 now=    4679 end=       4821      4115      4782 U=    15.91 T=   81.7 p1=   3.0 p2=    97.1 ed=   119 5/20/2020   x1=  82. x2= 111. y1=  -.02 y2= -1.84     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4821    4115     4782    20   119 5/20/2020 
AAA1     1 US_New_Jersey_Somerset Confirmed cc1=  .999328 cc2=  .813633 lx=  8.47084 if=  83 il= 111 5/12/2020  n=  28 now=    4679 end=       4773      4115      4782 U=    15.39 T=   81.6 p1=   2.0 p2=    98.0 ed=   117 5/18/2020   x1=  83. x2= 111. y1=  -.09 y2= -1.91 BEST
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999328 cc2=  .813633 lx=  8.46984 if=  83 il= 111 5/12/2020  n=  28 now=    4679 end=       4773      4115      4782 U=    15.39 T=   81.6 p1=   2.0 p2=    98.0 ed=   117 5/18/2020   x1=  83. x2= 111. y1=  -.09 y2= -1.91 BEST
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4773    4115     4782    20   117 5/18/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999408 cc2=  .810425 lx=  8.46084 if=  84 il= 111 5/12/2020  n=  27 now=    4679 end=       4726      4115      4782 U=    14.79 T=   81.8 p1=   1.0 p2=    99.0 ed=   116 5/17/2020   x1=  84. x2= 111. y1=  -.15 y2= -1.98     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4726    4115     4782    20   116 5/17/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999470 cc2=  .807020 lx=  8.45084 if=  85 il= 111 5/12/2020  n=  26 now=    4679 end=       4678      4115      4782 U=    14.22 T=   81.8 p1=    .0 p2=   100.0 ed=   115 5/16/2020   x1=  85. x2= 111. y1=  -.22 y2= -2.05     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4678    4115     4782    20   115 5/16/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999559 cc2=  .803443 lx=  8.45084 if=  86 il= 111 5/12/2020  n=  25 now=    4679 end=       4678      4115      4782 U=    14.09 T=   82.1 p1=    .0 p2=   100.0 ed=   115 5/16/2020   x1=  86. x2= 111. y1=  -.28 y2= -2.05     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4678    4115     4782    20   115 5/16/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999631 cc2=  .799631 lx=  8.44084 if=  87 il= 111 5/12/2020  n=  24 now=    4679 end=       4632      4115      4782 U=    13.43 T=   82.4 p1=  -1.0 p2=   101.0 ed=   114 5/15/2020   x1=  87. x2= 111. y1=  -.35 y2= -2.13     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4632    4115     4782    20   114 5/15/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999647 cc2=  .795523 lx=  8.44084 if=  88 il= 111 5/12/2020  n=  23 now=    4679 end=       4632      4115      4782 U=    13.34 T=   82.5 p1=  -1.0 p2=   101.0 ed=   114 5/15/2020   x1=  88. x2= 111. y1=  -.41 y2= -2.13     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4632    4115     4782    20   114 5/15/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999657 cc2=  .791143 lx=  8.43084 if=  89 il= 111 5/12/2020  n=  22 now=    4679 end=       4586      4115      4782 U=    12.72 T=   82.7 p1=  -2.0 p2=   102.0 ed=   112 5/13/2020   x1=  89. x2= 111. y1=  -.49 y2= -2.22     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4586    4115     4782    20   112 5/13/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999646 cc2=  .786446 lx=  8.43084 if=  90 il= 111 5/12/2020  n=  21 now=    4679 end=       4586      4115      4782 U=    12.63 T=   83.0 p1=  -2.0 p2=   102.0 ed=   112 5/13/2020   x1=  90. x2= 111. y1=  -.56 y2= -2.22     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4586    4115     4782    20   112 5/13/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999602 cc2=  .781385 lx=  8.43084 if=  91 il= 111 5/12/2020  n=  20 now=    4679 end=       4586      4115      4782 U=    12.54 T=   83.1 p1=  -2.0 p2=   102.0 ed=   112 5/13/2020   x1=  91. x2= 111. y1=  -.63 y2= -2.22     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4586    4115     4782    20   112 5/13/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999540 cc2=  .775933 lx=  8.43084 if=  92 il= 111 5/12/2020  n=  19 now=    4679 end=       4586      4115      4782 U=    12.53 T=   83.2 p1=  -2.0 p2=   102.0 ed=   112 5/13/2020   x1=  92. x2= 111. y1=  -.70 y2= -2.22     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4586    4115     4782    20   112 5/13/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999467 cc2=  .770052 lx=  8.43084 if=  93 il= 111 5/12/2020  n=  18 now=    4679 end=       4586      4115      4782 U=    12.63 T=   83.0 p1=  -2.0 p2=   102.0 ed=   112 5/13/2020   x1=  93. x2= 111. y1=  -.80 y2= -2.22     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4586    4115     4782    20   112 5/13/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999383 cc2=  .763680 lx=  8.42084 if=  94 il= 111 5/12/2020  n=  17 now=    4679 end=       4540      4115      4782 U=    12.03 T=   83.1 p1=  -3.0 p2=   103.1 ed=   111 5/12/2020   x1=  94. x2= 111. y1=  -.91 y2= -2.32     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4540    4115     4782    20   111 5/12/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999326 cc2=  .756790 lx=  8.42084 if=  95 il= 111 5/12/2020  n=  16 now=    4679 end=       4540      4115      4782 U=    12.14 T=   82.8 p1=  -3.0 p2=   103.1 ed=   111 5/12/2020   x1=  95. x2= 111. y1= -1.00 y2= -2.32     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4540    4115     4782    20   111 5/12/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999488 cc2=  .749488 lx=  8.41084 if=  96 il= 111 5/12/2020  n=  15 now=    4679 end=       4495      4115      4782 U=    11.17 T=   83.9 p1=  -3.9 p2=   104.1 ed=   110 5/11/2020   x1=  96. x2= 111. y1= -1.08 y2= -2.43     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4495    4115     4782    20   110 5/11/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999427 cc2=  .741228 lx=  8.41084 if=  97 il= 111 5/12/2020  n=  14 now=    4679 end=       4495      4115      4782 U=    11.00 T=   84.3 p1=  -3.9 p2=   104.1 ed=   110 5/11/2020   x1=  97. x2= 111. y1= -1.15 y2= -2.43     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4495    4115     4782    20   110 5/11/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999302 cc2=  .732041 lx=  8.41084 if=  98 il= 111 5/12/2020  n=  13 now=    4679 end=       4495      4115      4782 U=    11.03 T=   84.3 p1=  -3.9 p2=   104.1 ed=   110 5/11/2020   x1=  98. x2= 111. y1= -1.25 y2= -2.43     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4495    4115     4782    20   110 5/11/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999135 cc2=  .721785 lx=  8.41084 if=  99 il= 111 5/12/2020  n=  12 now=    4679 end=       4495      4115      4782 U=    11.10 T=   84.1 p1=  -3.9 p2=   104.1 ed=   110 5/11/2020   x1=  99. x2= 111. y1= -1.34 y2= -2.43     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4495    4115     4782    20   110 5/11/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .998900 cc2=  .710225 lx=  8.41084 if= 100 il= 111 5/12/2020  n=  11 now=    4679 end=       4495      4115      4782 U=    11.03 T=   84.3 p1=  -3.9 p2=   104.1 ed=   110 5/11/2020   x1= 100. x2= 111. y1= -1.43 y2= -2.43     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4495    4115     4782    20   110 5/11/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .998597 cc2=  .697086 lx=  8.41084 if= 101 il= 111 5/12/2020  n=  10 now=    4679 end=       4495      4115      4782 U=    10.93 T=   84.5 p1=  -3.9 p2=   104.1 ed=   110 5/11/2020   x1= 101. x2= 111. y1= -1.51 y2= -2.43     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4495    4115     4782    20   110 5/11/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .998667 cc2=  .682439 lx=  8.44084 if= 102 il= 111 5/12/2020  n=   9 now=    4679 end=       4632      4115      4782 U=    14.13 T=   80.9 p1=  -1.0 p2=   101.0 ed=   114 5/15/2020   x1= 102. x2= 111. y1= -1.50 y2= -2.13     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4632    4115     4782    20   114 5/15/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .998249 cc2=  .664916 lx=  8.43084 if= 103 il= 111 5/12/2020  n=   8 now=    4679 end=       4586      4115      4782 U=    13.01 T=   82.1 p1=  -2.0 p2=   102.0 ed=   112 5/13/2020   x1= 103. x2= 111. y1= -1.61 y2= -2.22     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4586    4115     4782    20   112 5/13/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .997522 cc2=  .643968 lx=  8.44084 if= 104 il= 111 5/12/2020  n=   7 now=    4679 end=       4632      4115      4782 U=    14.36 T=   80.4 p1=  -1.0 p2=   101.0 ed=   114 5/15/2020   x1= 104. x2= 111. y1= -1.65 y2= -2.13     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4632    4115     4782    20   114 5/15/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .997035 cc2=  .619070 lx=  8.39084 if= 105 il= 111 5/12/2020  n=   6 now=    4679 end=       4406      4115      4782 U=     9.09 T=   86.6 p1=  -5.8 p2=   106.2 ed=   108 5/9/2020    x1= 105. x2= 111. y1= -2.02 y2= -2.68     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4406    4115     4782    20   108 5/9/2020  
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .995329 cc2=  .587080 lx=  8.38084 if= 106 il= 111 5/12/2020  n=   5 now=    4679 end=       4362      4115      4782 U=     8.08 T=   88.1 p1=  -6.8 p2=   107.3 ed=   107 5/8/2020    x1= 106. x2= 111. y1= -2.22 y2= -2.84     
GP: Confirmed US_New_Jersey_Somerset 5/12/2020       111    4679     4362    4115     4782    20   107 5/8/2020  
AAA1     1 US_New_Jersey_Somerset Confirmed cc1=  .999574 cc2=  .873585 lx=  8.46084 if=  50 il= 112 5/13/2020  n=  62 now=    4679 end=       4726      4127      4735 U=    15.00 T=   82.0 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  50. x2= 112. y1=  2.14 y2= -2.00 BEST
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999577 cc2=  .873585 lx=  8.45684 if=  50 il= 112 5/13/2020  n=  62 now=    4679 end=       4726      4127      4735 U=    15.00 T=   82.0 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  50. x2= 112. y1=  2.14 y2= -2.00 BEST
GP: Confirmed US_New_Jersey_Somerset 5/13/2020       112    4679     4726    4127     4735    20   117 5/18/2020 
AAA1     1 US_New_Jersey_Somerset Confirmed cc1=  .999574 cc2=  .872574 lx=  8.46084 if=  51 il= 112 5/13/2020  n=  61 now=    4679 end=       4726      4127      4735 U=    14.76 T=   82.5 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  51. x2= 112. y1=  2.14 y2= -2.00 BEST
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999582 cc2=  .872574 lx=  8.45584 if=  51 il= 112 5/13/2020  n=  61 now=    4679 end=       4726      4127      4735 U=    14.76 T=   82.5 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  51. x2= 112. y1=  2.14 y2= -2.00 BEST
GP: Confirmed US_New_Jersey_Somerset 5/13/2020       112    4679     4726    4127     4735    20   117 5/18/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999553 cc2=  .871516 lx=  8.45084 if=  52 il= 112 5/13/2020  n=  60 now=    4679 end=       4678      4127      4735 U=    14.25 T=   82.4 p1=    .0 p2=   100.0 ed=   116 5/17/2020   x1=  52. x2= 112. y1=  2.13 y2= -2.08     
GP: Confirmed US_New_Jersey_Somerset 5/13/2020       112    4679     4678    4127     4735    20   116 5/17/2020 
AAA1     1 US_New_Jersey_Somerset Confirmed cc1=  .999563 cc2=  .870464 lx=  8.46084 if=  53 il= 112 5/13/2020  n=  59 now=    4679 end=       4726      4127      4735 U=    14.27 T=   83.5 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  53. x2= 112. y1=  2.14 y2= -2.00 BEST
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999566 cc2=  .870464 lx=  8.45784 if=  53 il= 112 5/13/2020  n=  59 now=    4679 end=       4726      4127      4735 U=    14.27 T=   83.5 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  53. x2= 112. y1=  2.14 y2= -2.00 BEST
GP: Confirmed US_New_Jersey_Somerset 5/13/2020       112    4679     4726    4127     4735    20   117 5/18/2020 
AAA1     1 US_New_Jersey_Somerset Confirmed cc1=  .999684 cc2=  .869495 lx=  8.46084 if=  54 il= 112 5/13/2020  n=  58 now=    4679 end=       4726      4127      4735 U=    14.78 T=   82.5 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  54. x2= 112. y1=  1.92 y2= -2.00 BEST
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999685 cc2=  .869495 lx=  8.46284 if=  54 il= 112 5/13/2020  n=  58 now=    4679 end=       4726      4127      4735 U=    14.78 T=   82.5 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  54. x2= 112. y1=  1.92 y2= -2.00 BEST
GP: Confirmed US_New_Jersey_Somerset 5/13/2020       112    4679     4726    4127     4735    20   117 5/18/2020 
AAA1     1 US_New_Jersey_Somerset Confirmed cc1=  .999669 cc2=  .868363 lx=  8.46084 if=  55 il= 112 5/13/2020  n=  57 now=    4679 end=       4726      4127      4735 U=    14.72 T=   82.6 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  55. x2= 112. y1=  1.87 y2= -2.00 BEST
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999671 cc2=  .868363 lx=  8.46284 if=  55 il= 112 5/13/2020  n=  57 now=    4679 end=       4726      4127      4735 U=    14.72 T=   82.6 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  55. x2= 112. y1=  1.87 y2= -2.00 BEST
GP: Confirmed US_New_Jersey_Somerset 5/13/2020       112    4679     4726    4127     4735    20   117 5/18/2020 
AAA1     1 US_New_Jersey_Somerset Confirmed cc1=  .999660 cc2=  .867207 lx=  8.46084 if=  56 il= 112 5/13/2020  n=  56 now=    4679 end=       4726      4127      4735 U=    14.99 T=   82.1 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  56. x2= 112. y1=  1.74 y2= -2.00 BEST
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999663 cc2=  .867207 lx=  8.46384 if=  56 il= 112 5/13/2020  n=  56 now=    4679 end=       4726      4127      4735 U=    14.99 T=   82.1 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  56. x2= 112. y1=  1.74 y2= -2.00 BEST
GP: Confirmed US_New_Jersey_Somerset 5/13/2020       112    4679     4726    4127     4735    20   117 5/18/2020 
AAA1     1 US_New_Jersey_Somerset Confirmed cc1=  .999649 cc2=  .866019 lx=  8.46084 if=  57 il= 112 5/13/2020  n=  55 now=    4679 end=       4726      4127      4735 U=    14.91 T=   82.2 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  57. x2= 112. y1=  1.69 y2= -2.00 BEST
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999651 cc2=  .866019 lx=  8.46284 if=  57 il= 112 5/13/2020  n=  55 now=    4679 end=       4726      4127      4735 U=    14.91 T=   82.2 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  57. x2= 112. y1=  1.69 y2= -2.00 BEST
GP: Confirmed US_New_Jersey_Somerset 5/13/2020       112    4679     4726    4127     4735    20   117 5/18/2020 
AAA1     1 US_New_Jersey_Somerset Confirmed cc1=  .999631 cc2=  .864791 lx=  8.46084 if=  58 il= 112 5/13/2020  n=  54 now=    4679 end=       4726      4127      4735 U=    14.86 T=   82.3 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  58. x2= 112. y1=  1.63 y2= -2.00 BEST
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999633 cc2=  .864791 lx=  8.46284 if=  58 il= 112 5/13/2020  n=  54 now=    4679 end=       4726      4127      4735 U=    14.86 T=   82.3 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  58. x2= 112. y1=  1.63 y2= -2.00 BEST
GP: Confirmed US_New_Jersey_Somerset 5/13/2020       112    4679     4726    4127     4735    20   117 5/18/2020 
AAA1     1 US_New_Jersey_Somerset Confirmed cc1=  .999610 cc2=  .863528 lx=  8.46084 if=  59 il= 112 5/13/2020  n=  53 now=    4679 end=       4726      4127      4735 U=    14.74 T=   82.5 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  59. x2= 112. y1=  1.60 y2= -2.00 BEST
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999612 cc2=  .863528 lx=  8.46284 if=  59 il= 112 5/13/2020  n=  53 now=    4679 end=       4726      4127      4735 U=    14.74 T=   82.5 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  59. x2= 112. y1=  1.60 y2= -2.00 BEST
GP: Confirmed US_New_Jersey_Somerset 5/13/2020       112    4679     4726    4127     4735    20   117 5/18/2020 
AAA1     1 US_New_Jersey_Somerset Confirmed cc1=  .999596 cc2=  .862235 lx=  8.46084 if=  60 il= 112 5/13/2020  n=  52 now=    4679 end=       4726      4127      4735 U=    14.82 T=   82.4 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  60. x2= 112. y1=  1.51 y2= -2.00 BEST
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999599 cc2=  .862235 lx=  8.46384 if=  60 il= 112 5/13/2020  n=  52 now=    4679 end=       4726      4127      4735 U=    14.82 T=   82.4 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  60. x2= 112. y1=  1.51 y2= -2.00 BEST
GP: Confirmed US_New_Jersey_Somerset 5/13/2020       112    4679     4726    4127     4735    20   117 5/18/2020 
AAA1     1 US_New_Jersey_Somerset Confirmed cc1=  .999574 cc2=  .860899 lx=  8.46084 if=  61 il= 112 5/13/2020  n=  51 now=    4679 end=       4726      4127      4735 U=    14.80 T=   82.4 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  61. x2= 112. y1=  1.45 y2= -2.00 BEST
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999579 cc2=  .860899 lx=  8.46484 if=  61 il= 112 5/13/2020  n=  51 now=    4679 end=       4726      4127      4735 U=    14.80 T=   82.4 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  61. x2= 112. y1=  1.45 y2= -2.00 BEST
GP: Confirmed US_New_Jersey_Somerset 5/13/2020       112    4679     4726    4127     4735    20   117 5/18/2020 
AAA2     1 US_New_Jersey_Somerset Confirmed cc1=  .999555 cc2=  .859527 lx=  8.47084 if=  62 il= 112 5/13/2020  n=  50 now=    4679 end=       4773      4127      4735 U=    15.27 T=   82.6 p1=   2.0 p2=    98.0 ed=   118 5/19/2020   x1=  62. x2= 112. y1=  1.35 y2= -1.93     
