TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       20415.00000        9.92403
TAB:  Dominican_Republic Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed Dominican_Republic 4/28/2020        97   20415    13548    6416     9318     5   144 6/14/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .998582 cc2=  .798582 lx=  9.44403 if=  73 il=  97 4/28/2020  n=  24 now=   20415 end=      12632      6416      9318 U=    21.62 T=   88.6 p1= -38.1 p2=   161.6 ed=   139 6/9/2020    x1=  73. x2=  97. y1=   .72 y2=  -.39     
GP: Confirmed Dominican_Republic 4/28/2020        97   20415    12632    6416     9318     5   139 6/9/2020  
AAA2     1 Dominican_Republic Confirmed cc1=  .998710 cc2=  .794586 lx=  9.36403 if=  74 il=  97 4/28/2020  n=  23 now=   20415 end=      11661      6416      9318 U=    19.89 T=   86.8 p1= -42.9 p2=   175.1 ed=   133 6/3/2020    x1=  74. x2=  97. y1=   .64 y2=  -.52     
GP: Confirmed Dominican_Republic 4/28/2020        97   20415    11661    6416     9318     5   133 6/3/2020  
AAA2     1 Dominican_Republic Confirmed cc1=  .998881 cc2=  .790366 lx=  9.30403 if=  75 il=  97 4/28/2020  n=  22 now=   20415 end=      10982      6416      9318 U=    18.26 T=   85.7 p1= -46.2 p2=   185.9 ed=   128 5/29/2020   x1=  75. x2=  97. y1=   .58 y2=  -.62     
GP: Confirmed Dominican_Republic 4/28/2020        97   20415    10982    6416     9318     5   128 5/29/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .998857 cc2=  .785657 lx=  9.26403 if=  76 il=  97 4/28/2020  n=  21 now=   20415 end=      10551      6416      9318 U=    17.21 T=   85.0 p1= -48.3 p2=   193.5 ed=   125 5/26/2020   x1=  76. x2=  97. y1=   .52 y2=  -.70     
GP: Confirmed Dominican_Republic 4/28/2020        97   20415    10551    6416     9318     5   125 5/26/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .998738 cc2=  .780520 lx=  9.24403 if=  77 il=  97 4/28/2020  n=  20 now=   20415 end=      10342      6416      9318 U=    16.63 T=   84.7 p1= -49.3 p2=   197.4 ed=   123 5/24/2020   x1=  77. x2=  97. y1=   .46 y2=  -.74     
GP: Confirmed Dominican_Republic 4/28/2020        97   20415    10342    6416     9318     5   123 5/24/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .998551 cc2=  .774944 lx=  9.22403 if=  78 il=  97 4/28/2020  n=  19 now=   20415 end=      10137      6416      9318 U=    16.35 T=   84.2 p1= -50.3 p2=   201.4 ed=   122 5/23/2020   x1=  78. x2=  97. y1=   .38 y2=  -.78     
GP: Confirmed Dominican_Republic 4/28/2020        97   20415    10137    6416     9318     5   122 5/23/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .998403 cc2=  .768987 lx=  9.19403 if=  79 il=  97 4/28/2020  n=  18 now=   20415 end=       9838      6416      9318 U=    15.93 T=   83.5 p1= -51.8 p2=   207.5 ed=   121 5/22/2020   x1=  79. x2=  97. y1=   .28 y2=  -.85     
GP: Confirmed Dominican_Republic 4/28/2020        97   20415     9838    6416     9318     5   121 5/22/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .998735 cc2=  .756199 lx=  9.09403 if=  81 il=  97 4/28/2020  n=  16 now=   20415 end=       8901      6416      9318 U=    13.22 T=   82.2 p1= -56.4 p2=   229.4 ed=   113 5/14/2020   x1=  81. x2=  97. y1=   .09 y2= -1.12     
GP: Confirmed Dominican_Republic 4/28/2020        97   20415     8901    6416     9318     5   113 5/14/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .998923 cc2=  .748923 lx=  9.05403 if=  82 il=  97 4/28/2020  n=  15 now=   20415 end=       8552      6416      9318 U=    12.10 T=   81.9 p1= -58.1 p2=   238.7 ed=   110 5/11/2020   x1=  82. x2=  97. y1=  -.01 y2= -1.25     
GP: Confirmed Dominican_Republic 4/28/2020        97   20415     8552    6416     9318     5   110 5/11/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .999139 cc2=  .740940 lx=  9.01403 if=  83 il=  97 4/28/2020  n=  14 now=   20415 end=       8217      6416      9318 U=    10.69 T=   82.1 p1= -59.8 p2=   248.4 ed=   107 5/8/2020    x1=  83. x2=  97. y1=  -.09 y2= -1.40     
GP: Confirmed Dominican_Republic 4/28/2020        97   20415     8217    6416     9318     5   107 5/8/2020  
AAA2     1 Dominican_Republic Confirmed cc1=  .998945 cc2=  .731684 lx=  9.01403 if=  84 il=  97 4/28/2020  n=  13 now=   20415 end=       8217      6416      9318 U=    10.84 T=   81.9 p1= -59.8 p2=   248.4 ed=   107 5/8/2020    x1=  84. x2=  97. y1=  -.20 y2= -1.40     
GP: Confirmed Dominican_Republic 4/28/2020        97   20415     8217    6416     9318     5   107 5/8/2020  
AAA2     1 Dominican_Republic Confirmed cc1=  .998889 cc2=  .721539 lx=  8.99403 if=  85 il=  97 4/28/2020  n=  12 now=   20415 end=       8054      6416      9318 U=     9.91 T=   82.3 p1= -60.5 p2=   253.5 ed=   105 5/6/2020    x1=  85. x2=  97. y1=  -.27 y2= -1.48     
GP: Confirmed Dominican_Republic 4/28/2020        97   20415     8054    6416     9318     5   105 5/6/2020  
AAA2     1 Dominican_Republic Confirmed cc1=  .998767 cc2=  .710092 lx=  9.01403 if=  86 il=  97 4/28/2020  n=  11 now=   20415 end=       8217      6416      9318 U=    10.74 T=   82.0 p1= -59.8 p2=   248.4 ed=   107 5/8/2020    x1=  86. x2=  97. y1=  -.37 y2= -1.40     
GP: Confirmed Dominican_Republic 4/28/2020        97   20415     8217    6416     9318     5   107 5/8/2020  
AAA2     1 Dominican_Republic Confirmed cc1=  .998411 cc2=  .696900 lx=  9.01403 if=  87 il=  97 4/28/2020  n=  10 now=   20415 end=       8217      6416      9318 U=    10.53 T=   82.3 p1= -59.8 p2=   248.4 ed=   107 5/8/2020    x1=  87. x2=  97. y1=  -.45 y2= -1.40     
GP: Confirmed Dominican_Republic 4/28/2020        97   20415     8217    6416     9318     5   107 5/8/2020  
AAA2     1 Dominican_Republic Confirmed cc1=  .998202 cc2=  .681974 lx=  9.07403 if=  88 il=  97 4/28/2020  n=   9 now=   20415 end=       8725      6416      9318 U=    12.75 T=   82.0 p1= -57.3 p2=   234.0 ed=   112 5/13/2020   x1=  88. x2=  97. y1=  -.47 y2= -1.18     
GP: Confirmed Dominican_Republic 4/28/2020        97   20415     8725    6416     9318     5   112 5/13/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .997619 cc2=  .664286 lx=  9.03403 if=  89 il=  97 4/28/2020  n=   8 now=   20415 end=       8383      6416      9318 U=    11.89 T=   81.3 p1= -58.9 p2=   243.5 ed=   109 5/10/2020   x1=  89. x2=  97. y1=  -.65 y2= -1.32     
GP: Confirmed Dominican_Republic 4/28/2020        97   20415     8383    6416     9318     5   109 5/10/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .999670 cc2=  .646117 lx=  8.92403 if=  90 il=  97 4/28/2020  n=   7 now=   20415 end=       7510      6416      9318 U=     7.55 T=   83.0 p1= -63.2 p2=   271.8 ed=   100 5/1/2020    x1=  90. x2=  97. y1=  -.92 y2= -1.85     
GP: Confirmed Dominican_Republic 4/28/2020        97   20415     7510    6416     9318     5   100 5/1/2020  
AAA2     1 Dominican_Republic Confirmed cc1=  .999507 cc2=  .621542 lx=  8.92403 if=  91 il=  97 4/28/2020  n=   6 now=   20415 end=       7510      6416      9318 U=     7.55 T=   83.0 p1= -63.2 p2=   271.8 ed=   100 5/1/2020    x1=  91. x2=  97. y1= -1.05 y2= -1.85     
GP: Confirmed Dominican_Republic 4/28/2020        97   20415     7510    6416     9318     5   100 5/1/2020  
AAA2     1 Dominican_Republic Confirmed cc1=  .999212 cc2=  .590964 lx=  8.91403 if=  92 il=  97 4/28/2020  n=   5 now=   20415 end=       7435      6416      9318 U=     7.26 T=   83.1 p1= -63.6 p2=   274.6 ed=   100 5/1/2020    x1=  92. x2=  97. y1= -1.23 y2= -1.91     
GP: Confirmed Dominican_Republic 4/28/2020        97   20415     7435    6416     9318     5   100 5/1/2020  
AAA2     1 Dominican_Republic Confirmed cc1=  .994814 cc2=  .865715 lx=  9.36403 if=  39 il=  98 4/29/2020  n=  59 now=   20415 end=      11661      6652      9429 U=    20.96 T=   85.9 p1= -42.9 p2=   175.1 ed=   135 6/5/2020    x1=  39. x2=  98. y1=  2.24 y2=  -.58     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    11661    6652     9429     4   135 6/5/2020  
AAA2     1 Dominican_Republic Confirmed cc1=  .995418 cc2=  .865229 lx=  9.33403 if=  40 il=  98 4/29/2020  n=  58 now=   20415 end=      11316      6652      9429 U=    20.24 T=   85.2 p1= -44.6 p2=   180.4 ed=   132 6/2/2020    x1=  40. x2=  98. y1=  2.23 y2=  -.63     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    11316    6652     9429     4   132 6/2/2020  
AAA2     1 Dominican_Republic Confirmed cc1=  .995893 cc2=  .864586 lx=  9.30403 if=  41 il=  98 4/29/2020  n=  57 now=   20415 end=      10982      6652      9429 U=    19.51 T=   84.5 p1= -46.2 p2=   185.9 ed=   130 5/31/2020   x1=  41. x2=  98. y1=  2.23 y2=  -.69     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    10982    6652     9429     4   130 5/31/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .996236 cc2=  .863783 lx=  9.28403 if=  42 il=  98 4/29/2020  n=  56 now=   20415 end=      10764      6652      9429 U=    18.92 T=   84.2 p1= -47.3 p2=   189.7 ed=   128 5/29/2020   x1=  42. x2=  98. y1=  2.23 y2=  -.73     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    10764    6652     9429     4   128 5/29/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .996444 cc2=  .862813 lx=  9.26403 if=  43 il=  98 4/29/2020  n=  55 now=   20415 end=      10551      6652      9429 U=    18.33 T=   83.8 p1= -48.3 p2=   193.5 ed=   127 5/28/2020   x1=  43. x2=  98. y1=  2.23 y2=  -.77     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    10551    6652     9429     4   127 5/28/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .996518 cc2=  .861678 lx=  9.24403 if=  44 il=  98 4/29/2020  n=  54 now=   20415 end=      10342      6652      9429 U=    18.22 T=   83.1 p1= -49.3 p2=   197.4 ed=   126 5/27/2020   x1=  44. x2=  98. y1=  2.15 y2=  -.82     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    10342    6652     9429     4   126 5/27/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .996752 cc2=  .860669 lx=  9.23403 if=  45 il=  98 4/29/2020  n=  53 now=   20415 end=      10239      6652      9429 U=    17.75 T=   83.1 p1= -49.8 p2=   199.4 ed=   124 5/25/2020   x1=  45. x2=  98. y1=  2.14 y2=  -.84     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    10239    6652     9429     4   124 5/25/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .996843 cc2=  .859482 lx=  9.21403 if=  46 il=  98 4/29/2020  n=  52 now=   20415 end=      10036      6652      9429 U=    17.83 T=   82.2 p1= -50.8 p2=   203.4 ed=   124 5/25/2020   x1=  46. x2=  98. y1=  2.03 y2=  -.89     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    10036    6652     9429     4   124 5/25/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .997276 cc2=  .858601 lx=  9.19403 if=  47 il=  98 4/29/2020  n=  51 now=   20415 end=       9838      6652      9429 U=    17.20 T=   81.9 p1= -51.8 p2=   207.5 ed=   122 5/23/2020   x1=  47. x2=  98. y1=  2.03 y2=  -.94     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415     9838    6652     9429     4   122 5/23/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .997548 cc2=  .857520 lx=  9.18403 if=  48 il=  98 4/29/2020  n=  50 now=   20415 end=       9740      6652      9429 U=    16.73 T=   81.9 p1= -52.3 p2=   209.6 ed=   121 5/22/2020   x1=  48. x2=  98. y1=  2.02 y2=  -.96     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415     9740    6652     9429     4   121 5/22/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .997664 cc2=  .856243 lx=  9.16403 if=  49 il=  98 4/29/2020  n=  49 now=   20415 end=       9547      6652      9429 U=    16.12 T=   81.6 p1= -53.2 p2=   213.8 ed=   119 5/20/2020   x1=  49. x2=  98. y1=  2.02 y2= -1.02     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415     9547    6652     9429     4   119 5/20/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .997640 cc2=  .854783 lx=  9.16403 if=  50 il=  98 4/29/2020  n=  48 now=   20415 end=       9547      6652      9429 U=    15.79 T=   81.9 p1= -53.2 p2=   213.8 ed=   119 5/20/2020   x1=  50. x2=  98. y1=  2.02 y2= -1.02     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415     9547    6652     9429     4   119 5/20/2020 
AAA1     1 Dominican_Republic Confirmed cc1=  .997516 cc2=  .853178 lx=  9.15403 if=  51 il=  98 4/29/2020  n=  47 now=   20415 end=       9452      6652      9429 U=    15.33 T=   82.0 p1= -53.7 p2=   216.0 ed=   118 5/19/2020   x1=  51. x2=  98. y1=  2.02 y2= -1.05 BEST
AAA2     1 Dominican_Republic Confirmed cc1=  .997516 cc2=  .853178 lx=  9.15503 if=  51 il=  98 4/29/2020  n=  47 now=   20415 end=       9452      6652      9429 U=    15.33 T=   82.0 p1= -53.7 p2=   216.0 ed=   118 5/19/2020   x1=  51. x2=  98. y1=  2.02 y2= -1.05 BEST
GP: Confirmed Dominican_Republic 4/29/2020        98   20415     9452    6652     9429     4   118 5/19/2020 
AAA1     1 Dominican_Republic Confirmed cc1=  .997358 cc2=  .851493 lx=  9.15403 if=  52 il=  98 4/29/2020  n=  46 now=   20415 end=       9452      6652      9429 U=    15.56 T=   81.7 p1= -53.7 p2=   216.0 ed=   118 5/19/2020   x1=  52. x2=  98. y1=  1.91 y2= -1.05 BEST
AAA2     1 Dominican_Republic Confirmed cc1=  .997359 cc2=  .851493 lx=  9.15703 if=  52 il=  98 4/29/2020  n=  46 now=   20415 end=       9452      6652      9429 U=    15.56 T=   81.7 p1= -53.7 p2=   216.0 ed=   118 5/19/2020   x1=  52. x2=  98. y1=  1.91 y2= -1.05 BEST
GP: Confirmed Dominican_Republic 4/29/2020        98   20415     9452    6652     9429     4   118 5/19/2020 
AAA1     1 Dominican_Republic Confirmed cc1=  .997194 cc2=  .849752 lx=  9.15403 if=  53 il=  98 4/29/2020  n=  45 now=   20415 end=       9452      6652      9429 U=    15.22 T=   82.1 p1= -53.7 p2=   216.0 ed=   118 5/19/2020   x1=  53. x2=  98. y1=  1.91 y2= -1.05 BEST
AAA2     1 Dominican_Republic Confirmed cc1=  .997194 cc2=  .849752 lx=  9.15403 if=  53 il=  98 4/29/2020  n=  45 now=   20415 end=       9452      6652      9429 U=    15.22 T=   82.1 p1= -53.7 p2=   216.0 ed=   118 5/19/2020   x1=  53. x2=  98. y1=  1.91 y2= -1.05 BEST
GP: Confirmed Dominican_Republic 4/29/2020        98   20415     9452    6652     9429     4   118 5/19/2020 
AAA1     1 Dominican_Republic Confirmed cc1=  .997023 cc2=  .847952 lx=  9.15403 if=  54 il=  98 4/29/2020  n=  44 now=   20415 end=       9452      6652      9429 U=    14.88 T=   82.4 p1= -53.7 p2=   216.0 ed=   117 5/18/2020   x1=  54. x2=  98. y1=  1.91 y2= -1.05 BEST
AAA2     1 Dominican_Republic Confirmed cc1=  .997025 cc2=  .847952 lx=  9.15903 if=  54 il=  98 4/29/2020  n=  44 now=   20415 end=       9452      6652      9429 U=    14.88 T=   82.4 p1= -53.7 p2=   216.0 ed=   117 5/18/2020   x1=  54. x2=  98. y1=  1.91 y2= -1.05 BEST
GP: Confirmed Dominican_Republic 4/29/2020        98   20415     9452    6652     9429     4   117 5/18/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .997038 cc2=  .846282 lx=  9.17403 if=  55 il=  98 4/29/2020  n=  43 now=   20415 end=       9643      6652      9429 U=    15.34 T=   82.8 p1= -52.8 p2=   211.7 ed=   119 5/20/2020   x1=  55. x2=  98. y1=  1.81 y2=  -.99     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415     9643    6652     9429     4   119 5/20/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .996983 cc2=  .844484 lx=  9.19403 if=  56 il=  98 4/29/2020  n=  42 now=   20415 end=       9838      6652      9429 U=    15.25 T=   83.7 p1= -51.8 p2=   207.5 ed=   119 5/20/2020   x1=  56. x2=  98. y1=  1.82 y2=  -.94     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415     9838    6652     9429     4   119 5/20/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .997429 cc2=  .843125 lx=  9.23403 if=  57 il=  98 4/29/2020  n=  41 now=   20415 end=      10239      6652      9429 U=    15.88 T=   84.7 p1= -49.8 p2=   199.4 ed=   122 5/23/2020   x1=  57. x2=  98. y1=  1.74 y2=  -.84     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    10239    6652     9429     4   122 5/23/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .998115 cc2=  .841941 lx=  9.28403 if=  58 il=  98 4/29/2020  n=  40 now=   20415 end=      10764      6652      9429 U=    17.08 T=   85.5 p1= -47.3 p2=   189.7 ed=   125 5/26/2020   x1=  58. x2=  98. y1=  1.61 y2=  -.73     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    10764    6652     9429     4   125 5/26/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .998478 cc2=  .840364 lx=  9.33403 if=  59 il=  98 4/29/2020  n=  39 now=   20415 end=      11316      6652      9429 U=    18.04 T=   86.6 p1= -44.6 p2=   180.4 ed=   129 5/30/2020   x1=  59. x2=  98. y1=  1.53 y2=  -.63     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    11316    6652     9429     4   129 5/30/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .998823 cc2=  .838694 lx=  9.38403 if=  60 il=  98 4/29/2020  n=  38 now=   20415 end=      11896      6652      9429 U=    19.51 T=   87.4 p1= -41.7 p2=   171.6 ed=   133 6/3/2020    x1=  60. x2=  98. y1=  1.41 y2=  -.54     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    11896    6652     9429     4   133 6/3/2020  
AAA2     1 Dominican_Republic Confirmed cc1=  .998803 cc2=  .836582 lx=  9.40403 if=  61 il=  98 4/29/2020  n=  37 now=   20415 end=      12137      6652      9429 U=    19.78 T=   87.9 p1= -40.5 p2=   168.2 ed=   134 6/4/2020    x1=  61. x2=  98. y1=  1.36 y2=  -.51     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    12137    6652     9429     4   134 6/4/2020  
AAA2     1 Dominican_Republic Confirmed cc1=  .998841 cc2=  .834442 lx=  9.44403 if=  62 il=  98 4/29/2020  n=  36 now=   20415 end=      12632      6652      9429 U=    20.54 T=   88.9 p1= -38.1 p2=   161.6 ed=   137 6/7/2020    x1=  62. x2=  98. y1=  1.31 y2=  -.44     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    12632    6652     9429     4   137 6/7/2020  
AAA2     1 Dominican_Republic Confirmed cc1=  .998875 cc2=  .832208 lx=  9.48403 if=  63 il=  98 4/29/2020  n=  35 now=   20415 end=      13148      6652      9429 U=    21.34 T=   89.8 p1= -35.6 p2=   155.3 ed=   140 6/10/2020   x1=  63. x2=  98. y1=  1.26 y2=  -.38     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    13148    6652     9429     4   140 6/10/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .998891 cc2=  .829860 lx=  9.51403 if=  64 il=  98 4/29/2020  n=  34 now=   20415 end=      13548      6652      9429 U=    22.05 T=   90.5 p1= -33.6 p2=   150.7 ed=   142 6/12/2020   x1=  64. x2=  98. y1=  1.20 y2=  -.34     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    13548    6652     9429     4   142 6/12/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .998868 cc2=  .827369 lx=  9.55403 if=  65 il=  98 4/29/2020  n=  33 now=   20415 end=      14101      6652      9429 U=    22.83 T=   91.5 p1= -30.9 p2=   144.8 ed=   145 6/15/2020   x1=  65. x2=  98. y1=  1.16 y2=  -.29     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    14101    6652     9429     4   145 6/15/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .998842 cc2=  .824764 lx=  9.59403 if=  66 il=  98 4/29/2020  n=  32 now=   20415 end=      14676      6652      9429 U=    23.92 T=   92.4 p1= -28.1 p2=   139.1 ed=   148 6/18/2020   x1=  66. x2=  98. y1=  1.10 y2=  -.23     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    14676    6652     9429     4   148 6/18/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .998738 cc2=  .821961 lx=  9.61403 if=  67 il=  98 4/29/2020  n=  31 now=   20415 end=      14973      6652      9429 U=    24.62 T=   92.9 p1= -26.7 p2=   136.3 ed=   150 6/20/2020   x1=  67. x2=  98. y1=  1.05 y2=  -.21     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    14973    6652     9429     4   150 6/20/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .998622 cc2=  .819016 lx=  9.59403 if=  68 il=  98 4/29/2020  n=  30 now=   20415 end=      14676      6652      9429 U=    23.80 T=   92.4 p1= -28.1 p2=   139.1 ed=   148 6/18/2020   x1=  68. x2=  98. y1=  1.03 y2=  -.23     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    14676    6652     9429     4   148 6/18/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .998516 cc2=  .815942 lx=  9.63403 if=  69 il=  98 4/29/2020  n=  29 now=   20415 end=      15275      6652      9429 U=    25.24 T=   93.3 p1= -25.2 p2=   133.6 ed=   152 6/22/2020   x1=  69. x2=  98. y1=   .96 y2=  -.18     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    15275    6652     9429     4   152 6/22/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .998402 cc2=  .812707 lx=  9.59403 if=  70 il=  98 4/29/2020  n=  28 now=   20415 end=      14676      6652      9429 U=    24.90 T=   92.2 p1= -28.1 p2=   139.1 ed=   150 6/20/2020   x1=  70. x2=  98. y1=   .89 y2=  -.23     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    14676    6652     9429     4   150 6/20/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .998492 cc2=  .809510 lx=  9.51403 if=  71 il=  98 4/29/2020  n=  27 now=   20415 end=      13548      6652      9429 U=    23.14 T=   90.1 p1= -33.6 p2=   150.7 ed=   144 6/14/2020   x1=  71. x2=  98. y1=   .83 y2=  -.34     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    13548    6652     9429     4   144 6/14/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .998576 cc2=  .806126 lx=  9.45403 if=  72 il=  98 4/29/2020  n=  26 now=   20415 end=      12759      6652      9429 U=    21.78 T=   88.7 p1= -37.5 p2=   160.0 ed=   140 6/10/2020   x1=  72. x2=  98. y1=   .76 y2=  -.43     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    12759    6652     9429     4   140 6/10/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .998666 cc2=  .802550 lx=  9.39403 if=  73 il=  98 4/29/2020  n=  25 now=   20415 end=      12016      6652      9429 U=    20.46 T=   87.2 p1= -41.1 p2=   169.9 ed=   135 6/5/2020    x1=  73. x2=  98. y1=   .70 y2=  -.53     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    12016    6652     9429     4   135 6/5/2020  
AAA2     1 Dominican_Republic Confirmed cc1=  .998810 cc2=  .798810 lx=  9.33403 if=  74 il=  98 4/29/2020  n=  24 now=   20415 end=      11316      6652      9429 U=    19.08 T=   85.9 p1= -44.6 p2=   180.4 ed=   130 5/31/2020   x1=  74. x2=  98. y1=   .63 y2=  -.63     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    11316    6652     9429     4   130 5/31/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .998988 cc2=  .794864 lx=  9.28403 if=  75 il=  98 4/29/2020  n=  23 now=   20415 end=      10764      6652      9429 U=    17.64 T=   85.1 p1= -47.3 p2=   189.7 ed=   126 5/27/2020   x1=  75. x2=  98. y1=   .57 y2=  -.73     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    10764    6652     9429     4   126 5/27/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .998985 cc2=  .790471 lx=  9.24403 if=  76 il=  98 4/29/2020  n=  22 now=   20415 end=      10342      6652      9429 U=    16.57 T=   84.4 p1= -49.3 p2=   197.4 ed=   123 5/24/2020   x1=  76. x2=  98. y1=   .51 y2=  -.82     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    10342    6652     9429     4   123 5/24/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .998894 cc2=  .785693 lx=  9.22403 if=  77 il=  98 4/29/2020  n=  21 now=   20415 end=      10137      6652      9429 U=    15.97 T=   84.2 p1= -50.3 p2=   201.4 ed=   121 5/22/2020   x1=  77. x2=  98. y1=   .45 y2=  -.86     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    10137    6652     9429     4   121 5/22/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .998742 cc2=  .780524 lx=  9.21403 if=  78 il=  98 4/29/2020  n=  20 now=   20415 end=      10036      6652      9429 U=    15.85 T=   83.9 p1= -50.8 p2=   203.4 ed=   121 5/22/2020   x1=  78. x2=  98. y1=   .37 y2=  -.89     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415    10036    6652     9429     4   121 5/22/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .998629 cc2=  .775023 lx=  9.19403 if=  79 il=  98 4/29/2020  n=  19 now=   20415 end=       9838      6652      9429 U=    15.60 T=   83.4 p1= -51.8 p2=   207.5 ed=   120 5/21/2020   x1=  79. x2=  98. y1=   .28 y2=  -.94     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415     9838    6652     9429     4   120 5/21/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .998848 cc2=  .769432 lx=  9.14403 if=  80 il=  98 4/29/2020  n=  18 now=   20415 end=       9358      6652      9429 U=    14.12 T=   82.8 p1= -54.2 p2=   218.2 ed=   116 5/17/2020   x1=  80. x2=  98. y1=   .20 y2= -1.07     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415     9358    6652     9429     4   116 5/17/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .998903 cc2=  .763200 lx=  9.11403 if=  81 il=  98 4/29/2020  n=  17 now=   20415 end=       9081      6652      9429 U=    13.29 T=   82.5 p1= -55.5 p2=   224.8 ed=   113 5/14/2020   x1=  81. x2=  98. y1=   .11 y2= -1.17     
GP: Confirmed Dominican_Republic 4/29/2020        98   20415     9081    6652     9429     4   113 5/14/2020 
AAA2     1 Dominican_Republic Confirmed cc1=  .999012 cc2=  .756477 lx=  9.08403 if=  82 il=  98 4/29/2020  n=  16 now=   20415 end=       8813      6652      9429 U=    12.39 T=   82.3 p1= -56.8 p2=   231.6 ed=   111 5/12/2020   x1=  82. x2=  98. y1=   .02 y2= -1.27     
