TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       21459.00000        9.97390
TAB:  Afghanistan Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 Afghanistan Confirmed cc1=  .998465 cc2=  .709790 lx=  8.70390 if=  77 il=  88 4/19/2020  n=  11 now=   21459 end=       6026       996      2770 U=    29.67 T=  105.4 p1= -71.9 p2=   356.1 ed=   175 7/15/2020   x1=  77. x2=  88. y1=   .96 y2=   .59     
GP: Confirmed Afghanistan 4/19/2020        88   21459     6026     996     2770     5   175 7/15/2020 
AAA2     1 Afghanistan Confirmed cc1=  .998228 cc2=  .696717 lx=  8.21390 if=  78 il=  88 4/19/2020  n=  10 now=   21459 end=       3691       996      2770 U=    22.79 T=   94.2 p1= -82.8 p2=   581.4 ed=   147 6/17/2020   x1=  78. x2=  88. y1=   .71 y2=   .27     
GP: Confirmed Afghanistan 4/19/2020        88   21459     3691     996     2770     5   147 6/17/2020 
AAA2     1 Afghanistan Confirmed cc1=  .998345 cc2=  .682117 lx=  7.74390 if=  79 il=  88 4/19/2020  n=   9 now=   21459 end=       2307       996      2770 U=    15.74 T=   85.3 p1= -89.2 p2=   930.2 ed=   122 5/23/2020   x1=  79. x2=  88. y1=   .40 y2=  -.17     
GP: Confirmed Afghanistan 4/19/2020        88   21459     2307     996     2770     5   122 5/23/2020 
AAA2     1 Afghanistan Confirmed cc1=  .998637 cc2=  .665303 lx=  7.46390 if=  80 il=  88 4/19/2020  n=   8 now=   21459 end=       1743       996      2770 U=    11.19 T=   81.5 p1= -91.9 p2=  1231.2 ed=   107 5/8/2020    x1=  80. x2=  88. y1=   .14 y2=  -.58     
GP: Confirmed Afghanistan 4/19/2020        88   21459     1743     996     2770     5   107 5/8/2020  
AAA2     1 Afghanistan Confirmed cc1=  .998227 cc2=  .644673 lx=  7.37390 if=  81 il=  88 4/19/2020  n=   7 now=   21459 end=       1593       996      2770 U=     9.73 T=   80.7 p1= -92.6 p2=  1347.1 ed=   103 5/4/2020    x1=  81. x2=  88. y1=  -.04 y2=  -.75     
GP: Confirmed Afghanistan 4/19/2020        88   21459     1593     996     2770     5   103 5/4/2020  
AAA2     1 Afghanistan Confirmed cc1=  .997488 cc2=  .619523 lx=  7.30390 if=  82 il=  88 4/19/2020  n=   6 now=   21459 end=       1486       996      2770 U=     8.60 T=   80.1 p1= -93.1 p2=  1444.1 ed=   100 5/1/2020    x1=  82. x2=  88. y1=  -.22 y2=  -.92     
GP: Confirmed Afghanistan 4/19/2020        88   21459     1486     996     2770     5   100 5/1/2020  
AAA2     1 Afghanistan Confirmed cc1=  .996451 cc2=  .588203 lx=  7.21390 if=  83 il=  88 4/19/2020  n=   5 now=   21459 end=       1358       996      2770 U=     6.86 T=   80.0 p1= -93.7 p2=  1580.2 ed=    96 4/27/2020   x1=  83. x2=  88. y1=  -.44 y2= -1.17     
GP: Confirmed Afghanistan 4/19/2020        88   21459     1358     996     2770     5    96 4/27/2020 
AAA2     1 Afghanistan Confirmed cc1=  .991585 cc2=  .859131 lx= 10.66390 if=  33 il=  89 4/20/2020  n=  56 now=   21459 end=      42783      1026      2887 U=    53.32 T=  159.2 p1=  99.4 p2=    50.2 ed=   285 11/2/2020   x1=  33. x2=  89. y1=  2.37 y2=  1.32     
GP: Confirmed Afghanistan 4/20/2020        89   21459    42783    1026     2887     7   285 11/2/2020 
AAA2     1 Afghanistan Confirmed cc1=  .992747 cc2=  .859116 lx= 10.29390 if=  34 il=  89 4/20/2020  n=  55 now=   21459 end=      29551      1026      2887 U=    49.13 T=  148.6 p1=  37.7 p2=    72.6 ed=   264 10/12/2020  x1=  34. x2=  89. y1=  2.33 y2=  1.21     
GP: Confirmed Afghanistan 4/20/2020        89   21459    29551    1026     2887     7   264 10/12/2020
AAA2     1 Afghanistan Confirmed cc1=  .993800 cc2=  .858960 lx=  9.96390 if=  35 il=  89 4/20/2020  n=  54 now=   21459 end=      21245      1026      2887 U=    45.37 T=  139.3 p1=  -1.0 p2=   101.0 ed=   246 9/24/2020   x1=  35. x2=  89. y1=  2.30 y2=  1.11     
GP: Confirmed Afghanistan 4/20/2020        89   21459    21245    1026     2887     7   246 9/24/2020 
AAA2     1 Afghanistan Confirmed cc1=  .994735 cc2=  .858652 lx=  9.69390 if=  36 il=  89 4/20/2020  n=  53 now=   21459 end=      16218      1026      2887 U=    42.19 T=  131.8 p1= -24.4 p2=   132.3 ed=   231 9/9/2020    x1=  36. x2=  89. y1=  2.27 y2=  1.02     
GP: Confirmed Afghanistan 4/20/2020        89   21459    16218    1026     2887     7   231 9/9/2020  
AAA2     1 Afghanistan Confirmed cc1=  .995542 cc2=  .858182 lx=  9.45390 if=  37 il=  89 4/20/2020  n=  52 now=   21459 end=      12757      1026      2887 U=    39.33 T=  125.4 p1= -40.6 p2=   168.2 ed=   218 8/27/2020   x1=  37. x2=  89. y1=  2.25 y2=   .92     
GP: Confirmed Afghanistan 4/20/2020        89   21459    12757    1026     2887     7   218 8/27/2020 
AAA2     1 Afghanistan Confirmed cc1=  .996213 cc2=  .857538 lx=  9.24390 if=  38 il=  89 4/20/2020  n=  51 now=   21459 end=      10341      1026      2887 U=    36.78 T=  119.8 p1= -51.8 p2=   207.5 ed=   206 8/15/2020   x1=  38. x2=  89. y1=  2.22 y2=   .84     
GP: Confirmed Afghanistan 4/20/2020        89   21459    10341    1026     2887     7   206 8/15/2020 
AAA2     1 Afghanistan Confirmed cc1=  .996738 cc2=  .856710 lx=  9.06390 if=  39 il=  89 4/20/2020  n=  50 now=   21459 end=       8637      1026      2887 U=    34.53 T=  115.1 p1= -59.8 p2=   248.5 ed=   196 8/5/2020    x1=  39. x2=  89. y1=  2.20 y2=   .76     
GP: Confirmed Afghanistan 4/20/2020        89   21459     8637    1026     2887     7   196 8/5/2020  
AAA2     1 Afghanistan Confirmed cc1=  .997110 cc2=  .855689 lx=  8.92390 if=  40 il=  89 4/20/2020  n=  49 now=   21459 end=       7509      1026      2887 U=    32.66 T=  111.5 p1= -65.0 p2=   285.8 ed=   188 7/28/2020   x1=  40. x2=  89. y1=  2.19 y2=   .69     
GP: Confirmed Afghanistan 4/20/2020        89   21459     7509    1026     2887     7   188 7/28/2020 
AAA2     1 Afghanistan Confirmed cc1=  .997327 cc2=  .854470 lx=  8.79390 if=  41 il=  89 4/20/2020  n=  48 now=   21459 end=       6593      1026      2887 U=    30.90 T=  108.2 p1= -69.3 p2=   325.5 ed=   181 7/21/2020   x1=  41. x2=  89. y1=  2.17 y2=   .62     
GP: Confirmed Afghanistan 4/20/2020        89   21459     6593    1026     2887     7   181 7/21/2020 
AAA2     1 Afghanistan Confirmed cc1=  .997391 cc2=  .853054 lx=  8.70390 if=  42 il=  89 4/20/2020  n=  47 now=   21459 end=       6026      1026      2887 U=    29.51 T=  105.9 p1= -71.9 p2=   356.1 ed=   175 7/15/2020   x1=  42. x2=  89. y1=  2.16 y2=   .57     
GP: Confirmed Afghanistan 4/20/2020        89   21459     6026    1026     2887     7   175 7/15/2020 
AAA2     1 Afghanistan Confirmed cc1=  .997320 cc2=  .851455 lx=  8.64390 if=  43 il=  89 4/20/2020  n=  46 now=   21459 end=       5675      1026      2887 U=    28.39 T=  104.2 p1= -73.6 p2=   378.1 ed=   171 7/11/2020   x1=  43. x2=  89. y1=  2.16 y2=   .54     
GP: Confirmed Afghanistan 4/20/2020        89   21459     5675    1026     2887     7   171 7/11/2020 
AAA2     1 Afghanistan Confirmed cc1=  .997153 cc2=  .849711 lx=  8.61390 if=  44 il=  89 4/20/2020  n=  45 now=   21459 end=       5507      1026      2887 U=    27.53 T=  103.3 p1= -74.3 p2=   389.7 ed=   168 7/8/2020    x1=  44. x2=  89. y1=  2.15 y2=   .52     
GP: Confirmed Afghanistan 4/20/2020        89   21459     5507    1026     2887     7   168 7/8/2020  
AAA2     1 Afghanistan Confirmed cc1=  .996981 cc2=  .847909 lx=  8.65390 if=  45 il=  89 4/20/2020  n=  44 now=   21459 end=       5732      1026      2887 U=    27.24 T=  103.8 p1= -73.3 p2=   374.4 ed=   168 7/8/2020    x1=  45. x2=  89. y1=  2.16 y2=   .54     
GP: Confirmed Afghanistan 4/20/2020        89   21459     5732    1026     2887     7   168 7/8/2020  
AAA2     1 Afghanistan Confirmed cc1=  .997015 cc2=  .846260 lx=  8.82390 if=  46 il=  89 4/20/2020  n=  43 now=   21459 end=       6794      1026      2887 U=    31.39 T=  109.0 p1= -68.3 p2=   315.9 ed=   183 7/23/2020   x1=  46. x2=  89. y1=  2.01 y2=   .64     
GP: Confirmed Afghanistan 4/20/2020        89   21459     6794    1026     2887     7   183 7/23/2020 
AAA2     1 Afghanistan Confirmed cc1=  .997114 cc2=  .844616 lx=  8.69390 if=  47 il=  89 4/20/2020  n=  42 now=   21459 end=       5966      1026      2887 U=    29.51 T=  105.7 p1= -72.2 p2=   359.7 ed=   175 7/15/2020   x1=  47. x2=  89. y1=  1.99 y2=   .57     
GP: Confirmed Afghanistan 4/20/2020        89   21459     5966    1026     2887     7   175 7/15/2020 
AAA2     1 Afghanistan Confirmed cc1=  .997037 cc2=  .842734 lx=  8.61390 if=  48 il=  89 4/20/2020  n=  41 now=   21459 end=       5507      1026      2887 U=    28.72 T=  103.9 p1= -74.3 p2=   389.7 ed=   171 7/11/2020   x1=  48. x2=  89. y1=  1.95 y2=   .52     
GP: Confirmed Afghanistan 4/20/2020        89   21459     5507    1026     2887     7   171 7/11/2020 
AAA2     1 Afghanistan Confirmed cc1=  .996976 cc2=  .840802 lx=  8.52390 if=  49 il=  89 4/20/2020  n=  40 now=   21459 end=       5033      1026      2887 U=    28.18 T=  102.1 p1= -76.5 p2=   426.4 ed=   168 7/8/2020    x1=  49. x2=  89. y1=  1.88 y2=   .46     
GP: Confirmed Afghanistan 4/20/2020        89   21459     5033    1026     2887     7   168 7/8/2020  
AAA2     1 Afghanistan Confirmed cc1=  .997095 cc2=  .838981 lx=  8.41390 if=  50 il=  89 4/20/2020  n=  39 now=   21459 end=       4509      1026      2887 U=    26.45 T=   99.4 p1= -79.0 p2=   475.9 ed=   161 7/1/2020    x1=  50. x2=  89. y1=  1.87 y2=   .39     
GP: Confirmed Afghanistan 4/20/2020        89   21459     4509    1026     2887     7   161 7/1/2020  
AAA2     1 Afghanistan Confirmed cc1=  .997007 cc2=  .836879 lx=  8.34390 if=  51 il=  89 4/20/2020  n=  38 now=   21459 end=       4204      1026      2887 U=    25.13 T=   97.6 p1= -80.4 p2=   510.4 ed=   156 6/26/2020   x1=  51. x2=  89. y1=  1.86 y2=   .34     
GP: Confirmed Afghanistan 4/20/2020        89   21459     4204    1026     2887     7   156 6/26/2020 
AAA2     1 Afghanistan Confirmed cc1=  .996775 cc2=  .834553 lx=  8.32390 if=  52 il=  89 4/20/2020  n=  37 now=   21459 end=       4121      1026      2887 U=    25.52 T=   97.4 p1= -80.8 p2=   520.7 ed=   157 6/27/2020   x1=  52. x2=  89. y1=  1.78 y2=   .33     
GP: Confirmed Afghanistan 4/20/2020        89   21459     4121    1026     2887     7   157 6/27/2020 
AAA2     1 Afghanistan Confirmed cc1=  .996691 cc2=  .832292 lx=  8.24390 if=  53 il=  89 4/20/2020  n=  36 now=   21459 end=       3804      1026      2887 U=    25.19 T=   95.8 p1= -82.3 p2=   564.1 ed=   155 6/25/2020   x1=  53. x2=  89. y1=  1.70 y2=   .27     
GP: Confirmed Afghanistan 4/20/2020        89   21459     3804    1026     2887     7   155 6/25/2020 
AAA2     1 Afghanistan Confirmed cc1=  .996961 cc2=  .830294 lx=  8.14390 if=  54 il=  89 4/20/2020  n=  35 now=   21459 end=       3442      1026      2887 U=    24.34 T=   93.6 p1= -84.0 p2=   623.4 ed=   151 6/21/2020   x1=  54. x2=  89. y1=  1.63 y2=   .19     
GP: Confirmed Afghanistan 4/20/2020        89   21459     3442    1026     2887     7   151 6/21/2020 
AAA2     1 Afghanistan Confirmed cc1=  .997617 cc2=  .828586 lx=  8.04390 if=  55 il=  89 4/20/2020  n=  34 now=   21459 end=       3114      1026      2887 U=    22.74 T=   91.4 p1= -85.5 p2=   689.1 ed=   145 6/15/2020   x1=  55. x2=  89. y1=  1.60 y2=   .10     
GP: Confirmed Afghanistan 4/20/2020        89   21459     3114    1026     2887     7   145 6/15/2020 
AAA1     1 Afghanistan Confirmed cc1=  .998070 cc2=  .826572 lx=  7.96390 if=  56 il=  89 4/20/2020  n=  33 now=   21459 end=       2875      1026      2887 U=    21.24 T=   89.6 p1= -86.6 p2=   746.4 ed=   139 6/9/2020    x1=  56. x2=  89. y1=  1.58 y2=   .03 BEST
AAA2     1 Afghanistan Confirmed cc1=  .998070 cc2=  .826572 lx=  7.96390 if=  56 il=  89 4/20/2020  n=  33 now=   21459 end=       2875      1026      2887 U=    21.24 T=   89.6 p1= -86.6 p2=   746.4 ed=   139 6/9/2020    x1=  56. x2=  89. y1=  1.58 y2=   .03 BEST
GP: Confirmed Afghanistan 4/20/2020        89   21459     2875    1026     2887     7   139 6/9/2020  
AAA2     1 Afghanistan Confirmed cc1=  .998199 cc2=  .824122 lx=  7.90390 if=  57 il=  89 4/20/2020  n=  32 now=   21459 end=       2707      1026      2887 U=    19.98 T=   88.4 p1= -87.4 p2=   792.7 ed=   135 6/5/2020    x1=  57. x2=  89. y1=  1.57 y2=  -.03     
GP: Confirmed Afghanistan 4/20/2020        89   21459     2707    1026     2887     7   135 6/5/2020  
AAA2     1 Afghanistan Confirmed cc1=  .998077 cc2=  .821300 lx=  7.88390 if=  58 il=  89 4/20/2020  n=  31 now=   21459 end=       2654      1026      2887 U=    19.38 T=   88.0 p1= -87.6 p2=   808.6 ed=   133 6/3/2020    x1=  58. x2=  89. y1=  1.55 y2=  -.05     
GP: Confirmed Afghanistan 4/20/2020        89   21459     2654    1026     2887     7   133 6/3/2020  
AAA2     1 Afghanistan Confirmed cc1=  .997885 cc2=  .818280 lx=  7.88390 if=  59 il=  89 4/20/2020  n=  30 now=   21459 end=       2654      1026      2887 U=    18.75 T=   88.0 p1= -87.6 p2=   808.6 ed=   132 6/2/2020    x1=  59. x2=  89. y1=  1.55 y2=  -.05     
GP: Confirmed Afghanistan 4/20/2020        89   21459     2654    1026     2887     7   132 6/2/2020  
AAA1     1 Afghanistan Confirmed cc1=  .998015 cc2=  .815441 lx=  7.98390 if=  60 il=  89 4/20/2020  n=  29 now=   21459 end=       2933      1026      2887 U=    20.59 T=   90.0 p1= -86.3 p2=   731.6 ed=   138 6/8/2020    x1=  60. x2=  89. y1=  1.46 y2=   .05 BEST
AAA2     1 Afghanistan Confirmed cc1=  .998015 cc2=  .815441 lx=  7.98190 if=  60 il=  89 4/20/2020  n=  29 now=   21459 end=       2933      1026      2887 U=    20.59 T=   90.0 p1= -86.3 p2=   731.6 ed=   138 6/8/2020    x1=  60. x2=  89. y1=  1.46 y2=   .05 BEST
GP: Confirmed Afghanistan 4/20/2020        89   21459     2933    1026     2887     7   138 6/8/2020  
AAA1     1 Afghanistan Confirmed cc1=  .997809 cc2=  .812114 lx=  7.99390 if=  61 il=  89 4/20/2020  n=  28 now=   21459 end=       2962      1026      2887 U=    19.98 T=   90.2 p1= -86.2 p2=   724.5 ed=   137 6/7/2020    x1=  61. x2=  89. y1=  1.46 y2=   .06 BEST
AAA2     1 Afghanistan Confirmed cc1=  .997809 cc2=  .812114 lx=  7.99490 if=  61 il=  89 4/20/2020  n=  28 now=   21459 end=       2962      1026      2887 U=    19.98 T=   90.2 p1= -86.2 p2=   724.5 ed=   137 6/7/2020    x1=  61. x2=  89. y1=  1.46 y2=   .06 BEST
GP: Confirmed Afghanistan 4/20/2020        89   21459     2962    1026     2887     7   137 6/7/2020  
AAA2     1 Afghanistan Confirmed cc1=  .998131 cc2=  .809149 lx=  8.17390 if=  62 il=  89 4/20/2020  n=  27 now=   21459 end=       3547      1026      2887 U=    23.73 T=   94.1 p1= -83.5 p2=   605.0 ed=   150 6/20/2020   x1=  62. x2=  89. y1=  1.35 y2=   .22     
GP: Confirmed Afghanistan 4/20/2020        89   21459     3547    1026     2887     7   150 6/20/2020 
AAA2     1 Afghanistan Confirmed cc1=  .998075 cc2=  .805624 lx=  8.10390 if=  63 il=  89 4/20/2020  n=  26 now=   21459 end=       3307      1026      2887 U=    22.73 T=   92.6 p1= -84.6 p2=   648.9 ed=   146 6/16/2020   x1=  63. x2=  89. y1=  1.30 y2=   .16     
GP: Confirmed Afghanistan 4/20/2020        89   21459     3307    1026     2887     7   146 6/16/2020 
AAA2     1 Afghanistan Confirmed cc1=  .997981 cc2=  .801865 lx=  8.03390 if=  64 il=  89 4/20/2020  n=  25 now=   21459 end=       3083      1026      2887 U=    21.66 T=   91.1 p1= -85.6 p2=   696.0 ed=   142 6/12/2020   x1=  64. x2=  89. y1=  1.25 y2=   .10     
GP: Confirmed Afghanistan 4/20/2020        89   21459     3083    1026     2887     7   142 6/12/2020 
AAA1     1 Afghanistan Confirmed cc1=  .997803 cc2=  .797803 lx=  7.99390 if=  65 il=  89 4/20/2020  n=  24 now=   21459 end=       2962      1026      2887 U=    21.18 T=   90.2 p1= -86.2 p2=   724.5 ed=   140 6/10/2020   x1=  65. x2=  89. y1=  1.19 y2=   .06 BEST
AAA2     1 Afghanistan Confirmed cc1=  .997803 cc2=  .797803 lx=  7.99090 if=  65 il=  89 4/20/2020  n=  24 now=   21459 end=       2962      1026      2887 U=    21.18 T=   90.2 p1= -86.2 p2=   724.5 ed=   140 6/10/2020   x1=  65. x2=  89. y1=  1.19 y2=   .06 BEST
GP: Confirmed Afghanistan 4/20/2020        89   21459     2962    1026     2887     7   140 6/10/2020 
AAA1     1 Afghanistan Confirmed cc1=  .997638 cc2=  .793514 lx=  7.93390 if=  66 il=  89 4/20/2020  n=  23 now=   21459 end=       2790      1026      2887 U=    19.61 T=   89.0 p1= -87.0 p2=   769.1 ed=   135 6/5/2020    x1=  66. x2=  89. y1=  1.17 y2=   .00 BEST
AAA2     1 Afghanistan Confirmed cc1=  .997639 cc2=  .793514 lx=  7.93790 if=  66 il=  89 4/20/2020  n=  23 now=   21459 end=       2790      1026      2887 U=    19.61 T=   89.0 p1= -87.0 p2=   769.1 ed=   135 6/5/2020    x1=  66. x2=  89. y1=  1.17 y2=   .00 BEST
GP: Confirmed Afghanistan 4/20/2020        89   21459     2790    1026     2887     7   135 6/5/2020  
AAA1     1 Afghanistan Confirmed cc1=  .997428 cc2=  .788913 lx=  8.00390 if=  67 il=  89 4/20/2020  n=  22 now=   21459 end=       2992      1026      2887 U=    20.00 T=   90.4 p1= -86.1 p2=   717.2 ed=   137 6/7/2020    x1=  67. x2=  89. y1=  1.17 y2=   .07 BEST
AAA2     1 Afghanistan Confirmed cc1=  .997428 cc2=  .788913 lx=  8.00390 if=  67 il=  89 4/20/2020  n=  22 now=   21459 end=       2992      1026      2887 U=    20.00 T=   90.4 p1= -86.1 p2=   717.2 ed=   137 6/7/2020    x1=  67. x2=  89. y1=  1.17 y2=   .07 BEST
GP: Confirmed Afghanistan 4/20/2020        89   21459     2992    1026     2887     7   137 6/7/2020  
AAA2     1 Afghanistan Confirmed cc1=  .998017 cc2=  .784816 lx=  8.32390 if=  68 il=  89 4/20/2020  n=  21 now=   21459 end=       4121      1026      2887 U=    25.31 T=   97.3 p1= -80.8 p2=   520.7 ed=   157 6/27/2020   x1=  68. x2=  89. y1=  1.16 y2=   .33     
GP: Confirmed Afghanistan 4/20/2020        89   21459     4121    1026     2887     7   157 6/27/2020 
AAA2     1 Afghanistan Confirmed cc1=  .997727 cc2=  .779509 lx=  8.35390 if=  69 il=  89 4/20/2020  n=  20 now=   21459 end=       4246      1026      2887 U=    24.67 T=   97.7 p1= -80.2 p2=   505.4 ed=   155 6/25/2020   x1=  69. x2=  89. y1=  1.16 y2=   .35     
GP: Confirmed Afghanistan 4/20/2020        89   21459     4246    1026     2887     7   155 6/25/2020 
AAA2     1 Afghanistan Confirmed cc1=  .998650 cc2=  .775043 lx=  9.31390 if=  70 il=  89 4/20/2020  n=  19 now=   21459 end=      11091      1026      2887 U=    39.61 T=  123.4 p1= -48.3 p2=   193.5 ed=   216 8/25/2020   x1=  70. x2=  89. y1=  1.35 y2=   .87     
GP: Confirmed Afghanistan 4/20/2020        89   21459    11091    1026     2887     7   216 8/25/2020 
AAA2     1 Afghanistan Confirmed cc1=  .998443 cc2=  .769027 lx=  9.17390 if=  71 il=  89 4/20/2020  n=  18 now=   21459 end=       9642      1026      2887 U=    38.77 T=  120.3 p1= -55.1 p2=   222.6 ed=   211 8/20/2020   x1=  71. x2=  89. y1=  1.27 y2=   .81     
GP: Confirmed Afghanistan 4/20/2020        89   21459     9642    1026     2887     7   211 8/20/2020 
AAA2     1 Afghanistan Confirmed cc1=  .998695 cc2=  .762993 lx=  8.68390 if=  72 il=  89 4/20/2020  n=  17 now=   21459 end=       5907      1026      2887 U=    30.70 T=  106.2 p1= -72.5 p2=   363.3 ed=   178 7/18/2020   x1=  72. x2=  89. y1=  1.11 y2=   .56     
GP: Confirmed Afghanistan 4/20/2020        89   21459     5907    1026     2887     7   178 7/18/2020 
AAA2     1 Afghanistan Confirmed cc1=  .998488 cc2=  .755952 lx=  8.55390 if=  73 il=  89 4/20/2020  n=  16 now=   21459 end=       5186      1026      2887 U=    28.28 T=  102.7 p1= -75.8 p2=   413.8 ed=   169 7/9/2020    x1=  73. x2=  89. y1=  1.05 y2=   .48     
GP: Confirmed Afghanistan 4/20/2020        89   21459     5186    1026     2887     7   169 7/9/2020  
AAA2     1 Afghanistan Confirmed cc1=  .998276 cc2=  .748276 lx=  8.83390 if=  74 il=  89 4/20/2020  n=  15 now=   21459 end=       6862      1026      2887 U=    33.38 T=  110.4 p1= -68.0 p2=   312.7 ed=   189 7/29/2020   x1=  74. x2=  89. y1=  1.09 y2=   .64     
GP: Confirmed Afghanistan 4/20/2020        89   21459     6862    1026     2887     7   189 7/29/2020 
AAA2     1 Afghanistan Confirmed cc1=  .998112 cc2=  .739913 lx=  8.45390 if=  75 il=  89 4/20/2020  n=  14 now=   21459 end=       4693      1026      2887 U=    27.11 T=  100.4 p1= -78.1 p2=   457.3 ed=   164 7/4/2020    x1=  75. x2=  89. y1=   .94 y2=   .42     
GP: Confirmed Afghanistan 4/20/2020        89   21459     4693    1026     2887     7   164 7/4/2020  
AAA2     1 Afghanistan Confirmed cc1=  .997684 cc2=  .730423 lx=  8.54390 if=  76 il=  89 4/20/2020  n=  13 now=   21459 end=       5135      1026      2887 U=    29.66 T=  103.1 p1= -76.1 p2=   417.9 ed=   173 7/13/2020   x1=  76. x2=  89. y1=   .91 y2=   .48     
GP: Confirmed Afghanistan 4/20/2020        89   21459     5135    1026     2887     7   173 7/13/2020 
AAA1     1 Afghanistan Confirmed cc1=  .998028 cc2=  .720678 lx=  7.95390 if=  77 il=  89 4/20/2020  n=  12 now=   21459 end=       2846      1026      2887 U=    20.02 T=   89.4 p1= -86.7 p2=   754.0 ed=   136 6/6/2020    x1=  77. x2=  89. y1=   .62 y2=   .02 BEST
AAA2     1 Afghanistan Confirmed cc1=  .998028 cc2=  .720678 lx=  7.95290 if=  77 il=  89 4/20/2020  n=  12 now=   21459 end=       2846      1026      2887 U=    20.02 T=   89.4 p1= -86.7 p2=   754.0 ed=   136 6/6/2020    x1=  77. x2=  89. y1=   .62 y2=   .02 BEST
GP: Confirmed Afghanistan 4/20/2020        89   21459     2846    1026     2887     7   136 6/6/2020  
AAA2     1 Afghanistan Confirmed cc1=  .997916 cc2=  .709241 lx=  7.69390 if=  78 il=  89 4/20/2020  n=  11 now=   21459 end=       2194      1026      2887 U=    16.01 T=   84.6 p1= -89.8 p2=   978.1 ed=   122 5/23/2020   x1=  78. x2=  89. y1=   .41 y2=  -.27     
GP: Confirmed Afghanistan 4/20/2020        89   21459     2194    1026     2887     7   122 5/23/2020 
AAA2     1 Afghanistan Confirmed cc1=  .998192 cc2=  .696680 lx=  7.46390 if=  79 il=  89 4/20/2020  n=  10 now=   21459 end=       1743      1026      2887 U=    12.15 T=   81.3 p1= -91.9 p2=  1231.2 ed=   109 5/10/2020   x1=  79. x2=  89. y1=   .19 y2=  -.63     
GP: Confirmed Afghanistan 4/20/2020        89   21459     1743    1026     2887     7   109 5/10/2020 
AAA2     1 Afghanistan Confirmed cc1=  .998604 cc2=  .682377 lx=  7.32390 if=  80 il=  89 4/20/2020  n=   9 now=   21459 end=       1516      1026      2887 U=     9.52 T=   80.0 p1= -92.9 p2=  1415.5 ed=   102 5/3/2020    x1=  80. x2=  89. y1=   .00 y2=  -.94     
GP: Confirmed Afghanistan 4/20/2020        89   21459     1516    1026     2887     7   102 5/3/2020  
AAA2     1 Afghanistan Confirmed cc1=  .998391 cc2=  .665058 lx=  7.25390 if=  81 il=  89 4/20/2020  n=   8 now=   21459 end=       1413      1026      2887 U=     8.25 T=   79.6 p1= -93.4 p2=  1518.7 ed=    99 4/30/2020   x1=  81. x2=  89. y1=  -.17 y2= -1.14     
GP: Confirmed Afghanistan 4/20/2020        89   21459     1413    1026     2887     7    99 4/30/2020 
AAA2     1 Afghanistan Confirmed cc1=  .997985 cc2=  .644431 lx=  7.20390 if=  82 il=  89 4/20/2020  n=   7 now=   21459 end=       1344      1026      2887 U=     7.32 T=   79.4 p1= -93.7 p2=  1596.7 ed=    96 4/27/2020   x1=  82. x2=  89. y1=  -.35 y2= -1.31     
GP: Confirmed Afghanistan 4/20/2020        89   21459     1344    1026     2887     7    96 4/27/2020 
AAA2     1 Afghanistan Confirmed cc1=  .997517 cc2=  .619553 lx=  7.14390 if=  83 il=  89 4/20/2020  n=   6 now=   21459 end=       1266      1026      2887 U=     5.99 T=   79.7 p1= -94.1 p2=  1695.0 ed=    93 4/24/2020   x1=  83. x2=  89. y1=  -.56 y2= -1.56     
GP: Confirmed Afghanistan 4/20/2020        89   21459     1266    1026     2887     7    93 4/24/2020 
AAA2     1 Afghanistan Confirmed cc1=  .996076 cc2=  .587828 lx=  7.17390 if=  84 il=  89 4/20/2020  n=   5 now=   21459 end=       1304      1026      2887 U=     6.66 T=   79.5 p1= -93.9 p2=  1645.6 ed=    95 4/26/2020   x1=  84. x2=  89. y1=  -.67 y2= -1.43     
GP: Confirmed Afghanistan 4/20/2020        89   21459     1304    1026     2887     7    95 4/26/2020 
AAA2     1 Afghanistan Confirmed cc1=  .991871 cc2=  .860565 lx= 10.41390 if=  33 il=  90 4/21/2020  n=  57 now=   21459 end=      33319      1092      2915 U=    51.16 T=  152.9 p1=  55.3 p2=    64.4 ed=   273 10/21/2020  x1=  33. x2=  90. y1=  2.34 y2=  1.23     
GP: Confirmed Afghanistan 4/21/2020        90   21459    33319    1092     2915     5   273 10/21/2020
AAA2     1 Afghanistan Confirmed cc1=  .992997 cc2=  .860543 lx= 10.07390 if=  34 il=  90 4/21/2020  n=  56 now=   21459 end=      23715      1092      2915 U=    47.23 T=  143.1 p1=  10.5 p2=    90.5 ed=   254 10/2/2020   x1=  34. x2=  90. y1=  2.31 y2=  1.12     
GP: Confirmed Afghanistan 4/21/2020        90   21459    23715    1092     2915     5   254 10/2/2020 
AAA2     1 Afghanistan Confirmed cc1=  .994017 cc2=  .860386 lx=  9.79390 if=  35 il=  90 4/21/2020  n=  55 now=   21459 end=      17924      1092      2915 U=    43.90 T=  135.2 p1= -16.5 p2=   119.7 ed=   238 9/16/2020   x1=  35. x2=  90. y1=  2.28 y2=  1.03     
GP: Confirmed Afghanistan 4/21/2020        90   21459    17924    1092     2915     5   238 9/16/2020 
