TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        6849.00000        8.83186
TAB:  US_New_Jersey_Camden Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999430 cc2=  .862070 lx=  8.85086 if=  57 il= 109 5/10/2020  n=  52 now=    6849 end=       6987      4870      7009 U=    18.20 T=   90.5 p1=   2.0 p2=    98.0 ed=   133 6/3/2020    x1=  57. x2= 109. y1=  1.84 y2= -1.02 BEST
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     6987    4870     7009     9   133 6/3/2020  
AAA1     1 US_New_Jersey_Camden Confirmed cc1=  .999419 cc2=  .860744 lx=  8.85186 if=  58 il= 109 5/10/2020  n=  51 now=    6849 end=       6987      4870      7009 U=    17.69 T=   91.0 p1=   2.0 p2=    98.0 ed=   132 6/2/2020    x1=  58. x2= 109. y1=  1.86 y2= -1.02 BEST
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999421 cc2=  .860744 lx=  8.84686 if=  58 il= 109 5/10/2020  n=  51 now=    6849 end=       6987      4870      7009 U=    17.69 T=   91.0 p1=   2.0 p2=    98.0 ed=   132 6/2/2020    x1=  58. x2= 109. y1=  1.86 y2= -1.02 BEST
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     6987    4870     7009     9   132 6/2/2020  
AAA1     1 US_New_Jersey_Camden Confirmed cc1=  .999410 cc2=  .859382 lx=  8.85186 if=  59 il= 109 5/10/2020  n=  50 now=    6849 end=       6987      4870      7009 U=    17.64 T=   91.0 p1=   2.0 p2=    98.0 ed=   132 6/2/2020    x1=  59. x2= 109. y1=  1.82 y2= -1.02 BEST
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999410 cc2=  .859382 lx=  8.85186 if=  59 il= 109 5/10/2020  n=  50 now=    6849 end=       6987      4870      7009 U=    17.64 T=   91.0 p1=   2.0 p2=    98.0 ed=   132 6/2/2020    x1=  59. x2= 109. y1=  1.82 y2= -1.02 BEST
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     6987    4870     7009     9   132 6/2/2020  
AAA1     1 US_New_Jersey_Camden Confirmed cc1=  .999417 cc2=  .857996 lx=  8.86186 if=  60 il= 109 5/10/2020  n=  49 now=    6849 end=       7057      4870      7009 U=    17.85 T=   91.3 p1=   3.0 p2=    97.1 ed=   133 6/3/2020    x1=  60. x2= 109. y1=  1.75 y2=  -.99 BEST
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999418 cc2=  .857996 lx=  8.85886 if=  60 il= 109 5/10/2020  n=  49 now=    6849 end=       7057      4870      7009 U=    17.85 T=   91.3 p1=   3.0 p2=    97.1 ed=   133 6/3/2020    x1=  60. x2= 109. y1=  1.75 y2=  -.99 BEST
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     7057    4870     7009     9   133 6/3/2020  
AAA1     1 US_New_Jersey_Camden Confirmed cc1=  .999421 cc2=  .856564 lx=  8.86186 if=  61 il= 109 5/10/2020  n=  48 now=    6849 end=       7057      4870      7009 U=    17.97 T=   91.2 p1=   3.0 p2=    97.1 ed=   133 6/3/2020    x1=  61. x2= 109. y1=  1.68 y2=  -.99 BEST
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999422 cc2=  .856564 lx=  8.86586 if=  61 il= 109 5/10/2020  n=  48 now=    6849 end=       7057      4870      7009 U=    17.97 T=   91.2 p1=   3.0 p2=    97.1 ed=   133 6/3/2020    x1=  61. x2= 109. y1=  1.68 y2=  -.99 BEST
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     7057    4870     7009     9   133 6/3/2020  
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999408 cc2=  .855070 lx=  8.87186 if=  62 il= 109 5/10/2020  n=  47 now=    6849 end=       7128      4870      7009 U=    18.34 T=   91.3 p1=   4.1 p2=    96.1 ed=   134 6/4/2020    x1=  62. x2= 109. y1=  1.60 y2=  -.96     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     7128    4870     7009     9   134 6/4/2020  
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999370 cc2=  .853505 lx=  8.87186 if=  63 il= 109 5/10/2020  n=  46 now=    6849 end=       7128      4870      7009 U=    18.22 T=   91.4 p1=   4.1 p2=    96.1 ed=   134 6/4/2020    x1=  63. x2= 109. y1=  1.56 y2=  -.96     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     7128    4870     7009     9   134 6/4/2020  
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999342 cc2=  .851900 lx=  8.87186 if=  64 il= 109 5/10/2020  n=  45 now=    6849 end=       7128      4870      7009 U=    18.09 T=   91.5 p1=   4.1 p2=    96.1 ed=   134 6/4/2020    x1=  64. x2= 109. y1=  1.52 y2=  -.96     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     7128    4870     7009     9   134 6/4/2020  
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999346 cc2=  .850275 lx=  8.88186 if=  65 il= 109 5/10/2020  n=  44 now=    6849 end=       7200      4870      7009 U=    18.30 T=   91.8 p1=   5.1 p2=    95.1 ed=   135 6/5/2020    x1=  65. x2= 109. y1=  1.47 y2=  -.94     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     7200    4870     7009     9   135 6/5/2020  
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999361 cc2=  .846863 lx=  8.90186 if=  67 il= 109 5/10/2020  n=  42 now=    6849 end=       7345      4870      7009 U=    18.87 T=   92.2 p1=   7.2 p2=    93.2 ed=   136 6/6/2020    x1=  67. x2= 109. y1=  1.34 y2=  -.89     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     7345    4870     7009     9   136 6/6/2020  
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999341 cc2=  .845038 lx=  8.91186 if=  68 il= 109 5/10/2020  n=  41 now=    6849 end=       7419      4870      7009 U=    19.07 T=   92.5 p1=   8.3 p2=    92.3 ed=   137 6/7/2020    x1=  68. x2= 109. y1=  1.28 y2=  -.87     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     7419    4870     7009     9   137 6/7/2020  
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999322 cc2=  .843148 lx=  8.92186 if=  69 il= 109 5/10/2020  n=  40 now=    6849 end=       7493      4870      7009 U=    19.12 T=   92.9 p1=   9.4 p2=    91.4 ed=   138 6/8/2020    x1=  69. x2= 109. y1=  1.25 y2=  -.84     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     7493    4870     7009     9   138 6/8/2020  
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999366 cc2=  .841253 lx=  8.93186 if=  70 il= 109 5/10/2020  n=  39 now=    6849 end=       7569      4870      7009 U=    19.48 T=   93.1 p1=  10.5 p2=    90.5 ed=   139 6/9/2020    x1=  70. x2= 109. y1=  1.18 y2=  -.82     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     7569    4870     7009     9   139 6/9/2020  
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999377 cc2=  .839248 lx=  8.94186 if=  71 il= 109 5/10/2020  n=  38 now=    6849 end=       7645      4870      7009 U=    19.70 T=   93.3 p1=  11.6 p2=    89.6 ed=   139 6/9/2020    x1=  71. x2= 109. y1=  1.13 y2=  -.80     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     7645    4870     7009     9   139 6/9/2020  
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999403 cc2=  .837182 lx=  8.96186 if=  72 il= 109 5/10/2020  n=  37 now=    6849 end=       7799      4870      7009 U=    20.15 T=   93.8 p1=  13.9 p2=    87.8 ed=   141 6/11/2020   x1=  72. x2= 109. y1=  1.08 y2=  -.75     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     7799    4870     7009     9   141 6/11/2020 
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999441 cc2=  .835042 lx=  8.98186 if=  73 il= 109 5/10/2020  n=  36 now=    6849 end=       7957      4870      7009 U=    20.65 T=   94.3 p1=  16.2 p2=    86.1 ed=   143 6/13/2020   x1=  73. x2= 109. y1=  1.03 y2=  -.71     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     7957    4870     7009     9   143 6/13/2020 
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999473 cc2=  .832806 lx=  9.00186 if=  74 il= 109 5/10/2020  n=  35 now=    6849 end=       8118      4870      7009 U=    21.11 T=   94.8 p1=  18.5 p2=    84.4 ed=   144 6/14/2020   x1=  74. x2= 109. y1=   .99 y2=  -.67     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     8118    4870     7009     9   144 6/14/2020 
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999523 cc2=  .830493 lx=  9.02186 if=  75 il= 109 5/10/2020  n=  34 now=    6849 end=       8282      4870      7009 U=    21.65 T=   95.3 p1=  20.9 p2=    82.7 ed=   146 6/16/2020   x1=  75. x2= 109. y1=   .94 y2=  -.63     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     8282    4870     7009     9   146 6/16/2020 
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999569 cc2=  .828071 lx=  9.04186 if=  76 il= 109 5/10/2020  n=  33 now=    6849 end=       8449      4870      7009 U=    22.17 T=   95.8 p1=  23.4 p2=    81.1 ed=   148 6/18/2020   x1=  76. x2= 109. y1=   .89 y2=  -.60     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     8449    4870     7009     9   148 6/18/2020 
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999623 cc2=  .825545 lx=  9.07186 if=  77 il= 109 5/10/2020  n=  32 now=    6849 end=       8706      4870      7009 U=    22.96 T=   96.5 p1=  27.1 p2=    78.7 ed=   150 6/20/2020   x1=  77. x2= 109. y1=   .85 y2=  -.54     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     8706    4870     7009     9   150 6/20/2020 
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999668 cc2=  .822892 lx=  9.10186 if=  78 il= 109 5/10/2020  n=  31 now=    6849 end=       8971      4870      7009 U=    24.16 T=   97.1 p1=  31.0 p2=    76.3 ed=   154 6/24/2020   x1=  78. x2= 109. y1=   .79 y2=  -.49     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     8971    4870     7009     9   154 6/24/2020 
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999635 cc2=  .820030 lx=  9.10186 if=  79 il= 109 5/10/2020  n=  30 now=    6849 end=       8971      4870      7009 U=    24.07 T=   97.1 p1=  31.0 p2=    76.3 ed=   153 6/23/2020   x1=  79. x2= 109. y1=   .75 y2=  -.49     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     8971    4870     7009     9   153 6/23/2020 
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999601 cc2=  .817027 lx=  9.10186 if=  80 il= 109 5/10/2020  n=  29 now=    6849 end=       8971      4870      7009 U=    24.17 T=   97.1 p1=  31.0 p2=    76.3 ed=   154 6/24/2020   x1=  80. x2= 109. y1=   .71 y2=  -.49     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     8971    4870     7009     9   154 6/24/2020 
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999558 cc2=  .813863 lx=  9.10186 if=  81 il= 109 5/10/2020  n=  28 now=    6849 end=       8971      4870      7009 U=    24.07 T=   97.1 p1=  31.0 p2=    76.3 ed=   153 6/23/2020   x1=  81. x2= 109. y1=   .67 y2=  -.49     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     8971    4870     7009     9   153 6/23/2020 
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999515 cc2=  .810533 lx=  9.11186 if=  82 il= 109 5/10/2020  n=  27 now=    6849 end=       9062      4870      7009 U=    24.53 T=   97.3 p1=  32.3 p2=    75.6 ed=   155 6/25/2020   x1=  82. x2= 109. y1=   .62 y2=  -.48     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     9062    4870     7009     9   155 6/25/2020 
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999462 cc2=  .807012 lx=  9.10186 if=  83 il= 109 5/10/2020  n=  26 now=    6849 end=       8971      4870      7009 U=    24.01 T=   97.2 p1=  31.0 p2=    76.3 ed=   153 6/23/2020   x1=  83. x2= 109. y1=   .59 y2=  -.49     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     8971    4870     7009     9   153 6/23/2020 
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999413 cc2=  .803297 lx=  9.12186 if=  84 il= 109 5/10/2020  n=  25 now=    6849 end=       9153      4870      7009 U=    24.48 T=   97.7 p1=  33.6 p2=    74.8 ed=   155 6/25/2020   x1=  84. x2= 109. y1=   .56 y2=  -.46     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     9153    4870     7009     9   155 6/25/2020 
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999371 cc2=  .799371 lx=  9.14186 if=  85 il= 109 5/10/2020  n=  24 now=    6849 end=       9338      4870      7009 U=    25.26 T=   98.2 p1=  36.3 p2=    73.3 ed=   157 6/27/2020   x1=  85. x2= 109. y1=   .52 y2=  -.43     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     9338    4870     7009     9   157 6/27/2020 
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999290 cc2=  .795166 lx=  9.15186 if=  86 il= 109 5/10/2020  n=  23 now=    6849 end=       9431      4870      7009 U=    25.10 T=   98.6 p1=  37.7 p2=    72.6 ed=   157 6/27/2020   x1=  86. x2= 109. y1=   .50 y2=  -.41     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     9431    4870     7009     9   157 6/27/2020 
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999323 cc2=  .790809 lx=  9.21186 if=  87 il= 109 5/10/2020  n=  22 now=    6849 end=      10015      4870      7009 U=    26.52 T=  100.3 p1=  46.2 p2=    68.4 ed=   162 7/2/2020    x1=  87. x2= 109. y1=   .50 y2=  -.33     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849    10015    4870     7009     9   162 7/2/2020  
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999610 cc2=  .786409 lx=  9.36186 if=  88 il= 109 5/10/2020  n=  21 now=    6849 end=      11635      4870      7009 U=    31.47 T=  104.7 p1=  69.9 p2=    58.9 ed=   178 7/18/2020   x1=  88. x2= 109. y1=   .53 y2=  -.14     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849    11635    4870     7009     9   178 7/18/2020 
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999572 cc2=  .781354 lx=  9.40186 if=  89 il= 109 5/10/2020  n=  20 now=    6849 end=      12110      4870      7009 U=    32.65 T=  106.0 p1=  76.8 p2=    56.6 ed=   183 7/23/2020   x1=  89. x2= 109. y1=   .52 y2=  -.09     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849    12110    4870     7009     9   183 7/23/2020 
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999526 cc2=  .775919 lx=  9.45186 if=  90 il= 109 5/10/2020  n=  19 now=    6849 end=      12731      4870      7009 U=    34.11 T=  107.6 p1=  85.9 p2=    53.8 ed=   188 7/28/2020   x1=  90. x2= 109. y1=   .52 y2=  -.04     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849    12731    4870     7009     9   188 7/28/2020 
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999476 cc2=  .770060 lx=  9.52186 if=  91 il= 109 5/10/2020  n=  18 now=    6849 end=      13654      4870      7009 U=    36.57 T=  110.1 p1=  99.4 p2=    50.2 ed=   196 8/5/2020    x1=  91. x2= 109. y1=   .52 y2=   .03     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849    13654    4870     7009     9   196 8/5/2020  
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999387 cc2=  .763685 lx=  9.50186 if=  92 il= 109 5/10/2020  n=  17 now=    6849 end=      13384      4870      7009 U=    36.68 T=  109.4 p1=  95.4 p2=    51.2 ed=   195 8/4/2020    x1=  92. x2= 109. y1=   .47 y2=   .01     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849    13384    4870     7009     9   195 8/4/2020  
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999527 cc2=  .756991 lx=  9.32186 if=  93 il= 109 5/10/2020  n=  16 now=    6849 end=      11179      4870      7009 U=    30.57 T=  103.3 p1=  63.2 p2=    61.3 ed=   175 7/15/2020   x1=  93. x2= 109. y1=   .34 y2=  -.19     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849    11179    4870     7009     9   175 7/15/2020 
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999451 cc2=  .749451 lx=  9.28186 if=  94 il= 109 5/10/2020  n=  15 now=    6849 end=      10741      4870      7009 U=    29.30 T=  102.1 p1=  56.8 p2=    63.8 ed=   171 7/11/2020   x1=  94. x2= 109. y1=   .28 y2=  -.23     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849    10741    4870     7009     9   171 7/11/2020 
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999347 cc2=  .741148 lx=  9.24186 if=  95 il= 109 5/10/2020  n=  14 now=    6849 end=      10320      4870      7009 U=    27.87 T=  101.0 p1=  50.7 p2=    66.4 ed=   166 7/6/2020    x1=  95. x2= 109. y1=   .22 y2=  -.29     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849    10320    4870     7009     9   166 7/6/2020  
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999201 cc2=  .731939 lx=  9.27186 if=  96 il= 109 5/10/2020  n=  13 now=    6849 end=      10634      4870      7009 U=    28.88 T=  101.9 p1=  55.3 p2=    64.4 ed=   170 7/10/2020   x1=  96. x2= 109. y1=   .20 y2=  -.25     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849    10634    4870     7009     9   170 7/10/2020 
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999001 cc2=  .721651 lx=  9.27186 if=  97 il= 109 5/10/2020  n=  12 now=    6849 end=      10634      4870      7009 U=    29.40 T=  101.7 p1=  55.3 p2=    64.4 ed=   171 7/11/2020   x1=  97. x2= 109. y1=   .16 y2=  -.25     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849    10634    4870     7009     9   171 7/11/2020 
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .998973 cc2=  .710298 lx=  9.10186 if=  98 il= 109 5/10/2020  n=  11 now=    6849 end=       8971      4870      7009 U=    23.55 T=   97.4 p1=  31.0 p2=    76.3 ed=   152 6/22/2020   x1=  98. x2= 109. y1=  -.03 y2=  -.49     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     8971    4870     7009     9   152 6/22/2020 
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .998703 cc2=  .697192 lx=  9.05186 if=  99 il= 109 5/10/2020  n=  10 now=    6849 end=       8534      4870      7009 U=    21.89 T=   96.3 p1=  24.6 p2=    80.3 ed=   148 6/18/2020   x1=  99. x2= 109. y1=  -.12 y2=  -.58     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     8534    4870     7009     9   148 6/18/2020 
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .998317 cc2=  .682089 lx=  8.99186 if= 100 il= 109 5/10/2020  n=   9 now=    6849 end=       8037      4870      7009 U=    19.74 T=   95.4 p1=  17.3 p2=    85.2 ed=   141 6/11/2020   x1= 100. x2= 109. y1=  -.24 y2=  -.69     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     8037    4870     7009     9   141 6/11/2020 
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .997686 cc2=  .664353 lx=  9.00186 if= 101 il= 109 5/10/2020  n=   8 now=    6849 end=       8118      4870      7009 U=    19.75 T=   95.7 p1=  18.5 p2=    84.4 ed=   142 6/12/2020   x1= 101. x2= 109. y1=  -.27 y2=  -.67     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     8118    4870     7009     9   142 6/12/2020 
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .997569 cc2=  .644016 lx= 10.27186 if= 102 il= 109 5/10/2020  n=   7 now=    6849 end=      28907      4870      7009 U=    64.68 T=  146.3 p1= 322.1 p2=    23.7 ed=   298 11/15/2020  x1= 102. x2= 109. y1=   .69 y2=   .58     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849    -        4870     7009     9   298 11/15/2020
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .996706 cc2=  .618742 lx=  9.20186 if= 103 il= 109 5/10/2020  n=   6 now=    6849 end=       9915      4870      7009 U=    26.76 T=   99.9 p1=  44.8 p2=    69.1 ed=   163 7/3/2020    x1= 103. x2= 109. y1=  -.12 y2=  -.34     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849     9915    4870     7009     9   163 7/3/2020  
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .994814 cc2=  .586566 lx=  9.99186 if= 104 il= 109 5/10/2020  n=   5 now=    6849 end=      21847      4870      7009 U=    57.67 T=  132.4 p1= 219.0 p2=    31.3 ed=   268 10/16/2020  x1= 104. x2= 109. y1=   .49 y2=   .41     
GP: Confirmed US_New_Jersey_Camden 5/10/2020       109    6849    -        4870     7009     9   268 10/16/2020
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999223 cc2=  .873235 lx=  8.88186 if=  48 il= 110 5/11/2020  n=  62 now=    6849 end=       7200      4959      7080 U=    19.56 T=   90.7 p1=   5.1 p2=    95.1 ed=   136 6/6/2020    x1=  48. x2= 110. y1=  2.18 y2=  -.99     
GP: Confirmed US_New_Jersey_Camden 5/11/2020       110    6849     7200    4959     7080     6   136 6/6/2020  
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999404 cc2=  .872404 lx=  8.87186 if=  49 il= 110 5/11/2020  n=  61 now=    6849 end=       7128      4959      7080 U=    19.08 T=   90.7 p1=   4.1 p2=    96.1 ed=   135 6/5/2020    x1=  49. x2= 110. y1=  2.18 y2= -1.01     
GP: Confirmed US_New_Jersey_Camden 5/11/2020       110    6849     7128    4959     7080     6   135 6/5/2020  
AAA1     1 US_New_Jersey_Camden Confirmed cc1=  .999497 cc2=  .871460 lx=  8.86186 if=  50 il= 110 5/11/2020  n=  60 now=    6849 end=       7057      4959      7080 U=    18.61 T=   90.6 p1=   3.0 p2=    97.1 ed=   134 6/4/2020    x1=  50. x2= 110. y1=  2.18 y2= -1.04 BEST
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999498 cc2=  .871460 lx=  8.86686 if=  50 il= 110 5/11/2020  n=  60 now=    6849 end=       7057      4959      7080 U=    18.61 T=   90.6 p1=   3.0 p2=    97.1 ed=   134 6/4/2020    x1=  50. x2= 110. y1=  2.18 y2= -1.04 BEST
GP: Confirmed US_New_Jersey_Camden 5/11/2020       110    6849     7057    4959     7080     6   134 6/4/2020  
AAA1     1 US_New_Jersey_Camden Confirmed cc1=  .999520 cc2=  .870421 lx=  8.86186 if=  51 il= 110 5/11/2020  n=  59 now=    6849 end=       7057      4959      7080 U=    18.30 T=   90.9 p1=   3.0 p2=    97.1 ed=   134 6/4/2020    x1=  51. x2= 110. y1=  2.18 y2= -1.04 BEST
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999520 cc2=  .870421 lx=  8.86086 if=  51 il= 110 5/11/2020  n=  59 now=    6849 end=       7057      4959      7080 U=    18.30 T=   90.9 p1=   3.0 p2=    97.1 ed=   134 6/4/2020    x1=  51. x2= 110. y1=  2.18 y2= -1.04 BEST
GP: Confirmed US_New_Jersey_Camden 5/11/2020       110    6849     7057    4959     7080     6   134 6/4/2020  
AAA1     1 US_New_Jersey_Camden Confirmed cc1=  .999500 cc2=  .869311 lx=  8.86186 if=  52 il= 110 5/11/2020  n=  58 now=    6849 end=       7057      4959      7080 U=    18.46 T=   90.8 p1=   3.0 p2=    97.1 ed=   134 6/4/2020    x1=  52. x2= 110. y1=  2.10 y2= -1.04 BEST
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999500 cc2=  .869311 lx=  8.85986 if=  52 il= 110 5/11/2020  n=  58 now=    6849 end=       7057      4959      7080 U=    18.46 T=   90.8 p1=   3.0 p2=    97.1 ed=   134 6/4/2020    x1=  52. x2= 110. y1=  2.10 y2= -1.04 BEST
GP: Confirmed US_New_Jersey_Camden 5/11/2020       110    6849     7057    4959     7080     6   134 6/4/2020  
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999501 cc2=  .868195 lx=  8.85186 if=  53 il= 110 5/11/2020  n=  57 now=    6849 end=       6987      4959      7080 U=    17.98 T=   90.8 p1=   2.0 p2=    98.0 ed=   133 6/3/2020    x1=  53. x2= 110. y1=  2.10 y2= -1.07     
GP: Confirmed US_New_Jersey_Camden 5/11/2020       110    6849     6987    4959     7080     6   133 6/3/2020  
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999475 cc2=  .867021 lx=  8.85186 if=  54 il= 110 5/11/2020  n=  56 now=    6849 end=       6987      4959      7080 U=    17.96 T=   90.8 p1=   2.0 p2=    98.0 ed=   133 6/3/2020    x1=  54. x2= 110. y1=  2.05 y2= -1.07     
GP: Confirmed US_New_Jersey_Camden 5/11/2020       110    6849     6987    4959     7080     6   133 6/3/2020  
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999446 cc2=  .865815 lx=  8.85186 if=  55 il= 110 5/11/2020  n=  55 now=    6849 end=       6987      4959      7080 U=    17.64 T=   91.1 p1=   2.0 p2=    98.0 ed=   132 6/2/2020    x1=  55. x2= 110. y1=  2.05 y2= -1.07     
GP: Confirmed US_New_Jersey_Camden 5/11/2020       110    6849     6987    4959     7080     6   132 6/2/2020  
AAA1     1 US_New_Jersey_Camden Confirmed cc1=  .999463 cc2=  .864623 lx=  8.86186 if=  56 il= 110 5/11/2020  n=  54 now=    6849 end=       7057      4959      7080 U=    18.27 T=   91.0 p1=   3.0 p2=    97.1 ed=   134 6/4/2020    x1=  56. x2= 110. y1=  1.91 y2= -1.04 BEST
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999463 cc2=  .864623 lx=  8.86186 if=  56 il= 110 5/11/2020  n=  54 now=    6849 end=       7057      4959      7080 U=    18.27 T=   91.0 p1=   3.0 p2=    97.1 ed=   134 6/4/2020    x1=  56. x2= 110. y1=  1.91 y2= -1.04 BEST
GP: Confirmed US_New_Jersey_Camden 5/11/2020       110    6849     7057    4959     7080     6   134 6/4/2020  
AAA1     1 US_New_Jersey_Camden Confirmed cc1=  .999436 cc2=  .863353 lx=  8.86186 if=  57 il= 110 5/11/2020  n=  53 now=    6849 end=       7057      4959      7080 U=    18.39 T=   90.8 p1=   3.0 p2=    97.1 ed=   134 6/4/2020    x1=  57. x2= 110. y1=  1.84 y2= -1.04 BEST
AAA2     1 US_New_Jersey_Camden Confirmed cc1=  .999436 cc2=  .863353 lx=  8.86086 if=  57 il= 110 5/11/2020  n=  53 now=    6849 end=       7057      4959      7080 U=    18.39 T=   90.8 p1=   3.0 p2=    97.1 ed=   134 6/4/2020    x1=  57. x2= 110. y1=  1.84 y2= -1.04 BEST
