TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        3626.00000        8.19589
TAB:  US_Minnesota_Ramsey Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_Minnesota_Ramsey 4/5/2020         74    3626      457      91      334     7   127 5/28/2020 
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .991778 cc2=  .658445 lx= 10.19589 if=  66 il=  74 4/5/2020   n=   8 now=    3626 end=      26792        91       334 U=    62.74 T=  183.0 p1= 638.9 p2=    13.5 ed=   331 12/18/2020  x1=  66. x2=  74. y1=  1.87 y2=  1.74     
GP: Confirmed US_Minnesota_Ramsey 4/5/2020         74    3626    -          91      334     7   331 12/18/2020
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .988364 cc2=  .634811 lx= 10.19589 if=  67 il=  74 4/5/2020   n=   7 now=    3626 end=      26792        91       334 U=    61.77 T=  181.3 p1= 638.9 p2=    13.5 ed=   327 12/14/2020  x1=  67. x2=  74. y1=  1.85 y2=  1.74     
GP: Confirmed US_Minnesota_Ramsey 4/5/2020         74    3626    -          91      334     7   327 12/14/2020
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .982529 cc2=  .604564 lx= 10.19589 if=  68 il=  74 4/5/2020   n=   6 now=    3626 end=      26792        91       334 U=    59.91 T=  178.1 p1= 638.9 p2=    13.5 ed=   319 12/6/2020   x1=  68. x2=  74. y1=  1.84 y2=  1.74     
GP: Confirmed US_Minnesota_Ramsey 4/5/2020         74    3626    -          91      334     7   319 12/6/2020 
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .972604 cc2=  .564356 lx= 10.19589 if=  69 il=  74 4/5/2020   n=   5 now=    3626 end=      26792        91       334 U=    61.01 T=  180.0 p1= 638.9 p2=    13.5 ed=   324 12/11/2020  x1=  69. x2=  74. y1=  1.82 y2=  1.74     
GP: Confirmed US_Minnesota_Ramsey 4/5/2020         74    3626    -          91      334     7   324 12/11/2020
AAA1     1 US_Minnesota_Ramsey Confirmed cc1=  .995991 cc2=  .819214 lx=  5.93589 if=  44 il=  75 4/6/2020   n=  31 now=    3626 end=        378        96       334 U=    21.16 T=   81.7 p1= -89.6 p2=   959.3 ed=   131 6/1/2020    x1=  44. x2=  75. y1=  1.78 y2=   .32 BEST
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .995991 cc2=  .819214 lx=  5.93789 if=  44 il=  75 4/6/2020   n=  31 now=    3626 end=        378        96       334 U=    21.16 T=   81.7 p1= -89.6 p2=   959.3 ed=   131 6/1/2020    x1=  44. x2=  75. y1=  1.78 y2=   .32 BEST
GP: Confirmed US_Minnesota_Ramsey 4/6/2020         75    3626      378      96      334     6   131 6/1/2020  
AAA1     1 US_Minnesota_Ramsey Confirmed cc1=  .996497 cc2=  .816892 lx=  5.82589 if=  45 il=  75 4/6/2020   n=  30 now=    3626 end=        338        96       334 U=    19.61 T=   79.6 p1= -90.7 p2=  1072.8 ed=   125 5/26/2020   x1=  45. x2=  75. y1=  1.76 y2=   .23 BEST
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .996497 cc2=  .816892 lx=  5.82889 if=  45 il=  75 4/6/2020   n=  30 now=    3626 end=        338        96       334 U=    19.61 T=   79.6 p1= -90.7 p2=  1072.8 ed=   125 5/26/2020   x1=  45. x2=  75. y1=  1.76 y2=   .23 BEST
GP: Confirmed US_Minnesota_Ramsey 4/6/2020         75    3626      338      96      334     6   125 5/26/2020 
AAA1     1 US_Minnesota_Ramsey Confirmed cc1=  .996570 cc2=  .813996 lx=  5.75589 if=  46 il=  75 4/6/2020   n=  29 now=    3626 end=        316        96       334 U=    18.41 T=   78.2 p1= -91.3 p2=  1147.5 ed=   121 5/22/2020   x1=  46. x2=  75. y1=  1.75 y2=   .18 BEST
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .996570 cc2=  .813996 lx=  5.75289 if=  46 il=  75 4/6/2020   n=  29 now=    3626 end=        316        96       334 U=    18.41 T=   78.2 p1= -91.3 p2=  1147.5 ed=   121 5/22/2020   x1=  46. x2=  75. y1=  1.75 y2=   .18 BEST
GP: Confirmed US_Minnesota_Ramsey 4/6/2020         75    3626      316      96      334     6   121 5/22/2020 
AAA1     1 US_Minnesota_Ramsey Confirmed cc1=  .996285 cc2=  .810589 lx=  5.71589 if=  47 il=  75 4/6/2020   n=  28 now=    3626 end=        303        96       334 U=    17.48 T=   77.5 p1= -91.6 p2=  1196.7 ed=   118 5/19/2020   x1=  47. x2=  75. y1=  1.74 y2=   .14 BEST
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .996285 cc2=  .810589 lx=  5.71689 if=  47 il=  75 4/6/2020   n=  28 now=    3626 end=        303        96       334 U=    17.48 T=   77.5 p1= -91.6 p2=  1196.7 ed=   118 5/19/2020   x1=  47. x2=  75. y1=  1.74 y2=   .14 BEST
GP: Confirmed US_Minnesota_Ramsey 4/6/2020         75    3626      303      96      334     6   118 5/19/2020 
AAA1     1 US_Minnesota_Ramsey Confirmed cc1=  .995917 cc2=  .806935 lx=  5.74589 if=  48 il=  75 4/6/2020   n=  27 now=    3626 end=        312        96       334 U=    17.07 T=   77.8 p1= -91.4 p2=  1162.2 ed=   118 5/19/2020   x1=  48. x2=  75. y1=  1.75 y2=   .17 BEST
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .995917 cc2=  .806935 lx=  5.74889 if=  48 il=  75 4/6/2020   n=  27 now=    3626 end=        312        96       334 U=    17.07 T=   77.8 p1= -91.4 p2=  1162.2 ed=   118 5/19/2020   x1=  48. x2=  75. y1=  1.75 y2=   .17 BEST
GP: Confirmed US_Minnesota_Ramsey 4/6/2020         75    3626      312      96      334     6   118 5/19/2020 
AAA1     1 US_Minnesota_Ramsey Confirmed cc1=  .996388 cc2=  .803938 lx=  5.96589 if=  49 il=  75 4/6/2020   n=  26 now=    3626 end=        389        96       334 U=    19.62 T=   81.6 p1= -89.3 p2=   932.1 ed=   127 5/28/2020   x1=  49. x2=  75. y1=  1.66 y2=   .34 BEST
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .996388 cc2=  .803938 lx=  5.96589 if=  49 il=  75 4/6/2020   n=  26 now=    3626 end=        389        96       334 U=    19.62 T=   81.6 p1= -89.3 p2=   932.1 ed=   127 5/28/2020   x1=  49. x2=  75. y1=  1.66 y2=   .34 BEST
GP: Confirmed US_Minnesota_Ramsey 4/6/2020         75    3626      389      96      334     6   127 5/28/2020 
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .996120 cc2=  .800004 lx=  6.06589 if=  50 il=  75 4/6/2020   n=  25 now=    3626 end=        430        96       334 U=    20.90 T=   83.5 p1= -88.1 p2=   843.3 ed=   132 6/2/2020    x1=  50. x2=  75. y1=  1.60 y2=   .41     
GP: Confirmed US_Minnesota_Ramsey 4/6/2020         75    3626      430      96      334     6   132 6/2/2020  
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .995645 cc2=  .795645 lx=  6.08589 if=  51 il=  75 4/6/2020   n=  24 now=    3626 end=        439        96       334 U=    20.22 T=   83.5 p1= -87.9 p2=   826.0 ed=   131 6/1/2020    x1=  51. x2=  75. y1=  1.61 y2=   .42     
GP: Confirmed US_Minnesota_Ramsey 4/6/2020         75    3626      439      96      334     6   131 6/1/2020  
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .996040 cc2=  .791916 lx=  6.47589 if=  52 il=  75 4/6/2020   n=  23 now=    3626 end=        649        96       334 U=    24.61 T=   90.9 p1= -82.1 p2=   558.7 ed=   149 6/19/2020   x1=  52. x2=  75. y1=  1.58 y2=   .65     
GP: Confirmed US_Minnesota_Ramsey 4/6/2020         75    3626      649      96      334     6   149 6/19/2020 
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .995586 cc2=  .787071 lx=  6.60589 if=  53 il=  75 4/6/2020   n=  22 now=    3626 end=        739        96       334 U=    24.58 T=   92.5 p1= -79.6 p2=   490.7 ed=   150 6/20/2020   x1=  53. x2=  75. y1=  1.61 y2=   .71     
GP: Confirmed US_Minnesota_Ramsey 4/6/2020         75    3626      739      96      334     6   150 6/20/2020 
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .997440 cc2=  .784240 lx=  8.96589 if=  54 il=  75 4/6/2020   n=  21 now=    3626 end=       7831        96       334 U=    50.64 T=  150.1 p1= 116.0 p2=    46.3 ed=   269 10/17/2020  x1=  54. x2=  75. y1=  1.90 y2=  1.48     
GP: Confirmed US_Minnesota_Ramsey 4/6/2020         75    3626     7831      96      334     6   269 10/17/2020
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .997527 cc2=  .779310 lx=  7.99589 if=  55 il=  75 4/6/2020   n=  20 now=    3626 end=       2968        96       334 U=    40.87 T=  125.4 p1= -18.1 p2=   122.2 ed=   221 8/30/2020   x1=  55. x2=  75. y1=  1.72 y2=  1.23     
GP: Confirmed US_Minnesota_Ramsey 4/6/2020         75    3626     2968      96      334     6   221 8/30/2020 
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .997590 cc2=  .773983 lx=  7.35589 if=  56 il=  75 4/6/2020   n=  19 now=    3626 end=       1565        96       334 U=    34.13 T=  110.0 p1= -56.8 p2=   231.7 ed=   190 7/30/2020   x1=  56. x2=  75. y1=  1.58 y2=  1.03     
GP: Confirmed US_Minnesota_Ramsey 4/6/2020         75    3626     1565      96      334     6   190 7/30/2020 
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .997497 cc2=  .768082 lx=  6.93589 if=  57 il=  75 4/6/2020   n=  18 now=    3626 end=       1028        96       334 U=    28.59 T=   99.7 p1= -71.6 p2=   352.7 ed=   167 7/7/2020    x1=  57. x2=  75. y1=  1.49 y2=   .86     
GP: Confirmed US_Minnesota_Ramsey 4/6/2020         75    3626     1028      96      334     6   167 7/7/2020  
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .997208 cc2=  .761506 lx=  7.36589 if=  58 il=  75 4/6/2020   n=  17 now=    3626 end=       1581        96       334 U=    34.38 T=  110.4 p1= -56.4 p2=   229.3 ed=   191 7/31/2020   x1=  58. x2=  75. y1=  1.52 y2=  1.03     
GP: Confirmed US_Minnesota_Ramsey 4/6/2020         75    3626     1581      96      334     6   191 7/31/2020 
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .997148 cc2=  .754612 lx=  6.81589 if=  59 il=  75 4/6/2020   n=  16 now=    3626 end=        912        96       334 U=    28.05 T=   97.8 p1= -74.8 p2=   397.6 ed=   163 7/3/2020    x1=  59. x2=  75. y1=  1.38 y2=   .81     
GP: Confirmed US_Minnesota_Ramsey 4/6/2020         75    3626      912      96      334     6   163 7/3/2020  
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .996637 cc2=  .746637 lx=  6.63589 if=  60 il=  75 4/6/2020   n=  15 now=    3626 end=        761        96       334 U=    25.33 T=   93.4 p1= -79.0 p2=   476.5 ed=   153 6/23/2020   x1=  60. x2=  75. y1=  1.32 y2=   .73     
GP: Confirmed US_Minnesota_Ramsey 4/6/2020         75    3626      761      96      334     6   153 6/23/2020 
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .996363 cc2=  .738164 lx=  7.54589 if=  61 il=  75 4/6/2020   n=  14 now=    3626 end=       1892        96       334 U=    36.67 T=  115.1 p1= -47.8 p2=   191.6 ed=   201 8/10/2020   x1=  61. x2=  75. y1=  1.47 y2=  1.09     
GP: Confirmed US_Minnesota_Ramsey 4/6/2020         75    3626     1892      96      334     6   201 8/10/2020 
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .996430 cc2=  .729168 lx=  6.63589 if=  62 il=  75 4/6/2020   n=  13 now=    3626 end=        761        96       334 U=    26.59 T=   94.4 p1= -79.0 p2=   476.5 ed=   157 6/27/2020   x1=  62. x2=  75. y1=  1.22 y2=   .73     
GP: Confirmed US_Minnesota_Ramsey 4/6/2020         75    3626      761      96      334     6   157 6/27/2020 
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .996229 cc2=  .718879 lx=  6.16589 if=  63 il=  75 4/6/2020   n=  12 now=    3626 end=        476        96       334 U=    20.57 T=   84.7 p1= -86.9 p2=   761.8 ed=   133 6/3/2020    x1=  63. x2=  75. y1=  1.05 y2=   .47     
GP: Confirmed US_Minnesota_Ramsey 4/6/2020         75    3626      476      96      334     6   133 6/3/2020  
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .995265 cc2=  .706590 lx=  6.33589 if=  64 il=  75 4/6/2020   n=  11 now=    3626 end=        564        96       334 U=    22.80 T=   88.0 p1= -84.4 p2=   642.9 ed=   141 6/11/2020   x1=  64. x2=  75. y1=  1.05 y2=   .57     
GP: Confirmed US_Minnesota_Ramsey 4/6/2020         75    3626      564      96      334     6   141 6/11/2020 
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .993931 cc2=  .692419 lx=  6.15589 if=  65 il=  75 4/6/2020   n=  10 now=    3626 end=        471        96       334 U=    19.92 T=   84.3 p1= -87.0 p2=   769.9 ed=   131 6/1/2020    x1=  65. x2=  75. y1=   .97 y2=   .46     
GP: Confirmed US_Minnesota_Ramsey 4/6/2020         75    3626      471      96      334     6   131 6/1/2020  
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .993951 cc2=  .677723 lx= 10.19589 if=  66 il=  75 4/6/2020   n=   9 now=    3626 end=      26792        96       334 U=    65.71 T=  188.6 p1= 638.9 p2=    13.5 ed=   343 12/30/2020  x1=  66. x2=  75. y1=  1.87 y2=  1.73     
GP: Confirmed US_Minnesota_Ramsey 4/6/2020         75    3626    -          96      334     6   343 12/30/2020
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .991733 cc2=  .658400 lx=  9.13589 if=  67 il=  75 4/6/2020   n=   8 now=    3626 end=       9282        96       334 U=    53.61 T=  156.5 p1= 156.0 p2=    39.1 ed=   283 10/31/2020  x1=  67. x2=  75. y1=  1.67 y2=  1.52     
GP: Confirmed US_Minnesota_Ramsey 4/6/2020         75    3626     9282      96      334     6   283 10/31/2020
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .988185 cc2=  .634632 lx=  8.45589 if=  68 il=  75 4/6/2020   n=   7 now=    3626 end=       4702        96       334 U=    45.17 T=  136.4 p1=  29.7 p2=    77.1 ed=   242 9/20/2020   x1=  68. x2=  75. y1=  1.51 y2=  1.36     
GP: Confirmed US_Minnesota_Ramsey 4/6/2020         75    3626     4702      96      334     6   242 9/20/2020 
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .982841 cc2=  .604877 lx= 10.19589 if=  69 il=  75 4/6/2020   n=   6 now=    3626 end=      26792        96       334 U=    65.64 T=  188.5 p1= 638.9 p2=    13.5 ed=   343 12/30/2020  x1=  69. x2=  75. y1=  1.82 y2=  1.73     
GP: Confirmed US_Minnesota_Ramsey 4/6/2020         75    3626    -          96      334     6   343 12/30/2020
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .972617 cc2=  .564369 lx= 10.19589 if=  70 il=  75 4/6/2020   n=   5 now=    3626 end=      26792        96       334 U=    77.62 T=  209.2 p1= 638.9 p2=    13.5 ed=   392 2/17/2021   x1=  70. x2=  75. y1=  1.79 y2=  1.73     
GP: Confirmed US_Minnesota_Ramsey 4/6/2020         75    3626    -          96      334     6   392 2/17/2021 
AAA1     1 US_Minnesota_Ramsey Confirmed cc1=  .996341 cc2=  .822264 lx=  5.95589 if=  44 il=  76 4/7/2020   n=  32 now=    3626 end=        386       101       334 U=    21.46 T=   82.3 p1= -89.4 p2=   939.4 ed=   132 6/2/2020    x1=  44. x2=  76. y1=  1.78 y2=   .29 BEST
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .996341 cc2=  .822264 lx=  5.95389 if=  44 il=  76 4/7/2020   n=  32 now=    3626 end=        386       101       334 U=    21.46 T=   82.3 p1= -89.4 p2=   939.4 ed=   132 6/2/2020    x1=  44. x2=  76. y1=  1.78 y2=   .29 BEST
GP: Confirmed US_Minnesota_Ramsey 4/7/2020         76    3626      386     101      334     8   132 6/2/2020  
AAA1     1 US_Minnesota_Ramsey Confirmed cc1=  .996806 cc2=  .820029 lx=  5.85589 if=  45 il=  76 4/7/2020   n=  31 now=    3626 end=        349       101       334 U=    19.98 T=   80.3 p1= -90.4 p2=  1039.0 ed=   127 5/28/2020   x1=  45. x2=  76. y1=  1.77 y2=   .22 BEST
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .996806 cc2=  .820029 lx=  5.85289 if=  45 il=  76 4/7/2020   n=  31 now=    3626 end=        349       101       334 U=    19.98 T=   80.3 p1= -90.4 p2=  1039.0 ed=   127 5/28/2020   x1=  45. x2=  76. y1=  1.77 y2=   .22 BEST
GP: Confirmed US_Minnesota_Ramsey 4/7/2020         76    3626      349     101      334     8   127 5/28/2020 
AAA1     1 US_Minnesota_Ramsey Confirmed cc1=  .996873 cc2=  .817268 lx=  5.78589 if=  46 il=  76 4/7/2020   n=  30 now=    3626 end=        325       101       334 U=    18.78 T=   79.0 p1= -91.0 p2=  1115.7 ed=   123 5/24/2020   x1=  46. x2=  76. y1=  1.76 y2=   .16 BEST
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .996873 cc2=  .817268 lx=  5.78289 if=  46 il=  76 4/7/2020   n=  30 now=    3626 end=        325       101       334 U=    18.78 T=   79.0 p1= -91.0 p2=  1115.7 ed=   123 5/24/2020   x1=  46. x2=  76. y1=  1.76 y2=   .16 BEST
GP: Confirmed US_Minnesota_Ramsey 4/7/2020         76    3626      325     101      334     8   123 5/24/2020 
AAA1     1 US_Minnesota_Ramsey Confirmed cc1=  .996619 cc2=  .814045 lx=  5.74589 if=  47 il=  76 4/7/2020   n=  29 now=    3626 end=        312       101       334 U=    17.84 T=   78.2 p1= -91.4 p2=  1162.2 ed=   120 5/21/2020   x1=  47. x2=  76. y1=  1.75 y2=   .12 BEST
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .996619 cc2=  .814045 lx=  5.74989 if=  47 il=  76 4/7/2020   n=  29 now=    3626 end=        312       101       334 U=    17.84 T=   78.2 p1= -91.4 p2=  1162.2 ed=   120 5/21/2020   x1=  47. x2=  76. y1=  1.75 y2=   .12 BEST
GP: Confirmed US_Minnesota_Ramsey 4/7/2020         76    3626      312     101      334     8   120 5/21/2020 
AAA1     1 US_Minnesota_Ramsey Confirmed cc1=  .996302 cc2=  .810607 lx=  5.78589 if=  48 il=  76 4/7/2020   n=  28 now=    3626 end=        325       101       334 U=    17.52 T=   78.8 p1= -91.0 p2=  1115.7 ed=   120 5/21/2020   x1=  48. x2=  76. y1=  1.76 y2=   .16 BEST
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .996302 cc2=  .810607 lx=  5.78189 if=  48 il=  76 4/7/2020   n=  28 now=    3626 end=        325       101       334 U=    17.52 T=   78.8 p1= -91.0 p2=  1115.7 ed=   120 5/21/2020   x1=  48. x2=  76. y1=  1.76 y2=   .16 BEST
GP: Confirmed US_Minnesota_Ramsey 4/7/2020         76    3626      325     101      334     8   120 5/21/2020 
AAA1     1 US_Minnesota_Ramsey Confirmed cc1=  .996758 cc2=  .807776 lx=  5.98589 if=  49 il=  76 4/7/2020   n=  27 now=    3626 end=        397       101       334 U=    19.99 T=   82.3 p1= -89.1 p2=   913.4 ed=   129 5/30/2020   x1=  49. x2=  76. y1=  1.67 y2=   .32 BEST
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .996758 cc2=  .807776 lx=  5.98389 if=  49 il=  76 4/7/2020   n=  27 now=    3626 end=        397       101       334 U=    19.99 T=   82.3 p1= -89.1 p2=   913.4 ed=   129 5/30/2020   x1=  49. x2=  76. y1=  1.67 y2=   .32 BEST
GP: Confirmed US_Minnesota_Ramsey 4/7/2020         76    3626      397     101      334     8   129 5/30/2020 
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .996536 cc2=  .804086 lx=  6.07589 if=  50 il=  76 4/7/2020   n=  26 now=    3626 end=        435       101       334 U=    21.21 T=   84.0 p1= -88.0 p2=   833.6 ed=   134 6/4/2020    x1=  50. x2=  76. y1=  1.60 y2=   .38     
GP: Confirmed US_Minnesota_Ramsey 4/7/2020         76    3626      435     101      334     8   134 6/4/2020  
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .996129 cc2=  .800013 lx=  6.09589 if=  51 il=  76 4/7/2020   n=  25 now=    3626 end=        444       101       334 U=    20.55 T=   84.1 p1= -87.8 p2=   816.7 ed=   132 6/2/2020    x1=  51. x2=  76. y1=  1.61 y2=   .39     
GP: Confirmed US_Minnesota_Ramsey 4/7/2020         76    3626      444     101      334     8   132 6/2/2020  
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .996491 cc2=  .796491 lx=  6.44589 if=  52 il=  76 4/7/2020   n=  24 now=    3626 end=        630       101       334 U=    24.71 T=   90.9 p1= -82.6 p2=   575.6 ed=   149 6/19/2020   x1=  52. x2=  76. y1=  1.58 y2=   .60     
GP: Confirmed US_Minnesota_Ramsey 4/7/2020         76    3626      630     101      334     8   149 6/19/2020 
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .996103 cc2=  .791979 lx=  6.54589 if=  53 il=  76 4/7/2020   n=  23 now=    3626 end=        696       101       334 U=    24.50 T=   92.1 p1= -80.8 p2=   521.0 ed=   149 6/19/2020   x1=  53. x2=  76. y1=  1.60 y2=   .66     
GP: Confirmed US_Minnesota_Ramsey 4/7/2020         76    3626      696     101      334     8   149 6/19/2020 
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .997597 cc2=  .789082 lx=  8.21589 if=  54 il=  76 4/7/2020   n=  22 now=    3626 end=       3699       101       334 U=    44.35 T=  132.8 p1=   2.0 p2=    98.0 ed=   237 9/15/2020   x1=  54. x2=  76. y1=  1.78 y2=  1.28     
GP: Confirmed US_Minnesota_Ramsey 4/7/2020         76    3626     3699     101      334     8   237 9/15/2020 
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .997718 cc2=  .784518 lx=  7.53589 if=  55 il=  76 4/7/2020   n=  21 now=    3626 end=       1874       101       334 U=    37.18 T=  115.9 p1= -48.3 p2=   193.5 ed=   203 8/12/2020   x1=  55. x2=  76. y1=  1.64 y2=  1.07     
GP: Confirmed US_Minnesota_Ramsey 4/7/2020         76    3626     1874     101      334     8   203 8/12/2020 
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .997815 cc2=  .779597 lx=  7.03589 if=  56 il=  76 4/7/2020   n=  20 now=    3626 end=       1136       101       334 U=    31.68 T=  104.0 p1= -68.7 p2=   319.2 ed=   178 7/18/2020   x1=  56. x2=  76. y1=  1.52 y2=   .88     
GP: Confirmed US_Minnesota_Ramsey 4/7/2020         76    3626     1136     101      334     8   178 7/18/2020 
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .997771 cc2=  .774164 lx=  6.71589 if=  57 il=  76 4/7/2020   n=  19 now=    3626 end=        825       101       334 U=    27.14 T=   96.1 p1= -77.2 p2=   439.5 ed=   160 6/30/2020   x1=  57. x2=  76. y1=  1.44 y2=   .74     
GP: Confirmed US_Minnesota_Ramsey 4/7/2020         76    3626      825     101      334     8   160 6/30/2020 
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .997492 cc2=  .768076 lx=  6.96589 if=  58 il=  76 4/7/2020   n=  18 now=    3626 end=       1059       101       334 U=    31.10 T=  102.6 p1= -70.8 p2=   342.4 ed=   175 7/15/2020   x1=  58. x2=  76. y1=  1.43 y2=   .85     
GP: Confirmed US_Minnesota_Ramsey 4/7/2020         76    3626     1059     101      334     8   175 7/15/2020 
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .997493 cc2=  .761791 lx=  6.55589 if=  59 il=  76 4/7/2020   n=  17 now=    3626 end=        703       101       334 U=    26.10 T=   93.3 p1= -80.6 p2=   515.8 ed=   154 6/24/2020   x1=  59. x2=  76. y1=  1.31 y2=   .66     
GP: Confirmed US_Minnesota_Ramsey 4/7/2020         76    3626      703     101      334     8   154 6/24/2020 
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .997095 cc2=  .754560 lx=  6.40589 if=  60 il=  76 4/7/2020   n=  16 now=    3626 end=        605       101       334 U=    23.72 T=   89.8 p1= -83.3 p2=   599.3 ed=   145 6/15/2020   x1=  60. x2=  76. y1=  1.26 y2=   .58     
GP: Confirmed US_Minnesota_Ramsey 4/7/2020         76    3626      605     101      334     8   145 6/15/2020 
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .996786 cc2=  .746786 lx=  6.87589 if=  61 il=  76 4/7/2020   n=  15 now=    3626 end=        968       101       334 U=    30.49 T=  100.9 p1= -73.3 p2=   374.6 ed=   172 7/12/2020   x1=  61. x2=  76. y1=  1.31 y2=   .82     
GP: Confirmed US_Minnesota_Ramsey 4/7/2020         76    3626      968     101      334     8   172 7/12/2020 
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .996939 cc2=  .738740 lx=  6.29589 if=  62 il=  76 4/7/2020   n=  14 now=    3626 end=        542       101       334 U=    23.65 T=   88.3 p1= -85.1 p2=   669.0 ed=   144 6/14/2020   x1=  62. x2=  76. y1=  1.11 y2=   .52     
GP: Confirmed US_Minnesota_Ramsey 4/7/2020         76    3626      542     101      334     8   144 6/14/2020 
AAA1     1 US_Minnesota_Ramsey Confirmed cc1=  .996861 cc2=  .729600 lx=  5.96589 if=  63 il=  76 4/7/2020   n=  13 now=    3626 end=        389       101       334 U=    19.08 T=   81.7 p1= -89.3 p2=   932.1 ed=   126 5/27/2020   x1=  63. x2=  76. y1=   .98 y2=   .30 BEST
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .996861 cc2=  .729600 lx=  5.96189 if=  63 il=  76 4/7/2020   n=  13 now=    3626 end=        389       101       334 U=    19.08 T=   81.7 p1= -89.3 p2=   932.1 ed=   126 5/27/2020   x1=  63. x2=  76. y1=   .98 y2=   .30 BEST
GP: Confirmed US_Minnesota_Ramsey 4/7/2020         76    3626      389     101      334     8   126 5/27/2020 
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .996100 cc2=  .718750 lx=  6.04589 if=  64 il=  76 4/7/2020   n=  12 now=    3626 end=        422       101       334 U=    20.35 T=   83.3 p1= -88.4 p2=   859.2 ed=   131 6/1/2020    x1=  64. x2=  76. y1=   .95 y2=   .36     
GP: Confirmed US_Minnesota_Ramsey 4/7/2020         76    3626      422     101      334     8   131 6/1/2020  
AAA1     1 US_Minnesota_Ramsey Confirmed cc1=  .995142 cc2=  .706467 lx=  5.89589 if=  65 il=  76 4/7/2020   n=  11 now=    3626 end=        363       101       334 U=    17.88 T=   80.4 p1= -90.0 p2=   998.9 ed=   122 5/23/2020   x1=  65. x2=  76. y1=   .86 y2=   .25 BEST
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .995142 cc2=  .706467 lx=  5.89189 if=  65 il=  76 4/7/2020   n=  11 now=    3626 end=        363       101       334 U=    17.88 T=   80.4 p1= -90.0 p2=   998.9 ed=   122 5/23/2020   x1=  65. x2=  76. y1=   .86 y2=   .25 BEST
GP: Confirmed US_Minnesota_Ramsey 4/7/2020         76    3626      363     101      334     8   122 5/23/2020 
AAA2     1 US_Minnesota_Ramsey Confirmed cc1=  .994836 cc2=  .693325 lx=  7.22589 if=  66 il=  76 4/7/2020   n=  10 now=    3626 end=       1374       101       334 U=    34.51 T=  109.1 p1= -62.1 p2=   263.9 ed=   190 7/30/2020   x1=  66. x2=  76. y1=  1.25 y2=   .96     
