TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        4439.00000        8.39818
TAB:  Italy_P.A._Trento_P_A_Trento Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/4/2020        103    4439     5261    4258     4838    27   121 5/22/2020 
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .997741 cc2=  .768326 lx=  8.56818 if=  85 il= 103 5/4/2020   n=  18 now=    4439 end=       5261      4258      4838 U=    22.66 T=   67.8 p1=  18.5 p2=    84.4 ed=   121 5/22/2020   x1=  85. x2= 103. y1=  -.76 y2= -1.55     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/4/2020        103    4439     5261    4258     4838    27   121 5/22/2020 
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .997350 cc2=  .761647 lx=  8.57818 if=  86 il= 103 5/4/2020   n=  17 now=    4439 end=       5314      4258      4838 U=    23.73 T=   67.3 p1=  19.7 p2=    83.5 ed=   123 5/24/2020   x1=  86. x2= 103. y1=  -.79 y2= -1.51     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/4/2020        103    4439     5314    4258     4838    27   123 5/24/2020 
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .996247 cc2=  .746247 lx=  8.56818 if=  88 il= 103 5/4/2020   n=  15 now=    4439 end=       5261      4258      4838 U=    23.70 T=   66.2 p1=  18.5 p2=    84.4 ed=   122 5/23/2020   x1=  88. x2= 103. y1=  -.92 y2= -1.55     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/4/2020        103    4439     5261    4258     4838    27   122 5/23/2020 
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .996259 cc2=  .738060 lx=  8.51818 if=  89 il= 103 5/4/2020   n=  14 now=    4439 end=       5004      4258      4838 U=    19.43 T=   67.6 p1=  12.7 p2=    88.7 ed=   113 5/14/2020   x1=  89. x2= 103. y1= -1.10 y2= -1.82     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/4/2020        103    4439     5004    4258     4838    27   113 5/14/2020 
AAA1     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .996994 cc2=  .729733 lx=  8.47818 if=  90 il= 103 5/4/2020   n=  13 now=    4439 end=       4808      4258      4838 U=    15.23 T=   70.9 p1=   8.3 p2=    92.3 ed=   106 5/7/2020    x1=  90. x2= 103. y1= -1.25 y2= -2.11 BEST
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .996998 cc2=  .729733 lx=  8.47418 if=  90 il= 103 5/4/2020   n=  13 now=    4439 end=       4808      4258      4838 U=    15.23 T=   70.9 p1=   8.3 p2=    92.3 ed=   106 5/7/2020    x1=  90. x2= 103. y1= -1.25 y2= -2.11 BEST
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/4/2020        103    4439     4808    4258     4838    27   106 5/7/2020  
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .996839 cc2=  .719489 lx=  8.45818 if=  91 il= 103 5/4/2020   n=  12 now=    4439 end=       4713      4258      4838 U=    12.95 T=   73.4 p1=   6.2 p2=    94.2 ed=   103 5/4/2020    x1=  91. x2= 103. y1= -1.36 y2= -2.29     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/4/2020        103    4439     4713    4258     4838    27   103 5/4/2020  
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .995975 cc2=  .707300 lx=  8.45818 if=  92 il= 103 5/4/2020   n=  11 now=    4439 end=       4713      4258      4838 U=    13.13 T=   73.0 p1=   6.2 p2=    94.2 ed=   103 5/4/2020    x1=  92. x2= 103. y1= -1.45 y2= -2.29     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/4/2020        103    4439     4713    4258     4838    27   103 5/4/2020  
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .994952 cc2=  .693441 lx=  8.44818 if=  93 il= 103 5/4/2020   n=  10 now=    4439 end=       4666      4258      4838 U=    11.94 T=   74.5 p1=   5.1 p2=    95.1 ed=   102 5/3/2020    x1=  93. x2= 103. y1= -1.55 y2= -2.39     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/4/2020        103    4439     4666    4258     4838    27   102 5/3/2020  
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .993285 cc2=  .677057 lx=  8.44818 if=  94 il= 103 5/4/2020   n=   9 now=    4439 end=       4666      4258      4838 U=    11.88 T=   74.6 p1=   5.1 p2=    95.1 ed=   102 5/3/2020    x1=  94. x2= 103. y1= -1.63 y2= -2.39     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/4/2020        103    4439     4666    4258     4838    27   102 5/3/2020  
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .993536 cc2=  .639983 lx= 10.39818 if=  96 il= 103 5/4/2020   n=   7 now=    4439 end=      32800      4258      4838 U=   227.64 T=  265.5 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  96. x2= 103. y1=   .74 y2=   .71     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/4/2020        103    4439    -        4258     4838    27   999 undefine  
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .985478 cc2=  .577229 lx= 10.39818 if=  98 il= 103 5/4/2020   n=   5 now=    4439 end=      32800      4258      4838 U=   227.33 T=  265.3 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  98. x2= 103. y1=   .74 y2=   .71     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/4/2020        103    4439    -        4258     4838    27   999 undefine  
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .998528 cc2=  .873528 lx=  8.44818 if=  41 il= 104 5/5/2020   n=  63 now=    4439 end=       4666      4261      4907 U=    14.47 T=   69.3 p1=   5.1 p2=    95.1 ed=   103 5/4/2020    x1=  41. x2= 104. y1=  1.95 y2= -2.40     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4666    4261     4907    11   103 5/4/2020  
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .998468 cc2=  .872480 lx=  8.44818 if=  42 il= 104 5/5/2020   n=  62 now=    4439 end=       4666      4261      4907 U=    14.35 T=   69.6 p1=   5.1 p2=    95.1 ed=   103 5/4/2020    x1=  42. x2= 104. y1=  1.92 y2= -2.40     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4666    4261     4907    11   103 5/4/2020  
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .998434 cc2=  .871434 lx=  8.44818 if=  43 il= 104 5/5/2020   n=  61 now=    4439 end=       4666      4261      4907 U=    14.29 T=   69.7 p1=   5.1 p2=    95.1 ed=   103 5/4/2020    x1=  43. x2= 104. y1=  1.87 y2= -2.40     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4666    4261     4907    11   103 5/4/2020  
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .998427 cc2=  .870391 lx=  8.44818 if=  44 il= 104 5/5/2020   n=  60 now=    4439 end=       4666      4261      4907 U=    14.24 T=   69.9 p1=   5.1 p2=    95.1 ed=   103 5/4/2020    x1=  44. x2= 104. y1=  1.82 y2= -2.40     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4666    4261     4907    11   103 5/4/2020  
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .998452 cc2=  .869353 lx=  8.44818 if=  45 il= 104 5/5/2020   n=  59 now=    4439 end=       4666      4261      4907 U=    14.19 T=   70.0 p1=   5.1 p2=    95.1 ed=   103 5/4/2020    x1=  45. x2= 104. y1=  1.76 y2= -2.40     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4666    4261     4907    11   103 5/4/2020  
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .998523 cc2=  .868334 lx=  8.44818 if=  46 il= 104 5/5/2020   n=  58 now=    4439 end=       4666      4261      4907 U=    14.26 T=   69.8 p1=   5.1 p2=    95.1 ed=   103 5/4/2020    x1=  46. x2= 104. y1=  1.67 y2= -2.40     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4666    4261     4907    11   103 5/4/2020  
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .998615 cc2=  .867308 lx=  8.45818 if=  47 il= 104 5/5/2020   n=  57 now=    4439 end=       4713      4261      4907 U=    14.63 T=   70.4 p1=   6.2 p2=    94.2 ed=   104 5/5/2020    x1=  47. x2= 104. y1=  1.60 y2= -2.29     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4713    4261     4907    11   104 5/5/2020  
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .998753 cc2=  .866300 lx=  8.45818 if=  48 il= 104 5/5/2020   n=  56 now=    4439 end=       4713      4261      4907 U=    14.74 T=   70.2 p1=   6.2 p2=    94.2 ed=   104 5/5/2020    x1=  48. x2= 104. y1=  1.51 y2= -2.29     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4713    4261     4907    11   104 5/5/2020  
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .998864 cc2=  .865233 lx=  8.46818 if=  49 il= 104 5/5/2020   n=  55 now=    4439 end=       4760      4261      4907 U=    15.21 T=   70.6 p1=   7.2 p2=    93.3 ed=   106 5/7/2020    x1=  49. x2= 104. y1=  1.42 y2= -2.20     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4760    4261     4907    11   106 5/7/2020  
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .999000 cc2=  .864160 lx=  8.46818 if=  50 il= 104 5/5/2020   n=  54 now=    4439 end=       4760      4261      4907 U=    15.29 T=   70.4 p1=   7.2 p2=    93.3 ed=   106 5/7/2020    x1=  50. x2= 104. y1=  1.33 y2= -2.20     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4760    4261     4907    11   106 5/7/2020  
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .999133 cc2=  .863050 lx=  8.46818 if=  51 il= 104 5/5/2020   n=  53 now=    4439 end=       4760      4261      4907 U=    15.52 T=   69.9 p1=   7.2 p2=    93.3 ed=   106 5/7/2020    x1=  51. x2= 104. y1=  1.22 y2= -2.20     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4760    4261     4907    11   106 5/7/2020  
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .999198 cc2=  .861837 lx=  8.47818 if=  52 il= 104 5/5/2020   n=  52 now=    4439 end=       4808      4261      4907 U=    15.95 T=   70.3 p1=   8.3 p2=    92.3 ed=   107 5/8/2020    x1=  52. x2= 104. y1=  1.15 y2= -2.11     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4808    4261     4907    11   107 5/8/2020  
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .999283 cc2=  .860608 lx=  8.47818 if=  53 il= 104 5/5/2020   n=  51 now=    4439 end=       4808      4261      4907 U=    16.74 T=   68.6 p1=   8.3 p2=    92.3 ed=   108 5/9/2020    x1=  53. x2= 104. y1=   .93 y2= -2.11     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4808    4261     4907    11   108 5/9/2020  
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .999262 cc2=  .859234 lx=  8.47818 if=  54 il= 104 5/5/2020   n=  50 now=    4439 end=       4808      4261      4907 U=    16.43 T=   69.3 p1=   8.3 p2=    92.3 ed=   108 5/9/2020    x1=  54. x2= 104. y1=   .93 y2= -2.11     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4808    4261     4907    11   108 5/9/2020  
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .999219 cc2=  .857798 lx=  8.47818 if=  55 il= 104 5/5/2020   n=  49 now=    4439 end=       4808      4261      4907 U=    16.12 T=   69.9 p1=   8.3 p2=    92.3 ed=   107 5/8/2020    x1=  55. x2= 104. y1=   .93 y2= -2.11     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4808    4261     4907    11   107 5/8/2020  
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .999249 cc2=  .856392 lx=  8.47818 if=  56 il= 104 5/5/2020   n=  48 now=    4439 end=       4808      4261      4907 U=    16.16 T=   69.9 p1=   8.3 p2=    92.3 ed=   107 5/8/2020    x1=  56. x2= 104. y1=   .86 y2= -2.11     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4808    4261     4907    11   107 5/8/2020  
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .999307 cc2=  .854969 lx=  8.48818 if=  57 il= 104 5/5/2020   n=  47 now=    4439 end=       4857      4261      4907 U=    16.58 T=   70.3 p1=   9.4 p2=    91.4 ed=   109 5/10/2020   x1=  57. x2= 104. y1=   .80 y2= -2.03     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4857    4261     4907    11   109 5/10/2020 
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .999406 cc2=  .853541 lx=  8.48818 if=  58 il= 104 5/5/2020   n=  46 now=    4439 end=       4857      4261      4907 U=    16.80 T=   69.8 p1=   9.4 p2=    91.4 ed=   109 5/10/2020   x1=  58. x2= 104. y1=   .70 y2= -2.03     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4857    4261     4907    11   109 5/10/2020 
AAA1     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .999453 cc2=  .852011 lx=  8.49818 if=  59 il= 104 5/5/2020   n=  45 now=    4439 end=       4905      4261      4907 U=    17.53 T=   69.7 p1=  10.5 p2=    90.5 ed=   111 5/12/2020   x1=  59. x2= 104. y1=   .61 y2= -1.96 BEST
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .999456 cc2=  .852011 lx=  8.49518 if=  59 il= 104 5/5/2020   n=  45 now=    4439 end=       4905      4261      4907 U=    17.53 T=   69.7 p1=  10.5 p2=    90.5 ed=   111 5/12/2020   x1=  59. x2= 104. y1=   .61 y2= -1.96 BEST
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4905    4261     4907    11   111 5/12/2020 
AAA1     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .999439 cc2=  .850368 lx=  8.49818 if=  60 il= 104 5/5/2020   n=  44 now=    4439 end=       4905      4261      4907 U=    17.94 T=   68.8 p1=  10.5 p2=    90.5 ed=   111 5/12/2020   x1=  60. x2= 104. y1=   .49 y2= -1.96 BEST
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .999439 cc2=  .850368 lx=  8.49718 if=  60 il= 104 5/5/2020   n=  44 now=    4439 end=       4905      4261      4907 U=    17.94 T=   68.8 p1=  10.5 p2=    90.5 ed=   111 5/12/2020   x1=  60. x2= 104. y1=   .49 y2= -1.96 BEST
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4905    4261     4907    11   111 5/12/2020 
AAA1     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .999411 cc2=  .848655 lx=  8.49818 if=  61 il= 104 5/5/2020   n=  43 now=    4439 end=       4905      4261      4907 U=    17.85 T=   69.0 p1=  10.5 p2=    90.5 ed=   111 5/12/2020   x1=  61. x2= 104. y1=   .45 y2= -1.96 BEST
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .999412 cc2=  .848655 lx=  8.49618 if=  61 il= 104 5/5/2020   n=  43 now=    4439 end=       4905      4261      4907 U=    17.85 T=   69.0 p1=  10.5 p2=    90.5 ed=   111 5/12/2020   x1=  61. x2= 104. y1=   .45 y2= -1.96 BEST
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4905    4261     4907    11   111 5/12/2020 
AAA1     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .999371 cc2=  .846873 lx=  8.49818 if=  62 il= 104 5/5/2020   n=  42 now=    4439 end=       4905      4261      4907 U=    17.83 T=   69.1 p1=  10.5 p2=    90.5 ed=   111 5/12/2020   x1=  62. x2= 104. y1=   .40 y2= -1.96 BEST
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .999374 cc2=  .846873 lx=  8.49518 if=  62 il= 104 5/5/2020   n=  42 now=    4439 end=       4905      4261      4907 U=    17.83 T=   69.1 p1=  10.5 p2=    90.5 ed=   111 5/12/2020   x1=  62. x2= 104. y1=   .40 y2= -1.96 BEST
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4905    4261     4907    11   111 5/12/2020 
AAA1     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .999326 cc2=  .845023 lx=  8.49818 if=  63 il= 104 5/5/2020   n=  41 now=    4439 end=       4905      4261      4907 U=    17.91 T=   68.9 p1=  10.5 p2=    90.5 ed=   111 5/12/2020   x1=  63. x2= 104. y1=   .33 y2= -1.96 BEST
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .999331 cc2=  .845023 lx=  8.49418 if=  63 il= 104 5/5/2020   n=  41 now=    4439 end=       4905      4261      4907 U=    17.91 T=   68.9 p1=  10.5 p2=    90.5 ed=   111 5/12/2020   x1=  63. x2= 104. y1=   .33 y2= -1.96 BEST
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4905    4261     4907    11   111 5/12/2020 
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .999285 cc2=  .843112 lx=  8.48818 if=  64 il= 104 5/5/2020   n=  40 now=    4439 end=       4857      4261      4907 U=    17.31 T=   68.8 p1=   9.4 p2=    91.4 ed=   109 5/10/2020   x1=  64. x2= 104. y1=   .28 y2= -2.03     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4857    4261     4907    11   109 5/10/2020 
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .999237 cc2=  .841123 lx=  8.48818 if=  65 il= 104 5/5/2020   n=  39 now=    4439 end=       4857      4261      4907 U=    17.28 T=   68.9 p1=   9.4 p2=    91.4 ed=   109 5/10/2020   x1=  65. x2= 104. y1=   .22 y2= -2.03     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4857    4261     4907    11   109 5/10/2020 
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .999181 cc2=  .839052 lx=  8.48818 if=  66 il= 104 5/5/2020   n=  38 now=    4439 end=       4857      4261      4907 U=    17.34 T=   68.7 p1=   9.4 p2=    91.4 ed=   109 5/10/2020   x1=  66. x2= 104. y1=   .16 y2= -2.03     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4857    4261     4907    11   109 5/10/2020 
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .999126 cc2=  .836904 lx=  8.48818 if=  67 il= 104 5/5/2020   n=  37 now=    4439 end=       4857      4261      4907 U=    17.28 T=   68.9 p1=   9.4 p2=    91.4 ed=   109 5/10/2020   x1=  67. x2= 104. y1=   .11 y2= -2.03     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4857    4261     4907    11   109 5/10/2020 
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .999058 cc2=  .834659 lx=  8.48818 if=  68 il= 104 5/5/2020   n=  36 now=    4439 end=       4857      4261      4907 U=    17.21 T=   69.0 p1=   9.4 p2=    91.4 ed=   109 5/10/2020   x1=  68. x2= 104. y1=   .06 y2= -2.03     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4857    4261     4907    11   109 5/10/2020 
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .998977 cc2=  .832311 lx=  8.48818 if=  69 il= 104 5/5/2020   n=  35 now=    4439 end=       4857      4261      4907 U=    17.02 T=   69.4 p1=   9.4 p2=    91.4 ed=   109 5/10/2020   x1=  69. x2= 104. y1=   .02 y2= -2.03     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4857    4261     4907    11   109 5/10/2020 
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .998906 cc2=  .829875 lx=  8.48818 if=  70 il= 104 5/5/2020   n=  34 now=    4439 end=       4857      4261      4907 U=    17.12 T=   69.2 p1=   9.4 p2=    91.4 ed=   109 5/10/2020   x1=  70. x2= 104. y1=  -.05 y2= -2.03     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4857    4261     4907    11   109 5/10/2020 
AAA1     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .998817 cc2=  .827319 lx=  8.49818 if=  71 il= 104 5/5/2020   n=  33 now=    4439 end=       4905      4261      4907 U=    17.84 T=   69.0 p1=  10.5 p2=    90.5 ed=   111 5/12/2020   x1=  71. x2= 104. y1=  -.11 y2= -1.96 BEST
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .998825 cc2=  .827319 lx=  8.49318 if=  71 il= 104 5/5/2020   n=  33 now=    4439 end=       4905      4261      4907 U=    17.84 T=   69.0 p1=  10.5 p2=    90.5 ed=   111 5/12/2020   x1=  71. x2= 104. y1=  -.11 y2= -1.96 BEST
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4905    4261     4907    11   111 5/12/2020 
AAA1     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .998709 cc2=  .824631 lx=  8.49818 if=  72 il= 104 5/5/2020   n=  32 now=    4439 end=       4905      4261      4907 U=    17.88 T=   69.0 p1=  10.5 p2=    90.5 ed=   111 5/12/2020   x1=  72. x2= 104. y1=  -.17 y2= -1.96 BEST
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .998715 cc2=  .824631 lx=  8.49418 if=  72 il= 104 5/5/2020   n=  32 now=    4439 end=       4905      4261      4907 U=    17.88 T=   69.0 p1=  10.5 p2=    90.5 ed=   111 5/12/2020   x1=  72. x2= 104. y1=  -.17 y2= -1.96 BEST
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4905    4261     4907    11   111 5/12/2020 
AAA1     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .998586 cc2=  .821809 lx=  8.49818 if=  73 il= 104 5/5/2020   n=  31 now=    4439 end=       4905      4261      4907 U=    17.95 T=   68.8 p1=  10.5 p2=    90.5 ed=   111 5/12/2020   x1=  73. x2= 104. y1=  -.23 y2= -1.96 BEST
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .998591 cc2=  .821809 lx=  8.49418 if=  73 il= 104 5/5/2020   n=  31 now=    4439 end=       4905      4261      4907 U=    17.95 T=   68.8 p1=  10.5 p2=    90.5 ed=   111 5/12/2020   x1=  73. x2= 104. y1=  -.23 y2= -1.96 BEST
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4905    4261     4907    11   111 5/12/2020 
AAA1     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .998444 cc2=  .818839 lx=  8.49818 if=  74 il= 104 5/5/2020   n=  30 now=    4439 end=       4905      4261      4907 U=    17.75 T=   69.2 p1=  10.5 p2=    90.5 ed=   111 5/12/2020   x1=  74. x2= 104. y1=  -.27 y2= -1.96 BEST
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .998450 cc2=  .818839 lx=  8.49418 if=  74 il= 104 5/5/2020   n=  30 now=    4439 end=       4905      4261      4907 U=    17.75 T=   69.2 p1=  10.5 p2=    90.5 ed=   111 5/12/2020   x1=  74. x2= 104. y1=  -.27 y2= -1.96 BEST
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4905    4261     4907    11   111 5/12/2020 
AAA1     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .998318 cc2=  .815744 lx=  8.49818 if=  75 il= 104 5/5/2020   n=  29 now=    4439 end=       4905      4261      4907 U=    17.53 T=   69.6 p1=  10.5 p2=    90.5 ed=   111 5/12/2020   x1=  75. x2= 104. y1=  -.31 y2= -1.96 BEST
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .998318 cc2=  .815744 lx=  8.49718 if=  75 il= 104 5/5/2020   n=  29 now=    4439 end=       4905      4261      4907 U=    17.53 T=   69.6 p1=  10.5 p2=    90.5 ed=   111 5/12/2020   x1=  75. x2= 104. y1=  -.31 y2= -1.96 BEST
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4905    4261     4907    11   111 5/12/2020 
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .998338 cc2=  .812643 lx=  8.50818 if=  76 il= 104 5/5/2020   n=  28 now=    4439 end=       4955      4261      4907 U=    18.36 T=   69.3 p1=  11.6 p2=    89.6 ed=   112 5/13/2020   x1=  76. x2= 104. y1=  -.37 y2= -1.89     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     4955    4261     4907    11   112 5/13/2020 
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .998341 cc2=  .809359 lx=  8.51818 if=  77 il= 104 5/5/2020   n=  27 now=    4439 end=       5004      4261      4907 U=    19.25 T=   68.8 p1=  12.7 p2=    88.7 ed=   114 5/15/2020   x1=  77. x2= 104. y1=  -.42 y2= -1.83     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     5004    4261     4907    11   114 5/15/2020 
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .998293 cc2=  .805843 lx=  8.52818 if=  78 il= 104 5/5/2020   n=  26 now=    4439 end=       5055      4261      4907 U=    20.07 T=   68.5 p1=  13.9 p2=    87.8 ed=   115 5/16/2020   x1=  78. x2= 104. y1=  -.47 y2= -1.77     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     5055    4261     4907    11   115 5/16/2020 
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .998257 cc2=  .802141 lx=  8.54818 if=  79 il= 104 5/5/2020   n=  25 now=    4439 end=       5157      4261      4907 U=    21.67 T=   68.1 p1=  16.2 p2=    86.1 ed=   119 5/20/2020   x1=  79. x2= 104. y1=  -.50 y2= -1.66     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     5157    4261     4907    11   119 5/20/2020 
AAA2     1 Italy_P.A._Trento_P_A_Trento Confirmed cc1=  .998192 cc2=  .798192 lx=  8.56818 if=  80 il= 104 5/5/2020   n=  24 now=    4439 end=       5261      4261      4907 U=    24.06 T=   66.6 p1=  18.5 p2=    84.4 ed=   123 5/24/2020   x1=  80. x2= 104. y1=  -.56 y2= -1.56     
GP: Confirmed Italy_P.A._Trento_P_A_Trento 5/5/2020        104    4439     5261    4261     4907    11   123 5/24/2020 
