TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       68135.00000       11.12925
TAB:  China_Hubei Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA1     1 China_Hubei Confirmed cc1=  .987177 cc2=  .578929 lx=  9.37925 if=   4 il=   9 1/31/2020  n=   5 now=   68135 end=      11840      9847     11861 U=     2.15 T=    5.4 p1= -82.6 p2=   575.5 ed=    10 2/1/2020    x1=   4. x2=   9. y1=   .64 y2= -1.69 BEST
AAA2     1 China_Hubei Confirmed cc1=  .987177 cc2=  .578929 lx=  9.38025 if=   4 il=   9 1/31/2020  n=   5 now=   68135 end=      11840      9847     11861 U=     2.15 T=    5.4 p1= -82.6 p2=   575.5 ed=    10 2/1/2020    x1=   4. x2=   9. y1=   .64 y2= -1.69 BEST
GP: Confirmed China_Hubei 1/31/2020         9   68135    11840    9847    11861     1    10 2/1/2020  
AAA2     1 China_Hubei Confirmed cc1=  .987124 cc2=  .633570 lx=  9.83925 if=   3 il=  10 2/1/2020   n=   7 now=   68135 end=      18755     12131         0 U=     3.86 T=    6.8 p1= -72.5 p2=   363.3 ed=    15 2/6/2020    x1=   3. x2=  10. y1=   .98 y2=  -.83     
GP: Confirmed China_Hubei 2/1/2020         10   68135    18755   12131        0     0    15 2/6/2020  
AAA2     1 China_Hubei Confirmed cc1=  .988102 cc2=  .686590 lx= 10.95925 if=   1 il=  11 2/2/2020   n=  10 now=   68135 end=      57483     15352     28948 U=     8.41 T=   13.3 p1= -15.6 p2=   118.5 ed=    33 2/24/2020   x1=   1. x2=  11. y1=  1.47 y2=   .28     
GP: Confirmed China_Hubei 2/2/2020         11   68135    57483   15352    28948     1    33 2/24/2020 
AAA1     1 China_Hubei Confirmed cc1=  .988225 cc2=  .654891 lx= 10.29925 if=   3 il=  11 2/2/2020   n=   8 now=   68135 end=      29710     15352     28948 U=     5.13 T=    8.9 p1= -56.4 p2=   229.3 ed=    20 2/11/2020   x1=   3. x2=  11. y1=  1.14 y2=  -.42 BEST
AAA2     1 China_Hubei Confirmed cc1=  .988225 cc2=  .654891 lx= 10.30125 if=   3 il=  11 2/2/2020   n=   8 now=   68135 end=      29710     15352     28948 U=     5.13 T=    8.9 p1= -56.4 p2=   229.3 ed=    20 2/11/2020   x1=   3. x2=  11. y1=  1.14 y2=  -.42 BEST
GP: Confirmed China_Hubei 2/2/2020         11   68135    29710   15352    28948     1    20 2/11/2020 
AAA2     1 China_Hubei Confirmed cc1=  .992883 cc2=  .584635 lx= 13.12925 if=   6 il=  11 2/2/2020   n=   5 now=   68135 end=     503453     15352     28948 U=    21.07 T=   37.3 p1= 638.9 p2=    13.5 ed=    87 4/18/2020   x1=   6. x2=  11. y1=  1.49 y2=  1.25     
GP: Confirmed China_Hubei 2/2/2020         11   68135    -       15352    28948     1    87 4/18/2020 
AAA2     1 China_Hubei Confirmed cc1=  .990807 cc2=  .702132 lx= 11.12925 if=   1 il=  12 2/3/2020   n=  11 now=   68135 end=      68134     18573     36500 U=     8.85 T=   14.3 p1=    .0 p2=   100.0 ed=    35 2/26/2020   x1=   1. x2=  12. y1=  1.51 y2=   .26     
GP: Confirmed China_Hubei 2/3/2020         12   68135    68134   18573    36500     1    35 2/26/2020 
AAA2     1 China_Hubei Confirmed cc1=  .990298 cc2=  .674070 lx= 10.60925 if=   3 il=  12 2/3/2020   n=   9 now=   68135 end=      40507     18573     36500 U=     6.06 T=   10.5 p1= -40.5 p2=   168.2 ed=    24 2/15/2020   x1=   3. x2=  12. y1=  1.24 y2=  -.25     
GP: Confirmed China_Hubei 2/3/2020         12   68135    40507   18573    36500     1    24 2/15/2020 
AAA1     1 China_Hubei Confirmed cc1=  .987473 cc2=  .654140 lx= 10.51925 if=   4 il=  12 2/3/2020   n=   8 now=   68135 end=      37021     18573     36500 U=     5.41 T=   10.0 p1= -45.7 p2=   184.0 ed=    22 2/13/2020   x1=   4. x2=  12. y1=  1.11 y2=  -.37 BEST
AAA2     1 China_Hubei Confirmed cc1=  .987474 cc2=  .654140 lx= 10.51425 if=   4 il=  12 2/3/2020   n=   8 now=   68135 end=      37021     18573     36500 U=     5.41 T=   10.0 p1= -45.7 p2=   184.0 ed=    22 2/13/2020   x1=   4. x2=  12. y1=  1.11 y2=  -.37 BEST
GP: Confirmed China_Hubei 2/3/2020         12   68135    37021   18573    36500     1    22 2/13/2020 
AAA2     1 China_Hubei Confirmed cc1=  .993745 cc2=  .615781 lx= 13.12925 if=   6 il=  12 2/3/2020   n=   6 now=   68135 end=     503453     18573     36500 U=    20.45 T=   36.4 p1= 638.9 p2=    13.5 ed=    84 4/15/2020   x1=   6. x2=  12. y1=  1.49 y2=  1.19     
GP: Confirmed China_Hubei 2/3/2020         12   68135    -       18573    36500     1    84 4/15/2020 
AAA2     1 China_Hubei Confirmed cc1=  .994456 cc2=  .586208 lx= 13.12925 if=   7 il=  12 2/3/2020   n=   5 now=   68135 end=     503453     18573     36500 U=    19.73 T=   35.6 p1= 638.9 p2=    13.5 ed=    82 4/13/2020   x1=   7. x2=  12. y1=  1.45 y2=  1.19     
GP: Confirmed China_Hubei 2/3/2020         12   68135    -       18573    36500     1    82 4/13/2020 
AAA2     1 China_Hubei Confirmed cc1=  .992538 cc2=  .715187 lx= 11.43925 if=   1 il=  13 2/4/2020   n=  12 now=   68135 end=      92896     22909     56638 U=     9.71 T=   16.3 p1=  36.3 p2=    73.3 ed=    39 3/1/2020    x1=   1. x2=  13. y1=  1.57 y2=   .34     
GP: Confirmed China_Hubei 2/4/2020         13   68135    92896   22909    56638     1    39 3/1/2020  
AAA2     1 China_Hubei Confirmed cc1=  .991364 cc2=  .689853 lx= 10.99925 if=   3 il=  13 2/4/2020   n=  10 now=   68135 end=      59829     22909     56638 U=     7.22 T=   12.7 p1= -12.2 p2=   113.9 ed=    29 2/20/2020   x1=   3. x2=  13. y1=  1.34 y2=  -.04     
GP: Confirmed China_Hubei 2/4/2020         13   68135    59829   22909    56638     1    29 2/20/2020 
AAA1     1 China_Hubei Confirmed cc1=  .988743 cc2=  .672515 lx= 10.92925 if=   4 il=  13 2/4/2020   n=   9 now=   68135 end=      55784     22909     56638 U=     6.66 T=   12.2 p1= -18.1 p2=   122.1 ed=    27 2/18/2020   x1=   4. x2=  13. y1=  1.23 y2=  -.12 BEST
AAA2     1 China_Hubei Confirmed cc1=  .988743 cc2=  .672515 lx= 10.92625 if=   4 il=  13 2/4/2020   n=   9 now=   68135 end=      55784     22909     56638 U=     6.66 T=   12.2 p1= -18.1 p2=   122.1 ed=    27 2/18/2020   x1=   4. x2=  13. y1=  1.23 y2=  -.12 BEST
GP: Confirmed China_Hubei 2/4/2020         13   68135    55784   22909    56638     1    27 2/18/2020 
AAA2     1 China_Hubei Confirmed cc1=  .993953 cc2=  .640400 lx= 13.12925 if=   6 il=  13 2/4/2020   n=   7 now=   68135 end=     503453     22909     56638 U=    19.49 T=   35.0 p1= 638.9 p2=    13.5 ed=    80 4/11/2020   x1=   6. x2=  13. y1=  1.49 y2=  1.13     
GP: Confirmed China_Hubei 2/4/2020         13   68135    -       22909    56638     1    80 4/11/2020 
AAA2     1 China_Hubei Confirmed cc1=  .995193 cc2=  .617229 lx= 13.12925 if=   7 il=  13 2/4/2020   n=   6 now=   68135 end=     503453     22909     56638 U=    18.80 T=   34.2 p1= 638.9 p2=    13.5 ed=    78 4/9/2020    x1=   7. x2=  13. y1=  1.45 y2=  1.13     
GP: Confirmed China_Hubei 2/4/2020         13   68135    -       22909    56638     1    78 4/9/2020  
AAA2     1 China_Hubei Confirmed cc1=  .997904 cc2=  .589655 lx= 13.12925 if=   8 il=  13 2/4/2020   n=   5 now=   68135 end=     503453     22909     56638 U=    17.63 T=   32.9 p1= 638.9 p2=    13.5 ed=    74 4/5/2020    x1=   8. x2=  13. y1=  1.41 y2=  1.13     
GP: Confirmed China_Hubei 2/4/2020         13   68135    -       22909    56638     1    74 4/5/2020  
AAA2     1 China_Hubei Confirmed cc1=  .993934 cc2=  .726672 lx= 11.60925 if=   1 il=  14 2/5/2020   n=  13 now=   68135 end=     110111     27012     71742 U=    10.27 T=   17.5 p1=  61.6 p2=    61.9 ed=    41 3/3/2020    x1=   1. x2=  14. y1=  1.61 y2=   .34     
GP: Confirmed China_Hubei 2/5/2020         14   68135   110111   27012    71742     1    41 3/3/2020  
AAA2     1 China_Hubei Confirmed cc1=  .992818 cc2=  .704143 lx= 11.23925 if=   3 il=  14 2/5/2020   n=  11 now=   68135 end=      76057     27012     71742 U=     8.02 T=   14.3 p1=  11.6 p2=    89.6 ed=    33 2/24/2020   x1=   3. x2=  14. y1=  1.41 y2=   .03     
GP: Confirmed China_Hubei 2/5/2020         14   68135    76057   27012    71742     1    33 2/24/2020 
AAA1     1 China_Hubei Confirmed cc1=  .990754 cc2=  .689242 lx= 11.18925 if=   4 il=  14 2/5/2020   n=  10 now=   68135 end=      72348     27012     71742 U=     7.56 T=   13.9 p1=   6.2 p2=    94.2 ed=    31 2/22/2020   x1=   4. x2=  14. y1=  1.31 y2=  -.01 BEST
AAA2     1 China_Hubei Confirmed cc1=  .990754 cc2=  .689242 lx= 11.19025 if=   4 il=  14 2/5/2020   n=  10 now=   68135 end=      72348     27012     71742 U=     7.56 T=   13.9 p1=   6.2 p2=    94.2 ed=    31 2/22/2020   x1=   4. x2=  14. y1=  1.31 y2=  -.01 BEST
GP: Confirmed China_Hubei 2/5/2020         14   68135    72348   27012    71742     1    31 2/22/2020 
AAA2     1 China_Hubei Confirmed cc1=  .995196 cc2=  .661863 lx= 13.12925 if=   6 il=  14 2/5/2020   n=   8 now=   68135 end=     503453     27012     71742 U=    19.33 T=   34.7 p1= 638.9 p2=    13.5 ed=    80 4/11/2020   x1=   6. x2=  14. y1=  1.49 y2=  1.07     
GP: Confirmed China_Hubei 2/5/2020         14   68135    -       27012    71742     1    80 4/11/2020 
AAA2     1 China_Hubei Confirmed cc1=  .996540 cc2=  .642986 lx= 13.12925 if=   7 il=  14 2/5/2020   n=   7 now=   68135 end=     503453     27012     71742 U=    18.72 T=   34.1 p1= 638.9 p2=    13.5 ed=    78 4/9/2020    x1=   7. x2=  14. y1=  1.45 y2=  1.07     
GP: Confirmed China_Hubei 2/5/2020         14   68135    -       27012    71742     1    78 4/9/2020  
AAA2     1 China_Hubei Confirmed cc1=  .998668 cc2=  .620704 lx= 13.12925 if=   8 il=  14 2/5/2020   n=   6 now=   68135 end=     503453     27012     71742 U=    17.73 T=   33.0 p1= 638.9 p2=    13.5 ed=    74 4/5/2020    x1=   8. x2=  14. y1=  1.41 y2=  1.07     
GP: Confirmed China_Hubei 2/5/2020         14   68135    -       27012    71742     1    74 4/5/2020  
AAA2     1 China_Hubei Confirmed cc1=  .999687 cc2=  .591438 lx= 13.12925 if=   9 il=  14 2/5/2020   n=   5 now=   68135 end=     503453     27012     71742 U=    16.87 T=   32.1 p1= 638.9 p2=    13.5 ed=    71 4/2/2020    x1=   9. x2=  14. y1=  1.37 y2=  1.07     
GP: Confirmed China_Hubei 2/5/2020         14   68135    -       27012    71742     1    71 4/2/2020  
AAA2     1 China_Hubei Confirmed cc1=  .995074 cc2=  .736875 lx= 11.60925 if=   1 il=  15 2/6/2020   n=  14 now=   68135 end=     110111     30373     74259 U=    10.34 T=   17.6 p1=  61.6 p2=    61.9 ed=    42 3/4/2020    x1=   1. x2=  15. y1=  1.61 y2=   .25     
GP: Confirmed China_Hubei 2/6/2020         15   68135   110111   30373    74259     1    42 3/4/2020  
AAA2     1 China_Hubei Confirmed cc1=  .994306 cc2=  .716955 lx= 11.30925 if=   3 il=  15 2/6/2020   n=  12 now=   68135 end=      81572     30373     74259 U=     8.37 T=   14.9 p1=  19.7 p2=    83.5 ed=    34 2/25/2020   x1=   3. x2=  15. y1=  1.42 y2=  -.01     
GP: Confirmed China_Hubei 2/6/2020         15   68135    81572   30373    74259     1    34 2/25/2020 
AAA2     1 China_Hubei Confirmed cc1=  .992803 cc2=  .704128 lx= 11.26925 if=   4 il=  15 2/6/2020   n=  11 now=   68135 end=      78373     30373     74259 U=     7.96 T=   14.6 p1=  15.0 p2=    86.9 ed=    33 2/24/2020   x1=   4. x2=  15. y1=  1.33 y2=  -.05     
GP: Confirmed China_Hubei 2/6/2020         15   68135    78373   30373    74259     1    33 2/24/2020 
AAA2     1 China_Hubei Confirmed cc1=  .996505 cc2=  .680277 lx= 13.12925 if=   6 il=  15 2/6/2020   n=   9 now=   68135 end=     503453     30373     74259 U=    19.79 T=   35.4 p1= 638.9 p2=    13.5 ed=    82 4/13/2020   x1=   6. x2=  15. y1=  1.49 y2=  1.03     
GP: Confirmed China_Hubei 2/6/2020         15   68135    -       30373    74259     1    82 4/13/2020 
AAA2     1 China_Hubei Confirmed cc1=  .997456 cc2=  .664123 lx= 13.12925 if=   7 il=  15 2/6/2020   n=   8 now=   68135 end=     503453     30373     74259 U=    19.29 T=   34.9 p1= 638.9 p2=    13.5 ed=    80 4/11/2020   x1=   7. x2=  15. y1=  1.45 y2=  1.03     
GP: Confirmed China_Hubei 2/6/2020         15   68135    -       30373    74259     1    80 4/11/2020 
AAA2     1 China_Hubei Confirmed cc1=  .998589 cc2=  .645036 lx= 12.98925 if=   8 il=  15 2/6/2020   n=   7 now=   68135 end=     437681     30373     74259 U=    17.69 T=   32.4 p1= 542.4 p2=    15.6 ed=    74 4/5/2020    x1=   8. x2=  15. y1=  1.38 y2=   .98     
GP: Confirmed China_Hubei 2/6/2020         15   68135    -       30373    74259     1    74 4/5/2020  
AAA2     1 China_Hubei Confirmed cc1=  .999184 cc2=  .621220 lx= 11.67925 if=   9 il=  15 2/6/2020   n=   6 now=   68135 end=     118095     30373     74259 U=     9.93 T=   18.0 p1=  73.3 p2=    57.7 ed=    41 3/3/2020    x1=   9. x2=  15. y1=   .91 y2=   .31     
GP: Confirmed China_Hubei 2/6/2020         15   68135   118095   30373    74259     1    41 3/3/2020  
AAA1     1 China_Hubei Confirmed cc1=  .999315 cc2=  .591067 lx= 11.22925 if=  10 il=  15 2/6/2020   n=   5 now=   68135 end=      75300     30373     74259 U=     7.16 T=   14.3 p1=  10.5 p2=    90.5 ed=    31 2/22/2020   x1=  10. x2=  15. y1=   .60 y2=  -.10 BEST
AAA2     1 China_Hubei Confirmed cc1=  .999315 cc2=  .591067 lx= 11.22525 if=  10 il=  15 2/6/2020   n=   5 now=   68135 end=      75300     30373     74259 U=     7.16 T=   14.3 p1=  10.5 p2=    90.5 ed=    31 2/22/2020   x1=  10. x2=  15. y1=   .60 y2=  -.10 BEST
GP: Confirmed China_Hubei 2/6/2020         15   68135    75300   30373    74259     1    31 2/22/2020 
