TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        7851.00000        8.96840
TAB:  Italy_Lazio Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed Italy_Lazio 5/3/2020        102    7851     7850    6809     7475    14   109 5/10/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999402 cc2=  .806952 lx=  8.96840 if=  76 il= 102 5/3/2020   n=  26 now=    7851 end=       7850      6809      7475 U=    17.34 T=   68.2 p1=    .0 p2=   100.0 ed=   109 5/10/2020   x1=  76. x2= 102. y1=  -.45 y2= -1.95     
GP: Confirmed Italy_Lazio 5/3/2020        102    7851     7850    6809     7475    14   109 5/10/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999331 cc2=  .803215 lx=  8.96840 if=  77 il= 102 5/3/2020   n=  25 now=    7851 end=       7850      6809      7475 U=    17.18 T=   68.5 p1=    .0 p2=   100.0 ed=   109 5/10/2020   x1=  77. x2= 102. y1=  -.49 y2= -1.95     
GP: Confirmed Italy_Lazio 5/3/2020        102    7851     7850    6809     7475    14   109 5/10/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999264 cc2=  .799264 lx=  8.96840 if=  78 il= 102 5/3/2020   n=  24 now=    7851 end=       7850      6809      7475 U=    17.25 T=   68.4 p1=    .0 p2=   100.0 ed=   109 5/10/2020   x1=  78. x2= 102. y1=  -.56 y2= -1.95     
GP: Confirmed Italy_Lazio 5/3/2020        102    7851     7850    6809     7475    14   109 5/10/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999175 cc2=  .795051 lx=  8.96840 if=  79 il= 102 5/3/2020   n=  23 now=    7851 end=       7850      6809      7475 U=    17.30 T=   68.3 p1=    .0 p2=   100.0 ed=   109 5/10/2020   x1=  79. x2= 102. y1=  -.62 y2= -1.95     
GP: Confirmed Italy_Lazio 5/3/2020        102    7851     7850    6809     7475    14   109 5/10/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999073 cc2=  .790559 lx=  8.97840 if=  80 il= 102 5/3/2020   n=  22 now=    7851 end=       7929      6809      7475 U=    17.98 T=   68.2 p1=   1.0 p2=    99.0 ed=   110 5/11/2020   x1=  80. x2= 102. y1=  -.66 y2= -1.88     
GP: Confirmed Italy_Lazio 5/3/2020        102    7851     7929    6809     7475    14   110 5/11/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .998953 cc2=  .785753 lx=  8.97840 if=  81 il= 102 5/3/2020   n=  21 now=    7851 end=       7929      6809      7475 U=    17.90 T=   68.3 p1=   1.0 p2=    99.0 ed=   110 5/11/2020   x1=  81. x2= 102. y1=  -.71 y2= -1.88     
GP: Confirmed Italy_Lazio 5/3/2020        102    7851     7929    6809     7475    14   110 5/11/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .998847 cc2=  .780630 lx=  8.98840 if=  82 il= 102 5/3/2020   n=  20 now=    7851 end=       8009      6809      7475 U=    18.54 T=   68.3 p1=   2.0 p2=    98.0 ed=   112 5/13/2020   x1=  82. x2= 102. y1=  -.74 y2= -1.82     
GP: Confirmed Italy_Lazio 5/3/2020        102    7851     8009    6809     7475    14   112 5/13/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .998832 cc2=  .775225 lx=  8.99840 if=  83 il= 102 5/3/2020   n=  19 now=    7851 end=       8090      6809      7475 U=    19.39 T=   67.9 p1=   3.0 p2=    97.0 ed=   113 5/14/2020   x1=  83. x2= 102. y1=  -.78 y2= -1.76     
GP: Confirmed Italy_Lazio 5/3/2020        102    7851     8090    6809     7475    14   113 5/14/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .998840 cc2=  .769425 lx=  9.01840 if=  84 il= 102 5/3/2020   n=  18 now=    7851 end=       8253      6809      7475 U=    20.87 T=   67.6 p1=   5.1 p2=    95.1 ed=   116 5/17/2020   x1=  84. x2= 102. y1=  -.79 y2= -1.65     
GP: Confirmed Italy_Lazio 5/3/2020        102    7851     8253    6809     7475    14   116 5/17/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999128 cc2=  .763426 lx=  9.06840 if=  85 il= 102 5/3/2020   n=  17 now=    7851 end=       8676      6809      7475 U=    25.04 T=   66.5 p1=  10.5 p2=    90.5 ed=   125 5/26/2020   x1=  85. x2= 102. y1=  -.74 y2= -1.42     
GP: Confirmed Italy_Lazio 5/3/2020        102    7851     8676    6809     7475    14   125 5/26/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999437 cc2=  .756901 lx=  9.14840 if=  86 il= 102 5/3/2020   n=  16 now=    7851 end=       9399      6809      7475 U=    32.00 T=   65.8 p1=  19.7 p2=    83.5 ed=   141 6/11/2020   x1=  86. x2= 102. y1=  -.63 y2= -1.13     
GP: Confirmed Italy_Lazio 5/3/2020        102    7851     9399    6809     7475    14   141 6/11/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999548 cc2=  .749548 lx=  9.25840 if=  87 il= 102 5/3/2020   n=  15 now=    7851 end=      10492      6809      7475 U=    42.42 T=   66.4 p1=  33.6 p2=    74.8 ed=   166 7/6/2020    x1=  87. x2= 102. y1=  -.48 y2=  -.84     
GP: Confirmed Italy_Lazio 5/3/2020        102    7851    10492    6809     7475    14   166 7/6/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999523 cc2=  .741324 lx=  9.19840 if=  88 il= 102 5/3/2020   n=  14 now=    7851 end=       9881      6809      7475 U=    37.57 T=   64.9 p1=  25.9 p2=    79.5 ed=   153 6/23/2020   x1=  88. x2= 102. y1=  -.62 y2=  -.99     
GP: Confirmed Italy_Lazio 5/3/2020        102    7851     9881    6809     7475    14   153 6/23/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999696 cc2=  .732435 lx=  9.10840 if=  89 il= 102 5/3/2020   n=  13 now=    7851 end=       9030      6809      7475 U=    29.28 T=   65.0 p1=  15.0 p2=    86.9 ed=   134 6/4/2020    x1=  89. x2= 102. y1=  -.82 y2= -1.26     
GP: Confirmed Italy_Lazio 5/3/2020        102    7851     9030    6809     7475    14   134 6/4/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999713 cc2=  .722363 lx=  9.06840 if=  90 il= 102 5/3/2020   n=  12 now=    7851 end=       8676      6809      7475 U=    25.71 T=   65.6 p1=  10.5 p2=    90.5 ed=   126 5/27/2020   x1=  90. x2= 102. y1=  -.95 y2= -1.42     
GP: Confirmed Italy_Lazio 5/3/2020        102    7851     8676    6809     7475    14   126 5/27/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999738 cc2=  .711063 lx=  9.03840 if=  91 il= 102 5/3/2020   n=  11 now=    7851 end=       8420      6809      7475 U=    22.94 T=   66.5 p1=   7.2 p2=    93.2 ed=   120 5/21/2020   x1=  91. x2= 102. y1= -1.07 y2= -1.55     
GP: Confirmed Italy_Lazio 5/3/2020        102    7851     8420    6809     7475    14   120 5/21/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999761 cc2=  .698249 lx=  9.00840 if=  92 il= 102 5/3/2020   n=  10 now=    7851 end=       8171      6809      7475 U=    20.11 T=   67.8 p1=   4.1 p2=    96.1 ed=   115 5/16/2020   x1=  92. x2= 102. y1= -1.20 y2= -1.70     
GP: Confirmed Italy_Lazio 5/3/2020        102    7851     8171    6809     7475    14   115 5/16/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999728 cc2=  .683500 lx=  8.98840 if=  93 il= 102 5/3/2020   n=   9 now=    7851 end=       8009      6809      7475 U=    18.08 T=   69.1 p1=   2.0 p2=    98.0 ed=   111 5/12/2020   x1=  93. x2= 102. y1= -1.32 y2= -1.82     
GP: Confirmed Italy_Lazio 5/3/2020        102    7851     8009    6809     7475    14   111 5/12/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999640 cc2=  .666306 lx=  8.99840 if=  94 il= 102 5/3/2020   n=   8 now=    7851 end=       8090      6809      7475 U=    19.07 T=   68.5 p1=   3.0 p2=    97.0 ed=   113 5/14/2020   x1=  94. x2= 102. y1= -1.34 y2= -1.76     
GP: Confirmed Italy_Lazio 5/3/2020        102    7851     8090    6809     7475    14   113 5/14/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999491 cc2=  .645937 lx=  9.00840 if=  95 il= 102 5/3/2020   n=   7 now=    7851 end=       8171      6809      7475 U=    20.04 T=   67.9 p1=   4.1 p2=    96.1 ed=   115 5/16/2020   x1=  95. x2= 102. y1= -1.35 y2= -1.70     
GP: Confirmed Italy_Lazio 5/3/2020        102    7851     8171    6809     7475    14   115 5/16/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999251 cc2=  .621287 lx=  9.02840 if=  96 il= 102 5/3/2020   n=   6 now=    7851 end=       8336      6809      7475 U=    22.08 T=   66.7 p1=   6.2 p2=    94.2 ed=   118 5/19/2020   x1=  96. x2= 102. y1= -1.33 y2= -1.60     
GP: Confirmed Italy_Lazio 5/3/2020        102    7851     8336    6809     7475    14   118 5/19/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .998802 cc2=  .590554 lx=  9.02840 if=  97 il= 102 5/3/2020   n=   5 now=    7851 end=       8336      6809      7475 U=    22.04 T=   66.8 p1=   6.2 p2=    94.2 ed=   118 5/19/2020   x1=  97. x2= 102. y1= -1.37 y2= -1.60     
GP: Confirmed Italy_Lazio 5/3/2020        102    7851     8336    6809     7475    14   118 5/19/2020 
AAA2     1 Italy_Lazio Confirmed cc1=  .999051 cc2=  .880372 lx=  8.93840 if=  33 il= 103 5/4/2020   n=  70 now=    7851 end=       7618      6847      7560 U=    16.30 T=   66.6 p1=  -3.0 p2=   103.1 ed=   105 5/6/2020    x1=  33. x2= 103. y1=  2.06 y2= -2.24     
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7618    6847     7560    18   105 5/6/2020  
AAA1     1 Italy_Lazio Confirmed cc1=  .999272 cc2=  .879749 lx=  8.92840 if=  34 il= 103 5/4/2020   n=  69 now=    7851 end=       7543      6847      7560 U=    15.71 T=   66.3 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  34. x2= 103. y1=  2.06 y2= -2.33 BEST
AAA2     1 Italy_Lazio Confirmed cc1=  .999275 cc2=  .879749 lx=  8.93140 if=  34 il= 103 5/4/2020   n=  69 now=    7851 end=       7543      6847      7560 U=    15.71 T=   66.3 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  34. x2= 103. y1=  2.06 y2= -2.33 BEST
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7543    6847     7560    18   103 5/4/2020  
AAA1     1 Italy_Lazio Confirmed cc1=  .999415 cc2=  .879029 lx=  8.92840 if=  35 il= 103 5/4/2020   n=  68 now=    7851 end=       7543      6847      7560 U=    15.48 T=   66.9 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  35. x2= 103. y1=  2.06 y2= -2.33 BEST
AAA2     1 Italy_Lazio Confirmed cc1=  .999415 cc2=  .879029 lx=  8.92840 if=  35 il= 103 5/4/2020   n=  68 now=    7851 end=       7543      6847      7560 U=    15.48 T=   66.9 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  35. x2= 103. y1=  2.06 y2= -2.33 BEST
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7543    6847     7560    18   103 5/4/2020  
AAA1     1 Italy_Lazio Confirmed cc1=  .999484 cc2=  .878216 lx=  8.92840 if=  36 il= 103 5/4/2020   n=  67 now=    7851 end=       7543      6847      7560 U=    15.25 T=   67.4 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  36. x2= 103. y1=  2.06 y2= -2.33 BEST
AAA2     1 Italy_Lazio Confirmed cc1=  .999486 cc2=  .878216 lx=  8.92640 if=  36 il= 103 5/4/2020   n=  67 now=    7851 end=       7543      6847      7560 U=    15.25 T=   67.4 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  36. x2= 103. y1=  2.06 y2= -2.33 BEST
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7543    6847     7560    18   103 5/4/2020  
AAA1     1 Italy_Lazio Confirmed cc1=  .999496 cc2=  .877326 lx=  8.92840 if=  37 il= 103 5/4/2020   n=  66 now=    7851 end=       7543      6847      7560 U=    15.02 T=   67.9 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  37. x2= 103. y1=  2.06 y2= -2.33 BEST
AAA2     1 Italy_Lazio Confirmed cc1=  .999501 cc2=  .877326 lx=  8.92540 if=  37 il= 103 5/4/2020   n=  66 now=    7851 end=       7543      6847      7560 U=    15.02 T=   67.9 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  37. x2= 103. y1=  2.06 y2= -2.33 BEST
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7543    6847     7560    18   103 5/4/2020  
AAA1     1 Italy_Lazio Confirmed cc1=  .999475 cc2=  .876384 lx=  8.92840 if=  38 il= 103 5/4/2020   n=  65 now=    7851 end=       7543      6847      7560 U=    15.12 T=   67.7 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  38. x2= 103. y1=  1.97 y2= -2.33 BEST
AAA2     1 Italy_Lazio Confirmed cc1=  .999482 cc2=  .876384 lx=  8.92440 if=  38 il= 103 5/4/2020   n=  65 now=    7851 end=       7543      6847      7560 U=    15.12 T=   67.7 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  38. x2= 103. y1=  1.97 y2= -2.33 BEST
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7543    6847     7560    18   103 5/4/2020  
AAA1     1 Italy_Lazio Confirmed cc1=  .999465 cc2=  .875430 lx=  8.92840 if=  39 il= 103 5/4/2020   n=  64 now=    7851 end=       7543      6847      7560 U=    14.88 T=   68.2 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  39. x2= 103. y1=  1.97 y2= -2.33 BEST
AAA2     1 Italy_Lazio Confirmed cc1=  .999476 cc2=  .875430 lx=  8.92440 if=  39 il= 103 5/4/2020   n=  64 now=    7851 end=       7543      6847      7560 U=    14.88 T=   68.2 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  39. x2= 103. y1=  1.97 y2= -2.33 BEST
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7543    6847     7560    18   103 5/4/2020  
AAA1     1 Italy_Lazio Confirmed cc1=  .999440 cc2=  .874440 lx=  8.92840 if=  40 il= 103 5/4/2020   n=  63 now=    7851 end=       7543      6847      7560 U=    14.73 T=   68.6 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  40. x2= 103. y1=  1.94 y2= -2.33 BEST
AAA2     1 Italy_Lazio Confirmed cc1=  .999451 cc2=  .874440 lx=  8.92440 if=  40 il= 103 5/4/2020   n=  63 now=    7851 end=       7543      6847      7560 U=    14.73 T=   68.6 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  40. x2= 103. y1=  1.94 y2= -2.33 BEST
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7543    6847     7560    18   103 5/4/2020  
AAA1     1 Italy_Lazio Confirmed cc1=  .999432 cc2=  .873444 lx=  8.92840 if=  41 il= 103 5/4/2020   n=  62 now=    7851 end=       7543      6847      7560 U=    14.86 T=   68.3 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  41. x2= 103. y1=  1.84 y2= -2.33 BEST
AAA2     1 Italy_Lazio Confirmed cc1=  .999439 cc2=  .873444 lx=  8.92540 if=  41 il= 103 5/4/2020   n=  62 now=    7851 end=       7543      6847      7560 U=    14.86 T=   68.3 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  41. x2= 103. y1=  1.84 y2= -2.33 BEST
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7543    6847     7560    18   103 5/4/2020  
AAA1     1 Italy_Lazio Confirmed cc1=  .999407 cc2=  .872407 lx=  8.92840 if=  42 il= 103 5/4/2020   n=  61 now=    7851 end=       7543      6847      7560 U=    15.08 T=   67.8 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  42. x2= 103. y1=  1.71 y2= -2.33 BEST
AAA2     1 Italy_Lazio Confirmed cc1=  .999413 cc2=  .872407 lx=  8.92540 if=  42 il= 103 5/4/2020   n=  61 now=    7851 end=       7543      6847      7560 U=    15.08 T=   67.8 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  42. x2= 103. y1=  1.71 y2= -2.33 BEST
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7543    6847     7560    18   103 5/4/2020  
AAA1     1 Italy_Lazio Confirmed cc1=  .999387 cc2=  .871350 lx=  8.92840 if=  43 il= 103 5/4/2020   n=  60 now=    7851 end=       7543      6847      7560 U=    15.10 T=   67.7 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  43. x2= 103. y1=  1.64 y2= -2.33 BEST
AAA2     1 Italy_Lazio Confirmed cc1=  .999397 cc2=  .871350 lx=  8.92440 if=  43 il= 103 5/4/2020   n=  60 now=    7851 end=       7543      6847      7560 U=    15.10 T=   67.7 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  43. x2= 103. y1=  1.64 y2= -2.33 BEST
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7543    6847     7560    18   103 5/4/2020  
AAA1     1 Italy_Lazio Confirmed cc1=  .999371 cc2=  .870272 lx=  8.92840 if=  44 il= 103 5/4/2020   n=  59 now=    7851 end=       7543      6847      7560 U=    15.00 T=   68.0 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  44. x2= 103. y1=  1.60 y2= -2.33 BEST
AAA2     1 Italy_Lazio Confirmed cc1=  .999386 cc2=  .870272 lx=  8.92340 if=  44 il= 103 5/4/2020   n=  59 now=    7851 end=       7543      6847      7560 U=    15.00 T=   68.0 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  44. x2= 103. y1=  1.60 y2= -2.33 BEST
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7543    6847     7560    18   103 5/4/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999347 cc2=  .869159 lx=  8.91840 if=  45 il= 103 5/4/2020   n=  58 now=    7851 end=       7468      6847      7560 U=    14.62 T=   67.3 p1=  -4.9 p2=   105.1 ed=   101 5/2/2020    x1=  45. x2= 103. y1=  1.52 y2= -2.44     
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7468    6847     7560    18   101 5/2/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999330 cc2=  .868024 lx=  8.91840 if=  46 il= 103 5/4/2020   n=  57 now=    7851 end=       7468      6847      7560 U=    14.48 T=   67.6 p1=  -4.9 p2=   105.1 ed=   101 5/2/2020    x1=  46. x2= 103. y1=  1.49 y2= -2.44     
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7468    6847     7560    18   101 5/2/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999296 cc2=  .866843 lx=  8.91840 if=  47 il= 103 5/4/2020   n=  56 now=    7851 end=       7468      6847      7560 U=    14.36 T=   67.9 p1=  -4.9 p2=   105.1 ed=   101 5/2/2020    x1=  47. x2= 103. y1=  1.46 y2= -2.44     
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7468    6847     7560    18   101 5/2/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999260 cc2=  .865629 lx=  8.91840 if=  48 il= 103 5/4/2020   n=  55 now=    7851 end=       7468      6847      7560 U=    14.21 T=   68.3 p1=  -4.9 p2=   105.1 ed=   101 5/2/2020    x1=  48. x2= 103. y1=  1.43 y2= -2.44     
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7468    6847     7560    18   101 5/2/2020  
AAA1     1 Italy_Lazio Confirmed cc1=  .999253 cc2=  .864413 lx=  8.92840 if=  49 il= 103 5/4/2020   n=  54 now=    7851 end=       7543      6847      7560 U=    14.59 T=   68.9 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  49. x2= 103. y1=  1.37 y2= -2.33 BEST
AAA2     1 Italy_Lazio Confirmed cc1=  .999266 cc2=  .864413 lx=  8.92440 if=  49 il= 103 5/4/2020   n=  54 now=    7851 end=       7543      6847      7560 U=    14.59 T=   68.9 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  49. x2= 103. y1=  1.37 y2= -2.33 BEST
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7543    6847     7560    18   103 5/4/2020  
AAA1     1 Italy_Lazio Confirmed cc1=  .999271 cc2=  .863188 lx=  8.92840 if=  50 il= 103 5/4/2020   n=  53 now=    7851 end=       7543      6847      7560 U=    14.62 T=   68.9 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  50. x2= 103. y1=  1.29 y2= -2.33 BEST
AAA2     1 Italy_Lazio Confirmed cc1=  .999276 cc2=  .863188 lx=  8.92540 if=  50 il= 103 5/4/2020   n=  53 now=    7851 end=       7543      6847      7560 U=    14.62 T=   68.9 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  50. x2= 103. y1=  1.29 y2= -2.33 BEST
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7543    6847     7560    18   103 5/4/2020  
AAA1     1 Italy_Lazio Confirmed cc1=  .999288 cc2=  .861927 lx=  8.92840 if=  51 il= 103 5/4/2020   n=  52 now=    7851 end=       7543      6847      7560 U=    14.73 T=   68.6 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  51. x2= 103. y1=  1.20 y2= -2.33 BEST
AAA2     1 Italy_Lazio Confirmed cc1=  .999288 cc2=  .861927 lx=  8.92740 if=  51 il= 103 5/4/2020   n=  52 now=    7851 end=       7543      6847      7560 U=    14.73 T=   68.6 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  51. x2= 103. y1=  1.20 y2= -2.33 BEST
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7543    6847     7560    18   103 5/4/2020  
AAA1     1 Italy_Lazio Confirmed cc1=  .999277 cc2=  .860602 lx=  8.92840 if=  52 il= 103 5/4/2020   n=  51 now=    7851 end=       7543      6847      7560 U=    14.78 T=   68.5 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  52. x2= 103. y1=  1.12 y2= -2.33 BEST
AAA2     1 Italy_Lazio Confirmed cc1=  .999278 cc2=  .860602 lx=  8.92940 if=  52 il= 103 5/4/2020   n=  51 now=    7851 end=       7543      6847      7560 U=    14.78 T=   68.5 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  52. x2= 103. y1=  1.12 y2= -2.33 BEST
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7543    6847     7560    18   103 5/4/2020  
AAA1     1 Italy_Lazio Confirmed cc1=  .999257 cc2=  .859229 lx=  8.92840 if=  53 il= 103 5/4/2020   n=  50 now=    7851 end=       7543      6847      7560 U=    14.78 T=   68.5 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  53. x2= 103. y1=  1.05 y2= -2.33 BEST
AAA2     1 Italy_Lazio Confirmed cc1=  .999259 cc2=  .859229 lx=  8.93040 if=  53 il= 103 5/4/2020   n=  50 now=    7851 end=       7543      6847      7560 U=    14.78 T=   68.5 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  53. x2= 103. y1=  1.05 y2= -2.33 BEST
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7543    6847     7560    18   103 5/4/2020  
AAA1     1 Italy_Lazio Confirmed cc1=  .999238 cc2=  .857817 lx=  8.92840 if=  54 il= 103 5/4/2020   n=  49 now=    7851 end=       7543      6847      7560 U=    14.77 T=   68.5 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  54. x2= 103. y1=   .98 y2= -2.33 BEST
AAA2     1 Italy_Lazio Confirmed cc1=  .999246 cc2=  .857817 lx=  8.93140 if=  54 il= 103 5/4/2020   n=  49 now=    7851 end=       7543      6847      7560 U=    14.77 T=   68.5 p1=  -3.9 p2=   104.1 ed=   103 5/4/2020    x1=  54. x2= 103. y1=   .98 y2= -2.33 BEST
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7543    6847     7560    18   103 5/4/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999227 cc2=  .856370 lx=  8.93840 if=  55 il= 103 5/4/2020   n=  48 now=    7851 end=       7618      6847      7560 U=    15.17 T=   69.1 p1=  -3.0 p2=   103.1 ed=   104 5/5/2020    x1=  55. x2= 103. y1=   .93 y2= -2.24     
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7618    6847     7560    18   104 5/5/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999265 cc2=  .854927 lx=  8.93840 if=  56 il= 103 5/4/2020   n=  47 now=    7851 end=       7618      6847      7560 U=    15.20 T=   69.0 p1=  -3.0 p2=   103.1 ed=   104 5/5/2020    x1=  56. x2= 103. y1=   .86 y2= -2.24     
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7618    6847     7560    18   104 5/5/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999306 cc2=  .853441 lx=  8.93840 if=  57 il= 103 5/4/2020   n=  46 now=    7851 end=       7618      6847      7560 U=    15.15 T=   69.1 p1=  -3.0 p2=   103.1 ed=   104 5/5/2020    x1=  57. x2= 103. y1=   .80 y2= -2.24     
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7618    6847     7560    18   104 5/5/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999396 cc2=  .851954 lx=  8.94840 if=  58 il= 103 5/4/2020   n=  45 now=    7851 end=       7695      6847      7560 U=    15.75 T=   69.2 p1=  -2.0 p2=   102.0 ed=   106 5/7/2020    x1=  58. x2= 103. y1=   .71 y2= -2.15     
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7695    6847     7560    18   106 5/7/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999472 cc2=  .850401 lx=  8.94840 if=  59 il= 103 5/4/2020   n=  44 now=    7851 end=       7695      6847      7560 U=    15.88 T=   68.9 p1=  -2.0 p2=   102.0 ed=   106 5/7/2020    x1=  59. x2= 103. y1=   .62 y2= -2.15     
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7695    6847     7560    18   106 5/7/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999514 cc2=  .848759 lx=  8.94840 if=  60 il= 103 5/4/2020   n=  43 now=    7851 end=       7695      6847      7560 U=    16.00 T=   68.6 p1=  -2.0 p2=   102.0 ed=   106 5/7/2020    x1=  60. x2= 103. y1=   .54 y2= -2.15     
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7695    6847     7560    18   106 5/7/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999525 cc2=  .847026 lx=  8.94840 if=  61 il= 103 5/4/2020   n=  42 now=    7851 end=       7695      6847      7560 U=    16.01 T=   68.6 p1=  -2.0 p2=   102.0 ed=   106 5/7/2020    x1=  61. x2= 103. y1=   .48 y2= -2.15     
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7695    6847     7560    18   106 5/7/2020  
AAA2     1 Italy_Lazio Confirmed cc1=  .999569 cc2=  .845266 lx=  8.95840 if=  62 il= 103 5/4/2020   n=  41 now=    7851 end=       7772      6847      7560 U=    16.58 T=   68.8 p1=  -1.0 p2=   101.0 ed=   107 5/8/2020    x1=  62. x2= 103. y1=   .41 y2= -2.06     
GP: Confirmed Italy_Lazio 5/4/2020        103    7851     7772    6847     7560    18   107 5/8/2020  
