TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020         712.00000        6.56808
TAB:  Diamond_Princess Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 Diamond_Princess Confirmed cc1=  .685019 cc2=  .562850 lx=  8.61208 if=  43 il= 109 5/10/2020  n=  66 now=     712 end=       5004       712      5011 U= 15240.93 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  43. x2= 109. y1=   .67 y2=   .67 BEST
GP: Confirmed Diamond_Princess 5/10/2020       109     712    -         712    -         6   999 undefine  
AAA1     1 Diamond_Princess Confirmed cc1=  .668119 cc2=  .545028 lx=  8.51808 if=  44 il= 109 5/10/2020  n=  65 now=     712 end=       5004       712      5011 U= 15010.01 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  44. x2= 109. y1=   .67 y2=   .67 BEST
AAA2     1 Diamond_Princess Confirmed cc1=  .668119 cc2=  .545028 lx=  8.61208 if=  44 il= 109 5/10/2020  n=  65 now=     712 end=       5004       712      5011 U= 15010.01 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  44. x2= 109. y1=   .67 y2=   .67 BEST
GP: Confirmed Diamond_Princess 5/10/2020       109     712    -         712    -         6   999 undefine  
AAA1     1 Diamond_Princess Confirmed cc1=  .649519 cc2=  .525484 lx=  8.51808 if=  45 il= 109 5/10/2020  n=  64 now=     712 end=       5004       712      5011 U= 14779.09 T= 9978.9 p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  45. x2= 109. y1=   .67 y2=   .67 BEST
AAA2     1 Diamond_Princess Confirmed cc1=  .649519 cc2=  .525484 lx=  8.61208 if=  45 il= 109 5/10/2020  n=  64 now=     712 end=       5004       712      5011 U= 14779.09 T= 9978.9 p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  45. x2= 109. y1=   .67 y2=   .67 BEST
GP: Confirmed Diamond_Princess 5/10/2020       109     712    -         712    -         6   999 undefine  
AAA1     1 Diamond_Princess Confirmed cc1=  .628971 cc2=  .503971 lx=  8.51808 if=  46 il= 109 5/10/2020  n=  63 now=     712 end=       5004       712      5011 U= 14548.16 T= 9824.7 p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  46. x2= 109. y1=   .67 y2=   .67 BEST
AAA2     1 Diamond_Princess Confirmed cc1=  .628971 cc2=  .503971 lx=  8.61208 if=  46 il= 109 5/10/2020  n=  63 now=     712 end=       5004       712      5011 U= 14548.16 T= 9824.7 p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  46. x2= 109. y1=   .67 y2=   .67 BEST
GP: Confirmed Diamond_Princess 5/10/2020       109     712    -         712    -         6   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .777966 cc2=  .665458 lx=  6.57808 if=  32 il= 110 5/11/2020  n=  78 now=     712 end=        719       712      5011 U=    56.33 T= -149.4 p1=   1.0 p2=    99.0 ed=   999 undefine    x1=  32. x2= 110. y1= -3.22 y2= -4.61     
GP: Confirmed Diamond_Princess 5/11/2020       110     712      719     712    -         6   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .774221 cc2=  .660993 lx=  6.57808 if=  33 il= 110 5/11/2020  n=  77 now=     712 end=        719       712      5011 U=    55.61 T= -146.1 p1=   1.0 p2=    99.0 ed=   999 undefine    x1=  33. x2= 110. y1= -3.22 y2= -4.61     
GP: Confirmed Diamond_Princess 5/11/2020       110     712      719     712    -         6   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .773890 cc2=  .659929 lx=  6.57808 if=  34 il= 110 5/11/2020  n=  76 now=     712 end=        719       712      5011 U=    54.88 T= -142.7 p1=   1.0 p2=    99.0 ed=   999 undefine    x1=  34. x2= 110. y1= -3.22 y2= -4.61     
GP: Confirmed Diamond_Princess 5/11/2020       110     712      719     712    -         6   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .771852 cc2=  .656382 lx=  8.56808 if=  36 il= 110 5/11/2020  n=  74 now=     712 end=       5261       712      5011 U= 15016.56 T= ****** p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  36. x2= 110. y1=   .70 y2=   .69     
GP: Confirmed Diamond_Princess 5/11/2020       110     712    -         712    -         6   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .761503 cc2=  .645255 lx=  8.56808 if=  37 il= 110 5/11/2020  n=  73 now=     712 end=       5261       712      5011 U= 14813.63 T= ****** p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  37. x2= 110. y1=   .70 y2=   .69     
GP: Confirmed Diamond_Princess 5/11/2020       110     712    -         712    -         6   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .750305 cc2=  .633264 lx=  8.56808 if=  38 il= 110 5/11/2020  n=  72 now=     712 end=       5261       712      5011 U= 14610.71 T= ****** p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  38. x2= 110. y1=   .70 y2=   .69     
GP: Confirmed Diamond_Princess 5/11/2020       110     712    -         712    -         6   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .738180 cc2=  .620329 lx=  8.56808 if=  39 il= 110 5/11/2020  n=  71 now=     712 end=       5261       712      5011 U= 14407.78 T= ****** p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  39. x2= 110. y1=   .70 y2=   .69     
GP: Confirmed Diamond_Princess 5/11/2020       110     712    -         712    -         6   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .725037 cc2=  .606359 lx=  8.56808 if=  40 il= 110 5/11/2020  n=  70 now=     712 end=       5261       712      5011 U= 14204.86 T= 9956.1 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  40. x2= 110. y1=   .70 y2=   .69     
GP: Confirmed Diamond_Princess 5/11/2020       110     712    -         712    -         6   999 undefine  
AAA1     1 Diamond_Princess Confirmed cc1=  .710778 cc2=  .591255 lx=  8.51808 if=  41 il= 110 5/11/2020  n=  69 now=     712 end=       5004       712      5011 U= 15933.70 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  41. x2= 110. y1=   .67 y2=   .67 BEST
AAA2     1 Diamond_Princess Confirmed cc1=  .710778 cc2=  .591255 lx=  8.61208 if=  41 il= 110 5/11/2020  n=  69 now=     712 end=       5004       712      5011 U= 15933.70 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  41. x2= 110. y1=   .67 y2=   .67 BEST
GP: Confirmed Diamond_Princess 5/11/2020       110     712    -         712    -         6   999 undefine  
AAA1     1 Diamond_Princess Confirmed cc1=  .696631 cc2=  .576245 lx=  8.51808 if=  42 il= 110 5/11/2020  n=  68 now=     712 end=       5004       712      5011 U= 15702.78 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  42. x2= 110. y1=   .67 y2=   .67 BEST
AAA2     1 Diamond_Princess Confirmed cc1=  .696631 cc2=  .576245 lx=  8.56708 if=  42 il= 110 5/11/2020  n=  68 now=     712 end=       5004       712      5011 U= 15702.78 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  42. x2= 110. y1=   .67 y2=   .67 BEST
GP: Confirmed Diamond_Princess 5/11/2020       110     712    -         712    -         6   999 undefine  
AAA1     1 Diamond_Princess Confirmed cc1=  .681164 cc2=  .559896 lx=  8.51808 if=  43 il= 110 5/11/2020  n=  67 now=     712 end=       5004       712      5011 U= 15471.86 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  43. x2= 110. y1=   .67 y2=   .67 BEST
AAA2     1 Diamond_Princess Confirmed cc1=  .681164 cc2=  .559896 lx=  8.61208 if=  43 il= 110 5/11/2020  n=  67 now=     712 end=       5004       712      5011 U= 15471.86 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  43. x2= 110. y1=   .67 y2=   .67 BEST
GP: Confirmed Diamond_Princess 5/11/2020       110     712    -         712    -         6   999 undefine  
AAA1     1 Diamond_Princess Confirmed cc1=  .664211 cc2=  .542042 lx=  8.51808 if=  44 il= 110 5/11/2020  n=  66 now=     712 end=       5004       712      5011 U= 15240.93 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  44. x2= 110. y1=   .67 y2=   .67 BEST
AAA2     1 Diamond_Princess Confirmed cc1=  .664211 cc2=  .542042 lx=  8.61208 if=  44 il= 110 5/11/2020  n=  66 now=     712 end=       5004       712      5011 U= 15240.93 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  44. x2= 110. y1=   .67 y2=   .67 BEST
GP: Confirmed Diamond_Princess 5/11/2020       110     712    -         712    -         6   999 undefine  
AAA1     1 Diamond_Princess Confirmed cc1=  .645571 cc2=  .522480 lx=  8.51808 if=  45 il= 110 5/11/2020  n=  65 now=     712 end=       5004       712      5011 U= 15010.01 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  45. x2= 110. y1=   .67 y2=   .67 BEST
AAA2     1 Diamond_Princess Confirmed cc1=  .645571 cc2=  .522480 lx=  8.61208 if=  45 il= 110 5/11/2020  n=  65 now=     712 end=       5004       712      5011 U= 15010.01 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  45. x2= 110. y1=   .67 y2=   .67 BEST
GP: Confirmed Diamond_Princess 5/11/2020       110     712    -         712    -         6   999 undefine  
AAA1     1 Diamond_Princess Confirmed cc1=  .625000 cc2=  .500965 lx=  8.51808 if=  46 il= 110 5/11/2020  n=  64 now=     712 end=       5004       712      5011 U= 14779.09 T= 9979.9 p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  46. x2= 110. y1=   .67 y2=   .67 BEST
AAA2     1 Diamond_Princess Confirmed cc1=  .625000 cc2=  .500965 lx=  8.56708 if=  46 il= 110 5/11/2020  n=  64 now=     712 end=       5004       712      5011 U= 14779.09 T= 9979.9 p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  46. x2= 110. y1=   .67 y2=   .67 BEST
GP: Confirmed Diamond_Princess 5/11/2020       110     712    -         712    -         6   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .774762 cc2=  .662959 lx=  6.57808 if=  32 il= 111 5/12/2020  n=  79 now=     712 end=        719       712      5011 U=    57.05 T= -151.7 p1=   1.0 p2=    99.0 ed=   999 undefine    x1=  32. x2= 111. y1= -3.22 y2= -4.61     
GP: Confirmed Diamond_Princess 5/12/2020       111     712      719     712    -         5   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .771005 cc2=  .658496 lx=  6.57808 if=  33 il= 111 5/12/2020  n=  78 now=     712 end=        719       712      5011 U=    56.33 T= -148.4 p1=   1.0 p2=    99.0 ed=   999 undefine    x1=  33. x2= 111. y1= -3.22 y2= -4.61     
GP: Confirmed Diamond_Princess 5/12/2020       111     712      719     712    -         5   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .770655 cc2=  .657427 lx=  6.57808 if=  34 il= 111 5/12/2020  n=  77 now=     712 end=        719       712      5011 U=    55.61 T= -145.1 p1=   1.0 p2=    99.0 ed=   999 undefine    x1=  34. x2= 111. y1= -3.22 y2= -4.61     
GP: Confirmed Diamond_Princess 5/12/2020       111     712      719     712    -         5   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .768451 cc2=  .653743 lx=  8.56808 if=  36 il= 111 5/12/2020  n=  75 now=     712 end=       5261       712      5011 U= 15219.49 T= ****** p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  36. x2= 111. y1=   .70 y2=   .69     
GP: Confirmed Diamond_Princess 5/12/2020       111     712    -         712    -         5   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .758033 cc2=  .642563 lx=  8.56808 if=  37 il= 111 5/12/2020  n=  74 now=     712 end=       5261       712      5011 U= 15016.56 T= ****** p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  37. x2= 111. y1=   .70 y2=   .69     
GP: Confirmed Diamond_Princess 5/12/2020       111     712    -         712    -         5   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .746773 cc2=  .630525 lx=  8.56808 if=  38 il= 111 5/12/2020  n=  73 now=     712 end=       5261       712      5011 U= 14813.63 T= ****** p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  38. x2= 111. y1=   .70 y2=   .69     
GP: Confirmed Diamond_Princess 5/12/2020       111     712    -         712    -         5   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .734592 cc2=  .617551 lx=  8.56808 if=  39 il= 111 5/12/2020  n=  72 now=     712 end=       5261       712      5011 U= 14610.71 T= ****** p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  39. x2= 111. y1=   .70 y2=   .69     
GP: Confirmed Diamond_Princess 5/12/2020       111     712    -         712    -         5   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .721403 cc2=  .603552 lx=  8.56808 if=  40 il= 111 5/12/2020  n=  71 now=     712 end=       5261       712      5011 U= 14407.78 T= ****** p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  40. x2= 111. y1=   .70 y2=   .69     
GP: Confirmed Diamond_Princess 5/12/2020       111     712    -         712    -         5   999 undefine  
AAA1     1 Diamond_Princess Confirmed cc1=  .707107 cc2=  .588429 lx=  8.51808 if=  41 il= 111 5/12/2020  n=  70 now=     712 end=       5004       712      5011 U= 16164.63 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  41. x2= 111. y1=   .67 y2=   .67 BEST
AAA2     1 Diamond_Princess Confirmed cc1=  .707107 cc2=  .588429 lx=  8.61208 if=  41 il= 111 5/12/2020  n=  70 now=     712 end=       5004       712      5011 U= 16164.63 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  41. x2= 111. y1=   .67 y2=   .67 BEST
GP: Confirmed Diamond_Princess 5/12/2020       111     712    -         712    -         5   999 undefine  
AAA1     1 Diamond_Princess Confirmed cc1=  .692891 cc2=  .573368 lx=  8.51808 if=  42 il= 111 5/12/2020  n=  69 now=     712 end=       5004       712      5011 U= 15933.70 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  42. x2= 111. y1=   .67 y2=   .67 BEST
AAA2     1 Diamond_Princess Confirmed cc1=  .692891 cc2=  .573368 lx=  8.61708 if=  42 il= 111 5/12/2020  n=  69 now=     712 end=       5004       712      5011 U= 15933.70 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  42. x2= 111. y1=   .67 y2=   .67 BEST
GP: Confirmed Diamond_Princess 5/12/2020       111     712    -         712    -         5   999 undefine  
AAA1     1 Diamond_Princess Confirmed cc1=  .677365 cc2=  .556979 lx=  8.51808 if=  43 il= 111 5/12/2020  n=  68 now=     712 end=       5004       712      5011 U= 15702.78 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  43. x2= 111. y1=   .67 y2=   .67 BEST
AAA2     1 Diamond_Princess Confirmed cc1=  .677365 cc2=  .556979 lx=  8.61208 if=  43 il= 111 5/12/2020  n=  68 now=     712 end=       5004       712      5011 U= 15702.78 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  43. x2= 111. y1=   .67 y2=   .67 BEST
GP: Confirmed Diamond_Princess 5/12/2020       111     712    -         712    -         5   999 undefine  
AAA1     1 Diamond_Princess Confirmed cc1=  .660364 cc2=  .539096 lx=  8.51808 if=  44 il= 111 5/12/2020  n=  67 now=     712 end=       5004       712      5011 U= 15471.86 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  44. x2= 111. y1=   .67 y2=   .67 BEST
AAA2     1 Diamond_Princess Confirmed cc1=  .660364 cc2=  .539096 lx=  8.61208 if=  44 il= 111 5/12/2020  n=  67 now=     712 end=       5004       712      5011 U= 15471.86 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  44. x2= 111. y1=   .67 y2=   .67 BEST
GP: Confirmed Diamond_Princess 5/12/2020       111     712    -         712    -         5   999 undefine  
AAA1     1 Diamond_Princess Confirmed cc1=  .641689 cc2=  .519520 lx=  8.51808 if=  45 il= 111 5/12/2020  n=  66 now=     712 end=       5004       712      5011 U= 15240.93 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  45. x2= 111. y1=   .67 y2=   .67 BEST
AAA2     1 Diamond_Princess Confirmed cc1=  .641689 cc2=  .519520 lx=  8.61208 if=  45 il= 111 5/12/2020  n=  66 now=     712 end=       5004       712      5011 U= 15240.93 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  45. x2= 111. y1=   .67 y2=   .67 BEST
GP: Confirmed Diamond_Princess 5/12/2020       111     712    -         712    -         5   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .771583 cc2=  .660472 lx=  6.57808 if=  32 il= 112 5/13/2020  n=  80 now=     712 end=        719       712      5011 U=    57.77 T= -154.1 p1=   1.0 p2=    99.0 ed=   999 undefine    x1=  32. x2= 112. y1= -3.22 y2= -4.61     
GP: Confirmed Diamond_Princess 5/13/2020       112     712      719     712    -         5   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .767814 cc2=  .656011 lx=  6.57808 if=  33 il= 112 5/13/2020  n=  79 now=     712 end=        719       712      5011 U=    57.05 T= -150.7 p1=   1.0 p2=    99.0 ed=   999 undefine    x1=  33. x2= 112. y1= -3.22 y2= -4.61     
GP: Confirmed Diamond_Princess 5/13/2020       112     712      719     712    -         5   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .767444 cc2=  .654936 lx=  6.57808 if=  34 il= 112 5/13/2020  n=  78 now=     712 end=        719       712      5011 U=    56.33 T= -147.4 p1=   1.0 p2=    99.0 ed=   999 undefine    x1=  34. x2= 112. y1= -3.22 y2= -4.61     
GP: Confirmed Diamond_Princess 5/13/2020       112     712      719     712    -         5   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .765081 cc2=  .651120 lx=  8.56808 if=  36 il= 112 5/13/2020  n=  76 now=     712 end=       5261       712      5011 U= 15422.41 T= ****** p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  36. x2= 112. y1=   .70 y2=   .69     
GP: Confirmed Diamond_Princess 5/13/2020       112     712    -         712    -         5   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .754597 cc2=  .639889 lx=  8.56808 if=  37 il= 112 5/13/2020  n=  75 now=     712 end=       5261       712      5011 U= 15219.49 T= ****** p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  37. x2= 112. y1=   .70 y2=   .69     
GP: Confirmed Diamond_Princess 5/13/2020       112     712    -         712    -         5   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .743277 cc2=  .627807 lx=  8.56808 if=  38 il= 112 5/13/2020  n=  74 now=     712 end=       5261       712      5011 U= 15016.56 T= ****** p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  38. x2= 112. y1=   .70 y2=   .69     
GP: Confirmed Diamond_Princess 5/13/2020       112     712    -         712    -         5   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .731044 cc2=  .614797 lx=  8.56808 if=  39 il= 112 5/13/2020  n=  73 now=     712 end=       5261       712      5011 U= 14813.63 T= ****** p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  39. x2= 112. y1=   .70 y2=   .69     
GP: Confirmed Diamond_Princess 5/13/2020       112     712    -         712    -         5   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .717811 cc2=  .600770 lx=  8.56808 if=  40 il= 112 5/13/2020  n=  72 now=     712 end=       5261       712      5011 U= 14610.71 T= ****** p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  40. x2= 112. y1=   .70 y2=   .69     
GP: Confirmed Diamond_Princess 5/13/2020       112     712    -         712    -         5   999 undefine  
AAA1     1 Diamond_Princess Confirmed cc1=  .703482 cc2=  .585631 lx=  8.51808 if=  41 il= 112 5/13/2020  n=  71 now=     712 end=       5004       712      5011 U= 16395.55 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  41. x2= 112. y1=   .67 y2=   .67 BEST
AAA2     1 Diamond_Princess Confirmed cc1=  .703482 cc2=  .585631 lx=  8.61208 if=  41 il= 112 5/13/2020  n=  71 now=     712 end=       5004       712      5011 U= 16395.55 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  41. x2= 112. y1=   .67 y2=   .67 BEST
GP: Confirmed Diamond_Princess 5/13/2020       112     712    -         712    -         5   999 undefine  
AAA1     1 Diamond_Princess Confirmed cc1=  .689202 cc2=  .570524 lx=  8.51808 if=  42 il= 112 5/13/2020  n=  70 now=     712 end=       5004       712      5011 U= 16164.63 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  42. x2= 112. y1=   .67 y2=   .67 BEST
AAA2     1 Diamond_Princess Confirmed cc1=  .689202 cc2=  .570524 lx=  8.61208 if=  42 il= 112 5/13/2020  n=  70 now=     712 end=       5004       712      5011 U= 16164.63 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  42. x2= 112. y1=   .67 y2=   .67 BEST
GP: Confirmed Diamond_Princess 5/13/2020       112     712    -         712    -         5   999 undefine  
AAA1     1 Diamond_Princess Confirmed cc1=  .673622 cc2=  .554099 lx=  8.51808 if=  43 il= 112 5/13/2020  n=  69 now=     712 end=       5004       712      5011 U= 15933.70 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  43. x2= 112. y1=   .67 y2=   .67 BEST
AAA2     1 Diamond_Princess Confirmed cc1=  .673622 cc2=  .554099 lx=  8.61208 if=  43 il= 112 5/13/2020  n=  69 now=     712 end=       5004       712      5011 U= 15933.70 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  43. x2= 112. y1=   .67 y2=   .67 BEST
GP: Confirmed Diamond_Princess 5/13/2020       112     712    -         712    -         5   999 undefine  
AAA1     1 Diamond_Princess Confirmed cc1=  .656576 cc2=  .536190 lx=  8.51808 if=  44 il= 112 5/13/2020  n=  68 now=     712 end=       5004       712      5011 U= 15702.78 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  44. x2= 112. y1=   .67 y2=   .67 BEST
AAA2     1 Diamond_Princess Confirmed cc1=  .656576 cc2=  .536190 lx=  8.61208 if=  44 il= 112 5/13/2020  n=  68 now=     712 end=       5004       712      5011 U= 15702.78 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  44. x2= 112. y1=   .67 y2=   .67 BEST
GP: Confirmed Diamond_Princess 5/13/2020       112     712    -         712    -         5   999 undefine  
AAA1     1 Diamond_Princess Confirmed cc1=  .637870 cc2=  .516603 lx=  8.51808 if=  45 il= 112 5/13/2020  n=  67 now=     712 end=       5004       712      5011 U= 15471.86 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  45. x2= 112. y1=   .67 y2=   .67 BEST
AAA2     1 Diamond_Princess Confirmed cc1=  .637870 cc2=  .516603 lx=  8.61208 if=  45 il= 112 5/13/2020  n=  67 now=     712 end=       5004       712      5011 U= 15471.86 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  45. x2= 112. y1=   .67 y2=   .67 BEST
GP: Confirmed Diamond_Princess 5/13/2020       112     712    -         712    -         5   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .768430 cc2=  .657998 lx=  6.57808 if=  32 il= 113 5/14/2020  n=  81 now=     712 end=        719       712      5011 U=    58.49 T= -156.4 p1=   1.0 p2=    99.0 ed=   999 undefine    x1=  32. x2= 113. y1= -3.22 y2= -4.61     
GP: Confirmed Diamond_Princess 5/14/2020       113     712      719     712    -         5   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .764650 cc2=  .653538 lx=  6.57808 if=  33 il= 113 5/14/2020  n=  80 now=     712 end=        719       712      5011 U=    57.77 T= -153.1 p1=   1.0 p2=    99.0 ed=   999 undefine    x1=  33. x2= 113. y1= -3.22 y2= -4.61     
GP: Confirmed Diamond_Princess 5/14/2020       113     712      719     712    -         5   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .764260 cc2=  .652457 lx=  6.57808 if=  34 il= 113 5/14/2020  n=  79 now=     712 end=        719       712      5011 U=    57.05 T= -149.7 p1=   1.0 p2=    99.0 ed=   999 undefine    x1=  34. x2= 113. y1= -3.22 y2= -4.61     
GP: Confirmed Diamond_Princess 5/14/2020       113     712      719     712    -         5   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .761741 cc2=  .648513 lx=  8.56808 if=  36 il= 113 5/14/2020  n=  77 now=     712 end=       5261       712      5011 U= 15625.34 T= ****** p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  36. x2= 113. y1=   .70 y2=   .69     
GP: Confirmed Diamond_Princess 5/14/2020       113     712    -         712    -         5   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .751195 cc2=  .637234 lx=  8.56808 if=  37 il= 113 5/14/2020  n=  76 now=     712 end=       5261       712      5011 U= 15422.41 T= ****** p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  37. x2= 113. y1=   .70 y2=   .69     
GP: Confirmed Diamond_Princess 5/14/2020       113     712    -         712    -         5   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .739819 cc2=  .625111 lx=  8.56808 if=  38 il= 113 5/14/2020  n=  75 now=     712 end=       5261       712      5011 U= 15219.49 T= ****** p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  38. x2= 113. y1=   .70 y2=   .69     
GP: Confirmed Diamond_Princess 5/14/2020       113     712    -         712    -         5   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .727537 cc2=  .612067 lx=  8.56808 if=  39 il= 113 5/14/2020  n=  74 now=     712 end=       5261       712      5011 U= 15016.56 T= ****** p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  39. x2= 113. y1=   .70 y2=   .69     
GP: Confirmed Diamond_Princess 5/14/2020       113     712    -         712    -         5   999 undefine  
AAA2     1 Diamond_Princess Confirmed cc1=  .714263 cc2=  .598016 lx=  8.56808 if=  40 il= 113 5/14/2020  n=  73 now=     712 end=       5261       712      5011 U= 14813.63 T= ****** p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  40. x2= 113. y1=   .70 y2=   .69     
GP: Confirmed Diamond_Princess 5/14/2020       113     712    -         712    -         5   999 undefine  
AAA1     1 Diamond_Princess Confirmed cc1=  .699903 cc2=  .582862 lx=  8.51808 if=  41 il= 113 5/14/2020  n=  72 now=     712 end=       5004       712      5011 U= 16626.47 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  41. x2= 113. y1=   .67 y2=   .67 BEST
AAA2     1 Diamond_Princess Confirmed cc1=  .699903 cc2=  .582862 lx=  8.61208 if=  41 il= 113 5/14/2020  n=  72 now=     712 end=       5004       712      5011 U= 16626.47 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  41. x2= 113. y1=   .67 y2=   .67 BEST
GP: Confirmed Diamond_Princess 5/14/2020       113     712    -         712    -         5   999 undefine  
AAA1     1 Diamond_Princess Confirmed cc1=  .685564 cc2=  .567713 lx=  8.51808 if=  42 il= 113 5/14/2020  n=  71 now=     712 end=       5004       712      5011 U= 16395.55 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  42. x2= 113. y1=   .67 y2=   .67 BEST
AAA2     1 Diamond_Princess Confirmed cc1=  .685564 cc2=  .567713 lx=  8.61208 if=  42 il= 113 5/14/2020  n=  71 now=     712 end=       5004       712      5011 U= 16395.55 T= ****** p1= 602.8 p2=    14.2 ed=   999 undefine    x1=  42. x2= 113. y1=   .67 y2=   .67 BEST
GP: Confirmed Diamond_Princess 5/14/2020       113     712    -         712    -         5   999 undefine  
