TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        8191.00000        9.01079
TAB:  Azerbaijan Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed Azerbaijan 5/13/2020       112    8191     3947    2758     3782    14   144 6/14/2020 
AAA1     1 Azerbaijan Confirmed cc1=  .993554 cc2=  .876513 lx=  8.27079 if=  40 il= 112 5/13/2020  n=  72 now=    8191 end=       3908      2758      3782 U=    23.81 T=   86.9 p1= -52.3 p2=   209.6 ed=   143 6/13/2020   x1=  40. x2= 112. y1=  1.97 y2= -1.05 BEST
AAA2     1 Azerbaijan Confirmed cc1=  .993555 cc2=  .876513 lx=  8.26779 if=  40 il= 112 5/13/2020  n=  72 now=    8191 end=       3908      2758      3782 U=    23.81 T=   86.9 p1= -52.3 p2=   209.6 ed=   143 6/13/2020   x1=  40. x2= 112. y1=  1.97 y2= -1.05 BEST
GP: Confirmed Azerbaijan 5/13/2020       112    8191     3908    2758     3782    14   143 6/13/2020 
AAA1     1 Azerbaijan Confirmed cc1=  .993575 cc2=  .875724 lx=  8.26079 if=  41 il= 112 5/13/2020  n=  71 now=    8191 end=       3869      2758      3782 U=    23.26 T=   86.8 p1= -52.8 p2=   211.7 ed=   141 6/11/2020   x1=  41. x2= 112. y1=  1.97 y2= -1.08 BEST
AAA2     1 Azerbaijan Confirmed cc1=  .993576 cc2=  .875724 lx=  8.25779 if=  41 il= 112 5/13/2020  n=  71 now=    8191 end=       3869      2758      3782 U=    23.26 T=   86.8 p1= -52.8 p2=   211.7 ed=   141 6/11/2020   x1=  41. x2= 112. y1=  1.97 y2= -1.08 BEST
GP: Confirmed Azerbaijan 5/13/2020       112    8191     3869    2758     3782    14   141 6/11/2020 
AAA1     1 Azerbaijan Confirmed cc1=  .993508 cc2=  .874830 lx=  8.25079 if=  42 il= 112 5/13/2020  n=  70 now=    8191 end=       3830      2758      3782 U=    22.72 T=   86.7 p1= -53.2 p2=   213.9 ed=   140 6/10/2020   x1=  42. x2= 112. y1=  1.97 y2= -1.11 BEST
AAA2     1 Azerbaijan Confirmed cc1=  .993508 cc2=  .874830 lx=  8.24879 if=  42 il= 112 5/13/2020  n=  70 now=    8191 end=       3830      2758      3782 U=    22.72 T=   86.7 p1= -53.2 p2=   213.9 ed=   140 6/10/2020   x1=  42. x2= 112. y1=  1.97 y2= -1.11 BEST
GP: Confirmed Azerbaijan 5/13/2020       112    8191     3830    2758     3782    14   140 6/10/2020 
AAA1     1 Azerbaijan Confirmed cc1=  .993356 cc2=  .873833 lx=  8.24079 if=  43 il= 112 5/13/2020  n=  69 now=    8191 end=       3792      2758      3782 U=    22.94 T=   85.8 p1= -53.7 p2=   216.0 ed=   139 6/9/2020    x1=  43. x2= 112. y1=  1.86 y2= -1.14 BEST
AAA2     1 Azerbaijan Confirmed cc1=  .993356 cc2=  .873833 lx=  8.24179 if=  43 il= 112 5/13/2020  n=  69 now=    8191 end=       3792      2758      3782 U=    22.94 T=   85.8 p1= -53.7 p2=   216.0 ed=   139 6/9/2020    x1=  43. x2= 112. y1=  1.86 y2= -1.14 BEST
GP: Confirmed Azerbaijan 5/13/2020       112    8191     3792    2758     3782    14   139 6/9/2020  
AAA1     1 Azerbaijan Confirmed cc1=  .993399 cc2=  .873013 lx=  8.23079 if=  44 il= 112 5/13/2020  n=  68 now=    8191 end=       3754      2758      3782 U=    22.38 T=   85.7 p1= -54.2 p2=   218.2 ed=   138 6/8/2020    x1=  44. x2= 112. y1=  1.86 y2= -1.18 BEST
AAA2     1 Azerbaijan Confirmed cc1=  .993399 cc2=  .873013 lx=  8.23279 if=  44 il= 112 5/13/2020  n=  68 now=    8191 end=       3754      2758      3782 U=    22.38 T=   85.7 p1= -54.2 p2=   218.2 ed=   138 6/8/2020    x1=  44. x2= 112. y1=  1.86 y2= -1.18 BEST
GP: Confirmed Azerbaijan 5/13/2020       112    8191     3754    2758     3782    14   138 6/8/2020  
AAA1     1 Azerbaijan Confirmed cc1=  .993342 cc2=  .872074 lx=  8.22079 if=  45 il= 112 5/13/2020  n=  67 now=    8191 end=       3717      2758      3782 U=    22.30 T=   85.0 p1= -54.6 p2=   220.4 ed=   137 6/7/2020    x1=  45. x2= 112. y1=  1.80 y2= -1.21 BEST
AAA2     1 Azerbaijan Confirmed cc1=  .993343 cc2=  .872074 lx=  8.22479 if=  45 il= 112 5/13/2020  n=  67 now=    8191 end=       3717      2758      3782 U=    22.30 T=   85.0 p1= -54.6 p2=   220.4 ed=   137 6/7/2020    x1=  45. x2= 112. y1=  1.80 y2= -1.21 BEST
GP: Confirmed Azerbaijan 5/13/2020       112    8191     3717    2758     3782    14   137 6/7/2020  
AAA1     1 Azerbaijan Confirmed cc1=  .993398 cc2=  .871228 lx=  8.22079 if=  46 il= 112 5/13/2020  n=  66 now=    8191 end=       3717      2758      3782 U=    21.97 T=   85.4 p1= -54.6 p2=   220.4 ed=   137 6/7/2020    x1=  46. x2= 112. y1=  1.80 y2= -1.21 BEST
AAA2     1 Azerbaijan Confirmed cc1=  .993399 cc2=  .871228 lx=  8.21579 if=  46 il= 112 5/13/2020  n=  66 now=    8191 end=       3717      2758      3782 U=    21.97 T=   85.4 p1= -54.6 p2=   220.4 ed=   137 6/7/2020    x1=  46. x2= 112. y1=  1.80 y2= -1.21 BEST
GP: Confirmed Azerbaijan 5/13/2020       112    8191     3717    2758     3782    14   137 6/7/2020  
AAA1     1 Azerbaijan Confirmed cc1=  .993349 cc2=  .870257 lx=  8.21079 if=  47 il= 112 5/13/2020  n=  65 now=    8191 end=       3680      2758      3782 U=    21.40 T=   85.4 p1= -55.1 p2=   222.6 ed=   135 6/5/2020    x1=  47. x2= 112. y1=  1.79 y2= -1.24 BEST
AAA2     1 Azerbaijan Confirmed cc1=  .993349 cc2=  .870257 lx=  8.20879 if=  47 il= 112 5/13/2020  n=  65 now=    8191 end=       3680      2758      3782 U=    21.40 T=   85.4 p1= -55.1 p2=   222.6 ed=   135 6/5/2020    x1=  47. x2= 112. y1=  1.79 y2= -1.24 BEST
GP: Confirmed Azerbaijan 5/13/2020       112    8191     3680    2758     3782    14   135 6/5/2020  
AAA1     1 Azerbaijan Confirmed cc1=  .993196 cc2=  .869161 lx=  8.20079 if=  48 il= 112 5/13/2020  n=  64 now=    8191 end=       3643      2758      3782 U=    21.08 T=   85.1 p1= -55.5 p2=   224.8 ed=   134 6/4/2020    x1=  48. x2= 112. y1=  1.76 y2= -1.28 BEST
AAA2     1 Azerbaijan Confirmed cc1=  .993196 cc2=  .869161 lx=  8.20279 if=  48 il= 112 5/13/2020  n=  64 now=    8191 end=       3643      2758      3782 U=    21.08 T=   85.1 p1= -55.5 p2=   224.8 ed=   134 6/4/2020    x1=  48. x2= 112. y1=  1.76 y2= -1.28 BEST
GP: Confirmed Azerbaijan 5/13/2020       112    8191     3643    2758     3782    14   134 6/4/2020  
AAA1     1 Azerbaijan Confirmed cc1=  .993029 cc2=  .868029 lx=  8.20079 if=  49 il= 112 5/13/2020  n=  63 now=    8191 end=       3643      2758      3782 U=    20.75 T=   85.5 p1= -55.5 p2=   224.8 ed=   134 6/4/2020    x1=  49. x2= 112. y1=  1.76 y2= -1.28 BEST
AAA2     1 Azerbaijan Confirmed cc1=  .993030 cc2=  .868029 lx=  8.19679 if=  49 il= 112 5/13/2020  n=  63 now=    8191 end=       3643      2758      3782 U=    20.75 T=   85.5 p1= -55.5 p2=   224.8 ed=   134 6/4/2020    x1=  49. x2= 112. y1=  1.76 y2= -1.28 BEST
GP: Confirmed Azerbaijan 5/13/2020       112    8191     3643    2758     3782    14   134 6/4/2020  
AAA2     1 Azerbaijan Confirmed cc1=  .992768 cc2=  .866780 lx=  8.19079 if=  50 il= 112 5/13/2020  n=  62 now=    8191 end=       3607      2758      3782 U=    20.19 T=   85.5 p1= -56.0 p2=   227.1 ed=   133 6/3/2020    x1=  50. x2= 112. y1=  1.76 y2= -1.31     
GP: Confirmed Azerbaijan 5/13/2020       112    8191     3607    2758     3782    14   133 6/3/2020  
AAA2     1 Azerbaijan Confirmed cc1=  .992432 cc2=  .865432 lx=  8.19079 if=  51 il= 112 5/13/2020  n=  61 now=    8191 end=       3607      2758      3782 U=    20.22 T=   85.4 p1= -56.0 p2=   227.1 ed=   133 6/3/2020    x1=  51. x2= 112. y1=  1.70 y2= -1.31     
GP: Confirmed Azerbaijan 5/13/2020       112    8191     3607    2758     3782    14   133 6/3/2020  
AAA2     1 Azerbaijan Confirmed cc1=  .992087 cc2=  .864050 lx=  8.19079 if=  52 il= 112 5/13/2020  n=  60 now=    8191 end=       3607      2758      3782 U=    19.89 T=   85.8 p1= -56.0 p2=   227.1 ed=   132 6/2/2020    x1=  52. x2= 112. y1=  1.70 y2= -1.31     
GP: Confirmed Azerbaijan 5/13/2020       112    8191     3607    2758     3782    14   132 6/2/2020  
AAA2     1 Azerbaijan Confirmed cc1=  .991684 cc2=  .862584 lx=  8.19079 if=  53 il= 112 5/13/2020  n=  59 now=    8191 end=       3607      2758      3782 U=    20.10 T=   85.6 p1= -56.0 p2=   227.1 ed=   133 6/3/2020    x1=  53. x2= 112. y1=  1.62 y2= -1.31     
GP: Confirmed Azerbaijan 5/13/2020       112    8191     3607    2758     3782    14   133 6/3/2020  
AAA2     1 Azerbaijan Confirmed cc1=  .991278 cc2=  .861089 lx=  8.18079 if=  54 il= 112 5/13/2020  n=  58 now=    8191 end=       3571      2758      3782 U=    19.79 T=   85.2 p1= -56.4 p2=   229.4 ed=   131 6/1/2020    x1=  54. x2= 112. y1=  1.58 y2= -1.35     
GP: Confirmed Azerbaijan 5/13/2020       112    8191     3571    2758     3782    14   131 6/1/2020  
AAA2     1 Azerbaijan Confirmed cc1=  .990843 cc2=  .859537 lx=  8.18079 if=  55 il= 112 5/13/2020  n=  57 now=    8191 end=       3571      2758      3782 U=    19.44 T=   85.7 p1= -56.4 p2=   229.4 ed=   131 6/1/2020    x1=  55. x2= 112. y1=  1.58 y2= -1.35     
GP: Confirmed Azerbaijan 5/13/2020       112    8191     3571    2758     3782    14   131 6/1/2020  
AAA2     1 Azerbaijan Confirmed cc1=  .990350 cc2=  .857897 lx=  8.18079 if=  56 il= 112 5/13/2020  n=  56 now=    8191 end=       3571      2758      3782 U=    19.10 T=   86.2 p1= -56.4 p2=   229.4 ed=   131 6/1/2020    x1=  56. x2= 112. y1=  1.58 y2= -1.35     
GP: Confirmed Azerbaijan 5/13/2020       112    8191     3571    2758     3782    14   131 6/1/2020  
AAA2     1 Azerbaijan Confirmed cc1=  .989865 cc2=  .856235 lx=  8.19079 if=  57 il= 112 5/13/2020  n=  55 now=    8191 end=       3607      2758      3782 U=    19.66 T=   86.2 p1= -56.0 p2=   227.1 ed=   132 6/2/2020    x1=  57. x2= 112. y1=  1.48 y2= -1.31     
GP: Confirmed Azerbaijan 5/13/2020       112    8191     3607    2758     3782    14   132 6/2/2020  
AAA2     1 Azerbaijan Confirmed cc1=  .989301 cc2=  .854461 lx=  8.19079 if=  58 il= 112 5/13/2020  n=  54 now=    8191 end=       3607      2758      3782 U=    19.30 T=   86.6 p1= -56.0 p2=   227.1 ed=   132 6/2/2020    x1=  58. x2= 112. y1=  1.48 y2= -1.31     
GP: Confirmed Azerbaijan 5/13/2020       112    8191     3607    2758     3782    14   132 6/2/2020  
AAA2     1 Azerbaijan Confirmed cc1=  .988751 cc2=  .852668 lx=  8.19079 if=  59 il= 112 5/13/2020  n=  53 now=    8191 end=       3607      2758      3782 U=    19.24 T=   86.7 p1= -56.0 p2=   227.1 ed=   132 6/2/2020    x1=  59. x2= 112. y1=  1.44 y2= -1.31     
GP: Confirmed Azerbaijan 5/13/2020       112    8191     3607    2758     3782    14   132 6/2/2020  
AAA1     1 Azerbaijan Confirmed cc1=  .988183 cc2=  .850822 lx=  8.20079 if=  60 il= 112 5/13/2020  n=  52 now=    8191 end=       3643      2758      3782 U=    19.47 T=   87.1 p1= -55.5 p2=   224.8 ed=   133 6/3/2020    x1=  60. x2= 112. y1=  1.39 y2= -1.28 BEST
AAA2     1 Azerbaijan Confirmed cc1=  .988185 cc2=  .850822 lx=  8.19579 if=  60 il= 112 5/13/2020  n=  52 now=    8191 end=       3643      2758      3782 U=    19.47 T=   87.1 p1= -55.5 p2=   224.8 ed=   133 6/3/2020    x1=  60. x2= 112. y1=  1.39 y2= -1.28 BEST
GP: Confirmed Azerbaijan 5/13/2020       112    8191     3643    2758     3782    14   133 6/3/2020  
AAA1     1 Azerbaijan Confirmed cc1=  .987594 cc2=  .848919 lx=  8.20079 if=  61 il= 112 5/13/2020  n=  51 now=    8191 end=       3643      2758      3782 U=    19.28 T=   87.4 p1= -55.5 p2=   224.8 ed=   132 6/2/2020    x1=  61. x2= 112. y1=  1.37 y2= -1.28 BEST
AAA2     1 Azerbaijan Confirmed cc1=  .987594 cc2=  .848919 lx=  8.20179 if=  61 il= 112 5/13/2020  n=  51 now=    8191 end=       3643      2758      3782 U=    19.28 T=   87.4 p1= -55.5 p2=   224.8 ed=   132 6/2/2020    x1=  61. x2= 112. y1=  1.37 y2= -1.28 BEST
GP: Confirmed Azerbaijan 5/13/2020       112    8191     3643    2758     3782    14   132 6/2/2020  
AAA1     1 Azerbaijan Confirmed cc1=  .987081 cc2=  .847053 lx=  8.21079 if=  62 il= 112 5/13/2020  n=  50 now=    8191 end=       3680      2758      3782 U=    19.51 T=   87.8 p1= -55.1 p2=   222.6 ed=   133 6/3/2020    x1=  62. x2= 112. y1=  1.32 y2= -1.24 BEST
AAA2     1 Azerbaijan Confirmed cc1=  .987081 cc2=  .847053 lx=  8.21079 if=  62 il= 112 5/13/2020  n=  50 now=    8191 end=       3680      2758      3782 U=    19.51 T=   87.8 p1= -55.1 p2=   222.6 ed=   133 6/3/2020    x1=  62. x2= 112. y1=  1.32 y2= -1.24 BEST
GP: Confirmed Azerbaijan 5/13/2020       112    8191     3680    2758     3782    14   133 6/3/2020  
AAA1     1 Azerbaijan Confirmed cc1=  .986131 cc2=  .841793 lx=  8.26079 if=  65 il= 112 5/13/2020  n=  47 now=    8191 end=       3869      2758      3782 U=    21.06 T=   89.2 p1= -52.8 p2=   211.7 ed=   138 6/8/2020    x1=  65. x2= 112. y1=  1.15 y2= -1.08 BEST
AAA2     1 Azerbaijan Confirmed cc1=  .986131 cc2=  .841793 lx=  8.25879 if=  65 il= 112 5/13/2020  n=  47 now=    8191 end=       3869      2758      3782 U=    21.06 T=   89.2 p1= -52.8 p2=   211.7 ed=   138 6/8/2020    x1=  65. x2= 112. y1=  1.15 y2= -1.08 BEST
GP: Confirmed Azerbaijan 5/13/2020       112    8191     3869    2758     3782    14   138 6/8/2020  
AAA2     1 Azerbaijan Confirmed cc1=  .984947 cc2=  .832449 lx=  8.40079 if=  70 il= 112 5/13/2020  n=  42 now=    8191 end=       4450      2758      3782 U=    25.30 T=   93.4 p1= -45.7 p2=   184.1 ed=   153 6/23/2020   x1=  70. x2= 112. y1=   .92 y2=  -.74     
GP: Confirmed Azerbaijan 5/13/2020       112    8191     4450    2758     3782    14   153 6/23/2020 
AAA2     1 Azerbaijan Confirmed cc1=  .984788 cc2=  .830485 lx=  8.45079 if=  71 il= 112 5/13/2020  n=  41 now=    8191 end=       4678      2758      3782 U=    26.67 T=   95.0 p1= -42.9 p2=   175.1 ed=   157 6/27/2020   x1=  71. x2= 112. y1=   .90 y2=  -.64     
GP: Confirmed Azerbaijan 5/13/2020       112    8191     4678    2758     3782    14   157 6/27/2020 
AAA2     1 Azerbaijan Confirmed cc1=  .985676 cc2=  .827562 lx=  8.63079 if=  73 il= 112 5/13/2020  n=  39 now=    8191 end=       5601      2758      3782 U=    32.24 T=  100.9 p1= -31.6 p2=   146.2 ed=   176 7/16/2020   x1=  73. x2= 112. y1=   .87 y2=  -.34     
GP: Confirmed Azerbaijan 5/13/2020       112    8191     5601    2758     3782    14   176 7/16/2020 
AAA2     1 Azerbaijan Confirmed cc1=  .986279 cc2=  .826151 lx=  8.76079 if=  74 il= 112 5/13/2020  n=  38 now=    8191 end=       6379      2758      3782 U=    36.27 T=  105.6 p1= -22.1 p2=   128.4 ed=   191 7/31/2020   x1=  74. x2= 112. y1=   .87 y2=  -.18     
GP: Confirmed Azerbaijan 5/13/2020       112    8191     6379    2758     3782    14   191 7/31/2020 
AAA2     1 Azerbaijan Confirmed cc1=  .993335 cc2=  .821836 lx= 11.01079 if=  79 il= 112 5/13/2020  n=  33 now=    8191 end=      60523      2758      3782 U=   115.29 T=  242.0 p1= 638.9 p2=    13.5 ed=   514 6/19/2021   x1=  79. x2= 112. y1=  1.41 y2=  1.13     
GP: Confirmed Azerbaijan 5/13/2020       112    8191    -        2758     3782    14   514 6/19/2021 
AAA2     1 Azerbaijan Confirmed cc1=  .992972 cc2=  .818894 lx= 11.01079 if=  80 il= 112 5/13/2020  n=  32 now=    8191 end=      60523      2758      3782 U=   118.43 T=  245.6 p1= 638.9 p2=    13.5 ed=   525 6/30/2021   x1=  80. x2= 112. y1=  1.40 y2=  1.13     
GP: Confirmed Azerbaijan 5/13/2020       112    8191    -        2758     3782    14   525 6/30/2021 
AAA2     1 Azerbaijan Confirmed cc1=  .992308 cc2=  .815531 lx= 11.01079 if=  81 il= 112 5/13/2020  n=  31 now=    8191 end=      60523      2758      3782 U=   118.78 T=  245.9 p1= 638.9 p2=    13.5 ed=   526 7/1/2021    x1=  81. x2= 112. y1=  1.39 y2=  1.13     
GP: Confirmed Azerbaijan 5/13/2020       112    8191    -        2758     3782    14   526 7/1/2021  
AAA2     1 Azerbaijan Confirmed cc1=  .990676 cc2=  .808102 lx= 11.01079 if=  83 il= 112 5/13/2020  n=  29 now=    8191 end=      60523      2758      3782 U=   121.23 T=  248.7 p1= 638.9 p2=    13.5 ed=   534 7/9/2021    x1=  83. x2= 112. y1=  1.37 y2=  1.13     
GP: Confirmed Azerbaijan 5/13/2020       112    8191    -        2758     3782    14   534 7/9/2021  
AAA2     1 Azerbaijan Confirmed cc1=  .989778 cc2=  .804083 lx= 11.01079 if=  84 il= 112 5/13/2020  n=  28 now=    8191 end=      60523      2758      3782 U=   123.08 T=  250.8 p1= 638.9 p2=    13.5 ed=   541 7/16/2021   x1=  84. x2= 112. y1=  1.36 y2=  1.13     
GP: Confirmed Azerbaijan 5/13/2020       112    8191    -        2758     3782    14   541 7/16/2021 
AAA2     1 Azerbaijan Confirmed cc1=  .988237 cc2=  .795786 lx= 11.01079 if=  86 il= 112 5/13/2020  n=  26 now=    8191 end=      60523      2758      3782 U=   123.79 T=  251.6 p1= 638.9 p2=    13.5 ed=   543 7/18/2021   x1=  86. x2= 112. y1=  1.34 y2=  1.13     
GP: Confirmed Azerbaijan 5/13/2020       112    8191    -        2758     3782    14   543 7/18/2021 
AAA2     1 Azerbaijan Confirmed cc1=  .987913 cc2=  .791797 lx= 11.01079 if=  87 il= 112 5/13/2020  n=  25 now=    8191 end=      60523      2758      3782 U=   122.77 T=  250.5 p1= 638.9 p2=    13.5 ed=   540 7/15/2021   x1=  87. x2= 112. y1=  1.33 y2=  1.13     
GP: Confirmed Azerbaijan 5/13/2020       112    8191    -        2758     3782    14   540 7/15/2021 
AAA2     1 Azerbaijan Confirmed cc1=  .986782 cc2=  .778268 lx= 11.01079 if=  90 il= 112 5/13/2020  n=  22 now=    8191 end=      60523      2758      3782 U=   119.82 T=  247.1 p1= 638.9 p2=    13.5 ed=   529 7/4/2021    x1=  90. x2= 112. y1=  1.31 y2=  1.13     
GP: Confirmed Azerbaijan 5/13/2020       112    8191    -        2758     3782    14   529 7/4/2021  
AAA2     1 Azerbaijan Confirmed cc1=  .986884 cc2=  .773684 lx= 11.01079 if=  91 il= 112 5/13/2020  n=  21 now=    8191 end=      60523      2758      3782 U=   118.81 T=  246.0 p1= 638.9 p2=    13.5 ed=   526 7/1/2021    x1=  91. x2= 112. y1=  1.30 y2=  1.13     
GP: Confirmed Azerbaijan 5/13/2020       112    8191    -        2758     3782    14   526 7/1/2021  
AAA2     1 Azerbaijan Confirmed cc1=  .987824 cc2=  .764217 lx= 11.01079 if=  93 il= 112 5/13/2020  n=  19 now=    8191 end=      60523      2758      3782 U=   116.03 T=  242.8 p1= 638.9 p2=    13.5 ed=   516 6/21/2021   x1=  93. x2= 112. y1=  1.29 y2=  1.13     
GP: Confirmed Azerbaijan 5/13/2020       112    8191    -        2758     3782    14   516 6/21/2021 
AAA2     1 Azerbaijan Confirmed cc1=  .989107 cc2=  .759692 lx= 11.01079 if=  94 il= 112 5/13/2020  n=  18 now=    8191 end=      60523      2758      3782 U=   112.88 T=  239.3 p1= 638.9 p2=    13.5 ed=   505 6/10/2021   x1=  94. x2= 112. y1=  1.29 y2=  1.13     
GP: Confirmed Azerbaijan 5/13/2020       112    8191    -        2758     3782    14   505 6/10/2021 
AAA2     1 Azerbaijan Confirmed cc1=  .990134 cc2=  .754432 lx= 11.01079 if=  95 il= 112 5/13/2020  n=  17 now=    8191 end=      60523      2758      3782 U=   109.88 T=  235.9 p1= 638.9 p2=    13.5 ed=   495 5/31/2021   x1=  95. x2= 112. y1=  1.28 y2=  1.13     
GP: Confirmed Azerbaijan 5/13/2020       112    8191    -        2758     3782    14   495 5/31/2021 
AAA2     1 Azerbaijan Confirmed cc1=  .990885 cc2=  .748350 lx= 11.01079 if=  96 il= 112 5/13/2020  n=  16 now=    8191 end=      60523      2758      3782 U=   107.25 T=  232.9 p1= 638.9 p2=    13.5 ed=   486 5/22/2021   x1=  96. x2= 112. y1=  1.28 y2=  1.13     
GP: Confirmed Azerbaijan 5/13/2020       112    8191    -        2758     3782    14   486 5/22/2021 
AAA2     1 Azerbaijan Confirmed cc1=  .991454 cc2=  .741454 lx= 11.01079 if=  97 il= 112 5/13/2020  n=  15 now=    8191 end=      60523      2758      3782 U=   105.07 T=  230.5 p1= 638.9 p2=    13.5 ed=   478 5/14/2021   x1=  97. x2= 112. y1=  1.27 y2=  1.13     
GP: Confirmed Azerbaijan 5/13/2020       112    8191    -        2758     3782    14   478 5/14/2021 
AAA2     1 Azerbaijan Confirmed cc1=  .992031 cc2=  .733832 lx= 11.01079 if=  98 il= 112 5/13/2020  n=  14 now=    8191 end=      60523      2758      3782 U=   103.84 T=  229.1 p1= 638.9 p2=    13.5 ed=   474 5/10/2021   x1=  98. x2= 112. y1=  1.26 y2=  1.13     
GP: Confirmed Azerbaijan 5/13/2020       112    8191    -        2758     3782    14   474 5/10/2021 
AAA2     1 Azerbaijan Confirmed cc1=  .993266 cc2=  .726005 lx= 11.01079 if=  99 il= 112 5/13/2020  n=  13 now=    8191 end=      60523      2758      3782 U=   100.94 T=  225.8 p1= 638.9 p2=    13.5 ed=   464 4/30/2021   x1=  99. x2= 112. y1=  1.26 y2=  1.13     
GP: Confirmed Azerbaijan 5/13/2020       112    8191    -        2758     3782    14   464 4/30/2021 
AAA2     1 Azerbaijan Confirmed cc1=  .994338 cc2=  .716988 lx= 11.01079 if= 100 il= 112 5/13/2020  n=  12 now=    8191 end=      60523      2758      3782 U=    99.20 T=  223.9 p1= 638.9 p2=    13.5 ed=   457 4/23/2021   x1= 100. x2= 112. y1=  1.25 y2=  1.13     
GP: Confirmed Azerbaijan 5/13/2020       112    8191    -        2758     3782    14   457 4/23/2021 
AAA2     1 Azerbaijan Confirmed cc1=  .996030 cc2=  .707355 lx= 11.01079 if= 101 il= 112 5/13/2020  n=  11 now=    8191 end=      60523      2758      3782 U=    95.80 T=  220.0 p1= 638.9 p2=    13.5 ed=   446 4/12/2021   x1= 101. x2= 112. y1=  1.24 y2=  1.13     
GP: Confirmed Azerbaijan 5/13/2020       112    8191    -        2758     3782    14   446 4/12/2021 
AAA2     1 Azerbaijan Confirmed cc1=  .997317 cc2=  .695805 lx= 11.01079 if= 102 il= 112 5/13/2020  n=  10 now=    8191 end=      60523      2758      3782 U=    91.68 T=  215.4 p1= 638.9 p2=    13.5 ed=   431 3/28/2021   x1= 102. x2= 112. y1=  1.24 y2=  1.13     
GP: Confirmed Azerbaijan 5/13/2020       112    8191    -        2758     3782    14   431 3/28/2021 
AAA2     1 Azerbaijan Confirmed cc1=  .997466 cc2=  .681238 lx= 11.01079 if= 103 il= 112 5/13/2020  n=   9 now=    8191 end=      60523      2758      3782 U=    88.81 T=  212.2 p1= 638.9 p2=    13.5 ed=   421 3/18/2021   x1= 103. x2= 112. y1=  1.23 y2=  1.13     
GP: Confirmed Azerbaijan 5/13/2020       112    8191    -        2758     3782    14   421 3/18/2021 
AAA2     1 Azerbaijan Confirmed cc1=  .997002 cc2=  .663669 lx=  8.89079 if= 104 il= 112 5/13/2020  n=   8 now=    8191 end=       7264      2758      3782 U=    30.38 T=  111.0 p1= -11.3 p2=   112.8 ed=   182 7/22/2020   x1= 104. x2= 112. y1=   .23 y2=  -.03     
GP: Confirmed Azerbaijan 5/13/2020       112    8191     7264    2758     3782    14   182 7/22/2020 
AAA2     1 Azerbaijan Confirmed cc1=  .997373 cc2=  .643819 lx=  8.30079 if= 105 il= 112 5/13/2020  n=   7 now=    8191 end=       4027      2758      3782 U=    13.40 T=   99.0 p1= -50.8 p2=   203.4 ed=   130 5/31/2020   x1= 105. x2= 112. y1=  -.45 y2=  -.97     
GP: Confirmed Azerbaijan 5/13/2020       112    8191     4027    2758     3782    14   130 5/31/2020 
AAA2     1 Azerbaijan Confirmed cc1=  .997893 cc2=  .619928 lx=  8.13079 if= 106 il= 112 5/13/2020  n=   6 now=    8191 end=       3397      2758      3782 U=     8.22 T=   99.1 p1= -58.5 p2=   241.1 ed=   118 5/19/2020   x1= 106. x2= 112. y1=  -.84 y2= -1.57     
GP: Confirmed Azerbaijan 5/13/2020       112    8191     3397    2758     3782    14   118 5/19/2020 
AAA2     1 Azerbaijan Confirmed cc1=  .993441 cc2=  .877971 lx=  8.32079 if=  39 il= 113 5/14/2020  n=  74 now=    8191 end=       4108      2879      3782 U=    24.58 T=   87.6 p1= -49.8 p2=   199.4 ed=   145 6/15/2020   x1=  39. x2= 113. y1=  1.98 y2= -1.03     
GP: Confirmed Azerbaijan 5/14/2020       113    8191     4108    2879     3782    18   145 6/15/2020 
AAA2     1 Azerbaijan Confirmed cc1=  .993518 cc2=  .877270 lx=  8.31079 if=  40 il= 113 5/14/2020  n=  73 now=    8191 end=       4067      2879      3782 U=    24.03 T=   87.5 p1= -50.3 p2=   201.4 ed=   144 6/14/2020   x1=  40. x2= 113. y1=  1.98 y2= -1.06     
GP: Confirmed Azerbaijan 5/14/2020       113    8191     4067    2879     3782    18   144 6/14/2020 
AAA2     1 Azerbaijan Confirmed cc1=  .993507 cc2=  .876466 lx=  8.30079 if=  41 il= 113 5/14/2020  n=  72 now=    8191 end=       4027      2879      3782 U=    23.48 T=   87.4 p1= -50.8 p2=   203.4 ed=   142 6/12/2020   x1=  41. x2= 113. y1=  1.97 y2= -1.09     
GP: Confirmed Azerbaijan 5/14/2020       113    8191     4027    2879     3782    18   142 6/12/2020 
AAA2     1 Azerbaijan Confirmed cc1=  .993412 cc2=  .875561 lx=  8.29079 if=  42 il= 113 5/14/2020  n=  71 now=    8191 end=       3986      2879      3782 U=    22.94 T=   87.3 p1= -51.3 p2=   205.5 ed=   141 6/11/2020   x1=  42. x2= 113. y1=  1.97 y2= -1.12     
GP: Confirmed Azerbaijan 5/14/2020       113    8191     3986    2879     3782    18   141 6/11/2020 
