TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        4692.00000        8.45361
TAB:  US_Georgia_Gwinnett Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .995433 cc2=  .706758 lx=  7.21361 if=  68 il=  79 4/10/2020  n=  11 now=    4692 end=       1357       646      1375 U=    10.35 T=   75.9 p1= -71.1 p2=   345.8 ed=   100 5/1/2020    x1=  68. x2=  79. y1=   .77 y2=  -.30 BEST
GP: Confirmed US_Georgia_Gwinnett 4/10/2020        79    4692     1357     646     1375     2   100 5/1/2020  
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .996878 cc2=  .695367 lx=  8.47361 if=  69 il=  79 4/10/2020  n=  10 now=    4692 end=       4786       646      1375 U=    24.72 T=   96.2 p1=   2.0 p2=    98.0 ed=   154 6/24/2020   x1=  69. x2=  79. y1=  1.10 y2=   .69     
GP: Confirmed US_Georgia_Gwinnett 4/10/2020        79    4692     4786     646     1375     2   154 6/24/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997769 cc2=  .681542 lx=  7.53361 if=  70 il=  79 4/10/2020  n=   9 now=    4692 end=       1869       646      1375 U=    14.10 T=   79.9 p1= -60.2 p2=   251.0 ed=   113 5/14/2020   x1=  70. x2=  79. y1=   .70 y2=   .06     
GP: Confirmed US_Georgia_Gwinnett 4/10/2020        79    4692     1869     646     1375     2   113 5/14/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997129 cc2=  .663796 lx=  7.32361 if=  71 il=  79 4/10/2020  n=   8 now=    4692 end=       1515       646      1375 U=    11.78 T=   77.1 p1= -67.7 p2=   309.7 ed=   104 5/5/2020    x1=  71. x2=  79. y1=   .52 y2=  -.16     
GP: Confirmed US_Georgia_Gwinnett 4/10/2020        79    4692     1515     646     1375     2   104 5/5/2020  
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .995955 cc2=  .642402 lx=  7.20361 if=  72 il=  79 4/10/2020  n=   7 now=    4692 end=       1344       646      1375 U=    10.72 T=   75.7 p1= -71.4 p2=   349.1 ed=   100 5/1/2020    x1=  72. x2=  79. y1=   .34 y2=  -.31     
GP: Confirmed US_Georgia_Gwinnett 4/10/2020        79    4692     1344     646     1375     2   100 5/1/2020  
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .995835 cc2=  .617870 lx=  6.86361 if=  73 il=  79 4/10/2020  n=   6 now=    4692 end=        956       646      1375 U=     6.66 T=   72.8 p1= -79.6 p2=   490.8 ed=    88 4/19/2020   x1=  73. x2=  79. y1=  -.03 y2=  -.93     
GP: Confirmed US_Georgia_Gwinnett 4/10/2020        79    4692      956     646     1375     2    88 4/19/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .995661 cc2=  .587413 lx=  6.71361 if=  74 il=  79 4/10/2020  n=   5 now=    4692 end=        823       646      1375 U=     4.71 T=   72.3 p1= -82.5 p2=   570.1 ed=    83 4/14/2020   x1=  74. x2=  79. y1=  -.35 y2= -1.42     
GP: Confirmed US_Georgia_Gwinnett 4/10/2020        79    4692      823     646     1375     2    83 4/14/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .995518 cc2=  .821440 lx=  8.73361 if=  48 il=  80 4/11/2020  n=  32 now=    4692 end=       6208       675      1412 U=    24.85 T=   99.8 p1=  32.3 p2=    75.6 ed=   158 6/28/2020   x1=  48. x2=  80. y1=  2.08 y2=   .80     
GP: Confirmed US_Georgia_Gwinnett 4/11/2020        80    4692     6208     675     1412     2   158 6/28/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .996717 cc2=  .819940 lx=  8.42361 if=  49 il=  80 4/11/2020  n=  31 now=    4692 end=       4553       675      1412 U=    22.16 T=   94.3 p1=  -3.0 p2=   103.1 ed=   146 6/16/2020   x1=  49. x2=  80. y1=  2.05 y2=   .65     
GP: Confirmed US_Georgia_Gwinnett 4/11/2020        80    4692     4553     675     1412     2   146 6/16/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997548 cc2=  .817942 lx=  8.18361 if=  50 il=  80 4/11/2020  n=  30 now=    4692 end=       3581       675      1412 U=    19.98 T=   90.2 p1= -23.7 p2=   131.0 ed=   137 6/7/2020    x1=  50. x2=  80. y1=  2.01 y2=   .51     
GP: Confirmed US_Georgia_Gwinnett 4/11/2020        80    4692     3581     675     1412     2   137 6/7/2020  
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997985 cc2=  .815411 lx=  8.01361 if=  51 il=  80 4/11/2020  n=  29 now=    4692 end=       3021       675      1412 U=    18.29 T=   87.4 p1= -35.6 p2=   155.3 ed=   130 5/31/2020   x1=  51. x2=  80. y1=  1.99 y2=   .40     
GP: Confirmed US_Georgia_Gwinnett 4/11/2020        80    4692     3021     675     1412     2   130 5/31/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .998040 cc2=  .812345 lx=  7.89361 if=  52 il=  80 4/11/2020  n=  28 now=    4692 end=       2680       675      1412 U=    16.94 T=   85.4 p1= -42.9 p2=   175.1 ed=   125 5/26/2020   x1=  52. x2=  80. y1=  1.97 y2=   .32     
GP: Confirmed US_Georgia_Gwinnett 4/11/2020        80    4692     2680     675     1412     2   125 5/26/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997833 cc2=  .808851 lx=  7.87361 if=  53 il=  80 4/11/2020  n=  27 now=    4692 end=       2627       675      1412 U=    17.27 T=   85.3 p1= -44.0 p2=   178.6 ed=   126 5/27/2020   x1=  53. x2=  80. y1=  1.87 y2=   .31     
GP: Confirmed US_Georgia_Gwinnett 4/11/2020        80    4692     2627     675     1412     2   126 5/27/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997884 cc2=  .805434 lx=  7.76361 if=  54 il=  80 4/11/2020  n=  26 now=    4692 end=       2353       675      1412 U=    16.30 T=   83.6 p1= -49.9 p2=   199.4 ed=   122 5/23/2020   x1=  54. x2=  80. y1=  1.82 y2=   .22     
GP: Confirmed US_Georgia_Gwinnett 4/11/2020        80    4692     2353     675     1412     2   122 5/23/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997830 cc2=  .801714 lx=  7.67361 if=  55 il=  80 4/11/2020  n=  25 now=    4692 end=       2150       675      1412 U=    15.65 T=   82.3 p1= -54.2 p2=   218.2 ed=   119 5/20/2020   x1=  55. x2=  80. y1=  1.75 y2=   .15     
GP: Confirmed US_Georgia_Gwinnett 4/11/2020        80    4692     2150     675     1412     2   119 5/20/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997817 cc2=  .797817 lx=  7.59361 if=  56 il=  80 4/11/2020  n=  24 now=    4692 end=       1985       675      1412 U=    14.50 T=   81.1 p1= -57.7 p2=   236.4 ed=   115 5/16/2020   x1=  56. x2=  80. y1=  1.73 y2=   .08     
GP: Confirmed US_Georgia_Gwinnett 4/11/2020        80    4692     1985     675     1412     2   115 5/16/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997535 cc2=  .793411 lx=  7.60361 if=  57 il=  80 4/11/2020  n=  23 now=    4692 end=       2005       675      1412 U=    14.86 T=   81.3 p1= -57.3 p2=   234.0 ed=   116 5/17/2020   x1=  57. x2=  80. y1=  1.63 y2=   .09     
GP: Confirmed US_Georgia_Gwinnett 4/11/2020        80    4692     2005     675     1412     2   116 5/17/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997275 cc2=  .788761 lx=  7.54361 if=  58 il=  80 4/11/2020  n=  22 now=    4692 end=       1888       675      1412 U=    15.12 T=   80.4 p1= -59.8 p2=   248.5 ed=   116 5/17/2020   x1=  58. x2=  80. y1=  1.48 y2=   .03     
GP: Confirmed US_Georgia_Gwinnett 4/11/2020        80    4692     1888     675     1412     2   116 5/17/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .998220 cc2=  .785020 lx=  7.40361 if=  59 il=  80 4/11/2020  n=  21 now=    4692 end=       1641       675      1412 U=    13.38 T=   78.4 p1= -65.0 p2=   285.9 ed=   110 5/11/2020   x1=  59. x2=  80. y1=  1.45 y2=  -.12     
GP: Confirmed US_Georgia_Gwinnett 4/11/2020        80    4692     1641     675     1412     2   110 5/11/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .998405 cc2=  .780187 lx=  7.32361 if=  60 il=  80 4/11/2020  n=  20 now=    4692 end=       1515       675      1412 U=    12.46 T=   77.4 p1= -67.7 p2=   309.7 ed=   106 5/7/2020    x1=  60. x2=  80. y1=  1.39 y2=  -.21     
GP: Confirmed US_Georgia_Gwinnett 4/11/2020        80    4692     1515     675     1412     2   106 5/7/2020  
AAA1     1 US_Georgia_Gwinnett Confirmed cc1=  .998343 cc2=  .774737 lx=  7.26361 if=  61 il=  80 4/11/2020  n=  19 now=    4692 end=       1427       675      1412 U=    11.82 T=   76.6 p1= -69.6 p2=   328.8 ed=   104 5/5/2020    x1=  61. x2=  80. y1=  1.32 y2=  -.29 BEST
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .998344 cc2=  .774737 lx=  7.26561 if=  61 il=  80 4/11/2020  n=  19 now=    4692 end=       1427       675      1412 U=    11.82 T=   76.6 p1= -69.6 p2=   328.8 ed=   104 5/5/2020    x1=  61. x2=  80. y1=  1.32 y2=  -.29 BEST
GP: Confirmed US_Georgia_Gwinnett 4/11/2020        80    4692     1427     675     1412     2   104 5/5/2020  
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .998164 cc2=  .768748 lx=  7.22361 if=  62 il=  80 4/11/2020  n=  18 now=    4692 end=       1371       675      1412 U=    11.44 T=   76.1 p1= -70.8 p2=   342.2 ed=   103 5/4/2020    x1=  62. x2=  80. y1=  1.23 y2=  -.34     
GP: Confirmed US_Georgia_Gwinnett 4/11/2020        80    4692     1371     675     1412     2   103 5/4/2020  
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997483 cc2=  .747483 lx=  7.29361 if=  65 il=  80 4/11/2020  n=  15 now=    4692 end=       1470       675      1412 U=    12.18 T=   77.0 p1= -68.7 p2=   319.2 ed=   105 5/6/2020    x1=  65. x2=  80. y1=   .98 y2=  -.25     
GP: Confirmed US_Georgia_Gwinnett 4/11/2020        80    4692     1470     675     1412     2   105 5/6/2020  
AAA1     1 US_Georgia_Gwinnett Confirmed cc1=  .997066 cc2=  .738867 lx=  7.24361 if=  66 il=  80 4/11/2020  n=  14 now=    4692 end=       1399       675      1412 U=    11.82 T=   76.3 p1= -70.2 p2=   335.4 ed=   104 5/5/2020    x1=  66. x2=  80. y1=   .87 y2=  -.32 BEST
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997066 cc2=  .738867 lx=  7.23861 if=  66 il=  80 4/11/2020  n=  14 now=    4692 end=       1399       675      1412 U=    11.82 T=   76.3 p1= -70.2 p2=   335.4 ed=   104 5/5/2020    x1=  66. x2=  80. y1=   .87 y2=  -.32 BEST
GP: Confirmed US_Georgia_Gwinnett 4/11/2020        80    4692     1399     675     1412     2   104 5/5/2020  
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .996914 cc2=  .729653 lx=  7.14361 if=  67 il=  80 4/11/2020  n=  13 now=    4692 end=       1265       675      1412 U=    10.45 T=   75.2 p1= -73.0 p2=   370.9 ed=    99 4/30/2020   x1=  67. x2=  80. y1=   .78 y2=  -.46     
GP: Confirmed US_Georgia_Gwinnett 4/11/2020        80    4692     1265     675     1412     2    99 4/30/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .996174 cc2=  .718824 lx=  7.11361 if=  68 il=  80 4/11/2020  n=  12 now=    4692 end=       1228       675      1412 U=     9.75 T=   75.0 p1= -73.8 p2=   382.1 ed=    98 4/29/2020   x1=  68. x2=  80. y1=   .72 y2=  -.51     
GP: Confirmed US_Georgia_Gwinnett 4/11/2020        80    4692     1228     675     1412     2    98 4/29/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .996566 cc2=  .707891 lx=  7.56361 if=  69 il=  80 4/11/2020  n=  11 now=    4692 end=       1926       675      1412 U=    15.94 T=   80.8 p1= -59.0 p2=   243.6 ed=   118 5/19/2020   x1=  69. x2=  80. y1=   .74 y2=   .05     
GP: Confirmed US_Georgia_Gwinnett 4/11/2020        80    4692     1926     675     1412     2   118 5/19/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997572 cc2=  .696061 lx=  7.16361 if=  70 il=  80 4/11/2020  n=  10 now=    4692 end=       1291       675      1412 U=    10.77 T=   75.3 p1= -72.5 p2=   363.4 ed=   100 5/1/2020    x1=  70. x2=  80. y1=   .50 y2=  -.43     
GP: Confirmed US_Georgia_Gwinnett 4/11/2020        80    4692     1291     675     1412     2   100 5/1/2020  
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997222 cc2=  .680995 lx=  7.02361 if=  71 il=  80 4/11/2020  n=   9 now=    4692 end=       1122       675      1412 U=     9.01 T=   73.9 p1= -76.1 p2=   418.2 ed=    95 4/26/2020   x1=  71. x2=  80. y1=   .32 y2=  -.68     
GP: Confirmed US_Georgia_Gwinnett 4/11/2020        80    4692     1122     675     1412     2    95 4/26/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .996527 cc2=  .663193 lx=  6.91361 if=  72 il=  80 4/11/2020  n=   8 now=    4692 end=       1005       675      1412 U=     7.77 T=   72.9 p1= -78.6 p2=   466.9 ed=    91 4/22/2020   x1=  72. x2=  80. y1=   .11 y2=  -.92     
GP: Confirmed US_Georgia_Gwinnett 4/11/2020        80    4692     1005     675     1412     2    91 4/22/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997019 cc2=  .643466 lx=  6.77361 if=  73 il=  80 4/11/2020  n=   7 now=    4692 end=        874       675      1412 U=     5.74 T=   72.2 p1= -81.4 p2=   536.8 ed=    85 4/16/2020   x1=  73. x2=  80. y1=  -.13 y2= -1.35     
GP: Confirmed US_Georgia_Gwinnett 4/11/2020        80    4692      874     675     1412     2    85 4/16/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997284 cc2=  .619319 lx=  6.70361 if=  74 il=  80 4/11/2020  n=   6 now=    4692 end=        815       675      1412 U=     4.62 T=   72.3 p1= -82.6 p2=   575.7 ed=    83 4/14/2020   x1=  74. x2=  80. y1=  -.37 y2= -1.67     
GP: Confirmed US_Georgia_Gwinnett 4/11/2020        80    4692      815     675     1412     2    83 4/14/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997466 cc2=  .589218 lx=  6.65361 if=  75 il=  80 4/11/2020  n=   5 now=    4692 end=        775       675      1412 U=     3.59 T=   72.9 p1= -83.5 p2=   605.4 ed=    81 4/12/2020   x1=  75. x2=  80. y1=  -.58 y2= -1.97     
GP: Confirmed US_Georgia_Gwinnett 4/11/2020        80    4692      775     675     1412     2    81 4/12/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .995404 cc2=  .823905 lx=  8.44361 if=  48 il=  81 4/12/2020  n=  33 now=    4692 end=       4645       690       778 U=    23.53 T=   96.2 p1=  -1.0 p2=   101.0 ed=   151 6/21/2020   x1=  48. x2=  81. y1=  2.05 y2=   .65     
GP: Confirmed US_Georgia_Gwinnett 4/12/2020        81    4692     4645     690      778     2   151 6/21/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .996549 cc2=  .822471 lx=  8.18361 if=  49 il=  81 4/12/2020  n=  32 now=    4692 end=       3581       690       778 U=    21.13 T=   91.5 p1= -23.7 p2=   131.0 ed=   141 6/11/2020   x1=  49. x2=  81. y1=  2.01 y2=   .50     
GP: Confirmed US_Georgia_Gwinnett 4/12/2020        81    4692     3581     690      778     2   141 6/11/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997349 cc2=  .820572 lx=  7.99361 if=  50 il=  81 4/12/2020  n=  31 now=    4692 end=       2961       690       778 U=    19.24 T=   88.2 p1= -36.9 p2=   158.5 ed=   133 6/3/2020    x1=  50. x2=  81. y1=  1.99 y2=   .38     
GP: Confirmed US_Georgia_Gwinnett 4/12/2020        81    4692     2961     690      778     2   133 6/3/2020  
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997778 cc2=  .818173 lx=  7.84361 if=  51 il=  81 4/12/2020  n=  30 now=    4692 end=       2549       690       778 U=    17.65 T=   85.7 p1= -45.7 p2=   184.1 ed=   127 5/28/2020   x1=  51. x2=  81. y1=  1.97 y2=   .27     
GP: Confirmed US_Georgia_Gwinnett 4/12/2020        81    4692     2549     690      778     2   127 5/28/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997843 cc2=  .815269 lx=  7.74361 if=  52 il=  81 4/12/2020  n=  29 now=    4692 end=       2306       690       778 U=    16.43 T=   84.1 p1= -50.9 p2=   203.5 ed=   122 5/23/2020   x1=  52. x2=  81. y1=  1.95 y2=   .19     
GP: Confirmed US_Georgia_Gwinnett 4/12/2020        81    4692     2306     690      778     2   122 5/23/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997638 cc2=  .811942 lx=  7.71361 if=  53 il=  81 4/12/2020  n=  28 now=    4692 end=       2238       690       778 U=    16.65 T=   83.7 p1= -52.3 p2=   209.7 ed=   122 5/23/2020   x1=  53. x2=  81. y1=  1.84 y2=   .16     
GP: Confirmed US_Georgia_Gwinnett 4/12/2020        81    4692     2238     690      778     2   122 5/23/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997703 cc2=  .808721 lx=  7.61361 if=  54 il=  81 4/12/2020  n=  27 now=    4692 end=       2025       690       778 U=    15.71 T=   82.2 p1= -56.8 p2=   231.7 ed=   119 5/20/2020   x1=  54. x2=  81. y1=  1.79 y2=   .07     
GP: Confirmed US_Georgia_Gwinnett 4/12/2020        81    4692     2025     690      778     2   119 5/20/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997666 cc2=  .805216 lx=  7.54361 if=  55 il=  81 4/12/2020  n=  26 now=    4692 end=       1888       690       778 U=    15.16 T=   81.1 p1= -59.8 p2=   248.5 ed=   116 5/17/2020   x1=  55. x2=  81. y1=  1.72 y2=   .01     
GP: Confirmed US_Georgia_Gwinnett 4/12/2020        81    4692     1888     690      778     2   116 5/17/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997671 cc2=  .801555 lx=  7.46361 if=  56 il=  81 4/12/2020  n=  25 now=    4692 end=       1743       690       778 U=    14.01 T=   79.9 p1= -62.9 p2=   269.2 ed=   113 5/14/2020   x1=  56. x2=  81. y1=  1.71 y2=  -.08     
GP: Confirmed US_Georgia_Gwinnett 4/12/2020        81    4692     1743     690      778     2   113 5/14/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997380 cc2=  .797380 lx=  7.46361 if=  57 il=  81 4/12/2020  n=  24 now=    4692 end=       1743       690       778 U=    14.28 T=   79.9 p1= -62.9 p2=   269.2 ed=   113 5/14/2020   x1=  57. x2=  81. y1=  1.61 y2=  -.08     
GP: Confirmed US_Georgia_Gwinnett 4/12/2020        81    4692     1743     690      778     2   113 5/14/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997148 cc2=  .793024 lx=  7.41361 if=  58 il=  81 4/12/2020  n=  23 now=    4692 end=       1658       690       778 U=    14.51 T=   79.1 p1= -64.7 p2=   283.0 ed=   113 5/14/2020   x1=  58. x2=  81. y1=  1.45 y2=  -.13     
GP: Confirmed US_Georgia_Gwinnett 4/12/2020        81    4692     1658     690      778     2   113 5/14/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .998031 cc2=  .789517 lx=  7.29361 if=  59 il=  81 4/12/2020  n=  22 now=    4692 end=       1470       690       778 U=    12.91 T=   77.4 p1= -68.7 p2=   319.2 ed=   107 5/8/2020    x1=  59. x2=  81. y1=  1.43 y2=  -.28     
GP: Confirmed US_Georgia_Gwinnett 4/12/2020        81    4692     1470     690      778     2   107 5/8/2020  
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .998217 cc2=  .785016 lx=  7.22361 if=  60 il=  81 4/12/2020  n=  21 now=    4692 end=       1371       690       778 U=    12.04 T=   76.5 p1= -70.8 p2=   342.2 ed=   104 5/5/2020    x1=  60. x2=  81. y1=  1.37 y2=  -.38     
GP: Confirmed US_Georgia_Gwinnett 4/12/2020        81    4692     1371     690      778     2   104 5/5/2020  
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .998168 cc2=  .779950 lx=  7.17361 if=  61 il=  81 4/12/2020  n=  20 now=    4692 end=       1304       690       778 U=    11.46 T=   75.8 p1= -72.2 p2=   359.8 ed=   102 5/3/2020    x1=  61. x2=  81. y1=  1.29 y2=  -.45     
GP: Confirmed US_Georgia_Gwinnett 4/12/2020        81    4692     1304     690      778     2   102 5/3/2020  
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .998004 cc2=  .774397 lx=  7.14361 if=  62 il=  81 4/12/2020  n=  19 now=    4692 end=       1265       690       778 U=    11.15 T=   75.4 p1= -73.0 p2=   370.9 ed=   101 5/2/2020    x1=  62. x2=  81. y1=  1.21 y2=  -.50     
GP: Confirmed US_Georgia_Gwinnett 4/12/2020        81    4692     1265     690      778     2   101 5/2/2020  
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .996782 cc2=  .746782 lx=  7.09361 if=  66 il=  81 4/12/2020  n=  15 now=    4692 end=       1204       690       778 U=    10.80 T=   74.7 p1= -74.3 p2=   389.7 ed=   100 5/1/2020    x1=  66. x2=  81. y1=   .80 y2=  -.59     
GP: Confirmed US_Georgia_Gwinnett 4/12/2020        81    4692     1204     690      778     2   100 5/1/2020  
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .996689 cc2=  .738490 lx=  7.01361 if=  67 il=  81 4/12/2020  n=  14 now=    4692 end=       1111       690       778 U=     9.60 T=   73.9 p1= -76.3 p2=   422.3 ed=    96 4/27/2020   x1=  67. x2=  81. y1=   .72 y2=  -.74     
GP: Confirmed US_Georgia_Gwinnett 4/12/2020        81    4692     1111     690      778     2    96 4/27/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .996025 cc2=  .728764 lx=  6.98361 if=  68 il=  81 4/12/2020  n=  13 now=    4692 end=       1078       690       778 U=     8.91 T=   73.8 p1= -77.0 p2=   435.3 ed=    94 4/25/2020   x1=  68. x2=  81. y1=   .65 y2=  -.81     
GP: Confirmed US_Georgia_Gwinnett 4/12/2020        81    4692     1078     690      778     2    94 4/25/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .995538 cc2=  .718188 lx=  7.12361 if=  69 il=  81 4/12/2020  n=  12 now=    4692 end=       1240       690       778 U=    11.60 T=   74.8 p1= -73.6 p2=   378.4 ed=   102 5/3/2020    x1=  69. x2=  81. y1=   .50 y2=  -.53     
GP: Confirmed US_Georgia_Gwinnett 4/12/2020        81    4692     1240     690      778     2   102 5/3/2020  
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .996610 cc2=  .707935 lx=  6.92361 if=  70 il=  81 4/12/2020  n=  11 now=    4692 end=       1015       690       778 U=     8.54 T=   72.9 p1= -78.4 p2=   462.3 ed=    93 4/24/2020   x1=  70. x2=  81. y1=   .34 y2=  -.95     
GP: Confirmed US_Georgia_Gwinnett 4/12/2020        81    4692     1015     690      778     2    93 4/24/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .996454 cc2=  .694943 lx=  6.83361 if=  71 il=  81 4/12/2020  n=  10 now=    4692 end=        928       690       778 U=     7.20 T=   72.3 p1= -80.2 p2=   505.6 ed=    89 4/20/2020   x1=  71. x2=  81. y1=   .18 y2= -1.21     
GP: Confirmed US_Georgia_Gwinnett 4/12/2020        81    4692      928     690      778     2    89 4/20/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .996077 cc2=  .679850 lx=  6.76361 if=  72 il=  81 4/12/2020  n=   9 now=    4692 end=        865       690       778 U=     6.21 T=   71.8 p1= -81.6 p2=   542.4 ed=    86 4/17/2020   x1=  72. x2=  81. y1=  -.03 y2= -1.48     
GP: Confirmed US_Georgia_Gwinnett 4/12/2020        81    4692      865     690      778     2    86 4/17/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .996866 cc2=  .663532 lx=  6.69361 if=  73 il=  81 4/12/2020  n=   8 now=    4692 end=        807       690       778 U=     4.92 T=   71.9 p1= -82.8 p2=   581.4 ed=    83 4/14/2020   x1=  73. x2=  81. y1=  -.23 y2= -1.85     
GP: Confirmed US_Georgia_Gwinnett 4/12/2020        81    4692      807     690      778     2    83 4/14/2020 
AAA1     1 US_Georgia_Gwinnett Confirmed cc1=  .997397 cc2=  .643843 lx=  6.65361 if=  74 il=  81 4/12/2020  n=   7 now=    4692 end=        775       690       778 U=     4.11 T=   72.2 p1= -83.5 p2=   605.4 ed=    81 4/12/2020   x1=  74. x2=  81. y1=  -.44 y2= -2.15 BEST
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997401 cc2=  .643843 lx=  6.65061 if=  74 il=  81 4/12/2020  n=   7 now=    4692 end=        775       690       778 U=     4.11 T=   72.2 p1= -83.5 p2=   605.4 ed=    81 4/12/2020   x1=  74. x2=  81. y1=  -.44 y2= -2.15 BEST
GP: Confirmed US_Georgia_Gwinnett 4/12/2020        81    4692      775     690      778     2    81 4/12/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997833 cc2=  .619869 lx=  6.62361 if=  75 il=  81 4/12/2020  n=   6 now=    4692 end=        752       690       778 U=     3.32 T=   72.9 p1= -84.0 p2=   623.9 ed=    80 4/11/2020   x1=  75. x2=  81. y1=  -.63 y2= -2.44     
GP: Confirmed US_Georgia_Gwinnett 4/12/2020        81    4692      752     690      778     2    80 4/11/2020 
AAA1     1 US_Georgia_Gwinnett Confirmed cc1=  .996998 cc2=  .588750 lx=  6.64361 if=  76 il=  81 4/12/2020  n=   5 now=    4692 end=        767       690       778 U=     3.94 T=   72.2 p1= -83.7 p2=   611.7 ed=    81 4/12/2020   x1=  76. x2=  81. y1=  -.97 y2= -2.24 BEST
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .997004 cc2=  .588750 lx=  6.64761 if=  76 il=  81 4/12/2020  n=   5 now=    4692 end=        767       690       778 U=     3.94 T=   72.2 p1= -83.7 p2=   611.7 ed=    81 4/12/2020   x1=  76. x2=  81. y1=  -.97 y2= -2.24 BEST
GP: Confirmed US_Georgia_Gwinnett 4/12/2020        81    4692      767     690      778     2    81 4/12/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .995416 cc2=  .826385 lx=  8.21361 if=  48 il=  82 4/13/2020  n=  34 now=    4692 end=       3690       739       913 U=    22.04 T=   92.5 p1= -21.4 p2=   127.2 ed=   144 6/14/2020   x1=  48. x2=  82. y1=  2.02 y2=   .48     
GP: Confirmed US_Georgia_Gwinnett 4/13/2020        82    4692     3690     739      913     1   144 6/14/2020 
AAA2     1 US_Georgia_Gwinnett Confirmed cc1=  .996521 cc2=  .825023 lx=  8.00361 if=  49 il=  82 4/13/2020  n=  33 now=    4692 end=       2991       739       913 U=    19.95 T=   88.7 p1= -36.3 p2=   156.9 ed=   135 6/5/2020    x1=  49. x2=  82. y1=  1.99 y2=   .34     
GP: Confirmed US_Georgia_Gwinnett 4/13/2020        82    4692     2991     739      913     1   135 6/5/2020  
