TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       18198.00000        9.80907
TAB:  Oman Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 Oman Confirmed cc1=  .997760 cc2=  .797760 lx=  8.76907 if=  73 il=  97 4/28/2020  n=  24 now=   18198 end=       6432      2131      3025 U=    22.94 T=   99.3 p1= -64.7 p2=   282.9 ed=   153 6/23/2020   x1=  73. x2=  97. y1=  1.15 y2=   .10     
GP: Confirmed Oman 4/28/2020        97   18198     6432    2131     3025     9   153 6/23/2020 
AAA2     1 Oman Confirmed cc1=  .998052 cc2=  .793927 lx=  8.60907 if=  74 il=  97 4/28/2020  n=  23 now=   18198 end=       5481      2131      3025 U=    20.43 T=   95.8 p1= -69.9 p2=   332.0 ed=   144 6/14/2020   x1=  74. x2=  97. y1=  1.07 y2=  -.06     
GP: Confirmed Oman 4/28/2020        97   18198     5481    2131     3025     9   144 6/14/2020 
AAA2     1 Oman Confirmed cc1=  .998215 cc2=  .789700 lx=  8.48907 if=  75 il=  97 4/28/2020  n=  22 now=   18198 end=       4861      2131      3025 U=    18.63 T=   93.4 p1= -73.3 p2=   374.4 ed=   137 6/7/2020    x1=  75. x2=  97. y1=   .99 y2=  -.19     
GP: Confirmed Oman 4/28/2020        97   18198     4861    2131     3025     9   137 6/7/2020  
AAA2     1 Oman Confirmed cc1=  .998644 cc2=  .780426 lx=  8.29907 if=  77 il=  97 4/28/2020  n=  20 now=   18198 end=       4020      2131      3025 U=    15.74 T=   89.8 p1= -77.9 p2=   452.7 ed=   126 5/27/2020   x1=  77. x2=  97. y1=   .82 y2=  -.45     
GP: Confirmed Oman 4/28/2020        97   18198     4020    2131     3025     9   126 5/27/2020 
AAA2     1 Oman Confirmed cc1=  .999068 cc2=  .775461 lx=  8.21907 if=  78 il=  97 4/28/2020  n=  19 now=   18198 end=       3711      2131      3025 U=    14.30 T=   88.6 p1= -79.6 p2=   490.4 ed=   122 5/23/2020   x1=  78. x2=  97. y1=   .74 y2=  -.59     
GP: Confirmed Oman 4/28/2020        97   18198     3711    2131     3025     9   122 5/23/2020 
AAA2     1 Oman Confirmed cc1=  .999385 cc2=  .769969 lx=  8.14907 if=  79 il=  97 4/28/2020  n=  18 now=   18198 end=       3460      2131      3025 U=    12.85 T=   87.7 p1= -81.0 p2=   526.0 ed=   118 5/19/2020   x1=  79. x2=  97. y1=   .68 y2=  -.72     
GP: Confirmed Oman 4/28/2020        97   18198     3460    2131     3025     9   118 5/19/2020 
AAA2     1 Oman Confirmed cc1=  .999354 cc2=  .763652 lx=  8.12907 if=  80 il=  97 4/28/2020  n=  17 now=   18198 end=       3391      2131      3025 U=    12.42 T=   87.5 p1= -81.4 p2=   536.7 ed=   116 5/17/2020   x1=  80. x2=  97. y1=   .60 y2=  -.77     
GP: Confirmed Oman 4/28/2020        97   18198     3391    2131     3025     9   116 5/17/2020 
AAA1     1 Oman Confirmed cc1=  .999257 cc2=  .756721 lx=  8.10907 if=  81 il=  97 4/28/2020  n=  16 now=   18198 end=       3324      2131      3025 U=    11.86 T=   87.4 p1= -81.7 p2=   547.5 ed=   115 5/16/2020   x1=  81. x2=  97. y1=   .54 y2=  -.81 BEST
AAA2     1 Oman Confirmed cc1=  .999257 cc2=  .756721 lx=  8.11207 if=  81 il=  97 4/28/2020  n=  16 now=   18198 end=       3324      2131      3025 U=    11.86 T=   87.4 p1= -81.7 p2=   547.5 ed=   115 5/16/2020   x1=  81. x2=  97. y1=   .54 y2=  -.81 BEST
GP: Confirmed Oman 4/28/2020        97   18198     3324    2131     3025     9   115 5/16/2020 
AAA2     1 Oman Confirmed cc1=  .999209 cc2=  .749209 lx=  8.14907 if=  82 il=  97 4/28/2020  n=  15 now=   18198 end=       3460      2131      3025 U=    12.83 T=   87.7 p1= -81.0 p2=   526.0 ed=   117 5/18/2020   x1=  82. x2=  97. y1=   .44 y2=  -.72     
GP: Confirmed Oman 4/28/2020        97   18198     3460    2131     3025     9   117 5/18/2020 
AAA2     1 Oman Confirmed cc1=  .999086 cc2=  .740887 lx=  8.12907 if=  83 il=  97 4/28/2020  n=  14 now=   18198 end=       3391      2131      3025 U=    12.47 T=   87.4 p1= -81.4 p2=   536.7 ed=   116 5/17/2020   x1=  83. x2=  97. y1=   .36 y2=  -.77     
GP: Confirmed Oman 4/28/2020        97   18198     3391    2131     3025     9   116 5/17/2020 
AAA1     1 Oman Confirmed cc1=  .998937 cc2=  .731676 lx=  8.09907 if=  84 il=  97 4/28/2020  n=  13 now=   18198 end=       3291      2131      3025 U=    11.99 T=   87.0 p1= -81.9 p2=   553.0 ed=   115 5/16/2020   x1=  84. x2=  97. y1=   .25 y2=  -.83 BEST
AAA2     1 Oman Confirmed cc1=  .998938 cc2=  .731676 lx=  8.09407 if=  84 il=  97 4/28/2020  n=  13 now=   18198 end=       3291      2131      3025 U=    11.99 T=   87.0 p1= -81.9 p2=   553.0 ed=   115 5/16/2020   x1=  84. x2=  97. y1=   .25 y2=  -.83 BEST
GP: Confirmed Oman 4/28/2020        97   18198     3291    2131     3025     9   115 5/16/2020 
AAA1     1 Oman Confirmed cc1=  .998867 cc2=  .721517 lx=  8.04907 if=  85 il=  97 4/28/2020  n=  12 now=   18198 end=       3130      2131      3025 U=    11.21 T=   86.3 p1= -82.8 p2=   581.4 ed=   112 5/13/2020   x1=  85. x2=  97. y1=   .12 y2=  -.96 BEST
AAA2     1 Oman Confirmed cc1=  .998867 cc2=  .721517 lx=  8.04607 if=  85 il=  97 4/28/2020  n=  12 now=   18198 end=       3130      2131      3025 U=    11.21 T=   86.3 p1= -82.8 p2=   581.4 ed=   112 5/13/2020   x1=  85. x2=  97. y1=   .12 y2=  -.96 BEST
GP: Confirmed Oman 4/28/2020        97   18198     3130    2131     3025     9   112 5/13/2020 
AAA1     1 Oman Confirmed cc1=  .999418 cc2=  .710742 lx=  7.96907 if=  86 il=  97 4/28/2020  n=  11 now=   18198 end=       2890      2131      3025 U=     9.30 T=   85.9 p1= -84.1 p2=   629.7 ed=   107 5/8/2020    x1=  86. x2=  97. y1=  -.01 y2= -1.19 BEST
AAA2     1 Oman Confirmed cc1=  .999419 cc2=  .710742 lx=  7.97407 if=  86 il=  97 4/28/2020  n=  11 now=   18198 end=       2890      2131      3025 U=     9.30 T=   85.9 p1= -84.1 p2=   629.7 ed=   107 5/8/2020    x1=  86. x2=  97. y1=  -.01 y2= -1.19 BEST
GP: Confirmed Oman 4/28/2020        97   18198     2890    2131     3025     9   107 5/8/2020  
AAA1     1 Oman Confirmed cc1=  .999291 cc2=  .697780 lx=  7.95907 if=  87 il=  97 4/28/2020  n=  10 now=   18198 end=       2861      2131      3025 U=     9.09 T=   85.9 p1= -84.3 p2=   636.1 ed=   107 5/8/2020    x1=  87. x2=  97. y1=  -.12 y2= -1.22 BEST
AAA2     1 Oman Confirmed cc1=  .999292 cc2=  .697780 lx=  7.95607 if=  87 il=  97 4/28/2020  n=  10 now=   18198 end=       2861      2131      3025 U=     9.09 T=   85.9 p1= -84.3 p2=   636.1 ed=   107 5/8/2020    x1=  87. x2=  97. y1=  -.12 y2= -1.22 BEST
GP: Confirmed Oman 4/28/2020        97   18198     2861    2131     3025     9   107 5/8/2020  
AAA1     1 Oman Confirmed cc1=  .999157 cc2=  .682929 lx=  7.92907 if=  88 il=  97 4/28/2020  n=   9 now=   18198 end=       2776      2131      3025 U=     8.28 T=   86.0 p1= -84.7 p2=   655.5 ed=   105 5/6/2020    x1=  88. x2=  97. y1=  -.24 y2= -1.33 BEST
AAA2     1 Oman Confirmed cc1=  .999158 cc2=  .682929 lx=  7.93207 if=  88 il=  97 4/28/2020  n=   9 now=   18198 end=       2776      2131      3025 U=     8.28 T=   86.0 p1= -84.7 p2=   655.5 ed=   105 5/6/2020    x1=  88. x2=  97. y1=  -.24 y2= -1.33 BEST
GP: Confirmed Oman 4/28/2020        97   18198     2776    2131     3025     9   105 5/6/2020  
AAA1     1 Oman Confirmed cc1=  .999039 cc2=  .665706 lx=  7.97907 if=  89 il=  97 4/28/2020  n=   8 now=   18198 end=       2919      2131      3025 U=     9.54 T=   86.0 p1= -84.0 p2=   623.4 ed=   108 5/9/2020    x1=  89. x2=  97. y1=  -.32 y2= -1.16 BEST
AAA2     1 Oman Confirmed cc1=  .999039 cc2=  .665706 lx=  7.98007 if=  89 il=  97 4/28/2020  n=   8 now=   18198 end=       2919      2131      3025 U=     9.54 T=   86.0 p1= -84.0 p2=   623.4 ed=   108 5/9/2020    x1=  89. x2=  97. y1=  -.32 y2= -1.16 BEST
GP: Confirmed Oman 4/28/2020        97   18198     2919    2131     3025     9   108 5/9/2020  
AAA1     1 Oman Confirmed cc1=  .998712 cc2=  .645159 lx=  7.94907 if=  90 il=  97 4/28/2020  n=   7 now=   18198 end=       2832      2131      3025 U=     8.80 T=   85.9 p1= -84.4 p2=   642.6 ed=   106 5/7/2020    x1=  90. x2=  97. y1=  -.46 y2= -1.26 BEST
AAA2     1 Oman Confirmed cc1=  .998713 cc2=  .645159 lx=  7.94607 if=  90 il=  97 4/28/2020  n=   7 now=   18198 end=       2832      2131      3025 U=     8.80 T=   85.9 p1= -84.4 p2=   642.6 ed=   106 5/7/2020    x1=  90. x2=  97. y1=  -.46 y2= -1.26 BEST
GP: Confirmed Oman 4/28/2020        97   18198     2832    2131     3025     9   106 5/7/2020  
AAA1     1 Oman Confirmed cc1=  .998096 cc2=  .620132 lx=  7.92907 if=  91 il=  97 4/28/2020  n=   6 now=   18198 end=       2776      2131      3025 U=     8.36 T=   85.9 p1= -84.7 p2=   655.5 ed=   105 5/6/2020    x1=  91. x2=  97. y1=  -.61 y2= -1.33 BEST
AAA2     1 Oman Confirmed cc1=  .998097 cc2=  .620132 lx=  7.92607 if=  91 il=  97 4/28/2020  n=   6 now=   18198 end=       2776      2131      3025 U=     8.36 T=   85.9 p1= -84.7 p2=   655.5 ed=   105 5/6/2020    x1=  91. x2=  97. y1=  -.61 y2= -1.33 BEST
GP: Confirmed Oman 4/28/2020        97   18198     2776    2131     3025     9   105 5/6/2020  
AAA2     1 Oman Confirmed cc1=  .997170 cc2=  .588922 lx=  7.87907 if=  92 il=  97 4/28/2020  n=   5 now=   18198 end=       2641      2131      3025 U=     7.17 T=   86.0 p1= -85.5 p2=   689.1 ed=   102 5/3/2020    x1=  92. x2=  97. y1=  -.84 y2= -1.54     
GP: Confirmed Oman 4/28/2020        97   18198     2641    2131     3025     9   102 5/3/2020  
AAA2     1 Oman Confirmed cc1=  .994069 cc2=  .870977 lx= 11.80907 if=  33 il=  98 4/29/2020  n=  65 now=   18198 end=     134466      2274      3697 U=    64.85 T=  189.2 p1= 638.9 p2=    13.5 ed=   342 12/29/2020  x1=  33. x2=  98. y1=  2.41 y2=  1.41     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   342 12/29/2020
AAA2     1 Oman Confirmed cc1=  .993833 cc2=  .869798 lx= 11.80907 if=  34 il=  98 4/29/2020  n=  64 now=   18198 end=     134466      2274      3697 U=    63.85 T=  187.8 p1= 638.9 p2=    13.5 ed=   338 12/25/2020  x1=  34. x2=  98. y1=  2.41 y2=  1.41     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   338 12/25/2020
AAA2     1 Oman Confirmed cc1=  .993543 cc2=  .868543 lx= 11.80907 if=  35 il=  98 4/29/2020  n=  63 now=   18198 end=     134466      2274      3697 U=    67.17 T=  192.4 p1= 638.9 p2=    13.5 ed=   350 1/6/2021    x1=  35. x2=  98. y1=  2.34 y2=  1.41     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   350 1/6/2021  
AAA2     1 Oman Confirmed cc1=  .993551 cc2=  .867563 lx= 11.80907 if=  36 il=  98 4/29/2020  n=  62 now=   18198 end=     134466      2274      3697 U=    66.10 T=  190.9 p1= 638.9 p2=    13.5 ed=   346 1/2/2021    x1=  36. x2=  98. y1=  2.34 y2=  1.41     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   346 1/2/2021  
AAA2     1 Oman Confirmed cc1=  .993435 cc2=  .866435 lx= 11.80907 if=  37 il=  98 4/29/2020  n=  61 now=   18198 end=     134466      2274      3697 U=    65.04 T=  189.4 p1= 638.9 p2=    13.5 ed=   342 12/29/2020  x1=  37. x2=  98. y1=  2.34 y2=  1.41     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   342 12/29/2020
AAA2     1 Oman Confirmed cc1=  .993208 cc2=  .865171 lx= 11.80907 if=  38 il=  98 4/29/2020  n=  60 now=   18198 end=     134466      2274      3697 U=    66.79 T=  191.9 p1= 638.9 p2=    13.5 ed=   349 1/5/2021    x1=  38. x2=  98. y1=  2.30 y2=  1.41     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   349 1/5/2021  
AAA2     1 Oman Confirmed cc1=  .993224 cc2=  .864125 lx= 11.80907 if=  39 il=  98 4/29/2020  n=  59 now=   18198 end=     134466      2274      3697 U=    65.68 T=  190.4 p1= 638.9 p2=    13.5 ed=   345 1/1/2021    x1=  39. x2=  98. y1=  2.30 y2=  1.41     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   345 1/1/2021  
AAA2     1 Oman Confirmed cc1=  .993100 cc2=  .862912 lx= 11.80907 if=  40 il=  98 4/29/2020  n=  58 now=   18198 end=     134466      2274      3697 U=    64.57 T=  188.8 p1= 638.9 p2=    13.5 ed=   341 12/28/2020  x1=  40. x2=  98. y1=  2.30 y2=  1.41     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   341 12/28/2020
AAA2     1 Oman Confirmed cc1=  .992851 cc2=  .861544 lx= 11.80907 if=  41 il=  98 4/29/2020  n=  57 now=   18198 end=     134466      2274      3697 U=    68.96 T=  195.0 p1= 638.9 p2=    13.5 ed=   357 1/13/2021   x1=  41. x2=  98. y1=  2.23 y2=  1.41     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   357 1/13/2021 
AAA2     1 Oman Confirmed cc1=  .993474 cc2=  .861021 lx= 11.80907 if=  42 il=  98 4/29/2020  n=  56 now=   18198 end=     134466      2274      3697 U=    69.80 T=  196.1 p1= 638.9 p2=    13.5 ed=   360 1/16/2021   x1=  42. x2=  98. y1=  2.21 y2=  1.41     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   360 1/16/2021 
AAA2     1 Oman Confirmed cc1=  .994501 cc2=  .860870 lx= 11.80907 if=  43 il=  98 4/29/2020  n=  55 now=   18198 end=     134466      2274      3697 U=    69.16 T=  195.2 p1= 638.9 p2=    13.5 ed=   358 1/14/2021   x1=  43. x2=  98. y1=  2.20 y2=  1.41     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   358 1/14/2021 
AAA2     1 Oman Confirmed cc1=  .995539 cc2=  .860699 lx= 11.80907 if=  44 il=  98 4/29/2020  n=  54 now=   18198 end=     134466      2274      3697 U=    67.91 T=  193.5 p1= 638.9 p2=    13.5 ed=   353 1/9/2021    x1=  44. x2=  98. y1=  2.20 y2=  1.41     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   353 1/9/2021  
AAA2     1 Oman Confirmed cc1=  .996399 cc2=  .860316 lx= 11.80907 if=  45 il=  98 4/29/2020  n=  53 now=   18198 end=     134466      2274      3697 U=    66.65 T=  191.7 p1= 638.9 p2=    13.5 ed=   348 1/4/2021    x1=  45. x2=  98. y1=  2.20 y2=  1.41     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   348 1/4/2021  
AAA2     1 Oman Confirmed cc1=  .997073 cc2=  .859712 lx= 11.80907 if=  46 il=  98 4/29/2020  n=  52 now=   18198 end=     134466      2274      3697 U=    65.39 T=  189.9 p1= 638.9 p2=    13.5 ed=   344 12/31/2020  x1=  46. x2=  98. y1=  2.20 y2=  1.41     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   344 12/31/2020
AAA2     1 Oman Confirmed cc1=  .997559 cc2=  .858884 lx= 11.80907 if=  47 il=  98 4/29/2020  n=  51 now=   18198 end=     134466      2274      3697 U=    64.13 T=  188.2 p1= 638.9 p2=    13.5 ed=   339 12/26/2020  x1=  47. x2=  98. y1=  2.20 y2=  1.41     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   339 12/26/2020
AAA2     1 Oman Confirmed cc1=  .997861 cc2=  .857833 lx= 11.80907 if=  48 il=  98 4/29/2020  n=  50 now=   18198 end=     134466      2274      3697 U=    63.93 T=  187.9 p1= 638.9 p2=    13.5 ed=   338 12/25/2020  x1=  48. x2=  98. y1=  2.19 y2=  1.41     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   338 12/25/2020
AAA2     1 Oman Confirmed cc1=  .998196 cc2=  .856775 lx= 11.80907 if=  49 il=  98 4/29/2020  n=  49 now=   18198 end=     134466      2274      3697 U=    62.65 T=  186.1 p1= 638.9 p2=    13.5 ed=   333 12/20/2020  x1=  49. x2=  98. y1=  2.19 y2=  1.41     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   333 12/20/2020
AAA2     1 Oman Confirmed cc1=  .998363 cc2=  .855506 lx= 11.55907 if=  50 il=  98 4/29/2020  n=  48 now=   18198 end=     104722      2274      3697 U=    58.76 T=  176.9 p1= 475.5 p2=    17.4 ed=   315 12/2/2020   x1=  50. x2=  98. y1=  2.16 y2=  1.34     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   315 12/2/2020 
AAA2     1 Oman Confirmed cc1=  .998397 cc2=  .854059 lx= 11.34907 if=  51 il=  98 4/29/2020  n=  47 now=   18198 end=      84886      2274      3697 U=    55.79 T=  169.8 p1= 366.5 p2=    21.4 ed=   301 11/18/2020  x1=  51. x2=  98. y1=  2.13 y2=  1.29     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   301 11/18/2020
AAA2     1 Oman Confirmed cc1=  .998366 cc2=  .852501 lx= 11.19907 if=  52 il=  98 4/29/2020  n=  46 now=   18198 end=      73062      2274      3697 U=    53.08 T=  164.0 p1= 301.5 p2=    24.9 ed=   289 11/6/2020   x1=  52. x2=  98. y1=  2.11 y2=  1.24     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   289 11/6/2020 
AAA2     1 Oman Confirmed cc1=  .998261 cc2=  .850819 lx= 11.15907 if=  53 il=  98 4/29/2020  n=  45 now=   18198 end=      70197      2274      3697 U=    52.61 T=  162.8 p1= 285.7 p2=    25.9 ed=   286 11/3/2020   x1=  53. x2=  98. y1=  2.09 y2=  1.23     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   286 11/3/2020 
AAA2     1 Oman Confirmed cc1=  .998145 cc2=  .849073 lx= 11.12907 if=  54 il=  98 4/29/2020  n=  44 now=   18198 end=      68122      2274      3697 U=    51.13 T=  160.6 p1= 274.3 p2=    26.7 ed=   281 10/29/2020  x1=  54. x2=  98. y1=  2.08 y2=  1.22     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   281 10/29/2020
AAA2     1 Oman Confirmed cc1=  .998070 cc2=  .847314 lx= 11.30907 if=  55 il=  98 4/29/2020  n=  43 now=   18198 end=      81557      2274      3697 U=    52.41 T=  164.8 p1= 348.2 p2=    22.3 ed=   288 11/5/2020   x1=  55. x2=  98. y1=  2.10 y2=  1.28     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   288 11/5/2020 
AAA2     1 Oman Confirmed cc1=  .998133 cc2=  .845634 lx= 11.76907 if=  56 il=  98 4/29/2020  n=  42 now=   18198 end=     129193      2274      3697 U=    60.31 T=  182.2 p1= 609.9 p2=    14.1 ed=   324 12/11/2020  x1=  56. x2=  98. y1=  2.09 y2=  1.40     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   324 12/11/2020
AAA2     1 Oman Confirmed cc1=  .998018 cc2=  .843715 lx= 11.63907 if=  57 il=  98 4/29/2020  n=  41 now=   18198 end=     113444      2274      3697 U=    59.72 T=  179.4 p1= 523.4 p2=    16.0 ed=   320 12/7/2020   x1=  57. x2=  98. y1=  2.05 y2=  1.36     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   320 12/7/2020 
AAA2     1 Oman Confirmed cc1=  .997987 cc2=  .841813 lx= 11.36907 if=  58 il=  98 4/29/2020  n=  40 now=   18198 end=      86601      2274      3697 U=    55.35 T=  169.5 p1= 375.9 p2=    21.0 ed=   300 11/17/2020  x1=  58. x2=  98. y1=  2.01 y2=  1.29     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   300 11/17/2020
AAA2     1 Oman Confirmed cc1=  .997841 cc2=  .839727 lx= 11.28907 if=  59 il=  98 4/29/2020  n=  39 now=   18198 end=      79942      2274      3697 U=    53.92 T=  166.5 p1= 339.3 p2=    22.8 ed=   293 11/10/2020  x1=  59. x2=  98. y1=  1.99 y2=  1.27     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   293 11/10/2020
AAA2     1 Oman Confirmed cc1=  .997671 cc2=  .837543 lx= 11.32907 if=  60 il=  98 4/29/2020  n=  38 now=   18198 end=      83205      2274      3697 U=    53.52 T=  166.6 p1= 357.2 p2=    21.9 ed=   292 11/9/2020   x1=  60. x2=  98. y1=  1.99 y2=  1.28     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   292 11/9/2020 
AAA2     1 Oman Confirmed cc1=  .997560 cc2=  .835338 lx= 11.66907 if=  61 il=  98 4/29/2020  n=  37 now=   18198 end=     116899      2274      3697 U=    57.72 T=  177.1 p1= 542.4 p2=    15.6 ed=   313 11/30/2020  x1=  61. x2=  98. y1=  2.01 y2=  1.37     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   313 11/30/2020
AAA2     1 Oman Confirmed cc1=  .997414 cc2=  .833015 lx= 11.80907 if=  62 il=  98 4/29/2020  n=  36 now=   18198 end=     134466      2274      3697 U=    60.76 T=  183.4 p1= 638.9 p2=    13.5 ed=   326 12/13/2020  x1=  62. x2=  98. y1=  2.00 y2=  1.41     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   326 12/13/2020
AAA2     1 Oman Confirmed cc1=  .997194 cc2=  .830528 lx= 11.80907 if=  63 il=  98 4/29/2020  n=  35 now=   18198 end=     134466      2274      3697 U=    61.41 T=  184.3 p1= 638.9 p2=    13.5 ed=   329 12/16/2020  x1=  63. x2=  98. y1=  1.98 y2=  1.41     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   329 12/16/2020
AAA2     1 Oman Confirmed cc1=  .996977 cc2=  .827946 lx= 11.75907 if=  64 il=  98 4/29/2020  n=  34 now=   18198 end=     127908      2274      3697 U=    60.52 T=  182.3 p1= 602.9 p2=    14.2 ed=   325 12/12/2020  x1=  64. x2=  98. y1=  1.96 y2=  1.39     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   325 12/12/2020
AAA2     1 Oman Confirmed cc1=  .996718 cc2=  .825219 lx= 11.55907 if=  65 il=  98 4/29/2020  n=  33 now=   18198 end=     104722      2274      3697 U=    59.26 T=  177.6 p1= 475.5 p2=    17.4 ed=   317 12/4/2020   x1=  65. x2=  98. y1=  1.90 y2=  1.34     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   317 12/4/2020 
AAA2     1 Oman Confirmed cc1=  .996578 cc2=  .822500 lx= 11.00907 if=  66 il=  98 4/29/2020  n=  32 now=   18198 end=      60419      2274      3697 U=    53.20 T=  161.2 p1= 232.0 p2=    30.1 ed=   286 11/3/2020   x1=  66. x2=  98. y1=  1.79 y2=  1.19     
GP: Confirmed Oman 4/29/2020        98   18198    -        2274     3697    11   286 11/3/2020 
AAA2     1 Oman Confirmed cc1=  .996671 cc2=  .819895 lx= 10.39907 if=  67 il=  98 4/29/2020  n=  31 now=   18198 end=      32828      2274      3697 U=    45.45 T=  142.6 p1=  80.4 p2=    55.4 ed=   249 9/27/2020   x1=  67. x2=  98. y1=  1.66 y2=   .98     
GP: Confirmed Oman 4/29/2020        98   18198    32828    2274     3697    11   249 9/27/2020 
AAA2     1 Oman Confirmed cc1=  .996875 cc2=  .817269 lx=  9.90907 if=  68 il=  98 4/29/2020  n=  30 now=   18198 end=      20111      2274      3697 U=    38.81 T=  128.2 p1=  10.5 p2=    90.5 ed=   219 8/28/2020   x1=  68. x2=  98. y1=  1.55 y2=   .78     
GP: Confirmed Oman 4/29/2020        98   18198    20111    2274     3697    11   219 8/28/2020 
AAA2     1 Oman Confirmed cc1=  .997069 cc2=  .814495 lx=  9.53907 if=  69 il=  98 4/29/2020  n=  29 now=   18198 end=      13891      2274      3697 U=    33.68 T=  118.0 p1= -23.7 p2=   131.0 ed=   197 8/6/2020    x1=  69. x2=  98. y1=  1.45 y2=   .59     
GP: Confirmed Oman 4/29/2020        98   18198    13891    2274     3697    11   197 8/6/2020  
AAA2     1 Oman Confirmed cc1=  .997231 cc2=  .811535 lx=  9.25907 if=  70 il=  98 4/29/2020  n=  28 now=   18198 end=      10499      2274      3697 U=    29.82 T=  110.7 p1= -42.3 p2=   173.3 ed=   181 7/21/2020   x1=  70. x2=  98. y1=  1.36 y2=   .43     
GP: Confirmed Oman 4/29/2020        98   18198    10499    2274     3697    11   181 7/21/2020 
AAA2     1 Oman Confirmed cc1=  .997431 cc2=  .808448 lx=  9.02907 if=  71 il=  98 4/29/2020  n=  27 now=   18198 end=       8342      2274      3697 U=    26.60 T=  105.0 p1= -54.2 p2=   218.1 ed=   167 7/7/2020    x1=  71. x2=  98. y1=  1.28 y2=   .26     
GP: Confirmed Oman 4/29/2020        98   18198     8342    2274     3697    11   167 7/7/2020  
AAA2     1 Oman Confirmed cc1=  .997693 cc2=  .805243 lx=  8.83907 if=  72 il=  98 4/29/2020  n=  26 now=   18198 end=       6898      2274      3697 U=    23.79 T=  100.5 p1= -62.1 p2=   263.8 ed=   156 6/26/2020   x1=  72. x2=  98. y1=  1.20 y2=   .10     
GP: Confirmed Oman 4/29/2020        98   18198     6898    2274     3697    11   156 6/26/2020 
AAA2     1 Oman Confirmed cc1=  .997962 cc2=  .801846 lx=  8.68907 if=  73 il=  98 4/29/2020  n=  25 now=   18198 end=       5937      2274      3697 U=    21.53 T=   97.1 p1= -67.4 p2=   306.5 ed=   147 6/17/2020   x1=  73. x2=  98. y1=  1.12 y2=  -.04     
GP: Confirmed Oman 4/29/2020        98   18198     5937    2274     3697    11   147 6/17/2020 
AAA2     1 Oman Confirmed cc1=  .998258 cc2=  .798258 lx=  8.56907 if=  74 il=  98 4/29/2020  n=  24 now=   18198 end=       5266      2274      3697 U=    19.52 T=   94.6 p1= -71.1 p2=   345.6 ed=   140 6/10/2020   x1=  74. x2=  98. y1=  1.05 y2=  -.17     
GP: Confirmed Oman 4/29/2020        98   18198     5266    2274     3697    11   140 6/10/2020 
AAA2     1 Oman Confirmed cc1=  .998426 cc2=  .794302 lx=  8.46907 if=  75 il=  98 4/29/2020  n=  23 now=   18198 end=       4765      2274      3697 U=    17.94 T=   92.6 p1= -73.8 p2=   381.9 ed=   134 6/4/2020    x1=  75. x2=  98. y1=   .98 y2=  -.30     
GP: Confirmed Oman 4/29/2020        98   18198     4765    2274     3697    11   134 6/4/2020  
