TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        8215.00000        9.01372
TAB:  US_Illinois_DuPage Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215     8636    3256     7132     6   160 6/30/2020 
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997846 cc2=  .826347 lx=  9.22372 if=  67 il= 100 5/1/2020   n=  33 now=    8215 end=      10134      3256      7132 U=    28.53 T=  103.6 p1=  23.4 p2=    81.1 ed=   170 7/10/2020   x1=  67. x2= 100. y1=  1.28 y2=   .13     
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215    10134    3256     7132     6   170 7/10/2020 
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997771 cc2=  .823693 lx=  9.28372 if=  68 il= 100 5/1/2020   n=  32 now=    8215 end=      10761      3256      7132 U=    29.67 T=  105.3 p1=  31.0 p2=    76.3 ed=   175 7/15/2020   x1=  68. x2= 100. y1=  1.26 y2=   .18     
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215    10761    3256     7132     6   175 7/15/2020 
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997647 cc2=  .820870 lx=  9.33372 if=  69 il= 100 5/1/2020   n=  31 now=    8215 end=      11313      3256      7132 U=    30.35 T=  106.7 p1=  37.7 p2=    72.6 ed=   178 7/18/2020   x1=  69. x2= 100. y1=  1.24 y2=   .22     
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215    11313    3256     7132     6   178 7/18/2020 
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997587 cc2=  .817982 lx=  9.42372 if=  70 il= 100 5/1/2020   n=  30 now=    8215 end=      12378      3256      7132 U=    31.59 T=  109.1 p1=  50.7 p2=    66.4 ed=   183 7/23/2020   x1=  70. x2= 100. y1=  1.24 y2=   .29     
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215    12378    3256     7132     6   183 7/23/2020 
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997720 cc2=  .815145 lx=  9.59372 if=  71 il= 100 5/1/2020   n=  29 now=    8215 end=      14672      3256      7132 U=    34.50 T=  114.1 p1=  78.6 p2=    56.0 ed=   195 8/4/2020    x1=  71. x2= 100. y1=  1.25 y2=   .41     
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215    14672    3256     7132     6   195 8/4/2020  
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997907 cc2=  .812211 lx=  9.82372 if=  72 il= 100 5/1/2020   n=  28 now=    8215 end=      18466      3256      7132 U=    38.24 T=  121.1 p1= 124.8 p2=    44.5 ed=   211 8/20/2020   x1=  72. x2= 100. y1=  1.28 y2=   .55     
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215    18466    3256     7132     6   211 8/20/2020 
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .998352 cc2=  .809370 lx= 10.26372 if=  73 il= 100 5/1/2020   n=  27 now=    8215 end=      28673      3256      7132 U=    46.59 T=  136.2 p1= 249.0 p2=    28.7 ed=   246 9/24/2020   x1=  73. x2= 100. y1=  1.36 y2=   .78     
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215    -        3256     7132     6   246 9/24/2020 
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .998459 cc2=  .806009 lx= 10.65372 if=  74 il= 100 5/1/2020   n=  26 now=    8215 end=      42349      3256      7132 U=    53.59 T=  150.5 p1= 415.5 p2=    19.4 ed=   276 10/24/2020  x1=  74. x2= 100. y1=  1.43 y2=   .94     
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215    -        3256     7132     6   276 10/24/2020
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .998545 cc2=  .802429 lx= 11.01372 if=  75 il= 100 5/1/2020   n=  25 now=    8215 end=      60701      3256      7132 U=    59.88 T=  164.3 p1= 638.9 p2=    13.5 ed=   305 11/22/2020  x1=  75. x2= 100. y1=  1.49 y2=  1.07     
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215    -        3256     7132     6   305 11/22/2020
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .998377 cc2=  .789863 lx= 11.01372 if=  78 il= 100 5/1/2020   n=  22 now=    8215 end=      60701      3256      7132 U=    62.29 T=  166.9 p1= 638.9 p2=    13.5 ed=   313 11/30/2020  x1=  78. x2= 100. y1=  1.43 y2=  1.07     
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215    -        3256     7132     6   313 11/30/2020
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .998149 cc2=  .784948 lx= 11.01372 if=  79 il= 100 5/1/2020   n=  21 now=    8215 end=      60701      3256      7132 U=    62.31 T=  166.9 p1= 638.9 p2=    13.5 ed=   313 11/30/2020  x1=  79. x2= 100. y1=  1.41 y2=  1.07     
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215    -        3256     7132     6   313 11/30/2020
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997882 cc2=  .779664 lx= 11.01372 if=  80 il= 100 5/1/2020   n=  20 now=    8215 end=      60701      3256      7132 U=    61.07 T=  165.6 p1= 638.9 p2=    13.5 ed=   309 11/26/2020  x1=  80. x2= 100. y1=  1.40 y2=  1.07     
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215    -        3256     7132     6   309 11/26/2020
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997602 cc2=  .773995 lx= 11.01372 if=  81 il= 100 5/1/2020   n=  19 now=    8215 end=      60701      3256      7132 U=    62.97 T=  167.6 p1= 638.9 p2=    13.5 ed=   316 12/3/2020   x1=  81. x2= 100. y1=  1.38 y2=  1.07     
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215    -        3256     7132     6   316 12/3/2020 
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997337 cc2=  .767922 lx= 11.01372 if=  82 il= 100 5/1/2020   n=  18 now=    8215 end=      60701      3256      7132 U=    62.34 T=  166.9 p1= 638.9 p2=    13.5 ed=   314 12/1/2020   x1=  82. x2= 100. y1=  1.36 y2=  1.07     
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215    -        3256     7132     6   314 12/1/2020 
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .996955 cc2=  .761253 lx= 11.01372 if=  83 il= 100 5/1/2020   n=  17 now=    8215 end=      60701      3256      7132 U=    62.83 T=  167.4 p1= 638.9 p2=    13.5 ed=   315 12/2/2020   x1=  83. x2= 100. y1=  1.34 y2=  1.07     
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215    -        3256     7132     6   315 12/2/2020 
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .996727 cc2=  .754192 lx= 11.01372 if=  84 il= 100 5/1/2020   n=  16 now=    8215 end=      60701      3256      7132 U=    62.46 T=  167.1 p1= 638.9 p2=    13.5 ed=   314 12/1/2020   x1=  84. x2= 100. y1=  1.33 y2=  1.07     
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215    -        3256     7132     6   314 12/1/2020 
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .996521 cc2=  .746521 lx= 11.01372 if=  85 il= 100 5/1/2020   n=  15 now=    8215 end=      60701      3256      7132 U=    62.05 T=  166.6 p1= 638.9 p2=    13.5 ed=   313 11/30/2020  x1=  85. x2= 100. y1=  1.32 y2=  1.07     
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215    -        3256     7132     6   313 11/30/2020
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .996366 cc2=  .738167 lx= 11.01372 if=  86 il= 100 5/1/2020   n=  14 now=    8215 end=      60701      3256      7132 U=    62.40 T=  167.0 p1= 638.9 p2=    13.5 ed=   314 12/1/2020   x1=  86. x2= 100. y1=  1.30 y2=  1.07     
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215    -        3256     7132     6   314 12/1/2020 
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .996937 cc2=  .729676 lx= 11.01372 if=  87 il= 100 5/1/2020   n=  13 now=    8215 end=      60701      3256      7132 U=    61.83 T=  166.4 p1= 638.9 p2=    13.5 ed=   312 11/29/2020  x1=  87. x2= 100. y1=  1.28 y2=  1.07     
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215    -        3256     7132     6   312 11/29/2020
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .998131 cc2=  .720781 lx= 11.01372 if=  88 il= 100 5/1/2020   n=  12 now=    8215 end=      60701      3256      7132 U=    59.57 T=  164.0 p1= 638.9 p2=    13.5 ed=   304 11/21/2020  x1=  88. x2= 100. y1=  1.27 y2=  1.07     
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215    -        3256     7132     6   304 11/21/2020
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .998656 cc2=  .709981 lx= 11.01372 if=  89 il= 100 5/1/2020   n=  11 now=    8215 end=      60701      3256      7132 U=    57.68 T=  161.9 p1= 638.9 p2=    13.5 ed=   298 11/15/2020  x1=  89. x2= 100. y1=  1.26 y2=  1.07     
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215    -        3256     7132     6   298 11/15/2020
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .998624 cc2=  .697113 lx= 11.01372 if=  90 il= 100 5/1/2020   n=  10 now=    8215 end=      60701      3256      7132 U=    57.30 T=  161.5 p1= 638.9 p2=    13.5 ed=   296 11/13/2020  x1=  90. x2= 100. y1=  1.25 y2=  1.07     
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215    -        3256     7132     6   296 11/13/2020
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .998728 cc2=  .682501 lx= 11.01372 if=  91 il= 100 5/1/2020   n=   9 now=    8215 end=      60701      3256      7132 U=    55.58 T=  159.7 p1= 638.9 p2=    13.5 ed=   290 11/7/2020   x1=  91. x2= 100. y1=  1.24 y2=  1.07     
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215    -        3256     7132     6   290 11/7/2020 
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .998307 cc2=  .664974 lx= 11.01372 if=  92 il= 100 5/1/2020   n=   8 now=    8215 end=      60701      3256      7132 U=    54.33 T=  158.3 p1= 638.9 p2=    13.5 ed=   286 11/3/2020   x1=  92. x2= 100. y1=  1.22 y2=  1.07     
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215    -        3256     7132     6   286 11/3/2020 
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997718 cc2=  .644164 lx= 11.01372 if=  93 il= 100 5/1/2020   n=   7 now=    8215 end=      60701      3256      7132 U=    56.83 T=  161.0 p1= 638.9 p2=    13.5 ed=   295 11/12/2020  x1=  93. x2= 100. y1=  1.20 y2=  1.07     
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215    -        3256     7132     6   295 11/12/2020
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997915 cc2=  .619951 lx= 11.01372 if=  94 il= 100 5/1/2020   n=   6 now=    8215 end=      60701      3256      7132 U=    54.15 T=  158.1 p1= 638.9 p2=    13.5 ed=   285 11/2/2020   x1=  94. x2= 100. y1=  1.18 y2=  1.07     
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215    -        3256     7132     6   285 11/2/2020 
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .996690 cc2=  .588442 lx= 11.01372 if=  95 il= 100 5/1/2020   n=   5 now=    8215 end=      60701      3256      7132 U=    53.38 T=  157.3 p1= 638.9 p2=    13.5 ed=   283 10/31/2020  x1=  95. x2= 100. y1=  1.17 y2=  1.07     
GP: Confirmed US_Illinois_DuPage 5/1/2020        100    8215    -        3256     7132     6   283 10/31/2020
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .991579 cc2=  .850158 lx=  8.58372 if=  52 il= 101 5/2/2020   n=  49 now=    8215 end=       5343      3432      7739 U=    16.53 T=   87.5 p1= -35.0 p2=   153.8 ed=   126 5/27/2020   x1=  52. x2= 101. y1=  2.15 y2=  -.81     
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215     5343    3432     7739     6   126 5/27/2020 
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .991961 cc2=  .849104 lx=  8.62372 if=  53 il= 101 5/2/2020   n=  48 now=    8215 end=       5562      3432      7739 U=    16.65 T=   88.9 p1= -32.3 p2=   147.7 ed=   128 5/29/2020   x1=  53. x2= 101. y1=  2.15 y2=  -.73     
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215     5562    3432     7739     6   128 5/29/2020 
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .993554 cc2=  .849217 lx=  8.70372 if=  54 il= 101 5/2/2020   n=  47 now=    8215 end=       6025      3432      7739 U=    17.16 T=   91.1 p1= -26.7 p2=   136.3 ed=   131 6/1/2020    x1=  54. x2= 101. y1=  2.16 y2=  -.57     
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215     6025    3432     7739     6   131 6/1/2020  
AAA1     1 US_Illinois_DuPage Confirmed cc1=  .998156 cc2=  .852291 lx=  8.95372 if=  55 il= 101 5/2/2020   n=  46 now=    8215 end=       7736      3432      7739 U=    23.63 T=   96.1 p1=  -5.8 p2=   106.2 ed=   151 6/21/2020   x1=  55. x2= 101. y1=  1.74 y2=  -.21 BEST
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .998156 cc2=  .852291 lx=  8.94872 if=  55 il= 101 5/2/2020   n=  46 now=    8215 end=       7736      3432      7739 U=    23.63 T=   96.1 p1=  -5.8 p2=   106.2 ed=   151 6/21/2020   x1=  55. x2= 101. y1=  1.74 y2=  -.21 BEST
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215     7736    3432     7739     6   151 6/21/2020 
AAA1     1 US_Illinois_DuPage Confirmed cc1=  .998080 cc2=  .850638 lx=  8.96372 if=  56 il= 101 5/2/2020   n=  45 now=    8215 end=       7814      3432      7739 U=    24.52 T=   96.2 p1=  -4.9 p2=   105.1 ed=   154 6/24/2020   x1=  56. x2= 101. y1=  1.64 y2=  -.20 BEST
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .998080 cc2=  .850638 lx=  8.96672 if=  56 il= 101 5/2/2020   n=  45 now=    8215 end=       7814      3432      7739 U=    24.52 T=   96.2 p1=  -4.9 p2=   105.1 ed=   154 6/24/2020   x1=  56. x2= 101. y1=  1.64 y2=  -.20 BEST
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215     7814    3432     7739     6   154 6/24/2020 
AAA1     1 US_Illinois_DuPage Confirmed cc1=  .997976 cc2=  .848905 lx=  8.95372 if=  57 il= 101 5/2/2020   n=  44 now=    8215 end=       7736      3432      7739 U=    24.31 T=   96.0 p1=  -5.8 p2=   106.2 ed=   153 6/23/2020   x1=  57. x2= 101. y1=  1.60 y2=  -.21 BEST
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997976 cc2=  .848905 lx=  8.95472 if=  57 il= 101 5/2/2020   n=  44 now=    8215 end=       7736      3432      7739 U=    24.31 T=   96.0 p1=  -5.8 p2=   106.2 ed=   153 6/23/2020   x1=  57. x2= 101. y1=  1.60 y2=  -.21 BEST
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215     7736    3432     7739     6   153 6/23/2020 
AAA1     1 US_Illinois_DuPage Confirmed cc1=  .997863 cc2=  .847108 lx=  8.94372 if=  58 il= 101 5/2/2020   n=  43 now=    8215 end=       7659      3432      7739 U=    23.63 T=   95.8 p1=  -6.8 p2=   107.3 ed=   151 6/21/2020   x1=  58. x2= 101. y1=  1.60 y2=  -.22 BEST
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997863 cc2=  .847108 lx=  8.94372 if=  58 il= 101 5/2/2020   n=  43 now=    8215 end=       7659      3432      7739 U=    23.63 T=   95.8 p1=  -6.8 p2=   107.3 ed=   151 6/21/2020   x1=  58. x2= 101. y1=  1.60 y2=  -.22 BEST
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215     7659    3432     7739     6   151 6/21/2020 
AAA1     1 US_Illinois_DuPage Confirmed cc1=  .997720 cc2=  .845221 lx=  8.95372 if=  59 il= 101 5/2/2020   n=  42 now=    8215 end=       7736      3432      7739 U=    23.71 T=   96.1 p1=  -5.8 p2=   106.2 ed=   152 6/22/2020   x1=  59. x2= 101. y1=  1.56 y2=  -.21 BEST
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997720 cc2=  .845221 lx=  8.95072 if=  59 il= 101 5/2/2020   n=  42 now=    8215 end=       7736      3432      7739 U=    23.71 T=   96.1 p1=  -5.8 p2=   106.2 ed=   152 6/22/2020   x1=  59. x2= 101. y1=  1.56 y2=  -.21 BEST
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215     7736    3432     7739     6   152 6/22/2020 
AAA1     1 US_Illinois_DuPage Confirmed cc1=  .997571 cc2=  .843267 lx=  8.96372 if=  60 il= 101 5/2/2020   n=  41 now=    8215 end=       7814      3432      7739 U=    23.84 T=   96.4 p1=  -4.9 p2=   105.1 ed=   152 6/22/2020   x1=  60. x2= 101. y1=  1.52 y2=  -.20 BEST
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997571 cc2=  .843267 lx=  8.96172 if=  60 il= 101 5/2/2020   n=  41 now=    8215 end=       7814      3432      7739 U=    23.84 T=   96.4 p1=  -4.9 p2=   105.1 ed=   152 6/22/2020   x1=  60. x2= 101. y1=  1.52 y2=  -.20 BEST
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215     7814    3432     7739     6   152 6/22/2020 
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997410 cc2=  .841237 lx=  8.97372 if=  61 il= 101 5/2/2020   n=  40 now=    8215 end=       7892      3432      7739 U=    23.97 T=   96.6 p1=  -3.9 p2=   104.1 ed=   153 6/23/2020   x1=  61. x2= 101. y1=  1.49 y2=  -.18     
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215     7892    3432     7739     6   153 6/23/2020 
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997240 cc2=  .839126 lx=  8.98372 if=  62 il= 101 5/2/2020   n=  39 now=    8215 end=       7972      3432      7739 U=    23.77 T=   96.9 p1=  -3.0 p2=   103.0 ed=   153 6/23/2020   x1=  62. x2= 101. y1=  1.47 y2=  -.17     
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215     7972    3432     7739     6   153 6/23/2020 
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997182 cc2=  .837054 lx=  9.02372 if=  63 il= 101 5/2/2020   n=  38 now=    8215 end=       8297      3432      7739 U=    24.56 T=   97.9 p1=   1.0 p2=    99.0 ed=   155 6/25/2020   x1=  63. x2= 101. y1=  1.42 y2=  -.12     
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215     8297    3432     7739     6   155 6/25/2020 
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997063 cc2=  .834842 lx=  9.06372 if=  64 il= 101 5/2/2020   n=  37 now=    8215 end=       8636      3432      7739 U=    24.46 T=   99.0 p1=   5.1 p2=    95.1 ed=   156 6/26/2020   x1=  64. x2= 101. y1=  1.43 y2=  -.08     
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215     8636    3432     7739     6   156 6/26/2020 
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997493 cc2=  .833094 lx=  9.17372 if=  65 il= 101 5/2/2020   n=  36 now=    8215 end=       9640      3432      7739 U=    27.20 T=  101.9 p1=  17.3 p2=    85.2 ed=   166 7/6/2020    x1=  65. x2= 101. y1=  1.36 y2=   .03     
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215     9640    3432     7739     6   166 7/6/2020  
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997742 cc2=  .828712 lx=  9.35372 if=  67 il= 101 5/2/2020   n=  34 now=    8215 end=      11541      3432      7739 U=    30.19 T=  106.8 p1=  40.5 p2=    71.2 ed=   178 7/18/2020   x1=  67. x2= 101. y1=  1.32 y2=   .19     
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215    11541    3432     7739     6   178 7/18/2020 
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997684 cc2=  .826185 lx=  9.42372 if=  68 il= 101 5/2/2020   n=  33 now=    8215 end=      12378      3432      7739 U=    31.51 T=  108.8 p1=  50.7 p2=    66.4 ed=   183 7/23/2020   x1=  68. x2= 101. y1=  1.30 y2=   .25     
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215    12378    3432     7739     6   183 7/23/2020 
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997576 cc2=  .823499 lx=  9.48372 if=  69 il= 101 5/2/2020   n=  32 now=    8215 end=      13143      3432      7739 U=    32.37 T=  110.5 p1=  60.0 p2=    62.5 ed=   186 7/26/2020   x1=  69. x2= 101. y1=  1.28 y2=   .29     
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215    13143    3432     7739     6   186 7/26/2020 
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997538 cc2=  .820762 lx=  9.59372 if=  70 il= 101 5/2/2020   n=  31 now=    8215 end=      14672      3432      7739 U=    33.93 T=  113.7 p1=  78.6 p2=    56.0 ed=   193 8/2/2020    x1=  70. x2= 101. y1=  1.29 y2=   .37     
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215    14672    3432     7739     6   193 8/2/2020  
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997696 cc2=  .818091 lx=  9.78372 if=  71 il= 101 5/2/2020   n=  30 now=    8215 end=      17742      3432      7739 U=    37.21 T=  119.5 p1= 116.0 p2=    46.3 ed=   207 8/16/2020   x1=  71. x2= 101. y1=  1.30 y2=   .50     
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215    17742    3432     7739     6   207 8/16/2020 
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997907 cc2=  .815333 lx= 10.04372 if=  72 il= 101 5/2/2020   n=  29 now=    8215 end=      23010      3432      7739 U=    41.47 T=  127.7 p1= 180.1 p2=    35.7 ed=   225 9/3/2020    x1=  72. x2= 101. y1=  1.34 y2=   .64     
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215    23010    3432     7739     6   225 9/3/2020  
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .998368 cc2=  .812673 lx= 10.55372 if=  73 il= 101 5/2/2020   n=  28 now=    8215 end=      38319      3432      7739 U=    51.10 T=  146.0 p1= 366.5 p2=    21.4 ed=   266 10/14/2020  x1=  73. x2= 101. y1=  1.43 y2=   .88     
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215    -        3432     7739     6   266 10/14/2020
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .998495 cc2=  .809513 lx= 11.01372 if=  74 il= 101 5/2/2020   n=  27 now=    8215 end=      60701      3432      7739 U=    59.36 T=  163.6 p1= 638.9 p2=    13.5 ed=   303 11/20/2020  x1=  74. x2= 101. y1=  1.51 y2=  1.06     
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215    -        3432     7739     6   303 11/20/2020
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .998556 cc2=  .806106 lx= 11.01372 if=  75 il= 101 5/2/2020   n=  26 now=    8215 end=      60701      3432      7739 U=    59.68 T=  164.0 p1= 638.9 p2=    13.5 ed=   304 11/21/2020  x1=  75. x2= 101. y1=  1.49 y2=  1.06     
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215    -        3432     7739     6   304 11/21/2020
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .998289 cc2=  .794165 lx= 11.01372 if=  78 il= 101 5/2/2020   n=  23 now=    8215 end=      60701      3432      7739 U=    61.94 T=  166.4 p1= 638.9 p2=    13.5 ed=   312 11/29/2020  x1=  78. x2= 101. y1=  1.43 y2=  1.06     
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215    -        3432     7739     6   312 11/29/2020
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .998068 cc2=  .789554 lx= 11.01372 if=  79 il= 101 5/2/2020   n=  22 now=    8215 end=      60701      3432      7739 U=    61.94 T=  166.4 p1= 638.9 p2=    13.5 ed=   312 11/29/2020  x1=  79. x2= 101. y1=  1.41 y2=  1.06     
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215    -        3432     7739     6   312 11/29/2020
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997817 cc2=  .784616 lx= 11.01372 if=  80 il= 101 5/2/2020   n=  21 now=    8215 end=      60701      3432      7739 U=    60.75 T=  165.1 p1= 638.9 p2=    13.5 ed=   308 11/25/2020  x1=  80. x2= 101. y1=  1.40 y2=  1.06     
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215    -        3432     7739     6   308 11/25/2020
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997511 cc2=  .779293 lx= 11.01372 if=  81 il= 101 5/2/2020   n=  20 now=    8215 end=      60701      3432      7739 U=    62.52 T=  167.0 p1= 638.9 p2=    13.5 ed=   314 12/1/2020   x1=  81. x2= 101. y1=  1.38 y2=  1.06     
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215    -        3432     7739     6   314 12/1/2020 
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .997287 cc2=  .773680 lx= 11.01372 if=  82 il= 101 5/2/2020   n=  19 now=    8215 end=      60701      3432      7739 U=    61.91 T=  166.3 p1= 638.9 p2=    13.5 ed=   312 11/29/2020  x1=  82. x2= 101. y1=  1.36 y2=  1.06     
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215    -        3432     7739     6   312 11/29/2020
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .996958 cc2=  .767542 lx= 11.01372 if=  83 il= 101 5/2/2020   n=  18 now=    8215 end=      60701      3432      7739 U=    62.34 T=  166.8 p1= 638.9 p2=    13.5 ed=   313 11/30/2020  x1=  83. x2= 101. y1=  1.34 y2=  1.06     
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215    -        3432     7739     6   313 11/30/2020
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .996802 cc2=  .761100 lx= 11.01372 if=  84 il= 101 5/2/2020   n=  17 now=    8215 end=      60701      3432      7739 U=    61.97 T=  166.4 p1= 638.9 p2=    13.5 ed=   312 11/29/2020  x1=  84. x2= 101. y1=  1.33 y2=  1.06     
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215    -        3432     7739     6   312 11/29/2020
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .996683 cc2=  .754147 lx= 11.01372 if=  85 il= 101 5/2/2020   n=  16 now=    8215 end=      60701      3432      7739 U=    61.56 T=  166.0 p1= 638.9 p2=    13.5 ed=   311 11/28/2020  x1=  85. x2= 101. y1=  1.32 y2=  1.06     
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215    -        3432     7739     6   311 11/28/2020
AAA2     1 US_Illinois_DuPage Confirmed cc1=  .996627 cc2=  .746627 lx= 11.01372 if=  86 il= 101 5/2/2020   n=  15 now=    8215 end=      60701      3432      7739 U=    61.85 T=  166.3 p1= 638.9 p2=    13.5 ed=   312 11/29/2020  x1=  86. x2= 101. y1=  1.30 y2=  1.06     
GP: Confirmed US_Illinois_DuPage 5/2/2020        101    8215    -        3432     7739     6   312 11/29/2020
