TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020      739503.00000       13.51373
TAB:  Brazil Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 Brazil Confirmed cc1=  .986428 cc2=  .777914 lx= 15.51373 if=  35 il=  57 3/19/2020  n=  22 now=  739503 end=    5464228       621     13660 U=    41.09 T=  147.7 p1= 638.9 p2=    13.5 ed=   244 9/22/2020   x1=  35. x2=  57. y1=  2.74 y2=  2.21     
GP: Confirmed Brazil 3/19/2020        57  739503    -         621    13660     2   244 9/22/2020 
AAA2     1 Brazil Confirmed cc1=  .988636 cc2=  .775435 lx= 15.51373 if=  36 il=  57 3/19/2020  n=  21 now=  739503 end=    5464228       621     13660 U=    39.22 T=  143.5 p1= 638.9 p2=    13.5 ed=   236 9/14/2020   x1=  36. x2=  57. y1=  2.74 y2=  2.21     
GP: Confirmed Brazil 3/19/2020        57  739503    -         621    13660     2   236 9/14/2020 
AAA2     1 Brazil Confirmed cc1=  .989561 cc2=  .771343 lx= 15.51373 if=  37 il=  57 3/19/2020  n=  20 now=  739503 end=    5464228       621     13660 U=    37.36 T=  139.4 p1= 638.9 p2=    13.5 ed=   227 9/5/2020    x1=  37. x2=  57. y1=  2.74 y2=  2.21     
GP: Confirmed Brazil 3/19/2020        57  739503    -         621    13660     2   227 9/5/2020  
AAA2     1 Brazil Confirmed cc1=  .989091 cc2=  .765484 lx= 15.51373 if=  38 il=  57 3/19/2020  n=  19 now=  739503 end=    5464228       621     13660 U=    38.80 T=  142.6 p1= 638.9 p2=    13.5 ed=   234 9/12/2020   x1=  38. x2=  57. y1=  2.70 y2=  2.21     
GP: Confirmed Brazil 3/19/2020        57  739503    -         621    13660     2   234 9/12/2020 
AAA2     1 Brazil Confirmed cc1=  .991390 cc2=  .761974 lx= 15.51373 if=  39 il=  57 3/19/2020  n=  18 now=  739503 end=    5464228       621     13660 U=    36.76 T=  138.1 p1= 638.9 p2=    13.5 ed=   224 9/2/2020    x1=  39. x2=  57. y1=  2.70 y2=  2.21     
GP: Confirmed Brazil 3/19/2020        57  739503    -         621    13660     2   224 9/2/2020  
AAA2     1 Brazil Confirmed cc1=  .992023 cc2=  .756321 lx= 15.51373 if=  40 il=  57 3/19/2020  n=  17 now=  739503 end=    5464228       621     13660 U=    34.72 T=  133.6 p1= 638.9 p2=    13.5 ed=   215 8/24/2020   x1=  40. x2=  57. y1=  2.70 y2=  2.21     
GP: Confirmed Brazil 3/19/2020        57  739503    -         621    13660     2   215 8/24/2020 
AAA2     1 Brazil Confirmed cc1=  .991022 cc2=  .748486 lx= 14.89373 if=  41 il=  57 3/19/2020  n=  16 now=  739503 end=    2939451       621     13660 U=    30.91 T=  123.0 p1= 297.5 p2=    25.2 ed=   195 8/4/2020    x1=  41. x2=  57. y1=  2.65 y2=  2.14     
GP: Confirmed Brazil 3/19/2020        57  739503    -         621    13660     2   195 8/4/2020  
AAA2     1 Brazil Confirmed cc1=  .989380 cc2=  .739380 lx= 15.51373 if=  42 il=  57 3/19/2020  n=  15 now=  739503 end=    5464228       621     13660 U=    33.95 T=  131.9 p1= 638.9 p2=    13.5 ed=   212 8/21/2020   x1=  42. x2=  57. y1=  2.65 y2=  2.21     
GP: Confirmed Brazil 3/19/2020        57  739503    -         621    13660     2   212 8/21/2020 
AAA2     1 Brazil Confirmed cc1=  .987235 cc2=  .729036 lx= 15.38373 if=  43 il=  57 3/19/2020  n=  14 now=  739503 end=    4798114       621     13660 U=    31.32 T=  125.7 p1= 548.8 p2=    15.4 ed=   199 8/8/2020    x1=  43. x2=  57. y1=  2.64 y2=  2.19     
GP: Confirmed Brazil 3/19/2020        57  739503    -         621    13660     2   199 8/8/2020  
AAA2     1 Brazil Confirmed cc1=  .985700 cc2=  .718438 lx= 15.51373 if=  44 il=  57 3/19/2020  n=  13 now=  739503 end=    5464228       621     13660 U=    36.65 T=  137.9 p1= 638.9 p2=    13.5 ed=   224 9/2/2020    x1=  44. x2=  57. y1=  2.56 y2=  2.21     
GP: Confirmed Brazil 3/19/2020        57  739503    -         621    13660     2   224 9/2/2020  
AAA2     1 Brazil Confirmed cc1=  .986272 cc2=  .708921 lx= 15.51373 if=  45 il=  57 3/19/2020  n=  12 now=  739503 end=    5464228       621     13660 U=    33.83 T=  131.7 p1= 638.9 p2=    13.5 ed=   211 8/20/2020   x1=  45. x2=  57. y1=  2.56 y2=  2.21     
GP: Confirmed Brazil 3/19/2020        57  739503    -         621    13660     2   211 8/20/2020 
AAA2     1 Brazil Confirmed cc1=  .983153 cc2=  .694478 lx= 15.51373 if=  46 il=  57 3/19/2020  n=  11 now=  739503 end=    5464228       621     13660 U=    34.29 T=  132.6 p1= 638.9 p2=    13.5 ed=   213 8/22/2020   x1=  46. x2=  57. y1=  2.53 y2=  2.21     
GP: Confirmed Brazil 3/19/2020        57  739503    -         621    13660     2   213 8/22/2020 
AAA2     1 Brazil Confirmed cc1=  .980624 cc2=  .679113 lx= 12.34373 if=  47 il=  57 3/19/2020  n=  10 now=  739503 end=     229517       621     13660 U=    23.04 T=   98.0 p1= -69.0 p2=   322.2 ed=   152 6/22/2020   x1=  47. x2=  57. y1=  2.21 y2=  1.78     
GP: Confirmed Brazil 3/19/2020        57  739503   229517     621    13660     2   152 6/22/2020 
AAA2     1 Brazil Confirmed cc1=  .976498 cc2=  .660270 lx= 10.22373 if=  48 il=  57 3/19/2020  n=   9 now=  739503 end=      27549       621     13660 U=    15.45 T=   77.6 p1= -96.3 p2=  2684.3 ed=   114 5/15/2020   x1=  48. x2=  57. y1=  1.92 y2=  1.33     
GP: Confirmed Brazil 3/19/2020        57  739503    27549     621    13660     2   114 5/15/2020 
AAA1     1 Brazil Confirmed cc1=  .968791 cc2=  .635458 lx=  9.51373 if=  49 il=  57 3/19/2020  n=   8 now=  739503 end=      13544       621     13660 U=    12.40 T=   71.0 p1= -98.2 p2=  5460.0 ed=   100 5/1/2020    x1=  49. x2=  57. y1=  1.77 y2=  1.13 BEST
AAA2     1 Brazil Confirmed cc1=  .968799 cc2=  .635458 lx=  9.41373 if=  49 il=  57 3/19/2020  n=   8 now=  739503 end=      13544       621     13660 U=    12.40 T=   71.0 p1= -98.2 p2=  5460.0 ed=   100 5/1/2020    x1=  49. x2=  57. y1=  1.77 y2=  1.13 BEST
GP: Confirmed Brazil 3/19/2020        57  739503    13544     621    13660     2   100 5/1/2020  
AAA1     1 Brazil Confirmed cc1=  .955184 cc2=  .601631 lx=  9.58373 if=  50 il=  57 3/19/2020  n=   7 now=  739503 end=      14526       621     13660 U=    12.06 T=   70.8 p1= -98.0 p2=  5090.9 ed=    99 4/30/2020   x1=  50. x2=  57. y1=  1.73 y2=  1.15 BEST
AAA2     1 Brazil Confirmed cc1=  .955184 cc2=  .601631 lx=  9.58473 if=  50 il=  57 3/19/2020  n=   7 now=  739503 end=      14526       621     13660 U=    12.06 T=   70.8 p1= -98.0 p2=  5090.9 ed=    99 4/30/2020   x1=  50. x2=  57. y1=  1.73 y2=  1.15 BEST
GP: Confirmed Brazil 3/19/2020        57  739503    14526     621    13660     2    99 4/30/2020 
AAA2     1 Brazil Confirmed cc1=  .944788 cc2=  .566823 lx= 15.51373 if=  51 il=  57 3/19/2020  n=   6 now=  739503 end=    5464228       621     13660 U=    41.47 T=  148.5 p1= 638.9 p2=    13.5 ed=   246 9/24/2020   x1=  51. x2=  57. y1=  2.35 y2=  2.21     
GP: Confirmed Brazil 3/19/2020        57  739503    -         621    13660     2   246 9/24/2020 
AAA2     1 Brazil Confirmed cc1=  .967703 cc2=  .559455 lx= 15.51373 if=  52 il=  57 3/19/2020  n=   5 now=  739503 end=    5464228       621     13660 U=    35.31 T=  134.9 p1= 638.9 p2=    13.5 ed=   218 8/27/2020   x1=  52. x2=  57. y1=  2.35 y2=  2.21     
GP: Confirmed Brazil 3/19/2020        57  739503    -         621    13660     2   218 8/27/2020 
AAA2     1 Brazil Confirmed cc1=  .987598 cc2=  .783474 lx= 15.51373 if=  35 il=  58 3/20/2020  n=  23 now=  739503 end=    5464228       793     40981 U=    40.88 T=  147.1 p1= 638.9 p2=    13.5 ed=   243 9/21/2020   x1=  35. x2=  58. y1=  2.74 y2=  2.18     
GP: Confirmed Brazil 3/20/2020        58  739503    -         793    40981     2   243 9/21/2020 
AAA2     1 Brazil Confirmed cc1=  .989703 cc2=  .781189 lx= 15.51373 if=  36 il=  58 3/20/2020  n=  22 now=  739503 end=    5464228       793     40981 U=    39.10 T=  143.2 p1= 638.9 p2=    13.5 ed=   235 9/13/2020   x1=  36. x2=  58. y1=  2.74 y2=  2.18     
GP: Confirmed Brazil 3/20/2020        58  739503    -         793    40981     2   235 9/13/2020 
AAA2     1 Brazil Confirmed cc1=  .990654 cc2=  .777453 lx= 15.51373 if=  37 il=  58 3/20/2020  n=  21 now=  739503 end=    5464228       793     40981 U=    37.32 T=  139.3 p1= 638.9 p2=    13.5 ed=   227 9/5/2020    x1=  37. x2=  58. y1=  2.74 y2=  2.18     
GP: Confirmed Brazil 3/20/2020        58  739503    -         793    40981     2   227 9/5/2020  
AAA2     1 Brazil Confirmed cc1=  .990364 cc2=  .772146 lx= 15.51373 if=  38 il=  58 3/20/2020  n=  20 now=  739503 end=    5464228       793     40981 U=    38.69 T=  142.3 p1= 638.9 p2=    13.5 ed=   233 9/11/2020   x1=  38. x2=  58. y1=  2.70 y2=  2.18     
GP: Confirmed Brazil 3/20/2020        58  739503    -         793    40981     2   233 9/11/2020 
AAA2     1 Brazil Confirmed cc1=  .992492 cc2=  .768886 lx= 15.51373 if=  39 il=  58 3/20/2020  n=  19 now=  739503 end=    5464228       793     40981 U=    36.75 T=  138.1 p1= 638.9 p2=    13.5 ed=   224 9/2/2020    x1=  39. x2=  58. y1=  2.70 y2=  2.18     
GP: Confirmed Brazil 3/20/2020        58  739503    -         793    40981     2   224 9/2/2020  
AAA2     1 Brazil Confirmed cc1=  .993150 cc2=  .763734 lx= 15.51373 if=  40 il=  58 3/20/2020  n=  18 now=  739503 end=    5464228       793     40981 U=    34.82 T=  133.9 p1= 638.9 p2=    13.5 ed=   216 8/25/2020   x1=  40. x2=  58. y1=  2.70 y2=  2.18     
GP: Confirmed Brazil 3/20/2020        58  739503    -         793    40981     2   216 8/25/2020 
AAA2     1 Brazil Confirmed cc1=  .992388 cc2=  .756686 lx= 15.51373 if=  41 il=  58 3/20/2020  n=  17 now=  739503 end=    5464228       793     40981 U=    32.88 T=  129.7 p1= 638.9 p2=    13.5 ed=   207 8/16/2020   x1=  41. x2=  58. y1=  2.70 y2=  2.18     
GP: Confirmed Brazil 3/20/2020        58  739503    -         793    40981     2   207 8/16/2020 
AAA2     1 Brazil Confirmed cc1=  .991072 cc2=  .748537 lx= 15.51373 if=  42 il=  58 3/20/2020  n=  16 now=  739503 end=    5464228       793     40981 U=    34.11 T=  132.3 p1= 638.9 p2=    13.5 ed=   212 8/21/2020   x1=  42. x2=  58. y1=  2.65 y2=  2.18     
GP: Confirmed Brazil 3/20/2020        58  739503    -         793    40981     2   212 8/21/2020 
AAA2     1 Brazil Confirmed cc1=  .989424 cc2=  .739424 lx= 15.51373 if=  43 il=  58 3/20/2020  n=  15 now=  739503 end=    5464228       793     40981 U=    31.98 T=  127.7 p1= 638.9 p2=    13.5 ed=   203 8/12/2020   x1=  43. x2=  58. y1=  2.65 y2=  2.18     
GP: Confirmed Brazil 3/20/2020        58  739503    -         793    40981     2   203 8/12/2020 
AAA2     1 Brazil Confirmed cc1=  .988167 cc2=  .729968 lx= 15.51373 if=  44 il=  58 3/20/2020  n=  14 now=  739503 end=    5464228       793     40981 U=    36.65 T=  137.9 p1= 638.9 p2=    13.5 ed=   224 9/2/2020    x1=  44. x2=  58. y1=  2.56 y2=  2.18     
GP: Confirmed Brazil 3/20/2020        58  739503    -         793    40981     2   224 9/2/2020  
AAA2     1 Brazil Confirmed cc1=  .988934 cc2=  .721672 lx= 15.51373 if=  45 il=  58 3/20/2020  n=  13 now=  739503 end=    5464228       793     40981 U=    34.04 T=  132.2 p1= 638.9 p2=    13.5 ed=   212 8/21/2020   x1=  45. x2=  58. y1=  2.56 y2=  2.18     
GP: Confirmed Brazil 3/20/2020        58  739503    -         793    40981     2   212 8/21/2020 
AAA2     1 Brazil Confirmed cc1=  .986730 cc2=  .709380 lx= 15.51373 if=  46 il=  58 3/20/2020  n=  12 now=  739503 end=    5464228       793     40981 U=    34.47 T=  133.1 p1= 638.9 p2=    13.5 ed=   214 8/23/2020   x1=  46. x2=  58. y1=  2.53 y2=  2.18     
GP: Confirmed Brazil 3/20/2020        58  739503    -         793    40981     2   214 8/23/2020 
AAA2     1 Brazil Confirmed cc1=  .985046 cc2=  .696371 lx= 13.68373 if=  47 il=  58 3/20/2020  n=  11 now=  739503 end=     876536       793     40981 U=    27.43 T=  111.4 p1=  18.5 p2=    84.4 ed=   176 7/16/2020   x1=  47. x2=  58. y1=  2.35 y2=  1.95     
GP: Confirmed Brazil 3/20/2020        58  739503   876536     793    40981     2   176 7/16/2020 
AAA2     1 Brazil Confirmed cc1=  .982159 cc2=  .680648 lx= 11.33373 if=  48 il=  58 3/20/2020  n=  10 now=  739503 end=      83594       793     40981 U=    18.93 T=   87.1 p1= -88.7 p2=   884.6 ed=   131 6/1/2020    x1=  48. x2=  58. y1=  2.07 y2=  1.54     
GP: Confirmed Brazil 3/20/2020        58  739503    83594     793    40981     2   131 6/1/2020  
AAA1     1 Brazil Confirmed cc1=  .976906 cc2=  .660678 lx= 10.35373 if=  49 il=  58 3/20/2020  n=   9 now=  739503 end=      31373       793     40981 U=    14.95 T=   77.5 p1= -95.8 p2=  2357.1 ed=   112 5/13/2020   x1=  49. x2=  58. y1=  1.90 y2=  1.30 BEST
AAA2     1 Brazil Confirmed cc1=  .976906 cc2=  .660678 lx= 10.34873 if=  49 il=  58 3/20/2020  n=   9 now=  739503 end=      31373       793     40981 U=    14.95 T=   77.5 p1= -95.8 p2=  2357.1 ed=   112 5/13/2020   x1=  49. x2=  58. y1=  1.90 y2=  1.30 BEST
GP: Confirmed Brazil 3/20/2020        58  739503    31373     793    40981     2   112 5/13/2020 
AAA1     1 Brazil Confirmed cc1=  .968211 cc2=  .634878 lx= 10.78373 if=  50 il=  58 3/20/2020  n=   8 now=  739503 end=      48229       793     40981 U=    15.72 T=   80.2 p1= -93.5 p2=  1533.3 ed=   117 5/18/2020   x1=  50. x2=  58. y1=  1.92 y2=  1.41 BEST
AAA2     1 Brazil Confirmed cc1=  .968211 cc2=  .634878 lx= 10.78373 if=  50 il=  58 3/20/2020  n=   8 now=  739503 end=      48229       793     40981 U=    15.72 T=   80.2 p1= -93.5 p2=  1533.3 ed=   117 5/18/2020   x1=  50. x2=  58. y1=  1.92 y2=  1.41 BEST
GP: Confirmed Brazil 3/20/2020        58  739503    48229     793    40981     2   117 5/18/2020 
AAA2     1 Brazil Confirmed cc1=  .961739 cc2=  .608186 lx= 15.51373 if=  51 il=  58 3/20/2020  n=   7 now=  739503 end=    5464228       793     40981 U=    40.70 T=  146.7 p1= 638.9 p2=    13.5 ed=   242 9/20/2020   x1=  51. x2=  58. y1=  2.35 y2=  2.18     
GP: Confirmed Brazil 3/20/2020        58  739503    -         793    40981     2   242 9/20/2020 
AAA2     1 Brazil Confirmed cc1=  .979463 cc2=  .601499 lx= 15.51373 if=  52 il=  58 3/20/2020  n=   6 now=  739503 end=    5464228       793     40981 U=    35.53 T=  135.4 p1= 638.9 p2=    13.5 ed=   219 8/28/2020   x1=  52. x2=  58. y1=  2.35 y2=  2.18     
GP: Confirmed Brazil 3/20/2020        58  739503    -         793    40981     2   219 8/28/2020 
AAA2     1 Brazil Confirmed cc1=  .991301 cc2=  .583053 lx= 15.51373 if=  53 il=  58 3/20/2020  n=   5 now=  739503 end=    5464228       793     40981 U=    30.25 T=  123.9 p1= 638.9 p2=    13.5 ed=   195 8/4/2020    x1=  53. x2=  58. y1=  2.34 y2=  2.18     
GP: Confirmed Brazil 3/20/2020        58  739503    -         793    40981     2   195 8/4/2020  
AAA2     1 Brazil Confirmed cc1=  .988691 cc2=  .788691 lx= 15.51373 if=  35 il=  59 3/21/2020  n=  24 now=  739503 end=    5464228      1021     13660 U=    40.56 T=  146.2 p1= 638.9 p2=    13.5 ed=   241 9/19/2020   x1=  35. x2=  59. y1=  2.74 y2=  2.15     
GP: Confirmed Brazil 3/21/2020        59  739503    -        1021    13660     1   241 9/19/2020 
AAA2     1 Brazil Confirmed cc1=  .990687 cc2=  .786563 lx= 15.51373 if=  36 il=  59 3/21/2020  n=  23 now=  739503 end=    5464228      1021     13660 U=    38.87 T=  142.6 p1= 638.9 p2=    13.5 ed=   234 9/12/2020   x1=  36. x2=  59. y1=  2.74 y2=  2.15     
GP: Confirmed Brazil 3/21/2020        59  739503    -        1021    13660     1   234 9/12/2020 
AAA2     1 Brazil Confirmed cc1=  .991638 cc2=  .783124 lx= 15.51373 if=  37 il=  59 3/21/2020  n=  22 now=  739503 end=    5464228      1021     13660 U=    37.18 T=  138.9 p1= 638.9 p2=    13.5 ed=   226 9/4/2020    x1=  37. x2=  59. y1=  2.74 y2=  2.15     
GP: Confirmed Brazil 3/21/2020        59  739503    -        1021    13660     1   226 9/4/2020  
AAA2     1 Brazil Confirmed cc1=  .991481 cc2=  .778280 lx= 15.51373 if=  38 il=  59 3/21/2020  n=  21 now=  739503 end=    5464228      1021     13660 U=    38.46 T=  141.7 p1= 638.9 p2=    13.5 ed=   232 9/10/2020   x1=  38. x2=  59. y1=  2.70 y2=  2.15     
GP: Confirmed Brazil 3/21/2020        59  739503    -        1021    13660     1   232 9/10/2020 
AAA2     1 Brazil Confirmed cc1=  .993441 cc2=  .775223 lx= 15.51373 if=  39 il=  59 3/21/2020  n=  20 now=  739503 end=    5464228      1021     13660 U=    36.63 T=  137.8 p1= 638.9 p2=    13.5 ed=   224 9/2/2020    x1=  39. x2=  59. y1=  2.70 y2=  2.15     
GP: Confirmed Brazil 3/21/2020        59  739503    -        1021    13660     1   224 9/2/2020  
AAA2     1 Brazil Confirmed cc1=  .994094 cc2=  .770487 lx= 15.51373 if=  40 il=  59 3/21/2020  n=  19 now=  739503 end=    5464228      1021     13660 U=    34.80 T=  133.8 p1= 638.9 p2=    13.5 ed=   215 8/24/2020   x1=  40. x2=  59. y1=  2.70 y2=  2.15     
GP: Confirmed Brazil 3/21/2020        59  739503    -        1021    13660     1   215 8/24/2020 
AAA2     1 Brazil Confirmed cc1=  .993512 cc2=  .764096 lx= 15.51373 if=  41 il=  59 3/21/2020  n=  18 now=  739503 end=    5464228      1021     13660 U=    32.97 T=  129.9 p1= 638.9 p2=    13.5 ed=   207 8/16/2020   x1=  41. x2=  59. y1=  2.70 y2=  2.15     
GP: Confirmed Brazil 3/21/2020        59  739503    -        1021    13660     1   207 8/16/2020 
AAA2     1 Brazil Confirmed cc1=  .992448 cc2=  .756746 lx= 15.51373 if=  42 il=  59 3/21/2020  n=  17 now=  739503 end=    5464228      1021     13660 U=    34.13 T=  132.4 p1= 638.9 p2=    13.5 ed=   212 8/21/2020   x1=  42. x2=  59. y1=  2.65 y2=  2.15     
GP: Confirmed Brazil 3/21/2020        59  739503    -        1021    13660     1   212 8/21/2020 
AAA2     1 Brazil Confirmed cc1=  .991165 cc2=  .748629 lx= 15.51373 if=  43 il=  59 3/21/2020  n=  16 now=  739503 end=    5464228      1021     13660 U=    32.12 T=  128.1 p1= 638.9 p2=    13.5 ed=   203 8/12/2020   x1=  43. x2=  59. y1=  2.65 y2=  2.15     
GP: Confirmed Brazil 3/21/2020        59  739503    -        1021    13660     1   203 8/12/2020 
AAA2     1 Brazil Confirmed cc1=  .990160 cc2=  .740160 lx= 15.51373 if=  44 il=  59 3/21/2020  n=  15 now=  739503 end=    5464228      1021     13660 U=    36.50 T=  137.5 p1= 638.9 p2=    13.5 ed=   223 9/1/2020    x1=  44. x2=  59. y1=  2.56 y2=  2.15     
GP: Confirmed Brazil 3/21/2020        59  739503    -        1021    13660     1   223 9/1/2020  
AAA2     1 Brazil Confirmed cc1=  .990987 cc2=  .732788 lx= 15.51373 if=  45 il=  59 3/21/2020  n=  14 now=  739503 end=    5464228      1021     13660 U=    34.07 T=  132.2 p1= 638.9 p2=    13.5 ed=   212 8/21/2020   x1=  45. x2=  59. y1=  2.56 y2=  2.15     
GP: Confirmed Brazil 3/21/2020        59  739503    -        1021    13660     1   212 8/21/2020 
AAA2     1 Brazil Confirmed cc1=  .989388 cc2=  .722127 lx= 15.51373 if=  46 il=  59 3/21/2020  n=  13 now=  739503 end=    5464228      1021     13660 U=    34.47 T=  133.1 p1= 638.9 p2=    13.5 ed=   214 8/23/2020   x1=  46. x2=  59. y1=  2.53 y2=  2.15     
GP: Confirmed Brazil 3/21/2020        59  739503    -        1021    13660     1   214 8/23/2020 
AAA2     1 Brazil Confirmed cc1=  .988263 cc2=  .710913 lx= 14.04373 if=  47 il=  59 3/21/2020  n=  12 now=  739503 end=    1256365      1021     13660 U=    28.60 T=  115.1 p1=  69.9 p2=    58.9 ed=   182 7/22/2020   x1=  47. x2=  59. y1=  2.38 y2=  1.96     
GP: Confirmed Brazil 3/21/2020        59  739503  1256365    1021    13660     1   182 7/22/2020 
AAA2     1 Brazil Confirmed cc1=  .986246 cc2=  .697571 lx= 11.90373 if=  48 il=  59 3/21/2020  n=  11 now=  739503 end=     147817      1021     13660 U=    20.68 T=   92.2 p1= -80.0 p2=   500.3 ed=   140 6/10/2020   x1=  48. x2=  59. y1=  2.14 y2=  1.60     
GP: Confirmed Brazil 3/21/2020        59  739503   147817    1021    13660     1   140 6/10/2020 
AAA2     1 Brazil Confirmed cc1=  .982591 cc2=  .681080 lx= 10.95373 if=  49 il=  59 3/21/2020  n=  10 now=  739503 end=      57167      1021     13660 U=    16.74 T=   82.3 p1= -92.3 p2=  1293.6 ed=   121 5/22/2020   x1=  49. x2=  59. y1=  1.99 y2=  1.39     
GP: Confirmed Brazil 3/21/2020        59  739503    57167    1021    13660     1   121 5/22/2020 
AAA2     1 Brazil Confirmed cc1=  .976839 cc2=  .660611 lx= 11.53373 if=  50 il=  59 3/21/2020  n=   9 now=  739503 end=     102102      1021     13660 U=    18.05 T=   86.6 p1= -86.2 p2=   724.3 ed=   129 5/30/2020   x1=  50. x2=  59. y1=  2.03 y2=  1.53     
GP: Confirmed Brazil 3/21/2020        59  739503   102102    1021    13660     1   129 5/30/2020 
AAA2     1 Brazil Confirmed cc1=  .972947 cc2=  .639614 lx= 15.51373 if=  51 il=  59 3/21/2020  n=   8 now=  739503 end=    5464228      1021     13660 U=    39.80 T=  144.6 p1= 638.9 p2=    13.5 ed=   238 9/16/2020   x1=  51. x2=  59. y1=  2.35 y2=  2.15     
GP: Confirmed Brazil 3/21/2020        59  739503    -        1021    13660     1   238 9/16/2020 
AAA2     1 Brazil Confirmed cc1=  .986347 cc2=  .632794 lx= 15.51373 if=  52 il=  59 3/21/2020  n=   7 now=  739503 end=    5464228      1021     13660 U=    35.37 T=  135.1 p1= 638.9 p2=    13.5 ed=   218 8/27/2020   x1=  52. x2=  59. y1=  2.35 y2=  2.15     
GP: Confirmed Brazil 3/21/2020        59  739503    -        1021    13660     1   218 8/27/2020 
AAA2     1 Brazil Confirmed cc1=  .994239 cc2=  .616275 lx= 15.51373 if=  53 il=  59 3/21/2020  n=   6 now=  739503 end=    5464228      1021     13660 U=    30.88 T=  125.4 p1= 638.9 p2=    13.5 ed=   198 8/7/2020    x1=  53. x2=  59. y1=  2.34 y2=  2.15     
GP: Confirmed Brazil 3/21/2020        59  739503    -        1021    13660     1   198 8/7/2020  
AAA1     1 Brazil Confirmed cc1=  .993615 cc2=  .585367 lx=  9.51373 if=  54 il=  59 3/21/2020  n=   5 now=  739503 end=      13544      1021     13660 U=    10.23 T=   68.7 p1= -98.2 p2=  5460.0 ed=    92 4/23/2020   x1=  54. x2=  59. y1=  1.44 y2=   .95 BEST
AAA2     1 Brazil Confirmed cc1=  .993617 cc2=  .585367 lx=  9.41373 if=  54 il=  59 3/21/2020  n=   5 now=  739503 end=      13544      1021     13660 U=    10.23 T=   68.7 p1= -98.2 p2=  5460.0 ed=    92 4/23/2020   x1=  54. x2=  59. y1=  1.44 y2=   .95 BEST
GP: Confirmed Brazil 3/21/2020        59  739503    13544    1021    13660     1    92 4/23/2020 
AAA2     1 Brazil Confirmed cc1=  .989113 cc2=  .792996 lx= 15.51373 if=  35 il=  60 3/22/2020  n=  25 now=  739503 end=    5464228      1546   1407038 U=    38.99 T=  141.9 p1= 638.9 p2=    13.5 ed=   233 9/11/2020   x1=  35. x2=  60. y1=  2.74 y2=  2.10     
GP: Confirmed Brazil 3/22/2020        60  739503    -        1546  1407038     1   233 9/11/2020 
AAA2     1 Brazil Confirmed cc1=  .991035 cc2=  .791035 lx= 15.51373 if=  36 il=  60 3/22/2020  n=  24 now=  739503 end=    5464228      1546   1407038 U=    37.43 T=  138.6 p1= 638.9 p2=    13.5 ed=   226 9/4/2020    x1=  36. x2=  60. y1=  2.74 y2=  2.10     
GP: Confirmed Brazil 3/22/2020        60  739503    -        1546  1407038     1   226 9/4/2020  
AAA2     1 Brazil Confirmed cc1=  .992001 cc2=  .787876 lx= 15.51373 if=  37 il=  60 3/22/2020  n=  23 now=  739503 end=    5464228      1546   1407038 U=    35.87 T=  135.3 p1= 638.9 p2=    13.5 ed=   219 8/28/2020   x1=  37. x2=  60. y1=  2.74 y2=  2.10     
GP: Confirmed Brazil 3/22/2020        60  739503    -        1546  1407038     1   219 8/28/2020 
AAA2     1 Brazil Confirmed cc1=  .991954 cc2=  .783439 lx= 15.51373 if=  38 il=  60 3/22/2020  n=  22 now=  739503 end=    5464228      1546   1407038 U=    36.94 T=  137.6 p1= 638.9 p2=    13.5 ed=   224 9/2/2020    x1=  38. x2=  60. y1=  2.70 y2=  2.10     
GP: Confirmed Brazil 3/22/2020        60  739503    -        1546  1407038     1   224 9/2/2020  
AAA2     1 Brazil Confirmed cc1=  .993813 cc2=  .780612 lx= 15.51373 if=  39 il=  60 3/22/2020  n=  21 now=  739503 end=    5464228      1546   1407038 U=    35.26 T=  134.1 p1= 638.9 p2=    13.5 ed=   217 8/26/2020   x1=  39. x2=  60. y1=  2.70 y2=  2.10     
GP: Confirmed Brazil 3/22/2020        60  739503    -        1546  1407038     1   217 8/26/2020 
AAA2     1 Brazil Confirmed cc1=  .994491 cc2=  .776273 lx= 15.51373 if=  40 il=  60 3/22/2020  n=  20 now=  739503 end=    5464228      1546   1407038 U=    33.58 T=  130.5 p1= 638.9 p2=    13.5 ed=   209 8/18/2020   x1=  40. x2=  60. y1=  2.70 y2=  2.10     
GP: Confirmed Brazil 3/22/2020        60  739503    -        1546  1407038     1   209 8/18/2020 
AAA2     1 Brazil Confirmed cc1=  .994049 cc2=  .770442 lx= 15.51373 if=  41 il=  60 3/22/2020  n=  19 now=  739503 end=    5464228      1546   1407038 U=    31.91 T=  127.0 p1= 638.9 p2=    13.5 ed=   202 8/11/2020   x1=  41. x2=  60. y1=  2.70 y2=  2.10     
GP: Confirmed Brazil 3/22/2020        60  739503    -        1546  1407038     1   202 8/11/2020 
AAA2     1 Brazil Confirmed cc1=  .993087 cc2=  .763672 lx= 15.51373 if=  42 il=  60 3/22/2020  n=  18 now=  739503 end=    5464228      1546   1407038 U=    32.87 T=  129.0 p1= 638.9 p2=    13.5 ed=   206 8/15/2020   x1=  42. x2=  60. y1=  2.65 y2=  2.10     
GP: Confirmed Brazil 3/22/2020        60  739503    -        1546  1407038     1   206 8/15/2020 
