TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       16251.00000        9.69591
TAB:  US_New_Jersey_Middlesex Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .999052 cc2=  .802936 lx= 10.26591 if=  50 il=  75 4/6/2020   n=  25 now=   16251 end=      28736      3263     23715 U=    16.87 T=   88.1 p1=  76.8 p2=    56.6 ed=   127 5/28/2020   x1=  50. x2=  75. y1=  2.26 y2=   .78     
GP: Confirmed US_New_Jersey_Middlesex 4/6/2020         75   16251    28736    3263    23715     6   127 5/28/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .999037 cc2=  .799037 lx= 10.40591 if=  51 il=  75 4/6/2020   n=  24 now=   16251 end=      33054      3263     23715 U=    18.27 T=   90.3 p1= 103.4 p2=    49.2 ed=   133 6/3/2020    x1=  51. x2=  75. y1=  2.15 y2=   .84     
GP: Confirmed US_New_Jersey_Middlesex 4/6/2020         75   16251    33054    3263    23715     6   133 6/3/2020  
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .999065 cc2=  .794940 lx= 10.26591 if=  52 il=  75 4/6/2020   n=  23 now=   16251 end=      28736      3263     23715 U=    17.73 T=   88.8 p1=  76.8 p2=    56.6 ed=   130 5/31/2020   x1=  52. x2=  75. y1=  2.07 y2=   .78     
GP: Confirmed US_New_Jersey_Middlesex 4/6/2020         75   16251    28736    3263    23715     6   130 5/31/2020 
AAA1     1 US_New_Jersey_Middlesex Confirmed cc1=  .999293 cc2=  .790778 lx= 10.08591 if=  53 il=  75 4/6/2020   n=  22 now=   16251 end=      24002      3263     23715 U=    16.16 T=   86.2 p1=  47.7 p2=    67.7 ed=   124 5/25/2020   x1=  53. x2=  75. y1=  2.05 y2=   .69 BEST
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .999293 cc2=  .790778 lx= 10.08491 if=  53 il=  75 4/6/2020   n=  22 now=   16251 end=      24002      3263     23715 U=    16.16 T=   86.2 p1=  47.7 p2=    67.7 ed=   124 5/25/2020   x1=  53. x2=  75. y1=  2.05 y2=   .69 BEST
GP: Confirmed US_New_Jersey_Middlesex 4/6/2020         75   16251    24002    3263    23715     6   124 5/25/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .999193 cc2=  .785992 lx= 10.09591 if=  54 il=  75 4/6/2020   n=  21 now=   16251 end=      24243      3263     23715 U=    16.32 T=   86.4 p1=  49.2 p2=    67.0 ed=   124 5/25/2020   x1=  54. x2=  75. y1=  1.98 y2=   .70     
GP: Confirmed US_New_Jersey_Middlesex 4/6/2020         75   16251    24243    3263    23715     6   124 5/25/2020 
AAA1     1 US_New_Jersey_Middlesex Confirmed cc1=  .999080 cc2=  .780862 lx= 10.06591 if=  55 il=  75 4/6/2020   n=  20 now=   16251 end=      23527      3263     23715 U=    15.85 T=   85.8 p1=  44.8 p2=    69.1 ed=   123 5/24/2020   x1=  55. x2=  75. y1=  1.94 y2=   .68 BEST
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .999080 cc2=  .780862 lx= 10.06291 if=  55 il=  75 4/6/2020   n=  20 now=   16251 end=      23527      3263     23715 U=    15.85 T=   85.8 p1=  44.8 p2=    69.1 ed=   123 5/24/2020   x1=  55. x2=  75. y1=  1.94 y2=   .68 BEST
GP: Confirmed US_New_Jersey_Middlesex 4/6/2020         75   16251    23527    3263    23715     6   123 5/24/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .999025 cc2=  .775419 lx= 10.19591 if=  56 il=  75 4/6/2020   n=  19 now=   16251 end=      26793      3263     23715 U=    16.84 T=   87.5 p1=  64.9 p2=    60.7 ed=   127 5/28/2020   x1=  56. x2=  75. y1=  1.87 y2=   .74     
GP: Confirmed US_New_Jersey_Middlesex 4/6/2020         75   16251    26793    3263    23715     6   127 5/28/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .998865 cc2=  .769450 lx= 10.17591 if=  57 il=  75 4/6/2020   n=  18 now=   16251 end=      26262      3263     23715 U=    16.99 T=   87.5 p1=  61.6 p2=    61.9 ed=   127 5/28/2020   x1=  57. x2=  75. y1=  1.79 y2=   .74     
GP: Confirmed US_New_Jersey_Middlesex 4/6/2020         75   16251    26262    3263    23715     6   127 5/28/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .998815 cc2=  .763113 lx= 10.02591 if=  58 il=  75 4/6/2020   n=  17 now=   16251 end=      22604      3263     23715 U=    15.75 T=   85.4 p1=  39.1 p2=    71.9 ed=   122 5/23/2020   x1=  58. x2=  75. y1=  1.74 y2=   .66     
GP: Confirmed US_New_Jersey_Middlesex 4/6/2020         75   16251    22604    3263    23715     6   122 5/23/2020 
AAA1     1 US_New_Jersey_Middlesex Confirmed cc1=  .998603 cc2=  .756067 lx= 10.06591 if=  59 il=  75 4/6/2020   n=  16 now=   16251 end=      23527      3263     23715 U=    16.17 T=   86.0 p1=  44.8 p2=    69.1 ed=   124 5/25/2020   x1=  59. x2=  75. y1=  1.67 y2=   .68 BEST
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .998603 cc2=  .756067 lx= 10.06891 if=  59 il=  75 4/6/2020   n=  16 now=   16251 end=      23527      3263     23715 U=    16.17 T=   86.0 p1=  44.8 p2=    69.1 ed=   124 5/25/2020   x1=  59. x2=  75. y1=  1.67 y2=   .68 BEST
GP: Confirmed US_New_Jersey_Middlesex 4/6/2020         75   16251    23527    3263    23715     6   124 5/25/2020 
AAA1     1 US_New_Jersey_Middlesex Confirmed cc1=  .998030 cc2=  .739831 lx= 10.07591 if=  61 il=  75 4/6/2020   n=  14 now=   16251 end=      23763      3263     23715 U=    16.13 T=   86.1 p1=  46.2 p2=    68.4 ed=   124 5/25/2020   x1=  61. x2=  75. y1=  1.55 y2=   .69 BEST
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .998030 cc2=  .739831 lx= 10.07591 if=  61 il=  75 4/6/2020   n=  14 now=   16251 end=      23763      3263     23715 U=    16.13 T=   86.1 p1=  46.2 p2=    68.4 ed=   124 5/25/2020   x1=  61. x2=  75. y1=  1.55 y2=   .69 BEST
GP: Confirmed US_New_Jersey_Middlesex 4/6/2020         75   16251    23763    3263    23715     6   124 5/25/2020 
AAA1     1 US_New_Jersey_Middlesex Confirmed cc1=  .997575 cc2=  .730313 lx= 10.06591 if=  62 il=  75 4/6/2020   n=  13 now=   16251 end=      23527      3263     23715 U=    16.04 T=   85.9 p1=  44.8 p2=    69.1 ed=   123 5/24/2020   x1=  62. x2=  75. y1=  1.49 y2=   .68 BEST
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .997575 cc2=  .730313 lx= 10.06791 if=  62 il=  75 4/6/2020   n=  13 now=   16251 end=      23527      3263     23715 U=    16.04 T=   85.9 p1=  44.8 p2=    69.1 ed=   123 5/24/2020   x1=  62. x2=  75. y1=  1.49 y2=   .68 BEST
GP: Confirmed US_New_Jersey_Middlesex 4/6/2020         75   16251    23527    3263    23715     6   123 5/24/2020 
AAA1     1 US_New_Jersey_Middlesex Confirmed cc1=  .996968 cc2=  .719618 lx= 10.08591 if=  63 il=  75 4/6/2020   n=  12 now=   16251 end=      24002      3263     23715 U=    15.49 T=   85.7 p1=  47.7 p2=    67.7 ed=   122 5/23/2020   x1=  63. x2=  75. y1=  1.47 y2=   .69 BEST
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .996968 cc2=  .719618 lx= 10.08391 if=  63 il=  75 4/6/2020   n=  12 now=   16251 end=      24002      3263     23715 U=    15.49 T=   85.7 p1=  47.7 p2=    67.7 ed=   122 5/23/2020   x1=  63. x2=  75. y1=  1.47 y2=   .69 BEST
GP: Confirmed US_New_Jersey_Middlesex 4/6/2020         75   16251    24002    3263    23715     6   122 5/23/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .998710 cc2=  .710035 lx= 11.69591 if=  64 il=  75 4/6/2020   n=  11 now=   16251 end=     120079      3263     23715 U=    26.37 T=  108.8 p1= 638.9 p2=    13.5 ed=   171 7/11/2020   x1=  64. x2=  75. y1=  1.70 y2=  1.28     
GP: Confirmed US_New_Jersey_Middlesex 4/6/2020         75   16251    -        3263    23715     6   171 7/11/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .998382 cc2=  .696871 lx= 11.69591 if=  65 il=  75 4/6/2020   n=  10 now=   16251 end=     120079      3263     23715 U=    26.82 T=  109.4 p1= 638.9 p2=    13.5 ed=   172 7/12/2020   x1=  65. x2=  75. y1=  1.66 y2=  1.28     
GP: Confirmed US_New_Jersey_Middlesex 4/6/2020         75   16251    -        3263    23715     6   172 7/12/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .997855 cc2=  .681627 lx= 11.69591 if=  66 il=  75 4/6/2020   n=   9 now=   16251 end=     120079      3263     23715 U=    27.50 T=  110.3 p1= 638.9 p2=    13.5 ed=   175 7/15/2020   x1=  66. x2=  75. y1=  1.61 y2=  1.28     
GP: Confirmed US_New_Jersey_Middlesex 4/6/2020         75   16251    -        3263    23715     6   175 7/15/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .997887 cc2=  .664554 lx= 11.69591 if=  67 il=  75 4/6/2020   n=   8 now=   16251 end=     120079      3263     23715 U=    26.94 T=  109.5 p1= 638.9 p2=    13.5 ed=   173 7/13/2020   x1=  67. x2=  75. y1=  1.58 y2=  1.28     
GP: Confirmed US_New_Jersey_Middlesex 4/6/2020         75   16251    -        3263    23715     6   173 7/13/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .997513 cc2=  .643960 lx= 11.69591 if=  68 il=  75 4/6/2020   n=   7 now=   16251 end=     120079      3263     23715 U=    27.01 T=  109.6 p1= 638.9 p2=    13.5 ed=   173 7/13/2020   x1=  68. x2=  75. y1=  1.54 y2=  1.28     
GP: Confirmed US_New_Jersey_Middlesex 4/6/2020         75   16251    -        3263    23715     6   173 7/13/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .997996 cc2=  .620032 lx=  9.96591 if=  69 il=  75 4/6/2020   n=   6 now=   16251 end=      21288      3263     23715 U=    14.79 T=   84.3 p1=  31.0 p2=    76.3 ed=   119 5/20/2020   x1=  69. x2=  75. y1=  1.03 y2=   .63     
GP: Confirmed US_New_Jersey_Middlesex 4/6/2020         75   16251    21288    3263    23715     6   119 5/20/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .998390 cc2=  .590142 lx=  8.90591 if=  70 il=  75 4/6/2020   n=   5 now=   16251 end=       7375      3263     23715 U=     7.44 T=   73.5 p1= -54.6 p2=   220.4 ed=    91 4/22/2020   x1=  70. x2=  75. y1=   .47 y2=  -.20     
GP: Confirmed US_New_Jersey_Middlesex 4/6/2020         75   16251     7375    3263    23715     6    91 4/22/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .999173 cc2=  .810191 lx= 10.35591 if=  49 il=  76 4/7/2020   n=  27 now=   16251 end=      31442      3717     24315 U=    17.88 T=   89.6 p1=  93.5 p2=    51.7 ed=   131 6/1/2020    x1=  49. x2=  76. y1=  2.27 y2=   .76     
GP: Confirmed US_New_Jersey_Middlesex 4/7/2020         76   16251    31442    3717    24315     3   131 6/1/2020  
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .999154 cc2=  .806704 lx= 10.26591 if=  50 il=  76 4/7/2020   n=  26 now=   16251 end=      28736      3717     24315 U=    16.85 T=   88.1 p1=  76.8 p2=    56.6 ed=   127 5/28/2020   x1=  50. x2=  76. y1=  2.26 y2=   .72     
GP: Confirmed US_New_Jersey_Middlesex 4/7/2020         76   16251    28736    3717    24315     3   127 5/28/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .999142 cc2=  .803026 lx= 10.38591 if=  51 il=  76 4/7/2020   n=  25 now=   16251 end=      32399      3717     24315 U=    18.13 T=   90.0 p1=  99.4 p2=    50.2 ed=   132 6/2/2020    x1=  51. x2=  76. y1=  2.15 y2=   .77     
GP: Confirmed US_New_Jersey_Middlesex 4/7/2020         76   16251    32399    3717    24315     3   132 6/2/2020  
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .999172 cc2=  .799172 lx= 10.26591 if=  52 il=  76 4/7/2020   n=  24 now=   16251 end=      28736      3717     24315 U=    17.66 T=   88.6 p1=  76.8 p2=    56.6 ed=   130 5/31/2020   x1=  52. x2=  76. y1=  2.07 y2=   .72     
GP: Confirmed US_New_Jersey_Middlesex 4/7/2020         76   16251    28736    3717    24315     3   130 5/31/2020 
AAA1     1 US_New_Jersey_Middlesex Confirmed cc1=  .999375 cc2=  .795251 lx= 10.10591 if=  53 il=  76 4/7/2020   n=  23 now=   16251 end=      24487      3717     24315 U=    16.19 T=   86.3 p1=  50.7 p2=    66.4 ed=   124 5/25/2020   x1=  53. x2=  76. y1=  2.05 y2=   .63 BEST
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .999375 cc2=  .795251 lx= 10.10691 if=  53 il=  76 4/7/2020   n=  23 now=   16251 end=      24487      3717     24315 U=    16.19 T=   86.3 p1=  50.7 p2=    66.4 ed=   124 5/25/2020   x1=  53. x2=  76. y1=  2.05 y2=   .63 BEST
GP: Confirmed US_New_Jersey_Middlesex 4/7/2020         76   16251    24487    3717    24315     3   124 5/25/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .999292 cc2=  .790777 lx= 10.11591 if=  54 il=  76 4/7/2020   n=  22 now=   16251 end=      24733      3717     24315 U=    16.34 T=   86.4 p1=  52.2 p2=    65.7 ed=   125 5/26/2020   x1=  54. x2=  76. y1=  1.99 y2=   .64     
GP: Confirmed US_New_Jersey_Middlesex 4/7/2020         76   16251    24733    3717    24315     3   125 5/26/2020 
AAA1     1 US_New_Jersey_Middlesex Confirmed cc1=  .999196 cc2=  .785996 lx= 10.09591 if=  55 il=  76 4/7/2020   n=  21 now=   16251 end=      24243      3717     24315 U=    15.93 T=   86.0 p1=  49.2 p2=    67.0 ed=   123 5/24/2020   x1=  55. x2=  76. y1=  1.95 y2=   .63 BEST
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .999196 cc2=  .785996 lx= 10.09291 if=  55 il=  76 4/7/2020   n=  21 now=   16251 end=      24243      3717     24315 U=    15.93 T=   86.0 p1=  49.2 p2=    67.0 ed=   123 5/24/2020   x1=  55. x2=  76. y1=  1.95 y2=   .63 BEST
GP: Confirmed US_New_Jersey_Middlesex 4/7/2020         76   16251    24243    3717    24315     3   123 5/24/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .999158 cc2=  .780940 lx= 10.20591 if=  56 il=  76 4/7/2020   n=  20 now=   16251 end=      27062      3717     24315 U=    16.83 T=   87.5 p1=  66.5 p2=    60.1 ed=   127 5/28/2020   x1=  56. x2=  76. y1=  1.87 y2=   .69     
GP: Confirmed US_New_Jersey_Middlesex 4/7/2020         76   16251    27062    3717    24315     3   127 5/28/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .999027 cc2=  .775420 lx= 10.18591 if=  57 il=  76 4/7/2020   n=  19 now=   16251 end=      26526      3717     24315 U=    16.95 T=   87.5 p1=  63.2 p2=    61.3 ed=   127 5/28/2020   x1=  57. x2=  76. y1=  1.80 y2=   .68     
GP: Confirmed US_New_Jersey_Middlesex 4/7/2020         76   16251    26526    3717    24315     3   127 5/28/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .998987 cc2=  .769572 lx= 10.06591 if=  58 il=  76 4/7/2020   n=  18 now=   16251 end=      23527      3717     24315 U=    15.87 T=   85.7 p1=  44.8 p2=    69.1 ed=   123 5/24/2020   x1=  58. x2=  76. y1=  1.75 y2=   .61     
GP: Confirmed US_New_Jersey_Middlesex 4/7/2020         76   16251    23527    3717    24315     3   123 5/24/2020 
AAA1     1 US_New_Jersey_Middlesex Confirmed cc1=  .998819 cc2=  .763117 lx= 10.10591 if=  59 il=  76 4/7/2020   n=  17 now=   16251 end=      24487      3717     24315 U=    16.29 T=   86.3 p1=  50.7 p2=    66.4 ed=   124 5/25/2020   x1=  59. x2=  76. y1=  1.68 y2=   .63 BEST
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .998819 cc2=  .763117 lx= 10.10791 if=  59 il=  76 4/7/2020   n=  17 now=   16251 end=      24487      3717     24315 U=    16.29 T=   86.3 p1=  50.7 p2=    66.4 ed=   124 5/25/2020   x1=  59. x2=  76. y1=  1.68 y2=   .63 BEST
GP: Confirmed US_New_Jersey_Middlesex 4/7/2020         76   16251    24487    3717    24315     3   124 5/25/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .998372 cc2=  .748372 lx= 10.12591 if=  61 il=  76 4/7/2020   n=  15 now=   16251 end=      24981      3717     24315 U=    16.31 T=   86.5 p1=  53.7 p2=    65.1 ed=   125 5/26/2020   x1=  61. x2=  76. y1=  1.56 y2=   .64     
GP: Confirmed US_New_Jersey_Middlesex 4/7/2020         76   16251    24981    3717    24315     3   125 5/26/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .998022 cc2=  .739823 lx= 10.12591 if=  62 il=  76 4/7/2020   n=  14 now=   16251 end=      24981      3717     24315 U=    16.28 T=   86.5 p1=  53.7 p2=    65.1 ed=   124 5/25/2020   x1=  62. x2=  76. y1=  1.50 y2=   .64     
GP: Confirmed US_New_Jersey_Middlesex 4/7/2020         76   16251    24981    3717    24315     3   124 5/25/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .997567 cc2=  .730306 lx= 10.14591 if=  63 il=  76 4/7/2020   n=  13 now=   16251 end=      25486      3717     24315 U=    15.77 T=   86.3 p1=  56.8 p2=    63.8 ed=   123 5/24/2020   x1=  63. x2=  76. y1=  1.48 y2=   .66     
GP: Confirmed US_New_Jersey_Middlesex 4/7/2020         76   16251    25486    3717    24315     3   123 5/24/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .998960 cc2=  .721610 lx= 11.69591 if=  64 il=  76 4/7/2020   n=  12 now=   16251 end=     120079      3717     24315 U=    26.44 T=  108.9 p1= 638.9 p2=    13.5 ed=   171 7/11/2020   x1=  64. x2=  76. y1=  1.70 y2=  1.25     
GP: Confirmed US_New_Jersey_Middlesex 4/7/2020         76   16251    -        3717    24315     3   171 7/11/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .998735 cc2=  .710060 lx= 11.69591 if=  65 il=  76 4/7/2020   n=  11 now=   16251 end=     120079      3717     24315 U=    26.86 T=  109.5 p1= 638.9 p2=    13.5 ed=   172 7/12/2020   x1=  65. x2=  76. y1=  1.66 y2=  1.25     
GP: Confirmed US_New_Jersey_Middlesex 4/7/2020         76   16251    -        3717    24315     3   172 7/12/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .998360 cc2=  .696848 lx= 11.69591 if=  66 il=  76 4/7/2020   n=  10 now=   16251 end=     120079      3717     24315 U=    27.47 T=  110.2 p1= 638.9 p2=    13.5 ed=   175 7/15/2020   x1=  66. x2=  76. y1=  1.61 y2=  1.25     
GP: Confirmed US_New_Jersey_Middlesex 4/7/2020         76   16251    -        3717    24315     3   175 7/15/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .998348 cc2=  .682120 lx= 11.69591 if=  67 il=  76 4/7/2020   n=   9 now=   16251 end=     120079      3717     24315 U=    26.97 T=  109.6 p1= 638.9 p2=    13.5 ed=   173 7/13/2020   x1=  67. x2=  76. y1=  1.58 y2=  1.25     
GP: Confirmed US_New_Jersey_Middlesex 4/7/2020         76   16251    -        3717    24315     3   173 7/13/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .998016 cc2=  .664683 lx= 11.11591 if=  68 il=  76 4/7/2020   n=   8 now=   16251 end=      67232      3717     24315 U=    23.12 T=  100.6 p1= 313.7 p2=    24.2 ed=   155 6/25/2020   x1=  68. x2=  76. y1=  1.41 y2=  1.06     
GP: Confirmed US_New_Jersey_Middlesex 4/7/2020         76   16251    -        3717    24315     3   155 6/25/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .998619 cc2=  .645066 lx=  9.60591 if=  69 il=  76 4/7/2020   n=   7 now=   16251 end=      14852      3717     24315 U=    12.24 T=   80.0 p1=  -8.6 p2=   109.4 ed=   108 5/9/2020    x1=  69. x2=  76. y1=   .90 y2=   .33     
GP: Confirmed US_New_Jersey_Middlesex 4/7/2020         76   16251    14852    3717    24315     3   108 5/9/2020  
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .998920 cc2=  .620955 lx=  9.10591 if=  70 il=  76 4/7/2020   n=   6 now=   16251 end=       9008      3717     24315 U=     8.47 T=   75.0 p1= -44.6 p2=   180.4 ed=    94 4/25/2020   x1=  70. x2=  76. y1=   .59 y2=  -.12     
GP: Confirmed US_New_Jersey_Middlesex 4/7/2020         76   16251     9008    3717    24315     3    94 4/25/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .998826 cc2=  .590577 lx=  8.88591 if=  71 il=  76 4/7/2020   n=   5 now=   16251 end=       7229      3717     24315 U=     6.66 T=   73.3 p1= -55.5 p2=   224.8 ed=    89 4/20/2020   x1=  71. x2=  76. y1=   .34 y2=  -.41     
GP: Confirmed US_New_Jersey_Middlesex 4/7/2020         76   16251     7229    3717    24315     3    89 4/20/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .999254 cc2=  .813558 lx= 10.33591 if=  49 il=  77 4/8/2020   n=  28 now=   16251 end=      30819      4156     24916 U=    17.82 T=   89.4 p1=  89.6 p2=    52.7 ed=   131 6/1/2020    x1=  49. x2=  77. y1=  2.27 y2=   .69     
GP: Confirmed US_New_Jersey_Middlesex 4/8/2020         77   16251    30819    4156    24916     3   131 6/1/2020  
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .999241 cc2=  .810259 lx= 10.25591 if=  50 il=  77 4/8/2020   n=  27 now=   16251 end=      28450      4156     24916 U=    16.84 T=   88.0 p1=  75.1 p2=    57.1 ed=   127 5/28/2020   x1=  50. x2=  77. y1=  2.26 y2=   .65     
GP: Confirmed US_New_Jersey_Middlesex 4/8/2020         77   16251    28450    4156    24916     3   127 5/28/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .999231 cc2=  .806781 lx= 10.35591 if=  51 il=  77 4/8/2020   n=  26 now=   16251 end=      31442      4156     24916 U=    18.02 T=   89.7 p1=  93.5 p2=    51.7 ed=   132 6/2/2020    x1=  51. x2=  77. y1=  2.15 y2=   .70     
GP: Confirmed US_New_Jersey_Middlesex 4/8/2020         77   16251    31442    4156    24916     3   132 6/2/2020  
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .999264 cc2=  .803148 lx= 10.25591 if=  52 il=  77 4/8/2020   n=  25 now=   16251 end=      28450      4156     24916 U=    17.61 T=   88.5 p1=  75.1 p2=    57.1 ed=   130 5/31/2020   x1=  52. x2=  77. y1=  2.07 y2=   .65     
GP: Confirmed US_New_Jersey_Middlesex 4/8/2020         77   16251    28450    4156    24916     3   130 5/31/2020 
AAA1     1 US_New_Jersey_Middlesex Confirmed cc1=  .999447 cc2=  .799447 lx= 10.11591 if=  53 il=  77 4/8/2020   n=  24 now=   16251 end=      24733      4156     24916 U=    16.25 T=   86.4 p1=  52.2 p2=    65.7 ed=   124 5/25/2020   x1=  53. x2=  77. y1=  2.06 y2=   .58 BEST
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .999447 cc2=  .799447 lx= 10.11791 if=  53 il=  77 4/8/2020   n=  24 now=   16251 end=      24733      4156     24916 U=    16.25 T=   86.4 p1=  52.2 p2=    65.7 ed=   124 5/25/2020   x1=  53. x2=  77. y1=  2.06 y2=   .58 BEST
GP: Confirmed US_New_Jersey_Middlesex 4/8/2020         77   16251    24733    4156    24916     3   124 5/25/2020 
AAA1     1 US_New_Jersey_Middlesex Confirmed cc1=  .999376 cc2=  .795252 lx= 10.12591 if=  54 il=  77 4/8/2020   n=  23 now=   16251 end=      24981      4156     24916 U=    16.40 T=   86.6 p1=  53.7 p2=    65.1 ed=   125 5/26/2020   x1=  54. x2=  77. y1=  1.99 y2=   .58 BEST
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .999376 cc2=  .795252 lx= 10.12891 if=  54 il=  77 4/8/2020   n=  23 now=   16251 end=      24981      4156     24916 U=    16.40 T=   86.6 p1=  53.7 p2=    65.1 ed=   125 5/26/2020   x1=  54. x2=  77. y1=  1.99 y2=   .58 BEST
GP: Confirmed US_New_Jersey_Middlesex 4/8/2020         77   16251    24981    4156    24916     3   125 5/26/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .999296 cc2=  .790782 lx= 10.10591 if=  55 il=  77 4/8/2020   n=  22 now=   16251 end=      24487      4156     24916 U=    16.00 T=   86.2 p1=  50.7 p2=    66.4 ed=   123 5/24/2020   x1=  55. x2=  77. y1=  1.95 y2=   .57     
GP: Confirmed US_New_Jersey_Middlesex 4/8/2020         77   16251    24487    4156    24916     3   123 5/24/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .999268 cc2=  .786067 lx= 10.20591 if=  56 il=  77 4/8/2020   n=  21 now=   16251 end=      27062      4156     24916 U=    16.85 T=   87.6 p1=  66.5 p2=    60.1 ed=   127 5/28/2020   x1=  56. x2=  77. y1=  1.87 y2=   .63     
GP: Confirmed US_New_Jersey_Middlesex 4/8/2020         77   16251    27062    4156    24916     3   127 5/28/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .999159 cc2=  .780942 lx= 10.18591 if=  57 il=  77 4/8/2020   n=  20 now=   16251 end=      26526      4156     24916 U=    16.96 T=   87.5 p1=  63.2 p2=    61.3 ed=   127 5/28/2020   x1=  57. x2=  77. y1=  1.80 y2=   .62     
GP: Confirmed US_New_Jersey_Middlesex 4/8/2020         77   16251    26526    4156    24916     3   127 5/28/2020 
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .999131 cc2=  .775524 lx= 10.08591 if=  58 il=  77 4/8/2020   n=  19 now=   16251 end=      24002      4156     24916 U=    15.99 T=   86.0 p1=  47.7 p2=    67.7 ed=   123 5/24/2020   x1=  58. x2=  77. y1=  1.75 y2=   .56     
GP: Confirmed US_New_Jersey_Middlesex 4/8/2020         77   16251    24002    4156    24916     3   123 5/24/2020 
AAA1     1 US_New_Jersey_Middlesex Confirmed cc1=  .998996 cc2=  .769580 lx= 10.12591 if=  59 il=  77 4/8/2020   n=  18 now=   16251 end=      24981      4156     24916 U=    16.41 T=   86.6 p1=  53.7 p2=    65.1 ed=   125 5/26/2020   x1=  59. x2=  77. y1=  1.68 y2=   .58 BEST
AAA2     1 US_New_Jersey_Middlesex Confirmed cc1=  .998996 cc2=  .769580 lx= 10.12391 if=  59 il=  77 4/8/2020   n=  18 now=   16251 end=      24981      4156     24916 U=    16.41 T=   86.6 p1=  53.7 p2=    65.1 ed=   125 5/26/2020   x1=  59. x2=  77. y1=  1.68 y2=   .58 BEST
GP: Confirmed US_New_Jersey_Middlesex 4/8/2020         77   16251    24981    4156    24916     3   125 5/26/2020 
