TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        3064.00000        8.02748
TAB:  US_Washington_Snohomish Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2458    2243     2459    11    92 4/23/2020 
AAA1     1 US_Washington_Snohomish Confirmed cc1=  .998649 cc2=  .831983 lx=  7.80748 if=  58 il=  93 4/24/2020  n=  35 now=    3064 end=       2458      2243      2459 U=    11.65 T=   65.2 p1= -19.8 p2=   124.7 ed=    92 4/23/2020   x1=  58. x2=  93. y1=   .62 y2= -2.39 BEST
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998650 cc2=  .831983 lx=  7.80648 if=  58 il=  93 4/24/2020  n=  35 now=    3064 end=       2458      2243      2459 U=    11.65 T=   65.2 p1= -19.8 p2=   124.7 ed=    92 4/23/2020   x1=  58. x2=  93. y1=   .62 y2= -2.39 BEST
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2458    2243     2459    11    92 4/23/2020 
AAA1     1 US_Washington_Snohomish Confirmed cc1=  .998558 cc2=  .829527 lx=  7.80748 if=  59 il=  93 4/24/2020  n=  34 now=    3064 end=       2458      2243      2459 U=    11.64 T=   65.2 p1= -19.8 p2=   124.7 ed=    92 4/23/2020   x1=  59. x2=  93. y1=   .53 y2= -2.39 BEST
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998564 cc2=  .829527 lx=  7.80448 if=  59 il=  93 4/24/2020  n=  34 now=    3064 end=       2458      2243      2459 U=    11.64 T=   65.2 p1= -19.8 p2=   124.7 ed=    92 4/23/2020   x1=  59. x2=  93. y1=   .53 y2= -2.39 BEST
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2458    2243     2459    11    92 4/23/2020 
AAA1     1 US_Washington_Snohomish Confirmed cc1=  .998460 cc2=  .826961 lx=  7.80748 if=  60 il=  93 4/24/2020  n=  33 now=    3064 end=       2458      2243      2459 U=    11.47 T=   65.6 p1= -19.8 p2=   124.7 ed=    92 4/23/2020   x1=  60. x2=  93. y1=   .49 y2= -2.39 BEST
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998476 cc2=  .826961 lx=  7.80348 if=  60 il=  93 4/24/2020  n=  33 now=    3064 end=       2458      2243      2459 U=    11.47 T=   65.6 p1= -19.8 p2=   124.7 ed=    92 4/23/2020   x1=  60. x2=  93. y1=   .49 y2= -2.39 BEST
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2458    2243     2459    11    92 4/23/2020 
AAA1     1 US_Washington_Snohomish Confirmed cc1=  .998315 cc2=  .824238 lx=  7.80748 if=  61 il=  93 4/24/2020  n=  32 now=    3064 end=       2458      2243      2459 U=    11.31 T=   66.0 p1= -19.8 p2=   124.7 ed=    92 4/23/2020   x1=  61. x2=  93. y1=   .44 y2= -2.39 BEST
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998333 cc2=  .824238 lx=  7.80248 if=  61 il=  93 4/24/2020  n=  32 now=    3064 end=       2458      2243      2459 U=    11.31 T=   66.0 p1= -19.8 p2=   124.7 ed=    92 4/23/2020   x1=  61. x2=  93. y1=   .44 y2= -2.39 BEST
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2458    2243     2459    11    92 4/23/2020 
AAA1     1 US_Washington_Snohomish Confirmed cc1=  .998196 cc2=  .821419 lx=  7.80748 if=  62 il=  93 4/24/2020  n=  31 now=    3064 end=       2458      2243      2459 U=    11.42 T=   65.7 p1= -19.8 p2=   124.7 ed=    92 4/23/2020   x1=  62. x2=  93. y1=   .33 y2= -2.39 BEST
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998203 cc2=  .821419 lx=  7.80448 if=  62 il=  93 4/24/2020  n=  31 now=    3064 end=       2458      2243      2459 U=    11.42 T=   65.7 p1= -19.8 p2=   124.7 ed=    92 4/23/2020   x1=  62. x2=  93. y1=   .33 y2= -2.39 BEST
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2458    2243     2459    11    92 4/23/2020 
AAA1     1 US_Washington_Snohomish Confirmed cc1=  .998025 cc2=  .818420 lx=  7.80748 if=  63 il=  93 4/24/2020  n=  30 now=    3064 end=       2458      2243      2459 U=    11.15 T=   66.4 p1= -19.8 p2=   124.7 ed=    92 4/23/2020   x1=  63. x2=  93. y1=   .30 y2= -2.39 BEST
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998029 cc2=  .818420 lx=  7.80548 if=  63 il=  93 4/24/2020  n=  30 now=    3064 end=       2458      2243      2459 U=    11.15 T=   66.4 p1= -19.8 p2=   124.7 ed=    92 4/23/2020   x1=  63. x2=  93. y1=   .30 y2= -2.39 BEST
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2458    2243     2459    11    92 4/23/2020 
AAA1     1 US_Washington_Snohomish Confirmed cc1=  .998058 cc2=  .815484 lx=  7.80748 if=  64 il=  93 4/24/2020  n=  29 now=    3064 end=       2458      2243      2459 U=    11.47 T=   65.6 p1= -19.8 p2=   124.7 ed=    92 4/23/2020   x1=  64. x2=  93. y1=   .14 y2= -2.39 BEST
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998068 cc2=  .815484 lx=  7.81148 if=  64 il=  93 4/24/2020  n=  29 now=    3064 end=       2458      2243      2459 U=    11.47 T=   65.6 p1= -19.8 p2=   124.7 ed=    92 4/23/2020   x1=  64. x2=  93. y1=   .14 y2= -2.39 BEST
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2458    2243     2459    11    92 4/23/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .997867 cc2=  .812172 lx=  7.81748 if=  65 il=  93 4/24/2020  n=  28 now=    3064 end=       2483      2243      2459 U=    12.25 T=   65.0 p1= -19.0 p2=   123.4 ed=    93 4/24/2020   x1=  65. x2=  93. y1=   .00 y2= -2.28     
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2483    2243     2459    11    93 4/24/2020 
AAA1     1 US_Washington_Snohomish Confirmed cc1=  .997700 cc2=  .808718 lx=  7.80748 if=  66 il=  93 4/24/2020  n=  27 now=    3064 end=       2458      2243      2459 U=    11.36 T=   65.9 p1= -19.8 p2=   124.7 ed=    92 4/23/2020   x1=  66. x2=  93. y1=  -.01 y2= -2.39 BEST
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .997707 cc2=  .808718 lx=  7.81048 if=  66 il=  93 4/24/2020  n=  27 now=    3064 end=       2458      2243      2459 U=    11.36 T=   65.9 p1= -19.8 p2=   124.7 ed=    92 4/23/2020   x1=  66. x2=  93. y1=  -.01 y2= -2.39 BEST
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2458    2243     2459    11    92 4/23/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .997522 cc2=  .805072 lx=  7.81748 if=  67 il=  93 4/24/2020  n=  26 now=    3064 end=       2483      2243      2459 U=    11.38 T=   67.0 p1= -19.0 p2=   123.4 ed=    93 4/24/2020   x1=  67. x2=  93. y1=   .00 y2= -2.28     
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2483    2243     2459    11    93 4/24/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998588 cc2=  .802472 lx=  7.83748 if=  68 il=  93 4/24/2020  n=  25 now=    3064 end=       2533      2243      2459 U=    12.77 T=   66.1 p1= -17.3 p2=   121.0 ed=    96 4/27/2020   x1=  68. x2=  93. y1=  -.15 y2= -2.10     
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2533    2243     2459    11    96 4/27/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .999265 cc2=  .799265 lx=  7.85748 if=  69 il=  93 4/24/2020  n=  24 now=    3064 end=       2584      2243      2459 U=    14.49 T=   64.7 p1= -15.7 p2=   118.6 ed=    98 4/29/2020   x1=  69. x2=  93. y1=  -.30 y2= -1.95     
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2584    2243     2459    11    98 4/29/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .999234 cc2=  .795110 lx=  7.86748 if=  70 il=  93 4/24/2020  n=  23 now=    3064 end=       2610      2243      2459 U=    15.14 T=   64.5 p1= -14.8 p2=   117.4 ed=   100 5/1/2020    x1=  70. x2=  93. y1=  -.36 y2= -1.88     
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2610    2243     2459    11   100 5/1/2020  
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .999163 cc2=  .790649 lx=  7.87748 if=  71 il=  93 4/24/2020  n=  22 now=    3064 end=       2637      2243      2459 U=    15.82 T=   64.2 p1= -13.9 p2=   116.2 ed=   101 5/2/2020    x1=  71. x2=  93. y1=  -.43 y2= -1.82     
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2637    2243     2459    11   101 5/2/2020  
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .999057 cc2=  .785857 lx=  7.87748 if=  72 il=  93 4/24/2020  n=  21 now=    3064 end=       2637      2243      2459 U=    15.92 T=   64.0 p1= -13.9 p2=   116.2 ed=   101 5/2/2020    x1=  72. x2=  93. y1=  -.50 y2= -1.82     
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2637    2243     2459    11   101 5/2/2020  
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998918 cc2=  .780700 lx=  7.87748 if=  73 il=  93 4/24/2020  n=  20 now=    3064 end=       2637      2243      2459 U=    16.07 T=   63.7 p1= -13.9 p2=   116.2 ed=   101 5/2/2020    x1=  73. x2=  93. y1=  -.58 y2= -1.82     
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2637    2243     2459    11   101 5/2/2020  
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998756 cc2=  .775149 lx=  7.87748 if=  74 il=  93 4/24/2020  n=  19 now=    3064 end=       2637      2243      2459 U=    16.13 T=   63.6 p1= -13.9 p2=   116.2 ed=   101 5/2/2020    x1=  74. x2=  93. y1=  -.64 y2= -1.82     
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2637    2243     2459    11   101 5/2/2020  
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998600 cc2=  .769184 lx=  7.86748 if=  75 il=  93 4/24/2020  n=  18 now=    3064 end=       2610      2243      2459 U=    15.43 T=   63.9 p1= -14.8 p2=   117.4 ed=   100 5/1/2020    x1=  75. x2=  93. y1=  -.72 y2= -1.88     
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2610    2243     2459    11   100 5/1/2020  
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998376 cc2=  .762674 lx=  7.85748 if=  76 il=  93 4/24/2020  n=  17 now=    3064 end=       2584      2243      2459 U=    14.92 T=   63.9 p1= -15.7 p2=   118.6 ed=    99 4/30/2020   x1=  76. x2=  93. y1=  -.81 y2= -1.95     
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2584    2243     2459    11    99 4/30/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998208 cc2=  .755673 lx=  7.84748 if=  77 il=  93 4/24/2020  n=  16 now=    3064 end=       2559      2243      2459 U=    14.05 T=   64.5 p1= -16.5 p2=   119.7 ed=    97 4/28/2020   x1=  77. x2=  93. y1=  -.89 y2= -2.03     
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2559    2243     2459    11    97 4/28/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .997880 cc2=  .747880 lx=  7.83748 if=  78 il=  93 4/24/2020  n=  15 now=    3064 end=       2533      2243      2459 U=    13.41 T=   64.8 p1= -17.3 p2=   121.0 ed=    96 4/27/2020   x1=  78. x2=  93. y1=  -.99 y2= -2.10     
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2533    2243     2459    11    96 4/27/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .997518 cc2=  .739319 lx=  7.82748 if=  79 il=  93 4/24/2020  n=  14 now=    3064 end=       2508      2243      2459 U=    12.92 T=   64.7 p1= -18.1 p2=   122.2 ed=    95 4/26/2020   x1=  79. x2=  93. y1= -1.11 y2= -2.19     
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2508    2243     2459    11    95 4/26/2020 
AAA1     1 US_Washington_Snohomish Confirmed cc1=  .997651 cc2=  .730389 lx=  7.80748 if=  80 il=  93 4/24/2020  n=  13 now=    3064 end=       2458      2243      2459 U=    11.22 T=   66.2 p1= -19.8 p2=   124.7 ed=    92 4/23/2020   x1=  80. x2=  93. y1= -1.23 y2= -2.39 BEST
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .997652 cc2=  .730389 lx=  7.80548 if=  80 il=  93 4/24/2020  n=  13 now=    3064 end=       2458      2243      2459 U=    11.22 T=   66.2 p1= -19.8 p2=   124.7 ed=    92 4/23/2020   x1=  80. x2=  93. y1= -1.23 y2= -2.39 BEST
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2458    2243     2459    11    92 4/23/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .997693 cc2=  .720343 lx=  7.78748 if=  81 il=  93 4/24/2020  n=  12 now=    3064 end=       2410      2243      2459 U=     9.47 T=   68.1 p1= -21.3 p2=   127.1 ed=    90 4/21/2020   x1=  81. x2=  93. y1= -1.36 y2= -2.63     
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2410    2243     2459    11    90 4/21/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .997399 cc2=  .708724 lx=  7.77748 if=  82 il=  93 4/24/2020  n=  11 now=    3064 end=       2386      2243      2459 U=     8.55 T=   69.2 p1= -22.1 p2=   128.4 ed=    89 4/20/2020   x1=  82. x2=  93. y1= -1.50 y2= -2.78     
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2386    2243     2459    11    89 4/20/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .996887 cc2=  .695375 lx=  7.76748 if=  83 il=  93 4/24/2020  n=  10 now=    3064 end=       2362      2243      2459 U=     7.65 T=   70.4 p1= -22.9 p2=   129.7 ed=    88 4/19/2020   x1=  83. x2=  93. y1= -1.65 y2= -2.96     
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2362    2243     2459    11    88 4/19/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .996232 cc2=  .680004 lx=  7.76748 if=  84 il=  93 4/24/2020  n=   9 now=    3064 end=       2362      2243      2459 U=     7.49 T=   70.8 p1= -22.9 p2=   129.7 ed=    88 4/19/2020   x1=  84. x2=  93. y1= -1.76 y2= -2.96     
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2362    2243     2459    11    88 4/19/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .995163 cc2=  .661829 lx=  7.75748 if=  85 il=  93 4/24/2020  n=   8 now=    3064 end=       2338      2243      2459 U=     6.61 T=   72.0 p1= -23.7 p2=   131.1 ed=    87 4/18/2020   x1=  85. x2=  93. y1= -1.96 y2= -3.17     
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2338    2243     2459    11    87 4/18/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .994081 cc2=  .640528 lx=  7.74748 if=  86 il=  93 4/24/2020  n=   7 now=    3064 end=       2315      2243      2459 U=     5.32 T=   74.7 p1= -24.4 p2=   132.4 ed=    87 4/18/2020   x1=  86. x2=  93. y1= -2.13 y2= -3.44     
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2315    2243     2459    11    87 4/18/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .991266 cc2=  .613301 lx=  7.75748 if=  87 il=  93 4/24/2020  n=   6 now=    3064 end=       2338      2243      2459 U=     6.15 T=   73.5 p1= -23.7 p2=   131.1 ed=    88 4/19/2020   x1=  87. x2=  93. y1= -2.20 y2= -3.17     
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2338    2243     2459    11    88 4/19/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .992381 cc2=  .584133 lx=  7.85748 if=  88 il=  93 4/24/2020  n=   5 now=    3064 end=       2584      2243      2459 U=    17.94 T=   58.0 p1= -15.7 p2=   118.6 ed=   100 5/1/2020    x1=  88. x2=  93. y1= -1.67 y2= -1.95     
GP: Confirmed US_Washington_Snohomish 4/24/2020        93    3064     2584    2243     2459    11   100 5/1/2020  
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998948 cc2=  .866495 lx=  7.85748 if=  38 il=  94 4/25/2020  n=  56 now=    3064 end=       2584      2297      2503 U=    13.34 T=   65.5 p1= -15.7 p2=   118.6 ed=    96 4/27/2020   x1=  38. x2=  94. y1=  2.06 y2= -2.14     
GP: Confirmed US_Washington_Snohomish 4/25/2020        94    3064     2584    2297     2503    10    96 4/27/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998895 cc2=  .865264 lx=  7.85748 if=  39 il=  94 4/25/2020  n=  55 now=    3064 end=       2584      2297      2503 U=    13.40 T=   65.4 p1= -15.7 p2=   118.6 ed=    97 4/28/2020   x1=  39. x2=  94. y1=  1.97 y2= -2.14     
GP: Confirmed US_Washington_Snohomish 4/25/2020        94    3064     2584    2297     2503    10    97 4/28/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998847 cc2=  .864007 lx=  7.85748 if=  40 il=  94 4/25/2020  n=  54 now=    3064 end=       2584      2297      2503 U=    13.49 T=   65.2 p1= -15.7 p2=   118.6 ed=    97 4/28/2020   x1=  40. x2=  94. y1=  1.87 y2= -2.14     
GP: Confirmed US_Washington_Snohomish 4/25/2020        94    3064     2584    2297     2503    10    97 4/28/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998831 cc2=  .862748 lx=  7.84748 if=  41 il=  94 4/25/2020  n=  53 now=    3064 end=       2559      2297      2503 U=    13.17 T=   64.7 p1= -16.5 p2=   119.7 ed=    95 4/26/2020   x1=  41. x2=  94. y1=  1.80 y2= -2.22     
GP: Confirmed US_Washington_Snohomish 4/25/2020        94    3064     2559    2297     2503    10    95 4/26/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998816 cc2=  .861455 lx=  7.84748 if=  42 il=  94 4/25/2020  n=  52 now=    3064 end=       2559      2297      2503 U=    13.08 T=   64.9 p1= -16.5 p2=   119.7 ed=    95 4/26/2020   x1=  42. x2=  94. y1=  1.75 y2= -2.22     
GP: Confirmed US_Washington_Snohomish 4/25/2020        94    3064     2559    2297     2503    10    95 4/26/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998777 cc2=  .860102 lx=  7.84748 if=  43 il=  94 4/25/2020  n=  51 now=    3064 end=       2559      2297      2503 U=    13.33 T=   64.3 p1= -16.5 p2=   119.7 ed=    95 4/26/2020   x1=  43. x2=  94. y1=  1.60 y2= -2.22     
GP: Confirmed US_Washington_Snohomish 4/25/2020        94    3064     2559    2297     2503    10    95 4/26/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998871 cc2=  .858843 lx=  7.84748 if=  44 il=  94 4/25/2020  n=  50 now=    3064 end=       2559      2297      2503 U=    13.11 T=   64.8 p1= -16.5 p2=   119.7 ed=    95 4/26/2020   x1=  44. x2=  94. y1=  1.59 y2= -2.22     
GP: Confirmed US_Washington_Snohomish 4/25/2020        94    3064     2559    2297     2503    10    95 4/26/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998883 cc2=  .857462 lx=  7.83748 if=  45 il=  94 4/25/2020  n=  49 now=    3064 end=       2533      2297      2503 U=    12.78 T=   64.3 p1= -17.3 p2=   121.0 ed=    94 4/25/2020   x1=  45. x2=  94. y1=  1.51 y2= -2.32     
GP: Confirmed US_Washington_Snohomish 4/25/2020        94    3064     2533    2297     2503    10    94 4/25/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998914 cc2=  .856057 lx=  7.83748 if=  46 il=  94 4/25/2020  n=  48 now=    3064 end=       2533      2297      2503 U=    12.62 T=   64.7 p1= -17.3 p2=   121.0 ed=    94 4/25/2020   x1=  46. x2=  94. y1=  1.48 y2= -2.32     
GP: Confirmed US_Washington_Snohomish 4/25/2020        94    3064     2533    2297     2503    10    94 4/25/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998888 cc2=  .854550 lx=  7.83748 if=  47 il=  94 4/25/2020  n=  47 now=    3064 end=       2533      2297      2503 U=    12.36 T=   65.3 p1= -17.3 p2=   121.0 ed=    94 4/25/2020   x1=  47. x2=  94. y1=  1.48 y2= -2.32     
GP: Confirmed US_Washington_Snohomish 4/25/2020        94    3064     2533    2297     2503    10    94 4/25/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998816 cc2=  .852951 lx=  7.83748 if=  48 il=  94 4/25/2020  n=  46 now=    3064 end=       2533      2297      2503 U=    12.22 T=   65.6 p1= -17.3 p2=   121.0 ed=    94 4/25/2020   x1=  48. x2=  94. y1=  1.44 y2= -2.32     
GP: Confirmed US_Washington_Snohomish 4/25/2020        94    3064     2533    2297     2503    10    94 4/25/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998758 cc2=  .851316 lx=  7.83748 if=  49 il=  94 4/25/2020  n=  45 now=    3064 end=       2533      2297      2503 U=    12.47 T=   65.0 p1= -17.3 p2=   121.0 ed=    94 4/25/2020   x1=  49. x2=  94. y1=  1.29 y2= -2.32     
GP: Confirmed US_Washington_Snohomish 4/25/2020        94    3064     2533    2297     2503    10    94 4/25/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998682 cc2=  .849611 lx=  7.83748 if=  50 il=  94 4/25/2020  n=  44 now=    3064 end=       2533      2297      2503 U=    12.68 T=   64.6 p1= -17.3 p2=   121.0 ed=    94 4/25/2020   x1=  50. x2=  94. y1=  1.15 y2= -2.32     
GP: Confirmed US_Washington_Snohomish 4/25/2020        94    3064     2533    2297     2503    10    94 4/25/2020 
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998687 cc2=  .847931 lx=  7.83748 if=  51 il=  94 4/25/2020  n=  43 now=    3064 end=       2533      2297      2503 U=    12.64 T=   64.7 p1= -17.3 p2=   121.0 ed=    94 4/25/2020   x1=  51. x2=  94. y1=  1.08 y2= -2.32     
GP: Confirmed US_Washington_Snohomish 4/25/2020        94    3064     2533    2297     2503    10    94 4/25/2020 
AAA1     1 US_Washington_Snohomish Confirmed cc1=  .998701 cc2=  .846203 lx=  7.82748 if=  52 il=  94 4/25/2020  n=  42 now=    3064 end=       2508      2297      2503 U=    12.16 T=   64.5 p1= -18.1 p2=   122.2 ed=    93 4/24/2020   x1=  52. x2=  94. y1=  1.03 y2= -2.43 BEST
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998710 cc2=  .846203 lx=  7.83148 if=  52 il=  94 4/25/2020  n=  42 now=    3064 end=       2508      2297      2503 U=    12.16 T=   64.5 p1= -18.1 p2=   122.2 ed=    93 4/24/2020   x1=  52. x2=  94. y1=  1.03 y2= -2.43 BEST
GP: Confirmed US_Washington_Snohomish 4/25/2020        94    3064     2508    2297     2503    10    93 4/24/2020 
AAA1     1 US_Washington_Snohomish Confirmed cc1=  .998693 cc2=  .844389 lx=  7.82748 if=  53 il=  94 4/25/2020  n=  41 now=    3064 end=       2508      2297      2503 U=    11.87 T=   65.2 p1= -18.1 p2=   122.2 ed=    93 4/24/2020   x1=  53. x2=  94. y1=  1.03 y2= -2.43 BEST
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998694 cc2=  .844389 lx=  7.82948 if=  53 il=  94 4/25/2020  n=  41 now=    3064 end=       2508      2297      2503 U=    11.87 T=   65.2 p1= -18.1 p2=   122.2 ed=    93 4/24/2020   x1=  53. x2=  94. y1=  1.03 y2= -2.43 BEST
GP: Confirmed US_Washington_Snohomish 4/25/2020        94    3064     2508    2297     2503    10    93 4/24/2020 
AAA1     1 US_Washington_Snohomish Confirmed cc1=  .998595 cc2=  .842421 lx=  7.82748 if=  54 il=  94 4/25/2020  n=  40 now=    3064 end=       2508      2297      2503 U=    11.92 T=   65.1 p1= -18.1 p2=   122.2 ed=    93 4/24/2020   x1=  54. x2=  94. y1=   .93 y2= -2.43 BEST
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998596 cc2=  .842421 lx=  7.82848 if=  54 il=  94 4/25/2020  n=  40 now=    3064 end=       2508      2297      2503 U=    11.92 T=   65.1 p1= -18.1 p2=   122.2 ed=    93 4/24/2020   x1=  54. x2=  94. y1=   .93 y2= -2.43 BEST
GP: Confirmed US_Washington_Snohomish 4/25/2020        94    3064     2508    2297     2503    10    93 4/24/2020 
AAA1     1 US_Washington_Snohomish Confirmed cc1=  .998496 cc2=  .840382 lx=  7.82748 if=  55 il=  94 4/25/2020  n=  39 now=    3064 end=       2508      2297      2503 U=    12.05 T=   64.7 p1= -18.1 p2=   122.2 ed=    93 4/24/2020   x1=  55. x2=  94. y1=   .81 y2= -2.43 BEST
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998496 cc2=  .840382 lx=  7.82848 if=  55 il=  94 4/25/2020  n=  39 now=    3064 end=       2508      2297      2503 U=    12.05 T=   64.7 p1= -18.1 p2=   122.2 ed=    93 4/24/2020   x1=  55. x2=  94. y1=   .81 y2= -2.43 BEST
GP: Confirmed US_Washington_Snohomish 4/25/2020        94    3064     2508    2297     2503    10    93 4/24/2020 
AAA1     1 US_Washington_Snohomish Confirmed cc1=  .998446 cc2=  .838318 lx=  7.82748 if=  56 il=  94 4/25/2020  n=  38 now=    3064 end=       2508      2297      2503 U=    12.00 T=   64.9 p1= -18.1 p2=   122.2 ed=    93 4/24/2020   x1=  56. x2=  94. y1=   .74 y2= -2.43 BEST
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998447 cc2=  .838318 lx=  7.82648 if=  56 il=  94 4/25/2020  n=  38 now=    3064 end=       2508      2297      2503 U=    12.00 T=   64.9 p1= -18.1 p2=   122.2 ed=    93 4/24/2020   x1=  56. x2=  94. y1=   .74 y2= -2.43 BEST
GP: Confirmed US_Washington_Snohomish 4/25/2020        94    3064     2508    2297     2503    10    93 4/24/2020 
AAA1     1 US_Washington_Snohomish Confirmed cc1=  .998383 cc2=  .836162 lx=  7.82748 if=  57 il=  94 4/25/2020  n=  37 now=    3064 end=       2508      2297      2503 U=    11.90 T=   65.1 p1= -18.1 p2=   122.2 ed=    93 4/24/2020   x1=  57. x2=  94. y1=   .68 y2= -2.43 BEST
AAA2     1 US_Washington_Snohomish Confirmed cc1=  .998392 cc2=  .836162 lx=  7.82448 if=  57 il=  94 4/25/2020  n=  37 now=    3064 end=       2508      2297      2503 U=    11.90 T=   65.1 p1= -18.1 p2=   122.2 ed=    93 4/24/2020   x1=  57. x2=  94. y1=   .68 y2= -2.43 BEST
GP: Confirmed US_Washington_Snohomish 4/25/2020        94    3064     2508    2297     2503    10    93 4/24/2020 
AAA1     1 US_Washington_Snohomish Confirmed cc1=  .998280 cc2=  .833881 lx=  7.82748 if=  58 il=  94 4/25/2020  n=  36 now=    3064 end=       2508      2297      2503 U=    11.78 T=   65.4 p1= -18.1 p2=   122.2 ed=    93 4/24/2020   x1=  58. x2=  94. y1=   .63 y2= -2.43 BEST
