TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        3243.00000        8.08425
TAB:  US_New_York_Monroe Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_New_York_Monroe 4/13/2020        82    3243     1318     823     1348     3   100 5/1/2020  
AAA1     1 US_New_York_Monroe Confirmed cc1=  .997608 cc2=  .815034 lx=  7.20425 if=  53 il=  82 4/13/2020  n=  29 now=    3243 end=       1345       823      1348 U=    11.22 T=   74.0 p1= -58.5 p2=   241.1 ed=   100 5/1/2020    x1=  53. x2=  82. y1=  1.87 y2=  -.71 BEST
AAA2     1 US_New_York_Monroe Confirmed cc1=  .997608 cc2=  .815034 lx=  7.20425 if=  53 il=  82 4/13/2020  n=  29 now=    3243 end=       1345       823      1348 U=    11.22 T=   74.0 p1= -58.5 p2=   241.1 ed=   100 5/1/2020    x1=  53. x2=  82. y1=  1.87 y2=  -.71 BEST
GP: Confirmed US_New_York_Monroe 4/13/2020        82    3243     1345     823     1348     3   100 5/1/2020  
AAA2     1 US_New_York_Monroe Confirmed cc1=  .998290 cc2=  .812595 lx=  7.30425 if=  54 il=  82 4/13/2020  n=  28 now=    3243 end=       1486       823      1348 U=    13.23 T=   75.0 p1= -54.2 p2=   218.2 ed=   106 5/7/2020    x1=  54. x2=  82. y1=  1.59 y2=  -.53     
GP: Confirmed US_New_York_Monroe 4/13/2020        82    3243     1486     823     1348     3   106 5/7/2020  
AAA2     1 US_New_York_Monroe Confirmed cc1=  .998164 cc2=  .809182 lx=  7.28425 if=  55 il=  82 4/13/2020  n=  27 now=    3243 end=       1457       823      1348 U=    12.88 T=   74.8 p1= -55.1 p2=   222.6 ed=   105 5/6/2020    x1=  55. x2=  82. y1=  1.54 y2=  -.56     
GP: Confirmed US_New_York_Monroe 4/13/2020        82    3243     1457     823     1348     3   105 5/6/2020  
AAA2     1 US_New_York_Monroe Confirmed cc1=  .997965 cc2=  .805515 lx=  7.27425 if=  56 il=  82 4/13/2020  n=  26 now=    3243 end=       1442       823      1348 U=    12.73 T=   74.7 p1= -55.5 p2=   224.9 ed=   104 5/5/2020    x1=  56. x2=  82. y1=  1.47 y2=  -.58     
GP: Confirmed US_New_York_Monroe 4/13/2020        82    3243     1442     823     1348     3   104 5/5/2020  
AAA2     1 US_New_York_Monroe Confirmed cc1=  .997724 cc2=  .801608 lx=  7.26425 if=  57 il=  82 4/13/2020  n=  25 now=    3243 end=       1428       823      1348 U=    12.84 T=   74.4 p1= -56.0 p2=   227.1 ed=   104 5/5/2020    x1=  57. x2=  82. y1=  1.35 y2=  -.60     
GP: Confirmed US_New_York_Monroe 4/13/2020        82    3243     1428     823     1348     3   104 5/5/2020  
AAA2     1 US_New_York_Monroe Confirmed cc1=  .997560 cc2=  .797560 lx=  7.23425 if=  58 il=  82 4/13/2020  n=  24 now=    3243 end=       1386       823      1348 U=    12.33 T=   74.0 p1= -57.3 p2=   234.0 ed=   103 5/4/2020    x1=  58. x2=  82. y1=  1.29 y2=  -.65     
GP: Confirmed US_New_York_Monroe 4/13/2020        82    3243     1386     823     1348     3   103 5/4/2020  
AAA2     1 US_New_York_Monroe Confirmed cc1=  .997272 cc2=  .793148 lx=  7.22425 if=  59 il=  82 4/13/2020  n=  23 now=    3243 end=       1372       823      1348 U=    12.15 T=   73.9 p1= -57.7 p2=   236.4 ed=   102 5/3/2020    x1=  59. x2=  82. y1=  1.22 y2=  -.67     
GP: Confirmed US_New_York_Monroe 4/13/2020        82    3243     1372     823     1348     3   102 5/3/2020  
AAA1     1 US_New_York_Monroe Confirmed cc1=  .996913 cc2=  .788398 lx=  7.20425 if=  60 il=  82 4/13/2020  n=  22 now=    3243 end=       1345       823      1348 U=    12.19 T=   73.3 p1= -58.5 p2=   241.1 ed=   102 5/3/2020    x1=  60. x2=  82. y1=  1.09 y2=  -.71 BEST
AAA2     1 US_New_York_Monroe Confirmed cc1=  .996913 cc2=  .788398 lx=  7.20925 if=  60 il=  82 4/13/2020  n=  22 now=    3243 end=       1345       823      1348 U=    12.19 T=   73.3 p1= -58.5 p2=   241.1 ed=   102 5/3/2020    x1=  60. x2=  82. y1=  1.09 y2=  -.71 BEST
GP: Confirmed US_New_York_Monroe 4/13/2020        82    3243     1345     823     1348     3   102 5/3/2020  
AAA2     1 US_New_York_Monroe Confirmed cc1=  .996769 cc2=  .783569 lx=  7.16425 if=  61 il=  82 4/13/2020  n=  21 now=    3243 end=       1292       823      1348 U=    11.57 T=   72.8 p1= -60.2 p2=   251.0 ed=   100 5/1/2020    x1=  61. x2=  82. y1=  1.02 y2=  -.80     
GP: Confirmed US_New_York_Monroe 4/13/2020        82    3243     1292     823     1348     3   100 5/1/2020  
AAA2     1 US_New_York_Monroe Confirmed cc1=  .996531 cc2=  .778313 lx=  7.12425 if=  62 il=  82 4/13/2020  n=  20 now=    3243 end=       1241       823      1348 U=    11.18 T=   72.1 p1= -61.7 p2=   261.3 ed=    98 4/29/2020   x1=  62. x2=  82. y1=   .90 y2=  -.89     
GP: Confirmed US_New_York_Monroe 4/13/2020        82    3243     1241     823     1348     3    98 4/29/2020 
AAA2     1 US_New_York_Monroe Confirmed cc1=  .996481 cc2=  .767065 lx=  7.04425 if=  64 il=  82 4/13/2020  n=  18 now=    3243 end=       1146       823      1348 U=     9.88 T=   71.1 p1= -64.7 p2=   283.0 ed=    94 4/25/2020   x1=  64. x2=  82. y1=   .72 y2= -1.10     
GP: Confirmed US_New_York_Monroe 4/13/2020        82    3243     1146     823     1348     3    94 4/25/2020 
AAA2     1 US_New_York_Monroe Confirmed cc1=  .996653 cc2=  .760951 lx=  7.00425 if=  65 il=  82 4/13/2020  n=  17 now=    3243 end=       1101       823      1348 U=     9.09 T=   70.8 p1= -66.0 p2=   294.6 ed=    92 4/23/2020   x1=  65. x2=  82. y1=   .64 y2= -1.23     
GP: Confirmed US_New_York_Monroe 4/13/2020        82    3243     1101     823     1348     3    92 4/23/2020 
AAA2     1 US_New_York_Monroe Confirmed cc1=  .996521 cc2=  .753985 lx=  6.97425 if=  66 il=  82 4/13/2020  n=  16 now=    3243 end=       1068       823      1348 U=     8.64 T=   70.4 p1= -67.1 p2=   303.7 ed=    90 4/21/2020   x1=  66. x2=  82. y1=   .51 y2= -1.34     
GP: Confirmed US_New_York_Monroe 4/13/2020        82    3243     1068     823     1348     3    90 4/21/2020 
AAA2     1 US_New_York_Monroe Confirmed cc1=  .996754 cc2=  .746754 lx=  6.94425 if=  67 il=  82 4/13/2020  n=  15 now=    3243 end=       1037       823      1348 U=     7.87 T=   70.5 p1= -68.0 p2=   312.7 ed=    89 4/20/2020   x1=  67. x2=  82. y1=   .44 y2= -1.46     
GP: Confirmed US_New_York_Monroe 4/13/2020        82    3243     1037     823     1348     3    89 4/20/2020 
AAA2     1 US_New_York_Monroe Confirmed cc1=  .996333 cc2=  .738134 lx=  6.92425 if=  68 il=  82 4/13/2020  n=  14 now=    3243 end=       1016       823      1348 U=     7.35 T=   70.6 p1= -68.7 p2=   319.2 ed=    87 4/18/2020   x1=  68. x2=  82. y1=   .35 y2= -1.55     
GP: Confirmed US_New_York_Monroe 4/13/2020        82    3243     1016     823     1348     3    87 4/18/2020 
AAA2     1 US_New_York_Monroe Confirmed cc1=  .995526 cc2=  .662192 lx=  7.01425 if=  74 il=  82 4/13/2020  n=   8 now=    3243 end=       1112       823      1348 U=     9.36 T=   70.8 p1= -65.7 p2=   291.6 ed=    92 4/23/2020   x1=  74. x2=  82. y1=  -.35 y2= -1.20     
GP: Confirmed US_New_York_Monroe 4/13/2020        82    3243     1112     823     1348     3    92 4/23/2020 
AAA2     1 US_New_York_Monroe Confirmed cc1=  .997479 cc2=  .643925 lx=  6.88425 if=  75 il=  82 4/13/2020  n=   7 now=    3243 end=        976       823      1348 U=     6.18 T=   71.1 p1= -69.9 p2=   332.3 ed=    85 4/16/2020   x1=  75. x2=  82. y1=  -.63 y2= -1.76     
GP: Confirmed US_New_York_Monroe 4/13/2020        82    3243      976     823     1348     3    85 4/16/2020 
AAA2     1 US_New_York_Monroe Confirmed cc1=  .999351 cc2=  .621387 lx=  6.83425 if=  76 il=  82 4/13/2020  n=   6 now=    3243 end=        929       823      1348 U=     4.62 T=   72.2 p1= -71.4 p2=   349.1 ed=    83 4/14/2020   x1=  76. x2=  82. y1=  -.81 y2= -2.11     
GP: Confirmed US_New_York_Monroe 4/13/2020        82    3243      929     823     1348     3    83 4/14/2020 
AAA2     1 US_New_York_Monroe Confirmed cc1=  .999023 cc2=  .590774 lx=  6.83425 if=  77 il=  82 4/13/2020  n=   5 now=    3243 end=        929       823      1348 U=     4.65 T=   72.2 p1= -71.4 p2=   349.1 ed=    83 4/14/2020   x1=  77. x2=  82. y1= -1.03 y2= -2.11     
GP: Confirmed US_New_York_Monroe 4/13/2020        82    3243      929     823     1348     3    83 4/14/2020 
AAA2     1 US_New_York_Monroe Confirmed cc1=  .997866 cc2=  .826368 lx=  7.18425 if=  50 il=  83 4/14/2020  n=  33 now=    3243 end=       1318       850      1038 U=    12.25 T=   72.9 p1= -59.4 p2=   246.1 ed=   101 5/2/2020    x1=  50. x2=  83. y1=  1.87 y2=  -.82     
GP: Confirmed US_New_York_Monroe 4/14/2020        83    3243     1318     850     1038     2   101 5/2/2020  
AAA2     1 US_New_York_Monroe Confirmed cc1=  .998068 cc2=  .823991 lx=  7.15425 if=  51 il=  83 4/14/2020  n=  32 now=    3243 end=       1279       850      1038 U=    11.18 T=   73.0 p1= -60.6 p2=   253.6 ed=    99 4/30/2020   x1=  51. x2=  83. y1=  1.97 y2=  -.89     
GP: Confirmed US_New_York_Monroe 4/14/2020        83    3243     1279     850     1038     2    99 4/30/2020 
AAA2     1 US_New_York_Monroe Confirmed cc1=  .997931 cc2=  .821154 lx=  7.16425 if=  52 il=  83 4/14/2020  n=  31 now=    3243 end=       1292       850      1038 U=    11.33 T=   73.1 p1= -60.2 p2=   251.0 ed=    99 4/30/2020   x1=  52. x2=  83. y1=  1.87 y2=  -.87     
GP: Confirmed US_New_York_Monroe 4/14/2020        83    3243     1292     850     1038     2    99 4/30/2020 
AAA2     1 US_New_York_Monroe Confirmed cc1=  .997774 cc2=  .818168 lx=  7.18425 if=  53 il=  83 4/14/2020  n=  30 now=    3243 end=       1318       850      1038 U=    11.14 T=   73.8 p1= -59.4 p2=   246.1 ed=   100 5/1/2020    x1=  53. x2=  83. y1=  1.87 y2=  -.82     
GP: Confirmed US_New_York_Monroe 4/14/2020        83    3243     1318     850     1038     2   100 5/1/2020  
AAA2     1 US_New_York_Monroe Confirmed cc1=  .998310 cc2=  .815736 lx=  7.26425 if=  54 il=  83 4/14/2020  n=  29 now=    3243 end=       1428       850      1038 U=    12.96 T=   74.5 p1= -56.0 p2=   227.1 ed=   105 5/6/2020    x1=  54. x2=  83. y1=  1.58 y2=  -.66     
GP: Confirmed US_New_York_Monroe 4/14/2020        83    3243     1428     850     1038     2   105 5/6/2020  
AAA2     1 US_New_York_Monroe Confirmed cc1=  .998207 cc2=  .812512 lx=  7.23425 if=  55 il=  83 4/14/2020  n=  28 now=    3243 end=       1386       850      1038 U=    12.50 T=   74.1 p1= -57.3 p2=   234.0 ed=   103 5/4/2020    x1=  55. x2=  83. y1=  1.53 y2=  -.72     
GP: Confirmed US_New_York_Monroe 4/14/2020        83    3243     1386     850     1038     2   103 5/4/2020  
AAA2     1 US_New_York_Monroe Confirmed cc1=  .998032 cc2=  .809049 lx=  7.22425 if=  56 il=  83 4/14/2020  n=  27 now=    3243 end=       1372       850      1038 U=    12.33 T=   73.9 p1= -57.7 p2=   236.4 ed=   103 5/4/2020    x1=  56. x2=  83. y1=  1.45 y2=  -.74     
GP: Confirmed US_New_York_Monroe 4/14/2020        83    3243     1372     850     1038     2   103 5/4/2020  
AAA2     1 US_New_York_Monroe Confirmed cc1=  .997815 cc2=  .805364 lx=  7.21425 if=  57 il=  83 4/14/2020  n=  26 now=    3243 end=       1358       850      1038 U=    12.41 T=   73.6 p1= -58.1 p2=   238.8 ed=   102 5/3/2020    x1=  57. x2=  83. y1=  1.34 y2=  -.76     
GP: Confirmed US_New_York_Monroe 4/14/2020        83    3243     1358     850     1038     2   102 5/3/2020  
AAA2     1 US_New_York_Monroe Confirmed cc1=  .997693 cc2=  .801577 lx=  7.19425 if=  58 il=  83 4/14/2020  n=  25 now=    3243 end=       1331       850      1038 U=    11.99 T=   73.4 p1= -59.0 p2=   243.7 ed=   101 5/2/2020    x1=  58. x2=  83. y1=  1.28 y2=  -.80     
GP: Confirmed US_New_York_Monroe 4/14/2020        83    3243     1331     850     1038     2   101 5/2/2020  
AAA2     1 US_New_York_Monroe Confirmed cc1=  .997452 cc2=  .797452 lx=  7.17425 if=  59 il=  83 4/14/2020  n=  24 now=    3243 end=       1305       850      1038 U=    11.69 T=   73.1 p1= -59.8 p2=   248.5 ed=   100 5/1/2020    x1=  59. x2=  83. y1=  1.21 y2=  -.85     
GP: Confirmed US_New_York_Monroe 4/14/2020        83    3243     1305     850     1038     2   100 5/1/2020  
AAA2     1 US_New_York_Monroe Confirmed cc1=  .997146 cc2=  .793022 lx=  7.16425 if=  60 il=  83 4/14/2020  n=  23 now=    3243 end=       1292       850      1038 U=    11.80 T=   72.7 p1= -60.2 p2=   251.0 ed=   100 5/1/2020    x1=  60. x2=  83. y1=  1.08 y2=  -.87     
GP: Confirmed US_New_York_Monroe 4/14/2020        83    3243     1292     850     1038     2   100 5/1/2020  
AAA2     1 US_New_York_Monroe Confirmed cc1=  .997069 cc2=  .788555 lx=  7.12425 if=  61 il=  83 4/14/2020  n=  22 now=    3243 end=       1241       850      1038 U=    11.14 T=   72.2 p1= -61.7 p2=   261.3 ed=    98 4/29/2020   x1=  61. x2=  83. y1=  1.00 y2=  -.97     
GP: Confirmed US_New_York_Monroe 4/14/2020        83    3243     1241     850     1038     2    98 4/29/2020 
AAA2     1 US_New_York_Monroe Confirmed cc1=  .996908 cc2=  .783708 lx=  7.09425 if=  62 il=  83 4/14/2020  n=  21 now=    3243 end=       1205       850      1038 U=    10.82 T=   71.6 p1= -62.8 p2=   269.1 ed=    97 4/28/2020   x1=  62. x2=  83. y1=   .89 y2= -1.05     
GP: Confirmed US_New_York_Monroe 4/14/2020        83    3243     1205     850     1038     2    97 4/28/2020 
AAA2     1 US_New_York_Monroe Confirmed cc1=  .997082 cc2=  .778864 lx=  7.05425 if=  63 il=  83 4/14/2020  n=  20 now=    3243 end=       1157       850      1038 U=    10.00 T=   71.3 p1= -64.3 p2=   280.3 ed=    94 4/25/2020   x1=  63. x2=  83. y1=   .83 y2= -1.17     
GP: Confirmed US_New_York_Monroe 4/14/2020        83    3243     1157     850     1038     2    94 4/25/2020 
AAA2     1 US_New_York_Monroe Confirmed cc1=  .996967 cc2=  .773360 lx=  7.03425 if=  64 il=  83 4/14/2020  n=  19 now=    3243 end=       1134       850      1038 U=     9.73 T=   70.9 p1= -65.0 p2=   286.0 ed=    93 4/24/2020   x1=  64. x2=  83. y1=   .71 y2= -1.24     
GP: Confirmed US_New_York_Monroe 4/14/2020        83    3243     1134     850     1038     2    93 4/24/2020 
AAA2     1 US_New_York_Monroe Confirmed cc1=  .997153 cc2=  .767738 lx=  7.00425 if=  65 il=  83 4/14/2020  n=  18 now=    3243 end=       1101       850      1038 U=     9.05 T=   70.8 p1= -66.0 p2=   294.6 ed=    92 4/23/2020   x1=  65. x2=  83. y1=   .64 y2= -1.35     
GP: Confirmed US_New_York_Monroe 4/14/2020        83    3243     1101     850     1038     2    92 4/23/2020 
AAA2     1 US_New_York_Monroe Confirmed cc1=  .997067 cc2=  .761364 lx=  6.97425 if=  66 il=  83 4/14/2020  n=  17 now=    3243 end=       1068       850      1038 U=     8.57 T=   70.4 p1= -67.1 p2=   303.7 ed=    90 4/21/2020   x1=  66. x2=  83. y1=   .51 y2= -1.47     
GP: Confirmed US_New_York_Monroe 4/14/2020        83    3243     1068     850     1038     2    90 4/21/2020 
AAA2     1 US_New_York_Monroe Confirmed cc1=  .997273 cc2=  .754737 lx=  6.95425 if=  67 il=  83 4/14/2020  n=  16 now=    3243 end=       1047       850      1038 U=     7.95 T=   70.6 p1= -67.7 p2=   309.7 ed=    89 4/20/2020   x1=  67. x2=  83. y1=   .45 y2= -1.57     
GP: Confirmed US_New_York_Monroe 4/14/2020        83    3243     1047     850     1038     2    89 4/20/2020 
AAA1     1 US_New_York_Monroe Confirmed cc1=  .996930 cc2=  .746930 lx=  6.94425 if=  68 il=  83 4/14/2020  n=  15 now=    3243 end=       1037       850      1038 U=     7.58 T=   70.8 p1= -68.0 p2=   312.7 ed=    88 4/19/2020   x1=  68. x2=  83. y1=   .36 y2= -1.61 BEST
AAA2     1 US_New_York_Monroe Confirmed cc1=  .996931 cc2=  .746930 lx=  6.94225 if=  68 il=  83 4/14/2020  n=  15 now=    3243 end=       1037       850      1038 U=     7.58 T=   70.8 p1= -68.0 p2=   312.7 ed=    88 4/19/2020   x1=  68. x2=  83. y1=   .36 y2= -1.61 BEST
GP: Confirmed US_New_York_Monroe 4/14/2020        83    3243     1037     850     1038     2    88 4/19/2020 
AAA2     1 US_New_York_Monroe Confirmed cc1=  .996713 cc2=  .680485 lx=  6.98425 if=  74 il=  83 4/14/2020  n=   9 now=    3243 end=       1079       850      1038 U=     8.63 T=   70.6 p1= -66.7 p2=   300.6 ed=    91 4/22/2020   x1=  74. x2=  83. y1=  -.39 y2= -1.43     
GP: Confirmed US_New_York_Monroe 4/14/2020        83    3243     1079     850     1038     2    91 4/22/2020 
AAA2     1 US_New_York_Monroe Confirmed cc1=  .998152 cc2=  .664819 lx=  6.91425 if=  75 il=  83 4/14/2020  n=   8 now=    3243 end=       1006       850      1038 U=     6.66 T=   71.2 p1= -69.0 p2=   322.4 ed=    86 4/17/2020   x1=  75. x2=  83. y1=  -.58 y2= -1.78     
GP: Confirmed US_New_York_Monroe 4/14/2020        83    3243     1006     850     1038     2    86 4/17/2020 
AAA2     1 US_New_York_Monroe Confirmed cc1=  .999033 cc2=  .645480 lx=  6.87425 if=  76 il=  83 4/14/2020  n=   7 now=    3243 end=        967       850      1038 U=     5.29 T=   72.2 p1= -70.2 p2=   335.4 ed=    84 4/15/2020   x1=  76. x2=  83. y1=  -.73 y2= -2.05     
GP: Confirmed US_New_York_Monroe 4/14/2020        83    3243      967     850     1038     2    84 4/15/2020 
AAA2     1 US_New_York_Monroe Confirmed cc1=  .998846 cc2=  .620882 lx=  6.89425 if=  77 il=  83 4/14/2020  n=   6 now=    3243 end=        986       850      1038 U=     5.85 T=   71.9 p1= -69.6 p2=   328.9 ed=    85 4/16/2020   x1=  77. x2=  83. y1=  -.88 y2= -1.90     
GP: Confirmed US_New_York_Monroe 4/14/2020        83    3243      986     850     1038     2    85 4/16/2020 
AAA1     1 US_New_York_Monroe Confirmed cc1=  .998698 cc2=  .590450 lx=  6.94425 if=  78 il=  83 4/14/2020  n=   5 now=    3243 end=       1037       850      1038 U=     7.27 T=   71.3 p1= -68.0 p2=   312.7 ed=    88 4/19/2020   x1=  78. x2=  83. y1=  -.93 y2= -1.61 BEST
AAA2     1 US_New_York_Monroe Confirmed cc1=  .998699 cc2=  .590450 lx=  6.94025 if=  78 il=  83 4/14/2020  n=   5 now=    3243 end=       1037       850      1038 U=     7.27 T=   71.3 p1= -68.0 p2=   312.7 ed=    88 4/19/2020   x1=  78. x2=  83. y1=  -.93 y2= -1.61 BEST
GP: Confirmed US_New_York_Monroe 4/14/2020        83    3243     1037     850     1038     2    88 4/19/2020 
AAA1     1 US_New_York_Monroe Confirmed cc1=  .998031 cc2=  .829000 lx=  7.17425 if=  50 il=  84 4/15/2020  n=  34 now=    3243 end=       1305       884      1258 U=    12.10 T=   72.6 p1= -59.8 p2=   248.5 ed=   101 5/2/2020    x1=  50. x2=  84. y1=  1.87 y2=  -.94 BEST
AAA2     1 US_New_York_Monroe Confirmed cc1=  .998031 cc2=  .829000 lx=  7.17225 if=  50 il=  84 4/15/2020  n=  34 now=    3243 end=       1305       884      1258 U=    12.10 T=   72.6 p1= -59.8 p2=   248.5 ed=   101 5/2/2020    x1=  50. x2=  84. y1=  1.87 y2=  -.94 BEST
GP: Confirmed US_New_York_Monroe 4/15/2020        84    3243     1305     884     1258    10   101 5/2/2020  
AAA1     1 US_New_York_Monroe Confirmed cc1=  .998227 cc2=  .826728 lx=  7.15425 if=  51 il=  84 4/15/2020  n=  33 now=    3243 end=       1279       884      1258 U=    11.14 T=   72.9 p1= -60.6 p2=   253.6 ed=    99 4/30/2020   x1=  51. x2=  84. y1=  1.97 y2=  -.99 BEST
AAA2     1 US_New_York_Monroe Confirmed cc1=  .998228 cc2=  .826728 lx=  7.15025 if=  51 il=  84 4/15/2020  n=  33 now=    3243 end=       1279       884      1258 U=    11.14 T=   72.9 p1= -60.6 p2=   253.6 ed=    99 4/30/2020   x1=  51. x2=  84. y1=  1.97 y2=  -.99 BEST
GP: Confirmed US_New_York_Monroe 4/15/2020        84    3243     1279     884     1258    10    99 4/30/2020 
AAA1     1 US_New_York_Monroe Confirmed cc1=  .998103 cc2=  .824025 lx=  7.16425 if=  52 il=  84 4/15/2020  n=  32 now=    3243 end=       1292       884      1258 U=    11.29 T=   73.1 p1= -60.2 p2=   251.0 ed=    99 4/30/2020   x1=  52. x2=  84. y1=  1.87 y2=  -.97 BEST
AAA2     1 US_New_York_Monroe Confirmed cc1=  .998104 cc2=  .824025 lx=  7.16025 if=  52 il=  84 4/15/2020  n=  32 now=    3243 end=       1292       884      1258 U=    11.29 T=   73.1 p1= -60.2 p2=   251.0 ed=    99 4/30/2020   x1=  52. x2=  84. y1=  1.87 y2=  -.97 BEST
GP: Confirmed US_New_York_Monroe 4/15/2020        84    3243     1292     884     1258    10    99 4/30/2020 
AAA1     1 US_New_York_Monroe Confirmed cc1=  .997959 cc2=  .821182 lx=  7.17425 if=  53 il=  84 4/15/2020  n=  31 now=    3243 end=       1305       884      1258 U=    11.03 T=   73.6 p1= -59.8 p2=   248.5 ed=    99 4/30/2020   x1=  53. x2=  84. y1=  1.87 y2=  -.94 BEST
AAA2     1 US_New_York_Monroe Confirmed cc1=  .997959 cc2=  .821182 lx=  7.17025 if=  53 il=  84 4/15/2020  n=  31 now=    3243 end=       1305       884      1258 U=    11.03 T=   73.6 p1= -59.8 p2=   248.5 ed=    99 4/30/2020   x1=  53. x2=  84. y1=  1.87 y2=  -.94 BEST
GP: Confirmed US_New_York_Monroe 4/15/2020        84    3243     1305     884     1258    10    99 4/30/2020 
AAA2     1 US_New_York_Monroe Confirmed cc1=  .998402 cc2=  .818797 lx=  7.23425 if=  54 il=  84 4/15/2020  n=  30 now=    3243 end=       1386       884      1258 U=    12.63 T=   73.9 p1= -57.3 p2=   234.0 ed=   103 5/4/2020    x1=  54. x2=  84. y1=  1.58 y2=  -.80     
GP: Confirmed US_New_York_Monroe 4/15/2020        84    3243     1386     884     1258    10   103 5/4/2020  
AAA2     1 US_New_York_Monroe Confirmed cc1=  .998324 cc2=  .815749 lx=  7.21425 if=  55 il=  84 4/15/2020  n=  29 now=    3243 end=       1358       884      1258 U=    12.26 T=   73.6 p1= -58.1 p2=   238.8 ed=   102 5/3/2020    x1=  55. x2=  84. y1=  1.52 y2=  -.84     
GP: Confirmed US_New_York_Monroe 4/15/2020        84    3243     1358     884     1258    10   102 5/3/2020  
AAA2     1 US_New_York_Monroe Confirmed cc1=  .998174 cc2=  .812479 lx=  7.20425 if=  56 il=  84 4/15/2020  n=  28 now=    3243 end=       1345       884      1258 U=    12.08 T=   73.5 p1= -58.5 p2=   241.1 ed=   102 5/3/2020    x1=  56. x2=  84. y1=  1.45 y2=  -.87     
GP: Confirmed US_New_York_Monroe 4/15/2020        84    3243     1345     884     1258    10   102 5/3/2020  
AAA2     1 US_New_York_Monroe Confirmed cc1=  .997988 cc2=  .809006 lx=  7.19425 if=  57 il=  84 4/15/2020  n=  27 now=    3243 end=       1331       884      1258 U=    12.13 T=   73.2 p1= -59.0 p2=   243.7 ed=   101 5/2/2020    x1=  57. x2=  84. y1=  1.33 y2=  -.89     
GP: Confirmed US_New_York_Monroe 4/15/2020        84    3243     1331     884     1258    10   101 5/2/2020  
AAA1     1 US_New_York_Monroe Confirmed cc1=  .997901 cc2=  .805451 lx=  7.17425 if=  58 il=  84 4/15/2020  n=  26 now=    3243 end=       1305       884      1258 U=    11.71 T=   73.0 p1= -59.8 p2=   248.5 ed=   100 5/1/2020    x1=  58. x2=  84. y1=  1.28 y2=  -.94 BEST
AAA2     1 US_New_York_Monroe Confirmed cc1=  .997901 cc2=  .805451 lx=  7.17025 if=  58 il=  84 4/15/2020  n=  26 now=    3243 end=       1305       884      1258 U=    11.71 T=   73.0 p1= -59.8 p2=   248.5 ed=   100 5/1/2020    x1=  58. x2=  84. y1=  1.28 y2=  -.94 BEST
GP: Confirmed US_New_York_Monroe 4/15/2020        84    3243     1305     884     1258    10   100 5/1/2020  
AAA1     1 US_New_York_Monroe Confirmed cc1=  .997703 cc2=  .801587 lx=  7.15425 if=  59 il=  84 4/15/2020  n=  25 now=    3243 end=       1279       884      1258 U=    11.38 T=   72.7 p1= -60.6 p2=   253.6 ed=    99 4/30/2020   x1=  59. x2=  84. y1=  1.20 y2=  -.99 BEST
AAA2     1 US_New_York_Monroe Confirmed cc1=  .997704 cc2=  .801587 lx=  7.15625 if=  59 il=  84 4/15/2020  n=  25 now=    3243 end=       1279       884      1258 U=    11.38 T=   72.7 p1= -60.6 p2=   253.6 ed=    99 4/30/2020   x1=  59. x2=  84. y1=  1.20 y2=  -.99 BEST
GP: Confirmed US_New_York_Monroe 4/15/2020        84    3243     1279     884     1258    10    99 4/30/2020 
AAA1     1 US_New_York_Monroe Confirmed cc1=  .997449 cc2=  .797449 lx=  7.14425 if=  60 il=  84 4/15/2020  n=  24 now=    3243 end=       1266       884      1258 U=    11.45 T=   72.3 p1= -61.0 p2=   256.2 ed=    99 4/30/2020   x1=  60. x2=  84. y1=  1.07 y2= -1.02 BEST
AAA2     1 US_New_York_Monroe Confirmed cc1=  .997449 cc2=  .797449 lx=  7.14525 if=  60 il=  84 4/15/2020  n=  24 now=    3243 end=       1266       884      1258 U=    11.45 T=   72.3 p1= -61.0 p2=   256.2 ed=    99 4/30/2020   x1=  60. x2=  84. y1=  1.07 y2= -1.02 BEST
GP: Confirmed US_New_York_Monroe 4/15/2020        84    3243     1266     884     1258    10    99 4/30/2020 
AAA1     1 US_New_York_Monroe Confirmed cc1=  .997411 cc2=  .793287 lx=  7.11425 if=  61 il=  84 4/15/2020  n=  23 now=    3243 end=       1229       884      1258 U=    10.90 T=   71.9 p1= -62.1 p2=   263.9 ed=    97 4/28/2020   x1=  61. x2=  84. y1=  1.00 y2= -1.11 BEST
AAA2     1 US_New_York_Monroe Confirmed cc1=  .997412 cc2=  .793287 lx=  7.11725 if=  61 il=  84 4/15/2020  n=  23 now=    3243 end=       1229       884      1258 U=    10.90 T=   71.9 p1= -62.1 p2=   263.9 ed=    97 4/28/2020   x1=  61. x2=  84. y1=  1.00 y2= -1.11 BEST
GP: Confirmed US_New_York_Monroe 4/15/2020        84    3243     1229     884     1258    10    97 4/28/2020 
AAA1     1 US_New_York_Monroe Confirmed cc1=  .997294 cc2=  .788780 lx=  7.09425 if=  62 il=  84 4/15/2020  n=  22 now=    3243 end=       1205       884      1258 U=    10.68 T=   71.5 p1= -62.8 p2=   269.1 ed=    96 4/27/2020   x1=  62. x2=  84. y1=   .89 y2= -1.17 BEST
