TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       12645.00000        9.44502
TAB:  US_Texas_Dallas Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 US_Texas_Dallas Confirmed cc1=  .985418 cc2=  .652085 lx= 11.44502 if=  91 il=  99 4/30/2020  n=   8 now=   12645 end=      93434      3531      4905 U=    99.36 T=  216.9 p1= 638.9 p2=    13.5 ed=   451 4/17/2021   x1=  91. x2=  99. y1=  1.27 y2=  1.19     
GP: Confirmed US_Texas_Dallas 4/30/2020        99   12645    -        3531     4905     8   451 4/17/2021 
AAA2     1 US_Texas_Dallas Confirmed cc1=  .981617 cc2=  .628064 lx= 11.44502 if=  92 il=  99 4/30/2020  n=   7 now=   12645 end=      93434      3531      4905 U=    96.95 T=  214.0 p1= 638.9 p2=    13.5 ed=   442 4/8/2021    x1=  92. x2=  99. y1=  1.26 y2=  1.19     
GP: Confirmed US_Texas_Dallas 4/30/2020        99   12645    -        3531     4905     8   442 4/8/2021  
AAA1     1 US_Texas_Dallas Confirmed cc1=  .997916 cc2=  .859241 lx=  8.48502 if=  49 il= 100 5/1/2020   n=  51 now=   12645 end=       4841      3718      4905 U=    15.07 T=   79.9 p1= -61.7 p2=   261.2 ed=   115 5/16/2020   x1=  49. x2= 100. y1=  2.05 y2= -1.33 BEST
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997916 cc2=  .859241 lx=  8.48302 if=  49 il= 100 5/1/2020   n=  51 now=   12645 end=       4841      3718      4905 U=    15.07 T=   79.9 p1= -61.7 p2=   261.2 ed=   115 5/16/2020   x1=  49. x2= 100. y1=  2.05 y2= -1.33 BEST
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     4841    3718     4905     8   115 5/16/2020 
AAA1     1 US_Texas_Dallas Confirmed cc1=  .997864 cc2=  .857836 lx=  8.48502 if=  50 il= 100 5/1/2020   n=  50 now=   12645 end=       4841      3718      4905 U=    15.01 T=   80.0 p1= -61.7 p2=   261.2 ed=   115 5/16/2020   x1=  50. x2= 100. y1=  2.00 y2= -1.33 BEST
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997866 cc2=  .857836 lx=  8.48902 if=  50 il= 100 5/1/2020   n=  50 now=   12645 end=       4841      3718      4905 U=    15.01 T=   80.0 p1= -61.7 p2=   261.2 ed=   115 5/16/2020   x1=  50. x2= 100. y1=  2.00 y2= -1.33 BEST
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     4841    3718     4905     8   115 5/16/2020 
AAA1     1 US_Texas_Dallas Confirmed cc1=  .997855 cc2=  .856434 lx=  8.49502 if=  51 il= 100 5/1/2020   n=  49 now=   12645 end=       4890      3718      4905 U=    15.54 T=   79.9 p1= -61.3 p2=   258.6 ed=   116 5/17/2020   x1=  51. x2= 100. y1=  1.86 y2= -1.29 BEST
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997856 cc2=  .856434 lx=  8.49702 if=  51 il= 100 5/1/2020   n=  49 now=   12645 end=       4890      3718      4905 U=    15.54 T=   79.9 p1= -61.3 p2=   258.6 ed=   116 5/17/2020   x1=  51. x2= 100. y1=  1.86 y2= -1.29 BEST
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     4890    3718     4905     8   116 5/17/2020 
AAA1     1 US_Texas_Dallas Confirmed cc1=  .997726 cc2=  .854869 lx=  8.49502 if=  52 il= 100 5/1/2020   n=  48 now=   12645 end=       4890      3718      4905 U=    15.31 T=   80.2 p1= -61.3 p2=   258.6 ed=   116 5/17/2020   x1=  52. x2= 100. y1=  1.84 y2= -1.29 BEST
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997727 cc2=  .854869 lx=  8.49902 if=  52 il= 100 5/1/2020   n=  48 now=   12645 end=       4890      3718      4905 U=    15.31 T=   80.2 p1= -61.3 p2=   258.6 ed=   116 5/17/2020   x1=  52. x2= 100. y1=  1.84 y2= -1.29 BEST
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     4890    3718     4905     8   116 5/17/2020 
AAA1     1 US_Texas_Dallas Confirmed cc1=  .997650 cc2=  .853312 lx=  8.50502 if=  53 il= 100 5/1/2020   n=  47 now=   12645 end=       4939      3718      4905 U=    15.32 T=   80.7 p1= -60.9 p2=   256.0 ed=   116 5/17/2020   x1=  53. x2= 100. y1=  1.81 y2= -1.26 BEST
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997650 cc2=  .853312 lx=  8.50502 if=  53 il= 100 5/1/2020   n=  47 now=   12645 end=       4939      3718      4905 U=    15.32 T=   80.7 p1= -60.9 p2=   256.0 ed=   116 5/17/2020   x1=  53. x2= 100. y1=  1.81 y2= -1.26 BEST
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     4939    3718     4905     8   116 5/17/2020 
AAA1     1 US_Texas_Dallas Confirmed cc1=  .997678 cc2=  .851813 lx=  8.51502 if=  54 il= 100 5/1/2020   n=  46 now=   12645 end=       4989      3718      4905 U=    15.64 T=   80.9 p1= -60.5 p2=   253.5 ed=   117 5/18/2020   x1=  54. x2= 100. y1=  1.72 y2= -1.22 BEST
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997678 cc2=  .851813 lx=  8.51602 if=  54 il= 100 5/1/2020   n=  46 now=   12645 end=       4989      3718      4905 U=    15.64 T=   80.9 p1= -60.5 p2=   253.5 ed=   117 5/18/2020   x1=  54. x2= 100. y1=  1.72 y2= -1.22 BEST
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     4989    3718     4905     8   117 5/18/2020 
AAA1     1 US_Texas_Dallas Confirmed cc1=  .997645 cc2=  .850203 lx=  8.52502 if=  55 il= 100 5/1/2020   n=  45 now=   12645 end=       5039      3718      4905 U=    15.86 T=   81.1 p1= -60.2 p2=   250.9 ed=   118 5/19/2020   x1=  55. x2= 100. y1=  1.65 y2= -1.19 BEST
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997645 cc2=  .850203 lx=  8.52502 if=  55 il= 100 5/1/2020   n=  45 now=   12645 end=       5039      3718      4905 U=    15.86 T=   81.1 p1= -60.2 p2=   250.9 ed=   118 5/19/2020   x1=  55. x2= 100. y1=  1.65 y2= -1.19 BEST
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     5039    3718     4905     8   118 5/19/2020 
AAA1     1 US_Texas_Dallas Confirmed cc1=  .997606 cc2=  .848534 lx=  8.53502 if=  56 il= 100 5/1/2020   n=  44 now=   12645 end=       5089      3718      4905 U=    16.05 T=   81.4 p1= -59.8 p2=   248.5 ed=   119 5/20/2020   x1=  56. x2= 100. y1=  1.58 y2= -1.16 BEST
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997606 cc2=  .848534 lx=  8.53402 if=  56 il= 100 5/1/2020   n=  44 now=   12645 end=       5089      3718      4905 U=    16.05 T=   81.4 p1= -59.8 p2=   248.5 ed=   119 5/20/2020   x1=  56. x2= 100. y1=  1.58 y2= -1.16 BEST
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     5089    3718     4905     8   119 5/20/2020 
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997579 cc2=  .846823 lx=  8.54502 if=  57 il= 100 5/1/2020   n=  43 now=   12645 end=       5141      3718      4905 U=    16.39 T=   81.5 p1= -59.3 p2=   246.0 ed=   120 5/21/2020   x1=  57. x2= 100. y1=  1.50 y2= -1.13     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     5141    3718     4905     8   120 5/21/2020 
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997485 cc2=  .844986 lx=  8.55502 if=  58 il= 100 5/1/2020   n=  42 now=   12645 end=       5192      3718      4905 U=    16.51 T=   81.9 p1= -58.9 p2=   243.5 ed=   120 5/21/2020   x1=  58. x2= 100. y1=  1.45 y2= -1.10     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     5192    3718     4905     8   120 5/21/2020 
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997431 cc2=  .843128 lx=  8.56502 if=  59 il= 100 5/1/2020   n=  41 now=   12645 end=       5244      3718      4905 U=    16.69 T=   82.2 p1= -58.5 p2=   241.1 ed=   121 5/22/2020   x1=  59. x2= 100. y1=  1.39 y2= -1.07     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     5244    3718     4905     8   121 5/22/2020 
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997405 cc2=  .841231 lx=  8.57502 if=  60 il= 100 5/1/2020   n=  40 now=   12645 end=       5297      3718      4905 U=    17.05 T=   82.3 p1= -58.1 p2=   238.7 ed=   122 5/23/2020   x1=  60. x2= 100. y1=  1.31 y2= -1.04     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     5297    3718     4905     8   122 5/23/2020 
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997307 cc2=  .839193 lx=  8.58502 if=  61 il= 100 5/1/2020   n=  39 now=   12645 end=       5350      3718      4905 U=    17.14 T=   82.7 p1= -57.7 p2=   236.4 ed=   123 5/24/2020   x1=  61. x2= 100. y1=  1.26 y2= -1.01     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     5350    3718     4905     8   123 5/24/2020 
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997290 cc2=  .837162 lx=  8.60502 if=  62 il= 100 5/1/2020   n=  38 now=   12645 end=       5458      3718      4905 U=    17.25 T=   83.5 p1= -56.8 p2=   231.7 ed=   124 5/25/2020   x1=  62. x2= 100. y1=  1.25 y2=  -.96     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     5458    3718     4905     8   124 5/25/2020 
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997643 cc2=  .835421 lx=  8.64502 if=  63 il= 100 5/1/2020   n=  37 now=   12645 end=       5681      3718      4905 U=    18.49 T=   84.1 p1= -55.1 p2=   222.6 ed=   127 5/28/2020   x1=  63. x2= 100. y1=  1.14 y2=  -.86     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     5681    3718     4905     8   127 5/28/2020 
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997673 cc2=  .833274 lx=  8.66502 if=  64 il= 100 5/1/2020   n=  36 now=   12645 end=       5796      3718      4905 U=    19.01 T=   84.6 p1= -54.2 p2=   218.2 ed=   129 5/30/2020   x1=  64. x2= 100. y1=  1.08 y2=  -.81     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     5796    3718     4905     8   129 5/30/2020 
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997680 cc2=  .831014 lx=  8.68502 if=  65 il= 100 5/1/2020   n=  35 now=   12645 end=       5913      3718      4905 U=    19.55 T=   85.0 p1= -53.2 p2=   213.9 ed=   131 6/1/2020    x1=  65. x2= 100. y1=  1.02 y2=  -.77     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     5913    3718     4905     8   131 6/1/2020  
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997648 cc2=  .828617 lx=  8.71502 if=  66 il= 100 5/1/2020   n=  34 now=   12645 end=       6093      3718      4905 U=    20.33 T=   85.7 p1= -51.8 p2=   207.5 ed=   133 6/3/2020    x1=  66. x2= 100. y1=   .97 y2=  -.71     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     6093    3718     4905     8   133 6/3/2020  
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997551 cc2=  .826053 lx=  8.73502 if=  67 il= 100 5/1/2020   n=  33 now=   12645 end=       6216      3718      4905 U=    20.63 T=   86.3 p1= -50.8 p2=   203.4 ed=   134 6/4/2020    x1=  67. x2= 100. y1=   .93 y2=  -.67     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     6216    3718     4905     8   134 6/4/2020  
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997562 cc2=  .823484 lx=  8.76502 if=  68 il= 100 5/1/2020   n=  32 now=   12645 end=       6406      3718      4905 U=    21.23 T=   87.1 p1= -49.3 p2=   197.4 ed=   137 6/7/2020    x1=  68. x2= 100. y1=   .90 y2=  -.61     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     6406    3718     4905     8   137 6/7/2020  
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997706 cc2=  .820929 lx=  8.82502 if=  69 il= 100 5/1/2020   n=  31 now=   12645 end=       6802      3718      4905 U=    22.62 T=   88.6 p1= -46.2 p2=   185.9 ed=   141 6/11/2020   x1=  69. x2= 100. y1=   .87 y2=  -.50     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     6802    3718     4905     8   141 6/11/2020 
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997890 cc2=  .818285 lx=  8.88502 if=  70 il= 100 5/1/2020   n=  30 now=   12645 end=       7222      3718      4905 U=    24.23 T=   90.1 p1= -42.9 p2=   175.1 ed=   147 6/17/2020   x1=  70. x2= 100. y1=   .83 y2=  -.41     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     7222    3718     4905     8   147 6/17/2020 
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997978 cc2=  .815404 lx=  8.95502 if=  71 il= 100 5/1/2020   n=  29 now=   12645 end=       7746      3718      4905 U=    26.07 T=   91.9 p1= -38.7 p2=   163.2 ed=   153 6/23/2020   x1=  71. x2= 100. y1=   .80 y2=  -.31     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     7746    3718     4905     8   153 6/23/2020 
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997969 cc2=  .812274 lx=  9.02502 if=  72 il= 100 5/1/2020   n=  28 now=   12645 end=       8308      3718      4905 U=    27.82 T=   93.9 p1= -34.3 p2=   152.2 ed=   159 6/29/2020   x1=  72. x2= 100. y1=   .79 y2=  -.22     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     8308    3718     4905     8   159 6/29/2020 
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997928 cc2=  .808946 lx=  9.09502 if=  73 il= 100 5/1/2020   n=  27 now=   12645 end=       8910      3718      4905 U=    31.02 T=   95.8 p1= -29.5 p2=   141.9 ed=   169 7/9/2020    x1=  73. x2= 100. y1=   .74 y2=  -.13     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     8910    3718     4905     8   169 7/9/2020  
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997868 cc2=  .805418 lx=  9.04502 if=  74 il= 100 5/1/2020   n=  26 now=   12645 end=       8476      3718      4905 U=    28.82 T=   94.4 p1= -33.0 p2=   149.2 ed=   162 7/2/2020    x1=  74. x2= 100. y1=   .71 y2=  -.19     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     8476    3718     4905     8   162 7/2/2020  
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997614 cc2=  .801497 lx=  9.04502 if=  75 il= 100 5/1/2020   n=  25 now=   12645 end=       8476      3718      4905 U=    28.31 T=   94.5 p1= -33.0 p2=   149.2 ed=   161 7/1/2020    x1=  75. x2= 100. y1=   .69 y2=  -.19     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     8476    3718     4905     8   161 7/1/2020  
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997446 cc2=  .797446 lx=  9.11502 if=  76 il= 100 5/1/2020   n=  24 now=   12645 end=       9090      3718      4905 U=    30.28 T=   96.6 p1= -28.1 p2=   139.1 ed=   168 7/8/2020    x1=  76. x2= 100. y1=   .68 y2=  -.11     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     9090    3718     4905     8   168 7/8/2020  
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997162 cc2=  .793038 lx=  9.15502 if=  77 il= 100 5/1/2020   n=  23 now=   12645 end=       9461      3718      4905 U=    30.89 T=   97.9 p1= -25.2 p2=   133.7 ed=   170 7/10/2020   x1=  77. x2= 100. y1=   .68 y2=  -.07     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645     9461    3718     4905     8   170 7/10/2020 
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997016 cc2=  .788502 lx=  9.28502 if=  78 il= 100 5/1/2020   n=  22 now=   12645 end=      10775      3718      4905 U=    34.37 T=  102.1 p1= -14.8 p2=   117.4 ed=   183 7/23/2020   x1=  78. x2= 100. y1=   .70 y2=   .06     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645    10775    3718     4905     8   183 7/23/2020 
AAA2     1 US_Texas_Dallas Confirmed cc1=  .996749 cc2=  .783549 lx=  9.40502 if=  79 il= 100 5/1/2020   n=  21 now=   12645 end=      12149      3718      4905 U=    37.68 T=  106.4 p1=  -3.9 p2=   104.1 ed=   195 8/4/2020    x1=  79. x2= 100. y1=   .73 y2=   .17     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645    12149    3718     4905     8   195 8/4/2020  
AAA2     1 US_Texas_Dallas Confirmed cc1=  .996342 cc2=  .778124 lx=  9.51502 if=  80 il= 100 5/1/2020   n=  20 now=   12645 end=      13561      3718      4905 U=    40.90 T=  110.5 p1=   7.2 p2=    93.2 ed=   207 8/16/2020   x1=  80. x2= 100. y1=   .75 y2=   .26     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645    13561    3718     4905     8   207 8/16/2020 
AAA2     1 US_Texas_Dallas Confirmed cc1=  .995770 cc2=  .772163 lx=  9.54502 if=  81 il= 100 5/1/2020   n=  19 now=   12645 end=      13974      3718      4905 U=    41.49 T=  111.6 p1=  10.5 p2=    90.5 ed=   209 8/18/2020   x1=  81. x2= 100. y1=   .74 y2=   .28     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645    13974    3718     4905     8   209 8/18/2020 
AAA2     1 US_Texas_Dallas Confirmed cc1=  .995086 cc2=  .765670 lx=  9.60502 if=  82 il= 100 5/1/2020   n=  18 now=   12645 end=      14839      3718      4905 U=    42.40 T=  113.8 p1=  17.4 p2=    85.2 ed=   213 8/22/2020   x1=  82. x2= 100. y1=   .75 y2=   .33     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645    14839    3718     4905     8   213 8/22/2020 
AAA2     1 US_Texas_Dallas Confirmed cc1=  .994477 cc2=  .758775 lx=  9.91502 if=  83 il= 100 5/1/2020   n=  17 now=   12645 end=      20231      3718      4905 U=    50.16 T=  126.4 p1=  60.0 p2=    62.5 ed=   244 9/22/2020   x1=  83. x2= 100. y1=   .87 y2=   .53     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645    20231    3718     4905     8   244 9/22/2020 
AAA2     1 US_Texas_Dallas Confirmed cc1=  .993997 cc2=  .751461 lx= 10.74502 if=  84 il= 100 5/1/2020   n=  16 now=   12645 end=      46398      3718      4905 U=    72.11 T=  166.8 p1= 266.9 p2=    27.3 ed=   336 12/23/2020  x1=  84. x2= 100. y1=  1.15 y2=   .93     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645    -        3718     4905     8   336 12/23/2020
AAA2     1 US_Texas_Dallas Confirmed cc1=  .993328 cc2=  .743328 lx= 11.44502 if=  85 il= 100 5/1/2020   n=  15 now=   12645 end=      93434      3718      4905 U=    89.60 T=  204.9 p1= 638.9 p2=    13.5 ed=   416 3/13/2021   x1=  85. x2= 100. y1=  1.34 y2=  1.17     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645    -        3718     4905     8   416 3/13/2021 
AAA2     1 US_Texas_Dallas Confirmed cc1=  .993057 cc2=  .734858 lx= 11.44502 if=  86 il= 100 5/1/2020   n=  14 now=   12645 end=      93434      3718      4905 U=    92.10 T=  207.8 p1= 638.9 p2=    13.5 ed=   425 3/22/2021   x1=  86. x2= 100. y1=  1.32 y2=  1.17     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645    -        3718     4905     8   425 3/22/2021 
AAA2     1 US_Texas_Dallas Confirmed cc1=  .991877 cc2=  .724616 lx= 11.44502 if=  87 il= 100 5/1/2020   n=  13 now=   12645 end=      93434      3718      4905 U=    95.55 T=  211.9 p1= 638.9 p2=    13.5 ed=   437 4/3/2021    x1=  87. x2= 100. y1=  1.31 y2=  1.17     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645    -        3718     4905     8   437 4/3/2021  
AAA2     1 US_Texas_Dallas Confirmed cc1=  .989892 cc2=  .712542 lx= 11.44502 if=  88 il= 100 5/1/2020   n=  12 now=   12645 end=      93434      3718      4905 U=    96.67 T=  213.2 p1= 638.9 p2=    13.5 ed=   441 4/7/2021    x1=  88. x2= 100. y1=  1.29 y2=  1.17     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645    -        3718     4905     8   441 4/7/2021  
AAA2     1 US_Texas_Dallas Confirmed cc1=  .987804 cc2=  .699129 lx= 11.44502 if=  89 il= 100 5/1/2020   n=  11 now=   12645 end=      93434      3718      4905 U=    95.84 T=  212.2 p1= 638.9 p2=    13.5 ed=   438 4/4/2021    x1=  89. x2= 100. y1=  1.29 y2=  1.17     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645    -        3718     4905     8   438 4/4/2021  
AAA2     1 US_Texas_Dallas Confirmed cc1=  .974053 cc2=  .596089 lx= 11.44502 if=  94 il= 100 5/1/2020   n=   6 now=   12645 end=      93434      3718      4905 U=    81.80 T=  195.8 p1= 638.9 p2=    13.5 ed=   388 2/13/2021   x1=  94. x2= 100. y1=  1.24 y2=  1.17     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645    -        3718     4905     8   388 2/13/2021 
AAA2     1 US_Texas_Dallas Confirmed cc1=  .964940 cc2=  .556692 lx= 11.44502 if=  95 il= 100 5/1/2020   n=   5 now=   12645 end=      93434      3718      4905 U=    79.27 T=  192.8 p1= 638.9 p2=    13.5 ed=   379 2/4/2021    x1=  95. x2= 100. y1=  1.23 y2=  1.17     
GP: Confirmed US_Texas_Dallas 5/1/2020        100   12645    -        3718     4905     8   379 2/4/2021  
AAA1     1 US_Texas_Dallas Confirmed cc1=  .997216 cc2=  .859855 lx=  8.54502 if=  49 il= 101 5/2/2020   n=  52 now=   12645 end=       5141      3899      5372 U=    15.54 T=   81.0 p1= -59.3 p2=   246.0 ed=   117 5/18/2020   x1=  49. x2= 101. y1=  2.06 y2= -1.29 BEST
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997216 cc2=  .859855 lx=  8.54202 if=  49 il= 101 5/2/2020   n=  52 now=   12645 end=       5141      3899      5372 U=    15.54 T=   81.0 p1= -59.3 p2=   246.0 ed=   117 5/18/2020   x1=  49. x2= 101. y1=  2.06 y2= -1.29 BEST
GP: Confirmed US_Texas_Dallas 5/2/2020        101   12645     5141    3899     5372    10   117 5/18/2020 
AAA1     1 US_Texas_Dallas Confirmed cc1=  .997157 cc2=  .858482 lx=  8.54502 if=  50 il= 101 5/2/2020   n=  51 now=   12645 end=       5141      3899      5372 U=    15.49 T=   81.1 p1= -59.3 p2=   246.0 ed=   117 5/18/2020   x1=  50. x2= 101. y1=  2.01 y2= -1.29 BEST
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997159 cc2=  .858482 lx=  8.54902 if=  50 il= 101 5/2/2020   n=  51 now=   12645 end=       5141      3899      5372 U=    15.49 T=   81.1 p1= -59.3 p2=   246.0 ed=   117 5/18/2020   x1=  50. x2= 101. y1=  2.01 y2= -1.29 BEST
GP: Confirmed US_Texas_Dallas 5/2/2020        101   12645     5141    3899     5372    10   117 5/18/2020 
AAA1     1 US_Texas_Dallas Confirmed cc1=  .997148 cc2=  .857120 lx=  8.55502 if=  51 il= 101 5/2/2020   n=  50 now=   12645 end=       5192      3899      5372 U=    16.04 T=   81.0 p1= -58.9 p2=   243.5 ed=   118 5/19/2020   x1=  51. x2= 101. y1=  1.87 y2= -1.25 BEST
AAA2     1 US_Texas_Dallas Confirmed cc1=  .997149 cc2=  .857120 lx=  8.55802 if=  51 il= 101 5/2/2020   n=  50 now=   12645 end=       5192      3899      5372 U=    16.04 T=   81.0 p1= -58.9 p2=   243.5 ed=   118 5/19/2020   x1=  51. x2= 101. y1=  1.87 y2= -1.25 BEST
GP: Confirmed US_Texas_Dallas 5/2/2020        101   12645     5192    3899     5372    10   118 5/19/2020 
AAA1     1 US_Texas_Dallas Confirmed cc1=  .996990 cc2=  .855568 lx=  8.56502 if=  52 il= 101 5/2/2020   n=  49 now=   12645 end=       5244      3899      5372 U=    15.98 T=   81.6 p1= -58.5 p2=   241.1 ed=   119 5/20/2020   x1=  52. x2= 101. y1=  1.85 y2= -1.22 BEST
AAA2     1 US_Texas_Dallas Confirmed cc1=  .996991 cc2=  .855568 lx=  8.56102 if=  52 il= 101 5/2/2020   n=  49 now=   12645 end=       5244      3899      5372 U=    15.98 T=   81.6 p1= -58.5 p2=   241.1 ed=   119 5/20/2020   x1=  52. x2= 101. y1=  1.85 y2= -1.22 BEST
GP: Confirmed US_Texas_Dallas 5/2/2020        101   12645     5244    3899     5372    10   119 5/20/2020 
AAA1     1 US_Texas_Dallas Confirmed cc1=  .996902 cc2=  .854044 lx=  8.56502 if=  53 il= 101 5/2/2020   n=  48 now=   12645 end=       5244      3899      5372 U=    15.82 T=   81.8 p1= -58.5 p2=   241.1 ed=   119 5/20/2020   x1=  53. x2= 101. y1=  1.82 y2= -1.22 BEST
AAA2     1 US_Texas_Dallas Confirmed cc1=  .996902 cc2=  .854044 lx=  8.56802 if=  53 il= 101 5/2/2020   n=  48 now=   12645 end=       5244      3899      5372 U=    15.82 T=   81.8 p1= -58.5 p2=   241.1 ed=   119 5/20/2020   x1=  53. x2= 101. y1=  1.82 y2= -1.22 BEST
GP: Confirmed US_Texas_Dallas 5/2/2020        101   12645     5244    3899     5372    10   119 5/20/2020 
AAA1     1 US_Texas_Dallas Confirmed cc1=  .996937 cc2=  .852600 lx=  8.58502 if=  54 il= 101 5/2/2020   n=  47 now=   12645 end=       5350      3899      5372 U=    16.32 T=   82.2 p1= -57.7 p2=   236.4 ed=   120 5/21/2020   x1=  54. x2= 101. y1=  1.73 y2= -1.15 BEST
AAA2     1 US_Texas_Dallas Confirmed cc1=  .996938 cc2=  .852600 lx=  8.58102 if=  54 il= 101 5/2/2020   n=  47 now=   12645 end=       5350      3899      5372 U=    16.32 T=   82.2 p1= -57.7 p2=   236.4 ed=   120 5/21/2020   x1=  54. x2= 101. y1=  1.73 y2= -1.15 BEST
GP: Confirmed US_Texas_Dallas 5/2/2020        101   12645     5350    3899     5372    10   120 5/21/2020 
AAA1     1 US_Texas_Dallas Confirmed cc1=  .996903 cc2=  .851038 lx=  8.59502 if=  55 il= 101 5/2/2020   n=  46 now=   12645 end=       5404      3899      5372 U=    16.55 T=   82.5 p1= -57.3 p2=   234.0 ed=   121 5/22/2020   x1=  55. x2= 101. y1=  1.66 y2= -1.12 BEST
AAA2     1 US_Texas_Dallas Confirmed cc1=  .996903 cc2=  .851038 lx=  8.59202 if=  55 il= 101 5/2/2020   n=  46 now=   12645 end=       5404      3899      5372 U=    16.55 T=   82.5 p1= -57.3 p2=   234.0 ed=   121 5/22/2020   x1=  55. x2= 101. y1=  1.66 y2= -1.12 BEST
GP: Confirmed US_Texas_Dallas 5/2/2020        101   12645     5404    3899     5372    10   121 5/22/2020 
AAA1     1 US_Texas_Dallas Confirmed cc1=  .996862 cc2=  .849420 lx=  8.60502 if=  56 il= 101 5/2/2020   n=  45 now=   12645 end=       5458      3899      5372 U=    16.75 T=   82.8 p1= -56.8 p2=   231.7 ed=   122 5/23/2020   x1=  56. x2= 101. y1=  1.60 y2= -1.09 BEST
