TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        4023.00000        8.29978
TAB:  US_Louisiana_East_Baton_Rouge Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/19/2020        88    4023     2017    1512     1709    10    99 4/30/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .995120 cc2=  .818343 lx=  7.59978 if=  57 il=  88 4/19/2020  n=  31 now=    4023 end=       1997      1512      1709 U=    10.10 T=   75.1 p1= -50.4 p2=   201.5 ed=    98 4/29/2020   x1=  57. x2=  88. y1=  1.79 y2= -1.28     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/19/2020        88    4023     1997    1512     1709    10    98 4/29/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .994752 cc2=  .815147 lx=  7.57978 if=  58 il=  88 4/19/2020  n=  30 now=    4023 end=       1958      1512      1709 U=     9.74 T=   74.8 p1= -51.3 p2=   205.5 ed=    97 4/28/2020   x1=  58. x2=  88. y1=  1.73 y2= -1.35     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/19/2020        88    4023     1958    1512     1709    10    97 4/28/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .994259 cc2=  .811685 lx=  7.56978 if=  59 il=  88 4/19/2020  n=  29 now=    4023 end=       1938      1512      1709 U=     9.88 T=   74.2 p1= -51.8 p2=   207.6 ed=    97 4/28/2020   x1=  59. x2=  88. y1=  1.54 y2= -1.39     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/19/2020        88    4023     1938    1512     1709    10    97 4/28/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .993574 cc2=  .804592 lx=  7.53978 if=  61 il=  88 4/19/2020  n=  27 now=    4023 end=       1881      1512      1709 U=     9.47 T=   73.6 p1= -53.2 p2=   213.9 ed=    95 4/26/2020   x1=  61. x2=  88. y1=  1.33 y2= -1.52     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/19/2020        88    4023     1881    1512     1709    10    95 4/26/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .993706 cc2=  .801256 lx=  7.50978 if=  62 il=  88 4/19/2020  n=  26 now=    4023 end=       1825      1512      1709 U=     8.95 T=   73.1 p1= -54.6 p2=   220.4 ed=    94 4/25/2020   x1=  62. x2=  88. y1=  1.24 y2= -1.67     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/19/2020        88    4023     1825    1512     1709    10    94 4/25/2020 
AAA1     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .994302 cc2=  .794302 lx=  7.46978 if=  64 il=  88 4/19/2020  n=  24 now=    4023 end=       1754      1512      1709 U=     8.16 T=   72.4 p1= -56.4 p2=   229.4 ed=    91 4/22/2020   x1=  64. x2=  88. y1=  1.04 y2= -1.91 BEST
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .994305 cc2=  .794302 lx=  7.47278 if=  64 il=  88 4/19/2020  n=  24 now=    4023 end=       1754      1512      1709 U=     8.16 T=   72.4 p1= -56.4 p2=   229.4 ed=    91 4/22/2020   x1=  64. x2=  88. y1=  1.04 y2= -1.91 BEST
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/19/2020        88    4023     1754    1512     1709    10    91 4/22/2020 
AAA1     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .995094 cc2=  .790970 lx=  7.45978 if=  65 il=  88 4/19/2020  n=  23 now=    4023 end=       1736      1512      1709 U=     7.81 T=   72.6 p1= -56.8 p2=   231.7 ed=    90 4/21/2020   x1=  65. x2=  88. y1=   .97 y2= -1.98 BEST
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .995098 cc2=  .790970 lx=  7.45678 if=  65 il=  88 4/19/2020  n=  23 now=    4023 end=       1736      1512      1709 U=     7.81 T=   72.6 p1= -56.8 p2=   231.7 ed=    90 4/21/2020   x1=  65. x2=  88. y1=   .97 y2= -1.98 BEST
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/19/2020        88    4023     1736    1512     1709    10    90 4/21/2020 
AAA1     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .995776 cc2=  .787262 lx=  7.43978 if=  66 il=  88 4/19/2020  n=  22 now=    4023 end=       1702      1512      1709 U=     7.31 T=   72.4 p1= -57.7 p2=   236.4 ed=    89 4/20/2020   x1=  66. x2=  88. y1=   .88 y2= -2.13 BEST
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .995780 cc2=  .787262 lx=  7.44278 if=  66 il=  88 4/19/2020  n=  22 now=    4023 end=       1702      1512      1709 U=     7.31 T=   72.4 p1= -57.7 p2=   236.4 ed=    89 4/20/2020   x1=  66. x2=  88. y1=   .88 y2= -2.13 BEST
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/19/2020        88    4023     1702    1512     1709    10    89 4/20/2020 
AAA1     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .996525 cc2=  .783324 lx=  7.42978 if=  67 il=  88 4/19/2020  n=  21 now=    4023 end=       1685      1512      1709 U=     6.85 T=   72.8 p1= -58.1 p2=   238.8 ed=    88 4/19/2020   x1=  67. x2=  88. y1=   .85 y2= -2.22 BEST
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .996526 cc2=  .783324 lx=  7.43178 if=  67 il=  88 4/19/2020  n=  21 now=    4023 end=       1685      1512      1709 U=     6.85 T=   72.8 p1= -58.1 p2=   238.8 ed=    88 4/19/2020   x1=  67. x2=  88. y1=   .85 y2= -2.22 BEST
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/19/2020        88    4023     1685    1512     1709    10    88 4/19/2020 
AAA1     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .996650 cc2=  .778432 lx=  7.41978 if=  68 il=  88 4/19/2020  n=  20 now=    4023 end=       1668      1512      1709 U=     6.46 T=   73.0 p1= -58.5 p2=   241.2 ed=    88 4/19/2020   x1=  68. x2=  88. y1=   .78 y2= -2.32 BEST
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .996661 cc2=  .778432 lx=  7.42378 if=  68 il=  88 4/19/2020  n=  20 now=    4023 end=       1668      1512      1709 U=     6.46 T=   73.0 p1= -58.5 p2=   241.2 ed=    88 4/19/2020   x1=  68. x2=  88. y1=   .78 y2= -2.32 BEST
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/19/2020        88    4023     1668    1512     1709    10    88 4/19/2020 
AAA1     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .996391 cc2=  .772784 lx=  7.41978 if=  69 il=  88 4/19/2020  n=  19 now=    4023 end=       1668      1512      1709 U=     6.32 T=   73.4 p1= -58.5 p2=   241.2 ed=    88 4/19/2020   x1=  69. x2=  88. y1=   .69 y2= -2.32 BEST
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .996392 cc2=  .772784 lx=  7.41878 if=  69 il=  88 4/19/2020  n=  19 now=    4023 end=       1668      1512      1709 U=     6.32 T=   73.4 p1= -58.5 p2=   241.2 ed=    88 4/19/2020   x1=  69. x2=  88. y1=   .69 y2= -2.32 BEST
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/19/2020        88    4023     1668    1512     1709    10    88 4/19/2020 
AAA1     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .995856 cc2=  .766440 lx=  7.41978 if=  70 il=  88 4/19/2020  n=  18 now=    4023 end=       1668      1512      1709 U=     6.06 T=   74.0 p1= -58.5 p2=   241.2 ed=    88 4/19/2020   x1=  70. x2=  88. y1=   .65 y2= -2.32 BEST
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .995866 cc2=  .766440 lx=  7.41678 if=  70 il=  88 4/19/2020  n=  18 now=    4023 end=       1668      1512      1709 U=     6.06 T=   74.0 p1= -58.5 p2=   241.2 ed=    88 4/19/2020   x1=  70. x2=  88. y1=   .65 y2= -2.32 BEST
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/19/2020        88    4023     1668    1512     1709    10    88 4/19/2020 
AAA1     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .995416 cc2=  .759714 lx=  7.41978 if=  71 il=  88 4/19/2020  n=  17 now=    4023 end=       1668      1512      1709 U=     6.05 T=   74.0 p1= -58.5 p2=   241.2 ed=    88 4/19/2020   x1=  71. x2=  88. y1=   .49 y2= -2.32 BEST
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .995423 cc2=  .759714 lx=  7.42278 if=  71 il=  88 4/19/2020  n=  17 now=    4023 end=       1668      1512      1709 U=     6.05 T=   74.0 p1= -58.5 p2=   241.2 ed=    88 4/19/2020   x1=  71. x2=  88. y1=   .49 y2= -2.32 BEST
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/19/2020        88    4023     1668    1512     1709    10    88 4/19/2020 
AAA1     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .995183 cc2=  .752647 lx=  7.42978 if=  72 il=  88 4/19/2020  n=  16 now=    4023 end=       1685      1512      1709 U=     6.15 T=   74.4 p1= -58.1 p2=   238.8 ed=    88 4/19/2020   x1=  72. x2=  88. y1=   .38 y2= -2.22 BEST
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .995192 cc2=  .752647 lx=  7.43378 if=  72 il=  88 4/19/2020  n=  16 now=    4023 end=       1685      1512      1709 U=     6.15 T=   74.4 p1= -58.1 p2=   238.8 ed=    88 4/19/2020   x1=  72. x2=  88. y1=   .38 y2= -2.22 BEST
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/19/2020        88    4023     1685    1512     1709    10    88 4/19/2020 
AAA1     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .997399 cc2=  .747399 lx=  7.47978 if=  73 il=  88 4/19/2020  n=  15 now=    4023 end=       1771      1512      1709 U=     7.94 T=   73.4 p1= -56.0 p2=   227.2 ed=    92 4/23/2020   x1=  73. x2=  88. y1=   .05 y2= -1.84 BEST
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .997403 cc2=  .747399 lx=  7.47578 if=  73 il=  88 4/19/2020  n=  15 now=    4023 end=       1771      1512      1709 U=     7.94 T=   73.4 p1= -56.0 p2=   227.2 ed=    92 4/23/2020   x1=  73. x2=  88. y1=   .05 y2= -1.84 BEST
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/19/2020        88    4023     1771    1512     1709    10    92 4/23/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .997704 cc2=  .730442 lx=  7.52978 if=  75 il=  88 4/19/2020  n=  13 now=    4023 end=       1862      1512      1709 U=     9.45 T=   73.2 p1= -53.7 p2=   216.1 ed=    95 4/26/2020   x1=  75. x2=  88. y1=  -.19 y2= -1.57     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/19/2020        88    4023     1862    1512     1709    10    95 4/26/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .997134 cc2=  .719784 lx=  7.51978 if=  76 il=  88 4/19/2020  n=  12 now=    4023 end=       1844      1512      1709 U=     9.25 T=   73.0 p1= -54.2 p2=   218.2 ed=    94 4/25/2020   x1=  76. x2=  88. y1=  -.32 y2= -1.62     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/19/2020        88    4023     1844    1512     1709    10    94 4/25/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .996134 cc2=  .642581 lx= 10.29978 if=  81 il=  88 4/19/2020  n=   7 now=    4023 end=      29726      1512      1709 U=   101.75 T=  199.1 p1= 638.9 p2=    13.5 ed=   439 4/5/2021    x1=  81. x2=  88. y1=  1.16 y2=  1.09     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/19/2020        88    4023    -        1512     1709    10   439 4/5/2021  
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .994253 cc2=  .616289 lx= 10.29978 if=  82 il=  88 4/19/2020  n=   6 now=    4023 end=      29726      1512      1709 U=   106.84 T=  204.6 p1= 638.9 p2=    13.5 ed=   456 4/22/2021   x1=  82. x2=  88. y1=  1.15 y2=  1.09     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/19/2020        88    4023    -        1512     1709    10   456 4/22/2021 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .996752 cc2=  .588503 lx=  7.75978 if=  83 il=  88 4/19/2020  n=   5 now=    4023 end=       2344      1512      1709 U=    16.53 T=   74.4 p1= -41.7 p2=   171.6 ed=   113 5/14/2020   x1=  83. x2=  88. y1=  -.52 y2=  -.82     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/19/2020        88    4023     2344    1512     1709    10   113 5/14/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .996100 cc2=  .827069 lx=  7.57978 if=  55 il=  89 4/20/2020  n=  34 now=    4023 end=       1958      1534      1676 U=     9.90 T=   75.0 p1= -51.3 p2=   205.5 ed=    98 4/29/2020   x1=  55. x2=  89. y1=  2.03 y2= -1.41     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/20/2020        89    4023     1958    1534     1676     4    98 4/29/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .995771 cc2=  .824272 lx=  7.57978 if=  56 il=  89 4/20/2020  n=  33 now=    4023 end=       1958      1534      1676 U=     9.88 T=   75.1 p1= -51.3 p2=   205.5 ed=    98 4/29/2020   x1=  56. x2=  89. y1=  1.93 y2= -1.41     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/20/2020        89    4023     1958    1534     1676     4    98 4/29/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .995400 cc2=  .821322 lx=  7.56978 if=  57 il=  89 4/20/2020  n=  32 now=    4023 end=       1938      1534      1676 U=     9.89 T=   74.6 p1= -51.8 p2=   207.6 ed=    97 4/28/2020   x1=  57. x2=  89. y1=  1.79 y2= -1.45     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/20/2020        89    4023     1938    1534     1676     4    97 4/28/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .995099 cc2=  .818322 lx=  7.55978 if=  58 il=  89 4/20/2020  n=  31 now=    4023 end=       1919      1534      1676 U=     9.63 T=   74.6 p1= -52.3 p2=   209.6 ed=    97 4/28/2020   x1=  58. x2=  89. y1=  1.73 y2= -1.50     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/20/2020        89    4023     1919    1534     1676     4    97 4/28/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .994676 cc2=  .815071 lx=  7.54978 if=  59 il=  89 4/20/2020  n=  30 now=    4023 end=       1900      1534      1676 U=     9.74 T=   74.0 p1= -52.8 p2=   211.7 ed=    96 4/27/2020   x1=  59. x2=  89. y1=  1.54 y2= -1.54     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/20/2020        89    4023     1900    1534     1676     4    96 4/27/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .994147 cc2=  .808451 lx=  7.51978 if=  61 il=  89 4/20/2020  n=  28 now=    4023 end=       1844      1534      1676 U=     9.28 T=   73.3 p1= -54.2 p2=   218.2 ed=    95 4/26/2020   x1=  61. x2=  89. y1=  1.32 y2= -1.69     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/20/2020        89    4023     1844    1534     1676     4    95 4/26/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .994323 cc2=  .805340 lx=  7.49978 if=  62 il=  89 4/20/2020  n=  27 now=    4023 end=       1807      1534      1676 U=     8.87 T=   73.0 p1= -55.1 p2=   222.6 ed=    93 4/24/2020   x1=  62. x2=  89. y1=  1.24 y2= -1.81     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/20/2020        89    4023     1807    1534     1676     4    93 4/24/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .994606 cc2=  .802156 lx=  7.48978 if=  63 il=  89 4/20/2020  n=  26 now=    4023 end=       1789      1534      1676 U=     8.60 T=   72.9 p1= -55.5 p2=   224.9 ed=    93 4/24/2020   x1=  63. x2=  89. y1=  1.15 y2= -1.87     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/20/2020        89    4023     1789    1534     1676     4    93 4/24/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .994937 cc2=  .798821 lx=  7.46978 if=  64 il=  89 4/20/2020  n=  25 now=    4023 end=       1754      1534      1676 U=     8.21 T=   72.5 p1= -56.4 p2=   229.4 ed=    91 4/22/2020   x1=  64. x2=  89. y1=  1.04 y2= -2.01     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/20/2020        89    4023     1754    1534     1676     4    91 4/22/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .995660 cc2=  .795660 lx=  7.45978 if=  65 il=  89 4/20/2020  n=  24 now=    4023 end=       1736      1534      1676 U=     7.85 T=   72.6 p1= -56.8 p2=   231.7 ed=    91 4/22/2020   x1=  65. x2=  89. y1=   .97 y2= -2.09     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/20/2020        89    4023     1736    1534     1676     4    91 4/22/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .996264 cc2=  .792139 lx=  7.44978 if=  66 il=  89 4/20/2020  n=  23 now=    4023 end=       1719      1534      1676 U=     7.53 T=   72.7 p1= -57.3 p2=   234.0 ed=    90 4/21/2020   x1=  66. x2=  89. y1=   .88 y2= -2.17     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/20/2020        89    4023     1719    1534     1676     4    90 4/21/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .996907 cc2=  .788393 lx=  7.43978 if=  67 il=  89 4/20/2020  n=  22 now=    4023 end=       1702      1534      1676 U=     7.07 T=   73.0 p1= -57.7 p2=   236.4 ed=    89 4/20/2020   x1=  67. x2=  89. y1=   .85 y2= -2.26     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/20/2020        89    4023     1702    1534     1676     4    89 4/20/2020 
AAA1     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .997007 cc2=  .783806 lx=  7.42978 if=  68 il=  89 4/20/2020  n=  21 now=    4023 end=       1685      1534      1676 U=     6.67 T=   73.2 p1= -58.1 p2=   238.8 ed=    88 4/19/2020   x1=  68. x2=  89. y1=   .79 y2= -2.36 BEST
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .997008 cc2=  .783806 lx=  7.43078 if=  68 il=  89 4/20/2020  n=  21 now=    4023 end=       1685      1534      1676 U=     6.67 T=   73.2 p1= -58.1 p2=   238.8 ed=    88 4/19/2020   x1=  68. x2=  89. y1=   .79 y2= -2.36 BEST
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/20/2020        89    4023     1685    1534     1676     4    88 4/19/2020 
AAA1     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .996752 cc2=  .778534 lx=  7.42978 if=  69 il=  89 4/20/2020  n=  20 now=    4023 end=       1685      1534      1676 U=     6.54 T=   73.5 p1= -58.1 p2=   238.8 ed=    88 4/19/2020   x1=  69. x2=  89. y1=   .69 y2= -2.36 BEST
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .996758 cc2=  .778534 lx=  7.42678 if=  69 il=  89 4/20/2020  n=  20 now=    4023 end=       1685      1534      1676 U=     6.54 T=   73.5 p1= -58.1 p2=   238.8 ed=    88 4/19/2020   x1=  69. x2=  89. y1=   .69 y2= -2.36 BEST
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/20/2020        89    4023     1685    1534     1676     4    88 4/19/2020 
AAA1     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .996274 cc2=  .772668 lx=  7.42978 if=  70 il=  89 4/20/2020  n=  19 now=    4023 end=       1685      1534      1676 U=     6.29 T=   74.1 p1= -58.1 p2=   238.8 ed=    88 4/19/2020   x1=  70. x2=  89. y1=   .66 y2= -2.36 BEST
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .996296 cc2=  .772668 lx=  7.42478 if=  70 il=  89 4/20/2020  n=  19 now=    4023 end=       1685      1534      1676 U=     6.29 T=   74.1 p1= -58.1 p2=   238.8 ed=    88 4/19/2020   x1=  70. x2=  89. y1=   .66 y2= -2.36 BEST
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/20/2020        89    4023     1685    1534     1676     4    88 4/19/2020 
AAA1     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .995965 cc2=  .766549 lx=  7.42978 if=  71 il=  89 4/20/2020  n=  18 now=    4023 end=       1685      1534      1676 U=     6.29 T=   74.1 p1= -58.1 p2=   238.8 ed=    88 4/19/2020   x1=  71. x2=  89. y1=   .50 y2= -2.36 BEST
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .995966 cc2=  .766549 lx=  7.43078 if=  71 il=  89 4/20/2020  n=  18 now=    4023 end=       1685      1534      1676 U=     6.29 T=   74.1 p1= -58.1 p2=   238.8 ed=    88 4/19/2020   x1=  71. x2=  89. y1=   .50 y2= -2.36 BEST
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/20/2020        89    4023     1685    1534     1676     4    88 4/19/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .995847 cc2=  .760145 lx=  7.43978 if=  72 il=  89 4/20/2020  n=  17 now=    4023 end=       1702      1534      1676 U=     6.41 T=   74.5 p1= -57.7 p2=   236.4 ed=    89 4/20/2020   x1=  72. x2=  89. y1=   .39 y2= -2.26     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/20/2020        89    4023     1702    1534     1676     4    89 4/20/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .997831 cc2=  .755296 lx=  7.47978 if=  73 il=  89 4/20/2020  n=  16 now=    4023 end=       1771      1534      1676 U=     8.06 T=   73.4 p1= -56.0 p2=   227.2 ed=    92 4/23/2020   x1=  73. x2=  89. y1=   .05 y2= -1.94     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/20/2020        89    4023     1771    1534     1676     4    92 4/23/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .998114 cc2=  .739915 lx=  7.51978 if=  75 il=  89 4/20/2020  n=  14 now=    4023 end=       1844      1534      1676 U=     9.41 T=   73.1 p1= -54.2 p2=   218.2 ed=    95 4/26/2020   x1=  75. x2=  89. y1=  -.20 y2= -1.69     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/20/2020        89    4023     1844    1534     1676     4    95 4/26/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .997683 cc2=  .730421 lx=  7.51978 if=  76 il=  89 4/20/2020  n=  13 now=    4023 end=       1844      1534      1676 U=     9.47 T=   73.0 p1= -54.2 p2=   218.2 ed=    95 4/26/2020   x1=  76. x2=  89. y1=  -.32 y2= -1.69     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/20/2020        89    4023     1844    1534     1676     4    95 4/26/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .997197 cc2=  .719847 lx=  7.50978 if=  77 il=  89 4/20/2020  n=  12 now=    4023 end=       1825      1534      1676 U=     8.91 T=   73.4 p1= -54.6 p2=   220.4 ed=    94 4/25/2020   x1=  77. x2=  89. y1=  -.40 y2= -1.75     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/20/2020        89    4023     1825    1534     1676     4    94 4/25/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .995733 cc2=  .662399 lx=  8.23978 if=  81 il=  89 4/20/2020  n=   8 now=    4023 end=       3788      1534      1676 U=    35.78 T=   85.4 p1=  -5.8 p2=   106.2 ed=   169 7/9/2020    x1=  81. x2=  89. y1=   .12 y2=  -.10     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/20/2020        89    4023     3788    1534     1676     4   169 7/9/2020  
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .994037 cc2=  .640484 lx=  7.86978 if=  82 il=  89 4/20/2020  n=   7 now=    4023 end=       2616      1534      1676 U=    23.37 T=   74.3 p1= -35.0 p2=   153.8 ed=   129 5/30/2020   x1=  82. x2=  89. y1=  -.33 y2=  -.63     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/20/2020        89    4023     2616    1534     1676     4   129 5/30/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .996480 cc2=  .618516 lx=  7.47978 if=  83 il=  89 4/20/2020  n=   6 now=    4023 end=       1771      1534      1676 U=     7.72 T=   74.0 p1= -56.0 p2=   227.2 ed=    92 4/23/2020   x1=  83. x2=  89. y1= -1.16 y2= -1.94     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/20/2020        89    4023     1771    1534     1676     4    92 4/23/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .997881 cc2=  .589633 lx=  7.40978 if=  84 il=  89 4/20/2020  n=   5 now=    4023 end=       1652      1534      1676 U=     4.59 T=   77.1 p1= -58.9 p2=   243.5 ed=    87 4/18/2020   x1=  84. x2=  89. y1= -1.51 y2= -2.60     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/20/2020        89    4023     1652    1534     1676     4    87 4/18/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .996290 cc2=  .829624 lx=  7.55978 if=  55 il=  90 4/21/2020  n=  35 now=    4023 end=       1919      1560      1697 U=     9.73 T=   74.7 p1= -52.3 p2=   209.6 ed=    97 4/28/2020   x1=  55. x2=  90. y1=  2.02 y2= -1.57     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/21/2020        90    4023     1919    1560     1697     4    97 4/28/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .996000 cc2=  .826969 lx=  7.55978 if=  56 il=  90 4/21/2020  n=  34 now=    4023 end=       1919      1560      1697 U=     9.71 T=   74.7 p1= -52.3 p2=   209.6 ed=    97 4/28/2020   x1=  56. x2=  90. y1=  1.93 y2= -1.57     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/21/2020        90    4023     1919    1560     1697     4    97 4/28/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .995674 cc2=  .824175 lx=  7.54978 if=  57 il=  90 4/21/2020  n=  33 now=    4023 end=       1900      1560      1697 U=     9.69 T=   74.3 p1= -52.8 p2=   211.7 ed=    97 4/28/2020   x1=  57. x2=  90. y1=  1.78 y2= -1.62     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/21/2020        90    4023     1900    1560     1697     4    97 4/28/2020 
AAA2     1 US_Louisiana_East_Baton_Rouge Confirmed cc1=  .995427 cc2=  .821349 lx=  7.53978 if=  58 il=  90 4/21/2020  n=  32 now=    4023 end=       1881      1560      1697 U=     9.42 T=   74.2 p1= -53.2 p2=   213.9 ed=    96 4/27/2020   x1=  58. x2=  90. y1=  1.72 y2= -1.67     
GP: Confirmed US_Louisiana_East_Baton_Rouge 4/21/2020        90    4023     1881    1560     1697     4    96 4/27/2020 
