TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        4808.00000        8.47804
TAB:  US_New_Jersey_Burlington Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997476 cc2=  .773869 lx=  9.13804 if=  75 il=  94 4/25/2020  n=  19 now=    4808 end=       9302      2153      3286 U=    31.65 T=  106.1 p1=  93.5 p2=    51.7 ed=   180 7/20/2020   x1=  75. x2=  94. y1=   .98 y2=   .38     
GP: Confirmed US_New_Jersey_Burlington 4/25/2020        94    4808     9302    2153     3286    11   180 7/20/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997879 cc2=  .768464 lx=  9.80804 if=  76 il=  94 4/25/2020  n=  18 now=    4808 end=      18179      2153      3286 U=    44.03 T=  127.4 p1= 278.1 p2=    26.4 ed=   231 9/9/2020    x1=  76. x2=  94. y1=  1.17 y2=   .76     
GP: Confirmed US_New_Jersey_Burlington 4/25/2020        94    4808    -        2153     3286    11   231 9/9/2020  
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997992 cc2=  .762289 lx= 10.47804 if=  77 il=  94 4/25/2020  n=  17 now=    4808 end=      35526      2153      3286 U=    56.27 T=  152.0 p1= 638.9 p2=    13.5 ed=   284 11/1/2020   x1=  77. x2=  94. y1=  1.33 y2=  1.03     
GP: Confirmed US_New_Jersey_Burlington 4/25/2020        94    4808    -        2153     3286    11   284 11/1/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .998016 cc2=  .755481 lx= 10.47804 if=  78 il=  94 4/25/2020  n=  16 now=    4808 end=      35526      2153      3286 U=    57.96 T=  153.7 p1= 638.9 p2=    13.5 ed=   290 11/7/2020   x1=  78. x2=  94. y1=  1.31 y2=  1.03     
GP: Confirmed US_New_Jersey_Burlington 4/25/2020        94    4808    -        2153     3286    11   290 11/7/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997647 cc2=  .747647 lx= 10.47804 if=  79 il=  94 4/25/2020  n=  15 now=    4808 end=      35526      2153      3286 U=    58.84 T=  154.7 p1= 638.9 p2=    13.5 ed=   293 11/10/2020  x1=  79. x2=  94. y1=  1.29 y2=  1.03     
GP: Confirmed US_New_Jersey_Burlington 4/25/2020        94    4808    -        2153     3286    11   293 11/10/2020
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997160 cc2=  .738961 lx= 10.47804 if=  80 il=  94 4/25/2020  n=  14 now=    4808 end=      35526      2153      3286 U=    60.03 T=  155.9 p1= 638.9 p2=    13.5 ed=   297 11/14/2020  x1=  80. x2=  94. y1=  1.26 y2=  1.03     
GP: Confirmed US_New_Jersey_Burlington 4/25/2020        94    4808    -        2153     3286    11   297 11/14/2020
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .996930 cc2=  .729668 lx= 10.47804 if=  81 il=  94 4/25/2020  n=  13 now=    4808 end=      35526      2153      3286 U=    60.17 T=  156.0 p1= 638.9 p2=    13.5 ed=   298 11/15/2020  x1=  81. x2=  94. y1=  1.25 y2=  1.03     
GP: Confirmed US_New_Jersey_Burlington 4/25/2020        94    4808    -        2153     3286    11   298 11/15/2020
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997036 cc2=  .719685 lx= 10.47804 if=  82 il=  94 4/25/2020  n=  12 now=    4808 end=      35526      2153      3286 U=    59.82 T=  155.7 p1= 638.9 p2=    13.5 ed=   296 11/13/2020  x1=  82. x2=  94. y1=  1.23 y2=  1.03     
GP: Confirmed US_New_Jersey_Burlington 4/25/2020        94    4808    -        2153     3286    11   296 11/13/2020
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997493 cc2=  .708818 lx= 10.47804 if=  83 il=  94 4/25/2020  n=  11 now=    4808 end=      35526      2153      3286 U=    58.61 T=  154.4 p1= 638.9 p2=    13.5 ed=   292 11/9/2020   x1=  83. x2=  94. y1=  1.22 y2=  1.03     
GP: Confirmed US_New_Jersey_Burlington 4/25/2020        94    4808    -        2153     3286    11   292 11/9/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997822 cc2=  .696311 lx=  9.73804 if=  84 il=  94 4/25/2020  n=  10 now=    4808 end=      16950      2153      3286 U=    43.38 T=  125.4 p1= 252.5 p2=    28.4 ed=   227 9/5/2020    x1=  84. x2=  94. y1=   .95 y2=   .72     
GP: Confirmed US_New_Jersey_Burlington 4/25/2020        94    4808    -        2153     3286    11   227 9/5/2020  
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .998276 cc2=  .682048 lx=  8.61804 if=  85 il=  94 4/25/2020  n=   9 now=    4808 end=       5530      2153      3286 U=    21.71 T=   92.7 p1=  15.0 p2=    86.9 ed=   143 6/13/2020   x1=  85. x2=  94. y1=   .36 y2=  -.06     
GP: Confirmed US_New_Jersey_Burlington 4/25/2020        94    4808     5530    2153     3286    11   143 6/13/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .999468 cc2=  .666134 lx=  8.21804 if=  86 il=  94 4/25/2020  n=   8 now=    4808 end=       3707      2153      3286 U=    13.15 T=   86.0 p1= -22.9 p2=   129.7 ed=   117 5/18/2020   x1=  86. x2=  94. y1=   .00 y2=  -.61     
GP: Confirmed US_New_Jersey_Burlington 4/25/2020        94    4808     3707    2153     3286    11   117 5/18/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .999271 cc2=  .645718 lx=  8.17804 if=  87 il=  94 4/25/2020  n=   7 now=    4808 end=       3561      2153      3286 U=    12.18 T=   85.6 p1= -25.9 p2=   135.0 ed=   114 5/15/2020   x1=  87. x2=  94. y1=  -.11 y2=  -.69     
GP: Confirmed US_New_Jersey_Burlington 4/25/2020        94    4808     3561    2153     3286    11   114 5/15/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .999209 cc2=  .621244 lx=  8.41804 if=  88 il=  94 4/25/2020  n=   6 now=    4808 end=       4528      2153      3286 U=    17.45 T=   88.8 p1=  -5.8 p2=   106.2 ed=   130 5/31/2020   x1=  88. x2=  94. y1=   .05 y2=  -.30     
GP: Confirmed US_New_Jersey_Burlington 4/25/2020        94    4808     4528    2153     3286    11   130 5/31/2020 
AAA1     1 US_New_Jersey_Burlington Confirmed cc1=  .999577 cc2=  .591329 lx=  8.09804 if=  89 il=  94 4/25/2020  n=   5 now=    4808 end=       3288      2153      3286 U=    10.50 T=   85.0 p1= -31.6 p2=   146.2 ed=   109 5/10/2020   x1=  89. x2=  94. y1=  -.38 y2=  -.86 BEST
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .999577 cc2=  .591329 lx=  8.09504 if=  89 il=  94 4/25/2020  n=   5 now=    4808 end=       3288      2153      3286 U=    10.50 T=   85.0 p1= -31.6 p2=   146.2 ed=   109 5/10/2020   x1=  89. x2=  94. y1=  -.38 y2=  -.86 BEST
GP: Confirmed US_New_Jersey_Burlington 4/25/2020        94    4808     3288    2153     3286    11   109 5/10/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .996536 cc2=  .852199 lx=  8.45804 if=  48 il=  95 4/26/2020  n=  47 now=    4808 end=       4712      2333      3641 U=    19.57 T=   88.1 p1=  -2.0 p2=   102.0 ed=   134 6/4/2020    x1=  48. x2=  95. y1=  2.05 y2=  -.35     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808     4712    2333     3641     8   134 6/4/2020  
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997081 cc2=  .851216 lx=  8.40804 if=  49 il=  95 4/26/2020  n=  46 now=    4808 end=       4482      2333      3641 U=    18.63 T=   87.1 p1=  -6.8 p2=   107.3 ed=   131 6/1/2020    x1=  49. x2=  95. y1=  2.04 y2=  -.43     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808     4482    2333     3641     8   131 6/1/2020  
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997438 cc2=  .849996 lx=  8.36804 if=  50 il=  95 4/26/2020  n=  45 now=    4808 end=       4307      2333      3641 U=    17.81 T=   86.3 p1= -10.4 p2=   111.6 ed=   128 5/29/2020   x1=  50. x2=  95. y1=  2.04 y2=  -.49     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808     4307    2333     3641     8   128 5/29/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997606 cc2=  .848535 lx=  8.33804 if=  51 il=  95 4/26/2020  n=  44 now=    4808 end=       4179      2333      3641 U=    17.47 T=   85.6 p1= -13.1 p2=   115.1 ed=   126 5/27/2020   x1=  51. x2=  95. y1=  1.98 y2=  -.54     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808     4179    2333     3641     8   126 5/27/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997873 cc2=  .847117 lx=  8.30804 if=  52 il=  95 4/26/2020  n=  43 now=    4808 end=       4056      2333      3641 U=    16.75 T=   85.1 p1= -15.6 p2=   118.5 ed=   124 5/25/2020   x1=  52. x2=  95. y1=  1.98 y2=  -.59     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808     4056    2333     3641     8   124 5/25/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997947 cc2=  .845449 lx=  8.27804 if=  53 il=  95 4/26/2020  n=  42 now=    4808 end=       3936      2333      3641 U=    16.04 T=   84.6 p1= -18.1 p2=   122.2 ed=   122 5/23/2020   x1=  53. x2=  95. y1=  1.97 y2=  -.65     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808     3936    2333     3641     8   122 5/23/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997863 cc2=  .843560 lx=  8.26804 if=  54 il=  95 4/26/2020  n=  41 now=    4808 end=       3897      2333      3641 U=    16.00 T=   84.3 p1= -18.9 p2=   123.4 ed=   122 5/23/2020   x1=  54. x2=  95. y1=  1.90 y2=  -.67     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808     3897    2333     3641     8   122 5/23/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997837 cc2=  .841663 lx=  8.24804 if=  55 il=  95 4/26/2020  n=  40 now=    4808 end=       3820      2333      3641 U=    15.39 T=   84.1 p1= -20.5 p2=   125.9 ed=   120 5/21/2020   x1=  55. x2=  95. y1=  1.89 y2=  -.71     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808     3820    2333     3641     8   120 5/21/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997682 cc2=  .839568 lx=  8.24804 if=  56 il=  95 4/26/2020  n=  39 now=    4808 end=       3820      2333      3641 U=    15.67 T=   83.9 p1= -20.5 p2=   125.9 ed=   120 5/21/2020   x1=  56. x2=  95. y1=  1.78 y2=  -.71     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808     3820    2333     3641     8   120 5/21/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997645 cc2=  .837517 lx=  8.22804 if=  57 il=  95 4/26/2020  n=  38 now=    4808 end=       3744      2333      3641 U=    15.39 T=   83.5 p1= -22.1 p2=   128.4 ed=   119 5/20/2020   x1=  57. x2=  95. y1=  1.72 y2=  -.75     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808     3744    2333     3641     8   119 5/20/2020 
AAA1     1 US_New_Jersey_Burlington Confirmed cc1=  .997634 cc2=  .835413 lx=  8.20804 if=  58 il=  95 4/26/2020  n=  37 now=    4808 end=       3670      2333      3641 U=    14.96 T=   83.2 p1= -23.7 p2=   131.0 ed=   118 5/19/2020   x1=  58. x2=  95. y1=  1.68 y2=  -.79 BEST
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997635 cc2=  .835413 lx=  8.21104 if=  58 il=  95 4/26/2020  n=  37 now=    4808 end=       3670      2333      3641 U=    14.96 T=   83.2 p1= -23.7 p2=   131.0 ed=   118 5/19/2020   x1=  58. x2=  95. y1=  1.68 y2=  -.79 BEST
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808     3670    2333     3641     8   118 5/19/2020 
AAA1     1 US_New_Jersey_Burlington Confirmed cc1=  .997553 cc2=  .833154 lx=  8.19804 if=  59 il=  95 4/26/2020  n=  36 now=    4808 end=       3633      2333      3641 U=    14.67 T=   83.1 p1= -24.4 p2=   132.3 ed=   117 5/18/2020   x1=  59. x2=  95. y1=  1.64 y2=  -.81 BEST
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997553 cc2=  .833154 lx=  8.19804 if=  59 il=  95 4/26/2020  n=  36 now=    4808 end=       3633      2333      3641 U=    14.67 T=   83.1 p1= -24.4 p2=   132.3 ed=   117 5/18/2020   x1=  59. x2=  95. y1=  1.64 y2=  -.81 BEST
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808     3633    2333     3641     8   117 5/18/2020 
AAA1     1 US_New_Jersey_Burlington Confirmed cc1=  .997410 cc2=  .830744 lx=  8.18804 if=  60 il=  95 4/26/2020  n=  35 now=    4808 end=       3597      2333      3641 U=    14.39 T=   83.0 p1= -25.2 p2=   133.7 ed=   116 5/17/2020   x1=  60. x2=  95. y1=  1.60 y2=  -.84 BEST
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997410 cc2=  .830744 lx=  8.18804 if=  60 il=  95 4/26/2020  n=  35 now=    4808 end=       3597      2333      3641 U=    14.39 T=   83.0 p1= -25.2 p2=   133.7 ed=   116 5/17/2020   x1=  60. x2=  95. y1=  1.60 y2=  -.84 BEST
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808     3597    2333     3641     8   116 5/17/2020 
AAA1     1 US_New_Jersey_Burlington Confirmed cc1=  .997209 cc2=  .828179 lx=  8.17804 if=  61 il=  95 4/26/2020  n=  34 now=    4808 end=       3561      2333      3641 U=    14.26 T=   82.7 p1= -25.9 p2=   135.0 ed=   116 5/17/2020   x1=  61. x2=  95. y1=  1.52 y2=  -.86 BEST
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997210 cc2=  .828179 lx=  8.18104 if=  61 il=  95 4/26/2020  n=  34 now=    4808 end=       3561      2333      3641 U=    14.26 T=   82.7 p1= -25.9 p2=   135.0 ed=   116 5/17/2020   x1=  61. x2=  95. y1=  1.52 y2=  -.86 BEST
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808     3561    2333     3641     8   116 5/17/2020 
AAA1     1 US_New_Jersey_Burlington Confirmed cc1=  .997000 cc2=  .825501 lx=  8.17804 if=  62 il=  95 4/26/2020  n=  33 now=    4808 end=       3561      2333      3641 U=    14.04 T=   82.9 p1= -25.9 p2=   135.0 ed=   116 5/17/2020   x1=  62. x2=  95. y1=  1.49 y2=  -.86 BEST
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997001 cc2=  .825501 lx=  8.17404 if=  62 il=  95 4/26/2020  n=  33 now=    4808 end=       3561      2333      3641 U=    14.04 T=   82.9 p1= -25.9 p2=   135.0 ed=   116 5/17/2020   x1=  62. x2=  95. y1=  1.49 y2=  -.86 BEST
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808     3561    2333     3641     8   116 5/17/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .996720 cc2=  .822642 lx=  8.16804 if=  63 il=  95 4/26/2020  n=  32 now=    4808 end=       3526      2333      3641 U=    13.66 T=   82.9 p1= -26.7 p2=   136.4 ed=   115 5/16/2020   x1=  63. x2=  95. y1=  1.46 y2=  -.88     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808     3526    2333     3641     8   115 5/16/2020 
AAA1     1 US_New_Jersey_Burlington Confirmed cc1=  .996447 cc2=  .819670 lx=  8.17804 if=  64 il=  95 4/26/2020  n=  31 now=    4808 end=       3561      2333      3641 U=    13.77 T=   83.2 p1= -25.9 p2=   135.0 ed=   115 5/16/2020   x1=  64. x2=  95. y1=  1.39 y2=  -.86 BEST
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .996447 cc2=  .819670 lx=  8.18104 if=  64 il=  95 4/26/2020  n=  31 now=    4808 end=       3561      2333      3641 U=    13.77 T=   83.2 p1= -25.9 p2=   135.0 ed=   115 5/16/2020   x1=  64. x2=  95. y1=  1.39 y2=  -.86 BEST
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808     3561    2333     3641     8   115 5/16/2020 
AAA1     1 US_New_Jersey_Burlington Confirmed cc1=  .996160 cc2=  .816554 lx=  8.18804 if=  65 il=  95 4/26/2020  n=  30 now=    4808 end=       3597      2333      3641 U=    13.97 T=   83.3 p1= -25.2 p2=   133.7 ed=   116 5/17/2020   x1=  65. x2=  95. y1=  1.31 y2=  -.84 BEST
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .996161 cc2=  .816554 lx=  8.19304 if=  65 il=  95 4/26/2020  n=  30 now=    4808 end=       3597      2333      3641 U=    13.97 T=   83.3 p1= -25.2 p2=   133.7 ed=   116 5/17/2020   x1=  65. x2=  95. y1=  1.31 y2=  -.84 BEST
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808     3597    2333     3641     8   116 5/17/2020 
AAA1     1 US_New_Jersey_Burlington Confirmed cc1=  .995407 cc2=  .809712 lx=  8.20804 if=  67 il=  95 4/26/2020  n=  28 now=    4808 end=       3670      2333      3641 U=    14.21 T=   83.8 p1= -23.7 p2=   131.0 ed=   117 5/18/2020   x1=  67. x2=  95. y1=  1.18 y2=  -.79 BEST
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .995408 cc2=  .809712 lx=  8.21304 if=  67 il=  95 4/26/2020  n=  28 now=    4808 end=       3670      2333      3641 U=    14.21 T=   83.8 p1= -23.7 p2=   131.0 ed=   117 5/18/2020   x1=  67. x2=  95. y1=  1.18 y2=  -.79 BEST
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808     3670    2333     3641     8   117 5/18/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .994992 cc2=  .806010 lx=  8.22804 if=  68 il=  95 4/26/2020  n=  27 now=    4808 end=       3744      2333      3641 U=    14.50 T=   84.1 p1= -22.1 p2=   128.4 ed=   118 5/19/2020   x1=  68. x2=  95. y1=  1.11 y2=  -.75     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808     3744    2333     3641     8   118 5/19/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .994532 cc2=  .802082 lx=  8.24804 if=  69 il=  95 4/26/2020  n=  26 now=    4808 end=       3820      2333      3641 U=    14.56 T=   84.7 p1= -20.5 p2=   125.9 ed=   119 5/20/2020   x1=  69. x2=  95. y1=  1.08 y2=  -.71     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808     3820    2333     3641     8   119 5/20/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .994367 cc2=  .798251 lx=  8.28804 if=  70 il=  95 4/26/2020  n=  25 now=    4808 end=       3976      2333      3641 U=    15.25 T=   85.4 p1= -17.3 p2=   120.9 ed=   121 5/22/2020   x1=  70. x2=  95. y1=  1.01 y2=  -.63     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808     3976    2333     3641     8   121 5/22/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .994218 cc2=  .794218 lx=  8.34804 if=  71 il=  95 4/26/2020  n=  24 now=    4808 end=       4221      2333      3641 U=    15.97 T=   86.7 p1= -12.2 p2=   113.9 ed=   124 5/25/2020   x1=  71. x2=  95. y1=   .98 y2=  -.52     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808     4221    2333     3641     8   124 5/25/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .994869 cc2=  .790745 lx=  8.47804 if=  72 il=  95 4/26/2020  n=  23 now=    4808 end=       4807      2333      3641 U=    18.12 T=   89.1 p1=    .0 p2=   100.0 ed=   131 6/1/2020    x1=  72. x2=  95. y1=   .94 y2=  -.32     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808     4807    2333     3641     8   131 6/1/2020  
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .995938 cc2=  .787424 lx=  8.69804 if=  73 il=  95 4/26/2020  n=  22 now=    4808 end=       5991      2333      3641 U=    22.14 T=   93.7 p1=  24.6 p2=    80.3 ed=   145 6/15/2020   x1=  73. x2=  95. y1=   .94 y2=  -.06     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808     5991    2333     3641     8   145 6/15/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .996511 cc2=  .783310 lx=  8.96804 if=  74 il=  95 4/26/2020  n=  21 now=    4808 end=       7848      2333      3641 U=    26.70 T=  100.2 p1=  63.2 p2=    61.3 ed=   163 7/3/2020    x1=  74. x2=  95. y1=   .98 y2=   .19     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808     7848    2333     3641     8   163 7/3/2020  
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997424 cc2=  .779206 lx=  9.54804 if=  75 il=  95 4/26/2020  n=  20 now=    4808 end=      14017      2333      3641 U=    37.03 T=  116.6 p1= 191.5 p2=    34.3 ed=   204 8/13/2020   x1=  75. x2=  95. y1=  1.12 y2=   .58     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808    14017    2333     3641     8   204 8/13/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997914 cc2=  .774308 lx= 10.47804 if=  76 il=  95 4/26/2020  n=  19 now=    4808 end=      35526      2333      3641 U=    53.63 T=  148.7 p1= 638.9 p2=    13.5 ed=   275 10/23/2020  x1=  76. x2=  95. y1=  1.36 y2=  1.00     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808    -        2333     3641     8   275 10/23/2020
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997966 cc2=  .768550 lx= 10.47804 if=  77 il=  95 4/26/2020  n=  18 now=    4808 end=      35526      2333      3641 U=    54.35 T=  149.5 p1= 638.9 p2=    13.5 ed=   277 10/25/2020  x1=  77. x2=  95. y1=  1.33 y2=  1.00     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808    -        2333     3641     8   277 10/25/2020
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997850 cc2=  .762147 lx= 10.47804 if=  78 il=  95 4/26/2020  n=  17 now=    4808 end=      35526      2333      3641 U=    55.72 T=  150.8 p1= 638.9 p2=    13.5 ed=   282 10/30/2020  x1=  78. x2=  95. y1=  1.31 y2=  1.00     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808    -        2333     3641     8   282 10/30/2020
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997448 cc2=  .754913 lx= 10.47804 if=  79 il=  95 4/26/2020  n=  16 now=    4808 end=      35526      2333      3641 U=    56.34 T=  151.4 p1= 638.9 p2=    13.5 ed=   284 11/1/2020   x1=  79. x2=  95. y1=  1.29 y2=  1.00     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808    -        2333     3641     8   284 11/1/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .996994 cc2=  .746994 lx= 10.47804 if=  80 il=  95 4/26/2020  n=  15 now=    4808 end=      35526      2333      3641 U=    57.19 T=  152.3 p1= 638.9 p2=    13.5 ed=   287 11/4/2020   x1=  80. x2=  95. y1=  1.26 y2=  1.00     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808    -        2333     3641     8   287 11/4/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .996848 cc2=  .738649 lx= 10.47804 if=  81 il=  95 4/26/2020  n=  14 now=    4808 end=      35526      2333      3641 U=    57.12 T=  152.2 p1= 638.9 p2=    13.5 ed=   287 11/4/2020   x1=  81. x2=  95. y1=  1.25 y2=  1.00     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808    -        2333     3641     8   287 11/4/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997032 cc2=  .729771 lx= 10.47804 if=  82 il=  95 4/26/2020  n=  13 now=    4808 end=      35526      2333      3641 U=    56.60 T=  151.7 p1= 638.9 p2=    13.5 ed=   285 11/2/2020   x1=  82. x2=  95. y1=  1.23 y2=  1.00     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808    -        2333     3641     8   285 11/2/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997531 cc2=  .720181 lx= 10.47804 if=  83 il=  95 4/26/2020  n=  12 now=    4808 end=      35526      2333      3641 U=    55.37 T=  150.5 p1= 638.9 p2=    13.5 ed=   281 10/29/2020  x1=  83. x2=  95. y1=  1.22 y2=  1.00     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808    -        2333     3641     8   281 10/29/2020
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997895 cc2=  .709220 lx= 10.47804 if=  84 il=  95 4/26/2020  n=  11 now=    4808 end=      35526      2333      3641 U=    54.00 T=  149.1 p1= 638.9 p2=    13.5 ed=   276 10/24/2020  x1=  84. x2=  95. y1=  1.21 y2=  1.00     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808    -        2333     3641     8   276 10/24/2020
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997931 cc2=  .696419 lx= 10.47804 if=  85 il=  95 4/26/2020  n=  10 now=    4808 end=      35526      2333      3641 U=    53.04 T=  148.1 p1= 638.9 p2=    13.5 ed=   273 10/21/2020  x1=  85. x2=  95. y1=  1.19 y2=  1.00     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808    -        2333     3641     8   273 10/21/2020
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997942 cc2=  .681714 lx=  9.32804 if=  86 il=  95 4/26/2020  n=   9 now=    4808 end=      11249      2333      3641 U=    30.73 T=  108.9 p1= 134.0 p2=    42.7 ed=   181 7/21/2020   x1=  86. x2=  95. y1=   .75 y2=   .45     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808    11249    2333     3641     8   181 7/21/2020 
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997347 cc2=  .664014 lx=  9.97804 if=  87 il=  95 4/26/2020  n=   8 now=    4808 end=      21547      2333      3641 U=    41.59 T=  128.2 p1= 348.1 p2=    22.3 ed=   226 9/4/2020    x1=  87. x2=  95. y1=   .99 y2=   .80     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808    -        2333     3641     8   226 9/4/2020  
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .997183 cc2=  .643629 lx= 10.47804 if=  88 il=  95 4/26/2020  n=   7 now=    4808 end=      35526      2333      3641 U=    52.89 T=  148.0 p1= 638.9 p2=    13.5 ed=   272 10/20/2020  x1=  88. x2=  95. y1=  1.13 y2=  1.00     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808    -        2333     3641     8   272 10/20/2020
AAA2     1 US_New_Jersey_Burlington Confirmed cc1=  .996123 cc2=  .618159 lx= 10.47804 if=  89 il=  95 4/26/2020  n=   6 now=    4808 end=      35526      2333      3641 U=    51.21 T=  146.3 p1= 638.9 p2=    13.5 ed=   267 10/15/2020  x1=  89. x2=  95. y1=  1.12 y2=  1.00     
GP: Confirmed US_New_Jersey_Burlington 4/26/2020        95    4808    -        2333     3641     8   267 10/15/2020
