TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        6667.00000        8.80493
TAB:  US_Ohio_Franklin Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_Ohio_Franklin 4/24/2020        93    6667     7008    1768     2339     6   180 7/20/2020 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .997324 cc2=  .767908 lx=  8.85493 if=  75 il=  93 4/24/2020  n=  18 now=    6667 end=       7008      1768      2339 U=    32.73 T=  103.5 p1=   5.1 p2=    95.1 ed=   180 7/20/2020   x1=  75. x2=  93. y1=   .87 y2=   .32     
GP: Confirmed US_Ohio_Franklin 4/24/2020        93    6667     7008    1768     2339     6   180 7/20/2020 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .996851 cc2=  .761148 lx=  8.84493 if=  76 il=  93 4/24/2020  n=  17 now=    6667 end=       6939      1768      2339 U=    32.98 T=  103.3 p1=   4.1 p2=    96.1 ed=   181 7/21/2020   x1=  76. x2=  93. y1=   .83 y2=   .31     
GP: Confirmed US_Ohio_Franklin 4/24/2020        93    6667     6939    1768     2339     6   181 7/21/2020 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .996365 cc2=  .753830 lx=  8.63493 if=  77 il=  93 4/24/2020  n=  16 now=    6667 end=       5624      1768      2339 U=    29.24 T=   97.3 p1= -15.6 p2=   118.5 ed=   166 7/6/2020    x1=  77. x2=  93. y1=   .69 y2=   .15     
GP: Confirmed US_Ohio_Franklin 4/24/2020        93    6667     5624    1768     2339     6   166 7/6/2020  
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .996185 cc2=  .746185 lx=  8.32493 if=  78 il=  93 4/24/2020  n=  15 now=    6667 end=       4125      1768      2339 U=    22.76 T=   89.2 p1= -38.1 p2=   161.6 ed=   142 6/12/2020   x1=  78. x2=  93. y1=   .49 y2=  -.17     
GP: Confirmed US_Ohio_Franklin 4/24/2020        93    6667     4125    1768     2339     6   142 6/12/2020 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .995997 cc2=  .737798 lx=  8.11493 if=  79 il=  93 4/24/2020  n=  14 now=    6667 end=       3344      1768      2339 U=    18.30 T=   84.8 p1= -49.8 p2=   199.4 ed=   127 5/28/2020   x1=  79. x2=  93. y1=   .31 y2=  -.45     
GP: Confirmed US_Ohio_Franklin 4/24/2020        93    6667     3344    1768     2339     6   127 5/28/2020 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .995917 cc2=  .728655 lx=  7.97493 if=  80 il=  93 4/24/2020  n=  13 now=    6667 end=       2907      1768      2339 U=    15.06 T=   82.5 p1= -56.4 p2=   229.3 ed=   118 5/19/2020   x1=  80. x2=  93. y1=   .16 y2=  -.70     
GP: Confirmed US_Ohio_Franklin 4/24/2020        93    6667     2907    1768     2339     6   118 5/19/2020 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .994850 cc2=  .706175 lx=  7.82493 if=  82 il=  93 4/24/2020  n=  11 now=    6667 end=       2502      1768      2339 U=    11.48 T=   80.9 p1= -62.5 p2=   266.5 ed=   107 5/8/2020    x1=  82. x2=  93. y1=  -.10 y2= -1.06     
GP: Confirmed US_Ohio_Franklin 4/24/2020        93    6667     2502    1768     2339     6   107 5/8/2020  
AAA1     1 US_Ohio_Franklin Confirmed cc1=  .994117 cc2=  .692605 lx=  7.77493 if=  83 il=  93 4/24/2020  n=  10 now=    6667 end=       2380      1768      2339 U=     9.91 T=   81.0 p1= -64.3 p2=   280.1 ed=   104 5/5/2020    x1=  83. x2=  93. y1=  -.20 y2= -1.21 BEST
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .994117 cc2=  .692605 lx=  7.77593 if=  83 il=  93 4/24/2020  n=  10 now=    6667 end=       2380      1768      2339 U=     9.91 T=   81.0 p1= -64.3 p2=   280.1 ed=   104 5/5/2020    x1=  83. x2=  93. y1=  -.20 y2= -1.21 BEST
GP: Confirmed US_Ohio_Franklin 4/24/2020        93    6667     2380    1768     2339     6   104 5/5/2020  
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .994330 cc2=  .640776 lx= 10.80493 if=  86 il=  93 4/24/2020  n=   7 now=    6667 end=      49262      1768      2339 U=    83.16 T=  193.0 p1= 638.9 p2=    13.5 ed=   389 2/14/2021   x1=  86. x2=  93. y1=  1.29 y2=  1.20     
GP: Confirmed US_Ohio_Franklin 4/24/2020        93    6667    -        1768     2339     6   389 2/14/2021 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .993293 cc2=  .615329 lx= 10.80493 if=  87 il=  93 4/24/2020  n=   6 now=    6667 end=      49262      1768      2339 U=    89.30 T=  200.4 p1= 638.9 p2=    13.5 ed=   411 3/8/2021    x1=  87. x2=  93. y1=  1.27 y2=  1.20     
GP: Confirmed US_Ohio_Franklin 4/24/2020        93    6667    -        1768     2339     6   411 3/8/2021  
AAA1     1 US_Ohio_Franklin Confirmed cc1=  .997853 cc2=  .845354 lx=  7.83493 if=  52 il=  94 4/25/2020  n=  42 now=    6667 end=       2527      1839      2586 U=    13.11 T=   79.0 p1= -62.1 p2=   263.8 ed=   109 5/10/2020   x1=  52. x2=  94. y1=  2.06 y2= -1.15 BEST
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .997854 cc2=  .845354 lx=  7.83093 if=  52 il=  94 4/25/2020  n=  42 now=    6667 end=       2527      1839      2586 U=    13.11 T=   79.0 p1= -62.1 p2=   263.8 ed=   109 5/10/2020   x1=  52. x2=  94. y1=  2.06 y2= -1.15 BEST
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     2527    1839     2586     9   109 5/10/2020 
AAA1     1 US_Ohio_Franklin Confirmed cc1=  .997714 cc2=  .843411 lx=  7.83493 if=  53 il=  94 4/25/2020  n=  41 now=    6667 end=       2527      1839      2586 U=    13.43 T=   78.6 p1= -62.1 p2=   263.8 ed=   110 5/11/2020   x1=  53. x2=  94. y1=  1.91 y2= -1.15 BEST
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .997714 cc2=  .843411 lx=  7.83393 if=  53 il=  94 4/25/2020  n=  41 now=    6667 end=       2527      1839      2586 U=    13.43 T=   78.6 p1= -62.1 p2=   263.8 ed=   110 5/11/2020   x1=  53. x2=  94. y1=  1.91 y2= -1.15 BEST
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     2527    1839     2586     9   110 5/11/2020 
AAA1     1 US_Ohio_Franklin Confirmed cc1=  .997573 cc2=  .841400 lx=  7.82493 if=  54 il=  94 4/25/2020  n=  40 now=    6667 end=       2502      1839      2586 U=    12.97 T=   78.7 p1= -62.5 p2=   266.5 ed=   109 5/10/2020   x1=  54. x2=  94. y1=  1.91 y2= -1.18 BEST
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .997575 cc2=  .841400 lx=  7.82993 if=  54 il=  94 4/25/2020  n=  40 now=    6667 end=       2502      1839      2586 U=    12.97 T=   78.7 p1= -62.5 p2=   266.5 ed=   109 5/10/2020   x1=  54. x2=  94. y1=  1.91 y2= -1.18 BEST
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     2502    1839     2586     9   109 5/10/2020 
AAA1     1 US_Ohio_Franklin Confirmed cc1=  .997401 cc2=  .839287 lx=  7.83493 if=  55 il=  94 4/25/2020  n=  39 now=    6667 end=       2527      1839      2586 U=    12.96 T=   79.2 p1= -62.1 p2=   263.8 ed=   109 5/10/2020   x1=  55. x2=  94. y1=  1.86 y2= -1.15 BEST
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .997402 cc2=  .839287 lx=  7.83293 if=  55 il=  94 4/25/2020  n=  39 now=    6667 end=       2527      1839      2586 U=    12.96 T=   79.2 p1= -62.1 p2=   263.8 ed=   109 5/10/2020   x1=  55. x2=  94. y1=  1.86 y2= -1.15 BEST
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     2527    1839     2586     9   109 5/10/2020 
AAA1     1 US_Ohio_Franklin Confirmed cc1=  .997274 cc2=  .837146 lx=  7.84493 if=  56 il=  94 4/25/2020  n=  38 now=    6667 end=       2552      1839      2586 U=    13.15 T=   79.3 p1= -61.7 p2=   261.2 ed=   110 5/11/2020   x1=  56. x2=  94. y1=  1.77 y2= -1.11 BEST
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .997275 cc2=  .837146 lx=  7.84093 if=  56 il=  94 4/25/2020  n=  38 now=    6667 end=       2552      1839      2586 U=    13.15 T=   79.3 p1= -61.7 p2=   261.2 ed=   110 5/11/2020   x1=  56. x2=  94. y1=  1.77 y2= -1.11 BEST
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     2552    1839     2586     9   110 5/11/2020 
AAA1     1 US_Ohio_Franklin Confirmed cc1=  .997118 cc2=  .834897 lx=  7.84493 if=  57 il=  94 4/25/2020  n=  37 now=    6667 end=       2552      1839      2586 U=    13.09 T=   79.4 p1= -61.7 p2=   261.2 ed=   110 5/11/2020   x1=  57. x2=  94. y1=  1.71 y2= -1.11 BEST
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .997119 cc2=  .834897 lx=  7.84893 if=  57 il=  94 4/25/2020  n=  37 now=    6667 end=       2552      1839      2586 U=    13.09 T=   79.4 p1= -61.7 p2=   261.2 ed=   110 5/11/2020   x1=  57. x2=  94. y1=  1.71 y2= -1.11 BEST
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     2552    1839     2586     9   110 5/11/2020 
AAA1     1 US_Ohio_Franklin Confirmed cc1=  .997012 cc2=  .832613 lx=  7.86493 if=  58 il=  94 4/25/2020  n=  36 now=    6667 end=       2604      1839      2586 U=    13.29 T=   80.0 p1= -60.9 p2=   256.0 ed=   111 5/12/2020   x1=  58. x2=  94. y1=  1.65 y2= -1.06 BEST
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .997013 cc2=  .832613 lx=  7.85993 if=  58 il=  94 4/25/2020  n=  36 now=    6667 end=       2604      1839      2586 U=    13.29 T=   80.0 p1= -60.9 p2=   256.0 ed=   111 5/12/2020   x1=  58. x2=  94. y1=  1.65 y2= -1.06 BEST
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     2604    1839     2586     9   111 5/12/2020 
AAA1     1 US_Ohio_Franklin Confirmed cc1=  .997017 cc2=  .830350 lx=  7.87493 if=  59 il=  94 4/25/2020  n=  35 now=    6667 end=       2630      1839      2586 U=    13.45 T=   80.2 p1= -60.6 p2=   253.5 ed=   111 5/12/2020   x1=  59. x2=  94. y1=  1.57 y2= -1.03 BEST
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .997017 cc2=  .830350 lx=  7.87893 if=  59 il=  94 4/25/2020  n=  35 now=    6667 end=       2630      1839      2586 U=    13.45 T=   80.2 p1= -60.6 p2=   253.5 ed=   111 5/12/2020   x1=  59. x2=  94. y1=  1.57 y2= -1.03 BEST
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     2630    1839     2586     9   111 5/12/2020 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .997098 cc2=  .828067 lx=  7.90493 if=  60 il=  94 4/25/2020  n=  34 now=    6667 end=       2710      1839      2586 U=    14.03 T=   80.7 p1= -59.4 p2=   246.0 ed=   113 5/14/2020   x1=  60. x2=  94. y1=  1.48 y2=  -.95     
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     2710    1839     2586     9   113 5/14/2020 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .997105 cc2=  .825606 lx=  7.92493 if=  61 il=  94 4/25/2020  n=  33 now=    6667 end=       2765      1839      2586 U=    14.24 T=   81.2 p1= -58.5 p2=   241.1 ed=   114 5/15/2020   x1=  61. x2=  94. y1=  1.42 y2=  -.90     
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     2765    1839     2586     9   114 5/15/2020 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .997356 cc2=  .823278 lx=  7.96493 if=  62 il=  94 4/25/2020  n=  32 now=    6667 end=       2878      1839      2586 U=    15.26 T=   81.7 p1= -56.8 p2=   231.7 ed=   117 5/18/2020   x1=  62. x2=  94. y1=  1.29 y2=  -.80     
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     2878    1839     2586     9   117 5/18/2020 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .997255 cc2=  .820478 lx=  7.98493 if=  63 il=  94 4/25/2020  n=  31 now=    6667 end=       2936      1839      2586 U=    15.39 T=   82.3 p1= -56.0 p2=   227.1 ed=   118 5/19/2020   x1=  63. x2=  94. y1=  1.25 y2=  -.76     
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     2936    1839     2586     9   118 5/19/2020 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .997429 cc2=  .817824 lx=  8.02493 if=  64 il=  94 4/25/2020  n=  30 now=    6667 end=       3056      1839      2586 U=    15.95 T=   83.2 p1= -54.2 p2=   218.2 ed=   120 5/21/2020   x1=  64. x2=  94. y1=  1.20 y2=  -.68     
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     3056    1839     2586     9   120 5/21/2020 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .997987 cc2=  .815412 lx=  8.10493 if=  65 il=  94 4/25/2020  n=  29 now=    6667 end=       3310      1839      2586 U=    17.51 T=   84.7 p1= -50.4 p2=   201.4 ed=   126 5/27/2020   x1=  65. x2=  94. y1=  1.13 y2=  -.53     
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     3310    1839     2586     9   126 5/27/2020 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .998395 cc2=  .812700 lx=  8.19493 if=  66 il=  94 4/25/2020  n=  28 now=    6667 end=       3622      1839      2586 U=    19.78 T=   86.3 p1= -45.7 p2=   184.1 ed=   132 6/2/2020    x1=  66. x2=  94. y1=  1.03 y2=  -.39     
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     3622    1839     2586     9   132 6/2/2020  
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .998251 cc2=  .809269 lx=  8.21493 if=  67 il=  94 4/25/2020  n=  27 now=    6667 end=       3695      1839      2586 U=    19.93 T=   86.8 p1= -44.6 p2=   180.4 ed=   133 6/3/2020    x1=  67. x2=  94. y1=  1.00 y2=  -.36     
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     3695    1839     2586     9   133 6/3/2020  
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .998206 cc2=  .805756 lx=  8.26493 if=  68 il=  94 4/25/2020  n=  26 now=    6667 end=       3885      1839      2586 U=    20.70 T=   88.0 p1= -41.7 p2=   171.6 ed=   136 6/6/2020    x1=  68. x2=  94. y1=   .97 y2=  -.29     
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     3885    1839     2586     9   136 6/6/2020  
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .998310 cc2=  .802193 lx=  8.35493 if=  69 il=  94 4/25/2020  n=  25 now=    6667 end=       4251      1839      2586 U=    22.30 T=   90.1 p1= -36.2 p2=   156.8 ed=   142 6/12/2020   x1=  69. x2=  94. y1=   .94 y2=  -.18     
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     4251    1839     2586     9   142 6/12/2020 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .998547 cc2=  .798547 lx=  8.50493 if=  70 il=  94 4/25/2020  n=  24 now=    6667 end=       4939      1839      2586 U=    25.46 T=   93.7 p1= -25.9 p2=   135.0 ed=   153 6/23/2020   x1=  70. x2=  94. y1=   .93 y2=  -.01     
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     4939    1839     2586     9   153 6/23/2020 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .998518 cc2=  .794394 lx=  8.61493 if=  71 il=  94 4/25/2020  n=  23 now=    6667 end=       5513      1839      2586 U=    27.61 T=   96.6 p1= -17.3 p2=   120.9 ed=   161 7/1/2020    x1=  71. x2=  94. y1=   .93 y2=   .09     
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     5513    1839     2586     9   161 7/1/2020  
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .998463 cc2=  .789948 lx=  8.75493 if=  72 il=  94 4/25/2020  n=  22 now=    6667 end=       6341      1839      2586 U=    30.71 T=  100.6 p1=  -4.9 p2=   105.1 ed=   173 7/13/2020   x1=  72. x2=  94. y1=   .93 y2=   .21     
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     6341    1839     2586     9   173 7/13/2020 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .998256 cc2=  .785055 lx=  8.80493 if=  73 il=  94 4/25/2020  n=  21 now=    6667 end=       6666      1839      2586 U=    32.00 T=  102.1 p1=    .0 p2=   100.0 ed=   177 7/17/2020   x1=  73. x2=  94. y1=   .91 y2=   .25     
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     6666    1839     2586     9   177 7/17/2020 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .998002 cc2=  .779784 lx=  8.76493 if=  74 il=  94 4/25/2020  n=  20 now=    6667 end=       6405      1839      2586 U=    31.12 T=  100.9 p1=  -3.9 p2=   104.1 ed=   174 7/14/2020   x1=  74. x2=  94. y1=   .86 y2=   .22     
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     6405    1839     2586     9   174 7/14/2020 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .997687 cc2=  .774080 lx=  8.75493 if=  75 il=  94 4/25/2020  n=  19 now=    6667 end=       6341      1839      2586 U=    30.95 T=  100.6 p1=  -4.9 p2=   105.1 ed=   173 7/13/2020   x1=  75. x2=  94. y1=   .83 y2=   .21     
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     6341    1839     2586     9   173 7/13/2020 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .997302 cc2=  .767887 lx=  8.73493 if=  76 il=  94 4/25/2020  n=  18 now=    6667 end=       6216      1839      2586 U=    30.93 T=  100.1 p1=  -6.8 p2=   107.3 ed=   173 7/13/2020   x1=  76. x2=  94. y1=   .78 y2=   .20     
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     6216    1839     2586     9   173 7/13/2020 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .996933 cc2=  .761231 lx=  8.57493 if=  77 il=  94 4/25/2020  n=  17 now=    6667 end=       5297      1839      2586 U=    28.03 T=   95.6 p1= -20.5 p2=   125.9 ed=   161 7/1/2020    x1=  77. x2=  94. y1=   .66 y2=   .06     
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     5297    1839     2586     9   161 7/1/2020  
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .996818 cc2=  .754282 lx=  8.35493 if=  78 il=  94 4/25/2020  n=  16 now=    6667 end=       4251      1839      2586 U=    23.25 T=   89.9 p1= -36.2 p2=   156.8 ed=   144 6/14/2020   x1=  78. x2=  94. y1=   .51 y2=  -.18     
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     4251    1839     2586     9   144 6/14/2020 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .996652 cc2=  .746652 lx=  8.19493 if=  79 il=  94 4/25/2020  n=  15 now=    6667 end=       3622      1839      2586 U=    19.74 T=   86.3 p1= -45.7 p2=   184.1 ed=   132 6/2/2020    x1=  79. x2=  94. y1=   .37 y2=  -.39     
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     3622    1839     2586     9   132 6/2/2020  
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .996511 cc2=  .738312 lx=  8.07493 if=  80 il=  94 4/25/2020  n=  14 now=    6667 end=       3212      1839      2586 U=    16.87 T=   84.2 p1= -51.8 p2=   207.6 ed=   123 5/24/2020   x1=  80. x2=  94. y1=   .25 y2=  -.58     
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     3212    1839     2586     9   123 5/24/2020 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .995364 cc2=  .718014 lx=  7.95493 if=  82 il=  94 4/25/2020  n=  12 now=    6667 end=       2849      1839      2586 U=    13.95 T=   82.5 p1= -57.3 p2=   234.0 ed=   115 5/16/2020   x1=  82. x2=  94. y1=   .03 y2=  -.83     
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     2849    1839     2586     9   115 5/16/2020 
AAA1     1 US_Ohio_Franklin Confirmed cc1=  .994529 cc2=  .705854 lx=  7.89493 if=  83 il=  94 4/25/2020  n=  11 now=    6667 end=       2683      1839      2586 U=    12.14 T=   82.2 p1= -59.8 p2=   248.5 ed=   110 5/11/2020   x1=  83. x2=  94. y1=  -.07 y2=  -.97 BEST
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .994530 cc2=  .705854 lx=  7.89993 if=  83 il=  94 4/25/2020  n=  11 now=    6667 end=       2683      1839      2586 U=    12.14 T=   82.2 p1= -59.8 p2=   248.5 ed=   110 5/11/2020   x1=  83. x2=  94. y1=  -.07 y2=  -.97 BEST
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667     2683    1839     2586     9   110 5/11/2020 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .995499 cc2=  .662166 lx= 10.80493 if=  86 il=  94 4/25/2020  n=   8 now=    6667 end=      49262      1839      2586 U=    83.26 T=  193.1 p1= 638.9 p2=    13.5 ed=   389 2/14/2021   x1=  86. x2=  94. y1=  1.29 y2=  1.19     
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667    -        1839     2586     9   389 2/14/2021 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .994164 cc2=  .640610 lx= 10.80493 if=  87 il=  94 4/25/2020  n=   7 now=    6667 end=      49262      1839      2586 U=    88.51 T=  199.3 p1= 638.9 p2=    13.5 ed=   408 3/5/2021    x1=  87. x2=  94. y1=  1.27 y2=  1.19     
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667    -        1839     2586     9   408 3/5/2021  
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .991583 cc2=  .583335 lx= 10.80493 if=  89 il=  94 4/25/2020  n=   5 now=    6667 end=      49262      1839      2586 U=    85.88 T=  196.2 p1= 638.9 p2=    13.5 ed=   398 2/23/2021   x1=  89. x2=  94. y1=  1.25 y2=  1.19     
GP: Confirmed US_Ohio_Franklin 4/25/2020        94    6667    -        1839     2586     9   398 2/23/2021 
AAA1     1 US_Ohio_Franklin Confirmed cc1=  .997572 cc2=  .846816 lx=  7.87493 if=  52 il=  95 4/26/2020  n=  43 now=    6667 end=       2630      1942      2586 U=    13.21 T=   79.3 p1= -60.6 p2=   253.5 ed=   110 5/11/2020   x1=  52. x2=  95. y1=  2.06 y2= -1.19 BEST
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .997572 cc2=  .846816 lx=  7.87693 if=  52 il=  95 4/26/2020  n=  43 now=    6667 end=       2630      1942      2586 U=    13.21 T=   79.3 p1= -60.6 p2=   253.5 ed=   110 5/11/2020   x1=  52. x2=  95. y1=  2.06 y2= -1.19 BEST
GP: Confirmed US_Ohio_Franklin 4/26/2020        95    6667     2630    1942     2586     5   110 5/11/2020 
AAA1     1 US_Ohio_Franklin Confirmed cc1=  .997428 cc2=  .844930 lx=  7.88493 if=  53 il=  95 4/26/2020  n=  42 now=    6667 end=       2656      1942      2586 U=    13.66 T=   79.2 p1= -60.2 p2=   251.0 ed=   111 5/12/2020   x1=  53. x2=  95. y1=  1.91 y2= -1.16 BEST
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .997429 cc2=  .844930 lx=  7.88093 if=  53 il=  95 4/26/2020  n=  42 now=    6667 end=       2656      1942      2586 U=    13.66 T=   79.2 p1= -60.2 p2=   251.0 ed=   111 5/12/2020   x1=  53. x2=  95. y1=  1.91 y2= -1.16 BEST
GP: Confirmed US_Ohio_Franklin 4/26/2020        95    6667     2656    1942     2586     5   111 5/12/2020 
AAA1     1 US_Ohio_Franklin Confirmed cc1=  .997257 cc2=  .842954 lx=  7.87493 if=  54 il=  95 4/26/2020  n=  41 now=    6667 end=       2630      1942      2586 U=    13.20 T=   79.3 p1= -60.6 p2=   253.5 ed=   110 5/11/2020   x1=  54. x2=  95. y1=  1.91 y2= -1.19 BEST
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .997258 cc2=  .842954 lx=  7.87793 if=  54 il=  95 4/26/2020  n=  41 now=    6667 end=       2630      1942      2586 U=    13.20 T=   79.3 p1= -60.6 p2=   253.5 ed=   110 5/11/2020   x1=  54. x2=  95. y1=  1.91 y2= -1.19 BEST
GP: Confirmed US_Ohio_Franklin 4/26/2020        95    6667     2630    1942     2586     5   110 5/11/2020 
AAA1     1 US_Ohio_Franklin Confirmed cc1=  .997078 cc2=  .840904 lx=  7.88493 if=  55 il=  95 4/26/2020  n=  40 now=    6667 end=       2656      1942      2586 U=    13.19 T=   79.7 p1= -60.2 p2=   251.0 ed=   110 5/11/2020   x1=  55. x2=  95. y1=  1.87 y2= -1.16 BEST
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .997078 cc2=  .840904 lx=  7.88293 if=  55 il=  95 4/26/2020  n=  40 now=    6667 end=       2656      1942      2586 U=    13.19 T=   79.7 p1= -60.2 p2=   251.0 ed=   110 5/11/2020   x1=  55. x2=  95. y1=  1.87 y2= -1.16 BEST
GP: Confirmed US_Ohio_Franklin 4/26/2020        95    6667     2656    1942     2586     5   110 5/11/2020 
AAA1     1 US_Ohio_Franklin Confirmed cc1=  .996959 cc2=  .838845 lx=  7.89493 if=  56 il=  95 4/26/2020  n=  39 now=    6667 end=       2683      1942      2586 U=    13.39 T=   79.9 p1= -59.8 p2=   248.5 ed=   111 5/12/2020   x1=  56. x2=  95. y1=  1.78 y2= -1.13 BEST
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .996959 cc2=  .838845 lx=  7.89193 if=  56 il=  95 4/26/2020  n=  39 now=    6667 end=       2683      1942      2586 U=    13.39 T=   79.9 p1= -59.8 p2=   248.5 ed=   111 5/12/2020   x1=  56. x2=  95. y1=  1.78 y2= -1.13 BEST
GP: Confirmed US_Ohio_Franklin 4/26/2020        95    6667     2683    1942     2586     5   111 5/12/2020 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .996808 cc2=  .836680 lx=  7.90493 if=  57 il=  95 4/26/2020  n=  38 now=    6667 end=       2710      1942      2586 U=    13.47 T=   80.2 p1= -59.4 p2=   246.0 ed=   111 5/12/2020   x1=  57. x2=  95. y1=  1.72 y2= -1.10     
GP: Confirmed US_Ohio_Franklin 4/26/2020        95    6667     2710    1942     2586     5   111 5/12/2020 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .996720 cc2=  .834498 lx=  7.91493 if=  58 il=  95 4/26/2020  n=  37 now=    6667 end=       2737      1942      2586 U=    13.54 T=   80.5 p1= -58.9 p2=   243.6 ed=   112 5/13/2020   x1=  58. x2=  95. y1=  1.66 y2= -1.07     
GP: Confirmed US_Ohio_Franklin 4/26/2020        95    6667     2737    1942     2586     5   112 5/13/2020 
AAA2     1 US_Ohio_Franklin Confirmed cc1=  .996751 cc2=  .832353 lx=  7.93493 if=  59 il=  95 4/26/2020  n=  36 now=    6667 end=       2793      1942      2586 U=    13.85 T=   81.0 p1= -58.1 p2=   238.7 ed=   113 5/14/2020   x1=  59. x2=  95. y1=  1.59 y2= -1.01     
GP: Confirmed US_Ohio_Franklin 4/26/2020        95    6667     2793    1942     2586     5   113 5/14/2020 
