TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        3662.00000        8.20576
TAB:  Haiti Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed Haiti 4/17/2020        86    3662       72      43       66     7   109 5/10/2020 
AAA2     1 Haiti Confirmed cc1=  .991794 cc2=  .795677 lx=  4.64576 if=  61 il=  86 4/17/2020  n=  25 now=    3662 end=        104        43        66 U=    21.34 T=   83.4 p1= -97.2 p2=  3521.2 ed=   133 6/3/2020    x1=  61. x2=  86. y1=  1.05 y2=  -.12     
GP: Confirmed Haiti 4/17/2020        86    3662      104      43       66     7   133 6/3/2020  
AAA2     1 Haiti Confirmed cc1=  .990971 cc2=  .790971 lx=  4.57576 if=  62 il=  86 4/17/2020  n=  24 now=    3662 end=         97        43        66 U=    20.48 T=   81.8 p1= -97.4 p2=  3775.3 ed=   130 5/31/2020   x1=  62. x2=  86. y1=   .97 y2=  -.21     
GP: Confirmed Haiti 4/17/2020        86    3662       97      43       66     7   130 5/31/2020 
AAA2     1 Haiti Confirmed cc1=  .990267 cc2=  .786143 lx=  4.50576 if=  63 il=  86 4/17/2020  n=  23 now=    3662 end=         90        43        66 U=    19.47 T=   80.3 p1= -97.5 p2=  4068.9 ed=   126 5/27/2020   x1=  63. x2=  86. y1=   .89 y2=  -.29     
GP: Confirmed Haiti 4/17/2020        86    3662       90      43       66     7   126 5/27/2020 
AAA2     1 Haiti Confirmed cc1=  .989755 cc2=  .781240 lx=  4.42576 if=  64 il=  86 4/17/2020  n=  22 now=    3662 end=         83        43        66 U=    17.44 T=   78.9 p1= -97.7 p2=  4412.0 ed=   120 5/21/2020   x1=  64. x2=  86. y1=   .85 y2=  -.41     
GP: Confirmed Haiti 4/17/2020        86    3662       83      43       66     7   120 5/21/2020 
AAA2     1 Haiti Confirmed cc1=  .988432 cc2=  .775231 lx=  4.38576 if=  65 il=  86 4/17/2020  n=  21 now=    3662 end=         80        43        66 U=    16.08 T=   78.4 p1= -97.8 p2=  4577.5 ed=   116 5/17/2020   x1=  65. x2=  86. y1=   .84 y2=  -.47     
GP: Confirmed Haiti 4/17/2020        86    3662       80      43       66     7   116 5/17/2020 
AAA2     1 Haiti Confirmed cc1=  .986851 cc2=  .768633 lx=  4.44576 if=  66 il=  86 4/17/2020  n=  20 now=    3662 end=         85        43        66 U=    16.13 T=   79.9 p1= -97.7 p2=  4308.2 ed=   117 5/18/2020   x1=  66. x2=  86. y1=   .86 y2=  -.38     
GP: Confirmed Haiti 4/17/2020        86    3662       85      43       66     7   117 5/18/2020 
AAA2     1 Haiti Confirmed cc1=  .989884 cc2=  .766277 lx=  6.38576 if=  67 il=  86 4/17/2020  n=  19 now=    3662 end=        593        43        66 U=    56.32 T=  140.3 p1= -83.8 p2=   617.5 ed=   273 10/21/2020  x1=  67. x2=  86. y1=  1.30 y2=   .96     
GP: Confirmed Haiti 4/17/2020        86    3662      593      43       66     7   273 10/21/2020
AAA2     1 Haiti Confirmed cc1=  .991811 cc2=  .762395 lx=  5.26576 if=  68 il=  86 4/17/2020  n=  18 now=    3662 end=        193        43        66 U=    33.92 T=   99.9 p1= -94.7 p2=  1897.4 ed=   179 7/19/2020   x1=  68. x2=  86. y1=   .94 y2=   .41     
GP: Confirmed Haiti 4/17/2020        86    3662      193      43       66     7   179 7/19/2020 
AAA2     1 Haiti Confirmed cc1=  .992601 cc2=  .756899 lx=  4.78576 if=  69 il=  86 4/17/2020  n=  17 now=    3662 end=        119        43        66 U=    24.05 T=   86.6 p1= -96.8 p2=  3077.3 ed=   143 6/13/2020   x1=  69. x2=  86. y1=   .73 y2=   .02     
GP: Confirmed Haiti 4/17/2020        86    3662      119      43       66     7   143 6/13/2020 
AAA2     1 Haiti Confirmed cc1=  .992073 cc2=  .749538 lx=  4.55576 if=  70 il=  86 4/17/2020  n=  16 now=    3662 end=         95        43        66 U=    19.79 T=   81.4 p1= -97.4 p2=  3854.7 ed=   128 5/29/2020   x1=  70. x2=  86. y1=   .58 y2=  -.23     
GP: Confirmed Haiti 4/17/2020        86    3662       95      43       66     7   128 5/29/2020 
AAA2     1 Haiti Confirmed cc1=  .991403 cc2=  .741403 lx=  4.39576 if=  71 il=  86 4/17/2020  n=  15 now=    3662 end=         81        43        66 U=    15.97 T=   78.7 p1= -97.8 p2=  4521.0 ed=   116 5/17/2020   x1=  71. x2=  86. y1=   .48 y2=  -.45     
GP: Confirmed Haiti 4/17/2020        86    3662       81      43       66     7   116 5/17/2020 
AAA2     1 Haiti Confirmed cc1=  .989557 cc2=  .731358 lx=  4.40576 if=  72 il=  86 4/17/2020  n=  14 now=    3662 end=         81        43        66 U=    16.38 T=   78.8 p1= -97.8 p2=  4521.0 ed=   117 5/18/2020   x1=  72. x2=  86. y1=   .42 y2=  -.44     
GP: Confirmed Haiti 4/17/2020        86    3662       81      43       66     7   117 5/18/2020 
AAA2     1 Haiti Confirmed cc1=  .987154 cc2=  .719893 lx=  4.37576 if=  73 il=  86 4/17/2020  n=  13 now=    3662 end=         79        43        66 U=    16.07 T=   78.2 p1= -97.8 p2=  4635.4 ed=   116 5/17/2020   x1=  73. x2=  86. y1=   .32 y2=  -.49     
GP: Confirmed Haiti 4/17/2020        86    3662       79      43       66     7   116 5/17/2020 
AAA2     1 Haiti Confirmed cc1=  .984203 cc2=  .706853 lx=  4.25576 if=  74 il=  86 4/17/2020  n=  12 now=    3662 end=         70        43        66 U=    13.40 T=   76.6 p1= -98.1 p2=  5231.4 ed=   108 5/9/2020    x1=  74. x2=  86. y1=   .19 y2=  -.70     
GP: Confirmed Haiti 4/17/2020        86    3662       70      43       66     7   108 5/9/2020  
AAA2     1 Haiti Confirmed cc1=  .979883 cc2=  .691208 lx=  4.31576 if=  75 il=  86 4/17/2020  n=  11 now=    3662 end=         74        43        66 U=    15.31 T=   77.0 p1= -98.0 p2=  4948.6 ed=   113 5/14/2020   x1=  75. x2=  86. y1=   .13 y2=  -.59     
GP: Confirmed Haiti 4/17/2020        86    3662       74      43       66     7   113 5/14/2020 
AAA1     1 Haiti Confirmed cc1=  .974966 cc2=  .673454 lx=  4.20576 if=  76 il=  86 4/17/2020  n=  10 now=    3662 end=         67        43        66 U=    12.54 T=   75.8 p1= -98.2 p2=  5465.7 ed=   105 5/6/2020    x1=  76. x2=  86. y1=  -.01 y2=  -.81 BEST
AAA2     1 Haiti Confirmed cc1=  .975193 cc2=  .673454 lx=  4.10576 if=  76 il=  86 4/17/2020  n=  10 now=    3662 end=         67        43        66 U=    12.54 T=   75.8 p1= -98.2 p2=  5465.7 ed=   105 5/6/2020    x1=  76. x2=  86. y1=  -.01 y2=  -.81 BEST
GP: Confirmed Haiti 4/17/2020        86    3662       67      43       66     7   105 5/6/2020  
AAA1     1 Haiti Confirmed cc1=  .966542 cc2=  .650314 lx=  4.20576 if=  77 il=  86 4/17/2020  n=   9 now=    3662 end=         67        43        66 U=    12.57 T=   75.8 p1= -98.2 p2=  5465.7 ed=   105 5/6/2020    x1=  77. x2=  86. y1=  -.09 y2=  -.81 BEST
AAA2     1 Haiti Confirmed cc1=  .967066 cc2=  .650314 lx=  4.10576 if=  77 il=  86 4/17/2020  n=   9 now=    3662 end=         67        43        66 U=    12.57 T=   75.8 p1= -98.2 p2=  5465.7 ed=   105 5/6/2020    x1=  77. x2=  86. y1=  -.09 y2=  -.81 BEST
GP: Confirmed Haiti 4/17/2020        86    3662       67      43       66     7   105 5/6/2020  
AAA1     1 Haiti Confirmed cc1=  .953737 cc2=  .620404 lx=  4.20576 if=  78 il=  86 4/17/2020  n=   8 now=    3662 end=         67        43        66 U=    13.49 T=   75.1 p1= -98.2 p2=  5465.7 ed=   106 5/7/2020    x1=  78. x2=  86. y1=  -.22 y2=  -.81 BEST
AAA2     1 Haiti Confirmed cc1=  .954657 cc2=  .620404 lx=  4.10576 if=  78 il=  86 4/17/2020  n=   8 now=    3662 end=         67        43        66 U=    13.49 T=   75.1 p1= -98.2 p2=  5465.7 ed=   106 5/7/2020    x1=  78. x2=  86. y1=  -.22 y2=  -.81 BEST
GP: Confirmed Haiti 4/17/2020        86    3662       67      43       66     7   106 5/7/2020  
AAA1     1 Haiti Confirmed cc1=  .937948 cc2=  .584394 lx=  4.20576 if=  79 il=  86 4/17/2020  n=   7 now=    3662 end=         67        43        66 U=    12.69 T=   75.7 p1= -98.2 p2=  5465.7 ed=   105 5/6/2020    x1=  79. x2=  86. y1=  -.26 y2=  -.81 BEST
AAA2     1 Haiti Confirmed cc1=  .939911 cc2=  .584394 lx=  4.10576 if=  79 il=  86 4/17/2020  n=   7 now=    3662 end=         67        43        66 U=    12.69 T=   75.7 p1= -98.2 p2=  5465.7 ed=   105 5/6/2020    x1=  79. x2=  86. y1=  -.26 y2=  -.81 BEST
GP: Confirmed Haiti 4/17/2020        86    3662       67      43       66     7   105 5/6/2020  
AAA1     1 Haiti Confirmed cc1=  .906715 cc2=  .528751 lx=  4.20576 if=  80 il=  86 4/17/2020  n=   6 now=    3662 end=         67        43        66 U=    12.84 T=   75.6 p1= -98.2 p2=  5465.7 ed=   105 5/6/2020    x1=  80. x2=  86. y1=  -.34 y2=  -.81 BEST
AAA2     1 Haiti Confirmed cc1=  .910083 cc2=  .528751 lx=  4.10576 if=  80 il=  86 4/17/2020  n=   6 now=    3662 end=         67        43        66 U=    12.84 T=   75.6 p1= -98.2 p2=  5465.7 ed=   105 5/6/2020    x1=  80. x2=  86. y1=  -.34 y2=  -.81 BEST
GP: Confirmed Haiti 4/17/2020        86    3662       67      43       66     7   105 5/6/2020  
AAA1     1 Haiti Confirmed cc1=  .991333 cc2=  .808759 lx=  4.21576 if=  58 il=  87 4/18/2020  n=  29 now=    3662 end=         67        44        67 U=    13.81 T=   75.4 p1= -98.2 p2=  5465.7 ed=   107 5/8/2020    x1=  58. x2=  87. y1=  1.26 y2=  -.84 BEST
AAA2     1 Haiti Confirmed cc1=  .991334 cc2=  .808759 lx=  4.21176 if=  58 il=  87 4/18/2020  n=  29 now=    3662 end=         67        44        67 U=    13.81 T=   75.4 p1= -98.2 p2=  5465.7 ed=   107 5/8/2020    x1=  58. x2=  87. y1=  1.26 y2=  -.84 BEST
GP: Confirmed Haiti 4/18/2020        87    3662       67      44       67    23   107 5/8/2020  
AAA1     1 Haiti Confirmed cc1=  .990406 cc2=  .804711 lx=  4.21576 if=  59 il=  87 4/18/2020  n=  28 now=    3662 end=         67        44        67 U=    13.34 T=   75.8 p1= -98.2 p2=  5465.7 ed=   107 5/8/2020    x1=  59. x2=  87. y1=  1.26 y2=  -.84 BEST
AAA2     1 Haiti Confirmed cc1=  .990406 cc2=  .804711 lx=  4.21476 if=  59 il=  87 4/18/2020  n=  28 now=    3662 end=         67        44        67 U=    13.34 T=   75.8 p1= -98.2 p2=  5465.7 ed=   107 5/8/2020    x1=  59. x2=  87. y1=  1.26 y2=  -.84 BEST
GP: Confirmed Haiti 4/18/2020        87    3662       67      44       67    23   107 5/8/2020  
AAA1     1 Haiti Confirmed cc1=  .989853 cc2=  .800871 lx=  4.26576 if=  60 il=  87 4/18/2020  n=  27 now=    3662 end=         71        44        67 U=    13.47 T=   77.2 p1= -98.1 p2=  5157.7 ed=   108 5/9/2020    x1=  60. x2=  87. y1=  1.27 y2=  -.73 BEST
AAA2     1 Haiti Confirmed cc1=  .989853 cc2=  .800871 lx=  4.26276 if=  60 il=  87 4/18/2020  n=  27 now=    3662 end=         71        44        67 U=    13.47 T=   77.2 p1= -98.1 p2=  5157.7 ed=   108 5/9/2020    x1=  60. x2=  87. y1=  1.27 y2=  -.73 BEST
GP: Confirmed Haiti 4/18/2020        87    3662       71      44       67    23   108 5/9/2020  
AAA1     1 Haiti Confirmed cc1=  .992334 cc2=  .799884 lx=  4.55576 if=  61 il=  87 4/18/2020  n=  26 now=    3662 end=         95        44        67 U=    20.38 T=   81.7 p1= -97.4 p2=  3854.7 ed=   129 5/30/2020   x1=  61. x2=  87. y1=  1.02 y2=  -.26 BEST
AAA2     1 Haiti Confirmed cc1=  .992334 cc2=  .799884 lx=  4.55076 if=  61 il=  87 4/18/2020  n=  26 now=    3662 end=         95        44        67 U=    20.38 T=   81.7 p1= -97.4 p2=  3854.7 ed=   129 5/30/2020   x1=  61. x2=  87. y1=  1.02 y2=  -.26 BEST
GP: Confirmed Haiti 4/18/2020        87    3662       95      44       67    23   129 5/30/2020 
AAA1     1 Haiti Confirmed cc1=  .991633 cc2=  .795517 lx=  4.49576 if=  62 il=  87 4/18/2020  n=  25 now=    3662 end=         89        44        67 U=    19.59 T=   80.3 p1= -97.6 p2=  4114.6 ed=   126 5/27/2020   x1=  62. x2=  87. y1=   .94 y2=  -.34 BEST
AAA2     1 Haiti Confirmed cc1=  .991633 cc2=  .795517 lx=  4.49676 if=  62 il=  87 4/18/2020  n=  25 now=    3662 end=         89        44        67 U=    19.59 T=   80.3 p1= -97.6 p2=  4114.6 ed=   126 5/27/2020   x1=  62. x2=  87. y1=   .94 y2=  -.34 BEST
GP: Confirmed Haiti 4/18/2020        87    3662       89      44       67    23   126 5/27/2020 
AAA1     1 Haiti Confirmed cc1=  .991056 cc2=  .791056 lx=  4.42576 if=  63 il=  87 4/18/2020  n=  24 now=    3662 end=         83        44        67 U=    18.51 T=   78.8 p1= -97.7 p2=  4412.0 ed=   122 5/23/2020   x1=  63. x2=  87. y1=   .85 y2=  -.44 BEST
AAA2     1 Haiti Confirmed cc1=  .991056 cc2=  .791056 lx=  4.42976 if=  63 il=  87 4/18/2020  n=  24 now=    3662 end=         83        44        67 U=    18.51 T=   78.8 p1= -97.7 p2=  4412.0 ed=   122 5/23/2020   x1=  63. x2=  87. y1=   .85 y2=  -.44 BEST
GP: Confirmed Haiti 4/18/2020        87    3662       83      44       67    23   122 5/23/2020 
AAA1     1 Haiti Confirmed cc1=  .990663 cc2=  .786538 lx=  4.35576 if=  64 il=  87 4/18/2020  n=  23 now=    3662 end=         77        44        67 U=    16.64 T=   77.7 p1= -97.9 p2=  4755.8 ed=   116 5/17/2020   x1=  64. x2=  87. y1=   .82 y2=  -.56 BEST
AAA2     1 Haiti Confirmed cc1=  .990663 cc2=  .786538 lx=  4.36076 if=  64 il=  87 4/18/2020  n=  23 now=    3662 end=         77        44        67 U=    16.64 T=   77.7 p1= -97.9 p2=  4755.8 ed=   116 5/17/2020   x1=  64. x2=  87. y1=   .82 y2=  -.56 BEST
GP: Confirmed Haiti 4/18/2020        87    3662       77      44       67    23   116 5/17/2020 
AAA1     1 Haiti Confirmed cc1=  .989546 cc2=  .781032 lx=  4.32576 if=  65 il=  87 4/18/2020  n=  22 now=    3662 end=         75        44        67 U=    15.46 T=   77.5 p1= -98.0 p2=  4882.7 ed=   114 5/15/2020   x1=  65. x2=  87. y1=   .81 y2=  -.61 BEST
AAA2     1 Haiti Confirmed cc1=  .989546 cc2=  .781032 lx=  4.32576 if=  65 il=  87 4/18/2020  n=  22 now=    3662 end=         75        44        67 U=    15.46 T=   77.5 p1= -98.0 p2=  4882.7 ed=   114 5/15/2020   x1=  65. x2=  87. y1=   .81 y2=  -.61 BEST
GP: Confirmed Haiti 4/18/2020        87    3662       75      44       67    23   114 5/15/2020 
AAA1     1 Haiti Confirmed cc1=  .988142 cc2=  .774942 lx=  4.36576 if=  66 il=  87 4/18/2020  n=  21 now=    3662 end=         78        44        67 U=    15.34 T=   78.7 p1= -97.9 p2=  4694.9 ed=   114 5/15/2020   x1=  66. x2=  87. y1=   .83 y2=  -.54 BEST
AAA2     1 Haiti Confirmed cc1=  .988143 cc2=  .774942 lx=  4.36176 if=  66 il=  87 4/18/2020  n=  21 now=    3662 end=         78        44        67 U=    15.34 T=   78.7 p1= -97.9 p2=  4694.9 ed=   114 5/15/2020   x1=  66. x2=  87. y1=   .83 y2=  -.54 BEST
GP: Confirmed Haiti 4/18/2020        87    3662       78      44       67    23   114 5/15/2020 
AAA2     1 Haiti Confirmed cc1=  .989908 cc2=  .771690 lx=  5.26576 if=  67 il=  87 4/18/2020  n=  20 now=    3662 end=        193        44        67 U=    36.63 T=  101.4 p1= -94.7 p2=  1897.4 ed=   187 7/27/2020   x1=  67. x2=  87. y1=   .94 y2=   .39     
GP: Confirmed Haiti 4/18/2020        87    3662      193      44       67    23   187 7/27/2020 
AAA1     1 Haiti Confirmed cc1=  .991715 cc2=  .768109 lx=  4.75576 if=  68 il=  87 4/18/2020  n=  19 now=    3662 end=        116        44        67 U=    25.48 T=   86.3 p1= -96.8 p2=  3156.9 ed=   146 6/16/2020   x1=  68. x2=  87. y1=   .72 y2=  -.03 BEST
AAA2     1 Haiti Confirmed cc1=  .991715 cc2=  .768109 lx=  4.75876 if=  68 il=  87 4/18/2020  n=  19 now=    3662 end=        116        44        67 U=    25.48 T=   86.3 p1= -96.8 p2=  3156.9 ed=   146 6/16/2020   x1=  68. x2=  87. y1=   .72 y2=  -.03 BEST
GP: Confirmed Haiti 4/18/2020        87    3662      116      44       67    23   146 6/16/2020 
AAA1     1 Haiti Confirmed cc1=  .992529 cc2=  .763113 lx=  4.48576 if=  69 il=  87 4/18/2020  n=  18 now=    3662 end=         88        44        67 U=    19.36 T=   80.1 p1= -97.6 p2=  4161.4 ed=   125 5/26/2020   x1=  69. x2=  87. y1=   .58 y2=  -.35 BEST
AAA2     1 Haiti Confirmed cc1=  .992529 cc2=  .763113 lx=  4.48676 if=  69 il=  87 4/18/2020  n=  18 now=    3662 end=         88        44        67 U=    19.36 T=   80.1 p1= -97.6 p2=  4161.4 ed=   125 5/26/2020   x1=  69. x2=  87. y1=   .58 y2=  -.35 BEST
GP: Confirmed Haiti 4/18/2020        87    3662       88      44       67    23   125 5/26/2020 
AAA1     1 Haiti Confirmed cc1=  .992185 cc2=  .756482 lx=  4.33576 if=  70 il=  87 4/18/2020  n=  17 now=    3662 end=         76        44        67 U=    16.32 T=   77.3 p1= -97.9 p2=  4818.4 ed=   115 5/16/2020   x1=  70. x2=  87. y1=   .45 y2=  -.59 BEST
AAA2     1 Haiti Confirmed cc1=  .992185 cc2=  .756482 lx=  4.33576 if=  70 il=  87 4/18/2020  n=  17 now=    3662 end=         76        44        67 U=    16.32 T=   77.3 p1= -97.9 p2=  4818.4 ed=   115 5/16/2020   x1=  70. x2=  87. y1=   .45 y2=  -.59 BEST
GP: Confirmed Haiti 4/18/2020        87    3662       76      44       67    23   115 5/16/2020 
AAA1     1 Haiti Confirmed cc1=  .991749 cc2=  .749213 lx=  4.21576 if=  71 il=  87 4/18/2020  n=  16 now=    3662 end=         67        44        67 U=    13.25 T=   75.9 p1= -98.2 p2=  5465.7 ed=   107 5/8/2020    x1=  71. x2=  87. y1=   .37 y2=  -.84 BEST
AAA2     1 Haiti Confirmed cc1=  .991749 cc2=  .749213 lx=  4.21976 if=  71 il=  87 4/18/2020  n=  16 now=    3662 end=         67        44        67 U=    13.25 T=   75.9 p1= -98.2 p2=  5465.7 ed=   107 5/8/2020    x1=  71. x2=  87. y1=   .37 y2=  -.84 BEST
GP: Confirmed Haiti 4/18/2020        87    3662       67      44       67    23   107 5/8/2020  
AAA1     1 Haiti Confirmed cc1=  .990117 cc2=  .740117 lx=  4.20576 if=  72 il=  87 4/18/2020  n=  15 now=    3662 end=         67        44        67 U=    13.18 T=   75.6 p1= -98.2 p2=  5465.7 ed=   106 5/7/2020    x1=  72. x2=  87. y1=   .27 y2=  -.86 BEST
AAA2     1 Haiti Confirmed cc1=  .990118 cc2=  .740117 lx=  4.19776 if=  72 il=  87 4/18/2020  n=  15 now=    3662 end=         67        44        67 U=    13.18 T=   75.6 p1= -98.2 p2=  5465.7 ed=   106 5/7/2020    x1=  72. x2=  87. y1=   .27 y2=  -.86 BEST
GP: Confirmed Haiti 4/18/2020        87    3662       67      44       67    23   106 5/7/2020  
AAA1     1 Haiti Confirmed cc1=  .988101 cc2=  .729902 lx=  4.20576 if=  73 il=  87 4/18/2020  n=  14 now=    3662 end=         67        44        67 U=    13.28 T=   75.5 p1= -98.2 p2=  5465.7 ed=   106 5/7/2020    x1=  73. x2=  87. y1=   .19 y2=  -.86 BEST
AAA2     1 Haiti Confirmed cc1=  .988170 cc2=  .729902 lx=  4.14076 if=  73 il=  87 4/18/2020  n=  14 now=    3662 end=         67        44        67 U=    13.28 T=   75.5 p1= -98.2 p2=  5465.7 ed=   106 5/7/2020    x1=  73. x2=  87. y1=   .19 y2=  -.86 BEST
GP: Confirmed Haiti 4/18/2020        87    3662       67      44       67    23   106 5/7/2020  
AAA1     1 Haiti Confirmed cc1=  .985613 cc2=  .718352 lx=  4.20576 if=  74 il=  87 4/18/2020  n=  13 now=    3662 end=         67        44        67 U=    12.83 T=   75.9 p1= -98.2 p2=  5465.7 ed=   106 5/7/2020    x1=  74. x2=  87. y1=   .15 y2=  -.86 BEST
AAA2     1 Haiti Confirmed cc1=  .986005 cc2=  .718352 lx=  4.10576 if=  74 il=  87 4/18/2020  n=  13 now=    3662 end=         67        44        67 U=    12.83 T=   75.9 p1= -98.2 p2=  5465.7 ed=   106 5/7/2020    x1=  74. x2=  87. y1=   .15 y2=  -.86 BEST
GP: Confirmed Haiti 4/18/2020        87    3662       67      44       67    23   106 5/7/2020  
AAA1     1 Haiti Confirmed cc1=  .982019 cc2=  .704669 lx=  4.20576 if=  75 il=  87 4/18/2020  n=  12 now=    3662 end=         67        44        67 U=    13.47 T=   75.4 p1= -98.2 p2=  5465.7 ed=   107 5/8/2020    x1=  75. x2=  87. y1=   .03 y2=  -.86 BEST
AAA2     1 Haiti Confirmed cc1=  .982489 cc2=  .704669 lx=  4.10576 if=  75 il=  87 4/18/2020  n=  12 now=    3662 end=         67        44        67 U=    13.47 T=   75.4 p1= -98.2 p2=  5465.7 ed=   107 5/8/2020    x1=  75. x2=  87. y1=   .03 y2=  -.86 BEST
GP: Confirmed Haiti 4/18/2020        87    3662       67      44       67    23   107 5/8/2020  
AAA1     1 Haiti Confirmed cc1=  .977676 cc2=  .689000 lx=  4.20576 if=  76 il=  87 4/18/2020  n=  11 now=    3662 end=         67        44        67 U=    12.93 T=   75.8 p1= -98.2 p2=  5465.7 ed=   106 5/7/2020    x1=  76. x2=  87. y1=  -.01 y2=  -.86 BEST
AAA2     1 Haiti Confirmed cc1=  .978700 cc2=  .689000 lx=  4.10576 if=  76 il=  87 4/18/2020  n=  11 now=    3662 end=         67        44        67 U=    12.93 T=   75.8 p1= -98.2 p2=  5465.7 ed=   106 5/7/2020    x1=  76. x2=  87. y1=  -.01 y2=  -.86 BEST
GP: Confirmed Haiti 4/18/2020        87    3662       67      44       67    23   106 5/7/2020  
AAA1     1 Haiti Confirmed cc1=  .970885 cc2=  .669373 lx=  4.20576 if=  77 il=  87 4/18/2020  n=  10 now=    3662 end=         67        44        67 U=    13.00 T=   75.8 p1= -98.2 p2=  5465.7 ed=   106 5/7/2020    x1=  77. x2=  87. y1=  -.09 y2=  -.86 BEST
AAA2     1 Haiti Confirmed cc1=  .972259 cc2=  .669373 lx=  4.10576 if=  77 il=  87 4/18/2020  n=  10 now=    3662 end=         67        44        67 U=    13.00 T=   75.8 p1= -98.2 p2=  5465.7 ed=   106 5/7/2020    x1=  77. x2=  87. y1=  -.09 y2=  -.86 BEST
GP: Confirmed Haiti 4/18/2020        87    3662       67      44       67    23   106 5/7/2020  
AAA1     1 Haiti Confirmed cc1=  .961026 cc2=  .644799 lx=  4.20576 if=  78 il=  87 4/18/2020  n=   9 now=    3662 end=         67        44        67 U=    13.93 T=   75.0 p1= -98.2 p2=  5465.7 ed=   107 5/8/2020    x1=  78. x2=  87. y1=  -.22 y2=  -.86 BEST
AAA2     1 Haiti Confirmed cc1=  .962839 cc2=  .644799 lx=  4.10576 if=  78 il=  87 4/18/2020  n=   9 now=    3662 end=         67        44        67 U=    13.93 T=   75.0 p1= -98.2 p2=  5465.7 ed=   107 5/8/2020    x1=  78. x2=  87. y1=  -.22 y2=  -.86 BEST
GP: Confirmed Haiti 4/18/2020        87    3662       67      44       67    23   107 5/8/2020  
AAA1     1 Haiti Confirmed cc1=  .947939 cc2=  .614606 lx=  4.20576 if=  79 il=  87 4/18/2020  n=   8 now=    3662 end=         67        44        67 U=    13.23 T=   75.6 p1= -98.2 p2=  5465.7 ed=   106 5/7/2020    x1=  79. x2=  87. y1=  -.26 y2=  -.86 BEST
AAA2     1 Haiti Confirmed cc1=  .950905 cc2=  .614606 lx=  4.10576 if=  79 il=  87 4/18/2020  n=   8 now=    3662 end=         67        44        67 U=    13.23 T=   75.6 p1= -98.2 p2=  5465.7 ed=   106 5/7/2020    x1=  79. x2=  87. y1=  -.26 y2=  -.86 BEST
GP: Confirmed Haiti 4/18/2020        87    3662       67      44       67    23   106 5/7/2020  
AAA1     1 Haiti Confirmed cc1=  .924803 cc2=  .571250 lx=  4.20576 if=  80 il=  87 4/18/2020  n=   7 now=    3662 end=         67        44        67 U=    13.46 T=   75.4 p1= -98.2 p2=  5465.7 ed=   107 5/8/2020    x1=  80. x2=  87. y1=  -.34 y2=  -.86 BEST
AAA2     1 Haiti Confirmed cc1=  .929246 cc2=  .571250 lx=  4.10576 if=  80 il=  87 4/18/2020  n=   7 now=    3662 end=         67        44        67 U=    13.46 T=   75.4 p1= -98.2 p2=  5465.7 ed=   107 5/8/2020    x1=  80. x2=  87. y1=  -.34 y2=  -.86 BEST
GP: Confirmed Haiti 4/18/2020        87    3662       67      44       67    23   107 5/8/2020  
AAA1     1 Haiti Confirmed cc1=  .885047 cc2=  .507082 lx=  4.20576 if=  81 il=  87 4/18/2020  n=   6 now=    3662 end=         67        44        67 U=    11.53 T=   77.0 p1= -98.2 p2=  5465.7 ed=   104 5/5/2020    x1=  81. x2=  87. y1=  -.34 y2=  -.86 BEST
AAA2     1 Haiti Confirmed cc1=  .892037 cc2=  .507082 lx=  4.10576 if=  81 il=  87 4/18/2020  n=   6 now=    3662 end=         67        44        67 U=    11.53 T=   77.0 p1= -98.2 p2=  5465.7 ed=   104 5/5/2020    x1=  81. x2=  87. y1=  -.34 y2=  -.86 BEST
GP: Confirmed Haiti 4/18/2020        87    3662       67      44       67    23   104 5/5/2020  
AAA2     1 Haiti Confirmed cc1=  .945248 cc2=  .536999 lx= 10.20576 if=  82 il=  87 4/18/2020  n=   5 now=    3662 end=      27058        44        67 U=   339.37 T=  718.1 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  82. x2=  87. y1=  1.87 y2=  1.86     
GP: Confirmed Haiti 4/18/2020        87    3662    -          44       67    23   999 undefine  
AAA1     1 Haiti Confirmed cc1=  .992043 cc2=  .812437 lx=  4.23576 if=  58 il=  88 4/19/2020  n=  30 now=    3662 end=         69        47        67 U=    13.53 T=   75.1 p1= -98.1 p2=  5307.2 ed=   107 5/8/2020    x1=  58. x2=  88. y1=  1.26 y2=  -.95 BEST
AAA2     1 Haiti Confirmed cc1=  .992043 cc2=  .812437 lx=  4.23876 if=  58 il=  88 4/19/2020  n=  30 now=    3662 end=         69        47        67 U=    13.53 T=   75.1 p1= -98.1 p2=  5307.2 ed=   107 5/8/2020    x1=  58. x2=  88. y1=  1.26 y2=  -.95 BEST
GP: Confirmed Haiti 4/19/2020        88    3662       69      47       67    23   107 5/8/2020  
AAA1     1 Haiti Confirmed cc1=  .991226 cc2=  .808652 lx=  4.24576 if=  59 il=  88 4/19/2020  n=  29 now=    3662 end=         69        47        67 U=    13.21 T=   75.7 p1= -98.1 p2=  5307.2 ed=   106 5/7/2020    x1=  59. x2=  88. y1=  1.27 y2=  -.93 BEST
