TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       36829.00000       10.51404
TAB:  Egypt Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 Egypt Confirmed cc1=  .994270 cc2=  .854242 lx=  8.89604 if=  37 il=  87 4/18/2020  n=  50 now=   36829 end=       7288      3032      7483 U=    21.58 T=   84.2 p1= -80.2 p2=   505.3 ed=   135 6/5/2020    x1=  37. x2=  87. y1=  2.19 y2=  -.13 BEST
GP: Confirmed Egypt 4/18/2020        87   36829     7288    3032     7483     9   135 6/5/2020  
AAA1     1 Egypt Confirmed cc1=  .993919 cc2=  .852498 lx=  8.89404 if=  38 il=  87 4/18/2020  n=  49 now=   36829 end=       7288      3032      7483 U=    21.15 T=   84.2 p1= -80.2 p2=   505.3 ed=   134 6/4/2020    x1=  38. x2=  87. y1=  2.19 y2=  -.13 BEST
AAA2     1 Egypt Confirmed cc1=  .993920 cc2=  .852498 lx=  8.89804 if=  38 il=  87 4/18/2020  n=  49 now=   36829 end=       7288      3032      7483 U=    21.15 T=   84.2 p1= -80.2 p2=   505.3 ed=   134 6/4/2020    x1=  38. x2=  87. y1=  2.19 y2=  -.13 BEST
GP: Confirmed Egypt 4/18/2020        87   36829     7288    3032     7483     9   134 6/4/2020  
AAA1     1 Egypt Confirmed cc1=  .993623 cc2=  .850766 lx=  8.92404 if=  39 il=  87 4/18/2020  n=  48 now=   36829 end=       7510      3032      7483 U=    21.76 T=   84.9 p1= -79.6 p2=   490.4 ed=   136 6/6/2020    x1=  39. x2=  87. y1=  2.11 y2=  -.10 BEST
AAA2     1 Egypt Confirmed cc1=  .993623 cc2=  .850766 lx=  8.92004 if=  39 il=  87 4/18/2020  n=  48 now=   36829 end=       7510      3032      7483 U=    21.76 T=   84.9 p1= -79.6 p2=   490.4 ed=   136 6/6/2020    x1=  39. x2=  87. y1=  2.11 y2=  -.10 BEST
GP: Confirmed Egypt 4/18/2020        87   36829     7510    3032     7483     9   136 6/6/2020  
AAA1     1 Egypt Confirmed cc1=  .993233 cc2=  .848895 lx=  8.93404 if=  40 il=  87 4/18/2020  n=  47 now=   36829 end=       7585      3032      7483 U=    21.41 T=   85.1 p1= -79.4 p2=   485.6 ed=   135 6/5/2020    x1=  40. x2=  87. y1=  2.11 y2=  -.09 BEST
AAA2     1 Egypt Confirmed cc1=  .993233 cc2=  .848895 lx=  8.92904 if=  40 il=  87 4/18/2020  n=  47 now=   36829 end=       7585      3032      7483 U=    21.41 T=   85.1 p1= -79.4 p2=   485.6 ed=   135 6/5/2020    x1=  40. x2=  87. y1=  2.11 y2=  -.09 BEST
GP: Confirmed Egypt 4/18/2020        87   36829     7585    3032     7483     9   135 6/5/2020  
AAA1     1 Egypt Confirmed cc1=  .992967 cc2=  .847102 lx=  8.96404 if=  41 il=  87 4/18/2020  n=  46 now=   36829 end=       7816      3032      7483 U=    21.23 T=   85.8 p1= -78.8 p2=   471.2 ed=   135 6/5/2020    x1=  41. x2=  87. y1=  2.11 y2=  -.05 BEST
AAA2     1 Egypt Confirmed cc1=  .992967 cc2=  .847102 lx=  8.96304 if=  41 il=  87 4/18/2020  n=  46 now=   36829 end=       7816      3032      7483 U=    21.23 T=   85.8 p1= -78.8 p2=   471.2 ed=   135 6/5/2020    x1=  41. x2=  87. y1=  2.11 y2=  -.05 BEST
GP: Confirmed Egypt 4/18/2020        87   36829     7816    3032     7483     9   135 6/5/2020  
AAA2     1 Egypt Confirmed cc1=  .993125 cc2=  .845683 lx=  9.04404 if=  42 il=  87 4/18/2020  n=  45 now=   36829 end=       8467      3032      7483 U=    21.47 T=   87.6 p1= -77.0 p2=   435.0 ed=   138 6/8/2020    x1=  42. x2=  87. y1=  2.12 y2=   .03     
GP: Confirmed Egypt 4/18/2020        87   36829     8467    3032     7483     9   138 6/8/2020  
AAA2     1 Egypt Confirmed cc1=  .994379 cc2=  .845308 lx=  9.23404 if=  43 il=  87 4/18/2020  n=  44 now=   36829 end=      10239      3032      7483 U=    23.16 T=   91.5 p1= -72.2 p2=   359.7 ed=   146 6/16/2020   x1=  43. x2=  87. y1=  2.10 y2=   .20     
GP: Confirmed Egypt 4/18/2020        87   36829    10239    3032     7483     9   146 6/16/2020 
AAA2     1 Egypt Confirmed cc1=  .996942 cc2=  .846186 lx=  9.65404 if=  44 il=  87 4/18/2020  n=  43 now=   36829 end=      15584      3032      7483 U=    29.75 T=  101.7 p1= -57.7 p2=   236.3 ed=   171 7/11/2020   x1=  44. x2=  87. y1=  1.94 y2=   .49     
GP: Confirmed Egypt 4/18/2020        87   36829    15584    3032     7483     9   171 7/11/2020 
AAA2     1 Egypt Confirmed cc1=  .997128 cc2=  .844630 lx=  9.81404 if=  45 il=  87 4/18/2020  n=  42 now=   36829 end=      18288      3032      7483 U=    30.55 T=  104.9 p1= -50.3 p2=   201.4 ed=   177 7/17/2020   x1=  45. x2=  87. y1=  1.96 y2=   .59     
GP: Confirmed Egypt 4/18/2020        87   36829    18288    3032     7483     9   177 7/17/2020 
AAA2     1 Egypt Confirmed cc1=  .998345 cc2=  .844042 lx= 10.30404 if=  46 il=  87 4/18/2020  n=  41 now=   36829 end=      29853      3032      7483 U=    39.77 T=  119.9 p1= -18.9 p2=   123.4 ed=   213 8/22/2020   x1=  46. x2=  87. y1=  1.86 y2=   .83     
GP: Confirmed Egypt 4/18/2020        87   36829    29853    3032     7483     9   213 8/22/2020 
AAA2     1 Egypt Confirmed cc1=  .998274 cc2=  .842100 lx= 10.23404 if=  47 il=  87 4/18/2020  n=  40 now=   36829 end=      27834      3032      7483 U=    38.73 T=  117.8 p1= -24.4 p2=   132.3 ed=   209 8/18/2020   x1=  47. x2=  87. y1=  1.83 y2=   .80     
GP: Confirmed Egypt 4/18/2020        87   36829    27834    3032     7483     9   209 8/18/2020 
AAA2     1 Egypt Confirmed cc1=  .998175 cc2=  .840061 lx= 10.18404 if=  48 il=  87 4/18/2020  n=  39 now=   36829 end=      26477      3032      7483 U=    37.65 T=  116.1 p1= -28.1 p2=   139.1 ed=   204 8/13/2020   x1=  48. x2=  87. y1=  1.81 y2=   .77     
GP: Confirmed Egypt 4/18/2020        87   36829    26477    3032     7483     9   204 8/13/2020 
AAA2     1 Egypt Confirmed cc1=  .998031 cc2=  .837903 lx= 10.17404 if=  49 il=  87 4/18/2020  n=  38 now=   36829 end=      26213      3032      7483 U=    36.67 T=  115.2 p1= -28.8 p2=   140.5 ed=   201 8/10/2020   x1=  49. x2=  87. y1=  1.80 y2=   .77     
GP: Confirmed Egypt 4/18/2020        87   36829    26213    3032     7483     9   201 8/10/2020 
AAA2     1 Egypt Confirmed cc1=  .997958 cc2=  .835737 lx= 10.28404 if=  50 il=  87 4/18/2020  n=  37 now=   36829 end=      29261      3032      7483 U=    37.51 T=  117.7 p1= -20.5 p2=   125.9 ed=   206 8/15/2020   x1=  50. x2=  87. y1=  1.80 y2=   .82     
GP: Confirmed Egypt 4/18/2020        87   36829    29261    3032     7483     9   206 8/15/2020 
AAA2     1 Egypt Confirmed cc1=  .998047 cc2=  .833648 lx= 10.52404 if=  51 il=  87 4/18/2020  n=  36 now=   36829 end=      37199      3032      7483 U=    40.18 T=  123.9 p1=   1.0 p2=    99.0 ed=   218 8/27/2020   x1=  51. x2=  87. y1=  1.82 y2=   .92     
GP: Confirmed Egypt 4/18/2020        87   36829    37199    3032     7483     9   218 8/27/2020 
AAA2     1 Egypt Confirmed cc1=  .998265 cc2=  .831599 lx= 10.92404 if=  52 il=  87 4/18/2020  n=  35 now=   36829 end=      55494      3032      7483 U=    45.89 T=  136.0 p1=  50.7 p2=    66.4 ed=   244 9/22/2020   x1=  52. x2=  87. y1=  1.83 y2=  1.07     
GP: Confirmed Egypt 4/18/2020        87   36829    55494    3032     7483     9   244 9/22/2020 
AAA2     1 Egypt Confirmed cc1=  .998213 cc2=  .829182 lx= 11.15404 if=  53 il=  87 4/18/2020  n=  34 now=   36829 end=      69845      3032      7483 U=    47.13 T=  140.9 p1=  89.6 p2=    52.7 ed=   252 9/30/2020   x1=  53. x2=  87. y1=  1.86 y2=  1.14     
GP: Confirmed Egypt 4/18/2020        87   36829    69845    3032     7483     9   252 9/30/2020 
AAA2     1 Egypt Confirmed cc1=  .998864 cc2=  .827365 lx= 12.39404 if=  54 il=  87 4/18/2020  n=  33 now=   36829 end=     241358      3032      7483 U=    63.11 T=  180.2 p1= 555.3 p2=    15.3 ed=   329 12/16/2020  x1=  54. x2=  87. y1=  2.00 y2=  1.48     
GP: Confirmed Egypt 4/18/2020        87   36829    -        3032     7483     9   329 12/16/2020
AAA2     1 Egypt Confirmed cc1=  .999027 cc2=  .824949 lx= 12.51404 if=  55 il=  87 4/18/2020  n=  32 now=   36829 end=     272131      3032      7483 U=    67.28 T=  188.1 p1= 638.9 p2=    13.5 ed=   346 1/2/2021    x1=  55. x2=  87. y1=  1.98 y2=  1.50     
GP: Confirmed Egypt 4/18/2020        87   36829    -        3032     7483     9   346 1/2/2021  
AAA2     1 Egypt Confirmed cc1=  .998933 cc2=  .822157 lx= 12.51404 if=  56 il=  87 4/18/2020  n=  31 now=   36829 end=     272131      3032      7483 U=    68.02 T=  189.3 p1= 638.9 p2=    13.5 ed=   349 1/5/2021    x1=  56. x2=  87. y1=  1.96 y2=  1.50     
GP: Confirmed Egypt 4/18/2020        87   36829    -        3032     7483     9   349 1/5/2021  
AAA2     1 Egypt Confirmed cc1=  .998860 cc2=  .819255 lx= 12.51404 if=  57 il=  87 4/18/2020  n=  30 now=   36829 end=     272131      3032      7483 U=    68.49 T=  190.0 p1= 638.9 p2=    13.5 ed=   351 1/7/2021    x1=  57. x2=  87. y1=  1.94 y2=  1.50     
GP: Confirmed Egypt 4/18/2020        87   36829    -        3032     7483     9   351 1/7/2021  
AAA2     1 Egypt Confirmed cc1=  .998836 cc2=  .816261 lx= 12.51404 if=  58 il=  87 4/18/2020  n=  29 now=   36829 end=     272131      3032      7483 U=    68.64 T=  190.2 p1= 638.9 p2=    13.5 ed=   352 1/8/2021    x1=  58. x2=  87. y1=  1.93 y2=  1.50     
GP: Confirmed Egypt 4/18/2020        87   36829    -        3032     7483     9   352 1/8/2021  
AAA2     1 Egypt Confirmed cc1=  .998854 cc2=  .813158 lx= 12.41404 if=  59 il=  87 4/18/2020  n=  28 now=   36829 end=     246234      3032      7483 U=    65.77 T=  184.4 p1= 568.6 p2=    15.0 ed=   339 12/26/2020  x1=  59. x2=  87. y1=  1.91 y2=  1.48     
GP: Confirmed Egypt 4/18/2020        87   36829    -        3032     7483     9   339 12/26/2020
AAA2     1 Egypt Confirmed cc1=  .998732 cc2=  .809750 lx= 12.26404 if=  60 il=  87 4/18/2020  n=  27 now=   36829 end=     211936      3032      7483 U=    64.04 T=  179.6 p1= 475.5 p2=    17.4 ed=   330 12/17/2020  x1=  60. x2=  87. y1=  1.87 y2=  1.45     
GP: Confirmed Egypt 4/18/2020        87   36829    -        3032     7483     9   330 12/17/2020
AAA2     1 Egypt Confirmed cc1=  .998602 cc2=  .806152 lx= 12.01404 if=  61 il=  87 4/18/2020  n=  26 now=   36829 end=     165056      3032      7483 U=    61.23 T=  171.8 p1= 348.2 p2=    22.3 ed=   316 12/3/2020   x1=  61. x2=  87. y1=  1.81 y2=  1.39     
GP: Confirmed Egypt 4/18/2020        87   36829    -        3032     7483     9   316 12/3/2020 
AAA2     1 Egypt Confirmed cc1=  .998498 cc2=  .802382 lx= 11.58404 if=  62 il=  87 4/18/2020  n=  25 now=   36829 end=     107370      3032      7483 U=    55.70 T=  157.8 p1= 191.5 p2=    34.3 ed=   289 11/6/2020   x1=  62. x2=  87. y1=  1.72 y2=  1.27     
GP: Confirmed Egypt 4/18/2020        87   36829   107370    3032     7483     9   289 11/6/2020 
AAA2     1 Egypt Confirmed cc1=  .998401 cc2=  .798401 lx= 11.14404 if=  63 il=  87 4/18/2020  n=  24 now=   36829 end=      69150      3032      7483 U=    50.67 T=  144.8 p1=  87.8 p2=    53.3 ed=   264 10/12/2020  x1=  63. x2=  87. y1=  1.61 y2=  1.14     
GP: Confirmed Egypt 4/18/2020        87   36829    69150    3032     7483     9   264 10/12/2020
AAA2     1 Egypt Confirmed cc1=  .998550 cc2=  .794426 lx= 10.54404 if=  64 il=  87 4/18/2020  n=  23 now=   36829 end=      37950      3032      7483 U=    42.54 T=  126.4 p1=   3.0 p2=    97.0 ed=   226 9/4/2020    x1=  64. x2=  87. y1=  1.47 y2=   .93     
GP: Confirmed Egypt 4/18/2020        87   36829    37950    3032     7483     9   226 9/4/2020  
AAA2     1 Egypt Confirmed cc1=  .998796 cc2=  .790282 lx= 10.08404 if=  65 il=  87 4/18/2020  n=  22 now=   36829 end=      23957      3032      7483 U=    36.13 T=  113.2 p1= -35.0 p2=   153.7 ed=   198 8/7/2020    x1=  65. x2=  87. y1=  1.33 y2=   .73     
GP: Confirmed Egypt 4/18/2020        87   36829    23957    3032     7483     9   198 8/7/2020  
AAA2     1 Egypt Confirmed cc1=  .999129 cc2=  .785928 lx=  9.73404 if=  66 il=  87 4/18/2020  n=  21 now=   36829 end=      16882      3032      7483 U=    31.04 T=  103.8 p1= -54.2 p2=   218.2 ed=   177 7/17/2020   x1=  66. x2=  87. y1=  1.22 y2=   .54     
GP: Confirmed Egypt 4/18/2020        87   36829    16882    3032     7483     9   177 7/17/2020 
AAA2     1 Egypt Confirmed cc1=  .999460 cc2=  .781242 lx=  9.47404 if=  67 il=  87 4/18/2020  n=  20 now=   36829 end=      13017      3032      7483 U=    26.93 T=   97.1 p1= -64.7 p2=   282.9 ed=   160 6/30/2020   x1=  67. x2=  87. y1=  1.12 y2=   .38     
GP: Confirmed Egypt 4/18/2020        87   36829    13017    3032     7483     9   160 6/30/2020 
AAA2     1 Egypt Confirmed cc1=  .999592 cc2=  .775985 lx=  9.32404 if=  68 il=  87 4/18/2020  n=  19 now=   36829 end=      11204      3032      7483 U=    24.51 T=   93.6 p1= -69.6 p2=   328.7 ed=   151 6/21/2020   x1=  68. x2=  87. y1=  1.04 y2=   .27     
GP: Confirmed Egypt 4/18/2020        87   36829    11204    3032     7483     9   151 6/21/2020 
AAA2     1 Egypt Confirmed cc1=  .999614 cc2=  .770198 lx=  9.23404 if=  69 il=  87 4/18/2020  n=  18 now=   36829 end=      10239      3032      7483 U=    22.92 T=   91.5 p1= -72.2 p2=   359.7 ed=   145 6/15/2020   x1=  69. x2=  87. y1=   .98 y2=   .20     
GP: Confirmed Egypt 4/18/2020        87   36829    10239    3032     7483     9   145 6/15/2020 
AAA2     1 Egypt Confirmed cc1=  .999551 cc2=  .763849 lx=  9.21404 if=  70 il=  87 4/18/2020  n=  17 now=   36829 end=      10037      3032      7483 U=    22.41 T=   91.0 p1= -72.7 p2=   366.9 ed=   143 6/13/2020   x1=  70. x2=  87. y1=   .94 y2=   .18     
GP: Confirmed Egypt 4/18/2020        87   36829    10037    3032     7483     9   143 6/13/2020 
AAA2     1 Egypt Confirmed cc1=  .999485 cc2=  .756949 lx=  9.26404 if=  71 il=  87 4/18/2020  n=  16 now=   36829 end=      10551      3032      7483 U=    22.99 T=   92.1 p1= -71.4 p2=   349.1 ed=   146 6/16/2020   x1=  71. x2=  87. y1=   .92 y2=   .22     
GP: Confirmed Egypt 4/18/2020        87   36829    10551    3032     7483     9   146 6/16/2020 
AAA2     1 Egypt Confirmed cc1=  .999467 cc2=  .749467 lx=  9.38404 if=  72 il=  87 4/18/2020  n=  15 now=   36829 end=      11896      3032      7483 U=    24.99 T=   94.8 p1= -67.7 p2=   309.6 ed=   153 6/23/2020   x1=  72. x2=  87. y1=   .91 y2=   .31     
GP: Confirmed Egypt 4/18/2020        87   36829    11896    3032     7483     9   153 6/23/2020 
AAA2     1 Egypt Confirmed cc1=  .999355 cc2=  .741156 lx=  9.40404 if=  73 il=  87 4/18/2020  n=  14 now=   36829 end=      12137      3032      7483 U=    24.99 T=   95.2 p1= -67.0 p2=   303.4 ed=   154 6/24/2020   x1=  73. x2=  87. y1=   .89 y2=   .33     
GP: Confirmed Egypt 4/18/2020        87   36829    12137    3032     7483     9   154 6/24/2020 
AAA2     1 Egypt Confirmed cc1=  .999339 cc2=  .732077 lx=  9.62404 if=  74 il=  87 4/18/2020  n=  13 now=   36829 end=      15124      3032      7483 U=    28.00 T=  100.3 p1= -58.9 p2=   243.5 ed=   166 7/6/2020    x1=  74. x2=  87. y1=   .94 y2=   .47     
GP: Confirmed Egypt 4/18/2020        87   36829    15124    3032     7483     9   166 7/6/2020  
AAA2     1 Egypt Confirmed cc1=  .999722 cc2=  .722372 lx= 10.58404 if=  75 il=  87 4/18/2020  n=  12 now=   36829 end=      39499      3032      7483 U=    42.83 T=  127.4 p1=   7.2 p2=    93.2 ed=   228 9/6/2020    x1=  75. x2=  87. y1=  1.22 y2=   .94     
GP: Confirmed Egypt 4/18/2020        87   36829    39499    3032     7483     9   228 9/6/2020  
AAA2     1 Egypt Confirmed cc1=  .999808 cc2=  .711133 lx= 11.80404 if=  76 il=  87 4/18/2020  n=  11 now=   36829 end=     133791      3032      7483 U=    61.81 T=  169.3 p1= 263.3 p2=    27.5 ed=   315 12/2/2020   x1=  76. x2=  87. y1=  1.51 y2=  1.33     
GP: Confirmed Egypt 4/18/2020        87   36829    -        3032     7483     9   315 12/2/2020 
AAA2     1 Egypt Confirmed cc1=  .999782 cc2=  .698271 lx= 12.51404 if=  77 il=  87 4/18/2020  n=  10 now=   36829 end=     272131      3032      7483 U=    72.56 T=  196.1 p1= 638.9 p2=    13.5 ed=   367 1/23/2021   x1=  77. x2=  87. y1=  1.64 y2=  1.50     
GP: Confirmed Egypt 4/18/2020        87   36829    -        3032     7483     9   367 1/23/2021 
AAA2     1 Egypt Confirmed cc1=  .999767 cc2=  .683540 lx= 12.51404 if=  78 il=  87 4/18/2020  n=   9 now=   36829 end=     272131      3032      7483 U=    74.29 T=  198.7 p1= 638.9 p2=    13.5 ed=   374 1/30/2021   x1=  78. x2=  87. y1=  1.62 y2=  1.50     
GP: Confirmed Egypt 4/18/2020        87   36829    -        3032     7483     9   374 1/30/2021 
AAA2     1 Egypt Confirmed cc1=  .999835 cc2=  .666501 lx= 12.51404 if=  79 il=  87 4/18/2020  n=   8 now=   36829 end=     272131      3032      7483 U=    72.48 T=  196.0 p1= 638.9 p2=    13.5 ed=   367 1/23/2021   x1=  79. x2=  87. y1=  1.61 y2=  1.50     
GP: Confirmed Egypt 4/18/2020        87   36829    -        3032     7483     9   367 1/23/2021 
AAA2     1 Egypt Confirmed cc1=  .999803 cc2=  .646250 lx= 12.51404 if=  80 il=  87 4/18/2020  n=   7 now=   36829 end=     272131      3032      7483 U=    73.86 T=  198.0 p1= 638.9 p2=    13.5 ed=   372 1/28/2021   x1=  80. x2=  87. y1=  1.60 y2=  1.50     
GP: Confirmed Egypt 4/18/2020        87   36829    -        3032     7483     9   372 1/28/2021 
AAA2     1 Egypt Confirmed cc1=  .999863 cc2=  .621899 lx= 12.51404 if=  81 il=  87 4/18/2020  n=   6 now=   36829 end=     272131      3032      7483 U=    73.21 T=  197.1 p1= 638.9 p2=    13.5 ed=   369 1/25/2021   x1=  81. x2=  87. y1=  1.59 y2=  1.50     
GP: Confirmed Egypt 4/18/2020        87   36829    -        3032     7483     9   369 1/25/2021 
AAA2     1 Egypt Confirmed cc1=  .999952 cc2=  .591703 lx= 10.83404 if=  82 il=  87 4/18/2020  n=   5 now=   36829 end=      50718      3032      7483 U=    45.75 T=  134.4 p1=  37.7 p2=    72.6 ed=   242 9/20/2020   x1=  82. x2=  87. y1=  1.14 y2=  1.04     
GP: Confirmed Egypt 4/18/2020        87   36829    50718    3032     7483     9   242 9/20/2020 
AAA2     1 Egypt Confirmed cc1=  .986769 cc2=  .863678 lx=  9.63404 if=  23 il=  88 4/19/2020  n=  65 now=   36829 end=      15276      3144      7483 U=    35.96 T=  104.5 p1= -58.5 p2=   241.1 ed=   189 7/29/2020   x1=  23. x2=  88. y1=  2.27 y2=   .46     
GP: Confirmed Egypt 4/19/2020        88   36829    15276    3144     7483     8   189 7/29/2020 
AAA2     1 Egypt Confirmed cc1=  .988084 cc2=  .864049 lx=  9.54404 if=  24 il=  88 4/19/2020  n=  64 now=   36829 end=      13961      3144      7483 U=    34.47 T=  101.8 p1= -62.1 p2=   263.8 ed=   183 7/23/2020   x1=  24. x2=  88. y1=  2.26 y2=   .40     
GP: Confirmed Egypt 4/19/2020        88   36829    13961    3144     7483     8   183 7/23/2020 
AAA2     1 Egypt Confirmed cc1=  .989308 cc2=  .864308 lx=  9.46404 if=  25 il=  88 4/19/2020  n=  63 now=   36829 end=      12887      3144      7483 U=    33.10 T=   99.4 p1= -65.0 p2=   285.8 ed=   177 7/17/2020   x1=  25. x2=  88. y1=  2.25 y2=   .34     
GP: Confirmed Egypt 4/19/2020        88   36829    12887    3144     7483     8   177 7/17/2020 
AAA2     1 Egypt Confirmed cc1=  .990434 cc2=  .864446 lx=  9.39404 if=  26 il=  88 4/19/2020  n=  62 now=   36829 end=      12016      3144      7483 U=    31.85 T=   97.3 p1= -67.4 p2=   306.5 ed=   172 7/12/2020   x1=  26. x2=  88. y1=  2.24 y2=   .29     
GP: Confirmed Egypt 4/19/2020        88   36829    12016    3144     7483     8   172 7/12/2020 
AAA2     1 Egypt Confirmed cc1=  .991455 cc2=  .864454 lx=  9.32404 if=  27 il=  88 4/19/2020  n=  61 now=   36829 end=      11204      3144      7483 U=    30.61 T=   95.3 p1= -69.6 p2=   328.7 ed=   167 7/7/2020    x1=  27. x2=  88. y1=  2.23 y2=   .24     
GP: Confirmed Egypt 4/19/2020        88   36829    11204    3144     7483     8   167 7/7/2020  
AAA2     1 Egypt Confirmed cc1=  .992361 cc2=  .864324 lx=  9.26404 if=  28 il=  88 4/19/2020  n=  60 now=   36829 end=      10551      3144      7483 U=    29.49 T=   93.6 p1= -71.4 p2=   349.1 ed=   163 7/3/2020    x1=  28. x2=  88. y1=  2.23 y2=   .19     
GP: Confirmed Egypt 4/19/2020        88   36829    10551    3144     7483     8   163 7/3/2020  
AAA2     1 Egypt Confirmed cc1=  .993146 cc2=  .864046 lx=  9.20404 if=  29 il=  88 4/19/2020  n=  59 now=   36829 end=       9937      3144      7483 U=    28.38 T=   92.0 p1= -73.0 p2=   370.6 ed=   158 6/28/2020   x1=  29. x2=  88. y1=  2.22 y2=   .14     
GP: Confirmed Egypt 4/19/2020        88   36829     9937    3144     7483     8   158 6/28/2020 
AAA2     1 Egypt Confirmed cc1=  .993801 cc2=  .863612 lx=  9.15404 if=  30 il=  88 4/19/2020  n=  58 now=   36829 end=       9452      3144      7483 U=    27.38 T=   90.6 p1= -74.3 p2=   389.6 ed=   155 6/25/2020   x1=  30. x2=  88. y1=  2.21 y2=   .10     
GP: Confirmed Egypt 4/19/2020        88   36829     9452    3144     7483     8   155 6/25/2020 
AAA2     1 Egypt Confirmed cc1=  .994320 cc2=  .863014 lx=  9.10404 if=  31 il=  88 4/19/2020  n=  57 now=   36829 end=       8991      3144      7483 U=    26.40 T=   89.3 p1= -75.6 p2=   409.6 ed=   151 6/21/2020   x1=  31. x2=  88. y1=  2.21 y2=   .05     
GP: Confirmed Egypt 4/19/2020        88   36829     8991    3144     7483     8   151 6/21/2020 
AAA2     1 Egypt Confirmed cc1=  .994697 cc2=  .862243 lx=  9.06404 if=  32 il=  88 4/19/2020  n=  56 now=   36829 end=       8638      3144      7483 U=    25.53 T=   88.3 p1= -76.5 p2=   426.4 ed=   148 6/18/2020   x1=  32. x2=  88. y1=  2.20 y2=   .01     
GP: Confirmed Egypt 4/19/2020        88   36829     8638    3144     7483     8   148 6/18/2020 
AAA2     1 Egypt Confirmed cc1=  .994927 cc2=  .861296 lx=  9.02404 if=  33 il=  88 4/19/2020  n=  55 now=   36829 end=       8300      3144      7483 U=    24.67 T=   87.3 p1= -77.5 p2=   443.7 ed=   145 6/15/2020   x1=  33. x2=  88. y1=  2.20 y2=  -.03     
GP: Confirmed Egypt 4/19/2020        88   36829     8300    3144     7483     8   145 6/15/2020 
AAA1     1 Egypt Confirmed cc1=  .995010 cc2=  .860170 lx=  8.99404 if=  34 il=  88 4/19/2020  n=  54 now=   36829 end=       8054      3144      7483 U=    23.92 T=   86.5 p1= -78.1 p2=   457.3 ed=   142 6/12/2020   x1=  34. x2=  88. y1=  2.20 y2=  -.06 BEST
AAA2     1 Egypt Confirmed cc1=  .995010 cc2=  .860170 lx=  8.99104 if=  34 il=  88 4/19/2020  n=  54 now=   36829 end=       8054      3144      7483 U=    23.92 T=   86.5 p1= -78.1 p2=   457.3 ed=   142 6/12/2020   x1=  34. x2=  88. y1=  2.20 y2=  -.06 BEST
GP: Confirmed Egypt 4/19/2020        88   36829     8054    3144     7483     8   142 6/12/2020 
AAA1     1 Egypt Confirmed cc1=  .994951 cc2=  .858868 lx=  8.96404 if=  35 il=  88 4/19/2020  n=  53 now=   36829 end=       7816      3144      7483 U=    23.18 T=   85.8 p1= -78.8 p2=   471.2 ed=   140 6/10/2020   x1=  35. x2=  88. y1=  2.19 y2=  -.09 BEST
AAA2     1 Egypt Confirmed cc1=  .994951 cc2=  .858868 lx=  8.96504 if=  35 il=  88 4/19/2020  n=  53 now=   36829 end=       7816      3144      7483 U=    23.18 T=   85.8 p1= -78.8 p2=   471.2 ed=   140 6/10/2020   x1=  35. x2=  88. y1=  2.19 y2=  -.09 BEST
GP: Confirmed Egypt 4/19/2020        88   36829     7816    3144     7483     8   140 6/10/2020 
AAA1     1 Egypt Confirmed cc1=  .994763 cc2=  .857403 lx=  8.94404 if=  36 il=  88 4/19/2020  n=  52 now=   36829 end=       7662      3144      7483 U=    22.54 T=   85.4 p1= -79.2 p2=   480.7 ed=   138 6/8/2020    x1=  36. x2=  88. y1=  2.19 y2=  -.12 BEST
AAA2     1 Egypt Confirmed cc1=  .994763 cc2=  .857403 lx=  8.94704 if=  36 il=  88 4/19/2020  n=  52 now=   36829 end=       7662      3144      7483 U=    22.54 T=   85.4 p1= -79.2 p2=   480.7 ed=   138 6/8/2020    x1=  36. x2=  88. y1=  2.19 y2=  -.12 BEST
GP: Confirmed Egypt 4/19/2020        88   36829     7662    3144     7483     8   138 6/8/2020  
AAA1     1 Egypt Confirmed cc1=  .994477 cc2=  .855802 lx=  8.93404 if=  37 il=  88 4/19/2020  n=  51 now=   36829 end=       7585      3144      7483 U=    22.01 T=   85.2 p1= -79.4 p2=   485.6 ed=   137 6/7/2020    x1=  37. x2=  88. y1=  2.19 y2=  -.13 BEST
AAA2     1 Egypt Confirmed cc1=  .994477 cc2=  .855802 lx=  8.93804 if=  37 il=  88 4/19/2020  n=  51 now=   36829 end=       7585      3144      7483 U=    22.01 T=   85.2 p1= -79.4 p2=   485.6 ed=   137 6/7/2020    x1=  37. x2=  88. y1=  2.19 y2=  -.13 BEST
GP: Confirmed Egypt 4/19/2020        88   36829     7585    3144     7483     8   137 6/7/2020  
AAA1     1 Egypt Confirmed cc1=  .994147 cc2=  .854119 lx=  8.94404 if=  38 il=  88 4/19/2020  n=  50 now=   36829 end=       7662      3144      7483 U=    21.68 T=   85.5 p1= -79.2 p2=   480.7 ed=   136 6/6/2020    x1=  38. x2=  88. y1=  2.19 y2=  -.12 BEST
AAA2     1 Egypt Confirmed cc1=  .994147 cc2=  .854119 lx=  8.94204 if=  38 il=  88 4/19/2020  n=  50 now=   36829 end=       7662      3144      7483 U=    21.68 T=   85.5 p1= -79.2 p2=   480.7 ed=   136 6/6/2020    x1=  38. x2=  88. y1=  2.19 y2=  -.12 BEST
