TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        3333.00000        8.11163
TAB:  US_Texas_Bexar Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Texas_Bexar Confirmed 5/30/2020   129     2636     3333     3263        8     2647     5725     4248
TAB:  US_Texas_Bexar Confirmed .           130     2825     3333     3386        6     3263     6833     4494
TAB:  US_Texas_Bexar Confirmed 6/1/2020    131     2830     3333     3509        6     3386     7819     4617
TAB:  US_Texas_Bexar Confirmed .           132     2839     3333     3632        6     2893     7942     4617
TAB:  US_Texas_Bexar Confirmed 6/3/2020    133     2882     3333     3632        7     2893     8065     4863
TAB:  US_Texas_Bexar Confirmed .           134     2882     3333     3632        6     2893    16069     5479
TAB:  US_Texas_Bexar Confirmed 6/5/2020    135     3018     3333     3755        6     3509    14468     5725
TAB:  US_Texas_Bexar Confirmed .           136     3143     3333     3878        5     3632    15576     6341
TAB:  US_Texas_Bexar Confirmed 6/7/2020    137     3227     3333     3878        4     3755    16561     7080
TAB:  US_Texas_Bexar Confirmed .           138     3311     3333     4248        5     4001    20994     5972
TAB:  US_Texas_Bexar Confirmed 6/9/2020    139     3333     3333     4371        4     3509    21610     5972
AAA2     1 US_Texas_Bexar Confirmed cc1=  .944823 cc2=  .536575 lx= 10.11163 if=  51 il=  56 3/18/2020  n=   5 now=    3333 end=      24627        11         0 U=    18.47 T=   93.7 p1= 638.9 p2=    13.5 ed=   137 6/7/2020    x1=  51. x2=  56. y1=  2.31 y2=  2.04     
GP: Confirmed US_Texas_Bexar 3/18/2020        56    3333    -          11        0     0   137 6/7/2020  
AAA2     1 US_Texas_Bexar Confirmed cc1=  .939520 cc2=  .561555 lx= 10.11163 if=  51 il=  57 3/19/2020  n=   6 now=    3333 end=      24627        29         0 U=    14.82 T=   85.3 p1= 638.9 p2=    13.5 ed=   120 5/21/2020   x1=  51. x2=  57. y1=  2.31 y2=  1.91     
GP: Confirmed US_Texas_Bexar 3/19/2020        57    3333    -          29        0     0   120 5/21/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .927858 cc2=  .519610 lx= 10.11163 if=  52 il=  57 3/19/2020  n=   5 now=    3333 end=      24627        29         0 U=    14.97 T=   85.6 p1= 638.9 p2=    13.5 ed=   120 5/21/2020   x1=  52. x2=  57. y1=  2.24 y2=  1.91     
GP: Confirmed US_Texas_Bexar 3/19/2020        57    3333    -          29        0     0   120 5/21/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .959275 cc2=  .605721 lx= 10.11163 if=  51 il=  58 3/20/2020  n=   7 now=    3333 end=      24627        29         0 U=    17.28 T=   91.0 p1= 638.9 p2=    13.5 ed=   131 6/1/2020    x1=  51. x2=  58. y1=  2.31 y2=  1.91     
GP: Confirmed US_Texas_Bexar 3/20/2020        58    3333    -          29        0     0   131 6/1/2020  
AAA2     1 US_Texas_Bexar Confirmed cc1=  .952246 cc2=  .574282 lx= 10.11163 if=  52 il=  58 3/20/2020  n=   6 now=    3333 end=      24627        29         0 U=    17.97 T=   92.3 p1= 638.9 p2=    13.5 ed=   134 6/4/2020    x1=  52. x2=  58. y1=  2.24 y2=  1.91     
GP: Confirmed US_Texas_Bexar 3/20/2020        58    3333    -          29        0     0   134 6/4/2020  
AAA2     1 US_Texas_Bexar Confirmed cc1=  .968468 cc2=  .560219 lx= 10.11163 if=  53 il=  58 3/20/2020  n=   5 now=    3333 end=      24627        29         0 U=    14.97 T=   86.6 p1= 638.9 p2=    13.5 ed=   121 5/22/2020   x1=  53. x2=  58. y1=  2.24 y2=  1.91     
GP: Confirmed US_Texas_Bexar 3/20/2020        58    3333    -          29        0     0   121 5/22/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .970142 cc2=  .636808 lx= 10.11163 if=  51 il=  59 3/21/2020  n=   8 now=    3333 end=      24627        39        61 U=    17.78 T=   92.1 p1= 638.9 p2=    13.5 ed=   134 6/4/2020    x1=  51. x2=  59. y1=  2.31 y2=  1.86     
GP: Confirmed US_Texas_Bexar 3/21/2020        59    3333    -          39       61     1   134 6/4/2020  
AAA2     1 US_Texas_Bexar Confirmed cc1=  .964661 cc2=  .611108 lx= 10.11163 if=  52 il=  59 3/21/2020  n=   7 now=    3333 end=      24627        39        61 U=    18.47 T=   93.4 p1= 638.9 p2=    13.5 ed=   137 6/7/2020    x1=  52. x2=  59. y1=  2.24 y2=  1.86     
GP: Confirmed US_Texas_Bexar 3/21/2020        59    3333    -          39       61     1   137 6/7/2020  
AAA2     1 US_Texas_Bexar Confirmed cc1=  .971924 cc2=  .593960 lx= 10.11163 if=  53 il=  59 3/21/2020  n=   6 now=    3333 end=      24627        39        61 U=    15.84 T=   88.5 p1= 638.9 p2=    13.5 ed=   125 5/26/2020   x1=  53. x2=  59. y1=  2.24 y2=  1.86     
GP: Confirmed US_Texas_Bexar 3/21/2020        59    3333    -          39       61     1   125 5/26/2020 
AAA1     1 US_Texas_Bexar Confirmed cc1=  .972507 cc2=  .564259 lx=  4.11163 if=  54 il=  59 3/21/2020  n=   5 now=    3333 end=         61        39        61 U=     2.62 T=   56.9 p1= -98.2 p2=  5463.9 ed=    63 3/25/2020   x1=  54. x2=  59. y1=  1.10 y2=  -.80 BEST
AAA2     1 US_Texas_Bexar Confirmed cc1=  .972667 cc2=  .564259 lx=  4.02763 if=  54 il=  59 3/21/2020  n=   5 now=    3333 end=         61        39        61 U=     2.62 T=   56.9 p1= -98.2 p2=  5463.9 ed=    63 3/25/2020   x1=  54. x2=  59. y1=  1.10 y2=  -.80 BEST
GP: Confirmed US_Texas_Bexar 3/21/2020        59    3333       61      39       61     1    63 3/25/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .974493 cc2=  .658266 lx= 10.11163 if=  51 il=  60 3/22/2020  n=   9 now=    3333 end=      24627        46        61 U=    18.91 T=   94.8 p1= 638.9 p2=    13.5 ed=   139 6/9/2020    x1=  51. x2=  60. y1=  2.31 y2=  1.84     
GP: Confirmed US_Texas_Bexar 3/22/2020        60    3333    -          46       61     3   139 6/9/2020  
AAA2     1 US_Texas_Bexar Confirmed cc1=  .969316 cc2=  .635983 lx=  5.33163 if=  52 il=  60 3/22/2020  n=   8 now=    3333 end=        206        46        61 U=     7.10 T=   62.9 p1= -93.8 p2=  1618.0 ed=    79 4/10/2020   x1=  52. x2=  60. y1=  1.53 y2=   .41     
GP: Confirmed US_Texas_Bexar 3/22/2020        60    3333      206      46       61     3    79 4/10/2020 
AAA1     1 US_Texas_Bexar Confirmed cc1=  .979034 cc2=  .625480 lx=  4.26163 if=  53 il=  60 3/22/2020  n=   7 now=    3333 end=         70        46        61 U=     3.32 T=   57.2 p1= -97.9 p2=  4761.4 ed=    65 3/27/2020   x1=  53. x2=  60. y1=  1.27 y2=  -.84 BEST
AAA2     1 US_Texas_Bexar Confirmed cc1=  .979034 cc2=  .625480 lx=  4.26563 if=  53 il=  60 3/22/2020  n=   7 now=    3333 end=         70        46        61 U=     3.32 T=   57.2 p1= -97.9 p2=  4761.4 ed=    65 3/27/2020   x1=  53. x2=  60. y1=  1.27 y2=  -.84 BEST
GP: Confirmed US_Texas_Bexar 3/22/2020        60    3333       70      46       61     3    65 3/27/2020 
AAA1     1 US_Texas_Bexar Confirmed cc1=  .982837 cc2=  .604873 lx=  4.11163 if=  54 il=  60 3/22/2020  n=   6 now=    3333 end=         61        46        61 U=     2.54 T=   56.8 p1= -98.2 p2=  5463.9 ed=    62 3/24/2020   x1=  54. x2=  60. y1=  1.10 y2= -1.26 BEST
AAA2     1 US_Texas_Bexar Confirmed cc1=  .982966 cc2=  .604873 lx=  4.07463 if=  54 il=  60 3/22/2020  n=   6 now=    3333 end=         61        46        61 U=     2.54 T=   56.8 p1= -98.2 p2=  5463.9 ed=    62 3/24/2020   x1=  54. x2=  60. y1=  1.10 y2= -1.26 BEST
GP: Confirmed US_Texas_Bexar 3/22/2020        60    3333       61      46       61     3    62 3/24/2020 
AAA1     1 US_Texas_Bexar Confirmed cc1=  .980515 cc2=  .572267 lx=  4.11163 if=  55 il=  60 3/22/2020  n=   5 now=    3333 end=         61        46        61 U=     2.21 T=   57.2 p1= -98.2 p2=  5463.9 ed=    62 3/24/2020   x1=  55. x2=  60. y1=  1.00 y2= -1.26 BEST
AAA2     1 US_Texas_Bexar Confirmed cc1=  .983078 cc2=  .572267 lx=  4.01163 if=  55 il=  60 3/22/2020  n=   5 now=    3333 end=         61        46        61 U=     2.21 T=   57.2 p1= -98.2 p2=  5463.9 ed=    62 3/24/2020   x1=  55. x2=  60. y1=  1.00 y2= -1.26 BEST
GP: Confirmed US_Texas_Bexar 3/22/2020        60    3333       61      46       61     3    62 3/24/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .977513 cc2=  .676002 lx=  5.94163 if=  51 il=  61 3/23/2020  n=  10 now=    3333 end=        380        57        78 U=     8.77 T=   66.6 p1= -88.6 p2=   877.1 ed=    87 4/18/2020   x1=  51. x2=  61. y1=  1.78 y2=   .64     
GP: Confirmed US_Texas_Bexar 3/23/2020        61    3333      380      57       78     2    87 4/18/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .977570 cc2=  .661342 lx=  4.73163 if=  52 il=  61 3/23/2020  n=   9 now=    3333 end=        113        57        78 U=     5.09 T=   59.1 p1= -96.6 p2=  2949.6 ed=    71 4/2/2020    x1=  52. x2=  61. y1=  1.40 y2=  -.37     
GP: Confirmed US_Texas_Bexar 3/23/2020        61    3333      113      57       78     2    71 4/2/2020  
AAA2     1 US_Texas_Bexar Confirmed cc1=  .984921 cc2=  .651588 lx=  4.48163 if=  53 il=  61 3/23/2020  n=   8 now=    3333 end=         88        57        78 U=     3.71 T=   57.9 p1= -97.4 p2=  3787.5 ed=    66 3/28/2020   x1=  53. x2=  61. y1=  1.33 y2=  -.82     
GP: Confirmed US_Texas_Bexar 3/23/2020        61    3333       88      57       78     2    66 3/28/2020 
AAA1     1 US_Texas_Bexar Confirmed cc1=  .985968 cc2=  .632415 lx=  4.36163 if=  54 il=  61 3/23/2020  n=   7 now=    3333 end=         78        57        78 U=     3.01 T=   57.6 p1= -97.7 p2=  4273.1 ed=    64 3/26/2020   x1=  54. x2=  61. y1=  1.18 y2= -1.14 BEST
AAA2     1 US_Texas_Bexar Confirmed cc1=  .985968 cc2=  .632415 lx=  4.36063 if=  54 il=  61 3/23/2020  n=   7 now=    3333 end=         78        57        78 U=     3.01 T=   57.6 p1= -97.7 p2=  4273.1 ed=    64 3/26/2020   x1=  54. x2=  61. y1=  1.18 y2= -1.14 BEST
GP: Confirmed US_Texas_Bexar 3/23/2020        61    3333       78      57       78     2    64 3/26/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .982821 cc2=  .604857 lx=  4.30163 if=  55 il=  61 3/23/2020  n=   6 now=    3333 end=         73        57        78 U=     2.48 T=   57.7 p1= -97.8 p2=  4565.8 ed=    63 3/25/2020   x1=  55. x2=  61. y1=  1.07 y2= -1.35     
GP: Confirmed US_Texas_Bexar 3/23/2020        61    3333       73      57       78     2    63 3/25/2020 
AAA1     1 US_Texas_Bexar Confirmed cc1=  .973899 cc2=  .565651 lx=  4.36163 if=  56 il=  61 3/23/2020  n=   5 now=    3333 end=         78        57        78 U=     2.75 T=   57.9 p1= -97.7 p2=  4273.1 ed=    64 3/26/2020   x1=  56. x2=  61. y1=   .67 y2= -1.14 BEST
AAA2     1 US_Texas_Bexar Confirmed cc1=  .973900 cc2=  .565651 lx=  4.35863 if=  56 il=  61 3/23/2020  n=   5 now=    3333 end=         78        57        78 U=     2.75 T=   57.9 p1= -97.7 p2=  4273.1 ed=    64 3/26/2020   x1=  56. x2=  61. y1=   .67 y2= -1.14 BEST
GP: Confirmed US_Texas_Bexar 3/23/2020        61    3333       78      57       78     2    64 3/26/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .982450 cc2=  .693775 lx=  5.22163 if=  51 il=  62 3/24/2020  n=  11 now=    3333 end=        185        69        61 U=     6.61 T=   61.9 p1= -94.4 p2=  1801.6 ed=    77 4/8/2020    x1=  51. x2=  62. y1=  1.65 y2=  -.01     
GP: Confirmed US_Texas_Bexar 3/24/2020        62    3333      185      69       61     4    77 4/8/2020  
AAA2     1 US_Texas_Bexar Confirmed cc1=  .983113 cc2=  .681601 lx=  4.87163 if=  52 il=  62 3/24/2020  n=  10 now=    3333 end=        130        69        61 U=     5.32 T=   59.6 p1= -96.1 p2=  2563.8 ed=    72 4/3/2020    x1=  52. x2=  62. y1=  1.43 y2=  -.45     
GP: Confirmed US_Texas_Bexar 3/24/2020        62    3333      130      69       61     4    72 4/3/2020  
AAA1     1 US_Texas_Bexar Confirmed cc1=  .988185 cc2=  .671957 lx=  4.69163 if=  53 il=  62 3/24/2020  n=   9 now=    3333 end=        109        69        61 U=     4.15 T=   58.8 p1= -96.7 p2=  3057.8 ed=    68 3/30/2020   x1=  53. x2=  62. y1=  1.39 y2=  -.78 BEST
AAA2     1 US_Texas_Bexar Confirmed cc1=  .988185 cc2=  .671957 lx=  4.69263 if=  53 il=  62 3/24/2020  n=   9 now=    3333 end=        109        69        61 U=     4.15 T=   58.8 p1= -96.7 p2=  3057.8 ed=    68 3/30/2020   x1=  53. x2=  62. y1=  1.39 y2=  -.78 BEST
GP: Confirmed US_Texas_Bexar 3/24/2020        62    3333      109      69       61     4    68 3/30/2020 
AAA1     1 US_Texas_Bexar Confirmed cc1=  .987867 cc2=  .654534 lx=  4.60163 if=  54 il=  62 3/24/2020  n=   8 now=    3333 end=         99        69        61 U=     3.55 T=   58.4 p1= -97.0 p2=  3366.7 ed=    66 3/28/2020   x1=  54. x2=  62. y1=  1.25 y2= -1.00 BEST
AAA2     1 US_Texas_Bexar Confirmed cc1=  .987867 cc2=  .654534 lx=  4.60063 if=  54 il=  62 3/24/2020  n=   8 now=    3333 end=         99        69        61 U=     3.55 T=   58.4 p1= -97.0 p2=  3366.7 ed=    66 3/28/2020   x1=  54. x2=  62. y1=  1.25 y2= -1.00 BEST
GP: Confirmed US_Texas_Bexar 3/24/2020        62    3333       99      69       61     4    66 3/28/2020 
AAA1     1 US_Texas_Bexar Confirmed cc1=  .984154 cc2=  .630600 lx=  4.55163 if=  55 il=  62 3/24/2020  n=   7 now=    3333 end=         94        69        61 U=     3.04 T=   58.5 p1= -97.2 p2=  3545.7 ed=    65 3/27/2020   x1=  55. x2=  62. y1=  1.15 y2= -1.15 BEST
AAA2     1 US_Texas_Bexar Confirmed cc1=  .984154 cc2=  .630600 lx=  4.55263 if=  55 il=  62 3/24/2020  n=   7 now=    3333 end=         94        69        61 U=     3.04 T=   58.5 p1= -97.2 p2=  3545.7 ed=    65 3/27/2020   x1=  55. x2=  62. y1=  1.15 y2= -1.15 BEST
GP: Confirmed US_Texas_Bexar 3/24/2020        62    3333       94      69       61     4    65 3/27/2020 
AAA1     1 US_Texas_Bexar Confirmed cc1=  .979308 cc2=  .601343 lx=  4.67163 if=  56 il=  62 3/24/2020  n=   6 now=    3333 end=        106        69        61 U=     3.64 T=   59.0 p1= -96.8 p2=  3144.3 ed=    67 3/29/2020   x1=  56. x2=  62. y1=   .82 y2=  -.83 BEST
AAA2     1 US_Texas_Bexar Confirmed cc1=  .979309 cc2=  .601343 lx=  4.67563 if=  56 il=  62 3/24/2020  n=   6 now=    3333 end=        106        69        61 U=     3.64 T=   59.0 p1= -96.8 p2=  3144.3 ed=    67 3/29/2020   x1=  56. x2=  62. y1=   .82 y2=  -.83 BEST
GP: Confirmed US_Texas_Bexar 3/24/2020        62    3333      106      69       61     4    67 3/29/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .984908 cc2=  .576660 lx= 10.11163 if=  57 il=  62 3/24/2020  n=   5 now=    3333 end=      24627        69        61 U=    36.35 T=  126.4 p1= 638.9 p2=    13.5 ed=   212 8/21/2020   x1=  57. x2=  62. y1=  1.91 y2=  1.77     
GP: Confirmed US_Texas_Bexar 3/24/2020        62    3333    -          69       61     4   212 8/21/2020 
