TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        3333.00000        8.11163
TAB:  US_Texas_Bexar Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 US_Texas_Bexar Confirmed cc1=  .993875 cc2=  .726614 lx= 10.11163 if=  60 il=  73 4/4/2020   n=  13 now=    3333 end=      24627       342       800 U=    33.80 T=  122.1 p1= 638.9 p2=    13.5 ed=   201 8/10/2020   x1=  60. x2=  73. y1=  1.84 y2=  1.45     
GP: Confirmed US_Texas_Bexar 4/4/2020         73    3333    -         342      800     2   201 8/10/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .992344 cc2=  .714993 lx= 10.11163 if=  61 il=  73 4/4/2020   n=  12 now=    3333 end=      24627       342       800 U=    34.29 T=  122.8 p1= 638.9 p2=    13.5 ed=   203 8/12/2020   x1=  61. x2=  73. y1=  1.80 y2=  1.45     
GP: Confirmed US_Texas_Bexar 4/4/2020         73    3333    -         342      800     2   203 8/12/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .990679 cc2=  .702003 lx= 10.11163 if=  62 il=  73 4/4/2020   n=  11 now=    3333 end=      24627       342       800 U=    34.60 T=  123.3 p1= 638.9 p2=    13.5 ed=   204 8/13/2020   x1=  62. x2=  73. y1=  1.77 y2=  1.45     
GP: Confirmed US_Texas_Bexar 4/4/2020         73    3333    -         342      800     2   204 8/13/2020 
AAA1     1 US_Texas_Bexar Confirmed cc1=  .990591 cc2=  .786467 lx=  6.94163 if=  51 il=  74 4/5/2020   n=  23 now=    3333 end=       1034       384      1046 U=    11.82 T=   73.9 p1= -69.0 p2=   322.3 ed=   101 5/2/2020    x1=  51. x2=  74. y1=  1.94 y2=  -.01 BEST
AAA2     1 US_Texas_Bexar Confirmed cc1=  .990591 cc2=  .786467 lx=  6.94063 if=  51 il=  74 4/5/2020   n=  23 now=    3333 end=       1034       384      1046 U=    11.82 T=   73.9 p1= -69.0 p2=   322.3 ed=   101 5/2/2020    x1=  51. x2=  74. y1=  1.94 y2=  -.01 BEST
GP: Confirmed US_Texas_Bexar 4/5/2020         74    3333     1034     384     1046     2   101 5/2/2020  
AAA1     1 US_Texas_Bexar Confirmed cc1=  .989308 cc2=  .780794 lx=  6.95163 if=  52 il=  74 4/5/2020   n=  22 now=    3333 end=       1044       384      1046 U=    12.00 T=   74.0 p1= -68.7 p2=   319.3 ed=   102 5/3/2020    x1=  52. x2=  74. y1=  1.83 y2=   .00 BEST
AAA2     1 US_Texas_Bexar Confirmed cc1=  .989308 cc2=  .780794 lx=  6.94863 if=  52 il=  74 4/5/2020   n=  22 now=    3333 end=       1044       384      1046 U=    12.00 T=   74.0 p1= -68.7 p2=   319.3 ed=   102 5/3/2020    x1=  52. x2=  74. y1=  1.83 y2=   .00 BEST
GP: Confirmed US_Texas_Bexar 4/5/2020         74    3333     1044     384     1046     2   102 5/3/2020  
AAA2     1 US_Texas_Bexar Confirmed cc1=  .985996 cc2=  .762389 lx=  7.21163 if=  55 il=  74 4/5/2020   n=  19 now=    3333 end=       1355       384      1046 U=    12.42 T=   76.9 p1= -59.3 p2=   246.0 ed=   106 5/7/2020    x1=  55. x2=  74. y1=  1.76 y2=   .23     
GP: Confirmed US_Texas_Bexar 4/5/2020         74    3333     1355     384     1046     2   106 5/7/2020  
AAA2     1 US_Texas_Bexar Confirmed cc1=  .991316 cc2=  .761901 lx=  8.30163 if=  56 il=  74 4/5/2020   n=  18 now=    3333 end=       4030       384      1046 U=    19.55 T=   90.7 p1=  20.9 p2=    82.7 ed=   136 6/6/2020    x1=  56. x2=  74. y1=  1.78 y2=   .85     
GP: Confirmed US_Texas_Bexar 4/5/2020         74    3333     4030     384     1046     2   136 6/6/2020  
AAA2     1 US_Texas_Bexar Confirmed cc1=  .995966 cc2=  .760264 lx= 10.11163 if=  57 il=  74 4/5/2020   n=  17 now=    3333 end=      24627       384      1046 U=    35.20 T=  124.2 p1= 638.9 p2=    13.5 ed=   207 8/16/2020   x1=  57. x2=  74. y1=  1.91 y2=  1.43     
GP: Confirmed US_Texas_Bexar 4/5/2020         74    3333    -         384     1046     2   207 8/16/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .995682 cc2=  .753146 lx= 10.11163 if=  58 il=  74 4/5/2020   n=  16 now=    3333 end=      24627       384      1046 U=    33.13 T=  121.2 p1= 638.9 p2=    13.5 ed=   199 8/8/2020    x1=  58. x2=  74. y1=  1.91 y2=  1.43     
GP: Confirmed US_Texas_Bexar 4/5/2020         74    3333    -         384     1046     2   199 8/8/2020  
AAA2     1 US_Texas_Bexar Confirmed cc1=  .995002 cc2=  .745002 lx= 10.11163 if=  59 il=  74 4/5/2020   n=  15 now=    3333 end=      24627       384      1046 U=    34.24 T=  122.8 p1= 638.9 p2=    13.5 ed=   203 8/12/2020   x1=  59. x2=  74. y1=  1.86 y2=  1.43     
GP: Confirmed US_Texas_Bexar 4/5/2020         74    3333    -         384     1046     2   203 8/12/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .994006 cc2=  .735807 lx= 10.11163 if=  60 il=  74 4/5/2020   n=  14 now=    3333 end=      24627       384      1046 U=    33.97 T=  122.4 p1= 638.9 p2=    13.5 ed=   202 8/11/2020   x1=  60. x2=  74. y1=  1.84 y2=  1.43     
GP: Confirmed US_Texas_Bexar 4/5/2020         74    3333    -         384     1046     2   202 8/11/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .992681 cc2=  .725420 lx= 10.11163 if=  61 il=  74 4/5/2020   n=  13 now=    3333 end=      24627       384      1046 U=    34.45 T=  123.1 p1= 638.9 p2=    13.5 ed=   204 8/13/2020   x1=  61. x2=  74. y1=  1.80 y2=  1.43     
GP: Confirmed US_Texas_Bexar 4/5/2020         74    3333    -         384     1046     2   204 8/13/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .991450 cc2=  .714100 lx= 10.11163 if=  62 il=  74 4/5/2020   n=  12 now=    3333 end=      24627       384      1046 U=    34.74 T=  123.5 p1= 638.9 p2=    13.5 ed=   205 8/14/2020   x1=  62. x2=  74. y1=  1.77 y2=  1.43     
GP: Confirmed US_Texas_Bexar 4/5/2020         74    3333    -         384     1046     2   205 8/14/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .984558 cc2=  .631005 lx= 10.11163 if=  67 il=  74 4/5/2020   n=   7 now=    3333 end=      24627       384      1046 U=    32.24 T=  120.0 p1= 638.9 p2=    13.5 ed=   196 8/5/2020    x1=  67. x2=  74. y1=  1.64 y2=  1.43     
GP: Confirmed US_Texas_Bexar 4/5/2020         74    3333    -         384     1046     2   196 8/5/2020  
AAA1     1 US_Texas_Bexar Confirmed cc1=  .991389 cc2=  .791389 lx=  7.04163 if=  51 il=  75 4/6/2020   n=  24 now=    3333 end=       1143       410      1169 U=    12.46 T=   75.3 p1= -65.7 p2=   291.6 ed=   104 5/5/2020    x1=  51. x2=  75. y1=  1.95 y2=   .03 BEST
AAA2     1 US_Texas_Bexar Confirmed cc1=  .991389 cc2=  .791389 lx=  7.04163 if=  51 il=  75 4/6/2020   n=  24 now=    3333 end=       1143       410      1169 U=    12.46 T=   75.3 p1= -65.7 p2=   291.6 ed=   104 5/5/2020    x1=  51. x2=  75. y1=  1.95 y2=   .03 BEST
GP: Confirmed US_Texas_Bexar 4/6/2020         75    3333     1143     410     1169     2   104 5/5/2020  
AAA1     1 US_Texas_Bexar Confirmed cc1=  .990272 cc2=  .786148 lx=  7.05163 if=  52 il=  75 4/6/2020   n=  23 now=    3333 end=       1154       410      1169 U=    12.67 T=   75.4 p1= -65.4 p2=   288.8 ed=   105 5/6/2020    x1=  52. x2=  75. y1=  1.85 y2=   .03 BEST
AAA2     1 US_Texas_Bexar Confirmed cc1=  .990272 cc2=  .786148 lx=  7.05263 if=  52 il=  75 4/6/2020   n=  23 now=    3333 end=       1154       410      1169 U=    12.67 T=   75.4 p1= -65.4 p2=   288.8 ed=   105 5/6/2020    x1=  52. x2=  75. y1=  1.85 y2=   .03 BEST
GP: Confirmed US_Texas_Bexar 4/6/2020         75    3333     1154     410     1169     2   105 5/6/2020  
AAA2     1 US_Texas_Bexar Confirmed cc1=  .987588 cc2=  .769371 lx=  7.33163 if=  55 il=  75 4/6/2020   n=  20 now=    3333 end=       1527       410      1169 U=    13.26 T=   78.6 p1= -54.2 p2=   218.3 ed=   109 5/10/2020   x1=  55. x2=  75. y1=  1.78 y2=   .27     
GP: Confirmed US_Texas_Bexar 4/6/2020         75    3333     1527     410     1169     2   109 5/10/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .992478 cc2=  .768871 lx=  8.45163 if=  56 il=  75 4/6/2020   n=  19 now=    3333 end=       4682       410      1169 U=    20.87 T=   93.6 p1=  40.5 p2=    71.2 ed=   142 6/12/2020   x1=  56. x2=  75. y1=  1.80 y2=   .89     
GP: Confirmed US_Texas_Bexar 4/6/2020         75    3333     4682     410     1169     2   142 6/12/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .996528 cc2=  .767113 lx= 10.11163 if=  57 il=  75 4/6/2020   n=  18 now=    3333 end=      24627       410      1169 U=    36.09 T=  125.9 p1= 638.9 p2=    13.5 ed=   211 8/20/2020   x1=  57. x2=  75. y1=  1.91 y2=  1.41     
GP: Confirmed US_Texas_Bexar 4/6/2020         75    3333    -         410     1169     2   211 8/20/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .996340 cc2=  .760637 lx= 10.11163 if=  58 il=  75 4/6/2020   n=  17 now=    3333 end=      24627       410      1169 U=    34.08 T=  123.0 p1= 638.9 p2=    13.5 ed=   203 8/12/2020   x1=  58. x2=  75. y1=  1.91 y2=  1.41     
GP: Confirmed US_Texas_Bexar 4/6/2020         75    3333    -         410     1169     2   203 8/12/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .995787 cc2=  .753252 lx= 10.11163 if=  59 il=  75 4/6/2020   n=  16 now=    3333 end=      24627       410      1169 U=    35.25 T=  124.7 p1= 638.9 p2=    13.5 ed=   207 8/16/2020   x1=  59. x2=  75. y1=  1.86 y2=  1.41     
GP: Confirmed US_Texas_Bexar 4/6/2020         75    3333    -         410     1169     2   207 8/16/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .995022 cc2=  .745022 lx= 10.11163 if=  60 il=  75 4/6/2020   n=  15 now=    3333 end=      24627       410      1169 U=    35.05 T=  124.4 p1= 638.9 p2=    13.5 ed=   207 8/16/2020   x1=  60. x2=  75. y1=  1.84 y2=  1.41     
GP: Confirmed US_Texas_Bexar 4/6/2020         75    3333    -         410     1169     2   207 8/16/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .994017 cc2=  .735819 lx= 10.11163 if=  61 il=  75 4/6/2020   n=  14 now=    3333 end=      24627       410      1169 U=    35.60 T=  125.2 p1= 638.9 p2=    13.5 ed=   209 8/18/2020   x1=  61. x2=  75. y1=  1.80 y2=  1.41     
GP: Confirmed US_Texas_Bexar 4/6/2020         75    3333    -         410     1169     2   209 8/18/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .993150 cc2=  .725889 lx= 10.11163 if=  62 il=  75 4/6/2020   n=  13 now=    3333 end=      24627       410      1169 U=    35.99 T=  125.7 p1= 638.9 p2=    13.5 ed=   210 8/19/2020   x1=  62. x2=  75. y1=  1.77 y2=  1.41     
GP: Confirmed US_Texas_Bexar 4/6/2020         75    3333    -         410     1169     2   210 8/19/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .988844 cc2=  .655511 lx= 10.11163 if=  67 il=  75 4/6/2020   n=   8 now=    3333 end=      24627       410      1169 U=    34.34 T=  123.4 p1= 638.9 p2=    13.5 ed=   204 8/13/2020   x1=  67. x2=  75. y1=  1.64 y2=  1.41     
GP: Confirmed US_Texas_Bexar 4/6/2020         75    3333    -         410     1169     2   204 8/13/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .980833 cc2=  .572585 lx= 10.11163 if=  70 il=  75 4/6/2020   n=   5 now=    3333 end=      24627       410      1169 U=    32.40 T=  120.7 p1= 638.9 p2=    13.5 ed=   197 8/6/2020    x1=  70. x2=  75. y1=  1.56 y2=  1.41     
GP: Confirmed US_Texas_Bexar 4/6/2020         75    3333    -         410     1169     2   197 8/6/2020  
AAA1     1 US_Texas_Bexar Confirmed cc1=  .992084 cc2=  .795968 lx=  7.14163 if=  51 il=  76 4/7/2020   n=  25 now=    3333 end=       1263       456      1292 U=    12.84 T=   76.2 p1= -62.1 p2=   263.9 ed=   106 5/7/2020    x1=  51. x2=  76. y1=  1.97 y2=   .02 BEST
AAA2     1 US_Texas_Bexar Confirmed cc1=  .992084 cc2=  .795968 lx=  7.13963 if=  51 il=  76 4/7/2020   n=  25 now=    3333 end=       1263       456      1292 U=    12.84 T=   76.2 p1= -62.1 p2=   263.9 ed=   106 5/7/2020    x1=  51. x2=  76. y1=  1.97 y2=   .02 BEST
GP: Confirmed US_Texas_Bexar 4/7/2020         76    3333     1263     456     1292     2   106 5/7/2020  
AAA1     1 US_Texas_Bexar Confirmed cc1=  .991109 cc2=  .791109 lx=  7.15163 if=  52 il=  76 4/7/2020   n=  24 now=    3333 end=       1276       456      1292 U=    13.07 T=   76.4 p1= -61.7 p2=   261.2 ed=   107 5/8/2020    x1=  52. x2=  76. y1=  1.87 y2=   .03 BEST
AAA2     1 US_Texas_Bexar Confirmed cc1=  .991109 cc2=  .791109 lx=  7.15363 if=  52 il=  76 4/7/2020   n=  24 now=    3333 end=       1276       456      1292 U=    13.07 T=   76.4 p1= -61.7 p2=   261.2 ed=   107 5/8/2020    x1=  52. x2=  76. y1=  1.87 y2=   .03 BEST
GP: Confirmed US_Texas_Bexar 4/7/2020         76    3333     1276     456     1292     2   107 5/8/2020  
AAA2     1 US_Texas_Bexar Confirmed cc1=  .988961 cc2=  .775760 lx=  7.45163 if=  55 il=  76 4/7/2020   n=  21 now=    3333 end=       1722       456      1292 U=    13.83 T=   79.9 p1= -48.3 p2=   193.6 ed=   112 5/13/2020   x1=  55. x2=  76. y1=  1.80 y2=   .28     
GP: Confirmed US_Texas_Bexar 4/7/2020         76    3333     1722     456     1292     2   112 5/13/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .993469 cc2=  .775251 lx=  8.55163 if=  56 il=  76 4/7/2020   n=  20 now=    3333 end=       5175       456      1292 U=    21.52 T=   95.1 p1=  55.3 p2=    64.4 ed=   145 6/15/2020   x1=  56. x2=  76. y1=  1.82 y2=   .89     
GP: Confirmed US_Texas_Bexar 4/7/2020         76    3333     5175     456     1292     2   145 6/15/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .997015 cc2=  .773408 lx= 10.11163 if=  57 il=  76 4/7/2020   n=  19 now=    3333 end=      24627       456      1292 U=    36.18 T=  126.1 p1= 638.9 p2=    13.5 ed=   211 8/20/2020   x1=  57. x2=  76. y1=  1.91 y2=  1.38     
GP: Confirmed US_Texas_Bexar 4/7/2020         76    3333    -         456     1292     2   211 8/20/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .996887 cc2=  .767471 lx= 10.11163 if=  58 il=  76 4/7/2020   n=  18 now=    3333 end=      24627       456      1292 U=    34.28 T=  123.4 p1= 638.9 p2=    13.5 ed=   204 8/13/2020   x1=  58. x2=  76. y1=  1.91 y2=  1.38     
GP: Confirmed US_Texas_Bexar 4/7/2020         76    3333    -         456     1292     2   204 8/13/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .996445 cc2=  .760743 lx= 10.11163 if=  59 il=  76 4/7/2020   n=  17 now=    3333 end=      24627       456      1292 U=    35.40 T=  125.0 p1= 638.9 p2=    13.5 ed=   208 8/17/2020   x1=  59. x2=  76. y1=  1.86 y2=  1.38     
GP: Confirmed US_Texas_Bexar 4/7/2020         76    3333    -         456     1292     2   208 8/17/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .995848 cc2=  .753313 lx= 10.11163 if=  60 il=  76 4/7/2020   n=  16 now=    3333 end=      24627       456      1292 U=    35.22 T=  124.7 p1= 638.9 p2=    13.5 ed=   207 8/16/2020   x1=  60. x2=  76. y1=  1.84 y2=  1.38     
GP: Confirmed US_Texas_Bexar 4/7/2020         76    3333    -         456     1292     2   207 8/16/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .995073 cc2=  .745073 lx= 10.11163 if=  61 il=  76 4/7/2020   n=  15 now=    3333 end=      24627       456      1292 U=    35.75 T=  125.5 p1= 638.9 p2=    13.5 ed=   209 8/18/2020   x1=  61. x2=  76. y1=  1.80 y2=  1.38     
GP: Confirmed US_Texas_Bexar 4/7/2020         76    3333    -         456     1292     2   209 8/18/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .994437 cc2=  .736238 lx= 10.11163 if=  62 il=  76 4/7/2020   n=  14 now=    3333 end=      24627       456      1292 U=    36.12 T=  126.0 p1= 638.9 p2=    13.5 ed=   211 8/20/2020   x1=  62. x2=  76. y1=  1.77 y2=  1.38     
GP: Confirmed US_Texas_Bexar 4/7/2020         76    3333    -         456     1292     2   211 8/20/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .991418 cc2=  .675190 lx= 10.11163 if=  67 il=  76 4/7/2020   n=   9 now=    3333 end=      24627       456      1292 U=    34.71 T=  124.0 p1= 638.9 p2=    13.5 ed=   205 8/14/2020   x1=  67. x2=  76. y1=  1.64 y2=  1.38     
GP: Confirmed US_Texas_Bexar 4/7/2020         76    3333    -         456     1292     2   205 8/14/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .990880 cc2=  .657546 lx= 10.11163 if=  68 il=  76 4/7/2020   n=   8 now=    3333 end=      24627       456      1292 U=    33.77 T=  122.7 p1= 638.9 p2=    13.5 ed=   202 8/11/2020   x1=  68. x2=  76. y1=  1.62 y2=  1.38     
GP: Confirmed US_Texas_Bexar 4/7/2020         76    3333    -         456     1292     2   202 8/11/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .987672 cc2=  .609707 lx=  6.59163 if=  70 il=  76 4/7/2020   n=   6 now=    3333 end=        728       456      1292 U=     6.08 T=   71.4 p1= -78.2 p2=   457.8 ed=    85 4/16/2020   x1=  70. x2=  76. y1=   .23 y2=  -.76     
GP: Confirmed US_Texas_Bexar 4/7/2020         76    3333      728     456     1292     2    85 4/16/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .990889 cc2=  .582641 lx=  6.35163 if=  71 il=  76 4/7/2020   n=   5 now=    3333 end=        573       456      1292 U=     3.60 T=   70.7 p1= -82.8 p2=   581.7 ed=    79 4/10/2020   x1=  71. x2=  76. y1=  -.09 y2= -1.47     
GP: Confirmed US_Texas_Bexar 4/7/2020         76    3333      573     456     1292     2    79 4/10/2020 
AAA1     1 US_Texas_Bexar Confirmed cc1=  .992717 cc2=  .800267 lx=  7.23163 if=  51 il=  77 4/8/2020   n=  26 now=    3333 end=       1382       503      1416 U=    13.21 T=   77.1 p1= -58.5 p2=   241.2 ed=   108 5/9/2020    x1=  51. x2=  77. y1=  1.98 y2=   .01 BEST
AAA2     1 US_Texas_Bexar Confirmed cc1=  .992717 cc2=  .800267 lx=  7.22763 if=  51 il=  77 4/8/2020   n=  26 now=    3333 end=       1382       503      1416 U=    13.21 T=   77.1 p1= -58.5 p2=   241.2 ed=   108 5/9/2020    x1=  51. x2=  77. y1=  1.98 y2=   .01 BEST
GP: Confirmed US_Texas_Bexar 4/8/2020         77    3333     1382     503     1416     3   108 5/9/2020  
AAA1     1 US_Texas_Bexar Confirmed cc1=  .991867 cc2=  .795751 lx=  7.24163 if=  52 il=  77 4/8/2020   n=  25 now=    3333 end=       1396       503      1416 U=    13.45 T=   77.3 p1= -58.1 p2=   238.8 ed=   109 5/10/2020   x1=  52. x2=  77. y1=  1.88 y2=   .02 BEST
AAA2     1 US_Texas_Bexar Confirmed cc1=  .991867 cc2=  .795751 lx=  7.24563 if=  52 il=  77 4/8/2020   n=  25 now=    3333 end=       1396       503      1416 U=    13.45 T=   77.3 p1= -58.1 p2=   238.8 ed=   109 5/10/2020   x1=  52. x2=  77. y1=  1.88 y2=   .02 BEST
GP: Confirmed US_Texas_Bexar 4/8/2020         77    3333     1396     503     1416     3   109 5/10/2020 
AAA1     1 US_Texas_Bexar Confirmed cc1=  .990848 cc2=  .790848 lx=  7.24163 if=  53 il=  77 4/8/2020   n=  24 now=    3333 end=       1396       503      1416 U=    12.91 T=   77.3 p1= -58.1 p2=   238.8 ed=   107 5/8/2020    x1=  53. x2=  77. y1=  1.88 y2=   .02 BEST
AAA2     1 US_Texas_Bexar Confirmed cc1=  .990848 cc2=  .790848 lx=  7.24063 if=  53 il=  77 4/8/2020   n=  24 now=    3333 end=       1396       503      1416 U=    12.91 T=   77.3 p1= -58.1 p2=   238.8 ed=   107 5/8/2020    x1=  53. x2=  77. y1=  1.88 y2=   .02 BEST
GP: Confirmed US_Texas_Bexar 4/8/2020         77    3333     1396     503     1416     3   107 5/8/2020  
AAA2     1 US_Texas_Bexar Confirmed cc1=  .990156 cc2=  .786032 lx=  7.33163 if=  54 il=  77 4/8/2020   n=  23 now=    3333 end=       1527       503      1416 U=    13.34 T=   78.4 p1= -54.2 p2=   218.3 ed=   109 5/10/2020   x1=  54. x2=  77. y1=  1.83 y2=   .11     
GP: Confirmed US_Texas_Bexar 4/8/2020         77    3333     1527     503     1416     3   109 5/10/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .990169 cc2=  .781655 lx=  7.55163 if=  55 il=  77 4/8/2020   n=  22 now=    3333 end=       1903       503      1416 U=    14.35 T=   81.1 p1= -42.9 p2=   175.1 ed=   114 5/15/2020   x1=  55. x2=  77. y1=  1.82 y2=   .29     
GP: Confirmed US_Texas_Bexar 4/8/2020         77    3333     1903     503     1416     3   114 5/15/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .994312 cc2=  .781111 lx=  8.61163 if=  56 il=  77 4/8/2020   n=  21 now=    3333 end=       5495       503      1416 U=    21.99 T=   96.2 p1=  64.9 p2=    60.7 ed=   148 6/18/2020   x1=  56. x2=  77. y1=  1.83 y2=   .87     
GP: Confirmed US_Texas_Bexar 4/8/2020         77    3333     5495     503     1416     3   148 6/18/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .997423 cc2=  .779205 lx= 10.11163 if=  57 il=  77 4/8/2020   n=  20 now=    3333 end=      24627       503      1416 U=    36.36 T=  126.4 p1= 638.9 p2=    13.5 ed=   212 8/21/2020   x1=  57. x2=  77. y1=  1.91 y2=  1.36     
GP: Confirmed US_Texas_Bexar 4/8/2020         77    3333    -         503     1416     3   212 8/21/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .997328 cc2=  .773721 lx= 10.11163 if=  58 il=  77 4/8/2020   n=  19 now=    3333 end=      24627       503      1416 U=    34.54 T=  123.9 p1= 638.9 p2=    13.5 ed=   205 8/14/2020   x1=  58. x2=  77. y1=  1.91 y2=  1.36     
GP: Confirmed US_Texas_Bexar 4/8/2020         77    3333    -         503     1416     3   205 8/14/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .996978 cc2=  .767562 lx= 10.11163 if=  59 il=  77 4/8/2020   n=  18 now=    3333 end=      24627       503      1416 U=    35.64 T=  125.4 p1= 638.9 p2=    13.5 ed=   209 8/18/2020   x1=  59. x2=  77. y1=  1.86 y2=  1.36     
GP: Confirmed US_Texas_Bexar 4/8/2020         77    3333    -         503     1416     3   209 8/18/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .996501 cc2=  .760798 lx= 10.11163 if=  60 il=  77 4/8/2020   n=  17 now=    3333 end=      24627       503      1416 U=    35.48 T=  125.2 p1= 638.9 p2=    13.5 ed=   208 8/17/2020   x1=  60. x2=  77. y1=  1.84 y2=  1.36     
GP: Confirmed US_Texas_Bexar 4/8/2020         77    3333    -         503     1416     3   208 8/17/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .995887 cc2=  .753351 lx= 10.11163 if=  61 il=  77 4/8/2020   n=  16 now=    3333 end=      24627       503      1416 U=    36.00 T=  125.9 p1= 638.9 p2=    13.5 ed=   210 8/19/2020   x1=  61. x2=  77. y1=  1.80 y2=  1.36     
GP: Confirmed US_Texas_Bexar 4/8/2020         77    3333    -         503     1416     3   210 8/19/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .995392 cc2=  .745392 lx= 10.11163 if=  62 il=  77 4/8/2020   n=  15 now=    3333 end=      24627       503      1416 U=    36.37 T=  126.4 p1= 638.9 p2=    13.5 ed=   212 8/21/2020   x1=  62. x2=  77. y1=  1.77 y2=  1.36     
GP: Confirmed US_Texas_Bexar 4/8/2020         77    3333    -         503     1416     3   212 8/21/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .992962 cc2=  .691451 lx= 10.11163 if=  67 il=  77 4/8/2020   n=  10 now=    3333 end=      24627       503      1416 U=    35.19 T=  124.8 p1= 638.9 p2=    13.5 ed=   207 8/16/2020   x1=  67. x2=  77. y1=  1.64 y2=  1.36     
GP: Confirmed US_Texas_Bexar 4/8/2020         77    3333    -         503     1416     3   207 8/16/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .992655 cc2=  .676427 lx=  7.80163 if=  68 il=  77 4/8/2020   n=   9 now=    3333 end=       2444       503      1416 U=    16.31 T=   84.5 p1= -26.7 p2=   136.4 ed=   122 5/23/2020   x1=  68. x2=  77. y1=  1.01 y2=   .46     
GP: Confirmed US_Texas_Bexar 4/8/2020         77    3333     2444     503     1416     3   122 5/23/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .991656 cc2=  .638103 lx=  6.73163 if=  70 il=  77 4/8/2020   n=   7 now=    3333 end=        838       503      1416 U=     6.95 T=   72.3 p1= -74.9 p2=   397.7 ed=    88 4/19/2020   x1=  70. x2=  77. y1=   .34 y2=  -.67     
GP: Confirmed US_Texas_Bexar 4/8/2020         77    3333      838     503     1416     3    88 4/19/2020 
AAA2     1 US_Texas_Bexar Confirmed cc1=  .992797 cc2=  .614832 lx=  6.54163 if=  71 il=  77 4/8/2020   n=   6 now=    3333 end=        693       503      1416 U=     4.84 T=   71.5 p1= -79.2 p2=   481.0 ed=    82 4/13/2020   x1=  71. x2=  77. y1=   .10 y2= -1.14     
GP: Confirmed US_Texas_Bexar 4/8/2020         77    3333      693     503     1416     3    82 4/13/2020 
AAA1     1 US_Texas_Bexar Confirmed cc1=  .993273 cc2=  .804291 lx=  7.31163 if=  51 il=  78 4/9/2020   n=  27 now=    3333 end=       1497       554      1539 U=    13.53 T=   77.9 p1= -55.1 p2=   222.6 ed=   109 5/10/2020   x1=  51. x2=  78. y1=  1.99 y2=  -.01 BEST
AAA2     1 US_Texas_Bexar Confirmed cc1=  .993273 cc2=  .804291 lx=  7.31163 if=  51 il=  78 4/9/2020   n=  27 now=    3333 end=       1497       554      1539 U=    13.53 T=   77.9 p1= -55.1 p2=   222.6 ed=   109 5/10/2020   x1=  51. x2=  78. y1=  1.99 y2=  -.01 BEST
GP: Confirmed US_Texas_Bexar 4/9/2020         78    3333     1497     554     1539     3   109 5/10/2020 
AAA1     1 US_Texas_Bexar Confirmed cc1=  .992530 cc2=  .800080 lx=  7.33163 if=  52 il=  78 4/9/2020   n=  26 now=    3333 end=       1527       554      1539 U=    13.84 T=   78.2 p1= -54.2 p2=   218.3 ed=   110 5/11/2020   x1=  52. x2=  78. y1=  1.89 y2=   .01 BEST
