TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        4259.00000        8.35679
TAB:  Congo_Kinshasa Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 Congo_Kinshasa Confirmed cc1=  .995808 cc2=  .816202 lx=  6.40579 if=  59 il=  89 4/20/2020  n=  30 now=    4259 end=        605       332       550 U=    17.72 T=   80.0 p1= -85.8 p2=   704.0 ed=   121 5/22/2020   x1=  59. x2=  89. y1=  1.19 y2=  -.51 BEST
GP: Confirmed Congo_Kinshasa 4/20/2020        89    4259      605     332      550    13   121 5/22/2020 
AAA1     1 Congo_Kinshasa Confirmed cc1=  .995403 cc2=  .812829 lx=  6.41679 if=  60 il=  89 4/20/2020  n=  29 now=    4259 end=        612       332       550 U=    18.18 T=   80.1 p1= -85.6 p2=   695.9 ed=   122 5/23/2020   x1=  60. x2=  89. y1=  1.10 y2=  -.49 BEST
AAA2     1 Congo_Kinshasa Confirmed cc1=  .995403 cc2=  .812829 lx=  6.41879 if=  60 il=  89 4/20/2020  n=  29 now=    4259 end=        612       332       550 U=    18.18 T=   80.1 p1= -85.6 p2=   695.9 ed=   122 5/23/2020   x1=  60. x2=  89. y1=  1.10 y2=  -.49 BEST
GP: Confirmed Congo_Kinshasa 4/20/2020        89    4259      612     332      550    13   122 5/23/2020 
AAA1     1 Congo_Kinshasa Confirmed cc1=  .994915 cc2=  .809220 lx=  6.41679 if=  61 il=  89 4/20/2020  n=  28 now=    4259 end=        612       332       550 U=    18.26 T=   80.0 p1= -85.6 p2=   695.9 ed=   123 5/24/2020   x1=  61. x2=  89. y1=  1.04 y2=  -.49 BEST
AAA2     1 Congo_Kinshasa Confirmed cc1=  .994915 cc2=  .809220 lx=  6.41279 if=  61 il=  89 4/20/2020  n=  28 now=    4259 end=        612       332       550 U=    18.26 T=   80.0 p1= -85.6 p2=   695.9 ed=   123 5/24/2020   x1=  61. x2=  89. y1=  1.04 y2=  -.49 BEST
GP: Confirmed Congo_Kinshasa 4/20/2020        89    4259      612     332      550    13   123 5/24/2020 
AAA1     1 Congo_Kinshasa Confirmed cc1=  .994383 cc2=  .805401 lx=  6.39679 if=  62 il=  89 4/20/2020  n=  27 now=    4259 end=        599       332       550 U=    18.29 T=   79.4 p1= -85.9 p2=   711.0 ed=   122 5/23/2020   x1=  62. x2=  89. y1=   .95 y2=  -.52 BEST
AAA2     1 Congo_Kinshasa Confirmed cc1=  .994383 cc2=  .805401 lx=  6.40079 if=  62 il=  89 4/20/2020  n=  27 now=    4259 end=        599       332       550 U=    18.29 T=   79.4 p1= -85.9 p2=   711.0 ed=   122 5/23/2020   x1=  62. x2=  89. y1=   .95 y2=  -.52 BEST
GP: Confirmed Congo_Kinshasa 4/20/2020        89    4259      599     332      550    13   122 5/23/2020 
AAA1     1 Congo_Kinshasa Confirmed cc1=  .994029 cc2=  .801579 lx=  6.36679 if=  63 il=  89 4/20/2020  n=  26 now=    4259 end=        582       332       550 U=    17.43 T=   78.9 p1= -86.3 p2=   731.8 ed=   120 5/21/2020   x1=  63. x2=  89. y1=   .91 y2=  -.58 BEST
AAA2     1 Congo_Kinshasa Confirmed cc1=  .994029 cc2=  .801579 lx=  6.36979 if=  63 il=  89 4/20/2020  n=  26 now=    4259 end=        582       332       550 U=    17.43 T=   78.9 p1= -86.3 p2=   731.8 ed=   120 5/21/2020   x1=  63. x2=  89. y1=   .91 y2=  -.58 BEST
GP: Confirmed Congo_Kinshasa 4/20/2020        89    4259      582     332      550    13   120 5/21/2020 
AAA1     1 Congo_Kinshasa Confirmed cc1=  .993430 cc2=  .797314 lx=  6.34679 if=  64 il=  89 4/20/2020  n=  25 now=    4259 end=        570       332       550 U=    16.72 T=   78.7 p1= -86.6 p2=   747.2 ed=   118 5/19/2020   x1=  64. x2=  89. y1=   .88 y2=  -.61 BEST
AAA2     1 Congo_Kinshasa Confirmed cc1=  .993430 cc2=  .797314 lx=  6.35079 if=  64 il=  89 4/20/2020  n=  25 now=    4259 end=        570       332       550 U=    16.72 T=   78.7 p1= -86.6 p2=   747.2 ed=   118 5/19/2020   x1=  64. x2=  89. y1=   .88 y2=  -.61 BEST
GP: Confirmed Congo_Kinshasa 4/20/2020        89    4259      570     332      550    13   118 5/19/2020 
AAA1     1 Congo_Kinshasa Confirmed cc1=  .992609 cc2=  .792609 lx=  6.34679 if=  65 il=  89 4/20/2020  n=  24 now=    4259 end=        570       332       550 U=    16.06 T=   79.2 p1= -86.6 p2=   747.2 ed=   117 5/18/2020   x1=  65. x2=  89. y1=   .88 y2=  -.61 BEST
AAA2     1 Congo_Kinshasa Confirmed cc1=  .992609 cc2=  .792609 lx=  6.34779 if=  65 il=  89 4/20/2020  n=  24 now=    4259 end=        570       332       550 U=    16.06 T=   79.2 p1= -86.6 p2=   747.2 ed=   117 5/18/2020   x1=  65. x2=  89. y1=   .88 y2=  -.61 BEST
GP: Confirmed Congo_Kinshasa 4/20/2020        89    4259      570     332      550    13   117 5/18/2020 
AAA1     1 Congo_Kinshasa Confirmed cc1=  .992133 cc2=  .788008 lx=  6.40679 if=  66 il=  89 4/20/2020  n=  23 now=    4259 end=        605       332       550 U=    17.54 T=   80.1 p1= -85.8 p2=   704.0 ed=   121 5/22/2020   x1=  66. x2=  89. y1=   .80 y2=  -.51 BEST
AAA2     1 Congo_Kinshasa Confirmed cc1=  .992133 cc2=  .788008 lx=  6.40279 if=  66 il=  89 4/20/2020  n=  23 now=    4259 end=        605       332       550 U=    17.54 T=   80.1 p1= -85.8 p2=   704.0 ed=   121 5/22/2020   x1=  66. x2=  89. y1=   .80 y2=  -.51 BEST
GP: Confirmed Congo_Kinshasa 4/20/2020        89    4259      605     332      550    13   121 5/22/2020 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .991962 cc2=  .778762 lx=  6.63679 if=  68 il=  89 4/20/2020  n=  21 now=    4259 end=        762       332       550 U=    21.17 T=   85.1 p1= -82.1 p2=   558.9 ed=   135 6/5/2020    x1=  68. x2=  89. y1=   .81 y2=  -.18     
GP: Confirmed Congo_Kinshasa 4/20/2020        89    4259      762     332      550    13   135 6/5/2020  
AAA2     1 Congo_Kinshasa Confirmed cc1=  .992594 cc2=  .774377 lx=  6.97679 if=  69 il=  89 4/20/2020  n=  20 now=    4259 end=       1071       332       550 U=    28.03 T=   93.4 p1= -74.9 p2=   397.7 ed=   159 6/29/2020   x1=  69. x2=  89. y1=   .87 y2=   .16     
GP: Confirmed Congo_Kinshasa 4/20/2020        89    4259     1071     332      550    13   159 6/29/2020 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .992494 cc2=  .768887 lx=  7.44679 if=  70 il=  89 4/20/2020  n=  19 now=    4259 end=       1714       332       550 U=    36.69 T=  107.2 p1= -59.8 p2=   248.5 ed=   193 8/2/2020    x1=  70. x2=  89. y1=  1.01 y2=   .50     
GP: Confirmed Congo_Kinshasa 4/20/2020        89    4259     1714     332      550    13   193 8/2/2020  
AAA2     1 Congo_Kinshasa Confirmed cc1=  .993228 cc2=  .763813 lx= 10.16679 if=  71 il=  89 4/20/2020  n=  18 now=    4259 end=      26024       332       550 U=    95.25 T=  229.3 p1= 511.0 p2=    16.4 ed=   454 4/20/2021   x1=  71. x2=  89. y1=  1.66 y2=  1.47     
GP: Confirmed Congo_Kinshasa 4/20/2020        89    4259    -         332      550    13   454 4/20/2021 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .992264 cc2=  .756562 lx=  9.01679 if=  72 il=  89 4/20/2020  n=  17 now=    4259 end=       8240       332       550 U=    68.32 T=  168.7 p1=  93.5 p2=    51.7 ed=   329 12/16/2020  x1=  72. x2=  89. y1=  1.42 y2=  1.17     
GP: Confirmed Congo_Kinshasa 4/20/2020        89    4259     8240     332      550    13   329 12/16/2020
AAA2     1 Congo_Kinshasa Confirmed cc1=  .991196 cc2=  .748661 lx= 10.35679 if=  73 il=  89 4/20/2020  n=  16 now=    4259 end=      31469       332       550 U=   102.60 T=  244.5 p1= 638.9 p2=    13.5 ed=   486 5/22/2021   x1=  73. x2=  89. y1=  1.67 y2=  1.52     
GP: Confirmed Congo_Kinshasa 4/20/2020        89    4259    -         332      550    13   486 5/22/2021 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .990671 cc2=  .740671 lx=  8.88679 if=  74 il=  89 4/20/2020  n=  15 now=    4259 end=       7235       332       550 U=    67.40 T=  164.9 p1=  69.9 p2=    58.9 ed=   323 12/10/2020  x1=  74. x2=  89. y1=  1.35 y2=  1.13     
GP: Confirmed Congo_Kinshasa 4/20/2020        89    4259     7235     332      550    13   323 12/10/2020
AAA2     1 Congo_Kinshasa Confirmed cc1=  .988676 cc2=  .730477 lx=  8.63679 if=  75 il=  89 4/20/2020  n=  14 now=    4259 end=       5635       332       550 U=    61.51 T=  153.0 p1=  32.3 p2=    75.6 ed=   298 11/15/2020  x1=  75. x2=  89. y1=  1.27 y2=  1.04     
GP: Confirmed Congo_Kinshasa 4/20/2020        89    4259     5635     332      550    13   298 11/15/2020
AAA2     1 Congo_Kinshasa Confirmed cc1=  .986102 cc2=  .718840 lx=  9.27679 if=  76 il=  89 4/20/2020  n=  13 now=    4259 end=      10687       332       550 U=    80.05 T=  188.6 p1= 150.9 p2=    39.9 ed=   377 2/2/2021    x1=  76. x2=  89. y1=  1.41 y2=  1.24     
GP: Confirmed Congo_Kinshasa 4/20/2020        89    4259    10687     332      550    13   377 2/2/2021  
AAA2     1 Congo_Kinshasa Confirmed cc1=  .985047 cc2=  .707697 lx=  7.60679 if=  77 il=  89 4/20/2020  n=  12 now=    4259 end=       2011       332       550 U=    41.02 T=  113.2 p1= -52.8 p2=   211.8 ed=   209 8/18/2020   x1=  77. x2=  89. y1=   .88 y2=   .59     
GP: Confirmed Congo_Kinshasa 4/20/2020        89    4259     2011     332      550    13   209 8/18/2020 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .982752 cc2=  .681240 lx= 10.35679 if=  79 il=  89 4/20/2020  n=  10 now=    4259 end=      31469       332       550 U=   109.68 T=  255.2 p1= 638.9 p2=    13.5 ed=   514 6/19/2021   x1=  79. x2=  89. y1=  1.61 y2=  1.52     
GP: Confirmed Congo_Kinshasa 4/20/2020        89    4259    -         332      550    13   514 6/19/2021 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .982407 cc2=  .666179 lx= 10.35679 if=  80 il=  89 4/20/2020  n=   9 now=    4259 end=      31469       332       550 U=   107.37 T=  251.7 p1= 638.9 p2=    13.5 ed=   505 6/10/2021   x1=  80. x2=  89. y1=  1.60 y2=  1.52     
GP: Confirmed Congo_Kinshasa 4/20/2020        89    4259    -         332      550    13   505 6/10/2021 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .983210 cc2=  .649876 lx= 10.35679 if=  81 il=  89 4/20/2020  n=   8 now=    4259 end=      31469       332       550 U=   108.04 T=  252.7 p1= 638.9 p2=    13.5 ed=   507 6/12/2021   x1=  81. x2=  89. y1=  1.59 y2=  1.52     
GP: Confirmed Congo_Kinshasa 4/20/2020        89    4259    -         332      550    13   507 6/12/2021 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .992240 cc2=  .638687 lx= 10.35679 if=  82 il=  89 4/20/2020  n=   7 now=    4259 end=      31469       332       550 U=    95.66 T=  234.0 p1= 638.9 p2=    13.5 ed=   459 4/25/2021   x1=  82. x2=  89. y1=  1.59 y2=  1.52     
GP: Confirmed Congo_Kinshasa 4/20/2020        89    4259    -         332      550    13   459 4/25/2021 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .993594 cc2=  .615629 lx=  7.35679 if=  83 il=  89 4/20/2020  n=   6 now=    4259 end=       1566       332       550 U=    31.97 T=  103.0 p1= -63.2 p2=   272.0 ed=   178 7/18/2020   x1=  83. x2=  89. y1=   .63 y2=   .44     
GP: Confirmed Congo_Kinshasa 4/20/2020        89    4259     1566     332      550    13   178 7/18/2020 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .991769 cc2=  .583520 lx=  6.13679 if=  84 il=  89 4/20/2020  n=   5 now=    4259 end=        462       332       550 U=     8.45 T=   79.7 p1= -89.2 p2=   921.9 ed=    99 4/30/2020   x1=  84. x2=  89. y1=  -.51 y2= -1.10     
GP: Confirmed Congo_Kinshasa 4/20/2020        89    4259      462     332      550    13    99 4/30/2020 
AAA1     1 Congo_Kinshasa Confirmed cc1=  .995372 cc2=  .841069 lx=  6.20679 if=  49 il=  90 4/21/2020  n=  41 now=    4259 end=        496       350       550 U=    14.24 T=   75.0 p1= -88.4 p2=   858.7 ed=   108 5/9/2020    x1=  49. x2=  90. y1=  1.83 y2= -1.05 BEST
AAA2     1 Congo_Kinshasa Confirmed cc1=  .995373 cc2=  .841069 lx=  6.21179 if=  49 il=  90 4/21/2020  n=  41 now=    4259 end=        496       350       550 U=    14.24 T=   75.0 p1= -88.4 p2=   858.7 ed=   108 5/9/2020    x1=  49. x2=  90. y1=  1.83 y2= -1.05 BEST
GP: Confirmed Congo_Kinshasa 4/21/2020        90    4259      496     350      550    14   108 5/9/2020  
AAA1     1 Congo_Kinshasa Confirmed cc1=  .995129 cc2=  .838956 lx=  6.20679 if=  50 il=  90 4/21/2020  n=  40 now=    4259 end=        496       350       550 U=    13.89 T=   75.4 p1= -88.4 p2=   858.7 ed=   108 5/9/2020    x1=  50. x2=  90. y1=  1.83 y2= -1.05 BEST
AAA2     1 Congo_Kinshasa Confirmed cc1=  .995130 cc2=  .838956 lx=  6.20379 if=  50 il=  90 4/21/2020  n=  40 now=    4259 end=        496       350       550 U=    13.89 T=   75.4 p1= -88.4 p2=   858.7 ed=   108 5/9/2020    x1=  50. x2=  90. y1=  1.83 y2= -1.05 BEST
GP: Confirmed Congo_Kinshasa 4/21/2020        90    4259      496     350      550    14   108 5/9/2020  
AAA1     1 Congo_Kinshasa Confirmed cc1=  .994756 cc2=  .836642 lx=  6.20679 if=  51 il=  90 4/21/2020  n=  39 now=    4259 end=        496       350       550 U=    14.13 T=   75.1 p1= -88.4 p2=   858.7 ed=   108 5/9/2020    x1=  51. x2=  90. y1=  1.71 y2= -1.05 BEST
AAA2     1 Congo_Kinshasa Confirmed cc1=  .994757 cc2=  .836642 lx=  6.20179 if=  51 il=  90 4/21/2020  n=  39 now=    4259 end=        496       350       550 U=    14.13 T=   75.1 p1= -88.4 p2=   858.7 ed=   108 5/9/2020    x1=  51. x2=  90. y1=  1.71 y2= -1.05 BEST
GP: Confirmed Congo_Kinshasa 4/21/2020        90    4259      496     350      550    14   108 5/9/2020  
AAA1     1 Congo_Kinshasa Confirmed cc1=  .994434 cc2=  .834306 lx=  6.19679 if=  52 il=  90 4/21/2020  n=  38 now=    4259 end=        491       350       550 U=    13.63 T=   75.2 p1= -88.5 p2=   867.4 ed=   107 5/8/2020    x1=  52. x2=  90. y1=  1.71 y2= -1.08 BEST
AAA2     1 Congo_Kinshasa Confirmed cc1=  .994434 cc2=  .834306 lx=  6.19479 if=  52 il=  90 4/21/2020  n=  38 now=    4259 end=        491       350       550 U=    13.63 T=   75.2 p1= -88.5 p2=   867.4 ed=   107 5/8/2020    x1=  52. x2=  90. y1=  1.71 y2= -1.08 BEST
GP: Confirmed Congo_Kinshasa 4/21/2020        90    4259      491     350      550    14   107 5/8/2020  
AAA1     1 Congo_Kinshasa Confirmed cc1=  .993981 cc2=  .831760 lx=  6.19679 if=  53 il=  90 4/21/2020  n=  37 now=    4259 end=        491       350       550 U=    13.27 T=   75.6 p1= -88.5 p2=   867.4 ed=   106 5/7/2020    x1=  53. x2=  90. y1=  1.71 y2= -1.08 BEST
AAA2     1 Congo_Kinshasa Confirmed cc1=  .993982 cc2=  .831760 lx=  6.19479 if=  53 il=  90 4/21/2020  n=  37 now=    4259 end=        491       350       550 U=    13.27 T=   75.6 p1= -88.5 p2=   867.4 ed=   106 5/7/2020    x1=  53. x2=  90. y1=  1.71 y2= -1.08 BEST
GP: Confirmed Congo_Kinshasa 4/21/2020        90    4259      491     350      550    14   106 5/7/2020  
AAA1     1 Congo_Kinshasa Confirmed cc1=  .993616 cc2=  .829217 lx=  6.20679 if=  54 il=  90 4/21/2020  n=  36 now=    4259 end=        496       350       550 U=    13.04 T=   76.3 p1= -88.4 p2=   858.7 ed=   107 5/8/2020    x1=  54. x2=  90. y1=  1.71 y2= -1.05 BEST
AAA2     1 Congo_Kinshasa Confirmed cc1=  .993616 cc2=  .829217 lx=  6.20579 if=  54 il=  90 4/21/2020  n=  36 now=    4259 end=        496       350       550 U=    13.04 T=   76.3 p1= -88.4 p2=   858.7 ed=   107 5/8/2020    x1=  54. x2=  90. y1=  1.71 y2= -1.05 BEST
GP: Confirmed Congo_Kinshasa 4/21/2020        90    4259      496     350      550    14   107 5/8/2020  
AAA1     1 Congo_Kinshasa Confirmed cc1=  .993834 cc2=  .827167 lx=  6.23679 if=  55 il=  90 4/21/2020  n=  35 now=    4259 end=        511       350       550 U=    13.42 T=   77.0 p1= -88.0 p2=   833.5 ed=   108 5/9/2020    x1=  55. x2=  90. y1=  1.64 y2=  -.97 BEST
AAA2     1 Congo_Kinshasa Confirmed cc1=  .993834 cc2=  .827167 lx=  6.23879 if=  55 il=  90 4/21/2020  n=  35 now=    4259 end=        511       350       550 U=    13.42 T=   77.0 p1= -88.0 p2=   833.5 ed=   108 5/9/2020    x1=  55. x2=  90. y1=  1.64 y2=  -.97 BEST
GP: Confirmed Congo_Kinshasa 4/21/2020        90    4259      511     350      550    14   108 5/9/2020  
AAA1     1 Congo_Kinshasa Confirmed cc1=  .994503 cc2=  .825472 lx=  6.29679 if=  56 il=  90 4/21/2020  n=  34 now=    4259 end=        542       350       550 U=    14.08 T=   78.4 p1= -87.3 p2=   785.8 ed=   111 5/12/2020   x1=  56. x2=  90. y1=  1.59 y2=  -.82 BEST
AAA2     1 Congo_Kinshasa Confirmed cc1=  .994504 cc2=  .825472 lx=  6.29179 if=  56 il=  90 4/21/2020  n=  34 now=    4259 end=        542       350       550 U=    14.08 T=   78.4 p1= -87.3 p2=   785.8 ed=   111 5/12/2020   x1=  56. x2=  90. y1=  1.59 y2=  -.82 BEST
GP: Confirmed Congo_Kinshasa 4/21/2020        90    4259      542     350      550    14   111 5/12/2020 
AAA1     1 Congo_Kinshasa Confirmed cc1=  .996534 cc2=  .825036 lx=  6.41679 if=  57 il=  90 4/21/2020  n=  33 now=    4259 end=        612       350       550 U=    17.27 T=   80.0 p1= -85.6 p2=   695.9 ed=   120 5/21/2020   x1=  57. x2=  90. y1=  1.33 y2=  -.58 BEST
AAA2     1 Congo_Kinshasa Confirmed cc1=  .996535 cc2=  .825036 lx=  6.41479 if=  57 il=  90 4/21/2020  n=  33 now=    4259 end=        612       350       550 U=    17.27 T=   80.0 p1= -85.6 p2=   695.9 ed=   120 5/21/2020   x1=  57. x2=  90. y1=  1.33 y2=  -.58 BEST
GP: Confirmed Congo_Kinshasa 4/21/2020        90    4259      612     350      550    14   120 5/21/2020 
AAA1     1 Congo_Kinshasa Confirmed cc1=  .996304 cc2=  .822227 lx=  6.43679 if=  58 il=  90 4/21/2020  n=  32 now=    4259 end=        624       350       550 U=    17.65 T=   80.3 p1= -85.3 p2=   682.5 ed=   122 5/23/2020   x1=  58. x2=  90. y1=  1.27 y2=  -.55 BEST
AAA2     1 Congo_Kinshasa Confirmed cc1=  .996304 cc2=  .822227 lx=  6.43579 if=  58 il=  90 4/21/2020  n=  32 now=    4259 end=        624       350       550 U=    17.65 T=   80.3 p1= -85.3 p2=   682.5 ed=   122 5/23/2020   x1=  58. x2=  90. y1=  1.27 y2=  -.55 BEST
GP: Confirmed Congo_Kinshasa 4/21/2020        90    4259      624     350      550    14   122 5/23/2020 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .996025 cc2=  .819249 lx=  6.45679 if=  59 il=  90 4/21/2020  n=  31 now=    4259 end=        637       350       550 U=    18.10 T=   80.7 p1= -85.0 p2=   668.6 ed=   123 5/24/2020   x1=  59. x2=  90. y1=  1.20 y2=  -.51     
GP: Confirmed Congo_Kinshasa 4/21/2020        90    4259      637     350      550    14   123 5/24/2020 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .995669 cc2=  .816063 lx=  6.47679 if=  60 il=  90 4/21/2020  n=  30 now=    4259 end=        649       350       550 U=    18.71 T=   81.0 p1= -84.8 p2=   656.2 ed=   125 5/26/2020   x1=  60. x2=  90. y1=  1.12 y2=  -.48     
GP: Confirmed Congo_Kinshasa 4/21/2020        90    4259      649     350      550    14   125 5/26/2020 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .995221 cc2=  .812647 lx=  6.46679 if=  61 il=  90 4/21/2020  n=  29 now=    4259 end=        643       350       550 U=    18.65 T=   80.7 p1= -84.9 p2=   662.4 ed=   124 5/25/2020   x1=  61. x2=  90. y1=  1.06 y2=  -.50     
GP: Confirmed Congo_Kinshasa 4/21/2020        90    4259      643     350      550    14   124 5/25/2020 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .994727 cc2=  .809032 lx=  6.45679 if=  62 il=  90 4/21/2020  n=  28 now=    4259 end=        637       350       550 U=    18.83 T=   80.3 p1= -85.0 p2=   668.6 ed=   124 5/25/2020   x1=  62. x2=  90. y1=   .97 y2=  -.51     
GP: Confirmed Congo_Kinshasa 4/21/2020        90    4259      637     350      550    14   124 5/25/2020 
AAA1     1 Congo_Kinshasa Confirmed cc1=  .994374 cc2=  .805391 lx=  6.43679 if=  63 il=  90 4/21/2020  n=  27 now=    4259 end=        624       350       550 U=    18.13 T=   80.1 p1= -85.3 p2=   682.5 ed=   122 5/23/2020   x1=  63. x2=  90. y1=   .94 y2=  -.55 BEST
AAA2     1 Congo_Kinshasa Confirmed cc1=  .994374 cc2=  .805391 lx=  6.43179 if=  63 il=  90 4/21/2020  n=  27 now=    4259 end=        624       350       550 U=    18.13 T=   80.1 p1= -85.3 p2=   682.5 ed=   122 5/23/2020   x1=  63. x2=  90. y1=   .94 y2=  -.55 BEST
GP: Confirmed Congo_Kinshasa 4/21/2020        90    4259      624     350      550    14   122 5/23/2020 
AAA1     1 Congo_Kinshasa Confirmed cc1=  .993807 cc2=  .801357 lx=  6.41679 if=  64 il=  90 4/21/2020  n=  26 now=    4259 end=        612       350       550 U=    17.42 T=   79.9 p1= -85.6 p2=   695.9 ed=   120 5/21/2020   x1=  64. x2=  90. y1=   .91 y2=  -.58 BEST
AAA2     1 Congo_Kinshasa Confirmed cc1=  .993807 cc2=  .801357 lx=  6.41479 if=  64 il=  90 4/21/2020  n=  26 now=    4259 end=        612       350       550 U=    17.42 T=   79.9 p1= -85.6 p2=   695.9 ed=   120 5/21/2020   x1=  64. x2=  90. y1=   .91 y2=  -.58 BEST
GP: Confirmed Congo_Kinshasa 4/21/2020        90    4259      612     350      550    14   120 5/21/2020 
AAA1     1 Congo_Kinshasa Confirmed cc1=  .993062 cc2=  .796946 lx=  6.41679 if=  65 il=  90 4/21/2020  n=  25 now=    4259 end=        612       350       550 U=    16.75 T=   80.3 p1= -85.6 p2=   695.9 ed=   119 5/20/2020   x1=  65. x2=  90. y1=   .91 y2=  -.58 BEST
AAA2     1 Congo_Kinshasa Confirmed cc1=  .993062 cc2=  .796946 lx=  6.41479 if=  65 il=  90 4/21/2020  n=  25 now=    4259 end=        612       350       550 U=    16.75 T=   80.3 p1= -85.6 p2=   695.9 ed=   119 5/20/2020   x1=  65. x2=  90. y1=   .91 y2=  -.58 BEST
GP: Confirmed Congo_Kinshasa 4/21/2020        90    4259      612     350      550    14   119 5/20/2020 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .992706 cc2=  .792706 lx=  6.47679 if=  66 il=  90 4/21/2020  n=  24 now=    4259 end=        649       350       550 U=    18.27 T=   81.2 p1= -84.8 p2=   656.2 ed=   124 5/25/2020   x1=  66. x2=  90. y1=   .83 y2=  -.48     
GP: Confirmed Congo_Kinshasa 4/21/2020        90    4259      649     350      550    14   124 5/25/2020 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .992759 cc2=  .784245 lx=  6.72679 if=  68 il=  90 4/21/2020  n=  22 now=    4259 end=        834       350       550 U=    22.28 T=   86.9 p1= -80.4 p2=   510.7 ed=   139 6/9/2020    x1=  68. x2=  90. y1=   .85 y2=  -.14     
GP: Confirmed Congo_Kinshasa 4/21/2020        90    4259      834     350      550    14   139 6/9/2020  
AAA2     1 Congo_Kinshasa Confirmed cc1=  .993464 cc2=  .780263 lx=  7.08679 if=  69 il=  90 4/21/2020  n=  21 now=    4259 end=       1196       350       550 U=    29.54 T=   96.1 p1= -71.9 p2=   356.1 ed=   165 7/5/2020    x1=  69. x2=  90. y1=   .92 y2=   .21     
GP: Confirmed Congo_Kinshasa 4/21/2020        90    4259     1196     350      550    14   165 7/5/2020  
AAA2     1 Congo_Kinshasa Confirmed cc1=  .993479 cc2=  .775261 lx=  7.57679 if=  70 il=  90 4/21/2020  n=  20 now=    4259 end=       1952       350       550 U=    38.61 T=  110.9 p1= -54.2 p2=   218.2 ed=   202 8/11/2020   x1=  70. x2=  90. y1=  1.06 y2=   .54     
GP: Confirmed Congo_Kinshasa 4/21/2020        90    4259     1952     350      550    14   202 8/11/2020 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .994198 cc2=  .770591 lx= 10.05679 if=  71 il=  90 4/21/2020  n=  19 now=    4259 end=      23313       350       550 U=    92.27 T=  222.4 p1= 447.4 p2=    18.3 ed=   440 4/6/2021    x1=  71. x2=  90. y1=  1.64 y2=  1.43     
GP: Confirmed Congo_Kinshasa 4/21/2020        90    4259    -         350      550    14   440 4/6/2021  
AAA2     1 Congo_Kinshasa Confirmed cc1=  .993428 cc2=  .764012 lx=  9.05679 if=  72 il=  90 4/21/2020  n=  18 now=    4259 end=       8576       350       550 U=    68.58 T=  169.7 p1= 101.4 p2=    49.7 ed=   331 12/18/2020  x1=  72. x2=  90. y1=  1.43 y2=  1.16     
GP: Confirmed Congo_Kinshasa 4/21/2020        90    4259     8576     350      550    14   331 12/18/2020
AAA2     1 Congo_Kinshasa Confirmed cc1=  .992591 cc2=  .756889 lx= 10.35679 if=  73 il=  90 4/21/2020  n=  17 now=    4259 end=      31469       350       550 U=   101.42 T=  242.5 p1= 638.9 p2=    13.5 ed=   481 5/17/2021   x1=  73. x2=  90. y1=  1.67 y2=  1.50     
GP: Confirmed Congo_Kinshasa 4/21/2020        90    4259    -         350      550    14   481 5/17/2021 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .992232 cc2=  .749696 lx=  8.88679 if=  74 il=  90 4/21/2020  n=  16 now=    4259 end=       7235       350       550 U=    66.71 T=  163.9 p1=  69.9 p2=    58.9 ed=   321 12/8/2020   x1=  74. x2=  90. y1=  1.35 y2=  1.11     
GP: Confirmed Congo_Kinshasa 4/21/2020        90    4259     7235     350      550    14   321 12/8/2020 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .990684 cc2=  .740684 lx=  8.66679 if=  75 il=  90 4/21/2020  n=  15 now=    4259 end=       5806       350       550 U=    61.45 T=  153.5 p1=  36.3 p2=    73.4 ed=   298 11/15/2020  x1=  75. x2=  90. y1=  1.28 y2=  1.03     
GP: Confirmed Congo_Kinshasa 4/21/2020        90    4259     5806     350      550    14   298 11/15/2020
AAA2     1 Congo_Kinshasa Confirmed cc1=  .988722 cc2=  .730523 lx=  9.20679 if=  76 il=  90 4/21/2020  n=  14 now=    4259 end=       9964       350       550 U=    77.29 T=  183.4 p1= 134.0 p2=    42.7 ed=   365 1/21/2021   x1=  76. x2=  90. y1=  1.39 y2=  1.21     
