TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        4259.00000        8.35679
TAB:  Congo_Kinshasa Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  Congo_Kinshasa Confirmed .           130     3070     4259     4956        1     4956    21792    10463
TAB:  Congo_Kinshasa Confirmed 6/1/2020    131     3195     4259     4326        1     4326    29030    13610
TAB:  Congo_Kinshasa Confirmed .           132     3326     4259     4641        1     4641    25568     8260
TAB:  Congo_Kinshasa Confirmed 6/3/2020    133     3495     4259     8732        2     7631    27299    11879
TAB:  Congo_Kinshasa Confirmed .           134     3644     4259     9362        1     9362    29659    14869
TAB:  Congo_Kinshasa Confirmed 6/5/2020    135     3764     4259     9362        1     9362    22579    12823
TAB:  Congo_Kinshasa Confirmed .           136     3878     4259     8732        3     4956    30918    13767
TAB:  Congo_Kinshasa Confirmed 6/7/2020    137     4016     4259     8575        3     5271    30918    12666
TAB:  Congo_Kinshasa Confirmed .           138     4106     4259     7473        2     5113    28400    12980
TAB:  Congo_Kinshasa Confirmed 6/9/2020    139     4259     4259     8103        3     6057    29659    14711
AAA2     1 Congo_Kinshasa Confirmed cc1=  .894148 cc2=  .516183 lx=  4.35679 if=  49 il=  55 3/17/2020  n=   6 now=    4259 end=         78         3         0 U=    20.65 T=   79.4 p1= -98.2 p2=  5460.3 ed=   128 5/29/2020   x1=  49. x2=  55. y1=  1.47 y2=  1.18     
GP: Confirmed Congo_Kinshasa 3/17/2020        55    4259       78       3        0     0   128 5/29/2020 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .929589 cc2=  .576035 lx=  5.45679 if=  49 il=  56 3/18/2020  n=   7 now=    4259 end=        234         4        77 U=    23.88 T=   89.5 p1= -94.5 p2=  1820.1 ed=   145 6/15/2020   x1=  49. x2=  56. y1=  1.70 y2=  1.40     
GP: Confirmed Congo_Kinshasa 3/18/2020        56    4259      234       4       77     1   145 6/15/2020 
AAA1     1 Congo_Kinshasa Confirmed cc1=  .900081 cc2=  .522117 lx=  4.35679 if=  50 il=  56 3/18/2020  n=   6 now=    4259 end=         78         4        77 U=    15.67 T=   73.1 p1= -98.2 p2=  5460.3 ed=   110 5/11/2020   x1=  50. x2=  56. y1=  1.47 y2=  1.09 BEST
AAA2     1 Congo_Kinshasa Confirmed cc1=  .900154 cc2=  .522117 lx=  4.25679 if=  50 il=  56 3/18/2020  n=   6 now=    4259 end=         78         4        77 U=    15.67 T=   73.1 p1= -98.2 p2=  5460.3 ed=   110 5/11/2020   x1=  50. x2=  56. y1=  1.47 y2=  1.09 BEST
GP: Confirmed Congo_Kinshasa 3/18/2020        56    4259       78       4       77     1   110 5/11/2020 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .871461 cc2=  .538128 lx= 10.35679 if=  49 il=  57 3/19/2020  n=   8 now=    4259 end=      31469        14         0 U=    27.20 T=  112.6 p1= 638.9 p2=    13.5 ed=   176 7/16/2020   x1=  49. x2=  57. y1=  2.34 y2=  2.04     
GP: Confirmed Congo_Kinshasa 3/19/2020        57    4259    -          14        0     0   176 7/16/2020 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .854359 cc2=  .500805 lx= 10.35679 if=  50 il=  57 3/19/2020  n=   7 now=    4259 end=      31469        14         0 U=    23.80 T=  105.6 p1= 638.9 p2=    13.5 ed=   161 7/1/2020    x1=  50. x2=  57. y1=  2.34 y2=  2.04     
GP: Confirmed Congo_Kinshasa 3/19/2020        57    4259    -          14        0     0   161 7/1/2020  
AAA2     1 Congo_Kinshasa Confirmed cc1=  .902352 cc2=  .586124 lx= 10.35679 if=  49 il=  58 3/20/2020  n=   9 now=    4259 end=      31469        18         0 U=    27.50 T=  113.3 p1= 638.9 p2=    13.5 ed=   178 7/18/2020   x1=  49. x2=  58. y1=  2.34 y2=  2.01     
GP: Confirmed Congo_Kinshasa 3/20/2020        58    4259    -          18        0     0   178 7/18/2020 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .897187 cc2=  .563854 lx= 10.35679 if=  50 il=  58 3/20/2020  n=   8 now=    4259 end=      31469        18         0 U=    24.45 T=  107.2 p1= 638.9 p2=    13.5 ed=   164 7/4/2020    x1=  50. x2=  58. y1=  2.34 y2=  2.01     
GP: Confirmed Congo_Kinshasa 3/20/2020        58    4259    -          18        0     0   164 7/4/2020  
AAA2     1 Congo_Kinshasa Confirmed cc1=  .874758 cc2=  .521205 lx= 10.35679 if=  51 il=  58 3/20/2020  n=   7 now=    4259 end=      31469        18         0 U=    27.14 T=  112.6 p1= 638.9 p2=    13.5 ed=   176 7/16/2020   x1=  51. x2=  58. y1=  2.27 y2=  2.01     
GP: Confirmed Congo_Kinshasa 3/20/2020        58    4259    -          18        0     0   176 7/16/2020 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .907702 cc2=  .529738 lx= 10.35679 if=  52 il=  58 3/20/2020  n=   6 now=    4259 end=      31469        18         0 U=    23.26 T=  104.8 p1= 638.9 p2=    13.5 ed=   159 6/29/2020   x1=  52. x2=  58. y1=  2.27 y2=  2.01     
GP: Confirmed Congo_Kinshasa 3/20/2020        58    4259    -          18        0     0   159 6/29/2020 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .939630 cc2=  .531382 lx= 10.35679 if=  53 il=  58 3/20/2020  n=   5 now=    4259 end=      31469        18         0 U=    19.38 T=   97.0 p1= 638.9 p2=    13.5 ed=   142 6/12/2020   x1=  53. x2=  58. y1=  2.27 y2=  2.01     
GP: Confirmed Congo_Kinshasa 3/20/2020        58    4259    -          18        0     0   142 6/12/2020 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .927025 cc2=  .625513 lx= 10.35679 if=  49 il=  59 3/21/2020  n=  10 now=    4259 end=      31469        23        78 U=    27.73 T=  113.8 p1= 638.9 p2=    13.5 ed=   179 7/19/2020   x1=  49. x2=  59. y1=  2.34 y2=  1.98     
GP: Confirmed Congo_Kinshasa 3/21/2020        59    4259    -          23       78     1   179 7/19/2020 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .926260 cc2=  .610032 lx= 10.35679 if=  50 il=  59 3/21/2020  n=   9 now=    4259 end=      31469        23        78 U=    24.96 T=  108.3 p1= 638.9 p2=    13.5 ed=   167 7/7/2020    x1=  50. x2=  59. y1=  2.34 y2=  1.98     
GP: Confirmed Congo_Kinshasa 3/21/2020        59    4259    -          23       78     1   167 7/7/2020  
AAA2     1 Congo_Kinshasa Confirmed cc1=  .914015 cc2=  .580682 lx= 10.35679 if=  51 il=  59 3/21/2020  n=   8 now=    4259 end=      31469        23        78 U=    27.46 T=  113.3 p1= 638.9 p2=    13.5 ed=   178 7/18/2020   x1=  51. x2=  59. y1=  2.27 y2=  1.98     
GP: Confirmed Congo_Kinshasa 3/21/2020        59    4259    -          23       78     1   178 7/18/2020 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .938596 cc2=  .585043 lx= 10.35679 if=  52 il=  59 3/21/2020  n=   7 now=    4259 end=      31469        23        78 U=    24.03 T=  106.5 p1= 638.9 p2=    13.5 ed=   163 7/3/2020    x1=  52. x2=  59. y1=  2.27 y2=  1.98     
GP: Confirmed Congo_Kinshasa 3/21/2020        59    4259    -          23       78     1   163 7/3/2020  
AAA2     1 Congo_Kinshasa Confirmed cc1=  .959614 cc2=  .581650 lx= 10.35679 if=  53 il=  59 3/21/2020  n=   6 now=    4259 end=      31469        23        78 U=    20.59 T=   99.7 p1= 638.9 p2=    13.5 ed=   148 6/18/2020   x1=  53. x2=  59. y1=  2.27 y2=  1.98     
GP: Confirmed Congo_Kinshasa 3/21/2020        59    4259    -          23       78     1   148 6/18/2020 
AAA1     1 Congo_Kinshasa Confirmed cc1=  .971797 cc2=  .563549 lx=  4.35679 if=  54 il=  59 3/21/2020  n=   5 now=    4259 end=         78        23        78 U=     4.55 T=   59.9 p1= -98.2 p2=  5460.3 ed=    70 4/1/2020    x1=  54. x2=  59. y1=  1.30 y2=   .20 BEST
AAA2     1 Congo_Kinshasa Confirmed cc1=  .971862 cc2=  .563549 lx=  4.25679 if=  54 il=  59 3/21/2020  n=   5 now=    4259 end=         78        23        78 U=     4.55 T=   59.9 p1= -98.2 p2=  5460.3 ed=    70 4/1/2020    x1=  54. x2=  59. y1=  1.30 y2=   .20 BEST
GP: Confirmed Congo_Kinshasa 3/21/2020        59    4259       78      23       78     1    70 4/1/2020  
AAA2     1 Congo_Kinshasa Confirmed cc1=  .944279 cc2=  .655604 lx= 10.35679 if=  49 il=  60 3/22/2020  n=  11 now=    4259 end=      31469        30        78 U=    27.63 T=  113.6 p1= 638.9 p2=    13.5 ed=   178 7/18/2020   x1=  49. x2=  60. y1=  2.34 y2=  1.94     
GP: Confirmed Congo_Kinshasa 3/22/2020        60    4259    -          30       78     2   178 7/18/2020 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .945214 cc2=  .643702 lx= 10.35679 if=  50 il=  60 3/22/2020  n=  10 now=    4259 end=      31469        30        78 U=    25.12 T=  108.7 p1= 638.9 p2=    13.5 ed=   168 7/8/2020    x1=  50. x2=  60. y1=  2.34 y2=  1.94     
GP: Confirmed Congo_Kinshasa 3/22/2020        60    4259    -          30       78     2   168 7/8/2020  
AAA2     1 Congo_Kinshasa Confirmed cc1=  .937808 cc2=  .621580 lx= 10.35679 if=  51 il=  60 3/22/2020  n=   9 now=    4259 end=      31469        30        78 U=    27.37 T=  113.1 p1= 638.9 p2=    13.5 ed=   177 7/17/2020   x1=  51. x2=  60. y1=  2.27 y2=  1.94     
GP: Confirmed Congo_Kinshasa 3/22/2020        60    4259    -          30       78     2   177 7/17/2020 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .955955 cc2=  .622622 lx= 10.35679 if=  52 il=  60 3/22/2020  n=   8 now=    4259 end=      31469        30        78 U=    24.33 T=  107.2 p1= 638.9 p2=    13.5 ed=   164 7/4/2020    x1=  52. x2=  60. y1=  2.27 y2=  1.94     
GP: Confirmed Congo_Kinshasa 3/22/2020        60    4259    -          30       78     2   164 7/4/2020  
AAA2     1 Congo_Kinshasa Confirmed cc1=  .970139 cc2=  .616586 lx=  5.14679 if=  53 il=  60 3/22/2020  n=   7 now=    4259 end=        171        30        78 U=     7.47 T=   64.2 p1= -96.0 p2=  2490.6 ed=    81 4/12/2020   x1=  53. x2=  60. y1=  1.49 y2=   .56     
GP: Confirmed Congo_Kinshasa 3/22/2020        60    4259      171      30       78     2    81 4/12/2020 
AAA1     1 Congo_Kinshasa Confirmed cc1=  .981798 cc2=  .603834 lx=  4.35679 if=  54 il=  60 3/22/2020  n=   6 now=    4259 end=         78        30        78 U=     4.46 T=   59.8 p1= -98.2 p2=  5460.3 ed=    70 4/1/2020    x1=  54. x2=  60. y1=  1.30 y2=  -.05 BEST
AAA2     1 Congo_Kinshasa Confirmed cc1=  .982127 cc2=  .603834 lx=  4.25679 if=  54 il=  60 3/22/2020  n=   6 now=    4259 end=         78        30        78 U=     4.46 T=   59.8 p1= -98.2 p2=  5460.3 ed=    70 4/1/2020    x1=  54. x2=  60. y1=  1.30 y2=  -.05 BEST
GP: Confirmed Congo_Kinshasa 3/22/2020        60    4259       78      30       78     2    70 4/1/2020  
AAA1     1 Congo_Kinshasa Confirmed cc1=  .980079 cc2=  .571831 lx=  4.35679 if=  55 il=  60 3/22/2020  n=   5 now=    4259 end=         78        30        78 U=     4.08 T=   59.8 p1= -98.2 p2=  5460.3 ed=    69 3/31/2020   x1=  55. x2=  60. y1=  1.18 y2=  -.05 BEST
AAA2     1 Congo_Kinshasa Confirmed cc1=  .981292 cc2=  .571831 lx=  4.25679 if=  55 il=  60 3/22/2020  n=   5 now=    4259 end=         78        30        78 U=     4.08 T=   59.8 p1= -98.2 p2=  5460.3 ed=    69 3/31/2020   x1=  55. x2=  60. y1=  1.18 y2=  -.05 BEST
GP: Confirmed Congo_Kinshasa 3/22/2020        60    4259       78      30       78     2    69 3/31/2020 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .956364 cc2=  .679014 lx= 10.35679 if=  49 il=  61 3/23/2020  n=  12 now=    4259 end=      31469        36        78 U=    28.26 T=  115.1 p1= 638.9 p2=    13.5 ed=   181 7/21/2020   x1=  49. x2=  61. y1=  2.34 y2=  1.91     
GP: Confirmed Congo_Kinshasa 3/23/2020        61    4259    -          36       78     4   181 7/21/2020 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .957567 cc2=  .668892 lx= 10.35679 if=  50 il=  61 3/23/2020  n=  11 now=    4259 end=      31469        36        78 U=    25.90 T=  110.6 p1= 638.9 p2=    13.5 ed=   171 7/11/2020   x1=  50. x2=  61. y1=  2.34 y2=  1.91     
GP: Confirmed Congo_Kinshasa 3/23/2020        61    4259    -          36       78     4   171 7/11/2020 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .952283 cc2=  .650771 lx= 10.35679 if=  51 il=  61 3/23/2020  n=  10 now=    4259 end=      31469        36        78 U=    28.14 T=  114.8 p1= 638.9 p2=    13.5 ed=   181 7/21/2020   x1=  51. x2=  61. y1=  2.27 y2=  1.91     
GP: Confirmed Congo_Kinshasa 3/23/2020        61    4259    -          36       78     4   181 7/21/2020 
AAA2     1 Congo_Kinshasa Confirmed cc1=  .965878 cc2=  .649650 lx=  5.55679 if=  52 il=  61 3/23/2020  n=   9 now=    4259 end=        258        36        78 U=     9.98 T=   67.8 p1= -93.9 p2=  1650.8 ed=    91 4/22/2020   x1=  52. x2=  61. y1=  1.58 y2=   .68     
GP: Confirmed Congo_Kinshasa 3/23/2020        61    4259      258      36       78     4    91 4/22/2020 
AAA1     1 Congo_Kinshasa Confirmed cc1=  .978821 cc2=  .645487 lx=  4.42679 if=  53 il=  61 3/23/2020  n=   8 now=    4259 end=         83        36        78 U=     5.38 T=   60.1 p1= -98.1 p2=  5131.3 ed=    72 4/3/2020    x1=  53. x2=  61. y1=  1.32 y2=  -.17 BEST
AAA2     1 Congo_Kinshasa Confirmed cc1=  .978821 cc2=  .645487 lx=  4.42479 if=  53 il=  61 3/23/2020  n=   8 now=    4259 end=         83        36        78 U=     5.38 T=   60.1 p1= -98.1 p2=  5131.3 ed=    72 4/3/2020    x1=  53. x2=  61. y1=  1.32 y2=  -.17 BEST
GP: Confirmed Congo_Kinshasa 3/23/2020        61    4259       83      36       78     4    72 4/3/2020  
AAA1     1 Congo_Kinshasa Confirmed cc1=  .987288 cc2=  .633735 lx=  4.35679 if=  54 il=  61 3/23/2020  n=   7 now=    4259 end=         78        36        78 U=     4.50 T=   59.8 p1= -98.2 p2=  5460.3 ed=    70 4/1/2020    x1=  54. x2=  61. y1=  1.30 y2=  -.26 BEST
AAA2     1 Congo_Kinshasa Confirmed cc1=  .987849 cc2=  .633735 lx=  4.25679 if=  54 il=  61 3/23/2020  n=   7 now=    4259 end=         78        36        78 U=     4.50 T=   59.8 p1= -98.2 p2=  5460.3 ed=    70 4/1/2020    x1=  54. x2=  61. y1=  1.30 y2=  -.26 BEST
GP: Confirmed Congo_Kinshasa 3/23/2020        61    4259       78      36       78     4    70 4/1/2020  
AAA1     1 Congo_Kinshasa Confirmed cc1=  .985558 cc2=  .607594 lx=  4.35679 if=  55 il=  61 3/23/2020  n=   6 now=    4259 end=         78        36        78 U=     4.17 T=   59.9 p1= -98.2 p2=  5460.3 ed=    69 3/31/2020   x1=  55. x2=  61. y1=  1.18 y2=  -.26 BEST
AAA2     1 Congo_Kinshasa Confirmed cc1=  .987052 cc2=  .607594 lx=  4.25679 if=  55 il=  61 3/23/2020  n=   6 now=    4259 end=         78        36        78 U=     4.17 T=   59.9 p1= -98.2 p2=  5460.3 ed=    69 3/31/2020   x1=  55. x2=  61. y1=  1.18 y2=  -.26 BEST
GP: Confirmed Congo_Kinshasa 3/23/2020        61    4259       78      36       78     4    69 3/31/2020 
AAA1     1 Congo_Kinshasa Confirmed cc1=  .977274 cc2=  .569026 lx=  4.35679 if=  56 il=  61 3/23/2020  n=   5 now=    4259 end=         78        36        78 U=     3.72 T=   60.0 p1= -98.2 p2=  5460.3 ed=    68 3/30/2020   x1=  56. x2=  61. y1=  1.09 y2=  -.26 BEST
