TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       13464.00000        9.50777
TAB:  Nigeria Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed Nigeria 5/3/2020        102   13464    -        2558     4725     1   295 11/12/2020
AAA2     1 Nigeria Confirmed cc1=  .988594 cc2=  .834290 lx= 11.50777 if=  61 il= 102 5/3/2020   n=  41 now=   13464 end=      99486      2558      4725 U=    54.03 T=  172.1 p1= 638.9 p2=    13.5 ed=   299 11/16/2020  x1=  61. x2= 102. y1=  2.06 y2=  1.30     
GP: Confirmed Nigeria 5/3/2020        102   13464    -        2558     4725     1   299 11/16/2020
AAA2     1 Nigeria Confirmed cc1=  .980787 cc2=  .801182 lx= 11.50777 if=  72 il= 102 5/3/2020   n=  30 now=   13464 end=      99486      2558      4725 U=    57.64 T=  176.8 p1= 638.9 p2=    13.5 ed=   312 11/29/2020  x1=  72. x2= 102. y1=  1.82 y2=  1.30     
GP: Confirmed Nigeria 5/3/2020        102   13464    -        2558     4725     1   312 11/29/2020
AAA2     1 Nigeria Confirmed cc1=  .982470 cc2=  .799896 lx= 11.50777 if=  73 il= 102 5/3/2020   n=  29 now=   13464 end=      99486      2558      4725 U=    56.05 T=  174.7 p1= 638.9 p2=    13.5 ed=   306 11/23/2020  x1=  73. x2= 102. y1=  1.82 y2=  1.30     
GP: Confirmed Nigeria 5/3/2020        102   13464    -        2558     4725     1   306 11/23/2020
AAA2     1 Nigeria Confirmed cc1=  .992110 cc2=  .787986 lx= 11.50777 if=  79 il= 102 5/3/2020   n=  23 now=   13464 end=      99486      2558      4725 U=    50.22 T=  167.2 p1= 638.9 p2=    13.5 ed=   285 11/2/2020   x1=  79. x2= 102. y1=  1.76 y2=  1.30     
GP: Confirmed Nigeria 5/3/2020        102   13464    -        2558     4725     1   285 11/2/2020 
AAA2     1 Nigeria Confirmed cc1=  .993983 cc2=  .785469 lx= 11.50777 if=  80 il= 102 5/3/2020   n=  22 now=   13464 end=      99486      2558      4725 U=    48.80 T=  165.3 p1= 638.9 p2=    13.5 ed=   280 10/28/2020  x1=  80. x2= 102. y1=  1.75 y2=  1.30     
GP: Confirmed Nigeria 5/3/2020        102   13464    -        2558     4725     1   280 10/28/2020
AAA2     1 Nigeria Confirmed cc1=  .995528 cc2=  .782327 lx= 11.50777 if=  81 il= 102 5/3/2020   n=  21 now=   13464 end=      99486      2558      4725 U=    46.87 T=  162.8 p1= 638.9 p2=    13.5 ed=   273 10/21/2020  x1=  81. x2= 102. y1=  1.75 y2=  1.30     
GP: Confirmed Nigeria 5/3/2020        102   13464    -        2558     4725     1   273 10/21/2020
AAA2     1 Nigeria Confirmed cc1=  .996188 cc2=  .777971 lx= 11.50777 if=  82 il= 102 5/3/2020   n=  20 now=   13464 end=      99486      2558      4725 U=    45.71 T=  161.3 p1= 638.9 p2=    13.5 ed=   269 10/17/2020  x1=  82. x2= 102. y1=  1.74 y2=  1.30     
GP: Confirmed Nigeria 5/3/2020        102   13464    -        2558     4725     1   269 10/17/2020
AAA2     1 Nigeria Confirmed cc1=  .996495 cc2=  .772889 lx= 11.50777 if=  83 il= 102 5/3/2020   n=  19 now=   13464 end=      99486      2558      4725 U=    44.96 T=  160.3 p1= 638.9 p2=    13.5 ed=   266 10/14/2020  x1=  83. x2= 102. y1=  1.72 y2=  1.30     
GP: Confirmed Nigeria 5/3/2020        102   13464    -        2558     4725     1   266 10/14/2020
AAA2     1 Nigeria Confirmed cc1=  .996662 cc2=  .767246 lx= 11.50777 if=  84 il= 102 5/3/2020   n=  18 now=   13464 end=      99486      2558      4725 U=    44.24 T=  159.4 p1= 638.9 p2=    13.5 ed=   263 10/11/2020  x1=  84. x2= 102. y1=  1.70 y2=  1.30     
GP: Confirmed Nigeria 5/3/2020        102   13464    -        2558     4725     1   263 10/11/2020
AAA2     1 Nigeria Confirmed cc1=  .996667 cc2=  .760965 lx= 11.50777 if=  85 il= 102 5/3/2020   n=  17 now=   13464 end=      99486      2558      4725 U=    43.39 T=  158.3 p1= 638.9 p2=    13.5 ed=   260 10/8/2020   x1=  85. x2= 102. y1=  1.69 y2=  1.30     
GP: Confirmed Nigeria 5/3/2020        102   13464    -        2558     4725     1   260 10/8/2020 
AAA2     1 Nigeria Confirmed cc1=  .996390 cc2=  .753855 lx= 11.50777 if=  86 il= 102 5/3/2020   n=  16 now=   13464 end=      99486      2558      4725 U=    43.08 T=  157.9 p1= 638.9 p2=    13.5 ed=   259 10/7/2020   x1=  86. x2= 102. y1=  1.67 y2=  1.30     
GP: Confirmed Nigeria 5/3/2020        102   13464    -        2558     4725     1   259 10/7/2020 
AAA2     1 Nigeria Confirmed cc1=  .996042 cc2=  .746042 lx= 11.50777 if=  87 il= 102 5/3/2020   n=  15 now=   13464 end=      99486      2558      4725 U=    42.45 T=  157.1 p1= 638.9 p2=    13.5 ed=   257 10/5/2020   x1=  87. x2= 102. y1=  1.65 y2=  1.30     
GP: Confirmed Nigeria 5/3/2020        102   13464    -        2558     4725     1   257 10/5/2020 
AAA2     1 Nigeria Confirmed cc1=  .995420 cc2=  .737221 lx= 11.50777 if=  88 il= 102 5/3/2020   n=  14 now=   13464 end=      99486      2558      4725 U=    43.07 T=  157.9 p1= 638.9 p2=    13.5 ed=   259 10/7/2020   x1=  88. x2= 102. y1=  1.62 y2=  1.30     
GP: Confirmed Nigeria 5/3/2020        102   13464    -        2558     4725     1   259 10/7/2020 
AAA2     1 Nigeria Confirmed cc1=  .995295 cc2=  .728034 lx= 11.48777 if=  89 il= 102 5/3/2020   n=  13 now=   13464 end=      97516      2558      4725 U=    41.29 T=  155.4 p1= 624.3 p2=    13.8 ed=   252 9/30/2020   x1=  89. x2= 102. y1=  1.61 y2=  1.29     
GP: Confirmed Nigeria 5/3/2020        102   13464    -        2558     4725     1   252 9/30/2020 
AAA2     1 Nigeria Confirmed cc1=  .995500 cc2=  .662167 lx= 11.50777 if=  94 il= 102 5/3/2020   n=   8 now=   13464 end=      99486      2558      4725 U=    41.81 T=  156.3 p1= 638.9 p2=    13.5 ed=   254 10/2/2020   x1=  94. x2= 102. y1=  1.49 y2=  1.30     
GP: Confirmed Nigeria 5/3/2020        102   13464    -        2558     4725     1   254 10/2/2020 
AAA2     1 Nigeria Confirmed cc1=  .997026 cc2=  .643473 lx= 10.27777 if=  95 il= 102 5/3/2020   n=   7 now=   13464 end=      29079      2558      4725 U=    27.74 T=  126.6 p1= 116.0 p2=    46.3 ed=   192 8/1/2020    x1=  95. x2= 102. y1=  1.14 y2=   .89     
GP: Confirmed Nigeria 5/3/2020        102   13464    29079    2558     4725     1   192 8/1/2020  
AAA2     1 Nigeria Confirmed cc1=  .999514 cc2=  .621549 lx=  8.62777 if=  96 il= 102 5/3/2020   n=   6 now=   13464 end=       5584      2558      4725 U=     9.92 T=   99.5 p1= -58.5 p2=   241.1 ed=   122 5/23/2020   x1=  96. x2= 102. y1=   .36 y2=  -.25     
GP: Confirmed Nigeria 5/3/2020        102   13464     5584    2558     4725     1   122 5/23/2020 
AAA1     1 Nigeria Confirmed cc1=  .999318 cc2=  .591070 lx=  8.49777 if=  97 il= 102 5/3/2020   n=   5 now=   13464 end=       4903      2558      4725 U=     8.61 T=   98.3 p1= -63.6 p2=   274.6 ed=   118 5/19/2020   x1=  97. x2= 102. y1=   .15 y2=  -.43 BEST
AAA2     1 Nigeria Confirmed cc1=  .999318 cc2=  .591070 lx=  8.49777 if=  97 il= 102 5/3/2020   n=   5 now=   13464 end=       4903      2558      4725 U=     8.61 T=   98.3 p1= -63.6 p2=   274.6 ed=   118 5/19/2020   x1=  97. x2= 102. y1=   .15 y2=  -.43 BEST
GP: Confirmed Nigeria 5/3/2020        102   13464     4903    2558     4725     1   118 5/19/2020 
AAA2     1 Nigeria Confirmed cc1=  .989029 cc2=  .866860 lx= 10.72777 if=  37 il= 103 5/4/2020   n=  66 now=   13464 end=      45605      2802      6217 U=    49.00 T=  153.3 p1= 238.7 p2=    29.5 ed=   268 10/16/2020  x1=  37. x2= 103. y1=  2.37 y2=  1.03     
GP: Confirmed Nigeria 5/4/2020        103   13464    -        2802     6217     2   268 10/16/2020
AAA2     1 Nigeria Confirmed cc1=  .989614 cc2=  .866523 lx= 10.58777 if=  38 il= 103 5/4/2020   n=  65 now=   13464 end=      39647      2802      6217 U=    46.92 T=  148.7 p1= 194.5 p2=    34.0 ed=   259 10/7/2020   x1=  38. x2= 103. y1=  2.36 y2=   .97     
GP: Confirmed Nigeria 5/4/2020        103   13464    39647    2802     6217     2   259 10/7/2020 
AAA2     1 Nigeria Confirmed cc1=  .990085 cc2=  .866050 lx= 10.46777 if=  39 il= 103 5/4/2020   n=  64 now=   13464 end=      35163      2802      6217 U=    45.06 T=  144.8 p1= 161.2 p2=    38.3 ed=   251 9/29/2020   x1=  39. x2= 103. y1=  2.35 y2=   .93     
GP: Confirmed Nigeria 5/4/2020        103   13464    35163    2802     6217     2   251 9/29/2020 
AAA2     1 Nigeria Confirmed cc1=  .990434 cc2=  .865434 lx= 10.35777 if=  40 il= 103 5/4/2020   n=  63 now=   13464 end=      31501      2802      6217 U=    43.33 T=  141.3 p1= 134.0 p2=    42.7 ed=   243 9/21/2020   x1=  40. x2= 103. y1=  2.34 y2=   .88     
GP: Confirmed Nigeria 5/4/2020        103   13464    31501    2802     6217     2   243 9/21/2020 
AAA2     1 Nigeria Confirmed cc1=  .990655 cc2=  .864667 lx= 10.25777 if=  41 il= 103 5/4/2020   n=  62 now=   13464 end=      28503      2802      6217 U=    41.71 T=  138.1 p1= 111.7 p2=    47.2 ed=   236 9/14/2020   x1=  41. x2= 103. y1=  2.33 y2=   .84     
GP: Confirmed Nigeria 5/4/2020        103   13464    28503    2802     6217     2   236 9/14/2020 
AAA2     1 Nigeria Confirmed cc1=  .990745 cc2=  .863745 lx= 10.16777 if=  42 il= 103 5/4/2020   n=  61 now=   13464 end=      26050      2802      6217 U=    40.20 T=  135.2 p1=  93.5 p2=    51.7 ed=   230 9/8/2020    x1=  42. x2= 103. y1=  2.32 y2=   .80     
GP: Confirmed Nigeria 5/4/2020        103   13464    26050    2802     6217     2   230 9/8/2020  
AAA2     1 Nigeria Confirmed cc1=  .990699 cc2=  .862662 lx= 10.08777 if=  43 il= 103 5/4/2020   n=  60 now=   13464 end=      24047      2802      6217 U=    38.81 T=  132.7 p1=  78.6 p2=    56.0 ed=   224 9/2/2020    x1=  43. x2= 103. y1=  2.31 y2=   .77     
GP: Confirmed Nigeria 5/4/2020        103   13464    24047    2802     6217     2   224 9/2/2020  
AAA2     1 Nigeria Confirmed cc1=  .990517 cc2=  .861418 lx= 10.02777 if=  44 il= 103 5/4/2020   n=  59 now=   13464 end=      22646      2802      6217 U=    37.62 T=  130.7 p1=  68.2 p2=    59.5 ed=   219 8/28/2020   x1=  44. x2= 103. y1=  2.31 y2=   .74     
GP: Confirmed Nigeria 5/4/2020        103   13464    22646    2802     6217     2   219 8/28/2020 
AAA2     1 Nigeria Confirmed cc1=  .990204 cc2=  .860015 lx=  9.96777 if=  45 il= 103 5/4/2020   n=  58 now=   13464 end=      21327      2802      6217 U=    36.44 T=  128.8 p1=  58.4 p2=    63.1 ed=   214 8/23/2020   x1=  45. x2= 103. y1=  2.30 y2=   .71     
GP: Confirmed Nigeria 5/4/2020        103   13464    21327    2802     6217     2   214 8/23/2020 
AAA2     1 Nigeria Confirmed cc1=  .989770 cc2=  .858464 lx=  9.93777 if=  46 il= 103 5/4/2020   n=  57 now=   13464 end=      20697      2802      6217 U=    35.55 T=  127.6 p1=  53.7 p2=    65.1 ed=   211 8/20/2020   x1=  46. x2= 103. y1=  2.30 y2=   .69     
GP: Confirmed Nigeria 5/4/2020        103   13464    20697    2802     6217     2   211 8/20/2020 
AAA2     1 Nigeria Confirmed cc1=  .989238 cc2=  .856785 lx=  9.91777 if=  47 il= 103 5/4/2020   n=  56 now=   13464 end=      20287      2802      6217 U=    36.39 T=  127.9 p1=  50.7 p2=    66.4 ed=   213 8/22/2020   x1=  47. x2= 103. y1=  2.22 y2=   .68     
GP: Confirmed Nigeria 5/4/2020        103   13464    20287    2802     6217     2   213 8/22/2020 
AAA2     1 Nigeria Confirmed cc1=  .988877 cc2=  .855246 lx=  9.86777 if=  48 il= 103 5/4/2020   n=  55 now=   13464 end=      19298      2802      6217 U=    35.28 T=  126.2 p1=  43.3 p2=    69.8 ed=   209 8/18/2020   x1=  48. x2= 103. y1=  2.22 y2=   .66     
GP: Confirmed Nigeria 5/4/2020        103   13464    19298    2802     6217     2   209 8/18/2020 
AAA2     1 Nigeria Confirmed cc1=  .988369 cc2=  .853529 lx=  9.82777 if=  49 il= 103 5/4/2020   n=  54 now=   13464 end=      18541      2802      6217 U=    34.27 T=  124.8 p1=  37.7 p2=    72.6 ed=   205 8/14/2020   x1=  49. x2= 103. y1=  2.21 y2=   .64     
GP: Confirmed Nigeria 5/4/2020        103   13464    18541    2802     6217     2   205 8/14/2020 
AAA2     1 Nigeria Confirmed cc1=  .987737 cc2=  .851654 lx=  9.80777 if=  50 il= 103 5/4/2020   n=  53 now=   13464 end=      18174      2802      6217 U=    33.46 T=  123.9 p1=  35.0 p2=    74.1 ed=   202 8/11/2020   x1=  50. x2= 103. y1=  2.21 y2=   .63     
GP: Confirmed Nigeria 5/4/2020        103   13464    18174    2802     6217     2   202 8/11/2020 
AAA2     1 Nigeria Confirmed cc1=  .989092 cc2=  .841650 lx= 11.50777 if=  58 il= 103 5/4/2020   n=  45 now=   13464 end=      99486      2802      6217 U=    48.53 T=  164.8 p1= 638.9 p2=    13.5 ed=   279 10/27/2020  x1=  58. x2= 103. y1=  2.20 y2=  1.27     
GP: Confirmed Nigeria 5/4/2020        103   13464    -        2802     6217     2   279 10/27/2020
AAA2     1 Nigeria Confirmed cc1=  .989734 cc2=  .840662 lx= 11.50777 if=  59 il= 103 5/4/2020   n=  44 now=   13464 end=      99486      2802      6217 U=    51.30 T=  168.3 p1= 638.9 p2=    13.5 ed=   289 11/6/2020   x1=  59. x2= 103. y1=  2.13 y2=  1.27     
GP: Confirmed Nigeria 5/4/2020        103   13464    -        2802     6217     2   289 11/6/2020 
AAA2     1 Nigeria Confirmed cc1=  .989299 cc2=  .838543 lx= 11.50777 if=  60 il= 103 5/4/2020   n=  43 now=   13464 end=      99486      2802      6217 U=    52.43 T=  169.7 p1= 638.9 p2=    13.5 ed=   293 11/10/2020  x1=  60. x2= 103. y1=  2.09 y2=  1.27     
GP: Confirmed Nigeria 5/4/2020        103   13464    -        2802     6217     2   293 11/10/2020
AAA2     1 Nigeria Confirmed cc1=  .988608 cc2=  .836110 lx= 11.50777 if=  61 il= 103 5/4/2020   n=  42 now=   13464 end=      99486      2802      6217 U=    53.57 T=  171.2 p1= 638.9 p2=    13.5 ed=   297 11/14/2020  x1=  61. x2= 103. y1=  2.06 y2=  1.27     
GP: Confirmed Nigeria 5/4/2020        103   13464    -        2802     6217     2   297 11/14/2020
AAA2     1 Nigeria Confirmed cc1=  .981609 cc2=  .804832 lx= 11.50777 if=  72 il= 103 5/4/2020   n=  31 now=   13464 end=      99486      2802      6217 U=    56.81 T=  175.3 p1= 638.9 p2=    13.5 ed=   309 11/26/2020  x1=  72. x2= 103. y1=  1.82 y2=  1.27     
GP: Confirmed Nigeria 5/4/2020        103   13464    -        2802     6217     2   309 11/26/2020
AAA2     1 Nigeria Confirmed cc1=  .983280 cc2=  .803675 lx= 11.50777 if=  73 il= 103 5/4/2020   n=  30 now=   13464 end=      99486      2802      6217 U=    55.29 T=  173.3 p1= 638.9 p2=    13.5 ed=   303 11/20/2020  x1=  73. x2= 103. y1=  1.82 y2=  1.27     
GP: Confirmed Nigeria 5/4/2020        103   13464    -        2802     6217     2   303 11/20/2020
AAA2     1 Nigeria Confirmed cc1=  .984548 cc2=  .801974 lx= 11.50777 if=  74 il= 103 5/4/2020   n=  29 now=   13464 end=      99486      2802      6217 U=    54.78 T=  172.7 p1= 638.9 p2=    13.5 ed=   301 11/18/2020  x1=  74. x2= 103. y1=  1.80 y2=  1.27     
GP: Confirmed Nigeria 5/4/2020        103   13464    -        2802     6217     2   301 11/18/2020
AAA2     1 Nigeria Confirmed cc1=  .992702 cc2=  .792702 lx= 11.50777 if=  79 il= 103 5/4/2020   n=  24 now=   13464 end=      99486      2802      6217 U=    49.67 T=  166.2 p1= 638.9 p2=    13.5 ed=   283 10/31/2020  x1=  79. x2= 103. y1=  1.76 y2=  1.27     
GP: Confirmed Nigeria 5/4/2020        103   13464    -        2802     6217     2   283 10/31/2020
AAA2     1 Nigeria Confirmed cc1=  .994462 cc2=  .790338 lx= 11.50777 if=  80 il= 103 5/4/2020   n=  23 now=   13464 end=      99486      2802      6217 U=    48.32 T=  164.5 p1= 638.9 p2=    13.5 ed=   278 10/26/2020  x1=  80. x2= 103. y1=  1.75 y2=  1.27     
GP: Confirmed Nigeria 5/4/2020        103   13464    -        2802     6217     2   278 10/26/2020
AAA2     1 Nigeria Confirmed cc1=  .995909 cc2=  .787395 lx= 11.50777 if=  81 il= 103 5/4/2020   n=  22 now=   13464 end=      99486      2802      6217 U=    46.49 T=  162.2 p1= 638.9 p2=    13.5 ed=   271 10/19/2020  x1=  81. x2= 103. y1=  1.75 y2=  1.27     
GP: Confirmed Nigeria 5/4/2020        103   13464    -        2802     6217     2   271 10/19/2020
AAA2     1 Nigeria Confirmed cc1=  .996553 cc2=  .783352 lx= 11.50777 if=  82 il= 103 5/4/2020   n=  21 now=   13464 end=      99486      2802      6217 U=    45.38 T=  160.7 p1= 638.9 p2=    13.5 ed=   267 10/15/2020  x1=  82. x2= 103. y1=  1.74 y2=  1.27     
GP: Confirmed Nigeria 5/4/2020        103   13464    -        2802     6217     2   267 10/15/2020
AAA2     1 Nigeria Confirmed cc1=  .996876 cc2=  .778658 lx= 11.50777 if=  83 il= 103 5/4/2020   n=  20 now=   13464 end=      99486      2802      6217 U=    44.66 T=  159.8 p1= 638.9 p2=    13.5 ed=   265 10/13/2020  x1=  83. x2= 103. y1=  1.72 y2=  1.27     
GP: Confirmed Nigeria 5/4/2020        103   13464    -        2802     6217     2   265 10/13/2020
AAA2     1 Nigeria Confirmed cc1=  .997070 cc2=  .773463 lx= 11.50777 if=  84 il= 103 5/4/2020   n=  19 now=   13464 end=      99486      2802      6217 U=    43.97 T=  159.0 p1= 638.9 p2=    13.5 ed=   262 10/10/2020  x1=  84. x2= 103. y1=  1.70 y2=  1.27     
GP: Confirmed Nigeria 5/4/2020        103   13464    -        2802     6217     2   262 10/10/2020
AAA2     1 Nigeria Confirmed cc1=  .997123 cc2=  .767707 lx= 11.50777 if=  85 il= 103 5/4/2020   n=  18 now=   13464 end=      99486      2802      6217 U=    43.17 T=  157.9 p1= 638.9 p2=    13.5 ed=   259 10/7/2020   x1=  85. x2= 103. y1=  1.69 y2=  1.27     
GP: Confirmed Nigeria 5/4/2020        103   13464    -        2802     6217     2   259 10/7/2020 
AAA2     1 Nigeria Confirmed cc1=  .996931 cc2=  .761229 lx= 11.50777 if=  86 il= 103 5/4/2020   n=  17 now=   13464 end=      99486      2802      6217 U=    42.86 T=  157.5 p1= 638.9 p2=    13.5 ed=   258 10/6/2020   x1=  86. x2= 103. y1=  1.67 y2=  1.27     
GP: Confirmed Nigeria 5/4/2020        103   13464    -        2802     6217     2   258 10/6/2020 
AAA2     1 Nigeria Confirmed cc1=  .996687 cc2=  .754152 lx= 11.50777 if=  87 il= 103 5/4/2020   n=  16 now=   13464 end=      99486      2802      6217 U=    42.26 T=  156.8 p1= 638.9 p2=    13.5 ed=   256 10/4/2020   x1=  87. x2= 103. y1=  1.65 y2=  1.27     
GP: Confirmed Nigeria 5/4/2020        103   13464    -        2802     6217     2   256 10/4/2020 
AAA2     1 Nigeria Confirmed cc1=  .996223 cc2=  .746223 lx= 11.50777 if=  88 il= 103 5/4/2020   n=  15 now=   13464 end=      99486      2802      6217 U=    42.83 T=  157.5 p1= 638.9 p2=    13.5 ed=   258 10/6/2020   x1=  88. x2= 103. y1=  1.62 y2=  1.27     
GP: Confirmed Nigeria 5/4/2020        103   13464    -        2802     6217     2   258 10/6/2020 
AAA2     1 Nigeria Confirmed cc1=  .996179 cc2=  .737980 lx= 11.46777 if=  89 il= 103 5/4/2020   n=  14 now=   13464 end=      95585      2802      6217 U=    40.96 T=  154.7 p1= 609.9 p2=    14.1 ed=   251 9/29/2020   x1=  89. x2= 103. y1=  1.60 y2=  1.26     
GP: Confirmed Nigeria 5/4/2020        103   13464    -        2802     6217     2   251 9/29/2020 
AAA2     1 Nigeria Confirmed cc1=  .996653 cc2=  .680426 lx= 11.50777 if=  94 il= 103 5/4/2020   n=   9 now=   13464 end=      99486      2802      6217 U=    41.56 T=  155.9 p1= 638.9 p2=    13.5 ed=   253 10/1/2020   x1=  94. x2= 103. y1=  1.49 y2=  1.27     
GP: Confirmed Nigeria 5/4/2020        103   13464    -        2802     6217     2   253 10/1/2020 
AAA2     1 Nigeria Confirmed cc1=  .997846 cc2=  .664512 lx=  9.58777 if=  95 il= 103 5/4/2020   n=   8 now=   13464 end=      14585      2802      6217 U=    20.47 T=  113.2 p1=   8.3 p2=    92.3 ed=   161 7/1/2020    x1=  95. x2= 103. y1=   .89 y2=   .50     
GP: Confirmed Nigeria 5/4/2020        103   13464    14585    2802     6217     2   161 7/1/2020  
AAA1     1 Nigeria Confirmed cc1=  .999632 cc2=  .646079 lx=  8.75777 if=  96 il= 103 5/4/2020   n=   7 now=   13464 end=       6359      2802      6217 U=    10.88 T=  100.8 p1= -52.8 p2=   211.7 ed=   126 5/27/2020   x1=  96. x2= 103. y1=   .44 y2=  -.20 BEST
AAA2     1 Nigeria Confirmed cc1=  .999632 cc2=  .646079 lx=  8.75777 if=  96 il= 103 5/4/2020   n=   7 now=   13464 end=       6359      2802      6217 U=    10.88 T=  100.8 p1= -52.8 p2=   211.7 ed=   126 5/27/2020   x1=  96. x2= 103. y1=   .44 y2=  -.20 BEST
GP: Confirmed Nigeria 5/4/2020        103   13464     6359    2802     6217     2   126 5/27/2020 
AAA1     1 Nigeria Confirmed cc1=  .999455 cc2=  .621491 lx=  8.72777 if=  97 il= 103 5/4/2020   n=   6 now=   13464 end=       6171      2802      6217 U=    10.57 T=  100.5 p1= -54.2 p2=   218.2 ed=   125 5/26/2020   x1=  97. x2= 103. y1=   .33 y2=  -.24 BEST
AAA2     1 Nigeria Confirmed cc1=  .999455 cc2=  .621491 lx=  8.72577 if=  97 il= 103 5/4/2020   n=   6 now=   13464 end=       6171      2802      6217 U=    10.57 T=  100.5 p1= -54.2 p2=   218.2 ed=   125 5/26/2020   x1=  97. x2= 103. y1=   .33 y2=  -.24 BEST
GP: Confirmed Nigeria 5/4/2020        103   13464     6171    2802     6217     2   125 5/26/2020 
AAA2     1 Nigeria Confirmed cc1=  .999172 cc2=  .590924 lx=  8.64777 if=  98 il= 103 5/4/2020   n=   5 now=   13464 end=       5697      2802      6217 U=     9.63 T=   99.7 p1= -57.7 p2=   236.3 ed=   122 5/23/2020   x1=  98. x2= 103. y1=   .18 y2=  -.34     
GP: Confirmed Nigeria 5/4/2020        103   13464     5697    2802     6217     2   122 5/23/2020 
AAA2     1 Nigeria Confirmed cc1=  .989435 cc2=  .868167 lx= 10.84777 if=  37 il= 104 5/5/2020   n=  67 now=   13464 end=      51419      2950      5223 U=    50.23 T=  156.8 p1= 281.9 p2=    26.2 ed=   275 10/23/2020  x1=  37. x2= 104. y1=  2.38 y2=  1.05     
GP: Confirmed Nigeria 5/5/2020        104   13464    -        2950     5223     2   275 10/23/2020
AAA2     1 Nigeria Confirmed cc1=  .989989 cc2=  .867820 lx= 10.71777 if=  38 il= 104 5/5/2020   n=  66 now=   13464 end=      45151      2950      5223 U=    48.24 T=  152.4 p1= 235.3 p2=    29.8 ed=   266 10/14/2020  x1=  38. x2= 104. y1=  2.37 y2=  1.00     
GP: Confirmed Nigeria 5/5/2020        104   13464    -        2950     5223     2   266 10/14/2020
AAA2     1 Nigeria Confirmed cc1=  .990432 cc2=  .867341 lx= 10.58777 if=  39 il= 104 5/5/2020   n=  65 now=   13464 end=      39647      2950      5223 U=    46.27 T=  148.2 p1= 194.5 p2=    34.0 ed=   257 10/5/2020   x1=  39. x2= 104. y1=  2.36 y2=   .95     
GP: Confirmed Nigeria 5/5/2020        104   13464    39647    2950     5223     2   257 10/5/2020 
AAA2     1 Nigeria Confirmed cc1=  .990758 cc2=  .866723 lx= 10.47777 if=  40 il= 104 5/5/2020   n=  64 now=   13464 end=      35517      2950      5223 U=    44.52 T=  144.6 p1= 163.8 p2=    37.9 ed=   249 9/27/2020   x1=  40. x2= 104. y1=  2.35 y2=   .91     
GP: Confirmed Nigeria 5/5/2020        104   13464    35517    2950     5223     2   249 9/27/2020 
AAA2     1 Nigeria Confirmed cc1=  .990961 cc2=  .865961 lx= 10.37777 if=  41 il= 104 5/5/2020   n=  63 now=   13464 end=      32137      2950      5223 U=    42.88 T=  141.3 p1= 138.7 p2=    41.9 ed=   242 9/20/2020   x1=  41. x2= 104. y1=  2.34 y2=   .87     
GP: Confirmed Nigeria 5/5/2020        104   13464    32137    2950     5223     2   242 9/20/2020 
AAA2     1 Nigeria Confirmed cc1=  .991037 cc2=  .865049 lx= 10.28777 if=  42 il= 104 5/5/2020   n=  62 now=   13464 end=      29371      2950      5223 U=    41.37 T=  138.4 p1= 118.1 p2=    45.8 ed=   236 9/14/2020   x1=  42. x2= 104. y1=  2.33 y2=   .83     
GP: Confirmed Nigeria 5/5/2020        104   13464    29371    2950     5223     2   236 9/14/2020 
AAA2     1 Nigeria Confirmed cc1=  .990984 cc2=  .863984 lx= 10.20777 if=  43 il= 104 5/5/2020   n=  61 now=   13464 end=      27113      2950      5223 U=    39.96 T=  135.8 p1= 101.4 p2=    49.7 ed=   230 9/8/2020    x1=  43. x2= 104. y1=  2.32 y2=   .80     
GP: Confirmed Nigeria 5/5/2020        104   13464    27113    2950     5223     2   230 9/8/2020  
AAA2     1 Nigeria Confirmed cc1=  .990801 cc2=  .862764 lx= 10.14777 if=  44 il= 104 5/5/2020   n=  60 now=   13464 end=      25534      2950      5223 U=    38.76 T=  133.8 p1=  89.6 p2=    52.7 ed=   225 9/3/2020    x1=  44. x2= 104. y1=  2.32 y2=   .77     
GP: Confirmed Nigeria 5/5/2020        104   13464    25534    2950     5223     2   225 9/3/2020  
AAA2     1 Nigeria Confirmed cc1=  .990494 cc2=  .861395 lx= 10.09777 if=  45 il= 104 5/5/2020   n=  59 now=   13464 end=      24288      2950      5223 U=    37.66 T=  132.1 p1=  80.4 p2=    55.4 ed=   220 8/29/2020   x1=  45. x2= 104. y1=  2.31 y2=   .75     
GP: Confirmed Nigeria 5/5/2020        104   13464    24288    2950     5223     2   220 8/29/2020 
AAA2     1 Nigeria Confirmed cc1=  .990075 cc2=  .859886 lx= 10.05777 if=  46 il= 104 5/5/2020   n=  58 now=   13464 end=      23336      2950      5223 U=    36.67 T=  130.6 p1=  73.3 p2=    57.7 ed=   217 8/26/2020   x1=  46. x2= 104. y1=  2.31 y2=   .73     
GP: Confirmed Nigeria 5/5/2020        104   13464    23336    2950     5223     2   217 8/26/2020 
AAA2     1 Nigeria Confirmed cc1=  .989564 cc2=  .858258 lx= 10.03777 if=  47 il= 104 5/5/2020   n=  57 now=   13464 end=      22874      2950      5223 U=    37.55 T=  130.9 p1=  69.9 p2=    58.9 ed=   219 8/28/2020   x1=  47. x2= 104. y1=  2.23 y2=   .72     
GP: Confirmed Nigeria 5/5/2020        104   13464    22874    2950     5223     2   219 8/28/2020 
