TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        4863.00000        8.48941
TAB:  US_Iowa_Polk Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_Iowa_Polk 5/22/2020       121    4863     5112    3518     4760     6   143 6/13/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .997315 cc2=  .820538 lx=  8.50941 if=  90 il= 121 5/22/2020  n=  31 now=    4863 end=       4961      3518      4760 U=    15.68 T=  104.3 p1=   2.0 p2=    98.0 ed=   141 6/11/2020   x1=  90. x2= 121. y1=   .91 y2= -1.07     
GP: Confirmed US_Iowa_Polk 5/22/2020       121    4863     4961    3518     4760     6   141 6/11/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .997270 cc2=  .817664 lx=  8.49941 if=  91 il= 121 5/22/2020  n=  30 now=    4863 end=       4911      3518      4760 U=    15.14 T=  104.4 p1=   1.0 p2=    99.0 ed=   140 6/10/2020   x1=  91. x2= 121. y1=   .88 y2= -1.10     
GP: Confirmed US_Iowa_Polk 5/22/2020       121    4863     4911    3518     4760     6   140 6/10/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .997048 cc2=  .814474 lx=  8.48941 if=  92 il= 121 5/22/2020  n=  29 now=    4863 end=       4862      3518      4760 U=    14.78 T=  104.3 p1=    .0 p2=   100.0 ed=   139 6/9/2020    x1=  92. x2= 121. y1=   .83 y2= -1.13     
GP: Confirmed US_Iowa_Polk 5/22/2020       121    4863     4862    3518     4760     6   139 6/9/2020  
AAA1     1 US_Iowa_Polk Confirmed cc1=  .996751 cc2=  .811056 lx=  8.47941 if=  93 il= 121 5/22/2020  n=  28 now=    4863 end=       4814      3518      4760 U=    14.64 T=  104.0 p1=  -1.0 p2=   101.0 ed=   138 6/8/2020    x1=  93. x2= 121. y1=   .75 y2= -1.16 BEST
AAA2     1 US_Iowa_Polk Confirmed cc1=  .996753 cc2=  .811056 lx=  8.48341 if=  93 il= 121 5/22/2020  n=  28 now=    4863 end=       4814      3518      4760 U=    14.64 T=  104.0 p1=  -1.0 p2=   101.0 ed=   138 6/8/2020    x1=  93. x2= 121. y1=   .75 y2= -1.16 BEST
GP: Confirmed US_Iowa_Polk 5/22/2020       121    4863     4814    3518     4760     6   138 6/8/2020  
AAA1     1 US_Iowa_Polk Confirmed cc1=  .996466 cc2=  .807484 lx=  8.47941 if=  94 il= 121 5/22/2020  n=  27 now=    4863 end=       4814      3518      4760 U=    14.63 T=  104.0 p1=  -1.0 p2=   101.0 ed=   138 6/8/2020    x1=  94. x2= 121. y1=   .69 y2= -1.16 BEST
AAA2     1 US_Iowa_Polk Confirmed cc1=  .996467 cc2=  .807484 lx=  8.47541 if=  94 il= 121 5/22/2020  n=  27 now=    4863 end=       4814      3518      4760 U=    14.63 T=  104.0 p1=  -1.0 p2=   101.0 ed=   138 6/8/2020    x1=  94. x2= 121. y1=   .69 y2= -1.16 BEST
GP: Confirmed US_Iowa_Polk 5/22/2020       121    4863     4814    3518     4760     6   138 6/8/2020  
AAA1     1 US_Iowa_Polk Confirmed cc1=  .996185 cc2=  .803735 lx=  8.46941 if=  95 il= 121 5/22/2020  n=  26 now=    4863 end=       4766      3518      4760 U=    14.29 T=  104.0 p1=  -2.0 p2=   102.0 ed=   137 6/7/2020    x1=  95. x2= 121. y1=   .63 y2= -1.19 BEST
AAA2     1 US_Iowa_Polk Confirmed cc1=  .996187 cc2=  .803735 lx=  8.46441 if=  95 il= 121 5/22/2020  n=  26 now=    4863 end=       4766      3518      4760 U=    14.29 T=  104.0 p1=  -2.0 p2=   102.0 ed=   137 6/7/2020    x1=  95. x2= 121. y1=   .63 y2= -1.19 BEST
GP: Confirmed US_Iowa_Polk 5/22/2020       121    4863     4766    3518     4760     6   137 6/7/2020  
AAA1     1 US_Iowa_Polk Confirmed cc1=  .995834 cc2=  .799718 lx=  8.45941 if=  96 il= 121 5/22/2020  n=  25 now=    4863 end=       4719      3518      4760 U=    13.66 T=  104.3 p1=  -3.0 p2=   103.1 ed=   136 6/6/2020    x1=  96. x2= 121. y1=   .61 y2= -1.22 BEST
AAA2     1 US_Iowa_Polk Confirmed cc1=  .995835 cc2=  .799718 lx=  8.45541 if=  96 il= 121 5/22/2020  n=  25 now=    4863 end=       4719      3518      4760 U=    13.66 T=  104.3 p1=  -3.0 p2=   103.1 ed=   136 6/6/2020    x1=  96. x2= 121. y1=   .61 y2= -1.22 BEST
GP: Confirmed US_Iowa_Polk 5/22/2020       121    4863     4719    3518     4760     6   136 6/6/2020  
AAA1     1 US_Iowa_Polk Confirmed cc1=  .995322 cc2=  .795322 lx=  8.45941 if=  97 il= 121 5/22/2020  n=  24 now=    4863 end=       4719      3518      4760 U=    13.41 T=  104.6 p1=  -3.0 p2=   103.1 ed=   136 6/6/2020    x1=  97. x2= 121. y1=   .56 y2= -1.22 BEST
AAA2     1 US_Iowa_Polk Confirmed cc1=  .995322 cc2=  .795322 lx=  8.45841 if=  97 il= 121 5/22/2020  n=  24 now=    4863 end=       4719      3518      4760 U=    13.41 T=  104.6 p1=  -3.0 p2=   103.1 ed=   136 6/6/2020    x1=  97. x2= 121. y1=   .56 y2= -1.22 BEST
GP: Confirmed US_Iowa_Polk 5/22/2020       121    4863     4719    3518     4760     6   136 6/6/2020  
AAA1     1 US_Iowa_Polk Confirmed cc1=  .994905 cc2=  .790781 lx=  8.46941 if=  98 il= 121 5/22/2020  n=  23 now=    4863 end=       4766      3518      4760 U=    13.54 T=  104.9 p1=  -2.0 p2=   102.0 ed=   136 6/6/2020    x1=  98. x2= 121. y1=   .51 y2= -1.19 BEST
AAA2     1 US_Iowa_Polk Confirmed cc1=  .994907 cc2=  .790781 lx=  8.47441 if=  98 il= 121 5/22/2020  n=  23 now=    4863 end=       4766      3518      4760 U=    13.54 T=  104.9 p1=  -2.0 p2=   102.0 ed=   136 6/6/2020    x1=  98. x2= 121. y1=   .51 y2= -1.19 BEST
GP: Confirmed US_Iowa_Polk 5/22/2020       121    4863     4766    3518     4760     6   136 6/6/2020  
AAA2     1 US_Iowa_Polk Confirmed cc1=  .995590 cc2=  .782389 lx=  8.58941 if= 100 il= 121 5/22/2020  n=  21 now=    4863 end=       5374      3518      4760 U=    16.44 T=  106.9 p1=  10.5 p2=    90.5 ed=   145 6/15/2020   x1= 100. x2= 121. y1=   .42 y2=  -.86     
GP: Confirmed US_Iowa_Polk 5/22/2020       121    4863     5374    3518     4760     6   145 6/15/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .996194 cc2=  .777976 lx=  8.68941 if= 101 il= 121 5/22/2020  n=  20 now=    4863 end=       5939      3518      4760 U=    19.23 T=  108.6 p1=  22.1 p2=    81.9 ed=   153 6/23/2020   x1= 101. x2= 121. y1=   .39 y2=  -.65     
GP: Confirmed US_Iowa_Polk 5/22/2020       121    4863     5939    3518     4760     6   153 6/23/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .997506 cc2=  .768090 lx=  9.10941 if= 103 il= 121 5/22/2020  n=  18 now=    4863 end=       9039      3518      4760 U=    30.76 T=  119.2 p1=  85.9 p2=    53.8 ed=   191 7/31/2020   x1= 103. x2= 121. y1=   .53 y2=  -.06     
GP: Confirmed US_Iowa_Polk 5/22/2020       121    4863     9039    3518     4760     6   191 7/31/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .997617 cc2=  .761915 lx=  9.41941 if= 104 il= 121 5/22/2020  n=  17 now=    4863 end=      12325      3518      4760 U=    39.12 T=  129.8 p1= 153.4 p2=    39.5 ed=   222 8/31/2020   x1= 104. x2= 121. y1=   .66 y2=   .23     
GP: Confirmed US_Iowa_Polk 5/22/2020       121    4863    12325    3518     4760     6   222 8/31/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .998382 cc2=  .748382 lx= 10.48941 if= 106 il= 121 5/22/2020  n=  15 now=    4863 end=      35932      3518      4760 U=    71.96 T=  181.7 p1= 638.9 p2=    13.5 ed=   351 1/7/2021    x1= 106. x2= 121. y1=  1.05 y2=   .84     
GP: Confirmed US_Iowa_Polk 5/22/2020       121    4863    -        3518     4760     6   351 1/7/2021  
AAA2     1 US_Iowa_Polk Confirmed cc1=  .998201 cc2=  .740003 lx= 10.48941 if= 107 il= 121 5/22/2020  n=  14 now=    4863 end=      35932      3518      4760 U=    72.84 T=  182.4 p1= 638.9 p2=    13.5 ed=   354 1/10/2021   x1= 107. x2= 121. y1=  1.04 y2=   .84     
GP: Confirmed US_Iowa_Polk 5/22/2020       121    4863    -        3518     4760     6   354 1/10/2021 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .998542 cc2=  .731281 lx= 10.48941 if= 108 il= 121 5/22/2020  n=  13 now=    4863 end=      35932      3518      4760 U=    70.28 T=  180.3 p1= 638.9 p2=    13.5 ed=   346 1/2/2021    x1= 108. x2= 121. y1=  1.03 y2=   .84     
GP: Confirmed US_Iowa_Polk 5/22/2020       121    4863    -        3518     4760     6   346 1/2/2021  
AAA2     1 US_Iowa_Polk Confirmed cc1=  .998290 cc2=  .720940 lx= 10.48941 if= 109 il= 121 5/22/2020  n=  12 now=    4863 end=      35932      3518      4760 U=    67.47 T=  177.9 p1= 638.9 p2=    13.5 ed=   337 12/24/2020  x1= 109. x2= 121. y1=  1.02 y2=   .84     
GP: Confirmed US_Iowa_Polk 5/22/2020       121    4863    -        3518     4760     6   337 12/24/2020
AAA2     1 US_Iowa_Polk Confirmed cc1=  .998168 cc2=  .709493 lx= 10.48941 if= 110 il= 121 5/22/2020  n=  11 now=    4863 end=      35932      3518      4760 U=    69.93 T=  180.0 p1= 638.9 p2=    13.5 ed=   344 12/31/2020  x1= 110. x2= 121. y1=  1.00 y2=   .84     
GP: Confirmed US_Iowa_Polk 5/22/2020       121    4863    -        3518     4760     6   344 12/31/2020
AAA2     1 US_Iowa_Polk Confirmed cc1=  .997677 cc2=  .696165 lx= 10.48941 if= 111 il= 121 5/22/2020  n=  10 now=    4863 end=      35932      3518      4760 U=    68.89 T=  179.1 p1= 638.9 p2=    13.5 ed=   341 12/28/2020  x1= 111. x2= 121. y1=   .99 y2=   .84     
GP: Confirmed US_Iowa_Polk 5/22/2020       121    4863    -        3518     4760     6   341 12/28/2020
AAA2     1 US_Iowa_Polk Confirmed cc1=  .996901 cc2=  .680673 lx= 10.48941 if= 112 il= 121 5/22/2020  n=   9 now=    4863 end=      35932      3518      4760 U=    69.47 T=  179.6 p1= 638.9 p2=    13.5 ed=   343 12/30/2020  x1= 112. x2= 121. y1=   .97 y2=   .84     
GP: Confirmed US_Iowa_Polk 5/22/2020       121    4863    -        3518     4760     6   343 12/30/2020
AAA2     1 US_Iowa_Polk Confirmed cc1=  .995883 cc2=  .662550 lx= 10.48941 if= 113 il= 121 5/22/2020  n=   8 now=    4863 end=      35932      3518      4760 U=    68.16 T=  178.5 p1= 638.9 p2=    13.5 ed=   339 12/26/2020  x1= 113. x2= 121. y1=   .96 y2=   .84     
GP: Confirmed US_Iowa_Polk 5/22/2020       121    4863    -        3518     4760     6   339 12/26/2020
AAA2     1 US_Iowa_Polk Confirmed cc1=  .994122 cc2=  .640569 lx= 10.48941 if= 114 il= 121 5/22/2020  n=   7 now=    4863 end=      35932      3518      4760 U=    71.18 T=  181.0 p1= 638.9 p2=    13.5 ed=   349 1/5/2021    x1= 114. x2= 121. y1=   .94 y2=   .84     
GP: Confirmed US_Iowa_Polk 5/22/2020       121    4863    -        3518     4760     6   349 1/5/2021  
AAA2     1 US_Iowa_Polk Confirmed cc1=  .995084 cc2=  .617120 lx= 10.48941 if= 115 il= 121 5/22/2020  n=   6 now=    4863 end=      35932      3518      4760 U=    68.62 T=  178.9 p1= 638.9 p2=    13.5 ed=   340 12/27/2020  x1= 115. x2= 121. y1=   .93 y2=   .84     
GP: Confirmed US_Iowa_Polk 5/22/2020       121    4863    -        3518     4760     6   340 12/27/2020
AAA2     1 US_Iowa_Polk Confirmed cc1=  .996947 cc2=  .588699 lx= 10.48941 if= 116 il= 121 5/22/2020  n=   5 now=    4863 end=      35932      3518      4760 U=    65.06 T=  175.9 p1= 638.9 p2=    13.5 ed=   329 12/16/2020  x1= 116. x2= 121. y1=   .92 y2=   .84     
GP: Confirmed US_Iowa_Polk 5/22/2020       121    4863    -        3518     4760     6   329 12/16/2020
AAA2     1 US_Iowa_Polk Confirmed cc1=  .994753 cc2=  .874367 lx=  9.87941 if=  54 il= 122 5/23/2020  n=  68 now=    4863 end=      19524      3603      4940 U=    38.51 T=  142.2 p1= 301.5 p2=    24.9 ed=   233 9/11/2020   x1=  54. x2= 122. y1=  2.29 y2=   .52     
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863    -        3603     4940     7   233 9/11/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .994881 cc2=  .873613 lx= 10.01941 if=  55 il= 122 5/23/2020  n=  67 now=    4863 end=      22458      3603      4940 U=    39.41 T=  145.8 p1= 361.8 p2=    21.7 ed=   238 9/16/2020   x1=  55. x2= 122. y1=  2.30 y2=   .60     
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863    -        3603     4940     7   238 9/16/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .995469 cc2=  .873300 lx= 10.32941 if=  56 il= 122 5/23/2020  n=  66 now=    4863 end=      30620      3603      4940 U=    45.15 T=  156.3 p1= 529.7 p2=    15.9 ed=   262 10/10/2020  x1=  56. x2= 122. y1=  2.22 y2=   .76     
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863    -        3603     4940     7   262 10/10/2020
AAA2     1 US_Iowa_Polk Confirmed cc1=  .995489 cc2=  .872398 lx= 10.48941 if=  57 il= 122 5/23/2020  n=  65 now=    4863 end=      35932      3603      4940 U=    48.87 T=  162.7 p1= 638.9 p2=    13.5 ed=   278 10/26/2020  x1=  57. x2= 122. y1=  2.16 y2=   .83     
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863    -        3603     4940     7   278 10/26/2020
AAA2     1 US_Iowa_Polk Confirmed cc1=  .995298 cc2=  .871263 lx= 10.48941 if=  58 il= 122 5/23/2020  n=  64 now=    4863 end=      35932      3603      4940 U=    48.11 T=  162.1 p1= 638.9 p2=    13.5 ed=   275 10/23/2020  x1=  58. x2= 122. y1=  2.16 y2=   .83     
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863    -        3603     4940     7   275 10/23/2020
AAA2     1 US_Iowa_Polk Confirmed cc1=  .995173 cc2=  .870173 lx= 10.48941 if=  59 il= 122 5/23/2020  n=  63 now=    4863 end=      35932      3603      4940 U=    49.62 T=  163.3 p1= 638.9 p2=    13.5 ed=   280 10/28/2020  x1=  59. x2= 122. y1=  2.10 y2=   .83     
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863    -        3603     4940     7   280 10/28/2020
AAA2     1 US_Iowa_Polk Confirmed cc1=  .994940 cc2=  .868952 lx= 10.48941 if=  60 il= 122 5/23/2020  n=  62 now=    4863 end=      35932      3603      4940 U=    48.83 T=  162.7 p1= 638.9 p2=    13.5 ed=   277 10/25/2020  x1=  60. x2= 122. y1=  2.10 y2=   .83     
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863    -        3603     4940     7   277 10/25/2020
AAA2     1 US_Iowa_Polk Confirmed cc1=  .994735 cc2=  .867734 lx= 10.48941 if=  61 il= 122 5/23/2020  n=  61 now=    4863 end=      35932      3603      4940 U=    48.91 T=  162.7 p1= 638.9 p2=    13.5 ed=   278 10/26/2020  x1=  61. x2= 122. y1=  2.08 y2=   .83     
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863    -        3603     4940     7   278 10/26/2020
AAA2     1 US_Iowa_Polk Confirmed cc1=  .992688 cc2=  .856605 lx= 10.48941 if=  69 il= 122 5/23/2020  n=  53 now=    4863 end=      35932      3603      4940 U=    53.81 T=  166.8 p1= 638.9 p2=    13.5 ed=   293 11/10/2020  x1=  69. x2= 122. y1=  1.82 y2=   .83     
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863    -        3603     4940     7   293 11/10/2020
AAA2     1 US_Iowa_Polk Confirmed cc1=  .992809 cc2=  .855449 lx= 10.48941 if=  70 il= 122 5/23/2020  n=  52 now=    4863 end=      35932      3603      4940 U=    53.36 T=  166.4 p1= 638.9 p2=    13.5 ed=   292 11/9/2020   x1=  70. x2= 122. y1=  1.81 y2=   .83     
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863    -        3603     4940     7   292 11/9/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .992874 cc2=  .854199 lx= 10.48941 if=  71 il= 122 5/23/2020  n=  51 now=    4863 end=      35932      3603      4940 U=    52.97 T=  166.1 p1= 638.9 p2=    13.5 ed=   291 11/8/2020   x1=  71. x2= 122. y1=  1.80 y2=   .83     
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863    -        3603     4940     7   291 11/8/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .992920 cc2=  .852892 lx= 10.21941 if=  72 il= 122 5/23/2020  n=  50 now=    4863 end=      27430      3603      4940 U=    49.15 T=  156.8 p1= 464.1 p2=    17.7 ed=   272 10/20/2020  x1=  72. x2= 122. y1=  1.73 y2=   .71     
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863    -        3603     4940     7   272 10/20/2020
AAA2     1 US_Iowa_Polk Confirmed cc1=  .993549 cc2=  .850691 lx=  9.66941 if=  74 il= 122 5/23/2020  n=  48 now=    4863 end=      15826      3603      4940 U=    40.33 T=  137.8 p1= 225.4 p2=    30.7 ed=   232 9/10/2020   x1=  74. x2= 122. y1=  1.58 y2=   .39     
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863    -        3603     4940     7   232 9/10/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .994124 cc2=  .849786 lx=  9.45941 if=  75 il= 122 5/23/2020  n=  47 now=    4863 end=      12828      3603      4940 U=    36.33 T=  130.7 p1= 163.8 p2=    37.9 ed=   216 8/25/2020   x1=  75. x2= 122. y1=  1.53 y2=   .24     
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863    12828    3603     4940     7   216 8/25/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .994630 cc2=  .848765 lx=  9.29941 if=  76 il= 122 5/23/2020  n=  46 now=    4863 end=      10931      3603      4940 U=    33.10 T=  125.5 p1= 124.8 p2=    44.5 ed=   203 8/12/2020   x1=  76. x2= 122. y1=  1.49 y2=   .10     
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863    10931    3603     4940     7   203 8/12/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .995024 cc2=  .847582 lx=  9.16941 if=  77 il= 122 5/23/2020  n=  45 now=    4863 end=       9598      3603      4940 U=    30.56 T=  121.4 p1=  97.4 p2=    50.7 ed=   193 8/2/2020    x1=  77. x2= 122. y1=  1.45 y2=  -.02     
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863     9598    3603     4940     7   193 8/2/2020  
AAA2     1 US_Iowa_Polk Confirmed cc1=  .995392 cc2=  .846321 lx=  9.05941 if=  78 il= 122 5/23/2020  n=  44 now=    4863 end=       8599      3603      4940 U=    28.30 T=  118.1 p1=  76.8 p2=    56.6 ed=   184 7/24/2020   x1=  78. x2= 122. y1=  1.42 y2=  -.14     
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863     8599    3603     4940     7   184 7/24/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .995690 cc2=  .844934 lx=  8.96941 if=  79 il= 122 5/23/2020  n=  43 now=    4863 end=       7858      3603      4940 U=    26.39 T=  115.4 p1=  61.6 p2=    61.9 ed=   177 7/17/2020   x1=  79. x2= 122. y1=  1.38 y2=  -.25     
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863     7858    3603     4940     7   177 7/17/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .995912 cc2=  .843413 lx=  8.89941 if=  80 il= 122 5/23/2020  n=  42 now=    4863 end=       7327      3603      4940 U=    25.01 T=  113.4 p1=  50.7 p2=    66.4 ed=   172 7/12/2020   x1=  80. x2= 122. y1=  1.34 y2=  -.34     
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863     7327    3603     4940     7   172 7/12/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .996431 cc2=  .840257 lx=  8.77941 if=  82 il= 122 5/23/2020  n=  40 now=    4863 end=       6499      3603      4940 U=    22.44 T=  110.2 p1=  33.6 p2=    74.8 ed=   163 7/3/2020    x1=  82. x2= 122. y1=  1.25 y2=  -.53     
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863     6499    3603     4940     7   163 7/3/2020  
AAA2     1 US_Iowa_Polk Confirmed cc1=  .996700 cc2=  .838586 lx=  8.72941 if=  83 il= 122 5/23/2020  n=  39 now=    4863 end=       6182      3603      4940 U=    21.30 T=  108.9 p1=  27.1 p2=    78.7 ed=   159 6/29/2020   x1=  83. x2= 122. y1=  1.21 y2=  -.62     
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863     6182    3603     4940     7   159 6/29/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .997082 cc2=  .834860 lx=  8.65941 if=  85 il= 122 5/23/2020  n=  37 now=    4863 end=       5764      3603      4940 U=    19.56 T=  107.2 p1=  18.5 p2=    84.4 ed=   153 6/23/2020   x1=  85. x2= 122. y1=  1.14 y2=  -.76     
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863     5764    3603     4940     7   153 6/23/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .997275 cc2=  .832876 lx=  8.62941 if=  86 il= 122 5/23/2020  n=  36 now=    4863 end=       5593      3603      4940 U=    18.73 T=  106.6 p1=  15.0 p2=    86.9 ed=   150 6/20/2020   x1=  86. x2= 122. y1=  1.10 y2=  -.82     
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863     5593    3603     4940     7   150 6/20/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .997349 cc2=  .825850 lx=  8.55941 if=  89 il= 122 5/23/2020  n=  33 now=    4863 end=       5215      3603      4940 U=    16.92 T=  105.2 p1=   7.2 p2=    93.3 ed=   145 6/15/2020   x1=  89. x2= 122. y1=   .96 y2=  -.99     
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863     5215    3603     4940     7   145 6/15/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .997399 cc2=  .823322 lx=  8.54941 if=  90 il= 122 5/23/2020  n=  32 now=    4863 end=       5163      3603      4940 U=    16.44 T=  105.2 p1=   6.2 p2=    94.2 ed=   143 6/13/2020   x1=  90. x2= 122. y1=   .92 y2= -1.02     
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863     5163    3603     4940     7   143 6/13/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .997324 cc2=  .820547 lx=  8.52941 if=  91 il= 122 5/23/2020  n=  31 now=    4863 end=       5061      3603      4940 U=    15.70 T=  105.1 p1=   4.1 p2=    96.1 ed=   142 6/12/2020   x1=  91. x2= 122. y1=   .90 y2= -1.08     
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863     5061    3603     4940     7   142 6/12/2020 
AAA1     1 US_Iowa_Polk Confirmed cc1=  .997094 cc2=  .817489 lx=  8.51941 if=  92 il= 122 5/23/2020  n=  30 now=    4863 end=       5011      3603      4940 U=    15.34 T=  105.0 p1=   3.0 p2=    97.0 ed=   141 6/11/2020   x1=  92. x2= 122. y1=   .85 y2= -1.11 BEST
AAA2     1 US_Iowa_Polk Confirmed cc1=  .997095 cc2=  .817489 lx=  8.52341 if=  92 il= 122 5/23/2020  n=  30 now=    4863 end=       5011      3603      4940 U=    15.34 T=  105.0 p1=   3.0 p2=    97.0 ed=   141 6/11/2020   x1=  92. x2= 122. y1=   .85 y2= -1.11 BEST
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863     5011    3603     4940     7   141 6/11/2020 
AAA1     1 US_Iowa_Polk Confirmed cc1=  .996804 cc2=  .814230 lx=  8.51941 if=  93 il= 122 5/23/2020  n=  29 now=    4863 end=       5011      3603      4940 U=    15.41 T=  104.9 p1=   3.0 p2=    97.0 ed=   141 6/11/2020   x1=  93. x2= 122. y1=   .77 y2= -1.11 BEST
AAA2     1 US_Iowa_Polk Confirmed cc1=  .996804 cc2=  .814230 lx=  8.52041 if=  93 il= 122 5/23/2020  n=  29 now=    4863 end=       5011      3603      4940 U=    15.41 T=  104.9 p1=   3.0 p2=    97.0 ed=   141 6/11/2020   x1=  93. x2= 122. y1=   .77 y2= -1.11 BEST
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863     5011    3603     4940     7   141 6/11/2020 
AAA1     1 US_Iowa_Polk Confirmed cc1=  .996509 cc2=  .810813 lx=  8.50941 if=  94 il= 122 5/23/2020  n=  28 now=    4863 end=       4961      3603      4940 U=    15.21 T=  104.7 p1=   2.0 p2=    98.0 ed=   140 6/10/2020   x1=  94. x2= 122. y1=   .70 y2= -1.14 BEST
AAA2     1 US_Iowa_Polk Confirmed cc1=  .996510 cc2=  .810813 lx=  8.51341 if=  94 il= 122 5/23/2020  n=  28 now=    4863 end=       4961      3603      4940 U=    15.21 T=  104.7 p1=   2.0 p2=    98.0 ed=   140 6/10/2020   x1=  94. x2= 122. y1=   .70 y2= -1.14 BEST
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863     4961    3603     4940     7   140 6/10/2020 
AAA1     1 US_Iowa_Polk Confirmed cc1=  .996209 cc2=  .807226 lx=  8.49941 if=  95 il= 122 5/23/2020  n=  27 now=    4863 end=       4911      3603      4940 U=    14.87 T=  104.6 p1=   1.0 p2=    99.0 ed=   139 6/9/2020    x1=  95. x2= 122. y1=   .64 y2= -1.17 BEST
AAA2     1 US_Iowa_Polk Confirmed cc1=  .996210 cc2=  .807226 lx=  8.50441 if=  95 il= 122 5/23/2020  n=  27 now=    4863 end=       4911      3603      4940 U=    14.87 T=  104.6 p1=   1.0 p2=    99.0 ed=   139 6/9/2020    x1=  95. x2= 122. y1=   .64 y2= -1.17 BEST
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863     4911    3603     4940     7   139 6/9/2020  
AAA1     1 US_Iowa_Polk Confirmed cc1=  .995843 cc2=  .803393 lx=  8.49941 if=  96 il= 122 5/23/2020  n=  26 now=    4863 end=       4911      3603      4940 U=    14.46 T=  105.1 p1=   1.0 p2=    99.0 ed=   139 6/9/2020    x1=  96. x2= 122. y1=   .63 y2= -1.17 BEST
AAA2     1 US_Iowa_Polk Confirmed cc1=  .995844 cc2=  .803393 lx=  8.49641 if=  96 il= 122 5/23/2020  n=  26 now=    4863 end=       4911      3603      4940 U=    14.46 T=  105.1 p1=   1.0 p2=    99.0 ed=   139 6/9/2020    x1=  96. x2= 122. y1=   .63 y2= -1.17 BEST
GP: Confirmed US_Iowa_Polk 5/23/2020       122    4863     4911    3603     4940     7   139 6/9/2020  
AAA1     1 US_Iowa_Polk Confirmed cc1=  .995362 cc2=  .799246 lx=  8.49941 if=  97 il= 122 5/23/2020  n=  25 now=    4863 end=       4911      3603      4940 U=    14.22 T=  105.3 p1=   1.0 p2=    99.0 ed=   138 6/8/2020    x1=  97. x2= 122. y1=   .59 y2= -1.17 BEST
AAA2     1 US_Iowa_Polk Confirmed cc1=  .995362 cc2=  .799246 lx=  8.50041 if=  97 il= 122 5/23/2020  n=  25 now=    4863 end=       4911      3603      4940 U=    14.22 T=  105.3 p1=   1.0 p2=    99.0 ed=   138 6/8/2020    x1=  97. x2= 122. y1=   .59 y2= -1.17 BEST
