TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        4863.00000        8.48941
TAB:  US_Iowa_Polk Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Iowa_Polk Confirmed 5/28/2020   127     3930     4863     5221        7     4098    21840     6456
TAB:  US_Iowa_Polk Confirmed .           128     4056     4863     5222        6     4539    19182     6589
TAB:  US_Iowa_Polk Confirmed 5/30/2020   129     4160     4863     5378        7     5028    17358     6689
TAB:  US_Iowa_Polk Confirmed .           130     4227     4863     5479       11     5299    15899     7455
TAB:  US_Iowa_Polk Confirmed 6/1/2020    131     4236     4863     5479       11     4401    16259     7096
TAB:  US_Iowa_Polk Confirmed .           132     4342     4863     5479       13     4760    13564     7635
TAB:  US_Iowa_Polk Confirmed 6/3/2020    133     4406     4863     5479       12     4940    12486     7635
TAB:  US_Iowa_Polk Confirmed .           134     4541     4863     5659       11     5659    24343     7815
TAB:  US_Iowa_Polk Confirmed 6/5/2020    135     4614     4863     6198        9     5659    15720     7815
TAB:  US_Iowa_Polk Confirmed .           136     4679     4863     5838       13     5479    26320     7635
TAB:  US_Iowa_Polk Confirmed 6/7/2020    137     4741     4863     5838       10     5120    31171     7635
TAB:  US_Iowa_Polk Confirmed .           138     4820     4863     6557       13     5299    21289     7455
TAB:  US_Iowa_Polk Confirmed 6/9/2020    139     4863     4863     5896        8     5246    16111     7196
AAA2     1 US_Iowa_Polk Confirmed cc1=  .969142 cc2=  .560894 lx=  4.48941 if=  54 il=  59 3/21/2020  n=   5 now=    4863 end=         89        10         0 U=     6.95 T=   64.4 p1= -98.2 p2=  5464.0 ed=    80 4/11/2020   x1=  54. x2=  59. y1=  1.50 y2=   .78     
GP: Confirmed US_Iowa_Polk 3/21/2020        59    4863       89      10        0     0    80 4/11/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .964703 cc2=  .586738 lx=  4.48941 if=  54 il=  60 3/22/2020  n=   6 now=    4863 end=         89        10         0 U=     8.34 T=   66.5 p1= -98.2 p2=  5464.0 ed=    86 4/17/2020   x1=  54. x2=  60. y1=  1.50 y2=   .78     
GP: Confirmed US_Iowa_Polk 3/22/2020        60    4863       89      10        0     0    86 4/17/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .948704 cc2=  .540456 lx=  4.48941 if=  55 il=  60 3/22/2020  n=   5 now=    4863 end=         89        10         0 U=     6.95 T=   65.4 p1= -98.2 p2=  5464.0 ed=    81 4/12/2020   x1=  55. x2=  60. y1=  1.50 y2=   .78     
GP: Confirmed US_Iowa_Polk 3/22/2020        60    4863       89      10        0     0    81 4/12/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .965004 cc2=  .611451 lx=  4.48941 if=  54 il=  61 3/23/2020  n=   7 now=    4863 end=         89        12         0 U=     8.68 T=   67.0 p1= -98.2 p2=  5464.0 ed=    87 4/18/2020   x1=  54. x2=  61. y1=  1.50 y2=   .70     
GP: Confirmed US_Iowa_Polk 3/23/2020        61    4863       89      12        0     0    87 4/18/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .948504 cc2=  .570539 lx=  4.48941 if=  55 il=  61 3/23/2020  n=   6 now=    4863 end=         89        12         0 U=     7.44 T=   66.2 p1= -98.2 p2=  5464.0 ed=    83 4/14/2020   x1=  55. x2=  61. y1=  1.50 y2=   .70     
GP: Confirmed US_Iowa_Polk 3/23/2020        61    4863       89      12        0     0    83 4/14/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .953670 cc2=  .545422 lx=  4.48941 if=  56 il=  61 3/23/2020  n=   5 now=    4863 end=         89        12         0 U=     9.51 T=   67.6 p1= -98.2 p2=  5464.0 ed=    90 4/21/2020   x1=  56. x2=  61. y1=  1.22 y2=   .70     
GP: Confirmed US_Iowa_Polk 3/23/2020        61    4863       89      12        0     0    90 4/21/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .970490 cc2=  .637156 lx=  4.48941 if=  54 il=  62 3/24/2020  n=   8 now=    4863 end=         89        15         0 U=     8.65 T=   67.0 p1= -98.2 p2=  5464.0 ed=    87 4/18/2020   x1=  54. x2=  62. y1=  1.50 y2=   .58     
GP: Confirmed US_Iowa_Polk 3/24/2020        62    4863       89      15        0     0    87 4/18/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .957785 cc2=  .604231 lx=  4.48941 if=  55 il=  62 3/24/2020  n=   7 now=    4863 end=         89        15         0 U=     7.57 T=   66.4 p1= -98.2 p2=  5464.0 ed=    84 4/15/2020   x1=  55. x2=  62. y1=  1.50 y2=   .58     
GP: Confirmed US_Iowa_Polk 3/24/2020        62    4863       89      15        0     0    84 4/15/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .969296 cc2=  .591331 lx=  4.48941 if=  56 il=  62 3/24/2020  n=   6 now=    4863 end=         89        15         0 U=     9.32 T=   67.4 p1= -98.2 p2=  5464.0 ed=    89 4/20/2020   x1=  56. x2=  62. y1=  1.22 y2=   .58     
GP: Confirmed US_Iowa_Polk 3/24/2020        62    4863       89      15        0     0    89 4/20/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .964632 cc2=  .556383 lx=  4.48941 if=  57 il=  62 3/24/2020  n=   5 now=    4863 end=         89        15         0 U=    12.05 T=   69.0 p1= -98.2 p2=  5464.0 ed=    97 4/28/2020   x1=  57. x2=  62. y1=   .99 y2=   .58     
GP: Confirmed US_Iowa_Polk 3/24/2020        62    4863       89      15        0     0    97 4/28/2020 
AAA1     1 US_Iowa_Polk Confirmed cc1=  .978345 cc2=  .662117 lx=  4.48941 if=  54 il=  63 3/25/2020  n=   9 now=    4863 end=         89        20        89 U=     8.18 T=   66.3 p1= -98.2 p2=  5464.0 ed=    85 4/16/2020   x1=  54. x2=  63. y1=  1.50 y2=   .40 BEST
AAA2     1 US_Iowa_Polk Confirmed cc1=  .979058 cc2=  .662117 lx=  4.38941 if=  54 il=  63 3/25/2020  n=   9 now=    4863 end=         89        20        89 U=     8.18 T=   66.3 p1= -98.2 p2=  5464.0 ed=    85 4/16/2020   x1=  54. x2=  63. y1=  1.50 y2=   .40 BEST
GP: Confirmed US_Iowa_Polk 3/25/2020        63    4863       89      20       89     3    85 4/16/2020 
AAA1     1 US_Iowa_Polk Confirmed cc1=  .970159 cc2=  .636826 lx=  4.48941 if=  55 il=  63 3/25/2020  n=   8 now=    4863 end=         89        20        89 U=     7.27 T=   65.9 p1= -98.2 p2=  5464.0 ed=    83 4/14/2020   x1=  55. x2=  63. y1=  1.50 y2=   .40 BEST
AAA2     1 US_Iowa_Polk Confirmed cc1=  .971182 cc2=  .636826 lx=  4.38941 if=  55 il=  63 3/25/2020  n=   8 now=    4863 end=         89        20        89 U=     7.27 T=   65.9 p1= -98.2 p2=  5464.0 ed=    83 4/14/2020   x1=  55. x2=  63. y1=  1.50 y2=   .40 BEST
GP: Confirmed US_Iowa_Polk 3/25/2020        63    4863       89      20       89     3    83 4/14/2020 
AAA1     1 US_Iowa_Polk Confirmed cc1=  .978366 cc2=  .624813 lx=  4.48941 if=  56 il=  63 3/25/2020  n=   7 now=    4863 end=         89        20        89 U=     8.54 T=   66.4 p1= -98.2 p2=  5464.0 ed=    86 4/17/2020   x1=  56. x2=  63. y1=  1.22 y2=   .40 BEST
AAA2     1 US_Iowa_Polk Confirmed cc1=  .978429 cc2=  .624813 lx=  4.38941 if=  56 il=  63 3/25/2020  n=   7 now=    4863 end=         89        20        89 U=     8.54 T=   66.4 p1= -98.2 p2=  5464.0 ed=    86 4/17/2020   x1=  56. x2=  63. y1=  1.22 y2=   .40 BEST
GP: Confirmed US_Iowa_Polk 3/25/2020        63    4863       89      20       89     3    86 4/17/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .974850 cc2=  .596885 lx= 10.48941 if=  57 il=  63 3/25/2020  n=   6 now=    4863 end=      35932        20        89 U=    40.27 T=  144.1 p1= 638.9 p2=    13.5 ed=   239 9/17/2020   x1=  57. x2=  63. y1=  2.16 y2=  2.01     
GP: Confirmed US_Iowa_Polk 3/25/2020        63    4863    -          20       89     3   239 9/17/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .970452 cc2=  .562203 lx=  5.39941 if=  58 il=  63 3/25/2020  n=   5 now=    4863 end=        221        20        89 U=    12.31 T=   73.8 p1= -95.5 p2=  2200.5 ed=   102 5/3/2020    x1=  58. x2=  63. y1=  1.28 y2=   .88     
GP: Confirmed US_Iowa_Polk 3/25/2020        63    4863      221      20       89     3   102 5/3/2020  
AAA1     1 US_Iowa_Polk Confirmed cc1=  .983744 cc2=  .682232 lx=  4.48941 if=  54 il=  64 3/26/2020  n=  10 now=    4863 end=         89        24        89 U=     8.13 T=   66.2 p1= -98.2 p2=  5464.0 ed=    85 4/16/2020   x1=  54. x2=  64. y1=  1.50 y2=   .27 BEST
AAA2     1 US_Iowa_Polk Confirmed cc1=  .984325 cc2=  .682232 lx=  4.38941 if=  54 il=  64 3/26/2020  n=  10 now=    4863 end=         89        24        89 U=     8.13 T=   66.2 p1= -98.2 p2=  5464.0 ed=    85 4/16/2020   x1=  54. x2=  64. y1=  1.50 y2=   .27 BEST
GP: Confirmed US_Iowa_Polk 3/26/2020        64    4863       89      24       89     3    85 4/16/2020 
AAA1     1 US_Iowa_Polk Confirmed cc1=  .978286 cc2=  .662059 lx=  4.48941 if=  55 il=  64 3/26/2020  n=   9 now=    4863 end=         89        24        89 U=     7.31 T=   66.0 p1= -98.2 p2=  5464.0 ed=    83 4/14/2020   x1=  55. x2=  64. y1=  1.50 y2=   .27 BEST
AAA2     1 US_Iowa_Polk Confirmed cc1=  .979098 cc2=  .662059 lx=  4.38941 if=  55 il=  64 3/26/2020  n=   9 now=    4863 end=         89        24        89 U=     7.31 T=   66.0 p1= -98.2 p2=  5464.0 ed=    83 4/14/2020   x1=  55. x2=  64. y1=  1.50 y2=   .27 BEST
GP: Confirmed US_Iowa_Polk 3/26/2020        64    4863       89      24       89     3    83 4/14/2020 
AAA1     1 US_Iowa_Polk Confirmed cc1=  .984211 cc2=  .650877 lx=  4.80941 if=  56 il=  64 3/26/2020  n=   8 now=    4863 end=        122        24        89 U=     9.73 T=   68.8 p1= -97.5 p2=  3986.1 ed=    91 4/22/2020   x1=  56. x2=  64. y1=  1.31 y2=   .49 BEST
AAA2     1 US_Iowa_Polk Confirmed cc1=  .984211 cc2=  .650877 lx=  4.81341 if=  56 il=  64 3/26/2020  n=   8 now=    4863 end=        122        24        89 U=     9.73 T=   68.8 p1= -97.5 p2=  3986.1 ed=    91 4/22/2020   x1=  56. x2=  64. y1=  1.31 y2=   .49 BEST
GP: Confirmed US_Iowa_Polk 3/26/2020        64    4863      122      24       89     3    91 4/22/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .983200 cc2=  .629646 lx= 10.48941 if=  57 il=  64 3/26/2020  n=   7 now=    4863 end=      35932        24        89 U=    40.32 T=  144.2 p1= 638.9 p2=    13.5 ed=   239 9/17/2020   x1=  57. x2=  64. y1=  2.16 y2=  1.99     
GP: Confirmed US_Iowa_Polk 3/26/2020        64    4863    -          24       89     3   239 9/17/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .981439 cc2=  .603474 lx=  6.20941 if=  58 il=  64 3/26/2020  n=   6 now=    4863 end=        497        24        89 U=    15.93 T=   81.7 p1= -89.8 p2=   978.5 ed=   119 5/20/2020   x1=  58. x2=  64. y1=  1.49 y2=  1.11     
GP: Confirmed US_Iowa_Polk 3/26/2020        64    4863      497      24       89     3   119 5/20/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .974180 cc2=  .565931 lx= 10.48941 if=  59 il=  64 3/26/2020  n=   5 now=    4863 end=      35932        24        89 U=    44.21 T=  152.0 p1= 638.9 p2=    13.5 ed=   256 10/4/2020   x1=  59. x2=  64. y1=  2.10 y2=  1.99     
GP: Confirmed US_Iowa_Polk 3/26/2020        64    4863    -          24       89     3   256 10/4/2020 
AAA1     1 US_Iowa_Polk Confirmed cc1=  .987498 cc2=  .698822 lx=  4.48941 if=  54 il=  65 3/27/2020  n=  11 now=    4863 end=         89        28        89 U=     8.11 T=   66.2 p1= -98.2 p2=  5464.0 ed=    85 4/16/2020   x1=  54. x2=  65. y1=  1.50 y2=   .15 BEST
AAA2     1 US_Iowa_Polk Confirmed cc1=  .987965 cc2=  .698822 lx=  4.38941 if=  54 il=  65 3/27/2020  n=  11 now=    4863 end=         89        28        89 U=     8.11 T=   66.2 p1= -98.2 p2=  5464.0 ed=    85 4/16/2020   x1=  54. x2=  65. y1=  1.50 y2=   .15 BEST
GP: Confirmed US_Iowa_Polk 3/27/2020        65    4863       89      28       89     3    85 4/16/2020 
AAA1     1 US_Iowa_Polk Confirmed cc1=  .983725 cc2=  .682213 lx=  4.48941 if=  55 il=  65 3/27/2020  n=  10 now=    4863 end=         89        28        89 U=     7.38 T=   66.1 p1= -98.2 p2=  5464.0 ed=    83 4/14/2020   x1=  55. x2=  65. y1=  1.50 y2=   .15 BEST
AAA2     1 US_Iowa_Polk Confirmed cc1=  .984364 cc2=  .682213 lx=  4.38941 if=  55 il=  65 3/27/2020  n=  10 now=    4863 end=         89        28        89 U=     7.38 T=   66.1 p1= -98.2 p2=  5464.0 ed=    83 4/14/2020   x1=  55. x2=  65. y1=  1.50 y2=   .15 BEST
GP: Confirmed US_Iowa_Polk 3/27/2020        65    4863       89      28       89     3    83 4/14/2020 
AAA1     1 US_Iowa_Polk Confirmed cc1=  .988451 cc2=  .672224 lx=  4.99941 if=  56 il=  65 3/27/2020  n=   9 now=    4863 end=        148        28        89 U=    10.59 T=   70.4 p1= -97.0 p2=  3285.8 ed=    95 4/26/2020   x1=  56. x2=  65. y1=  1.36 y2=   .51 BEST
AAA2     1 US_Iowa_Polk Confirmed cc1=  .988451 cc2=  .672224 lx=  4.99441 if=  56 il=  65 3/27/2020  n=   9 now=    4863 end=        148        28        89 U=    10.59 T=   70.4 p1= -97.0 p2=  3285.8 ed=    95 4/26/2020   x1=  56. x2=  65. y1=  1.36 y2=   .51 BEST
GP: Confirmed US_Iowa_Polk 3/27/2020        65    4863      148      28       89     3    95 4/26/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .988194 cc2=  .654860 lx= 10.48941 if=  57 il=  65 3/27/2020  n=   8 now=    4863 end=      35932        28        89 U=    41.04 T=  145.8 p1= 638.9 p2=    13.5 ed=   242 9/20/2020   x1=  57. x2=  65. y1=  2.16 y2=  1.97     
GP: Confirmed US_Iowa_Polk 3/27/2020        65    4863    -          28       89     3   242 9/20/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .987637 cc2=  .634083 lx=  5.90941 if=  58 il=  65 3/27/2020  n=   7 now=    4863 end=        368        28        89 U=    14.94 T=   79.1 p1= -92.4 p2=  1321.5 ed=   114 5/15/2020   x1=  58. x2=  65. y1=  1.42 y2=   .95     
GP: Confirmed US_Iowa_Polk 3/27/2020        65    4863      368      28       89     3   114 5/15/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .983887 cc2=  .605923 lx= 10.48941 if=  59 il=  65 3/27/2020  n=   6 now=    4863 end=      35932        28        89 U=    44.64 T=  152.9 p1= 638.9 p2=    13.5 ed=   258 10/6/2020   x1=  59. x2=  65. y1=  2.10 y2=  1.97     
GP: Confirmed US_Iowa_Polk 3/27/2020        65    4863    -          28       89     3   258 10/6/2020 
AAA2     1 US_Iowa_Polk Confirmed cc1=  .996946 cc2=  .588698 lx=  6.14941 if=  60 il=  65 3/27/2020  n=   5 now=    4863 end=        468        28        89 U=    16.05 T=   81.6 p1= -90.4 p2=  1039.1 ed=   119 5/20/2020   x1=  60. x2=  65. y1=  1.35 y2=  1.04     
GP: Confirmed US_Iowa_Polk 3/27/2020        65    4863      468      28       89     3   119 5/20/2020 
AAA1     1 US_Iowa_Polk Confirmed cc1=  .985937 cc2=  .708587 lx=  4.97941 if=  54 il=  66 3/28/2020  n=  12 now=    4863 end=        145        40        89 U=     8.89 T=   68.3 p1= -97.0 p2=  3353.8 ed=    89 4/20/2020   x1=  54. x2=  66. y1=  1.61 y2=   .26 BEST
