TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       53185.00000       10.88153
TAB:  Canada_Quebec Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 Canada_Quebec Confirmed cc1=  .999330 cc2=  .822553 lx= 11.69153 if=  76 il= 107 5/8/2020   n=  31 now=   53185 end=     119554     36161     48140 U=    40.95 T=  114.3 p1= 124.8 p2=    44.5 ed=   210 8/19/2020   x1=  76. x2= 107. y1=   .94 y2=   .18     
GP: Confirmed Canada_Quebec 5/8/2020        107   53185   119554   36161    48140    11   210 8/19/2020 
AAA2     1 Canada_Quebec Confirmed cc1=  .999332 cc2=  .819726 lx= 11.76153 if=  77 il= 107 5/8/2020   n=  30 now=   53185 end=     128223     36161     48140 U=    42.88 T=  117.1 p1= 141.1 p2=    41.5 ed=   218 8/27/2020   x1=  77. x2= 107. y1=   .94 y2=   .24     
GP: Confirmed Canada_Quebec 5/8/2020        107   53185   128223   36161    48140    11   218 8/27/2020 
AAA2     1 Canada_Quebec Confirmed cc1=  .999331 cc2=  .816757 lx= 11.86153 if=  78 il= 107 5/8/2020   n=  29 now=   53185 end=     141709     36161     48140 U=    46.05 T=  121.4 p1= 166.4 p2=    37.5 ed=   230 9/8/2020    x1=  78. x2= 107. y1=   .94 y2=   .31     
GP: Confirmed Canada_Quebec 5/8/2020        107   53185   141709   36161    48140    11   230 9/8/2020  
AAA2     1 Canada_Quebec Confirmed cc1=  .999267 cc2=  .813572 lx= 11.89153 if=  79 il= 107 5/8/2020   n=  28 now=   53185 end=     146024     36161     48140 U=    47.20 T=  122.7 p1= 174.6 p2=    36.4 ed=   234 9/12/2020   x1=  79. x2= 107. y1=   .93 y2=   .33     
GP: Confirmed Canada_Quebec 5/8/2020        107   53185   146024   36161    48140    11   234 9/12/2020 
AAA2     1 Canada_Quebec Confirmed cc1=  .999186 cc2=  .810204 lx= 11.88153 if=  80 il= 107 5/8/2020   n=  27 now=   53185 end=     144571     36161     48140 U=    46.89 T=  122.3 p1= 171.8 p2=    36.8 ed=   232 9/10/2020   x1=  80. x2= 107. y1=   .90 y2=   .33     
GP: Confirmed Canada_Quebec 5/8/2020        107   53185   144571   36161    48140    11   232 9/10/2020 
AAA2     1 Canada_Quebec Confirmed cc1=  .999092 cc2=  .806642 lx= 11.88153 if=  81 il= 107 5/8/2020   n=  26 now=   53185 end=     144571     36161     48140 U=    46.61 T=  122.2 p1= 171.8 p2=    36.8 ed=   232 9/10/2020   x1=  81. x2= 107. y1=   .88 y2=   .33     
GP: Confirmed Canada_Quebec 5/8/2020        107   53185   144571   36161    48140    11   232 9/10/2020 
AAA2     1 Canada_Quebec Confirmed cc1=  .998996 cc2=  .802880 lx= 11.93153 if=  82 il= 107 5/8/2020   n=  25 now=   53185 end=     151984     36161     48140 U=    48.01 T=  124.4 p1= 185.8 p2=    35.0 ed=   237 9/15/2020   x1=  82. x2= 107. y1=   .88 y2=   .36     
GP: Confirmed Canada_Quebec 5/8/2020        107   53185   151984   36161    48140    11   237 9/15/2020 
AAA2     1 Canada_Quebec Confirmed cc1=  .998887 cc2=  .798887 lx= 12.00153 if=  83 il= 107 5/8/2020   n=  24 now=   53185 end=     163004     36161     48140 U=    49.84 T=  127.4 p1= 206.5 p2=    32.6 ed=   245 9/23/2020   x1=  83. x2= 107. y1=   .89 y2=   .41     
GP: Confirmed Canada_Quebec 5/8/2020        107   53185    -       36161    48140    11   245 9/23/2020 
AAA2     1 Canada_Quebec Confirmed cc1=  .998651 cc2=  .785451 lx= 12.71153 if=  86 il= 107 5/8/2020   n=  21 now=   53185 end=     331549     36161     48140 U=    70.67 T=  163.2 p1= 523.4 p2=    16.0 ed=   330 12/17/2020  x1=  86. x2= 107. y1=  1.09 y2=   .80     
GP: Confirmed Canada_Quebec 5/8/2020        107   53185    -       36161    48140    11   330 12/17/2020
AAA2     1 Canada_Quebec Confirmed cc1=  .998453 cc2=  .780235 lx= 12.80153 if=  87 il= 107 5/8/2020   n=  20 now=   53185 end=     362772     36161     48140 U=    73.19 T=  168.1 p1= 582.1 p2=    14.7 ed=   340 12/27/2020  x1=  87. x2= 107. y1=  1.11 y2=   .84     
GP: Confirmed Canada_Quebec 5/8/2020        107   53185    -       36161    48140    11   340 12/27/2020
AAA2     1 Canada_Quebec Confirmed cc1=  .998220 cc2=  .774613 lx= 12.88153 if=  88 il= 107 5/8/2020   n=  19 now=   53185 end=     392986     36161     48140 U=    73.81 T=  171.2 p1= 638.9 p2=    13.5 ed=   345 1/1/2021    x1=  88. x2= 107. y1=  1.13 y2=   .87     
GP: Confirmed Canada_Quebec 5/8/2020        107   53185    -       36161    48140    11   345 1/1/2021  
AAA2     1 Canada_Quebec Confirmed cc1=  .998267 cc2=  .768852 lx= 12.88153 if=  89 il= 107 5/8/2020   n=  18 now=   53185 end=     392986     36161     48140 U=    77.15 T=  174.1 p1= 638.9 p2=    13.5 ed=   356 1/12/2021   x1=  89. x2= 107. y1=  1.10 y2=   .87     
GP: Confirmed Canada_Quebec 5/8/2020        107   53185    -       36161    48140    11   356 1/12/2021 
AAA2     1 Canada_Quebec Confirmed cc1=  .997979 cc2=  .762276 lx= 12.88153 if=  90 il= 107 5/8/2020   n=  17 now=   53185 end=     392986     36161     48140 U=    77.41 T=  174.3 p1= 638.9 p2=    13.5 ed=   356 1/12/2021   x1=  90. x2= 107. y1=  1.09 y2=   .87     
GP: Confirmed Canada_Quebec 5/8/2020        107   53185    -       36161    48140    11   356 1/12/2021 
AAA2     1 Canada_Quebec Confirmed cc1=  .997645 cc2=  .755109 lx= 12.88153 if=  91 il= 107 5/8/2020   n=  16 now=   53185 end=     392986     36161     48140 U=    77.75 T=  174.6 p1= 638.9 p2=    13.5 ed=   358 1/14/2021   x1=  91. x2= 107. y1=  1.08 y2=   .87     
GP: Confirmed Canada_Quebec 5/8/2020        107   53185    -       36161    48140    11   358 1/14/2021 
AAA2     1 Canada_Quebec Confirmed cc1=  .997292 cc2=  .747292 lx= 12.88153 if=  92 il= 107 5/8/2020   n=  15 now=   53185 end=     392986     36161     48140 U=    78.22 T=  175.0 p1= 638.9 p2=    13.5 ed=   359 1/15/2021   x1=  92. x2= 107. y1=  1.06 y2=   .87     
GP: Confirmed Canada_Quebec 5/8/2020        107   53185    -       36161    48140    11   359 1/15/2021 
AAA2     1 Canada_Quebec Confirmed cc1=  .997009 cc2=  .738810 lx= 12.88153 if=  93 il= 107 5/8/2020   n=  14 now=   53185 end=     392986     36161     48140 U=    77.96 T=  174.8 p1= 638.9 p2=    13.5 ed=   358 1/14/2021   x1=  93. x2= 107. y1=  1.05 y2=   .87     
GP: Confirmed Canada_Quebec 5/8/2020        107   53185    -       36161    48140    11   358 1/14/2021 
AAA2     1 Canada_Quebec Confirmed cc1=  .996710 cc2=  .729448 lx= 12.18153 if=  94 il= 107 5/8/2020   n=  13 now=   53185 end=     195151     36161     48140 U=    55.95 T=  136.2 p1= 266.9 p2=    27.3 ed=   268 10/16/2020  x1=  94. x2= 107. y1=   .75 y2=   .52     
GP: Confirmed Canada_Quebec 5/8/2020        107   53185    -       36161    48140    11   268 10/16/2020
AAA2     1 Canada_Quebec Confirmed cc1=  .996233 cc2=  .718882 lx= 11.45153 if=  95 il= 107 5/8/2020   n=  12 now=   53185 end=      94045     36161     48140 U=    33.94 T=  105.5 p1=  76.8 p2=    56.6 ed=   185 7/25/2020   x1=  95. x2= 107. y1=   .31 y2=  -.05     
GP: Confirmed Canada_Quebec 5/8/2020        107   53185    94045   36161    48140    11   185 7/25/2020 
AAA2     1 Canada_Quebec Confirmed cc1=  .995967 cc2=  .707292 lx= 11.02153 if=  96 il= 107 5/8/2020   n=  11 now=   53185 end=      61177     36161     48140 U=    20.65 T=   93.7 p1=  15.0 p2=    86.9 ed=   142 6/12/2020   x1=  96. x2= 107. y1=  -.11 y2=  -.64     
GP: Confirmed Canada_Quebec 5/8/2020        107   53185    61177   36161    48140    11   142 6/12/2020 
AAA2     1 Canada_Quebec Confirmed cc1=  .996238 cc2=  .694727 lx= 10.81153 if=  97 il= 107 5/8/2020   n=  10 now=   53185 end=      49589     36161     48140 U=    13.71 T=   91.2 p1=  -6.8 p2=   107.3 ed=   123 5/24/2020   x1=  97. x2= 107. y1=  -.42 y2= -1.15     
GP: Confirmed Canada_Quebec 5/8/2020        107   53185    49589   36161    48140    11   123 5/24/2020 
AAA2     1 Canada_Quebec Confirmed cc1=  .996558 cc2=  .680330 lx= 10.70153 if=  98 il= 107 5/8/2020   n=   9 now=   53185 end=      44423     36161     48140 U=     9.86 T=   91.4 p1= -16.5 p2=   119.7 ed=   114 5/15/2020   x1=  98. x2= 107. y1=  -.67 y2= -1.58     
GP: Confirmed Canada_Quebec 5/8/2020        107   53185    44423   36161    48140    11   114 5/15/2020 
AAA2     1 Canada_Quebec Confirmed cc1=  .996547 cc2=  .663213 lx= 10.65153 if=  99 il= 107 5/8/2020   n=   8 now=   53185 end=      42257     36161     48140 U=     7.92 T=   92.3 p1= -20.5 p2=   125.9 ed=   110 5/11/2020   x1=  99. x2= 107. y1=  -.85 y2= -1.86     
GP: Confirmed Canada_Quebec 5/8/2020        107   53185    42257   36161    48140    11   110 5/11/2020 
AAA2     1 Canada_Quebec Confirmed cc1=  .995662 cc2=  .642108 lx= 10.62153 if= 100 il= 107 5/8/2020   n=   7 now=   53185 end=      41008     36161     48140 U=     6.69 T=   93.1 p1= -22.9 p2=   129.7 ed=   108 5/9/2020    x1= 100. x2= 107. y1= -1.03 y2= -2.07     
GP: Confirmed Canada_Quebec 5/8/2020        107   53185    41008   36161    48140    11   108 5/9/2020  
AAA2     1 Canada_Quebec Confirmed cc1=  .999545 cc2=  .591297 lx= 12.88153 if= 102 il= 107 5/8/2020   n=   5 now=   53185 end=     392986     36161     48140 U=    96.99 T=  191.3 p1= 638.9 p2=    13.5 ed=   420 3/17/2021   x1= 102. x2= 107. y1=   .92 y2=   .87     
GP: Confirmed Canada_Quebec 5/8/2020        107   53185    -       36161    48140    11   420 3/17/2021 
AAA2     1 Canada_Quebec Confirmed cc1=  .995393 cc2=  .877542 lx= 10.84153 if=  37 il= 108 5/9/2020   n=  71 now=   53185 end=      51099     36997     48140 U=    20.21 T=   85.2 p1=  -3.9 p2=   104.1 ed=   132 6/2/2020    x1=  37. x2= 108. y1=  2.38 y2= -1.13     
GP: Confirmed Canada_Quebec 5/9/2020        108   53185    51099   36997    48140    20   132 6/2/2020  
AAA2     1 Canada_Quebec Confirmed cc1=  .995854 cc2=  .877176 lx= 10.82153 if=  38 il= 108 5/9/2020   n=  70 now=   53185 end=      50087     36997     48140 U=    19.58 T=   84.6 p1=  -5.8 p2=   106.2 ed=   130 5/31/2020   x1=  38. x2= 108. y1=  2.38 y2= -1.19     
GP: Confirmed Canada_Quebec 5/9/2020        108   53185    50087   36997    48140    20   130 5/31/2020 
AAA2     1 Canada_Quebec Confirmed cc1=  .996223 cc2=  .876700 lx= 10.81153 if=  39 il= 108 5/9/2020   n=  69 now=   53185 end=      49589     36997     48140 U=    19.12 T=   84.5 p1=  -6.8 p2=   107.3 ed=   129 5/30/2020   x1=  39. x2= 108. y1=  2.38 y2= -1.23     
GP: Confirmed Canada_Quebec 5/9/2020        108   53185    49589   36997    48140    20   129 5/30/2020 
AAA1     1 Canada_Quebec Confirmed cc1=  .996494 cc2=  .876109 lx= 10.80153 if=  40 il= 108 5/9/2020   n=  68 now=   53185 end=      49095     36997     48140 U=    18.67 T=   84.4 p1=  -7.7 p2=   108.3 ed=   128 5/29/2020   x1=  40. x2= 108. y1=  2.38 y2= -1.26 BEST
AAA2     1 Canada_Quebec Confirmed cc1=  .996495 cc2=  .876109 lx= 10.80553 if=  40 il= 108 5/9/2020   n=  68 now=   53185 end=      49095     36997     48140 U=    18.67 T=   84.4 p1=  -7.7 p2=   108.3 ed=   128 5/29/2020   x1=  40. x2= 108. y1=  2.38 y2= -1.26 BEST
GP: Confirmed Canada_Quebec 5/9/2020        108   53185    49095   36997    48140    20   128 5/29/2020 
AAA1     1 Canada_Quebec Confirmed cc1=  .996670 cc2=  .875402 lx= 10.80153 if=  41 il= 108 5/9/2020   n=  67 now=   53185 end=      49095     36997     48140 U=    18.40 T=   84.8 p1=  -7.7 p2=   108.3 ed=   128 5/29/2020   x1=  41. x2= 108. y1=  2.38 y2= -1.26 BEST
AAA2     1 Canada_Quebec Confirmed cc1=  .996672 cc2=  .875402 lx= 10.79653 if=  41 il= 108 5/9/2020   n=  67 now=   53185 end=      49095     36997     48140 U=    18.40 T=   84.8 p1=  -7.7 p2=   108.3 ed=   128 5/29/2020   x1=  41. x2= 108. y1=  2.38 y2= -1.26 BEST
GP: Confirmed Canada_Quebec 5/9/2020        108   53185    49095   36997    48140    20   128 5/29/2020 
AAA1     1 Canada_Quebec Confirmed cc1=  .996754 cc2=  .874584 lx= 10.79153 if=  42 il= 108 5/9/2020   n=  66 now=   53185 end=      48607     36997     48140 U=    17.95 T=   84.7 p1=  -8.6 p2=   109.4 ed=   127 5/28/2020   x1=  42. x2= 108. y1=  2.38 y2= -1.30 BEST
AAA2     1 Canada_Quebec Confirmed cc1=  .996754 cc2=  .874584 lx= 10.78953 if=  42 il= 108 5/9/2020   n=  66 now=   53185 end=      48607     36997     48140 U=    17.95 T=   84.7 p1=  -8.6 p2=   109.4 ed=   127 5/28/2020   x1=  42. x2= 108. y1=  2.38 y2= -1.30 BEST
GP: Confirmed Canada_Quebec 5/9/2020        108   53185    48607   36997    48140    20   127 5/28/2020 
AAA1     1 Canada_Quebec Confirmed cc1=  .996748 cc2=  .873657 lx= 10.78153 if=  43 il= 108 5/9/2020   n=  65 now=   53185 end=      48123     36997     48140 U=    17.82 T=   84.2 p1=  -9.5 p2=   110.5 ed=   126 5/27/2020   x1=  43. x2= 108. y1=  2.31 y2= -1.34 BEST
AAA2     1 Canada_Quebec Confirmed cc1=  .996749 cc2=  .873657 lx= 10.78453 if=  43 il= 108 5/9/2020   n=  65 now=   53185 end=      48123     36997     48140 U=    17.82 T=   84.2 p1=  -9.5 p2=   110.5 ed=   126 5/27/2020   x1=  43. x2= 108. y1=  2.31 y2= -1.34 BEST
GP: Confirmed Canada_Quebec 5/9/2020        108   53185    48123   36997    48140    20   126 5/27/2020 
AAA1     1 Canada_Quebec Confirmed cc1=  .996793 cc2=  .872758 lx= 10.78153 if=  44 il= 108 5/9/2020   n=  64 now=   53185 end=      48123     36997     48140 U=    17.55 T=   84.6 p1=  -9.5 p2=   110.5 ed=   125 5/26/2020   x1=  44. x2= 108. y1=  2.31 y2= -1.34 BEST
AAA2     1 Canada_Quebec Confirmed cc1=  .996794 cc2=  .872758 lx= 10.77753 if=  44 il= 108 5/9/2020   n=  64 now=   53185 end=      48123     36997     48140 U=    17.55 T=   84.6 p1=  -9.5 p2=   110.5 ed=   125 5/26/2020   x1=  44. x2= 108. y1=  2.31 y2= -1.34 BEST
GP: Confirmed Canada_Quebec 5/9/2020        108   53185    48123   36997    48140    20   125 5/26/2020 
AAA1     1 Canada_Quebec Confirmed cc1=  .996751 cc2=  .871751 lx= 10.77153 if=  45 il= 108 5/9/2020   n=  63 now=   53185 end=      47644     36997     48140 U=    17.29 T=   84.2 p1= -10.4 p2=   111.6 ed=   125 5/26/2020   x1=  45. x2= 108. y1=  2.27 y2= -1.37 BEST
AAA2     1 Canada_Quebec Confirmed cc1=  .996751 cc2=  .871751 lx= 10.77353 if=  45 il= 108 5/9/2020   n=  63 now=   53185 end=      47644     36997     48140 U=    17.29 T=   84.2 p1= -10.4 p2=   111.6 ed=   125 5/26/2020   x1=  45. x2= 108. y1=  2.27 y2= -1.37 BEST
GP: Confirmed Canada_Quebec 5/9/2020        108   53185    47644   36997    48140    20   125 5/26/2020 
AAA1     1 Canada_Quebec Confirmed cc1=  .996695 cc2=  .870707 lx= 10.77153 if=  46 il= 108 5/9/2020   n=  62 now=   53185 end=      47644     36997     48140 U=    17.16 T=   84.4 p1= -10.4 p2=   111.6 ed=   124 5/25/2020   x1=  46. x2= 108. y1=  2.24 y2= -1.37 BEST
AAA2     1 Canada_Quebec Confirmed cc1=  .996696 cc2=  .870707 lx= 10.76853 if=  46 il= 108 5/9/2020   n=  62 now=   53185 end=      47644     36997     48140 U=    17.16 T=   84.4 p1= -10.4 p2=   111.6 ed=   124 5/25/2020   x1=  46. x2= 108. y1=  2.24 y2= -1.37 BEST
GP: Confirmed Canada_Quebec 5/9/2020        108   53185    47644   36997    48140    20   124 5/25/2020 
AAA1     1 Canada_Quebec Confirmed cc1=  .996608 cc2=  .869608 lx= 10.76153 if=  47 il= 108 5/9/2020   n=  61 now=   53185 end=      47170     36997     48140 U=    16.70 T=   84.4 p1= -11.3 p2=   112.8 ed=   123 5/24/2020   x1=  47. x2= 108. y1=  2.24 y2= -1.41 BEST
AAA2     1 Canada_Quebec Confirmed cc1=  .996609 cc2=  .869608 lx= 10.76453 if=  47 il= 108 5/9/2020   n=  61 now=   53185 end=      47170     36997     48140 U=    16.70 T=   84.4 p1= -11.3 p2=   112.8 ed=   123 5/24/2020   x1=  47. x2= 108. y1=  2.24 y2= -1.41 BEST
GP: Confirmed Canada_Quebec 5/9/2020        108   53185    47170   36997    48140    20   123 5/24/2020 
AAA1     1 Canada_Quebec Confirmed cc1=  .996457 cc2=  .868421 lx= 10.76153 if=  48 il= 108 5/9/2020   n=  60 now=   53185 end=      47170     36997     48140 U=    16.42 T=   84.8 p1= -11.3 p2=   112.8 ed=   123 5/24/2020   x1=  48. x2= 108. y1=  2.24 y2= -1.41 BEST
AAA2     1 Canada_Quebec Confirmed cc1=  .996458 cc2=  .868421 lx= 10.76253 if=  48 il= 108 5/9/2020   n=  60 now=   53185 end=      47170     36997     48140 U=    16.42 T=   84.8 p1= -11.3 p2=   112.8 ed=   123 5/24/2020   x1=  48. x2= 108. y1=  2.24 y2= -1.41 BEST
GP: Confirmed Canada_Quebec 5/9/2020        108   53185    47170   36997    48140    20   123 5/24/2020 
AAA1     1 Canada_Quebec Confirmed cc1=  .996277 cc2=  .867178 lx= 10.76153 if=  49 il= 108 5/9/2020   n=  59 now=   53185 end=      47170     36997     48140 U=    16.50 T=   84.7 p1= -11.3 p2=   112.8 ed=   123 5/24/2020   x1=  49. x2= 108. y1=  2.16 y2= -1.41 BEST
AAA2     1 Canada_Quebec Confirmed cc1=  .996278 cc2=  .867178 lx= 10.76353 if=  49 il= 108 5/9/2020   n=  59 now=   53185 end=      47170     36997     48140 U=    16.50 T=   84.7 p1= -11.3 p2=   112.8 ed=   123 5/24/2020   x1=  49. x2= 108. y1=  2.16 y2= -1.41 BEST
GP: Confirmed Canada_Quebec 5/9/2020        108   53185    47170   36997    48140    20   123 5/24/2020 
AAA1     1 Canada_Quebec Confirmed cc1=  .996086 cc2=  .865897 lx= 10.76153 if=  50 il= 108 5/9/2020   n=  58 now=   53185 end=      47170     36997     48140 U=    16.28 T=   85.0 p1= -11.3 p2=   112.8 ed=   123 5/24/2020   x1=  50. x2= 108. y1=  2.15 y2= -1.41 BEST
AAA2     1 Canada_Quebec Confirmed cc1=  .996086 cc2=  .865897 lx= 10.76253 if=  50 il= 108 5/9/2020   n=  58 now=   53185 end=      47170     36997     48140 U=    16.28 T=   85.0 p1= -11.3 p2=   112.8 ed=   123 5/24/2020   x1=  50. x2= 108. y1=  2.15 y2= -1.41 BEST
GP: Confirmed Canada_Quebec 5/9/2020        108   53185    47170   36997    48140    20   123 5/24/2020 
AAA1     1 Canada_Quebec Confirmed cc1=  .995890 cc2=  .864583 lx= 10.76153 if=  51 il= 108 5/9/2020   n=  57 now=   53185 end=      47170     36997     48140 U=    16.35 T=   84.9 p1= -11.3 p2=   112.8 ed=   123 5/24/2020   x1=  51. x2= 108. y1=  2.07 y2= -1.41 BEST
AAA2     1 Canada_Quebec Confirmed cc1=  .995891 cc2=  .864583 lx= 10.76453 if=  51 il= 108 5/9/2020   n=  57 now=   53185 end=      47170     36997     48140 U=    16.35 T=   84.9 p1= -11.3 p2=   112.8 ed=   123 5/24/2020   x1=  51. x2= 108. y1=  2.07 y2= -1.41 BEST
GP: Confirmed Canada_Quebec 5/9/2020        108   53185    47170   36997    48140    20   123 5/24/2020 
AAA1     1 Canada_Quebec Confirmed cc1=  .995672 cc2=  .863218 lx= 10.76153 if=  52 il= 108 5/9/2020   n=  56 now=   53185 end=      47170     36997     48140 U=    16.07 T=   85.3 p1= -11.3 p2=   112.8 ed=   123 5/24/2020   x1=  52. x2= 108. y1=  2.07 y2= -1.41 BEST
AAA2     1 Canada_Quebec Confirmed cc1=  .995673 cc2=  .863218 lx= 10.76553 if=  52 il= 108 5/9/2020   n=  56 now=   53185 end=      47170     36997     48140 U=    16.07 T=   85.3 p1= -11.3 p2=   112.8 ed=   123 5/24/2020   x1=  52. x2= 108. y1=  2.07 y2= -1.41 BEST
GP: Confirmed Canada_Quebec 5/9/2020        108   53185    47170   36997    48140    20   123 5/24/2020 
AAA1     1 Canada_Quebec Confirmed cc1=  .995505 cc2=  .861875 lx= 10.77153 if=  53 il= 108 5/9/2020   n=  55 now=   53185 end=      47644     36997     48140 U=    16.17 T=   85.8 p1= -10.4 p2=   111.6 ed=   123 5/24/2020   x1=  53. x2= 108. y1=  2.03 y2= -1.37 BEST
AAA2     1 Canada_Quebec Confirmed cc1=  .995506 cc2=  .861875 lx= 10.76953 if=  53 il= 108 5/9/2020   n=  55 now=   53185 end=      47644     36997     48140 U=    16.17 T=   85.8 p1= -10.4 p2=   111.6 ed=   123 5/24/2020   x1=  53. x2= 108. y1=  2.03 y2= -1.37 BEST
GP: Confirmed Canada_Quebec 5/9/2020        108   53185    47644   36997    48140    20   123 5/24/2020 
AAA1     1 Canada_Quebec Confirmed cc1=  .995375 cc2=  .860535 lx= 10.77153 if=  54 il= 108 5/9/2020   n=  54 now=   53185 end=      47644     36997     48140 U=    16.36 T=   85.5 p1= -10.4 p2=   111.6 ed=   124 5/25/2020   x1=  54. x2= 108. y1=  1.93 y2= -1.37 BEST
AAA2     1 Canada_Quebec Confirmed cc1=  .995378 cc2=  .860535 lx= 10.77653 if=  54 il= 108 5/9/2020   n=  54 now=   53185 end=      47644     36997     48140 U=    16.36 T=   85.5 p1= -10.4 p2=   111.6 ed=   124 5/25/2020   x1=  54. x2= 108. y1=  1.93 y2= -1.37 BEST
GP: Confirmed Canada_Quebec 5/9/2020        108   53185    47644   36997    48140    20   124 5/25/2020 
AAA1     1 Canada_Quebec Confirmed cc1=  .995174 cc2=  .859092 lx= 10.78153 if=  55 il= 108 5/9/2020   n=  53 now=   53185 end=      48123     36997     48140 U=    16.54 T=   85.9 p1=  -9.5 p2=   110.5 ed=   124 5/25/2020   x1=  55. x2= 108. y1=  1.87 y2= -1.34 BEST
AAA2     1 Canada_Quebec Confirmed cc1=  .995174 cc2=  .859092 lx= 10.78053 if=  55 il= 108 5/9/2020   n=  53 now=   53185 end=      48123     36997     48140 U=    16.54 T=   85.9 p1=  -9.5 p2=   110.5 ed=   124 5/25/2020   x1=  55. x2= 108. y1=  1.87 y2= -1.34 BEST
GP: Confirmed Canada_Quebec 5/9/2020        108   53185    48123   36997    48140    20   124 5/25/2020 
AAA1     1 Canada_Quebec Confirmed cc1=  .994969 cc2=  .857608 lx= 10.78153 if=  56 il= 108 5/9/2020   n=  52 now=   53185 end=      48123     36997     48140 U=    16.42 T=   86.1 p1=  -9.5 p2=   110.5 ed=   124 5/25/2020   x1=  56. x2= 108. y1=  1.83 y2= -1.34 BEST
AAA2     1 Canada_Quebec Confirmed cc1=  .994971 cc2=  .857608 lx= 10.78553 if=  56 il= 108 5/9/2020   n=  52 now=   53185 end=      48123     36997     48140 U=    16.42 T=   86.1 p1=  -9.5 p2=   110.5 ed=   124 5/25/2020   x1=  56. x2= 108. y1=  1.83 y2= -1.34 BEST
GP: Confirmed Canada_Quebec 5/9/2020        108   53185    48123   36997    48140    20   124 5/25/2020 
AAA1     1 Canada_Quebec Confirmed cc1=  .994828 cc2=  .856153 lx= 10.79153 if=  57 il= 108 5/9/2020   n=  51 now=   53185 end=      48607     36997     48140 U=    16.51 T=   86.6 p1=  -8.6 p2=   109.4 ed=   125 5/26/2020   x1=  57. x2= 108. y1=  1.79 y2= -1.30 BEST
AAA2     1 Canada_Quebec Confirmed cc1=  .994828 cc2=  .856153 lx= 10.79353 if=  57 il= 108 5/9/2020   n=  51 now=   53185 end=      48607     36997     48140 U=    16.51 T=   86.6 p1=  -8.6 p2=   109.4 ed=   125 5/26/2020   x1=  57. x2= 108. y1=  1.79 y2= -1.30 BEST
GP: Confirmed Canada_Quebec 5/9/2020        108   53185    48607   36997    48140    20   125 5/26/2020 
AAA1     1 Canada_Quebec Confirmed cc1=  .994789 cc2=  .854761 lx= 10.80153 if=  58 il= 108 5/9/2020   n=  50 now=   53185 end=      49095     36997     48140 U=    16.49 T=   87.2 p1=  -7.7 p2=   108.3 ed=   126 5/27/2020   x1=  58. x2= 108. y1=  1.77 y2= -1.26 BEST
AAA2     1 Canada_Quebec Confirmed cc1=  .994790 cc2=  .854761 lx= 10.80453 if=  58 il= 108 5/9/2020   n=  50 now=   53185 end=      49095     36997     48140 U=    16.49 T=   87.2 p1=  -7.7 p2=   108.3 ed=   126 5/27/2020   x1=  58. x2= 108. y1=  1.77 y2= -1.26 BEST
GP: Confirmed Canada_Quebec 5/9/2020        108   53185    49095   36997    48140    20   126 5/27/2020 
AAA2     1 Canada_Quebec Confirmed cc1=  .995049 cc2=  .853628 lx= 10.82153 if=  59 il= 108 5/9/2020   n=  49 now=   53185 end=      50087     36997     48140 U=    16.77 T=   88.0 p1=  -5.8 p2=   106.2 ed=   127 5/28/2020   x1=  59. x2= 108. y1=  1.73 y2= -1.19     
GP: Confirmed Canada_Quebec 5/9/2020        108   53185    50087   36997    48140    20   127 5/28/2020 
AAA2     1 Canada_Quebec Confirmed cc1=  .997417 cc2=  .851552 lx= 10.93153 if=  62 il= 108 5/9/2020   n=  46 now=   53185 end=      55911     36997     48140 U=    20.23 T=   90.1 p1=   5.1 p2=    95.1 ed=   137 6/7/2020    x1=  62. x2= 108. y1=  1.39 y2=  -.88     
GP: Confirmed Canada_Quebec 5/9/2020        108   53185    55911   36997    48140    20   137 6/7/2020  
AAA2     1 Canada_Quebec Confirmed cc1=  .997510 cc2=  .850068 lx= 10.96153 if=  63 il= 108 5/9/2020   n=  45 now=   53185 end=      57614     36997     48140 U=    21.04 T=   90.9 p1=   8.3 p2=    92.3 ed=   140 6/10/2020   x1=  63. x2= 108. y1=  1.32 y2=  -.81     
GP: Confirmed Canada_Quebec 5/9/2020        108   53185    57614   36997    48140    20   140 6/10/2020 
AAA2     1 Canada_Quebec Confirmed cc1=  .997555 cc2=  .848484 lx= 10.98153 if=  64 il= 108 5/9/2020   n=  44 now=   53185 end=      58778     36997     48140 U=    21.50 T=   91.4 p1=  10.5 p2=    90.5 ed=   142 6/12/2020   x1=  64. x2= 108. y1=  1.28 y2=  -.77     
GP: Confirmed Canada_Quebec 5/9/2020        108   53185    58778   36997    48140    20   142 6/12/2020 
AAA2     1 Canada_Quebec Confirmed cc1=  .997648 cc2=  .846892 lx= 11.00153 if=  65 il= 108 5/9/2020   n=  43 now=   53185 end=      59965     36997     48140 U=    22.07 T=   91.9 p1=  12.7 p2=    88.7 ed=   144 6/14/2020   x1=  65. x2= 108. y1=  1.22 y2=  -.73     
GP: Confirmed Canada_Quebec 5/9/2020        108   53185    59965   36997    48140    20   144 6/14/2020 
