TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        4833.00000        8.48322
TAB:  Italy_Campania Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999320 cc2=  .866867 lx=  8.45322 if=  52 il= 108 5/9/2020   n=  56 now=    4833 end=       4690      4576      4694 U=    11.79 T=   64.3 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  52. x2= 108. y1=  1.05 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999332 cc2=  .866867 lx=  8.45422 if=  52 il= 108 5/9/2020   n=  56 now=    4833 end=       4690      4576      4694 U=    11.79 T=   64.3 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  52. x2= 108. y1=  1.05 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999353 cc2=  .865722 lx=  8.45322 if=  53 il= 108 5/9/2020   n=  55 now=    4833 end=       4690      4576      4694 U=    11.76 T=   64.4 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  53. x2= 108. y1=   .97 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999359 cc2=  .865722 lx=  8.45422 if=  53 il= 108 5/9/2020   n=  55 now=    4833 end=       4690      4576      4694 U=    11.76 T=   64.4 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  53. x2= 108. y1=   .97 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999386 cc2=  .864546 lx=  8.45322 if=  54 il= 108 5/9/2020   n=  54 now=    4833 end=       4690      4576      4694 U=    11.73 T=   64.6 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  54. x2= 108. y1=   .90 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999386 cc2=  .864546 lx=  8.45322 if=  54 il= 108 5/9/2020   n=  54 now=    4833 end=       4690      4576      4694 U=    11.73 T=   64.6 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  54. x2= 108. y1=   .90 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999417 cc2=  .863334 lx=  8.45322 if=  55 il= 108 5/9/2020   n=  53 now=    4833 end=       4690      4576      4694 U=    11.66 T=   64.8 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  55. x2= 108. y1=   .84 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999417 cc2=  .863334 lx=  8.45322 if=  55 il= 108 5/9/2020   n=  53 now=    4833 end=       4690      4576      4694 U=    11.66 T=   64.8 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  55. x2= 108. y1=   .84 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999430 cc2=  .862069 lx=  8.45322 if=  56 il= 108 5/9/2020   n=  52 now=    4833 end=       4690      4576      4694 U=    11.44 T=   65.6 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  56. x2= 108. y1=   .84 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999430 cc2=  .862069 lx=  8.45222 if=  56 il= 108 5/9/2020   n=  52 now=    4833 end=       4690      4576      4694 U=    11.44 T=   65.6 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  56. x2= 108. y1=   .84 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999397 cc2=  .860722 lx=  8.45322 if=  57 il= 108 5/9/2020   n=  51 now=    4833 end=       4690      4576      4694 U=    11.64 T=   64.9 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  57. x2= 108. y1=   .68 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999398 cc2=  .860722 lx=  8.45222 if=  57 il= 108 5/9/2020   n=  51 now=    4833 end=       4690      4576      4694 U=    11.64 T=   64.9 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  57. x2= 108. y1=   .68 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999409 cc2=  .859381 lx=  8.45322 if=  58 il= 108 5/9/2020   n=  50 now=    4833 end=       4690      4576      4694 U=    11.60 T=   65.0 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  58. x2= 108. y1=   .61 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999418 cc2=  .859381 lx=  8.45222 if=  58 il= 108 5/9/2020   n=  50 now=    4833 end=       4690      4576      4694 U=    11.60 T=   65.0 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  58. x2= 108. y1=   .61 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999417 cc2=  .857995 lx=  8.45322 if=  59 il= 108 5/9/2020   n=  49 now=    4833 end=       4690      4576      4694 U=    11.55 T=   65.2 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  59. x2= 108. y1=   .54 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999433 cc2=  .857995 lx=  8.45222 if=  59 il= 108 5/9/2020   n=  49 now=    4833 end=       4690      4576      4694 U=    11.55 T=   65.2 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  59. x2= 108. y1=   .54 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999413 cc2=  .856555 lx=  8.45322 if=  60 il= 108 5/9/2020   n=  48 now=    4833 end=       4690      4576      4694 U=    11.48 T=   65.5 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  60. x2= 108. y1=   .48 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999442 cc2=  .856555 lx=  8.45122 if=  60 il= 108 5/9/2020   n=  48 now=    4833 end=       4690      4576      4694 U=    11.48 T=   65.5 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  60. x2= 108. y1=   .48 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999392 cc2=  .855055 lx=  8.45322 if=  61 il= 108 5/9/2020   n=  47 now=    4833 end=       4690      4576      4694 U=    11.40 T=   65.8 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  61. x2= 108. y1=   .42 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999434 cc2=  .855055 lx=  8.45122 if=  61 il= 108 5/9/2020   n=  47 now=    4833 end=       4690      4576      4694 U=    11.40 T=   65.8 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  61. x2= 108. y1=   .42 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999357 cc2=  .853492 lx=  8.45322 if=  62 il= 108 5/9/2020   n=  46 now=    4833 end=       4690      4576      4694 U=    11.29 T=   66.2 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  62. x2= 108. y1=   .37 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999407 cc2=  .853492 lx=  8.45122 if=  62 il= 108 5/9/2020   n=  46 now=    4833 end=       4690      4576      4694 U=    11.29 T=   66.2 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  62. x2= 108. y1=   .37 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999316 cc2=  .851874 lx=  8.45322 if=  63 il= 108 5/9/2020   n=  45 now=    4833 end=       4690      4576      4694 U=    11.21 T=   66.5 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  63. x2= 108. y1=   .31 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999368 cc2=  .851874 lx=  8.45122 if=  63 il= 108 5/9/2020   n=  45 now=    4833 end=       4690      4576      4694 U=    11.21 T=   66.5 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  63. x2= 108. y1=   .31 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999287 cc2=  .850216 lx=  8.45322 if=  64 il= 108 5/9/2020   n=  44 now=    4833 end=       4690      4576      4694 U=    11.15 T=   66.7 p1=  -3.0 p2=   103.0 ed=    93 4/24/2020   x1=  64. x2= 108. y1=   .24 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999333 cc2=  .850216 lx=  8.45122 if=  64 il= 108 5/9/2020   n=  44 now=    4833 end=       4690      4576      4694 U=    11.15 T=   66.7 p1=  -3.0 p2=   103.0 ed=    93 4/24/2020   x1=  64. x2= 108. y1=   .24 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    93 4/24/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999283 cc2=  .848527 lx=  8.45322 if=  65 il= 108 5/9/2020   n=  43 now=    4833 end=       4690      4576      4694 U=    11.14 T=   66.8 p1=  -3.0 p2=   103.0 ed=    93 4/24/2020   x1=  65. x2= 108. y1=   .16 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999316 cc2=  .848527 lx=  8.45122 if=  65 il= 108 5/9/2020   n=  43 now=    4833 end=       4690      4576      4694 U=    11.14 T=   66.8 p1=  -3.0 p2=   103.0 ed=    93 4/24/2020   x1=  65. x2= 108. y1=   .16 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    93 4/24/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999294 cc2=  .846796 lx=  8.45322 if=  66 il= 108 5/9/2020   n=  42 now=    4833 end=       4690      4576      4694 U=    11.11 T=   66.9 p1=  -3.0 p2=   103.0 ed=    93 4/24/2020   x1=  66. x2= 108. y1=   .08 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999311 cc2=  .846796 lx=  8.45222 if=  66 il= 108 5/9/2020   n=  42 now=    4833 end=       4690      4576      4694 U=    11.11 T=   66.9 p1=  -3.0 p2=   103.0 ed=    93 4/24/2020   x1=  66. x2= 108. y1=   .08 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    93 4/24/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999336 cc2=  .845033 lx=  8.45322 if=  67 il= 108 5/9/2020   n=  41 now=    4833 end=       4690      4576      4694 U=    11.13 T=   66.8 p1=  -3.0 p2=   103.0 ed=    93 4/24/2020   x1=  67. x2= 108. y1=  -.02 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999340 cc2=  .845033 lx=  8.45222 if=  67 il= 108 5/9/2020   n=  41 now=    4833 end=       4690      4576      4694 U=    11.13 T=   66.8 p1=  -3.0 p2=   103.0 ed=    93 4/24/2020   x1=  67. x2= 108. y1=  -.02 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    93 4/24/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999385 cc2=  .843211 lx=  8.45322 if=  68 il= 108 5/9/2020   n=  40 now=    4833 end=       4690      4576      4694 U=    11.20 T=   66.5 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  68. x2= 108. y1=  -.13 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999385 cc2=  .843211 lx=  8.45322 if=  68 il= 108 5/9/2020   n=  40 now=    4833 end=       4690      4576      4694 U=    11.20 T=   66.5 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  68. x2= 108. y1=  -.13 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999406 cc2=  .841292 lx=  8.45322 if=  69 il= 108 5/9/2020   n=  39 now=    4833 end=       4690      4576      4694 U=    11.18 T=   66.6 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  69. x2= 108. y1=  -.21 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999411 cc2=  .841292 lx=  8.45422 if=  69 il= 108 5/9/2020   n=  39 now=    4833 end=       4690      4576      4694 U=    11.18 T=   66.6 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  69. x2= 108. y1=  -.21 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999459 cc2=  .839331 lx=  8.45322 if=  70 il= 108 5/9/2020   n=  38 now=    4833 end=       4690      4576      4694 U=    11.16 T=   66.7 p1=  -3.0 p2=   103.0 ed=    93 4/24/2020   x1=  70. x2= 108. y1=  -.30 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999486 cc2=  .839331 lx=  8.45522 if=  70 il= 108 5/9/2020   n=  38 now=    4833 end=       4690      4576      4694 U=    11.16 T=   66.7 p1=  -3.0 p2=   103.0 ed=    93 4/24/2020   x1=  70. x2= 108. y1=  -.30 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    93 4/24/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999557 cc2=  .837336 lx=  8.45322 if=  71 il= 108 5/9/2020   n=  37 now=    4833 end=       4690      4576      4694 U=    11.32 T=   66.1 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  71. x2= 108. y1=  -.44 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999641 cc2=  .837336 lx=  8.45622 if=  71 il= 108 5/9/2020   n=  37 now=    4833 end=       4690      4576      4694 U=    11.32 T=   66.1 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  71. x2= 108. y1=  -.44 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999563 cc2=  .835164 lx=  8.45322 if=  72 il= 108 5/9/2020   n=  36 now=    4833 end=       4690      4576      4694 U=    11.52 T=   65.3 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  72. x2= 108. y1=  -.58 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999704 cc2=  .835164 lx=  8.45722 if=  72 il= 108 5/9/2020   n=  36 now=    4833 end=       4690      4576      4694 U=    11.52 T=   65.3 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  72. x2= 108. y1=  -.58 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999526 cc2=  .832860 lx=  8.45322 if=  73 il= 108 5/9/2020   n=  35 now=    4833 end=       4690      4576      4694 U=    11.58 T=   65.1 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  73. x2= 108. y1=  -.68 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999686 cc2=  .832860 lx=  8.45722 if=  73 il= 108 5/9/2020   n=  35 now=    4833 end=       4690      4576      4694 U=    11.58 T=   65.1 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  73. x2= 108. y1=  -.68 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999496 cc2=  .830465 lx=  8.45322 if=  74 il= 108 5/9/2020   n=  34 now=    4833 end=       4690      4576      4694 U=    11.61 T=   65.0 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  74. x2= 108. y1=  -.78 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999658 cc2=  .830465 lx=  8.45822 if=  74 il= 108 5/9/2020   n=  34 now=    4833 end=       4690      4576      4694 U=    11.61 T=   65.0 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  74. x2= 108. y1=  -.78 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999480 cc2=  .827982 lx=  8.45322 if=  75 il= 108 5/9/2020   n=  33 now=    4833 end=       4690      4576      4694 U=    11.56 T=   65.2 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  75. x2= 108. y1=  -.85 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999632 cc2=  .827982 lx=  8.45722 if=  75 il= 108 5/9/2020   n=  33 now=    4833 end=       4690      4576      4694 U=    11.56 T=   65.2 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  75. x2= 108. y1=  -.85 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999452 cc2=  .825375 lx=  8.45322 if=  76 il= 108 5/9/2020   n=  32 now=    4833 end=       4690      4576      4694 U=    11.50 T=   65.4 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  76. x2= 108. y1=  -.92 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999599 cc2=  .825375 lx=  8.45722 if=  76 il= 108 5/9/2020   n=  32 now=    4833 end=       4690      4576      4694 U=    11.50 T=   65.4 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  76. x2= 108. y1=  -.92 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999407 cc2=  .822631 lx=  8.45322 if=  77 il= 108 5/9/2020   n=  31 now=    4833 end=       4690      4576      4694 U=    11.54 T=   65.2 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  77. x2= 108. y1= -1.02 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999561 cc2=  .822631 lx=  8.45722 if=  77 il= 108 5/9/2020   n=  31 now=    4833 end=       4690      4576      4694 U=    11.54 T=   65.2 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  77. x2= 108. y1= -1.02 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999381 cc2=  .819776 lx=  8.45322 if=  78 il= 108 5/9/2020   n=  30 now=    4833 end=       4690      4576      4694 U=    11.45 T=   65.6 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  78. x2= 108. y1= -1.08 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999522 cc2=  .819776 lx=  8.45722 if=  78 il= 108 5/9/2020   n=  30 now=    4833 end=       4690      4576      4694 U=    11.45 T=   65.6 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  78. x2= 108. y1= -1.08 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999327 cc2=  .816753 lx=  8.45322 if=  79 il= 108 5/9/2020   n=  29 now=    4833 end=       4690      4576      4694 U=    11.46 T=   65.6 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  79. x2= 108. y1= -1.17 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999473 cc2=  .816753 lx=  8.45722 if=  79 il= 108 5/9/2020   n=  29 now=    4833 end=       4690      4576      4694 U=    11.46 T=   65.6 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  79. x2= 108. y1= -1.17 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999276 cc2=  .813580 lx=  8.45322 if=  80 il= 108 5/9/2020   n=  28 now=    4833 end=       4690      4576      4694 U=    11.39 T=   65.8 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  80. x2= 108. y1= -1.25 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999417 cc2=  .813580 lx=  8.45722 if=  80 il= 108 5/9/2020   n=  28 now=    4833 end=       4690      4576      4694 U=    11.39 T=   65.8 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  80. x2= 108. y1= -1.25 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999202 cc2=  .810220 lx=  8.45322 if=  81 il= 108 5/9/2020   n=  27 now=    4833 end=       4690      4576      4694 U=    11.40 T=   65.8 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  81. x2= 108. y1= -1.33 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999354 cc2=  .810220 lx=  8.45722 if=  81 il= 108 5/9/2020   n=  27 now=    4833 end=       4690      4576      4694 U=    11.40 T=   65.8 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  81. x2= 108. y1= -1.33 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999126 cc2=  .806676 lx=  8.45322 if=  82 il= 108 5/9/2020   n=  26 now=    4833 end=       4690      4576      4694 U=    11.31 T=   66.1 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  82. x2= 108. y1= -1.41 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999279 cc2=  .806676 lx=  8.45722 if=  82 il= 108 5/9/2020   n=  26 now=    4833 end=       4690      4576      4694 U=    11.31 T=   66.1 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  82. x2= 108. y1= -1.41 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .999023 cc2=  .802907 lx=  8.45322 if=  83 il= 108 5/9/2020   n=  25 now=    4833 end=       4690      4576      4694 U=    11.45 T=   65.6 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  83. x2= 108. y1= -1.52 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999201 cc2=  .802907 lx=  8.45822 if=  83 il= 108 5/9/2020   n=  25 now=    4833 end=       4690      4576      4694 U=    11.45 T=   65.6 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  83. x2= 108. y1= -1.52 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .998979 cc2=  .798979 lx=  8.45322 if=  84 il= 108 5/9/2020   n=  24 now=    4833 end=       4690      4576      4694 U=    11.24 T=   66.4 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  84. x2= 108. y1= -1.57 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999124 cc2=  .798979 lx=  8.45722 if=  84 il= 108 5/9/2020   n=  24 now=    4833 end=       4690      4576      4694 U=    11.24 T=   66.4 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  84. x2= 108. y1= -1.57 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .998846 cc2=  .794722 lx=  8.45322 if=  85 il= 108 5/9/2020   n=  23 now=    4833 end=       4690      4576      4694 U=    11.32 T=   66.1 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  85. x2= 108. y1= -1.67 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .999023 cc2=  .794722 lx=  8.45822 if=  85 il= 108 5/9/2020   n=  23 now=    4833 end=       4690      4576      4694 U=    11.32 T=   66.1 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  85. x2= 108. y1= -1.67 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .998726 cc2=  .790211 lx=  8.45322 if=  86 il= 108 5/9/2020   n=  22 now=    4833 end=       4690      4576      4694 U=    11.34 T=   66.0 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  86. x2= 108. y1= -1.76 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .998893 cc2=  .790211 lx=  8.45722 if=  86 il= 108 5/9/2020   n=  22 now=    4833 end=       4690      4576      4694 U=    11.34 T=   66.0 p1=  -3.0 p2=   103.0 ed=    92 4/23/2020   x1=  86. x2= 108. y1= -1.76 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    92 4/23/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .998624 cc2=  .785423 lx=  8.45322 if=  87 il= 108 5/9/2020   n=  21 now=    4833 end=       4690      4576      4694 U=    11.15 T=   66.7 p1=  -3.0 p2=   103.0 ed=    93 4/24/2020   x1=  87. x2= 108. y1= -1.82 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .998758 cc2=  .785423 lx=  8.45722 if=  87 il= 108 5/9/2020   n=  21 now=    4833 end=       4690      4576      4694 U=    11.15 T=   66.7 p1=  -3.0 p2=   103.0 ed=    93 4/24/2020   x1=  87. x2= 108. y1= -1.82 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    93 4/24/2020 
AAA1     1 Italy_Campania Confirmed cc1=  .998419 cc2=  .780201 lx=  8.45322 if=  88 il= 108 5/9/2020   n=  20 now=    4833 end=       4690      4576      4694 U=    10.99 T=   67.3 p1=  -3.0 p2=   103.0 ed=    93 4/24/2020   x1=  88. x2= 108. y1= -1.88 y2= -3.70 BEST
AAA2     1 Italy_Campania Confirmed cc1=  .998581 cc2=  .780201 lx=  8.45722 if=  88 il= 108 5/9/2020   n=  20 now=    4833 end=       4690      4576      4694 U=    10.99 T=   67.3 p1=  -3.0 p2=   103.0 ed=    93 4/24/2020   x1=  88. x2= 108. y1= -1.88 y2= -3.70 BEST
GP: Confirmed Italy_Campania 5/9/2020        108    4833     4690    4576     4694    41    93 4/24/2020 
