TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020      113702.00000       11.64134
TAB:  Pakistan Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 Pakistan Confirmed cc1=  .997466 cc2=  .754931 lx= 13.36134 if=  99 il= 115 5/16/2020  n=  16 now=  113702 end=     634971     39475     94516 U=    59.73 T=  176.0 p1= 458.5 p2=    17.9 ed=   316 12/3/2020   x1=  99. x2= 115. y1=  1.29 y2=  1.02     
GP: Confirmed Pakistan 5/16/2020       115  113702    -       39475    94516     5   316 12/3/2020 
AAA2     1 Pakistan Confirmed cc1=  .996997 cc2=  .746997 lx= 12.92134 if= 100 il= 115 5/16/2020  n=  15 now=  113702 end=     408945     39475     94516 U=    52.16 T=  159.3 p1= 259.7 p2=    27.8 ed=   282 10/30/2020  x1= 100. x2= 115. y1=  1.14 y2=   .85     
GP: Confirmed Pakistan 5/16/2020       115  113702    -       39475    94516     5   282 10/30/2020
AAA2     1 Pakistan Confirmed cc1=  .996783 cc2=  .738584 lx= 12.09134 if= 101 il= 115 5/16/2020  n=  14 now=  113702 end=     178320     39475     94516 U=    35.63 T=  129.6 p1=  56.8 p2=    63.8 ed=   213 8/22/2020   x1= 101. x2= 115. y1=   .80 y2=   .41     
GP: Confirmed Pakistan 5/16/2020       115  113702   178320   39475    94516     5   213 8/22/2020 
AAA2     1 Pakistan Confirmed cc1=  .996712 cc2=  .729451 lx= 11.58134 if= 102 il= 115 5/16/2020  n=  13 now=  113702 end=     107080     39475     94516 U=    25.14 T=  114.9 p1=  -5.8 p2=   106.2 ed=   174 7/14/2020   x1= 102. x2= 115. y1=   .52 y2=   .00     
GP: Confirmed Pakistan 5/16/2020       115  113702   107080   39475    94516     5   174 7/14/2020 
AAA2     1 Pakistan Confirmed cc1=  .996684 cc2=  .719334 lx= 11.29134 if= 103 il= 115 5/16/2020  n=  12 now=  113702 end=      80124     39475     94516 U=    18.76 T=  108.5 p1= -29.5 p2=   141.9 ed=   152 6/22/2020   x1= 103. x2= 115. y1=   .29 y2=  -.35     
GP: Confirmed Pakistan 5/16/2020       115  113702    80124   39475    94516     5   152 6/22/2020 
AAA2     1 Pakistan Confirmed cc1=  .996165 cc2=  .707490 lx= 11.15134 if= 104 il= 115 5/16/2020  n=  11 now=  113702 end=      69656     39475     94516 U=    15.58 T=  106.2 p1= -38.7 p2=   163.2 ed=   142 6/12/2020   x1= 104. x2= 115. y1=   .14 y2=  -.57     
GP: Confirmed Pakistan 5/16/2020       115  113702    69656   39475    94516     5   142 6/12/2020 
AAA2     1 Pakistan Confirmed cc1=  .995121 cc2=  .693610 lx= 11.09134 if= 105 il= 115 5/16/2020  n=  10 now=  113702 end=      65600     39475     94516 U=    14.71 T=  105.0 p1= -42.3 p2=   173.3 ed=   139 6/9/2020    x1= 105. x2= 115. y1=   .00 y2=  -.68     
GP: Confirmed Pakistan 5/16/2020       115  113702    65600   39475    94516     5   139 6/9/2020  
AAA2     1 Pakistan Confirmed cc1=  .995046 cc2=  .678818 lx= 10.95134 if= 106 il= 115 5/16/2020  n=   9 now=  113702 end=      57030     39475     94516 U=    10.92 T=  104.1 p1= -49.8 p2=   199.4 ed=   129 5/30/2020   x1= 106. x2= 115. y1=  -.18 y2= -1.00     
GP: Confirmed Pakistan 5/16/2020       115  113702    57030   39475    94516     5   129 5/30/2020 
AAA2     1 Pakistan Confirmed cc1=  .994613 cc2=  .884181 lx= 11.56134 if=  35 il= 116 5/17/2020  n=  81 now=  113702 end=     104960     40151     98717 U=    33.39 T=  114.7 p1=  -7.7 p2=   108.3 ed=   193 8/2/2020    x1=  35. x2= 116. y1=  2.39 y2=  -.04     
GP: Confirmed Pakistan 5/17/2020       116  113702   104960   40151    98717     8   193 8/2/2020  
AAA2     1 Pakistan Confirmed cc1=  .994532 cc2=  .883421 lx= 11.54134 if=  36 il= 116 5/17/2020  n=  80 now=  113702 end=     102881     40151     98717 U=    32.72 T=  114.0 p1=  -9.5 p2=   110.5 ed=   191 7/31/2020   x1=  36. x2= 116. y1=  2.38 y2=  -.06     
GP: Confirmed Pakistan 5/17/2020       116  113702   102881   40151    98717     8   191 7/31/2020 
AAA2     1 Pakistan Confirmed cc1=  .994395 cc2=  .882591 lx= 11.53134 if=  37 il= 116 5/17/2020  n=  79 now=  113702 end=     101858     40151     98717 U=    32.18 T=  113.7 p1= -10.4 p2=   111.6 ed=   189 7/29/2020   x1=  37. x2= 116. y1=  2.38 y2=  -.07     
GP: Confirmed Pakistan 5/17/2020       116  113702   101858   40151    98717     8   189 7/29/2020 
AAA2     1 Pakistan Confirmed cc1=  .994209 cc2=  .881701 lx= 11.52134 if=  38 il= 116 5/17/2020  n=  78 now=  113702 end=     100844     40151     98717 U=    32.52 T=  113.3 p1= -11.3 p2=   112.8 ed=   190 7/30/2020   x1=  38. x2= 116. y1=  2.32 y2=  -.08     
GP: Confirmed Pakistan 5/17/2020       116  113702   100844   40151    98717     8   190 7/30/2020 
AAA1     1 Pakistan Confirmed cc1=  .994088 cc2=  .880860 lx= 11.51134 if=  39 il= 116 5/17/2020  n=  77 now=  113702 end=      99841     40151     98717 U=    31.97 T=  113.0 p1= -12.2 p2=   113.9 ed=   188 7/28/2020   x1=  39. x2= 116. y1=  2.32 y2=  -.09 BEST
AAA2     1 Pakistan Confirmed cc1=  .994088 cc2=  .880860 lx= 11.51134 if=  39 il= 116 5/17/2020  n=  77 now=  113702 end=      99841     40151     98717 U=    31.97 T=  113.0 p1= -12.2 p2=   113.9 ed=   188 7/28/2020   x1=  39. x2= 116. y1=  2.32 y2=  -.09 BEST
GP: Confirmed Pakistan 5/17/2020       116  113702    99841   40151    98717     8   188 7/28/2020 
AAA1     1 Pakistan Confirmed cc1=  .993908 cc2=  .879948 lx= 11.50134 if=  40 il= 116 5/17/2020  n=  76 now=  113702 end=      98847     40151     98717 U=    31.43 T=  112.7 p1= -13.1 p2=   115.0 ed=   186 7/26/2020   x1=  40. x2= 116. y1=  2.31 y2=  -.10 BEST
AAA2     1 Pakistan Confirmed cc1=  .993908 cc2=  .879948 lx= 11.50134 if=  40 il= 116 5/17/2020  n=  76 now=  113702 end=      98847     40151     98717 U=    31.43 T=  112.7 p1= -13.1 p2=   115.0 ed=   186 7/26/2020   x1=  40. x2= 116. y1=  2.31 y2=  -.10 BEST
GP: Confirmed Pakistan 5/17/2020       116  113702    98847   40151    98717     8   186 7/26/2020 
AAA1     1 Pakistan Confirmed cc1=  .993682 cc2=  .878974 lx= 11.49134 if=  41 il= 116 5/17/2020  n=  75 now=  113702 end=      97864     40151     98717 U=    31.17 T=  112.4 p1= -13.9 p2=   116.2 ed=   185 7/25/2020   x1=  41. x2= 116. y1=  2.29 y2=  -.12 BEST
AAA2     1 Pakistan Confirmed cc1=  .993682 cc2=  .878974 lx= 11.49434 if=  41 il= 116 5/17/2020  n=  75 now=  113702 end=      97864     40151     98717 U=    31.17 T=  112.4 p1= -13.9 p2=   116.2 ed=   185 7/25/2020   x1=  41. x2= 116. y1=  2.29 y2=  -.12 BEST
GP: Confirmed Pakistan 5/17/2020       116  113702    97864   40151    98717     8   185 7/25/2020 
AAA1     1 Pakistan Confirmed cc1=  .993437 cc2=  .877967 lx= 11.49134 if=  42 il= 116 5/17/2020  n=  74 now=  113702 end=      97864     40151     98717 U=    30.75 T=  112.4 p1= -13.9 p2=   116.2 ed=   185 7/25/2020   x1=  42. x2= 116. y1=  2.29 y2=  -.12 BEST
AAA2     1 Pakistan Confirmed cc1=  .993437 cc2=  .877967 lx= 11.48934 if=  42 il= 116 5/17/2020  n=  74 now=  113702 end=      97864     40151     98717 U=    30.75 T=  112.4 p1= -13.9 p2=   116.2 ed=   185 7/25/2020   x1=  42. x2= 116. y1=  2.29 y2=  -.12 BEST
GP: Confirmed Pakistan 5/17/2020       116  113702    97864   40151    98717     8   185 7/25/2020 
AAA1     1 Pakistan Confirmed cc1=  .993166 cc2=  .876919 lx= 11.49134 if=  43 il= 116 5/17/2020  n=  73 now=  113702 end=      97864     40151     98717 U=    30.34 T=  112.5 p1= -13.9 p2=   116.2 ed=   184 7/24/2020   x1=  43. x2= 116. y1=  2.29 y2=  -.12 BEST
AAA2     1 Pakistan Confirmed cc1=  .993166 cc2=  .876919 lx= 11.49034 if=  43 il= 116 5/17/2020  n=  73 now=  113702 end=      97864     40151     98717 U=    30.34 T=  112.5 p1= -13.9 p2=   116.2 ed=   184 7/24/2020   x1=  43. x2= 116. y1=  2.29 y2=  -.12 BEST
GP: Confirmed Pakistan 5/17/2020       116  113702    97864   40151    98717     8   184 7/24/2020 
AAA1     1 Pakistan Confirmed cc1=  .992899 cc2=  .875858 lx= 11.50134 if=  44 il= 116 5/17/2020  n=  72 now=  113702 end=      98847     40151     98717 U=    30.28 T=  112.8 p1= -13.1 p2=   115.0 ed=   184 7/24/2020   x1=  44. x2= 116. y1=  2.27 y2=  -.10 BEST
AAA2     1 Pakistan Confirmed cc1=  .992899 cc2=  .875858 lx= 11.49734 if=  44 il= 116 5/17/2020  n=  72 now=  113702 end=      98847     40151     98717 U=    30.28 T=  112.8 p1= -13.1 p2=   115.0 ed=   184 7/24/2020   x1=  44. x2= 116. y1=  2.27 y2=  -.10 BEST
GP: Confirmed Pakistan 5/17/2020       116  113702    98847   40151    98717     8   184 7/24/2020 
AAA1     1 Pakistan Confirmed cc1=  .992640 cc2=  .874789 lx= 11.51134 if=  45 il= 116 5/17/2020  n=  71 now=  113702 end=      99841     40151     98717 U=    29.99 T=  113.2 p1= -12.2 p2=   113.9 ed=   183 7/23/2020   x1=  45. x2= 116. y1=  2.27 y2=  -.09 BEST
AAA2     1 Pakistan Confirmed cc1=  .992640 cc2=  .874789 lx= 11.50834 if=  45 il= 116 5/17/2020  n=  71 now=  113702 end=      99841     40151     98717 U=    29.99 T=  113.2 p1= -12.2 p2=   113.9 ed=   183 7/23/2020   x1=  45. x2= 116. y1=  2.27 y2=  -.09 BEST
GP: Confirmed Pakistan 5/17/2020       116  113702    99841   40151    98717     8   183 7/23/2020 
AAA2     1 Pakistan Confirmed cc1=  .992460 cc2=  .873782 lx= 11.53134 if=  46 il= 116 5/17/2020  n=  70 now=  113702 end=     101858     40151     98717 U=    29.82 T=  113.9 p1= -10.4 p2=   111.6 ed=   184 7/24/2020   x1=  46. x2= 116. y1=  2.28 y2=  -.07     
GP: Confirmed Pakistan 5/17/2020       116  113702   101858   40151    98717     8   184 7/24/2020 
AAA2     1 Pakistan Confirmed cc1=  .992445 cc2=  .872923 lx= 11.57134 if=  47 il= 116 5/17/2020  n=  69 now=  113702 end=     106015     40151     98717 U=    29.87 T=  115.1 p1=  -6.8 p2=   107.3 ed=   185 7/25/2020   x1=  47. x2= 116. y1=  2.28 y2=  -.03     
GP: Confirmed Pakistan 5/17/2020       116  113702   106015   40151    98717     8   185 7/25/2020 
AAA2     1 Pakistan Confirmed cc1=  .992741 cc2=  .872355 lx= 11.63134 if=  48 il= 116 5/17/2020  n=  68 now=  113702 end=     112570     40151     98717 U=    31.61 T=  117.0 p1=  -1.0 p2=   101.0 ed=   191 7/31/2020   x1=  48. x2= 116. y1=  2.18 y2=   .03     
GP: Confirmed Pakistan 5/17/2020       116  113702   112570   40151    98717     8   191 7/31/2020 
AAA2     1 Pakistan Confirmed cc1=  .992706 cc2=  .871438 lx= 11.67134 if=  49 il= 116 5/17/2020  n=  67 now=  113702 end=     117164     40151     98717 U=    31.94 T=  118.2 p1=   3.0 p2=    97.0 ed=   193 8/2/2020    x1=  49. x2= 116. y1=  2.17 y2=   .07     
GP: Confirmed Pakistan 5/17/2020       116  113702   117164   40151    98717     8   193 8/2/2020  
AAA2     1 Pakistan Confirmed cc1=  .992827 cc2=  .870657 lx= 11.73134 if=  50 il= 116 5/17/2020  n=  66 now=  113702 end=     124409     40151     98717 U=    32.28 T=  120.0 p1=   9.4 p2=    91.4 ed=   196 8/5/2020    x1=  50. x2= 116. y1=  2.17 y2=   .12     
GP: Confirmed Pakistan 5/17/2020       116  113702   124409   40151    98717     8   196 8/5/2020  
AAA2     1 Pakistan Confirmed cc1=  .993337 cc2=  .870246 lx= 11.83134 if=  51 il= 116 5/17/2020  n=  65 now=  113702 end=     137494     40151     98717 U=    33.64 T=  123.0 p1=  20.9 p2=    82.7 ed=   202 8/11/2020   x1=  51. x2= 116. y1=  2.14 y2=   .21     
GP: Confirmed Pakistan 5/17/2020       116  113702   137494   40151    98717     8   202 8/11/2020 
AAA2     1 Pakistan Confirmed cc1=  .994081 cc2=  .870046 lx= 11.97134 if=  52 il= 116 5/17/2020  n=  64 now=  113702 end=     158155     40151     98717 U=    34.99 T=  127.0 p1=  39.1 p2=    71.9 ed=   209 8/18/2020   x1=  52. x2= 116. y1=  2.14 y2=   .32     
GP: Confirmed Pakistan 5/17/2020       116  113702   158155   40151    98717     8   209 8/18/2020 
AAA2     1 Pakistan Confirmed cc1=  .995644 cc2=  .870644 lx= 12.23134 if=  53 il= 116 5/17/2020  n=  63 now=  113702 end=     205117     40151     98717 U=    38.83 T=  135.0 p1=  80.4 p2=    55.4 ed=   226 9/4/2020    x1=  53. x2= 116. y1=  2.11 y2=   .49     
GP: Confirmed Pakistan 5/17/2020       116  113702   205117   40151    98717     8   226 9/4/2020  
AAA2     1 Pakistan Confirmed cc1=  .997468 cc2=  .871480 lx= 12.62134 if=  54 il= 116 5/17/2020  n=  62 now=  113702 end=     302953     40151     98717 U=    46.31 T=  148.6 p1= 166.4 p2=    37.5 ed=   257 10/5/2020   x1=  54. x2= 116. y1=  2.04 y2=   .70     
GP: Confirmed Pakistan 5/17/2020       116  113702   302953   40151    98717     8   257 10/5/2020 
AAA2     1 Pakistan Confirmed cc1=  .998291 cc2=  .871291 lx= 12.94134 if=  55 il= 116 5/17/2020  n=  61 now=  113702 end=     417206     40151     98717 U=    52.53 T=  160.7 p1= 266.9 p2=    27.3 ed=   284 11/1/2020   x1=  55. x2= 116. y1=  2.01 y2=   .85     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   284 11/1/2020 
AAA2     1 Pakistan Confirmed cc1=  .998670 cc2=  .870633 lx= 13.19134 if=  56 il= 116 5/17/2020  n=  60 now=  113702 end=     535703     40151     98717 U=    56.51 T=  169.8 p1= 371.1 p2=    21.2 ed=   303 11/20/2020  x1=  56. x2= 116. y1=  2.01 y2=   .95     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   303 11/20/2020
AAA2     1 Pakistan Confirmed cc1=  .999070 cc2=  .869971 lx= 13.50134 if=  57 il= 116 5/17/2020  n=  59 now=  113702 end=     730391     40151     98717 U=    63.16 T=  183.3 p1= 542.4 p2=    15.6 ed=   332 12/19/2020  x1=  57. x2= 116. y1=  2.00 y2=  1.07     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   332 12/19/2020
AAA2     1 Pakistan Confirmed cc1=  .999153 cc2=  .868964 lx= 13.64134 if=  58 il= 116 5/17/2020  n=  58 now=  113702 end=     840150     40151     98717 U=    64.97 T=  188.3 p1= 638.9 p2=    13.5 ed=   341 12/28/2020  x1=  58. x2= 116. y1=  2.00 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   341 12/28/2020
AAA2     1 Pakistan Confirmed cc1=  .999296 cc2=  .867990 lx= 13.64134 if=  59 il= 116 5/17/2020  n=  57 now=  113702 end=     840150     40151     98717 U=    67.81 T=  191.4 p1= 638.9 p2=    13.5 ed=   351 1/7/2021    x1=  59. x2= 116. y1=  1.95 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   351 1/7/2021  
AAA2     1 Pakistan Confirmed cc1=  .999259 cc2=  .866805 lx= 13.64134 if=  60 il= 116 5/17/2020  n=  56 now=  113702 end=     840150     40151     98717 U=    67.31 T=  190.9 p1= 638.9 p2=    13.5 ed=   349 1/5/2021    x1=  60. x2= 116. y1=  1.94 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   349 1/5/2021  
AAA2     1 Pakistan Confirmed cc1=  .999227 cc2=  .865596 lx= 13.64134 if=  61 il= 116 5/17/2020  n=  55 now=  113702 end=     840150     40151     98717 U=    67.52 T=  191.1 p1= 638.9 p2=    13.5 ed=   350 1/6/2021    x1=  61. x2= 116. y1=  1.93 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   350 1/6/2021  
AAA2     1 Pakistan Confirmed cc1=  .999189 cc2=  .864349 lx= 13.64134 if=  62 il= 116 5/17/2020  n=  54 now=  113702 end=     840150     40151     98717 U=    67.57 T=  191.2 p1= 638.9 p2=    13.5 ed=   350 1/6/2021    x1=  62. x2= 116. y1=  1.91 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   350 1/6/2021  
AAA2     1 Pakistan Confirmed cc1=  .999147 cc2=  .863064 lx= 13.64134 if=  63 il= 116 5/17/2020  n=  53 now=  113702 end=     840150     40151     98717 U=    67.44 T=  191.0 p1= 638.9 p2=    13.5 ed=   350 1/6/2021    x1=  63. x2= 116. y1=  1.90 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   350 1/6/2021  
AAA2     1 Pakistan Confirmed cc1=  .999107 cc2=  .861747 lx= 13.64134 if=  64 il= 116 5/17/2020  n=  52 now=  113702 end=     840150     40151     98717 U=    67.76 T=  191.4 p1= 638.9 p2=    13.5 ed=   351 1/7/2021    x1=  64. x2= 116. y1=  1.88 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   351 1/7/2021  
AAA2     1 Pakistan Confirmed cc1=  .999058 cc2=  .860383 lx= 13.64134 if=  65 il= 116 5/17/2020  n=  51 now=  113702 end=     840150     40151     98717 U=    68.30 T=  192.0 p1= 638.9 p2=    13.5 ed=   353 1/9/2021    x1=  65. x2= 116. y1=  1.86 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   353 1/9/2021  
AAA2     1 Pakistan Confirmed cc1=  .999002 cc2=  .858974 lx= 13.64134 if=  66 il= 116 5/17/2020  n=  50 now=  113702 end=     840150     40151     98717 U=    68.18 T=  191.8 p1= 638.9 p2=    13.5 ed=   352 1/8/2021    x1=  66. x2= 116. y1=  1.85 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   352 1/8/2021  
AAA2     1 Pakistan Confirmed cc1=  .998941 cc2=  .857520 lx= 13.64134 if=  67 il= 116 5/17/2020  n=  49 now=  113702 end=     840150     40151     98717 U=    67.78 T=  191.4 p1= 638.9 p2=    13.5 ed=   351 1/7/2021    x1=  67. x2= 116. y1=  1.84 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   351 1/7/2021  
AAA2     1 Pakistan Confirmed cc1=  .998878 cc2=  .856021 lx= 13.64134 if=  68 il= 116 5/17/2020  n=  48 now=  113702 end=     840150     40151     98717 U=    67.49 T=  191.1 p1= 638.9 p2=    13.5 ed=   350 1/6/2021    x1=  68. x2= 116. y1=  1.82 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   350 1/6/2021  
AAA2     1 Pakistan Confirmed cc1=  .998821 cc2=  .854483 lx= 13.64134 if=  69 il= 116 5/17/2020  n=  47 now=  113702 end=     840150     40151     98717 U=    67.97 T=  191.6 p1= 638.9 p2=    13.5 ed=   351 1/7/2021    x1=  69. x2= 116. y1=  1.80 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   351 1/7/2021  
AAA2     1 Pakistan Confirmed cc1=  .998746 cc2=  .852881 lx= 13.64134 if=  70 il= 116 5/17/2020  n=  46 now=  113702 end=     840150     40151     98717 U=    67.97 T=  191.6 p1= 638.9 p2=    13.5 ed=   352 1/8/2021    x1=  70. x2= 116. y1=  1.79 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   352 1/8/2021  
AAA2     1 Pakistan Confirmed cc1=  .998665 cc2=  .851223 lx= 13.64134 if=  71 il= 116 5/17/2020  n=  45 now=  113702 end=     840150     40151     98717 U=    68.79 T=  192.5 p1= 638.9 p2=    13.5 ed=   354 1/10/2021   x1=  71. x2= 116. y1=  1.77 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   354 1/10/2021 
AAA2     1 Pakistan Confirmed cc1=  .998581 cc2=  .849510 lx= 13.64134 if=  72 il= 116 5/17/2020  n=  44 now=  113702 end=     840150     40151     98717 U=    69.15 T=  192.9 p1= 638.9 p2=    13.5 ed=   356 1/12/2021   x1=  72. x2= 116. y1=  1.75 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   356 1/12/2021 
AAA2     1 Pakistan Confirmed cc1=  .998504 cc2=  .847749 lx= 13.64134 if=  73 il= 116 5/17/2020  n=  43 now=  113702 end=     840150     40151     98717 U=    68.49 T=  192.2 p1= 638.9 p2=    13.5 ed=   353 1/9/2021    x1=  73. x2= 116. y1=  1.74 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   353 1/9/2021  
AAA2     1 Pakistan Confirmed cc1=  .998399 cc2=  .845901 lx= 13.64134 if=  74 il= 116 5/17/2020  n=  42 now=  113702 end=     840150     40151     98717 U=    69.11 T=  192.9 p1= 638.9 p2=    13.5 ed=   355 1/11/2021   x1=  74. x2= 116. y1=  1.72 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   355 1/11/2021 
AAA2     1 Pakistan Confirmed cc1=  .998308 cc2=  .844004 lx= 13.64134 if=  75 il= 116 5/17/2020  n=  41 now=  113702 end=     840150     40151     98717 U=    71.23 T=  195.2 p1= 638.9 p2=    13.5 ed=   363 1/19/2021   x1=  75. x2= 116. y1=  1.69 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   363 1/19/2021 
AAA2     1 Pakistan Confirmed cc1=  .998471 cc2=  .842298 lx= 13.64134 if=  76 il= 116 5/17/2020  n=  40 now=  113702 end=     840150     40151     98717 U=    71.07 T=  195.0 p1= 638.9 p2=    13.5 ed=   362 1/18/2021   x1=  76. x2= 116. y1=  1.67 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   362 1/18/2021 
AAA2     1 Pakistan Confirmed cc1=  .998673 cc2=  .840559 lx= 13.64134 if=  77 il= 116 5/17/2020  n=  39 now=  113702 end=     840150     40151     98717 U=    70.60 T=  194.5 p1= 638.9 p2=    13.5 ed=   361 1/17/2021   x1=  77. x2= 116. y1=  1.66 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   361 1/17/2021 
AAA2     1 Pakistan Confirmed cc1=  .998857 cc2=  .838729 lx= 13.64134 if=  78 il= 116 5/17/2020  n=  38 now=  113702 end=     840150     40151     98717 U=    70.03 T=  193.9 p1= 638.9 p2=    13.5 ed=   359 1/15/2021   x1=  78. x2= 116. y1=  1.65 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   359 1/15/2021 
AAA2     1 Pakistan Confirmed cc1=  .999005 cc2=  .836784 lx= 13.64134 if=  79 il= 116 5/17/2020  n=  37 now=  113702 end=     840150     40151     98717 U=    69.29 T=  193.1 p1= 638.9 p2=    13.5 ed=   356 1/12/2021   x1=  79. x2= 116. y1=  1.65 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   356 1/12/2021 
AAA2     1 Pakistan Confirmed cc1=  .999086 cc2=  .834687 lx= 13.64134 if=  80 il= 116 5/17/2020  n=  36 now=  113702 end=     840150     40151     98717 U=    69.05 T=  192.8 p1= 638.9 p2=    13.5 ed=   355 1/11/2021   x1=  80. x2= 116. y1=  1.63 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   355 1/11/2021 
AAA2     1 Pakistan Confirmed cc1=  .999169 cc2=  .832502 lx= 13.64134 if=  81 il= 116 5/17/2020  n=  35 now=  113702 end=     840150     40151     98717 U=    68.23 T=  191.9 p1= 638.9 p2=    13.5 ed=   352 1/8/2021    x1=  81. x2= 116. y1=  1.63 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   352 1/8/2021  
AAA2     1 Pakistan Confirmed cc1=  .999177 cc2=  .830146 lx= 13.64134 if=  82 il= 116 5/17/2020  n=  34 now=  113702 end=     840150     40151     98717 U=    67.57 T=  191.2 p1= 638.9 p2=    13.5 ed=   350 1/6/2021    x1=  82. x2= 116. y1=  1.62 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   350 1/6/2021  
AAA2     1 Pakistan Confirmed cc1=  .999136 cc2=  .827637 lx= 13.64134 if=  83 il= 116 5/17/2020  n=  33 now=  113702 end=     840150     40151     98717 U=    67.19 T=  190.7 p1= 638.9 p2=    13.5 ed=   349 1/5/2021    x1=  83. x2= 116. y1=  1.60 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   349 1/5/2021  
AAA2     1 Pakistan Confirmed cc1=  .999069 cc2=  .824992 lx= 13.64134 if=  84 il= 116 5/17/2020  n=  32 now=  113702 end=     840150     40151     98717 U=    67.66 T=  191.2 p1= 638.9 p2=    13.5 ed=   350 1/6/2021    x1=  84. x2= 116. y1=  1.59 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   350 1/6/2021  
AAA2     1 Pakistan Confirmed cc1=  .999028 cc2=  .822252 lx= 13.64134 if=  85 il= 116 5/17/2020  n=  31 now=  113702 end=     840150     40151     98717 U=    67.94 T=  191.6 p1= 638.9 p2=    13.5 ed=   351 1/7/2021    x1=  85. x2= 116. y1=  1.57 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   351 1/7/2021  
AAA2     1 Pakistan Confirmed cc1=  .999020 cc2=  .819415 lx= 13.64134 if=  86 il= 116 5/17/2020  n=  30 now=  113702 end=     840150     40151     98717 U=    66.21 T=  189.6 p1= 638.9 p2=    13.5 ed=   345 1/1/2021    x1=  86. x2= 116. y1=  1.57 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   345 1/1/2021  
AAA2     1 Pakistan Confirmed cc1=  .998921 cc2=  .816346 lx= 13.64134 if=  87 il= 116 5/17/2020  n=  29 now=  113702 end=     840150     40151     98717 U=    66.59 T=  190.1 p1= 638.9 p2=    13.5 ed=   347 1/3/2021    x1=  87. x2= 116. y1=  1.55 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   347 1/3/2021  
AAA2     1 Pakistan Confirmed cc1=  .998805 cc2=  .813110 lx= 13.64134 if=  88 il= 116 5/17/2020  n=  28 now=  113702 end=     840150     40151     98717 U=    67.24 T=  190.8 p1= 638.9 p2=    13.5 ed=   349 1/5/2021    x1=  88. x2= 116. y1=  1.53 y2=  1.11     
GP: Confirmed Pakistan 5/17/2020       116  113702    -       40151    98717     8   349 1/5/2021  
AAA2     1 Pakistan Confirmed cc1=  .998695 cc2=  .809712 lx= 13.64134 if=  89 il= 116 5/17/2020  n=  27 now=  113702 end=     840150     40151     98717 U=    65.12 T=  188.4 p1= 638.9 p2=    13.5 ed=   342 12/29/2020  x1=  89. x2= 116. y1=  1.53 y2=  1.11     
