TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        4005.00000        8.29530
TAB:  US_Indiana_Lake Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005     3150    2036     2865     8   127 5/28/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998385 cc2=  .831718 lx=  8.06530 if=  67 il= 102 5/3/2020   n=  35 now=    4005 end=       3182      2036      2865 U=    16.72 T=   88.5 p1= -20.5 p2=   125.9 ed=   127 5/28/2020   x1=  67. x2= 102. y1=  1.29 y2=  -.81     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005     3182    2036     2865     8   127 5/28/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998690 cc2=  .827191 lx=  8.12530 if=  69 il= 102 5/3/2020   n=  33 now=    4005 end=       3378      2036      2865 U=    18.08 T=   89.7 p1= -15.7 p2=   118.6 ed=   132 6/2/2020    x1=  69. x2= 102. y1=  1.14 y2=  -.68     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005     3378    2036     2865     8   132 6/2/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998657 cc2=  .824579 lx=  8.14530 if=  70 il= 102 5/3/2020   n=  32 now=    4005 end=       3447      2036      2865 U=    18.56 T=   90.1 p1= -13.9 p2=   116.2 ed=   133 6/3/2020    x1=  70. x2= 102. y1=  1.08 y2=  -.64     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005     3447    2036     2865     8   133 6/3/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998589 cc2=  .821812 lx=  8.16530 if=  71 il= 102 5/3/2020   n=  31 now=    4005 end=       3516      2036      2865 U=    19.00 T=   90.5 p1= -12.2 p2=   113.9 ed=   135 6/5/2020    x1=  71. x2= 102. y1=  1.03 y2=  -.60     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005     3516    2036     2865     8   135 6/5/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998501 cc2=  .818895 lx=  8.18530 if=  72 il= 102 5/3/2020   n=  30 now=    4005 end=       3587      2036      2865 U=    19.27 T=   91.1 p1= -10.4 p2=   111.7 ed=   136 6/6/2020    x1=  72. x2= 102. y1=   .99 y2=  -.57     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005     3587    2036     2865     8   136 6/6/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998476 cc2=  .815901 lx=  8.21530 if=  73 il= 102 5/3/2020   n=  29 now=    4005 end=       3697      2036      2865 U=    20.42 T=   91.5 p1=  -7.7 p2=   108.3 ed=   139 6/9/2020    x1=  73. x2= 102. y1=   .90 y2=  -.52     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005     3697    2036     2865     8   139 6/9/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998315 cc2=  .812619 lx=  8.20530 if=  74 il= 102 5/3/2020   n=  28 now=    4005 end=       3660      2036      2865 U=    19.93 T=   91.4 p1=  -8.6 p2=   109.4 ed=   138 6/8/2020    x1=  74. x2= 102. y1=   .87 y2=  -.53     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005     3660    2036     2865     8   138 6/8/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998164 cc2=  .809181 lx=  8.22530 if=  75 il= 102 5/3/2020   n=  27 now=    4005 end=       3734      2036      2865 U=    20.16 T=   91.9 p1=  -6.8 p2=   107.3 ed=   139 6/9/2020    x1=  75. x2= 102. y1=   .84 y2=  -.50     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005     3734    2036     2865     8   139 6/9/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998084 cc2=  .805634 lx=  8.26530 if=  76 il= 102 5/3/2020   n=  26 now=    4005 end=       3886      2036      2865 U=    21.00 T=   92.8 p1=  -3.0 p2=   103.1 ed=   142 6/12/2020   x1=  76. x2= 102. y1=   .80 y2=  -.44     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005     3886    2036     2865     8   142 6/12/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998021 cc2=  .801905 lx=  8.30530 if=  77 il= 102 5/3/2020   n=  25 now=    4005 end=       4045      2036      2865 U=    21.71 T=   93.8 p1=   1.0 p2=    99.0 ed=   145 6/15/2020   x1=  77. x2= 102. y1=   .78 y2=  -.38     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005     4045    2036     2865     8   145 6/15/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998152 cc2=  .798152 lx=  8.39530 if=  78 il= 102 5/3/2020   n=  24 now=    4005 end=       4426      2036      2865 U=    23.76 T=   96.0 p1=  10.5 p2=    90.5 ed=   152 6/22/2020   x1=  78. x2= 102. y1=   .76 y2=  -.25     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005     4426    2036     2865     8   152 6/22/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998754 cc2=  .790240 lx=  8.76530 if=  80 il= 102 5/3/2020   n=  22 now=    4005 end=       6407      2036      2865 U=    32.65 T=  106.5 p1=  60.0 p2=    62.5 ed=   183 7/23/2020   x1=  80. x2= 102. y1=   .81 y2=   .14     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005     6407    2036     2865     8   183 7/23/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998647 cc2=  .785446 lx=  8.86530 if=  81 il= 102 5/3/2020   n=  21 now=    4005 end=       7081      2036      2865 U=    35.47 T=  109.8 p1=  76.8 p2=    56.6 ed=   193 8/2/2020    x1=  81. x2= 102. y1=   .81 y2=   .22     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005     7081    2036     2865     8   193 8/2/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998444 cc2=  .780226 lx=  8.85530 if=  82 il= 102 5/3/2020   n=  20 now=    4005 end=       7011      2036      2865 U=    35.40 T=  109.5 p1=  75.1 p2=    57.1 ed=   193 8/2/2020    x1=  82. x2= 102. y1=   .78 y2=   .21     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005     7011    2036     2865     8   193 8/2/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998208 cc2=  .774601 lx=  8.81530 if=  83 il= 102 5/3/2020   n=  19 now=    4005 end=       6736      2036      2865 U=    33.57 T=  108.0 p1=  68.2 p2=    59.5 ed=   187 7/27/2020   x1=  83. x2= 102. y1=   .75 y2=   .18     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005     6736    2036     2865     8   187 7/27/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998151 cc2=  .768736 lx=  9.10530 if=  84 il= 102 5/3/2020   n=  18 now=    4005 end=       9002      2036      2865 U=    40.06 T=  117.9 p1= 124.8 p2=    44.5 ed=   212 8/21/2020   x1=  84. x2= 102. y1=   .85 y2=   .40     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005     9002    2036     2865     8   212 8/21/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998377 cc2=  .762675 lx= 10.14530 if=  85 il= 102 5/3/2020   n=  17 now=    4005 end=      25471      2036      2865 U=    66.72 T=  163.8 p1= 536.0 p2=    15.7 ed=   321 12/8/2020   x1=  85. x2= 102. y1=  1.18 y2=   .93     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005    -        2036     2865     8   321 12/8/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998103 cc2=  .755567 lx=  9.83530 if=  86 il= 102 5/3/2020   n=  16 now=    4005 end=      18681      2036      2865 U=    59.39 T=  149.3 p1= 366.4 p2=    21.4 ed=   289 11/6/2020   x1=  86. x2= 102. y1=  1.07 y2=   .80     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005    -        2036     2865     8   289 11/6/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .997773 cc2=  .747773 lx=  9.49530 if=  87 il= 102 5/3/2020   n=  15 now=    4005 end=      13297      2036      2865 U=    52.53 T=  135.1 p1= 232.0 p2=    30.1 ed=   259 10/7/2020   x1=  87. x2= 102. y1=   .92 y2=   .63     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005    -        2036     2865     8   259 10/7/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998021 cc2=  .739822 lx=  8.83530 if=  88 il= 102 5/3/2020   n=  14 now=    4005 end=       6872      2036      2865 U=    34.40 T=  108.7 p1=  71.6 p2=    58.3 ed=   189 7/29/2020   x1=  88. x2= 102. y1=   .60 y2=   .20     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005     6872    2036     2865     8   189 7/29/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .997571 cc2=  .730310 lx=  8.90530 if=  89 il= 102 5/3/2020   n=  13 now=    4005 end=       7370      2036      2865 U=    36.88 T=  111.3 p1=  84.0 p2=    54.3 ed=   198 8/7/2020    x1=  89. x2= 102. y1=   .60 y2=   .25     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005     7370    2036     2865     8   198 8/7/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .997156 cc2=  .719806 lx=  8.62530 if=  90 il= 102 5/3/2020   n=  12 now=    4005 end=       5570      2036      2865 U=    29.44 T=  102.2 p1=  39.1 p2=    71.9 ed=   171 7/11/2020   x1=  90. x2= 102. y1=   .41 y2=   .01     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005     5570    2036     2865     8   171 7/11/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .996400 cc2=  .707725 lx=  8.53530 if=  91 il= 102 5/3/2020   n=  11 now=    4005 end=       5091      2036      2865 U=    27.30 T=   99.6 p1=  27.1 p2=    78.7 ed=   164 7/4/2020    x1=  91. x2= 102. y1=   .32 y2=  -.09     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005     5091    2036     2865     8   164 7/4/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .993879 cc2=  .677651 lx=  8.51530 if=  93 il= 102 5/3/2020   n=   9 now=    4005 end=       4990      2036      2865 U=    27.79 T=   99.0 p1=  24.6 p2=    80.3 ed=   164 7/4/2020    x1=  93. x2= 102. y1=   .21 y2=  -.11     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005     4990    2036     2865     8   164 7/4/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .993612 cc2=  .660278 lx=  7.98530 if=  94 il= 102 5/3/2020   n=   8 now=    4005 end=       2937      2036      2865 U=    13.53 T=   88.4 p1= -26.7 p2=   136.4 ed=   120 5/21/2020   x1=  94. x2= 102. y1=  -.41 y2= -1.00     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005     2937    2036     2865     8   120 5/21/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .997758 cc2=  .644205 lx=  7.79530 if=  95 il= 102 5/3/2020   n=   7 now=    4005 end=       2429      2036      2865 U=     7.30 T=   89.3 p1= -39.4 p2=   164.9 ed=   106 5/7/2020    x1=  95. x2= 102. y1=  -.78 y2= -1.73     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005     2429    2036     2865     8   106 5/7/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998043 cc2=  .620078 lx=  7.74530 if=  96 il= 102 5/3/2020   n=   6 now=    4005 end=       2310      2036      2865 U=     5.51 T=   90.6 p1= -42.3 p2=   173.4 ed=   103 5/4/2020    x1=  96. x2= 102. y1=  -.98 y2= -2.07     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005     2310    2036     2865     8   103 5/4/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998062 cc2=  .589814 lx=  7.86530 if=  97 il= 102 5/3/2020   n=   5 now=    4005 end=       2605      2036      2865 U=     9.47 T=   88.7 p1= -35.0 p2=   153.7 ed=   111 5/12/2020   x1=  97. x2= 102. y1=  -.87 y2= -1.40     
GP: Confirmed US_Indiana_Lake 5/3/2020        102    4005     2605    2036     2865     8   111 5/12/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998681 cc2=  .855824 lx=  7.99530 if=  55 il= 103 5/4/2020   n=  48 now=    4005 end=       2966      2098      2915 U=    15.75 T=   86.3 p1= -25.9 p2=   135.0 ed=   123 5/24/2020   x1=  55. x2= 103. y1=  1.99 y2= -1.06     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     2966    2098     2915     5   123 5/24/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998621 cc2=  .854283 lx=  7.99530 if=  56 il= 103 5/4/2020   n=  47 now=    4005 end=       2966      2098      2915 U=    15.72 T=   86.3 p1= -25.9 p2=   135.0 ed=   123 5/24/2020   x1=  56. x2= 103. y1=  1.93 y2= -1.06     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     2966    2098     2915     5   123 5/24/2020 
AAA1     1 US_Indiana_Lake Confirmed cc1=  .998558 cc2=  .852693 lx=  7.98530 if=  57 il= 103 5/4/2020   n=  46 now=    4005 end=       2937      2098      2915 U=    15.46 T=   86.2 p1= -26.7 p2=   136.4 ed=   122 5/23/2020   x1=  57. x2= 103. y1=  1.89 y2= -1.09 BEST
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998558 cc2=  .852693 lx=  7.98630 if=  57 il= 103 5/4/2020   n=  46 now=    4005 end=       2937      2098      2915 U=    15.46 T=   86.2 p1= -26.7 p2=   136.4 ed=   122 5/23/2020   x1=  57. x2= 103. y1=  1.89 y2= -1.09 BEST
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     2937    2098     2915     5   122 5/23/2020 
AAA1     1 US_Indiana_Lake Confirmed cc1=  .998471 cc2=  .851029 lx=  7.98530 if=  58 il= 103 5/4/2020   n=  45 now=    4005 end=       2937      2098      2915 U=    15.45 T=   86.2 p1= -26.7 p2=   136.4 ed=   122 5/23/2020   x1=  58. x2= 103. y1=  1.82 y2= -1.09 BEST
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998471 cc2=  .851029 lx=  7.98330 if=  58 il= 103 5/4/2020   n=  45 now=    4005 end=       2937      2098      2915 U=    15.45 T=   86.2 p1= -26.7 p2=   136.4 ed=   122 5/23/2020   x1=  58. x2= 103. y1=  1.82 y2= -1.09 BEST
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     2937    2098     2915     5   122 5/23/2020 
AAA1     1 US_Indiana_Lake Confirmed cc1=  .998379 cc2=  .849307 lx=  7.98530 if=  59 il= 103 5/4/2020   n=  44 now=    4005 end=       2937      2098      2915 U=    15.24 T=   86.4 p1= -26.7 p2=   136.4 ed=   122 5/23/2020   x1=  59. x2= 103. y1=  1.80 y2= -1.09 BEST
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998380 cc2=  .849307 lx=  7.98030 if=  59 il= 103 5/4/2020   n=  44 now=    4005 end=       2937      2098      2915 U=    15.24 T=   86.4 p1= -26.7 p2=   136.4 ed=   122 5/23/2020   x1=  59. x2= 103. y1=  1.80 y2= -1.09 BEST
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     2937    2098     2915     5   122 5/23/2020 
AAA1     1 US_Indiana_Lake Confirmed cc1=  .998267 cc2=  .847512 lx=  7.98530 if=  60 il= 103 5/4/2020   n=  43 now=    4005 end=       2937      2098      2915 U=    15.21 T=   86.4 p1= -26.7 p2=   136.4 ed=   122 5/23/2020   x1=  60. x2= 103. y1=  1.74 y2= -1.09 BEST
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998268 cc2=  .847512 lx=  7.98230 if=  60 il= 103 5/4/2020   n=  43 now=    4005 end=       2937      2098      2915 U=    15.21 T=   86.4 p1= -26.7 p2=   136.4 ed=   122 5/23/2020   x1=  60. x2= 103. y1=  1.74 y2= -1.09 BEST
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     2937    2098     2915     5   122 5/23/2020 
AAA1     1 US_Indiana_Lake Confirmed cc1=  .998148 cc2=  .845649 lx=  7.98530 if=  61 il= 103 5/4/2020   n=  42 now=    4005 end=       2937      2098      2915 U=    14.86 T=   86.8 p1= -26.7 p2=   136.4 ed=   121 5/22/2020   x1=  61. x2= 103. y1=  1.74 y2= -1.09 BEST
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998148 cc2=  .845649 lx=  7.98330 if=  61 il= 103 5/4/2020   n=  42 now=    4005 end=       2937      2098      2915 U=    14.86 T=   86.8 p1= -26.7 p2=   136.4 ed=   121 5/22/2020   x1=  61. x2= 103. y1=  1.74 y2= -1.09 BEST
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     2937    2098     2915     5   121 5/22/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998161 cc2=  .843858 lx=  7.99530 if=  62 il= 103 5/4/2020   n=  41 now=    4005 end=       2966      2098      2915 U=    15.18 T=   86.9 p1= -25.9 p2=   135.0 ed=   122 5/23/2020   x1=  62. x2= 103. y1=  1.64 y2= -1.06     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     2966    2098     2915     5   122 5/23/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998490 cc2=  .836269 lx=  8.06530 if=  66 il= 103 5/4/2020   n=  37 now=    4005 end=       3182      2098      2915 U=    16.65 T=   88.4 p1= -20.5 p2=   125.9 ed=   127 5/28/2020   x1=  66. x2= 103. y1=  1.35 y2=  -.88     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     3182    2098     2915     5   127 5/28/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998465 cc2=  .834066 lx=  8.08530 if=  67 il= 103 5/4/2020   n=  36 now=    4005 end=       3246      2098      2915 U=    16.97 T=   88.9 p1= -19.0 p2=   123.4 ed=   128 5/29/2020   x1=  67. x2= 103. y1=  1.29 y2=  -.83     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     3246    2098     2915     5   128 5/29/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998777 cc2=  .829746 lx=  8.14530 if=  69 il= 103 5/4/2020   n=  34 now=    4005 end=       3447      2098      2915 U=    18.37 T=   90.1 p1= -13.9 p2=   116.2 ed=   133 6/3/2020    x1=  69. x2= 103. y1=  1.15 y2=  -.70     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     3447    2098     2915     5   133 6/3/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998754 cc2=  .827255 lx=  8.16530 if=  70 il= 103 5/4/2020   n=  33 now=    4005 end=       3516      2098      2915 U=    18.86 T=   90.5 p1= -12.2 p2=   113.9 ed=   135 6/5/2020    x1=  70. x2= 103. y1=  1.09 y2=  -.66     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     3516    2098     2915     5   135 6/5/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998698 cc2=  .824621 lx=  8.17530 if=  71 il= 103 5/4/2020   n=  32 now=    4005 end=       3552      2098      2915 U=    19.13 T=   90.7 p1= -11.3 p2=   112.8 ed=   135 6/5/2020    x1=  71. x2= 103. y1=  1.03 y2=  -.64     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     3552    2098     2915     5   135 6/5/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998625 cc2=  .821848 lx=  8.19530 if=  72 il= 103 5/4/2020   n=  31 now=    4005 end=       3623      2098      2915 U=    19.42 T=   91.3 p1=  -9.5 p2=   110.5 ed=   137 6/7/2020    x1=  72. x2= 103. y1=   .99 y2=  -.60     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     3623    2098     2915     5   137 6/7/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998611 cc2=  .819006 lx=  8.22530 if=  73 il= 103 5/4/2020   n=  30 now=    4005 end=       3734      2098      2915 U=    20.57 T=   91.7 p1=  -6.8 p2=   107.3 ed=   140 6/10/2020   x1=  73. x2= 103. y1=   .91 y2=  -.55     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     3734    2098     2915     5   140 6/10/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998469 cc2=  .815895 lx=  8.21530 if=  74 il= 103 5/4/2020   n=  29 now=    4005 end=       3697      2098      2915 U=    20.08 T=   91.6 p1=  -7.7 p2=   108.3 ed=   138 6/8/2020    x1=  74. x2= 103. y1=   .88 y2=  -.57     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     3697    2098     2915     5   138 6/8/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998340 cc2=  .812645 lx=  8.23530 if=  75 il= 103 5/4/2020   n=  28 now=    4005 end=       3771      2098      2915 U=    20.33 T=   92.2 p1=  -5.8 p2=   106.2 ed=   140 6/10/2020   x1=  75. x2= 103. y1=   .84 y2=  -.53     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     3771    2098     2915     5   140 6/10/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998279 cc2=  .809297 lx=  8.26530 if=  76 il= 103 5/4/2020   n=  27 now=    4005 end=       3886      2098      2915 U=    21.00 T=   92.8 p1=  -3.0 p2=   103.1 ed=   142 6/12/2020   x1=  76. x2= 103. y1=   .80 y2=  -.48     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     3886    2098     2915     5   142 6/12/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998232 cc2=  .805782 lx=  8.30530 if=  77 il= 103 5/4/2020   n=  26 now=    4005 end=       4045      2098      2915 U=    21.73 T=   93.9 p1=   1.0 p2=    99.0 ed=   145 6/15/2020   x1=  77. x2= 103. y1=   .78 y2=  -.42     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     4045    2098     2915     5   145 6/15/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998356 cc2=  .802240 lx=  8.38530 if=  78 il= 103 5/4/2020   n=  25 now=    4005 end=       4382      2098      2915 U=    23.63 T=   95.8 p1=   9.4 p2=    91.4 ed=   151 6/21/2020   x1=  78. x2= 103. y1=   .75 y2=  -.31     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     4382    2098     2915     5   151 6/21/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998860 cc2=  .794735 lx=  8.69530 if=  80 il= 103 5/4/2020   n=  23 now=    4005 end=       5974      2098      2915 U=    31.36 T=  104.4 p1=  49.2 p2=    67.0 ed=   178 7/18/2020   x1=  80. x2= 103. y1=   .78 y2=   .05     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     5974    2098     2915     5   178 7/18/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998752 cc2=  .790238 lx=  8.76530 if=  81 il= 103 5/4/2020   n=  22 now=    4005 end=       6407      2098      2915 U=    33.50 T=  106.7 p1=  60.0 p2=    62.5 ed=   185 7/25/2020   x1=  81. x2= 103. y1=   .77 y2=   .11     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     6407    2098     2915     5   185 7/25/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998576 cc2=  .785376 lx=  8.75530 if=  82 il= 103 5/4/2020   n=  21 now=    4005 end=       6344      2098      2915 U=    33.38 T=  106.4 p1=  58.4 p2=    63.1 ed=   185 7/25/2020   x1=  82. x2= 103. y1=   .73 y2=   .10     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     6344    2098     2915     5   185 7/25/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998378 cc2=  .780160 lx=  8.71530 if=  83 il= 103 5/4/2020   n=  20 now=    4005 end=       6095      2098      2915 U=    31.63 T=  105.0 p1=  52.2 p2=    65.7 ed=   179 7/19/2020   x1=  83. x2= 103. y1=   .70 y2=   .06     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     6095    2098     2915     5   179 7/19/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998288 cc2=  .774681 lx=  8.89530 if=  84 il= 103 5/4/2020   n=  19 now=    4005 end=       7297      2098      2915 U=    35.78 T=  110.9 p1=  82.2 p2=    54.9 ed=   195 8/4/2020    x1=  84. x2= 103. y1=   .75 y2=   .22     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     7297    2098     2915     5   195 8/4/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998361 cc2=  .768946 lx=  9.41530 if=  85 il= 103 5/4/2020   n=  18 now=    4005 end=      12274      2098      2915 U=    50.12 T=  131.5 p1= 206.5 p2=    32.6 ed=   249 9/27/2020   x1=  85. x2= 103. y1=   .93 y2=   .57     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005    -        2098     2915     5   249 9/27/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998133 cc2=  .762431 lx=  9.18530 if=  86 il= 103 5/4/2020   n=  17 now=    4005 end=       9752      2098      2915 U=    44.48 T=  122.1 p1= 143.5 p2=    41.1 ed=   227 9/5/2020    x1=  86. x2= 103. y1=   .81 y2=   .43     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     9752    2098     2915     5   227 9/5/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .997872 cc2=  .755336 lx=  8.95530 if=  87 il= 103 5/4/2020   n=  16 now=    4005 end=       7748      2098      2915 U=    39.61 T=  113.6 p1=  93.5 p2=    51.7 ed=   207 8/16/2020   x1=  87. x2= 103. y1=   .67 y2=   .27     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     7748    2098     2915     5   207 8/16/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .998161 cc2=  .748161 lx=  8.57530 if=  88 il= 103 5/4/2020   n=  15 now=    4005 end=       5299      2098      2915 U=    28.52 T=  100.8 p1=  32.3 p2=    75.6 ed=   168 7/8/2020    x1=  88. x2= 103. y1=   .45 y2=  -.08     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     5299    2098     2915     5   168 7/8/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .997767 cc2=  .739568 lx=  8.56530 if=  89 il= 103 5/4/2020   n=  14 now=    4005 end=       5246      2098      2915 U=    28.80 T=  100.5 p1=  31.0 p2=    76.3 ed=   168 7/8/2020    x1=  89. x2= 103. y1=   .40 y2=  -.09     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     5246    2098     2915     5   168 7/8/2020  
AAA2     1 US_Indiana_Lake Confirmed cc1=  .997500 cc2=  .730239 lx=  8.37530 if=  90 il= 103 5/4/2020   n=  13 now=    4005 end=       4338      2098      2915 U=    23.51 T=   95.5 p1=   8.3 p2=    92.3 ed=   150 6/20/2020   x1=  90. x2= 103. y1=   .23 y2=  -.32     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     4338    2098     2915     5   150 6/20/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .996940 cc2=  .719590 lx=  8.29530 if=  91 il= 103 5/4/2020   n=  12 now=    4005 end=       4004      2098      2915 U=    21.45 T=   93.6 p1=    .0 p2=   100.0 ed=   144 6/14/2020   x1=  91. x2= 103. y1=   .12 y2=  -.44     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     4004    2098     2915     5   144 6/14/2020 
AAA2     1 US_Indiana_Lake Confirmed cc1=  .996250 cc2=  .707575 lx=  8.18530 if=  92 il= 103 5/4/2020   n=  11 now=    4005 end=       3587      2098      2915 U=    18.25 T=   91.6 p1= -10.4 p2=   111.7 ed=   134 6/4/2020    x1=  92. x2= 103. y1=  -.02 y2=  -.62     
GP: Confirmed US_Indiana_Lake 5/4/2020        103    4005     3587    2098     2915     5   134 6/4/2020  
