TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        3985.00000        8.29029
TAB:  US_California_Alameda Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_California_Alameda 5/9/2020        108    3985     2864    2023     2576    17   135 6/5/2020  
AAA2     1 US_California_Alameda Confirmed cc1=  .998100 cc2=  .837971 lx=  7.97029 if=  70 il= 108 5/9/2020   n=  38 now=    3985 end=       2893      2023      2576 U=    20.80 T=   86.6 p1= -27.4 p2=   137.7 ed=   135 6/5/2020    x1=  70. x2= 108. y1=   .80 y2= -1.03     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985     2893    2023     2576    17   135 6/5/2020  
AAA2     1 US_California_Alameda Confirmed cc1=  .998524 cc2=  .836303 lx=  8.01029 if=  71 il= 108 5/9/2020   n=  37 now=    3985 end=       3011      2023      2576 U=    22.07 T=   87.7 p1= -24.4 p2=   132.3 ed=   139 6/9/2020    x1=  71. x2= 108. y1=   .75 y2=  -.92     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985     3011    2023     2576    17   139 6/9/2020  
AAA2     1 US_California_Alameda Confirmed cc1=  .999082 cc2=  .834683 lx=  8.07029 if=  72 il= 108 5/9/2020   n=  36 now=    3985 end=       3198      2023      2576 U=    24.62 T=   88.8 p1= -19.7 p2=   124.6 ed=   146 6/16/2020   x1=  72. x2= 108. y1=   .68 y2=  -.78     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985     3198    2023     2576    17   146 6/16/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .999205 cc2=  .832538 lx=  8.10029 if=  73 il= 108 5/9/2020   n=  35 now=    3985 end=       3295      2023      2576 U=    25.97 T=   89.4 p1= -17.3 p2=   120.9 ed=   150 6/20/2020   x1=  73. x2= 108. y1=   .63 y2=  -.72     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985     3295    2023     2576    17   150 6/20/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .999200 cc2=  .830169 lx=  8.12029 if=  74 il= 108 5/9/2020   n=  34 now=    3985 end=       3362      2023      2576 U=    27.09 T=   89.6 p1= -15.6 p2=   118.5 ed=   153 6/23/2020   x1=  74. x2= 108. y1=   .58 y2=  -.68     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985     3362    2023     2576    17   153 6/23/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .999127 cc2=  .827629 lx=  8.12029 if=  75 il= 108 5/9/2020   n=  33 now=    3985 end=       3362      2023      2576 U=    26.76 T=   89.9 p1= -15.6 p2=   118.5 ed=   153 6/23/2020   x1=  75. x2= 108. y1=   .56 y2=  -.68     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985     3362    2023     2576    17   153 6/23/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .999082 cc2=  .825004 lx=  8.14029 if=  76 il= 108 5/9/2020   n=  32 now=    3985 end=       3429      2023      2576 U=    27.53 T=   90.4 p1= -14.0 p2=   116.2 ed=   155 6/25/2020   x1=  76. x2= 108. y1=   .52 y2=  -.64     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985     3429    2023     2576    17   155 6/25/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .999012 cc2=  .822235 lx=  8.15029 if=  77 il= 108 5/9/2020   n=  31 now=    3985 end=       3464      2023      2576 U=    27.86 T=   90.7 p1= -13.1 p2=   115.0 ed=   156 6/26/2020   x1=  77. x2= 108. y1=   .49 y2=  -.62     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985     3464    2023     2576    17   156 6/26/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .998936 cc2=  .819331 lx=  8.17029 if=  78 il= 108 5/9/2020   n=  30 now=    3985 end=       3534      2023      2576 U=    28.63 T=   91.3 p1= -11.3 p2=   112.8 ed=   158 6/28/2020   x1=  78. x2= 108. y1=   .46 y2=  -.58     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985     3534    2023     2576    17   158 6/28/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .998836 cc2=  .816262 lx=  8.18029 if=  79 il= 108 5/9/2020   n=  29 now=    3985 end=       3569      2023      2576 U=    29.09 T=   91.5 p1= -10.4 p2=   111.7 ed=   160 6/30/2020   x1=  79. x2= 108. y1=   .43 y2=  -.57     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985     3569    2023     2576    17   160 6/30/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .998713 cc2=  .813017 lx=  8.18029 if=  80 il= 108 5/9/2020   n=  28 now=    3985 end=       3569      2023      2576 U=    29.07 T=   91.6 p1= -10.4 p2=   111.7 ed=   160 6/30/2020   x1=  80. x2= 108. y1=   .40 y2=  -.57     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985     3569    2023     2576    17   160 6/30/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .998572 cc2=  .809589 lx=  8.18029 if=  81 il= 108 5/9/2020   n=  27 now=    3985 end=       3569      2023      2576 U=    29.00 T=   91.6 p1= -10.4 p2=   111.7 ed=   160 6/30/2020   x1=  81. x2= 108. y1=   .37 y2=  -.57     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985     3569    2023     2576    17   160 6/30/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .998414 cc2=  .805963 lx=  8.19029 if=  82 il= 108 5/9/2020   n=  26 now=    3985 end=       3605      2023      2576 U=    29.36 T=   91.9 p1=  -9.5 p2=   110.5 ed=   161 7/1/2020    x1=  82. x2= 108. y1=   .34 y2=  -.55     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985     3605    2023     2576    17   161 7/1/2020  
AAA2     1 US_California_Alameda Confirmed cc1=  .998229 cc2=  .802113 lx=  8.20029 if=  83 il= 108 5/9/2020   n=  25 now=    3985 end=       3642      2023      2576 U=    29.57 T=   92.3 p1=  -8.6 p2=   109.4 ed=   162 7/2/2020    x1=  83. x2= 108. y1=   .31 y2=  -.53     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985     3642    2023     2576    17   162 7/2/2020  
AAA2     1 US_California_Alameda Confirmed cc1=  .998035 cc2=  .798035 lx=  8.22029 if=  84 il= 108 5/9/2020   n=  24 now=    3985 end=       3715      2023      2576 U=    30.11 T=   93.0 p1=  -6.8 p2=   107.3 ed=   164 7/4/2020    x1=  84. x2= 108. y1=   .30 y2=  -.50     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985     3715    2023     2576    17   164 7/4/2020  
AAA2     1 US_California_Alameda Confirmed cc1=  .997869 cc2=  .793745 lx=  8.27029 if=  85 il= 108 5/9/2020   n=  23 now=    3985 end=       3906      2023      2576 U=    31.82 T=   94.7 p1=  -2.0 p2=   102.0 ed=   169 7/9/2020    x1=  85. x2= 108. y1=   .30 y2=  -.42     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985     3906    2023     2576    17   169 7/9/2020  
AAA2     1 US_California_Alameda Confirmed cc1=  .997746 cc2=  .789231 lx=  8.34029 if=  86 il= 108 5/9/2020   n=  22 now=    3985 end=       4189      2023      2576 U=    34.73 T=   97.0 p1=   5.1 p2=    95.1 ed=   178 7/18/2020   x1=  86. x2= 108. y1=   .32 y2=  -.32     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985     4189    2023     2576    17   178 7/18/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .997499 cc2=  .784298 lx=  8.41029 if=  87 il= 108 5/9/2020   n=  21 now=    3985 end=       4493      2023      2576 U=    37.61 T=   99.5 p1=  12.7 p2=    88.7 ed=   188 7/28/2020   x1=  87. x2= 108. y1=   .33 y2=  -.23     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985     4493    2023     2576    17   188 7/28/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .997146 cc2=  .778928 lx=  8.44029 if=  88 il= 108 5/9/2020   n=  20 now=    3985 end=       4629      2023      2576 U=    39.11 T=  100.6 p1=  16.2 p2=    86.1 ed=   192 8/1/2020    x1=  88. x2= 108. y1=   .32 y2=  -.19     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985     4629    2023     2576    17   192 8/1/2020  
AAA2     1 US_California_Alameda Confirmed cc1=  .996695 cc2=  .773089 lx=  8.43029 if=  89 il= 108 5/9/2020   n=  19 now=    3985 end=       4583      2023      2576 U=    38.14 T=  100.3 p1=  15.0 p2=    87.0 ed=   190 7/30/2020   x1=  89. x2= 108. y1=   .30 y2=  -.20     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985     4583    2023     2576    17   190 7/30/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .996218 cc2=  .766802 lx=  8.52029 if=  90 il= 108 5/9/2020   n=  18 now=    3985 end=       5015      2023      2576 U=    41.80 T=  104.0 p1=  25.8 p2=    79.5 ed=   202 8/11/2020   x1=  90. x2= 108. y1=   .33 y2=  -.10     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985     5015    2023     2576    17   202 8/11/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .998442 cc2=  .755906 lx= 10.29029 if=  92 il= 108 5/9/2020   n=  16 now=    3985 end=      29445      2023      2576 U=   114.13 T=  220.4 p1= 638.9 p2=    13.5 ed=   489 5/25/2021   x1=  92. x2= 108. y1=  1.13 y2=   .99     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985    -        2023     2576    17   489 5/25/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998134 cc2=  .748134 lx= 10.29029 if=  93 il= 108 5/9/2020   n=  15 now=    3985 end=      29445      2023      2576 U=   117.10 T=  223.4 p1= 638.9 p2=    13.5 ed=   499 6/4/2021    x1=  93. x2= 108. y1=  1.11 y2=   .99     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985    -        2023     2576    17   499 6/4/2021  
AAA2     1 US_California_Alameda Confirmed cc1=  .998041 cc2=  .739842 lx= 10.29029 if=  94 il= 108 5/9/2020   n=  14 now=    3985 end=      29445      2023      2576 U=   116.92 T=  223.2 p1= 638.9 p2=    13.5 ed=   499 6/4/2021    x1=  94. x2= 108. y1=  1.10 y2=   .99     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985    -        2023     2576    17   499 6/4/2021  
AAA2     1 US_California_Alameda Confirmed cc1=  .998140 cc2=  .730878 lx= 10.29029 if=  95 il= 108 5/9/2020   n=  13 now=    3985 end=      29445      2023      2576 U=   115.40 T=  221.7 p1= 638.9 p2=    13.5 ed=   494 5/30/2021   x1=  95. x2= 108. y1=  1.10 y2=   .99     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985    -        2023     2576    17   494 5/30/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998200 cc2=  .720849 lx= 10.29029 if=  96 il= 108 5/9/2020   n=  12 now=    3985 end=      29445      2023      2576 U=   113.33 T=  219.6 p1= 638.9 p2=    13.5 ed=   487 5/23/2021   x1=  96. x2= 108. y1=  1.09 y2=   .99     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985    -        2023     2576    17   487 5/23/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .998046 cc2=  .709371 lx= 10.29029 if=  97 il= 108 5/9/2020   n=  11 now=    3985 end=      29445      2023      2576 U=   111.62 T=  218.0 p1= 638.9 p2=    13.5 ed=   481 5/17/2021   x1=  97. x2= 108. y1=  1.08 y2=   .99     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985    -        2023     2576    17   481 5/17/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .997672 cc2=  .696161 lx= 10.29029 if=  98 il= 108 5/9/2020   n=  10 now=    3985 end=      29445      2023      2576 U=   110.03 T=  216.4 p1= 638.9 p2=    13.5 ed=   476 5/12/2021   x1=  98. x2= 108. y1=  1.08 y2=   .99     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985    -        2023     2576    17   476 5/12/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .996996 cc2=  .680769 lx= 10.29029 if=  99 il= 108 5/9/2020   n=   9 now=    3985 end=      29445      2023      2576 U=   108.01 T=  214.4 p1= 638.9 p2=    13.5 ed=   469 5/5/2021    x1=  99. x2= 108. y1=  1.07 y2=   .99     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985    -        2023     2576    17   469 5/5/2021  
AAA2     1 US_California_Alameda Confirmed cc1=  .995279 cc2=  .641726 lx= 10.29029 if= 101 il= 108 5/9/2020   n=   7 now=    3985 end=      29445      2023      2576 U=   113.45 T=  219.8 p1= 638.9 p2=    13.5 ed=   487 5/23/2021   x1= 101. x2= 108. y1=  1.05 y2=   .99     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985    -        2023     2576    17   487 5/23/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .994702 cc2=  .616737 lx= 10.29029 if= 102 il= 108 5/9/2020   n=   6 now=    3985 end=      29445      2023      2576 U=   113.38 T=  219.7 p1= 638.9 p2=    13.5 ed=   487 5/23/2021   x1= 102. x2= 108. y1=  1.04 y2=   .99     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985    -        2023     2576    17   487 5/23/2021 
AAA2     1 US_California_Alameda Confirmed cc1=  .997890 cc2=  .589641 lx= 10.29029 if= 103 il= 108 5/9/2020   n=   5 now=    3985 end=      29445      2023      2576 U=   105.31 T=  211.7 p1= 638.9 p2=    13.5 ed=   460 4/26/2021   x1= 103. x2= 108. y1=  1.03 y2=   .99     
GP: Confirmed US_California_Alameda 5/9/2020        108    3985    -        2023     2576    17   460 4/26/2021 
AAA1     1 US_California_Alameda Confirmed cc1=  .998646 cc2=  .878260 lx=  7.88029 if=  41 il= 109 5/10/2020  n=  68 now=    3985 end=       2644      2064      2576 U=    19.66 T=   81.6 p1= -33.7 p2=   150.7 ed=   127 5/28/2020   x1=  41. x2= 109. y1=  2.06 y2= -1.39 BEST
AAA2     1 US_California_Alameda Confirmed cc1=  .998646 cc2=  .878260 lx=  7.88229 if=  41 il= 109 5/10/2020  n=  68 now=    3985 end=       2644      2064      2576 U=    19.66 T=   81.6 p1= -33.7 p2=   150.7 ed=   127 5/28/2020   x1=  41. x2= 109. y1=  2.06 y2= -1.39 BEST
GP: Confirmed US_California_Alameda 5/10/2020       109    3985     2644    2064     2576    13   127 5/28/2020 
AAA1     1 US_California_Alameda Confirmed cc1=  .998761 cc2=  .877494 lx=  7.88029 if=  42 il= 109 5/10/2020  n=  67 now=    3985 end=       2644      2064      2576 U=    19.37 T=   82.0 p1= -33.7 p2=   150.7 ed=   127 5/28/2020   x1=  42. x2= 109. y1=  2.06 y2= -1.39 BEST
AAA2     1 US_California_Alameda Confirmed cc1=  .998763 cc2=  .877494 lx=  7.87629 if=  42 il= 109 5/10/2020  n=  67 now=    3985 end=       2644      2064      2576 U=    19.37 T=   82.0 p1= -33.7 p2=   150.7 ed=   127 5/28/2020   x1=  42. x2= 109. y1=  2.06 y2= -1.39 BEST
GP: Confirmed US_California_Alameda 5/10/2020       109    3985     2644    2064     2576    13   127 5/28/2020 
AAA1     1 US_California_Alameda Confirmed cc1=  .998807 cc2=  .876637 lx=  7.87029 if=  43 il= 109 5/10/2020  n=  66 now=    3985 end=       2618      2064      2576 U=    18.86 T=   81.9 p1= -34.3 p2=   152.2 ed=   126 5/27/2020   x1=  43. x2= 109. y1=  2.06 y2= -1.44 BEST
AAA2     1 US_California_Alameda Confirmed cc1=  .998807 cc2=  .876637 lx=  7.87129 if=  43 il= 109 5/10/2020  n=  66 now=    3985 end=       2618      2064      2576 U=    18.86 T=   81.9 p1= -34.3 p2=   152.2 ed=   126 5/27/2020   x1=  43. x2= 109. y1=  2.06 y2= -1.44 BEST
GP: Confirmed US_California_Alameda 5/10/2020       109    3985     2618    2064     2576    13   126 5/27/2020 
AAA1     1 US_California_Alameda Confirmed cc1=  .998791 cc2=  .875700 lx=  7.87029 if=  44 il= 109 5/10/2020  n=  65 now=    3985 end=       2618      2064      2576 U=    18.58 T=   82.3 p1= -34.3 p2=   152.2 ed=   126 5/27/2020   x1=  44. x2= 109. y1=  2.06 y2= -1.44 BEST
AAA2     1 US_California_Alameda Confirmed cc1=  .998792 cc2=  .875700 lx=  7.86829 if=  44 il= 109 5/10/2020  n=  65 now=    3985 end=       2618      2064      2576 U=    18.58 T=   82.3 p1= -34.3 p2=   152.2 ed=   126 5/27/2020   x1=  44. x2= 109. y1=  2.06 y2= -1.44 BEST
GP: Confirmed US_California_Alameda 5/10/2020       109    3985     2618    2064     2576    13   126 5/27/2020 
AAA1     1 US_California_Alameda Confirmed cc1=  .998738 cc2=  .874704 lx=  7.87029 if=  45 il= 109 5/10/2020  n=  64 now=    3985 end=       2618      2064      2576 U=    18.79 T=   82.0 p1= -34.3 p2=   152.2 ed=   126 5/27/2020   x1=  45. x2= 109. y1=  1.97 y2= -1.44 BEST
AAA2     1 US_California_Alameda Confirmed cc1=  .998739 cc2=  .874704 lx=  7.86729 if=  45 il= 109 5/10/2020  n=  64 now=    3985 end=       2618      2064      2576 U=    18.79 T=   82.0 p1= -34.3 p2=   152.2 ed=   126 5/27/2020   x1=  45. x2= 109. y1=  1.97 y2= -1.44 BEST
GP: Confirmed US_California_Alameda 5/10/2020       109    3985     2618    2064     2576    13   126 5/27/2020 
AAA1     1 US_California_Alameda Confirmed cc1=  .998715 cc2=  .873715 lx=  7.86029 if=  46 il= 109 5/10/2020  n=  63 now=    3985 end=       2592      2064      2576 U=    18.27 T=   82.0 p1= -35.0 p2=   153.7 ed=   125 5/26/2020   x1=  46. x2= 109. y1=  1.97 y2= -1.48 BEST
AAA2     1 US_California_Alameda Confirmed cc1=  .998717 cc2=  .873715 lx=  7.86429 if=  46 il= 109 5/10/2020  n=  63 now=    3985 end=       2592      2064      2576 U=    18.27 T=   82.0 p1= -35.0 p2=   153.7 ed=   125 5/26/2020   x1=  46. x2= 109. y1=  1.97 y2= -1.48 BEST
GP: Confirmed US_California_Alameda 5/10/2020       109    3985     2592    2064     2576    13   125 5/26/2020 
AAA1     1 US_California_Alameda Confirmed cc1=  .998657 cc2=  .872669 lx=  7.86029 if=  47 il= 109 5/10/2020  n=  62 now=    3985 end=       2592      2064      2576 U=    17.98 T=   82.4 p1= -35.0 p2=   153.7 ed=   124 5/25/2020   x1=  47. x2= 109. y1=  1.97 y2= -1.48 BEST
AAA2     1 US_California_Alameda Confirmed cc1=  .998658 cc2=  .872669 lx=  7.86329 if=  47 il= 109 5/10/2020  n=  62 now=    3985 end=       2592      2064      2576 U=    17.98 T=   82.4 p1= -35.0 p2=   153.7 ed=   124 5/25/2020   x1=  47. x2= 109. y1=  1.97 y2= -1.48 BEST
GP: Confirmed US_California_Alameda 5/10/2020       109    3985     2592    2064     2576    13   124 5/25/2020 
AAA1     1 US_California_Alameda Confirmed cc1=  .998600 cc2=  .871600 lx=  7.86029 if=  48 il= 109 5/10/2020  n=  61 now=    3985 end=       2592      2064      2576 U=    17.99 T=   82.4 p1= -35.0 p2=   153.7 ed=   124 5/25/2020   x1=  48. x2= 109. y1=  1.91 y2= -1.48 BEST
AAA2     1 US_California_Alameda Confirmed cc1=  .998603 cc2=  .871600 lx=  7.86529 if=  48 il= 109 5/10/2020  n=  61 now=    3985 end=       2592      2064      2576 U=    17.99 T=   82.4 p1= -35.0 p2=   153.7 ed=   124 5/25/2020   x1=  48. x2= 109. y1=  1.91 y2= -1.48 BEST
GP: Confirmed US_California_Alameda 5/10/2020       109    3985     2592    2064     2576    13   124 5/25/2020 
AAA1     1 US_California_Alameda Confirmed cc1=  .998542 cc2=  .870505 lx=  7.87029 if=  49 il= 109 5/10/2020  n=  60 now=    3985 end=       2618      2064      2576 U=    18.35 T=   82.7 p1= -34.3 p2=   152.2 ed=   125 5/26/2020   x1=  49. x2= 109. y1=  1.83 y2= -1.44 BEST
AAA2     1 US_California_Alameda Confirmed cc1=  .998543 cc2=  .870505 lx=  7.86629 if=  49 il= 109 5/10/2020  n=  60 now=    3985 end=       2618      2064      2576 U=    18.35 T=   82.7 p1= -34.3 p2=   152.2 ed=   125 5/26/2020   x1=  49. x2= 109. y1=  1.83 y2= -1.44 BEST
GP: Confirmed US_California_Alameda 5/10/2020       109    3985     2618    2064     2576    13   125 5/26/2020 
AAA1     1 US_California_Alameda Confirmed cc1=  .998469 cc2=  .869369 lx=  7.87029 if=  50 il= 109 5/10/2020  n=  59 now=    3985 end=       2618      2064      2576 U=    18.04 T=   83.1 p1= -34.3 p2=   152.2 ed=   125 5/26/2020   x1=  50. x2= 109. y1=  1.83 y2= -1.44 BEST
AAA2     1 US_California_Alameda Confirmed cc1=  .998470 cc2=  .869369 lx=  7.86729 if=  50 il= 109 5/10/2020  n=  59 now=    3985 end=       2618      2064      2576 U=    18.04 T=   83.1 p1= -34.3 p2=   152.2 ed=   125 5/26/2020   x1=  50. x2= 109. y1=  1.83 y2= -1.44 BEST
GP: Confirmed US_California_Alameda 5/10/2020       109    3985     2618    2064     2576    13   125 5/26/2020 
AAA1     1 US_California_Alameda Confirmed cc1=  .998435 cc2=  .868246 lx=  7.87029 if=  51 il= 109 5/10/2020  n=  58 now=    3985 end=       2618      2064      2576 U=    18.04 T=   83.1 p1= -34.3 p2=   152.2 ed=   125 5/26/2020   x1=  51. x2= 109. y1=  1.78 y2= -1.44 BEST
AAA2     1 US_California_Alameda Confirmed cc1=  .998435 cc2=  .868246 lx=  7.87129 if=  51 il= 109 5/10/2020  n=  58 now=    3985 end=       2618      2064      2576 U=    18.04 T=   83.1 p1= -34.3 p2=   152.2 ed=   125 5/26/2020   x1=  51. x2= 109. y1=  1.78 y2= -1.44 BEST
GP: Confirmed US_California_Alameda 5/10/2020       109    3985     2618    2064     2576    13   125 5/26/2020 
AAA1     1 US_California_Alameda Confirmed cc1=  .998404 cc2=  .867098 lx=  7.88029 if=  52 il= 109 5/10/2020  n=  57 now=    3985 end=       2644      2064      2576 U=    18.41 T=   83.3 p1= -33.7 p2=   150.7 ed=   126 5/27/2020   x1=  52. x2= 109. y1=  1.70 y2= -1.39 BEST
AAA2     1 US_California_Alameda Confirmed cc1=  .998407 cc2=  .867098 lx=  7.87529 if=  52 il= 109 5/10/2020  n=  57 now=    3985 end=       2644      2064      2576 U=    18.41 T=   83.3 p1= -33.7 p2=   150.7 ed=   126 5/27/2020   x1=  52. x2= 109. y1=  1.70 y2= -1.39 BEST
GP: Confirmed US_California_Alameda 5/10/2020       109    3985     2644    2064     2576    13   126 5/27/2020 
AAA1     1 US_California_Alameda Confirmed cc1=  .998348 cc2=  .865895 lx=  7.88029 if=  53 il= 109 5/10/2020  n=  56 now=    3985 end=       2644      2064      2576 U=    18.09 T=   83.8 p1= -33.7 p2=   150.7 ed=   126 5/27/2020   x1=  53. x2= 109. y1=  1.70 y2= -1.39 BEST
AAA2     1 US_California_Alameda Confirmed cc1=  .998348 cc2=  .865895 lx=  7.87829 if=  53 il= 109 5/10/2020  n=  56 now=    3985 end=       2644      2064      2576 U=    18.09 T=   83.8 p1= -33.7 p2=   150.7 ed=   126 5/27/2020   x1=  53. x2= 109. y1=  1.70 y2= -1.39 BEST
GP: Confirmed US_California_Alameda 5/10/2020       109    3985     2644    2064     2576    13   126 5/27/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .998407 cc2=  .864776 lx=  7.89029 if=  54 il= 109 5/10/2020  n=  55 now=    3985 end=       2671      2064      2576 U=    18.55 T=   83.9 p1= -33.0 p2=   149.2 ed=   127 5/28/2020   x1=  54. x2= 109. y1=  1.61 y2= -1.36     
GP: Confirmed US_California_Alameda 5/10/2020       109    3985     2671    2064     2576    13   127 5/28/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .998398 cc2=  .863558 lx=  7.89029 if=  55 il= 109 5/10/2020  n=  54 now=    3985 end=       2671      2064      2576 U=    18.75 T=   83.6 p1= -33.0 p2=   149.2 ed=   127 5/28/2020   x1=  55. x2= 109. y1=  1.52 y2= -1.36     
GP: Confirmed US_California_Alameda 5/10/2020       109    3985     2671    2064     2576    13   127 5/28/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .998340 cc2=  .862257 lx=  7.90029 if=  56 il= 109 5/10/2020  n=  53 now=    3985 end=       2698      2064      2576 U=    18.79 T=   84.3 p1= -32.3 p2=   147.7 ed=   128 5/29/2020   x1=  56. x2= 109. y1=  1.50 y2= -1.32     
GP: Confirmed US_California_Alameda 5/10/2020       109    3985     2698    2064     2576    13   128 5/29/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .998354 cc2=  .860993 lx=  7.90029 if=  57 il= 109 5/10/2020  n=  52 now=    3985 end=       2698      2064      2576 U=    18.79 T=   84.2 p1= -32.3 p2=   147.7 ed=   128 5/29/2020   x1=  57. x2= 109. y1=  1.45 y2= -1.32     
GP: Confirmed US_California_Alameda 5/10/2020       109    3985     2698    2064     2576    13   128 5/29/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .998395 cc2=  .859719 lx=  7.91029 if=  58 il= 109 5/10/2020  n=  51 now=    3985 end=       2725      2064      2576 U=    19.05 T=   84.6 p1= -31.6 p2=   146.2 ed=   129 5/30/2020   x1=  58. x2= 109. y1=  1.40 y2= -1.28     
GP: Confirmed US_California_Alameda 5/10/2020       109    3985     2725    2064     2576    13   129 5/30/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .998462 cc2=  .858434 lx=  7.92029 if=  59 il= 109 5/10/2020  n=  50 now=    3985 end=       2752      2064      2576 U=    19.58 T=   84.6 p1= -30.9 p2=   144.8 ed=   130 5/31/2020   x1=  59. x2= 109. y1=  1.31 y2= -1.25     
GP: Confirmed US_California_Alameda 5/10/2020       109    3985     2752    2064     2576    13   130 5/31/2020 
AAA2     1 US_California_Alameda Confirmed cc1=  .998445 cc2=  .857024 lx=  7.93029 if=  60 il= 109 5/10/2020  n=  49 now=    3985 end=       2780      2064      2576 U=    19.52 T=   85.4 p1= -30.2 p2=   143.3 ed=   131 6/1/2020    x1=  60. x2= 109. y1=  1.30 y2= -1.21     
GP: Confirmed US_California_Alameda 5/10/2020       109    3985     2780    2064     2576    13   131 6/1/2020  
AAA2     1 US_California_Alameda Confirmed cc1=  .998614 cc2=  .855757 lx=  7.95029 if=  61 il= 109 5/10/2020  n=  48 now=    3985 end=       2836      2064      2576 U=    20.84 T=   85.1 p1= -28.8 p2=   140.5 ed=   134 6/4/2020    x1=  61. x2= 109. y1=  1.16 y2= -1.15     
GP: Confirmed US_California_Alameda 5/10/2020       109    3985     2836    2064     2576    13   134 6/4/2020  
AAA2     1 US_California_Alameda Confirmed cc1=  .998531 cc2=  .854194 lx=  7.95029 if=  62 il= 109 5/10/2020  n=  47 now=    3985 end=       2836      2064      2576 U=    20.80 T=   85.2 p1= -28.8 p2=   140.5 ed=   134 6/4/2020    x1=  62. x2= 109. y1=  1.11 y2= -1.15     
GP: Confirmed US_California_Alameda 5/10/2020       109    3985     2836    2064     2576    13   134 6/4/2020  
AAA2     1 US_California_Alameda Confirmed cc1=  .998445 cc2=  .852580 lx=  7.95029 if=  63 il= 109 5/10/2020  n=  46 now=    3985 end=       2836      2064      2576 U=    20.36 T=   85.7 p1= -28.8 p2=   140.5 ed=   133 6/3/2020    x1=  63. x2= 109. y1=  1.11 y2= -1.15     
GP: Confirmed US_California_Alameda 5/10/2020       109    3985     2836    2064     2576    13   133 6/3/2020  
AAA2     1 US_California_Alameda Confirmed cc1=  .998491 cc2=  .851049 lx=  7.97029 if=  64 il= 109 5/10/2020  n=  45 now=    3985 end=       2893      2064      2576 U=    21.32 T=   85.9 p1= -27.4 p2=   137.7 ed=   136 6/6/2020    x1=  64. x2= 109. y1=  1.03 y2= -1.09     
