TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        7672.00000        8.94533
TAB:  US_Pennsylvania_Montgomery Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_Pennsylvania_Montgomery 4/16/2020        85    7672     3119    2544     2946     2    90 4/21/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998882 cc2=  .697370 lx=  8.01533 if=  75 il=  85 4/16/2020  n=  10 now=    7672 end=       3027      2544      2946 U=     6.08 T=   74.4 p1= -60.5 p2=   253.5 ed=    88 4/19/2020   x1=  75. x2=  85. y1=  -.10 y2= -1.75     
GP: Confirmed US_Pennsylvania_Montgomery 4/16/2020        85    7672     3027    2544     2946     2    88 4/19/2020 
AAA1     1 US_Pennsylvania_Montgomery Confirmed cc1=  .999114 cc2=  .682886 lx=  7.98533 if=  76 il=  85 4/16/2020  n=   9 now=    7672 end=       2937      2544      2946 U=     5.36 T=   74.6 p1= -61.7 p2=   261.2 ed=    87 4/18/2020   x1=  76. x2=  85. y1=  -.26 y2= -1.94 BEST
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .999116 cc2=  .682886 lx=  7.98833 if=  76 il=  85 4/16/2020  n=   9 now=    7672 end=       2937      2544      2946 U=     5.36 T=   74.6 p1= -61.7 p2=   261.2 ed=    87 4/18/2020   x1=  76. x2=  85. y1=  -.26 y2= -1.94 BEST
GP: Confirmed US_Pennsylvania_Montgomery 4/16/2020        85    7672     2937    2544     2946     2    87 4/18/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998878 cc2=  .665545 lx=  7.97533 if=  77 il=  85 4/16/2020  n=   8 now=    7672 end=       2908      2544      2946 U=     5.07 T=   74.8 p1= -62.1 p2=   263.8 ed=    86 4/17/2020   x1=  77. x2=  85. y1=  -.43 y2= -2.01     
GP: Confirmed US_Pennsylvania_Montgomery 4/16/2020        85    7672     2908    2544     2946     2    86 4/17/2020 
AAA1     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998414 cc2=  .644861 lx=  7.98533 if=  78 il=  85 4/16/2020  n=   7 now=    7672 end=       2937      2544      2946 U=     5.21 T=   74.9 p1= -61.7 p2=   261.2 ed=    87 4/18/2020   x1=  78. x2=  85. y1=  -.60 y2= -1.94 BEST
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998416 cc2=  .644861 lx=  7.98233 if=  78 il=  85 4/16/2020  n=   7 now=    7672 end=       2937      2544      2946 U=     5.21 T=   74.9 p1= -61.7 p2=   261.2 ed=    87 4/18/2020   x1=  78. x2=  85. y1=  -.60 y2= -1.94 BEST
GP: Confirmed US_Pennsylvania_Montgomery 4/16/2020        85    7672     2937    2544     2946     2    87 4/18/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998325 cc2=  .620361 lx=  8.02533 if=  79 il=  85 4/16/2020  n=   6 now=    7672 end=       3057      2544      2946 U=     6.23 T=   74.4 p1= -60.2 p2=   251.0 ed=    89 4/20/2020   x1=  79. x2=  85. y1=  -.73 y2= -1.69     
GP: Confirmed US_Pennsylvania_Montgomery 4/16/2020        85    7672     3057    2544     2946     2    89 4/20/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998032 cc2=  .589784 lx=  8.11533 if=  80 il=  85 4/16/2020  n=   5 now=    7672 end=       3345      2544      2946 U=     8.65 T=   73.8 p1= -56.4 p2=   229.4 ed=    94 4/25/2020   x1=  80. x2=  85. y1=  -.72 y2= -1.30     
GP: Confirmed US_Pennsylvania_Montgomery 4/16/2020        85    7672     3345    2544     2946     2    94 4/25/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .997925 cc2=  .841751 lx=  9.44533 if=  46 il=  86 4/17/2020  n=  40 now=    7672 end=      12648      2684      6093 U=    24.27 T=   96.6 p1=  64.9 p2=    60.7 ed=   153 6/23/2020   x1=  46. x2=  86. y1=  2.09 y2=   .44     
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672    12648    2684     6093     6   153 6/23/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .997904 cc2=  .839790 lx=  9.36533 if=  47 il=  86 4/17/2020  n=  39 now=    7672 end=      11676      2684      6093 U=    23.45 T=   95.0 p1=  52.2 p2=    65.7 ed=   150 6/20/2020   x1=  47. x2=  86. y1=  2.05 y2=   .39     
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672    11676    2684     6093     6   150 6/20/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .997850 cc2=  .837721 lx=  9.29533 if=  48 il=  86 4/17/2020  n=  38 now=    7672 end=      10887      2684      6093 U=    23.18 T=   93.8 p1=  41.9 p2=    70.5 ed=   148 6/18/2020   x1=  48. x2=  86. y1=  1.98 y2=   .34     
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672    10887    2684     6093     6   148 6/18/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .997968 cc2=  .835747 lx=  9.20533 if=  49 il=  86 4/17/2020  n=  37 now=    7672 end=       9950      2684      6093 U=    22.07 T=   92.0 p1=  29.7 p2=    77.1 ed=   144 6/14/2020   x1=  49. x2=  86. y1=  1.95 y2=   .27     
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     9950    2684     6093     6   144 6/14/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .997978 cc2=  .833579 lx=  9.13533 if=  50 il=  86 4/17/2020  n=  36 now=    7672 end=       9277      2684      6093 U=    21.59 T=   90.6 p1=  20.9 p2=    82.7 ed=   141 6/11/2020   x1=  50. x2=  86. y1=  1.88 y2=   .22     
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     9277    2684     6093     6   141 6/11/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998121 cc2=  .831454 lx=  9.04533 if=  51 il=  86 4/17/2020  n=  35 now=    7672 end=       8478      2684      6093 U=    20.87 T=   88.9 p1=  10.5 p2=    90.5 ed=   138 6/8/2020    x1=  51. x2=  86. y1=  1.82 y2=   .14     
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     8478    2684     6093     6   138 6/8/2020  
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998432 cc2=  .829401 lx=  8.95533 if=  52 il=  86 4/17/2020  n=  34 now=    7672 end=       7749      2684      6093 U=    19.69 T=   87.2 p1=   1.0 p2=    99.0 ed=   133 6/3/2020    x1=  52. x2=  86. y1=  1.79 y2=   .06     
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     7749    2684     6093     6   133 6/3/2020  
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998610 cc2=  .827112 lx=  8.88533 if=  53 il=  86 4/17/2020  n=  33 now=    7672 end=       7225      2684      6093 U=    18.51 T=   85.8 p1=  -5.8 p2=   106.2 ed=   129 5/30/2020   x1=  53. x2=  86. y1=  1.77 y2=  -.01     
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     7225    2684     6093     6   129 5/30/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998550 cc2=  .824473 lx=  8.85533 if=  54 il=  86 4/17/2020  n=  32 now=    7672 end=       7011      2684      6093 U=    18.42 T=   85.3 p1=  -8.6 p2=   109.4 ed=   128 5/29/2020   x1=  54. x2=  86. y1=  1.70 y2=  -.04     
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     7011    2684     6093     6   128 5/29/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998619 cc2=  .821842 lx=  8.79533 if=  55 il=  86 4/17/2020  n=  31 now=    7672 end=       6603      2684      6093 U=    17.54 T=   84.2 p1= -13.9 p2=   116.2 ed=   125 5/26/2020   x1=  55. x2=  86. y1=  1.66 y2=  -.11     
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     6603    2684     6093     6   125 5/26/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998564 cc2=  .818959 lx=  8.76533 if=  56 il=  86 4/17/2020  n=  30 now=    7672 end=       6408      2684      6093 U=    17.10 T=   83.6 p1= -16.5 p2=   119.7 ed=   123 5/24/2020   x1=  56. x2=  86. y1=  1.61 y2=  -.14     
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     6408    2684     6093     6   123 5/24/2020 
AAA1     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998460 cc2=  .815886 lx=  8.73533 if=  57 il=  86 4/17/2020  n=  29 now=    7672 end=       6218      2684      6093 U=    16.79 T=   83.1 p1= -19.0 p2=   123.4 ed=   122 5/23/2020   x1=  57. x2=  86. y1=  1.55 y2=  -.17 BEST
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998460 cc2=  .815886 lx=  8.73833 if=  57 il=  86 4/17/2020  n=  29 now=    7672 end=       6218      2684      6093 U=    16.79 T=   83.1 p1= -19.0 p2=   123.4 ed=   122 5/23/2020   x1=  57. x2=  86. y1=  1.55 y2=  -.17 BEST
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     6218    2684     6093     6   122 5/23/2020 
AAA1     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998345 cc2=  .812650 lx=  8.71533 if=  58 il=  86 4/17/2020  n=  28 now=    7672 end=       6095      2684      6093 U=    16.46 T=   82.7 p1= -20.6 p2=   125.9 ed=   121 5/22/2020   x1=  58. x2=  86. y1=  1.50 y2=  -.20 BEST
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998345 cc2=  .812650 lx=  8.71033 if=  58 il=  86 4/17/2020  n=  28 now=    7672 end=       6095      2684      6093 U=    16.46 T=   82.7 p1= -20.6 p2=   125.9 ed=   121 5/22/2020   x1=  58. x2=  86. y1=  1.50 y2=  -.20 BEST
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     6095    2684     6093     6   121 5/22/2020 
AAA1     1 US_Pennsylvania_Montgomery Confirmed cc1=  .997997 cc2=  .805546 lx=  8.71533 if=  60 il=  86 4/17/2020  n=  26 now=    7672 end=       6095      2684      6093 U=    16.37 T=   82.8 p1= -20.6 p2=   125.9 ed=   121 5/22/2020   x1=  60. x2=  86. y1=  1.39 y2=  -.20 BEST
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .997997 cc2=  .805546 lx=  8.71533 if=  60 il=  86 4/17/2020  n=  26 now=    7672 end=       6095      2684      6093 U=    16.37 T=   82.8 p1= -20.6 p2=   125.9 ed=   121 5/22/2020   x1=  60. x2=  86. y1=  1.39 y2=  -.20 BEST
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     6095    2684     6093     6   121 5/22/2020 
AAA1     1 US_Pennsylvania_Montgomery Confirmed cc1=  .997756 cc2=  .801640 lx=  8.71533 if=  61 il=  86 4/17/2020  n=  25 now=    7672 end=       6095      2684      6093 U=    16.30 T=   82.8 p1= -20.6 p2=   125.9 ed=   121 5/22/2020   x1=  61. x2=  86. y1=  1.34 y2=  -.20 BEST
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .997756 cc2=  .801640 lx=  8.71133 if=  61 il=  86 4/17/2020  n=  25 now=    7672 end=       6095      2684      6093 U=    16.30 T=   82.8 p1= -20.6 p2=   125.9 ed=   121 5/22/2020   x1=  61. x2=  86. y1=  1.34 y2=  -.20 BEST
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     6095    2684     6093     6   121 5/22/2020 
AAA1     1 US_Pennsylvania_Montgomery Confirmed cc1=  .997480 cc2=  .797480 lx=  8.72533 if=  62 il=  86 4/17/2020  n=  24 now=    7672 end=       6156      2684      6093 U=    16.19 T=   83.0 p1= -19.8 p2=   124.6 ed=   121 5/22/2020   x1=  62. x2=  86. y1=  1.30 y2=  -.19 BEST
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .997480 cc2=  .797480 lx=  8.72333 if=  62 il=  86 4/17/2020  n=  24 now=    7672 end=       6156      2684      6093 U=    16.19 T=   83.0 p1= -19.8 p2=   124.6 ed=   121 5/22/2020   x1=  62. x2=  86. y1=  1.30 y2=  -.19 BEST
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     6156    2684     6093     6   121 5/22/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .996955 cc2=  .788441 lx=  8.85533 if=  64 il=  86 4/17/2020  n=  22 now=    7672 end=       7011      2684      6093 U=    18.73 T=   85.2 p1=  -8.6 p2=   109.4 ed=   129 5/30/2020   x1=  64. x2=  86. y1=  1.13 y2=  -.04     
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     7011    2684     6093     6   129 5/30/2020 
AAA1     1 US_Pennsylvania_Montgomery Confirmed cc1=  .996816 cc2=  .783615 lx=  8.73533 if=  65 il=  86 4/17/2020  n=  21 now=    7672 end=       6218      2684      6093 U=    17.39 T=   83.0 p1= -19.0 p2=   123.4 ed=   124 5/25/2020   x1=  65. x2=  86. y1=  1.03 y2=  -.17 BEST
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .996816 cc2=  .783615 lx=  8.73133 if=  65 il=  86 4/17/2020  n=  21 now=    7672 end=       6218      2684      6093 U=    17.39 T=   83.0 p1= -19.0 p2=   123.4 ed=   124 5/25/2020   x1=  65. x2=  86. y1=  1.03 y2=  -.17 BEST
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     6218    2684     6093     6   124 5/25/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .997074 cc2=  .773467 lx=  8.47533 if=  67 il=  86 4/17/2020  n=  19 now=    7672 end=       4795      2684      6093 U=    13.86 T=   78.5 p1= -37.5 p2=   160.0 ed=   111 5/12/2020   x1=  67. x2=  86. y1=   .83 y2=  -.54     
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     4795    2684     6093     6   111 5/12/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .997679 cc2=  .768264 lx=  8.36533 if=  68 il=  86 4/17/2020  n=  18 now=    7672 end=       4295      2684      6093 U=    12.13 T=   76.8 p1= -44.0 p2=   178.6 ed=   105 5/6/2020    x1=  68. x2=  86. y1=   .73 y2=  -.75     
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     4295    2684     6093     6   105 5/6/2020  
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998315 cc2=  .762612 lx=  8.28533 if=  69 il=  86 4/17/2020  n=  17 now=    7672 end=       3965      2684      6093 U=    10.60 T=   76.0 p1= -48.3 p2=   193.5 ed=   101 5/2/2020    x1=  69. x2=  86. y1=   .66 y2=  -.94     
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     3965    2684     6093     6   101 5/2/2020  
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998393 cc2=  .755858 lx=  8.24533 if=  70 il=  86 4/17/2020  n=  16 now=    7672 end=       3809      2684      6093 U=     9.88 T=   75.6 p1= -50.4 p2=   201.4 ed=    98 4/29/2020   x1=  70. x2=  86. y1=   .57 y2= -1.05     
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     3809    2684     6093     6    98 4/29/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998380 cc2=  .748380 lx=  8.20533 if=  71 il=  86 4/17/2020  n=  15 now=    7672 end=       3660      2684      6093 U=     9.13 T=   75.3 p1= -52.3 p2=   209.6 ed=    96 4/27/2020   x1=  71. x2=  86. y1=   .47 y2= -1.17     
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     3660    2684     6093     6    96 4/27/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998190 cc2=  .739991 lx=  8.17533 if=  72 il=  86 4/17/2020  n=  14 now=    7672 end=       3552      2684      6093 U=     8.70 T=   74.9 p1= -53.7 p2=   216.0 ed=    95 4/26/2020   x1=  72. x2=  86. y1=   .34 y2= -1.27     
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     3552    2684     6093     6    95 4/26/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998269 cc2=  .731008 lx=  8.14533 if=  73 il=  86 4/17/2020  n=  13 now=    7672 end=       3447      2684      6093 U=     8.06 T=   74.8 p1= -55.1 p2=   222.6 ed=    93 4/24/2020   x1=  73. x2=  86. y1=   .23 y2= -1.39     
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     3447    2684     6093     6    93 4/24/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998211 cc2=  .720861 lx=  8.11533 if=  74 il=  86 4/17/2020  n=  12 now=    7672 end=       3345      2684      6093 U=     7.45 T=   74.7 p1= -56.4 p2=   229.4 ed=    92 4/23/2020   x1=  74. x2=  86. y1=   .10 y2= -1.51     
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     3345    2684     6093     6    92 4/23/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998106 cc2=  .709431 lx=  8.09533 if=  75 il=  86 4/17/2020  n=  11 now=    7672 end=       3279      2684      6093 U=     6.92 T=   74.9 p1= -57.3 p2=   234.0 ed=    91 4/22/2020   x1=  75. x2=  86. y1=  -.02 y2= -1.61     
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     3279    2684     6093     6    91 4/22/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .997642 cc2=  .696131 lx=  8.08533 if=  76 il=  86 4/17/2020  n=  10 now=    7672 end=       3246      2684      6093 U=     6.57 T=   75.1 p1= -57.7 p2=   236.4 ed=    90 4/21/2020   x1=  76. x2=  86. y1=  -.14 y2= -1.66     
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     3246    2684     6093     6    90 4/21/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .996899 cc2=  .680671 lx=  8.09533 if=  77 il=  86 4/17/2020  n=   9 now=    7672 end=       3279      2684      6093 U=     6.69 T=   75.2 p1= -57.3 p2=   234.0 ed=    91 4/22/2020   x1=  77. x2=  86. y1=  -.26 y2= -1.61     
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     3279    2684     6093     6    91 4/22/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .996224 cc2=  .662891 lx=  8.12533 if=  78 il=  86 4/17/2020  n=   8 now=    7672 end=       3378      2684      6093 U=     7.28 T=   75.3 p1= -56.0 p2=   227.1 ed=    92 4/23/2020   x1=  78. x2=  86. y1=  -.37 y2= -1.47     
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     3378    2684     6093     6    92 4/23/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .996746 cc2=  .643193 lx=  8.26533 if=  79 il=  86 4/17/2020  n=   7 now=    7672 end=       3886      2684      6093 U=    10.49 T=   75.6 p1= -49.3 p2=   197.4 ed=   100 5/1/2020    x1=  79. x2=  86. y1=  -.33 y2=  -.99     
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     3886    2684     6093     6   100 5/1/2020  
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .997374 cc2=  .619410 lx=  8.85533 if=  80 il=  86 4/17/2020  n=   6 now=    7672 end=       7011      2684      6093 U=    24.38 T=   85.0 p1=  -8.6 p2=   109.4 ed=   142 6/12/2020   x1=  80. x2=  86. y1=   .21 y2=  -.04     
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672     7011    2684     6093     6   142 6/12/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .996420 cc2=  .588172 lx= 10.94533 if=  81 il=  86 4/17/2020  n=   5 now=    7672 end=      56688      2684      6093 U=    73.29 T=  167.7 p1= 638.9 p2=    13.5 ed=   340 12/27/2020  x1=  81. x2=  86. y1=  1.18 y2=  1.12     
GP: Confirmed US_Pennsylvania_Montgomery 4/17/2020        86    7672    -        2684     6093     6   340 12/27/2020
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .997829 cc2=  .843526 lx=  9.31533 if=  46 il=  87 4/18/2020  n=  41 now=    7672 end=      11107      2781      3543 U=    23.50 T=   94.6 p1=  44.8 p2=    69.1 ed=   150 6/20/2020   x1=  46. x2=  87. y1=  2.07 y2=   .33     
GP: Confirmed US_Pennsylvania_Montgomery 4/18/2020        87    7672    11107    2781     3543     7   150 6/20/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .997820 cc2=  .841646 lx=  9.24533 if=  47 il=  87 4/18/2020  n=  40 now=    7672 end=      10356      2781      3543 U=    22.74 T=   93.2 p1=  35.0 p2=    74.1 ed=   146 6/16/2020   x1=  47. x2=  87. y1=  2.03 y2=   .27     
GP: Confirmed US_Pennsylvania_Montgomery 4/18/2020        87    7672    10356    2781     3543     7   146 6/16/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .997778 cc2=  .839664 lx=  9.18533 if=  48 il=  87 4/18/2020  n=  39 now=    7672 end=       9753      2781      3543 U=    22.49 T=   92.1 p1=  27.1 p2=    78.7 ed=   145 6/15/2020   x1=  48. x2=  87. y1=  1.96 y2=   .23     
GP: Confirmed US_Pennsylvania_Montgomery 4/18/2020        87    7672     9753    2781     3543     7   145 6/15/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .997905 cc2=  .837777 lx=  9.10533 if=  49 il=  87 4/18/2020  n=  38 now=    7672 end=       9003      2781      3543 U=    21.45 T=   90.5 p1=  17.3 p2=    85.2 ed=   141 6/11/2020   x1=  49. x2=  87. y1=  1.93 y2=   .16     
GP: Confirmed US_Pennsylvania_Montgomery 4/18/2020        87    7672     9003    2781     3543     7   141 6/11/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .997928 cc2=  .835707 lx=  9.03533 if=  50 il=  87 4/18/2020  n=  37 now=    7672 end=       8394      2781      3543 U=    20.93 T=   89.1 p1=   9.4 p2=    91.4 ed=   138 6/8/2020    x1=  50. x2=  87. y1=  1.87 y2=   .10     
GP: Confirmed US_Pennsylvania_Montgomery 4/18/2020        87    7672     8394    2781     3543     7   138 6/8/2020  
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998079 cc2=  .833680 lx=  8.96533 if=  51 il=  87 4/18/2020  n=  36 now=    7672 end=       7826      2781      3543 U=    20.34 T=   87.7 p1=   2.0 p2=    98.0 ed=   135 6/5/2020    x1=  51. x2=  87. y1=  1.80 y2=   .03     
GP: Confirmed US_Pennsylvania_Montgomery 4/18/2020        87    7672     7826    2781     3543     7   135 6/5/2020  
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998388 cc2=  .831721 lx=  8.88533 if=  52 il=  87 4/18/2020  n=  35 now=    7672 end=       7225      2781      3543 U=    19.24 T=   86.1 p1=  -5.8 p2=   106.2 ed=   131 6/1/2020    x1=  52. x2=  87. y1=  1.77 y2=  -.05     
GP: Confirmed US_Pennsylvania_Montgomery 4/18/2020        87    7672     7225    2781     3543     7   131 6/1/2020  
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998569 cc2=  .829539 lx=  8.82533 if=  53 il=  87 4/18/2020  n=  34 now=    7672 end=       6804      2781      3543 U=    18.14 T=   85.0 p1= -11.3 p2=   112.8 ed=   127 5/28/2020   x1=  53. x2=  87. y1=  1.76 y2=  -.11     
GP: Confirmed US_Pennsylvania_Montgomery 4/18/2020        87    7672     6804    2781     3543     7   127 5/28/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998520 cc2=  .827022 lx=  8.78533 if=  54 il=  87 4/18/2020  n=  33 now=    7672 end=       6537      2781      3543 U=    17.93 T=   84.2 p1= -14.8 p2=   117.4 ed=   126 5/27/2020   x1=  54. x2=  87. y1=  1.68 y2=  -.16     
GP: Confirmed US_Pennsylvania_Montgomery 4/18/2020        87    7672     6537    2781     3543     7   126 5/27/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998598 cc2=  .824521 lx=  8.73533 if=  55 il=  87 4/18/2020  n=  32 now=    7672 end=       6218      2781      3543 U=    17.13 T=   83.3 p1= -19.0 p2=   123.4 ed=   123 5/24/2020   x1=  55. x2=  87. y1=  1.65 y2=  -.22     
GP: Confirmed US_Pennsylvania_Montgomery 4/18/2020        87    7672     6218    2781     3543     7   123 5/24/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998556 cc2=  .821779 lx=  8.70533 if=  56 il=  87 4/18/2020  n=  31 now=    7672 end=       6035      2781      3543 U=    16.68 T=   82.7 p1= -21.3 p2=   127.1 ed=   122 5/23/2020   x1=  56. x2=  87. y1=  1.60 y2=  -.26     
GP: Confirmed US_Pennsylvania_Montgomery 4/18/2020        87    7672     6035    2781     3543     7   122 5/23/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998466 cc2=  .818861 lx=  8.67533 if=  57 il=  87 4/18/2020  n=  30 now=    7672 end=       5856      2781      3543 U=    16.35 T=   82.2 p1= -23.7 p2=   131.0 ed=   120 5/21/2020   x1=  57. x2=  87. y1=  1.54 y2=  -.29     
GP: Confirmed US_Pennsylvania_Montgomery 4/18/2020        87    7672     5856    2781     3543     7   120 5/21/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998369 cc2=  .815794 lx=  8.65533 if=  58 il=  87 4/18/2020  n=  29 now=    7672 end=       5740      2781      3543 U=    16.01 T=   81.8 p1= -25.2 p2=   133.7 ed=   119 5/20/2020   x1=  58. x2=  87. y1=  1.49 y2=  -.32     
GP: Confirmed US_Pennsylvania_Montgomery 4/18/2020        87    7672     5740    2781     3543     7   119 5/20/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .998037 cc2=  .809055 lx=  8.64533 if=  60 il=  87 4/18/2020  n=  27 now=    7672 end=       5683      2781      3543 U=    15.81 T=   81.7 p1= -25.9 p2=   135.0 ed=   118 5/19/2020   x1=  60. x2=  87. y1=  1.37 y2=  -.34     
GP: Confirmed US_Pennsylvania_Montgomery 4/18/2020        87    7672     5683    2781     3543     7   118 5/19/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .997815 cc2=  .805365 lx=  8.63533 if=  61 il=  87 4/18/2020  n=  26 now=    7672 end=       5627      2781      3543 U=    15.62 T=   81.5 p1= -26.7 p2=   136.3 ed=   118 5/19/2020   x1=  61. x2=  87. y1=  1.31 y2=  -.35     
GP: Confirmed US_Pennsylvania_Montgomery 4/18/2020        87    7672     5627    2781     3543     7   118 5/19/2020 
AAA2     1 US_Pennsylvania_Montgomery Confirmed cc1=  .997553 cc2=  .801437 lx=  8.63533 if=  62 il=  87 4/18/2020  n=  25 now=    7672 end=       5627      2781      3543 U=    15.42 T=   81.6 p1= -26.7 p2=   136.3 ed=   117 5/18/2020   x1=  62. x2=  87. y1=  1.27 y2=  -.35     
GP: Confirmed US_Pennsylvania_Montgomery 4/18/2020        87    7672     5627    2781     3543     7   117 5/18/2020 
