TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        3627.00000        8.19616
TAB:  US_Colorado_Adams Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA1     1 US_Colorado_Adams Confirmed cc1=  .952783 cc2=  .574818 lx=  4.19616 if=  53 il=  59 3/21/2020  n=   6 now=    3627 end=         66        14        67 U=    13.81 T=   65.1 p1= -98.2 p2=  5495.5 ed=    97 4/28/2020   x1=  53. x2=  59. y1=   .88 y2=   .44 BEST
AAA2     1 US_Colorado_Adams Confirmed cc1=  .953082 cc2=  .574818 lx=  4.09616 if=  53 il=  59 3/21/2020  n=   6 now=    3627 end=         66        14        67 U=    13.81 T=   65.1 p1= -98.2 p2=  5495.5 ed=    97 4/28/2020   x1=  53. x2=  59. y1=   .88 y2=   .44 BEST
GP: Confirmed US_Colorado_Adams 3/21/2020        59    3627       66      14       67     4    97 4/28/2020 
AAA2     1 US_Colorado_Adams Confirmed cc1=  .937670 cc2=  .529422 lx= 10.19616 if=  54 il=  59 3/21/2020  n=   5 now=    3627 end=      26800        14        67 U=    69.99 T=  200.6 p1= 638.9 p2=    13.5 ed=   365 1/21/2021   x1=  54. x2=  59. y1=  2.09 y2=  2.02     
GP: Confirmed US_Colorado_Adams 3/21/2020        59    3627    -          14       67     4   365 1/21/2021 
AAA1     1 US_Colorado_Adams Confirmed cc1=  .968227 cc2=  .666716 lx=  4.19616 if=  50 il=  60 3/22/2020  n=  10 now=    3627 end=         66        18        67 U=    10.13 T=   62.7 p1= -98.2 p2=  5495.5 ed=    86 4/17/2020   x1=  50. x2=  60. y1=  1.25 y2=   .27 BEST
AAA2     1 US_Colorado_Adams Confirmed cc1=  .968900 cc2=  .666716 lx=  4.09616 if=  50 il=  60 3/22/2020  n=  10 now=    3627 end=         66        18        67 U=    10.13 T=   62.7 p1= -98.2 p2=  5495.5 ed=    86 4/17/2020   x1=  50. x2=  60. y1=  1.25 y2=   .27 BEST
GP: Confirmed US_Colorado_Adams 3/22/2020        60    3627       66      18       67     2    86 4/17/2020 
AAA1     1 US_Colorado_Adams Confirmed cc1=  .964113 cc2=  .647886 lx=  4.19616 if=  51 il=  60 3/22/2020  n=   9 now=    3627 end=         66        18        67 U=    10.42 T=   62.8 p1= -98.2 p2=  5495.5 ed=    87 4/18/2020   x1=  51. x2=  60. y1=  1.13 y2=   .27 BEST
AAA2     1 US_Colorado_Adams Confirmed cc1=  .964387 cc2=  .647886 lx=  4.09616 if=  51 il=  60 3/22/2020  n=   9 now=    3627 end=         66        18        67 U=    10.42 T=   62.8 p1= -98.2 p2=  5495.5 ed=    87 4/18/2020   x1=  51. x2=  60. y1=  1.13 y2=   .27 BEST
GP: Confirmed US_Colorado_Adams 3/22/2020        60    3627       66      18       67     2    87 4/18/2020 
AAA2     1 US_Colorado_Adams Confirmed cc1=  .970151 cc2=  .636818 lx= 10.19616 if=  52 il=  60 3/22/2020  n=   8 now=    3627 end=      26800        18        67 U=    57.11 T=  173.6 p1= 638.9 p2=    13.5 ed=   308 11/25/2020  x1=  52. x2=  60. y1=  2.13 y2=  1.99     
GP: Confirmed US_Colorado_Adams 3/22/2020        60    3627    -          18       67     2   308 11/25/2020
AAA2     1 US_Colorado_Adams Confirmed cc1=  .960851 cc2=  .607298 lx= 10.19616 if=  53 il=  60 3/22/2020  n=   7 now=    3627 end=      26800        18        67 U=    49.97 T=  159.4 p1= 638.9 p2=    13.5 ed=   277 10/25/2020  x1=  53. x2=  60. y1=  2.13 y2=  1.99     
GP: Confirmed US_Colorado_Adams 3/22/2020        60    3627    -          18       67     2   277 10/25/2020
AAA2     1 US_Colorado_Adams Confirmed cc1=  .944659 cc2=  .566695 lx= 10.19616 if=  54 il=  60 3/22/2020  n=   6 now=    3627 end=      26800        18        67 U=    57.00 T=  173.4 p1= 638.9 p2=    13.5 ed=   307 11/24/2020  x1=  54. x2=  60. y1=  2.09 y2=  1.99     
GP: Confirmed US_Colorado_Adams 3/22/2020        60    3627    -          18       67     2   307 11/24/2020
AAA2     1 US_Colorado_Adams Confirmed cc1=  .918011 cc2=  .509763 lx= 10.19616 if=  55 il=  60 3/22/2020  n=   5 now=    3627 end=      26800        18        67 U=    64.61 T=  188.5 p1= 638.9 p2=    13.5 ed=   340 12/27/2020  x1=  55. x2=  60. y1=  2.07 y2=  1.99     
GP: Confirmed US_Colorado_Adams 3/22/2020        60    3627    -          18       67     2   340 12/27/2020
AAA1     1 US_Colorado_Adams Confirmed cc1=  .967399 cc2=  .678724 lx=  5.06616 if=  50 il=  61 3/23/2020  n=  11 now=    3627 end=        158        25       201 U=    12.76 T=   68.8 p1= -95.6 p2=  2295.6 ed=    98 4/29/2020   x1=  50. x2=  61. y1=  1.48 y2=   .61 BEST
AAA2     1 US_Colorado_Adams Confirmed cc1=  .967399 cc2=  .678724 lx=  5.06716 if=  50 il=  61 3/23/2020  n=  11 now=    3627 end=        158        25       201 U=    12.76 T=   68.8 p1= -95.6 p2=  2295.6 ed=    98 4/29/2020   x1=  50. x2=  61. y1=  1.48 y2=   .61 BEST
GP: Confirmed US_Colorado_Adams 3/23/2020        61    3627      158      25      201     1    98 4/29/2020 
AAA2     1 US_Colorado_Adams Confirmed cc1=  .962641 cc2=  .661130 lx=  6.64616 if=  51 il=  61 3/23/2020  n=  10 now=    3627 end=        769        25       201 U=    20.76 T=   86.6 p1= -78.8 p2=   471.7 ed=   135 6/5/2020    x1=  51. x2=  61. y1=  1.71 y2=  1.23     
GP: Confirmed US_Colorado_Adams 3/23/2020        61    3627      769      25      201     1   135 6/5/2020  
AAA2     1 US_Colorado_Adams Confirmed cc1=  .964011 cc2=  .647783 lx= 10.19616 if=  52 il=  61 3/23/2020  n=   9 now=    3627 end=      26800        25       201 U=    48.36 T=  155.0 p1= 638.9 p2=    13.5 ed=   269 10/17/2020  x1=  52. x2=  61. y1=  2.13 y2=  1.94     
GP: Confirmed US_Colorado_Adams 3/23/2020        61    3627    -          25      201     1   269 10/17/2020
AAA2     1 US_Colorado_Adams Confirmed cc1=  .958131 cc2=  .624798 lx= 10.19616 if=  53 il=  61 3/23/2020  n=   8 now=    3627 end=      26800        25       201 U=    42.99 T=  144.5 p1= 638.9 p2=    13.5 ed=   245 9/23/2020   x1=  53. x2=  61. y1=  2.13 y2=  1.94     
GP: Confirmed US_Colorado_Adams 3/23/2020        61    3627    -          25      201     1   245 9/23/2020 
AAA2     1 US_Colorado_Adams Confirmed cc1=  .939931 cc2=  .586378 lx= 10.19616 if=  54 il=  61 3/23/2020  n=   7 now=    3627 end=      26800        25       201 U=    46.28 T=  150.9 p1= 638.9 p2=    13.5 ed=   260 10/8/2020   x1=  54. x2=  61. y1=  2.09 y2=  1.94     
GP: Confirmed US_Colorado_Adams 3/23/2020        61    3627    -          25      201     1   260 10/8/2020 
AAA2     1 US_Colorado_Adams Confirmed cc1=  .927445 cc2=  .549481 lx= 10.19616 if=  55 il=  61 3/23/2020  n=   6 now=    3627 end=      26800        25       201 U=    48.63 T=  155.5 p1= 638.9 p2=    13.5 ed=   270 10/18/2020  x1=  55. x2=  61. y1=  2.07 y2=  1.94     
GP: Confirmed US_Colorado_Adams 3/23/2020        61    3627    -          25      201     1   270 10/18/2020
AAA2     1 US_Colorado_Adams Confirmed cc1=  .960035 cc2=  .551786 lx= 10.19616 if=  56 il=  61 3/23/2020  n=   5 now=    3627 end=      26800        25       201 U=    40.52 T=  139.7 p1= 638.9 p2=    13.5 ed=   235 9/13/2020   x1=  56. x2=  61. y1=  2.07 y2=  1.94     
GP: Confirmed US_Colorado_Adams 3/23/2020        61    3627    -          25      201     1   235 9/13/2020 
AAA1     1 US_Colorado_Adams Confirmed cc1=  .974173 cc2=  .696823 lx=  5.32616 if=  50 il=  62 3/24/2020  n=  12 now=    3627 end=        205        27       201 U=    14.55 T=   72.3 p1= -94.3 p2=  1769.3 ed=   106 5/7/2020    x1=  50. x2=  62. y1=  1.53 y2=   .71 BEST
AAA2     1 US_Colorado_Adams Confirmed cc1=  .974173 cc2=  .696823 lx=  5.32416 if=  50 il=  62 3/24/2020  n=  12 now=    3627 end=        205        27       201 U=    14.55 T=   72.3 p1= -94.3 p2=  1769.3 ed=   106 5/7/2020    x1=  50. x2=  62. y1=  1.53 y2=   .71 BEST
GP: Confirmed US_Colorado_Adams 3/24/2020        62    3627      205      27      201     1   106 5/7/2020  
AAA2     1 US_Colorado_Adams Confirmed cc1=  .971180 cc2=  .682505 lx=  7.19616 if=  51 il=  62 3/24/2020  n=  11 now=    3627 end=       1334        27       201 U=    24.62 T=   95.5 p1= -63.2 p2=   271.9 ed=   153 6/23/2020   x1=  51. x2=  62. y1=  1.81 y2=  1.36     
