TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       11255.00000        9.32857
TAB:  US_Michigan_Oakland Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_Michigan_Oakland 4/23/2020        92   11255     7469    6634     7692    22    94 4/25/2020 
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .998933 cc2=  .794809 lx=  8.91857 if=  69 il=  92 4/23/2020  n=  23 now=   11255 end=       7469      6634      7692 U=     8.96 T=   72.9 p1= -33.6 p2=   150.7 ed=    94 4/25/2020   x1=  69. x2=  92. y1=   .44 y2= -2.13     
GP: Confirmed US_Michigan_Oakland 4/23/2020        92   11255     7469    6634     7692    22    94 4/25/2020 
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .998820 cc2=  .790306 lx=  8.91857 if=  70 il=  92 4/23/2020  n=  22 now=   11255 end=       7469      6634      7692 U=     9.01 T=   72.8 p1= -33.6 p2=   150.7 ed=    94 4/25/2020   x1=  70. x2=  92. y1=   .31 y2= -2.13     
GP: Confirmed US_Michigan_Oakland 4/23/2020        92   11255     7469    6634     7692    22    94 4/25/2020 
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .998659 cc2=  .785459 lx=  8.91857 if=  71 il=  92 4/23/2020  n=  21 now=   11255 end=       7469      6634      7692 U=     8.98 T=   72.9 p1= -33.6 p2=   150.7 ed=    94 4/25/2020   x1=  71. x2=  92. y1=   .21 y2= -2.13     
GP: Confirmed US_Michigan_Oakland 4/23/2020        92   11255     7469    6634     7692    22    94 4/25/2020 
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .998480 cc2=  .780262 lx=  8.91857 if=  72 il=  92 4/23/2020  n=  20 now=   11255 end=       7469      6634      7692 U=     9.06 T=   72.7 p1= -33.6 p2=   150.7 ed=    94 4/25/2020   x1=  72. x2=  92. y1=   .08 y2= -2.13     
GP: Confirmed US_Michigan_Oakland 4/23/2020        92   11255     7469    6634     7692    22    94 4/25/2020 
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .998241 cc2=  .774634 lx=  8.91857 if=  73 il=  92 4/23/2020  n=  19 now=   11255 end=       7469      6634      7692 U=     8.97 T=   72.9 p1= -33.6 p2=   150.7 ed=    94 4/25/2020   x1=  73. x2=  92. y1=  -.01 y2= -2.13     
GP: Confirmed US_Michigan_Oakland 4/23/2020        92   11255     7469    6634     7692    22    94 4/25/2020 
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .997966 cc2=  .768550 lx=  8.91857 if=  74 il=  92 4/23/2020  n=  18 now=   11255 end=       7469      6634      7692 U=     8.88 T=   73.1 p1= -33.6 p2=   150.7 ed=    94 4/25/2020   x1=  74. x2=  92. y1=  -.10 y2= -2.13     
GP: Confirmed US_Michigan_Oakland 4/23/2020        92   11255     7469    6634     7692    22    94 4/25/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .997799 cc2=  .762097 lx=  8.92857 if=  75 il=  92 4/23/2020  n=  17 now=   11255 end=       7544      6634      7692 U=     9.28 T=   73.0 p1= -33.0 p2=   149.2 ed=    94 4/25/2020   x1=  75. x2=  92. y1=  -.22 y2= -2.05 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .997803 cc2=  .762097 lx=  8.93157 if=  75 il=  92 4/23/2020  n=  17 now=   11255 end=       7544      6634      7692 U=     9.28 T=   73.0 p1= -33.0 p2=   149.2 ed=    94 4/25/2020   x1=  75. x2=  92. y1=  -.22 y2= -2.05 BEST
GP: Confirmed US_Michigan_Oakland 4/23/2020        92   11255     7544    6634     7692    22    94 4/25/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .997541 cc2=  .755005 lx=  8.93857 if=  76 il=  92 4/23/2020  n=  16 now=   11255 end=       7620      6634      7692 U=     9.77 T=   72.7 p1= -32.3 p2=   147.7 ed=    95 4/26/2020   x1=  76. x2=  92. y1=  -.34 y2= -1.98 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .997542 cc2=  .755005 lx=  8.94057 if=  76 il=  92 4/23/2020  n=  16 now=   11255 end=       7620      6634      7692 U=     9.77 T=   72.7 p1= -32.3 p2=   147.7 ed=    95 4/26/2020   x1=  76. x2=  92. y1=  -.34 y2= -1.98 BEST
GP: Confirmed US_Michigan_Oakland 4/23/2020        92   11255     7620    6634     7692    22    95 4/26/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .997066 cc2=  .747066 lx=  8.94857 if=  77 il=  92 4/23/2020  n=  15 now=   11255 end=       7696      6634      7692 U=    10.14 T=   72.7 p1= -31.6 p2=   146.2 ed=    96 4/27/2020   x1=  77. x2=  92. y1=  -.43 y2= -1.91 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .997071 cc2=  .747066 lx=  8.94457 if=  77 il=  92 4/23/2020  n=  15 now=   11255 end=       7696      6634      7692 U=    10.14 T=   72.7 p1= -31.6 p2=   146.2 ed=    96 4/27/2020   x1=  77. x2=  92. y1=  -.43 y2= -1.91 BEST
GP: Confirmed US_Michigan_Oakland 4/23/2020        92   11255     7696    6634     7692    22    96 4/27/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .996463 cc2=  .738264 lx=  8.94857 if=  78 il=  92 4/23/2020  n=  14 now=   11255 end=       7696      6634      7692 U=    10.10 T=   72.8 p1= -31.6 p2=   146.2 ed=    96 4/27/2020   x1=  78. x2=  92. y1=  -.52 y2= -1.91 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .996463 cc2=  .738264 lx=  8.94757 if=  78 il=  92 4/23/2020  n=  14 now=   11255 end=       7696      6634      7692 U=    10.10 T=   72.8 p1= -31.6 p2=   146.2 ed=    96 4/27/2020   x1=  78. x2=  92. y1=  -.52 y2= -1.91 BEST
GP: Confirmed US_Michigan_Oakland 4/23/2020        92   11255     7696    6634     7692    22    96 4/27/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .995724 cc2=  .728463 lx=  8.95857 if=  79 il=  92 4/23/2020  n=  13 now=   11255 end=       7774      6634      7692 U=    10.54 T=   72.6 p1= -30.9 p2=   144.8 ed=    97 4/28/2020   x1=  79. x2=  92. y1=  -.61 y2= -1.84 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .995725 cc2=  .728463 lx=  8.95657 if=  79 il=  92 4/23/2020  n=  13 now=   11255 end=       7774      6634      7692 U=    10.54 T=   72.6 p1= -30.9 p2=   144.8 ed=    97 4/28/2020   x1=  79. x2=  92. y1=  -.61 y2= -1.84 BEST
GP: Confirmed US_Michigan_Oakland 4/23/2020        92   11255     7774    6634     7692    22    97 4/28/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .994694 cc2=  .717344 lx=  8.95857 if=  80 il=  92 4/23/2020  n=  12 now=   11255 end=       7774      6634      7692 U=    10.80 T=   72.1 p1= -30.9 p2=   144.8 ed=    97 4/28/2020   x1=  80. x2=  92. y1=  -.73 y2= -1.84 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .994697 cc2=  .717344 lx=  8.96257 if=  80 il=  92 4/23/2020  n=  12 now=   11255 end=       7774      6634      7692 U=    10.80 T=   72.1 p1= -30.9 p2=   144.8 ed=    97 4/28/2020   x1=  80. x2=  92. y1=  -.73 y2= -1.84 BEST
GP: Confirmed US_Michigan_Oakland 4/23/2020        92   11255     7774    6634     7692    22    97 4/28/2020 
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .987268 cc2=  .579020 lx= 11.32857 if=  87 il=  92 4/23/2020  n=   5 now=   11255 end=      83163      6634      7692 U=   132.89 T=  215.3 p1= 638.9 p2=    13.5 ed=   528 7/3/2021    x1=  87. x2=  92. y1=   .97 y2=   .93     
GP: Confirmed US_Michigan_Oakland 4/23/2020        92   11255    -        6634     7692    22   528 7/3/2021  
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .999211 cc2=  .850140 lx=  8.97857 if=  49 il=  93 4/24/2020  n=  44 now=   11255 end=       7931      6804      7692 U=    10.81 T=   72.7 p1= -29.5 p2=   141.9 ed=    98 4/29/2020   x1=  49. x2=  93. y1=  2.19 y2= -1.88     
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     7931    6804     7692    23    98 4/29/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .999211 cc2=  .848456 lx=  8.96857 if=  50 il=  93 4/24/2020  n=  43 now=   11255 end=       7852      6804      7692 U=    10.40 T=   72.8 p1= -30.2 p2=   143.3 ed=    97 4/28/2020   x1=  50. x2=  93. y1=  2.19 y2= -1.94 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .999215 cc2=  .848456 lx=  8.97257 if=  50 il=  93 4/24/2020  n=  43 now=   11255 end=       7852      6804      7692 U=    10.40 T=   72.8 p1= -30.2 p2=   143.3 ed=    97 4/28/2020   x1=  50. x2=  93. y1=  2.19 y2= -1.94 BEST
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     7852    6804     7692    23    97 4/28/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .999155 cc2=  .846656 lx=  8.96857 if=  51 il=  93 4/24/2020  n=  42 now=   11255 end=       7852      6804      7692 U=    10.48 T=   72.6 p1= -30.2 p2=   143.3 ed=    97 4/28/2020   x1=  51. x2=  93. y1=  2.06 y2= -1.94 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .999159 cc2=  .846656 lx=  8.97257 if=  51 il=  93 4/24/2020  n=  42 now=   11255 end=       7852      6804      7692 U=    10.48 T=   72.6 p1= -30.2 p2=   143.3 ed=    97 4/28/2020   x1=  51. x2=  93. y1=  2.06 y2= -1.94 BEST
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     7852    6804     7692    23    97 4/28/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .999106 cc2=  .844803 lx=  8.96857 if=  52 il=  93 4/24/2020  n=  41 now=   11255 end=       7852      6804      7692 U=    10.48 T=   72.6 p1= -30.2 p2=   143.3 ed=    97 4/28/2020   x1=  52. x2=  93. y1=  1.97 y2= -1.94 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .999108 cc2=  .844803 lx=  8.97157 if=  52 il=  93 4/24/2020  n=  41 now=   11255 end=       7852      6804      7692 U=    10.48 T=   72.6 p1= -30.2 p2=   143.3 ed=    97 4/28/2020   x1=  52. x2=  93. y1=  1.97 y2= -1.94 BEST
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     7852    6804     7692    23    97 4/28/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .999054 cc2=  .842881 lx=  8.96857 if=  53 il=  93 4/24/2020  n=  40 now=   11255 end=       7852      6804      7692 U=    10.37 T=   72.8 p1= -30.2 p2=   143.3 ed=    97 4/28/2020   x1=  53. x2=  93. y1=  1.91 y2= -1.94 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .999055 cc2=  .842881 lx=  8.96957 if=  53 il=  93 4/24/2020  n=  40 now=   11255 end=       7852      6804      7692 U=    10.37 T=   72.8 p1= -30.2 p2=   143.3 ed=    97 4/28/2020   x1=  53. x2=  93. y1=  1.91 y2= -1.94 BEST
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     7852    6804     7692    23    97 4/28/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .998982 cc2=  .840868 lx=  8.96857 if=  54 il=  93 4/24/2020  n=  39 now=   11255 end=       7852      6804      7692 U=    10.30 T=   73.0 p1= -30.2 p2=   143.3 ed=    97 4/28/2020   x1=  54. x2=  93. y1=  1.85 y2= -1.94 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .998982 cc2=  .840868 lx=  8.96957 if=  54 il=  93 4/24/2020  n=  39 now=   11255 end=       7852      6804      7692 U=    10.30 T=   73.0 p1= -30.2 p2=   143.3 ed=    97 4/28/2020   x1=  54. x2=  93. y1=  1.85 y2= -1.94 BEST
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     7852    6804     7692    23    97 4/28/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .998908 cc2=  .838780 lx=  8.96857 if=  55 il=  93 4/24/2020  n=  38 now=   11255 end=       7852      6804      7692 U=    10.09 T=   73.4 p1= -30.2 p2=   143.3 ed=    97 4/28/2020   x1=  55. x2=  93. y1=  1.82 y2= -1.94 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .998909 cc2=  .838780 lx=  8.97057 if=  55 il=  93 4/24/2020  n=  38 now=   11255 end=       7852      6804      7692 U=    10.09 T=   73.4 p1= -30.2 p2=   143.3 ed=    97 4/28/2020   x1=  55. x2=  93. y1=  1.82 y2= -1.94 BEST
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     7852    6804     7692    23    97 4/28/2020 
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .998972 cc2=  .836750 lx=  8.97857 if=  56 il=  93 4/24/2020  n=  37 now=   11255 end=       7931      6804      7692 U=    10.68 T=   73.0 p1= -29.5 p2=   141.9 ed=    98 4/29/2020   x1=  56. x2=  93. y1=  1.59 y2= -1.88     
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     7931    6804     7692    23    98 4/29/2020 
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .998893 cc2=  .834494 lx=  8.97857 if=  57 il=  93 4/24/2020  n=  36 now=   11255 end=       7931      6804      7692 U=    10.78 T=   72.8 p1= -29.5 p2=   141.9 ed=    98 4/29/2020   x1=  57. x2=  93. y1=  1.46 y2= -1.88     
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     7931    6804     7692    23    98 4/29/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .998854 cc2=  .832187 lx=  8.96857 if=  58 il=  93 4/24/2020  n=  35 now=   11255 end=       7852      6804      7692 U=    10.72 T=   72.2 p1= -30.2 p2=   143.3 ed=    97 4/28/2020   x1=  58. x2=  93. y1=  1.32 y2= -1.94 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .998858 cc2=  .832187 lx=  8.97257 if=  58 il=  93 4/24/2020  n=  35 now=   11255 end=       7852      6804      7692 U=    10.72 T=   72.2 p1= -30.2 p2=   143.3 ed=    97 4/28/2020   x1=  58. x2=  93. y1=  1.32 y2= -1.94 BEST
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     7852    6804     7692    23    97 4/28/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .998993 cc2=  .829962 lx=  8.96857 if=  59 il=  93 4/24/2020  n=  34 now=   11255 end=       7852      6804      7692 U=    10.61 T=   72.4 p1= -30.2 p2=   143.3 ed=    97 4/28/2020   x1=  59. x2=  93. y1=  1.26 y2= -1.94 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .998995 cc2=  .829962 lx=  8.96557 if=  59 il=  93 4/24/2020  n=  34 now=   11255 end=       7852      6804      7692 U=    10.61 T=   72.4 p1= -30.2 p2=   143.3 ed=    97 4/28/2020   x1=  59. x2=  93. y1=  1.26 y2= -1.94 BEST
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     7852    6804     7692    23    97 4/28/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .999101 cc2=  .827602 lx=  8.95857 if=  60 il=  93 4/24/2020  n=  33 now=   11255 end=       7774      6804      7692 U=    10.25 T=   72.3 p1= -30.9 p2=   144.8 ed=    96 4/27/2020   x1=  60. x2=  93. y1=  1.20 y2= -2.02 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .999101 cc2=  .827602 lx=  8.95957 if=  60 il=  93 4/24/2020  n=  33 now=   11255 end=       7774      6804      7692 U=    10.25 T=   72.3 p1= -30.9 p2=   144.8 ed=    96 4/27/2020   x1=  60. x2=  93. y1=  1.20 y2= -2.02 BEST
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     7774    6804     7692    23    96 4/27/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .999133 cc2=  .825056 lx=  8.95857 if=  61 il=  93 4/24/2020  n=  32 now=   11255 end=       7774      6804      7692 U=    10.11 T=   72.6 p1= -30.9 p2=   144.8 ed=    96 4/27/2020   x1=  61. x2=  93. y1=  1.15 y2= -2.02 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .999138 cc2=  .825056 lx=  8.95457 if=  61 il=  93 4/24/2020  n=  32 now=   11255 end=       7774      6804      7692 U=    10.11 T=   72.6 p1= -30.9 p2=   144.8 ed=    96 4/27/2020   x1=  61. x2=  93. y1=  1.15 y2= -2.02 BEST
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     7774    6804     7692    23    96 4/27/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .999098 cc2=  .822321 lx=  8.94857 if=  62 il=  93 4/24/2020  n=  31 now=   11255 end=       7696      6804      7692 U=     9.83 T=   72.4 p1= -31.6 p2=   146.2 ed=    95 4/26/2020   x1=  62. x2=  93. y1=  1.06 y2= -2.09 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .999102 cc2=  .822321 lx=  8.95157 if=  62 il=  93 4/24/2020  n=  31 now=   11255 end=       7696      6804      7692 U=     9.83 T=   72.4 p1= -31.6 p2=   146.2 ed=    95 4/26/2020   x1=  62. x2=  93. y1=  1.06 y2= -2.09 BEST
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     7696    6804     7692    23    95 4/26/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .999057 cc2=  .819451 lx=  8.94857 if=  63 il=  93 4/24/2020  n=  30 now=   11255 end=       7696      6804      7692 U=     9.78 T=   72.5 p1= -31.6 p2=   146.2 ed=    95 4/26/2020   x1=  63. x2=  93. y1=   .98 y2= -2.09 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .999057 cc2=  .819451 lx=  8.94857 if=  63 il=  93 4/24/2020  n=  30 now=   11255 end=       7696      6804      7692 U=     9.78 T=   72.5 p1= -31.6 p2=   146.2 ed=    95 4/26/2020   x1=  63. x2=  93. y1=   .98 y2= -2.09 BEST
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     7696    6804     7692    23    95 4/26/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .998995 cc2=  .816421 lx=  8.94857 if=  64 il=  93 4/24/2020  n=  29 now=   11255 end=       7696      6804      7692 U=     9.71 T=   72.7 p1= -31.6 p2=   146.2 ed=    95 4/26/2020   x1=  64. x2=  93. y1=   .89 y2= -2.09 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .998997 cc2=  .816421 lx=  8.94657 if=  64 il=  93 4/24/2020  n=  29 now=   11255 end=       7696      6804      7692 U=     9.71 T=   72.7 p1= -31.6 p2=   146.2 ed=    95 4/26/2020   x1=  64. x2=  93. y1=   .89 y2= -2.09 BEST
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     7696    6804     7692    23    95 4/26/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .998903 cc2=  .813208 lx=  8.94857 if=  65 il=  93 4/24/2020  n=  28 now=   11255 end=       7696      6804      7692 U=     9.66 T=   72.8 p1= -31.6 p2=   146.2 ed=    95 4/26/2020   x1=  65. x2=  93. y1=   .80 y2= -2.09 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .998909 cc2=  .813208 lx=  8.94457 if=  65 il=  93 4/24/2020  n=  28 now=   11255 end=       7696      6804      7692 U=     9.66 T=   72.8 p1= -31.6 p2=   146.2 ed=    95 4/26/2020   x1=  65. x2=  93. y1=   .80 y2= -2.09 BEST
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     7696    6804     7692    23    95 4/26/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .998790 cc2=  .809808 lx=  8.93857 if=  66 il=  93 4/24/2020  n=  27 now=   11255 end=       7620      6804      7692 U=     9.38 T=   72.6 p1= -32.3 p2=   147.7 ed=    94 4/25/2020   x1=  66. x2=  93. y1=   .70 y2= -2.18 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .998801 cc2=  .809808 lx=  8.94357 if=  66 il=  93 4/24/2020  n=  27 now=   11255 end=       7620      6804      7692 U=     9.38 T=   72.6 p1= -32.3 p2=   147.7 ed=    94 4/25/2020   x1=  66. x2=  93. y1=   .70 y2= -2.18 BEST
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     7620    6804     7692    23    94 4/25/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .998675 cc2=  .806225 lx=  8.93857 if=  67 il=  93 4/24/2020  n=  26 now=   11255 end=       7620      6804      7692 U=     9.27 T=   72.8 p1= -32.3 p2=   147.7 ed=    94 4/25/2020   x1=  67. x2=  93. y1=   .63 y2= -2.18 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .998680 cc2=  .806225 lx=  8.94157 if=  67 il=  93 4/24/2020  n=  26 now=   11255 end=       7620      6804      7692 U=     9.27 T=   72.8 p1= -32.3 p2=   147.7 ed=    94 4/25/2020   x1=  67. x2=  93. y1=   .63 y2= -2.18 BEST
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     7620    6804     7692    23    94 4/25/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .998516 cc2=  .802400 lx=  8.93857 if=  68 il=  93 4/24/2020  n=  25 now=   11255 end=       7620      6804      7692 U=     9.19 T=   73.0 p1= -32.3 p2=   147.7 ed=    94 4/25/2020   x1=  68. x2=  93. y1=   .54 y2= -2.18 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .998522 cc2=  .802400 lx=  8.94157 if=  68 il=  93 4/24/2020  n=  25 now=   11255 end=       7620      6804      7692 U=     9.19 T=   73.0 p1= -32.3 p2=   147.7 ed=    94 4/25/2020   x1=  68. x2=  93. y1=   .54 y2= -2.18 BEST
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     7620    6804     7692    23    94 4/25/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .998350 cc2=  .798350 lx=  8.94857 if=  69 il=  93 4/24/2020  n=  24 now=   11255 end=       7696      6804      7692 U=     9.42 T=   73.3 p1= -31.6 p2=   146.2 ed=    95 4/26/2020   x1=  69. x2=  93. y1=   .46 y2= -2.09 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .998360 cc2=  .798350 lx=  8.94357 if=  69 il=  93 4/24/2020  n=  24 now=   11255 end=       7696      6804      7692 U=     9.42 T=   73.3 p1= -31.6 p2=   146.2 ed=    95 4/26/2020   x1=  69. x2=  93. y1=   .46 y2= -2.09 BEST
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     7696    6804     7692    23    95 4/26/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .998223 cc2=  .794099 lx=  8.94857 if=  70 il=  93 4/24/2020  n=  23 now=   11255 end=       7696      6804      7692 U=     9.48 T=   73.1 p1= -31.6 p2=   146.2 ed=    95 4/26/2020   x1=  70. x2=  93. y1=   .33 y2= -2.09 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .998223 cc2=  .794099 lx=  8.94757 if=  70 il=  93 4/24/2020  n=  23 now=   11255 end=       7696      6804      7692 U=     9.48 T=   73.1 p1= -31.6 p2=   146.2 ed=    95 4/26/2020   x1=  70. x2=  93. y1=   .33 y2= -2.09 BEST
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     7696    6804     7692    23    95 4/26/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .998021 cc2=  .789507 lx=  8.94857 if=  71 il=  93 4/24/2020  n=  22 now=   11255 end=       7696      6804      7692 U=     9.47 T=   73.2 p1= -31.6 p2=   146.2 ed=    95 4/26/2020   x1=  71. x2=  93. y1=   .23 y2= -2.09 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .998024 cc2=  .789507 lx=  8.95157 if=  71 il=  93 4/24/2020  n=  22 now=   11255 end=       7696      6804      7692 U=     9.47 T=   73.2 p1= -31.6 p2=   146.2 ed=    95 4/26/2020   x1=  71. x2=  93. y1=   .23 y2= -2.09 BEST
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     7696    6804     7692    23    95 4/26/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .997823 cc2=  .784622 lx=  8.95857 if=  72 il=  93 4/24/2020  n=  21 now=   11255 end=       7774      6804      7692 U=     9.87 T=   73.1 p1= -30.9 p2=   144.8 ed=    96 4/27/2020   x1=  72. x2=  93. y1=   .11 y2= -2.02 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .997826 cc2=  .784622 lx=  8.95557 if=  72 il=  93 4/24/2020  n=  21 now=   11255 end=       7774      6804      7692 U=     9.87 T=   73.1 p1= -30.9 p2=   144.8 ed=    96 4/27/2020   x1=  72. x2=  93. y1=   .11 y2= -2.02 BEST
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     7774    6804     7692    23    96 4/27/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .997518 cc2=  .779300 lx=  8.95857 if=  73 il=  93 4/24/2020  n=  20 now=   11255 end=       7774      6804      7692 U=     9.80 T=   73.3 p1= -30.9 p2=   144.8 ed=    96 4/27/2020   x1=  73. x2=  93. y1=   .03 y2= -2.02 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .997518 cc2=  .779300 lx=  8.95857 if=  73 il=  93 4/24/2020  n=  20 now=   11255 end=       7774      6804      7692 U=     9.80 T=   73.3 p1= -30.9 p2=   144.8 ed=    96 4/27/2020   x1=  73. x2=  93. y1=   .03 y2= -2.02 BEST
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     7774    6804     7692    23    96 4/27/2020 
AAA1     1 US_Michigan_Oakland Confirmed cc1=  .997221 cc2=  .773615 lx=  8.96857 if=  74 il=  93 4/24/2020  n=  19 now=   11255 end=       7852      6804      7692 U=    10.04 T=   73.5 p1= -30.2 p2=   143.3 ed=    97 4/28/2020   x1=  74. x2=  93. y1=  -.05 y2= -1.94 BEST
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .997229 cc2=  .773615 lx=  8.96357 if=  74 il=  93 4/24/2020  n=  19 now=   11255 end=       7852      6804      7692 U=    10.04 T=   73.5 p1= -30.2 p2=   143.3 ed=    97 4/28/2020   x1=  74. x2=  93. y1=  -.05 y2= -1.94 BEST
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     7852    6804     7692    23    97 4/28/2020 
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .997116 cc2=  .767701 lx=  8.97857 if=  75 il=  93 4/24/2020  n=  18 now=   11255 end=       7931      6804      7692 U=    10.49 T=   73.3 p1= -29.5 p2=   141.9 ed=    98 4/29/2020   x1=  75. x2=  93. y1=  -.16 y2= -1.88     
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     7931    6804     7692    23    98 4/29/2020 
AAA2     1 US_Michigan_Oakland Confirmed cc1=  .996922 cc2=  .761220 lx=  8.98857 if=  76 il=  93 4/24/2020  n=  17 now=   11255 end=       8010      6804      7692 U=    11.03 T=   73.0 p1= -28.8 p2=   140.5 ed=    99 4/30/2020   x1=  76. x2=  93. y1=  -.27 y2= -1.81     
GP: Confirmed US_Michigan_Oakland 4/24/2020        93   11255     8010    6804     7692    23    99 4/30/2020 
