TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        3161.00000        8.05864
TAB:  US_Arizona_Pima Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_Arizona_Pima 4/25/2020        94    3161     1787    1090     1693    11   122 5/23/2020 
AAA1     1 US_Arizona_Pima Confirmed cc1=  .996454 cc2=  .746454 lx=  7.44864 if=  79 il=  94 4/25/2020  n=  15 now=    3161 end=       1717      1090      1693 U=    16.14 T=   81.3 p1= -45.7 p2=   184.1 ed=   119 5/20/2020   x1=  79. x2=  94. y1=   .14 y2=  -.79 BEST
AAA2     1 US_Arizona_Pima Confirmed cc1=  .996454 cc2=  .746454 lx=  7.44964 if=  79 il=  94 4/25/2020  n=  15 now=    3161 end=       1717      1090      1693 U=    16.14 T=   81.3 p1= -45.7 p2=   184.1 ed=   119 5/20/2020   x1=  79. x2=  94. y1=   .14 y2=  -.79 BEST
GP: Confirmed US_Arizona_Pima 4/25/2020        94    3161     1717    1090     1693    11   119 5/20/2020 
AAA1     1 US_Arizona_Pima Confirmed cc1=  .995733 cc2=  .737534 lx=  7.41864 if=  80 il=  94 4/25/2020  n=  14 now=    3161 end=       1666      1090      1693 U=    15.69 T=   80.6 p1= -47.3 p2=   189.7 ed=   117 5/18/2020   x1=  80. x2=  94. y1=   .04 y2=  -.86 BEST
AAA2     1 US_Arizona_Pima Confirmed cc1=  .995733 cc2=  .737534 lx=  7.42164 if=  80 il=  94 4/25/2020  n=  14 now=    3161 end=       1666      1090      1693 U=    15.69 T=   80.6 p1= -47.3 p2=   189.7 ed=   117 5/18/2020   x1=  80. x2=  94. y1=   .04 y2=  -.86 BEST
GP: Confirmed US_Arizona_Pima 4/25/2020        94    3161     1666    1090     1693    11   117 5/18/2020 
AAA2     1 US_Arizona_Pima Confirmed cc1=  .994711 cc2=  .717361 lx=  7.28864 if=  82 il=  94 4/25/2020  n=  12 now=    3161 end=       1463      1090      1693 U=    12.26 T=   79.0 p1= -53.7 p2=   216.1 ed=   107 5/8/2020    x1=  82. x2=  94. y1=  -.24 y2= -1.22     
GP: Confirmed US_Arizona_Pima 4/25/2020        94    3161     1463    1090     1693    11   107 5/8/2020  
AAA2     1 US_Arizona_Pima Confirmed cc1=  .995221 cc2=  .706545 lx=  7.22864 if=  83 il=  94 4/25/2020  n=  11 now=    3161 end=       1378      1090      1693 U=    10.08 T=   79.4 p1= -56.4 p2=   229.4 ed=   103 5/4/2020    x1=  83. x2=  94. y1=  -.36 y2= -1.45     
GP: Confirmed US_Arizona_Pima 4/25/2020        94    3161     1378    1090     1693    11   103 5/4/2020  
AAA2     1 US_Arizona_Pima Confirmed cc1=  .985213 cc2=  .576965 lx= 10.05864 if=  89 il=  94 4/25/2020  n=   5 now=    3161 end=      23356      1090      1693 U=   106.73 T=  213.5 p1= 638.9 p2=    13.5 ed=   465 5/1/2021    x1=  89. x2=  94. y1=  1.17 y2=  1.12     
GP: Confirmed US_Arizona_Pima 4/25/2020        94    3161    -        1090     1693    11   465 5/1/2021  
AAA1     1 US_Arizona_Pima Confirmed cc1=  .997681 cc2=  .853343 lx=  7.38864 if=  48 il=  95 4/26/2020  n=  47 now=    3161 end=       1617      1136      1576 U=    15.46 T=   78.9 p1= -48.8 p2=   195.5 ed=   115 5/16/2020   x1=  48. x2=  95. y1=  2.00 y2= -1.04 BEST
AAA2     1 US_Arizona_Pima Confirmed cc1=  .997681 cc2=  .853343 lx=  7.39064 if=  48 il=  95 4/26/2020  n=  47 now=    3161 end=       1617      1136      1576 U=    15.46 T=   78.9 p1= -48.8 p2=   195.5 ed=   115 5/16/2020   x1=  48. x2=  95. y1=  2.00 y2= -1.04 BEST
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1617    1136     1576    11   115 5/16/2020 
AAA1     1 US_Arizona_Pima Confirmed cc1=  .998177 cc2=  .852312 lx=  7.36864 if=  49 il=  95 4/26/2020  n=  46 now=    3161 end=       1585      1136      1576 U=    14.86 T=   78.7 p1= -49.9 p2=   199.4 ed=   113 5/14/2020   x1=  49. x2=  95. y1=  2.00 y2= -1.10 BEST
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998177 cc2=  .852312 lx=  7.37164 if=  49 il=  95 4/26/2020  n=  46 now=    3161 end=       1585      1136      1576 U=    14.86 T=   78.7 p1= -49.9 p2=   199.4 ed=   113 5/14/2020   x1=  49. x2=  95. y1=  2.00 y2= -1.10 BEST
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1585    1136     1576    11   113 5/14/2020 
AAA1     1 US_Arizona_Pima Confirmed cc1=  .998485 cc2=  .851043 lx=  7.35864 if=  50 il=  95 4/26/2020  n=  45 now=    3161 end=       1569      1136      1576 U=    14.40 T=   78.7 p1= -50.4 p2=   201.5 ed=   112 5/13/2020   x1=  50. x2=  95. y1=  2.00 y2= -1.13 BEST
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998485 cc2=  .851043 lx=  7.35564 if=  50 il=  95 4/26/2020  n=  45 now=    3161 end=       1569      1136      1576 U=    14.40 T=   78.7 p1= -50.4 p2=   201.5 ed=   112 5/13/2020   x1=  50. x2=  95. y1=  2.00 y2= -1.13 BEST
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1569    1136     1576    11   112 5/13/2020 
AAA1     1 US_Arizona_Pima Confirmed cc1=  .998613 cc2=  .849542 lx=  7.33864 if=  51 il=  95 4/26/2020  n=  44 now=    3161 end=       1538      1136      1576 U=    13.81 T=   78.5 p1= -51.3 p2=   205.5 ed=   111 5/12/2020   x1=  51. x2=  95. y1=  1.99 y2= -1.19 BEST
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998615 cc2=  .849542 lx=  7.34364 if=  51 il=  95 4/26/2020  n=  44 now=    3161 end=       1538      1136      1576 U=    13.81 T=   78.5 p1= -51.3 p2=   205.5 ed=   111 5/12/2020   x1=  51. x2=  95. y1=  1.99 y2= -1.19 BEST
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1538    1136     1576    11   111 5/12/2020 
AAA1     1 US_Arizona_Pima Confirmed cc1=  .998596 cc2=  .847840 lx=  7.33864 if=  52 il=  95 4/26/2020  n=  43 now=    3161 end=       1538      1136      1576 U=    13.93 T=   78.4 p1= -51.3 p2=   205.5 ed=   111 5/12/2020   x1=  52. x2=  95. y1=  1.89 y2= -1.19 BEST
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998596 cc2=  .847840 lx=  7.33664 if=  52 il=  95 4/26/2020  n=  43 now=    3161 end=       1538      1136      1576 U=    13.93 T=   78.4 p1= -51.3 p2=   205.5 ed=   111 5/12/2020   x1=  52. x2=  95. y1=  1.89 y2= -1.19 BEST
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1538    1136     1576    11   111 5/12/2020 
AAA1     1 US_Arizona_Pima Confirmed cc1=  .998683 cc2=  .846184 lx=  7.32864 if=  53 il=  95 4/26/2020  n=  42 now=    3161 end=       1523      1136      1576 U=    13.47 T=   78.5 p1= -51.8 p2=   207.6 ed=   110 5/11/2020   x1=  53. x2=  95. y1=  1.89 y2= -1.23 BEST
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998683 cc2=  .846184 lx=  7.32564 if=  53 il=  95 4/26/2020  n=  42 now=    3161 end=       1523      1136      1576 U=    13.47 T=   78.5 p1= -51.8 p2=   207.6 ed=   110 5/11/2020   x1=  53. x2=  95. y1=  1.89 y2= -1.23 BEST
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1523    1136     1576    11   110 5/11/2020 
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998628 cc2=  .844324 lx=  7.31864 if=  54 il=  95 4/26/2020  n=  41 now=    3161 end=       1508      1136      1576 U=    13.48 T=   78.0 p1= -52.3 p2=   209.6 ed=   109 5/10/2020   x1=  54. x2=  95. y1=  1.78 y2= -1.26     
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1508    1136     1576    11   109 5/10/2020 
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998679 cc2=  .842505 lx=  7.30864 if=  55 il=  95 4/26/2020  n=  40 now=    3161 end=       1493      1136      1576 U=    13.01 T=   78.1 p1= -52.8 p2=   211.7 ed=   108 5/9/2020    x1=  55. x2=  95. y1=  1.78 y2= -1.30     
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1493    1136     1576    11   108 5/9/2020  
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998597 cc2=  .840483 lx=  7.30864 if=  56 il=  95 4/26/2020  n=  39 now=    3161 end=       1493      1136      1576 U=    12.84 T=   78.3 p1= -52.8 p2=   211.7 ed=   108 5/9/2020    x1=  56. x2=  95. y1=  1.74 y2= -1.30     
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1493    1136     1576    11   108 5/9/2020  
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998486 cc2=  .838358 lx=  7.30864 if=  57 il=  95 4/26/2020  n=  38 now=    3161 end=       1493      1136      1576 U=    12.77 T=   78.4 p1= -52.8 p2=   211.7 ed=   108 5/9/2020    x1=  57. x2=  95. y1=  1.68 y2= -1.30     
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1493    1136     1576    11   108 5/9/2020  
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998369 cc2=  .836147 lx=  7.30864 if=  58 il=  95 4/26/2020  n=  37 now=    3161 end=       1493      1136      1576 U=    12.54 T=   78.7 p1= -52.8 p2=   211.7 ed=   108 5/9/2020    x1=  58. x2=  95. y1=  1.65 y2= -1.30     
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1493    1136     1576    11   108 5/9/2020  
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998352 cc2=  .833953 lx=  7.31864 if=  59 il=  95 4/26/2020  n=  36 now=    3161 end=       1508      1136      1576 U=    12.69 T=   79.0 p1= -52.3 p2=   209.6 ed=   108 5/9/2020    x1=  59. x2=  95. y1=  1.58 y2= -1.26     
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1508    1136     1576    11   108 5/9/2020  
AAA1     1 US_Arizona_Pima Confirmed cc1=  .998375 cc2=  .831708 lx=  7.33864 if=  60 il=  95 4/26/2020  n=  35 now=    3161 end=       1538      1136      1576 U=    12.97 T=   79.5 p1= -51.3 p2=   205.5 ed=   110 5/11/2020   x1=  60. x2=  95. y1=  1.51 y2= -1.19 BEST
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998376 cc2=  .831708 lx=  7.33464 if=  60 il=  95 4/26/2020  n=  35 now=    3161 end=       1538      1136      1576 U=    12.97 T=   79.5 p1= -51.3 p2=   205.5 ed=   110 5/11/2020   x1=  60. x2=  95. y1=  1.51 y2= -1.19 BEST
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1538    1136     1576    11   110 5/11/2020 
AAA1     1 US_Arizona_Pima Confirmed cc1=  .998497 cc2=  .829466 lx=  7.34864 if=  61 il=  95 4/26/2020  n=  34 now=    3161 end=       1554      1136      1576 U=    13.14 T=   79.8 p1= -50.8 p2=   203.4 ed=   110 5/11/2020   x1=  61. x2=  95. y1=  1.43 y2= -1.16 BEST
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998498 cc2=  .829466 lx=  7.35264 if=  61 il=  95 4/26/2020  n=  34 now=    3161 end=       1554      1136      1576 U=    13.14 T=   79.8 p1= -50.8 p2=   203.4 ed=   110 5/11/2020   x1=  61. x2=  95. y1=  1.43 y2= -1.16 BEST
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1554    1136     1576    11   110 5/11/2020 
AAA1     1 US_Arizona_Pima Confirmed cc1=  .998757 cc2=  .827258 lx=  7.37864 if=  62 il=  95 4/26/2020  n=  33 now=    3161 end=       1601      1136      1576 U=    13.98 T=   80.1 p1= -49.4 p2=   197.4 ed=   113 5/14/2020   x1=  62. x2=  95. y1=  1.29 y2= -1.07 BEST
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998757 cc2=  .827258 lx=  7.37964 if=  62 il=  95 4/26/2020  n=  33 now=    3161 end=       1601      1136      1576 U=    13.98 T=   80.1 p1= -49.4 p2=   197.4 ed=   113 5/14/2020   x1=  62. x2=  95. y1=  1.29 y2= -1.07 BEST
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1601    1136     1576    11   113 5/14/2020 
AAA2     1 US_Arizona_Pima Confirmed cc1=  .999030 cc2=  .822254 lx=  7.42864 if=  64 il=  95 4/26/2020  n=  31 now=    3161 end=       1683      1136      1576 U=    14.99 T=   81.0 p1= -46.8 p2=   187.8 ed=   116 5/17/2020   x1=  64. x2=  95. y1=  1.13 y2=  -.93     
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1683    1136     1576    11   116 5/17/2020 
AAA2     1 US_Arizona_Pima Confirmed cc1=  .999061 cc2=  .819455 lx=  7.44864 if=  65 il=  95 4/26/2020  n=  30 now=    3161 end=       1717      1136      1576 U=    15.61 T=   81.2 p1= -45.7 p2=   184.1 ed=   118 5/19/2020   x1=  65. x2=  95. y1=  1.04 y2=  -.88     
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1717    1136     1576    11   118 5/19/2020 
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998982 cc2=  .816408 lx=  7.45864 if=  66 il=  95 4/26/2020  n=  29 now=    3161 end=       1734      1136      1576 U=    15.74 T=   81.5 p1= -45.1 p2=   182.3 ed=   118 5/19/2020   x1=  66. x2=  95. y1=   .98 y2=  -.86     
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1734    1136     1576    11   118 5/19/2020 
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998919 cc2=  .813224 lx=  7.46864 if=  67 il=  95 4/26/2020  n=  28 now=    3161 end=       1752      1136      1576 U=    16.21 T=   81.4 p1= -44.6 p2=   180.4 ed=   119 5/20/2020   x1=  67. x2=  95. y1=   .89 y2=  -.84     
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1752    1136     1576    11   119 5/20/2020 
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998801 cc2=  .809819 lx=  7.46864 if=  68 il=  95 4/26/2020  n=  27 now=    3161 end=       1752      1136      1576 U=    16.45 T=   81.2 p1= -44.6 p2=   180.4 ed=   120 5/21/2020   x1=  68. x2=  95. y1=   .81 y2=  -.84     
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1752    1136     1576    11   120 5/21/2020 
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998751 cc2=  .806301 lx=  7.44864 if=  69 il=  95 4/26/2020  n=  26 now=    3161 end=       1717      1136      1576 U=    15.81 T=   81.0 p1= -45.7 p2=   184.1 ed=   118 5/19/2020   x1=  69. x2=  95. y1=   .76 y2=  -.88     
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1717    1136     1576    11   118 5/19/2020 
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998615 cc2=  .802499 lx=  7.44864 if=  70 il=  95 4/26/2020  n=  25 now=    3161 end=       1717      1136      1576 U=    15.52 T=   81.3 p1= -45.7 p2=   184.1 ed=   117 5/18/2020   x1=  70. x2=  95. y1=   .73 y2=  -.88     
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1717    1136     1576    11   117 5/18/2020 
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998471 cc2=  .798471 lx=  7.45864 if=  71 il=  95 4/26/2020  n=  24 now=    3161 end=       1734      1136      1576 U=    15.50 T=   81.7 p1= -45.1 p2=   182.3 ed=   118 5/19/2020   x1=  71. x2=  95. y1=   .69 y2=  -.86     
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1734    1136     1576    11   118 5/19/2020 
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998512 cc2=  .794388 lx=  7.49864 if=  72 il=  95 4/26/2020  n=  23 now=    3161 end=       1805      1136      1576 U=    16.52 T=   82.3 p1= -42.9 p2=   175.1 ed=   121 5/22/2020   x1=  72. x2=  95. y1=   .62 y2=  -.77     
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1805    1136     1576    11   121 5/22/2020 
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998450 cc2=  .789936 lx=  7.53864 if=  73 il=  95 4/26/2020  n=  22 now=    3161 end=       1879      1136      1576 U=    17.64 T=   82.9 p1= -40.6 p2=   168.2 ed=   124 5/25/2020   x1=  73. x2=  95. y1=   .56 y2=  -.69     
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1879    1136     1576    11   124 5/25/2020 
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998249 cc2=  .785048 lx=  7.54864 if=  74 il=  95 4/26/2020  n=  21 now=    3161 end=       1898      1136      1576 U=    18.18 T=   82.9 p1= -40.0 p2=   166.5 ed=   125 5/26/2020   x1=  74. x2=  95. y1=   .49 y2=  -.67     
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1898    1136     1576    11   125 5/26/2020 
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998018 cc2=  .779800 lx=  7.52864 if=  75 il=  95 4/26/2020  n=  20 now=    3161 end=       1860      1136      1576 U=    17.98 T=   82.3 p1= -41.2 p2=   169.9 ed=   124 5/25/2020   x1=  75. x2=  95. y1=   .41 y2=  -.71     
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1860    1136     1576    11   124 5/25/2020 
AAA2     1 US_Arizona_Pima Confirmed cc1=  .997979 cc2=  .774372 lx=  7.48864 if=  76 il=  95 4/26/2020  n=  19 now=    3161 end=       1787      1136      1576 U=    16.24 T=   82.2 p1= -43.5 p2=   176.9 ed=   120 5/21/2020   x1=  76. x2=  95. y1=   .38 y2=  -.79     
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1787    1136     1576    11   120 5/21/2020 
AAA2     1 US_Arizona_Pima Confirmed cc1=  .997762 cc2=  .768347 lx=  7.52864 if=  77 il=  95 4/26/2020  n=  18 now=    3161 end=       1860      1136      1576 U=    17.39 T=   82.7 p1= -41.2 p2=   169.9 ed=   123 5/24/2020   x1=  77. x2=  95. y1=   .33 y2=  -.71     
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1860    1136     1576    11   123 5/24/2020 
AAA2     1 US_Arizona_Pima Confirmed cc1=  .997384 cc2=  .761682 lx=  7.54864 if=  78 il=  95 4/26/2020  n=  17 now=    3161 end=       1898      1136      1576 U=    18.14 T=   82.9 p1= -40.0 p2=   166.5 ed=   125 5/26/2020   x1=  78. x2=  95. y1=   .27 y2=  -.67     
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1898    1136     1576    11   125 5/26/2020 
AAA2     1 US_Arizona_Pima Confirmed cc1=  .996936 cc2=  .754401 lx=  7.51864 if=  79 il=  95 4/26/2020  n=  16 now=    3161 end=       1842      1136      1576 U=    17.26 T=   82.5 p1= -41.7 p2=   171.6 ed=   123 5/24/2020   x1=  79. x2=  95. y1=   .20 y2=  -.73     
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1842    1136     1576    11   123 5/24/2020 
AAA2     1 US_Arizona_Pima Confirmed cc1=  .996330 cc2=  .746330 lx=  7.50864 if=  80 il=  95 4/26/2020  n=  15 now=    3161 end=       1823      1136      1576 U=    17.30 T=   82.1 p1= -42.3 p2=   173.4 ed=   122 5/23/2020   x1=  80. x2=  95. y1=   .12 y2=  -.75     
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1823    1136     1576    11   122 5/23/2020 
AAA1     1 US_Arizona_Pima Confirmed cc1=  .995170 cc2=  .727909 lx=  7.39864 if=  82 il=  95 4/26/2020  n=  13 now=    3161 end=       1633      1136      1576 U=    14.43 T=   80.4 p1= -48.3 p2=   193.6 ed=   114 5/15/2020   x1=  82. x2=  95. y1=  -.11 y2= -1.01 BEST
AAA2     1 US_Arizona_Pima Confirmed cc1=  .995170 cc2=  .727909 lx=  7.40064 if=  82 il=  95 4/26/2020  n=  13 now=    3161 end=       1633      1136      1576 U=    14.43 T=   80.4 p1= -48.3 p2=   193.6 ed=   114 5/15/2020   x1=  82. x2=  95. y1=  -.11 y2= -1.01 BEST
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1633    1136     1576    11   114 5/15/2020 
AAA1     1 US_Arizona_Pima Confirmed cc1=  .995146 cc2=  .717796 lx=  7.33864 if=  83 il=  95 4/26/2020  n=  12 now=    3161 end=       1538      1136      1576 U=    12.23 T=   80.4 p1= -51.3 p2=   205.5 ed=   109 5/10/2020   x1=  83. x2=  95. y1=  -.21 y2= -1.19 BEST
AAA2     1 US_Arizona_Pima Confirmed cc1=  .995146 cc2=  .717796 lx=  7.33764 if=  83 il=  95 4/26/2020  n=  12 now=    3161 end=       1538      1136      1576 U=    12.23 T=   80.4 p1= -51.3 p2=   205.5 ed=   109 5/10/2020   x1=  83. x2=  95. y1=  -.21 y2= -1.19 BEST
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161     1538    1136     1576    11   109 5/10/2020 
AAA2     1 US_Arizona_Pima Confirmed cc1=  .989711 cc2=  .611747 lx= 10.05864 if=  89 il=  95 4/26/2020  n=   6 now=    3161 end=      23356      1136      1576 U=    99.29 T=  204.9 p1= 638.9 p2=    13.5 ed=   439 4/5/2021    x1=  89. x2=  95. y1=  1.17 y2=  1.11     
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161    -        1136     1576    11   439 4/5/2021  
AAA2     1 US_Arizona_Pima Confirmed cc1=  .991543 cc2=  .583295 lx= 10.05864 if=  90 il=  95 4/26/2020  n=   5 now=    3161 end=      23356      1136      1576 U=    93.98 T=  199.0 p1= 638.9 p2=    13.5 ed=   420 3/17/2021   x1=  90. x2=  95. y1=  1.16 y2=  1.11     
GP: Confirmed US_Arizona_Pima 4/26/2020        95    3161    -        1136     1576    11   420 3/17/2021 
AAA1     1 US_Arizona_Pima Confirmed cc1=  .997809 cc2=  .854952 lx=  7.39864 if=  48 il=  96 4/27/2020  n=  48 now=    3161 end=       1633      1164      1576 U=    15.57 T=   79.2 p1= -48.3 p2=   193.6 ed=   115 5/16/2020   x1=  48. x2=  96. y1=  2.00 y2= -1.08 BEST
AAA2     1 US_Arizona_Pima Confirmed cc1=  .997809 cc2=  .854952 lx=  7.39764 if=  48 il=  96 4/27/2020  n=  48 now=    3161 end=       1633      1164      1576 U=    15.57 T=   79.2 p1= -48.3 p2=   193.6 ed=   115 5/16/2020   x1=  48. x2=  96. y1=  2.00 y2= -1.08 BEST
GP: Confirmed US_Arizona_Pima 4/27/2020        96    3161     1633    1164     1576    16   115 5/16/2020 
AAA1     1 US_Arizona_Pima Confirmed cc1=  .998269 cc2=  .853932 lx=  7.37864 if=  49 il=  96 4/27/2020  n=  47 now=    3161 end=       1601      1164      1576 U=    14.96 T=   78.9 p1= -49.4 p2=   197.4 ed=   114 5/15/2020   x1=  49. x2=  96. y1=  2.00 y2= -1.14 BEST
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998270 cc2=  .853932 lx=  7.38064 if=  49 il=  96 4/27/2020  n=  47 now=    3161 end=       1601      1164      1576 U=    14.96 T=   78.9 p1= -49.4 p2=   197.4 ed=   114 5/15/2020   x1=  49. x2=  96. y1=  2.00 y2= -1.14 BEST
GP: Confirmed US_Arizona_Pima 4/27/2020        96    3161     1601    1164     1576    16   114 5/15/2020 
AAA1     1 US_Arizona_Pima Confirmed cc1=  .998550 cc2=  .852685 lx=  7.36864 if=  50 il=  96 4/27/2020  n=  46 now=    3161 end=       1585      1164      1576 U=    14.50 T=   79.0 p1= -49.9 p2=   199.4 ed=   113 5/14/2020   x1=  50. x2=  96. y1=  2.00 y2= -1.17 BEST
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998550 cc2=  .852685 lx=  7.36664 if=  50 il=  96 4/27/2020  n=  46 now=    3161 end=       1585      1164      1576 U=    14.50 T=   79.0 p1= -49.9 p2=   199.4 ed=   113 5/14/2020   x1=  50. x2=  96. y1=  2.00 y2= -1.17 BEST
GP: Confirmed US_Arizona_Pima 4/27/2020        96    3161     1585    1164     1576    16   113 5/14/2020 
AAA1     1 US_Arizona_Pima Confirmed cc1=  .998662 cc2=  .851220 lx=  7.35864 if=  51 il=  96 4/27/2020  n=  45 now=    3161 end=       1569      1164      1576 U=    14.05 T=   79.0 p1= -50.4 p2=   201.5 ed=   112 5/13/2020   x1=  51. x2=  96. y1=  2.00 y2= -1.21 BEST
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998663 cc2=  .851220 lx=  7.35564 if=  51 il=  96 4/27/2020  n=  45 now=    3161 end=       1569      1164      1576 U=    14.05 T=   79.0 p1= -50.4 p2=   201.5 ed=   112 5/13/2020   x1=  51. x2=  96. y1=  2.00 y2= -1.21 BEST
GP: Confirmed US_Arizona_Pima 4/27/2020        96    3161     1569    1164     1576    16   112 5/13/2020 
AAA1     1 US_Arizona_Pima Confirmed cc1=  .998638 cc2=  .849567 lx=  7.34864 if=  52 il=  96 4/27/2020  n=  44 now=    3161 end=       1554      1164      1576 U=    14.03 T=   78.6 p1= -50.8 p2=   203.4 ed=   111 5/12/2020   x1=  52. x2=  96. y1=  1.90 y2= -1.24 BEST
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998638 cc2=  .849567 lx=  7.34964 if=  52 il=  96 4/27/2020  n=  44 now=    3161 end=       1554      1164      1576 U=    14.03 T=   78.6 p1= -50.8 p2=   203.4 ed=   111 5/12/2020   x1=  52. x2=  96. y1=  1.90 y2= -1.24 BEST
GP: Confirmed US_Arizona_Pima 4/27/2020        96    3161     1554    1164     1576    16   111 5/12/2020 
AAA1     1 US_Arizona_Pima Confirmed cc1=  .998707 cc2=  .847952 lx=  7.33864 if=  53 il=  96 4/27/2020  n=  43 now=    3161 end=       1538      1164      1576 U=    13.56 T=   78.7 p1= -51.3 p2=   205.5 ed=   110 5/11/2020   x1=  53. x2=  96. y1=  1.89 y2= -1.28 BEST
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998708 cc2=  .847952 lx=  7.34064 if=  53 il=  96 4/27/2020  n=  43 now=    3161 end=       1538      1164      1576 U=    13.56 T=   78.7 p1= -51.3 p2=   205.5 ed=   110 5/11/2020   x1=  53. x2=  96. y1=  1.89 y2= -1.28 BEST
GP: Confirmed US_Arizona_Pima 4/27/2020        96    3161     1538    1164     1576    16   110 5/11/2020 
AAA1     1 US_Arizona_Pima Confirmed cc1=  .998648 cc2=  .846149 lx=  7.33864 if=  54 il=  96 4/27/2020  n=  42 now=    3161 end=       1538      1164      1576 U=    13.72 T=   78.5 p1= -51.3 p2=   205.5 ed=   110 5/11/2020   x1=  54. x2=  96. y1=  1.78 y2= -1.28 BEST
AAA2     1 US_Arizona_Pima Confirmed cc1=  .998648 cc2=  .846149 lx=  7.33664 if=  54 il=  96 4/27/2020  n=  42 now=    3161 end=       1538      1164      1576 U=    13.72 T=   78.5 p1= -51.3 p2=   205.5 ed=   110 5/11/2020   x1=  54. x2=  96. y1=  1.78 y2= -1.28 BEST
GP: Confirmed US_Arizona_Pima 4/27/2020        96    3161     1538    1164     1576    16   110 5/11/2020 
AAA1     1 US_Arizona_Pima Confirmed cc1=  .998682 cc2=  .844379 lx=  7.32864 if=  55 il=  96 4/27/2020  n=  41 now=    3161 end=       1523      1164      1576 U=    13.25 T=   78.6 p1= -51.8 p2=   207.6 ed=   109 5/10/2020   x1=  55. x2=  96. y1=  1.78 y2= -1.31 BEST
