TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        7614.00000        8.93774
TAB:  US_California_Orange Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_California_Orange 3/16/2020        54    7614    -          17      140     1   365 1/21/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .954792 cc2=  .736574 lx= 10.93774 if=  34 il=  54 3/16/2020  n=  20 now=    7614 end=      56260        17       140 U=    66.71 T=  193.6 p1= 638.9 p2=    13.5 ed=   351 1/7/2021    x1=  34. x2=  54. y1=  2.39 y2=  2.09     
GP: Confirmed US_California_Orange 3/16/2020        54    7614    -          17      140     1   351 1/7/2021  
AAA2     1 US_California_Orange Confirmed cc1=  .960487 cc2=  .736880 lx= 10.93774 if=  35 il=  54 3/16/2020  n=  19 now=    7614 end=      56260        17       140 U=    63.38 T=  186.6 p1= 638.9 p2=    13.5 ed=   336 12/23/2020  x1=  35. x2=  54. y1=  2.39 y2=  2.09     
GP: Confirmed US_California_Orange 3/16/2020        54    7614    -          17      140     1   336 12/23/2020
AAA2     1 US_California_Orange Confirmed cc1=  .964895 cc2=  .735480 lx= 10.93774 if=  36 il=  54 3/16/2020  n=  18 now=    7614 end=      56260        17       140 U=    60.04 T=  179.6 p1= 638.9 p2=    13.5 ed=   321 12/8/2020   x1=  36. x2=  54. y1=  2.39 y2=  2.09     
GP: Confirmed US_California_Orange 3/16/2020        54    7614    -          17      140     1   321 12/8/2020 
AAA2     1 US_California_Orange Confirmed cc1=  .967570 cc2=  .731868 lx= 10.93774 if=  37 il=  54 3/16/2020  n=  17 now=    7614 end=      56260        17       140 U=    56.71 T=  172.7 p1= 638.9 p2=    13.5 ed=   306 11/23/2020  x1=  37. x2=  54. y1=  2.39 y2=  2.09     
GP: Confirmed US_California_Orange 3/16/2020        54    7614    -          17      140     1   306 11/23/2020
AAA2     1 US_California_Orange Confirmed cc1=  .967944 cc2=  .725408 lx= 10.93774 if=  38 il=  54 3/16/2020  n=  16 now=    7614 end=      56260        17       140 U=    53.37 T=  165.7 p1= 638.9 p2=    13.5 ed=   291 11/8/2020   x1=  38. x2=  54. y1=  2.39 y2=  2.09     
GP: Confirmed US_California_Orange 3/16/2020        54    7614    -          17      140     1   291 11/8/2020 
AAA2     1 US_California_Orange Confirmed cc1=  .965336 cc2=  .715336 lx= 10.93774 if=  39 il=  54 3/16/2020  n=  15 now=    7614 end=      56260        17       140 U=    50.03 T=  158.7 p1= 638.9 p2=    13.5 ed=   276 10/24/2020  x1=  39. x2=  54. y1=  2.39 y2=  2.09     
GP: Confirmed US_California_Orange 3/16/2020        54    7614    -          17      140     1   276 10/24/2020
AAA2     1 US_California_Orange Confirmed cc1=  .959108 cc2=  .700909 lx= 10.93774 if=  40 il=  54 3/16/2020  n=  14 now=    7614 end=      56260        17       140 U=    46.70 T=  151.7 p1= 638.9 p2=    13.5 ed=   261 10/9/2020   x1=  40. x2=  54. y1=  2.39 y2=  2.09     
GP: Confirmed US_California_Orange 3/16/2020        54    7614    -          17      140     1   261 10/9/2020 
AAA2     1 US_California_Orange Confirmed cc1=  .949427 cc2=  .682165 lx= 10.93774 if=  41 il=  54 3/16/2020  n=  13 now=    7614 end=      56260        17       140 U=    43.36 T=  144.7 p1= 638.9 p2=    13.5 ed=   247 9/25/2020   x1=  41. x2=  54. y1=  2.39 y2=  2.09     
GP: Confirmed US_California_Orange 3/16/2020        54    7614    -          17      140     1   247 9/25/2020 
AAA2     1 US_California_Orange Confirmed cc1=  .941357 cc2=  .664007 lx= 10.93774 if=  42 il=  54 3/16/2020  n=  12 now=    7614 end=      56260        17       140 U=    61.87 T=  183.5 p1= 638.9 p2=    13.5 ed=   329 12/16/2020  x1=  42. x2=  54. y1=  2.29 y2=  2.09     
GP: Confirmed US_California_Orange 3/16/2020        54    7614    -          17      140     1   329 12/16/2020
AAA2     1 US_California_Orange Confirmed cc1=  .955943 cc2=  .667267 lx= 10.93774 if=  43 il=  54 3/16/2020  n=  11 now=    7614 end=      56260        17       140 U=    56.72 T=  172.7 p1= 638.9 p2=    13.5 ed=   306 11/23/2020  x1=  43. x2=  54. y1=  2.29 y2=  2.09     
GP: Confirmed US_California_Orange 3/16/2020        54    7614    -          17      140     1   306 11/23/2020
AAA2     1 US_California_Orange Confirmed cc1=  .968440 cc2=  .666928 lx= 10.93774 if=  44 il=  54 3/16/2020  n=  10 now=    7614 end=      56260        17       140 U=    51.56 T=  161.9 p1= 638.9 p2=    13.5 ed=   283 10/31/2020  x1=  44. x2=  54. y1=  2.29 y2=  2.09     
GP: Confirmed US_California_Orange 3/16/2020        54    7614    -          17      140     1   283 10/31/2020
AAA2     1 US_California_Orange Confirmed cc1=  .977150 cc2=  .660922 lx= 10.93774 if=  45 il=  54 3/16/2020  n=   9 now=    7614 end=      56260        17       140 U=    46.41 T=  151.1 p1= 638.9 p2=    13.5 ed=   260 10/8/2020   x1=  45. x2=  54. y1=  2.29 y2=  2.09     
GP: Confirmed US_California_Orange 3/16/2020        54    7614    -          17      140     1   260 10/8/2020 
AAA2     1 US_California_Orange Confirmed cc1=  .979433 cc2=  .646100 lx= 10.93774 if=  46 il=  54 3/16/2020  n=   8 now=    7614 end=      56260        17       140 U=    41.25 T=  140.3 p1= 638.9 p2=    13.5 ed=   237 9/15/2020   x1=  46. x2=  54. y1=  2.29 y2=  2.09     
GP: Confirmed US_California_Orange 3/16/2020        54    7614    -          17      140     1   237 9/15/2020 
AAA2     1 US_California_Orange Confirmed cc1=  .972352 cc2=  .618799 lx= 10.93774 if=  47 il=  54 3/16/2020  n=   7 now=    7614 end=      56260        17       140 U=    42.61 T=  143.2 p1= 638.9 p2=    13.5 ed=   243 9/21/2020   x1=  47. x2=  54. y1=  2.26 y2=  2.09     
GP: Confirmed US_California_Orange 3/16/2020        54    7614    -          17      140     1   243 9/21/2020 
AAA2     1 US_California_Orange Confirmed cc1=  .967983 cc2=  .590018 lx=  7.08774 if=  48 il=  54 3/16/2020  n=   6 now=    7614 end=       1197        17       140 U=    23.73 T=   88.4 p1= -84.3 p2=   636.1 ed=   144 6/14/2020   x1=  48. x2=  54. y1=  1.70 y2=  1.45     
GP: Confirmed US_California_Orange 3/16/2020        54    7614     1197      17      140     1   144 6/14/2020 
AAA1     1 US_California_Orange Confirmed cc1=  .974131 cc2=  .565883 lx=  4.93774 if=  49 il=  54 3/16/2020  n=   5 now=    7614 end=        139        17       140 U=    10.91 T=   62.1 p1= -98.2 p2=  5477.7 ed=    87 4/18/2020   x1=  49. x2=  54. y1=  1.20 y2=   .74 BEST
AAA2     1 US_California_Orange Confirmed cc1=  .974274 cc2=  .565883 lx=  4.83774 if=  49 il=  54 3/16/2020  n=   5 now=    7614 end=        139        17       140 U=    10.91 T=   62.1 p1= -98.2 p2=  5477.7 ed=    87 4/18/2020   x1=  49. x2=  54. y1=  1.20 y2=   .74 BEST
GP: Confirmed US_California_Orange 3/16/2020        54    7614      139      17      140     1    87 4/18/2020 
AAA2     1 US_California_Orange Confirmed cc1=  .745635 cc2=  .606960 lx= 10.93774 if=   4 il=  55 3/17/2020  n=  51 now=    7614 end=      56260        22       140 U=   153.56 T=  371.3 p1= 638.9 p2=    13.5 ed=   733 1/24/2022   x1=   4. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   733 1/24/2022 
AAA2     1 US_California_Orange Confirmed cc1=  .751262 cc2=  .611234 lx= 10.93774 if=   5 il=  55 3/17/2020  n=  50 now=    7614 end=      56260        22       140 U=   150.55 T=  365.1 p1= 638.9 p2=    13.5 ed=   720 1/11/2022   x1=   5. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   720 1/11/2022 
AAA2     1 US_California_Orange Confirmed cc1=  .757003 cc2=  .615582 lx= 10.93774 if=   6 il=  55 3/17/2020  n=  49 now=    7614 end=      56260        22       140 U=   147.53 T=  358.9 p1= 638.9 p2=    13.5 ed=   707 12/29/2021  x1=   6. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   707 12/29/2021
AAA2     1 US_California_Orange Confirmed cc1=  .762861 cc2=  .620004 lx= 10.93774 if=   7 il=  55 3/17/2020  n=  48 now=    7614 end=      56260        22       140 U=   144.52 T=  352.7 p1= 638.9 p2=    13.5 ed=   693 12/15/2021  x1=   7. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   693 12/15/2021
AAA2     1 US_California_Orange Confirmed cc1=  .768840 cc2=  .624502 lx= 10.93774 if=   8 il=  55 3/17/2020  n=  47 now=    7614 end=      56260        22       140 U=   141.51 T=  346.5 p1= 638.9 p2=    13.5 ed=   680 12/2/2021   x1=   8. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   680 12/2/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .774941 cc2=  .629076 lx= 10.93774 if=   9 il=  55 3/17/2020  n=  46 now=    7614 end=      56260        22       140 U=   138.50 T=  340.3 p1= 638.9 p2=    13.5 ed=   667 11/19/2021  x1=   9. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   667 11/19/2021
AAA2     1 US_California_Orange Confirmed cc1=  .781167 cc2=  .633725 lx= 10.93774 if=  10 il=  55 3/17/2020  n=  45 now=    7614 end=      56260        22       140 U=   135.49 T=  334.1 p1= 638.9 p2=    13.5 ed=   653 11/5/2021   x1=  10. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   653 11/5/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .787521 cc2=  .638450 lx= 10.93774 if=  11 il=  55 3/17/2020  n=  44 now=    7614 end=      56260        22       140 U=   132.48 T=  327.9 p1= 638.9 p2=    13.5 ed=   640 10/23/2021  x1=  11. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   640 10/23/2021
AAA2     1 US_California_Orange Confirmed cc1=  .794006 cc2=  .643250 lx= 10.93774 if=  12 il=  55 3/17/2020  n=  43 now=    7614 end=      56260        22       140 U=   129.47 T=  321.7 p1= 638.9 p2=    13.5 ed=   627 10/10/2021  x1=  12. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   627 10/10/2021
AAA2     1 US_California_Orange Confirmed cc1=  .800622 cc2=  .648124 lx= 10.93774 if=  13 il=  55 3/17/2020  n=  42 now=    7614 end=      56260        22       140 U=   126.46 T=  315.5 p1= 638.9 p2=    13.5 ed=   613 9/26/2021   x1=  13. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   613 9/26/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .807373 cc2=  .653070 lx= 10.93774 if=  14 il=  55 3/17/2020  n=  41 now=    7614 end=      56260        22       140 U=   123.45 T=  309.3 p1= 638.9 p2=    13.5 ed=   600 9/13/2021   x1=  14. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   600 9/13/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .814259 cc2=  .658085 lx= 10.93774 if=  15 il=  55 3/17/2020  n=  40 now=    7614 end=      56260        22       140 U=   120.44 T=  303.1 p1= 638.9 p2=    13.5 ed=   587 8/31/2021   x1=  15. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   587 8/31/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .821281 cc2=  .663167 lx= 10.93774 if=  16 il=  55 3/17/2020  n=  39 now=    7614 end=      56260        22       140 U=   117.43 T=  296.9 p1= 638.9 p2=    13.5 ed=   574 8/18/2021   x1=  16. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   574 8/18/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .828439 cc2=  .668311 lx= 10.93774 if=  17 il=  55 3/17/2020  n=  38 now=    7614 end=      56260        22       140 U=   114.41 T=  290.7 p1= 638.9 p2=    13.5 ed=   560 8/4/2021    x1=  17. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   560 8/4/2021  
AAA2     1 US_California_Orange Confirmed cc1=  .835732 cc2=  .673510 lx= 10.93774 if=  18 il=  55 3/17/2020  n=  37 now=    7614 end=      56260        22       140 U=   111.40 T=  284.5 p1= 638.9 p2=    13.5 ed=   547 7/22/2021   x1=  18. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   547 7/22/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .843158 cc2=  .678759 lx= 10.93774 if=  19 il=  55 3/17/2020  n=  36 now=    7614 end=      56260        22       140 U=   108.39 T=  278.3 p1= 638.9 p2=    13.5 ed=   534 7/9/2021    x1=  19. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   534 7/9/2021  
AAA2     1 US_California_Orange Confirmed cc1=  .850714 cc2=  .684048 lx= 10.93774 if=  20 il=  55 3/17/2020  n=  35 now=    7614 end=      56260        22       140 U=   105.38 T=  272.1 p1= 638.9 p2=    13.5 ed=   520 6/25/2021   x1=  20. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   520 6/25/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .858395 cc2=  .689364 lx= 10.93774 if=  21 il=  55 3/17/2020  n=  34 now=    7614 end=      56260        22       140 U=   102.37 T=  265.9 p1= 638.9 p2=    13.5 ed=   507 6/12/2021   x1=  21. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   507 6/12/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .866193 cc2=  .694695 lx= 10.93774 if=  22 il=  55 3/17/2020  n=  33 now=    7614 end=      56260        22       140 U=    99.36 T=  259.7 p1= 638.9 p2=    13.5 ed=   494 5/30/2021   x1=  22. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   494 5/30/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .874099 cc2=  .700021 lx= 10.93774 if=  23 il=  55 3/17/2020  n=  32 now=    7614 end=      56260        22       140 U=    96.35 T=  253.5 p1= 638.9 p2=    13.5 ed=   480 5/16/2021   x1=  23. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   480 5/16/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .882098 cc2=  .705322 lx= 10.93774 if=  24 il=  55 3/17/2020  n=  31 now=    7614 end=      56260        22       140 U=    93.34 T=  247.3 p1= 638.9 p2=    13.5 ed=   467 5/3/2021    x1=  24. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   467 5/3/2021  
AAA2     1 US_California_Orange Confirmed cc1=  .890174 cc2=  .710568 lx= 10.93774 if=  25 il=  55 3/17/2020  n=  30 now=    7614 end=      56260        22       140 U=    90.33 T=  241.1 p1= 638.9 p2=    13.5 ed=   454 4/20/2021   x1=  25. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   454 4/20/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .898302 cc2=  .715728 lx= 10.93774 if=  26 il=  55 3/17/2020  n=  29 now=    7614 end=      56260        22       140 U=    87.32 T=  234.9 p1= 638.9 p2=    13.5 ed=   440 4/6/2021    x1=  26. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   440 4/6/2021  
AAA2     1 US_California_Orange Confirmed cc1=  .906452 cc2=  .720757 lx= 10.93774 if=  27 il=  55 3/17/2020  n=  28 now=    7614 end=      56260        22       140 U=    84.31 T=  228.7 p1= 638.9 p2=    13.5 ed=   427 3/24/2021   x1=  27. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   427 3/24/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .914586 cc2=  .725604 lx= 10.93774 if=  28 il=  55 3/17/2020  n=  27 now=    7614 end=      56260        22       140 U=    81.29 T=  222.5 p1= 638.9 p2=    13.5 ed=   414 3/11/2021   x1=  28. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   414 3/11/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .922653 cc2=  .730203 lx= 10.93774 if=  29 il=  55 3/17/2020  n=  26 now=    7614 end=      56260        22       140 U=    78.28 T=  216.3 p1= 638.9 p2=    13.5 ed=   401 2/26/2021   x1=  29. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   401 2/26/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .930589 cc2=  .734473 lx= 10.93774 if=  30 il=  55 3/17/2020  n=  25 now=    7614 end=      56260        22       140 U=    75.27 T=  210.1 p1= 638.9 p2=    13.5 ed=   387 2/12/2021   x1=  30. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   387 2/12/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .938312 cc2=  .738312 lx= 10.93774 if=  31 il=  55 3/17/2020  n=  24 now=    7614 end=      56260        22       140 U=    72.26 T=  203.9 p1= 638.9 p2=    13.5 ed=   374 1/30/2021   x1=  31. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   374 1/30/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .945714 cc2=  .741590 lx= 10.93774 if=  32 il=  55 3/17/2020  n=  23 now=    7614 end=      56260        22       140 U=    69.25 T=  197.7 p1= 638.9 p2=    13.5 ed=   361 1/17/2021   x1=  32. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   361 1/17/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .952661 cc2=  .744146 lx= 10.93774 if=  33 il=  55 3/17/2020  n=  22 now=    7614 end=      56260        22       140 U=    66.24 T=  191.5 p1= 638.9 p2=    13.5 ed=   347 1/3/2021    x1=  33. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   347 1/3/2021  
AAA2     1 US_California_Orange Confirmed cc1=  .958975 cc2=  .745774 lx= 10.93774 if=  34 il=  55 3/17/2020  n=  21 now=    7614 end=      56260        22       140 U=    63.23 T=  185.3 p1= 638.9 p2=    13.5 ed=   334 12/21/2020  x1=  34. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   334 12/21/2020
AAA2     1 US_California_Orange Confirmed cc1=  .964431 cc2=  .746213 lx= 10.93774 if=  35 il=  55 3/17/2020  n=  20 now=    7614 end=      56260        22       140 U=    60.22 T=  179.1 p1= 638.9 p2=    13.5 ed=   321 12/8/2020   x1=  35. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   321 12/8/2020 
AAA2     1 US_California_Orange Confirmed cc1=  .968739 cc2=  .745132 lx= 10.93774 if=  36 il=  55 3/17/2020  n=  19 now=    7614 end=      56260        22       140 U=    57.21 T=  172.9 p1= 638.9 p2=    13.5 ed=   307 11/24/2020  x1=  36. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   307 11/24/2020
AAA2     1 US_California_Orange Confirmed cc1=  .971528 cc2=  .742112 lx= 10.93774 if=  37 il=  55 3/17/2020  n=  18 now=    7614 end=      56260        22       140 U=    54.20 T=  166.6 p1= 638.9 p2=    13.5 ed=   294 11/11/2020  x1=  37. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   294 11/11/2020
AAA2     1 US_California_Orange Confirmed cc1=  .972342 cc2=  .736639 lx= 10.93774 if=  38 il=  55 3/17/2020  n=  17 now=    7614 end=      56260        22       140 U=    51.19 T=  160.4 p1= 638.9 p2=    13.5 ed=   281 10/29/2020  x1=  38. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   281 10/29/2020
AAA2     1 US_California_Orange Confirmed cc1=  .970655 cc2=  .728119 lx= 10.93774 if=  39 il=  55 3/17/2020  n=  16 now=    7614 end=      56260        22       140 U=    48.17 T=  154.2 p1= 638.9 p2=    13.5 ed=   267 10/15/2020  x1=  39. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   267 10/15/2020
AAA2     1 US_California_Orange Confirmed cc1=  .966005 cc2=  .716005 lx= 10.93774 if=  40 il=  55 3/17/2020  n=  15 now=    7614 end=      56260        22       140 U=    45.16 T=  148.0 p1= 638.9 p2=    13.5 ed=   254 10/2/2020   x1=  40. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   254 10/2/2020 
AAA2     1 US_California_Orange Confirmed cc1=  .958568 cc2=  .700369 lx= 10.93774 if=  41 il=  55 3/17/2020  n=  14 now=    7614 end=      56260        22       140 U=    42.15 T=  141.8 p1= 638.9 p2=    13.5 ed=   241 9/19/2020   x1=  41. x2=  55. y1=  2.39 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   241 9/19/2020 
AAA2     1 US_California_Orange Confirmed cc1=  .951782 cc2=  .684521 lx= 10.93774 if=  42 il=  55 3/17/2020  n=  13 now=    7614 end=      56260        22       140 U=    57.45 T=  173.4 p1= 638.9 p2=    13.5 ed=   308 11/25/2020  x1=  42. x2=  55. y1=  2.29 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   308 11/25/2020
AAA2     1 US_California_Orange Confirmed cc1=  .964522 cc2=  .687172 lx= 10.93774 if=  43 il=  55 3/17/2020  n=  12 now=    7614 end=      56260        22       140 U=    53.03 T=  164.3 p1= 638.9 p2=    13.5 ed=   289 11/6/2020   x1=  43. x2=  55. y1=  2.29 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   289 11/6/2020 
AAA2     1 US_California_Orange Confirmed cc1=  .975288 cc2=  .686613 lx= 10.93774 if=  44 il=  55 3/17/2020  n=  11 now=    7614 end=      56260        22       140 U=    48.61 T=  155.1 p1= 638.9 p2=    13.5 ed=   269 10/17/2020  x1=  44. x2=  55. y1=  2.29 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   269 10/17/2020
AAA2     1 US_California_Orange Confirmed cc1=  .982760 cc2=  .681249 lx= 10.93774 if=  45 il=  55 3/17/2020  n=  10 now=    7614 end=      56260        22       140 U=    44.19 T=  146.0 p1= 638.9 p2=    13.5 ed=   250 9/28/2020   x1=  45. x2=  55. y1=  2.29 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   250 9/28/2020 
AAA2     1 US_California_Orange Confirmed cc1=  .985084 cc2=  .668856 lx= 10.93774 if=  46 il=  55 3/17/2020  n=   9 now=    7614 end=      56260        22       140 U=    39.77 T=  136.9 p1= 638.9 p2=    13.5 ed=   230 9/8/2020    x1=  46. x2=  55. y1=  2.29 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   230 9/8/2020  
AAA2     1 US_California_Orange Confirmed cc1=  .980692 cc2=  .647358 lx= 10.93774 if=  47 il=  55 3/17/2020  n=   8 now=    7614 end=      56260        22       140 U=    40.69 T=  138.8 p1= 638.9 p2=    13.5 ed=   234 9/12/2020   x1=  47. x2=  55. y1=  2.26 y2=  2.06     
GP: Confirmed US_California_Orange 3/17/2020        55    7614    -          22      140     2   234 9/12/2020 
AAA2     1 US_California_Orange Confirmed cc1=  .978753 cc2=  .625199 lx=  5.75774 if=  48 il=  55 3/17/2020  n=   7 now=    7614 end=        316        22       140 U=    15.84 T=   70.5 p1= -95.8 p2=  2409.5 ed=   107 5/8/2020    x1=  48. x2=  55. y1=  1.42 y2=   .98     
GP: Confirmed US_California_Orange 3/17/2020        55    7614      316      22      140     2   107 5/8/2020  
AAA1     1 US_California_Orange Confirmed cc1=  .983784 cc2=  .605819 lx=  4.93774 if=  49 il=  55 3/17/2020  n=   6 now=    7614 end=        139        22       140 U=    10.19 T=   61.2 p1= -98.2 p2=  5477.7 ed=    85 4/16/2020   x1=  49. x2=  55. y1=  1.20 y2=   .61 BEST
AAA2     1 US_California_Orange Confirmed cc1=  .983919 cc2=  .605819 lx=  4.83774 if=  49 il=  55 3/17/2020  n=   6 now=    7614 end=        139        22       140 U=    10.19 T=   61.2 p1= -98.2 p2=  5477.7 ed=    85 4/16/2020   x1=  49. x2=  55. y1=  1.20 y2=   .61 BEST
GP: Confirmed US_California_Orange 3/17/2020        55    7614      139      22      140     2    85 4/16/2020 
AAA1     1 US_California_Orange Confirmed cc1=  .974787 cc2=  .566538 lx=  4.93774 if=  50 il=  55 3/17/2020  n=   5 now=    7614 end=        139        22       140 U=     9.39 T=   60.8 p1= -98.2 p2=  5477.7 ed=    82 4/13/2020   x1=  50. x2=  55. y1=  1.15 y2=   .61 BEST
AAA2     1 US_California_Orange Confirmed cc1=  .975104 cc2=  .566538 lx=  4.83774 if=  50 il=  55 3/17/2020  n=   5 now=    7614 end=        139        22       140 U=     9.39 T=   60.8 p1= -98.2 p2=  5477.7 ed=    82 4/13/2020   x1=  50. x2=  55. y1=  1.15 y2=   .61 BEST
GP: Confirmed US_California_Orange 3/17/2020        55    7614      139      22      140     2    82 4/13/2020 
AAA2     1 US_California_Orange Confirmed cc1=  .755304 cc2=  .617943 lx= 10.93774 if=   4 il=  56 3/18/2020  n=  52 now=    7614 end=      56260        29       140 U=   141.32 T=  342.1 p1= 638.9 p2=    13.5 ed=   675 11/27/2021  x1=   4. x2=  56. y1=  2.39 y2=  2.02     
GP: Confirmed US_California_Orange 3/18/2020        56    7614    -          29      140     1   675 11/27/2021
AAA2     1 US_California_Orange Confirmed cc1=  .760840 cc2=  .622165 lx= 10.93774 if=   5 il=  56 3/18/2020  n=  51 now=    7614 end=      56260        29       140 U=   138.60 T=  336.6 p1= 638.9 p2=    13.5 ed=   663 11/15/2021  x1=   5. x2=  56. y1=  2.39 y2=  2.02     
GP: Confirmed US_California_Orange 3/18/2020        56    7614    -          29      140     1   663 11/15/2021
AAA2     1 US_California_Orange Confirmed cc1=  .766484 cc2=  .626456 lx= 10.93774 if=   6 il=  56 3/18/2020  n=  50 now=    7614 end=      56260        29       140 U=   135.88 T=  331.1 p1= 638.9 p2=    13.5 ed=   651 11/3/2021   x1=   6. x2=  56. y1=  2.39 y2=  2.02     
GP: Confirmed US_California_Orange 3/18/2020        56    7614    -          29      140     1   651 11/3/2021 
