TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        7614.00000        8.93774
TAB:  US_California_Orange Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 US_California_Orange Confirmed cc1=  .767649 cc2=  .509451 lx=  9.92774 if=  31 il=  45 3/7/2020   n=  14 now=    7614 end=      20491         3         0 U=   119.38 T=  305.0 p1= 169.1 p2=    37.2 ed=   586 8/30/2021   x1=  31. x2=  45. y1=  2.30 y2=  2.18     
GP: Confirmed US_California_Orange 3/7/2020         45    7614    20491       3        0     0   586 8/30/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .784465 cc2=  .517203 lx=  9.53774 if=  32 il=  45 3/7/2020   n=  13 now=    7614 end=      13873         3         0 U=   106.23 T=  271.6 p1=  82.2 p2=    54.9 ed=   522 6/27/2021   x1=  32. x2=  45. y1=  2.26 y2=  2.13     
GP: Confirmed US_California_Orange 3/7/2020         45    7614    13873       3        0     0   522 6/27/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .801784 cc2=  .524434 lx= 10.89774 if=  33 il=  45 3/7/2020   n=  12 now=    7614 end=      54054         3         0 U=   112.93 T=  302.7 p1= 609.9 p2=    14.1 ed=   569 8/13/2021   x1=  33. x2=  45. y1=  2.39 y2=  2.28     
GP: Confirmed US_California_Orange 3/7/2020         45    7614    -           3        0     0   569 8/13/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .819346 cc2=  .530671 lx= 10.44774 if=  34 il=  45 3/7/2020   n=  11 now=    7614 end=      34466         3         0 U=    99.01 T=  266.3 p1= 352.7 p2=    22.1 ed=   499 6/4/2021    x1=  34. x2=  45. y1=  2.35 y2=  2.24     
GP: Confirmed US_California_Orange 3/7/2020         45    7614    -           3        0     0   499 6/4/2021  
AAA2     1 US_California_Orange Confirmed cc1=  .836660 cc2=  .535149 lx= 10.84774 if=  35 il=  45 3/7/2020   n=  10 now=    7614 end=      51418         3         0 U=    93.65 T=  258.3 p1= 575.3 p2=    14.8 ed=   479 5/15/2021   x1=  35. x2=  45. y1=  2.38 y2=  2.28     
GP: Confirmed US_California_Orange 3/7/2020         45    7614    -           3        0     0   479 5/15/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .852803 cc2=  .536575 lx= 10.44774 if=  36 il=  45 3/7/2020   n=   9 now=    7614 end=      34466         3         0 U=    81.01 T=  226.1 p1= 352.7 p2=    22.1 ed=   417 3/14/2021   x1=  36. x2=  45. y1=  2.35 y2=  2.24     
GP: Confirmed US_California_Orange 3/7/2020         45    7614    -           3        0     0   417 3/14/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .866025 cc2=  .532692 lx= 10.80774 if=  37 il=  45 3/7/2020   n=   8 now=    7614 end=      49401         3         0 U=    74.63 T=  214.6 p1= 548.8 p2=    15.4 ed=   390 2/15/2021   x1=  37. x2=  45. y1=  2.38 y2=  2.27     
GP: Confirmed US_California_Orange 3/7/2020         45    7614    -           3        0     0   390 2/15/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .872872 cc2=  .519318 lx= 10.46774 if=  38 il=  45 3/7/2020   n=   7 now=    7614 end=      35162         3         0 U=    63.13 T=  186.3 p1= 361.8 p2=    21.7 ed=   335 12/22/2020  x1=  38. x2=  45. y1=  2.35 y2=  2.24     
GP: Confirmed US_California_Orange 3/7/2020         45    7614    -           3        0     0   335 12/22/2020
AAA2     1 US_California_Orange Confirmed cc1=  .715097 cc2=  .506583 lx= 10.83774 if=  24 il=  46 3/8/2020   n=  22 now=    7614 end=      50906         3     34571 U=   205.83 T=  514.5 p1= 568.6 p2=    15.0 ed=   999 undefine    x1=  24. x2=  46. y1=  2.38 y2=  2.28     
GP: Confirmed US_California_Orange 3/8/2020         46    7614    -           3    -         3   999 undefine  
AAA2     1 US_California_Orange Confirmed cc1=  .726602 cc2=  .513401 lx= 10.63774 if=  25 il=  46 3/8/2020   n=  21 now=    7614 end=      41678         3     34571 U=   192.65 T=  480.5 p1= 447.4 p2=    18.3 ed=   999 undefine    x1=  25. x2=  46. y1=  2.36 y2=  2.26     
GP: Confirmed US_California_Orange 3/8/2020         46    7614    -           3    -         3   999 undefine  
AAA2     1 US_California_Orange Confirmed cc1=  .738549 cc2=  .520331 lx= 10.63774 if=  26 il=  46 3/8/2020   n=  20 now=    7614 end=      41678         3     34571 U=   183.48 T=  459.8 p1= 447.4 p2=    18.3 ed=   999 undefine    x1=  26. x2=  46. y1=  2.36 y2=  2.26     
GP: Confirmed US_California_Orange 3/8/2020         46    7614    -           3    -         3   999 undefine  
AAA2     1 US_California_Orange Confirmed cc1=  .750939 cc2=  .527332 lx=  9.96774 if=  27 il=  46 3/8/2020   n=  19 now=    7614 end=      21327         3     34571 U=   162.70 T=  401.1 p1= 180.1 p2=    35.7 ed=   999 undefine    x1=  27. x2=  46. y1=  2.30 y2=  2.18     
GP: Confirmed US_California_Orange 3/8/2020         46    7614    21327       3    -         3   999 undefine  
AAA2     1 US_California_Orange Confirmed cc1=  .763763 cc2=  .534347 lx= 10.87774 if=  28 il=  46 3/8/2020   n=  18 now=    7614 end=      52983         3     34571 U=   169.07 T=  431.5 p1= 595.9 p2=    14.4 ed=   999 undefine    x1=  28. x2=  46. y1=  2.39 y2=  2.28     
GP: Confirmed US_California_Orange 3/8/2020         46    7614    -           3    -         3   999 undefine  
AAA2     1 US_California_Orange Confirmed cc1=  .776991 cc2=  .541289 lx= 10.29774 if=  29 il=  46 3/8/2020   n=  17 now=    7614 end=      29665         3     34571 U=   150.69 T=  380.4 p1= 289.6 p2=    25.7 ed=   999 undefine    x1=  29. x2=  46. y1=  2.33 y2=  2.22     
GP: Confirmed US_California_Orange 3/8/2020         46    7614    -           3    -         3   999 undefine  
AAA2     1 US_California_Orange Confirmed cc1=  .790569 cc2=  .548034 lx= 10.29774 if=  30 il=  46 3/8/2020   n=  16 now=    7614 end=      29665         3     34571 U=   141.82 T=  360.7 p1= 289.6 p2=    25.7 ed=   695 12/17/2021  x1=  30. x2=  46. y1=  2.33 y2=  2.22     
GP: Confirmed US_California_Orange 3/8/2020         46    7614    -           3    -         3   695 12/17/2021
AAA2     1 US_California_Orange Confirmed cc1=  .804400 cc2=  .554400 lx= 10.87774 if=  31 il=  46 3/8/2020   n=  15 now=    7614 end=      52983         3     34571 U=   140.89 T=  367.3 p1= 595.9 p2=    14.4 ed=   699 12/21/2021  x1=  31. x2=  46. y1=  2.39 y2=  2.28     
GP: Confirmed US_California_Orange 3/8/2020         46    7614    -           3    -         3   699 12/21/2021
AAA2     1 US_California_Orange Confirmed cc1=  .818317 cc2=  .560118 lx= 10.79774 if=  32 il=  46 3/8/2020   n=  14 now=    7614 end=      48910         3     34571 U=   130.47 T=  342.4 p1= 542.4 p2=    15.6 ed=   650 11/2/2021   x1=  32. x2=  46. y1=  2.38 y2=  2.27     
GP: Confirmed US_California_Orange 3/8/2020         46    7614    -           3    -         3   650 11/2/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .832050 cc2=  .564789 lx= 10.50774 if=  33 il=  46 3/8/2020   n=  13 now=    7614 end=      36597         3     34571 U=   117.72 T=  309.9 p1= 380.7 p2=    20.8 ed=   587 8/31/2021   x1=  33. x2=  46. y1=  2.35 y2=  2.24     
GP: Confirmed US_California_Orange 3/8/2020         46    7614    -           3    -         3   587 8/31/2021 
AAA1     1 US_California_Orange Confirmed cc1=  .845154 cc2=  .567804 lx= 10.44774 if=  34 il=  46 3/8/2020   n=  12 now=    7614 end=      34466         3     34571 U=   108.01 T=  287.4 p1= 352.7 p2=    22.1 ed=   542 7/17/2021   x1=  34. x2=  46. y1=  2.35 y2=  2.24 BEST
AAA2     1 US_California_Orange Confirmed cc1=  .845154 cc2=  .567804 lx= 10.51374 if=  34 il=  46 3/8/2020   n=  12 now=    7614 end=      34466         3     34571 U=   108.01 T=  287.4 p1= 352.7 p2=    22.1 ed=   542 7/17/2021   x1=  34. x2=  46. y1=  2.35 y2=  2.24 BEST
GP: Confirmed US_California_Orange 3/8/2020         46    7614    -           3    -         3   542 7/17/2021 
AAA1     1 US_California_Orange Confirmed cc1=  .856893 cc2=  .568218 lx= 10.44774 if=  35 il=  46 3/8/2020   n=  11 now=    7614 end=      34466         3     34571 U=    99.01 T=  267.3 p1= 352.7 p2=    22.1 ed=   500 6/5/2021    x1=  35. x2=  46. y1=  2.35 y2=  2.24 BEST
AAA2     1 US_California_Orange Confirmed cc1=  .856893 cc2=  .568218 lx= 10.53974 if=  35 il=  46 3/8/2020   n=  11 now=    7614 end=      34466         3     34571 U=    99.01 T=  267.3 p1= 352.7 p2=    22.1 ed=   500 6/5/2021    x1=  35. x2=  46. y1=  2.35 y2=  2.24 BEST
GP: Confirmed US_California_Orange 3/8/2020         46    7614    -           3    -         3   500 6/5/2021  
AAA1     1 US_California_Orange Confirmed cc1=  .866025 cc2=  .564514 lx= 10.44774 if=  36 il=  46 3/8/2020   n=  10 now=    7614 end=      34466         3     34571 U=    90.01 T=  247.2 p1= 352.7 p2=    22.1 ed=   459 4/25/2021   x1=  36. x2=  46. y1=  2.35 y2=  2.24 BEST
AAA2     1 US_California_Orange Confirmed cc1=  .866025 cc2=  .564514 lx= 10.43874 if=  36 il=  46 3/8/2020   n=  10 now=    7614 end=      34466         3     34571 U=    90.01 T=  247.2 p1= 352.7 p2=    22.1 ed=   459 4/25/2021   x1=  36. x2=  46. y1=  2.35 y2=  2.24 BEST
GP: Confirmed US_California_Orange 3/8/2020         46    7614    -           3    -         3   459 4/25/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .870388 cc2=  .554161 lx=  9.16774 if=  37 il=  46 3/8/2020   n=   9 now=    7614 end=       9582         3     34571 U=    70.51 T=  193.2 p1=  25.8 p2=    79.5 ed=   359 1/15/2021   x1=  37. x2=  46. y1=  2.22 y2=  2.09     
GP: Confirmed US_California_Orange 3/8/2020         46    7614     9582       3    -         3   359 1/15/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .866025 cc2=  .532692 lx= 10.80774 if=  38 il=  46 3/8/2020   n=   8 now=    7614 end=      49401         3     34571 U=    74.63 T=  215.6 p1= 548.8 p2=    15.4 ed=   391 2/16/2021   x1=  38. x2=  46. y1=  2.38 y2=  2.27     
GP: Confirmed US_California_Orange 3/8/2020         46    7614    -           3    -         3   391 2/16/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .678033 cc2=  .501256 lx= 10.93774 if=  16 il=  47 3/9/2020   n=  31 now=    7614 end=      56260         4       140 U=   228.74 T=  563.2 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  16. x2=  47. y1=  2.39 y2=  2.26     
GP: Confirmed US_California_Orange 3/9/2020         47    7614    -           4      140    12   999 undefine  
AAA2     1 US_California_Orange Confirmed cc1=  .686538 cc2=  .506933 lx= 10.93774 if=  17 il=  47 3/9/2020   n=  30 now=    7614 end=      56260         4       140 U=   221.36 T=  546.5 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  17. x2=  47. y1=  2.39 y2=  2.26     
GP: Confirmed US_California_Orange 3/9/2020         47    7614    -           4      140    12   999 undefine  
AAA2     1 US_California_Orange Confirmed cc1=  .695336 cc2=  .512762 lx= 10.93774 if=  18 il=  47 3/9/2020   n=  29 now=    7614 end=      56260         4       140 U=   213.98 T=  529.9 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  18. x2=  47. y1=  2.39 y2=  2.26     
GP: Confirmed US_California_Orange 3/9/2020         47    7614    -           4      140    12   999 undefine  
AAA2     1 US_California_Orange Confirmed cc1=  .704440 cc2=  .518744 lx= 10.93774 if=  19 il=  47 3/9/2020   n=  28 now=    7614 end=      56260         4       140 U=   206.60 T=  513.2 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  19. x2=  47. y1=  2.39 y2=  2.26     
GP: Confirmed US_California_Orange 3/9/2020         47    7614    -           4      140    12   999 undefine  
AAA2     1 US_California_Orange Confirmed cc1=  .713862 cc2=  .524880 lx= 10.93774 if=  20 il=  47 3/9/2020   n=  27 now=    7614 end=      56260         4       140 U=   199.22 T=  496.6 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  20. x2=  47. y1=  2.39 y2=  2.26     
GP: Confirmed US_California_Orange 3/9/2020         47    7614    -           4      140    12   999 undefine  
AAA2     1 US_California_Orange Confirmed cc1=  .723615 cc2=  .531165 lx= 10.93774 if=  21 il=  47 3/9/2020   n=  26 now=    7614 end=      56260         4       140 U=   191.85 T=  479.9 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  21. x2=  47. y1=  2.39 y2=  2.26     
GP: Confirmed US_California_Orange 3/9/2020         47    7614    -           4      140    12   999 undefine  
AAA2     1 US_California_Orange Confirmed cc1=  .733710 cc2=  .537594 lx= 10.93774 if=  22 il=  47 3/9/2020   n=  25 now=    7614 end=      56260         4       140 U=   184.47 T=  463.3 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  22. x2=  47. y1=  2.39 y2=  2.26     
GP: Confirmed US_California_Orange 3/9/2020         47    7614    -           4      140    12   999 undefine  
AAA2     1 US_California_Orange Confirmed cc1=  .744157 cc2=  .544157 lx= 10.93774 if=  23 il=  47 3/9/2020   n=  24 now=    7614 end=      56260         4       140 U=   177.09 T=  446.6 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  23. x2=  47. y1=  2.39 y2=  2.26     
GP: Confirmed US_California_Orange 3/9/2020         47    7614    -           4      140    12   999 undefine  
AAA2     1 US_California_Orange Confirmed cc1=  .754962 cc2=  .550838 lx= 10.93774 if=  24 il=  47 3/9/2020   n=  23 now=    7614 end=      56260         4       140 U=   169.71 T=  430.0 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  24. x2=  47. y1=  2.39 y2=  2.26     
GP: Confirmed US_California_Orange 3/9/2020         47    7614    -           4      140    12   999 undefine  
AAA2     1 US_California_Orange Confirmed cc1=  .766127 cc2=  .557613 lx= 10.93774 if=  25 il=  47 3/9/2020   n=  22 now=    7614 end=      56260         4       140 U=   162.33 T=  413.3 p1= 638.9 p2=    13.5 ed=   999 undefine    x1=  25. x2=  47. y1=  2.39 y2=  2.26     
GP: Confirmed US_California_Orange 3/9/2020         47    7614    -           4      140    12   999 undefine  
AAA2     1 US_California_Orange Confirmed cc1=  .777652 cc2=  .564452 lx=  8.72774 if=  26 il=  47 3/9/2020   n=  21 now=    7614 end=       6171         4       140 U=   121.41 T=  289.0 p1= -19.0 p2=   123.4 ed=   575 8/19/2021   x1=  26. x2=  47. y1=  2.17 y2=  1.99     
GP: Confirmed US_California_Orange 3/9/2020         47    7614     6171       4      140    12   575 8/19/2021 
AAA2     1 US_California_Orange Confirmed cc1=  .789542 cc2=  .571324 lx=  5.88774 if=  27 il=  47 3/9/2020   n=  20 now=    7614 end=        360         4       140 U=    74.50 T=  159.1 p1= -95.3 p2=  2115.0 ed=   334 12/21/2020  x1=  27. x2=  47. y1=  1.77 y2=  1.50     
GP: Confirmed US_California_Orange 3/9/2020         47    7614      360       4      140    12   334 12/21/2020
AAA1     1 US_California_Orange Confirmed cc1=  .801781 cc2=  .578174 lx=  4.93774 if=  28 il=  47 3/9/2020   n=  19 now=    7614 end=        139         4       140 U=    57.65 T=  120.1 p1= -98.2 p2=  5477.7 ed=   256 10/4/2020   x1=  28. x2=  47. y1=  1.60 y2=  1.27 BEST
