TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        4017.00000        8.29829
TAB:  Hungary Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed Hungary 5/14/2020       113    4017     3671    3380     3665     8   111 5/12/2020 
AAA1     1 Hungary Confirmed cc1=  .998047 cc2=  .748047 lx=  8.20829 if=  98 il= 113 5/14/2020  n=  15 now=    4017 end=       3671      3380      3665 U=    11.72 T=   83.8 p1=  -8.6 p2=   109.4 ed=   111 5/12/2020   x1=  98. x2= 113. y1= -1.21 y2= -2.49 BEST
AAA2     1 Hungary Confirmed cc1=  .998062 cc2=  .748047 lx=  8.21229 if=  98 il= 113 5/14/2020  n=  15 now=    4017 end=       3671      3380      3665 U=    11.72 T=   83.8 p1=  -8.6 p2=   109.4 ed=   111 5/12/2020   x1=  98. x2= 113. y1= -1.21 y2= -2.49 BEST
GP: Confirmed Hungary 5/14/2020       113    4017     3671    3380     3665     8   111 5/12/2020 
AAA2     1 Hungary Confirmed cc1=  .997744 cc2=  .739546 lx=  8.21829 if=  99 il= 113 5/14/2020  n=  14 now=    4017 end=       3708      3380      3665 U=    12.27 T=   83.8 p1=  -7.7 p2=   108.3 ed=   112 5/13/2020   x1=  99. x2= 113. y1= -1.24 y2= -2.38     
GP: Confirmed Hungary 5/14/2020       113    4017     3708    3380     3665     8   112 5/13/2020 
AAA2     1 Hungary Confirmed cc1=  .998469 cc2=  .731208 lx=  8.24829 if= 100 il= 113 5/14/2020  n=  13 now=    4017 end=       3821      3380      3665 U=    15.19 T=   81.1 p1=  -4.9 p2=   105.1 ed=   116 5/17/2020   x1= 100. x2= 113. y1= -1.24 y2= -2.10     
GP: Confirmed Hungary 5/14/2020       113    4017     3821    3380     3665     8   116 5/17/2020 
AAA2     1 Hungary Confirmed cc1=  .999137 cc2=  .721787 lx=  8.31829 if= 101 il= 113 5/14/2020  n=  12 now=    4017 end=       4098      3380      3665 U=    22.12 T=   76.6 p1=   2.0 p2=    98.0 ed=   128 5/29/2020   x1= 101. x2= 113. y1= -1.10 y2= -1.65     
GP: Confirmed Hungary 5/14/2020       113    4017     4098    3380     3665     8   128 5/29/2020 
AAA2     1 Hungary Confirmed cc1=  .999048 cc2=  .710373 lx=  8.36829 if= 102 il= 113 5/14/2020  n=  11 now=    4017 end=       4308      3380      3665 U=    27.39 T=   74.2 p1=   7.2 p2=    93.2 ed=   138 6/8/2020    x1= 102. x2= 113. y1= -1.01 y2= -1.42     
GP: Confirmed Hungary 5/14/2020       113    4017     4308    3380     3665     8   138 6/8/2020  
AAA2     1 Hungary Confirmed cc1=  .998829 cc2=  .697317 lx=  8.33829 if= 103 il= 113 5/14/2020  n=  10 now=    4017 end=       4180      3380      3665 U=    24.41 T=   75.2 p1=   4.1 p2=    96.1 ed=   132 6/2/2020    x1= 103. x2= 113. y1= -1.14 y2= -1.55     
GP: Confirmed Hungary 5/14/2020       113    4017     4180    3380     3665     8   132 6/2/2020  
AAA2     1 Hungary Confirmed cc1=  .998537 cc2=  .682309 lx=  8.30829 if= 104 il= 113 5/14/2020  n=   9 now=    4017 end=       4057      3380      3665 U=    20.98 T=   77.3 p1=   1.0 p2=    99.0 ed=   126 5/27/2020   x1= 104. x2= 113. y1= -1.27 y2= -1.70     
GP: Confirmed Hungary 5/14/2020       113    4017     4057    3380     3665     8   126 5/27/2020 
AAA2     1 Hungary Confirmed cc1=  .998126 cc2=  .664793 lx=  8.35829 if= 105 il= 113 5/14/2020  n=   8 now=    4017 end=       4265      3380      3665 U=    26.24 T=   74.7 p1=   6.2 p2=    94.2 ed=   136 6/6/2020    x1= 105. x2= 113. y1= -1.15 y2= -1.46     
GP: Confirmed Hungary 5/14/2020       113    4017     4265    3380     3665     8   136 6/6/2020  
AAA2     1 Hungary Confirmed cc1=  .997326 cc2=  .643773 lx=  8.34829 if= 106 il= 113 5/14/2020  n=   7 now=    4017 end=       4222      3380      3665 U=    25.46 T=   74.8 p1=   5.1 p2=    95.1 ed=   134 6/4/2020    x1= 106. x2= 113. y1= -1.23 y2= -1.50     
GP: Confirmed Hungary 5/14/2020       113    4017     4222    3380     3665     8   134 6/4/2020  
AAA2     1 Hungary Confirmed cc1=  .996356 cc2=  .618392 lx=  8.27829 if= 107 il= 113 5/14/2020  n=   6 now=    4017 end=       3937      3380      3665 U=    17.69 T=   79.7 p1=  -2.0 p2=   102.0 ed=   121 5/22/2020   x1= 107. x2= 113. y1= -1.54 y2= -1.88     
GP: Confirmed Hungary 5/14/2020       113    4017     3937    3380     3665     8   121 5/22/2020 
AAA2     1 Hungary Confirmed cc1=  .994312 cc2=  .586063 lx=  8.31829 if= 108 il= 113 5/14/2020  n=   5 now=    4017 end=       4098      3380      3665 U=    21.41 T=   77.7 p1=   2.0 p2=    98.0 ed=   128 5/29/2020   x1= 108. x2= 113. y1= -1.41 y2= -1.65     
GP: Confirmed Hungary 5/14/2020       113    4017     4098    3380     3665     8   128 5/29/2020 
AAA2     1 Hungary Confirmed cc1=  .998981 cc2=  .881940 lx=  8.36829 if=  42 il= 114 5/15/2020  n=  72 now=    4017 end=       4308      3417      3784 U=    20.57 T=   83.9 p1=   7.2 p2=    93.2 ed=   132 6/2/2020    x1=  42. x2= 114. y1=  2.04 y2= -1.46     
GP: Confirmed Hungary 5/15/2020       114    4017     4308    3417     3784    24   132 6/2/2020  
AAA2     1 Hungary Confirmed cc1=  .999017 cc2=  .881166 lx=  8.36829 if=  43 il= 114 5/15/2020  n=  71 now=    4017 end=       4308      3417      3784 U=    20.29 T=   84.3 p1=   7.2 p2=    93.2 ed=   132 6/2/2020    x1=  43. x2= 114. y1=  2.04 y2= -1.46     
GP: Confirmed Hungary 5/15/2020       114    4017     4308    3417     3784    24   132 6/2/2020  
AAA2     1 Hungary Confirmed cc1=  .999005 cc2=  .880327 lx=  8.35829 if=  44 il= 114 5/15/2020  n=  70 now=    4017 end=       4265      3417      3784 U=    19.76 T=   84.2 p1=   6.2 p2=    94.2 ed=   130 5/31/2020   x1=  44. x2= 114. y1=  2.04 y2= -1.51     
GP: Confirmed Hungary 5/15/2020       114    4017     4265    3417     3784    24   130 5/31/2020 
AAA2     1 Hungary Confirmed cc1=  .998966 cc2=  .879443 lx=  8.35829 if=  45 il= 114 5/15/2020  n=  69 now=    4017 end=       4265      3417      3784 U=    20.01 T=   83.9 p1=   6.2 p2=    94.2 ed=   131 6/1/2020    x1=  45. x2= 114. y1=  1.94 y2= -1.51     
GP: Confirmed Hungary 5/15/2020       114    4017     4265    3417     3784    24   131 6/1/2020  
AAA2     1 Hungary Confirmed cc1=  .998955 cc2=  .878569 lx=  8.35829 if=  46 il= 114 5/15/2020  n=  68 now=    4017 end=       4265      3417      3784 U=    20.21 T=   83.6 p1=   6.2 p2=    94.2 ed=   131 6/1/2020    x1=  46. x2= 114. y1=  1.86 y2= -1.51     
GP: Confirmed Hungary 5/15/2020       114    4017     4265    3417     3784    24   131 6/1/2020  
AAA2     1 Hungary Confirmed cc1=  .998992 cc2=  .877725 lx=  8.34829 if=  47 il= 114 5/15/2020  n=  67 now=    4017 end=       4222      3417      3784 U=    19.89 T=   83.1 p1=   5.1 p2=    95.1 ed=   130 5/31/2020   x1=  47. x2= 114. y1=  1.82 y2= -1.55     
GP: Confirmed Hungary 5/15/2020       114    4017     4222    3417     3784    24   130 5/31/2020 
AAA2     1 Hungary Confirmed cc1=  .999033 cc2=  .876863 lx=  8.34829 if=  48 il= 114 5/15/2020  n=  66 now=    4017 end=       4222      3417      3784 U=    19.59 T=   83.6 p1=   5.1 p2=    95.1 ed=   129 5/30/2020   x1=  48. x2= 114. y1=  1.82 y2= -1.55     
GP: Confirmed Hungary 5/15/2020       114    4017     4222    3417     3784    24   129 5/30/2020 
AAA2     1 Hungary Confirmed cc1=  .999017 cc2=  .875925 lx=  8.34829 if=  49 il= 114 5/15/2020  n=  65 now=    4017 end=       4222      3417      3784 U=    19.65 T=   83.5 p1=   5.1 p2=    95.1 ed=   129 5/30/2020   x1=  49. x2= 114. y1=  1.75 y2= -1.55     
GP: Confirmed Hungary 5/15/2020       114    4017     4222    3417     3784    24   129 5/30/2020 
AAA2     1 Hungary Confirmed cc1=  .999022 cc2=  .874987 lx=  8.33829 if=  50 il= 114 5/15/2020  n=  64 now=    4017 end=       4180      3417      3784 U=    19.08 T=   83.5 p1=   4.1 p2=    96.1 ed=   128 5/29/2020   x1=  50. x2= 114. y1=  1.75 y2= -1.60     
GP: Confirmed Hungary 5/15/2020       114    4017     4180    3417     3784    24   128 5/29/2020 
AAA2     1 Hungary Confirmed cc1=  .998984 cc2=  .873984 lx=  8.33829 if=  51 il= 114 5/15/2020  n=  63 now=    4017 end=       4180      3417      3784 U=    19.17 T=   83.3 p1=   4.1 p2=    96.1 ed=   128 5/29/2020   x1=  51. x2= 114. y1=  1.69 y2= -1.60     
GP: Confirmed Hungary 5/15/2020       114    4017     4180    3417     3784    24   128 5/29/2020 
AAA2     1 Hungary Confirmed cc1=  .998954 cc2=  .872966 lx=  8.33829 if=  52 il= 114 5/15/2020  n=  62 now=    4017 end=       4180      3417      3784 U=    19.39 T=   83.0 p1=   4.1 p2=    96.1 ed=   128 5/29/2020   x1=  52. x2= 114. y1=  1.60 y2= -1.60     
GP: Confirmed Hungary 5/15/2020       114    4017     4180    3417     3784    24   128 5/29/2020 
AAA2     1 Hungary Confirmed cc1=  .998978 cc2=  .871977 lx=  8.32829 if=  53 il= 114 5/15/2020  n=  61 now=    4017 end=       4139      3417      3784 U=    18.87 T=   82.8 p1=   3.0 p2=    97.1 ed=   127 5/28/2020   x1=  53. x2= 114. y1=  1.58 y2= -1.65     
GP: Confirmed Hungary 5/15/2020       114    4017     4139    3417     3784    24   127 5/28/2020 
AAA2     1 Hungary Confirmed cc1=  .998958 cc2=  .870921 lx=  8.32829 if=  54 il= 114 5/15/2020  n=  60 now=    4017 end=       4139      3417      3784 U=    18.80 T=   83.0 p1=   3.0 p2=    97.1 ed=   127 5/28/2020   x1=  54. x2= 114. y1=  1.54 y2= -1.65     
GP: Confirmed Hungary 5/15/2020       114    4017     4139    3417     3784    24   127 5/28/2020 
AAA2     1 Hungary Confirmed cc1=  .998927 cc2=  .869828 lx=  8.32829 if=  55 il= 114 5/15/2020  n=  59 now=    4017 end=       4139      3417      3784 U=    18.81 T=   82.9 p1=   3.0 p2=    97.1 ed=   127 5/28/2020   x1=  55. x2= 114. y1=  1.49 y2= -1.65     
GP: Confirmed Hungary 5/15/2020       114    4017     4139    3417     3784    24   127 5/28/2020 
AAA2     1 Hungary Confirmed cc1=  .998907 cc2=  .868718 lx=  8.31829 if=  56 il= 114 5/15/2020  n=  58 now=    4017 end=       4098      3417      3784 U=    18.39 T=   82.6 p1=   2.0 p2=    98.0 ed=   126 5/27/2020   x1=  56. x2= 114. y1=  1.45 y2= -1.71     
GP: Confirmed Hungary 5/15/2020       114    4017     4098    3417     3784    24   126 5/27/2020 
AAA2     1 Hungary Confirmed cc1=  .998868 cc2=  .867562 lx=  8.31829 if=  57 il= 114 5/15/2020  n=  57 now=    4017 end=       4098      3417      3784 U=    18.40 T=   82.6 p1=   2.0 p2=    98.0 ed=   126 5/27/2020   x1=  57. x2= 114. y1=  1.39 y2= -1.71     
GP: Confirmed Hungary 5/15/2020       114    4017     4098    3417     3784    24   126 5/27/2020 
AAA2     1 Hungary Confirmed cc1=  .998829 cc2=  .866376 lx=  8.31829 if=  58 il= 114 5/15/2020  n=  56 now=    4017 end=       4098      3417      3784 U=    18.30 T=   82.8 p1=   2.0 p2=    98.0 ed=   125 5/26/2020   x1=  58. x2= 114. y1=  1.35 y2= -1.71     
GP: Confirmed Hungary 5/15/2020       114    4017     4098    3417     3784    24   125 5/26/2020 
AAA2     1 Hungary Confirmed cc1=  .998778 cc2=  .865147 lx=  8.30829 if=  59 il= 114 5/15/2020  n=  55 now=    4017 end=       4057      3417      3784 U=    17.96 T=   82.4 p1=   1.0 p2=    99.0 ed=   124 5/25/2020   x1=  59. x2= 114. y1=  1.30 y2= -1.76     
GP: Confirmed Hungary 5/15/2020       114    4017     4057    3417     3784    24   124 5/25/2020 
AAA2     1 Hungary Confirmed cc1=  .998725 cc2=  .863885 lx=  8.30829 if=  60 il= 114 5/15/2020  n=  54 now=    4017 end=       4057      3417      3784 U=    18.03 T=   82.2 p1=   1.0 p2=    99.0 ed=   124 5/25/2020   x1=  60. x2= 114. y1=  1.23 y2= -1.76     
GP: Confirmed Hungary 5/15/2020       114    4017     4057    3417     3784    24   124 5/25/2020 
AAA2     1 Hungary Confirmed cc1=  .998683 cc2=  .862600 lx=  8.30829 if=  61 il= 114 5/15/2020  n=  53 now=    4017 end=       4057      3417      3784 U=    18.14 T=   82.0 p1=   1.0 p2=    99.0 ed=   124 5/25/2020   x1=  61. x2= 114. y1=  1.16 y2= -1.76     
GP: Confirmed Hungary 5/15/2020       114    4017     4057    3417     3784    24   124 5/25/2020 
AAA2     1 Hungary Confirmed cc1=  .998671 cc2=  .861310 lx=  8.29829 if=  62 il= 114 5/15/2020  n=  52 now=    4017 end=       4016      3417      3784 U=    17.67 T=   81.8 p1=    .0 p2=   100.0 ed=   123 5/24/2020   x1=  62. x2= 114. y1=  1.12 y2= -1.82     
GP: Confirmed Hungary 5/15/2020       114    4017     4016    3417     3784    24   123 5/24/2020 
AAA2     1 Hungary Confirmed cc1=  .998644 cc2=  .859969 lx=  8.29829 if=  63 il= 114 5/15/2020  n=  51 now=    4017 end=       4016      3417      3784 U=    17.72 T=   81.7 p1=    .0 p2=   100.0 ed=   123 5/24/2020   x1=  63. x2= 114. y1=  1.06 y2= -1.82     
GP: Confirmed Hungary 5/15/2020       114    4017     4016    3417     3784    24   123 5/24/2020 
AAA2     1 Hungary Confirmed cc1=  .998636 cc2=  .858608 lx=  8.29829 if=  64 il= 114 5/15/2020  n=  50 now=    4017 end=       4016      3417      3784 U=    17.69 T=   81.8 p1=    .0 p2=   100.0 ed=   123 5/24/2020   x1=  64. x2= 114. y1=  1.01 y2= -1.82     
GP: Confirmed Hungary 5/15/2020       114    4017     4016    3417     3784    24   123 5/24/2020 
AAA2     1 Hungary Confirmed cc1=  .998641 cc2=  .857220 lx=  8.28829 if=  65 il= 114 5/15/2020  n=  49 now=    4017 end=       3977      3417      3784 U=    17.28 T=   81.4 p1=  -1.0 p2=   101.0 ed=   122 5/23/2020   x1=  65. x2= 114. y1=   .95 y2= -1.89     
GP: Confirmed Hungary 5/15/2020       114    4017     3977    3417     3784    24   122 5/23/2020 
AAA2     1 Hungary Confirmed cc1=  .998651 cc2=  .855793 lx=  8.28829 if=  66 il= 114 5/15/2020  n=  48 now=    4017 end=       3977      3417      3784 U=    17.26 T=   81.5 p1=  -1.0 p2=   101.0 ed=   122 5/23/2020   x1=  66. x2= 114. y1=   .90 y2= -1.89     
GP: Confirmed Hungary 5/15/2020       114    4017     3977    3417     3784    24   122 5/23/2020 
AAA2     1 Hungary Confirmed cc1=  .998680 cc2=  .854343 lx=  8.27829 if=  67 il= 114 5/15/2020  n=  47 now=    4017 end=       3937      3417      3784 U=    16.96 T=   80.9 p1=  -2.0 p2=   102.0 ed=   120 5/21/2020   x1=  67. x2= 114. y1=   .82 y2= -1.95     
GP: Confirmed Hungary 5/15/2020       114    4017     3937    3417     3784    24   120 5/21/2020 
AAA2     1 Hungary Confirmed cc1=  .998785 cc2=  .852920 lx=  8.27829 if=  68 il= 114 5/15/2020  n=  46 now=    4017 end=       3937      3417      3784 U=    16.84 T=   81.1 p1=  -2.0 p2=   102.0 ed=   120 5/21/2020   x1=  68. x2= 114. y1=   .78 y2= -1.95     
GP: Confirmed Hungary 5/15/2020       114    4017     3937    3417     3784    24   120 5/21/2020 
AAA2     1 Hungary Confirmed cc1=  .998895 cc2=  .851453 lx=  8.26829 if=  69 il= 114 5/15/2020  n=  45 now=    4017 end=       3898      3417      3784 U=    16.34 T=   80.9 p1=  -3.0 p2=   103.1 ed=   119 5/20/2020   x1=  69. x2= 114. y1=   .73 y2= -2.03     
GP: Confirmed Hungary 5/15/2020       114    4017     3898    3417     3784    24   119 5/20/2020 
AAA2     1 Hungary Confirmed cc1=  .998994 cc2=  .849923 lx=  8.25829 if=  70 il= 114 5/15/2020  n=  44 now=    4017 end=       3859      3417      3784 U=    15.74 T=   80.9 p1=  -3.9 p2=   104.1 ed=   118 5/19/2020   x1=  70. x2= 114. y1=   .69 y2= -2.11     
GP: Confirmed Hungary 5/15/2020       114    4017     3859    3417     3784    24   118 5/19/2020 
AAA2     1 Hungary Confirmed cc1=  .999057 cc2=  .848301 lx=  8.25829 if=  71 il= 114 5/15/2020  n=  43 now=    4017 end=       3859      3417      3784 U=    15.69 T=   81.0 p1=  -3.9 p2=   104.1 ed=   117 5/18/2020   x1=  71. x2= 114. y1=   .63 y2= -2.11     
GP: Confirmed Hungary 5/15/2020       114    4017     3859    3417     3784    24   117 5/18/2020 
AAA2     1 Hungary Confirmed cc1=  .999125 cc2=  .846626 lx=  8.25829 if=  72 il= 114 5/15/2020  n=  42 now=    4017 end=       3859      3417      3784 U=    15.52 T=   81.3 p1=  -3.9 p2=   104.1 ed=   117 5/18/2020   x1=  72. x2= 114. y1=   .60 y2= -2.11     
GP: Confirmed Hungary 5/15/2020       114    4017     3859    3417     3784    24   117 5/18/2020 
AAA1     1 Hungary Confirmed cc1=  .999160 cc2=  .844857 lx=  8.24829 if=  73 il= 114 5/15/2020  n=  41 now=    4017 end=       3821      3417      3784 U=    14.97 T=   81.2 p1=  -4.9 p2=   105.1 ed=   116 5/17/2020   x1=  73. x2= 114. y1=   .55 y2= -2.19 BEST
AAA2     1 Hungary Confirmed cc1=  .999161 cc2=  .844857 lx=  8.25029 if=  73 il= 114 5/15/2020  n=  41 now=    4017 end=       3821      3417      3784 U=    14.97 T=   81.2 p1=  -4.9 p2=   105.1 ed=   116 5/17/2020   x1=  73. x2= 114. y1=   .55 y2= -2.19 BEST
GP: Confirmed Hungary 5/15/2020       114    4017     3821    3417     3784    24   116 5/17/2020 
AAA1     1 Hungary Confirmed cc1=  .999169 cc2=  .842995 lx=  8.24829 if=  74 il= 114 5/15/2020  n=  40 now=    4017 end=       3821      3417      3784 U=    14.85 T=   81.4 p1=  -4.9 p2=   105.1 ed=   116 5/17/2020   x1=  74. x2= 114. y1=   .50 y2= -2.19 BEST
AAA2     1 Hungary Confirmed cc1=  .999170 cc2=  .842995 lx=  8.24629 if=  74 il= 114 5/15/2020  n=  40 now=    4017 end=       3821      3417      3784 U=    14.85 T=   81.4 p1=  -4.9 p2=   105.1 ed=   116 5/17/2020   x1=  74. x2= 114. y1=   .50 y2= -2.19 BEST
GP: Confirmed Hungary 5/15/2020       114    4017     3821    3417     3784    24   116 5/17/2020 
AAA1     1 Hungary Confirmed cc1=  .999146 cc2=  .841032 lx=  8.24829 if=  75 il= 114 5/15/2020  n=  39 now=    4017 end=       3821      3417      3784 U=    14.53 T=   82.2 p1=  -4.9 p2=   105.1 ed=   116 5/17/2020   x1=  75. x2= 114. y1=   .49 y2= -2.19 BEST
AAA2     1 Hungary Confirmed cc1=  .999154 cc2=  .841032 lx=  8.24429 if=  75 il= 114 5/15/2020  n=  39 now=    4017 end=       3821      3417      3784 U=    14.53 T=   82.2 p1=  -4.9 p2=   105.1 ed=   116 5/17/2020   x1=  75. x2= 114. y1=   .49 y2= -2.19 BEST
GP: Confirmed Hungary 5/15/2020       114    4017     3821    3417     3784    24   116 5/17/2020 
AAA1     1 Hungary Confirmed cc1=  .999082 cc2=  .838954 lx=  8.24829 if=  76 il= 114 5/15/2020  n=  38 now=    4017 end=       3821      3417      3784 U=    14.48 T=   82.3 p1=  -4.9 p2=   105.1 ed=   116 5/17/2020   x1=  76. x2= 114. y1=   .43 y2= -2.19 BEST
AAA2     1 Hungary Confirmed cc1=  .999088 cc2=  .838954 lx=  8.24429 if=  76 il= 114 5/15/2020  n=  38 now=    4017 end=       3821      3417      3784 U=    14.48 T=   82.3 p1=  -4.9 p2=   105.1 ed=   116 5/17/2020   x1=  76. x2= 114. y1=   .43 y2= -2.19 BEST
GP: Confirmed Hungary 5/15/2020       114    4017     3821    3417     3784    24   116 5/17/2020 
AAA1     1 Hungary Confirmed cc1=  .999021 cc2=  .836800 lx=  8.24829 if=  77 il= 114 5/15/2020  n=  37 now=    4017 end=       3821      3417      3784 U=    14.43 T=   82.4 p1=  -4.9 p2=   105.1 ed=   116 5/17/2020   x1=  77. x2= 114. y1=   .37 y2= -2.19 BEST
AAA2     1 Hungary Confirmed cc1=  .999023 cc2=  .836800 lx=  8.24629 if=  77 il= 114 5/15/2020  n=  37 now=    4017 end=       3821      3417      3784 U=    14.43 T=   82.4 p1=  -4.9 p2=   105.1 ed=   116 5/17/2020   x1=  77. x2= 114. y1=   .37 y2= -2.19 BEST
GP: Confirmed Hungary 5/15/2020       114    4017     3821    3417     3784    24   116 5/17/2020 
AAA1     1 Hungary Confirmed cc1=  .998969 cc2=  .834570 lx=  8.24829 if=  78 il= 114 5/15/2020  n=  36 now=    4017 end=       3821      3417      3784 U=    14.40 T=   82.4 p1=  -4.9 p2=   105.1 ed=   116 5/17/2020   x1=  78. x2= 114. y1=   .31 y2= -2.19 BEST
AAA2     1 Hungary Confirmed cc1=  .998969 cc2=  .834570 lx=  8.24829 if=  78 il= 114 5/15/2020  n=  36 now=    4017 end=       3821      3417      3784 U=    14.40 T=   82.4 p1=  -4.9 p2=   105.1 ed=   116 5/17/2020   x1=  78. x2= 114. y1=   .31 y2= -2.19 BEST
GP: Confirmed Hungary 5/15/2020       114    4017     3821    3417     3784    24   116 5/17/2020 
AAA1     1 Hungary Confirmed cc1=  .998928 cc2=  .832262 lx=  8.24829 if=  79 il= 114 5/15/2020  n=  35 now=    4017 end=       3821      3417      3784 U=    14.92 T=   81.3 p1=  -4.9 p2=   105.1 ed=   116 5/17/2020   x1=  79. x2= 114. y1=   .15 y2= -2.19 BEST
AAA2     1 Hungary Confirmed cc1=  .998934 cc2=  .832262 lx=  8.25229 if=  79 il= 114 5/15/2020  n=  35 now=    4017 end=       3821      3417      3784 U=    14.92 T=   81.3 p1=  -4.9 p2=   105.1 ed=   116 5/17/2020   x1=  79. x2= 114. y1=   .15 y2= -2.19 BEST
GP: Confirmed Hungary 5/15/2020       114    4017     3821    3417     3784    24   116 5/17/2020 
AAA1     1 Hungary Confirmed cc1=  .998895 cc2=  .829864 lx=  8.24829 if=  80 il= 114 5/15/2020  n=  34 now=    4017 end=       3821      3417      3784 U=    15.05 T=   81.0 p1=  -4.9 p2=   105.1 ed=   116 5/17/2020   x1=  80. x2= 114. y1=   .07 y2= -2.19 BEST
AAA2     1 Hungary Confirmed cc1=  .998895 cc2=  .829864 lx=  8.24829 if=  80 il= 114 5/15/2020  n=  34 now=    4017 end=       3821      3417      3784 U=    15.05 T=   81.0 p1=  -4.9 p2=   105.1 ed=   116 5/17/2020   x1=  80. x2= 114. y1=   .07 y2= -2.19 BEST
GP: Confirmed Hungary 5/15/2020       114    4017     3821    3417     3784    24   116 5/17/2020 
AAA1     1 Hungary Confirmed cc1=  .998952 cc2=  .827454 lx=  8.24829 if=  81 il= 114 5/15/2020  n=  33 now=    4017 end=       3821      3417      3784 U=    15.08 T=   81.0 p1=  -4.9 p2=   105.1 ed=   116 5/17/2020   x1=  81. x2= 114. y1=   .00 y2= -2.19 BEST
AAA2     1 Hungary Confirmed cc1=  .998962 cc2=  .827454 lx=  8.24329 if=  81 il= 114 5/15/2020  n=  33 now=    4017 end=       3821      3417      3784 U=    15.08 T=   81.0 p1=  -4.9 p2=   105.1 ed=   116 5/17/2020   x1=  81. x2= 114. y1=   .00 y2= -2.19 BEST
GP: Confirmed Hungary 5/15/2020       114    4017     3821    3417     3784    24   116 5/17/2020 
AAA1     1 Hungary Confirmed cc1=  .999139 cc2=  .825062 lx=  8.23829 if=  82 il= 114 5/15/2020  n=  32 now=    4017 end=       3783      3417      3784 U=    14.30 T=   81.3 p1=  -5.8 p2=   106.2 ed=   115 5/16/2020   x1=  82. x2= 114. y1=  -.05 y2= -2.29 BEST
AAA2     1 Hungary Confirmed cc1=  .999140 cc2=  .825062 lx=  8.23729 if=  82 il= 114 5/15/2020  n=  32 now=    4017 end=       3783      3417      3784 U=    14.30 T=   81.3 p1=  -5.8 p2=   106.2 ed=   115 5/16/2020   x1=  82. x2= 114. y1=  -.05 y2= -2.29 BEST
GP: Confirmed Hungary 5/15/2020       114    4017     3783    3417     3784    24   115 5/16/2020 
AAA1     1 Hungary Confirmed cc1=  .999215 cc2=  .822438 lx=  8.22829 if=  83 il= 114 5/15/2020  n=  31 now=    4017 end=       3745      3417      3784 U=    13.53 T=   81.7 p1=  -6.8 p2=   107.3 ed=   113 5/14/2020   x1=  83. x2= 114. y1=  -.10 y2= -2.39 BEST
AAA2     1 Hungary Confirmed cc1=  .999228 cc2=  .822438 lx=  8.23329 if=  83 il= 114 5/15/2020  n=  31 now=    4017 end=       3745      3417      3784 U=    13.53 T=   81.7 p1=  -6.8 p2=   107.3 ed=   113 5/14/2020   x1=  83. x2= 114. y1=  -.10 y2= -2.39 BEST
GP: Confirmed Hungary 5/15/2020       114    4017     3745    3417     3784    24   113 5/14/2020 
AAA1     1 Hungary Confirmed cc1=  .999238 cc2=  .819633 lx=  8.22829 if=  84 il= 114 5/15/2020  n=  30 now=    4017 end=       3745      3417      3784 U=    13.38 T=   82.0 p1=  -6.8 p2=   107.3 ed=   113 5/14/2020   x1=  84. x2= 114. y1=  -.15 y2= -2.39 BEST
AAA2     1 Hungary Confirmed cc1=  .999239 cc2=  .819633 lx=  8.22929 if=  84 il= 114 5/15/2020  n=  30 now=    4017 end=       3745      3417      3784 U=    13.38 T=   82.0 p1=  -6.8 p2=   107.3 ed=   113 5/14/2020   x1=  84. x2= 114. y1=  -.15 y2= -2.39 BEST
GP: Confirmed Hungary 5/15/2020       114    4017     3745    3417     3784    24   113 5/14/2020 
AAA1     1 Hungary Confirmed cc1=  .999202 cc2=  .816628 lx=  8.22829 if=  85 il= 114 5/15/2020  n=  29 now=    4017 end=       3745      3417      3784 U=    13.25 T=   82.3 p1=  -6.8 p2=   107.3 ed=   113 5/14/2020   x1=  85. x2= 114. y1=  -.20 y2= -2.39 BEST
AAA2     1 Hungary Confirmed cc1=  .999203 cc2=  .816628 lx=  8.22729 if=  85 il= 114 5/15/2020  n=  29 now=    4017 end=       3745      3417      3784 U=    13.25 T=   82.3 p1=  -6.8 p2=   107.3 ed=   113 5/14/2020   x1=  85. x2= 114. y1=  -.20 y2= -2.39 BEST
GP: Confirmed Hungary 5/15/2020       114    4017     3745    3417     3784    24   113 5/14/2020 
AAA1     1 Hungary Confirmed cc1=  .999127 cc2=  .813432 lx=  8.22829 if=  86 il= 114 5/15/2020  n=  28 now=    4017 end=       3745      3417      3784 U=    13.30 T=   82.2 p1=  -6.8 p2=   107.3 ed=   113 5/14/2020   x1=  86. x2= 114. y1=  -.28 y2= -2.39 BEST
AAA2     1 Hungary Confirmed cc1=  .999130 cc2=  .813432 lx=  8.22629 if=  86 il= 114 5/15/2020  n=  28 now=    4017 end=       3745      3417      3784 U=    13.30 T=   82.2 p1=  -6.8 p2=   107.3 ed=   113 5/14/2020   x1=  86. x2= 114. y1=  -.28 y2= -2.39 BEST
GP: Confirmed Hungary 5/15/2020       114    4017     3745    3417     3784    24   113 5/14/2020 
