TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       16636.00000        9.71932
TAB:  US_Maryland_Prince_Georges_Prince_George_s Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA1     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .997907 cc2=  .797907 lx=  9.19932 if=  72 il=  96 4/27/2020  n=  24 now=   16636 end=       9890      5263     10141 U=    15.86 T=   88.7 p1= -40.6 p2=   168.2 ed=   126 5/27/2020   x1=  72. x2=  96. y1=  1.05 y2=  -.46 BEST
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .997907 cc2=  .797907 lx=  9.20032 if=  72 il=  96 4/27/2020  n=  24 now=   16636 end=       9890      5263     10141 U=    15.86 T=   88.7 p1= -40.6 p2=   168.2 ed=   126 5/27/2020   x1=  72. x2=  96. y1=  1.05 y2=  -.46 BEST
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/27/2020        96   16636     9890    5263    10141    10   126 5/27/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .997554 cc2=  .789040 lx=  9.26932 if=  74 il=  96 4/27/2020  n=  22 now=   16636 end=      10607      5263     10141 U=    16.76 T=   90.0 p1= -36.2 p2=   156.8 ed=   129 5/30/2020   x1=  74. x2=  96. y1=   .96 y2=  -.36     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/27/2020        96   16636    10607    5263    10141    10   129 5/30/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .997423 cc2=  .784222 lx=  9.31932 if=  75 il=  96 4/27/2020  n=  21 now=   16636 end=      11151      5263     10141 U=    17.46 T=   91.0 p1= -33.0 p2=   149.2 ed=   132 6/2/2020    x1=  75. x2=  96. y1=   .92 y2=  -.29     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/27/2020        96   16636    11151    5263    10141    10   132 6/2/2020  
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .997429 cc2=  .779211 lx=  9.40932 if=  76 il=  96 4/27/2020  n=  20 now=   16636 end=      12201      5263     10141 U=    18.48 T=   92.8 p1= -26.7 p2=   136.3 ed=   136 6/6/2020    x1=  76. x2=  96. y1=   .91 y2=  -.17     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/27/2020        96   16636    12201    5263    10141    10   136 6/6/2020  
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .998576 cc2=  .774969 lx=  9.74932 if=  77 il=  96 4/27/2020  n=  19 now=   16636 end=      17142      5263     10141 U=    24.41 T=  100.1 p1=   3.0 p2=    97.0 ed=   157 6/27/2020   x1=  77. x2=  96. y1=   .94 y2=   .17     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/27/2020        96   16636    17142    5263    10141    10   157 6/27/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .998741 cc2=  .769325 lx=  9.98932 if=  78 il=  96 4/27/2020  n=  18 now=   16636 end=      21792      5263     10141 U=    28.16 T=  105.9 p1=  31.0 p2=    76.3 ed=   172 7/12/2020   x1=  78. x2=  96. y1=   .99 y2=   .35     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/27/2020        96   16636    21792    5263    10141    10   172 7/12/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .999152 cc2=  .763450 lx= 10.54932 if=  79 il=  96 4/27/2020  n=  17 now=   16636 end=      38151      5263     10141 U=    37.91 T=  121.9 p1= 129.3 p2=    43.6 ed=   211 8/20/2020   x1=  79. x2=  96. y1=  1.13 y2=   .68     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/27/2020        96   16636    38151    5263    10141    10   211 8/20/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .999091 cc2=  .756555 lx= 10.87932 if=  80 il=  96 4/27/2020  n=  16 now=   16636 end=      53067      5263     10141 U=    44.24 T=  133.1 p1= 219.0 p2=    31.3 ed=   237 9/15/2020   x1=  80. x2=  96. y1=  1.20 y2=   .84     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/27/2020        96   16636    -        5263    10141    10   237 9/15/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .998941 cc2=  .748941 lx= 10.69932 if=  81 il=  96 4/27/2020  n=  15 now=   16636 end=      44325      5263     10141 U=    40.68 T=  126.8 p1= 166.4 p2=    37.5 ed=   222 8/31/2020   x1=  81. x2=  96. y1=  1.13 y2=   .76     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/27/2020        96   16636    44325    5263    10141    10   222 8/31/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .998728 cc2=  .740529 lx= 10.82932 if=  82 il=  96 4/27/2020  n=  14 now=   16636 end=      50479      5263     10141 U=    43.00 T=  131.1 p1= 203.4 p2=    33.0 ed=   232 9/10/2020   x1=  82. x2=  96. y1=  1.14 y2=   .82     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/27/2020        96   16636    -        5263    10141    10   232 9/10/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .998436 cc2=  .731174 lx= 10.87932 if=  83 il=  96 4/27/2020  n=  13 now=   16636 end=      53067      5263     10141 U=    43.55 T=  132.5 p1= 219.0 p2=    31.3 ed=   235 9/13/2020   x1=  83. x2=  96. y1=  1.14 y2=   .84     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/27/2020        96   16636    -        5263    10141    10   235 9/13/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .998105 cc2=  .720755 lx= 11.31932 if=  84 il=  96 4/27/2020  n=  12 now=   16636 end=      82398      5263     10141 U=    50.49 T=  147.1 p1= 395.3 p2=    20.2 ed=   266 10/14/2020  x1=  84. x2=  96. y1=  1.25 y2=  1.01     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/27/2020        96   16636    -        5263    10141    10   266 10/14/2020
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .997937 cc2=  .709262 lx= 11.71932 if=  85 il=  96 4/27/2020  n=  11 now=   16636 end=     122924      5263     10141 U=    57.89 T=  162.4 p1= 638.9 p2=    13.5 ed=   299 11/16/2020  x1=  85. x2=  96. y1=  1.34 y2=  1.15     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/27/2020        96   16636    -        5263    10141    10   299 11/16/2020
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .997518 cc2=  .696006 lx= 11.71932 if=  86 il=  96 4/27/2020  n=  10 now=   16636 end=     122924      5263     10141 U=    59.80 T=  164.6 p1= 638.9 p2=    13.5 ed=   305 11/22/2020  x1=  86. x2=  96. y1=  1.31 y2=  1.15     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/27/2020        96   16636    -        5263    10141    10   305 11/22/2020
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .996791 cc2=  .680563 lx= 11.71932 if=  87 il=  96 4/27/2020  n=   9 now=   16636 end=     122924      5263     10141 U=    59.98 T=  164.8 p1= 638.9 p2=    13.5 ed=   306 11/23/2020  x1=  87. x2=  96. y1=  1.30 y2=  1.15     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/27/2020        96   16636    -        5263    10141    10   306 11/23/2020
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .994773 cc2=  .641220 lx= 11.71932 if=  89 il=  96 4/27/2020  n=   7 now=   16636 end=     122924      5263     10141 U=    60.80 T=  165.8 p1= 638.9 p2=    13.5 ed=   309 11/26/2020  x1=  89. x2=  96. y1=  1.26 y2=  1.15     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/27/2020        96   16636    -        5263    10141    10   309 11/26/2020
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .996084 cc2=  .618119 lx= 11.71932 if=  90 il=  96 4/27/2020  n=   6 now=   16636 end=     122924      5263     10141 U=    58.03 T=  162.6 p1= 638.9 p2=    13.5 ed=   299 11/16/2020  x1=  90. x2=  96. y1=  1.25 y2=  1.15     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/27/2020        96   16636    -        5263    10141    10   299 11/16/2020
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .997500 cc2=  .589251 lx=  9.08932 if=  91 il=  96 4/27/2020  n=   5 now=   16636 end=       8860      5263     10141 U=    10.81 T=   88.9 p1= -46.7 p2=   187.8 ed=   114 5/15/2020   x1=  91. x2=  96. y1=  -.19 y2=  -.65     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/27/2020        96   16636     8860    5263    10141    10   114 5/15/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .997848 cc2=  .856427 lx=  9.76932 if=  48 il=  97 4/28/2020  n=  49 now=   16636 end=      17488      5496     10755 U=    24.33 T=  100.6 p1=   5.1 p2=    95.1 ed=   157 6/27/2020   x1=  48. x2=  97. y1=  2.16 y2=   .15     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    17488    5496    10755     8   157 6/27/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .998084 cc2=  .855227 lx=  9.69932 if=  49 il=  97 4/28/2020  n=  48 now=   16636 end=      16306      5496     10755 U=    23.21 T=   98.9 p1=  -2.0 p2=   102.0 ed=   153 6/23/2020   x1=  49. x2=  97. y1=  2.15 y2=   .08     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    16306    5496    10755     8   153 6/23/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .998175 cc2=  .853837 lx=  9.64932 if=  50 il=  97 4/28/2020  n=  47 now=   16636 end=      15511      5496     10755 U=    22.65 T=   97.8 p1=  -6.8 p2=   107.3 ed=   151 6/21/2020   x1=  50. x2=  97. y1=  2.11 y2=   .04     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    15511    5496    10755     8   151 6/21/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .998281 cc2=  .852416 lx=  9.59932 if=  51 il=  97 4/28/2020  n=  46 now=   16636 end=      14754      5496     10755 U=    22.25 T=   96.7 p1= -11.3 p2=   112.8 ed=   149 6/19/2020   x1=  51. x2=  97. y1=  2.06 y2=  -.01     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    14754    5496    10755     8   149 6/19/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .998496 cc2=  .851054 lx=  9.53932 if=  52 il=  97 4/28/2020  n=  45 now=   16636 end=      13895      5496     10755 U=    21.40 T=   95.4 p1= -16.5 p2=   119.7 ed=   145 6/15/2020   x1=  52. x2=  97. y1=  2.03 y2=  -.08     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    13895    5496    10755     8   145 6/15/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .998655 cc2=  .849584 lx=  9.48932 if=  53 il=  97 4/28/2020  n=  44 now=   16636 end=      13217      5496     10755 U=    20.45 T=   94.3 p1= -20.6 p2=   125.9 ed=   142 6/12/2020   x1=  53. x2=  97. y1=  2.02 y2=  -.13     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    13217    5496    10755     8   142 6/12/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .998664 cc2=  .847909 lx=  9.45932 if=  54 il=  97 4/28/2020  n=  43 now=   16636 end=      12827      5496     10755 U=    20.16 T=   93.7 p1= -22.9 p2=   129.7 ed=   141 6/11/2020   x1=  54. x2=  97. y1=  1.97 y2=  -.17     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    12827    5496    10755     8   141 6/11/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .998706 cc2=  .846208 lx=  9.42932 if=  55 il=  97 4/28/2020  n=  42 now=   16636 end=      12448      5496     10755 U=    19.84 T=   93.0 p1= -25.2 p2=   133.6 ed=   139 6/9/2020    x1=  55. x2=  97. y1=  1.92 y2=  -.20     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    12448    5496    10755     8   139 6/9/2020  
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .998789 cc2=  .844486 lx=  9.38932 if=  56 il=  97 4/28/2020  n=  41 now=   16636 end=      11960      5496     10755 U=    19.46 T=   92.1 p1= -28.1 p2=   139.1 ed=   138 6/8/2020    x1=  56. x2=  97. y1=  1.86 y2=  -.25     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    11960    5496    10755     8   138 6/8/2020  
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .998957 cc2=  .842783 lx=  9.35932 if=  57 il=  97 4/28/2020  n=  40 now=   16636 end=      11606      5496     10755 U=    18.87 T=   91.5 p1= -30.2 p2=   143.3 ed=   136 6/6/2020    x1=  57. x2=  97. y1=  1.83 y2=  -.29     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    11606    5496    10755     8   136 6/6/2020  
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .999048 cc2=  .840934 lx=  9.32932 if=  58 il=  97 4/28/2020  n=  39 now=   16636 end=      11263      5496     10755 U=    18.52 T=   90.9 p1= -32.3 p2=   147.7 ed=   134 6/4/2020    x1=  58. x2=  97. y1=  1.77 y2=  -.33     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    11263    5496    10755     8   134 6/4/2020  
AAA1     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .999184 cc2=  .839055 lx=  9.29932 if=  59 il=  97 4/28/2020  n=  38 now=   16636 end=      10930      5496     10755 U=    17.94 T=   90.3 p1= -34.3 p2=   152.2 ed=   132 6/2/2020    x1=  59. x2=  97. y1=  1.74 y2=  -.37 BEST
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .999184 cc2=  .839055 lx=  9.29432 if=  59 il=  97 4/28/2020  n=  38 now=   16636 end=      10930      5496     10755 U=    17.94 T=   90.3 p1= -34.3 p2=   152.2 ed=   132 6/2/2020    x1=  59. x2=  97. y1=  1.74 y2=  -.37 BEST
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    10930    5496    10755     8   132 6/2/2020  
AAA1     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .999247 cc2=  .837026 lx=  9.26932 if=  60 il=  97 4/28/2020  n=  37 now=   16636 end=      10607      5496     10755 U=    17.30 T=   89.7 p1= -36.2 p2=   156.8 ed=   130 5/31/2020   x1=  60. x2=  97. y1=  1.72 y2=  -.42 BEST
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .999247 cc2=  .837026 lx=  9.27132 if=  60 il=  97 4/28/2020  n=  37 now=   16636 end=      10607      5496     10755 U=    17.30 T=   89.7 p1= -36.2 p2=   156.8 ed=   130 5/31/2020   x1=  60. x2=  97. y1=  1.72 y2=  -.42 BEST
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    10607    5496    10755     8   130 5/31/2020 
AAA1     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .999219 cc2=  .834820 lx=  9.25932 if=  61 il=  97 4/28/2020  n=  36 now=   16636 end=      10502      5496     10755 U=    16.96 T=   89.6 p1= -36.9 p2=   158.4 ed=   129 5/30/2020   x1=  61. x2=  97. y1=  1.69 y2=  -.43 BEST
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .999219 cc2=  .834820 lx=  9.25832 if=  61 il=  97 4/28/2020  n=  36 now=   16636 end=      10502      5496     10755 U=    16.96 T=   89.6 p1= -36.9 p2=   158.4 ed=   129 5/30/2020   x1=  61. x2=  97. y1=  1.69 y2=  -.43 BEST
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    10502    5496    10755     8   129 5/30/2020 
AAA1     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .999153 cc2=  .832487 lx=  9.25932 if=  62 il=  97 4/28/2020  n=  35 now=   16636 end=      10502      5496     10755 U=    16.93 T=   89.6 p1= -36.9 p2=   158.4 ed=   129 5/30/2020   x1=  62. x2=  97. y1=  1.63 y2=  -.43 BEST
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .999154 cc2=  .832487 lx=  9.25532 if=  62 il=  97 4/28/2020  n=  35 now=   16636 end=      10502      5496     10755 U=    16.93 T=   89.6 p1= -36.9 p2=   158.4 ed=   129 5/30/2020   x1=  62. x2=  97. y1=  1.63 y2=  -.43 BEST
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    10502    5496    10755     8   129 5/30/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .999079 cc2=  .830049 lx=  9.24932 if=  63 il=  97 4/28/2020  n=  34 now=   16636 end=      10397      5496     10755 U=    16.64 T=   89.5 p1= -37.5 p2=   160.0 ed=   128 5/29/2020   x1=  63. x2=  97. y1=  1.59 y2=  -.45     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    10397    5496    10755     8   128 5/29/2020 
AAA1     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .999011 cc2=  .827512 lx=  9.25932 if=  64 il=  97 4/28/2020  n=  33 now=   16636 end=      10502      5496     10755 U=    16.75 T=   89.7 p1= -36.9 p2=   158.4 ed=   129 5/30/2020   x1=  64. x2=  97. y1=  1.54 y2=  -.43 BEST
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .999011 cc2=  .827512 lx=  9.26332 if=  64 il=  97 4/28/2020  n=  33 now=   16636 end=      10502      5496     10755 U=    16.75 T=   89.7 p1= -36.9 p2=   158.4 ed=   129 5/30/2020   x1=  64. x2=  97. y1=  1.54 y2=  -.43 BEST
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    10502    5496    10755     8   129 5/30/2020 
AAA1     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .998940 cc2=  .824862 lx=  9.27932 if=  65 il=  97 4/28/2020  n=  32 now=   16636 end=      10714      5496     10755 U=    17.22 T=   90.0 p1= -35.6 p2=   155.3 ed=   130 5/31/2020   x1=  65. x2=  97. y1=  1.45 y2=  -.40 BEST
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .998940 cc2=  .824862 lx=  9.27532 if=  65 il=  97 4/28/2020  n=  32 now=   16636 end=      10714      5496     10755 U=    17.22 T=   90.0 p1= -35.6 p2=   155.3 ed=   130 5/31/2020   x1=  65. x2=  97. y1=  1.45 y2=  -.40 BEST
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    10714    5496    10755     8   130 5/31/2020 
AAA1     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .998839 cc2=  .822062 lx=  9.26932 if=  66 il=  97 4/28/2020  n=  31 now=   16636 end=      10607      5496     10755 U=    17.19 T=   89.8 p1= -36.2 p2=   156.8 ed=   130 5/31/2020   x1=  66. x2=  97. y1=  1.38 y2=  -.42 BEST
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .998839 cc2=  .822062 lx=  9.27232 if=  66 il=  97 4/28/2020  n=  31 now=   16636 end=      10607      5496     10755 U=    17.19 T=   89.8 p1= -36.2 p2=   156.8 ed=   130 5/31/2020   x1=  66. x2=  97. y1=  1.38 y2=  -.42 BEST
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    10607    5496    10755     8   130 5/31/2020 
AAA1     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .998742 cc2=  .819137 lx=  9.25932 if=  67 il=  97 4/28/2020  n=  30 now=   16636 end=      10502      5496     10755 U=    17.08 T=   89.6 p1= -36.9 p2=   158.4 ed=   129 5/30/2020   x1=  67. x2=  97. y1=  1.32 y2=  -.43 BEST
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .998742 cc2=  .819137 lx=  9.26132 if=  67 il=  97 4/28/2020  n=  30 now=   16636 end=      10502      5496     10755 U=    17.08 T=   89.6 p1= -36.9 p2=   158.4 ed=   129 5/30/2020   x1=  67. x2=  97. y1=  1.32 y2=  -.43 BEST
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    10502    5496    10755     8   129 5/30/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .998650 cc2=  .816076 lx=  9.24932 if=  68 il=  97 4/28/2020  n=  29 now=   16636 end=      10397      5496     10755 U=    16.85 T=   89.4 p1= -37.5 p2=   160.0 ed=   129 5/30/2020   x1=  68. x2=  97. y1=  1.27 y2=  -.45     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    10397    5496    10755     8   129 5/30/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .998528 cc2=  .812833 lx=  9.23932 if=  69 il=  97 4/28/2020  n=  28 now=   16636 end=      10294      5496     10755 U=    16.55 T=   89.3 p1= -38.1 p2=   161.6 ed=   128 5/29/2020   x1=  69. x2=  97. y1=  1.23 y2=  -.47     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    10294    5496    10755     8   128 5/29/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .998365 cc2=  .809383 lx=  9.22932 if=  70 il=  97 4/28/2020  n=  27 now=   16636 end=      10191      5496     10755 U=    16.32 T=   89.1 p1= -38.7 p2=   163.2 ed=   127 5/28/2020   x1=  70. x2=  97. y1=  1.17 y2=  -.48     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    10191    5496    10755     8   127 5/28/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .998180 cc2=  .805729 lx=  9.23932 if=  71 il=  97 4/28/2020  n=  26 now=   16636 end=      10294      5496     10755 U=    16.34 T=   89.4 p1= -38.1 p2=   161.6 ed=   127 5/28/2020   x1=  71. x2=  97. y1=  1.13 y2=  -.47     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    10294    5496    10755     8   127 5/28/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .997991 cc2=  .801875 lx=  9.24932 if=  72 il=  97 4/28/2020  n=  25 now=   16636 end=      10397      5496     10755 U=    16.44 T=   89.6 p1= -37.5 p2=   160.0 ed=   128 5/29/2020   x1=  72. x2=  97. y1=  1.07 y2=  -.45     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    10397    5496    10755     8   128 5/29/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .997712 cc2=  .793588 lx=  9.31932 if=  74 il=  97 4/28/2020  n=  23 now=   16636 end=      11151      5496     10755 U=    17.40 T=   91.0 p1= -33.0 p2=   149.2 ed=   132 6/2/2020    x1=  74. x2=  97. y1=   .98 y2=  -.35     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    11151    5496    10755     8   132 6/2/2020  
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .997626 cc2=  .789111 lx=  9.37932 if=  75 il=  97 4/28/2020  n=  22 now=   16636 end=      11841      5496     10755 U=    18.27 T=   92.2 p1= -28.8 p2=   140.5 ed=   135 6/5/2020    x1=  75. x2=  97. y1=   .94 y2=  -.26     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    11841    5496    10755     8   135 6/5/2020  
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .997674 cc2=  .784473 lx=  9.46932 if=  76 il=  97 4/28/2020  n=  21 now=   16636 end=      12956      5496     10755 U=    19.33 T=   94.0 p1= -22.1 p2=   128.4 ed=   139 6/9/2020    x1=  76. x2=  97. y1=   .93 y2=  -.15     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    12956    5496    10755     8   139 6/9/2020  
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .998750 cc2=  .780532 lx=  9.79932 if=  77 il=  97 4/28/2020  n=  20 now=   16636 end=      18021      5496     10755 U=    25.26 T=  101.3 p1=   8.3 p2=    92.3 ed=   160 6/30/2020   x1=  77. x2=  97. y1=   .96 y2=   .17     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    18021    5496    10755     8   160 6/30/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .998916 cc2=  .775309 lx= 10.02932 if=  78 il=  97 4/28/2020  n=  19 now=   16636 end=      22681      5496     10755 U=    28.96 T=  107.1 p1=  36.3 p2=    73.3 ed=   175 7/15/2020   x1=  78. x2=  97. y1=  1.01 y2=   .35     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    22681    5496    10755     8   175 7/15/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .999277 cc2=  .769861 lx= 10.50932 if=  79 il=  97 4/28/2020  n=  18 now=   16636 end=      36655      5496     10755 U=    37.63 T=  121.1 p1= 120.3 p2=    45.4 ed=   209 8/18/2020   x1=  79. x2=  97. y1=  1.12 y2=   .64     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    36655    5496    10755     8   209 8/18/2020 
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .999225 cc2=  .763522 lx= 10.75932 if=  80 il=  97 4/28/2020  n=  17 now=   16636 end=      47066      5496     10755 U=    42.70 T=  129.6 p1= 182.9 p2=    35.3 ed=   230 9/8/2020    x1=  80. x2=  97. y1=  1.16 y2=   .76     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    47066    5496    10755     8   230 9/8/2020  
AAA2     1 US_Maryland_Prince_Georges_Prince_George_s Confirmed cc1=  .999111 cc2=  .756575 lx= 10.59932 if=  81 il=  97 4/28/2020  n=  16 now=   16636 end=      40107      5496     10755 U=    39.47 T=  124.1 p1= 141.1 p2=    41.5 ed=   217 8/26/2020   x1=  81. x2=  97. y1=  1.09 y2=   .69     
GP: Confirmed US_Maryland_Prince_Georges_Prince_George_s 4/28/2020        97   16636    40107    5496    10755     8   217 8/26/2020 
