TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        3174.00000        8.06275
TAB:  US_Virginia_Loudoun Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .997046 cc2=  .825547 lx=  6.74975 if=  62 il=  95 4/26/2020  n=  33 now=    3174 end=        856       596       879 U=    13.95 T=   80.8 p1= -73.0 p2=   370.8 ed=   113 5/14/2020   x1=  62. x2=  95. y1=  1.35 y2= -1.01 BEST
GP: Confirmed US_Virginia_Loudoun 4/26/2020        95    3174      856     596      879    15   113 5/14/2020 
AAA1     1 US_Virginia_Loudoun Confirmed cc1=  .996831 cc2=  .822753 lx=  6.76275 if=  63 il=  95 4/26/2020  n=  32 now=    3174 end=        865       596       879 U=    13.83 T=   81.3 p1= -72.7 p2=   366.9 ed=   113 5/14/2020   x1=  63. x2=  95. y1=  1.33 y2=  -.99 BEST
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .996831 cc2=  .822753 lx=  6.75875 if=  63 il=  95 4/26/2020  n=  32 now=    3174 end=        865       596       879 U=    13.83 T=   81.3 p1= -72.7 p2=   366.9 ed=   113 5/14/2020   x1=  63. x2=  95. y1=  1.33 y2=  -.99 BEST
GP: Confirmed US_Virginia_Loudoun 4/26/2020        95    3174      865     596      879    15   113 5/14/2020 
AAA1     1 US_Virginia_Loudoun Confirmed cc1=  .996892 cc2=  .820115 lx=  6.78275 if=  64 il=  95 4/26/2020  n=  31 now=    3174 end=        882       596       879 U=    14.26 T=   81.7 p1= -72.2 p2=   359.9 ed=   115 5/16/2020   x1=  64. x2=  95. y1=  1.24 y2=  -.94 BEST
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .996892 cc2=  .820115 lx=  6.78475 if=  64 il=  95 4/26/2020  n=  31 now=    3174 end=        882       596       879 U=    14.26 T=   81.7 p1= -72.2 p2=   359.9 ed=   115 5/16/2020   x1=  64. x2=  95. y1=  1.24 y2=  -.94 BEST
GP: Confirmed US_Virginia_Loudoun 4/26/2020        95    3174      882     596      879    15   115 5/16/2020 
AAA1     1 US_Virginia_Loudoun Confirmed cc1=  .996914 cc2=  .817309 lx=  6.81275 if=  65 il=  95 4/26/2020  n=  30 now=    3174 end=        909       596       879 U=    15.17 T=   81.9 p1= -71.4 p2=   349.2 ed=   117 5/18/2020   x1=  65. x2=  95. y1=  1.12 y2=  -.86 BEST
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .996914 cc2=  .817309 lx=  6.81175 if=  65 il=  95 4/26/2020  n=  30 now=    3174 end=        909       596       879 U=    15.17 T=   81.9 p1= -71.4 p2=   349.2 ed=   117 5/18/2020   x1=  65. x2=  95. y1=  1.12 y2=  -.86 BEST
GP: Confirmed US_Virginia_Loudoun 4/26/2020        95    3174      909     596      879    15   117 5/18/2020 
AAA1     1 US_Virginia_Loudoun Confirmed cc1=  .996623 cc2=  .814049 lx=  6.82275 if=  66 il=  95 4/26/2020  n=  29 now=    3174 end=        918       596       879 U=    15.43 T=   82.1 p1= -71.1 p2=   345.8 ed=   118 5/19/2020   x1=  66. x2=  95. y1=  1.04 y2=  -.84 BEST
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .996624 cc2=  .814049 lx=  6.81975 if=  66 il=  95 4/26/2020  n=  29 now=    3174 end=        918       596       879 U=    15.43 T=   82.1 p1= -71.1 p2=   345.8 ed=   118 5/19/2020   x1=  66. x2=  95. y1=  1.04 y2=  -.84 BEST
GP: Confirmed US_Virginia_Loudoun 4/26/2020        95    3174      918     596      879    15   118 5/19/2020 
AAA1     1 US_Virginia_Loudoun Confirmed cc1=  .996267 cc2=  .810572 lx=  6.82275 if=  67 il=  95 4/26/2020  n=  28 now=    3174 end=        918       596       879 U=    15.25 T=   82.2 p1= -71.1 p2=   345.8 ed=   118 5/19/2020   x1=  67. x2=  95. y1=  1.00 y2=  -.84 BEST
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .996267 cc2=  .810572 lx=  6.82275 if=  67 il=  95 4/26/2020  n=  28 now=    3174 end=        918       596       879 U=    15.25 T=   82.2 p1= -71.1 p2=   345.8 ed=   118 5/19/2020   x1=  67. x2=  95. y1=  1.00 y2=  -.84 BEST
GP: Confirmed US_Virginia_Loudoun 4/26/2020        95    3174      918     596      879    15   118 5/19/2020 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .996330 cc2=  .800214 lx=  6.94275 if=  70 il=  95 4/26/2020  n=  25 now=    3174 end=       1035       596       879 U=    17.59 T=   84.6 p1= -67.4 p2=   306.7 ed=   126 5/27/2020   x1=  70. x2=  95. y1=   .83 y2=  -.59     
GP: Confirmed US_Virginia_Loudoun 4/26/2020        95    3174     1035     596      879    15   126 5/27/2020 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .995991 cc2=  .795991 lx=  6.96275 if=  71 il=  95 4/26/2020  n=  24 now=    3174 end=       1056       596       879 U=    18.03 T=   84.9 p1= -66.7 p2=   300.6 ed=   127 5/28/2020   x1=  71. x2=  95. y1=   .77 y2=  -.56     
GP: Confirmed US_Virginia_Loudoun 4/26/2020        95    3174     1056     596      879    15   127 5/28/2020 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .995570 cc2=  .791445 lx=  6.99275 if=  72 il=  95 4/26/2020  n=  23 now=    3174 end=       1088       596       879 U=    18.25 T=   85.8 p1= -65.7 p2=   291.7 ed=   128 5/29/2020   x1=  72. x2=  95. y1=   .75 y2=  -.51     
GP: Confirmed US_Virginia_Loudoun 4/26/2020        95    3174     1088     596      879    15   128 5/29/2020 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .995531 cc2=  .787017 lx=  7.07275 if=  73 il=  95 4/26/2020  n=  22 now=    3174 end=       1179       596       879 U=    19.90 T=   87.4 p1= -62.9 p2=   269.2 ed=   134 6/4/2020    x1=  73. x2=  95. y1=   .72 y2=  -.38     
GP: Confirmed US_Virginia_Loudoun 4/26/2020        95    3174     1179     596      879    15   134 6/4/2020  
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .995448 cc2=  .782247 lx=  7.16275 if=  74 il=  95 4/26/2020  n=  21 now=    3174 end=       1290       596       879 U=    21.57 T=   89.4 p1= -59.4 p2=   246.0 ed=   140 6/10/2020   x1=  74. x2=  95. y1=   .72 y2=  -.26     
GP: Confirmed US_Virginia_Loudoun 4/26/2020        95    3174     1290     596      879    15   140 6/10/2020 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .995722 cc2=  .777504 lx=  7.34275 if=  75 il=  95 4/26/2020  n=  20 now=    3174 end=       1544       596       879 U=    25.20 T=   93.8 p1= -51.4 p2=   205.6 ed=   153 6/23/2020   x1=  75. x2=  95. y1=   .74 y2=  -.05     
GP: Confirmed US_Virginia_Loudoun 4/26/2020        95    3174     1544     596      879    15   153 6/23/2020 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .997269 cc2=  .767853 lx=  8.61275 if=  77 il=  95 4/26/2020  n=  18 now=    3174 end=       5501       596       879 U=    52.06 T=  136.6 p1=  73.3 p2=    57.7 ed=   259 10/7/2020   x1=  77. x2=  95. y1=  1.14 y2=   .80     
GP: Confirmed US_Virginia_Loudoun 4/26/2020        95    3174     5501     596      879    15   259 10/7/2020 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .997380 cc2=  .761677 lx=  9.99275 if=  78 il=  95 4/26/2020  n=  17 now=    3174 end=      21867       596       879 U=    81.35 T=  199.3 p1= 588.9 p2=    14.5 ed=   391 2/16/2021   x1=  78. x2=  95. y1=  1.49 y2=  1.28     
GP: Confirmed US_Virginia_Loudoun 4/26/2020        95    3174    -         596      879    15   391 2/16/2021 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .997194 cc2=  .754659 lx= 10.06275 if=  79 il=  95 4/26/2020  n=  16 now=    3174 end=      23452       596       879 U=    83.36 T=  203.4 p1= 638.9 p2=    13.5 ed=   400 2/25/2021   x1=  79. x2=  95. y1=  1.49 y2=  1.30     
GP: Confirmed US_Virginia_Loudoun 4/26/2020        95    3174    -         596      879    15   400 2/25/2021 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .996905 cc2=  .746905 lx= 10.06275 if=  80 il=  95 4/26/2020  n=  15 now=    3174 end=      23452       596       879 U=    85.99 T=  206.9 p1= 638.9 p2=    13.5 ed=   409 3/6/2021    x1=  80. x2=  95. y1=  1.48 y2=  1.30     
GP: Confirmed US_Virginia_Loudoun 4/26/2020        95    3174    -         596      879    15   409 3/6/2021  
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .996254 cc2=  .738055 lx= 10.06275 if=  81 il=  95 4/26/2020  n=  14 now=    3174 end=      23452       596       879 U=    85.08 T=  205.7 p1= 638.9 p2=    13.5 ed=   406 3/3/2021    x1=  81. x2=  95. y1=  1.47 y2=  1.30     
GP: Confirmed US_Virginia_Loudoun 4/26/2020        95    3174    -         596      879    15   406 3/3/2021  
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .992856 cc2=  .704181 lx= 10.06275 if=  84 il=  95 4/26/2020  n=  11 now=    3174 end=      23452       596       879 U=    88.70 T=  210.4 p1= 638.9 p2=    13.5 ed=   419 3/16/2021   x1=  84. x2=  95. y1=  1.42 y2=  1.30     
GP: Confirmed US_Virginia_Loudoun 4/26/2020        95    3174    -         596      879    15   419 3/16/2021 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .993230 cc2=  .691718 lx= 10.06275 if=  85 il=  95 4/26/2020  n=  10 now=    3174 end=      23452       596       879 U=    85.56 T=  206.3 p1= 638.9 p2=    13.5 ed=   408 3/5/2021    x1=  85. x2=  95. y1=  1.42 y2=  1.30     
GP: Confirmed US_Virginia_Loudoun 4/26/2020        95    3174    -         596      879    15   408 3/5/2021  
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .992849 cc2=  .676621 lx= 10.06275 if=  86 il=  95 4/26/2020  n=   9 now=    3174 end=      23452       596       879 U=    80.05 T=  199.1 p1= 638.9 p2=    13.5 ed=   388 2/13/2021   x1=  86. x2=  95. y1=  1.41 y2=  1.30     
GP: Confirmed US_Virginia_Loudoun 4/26/2020        95    3174    -         596      879    15   388 2/13/2021 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .990163 cc2=  .656830 lx= 10.06275 if=  87 il=  95 4/26/2020  n=   8 now=    3174 end=      23452       596       879 U=    84.04 T=  204.3 p1= 638.9 p2=    13.5 ed=   402 2/27/2021   x1=  87. x2=  95. y1=  1.40 y2=  1.30     
GP: Confirmed US_Virginia_Loudoun 4/26/2020        95    3174    -         596      879    15   402 2/27/2021 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .987268 cc2=  .609303 lx= 10.06275 if=  89 il=  95 4/26/2020  n=   6 now=    3174 end=      23452       596       879 U=    78.97 T=  197.7 p1= 638.9 p2=    13.5 ed=   384 2/9/2021    x1=  89. x2=  95. y1=  1.38 y2=  1.30     
GP: Confirmed US_Virginia_Loudoun 4/26/2020        95    3174    -         596      879    15   384 2/9/2021  
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .986512 cc2=  .578263 lx= 10.06275 if=  90 il=  95 4/26/2020  n=   5 now=    3174 end=      23452       596       879 U=    78.42 T=  197.0 p1= 638.9 p2=    13.5 ed=   382 2/7/2021    x1=  90. x2=  95. y1=  1.36 y2=  1.30     
GP: Confirmed US_Virginia_Loudoun 4/26/2020        95    3174    -         596      879    15   382 2/7/2021  
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .996262 cc2=  .853405 lx=  7.03275 if=  48 il=  96 4/27/2020  n=  48 now=    3174 end=       1133       628       996 U=    19.37 T=   85.8 p1= -64.3 p2=   280.1 ed=   131 6/1/2020    x1=  48. x2=  96. y1=  1.95 y2=  -.53     
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174     1133     628      996     9   131 6/1/2020  
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .996215 cc2=  .851878 lx=  7.00275 if=  49 il=  96 4/27/2020  n=  47 now=    3174 end=       1099       628       996 U=    18.61 T=   85.2 p1= -65.4 p2=   288.8 ed=   129 5/30/2020   x1=  49. x2=  96. y1=  1.95 y2=  -.58     
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174     1099     628      996     9   129 5/30/2020 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .996034 cc2=  .850169 lx=  6.99275 if=  50 il=  96 4/27/2020  n=  46 now=    3174 end=       1088       628       996 U=    18.87 T=   84.7 p1= -65.7 p2=   291.7 ed=   129 5/30/2020   x1=  50. x2=  96. y1=  1.84 y2=  -.60     
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174     1088     628      996     9   129 5/30/2020 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .996066 cc2=  .848624 lx=  6.96275 if=  51 il=  96 4/27/2020  n=  45 now=    3174 end=       1056       628       996 U=    18.58 T=   83.9 p1= -66.7 p2=   300.6 ed=   127 5/28/2020   x1=  51. x2=  96. y1=  1.77 y2=  -.65     
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174     1056     628      996     9   127 5/28/2020 
AAA1     1 US_Virginia_Loudoun Confirmed cc1=  .996268 cc2=  .847197 lx=  6.93275 if=  52 il=  96 4/27/2020  n=  44 now=    3174 end=       1025       628       996 U=    18.45 T=   82.8 p1= -67.7 p2=   309.7 ed=   126 5/27/2020   x1=  52. x2=  96. y1=  1.67 y2=  -.71 BEST
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .996268 cc2=  .847197 lx=  6.93575 if=  52 il=  96 4/27/2020  n=  44 now=    3174 end=       1025       628       996 U=    18.45 T=   82.8 p1= -67.7 p2=   309.7 ed=   126 5/27/2020   x1=  52. x2=  96. y1=  1.67 y2=  -.71 BEST
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174     1025     628      996     9   126 5/27/2020 
AAA1     1 US_Virginia_Loudoun Confirmed cc1=  .996925 cc2=  .846169 lx=  6.90275 if=  53 il=  96 4/27/2020  n=  43 now=    3174 end=        995       628       996 U=    17.60 T=   82.3 p1= -68.7 p2=   319.0 ed=   123 5/24/2020   x1=  53. x2=  96. y1=  1.67 y2=  -.78 BEST
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .996925 cc2=  .846169 lx=  6.90575 if=  53 il=  96 4/27/2020  n=  43 now=    3174 end=        995       628       996 U=    17.60 T=   82.3 p1= -68.7 p2=   319.0 ed=   123 5/24/2020   x1=  53. x2=  96. y1=  1.67 y2=  -.78 BEST
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174      995     628      996     9   123 5/24/2020 
AAA1     1 US_Virginia_Loudoun Confirmed cc1=  .997353 cc2=  .844854 lx=  6.88275 if=  54 il=  96 4/27/2020  n=  42 now=    3174 end=        975       628       996 U=    16.91 T=   82.1 p1= -69.3 p2=   325.5 ed=   122 5/23/2020   x1=  54. x2=  96. y1=  1.66 y2=  -.82 BEST
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .997353 cc2=  .844854 lx=  6.88075 if=  54 il=  96 4/27/2020  n=  42 now=    3174 end=        975       628       996 U=    16.91 T=   82.1 p1= -69.3 p2=   325.5 ed=   122 5/23/2020   x1=  54. x2=  96. y1=  1.66 y2=  -.82 BEST
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174      975     628      996     9   122 5/23/2020 
AAA1     1 US_Virginia_Loudoun Confirmed cc1=  .997552 cc2=  .843248 lx=  6.86275 if=  55 il=  96 4/27/2020  n=  41 now=    3174 end=        955       628       996 U=    16.23 T=   81.9 p1= -69.9 p2=   332.4 ed=   120 5/21/2020   x1=  55. x2=  96. y1=  1.66 y2=  -.87 BEST
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .997552 cc2=  .843248 lx=  6.86075 if=  55 il=  96 4/27/2020  n=  41 now=    3174 end=        955       628       996 U=    16.23 T=   81.9 p1= -69.9 p2=   332.4 ed=   120 5/21/2020   x1=  55. x2=  96. y1=  1.66 y2=  -.87 BEST
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174      955     628      996     9   120 5/21/2020 
AAA1     1 US_Virginia_Loudoun Confirmed cc1=  .997541 cc2=  .841368 lx=  6.85275 if=  56 il=  96 4/27/2020  n=  40 now=    3174 end=        946       628       996 U=    15.70 T=   82.0 p1= -70.2 p2=   335.5 ed=   119 5/20/2020   x1=  56. x2=  96. y1=  1.66 y2=  -.89 BEST
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .997542 cc2=  .841368 lx=  6.84775 if=  56 il=  96 4/27/2020  n=  40 now=    3174 end=        946       628       996 U=    15.70 T=   82.0 p1= -70.2 p2=   335.5 ed=   119 5/20/2020   x1=  56. x2=  96. y1=  1.66 y2=  -.89 BEST
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174      946     628      996     9   119 5/20/2020 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .997381 cc2=  .839267 lx=  6.84275 if=  57 il=  96 4/27/2020  n=  39 now=    3174 end=        937       628       996 U=    15.17 T=   82.1 p1= -70.5 p2=   338.7 ed=   117 5/18/2020   x1=  57. x2=  96. y1=  1.66 y2=  -.92     
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174      937     628      996     9   117 5/18/2020 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .997194 cc2=  .837065 lx=  6.84275 if=  58 il=  96 4/27/2020  n=  38 now=    3174 end=        937       628       996 U=    15.50 T=   81.8 p1= -70.5 p2=   338.7 ed=   118 5/19/2020   x1=  58. x2=  96. y1=  1.54 y2=  -.92     
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174      937     628      996     9   118 5/19/2020 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .996990 cc2=  .834769 lx=  6.84275 if=  59 il=  96 4/27/2020  n=  37 now=    3174 end=        937       628       996 U=    15.73 T=   81.6 p1= -70.5 p2=   338.7 ed=   118 5/19/2020   x1=  59. x2=  96. y1=  1.44 y2=  -.92     
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174      937     628      996     9   118 5/19/2020 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .996906 cc2=  .832507 lx=  6.83275 if=  60 il=  96 4/27/2020  n=  36 now=    3174 end=        927       628       996 U=    15.27 T=   81.6 p1= -70.8 p2=   342.4 ed=   117 5/18/2020   x1=  60. x2=  96. y1=  1.42 y2=  -.94     
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174      927     628      996     9   117 5/18/2020 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .996683 cc2=  .830016 lx=  6.82275 if=  61 il=  96 4/27/2020  n=  35 now=    3174 end=        918       628       996 U=    14.70 T=   81.8 p1= -71.1 p2=   345.8 ed=   116 5/17/2020   x1=  61. x2=  96. y1=  1.41 y2=  -.97     
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174      918     628      996     9   116 5/17/2020 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .996413 cc2=  .827383 lx=  6.83275 if=  62 il=  96 4/27/2020  n=  34 now=    3174 end=        927       628       996 U=    14.70 T=   82.2 p1= -70.8 p2=   342.4 ed=   116 5/17/2020   x1=  62. x2=  96. y1=  1.37 y2=  -.94     
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174      927     628      996     9   116 5/17/2020 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .996190 cc2=  .824691 lx=  6.84275 if=  63 il=  96 4/27/2020  n=  33 now=    3174 end=        937       628       996 U=    14.58 T=   82.6 p1= -70.5 p2=   338.7 ed=   117 5/18/2020   x1=  63. x2=  96. y1=  1.35 y2=  -.92     
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174      937     628      996     9   117 5/18/2020 
AAA1     1 US_Virginia_Loudoun Confirmed cc1=  .996287 cc2=  .822209 lx=  6.87275 if=  64 il=  96 4/27/2020  n=  32 now=    3174 end=        965       628       996 U=    15.18 T=   83.2 p1= -69.6 p2=   328.9 ed=   119 5/20/2020   x1=  64. x2=  96. y1=  1.26 y2=  -.84 BEST
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .996287 cc2=  .822209 lx=  6.87175 if=  64 il=  96 4/27/2020  n=  32 now=    3174 end=        965       628       996 U=    15.18 T=   83.2 p1= -69.6 p2=   328.9 ed=   119 5/20/2020   x1=  64. x2=  96. y1=  1.26 y2=  -.84 BEST
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174      965     628      996     9   119 5/20/2020 
AAA1     1 US_Virginia_Loudoun Confirmed cc1=  .996346 cc2=  .819569 lx=  6.90275 if=  65 il=  96 4/27/2020  n=  31 now=    3174 end=        995       628       996 U=    16.14 T=   83.5 p1= -68.7 p2=   319.0 ed=   121 5/22/2020   x1=  65. x2=  96. y1=  1.14 y2=  -.78 BEST
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .996346 cc2=  .819569 lx=  6.90475 if=  65 il=  96 4/27/2020  n=  31 now=    3174 end=        995       628       996 U=    16.14 T=   83.5 p1= -68.7 p2=   319.0 ed=   121 5/22/2020   x1=  65. x2=  96. y1=  1.14 y2=  -.78 BEST
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174      995     628      996     9   121 5/22/2020 
AAA1     1 US_Virginia_Loudoun Confirmed cc1=  .996040 cc2=  .816434 lx=  6.91275 if=  66 il=  96 4/27/2020  n=  30 now=    3174 end=       1005       628       996 U=    16.42 T=   83.6 p1= -68.3 p2=   315.8 ed=   122 5/23/2020   x1=  66. x2=  96. y1=  1.07 y2=  -.75 BEST
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .996040 cc2=  .816434 lx=  6.91675 if=  66 il=  96 4/27/2020  n=  30 now=    3174 end=       1005       628       996 U=    16.42 T=   83.6 p1= -68.3 p2=   315.8 ed=   122 5/23/2020   x1=  66. x2=  96. y1=  1.07 y2=  -.75 BEST
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174     1005     628      996     9   122 5/23/2020 
AAA1     1 US_Virginia_Loudoun Confirmed cc1=  .995654 cc2=  .813079 lx=  6.92275 if=  67 il=  96 4/27/2020  n=  29 now=    3174 end=       1015       628       996 U=    16.41 T=   84.0 p1= -68.0 p2=   312.7 ed=   122 5/23/2020   x1=  67. x2=  96. y1=  1.03 y2=  -.73 BEST
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .995654 cc2=  .813079 lx=  6.92375 if=  67 il=  96 4/27/2020  n=  29 now=    3174 end=       1015       628       996 U=    16.41 T=   84.0 p1= -68.0 p2=   312.7 ed=   122 5/23/2020   x1=  67. x2=  96. y1=  1.03 y2=  -.73 BEST
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174     1015     628      996     9   122 5/23/2020 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .995838 cc2=  .803388 lx=  7.07275 if=  70 il=  96 4/27/2020  n=  26 now=    3174 end=       1179       628       996 U=    19.33 T=   87.1 p1= -62.9 p2=   269.2 ed=   132 6/2/2020    x1=  70. x2=  96. y1=   .88 y2=  -.46     
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174     1179     628      996     9   132 6/2/2020  
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .995517 cc2=  .799401 lx=  7.11275 if=  71 il=  96 4/27/2020  n=  25 now=    3174 end=       1227       628       996 U=    20.15 T=   87.9 p1= -61.3 p2=   258.7 ed=   135 6/5/2020    x1=  71. x2=  96. y1=   .84 y2=  -.40     
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174     1227     628      996     9   135 6/5/2020  
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .995111 cc2=  .795111 lx=  7.15275 if=  72 il=  96 4/27/2020  n=  24 now=    3174 end=       1277       628       996 U=    20.54 T=   89.0 p1= -59.8 p2=   248.6 ed=   137 6/7/2020    x1=  72. x2=  96. y1=   .83 y2=  -.34     
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174     1277     628      996     9   137 6/7/2020  
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .995143 cc2=  .791019 lx=  7.25275 if=  73 il=  96 4/27/2020  n=  23 now=    3174 end=       1411       628       996 U=    22.60 T=   91.2 p1= -55.5 p2=   224.9 ed=   144 6/14/2020   x1=  73. x2=  96. y1=   .81 y2=  -.21     
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174     1411     628      996     9   144 6/14/2020 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .995134 cc2=  .786619 lx=  7.38275 if=  74 il=  96 4/27/2020  n=  22 now=    3174 end=       1608       628       996 U=    25.03 T=   94.5 p1= -49.3 p2=   197.4 ed=   153 6/23/2020   x1=  74. x2=  96. y1=   .82 y2=  -.06     
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174     1608     628      996     9   153 6/23/2020 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .995502 cc2=  .782302 lx=  7.63275 if=  75 il=  96 4/27/2020  n=  21 now=    3174 end=       2064       628       996 U=    30.01 T=  101.2 p1= -35.0 p2=   153.8 ed=   172 7/12/2020   x1=  75. x2=  96. y1=   .87 y2=   .17     
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174     2064     628      996     9   172 7/12/2020 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .997236 cc2=  .773629 lx=  9.74275 if=  77 il=  96 4/27/2020  n=  19 now=    3174 end=      17030       628       996 U=    73.72 T=  184.0 p1= 436.5 p2=    18.6 ed=   357 1/13/2021   x1=  77. x2=  96. y1=  1.45 y2=  1.19     
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174    -         628      996     9   357 1/13/2021 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .997317 cc2=  .767902 lx= 10.06275 if=  78 il=  96 4/27/2020  n=  18 now=    3174 end=      23452       628       996 U=    81.92 T=  201.4 p1= 638.9 p2=    13.5 ed=   394 2/19/2021   x1=  78. x2=  96. y1=  1.51 y2=  1.29     
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174    -         628      996     9   394 2/19/2021 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .997007 cc2=  .761305 lx= 10.06275 if=  79 il=  96 4/27/2020  n=  17 now=    3174 end=      23452       628       996 U=    82.41 T=  202.0 p1= 638.9 p2=    13.5 ed=   396 2/21/2021   x1=  79. x2=  96. y1=  1.49 y2=  1.29     
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174    -         628      996     9   396 2/21/2021 
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .996566 cc2=  .754030 lx= 10.06275 if=  80 il=  96 4/27/2020  n=  16 now=    3174 end=      23452       628       996 U=    84.76 T=  205.0 p1= 638.9 p2=    13.5 ed=   405 3/2/2021    x1=  80. x2=  96. y1=  1.48 y2=  1.29     
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174    -         628      996     9   405 3/2/2021  
AAA2     1 US_Virginia_Loudoun Confirmed cc1=  .995938 cc2=  .745938 lx= 10.06275 if=  81 il=  96 4/27/2020  n=  15 now=    3174 end=      23452       628       996 U=    83.85 T=  203.9 p1= 638.9 p2=    13.5 ed=   401 2/26/2021   x1=  81. x2=  96. y1=  1.47 y2=  1.29     
GP: Confirmed US_Virginia_Loudoun 4/27/2020        96    3174    -         628      996     9   401 2/26/2021 
