TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        6605.00000        8.79558
TAB:  US_New_Jersey_Morris Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .997930 cc2=  .805480 lx=  8.69558 if=  69 il=  95 4/26/2020  n=  26 now=    6605 end=       5976      4976      6049 U=    10.97 T=   76.4 p1=  -9.5 p2=   110.5 ed=   102 5/3/2020    x1=  69. x2=  95. y1=   .67 y2= -1.70     
GP: Confirmed US_New_Jersey_Morris 4/26/2020        95    6605     5976    4976     6049    10   102 5/3/2020  
AAA1     1 US_New_Jersey_Morris Confirmed cc1=  .997713 cc2=  .801596 lx=  8.70558 if=  70 il=  95 4/26/2020  n=  25 now=    6605 end=       6036      4976      6049 U=    11.05 T=   76.8 p1=  -8.6 p2=   109.4 ed=   102 5/3/2020    x1=  70. x2=  95. y1=   .62 y2= -1.64 BEST
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .997714 cc2=  .801596 lx=  8.70258 if=  70 il=  95 4/26/2020  n=  25 now=    6605 end=       6036      4976      6049 U=    11.05 T=   76.8 p1=  -8.6 p2=   109.4 ed=   102 5/3/2020    x1=  70. x2=  95. y1=   .62 y2= -1.64 BEST
GP: Confirmed US_New_Jersey_Morris 4/26/2020        95    6605     6036    4976     6049    10   102 5/3/2020  
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .997644 cc2=  .797644 lx=  8.71558 if=  71 il=  95 4/26/2020  n=  24 now=    6605 end=       6097      4976      6049 U=    11.21 T=   77.1 p1=  -7.7 p2=   108.3 ed=   103 5/4/2020    x1=  71. x2=  95. y1=   .55 y2= -1.59     
GP: Confirmed US_New_Jersey_Morris 4/26/2020        95    6605     6097    4976     6049    10   103 5/4/2020  
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .998281 cc2=  .789767 lx=  8.77558 if=  73 il=  95 4/26/2020  n=  22 now=    6605 end=       6474      4976      6049 U=    13.24 T=   77.3 p1=  -2.0 p2=   102.0 ed=   108 5/9/2020    x1=  73. x2=  95. y1=   .33 y2= -1.33     
GP: Confirmed US_New_Jersey_Morris 4/26/2020        95    6605     6474    4976     6049    10   108 5/9/2020  
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .998173 cc2=  .784972 lx=  8.78558 if=  74 il=  95 4/26/2020  n=  21 now=    6605 end=       6539      4976      6049 U=    13.53 T=   77.4 p1=  -1.0 p2=   101.0 ed=   109 5/10/2020   x1=  74. x2=  95. y1=   .25 y2= -1.30     
GP: Confirmed US_New_Jersey_Morris 4/26/2020        95    6605     6539    4976     6049    10   109 5/10/2020 
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .998111 cc2=  .779893 lx=  8.81558 if=  75 il=  95 4/26/2020  n=  20 now=    6605 end=       6738      4976      6049 U=    14.22 T=   78.0 p1=   2.0 p2=    98.0 ed=   111 5/12/2020   x1=  75. x2=  95. y1=   .21 y2= -1.19     
GP: Confirmed US_New_Jersey_Morris 4/26/2020        95    6605     6738    4976     6049    10   111 5/12/2020 
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .998466 cc2=  .774860 lx=  8.87558 if=  76 il=  95 4/26/2020  n=  19 now=    6605 end=       7155      4976      6049 U=    16.34 T=   78.5 p1=   8.3 p2=    92.3 ed=   117 5/18/2020   x1=  76. x2=  95. y1=   .15 y2= -1.01     
GP: Confirmed US_New_Jersey_Morris 4/26/2020        95    6605     7155    4976     6049    10   117 5/18/2020 
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .998389 cc2=  .768973 lx=  8.90558 if=  77 il=  95 4/26/2020  n=  18 now=    6605 end=       7373      4976      6049 U=    17.58 T=   78.6 p1=  11.6 p2=    89.6 ed=   120 5/21/2020   x1=  77. x2=  95. y1=   .09 y2=  -.93     
GP: Confirmed US_New_Jersey_Morris 4/26/2020        95    6605     7373    4976     6049    10   120 5/21/2020 
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .998111 cc2=  .762408 lx=  8.91558 if=  78 il=  95 4/26/2020  n=  17 now=    6605 end=       7447      4976      6049 U=    18.03 T=   78.6 p1=  12.7 p2=    88.7 ed=   121 5/22/2020   x1=  78. x2=  95. y1=   .03 y2=  -.91     
GP: Confirmed US_New_Jersey_Morris 4/26/2020        95    6605     7447    4976     6049    10   121 5/22/2020 
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .997767 cc2=  .755231 lx=  8.90558 if=  79 il=  95 4/26/2020  n=  16 now=    6605 end=       7373      4976      6049 U=    17.55 T=   78.6 p1=  11.6 p2=    89.6 ed=   120 5/21/2020   x1=  79. x2=  95. y1=  -.02 y2=  -.93     
GP: Confirmed US_New_Jersey_Morris 4/26/2020        95    6605     7373    4976     6049    10   120 5/21/2020 
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .997329 cc2=  .747329 lx=  8.91558 if=  80 il=  95 4/26/2020  n=  15 now=    6605 end=       7447      4976      6049 U=    17.84 T=   78.8 p1=  12.7 p2=    88.7 ed=   120 5/21/2020   x1=  80. x2=  95. y1=  -.07 y2=  -.91     
GP: Confirmed US_New_Jersey_Morris 4/26/2020        95    6605     7447    4976     6049    10   120 5/21/2020 
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .996781 cc2=  .738582 lx=  8.93558 if=  81 il=  95 4/26/2020  n=  14 now=    6605 end=       7597      4976      6049 U=    18.64 T=   79.0 p1=  15.0 p2=    86.9 ed=   122 5/23/2020   x1=  81. x2=  95. y1=  -.11 y2=  -.86     
GP: Confirmed US_New_Jersey_Morris 4/26/2020        95    6605     7597    4976     6049    10   122 5/23/2020 
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .996037 cc2=  .728776 lx=  8.93558 if=  82 il=  95 4/26/2020  n=  13 now=    6605 end=       7597      4976      6049 U=    18.43 T=   79.2 p1=  15.0 p2=    86.9 ed=   122 5/23/2020   x1=  82. x2=  95. y1=  -.15 y2=  -.86     
GP: Confirmed US_New_Jersey_Morris 4/26/2020        95    6605     7597    4976     6049    10   122 5/23/2020 
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .995147 cc2=  .717797 lx=  8.99558 if=  83 il=  95 4/26/2020  n=  12 now=    6605 end=       8067      4976      6049 U=    20.94 T=   79.8 p1=  22.1 p2=    81.9 ed=   129 5/30/2020   x1=  83. x2=  95. y1=  -.15 y2=  -.73     
GP: Confirmed US_New_Jersey_Morris 4/26/2020        95    6605     8067    4976     6049    10   129 5/30/2020 
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .993920 cc2=  .705245 lx=  8.93558 if=  84 il=  95 4/26/2020  n=  11 now=    6605 end=       7597      4976      6049 U=    18.46 T=   79.1 p1=  15.0 p2=    86.9 ed=   122 5/23/2020   x1=  84. x2=  95. y1=  -.26 y2=  -.86     
GP: Confirmed US_New_Jersey_Morris 4/26/2020        95    6605     7597    4976     6049    10   122 5/23/2020 
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .992149 cc2=  .690637 lx=  9.00558 if=  85 il=  95 4/26/2020  n=  10 now=    6605 end=       8148      4976      6049 U=    21.27 T=   80.0 p1=  23.4 p2=    81.1 ed=   130 5/31/2020   x1=  85. x2=  95. y1=  -.24 y2=  -.71     
GP: Confirmed US_New_Jersey_Morris 4/26/2020        95    6605     8148    4976     6049    10   130 5/31/2020 
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .989617 cc2=  .673390 lx=  8.91558 if=  86 il=  95 4/26/2020  n=   9 now=    6605 end=       7447      4976      6049 U=    17.88 T=   78.8 p1=  12.7 p2=    88.7 ed=   120 5/21/2020   x1=  86. x2=  95. y1=  -.40 y2=  -.91     
GP: Confirmed US_New_Jersey_Morris 4/26/2020        95    6605     7447    4976     6049    10   120 5/21/2020 
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .985727 cc2=  .652394 lx=  8.86558 if=  87 il=  95 4/26/2020  n=   8 now=    6605 end=       7083      4976      6049 U=    16.38 T=   77.9 p1=   7.2 p2=    93.3 ed=   116 5/17/2020   x1=  87. x2=  95. y1=  -.55 y2= -1.04     
GP: Confirmed US_New_Jersey_Morris 4/26/2020        95    6605     7083    4976     6049    10   116 5/17/2020 
AAA1     1 US_New_Jersey_Morris Confirmed cc1=  .981032 cc2=  .627479 lx=  8.70558 if=  88 il=  95 4/26/2020  n=   7 now=    6605 end=       6036      4976      6049 U=    10.43 T=   77.9 p1=  -8.6 p2=   109.4 ed=   102 5/3/2020    x1=  88. x2=  95. y1=  -.97 y2= -1.64 BEST
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .981033 cc2=  .627479 lx=  8.70958 if=  88 il=  95 4/26/2020  n=   7 now=    6605 end=       6036      4976      6049 U=    10.43 T=   77.9 p1=  -8.6 p2=   109.4 ed=   102 5/3/2020    x1=  88. x2=  95. y1=  -.97 y2= -1.64 BEST
GP: Confirmed US_New_Jersey_Morris 4/26/2020        95    6605     6036    4976     6049    10   102 5/3/2020  
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .979055 cc2=  .601091 lx=  8.62558 if=  89 il=  95 4/26/2020  n=   6 now=    6605 end=       5572      4976      6049 U=     6.78 T=   80.2 p1= -15.6 p2=   118.5 ed=    96 4/27/2020   x1=  89. x2=  95. y1= -1.29 y2= -2.18     
GP: Confirmed US_New_Jersey_Morris 4/26/2020        95    6605     5572    4976     6049    10    96 4/27/2020 
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .999127 cc2=  .853262 lx=  8.72558 if=  50 il=  96 4/27/2020  n=  46 now=    6605 end=       6158      5030      5978 U=    12.22 T=   76.5 p1=  -6.8 p2=   107.3 ed=   105 5/6/2020    x1=  50. x2=  96. y1=  2.17 y2= -1.60     
GP: Confirmed US_New_Jersey_Morris 4/27/2020        96    6605     6158    5030     5978    19   105 5/6/2020  
AAA1     1 US_New_Jersey_Morris Confirmed cc1=  .999138 cc2=  .851696 lx=  8.71558 if=  51 il=  96 4/27/2020  n=  45 now=    6605 end=       6097      5030      5978 U=    12.23 T=   75.8 p1=  -7.7 p2=   108.3 ed=   104 5/5/2020    x1=  51. x2=  96. y1=  2.03 y2= -1.65 BEST
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .999139 cc2=  .851696 lx=  8.71858 if=  51 il=  96 4/27/2020  n=  45 now=    6605 end=       6097      5030      5978 U=    12.23 T=   75.8 p1=  -7.7 p2=   108.3 ed=   104 5/5/2020    x1=  51. x2=  96. y1=  2.03 y2= -1.65 BEST
GP: Confirmed US_New_Jersey_Morris 4/27/2020        96    6605     6097    5030     5978    19   104 5/5/2020  
AAA1     1 US_New_Jersey_Morris Confirmed cc1=  .999295 cc2=  .850224 lx=  8.71558 if=  52 il=  96 4/27/2020  n=  44 now=    6605 end=       6097      5030      5978 U=    11.96 T=   76.3 p1=  -7.7 p2=   108.3 ed=   104 5/5/2020    x1=  52. x2=  96. y1=  2.03 y2= -1.65 BEST
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .999298 cc2=  .850224 lx=  8.71158 if=  52 il=  96 4/27/2020  n=  44 now=    6605 end=       6097      5030      5978 U=    11.96 T=   76.3 p1=  -7.7 p2=   108.3 ed=   104 5/5/2020    x1=  52. x2=  96. y1=  2.03 y2= -1.65 BEST
GP: Confirmed US_New_Jersey_Morris 4/27/2020        96    6605     6097    5030     5978    19   104 5/5/2020  
AAA1     1 US_New_Jersey_Morris Confirmed cc1=  .999316 cc2=  .848560 lx=  8.70558 if=  53 il=  96 4/27/2020  n=  43 now=    6605 end=       6036      5030      5978 U=    11.53 T=   76.4 p1=  -8.6 p2=   109.4 ed=   103 5/4/2020    x1=  53. x2=  96. y1=  2.03 y2= -1.70 BEST
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .999316 cc2=  .848560 lx=  8.70758 if=  53 il=  96 4/27/2020  n=  43 now=    6605 end=       6036      5030      5978 U=    11.53 T=   76.4 p1=  -8.6 p2=   109.4 ed=   103 5/4/2020    x1=  53. x2=  96. y1=  2.03 y2= -1.70 BEST
GP: Confirmed US_New_Jersey_Morris 4/27/2020        96    6605     6036    5030     5978    19   103 5/4/2020  
AAA1     1 US_New_Jersey_Morris Confirmed cc1=  .999267 cc2=  .846769 lx=  8.70558 if=  54 il=  96 4/27/2020  n=  42 now=    6605 end=       6036      5030      5978 U=    11.55 T=   76.3 p1=  -8.6 p2=   109.4 ed=   103 5/4/2020    x1=  54. x2=  96. y1=  1.93 y2= -1.70 BEST
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .999268 cc2=  .846769 lx=  8.70658 if=  54 il=  96 4/27/2020  n=  42 now=    6605 end=       6036      5030      5978 U=    11.55 T=   76.3 p1=  -8.6 p2=   109.4 ed=   103 5/4/2020    x1=  54. x2=  96. y1=  1.93 y2= -1.70 BEST
GP: Confirmed US_New_Jersey_Morris 4/27/2020        96    6605     6036    5030     5978    19   103 5/4/2020  
AAA1     1 US_New_Jersey_Morris Confirmed cc1=  .999216 cc2=  .844913 lx=  8.70558 if=  55 il=  96 4/27/2020  n=  41 now=    6605 end=       6036      5030      5978 U=    11.35 T=   76.7 p1=  -8.6 p2=   109.4 ed=   103 5/4/2020    x1=  55. x2=  96. y1=  1.91 y2= -1.70 BEST
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .999216 cc2=  .844913 lx=  8.70658 if=  55 il=  96 4/27/2020  n=  41 now=    6605 end=       6036      5030      5978 U=    11.35 T=   76.7 p1=  -8.6 p2=   109.4 ed=   103 5/4/2020    x1=  55. x2=  96. y1=  1.91 y2= -1.70 BEST
GP: Confirmed US_New_Jersey_Morris 4/27/2020        96    6605     6036    5030     5978    19   103 5/4/2020  
AAA1     1 US_New_Jersey_Morris Confirmed cc1=  .999187 cc2=  .843013 lx=  8.70558 if=  56 il=  96 4/27/2020  n=  40 now=    6605 end=       6036      5030      5978 U=    11.59 T=   76.3 p1=  -8.6 p2=   109.4 ed=   103 5/4/2020    x1=  56. x2=  96. y1=  1.75 y2= -1.70 BEST
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .999190 cc2=  .843013 lx=  8.70958 if=  56 il=  96 4/27/2020  n=  40 now=    6605 end=       6036      5030      5978 U=    11.59 T=   76.3 p1=  -8.6 p2=   109.4 ed=   103 5/4/2020    x1=  56. x2=  96. y1=  1.75 y2= -1.70 BEST
GP: Confirmed US_New_Jersey_Morris 4/27/2020        96    6605     6036    5030     5978    19   103 5/4/2020  
AAA1     1 US_New_Jersey_Morris Confirmed cc1=  .999131 cc2=  .841017 lx=  8.70558 if=  57 il=  96 4/27/2020  n=  39 now=    6605 end=       6036      5030      5978 U=    11.48 T=   76.5 p1=  -8.6 p2=   109.4 ed=   103 5/4/2020    x1=  57. x2=  96. y1=  1.70 y2= -1.70 BEST
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .999132 cc2=  .841017 lx=  8.70858 if=  57 il=  96 4/27/2020  n=  39 now=    6605 end=       6036      5030      5978 U=    11.48 T=   76.5 p1=  -8.6 p2=   109.4 ed=   103 5/4/2020    x1=  57. x2=  96. y1=  1.70 y2= -1.70 BEST
GP: Confirmed US_New_Jersey_Morris 4/27/2020        96    6605     6036    5030     5978    19   103 5/4/2020  
AAA1     1 US_New_Jersey_Morris Confirmed cc1=  .999063 cc2=  .838935 lx=  8.70558 if=  58 il=  96 4/27/2020  n=  38 now=    6605 end=       6036      5030      5978 U=    11.38 T=   76.6 p1=  -8.6 p2=   109.4 ed=   103 5/4/2020    x1=  58. x2=  96. y1=  1.64 y2= -1.70 BEST
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .999065 cc2=  .838935 lx=  8.70858 if=  58 il=  96 4/27/2020  n=  38 now=    6605 end=       6036      5030      5978 U=    11.38 T=   76.6 p1=  -8.6 p2=   109.4 ed=   103 5/4/2020    x1=  58. x2=  96. y1=  1.64 y2= -1.70 BEST
GP: Confirmed US_New_Jersey_Morris 4/27/2020        96    6605     6036    5030     5978    19   103 5/4/2020  
AAA1     1 US_New_Jersey_Morris Confirmed cc1=  .998938 cc2=  .834539 lx=  8.71558 if=  60 il=  96 4/27/2020  n=  36 now=    6605 end=       6097      5030      5978 U=    11.93 T=   76.3 p1=  -7.7 p2=   108.3 ed=   104 5/5/2020    x1=  60. x2=  96. y1=  1.37 y2= -1.65 BEST
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .998939 cc2=  .834539 lx=  8.71358 if=  60 il=  96 4/27/2020  n=  36 now=    6605 end=       6097      5030      5978 U=    11.93 T=   76.3 p1=  -7.7 p2=   108.3 ed=   104 5/5/2020    x1=  60. x2=  96. y1=  1.37 y2= -1.65 BEST
GP: Confirmed US_New_Jersey_Morris 4/27/2020        96    6605     6097    5030     5978    19   104 5/5/2020  
AAA1     1 US_New_Jersey_Morris Confirmed cc1=  .998897 cc2=  .832230 lx=  8.70558 if=  61 il=  96 4/27/2020  n=  35 now=    6605 end=       6036      5030      5978 U=    11.81 T=   75.9 p1=  -8.6 p2=   109.4 ed=   103 5/4/2020    x1=  61. x2=  96. y1=  1.26 y2= -1.70 BEST
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .998900 cc2=  .832230 lx=  8.70958 if=  61 il=  96 4/27/2020  n=  35 now=    6605 end=       6036      5030      5978 U=    11.81 T=   75.9 p1=  -8.6 p2=   109.4 ed=   103 5/4/2020    x1=  61. x2=  96. y1=  1.26 y2= -1.70 BEST
GP: Confirmed US_New_Jersey_Morris 4/27/2020        96    6605     6036    5030     5978    19   103 5/4/2020  
AAA1     1 US_New_Jersey_Morris Confirmed cc1=  .998941 cc2=  .829911 lx=  8.70558 if=  62 il=  96 4/27/2020  n=  34 now=    6605 end=       6036      5030      5978 U=    11.64 T=   76.2 p1=  -8.6 p2=   109.4 ed=   103 5/4/2020    x1=  62. x2=  96. y1=  1.22 y2= -1.70 BEST
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .998943 cc2=  .829911 lx=  8.70358 if=  62 il=  96 4/27/2020  n=  34 now=    6605 end=       6036      5030      5978 U=    11.64 T=   76.2 p1=  -8.6 p2=   109.4 ed=   103 5/4/2020    x1=  62. x2=  96. y1=  1.22 y2= -1.70 BEST
GP: Confirmed US_New_Jersey_Morris 4/27/2020        96    6605     6036    5030     5978    19   103 5/4/2020  
AAA1     1 US_New_Jersey_Morris Confirmed cc1=  .998795 cc2=  .824718 lx=  8.69558 if=  64 il=  96 4/27/2020  n=  32 now=    6605 end=       5976      5030      5978 U=    11.28 T=   76.2 p1=  -9.5 p2=   110.5 ed=   102 5/3/2020    x1=  64. x2=  96. y1=  1.08 y2= -1.76 BEST
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .998799 cc2=  .824718 lx=  8.69958 if=  64 il=  96 4/27/2020  n=  32 now=    6605 end=       5976      5030      5978 U=    11.28 T=   76.2 p1=  -9.5 p2=   110.5 ed=   102 5/3/2020    x1=  64. x2=  96. y1=  1.08 y2= -1.76 BEST
GP: Confirmed US_New_Jersey_Morris 4/27/2020        96    6605     5976    5030     5978    19   102 5/3/2020  
AAA1     1 US_New_Jersey_Morris Confirmed cc1=  .998691 cc2=  .821914 lx=  8.69558 if=  65 il=  96 4/27/2020  n=  31 now=    6605 end=       5976      5030      5978 U=    11.23 T=   76.3 p1=  -9.5 p2=   110.5 ed=   102 5/3/2020    x1=  65. x2=  96. y1=  1.00 y2= -1.76 BEST
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .998692 cc2=  .821914 lx=  8.69758 if=  65 il=  96 4/27/2020  n=  31 now=    6605 end=       5976      5030      5978 U=    11.23 T=   76.3 p1=  -9.5 p2=   110.5 ed=   102 5/3/2020    x1=  65. x2=  96. y1=  1.00 y2= -1.76 BEST
GP: Confirmed US_New_Jersey_Morris 4/27/2020        96    6605     5976    5030     5978    19   102 5/3/2020  
AAA1     1 US_New_Jersey_Morris Confirmed cc1=  .998565 cc2=  .818959 lx=  8.69558 if=  66 il=  96 4/27/2020  n=  30 now=    6605 end=       5976      5030      5978 U=    11.05 T=   76.6 p1=  -9.5 p2=   110.5 ed=   102 5/3/2020    x1=  66. x2=  96. y1=   .96 y2= -1.76 BEST
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .998565 cc2=  .818959 lx=  8.69658 if=  66 il=  96 4/27/2020  n=  30 now=    6605 end=       5976      5030      5978 U=    11.05 T=   76.6 p1=  -9.5 p2=   110.5 ed=   102 5/3/2020    x1=  66. x2=  96. y1=   .96 y2= -1.76 BEST
GP: Confirmed US_New_Jersey_Morris 4/27/2020        96    6605     5976    5030     5978    19   102 5/3/2020  
AAA1     1 US_New_Jersey_Morris Confirmed cc1=  .998443 cc2=  .815868 lx=  8.69558 if=  67 il=  96 4/27/2020  n=  29 now=    6605 end=       5976      5030      5978 U=    11.09 T=   76.5 p1=  -9.5 p2=   110.5 ed=   102 5/3/2020    x1=  67. x2=  96. y1=   .86 y2= -1.76 BEST
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .998448 cc2=  .815868 lx=  8.70058 if=  67 il=  96 4/27/2020  n=  29 now=    6605 end=       5976      5030      5978 U=    11.09 T=   76.5 p1=  -9.5 p2=   110.5 ed=   102 5/3/2020    x1=  67. x2=  96. y1=   .86 y2= -1.76 BEST
GP: Confirmed US_New_Jersey_Morris 4/27/2020        96    6605     5976    5030     5978    19   102 5/3/2020  
AAA1     1 US_New_Jersey_Morris Confirmed cc1=  .998305 cc2=  .812610 lx=  8.70558 if=  68 il=  96 4/27/2020  n=  28 now=    6605 end=       6036      5030      5978 U=    11.40 T=   76.6 p1=  -8.6 p2=   109.4 ed=   103 5/4/2020    x1=  68. x2=  96. y1=   .75 y2= -1.70 BEST
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .998306 cc2=  .812610 lx=  8.70358 if=  68 il=  96 4/27/2020  n=  28 now=    6605 end=       6036      5030      5978 U=    11.40 T=   76.6 p1=  -8.6 p2=   109.4 ed=   103 5/4/2020    x1=  68. x2=  96. y1=   .75 y2= -1.70 BEST
GP: Confirmed US_New_Jersey_Morris 4/27/2020        96    6605     6036    5030     5978    19   103 5/4/2020  
AAA1     1 US_New_Jersey_Morris Confirmed cc1=  .998123 cc2=  .809141 lx=  8.70558 if=  69 il=  96 4/27/2020  n=  27 now=    6605 end=       6036      5030      5978 U=    11.34 T=   76.7 p1=  -8.6 p2=   109.4 ed=   103 5/4/2020    x1=  69. x2=  96. y1=   .68 y2= -1.70 BEST
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .998123 cc2=  .809141 lx=  8.70458 if=  69 il=  96 4/27/2020  n=  27 now=    6605 end=       6036      5030      5978 U=    11.34 T=   76.7 p1=  -8.6 p2=   109.4 ed=   103 5/4/2020    x1=  69. x2=  96. y1=   .68 y2= -1.70 BEST
GP: Confirmed US_New_Jersey_Morris 4/27/2020        96    6605     6036    5030     5978    19   103 5/4/2020  
AAA1     1 US_New_Jersey_Morris Confirmed cc1=  .997935 cc2=  .805485 lx=  8.70558 if=  70 il=  96 4/27/2020  n=  26 now=    6605 end=       6036      5030      5978 U=    11.20 T=   76.9 p1=  -8.6 p2=   109.4 ed=   103 5/4/2020    x1=  70. x2=  96. y1=   .62 y2= -1.70 BEST
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .997937 cc2=  .805485 lx=  8.70858 if=  70 il=  96 4/27/2020  n=  26 now=    6605 end=       6036      5030      5978 U=    11.20 T=   76.9 p1=  -8.6 p2=   109.4 ed=   103 5/4/2020    x1=  70. x2=  96. y1=   .62 y2= -1.70 BEST
GP: Confirmed US_New_Jersey_Morris 4/27/2020        96    6605     6036    5030     5978    19   103 5/4/2020  
AAA1     1 US_New_Jersey_Morris Confirmed cc1=  .997890 cc2=  .801774 lx=  8.71558 if=  71 il=  96 4/27/2020  n=  25 now=    6605 end=       6097      5030      5978 U=    11.39 T=   77.2 p1=  -7.7 p2=   108.3 ed=   104 5/5/2020    x1=  71. x2=  96. y1=   .55 y2= -1.65 BEST
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .997893 cc2=  .801774 lx=  8.71958 if=  71 il=  96 4/27/2020  n=  25 now=    6605 end=       6097      5030      5978 U=    11.39 T=   77.2 p1=  -7.7 p2=   108.3 ed=   104 5/5/2020    x1=  71. x2=  96. y1=   .55 y2= -1.65 BEST
GP: Confirmed US_New_Jersey_Morris 4/27/2020        96    6605     6097    5030     5978    19   104 5/5/2020  
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .998486 cc2=  .794362 lx=  8.76558 if=  73 il=  96 4/27/2020  n=  23 now=    6605 end=       6409      5030      5978 U=    13.24 T=   77.2 p1=  -3.0 p2=   103.1 ed=   108 5/9/2020    x1=  73. x2=  96. y1=   .32 y2= -1.42     
GP: Confirmed US_New_Jersey_Morris 4/27/2020        96    6605     6409    5030     5978    19   108 5/9/2020  
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .998395 cc2=  .789881 lx=  8.78558 if=  74 il=  96 4/27/2020  n=  22 now=    6605 end=       6539      5030      5978 U=    13.81 T=   77.5 p1=  -1.0 p2=   101.0 ed=   110 5/11/2020   x1=  74. x2=  96. y1=   .25 y2= -1.34     
GP: Confirmed US_New_Jersey_Morris 4/27/2020        96    6605     6539    5030     5978    19   110 5/11/2020 
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .998341 cc2=  .785140 lx=  8.80558 if=  75 il=  96 4/27/2020  n=  21 now=    6605 end=       6671      5030      5978 U=    14.30 T=   77.9 p1=   1.0 p2=    99.0 ed=   111 5/12/2020   x1=  75. x2=  96. y1=   .20 y2= -1.26     
GP: Confirmed US_New_Jersey_Morris 4/27/2020        96    6605     6671    5030     5978    19   111 5/12/2020 
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .998613 cc2=  .780395 lx=  8.84558 if=  76 il=  96 4/27/2020  n=  20 now=    6605 end=       6943      5030      5978 U=    15.93 T=   78.0 p1=   5.1 p2=    95.1 ed=   115 5/16/2020   x1=  76. x2=  96. y1=   .12 y2= -1.13     
GP: Confirmed US_New_Jersey_Morris 4/27/2020        96    6605     6943    5030     5978    19   115 5/16/2020 
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .998515 cc2=  .774909 lx=  8.87558 if=  77 il=  96 4/27/2020  n=  19 now=    6605 end=       7155      5030      5978 U=    17.19 T=   78.1 p1=   8.3 p2=    92.3 ed=   118 5/19/2020   x1=  77. x2=  96. y1=   .06 y2= -1.04     
GP: Confirmed US_New_Jersey_Morris 4/27/2020        96    6605     7155    5030     5978    19   118 5/19/2020 
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .998268 cc2=  .768852 lx=  8.87558 if=  78 il=  96 4/27/2020  n=  18 now=    6605 end=       7155      5030      5978 U=    17.34 T=   77.9 p1=   8.3 p2=    92.3 ed=   118 5/19/2020   x1=  78. x2=  96. y1=   .00 y2= -1.04     
GP: Confirmed US_New_Jersey_Morris 4/27/2020        96    6605     7155    5030     5978    19   118 5/19/2020 
AAA2     1 US_New_Jersey_Morris Confirmed cc1=  .997984 cc2=  .762281 lx=  8.86558 if=  79 il=  96 4/27/2020  n=  17 now=    6605 end=       7083      5030      5978 U=    16.86 T=   77.9 p1=   7.2 p2=    93.3 ed=   117 5/18/2020   x1=  79. x2=  96. y1=  -.06 y2= -1.07     
GP: Confirmed US_New_Jersey_Morris 4/27/2020        96    6605     7083    5030     5978    19   117 5/18/2020 
