TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       16492.00000        9.71063
TAB:  US_New_Jersey_Passaic Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA1     1 US_New_Jersey_Passaic Confirmed cc1=  .987550 cc2=  .579302 lx=  5.71063 if=  53 il=  58 3/20/2020  n=   5 now=   16492 end=        302        49       304 U=     4.93 T=   60.9 p1= -98.2 p2=  5460.9 ed=    72 4/3/2020    x1=  53. x2=  58. y1=  1.61 y2=   .60 BEST
AAA2     1 US_New_Jersey_Passaic Confirmed cc1=  .987594 cc2=  .579302 lx=  5.61063 if=  53 il=  58 3/20/2020  n=   5 now=   16492 end=        302        49       304 U=     4.93 T=   60.9 p1= -98.2 p2=  5460.9 ed=    72 4/3/2020    x1=  53. x2=  58. y1=  1.61 y2=   .60 BEST
GP: Confirmed US_New_Jersey_Passaic 3/20/2020        58   16492      302      49      304     1    72 4/3/2020  
AAA2     1 US_New_Jersey_Passaic Confirmed cc1=  .966789 cc2=  .678113 lx= 11.71063 if=  48 il=  59 3/21/2020  n=  11 now=   16492 end=     121860        67       304 U=    24.73 T=  108.8 p1= 638.9 p2=    13.5 ed=   167 7/7/2020    x1=  48. x2=  59. y1=  2.46 y2=  2.02     
GP: Confirmed US_New_Jersey_Passaic 3/21/2020        59   16492    -          67      304     3   167 7/7/2020  
AAA2     1 US_New_Jersey_Passaic Confirmed cc1=  .976449 cc2=  .674938 lx= 11.71063 if=  49 il=  59 3/21/2020  n=  10 now=   16492 end=     121860        67       304 U=    22.48 T=  104.3 p1= 638.9 p2=    13.5 ed=   157 6/27/2020   x1=  49. x2=  59. y1=  2.46 y2=  2.02     
GP: Confirmed US_New_Jersey_Passaic 3/21/2020        59   16492    -          67      304     3   157 6/27/2020 
AAA2     1 US_New_Jersey_Passaic Confirmed cc1=  .981430 cc2=  .665202 lx= 11.71063 if=  50 il=  59 3/21/2020  n=   9 now=   16492 end=     121860        67       304 U=    20.23 T=   99.8 p1= 638.9 p2=    13.5 ed=   147 6/17/2020   x1=  50. x2=  59. y1=  2.46 y2=  2.02     
GP: Confirmed US_New_Jersey_Passaic 3/21/2020        59   16492    -          67      304     3   147 6/17/2020 
AAA2     1 US_New_Jersey_Passaic Confirmed cc1=  .979524 cc2=  .646191 lx=  8.80063 if=  51 il=  59 3/21/2020  n=   8 now=   16492 end=       6638        67       304 U=    14.09 T=   80.5 p1= -59.8 p2=   248.4 ed=   113 5/14/2020   x1=  51. x2=  59. y1=  2.09 y2=  1.53     
