TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       25215.00000       10.13519
TAB:  Ireland Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Deaths    Ireland 3/26/2020        64    1691    -          23        0     0   179 7/19/2020 
AAA2     1 Ireland Deaths    cc1=  .942373 cc2=  .609040 lx=  9.43308 if=  56 il=  64 3/26/2020  n=   8 now=    1691 end=      12494        23         0 U=    24.41 T=  108.9 p1= 638.9 p2=    13.5 ed=   166 7/6/2020    x1=  56. x2=  64. y1=  2.17 y2=  1.84     
GP: Deaths    Ireland 3/26/2020        64    1691    -          23        0     0   166 7/6/2020  
AAA2     1 Ireland Deaths    cc1=  .934329 cc2=  .580776 lx=  9.43308 if=  57 il=  64 3/26/2020  n=   7 now=    1691 end=      12494        23         0 U=    24.98 T=  110.0 p1= 638.9 p2=    13.5 ed=   168 7/8/2020    x1=  57. x2=  64. y1=  2.12 y2=  1.84     
GP: Deaths    Ireland 3/26/2020        64    1691    -          23        0     0   168 7/8/2020  
AAA2     1 Ireland Deaths    cc1=  .954757 cc2=  .576793 lx=  9.43308 if=  58 il=  64 3/26/2020  n=   6 now=    1691 end=      12494        23         0 U=    21.41 T=  103.4 p1= 638.9 p2=    13.5 ed=   153 6/23/2020   x1=  58. x2=  64. y1=  2.12 y2=  1.84     
GP: Deaths    Ireland 3/26/2020        64    1691    -          23        0     0   153 6/23/2020 
AAA2     1 Ireland Deaths    cc1=  .964839 cc2=  .556590 lx=  9.43308 if=  59 il=  64 3/26/2020  n=   5 now=    1691 end=      12494        23         0 U=    17.84 T=   96.8 p1= 638.9 p2=    13.5 ed=   138 6/8/2020    x1=  59. x2=  64. y1=  2.12 y2=  1.84     
GP: Deaths    Ireland 3/26/2020        64    1691    -          23        0     0   138 6/8/2020  
AAA2     1 Ireland Deaths    cc1=  .932014 cc2=  .689478 lx=  9.43308 if=  49 il=  65 3/27/2020  n=  16 now=    1691 end=      12494        26         0 U=    37.76 T=  133.7 p1= 638.9 p2=    13.5 ed=   222 8/31/2020   x1=  49. x2=  65. y1=  2.24 y2=  1.82     
GP: Deaths    Ireland 3/27/2020        65    1691    -          26        0     0   222 8/31/2020 
AAA2     1 Ireland Deaths    cc1=  .930947 cc2=  .680947 lx=  9.43308 if=  50 il=  65 3/27/2020  n=  15 now=    1691 end=      12494        26         0 U=    35.40 T=  129.4 p1= 638.9 p2=    13.5 ed=   212 8/21/2020   x1=  50. x2=  65. y1=  2.24 y2=  1.82     
GP: Deaths    Ireland 3/27/2020        65    1691    -          26        0     0   212 8/21/2020 
AAA2     1 Ireland Deaths    cc1=  .925645 cc2=  .667446 lx=  9.43308 if=  51 il=  65 3/27/2020  n=  14 now=    1691 end=      12494        26         0 U=    33.04 T=  125.2 p1= 638.9 p2=    13.5 ed=   203 8/12/2020   x1=  51. x2=  65. y1=  2.24 y2=  1.82     
GP: Deaths    Ireland 3/27/2020        65    1691    -          26        0     0   203 8/12/2020 
AAA2     1 Ireland Deaths    cc1=  .914353 cc2=  .647092 lx=  9.43308 if=  52 il=  65 3/27/2020  n=  13 now=    1691 end=      12494        26         0 U=    37.42 T=  133.1 p1= 638.9 p2=    13.5 ed=   221 8/30/2020   x1=  52. x2=  65. y1=  2.17 y2=  1.82     
GP: Deaths    Ireland 3/27/2020        65    1691    -          26        0     0   221 8/30/2020 
AAA2     1 Ireland Deaths    cc1=  .928606 cc2=  .651256 lx=  9.43308 if=  53 il=  65 3/27/2020  n=  12 now=    1691 end=      12494        26         0 U=    34.54 T=  127.9 p1= 638.9 p2=    13.5 ed=   209 8/18/2020   x1=  53. x2=  65. y1=  2.17 y2=  1.82     
GP: Deaths    Ireland 3/27/2020        65    1691    -          26        0     0   209 8/18/2020 
AAA2     1 Ireland Deaths    cc1=  .941413 cc2=  .652738 lx=  9.43308 if=  54 il=  65 3/27/2020  n=  11 now=    1691 end=      12494        26         0 U=    31.66 T=  122.6 p1= 638.9 p2=    13.5 ed=   197 8/6/2020    x1=  54. x2=  65. y1=  2.17 y2=  1.82     
GP: Deaths    Ireland 3/27/2020        65    1691    -          26        0     0   197 8/6/2020  
AAA2     1 Ireland Deaths    cc1=  .951517 cc2=  .650006 lx=  9.43308 if=  55 il=  65 3/27/2020  n=  10 now=    1691 end=      12494        26         0 U=    28.79 T=  117.4 p1= 638.9 p2=    13.5 ed=   185 7/25/2020   x1=  55. x2=  65. y1=  2.17 y2=  1.82     
GP: Deaths    Ireland 3/27/2020        65    1691    -          26        0     0   185 7/25/2020 
AAA2     1 Ireland Deaths    cc1=  .956822 cc2=  .640594 lx=  9.43308 if=  56 il=  65 3/27/2020  n=   9 now=    1691 end=      12494        26         0 U=    25.91 T=  112.2 p1= 638.9 p2=    13.5 ed=   173 7/13/2020   x1=  56. x2=  65. y1=  2.17 y2=  1.82     
GP: Deaths    Ireland 3/27/2020        65    1691    -          26        0     0   173 7/13/2020 
AAA2     1 Ireland Deaths    cc1=  .953822 cc2=  .620489 lx=  9.43308 if=  57 il=  65 3/27/2020  n=   8 now=    1691 end=      12494        26         0 U=    26.68 T=  113.6 p1= 638.9 p2=    13.5 ed=   176 7/16/2020   x1=  57. x2=  65. y1=  2.12 y2=  1.82     
GP: Deaths    Ireland 3/27/2020        65    1691    -          26        0     0   176 7/16/2020 
AAA2     1 Ireland Deaths    cc1=  .970012 cc2=  .616459 lx=  9.43308 if=  58 il=  65 3/27/2020  n=   7 now=    1691 end=      12494        26         0 U=    23.34 T=  107.5 p1= 638.9 p2=    13.5 ed=   162 7/2/2020    x1=  58. x2=  65. y1=  2.12 y2=  1.82     
GP: Deaths    Ireland 3/27/2020        65    1691    -          26        0     0   162 7/2/2020  
AAA2     1 Ireland Deaths    cc1=  .977916 cc2=  .599952 lx=  9.43308 if=  59 il=  65 3/27/2020  n=   6 now=    1691 end=      12494        26         0 U=    20.01 T=  101.4 p1= 638.9 p2=    13.5 ed=   148 6/18/2020   x1=  59. x2=  65. y1=  2.12 y2=  1.82     
GP: Deaths    Ireland 3/27/2020        65    1691    -          26        0     0   148 6/18/2020 
AAA2     1 Ireland Deaths    cc1=  .969910 cc2=  .561662 lx=  9.43308 if=  60 il=  65 3/27/2020  n=   5 now=    1691 end=      12494        26         0 U=    18.88 T=   99.4 p1= 638.9 p2=    13.5 ed=   143 6/13/2020   x1=  60. x2=  65. y1=  2.09 y2=  1.82     
GP: Deaths    Ireland 3/27/2020        65    1691    -          26        0     0   143 6/13/2020 
AAA2     1 Ireland Deaths    cc1=  .930973 cc2=  .695271 lx=  9.43308 if=  49 il=  66 3/28/2020  n=  17 now=    1691 end=      12494        43         0 U=    33.42 T=  124.0 p1= 638.9 p2=    13.5 ed=   202 8/11/2020   x1=  49. x2=  66. y1=  2.24 y2=  1.74     
GP: Deaths    Ireland 3/28/2020        66    1691    -          43        0     0   202 8/11/2020 
AAA2     1 Ireland Deaths    cc1=  .931442 cc2=  .688906 lx=  9.43308 if=  50 il=  66 3/28/2020  n=  16 now=    1691 end=      12494        43         0 U=    31.45 T=  120.6 p1= 638.9 p2=    13.5 ed=   194 8/3/2020    x1=  50. x2=  66. y1=  2.24 y2=  1.74     
GP: Deaths    Ireland 3/28/2020        66    1691    -          43        0     0   194 8/3/2020  
AAA2     1 Ireland Deaths    cc1=  .928543 cc2=  .678543 lx=  9.43308 if=  51 il=  66 3/28/2020  n=  15 now=    1691 end=      12494        43         0 U=    29.49 T=  117.2 p1= 638.9 p2=    13.5 ed=   186 7/26/2020   x1=  51. x2=  66. y1=  2.24 y2=  1.74     
GP: Deaths    Ireland 3/28/2020        66    1691    -          43        0     0   186 7/26/2020 
AAA2     1 Ireland Deaths    cc1=  .920936 cc2=  .662737 lx=  9.43308 if=  52 il=  66 3/28/2020  n=  14 now=    1691 end=      12494        43         0 U=    32.38 T=  122.2 p1= 638.9 p2=    13.5 ed=   198 8/7/2020    x1=  52. x2=  66. y1=  2.17 y2=  1.74     
GP: Deaths    Ireland 3/28/2020        66    1691    -          43        0     0   198 8/7/2020  
AAA2     1 Ireland Deaths    cc1=  .934235 cc2=  .666974 lx=  9.43308 if=  53 il=  66 3/28/2020  n=  13 now=    1691 end=      12494        43         0 U=    30.07 T=  118.2 p1= 638.9 p2=    13.5 ed=   189 7/29/2020   x1=  53. x2=  66. y1=  2.17 y2=  1.74     
GP: Deaths    Ireland 3/28/2020        66    1691    -          43        0     0   189 7/29/2020 
AAA2     1 Ireland Deaths    cc1=  .946307 cc2=  .668957 lx=  9.43308 if=  54 il=  66 3/28/2020  n=  12 now=    1691 end=      12494        43         0 U=    27.75 T=  114.2 p1= 638.9 p2=    13.5 ed=   179 7/19/2020   x1=  54. x2=  66. y1=  2.17 y2=  1.74     
GP: Deaths    Ireland 3/28/2020        66    1691    -          43        0     0   179 7/19/2020 
AAA2     1 Ireland Deaths    cc1=  .956185 cc2=  .667509 lx=  9.43308 if=  55 il=  66 3/28/2020  n=  11 now=    1691 end=      12494        43         0 U=    25.44 T=  110.2 p1= 638.9 p2=    13.5 ed=   170 7/10/2020   x1=  55. x2=  66. y1=  2.17 y2=  1.74     
GP: Deaths    Ireland 3/28/2020        66    1691    -          43        0     0   170 7/10/2020 
AAA2     1 Ireland Deaths    cc1=  .962333 cc2=  .660821 lx=  9.43308 if=  56 il=  66 3/28/2020  n=  10 now=    1691 end=      12494        43         0 U=    23.13 T=  106.1 p1= 638.9 p2=    13.5 ed=   160 6/30/2020   x1=  56. x2=  66. y1=  2.17 y2=  1.74     
GP: Deaths    Ireland 3/28/2020        66    1691    -          43        0     0   160 6/30/2020 
AAA2     1 Ireland Deaths    cc1=  .962325 cc2=  .646098 lx=  9.43308 if=  57 il=  66 3/28/2020  n=   9 now=    1691 end=      12494        43         0 U=    23.38 T=  106.6 p1= 638.9 p2=    13.5 ed=   161 7/1/2020    x1=  57. x2=  66. y1=  2.12 y2=  1.74     
GP: Deaths    Ireland 3/28/2020        66    1691    -          43        0     0   161 7/1/2020  
AAA2     1 Ireland Deaths    cc1=  .976251 cc2=  .642918 lx=  9.43308 if=  58 il=  66 3/28/2020  n=   8 now=    1691 end=      12494        43         0 U=    20.79 T=  102.1 p1= 638.9 p2=    13.5 ed=   151 6/21/2020   x1=  58. x2=  66. y1=  2.12 y2=  1.74     
GP: Deaths    Ireland 3/28/2020        66    1691    -          43        0     0   151 6/21/2020 
AAA2     1 Ireland Deaths    cc1=  .983773 cc2=  .630220 lx=  9.43308 if=  59 il=  66 3/28/2020  n=   7 now=    1691 end=      12494        43         0 U=    18.19 T=   97.6 p1= 638.9 p2=    13.5 ed=   140 6/10/2020   x1=  59. x2=  66. y1=  2.12 y2=  1.74     
GP: Deaths    Ireland 3/28/2020        66    1691    -          43        0     0   140 6/10/2020 
AAA2     1 Ireland Deaths    cc1=  .980374 cc2=  .602409 lx=  9.43308 if=  60 il=  66 3/28/2020  n=   6 now=    1691 end=      12494        43         0 U=    17.16 T=   95.8 p1= 638.9 p2=    13.5 ed=   136 6/6/2020    x1=  60. x2=  66. y1=  2.09 y2=  1.74     
GP: Deaths    Ireland 3/28/2020        66    1691    -          43        0     0   136 6/6/2020  
AAA2     1 Ireland Deaths    cc1=  .971280 cc2=  .563032 lx=  9.43308 if=  61 il=  66 3/28/2020  n=   5 now=    1691 end=      12494        43         0 U=    18.01 T=   97.3 p1= 638.9 p2=    13.5 ed=   139 6/9/2020    x1=  61. x2=  66. y1=  2.01 y2=  1.74     
GP: Deaths    Ireland 3/28/2020        66    1691    -          43        0     0   139 6/9/2020  
AAA2     1 Ireland Deaths    cc1=  .935318 cc2=  .705902 lx=  9.43308 if=  49 il=  67 3/29/2020  n=  18 now=    1691 end=      12494        55       281 U=    32.55 T=  122.0 p1= 638.9 p2=    13.5 ed=   198 8/7/2020    x1=  49. x2=  67. y1=  2.24 y2=  1.69     
GP: Deaths    Ireland 3/29/2020        67    1691    -          55      281     1   198 8/7/2020  
AAA2     1 Ireland Deaths    cc1=  .936905 cc2=  .701203 lx=  9.43308 if=  50 il=  67 3/29/2020  n=  17 now=    1691 end=      12494        55       281 U=    30.74 T=  119.0 p1= 638.9 p2=    13.5 ed=   191 7/31/2020   x1=  50. x2=  67. y1=  2.24 y2=  1.69     
GP: Deaths    Ireland 3/29/2020        67    1691    -          55      281     1   191 7/31/2020 
AAA2     1 Ireland Deaths    cc1=  .935785 cc2=  .693249 lx=  9.43308 if=  51 il=  67 3/29/2020  n=  16 now=    1691 end=      12494        55       281 U=    28.93 T=  115.9 p1= 638.9 p2=    13.5 ed=   184 7/24/2020   x1=  51. x2=  67. y1=  2.24 y2=  1.69     
GP: Deaths    Ireland 3/29/2020        67    1691    -          55      281     1   184 7/24/2020 
AAA2     1 Ireland Deaths    cc1=  .930945 cc2=  .680945 lx=  9.43308 if=  52 il=  67 3/29/2020  n=  15 now=    1691 end=      12494        55       281 U=    31.46 T=  120.2 p1= 638.9 p2=    13.5 ed=   194 8/3/2020    x1=  52. x2=  67. y1=  2.17 y2=  1.69     
GP: Deaths    Ireland 3/29/2020        67    1691    -          55      281     1   194 8/3/2020  
AAA2     1 Ireland Deaths    cc1=  .943182 cc2=  .684983 lx=  9.43308 if=  53 il=  67 3/29/2020  n=  14 now=    1691 end=      12494        55       281 U=    29.37 T=  116.7 p1= 638.9 p2=    13.5 ed=   185 7/25/2020   x1=  53. x2=  67. y1=  2.17 y2=  1.69     
GP: Deaths    Ireland 3/29/2020        67    1691    -          55      281     1   185 7/25/2020 
AAA2     1 Ireland Deaths    cc1=  .954297 cc2=  .687036 lx=  9.43308 if=  54 il=  67 3/29/2020  n=  13 now=    1691 end=      12494        55       281 U=    27.27 T=  113.1 p1= 638.9 p2=    13.5 ed=   177 7/17/2020   x1=  54. x2=  67. y1=  2.17 y2=  1.69     
GP: Deaths    Ireland 3/29/2020        67    1691    -          55      281     1   177 7/17/2020 
AAA2     1 Ireland Deaths    cc1=  .963515 cc2=  .686165 lx=  9.43308 if=  55 il=  67 3/29/2020  n=  12 now=    1691 end=      12494        55       281 U=    25.17 T=  109.6 p1= 638.9 p2=    13.5 ed=   168 7/8/2020    x1=  55. x2=  67. y1=  2.17 y2=  1.69     
GP: Deaths    Ireland 3/29/2020        67    1691    -          55      281     1   168 7/8/2020  
AAA2     1 Ireland Deaths    cc1=  .969663 cc2=  .680988 lx=  9.43308 if=  56 il=  67 3/29/2020  n=  11 now=    1691 end=      12494        55       281 U=    23.07 T=  106.0 p1= 638.9 p2=    13.5 ed=   160 6/30/2020   x1=  56. x2=  67. y1=  2.17 y2=  1.69     
GP: Deaths    Ireland 3/29/2020        67    1691    -          55      281     1   160 6/30/2020 
AAA2     1 Ireland Deaths    cc1=  .971013 cc2=  .669501 lx=  9.43308 if=  57 il=  67 3/29/2020  n=  10 now=    1691 end=      12494        55       281 U=    23.30 T=  106.4 p1= 638.9 p2=    13.5 ed=   161 7/1/2020    x1=  57. x2=  67. y1=  2.12 y2=  1.69     
GP: Deaths    Ireland 3/29/2020        67    1691    -          55      281     1   161 7/1/2020  
AAA2     1 Ireland Deaths    cc1=  .982484 cc2=  .666256 lx=  9.43308 if=  58 il=  67 3/29/2020  n=   9 now=    1691 end=      12494        55       281 U=    20.97 T=  102.5 p1= 638.9 p2=    13.5 ed=   151 6/21/2020   x1=  58. x2=  67. y1=  2.12 y2=  1.69     
GP: Deaths    Ireland 3/29/2020        67    1691    -          55      281     1   151 6/21/2020 
AAA2     1 Ireland Deaths    cc1=  .988656 cc2=  .655323 lx=  9.43308 if=  59 il=  67 3/29/2020  n=   8 now=    1691 end=      12494        55       281 U=    18.64 T=   98.5 p1= 638.9 p2=    13.5 ed=   142 6/12/2020   x1=  59. x2=  67. y1=  2.12 y2=  1.69     
GP: Deaths    Ireland 3/29/2020        67    1691    -          55      281     1   142 6/12/2020 
AAA2     1 Ireland Deaths    cc1=  .986900 cc2=  .633347 lx=  9.43308 if=  60 il=  67 3/29/2020  n=   7 now=    1691 end=      12494        55       281 U=    17.76 T=   97.0 p1= 638.9 p2=    13.5 ed=   138 6/8/2020    x1=  60. x2=  67. y1=  2.09 y2=  1.69     
GP: Deaths    Ireland 3/29/2020        67    1691    -          55      281     1   138 6/8/2020  
AAA2     1 Ireland Deaths    cc1=  .981758 cc2=  .603794 lx=  9.43308 if=  61 il=  67 3/29/2020  n=   6 now=    1691 end=      12494        55       281 U=    18.63 T=   98.5 p1= 638.9 p2=    13.5 ed=   142 6/12/2020   x1=  61. x2=  67. y1=  2.01 y2=  1.69     
GP: Deaths    Ireland 3/29/2020        67    1691    -          55      281     1   142 6/12/2020 
AAA1     1 Ireland Deaths    cc1=  .987082 cc2=  .578833 lx=  5.60308 if=  62 il=  67 3/29/2020  n=   5 now=    1691 end=        271        55       281 U=     6.31 T=   69.9 p1= -84.0 p2=   624.0 ed=    84 4/15/2020   x1=  62. x2=  67. y1=  1.26 y2=   .47 BEST
AAA2     1 Ireland Deaths    cc1=  .987082 cc2=  .578833 lx=  5.60108 if=  62 il=  67 3/29/2020  n=   5 now=    1691 end=        271        55       281 U=     6.31 T=   69.9 p1= -84.0 p2=   624.0 ed=    84 4/15/2020   x1=  62. x2=  67. y1=  1.26 y2=   .47 BEST
GP: Deaths    Ireland 3/29/2020        67    1691      271      55      281     1    84 4/15/2020 
AAA2     1 Ireland Deaths    cc1=  .942149 cc2=  .718543 lx=  9.43308 if=  49 il=  68 3/30/2020  n=  19 now=    1691 end=      12494        65        93 U=    32.52 T=  122.0 p1= 638.9 p2=    13.5 ed=   198 8/7/2020    x1=  49. x2=  68. y1=  2.24 y2=  1.66     
GP: Deaths    Ireland 3/30/2020        68    1691    -          65       93     1   198 8/7/2020  
AAA2     1 Ireland Deaths    cc1=  .944404 cc2=  .714988 lx=  9.43308 if=  50 il=  68 3/30/2020  n=  18 now=    1691 end=      12494        65        93 U=    30.80 T=  119.1 p1= 638.9 p2=    13.5 ed=   191 7/31/2020   x1=  50. x2=  68. y1=  2.24 y2=  1.66     
GP: Deaths    Ireland 3/30/2020        68    1691    -          65       93     1   191 7/31/2020 
AAA2     1 Ireland Deaths    cc1=  .944420 cc2=  .708717 lx=  9.43308 if=  51 il=  68 3/30/2020  n=  17 now=    1691 end=      12494        65        93 U=    29.09 T=  116.3 p1= 638.9 p2=    13.5 ed=   184 7/24/2020   x1=  51. x2=  68. y1=  2.24 y2=  1.66     
GP: Deaths    Ireland 3/30/2020        68    1691    -          65       93     1   184 7/24/2020 
AAA2     1 Ireland Deaths    cc1=  .941423 cc2=  .698888 lx=  9.43308 if=  52 il=  68 3/30/2020  n=  16 now=    1691 end=      12494        65        93 U=    31.49 T=  120.3 p1= 638.9 p2=    13.5 ed=   194 8/3/2020    x1=  52. x2=  68. y1=  2.17 y2=  1.66     
GP: Deaths    Ireland 3/30/2020        68    1691    -          65       93     1   194 8/3/2020  
AAA2     1 Ireland Deaths    cc1=  .952468 cc2=  .702468 lx=  9.43308 if=  53 il=  68 3/30/2020  n=  15 now=    1691 end=      12494        65        93 U=    29.53 T=  117.0 p1= 638.9 p2=    13.5 ed=   186 7/26/2020   x1=  53. x2=  68. y1=  2.17 y2=  1.66     
GP: Deaths    Ireland 3/30/2020        68    1691    -          65       93     1   186 7/26/2020 
AAA2     1 Ireland Deaths    cc1=  .962420 cc2=  .704221 lx=  9.43308 if=  54 il=  68 3/30/2020  n=  14 now=    1691 end=      12494        65        93 U=    27.56 T=  113.7 p1= 638.9 p2=    13.5 ed=   178 7/18/2020   x1=  54. x2=  68. y1=  2.17 y2=  1.66     
GP: Deaths    Ireland 3/30/2020        68    1691    -          65       93     1   178 7/18/2020 
AAA2     1 Ireland Deaths    cc1=  .970632 cc2=  .703370 lx=  9.43308 if=  55 il=  68 3/30/2020  n=  13 now=    1691 end=      12494        65        93 U=    25.59 T=  110.5 p1= 638.9 p2=    13.5 ed=   170 7/10/2020   x1=  55. x2=  68. y1=  2.17 y2=  1.66     
GP: Deaths    Ireland 3/30/2020        68    1691    -          65       93     1   170 7/10/2020 
AAA2     1 Ireland Deaths    cc1=  .976175 cc2=  .698825 lx=  9.43308 if=  56 il=  68 3/30/2020  n=  12 now=    1691 end=      12494        65        93 U=    23.62 T=  107.2 p1= 638.9 p2=    13.5 ed=   162 7/2/2020    x1=  56. x2=  68. y1=  2.17 y2=  1.66     
GP: Deaths    Ireland 3/30/2020        68    1691    -          65       93     1   162 7/2/2020  
AAA2     1 Ireland Deaths    cc1=  .977777 cc2=  .689102 lx=  9.43308 if=  57 il=  68 3/30/2020  n=  11 now=    1691 end=      12494        65        93 U=    23.89 T=  107.6 p1= 638.9 p2=    13.5 ed=   164 7/4/2020    x1=  57. x2=  68. y1=  2.12 y2=  1.66     
GP: Deaths    Ireland 3/30/2020        68    1691    -          65       93     1   164 7/4/2020  
AAA2     1 Ireland Deaths    cc1=  .986717 cc2=  .685206 lx=  9.43308 if=  58 il=  68 3/30/2020  n=  10 now=    1691 end=      12494        65        93 U=    21.71 T=  104.0 p1= 638.9 p2=    13.5 ed=   155 6/25/2020   x1=  58. x2=  68. y1=  2.12 y2=  1.66     
GP: Deaths    Ireland 3/30/2020        68    1691    -          65       93     1   155 6/25/2020 
AAA2     1 Ireland Deaths    cc1=  .991048 cc2=  .674820 lx=  9.43308 if=  59 il=  68 3/30/2020  n=   9 now=    1691 end=      12494        65        93 U=    19.54 T=  100.4 p1= 638.9 p2=    13.5 ed=   146 6/16/2020   x1=  59. x2=  68. y1=  2.12 y2=  1.66     
GP: Deaths    Ireland 3/30/2020        68    1691    -          65       93     1   146 6/16/2020 
AAA2     1 Ireland Deaths    cc1=  .989356 cc2=  .656023 lx=  8.82308 if=  60 il=  68 3/30/2020  n=   8 now=    1691 end=       6789        65        93 U=    17.03 T=   94.2 p1= 301.5 p2=    24.9 ed=   134 6/4/2020    x1=  60. x2=  68. y1=  2.01 y2=  1.54     
GP: Deaths    Ireland 3/30/2020        68    1691    -          65       93     1   134 6/4/2020  
AAA2     1 Ireland Deaths    cc1=  .986065 cc2=  .632511 lx=  6.25308 if=  61 il=  68 3/30/2020  n=   7 now=    1691 end=        519        65        93 U=     9.61 T=   75.0 p1= -69.3 p2=   325.8 ed=    97 4/28/2020   x1=  61. x2=  68. y1=  1.46 y2=   .73     
GP: Deaths    Ireland 3/30/2020        68    1691      519      65       93     1    97 4/28/2020 
AAA2     1 Ireland Deaths    cc1=  .991247 cc2=  .613282 lx=  5.02308 if=  62 il=  68 3/30/2020  n=   6 now=    1691 end=        151        65        93 U=     4.82 T=   67.2 p1= -91.1 p2=  1119.9 ed=    78 4/9/2020    x1=  62. x2=  68. y1=  1.08 y2=  -.16     
GP: Deaths    Ireland 3/30/2020        68    1691      151      65       93     1    78 4/9/2020  
AAA1     1 Ireland Deaths    cc1=  .992150 cc2=  .583902 lx=  4.65308 if=  63 il=  68 3/30/2020  n=   5 now=    1691 end=        104        65        93 U=     3.14 T=   65.7 p1= -93.8 p2=  1626.0 ed=    73 4/4/2020    x1=  63. x2=  68. y1=   .85 y2=  -.74 BEST
AAA2     1 Ireland Deaths    cc1=  .992150 cc2=  .583902 lx=  4.65408 if=  63 il=  68 3/30/2020  n=   5 now=    1691 end=        104        65        93 U=     3.14 T=   65.7 p1= -93.8 p2=  1626.0 ed=    73 4/4/2020    x1=  63. x2=  68. y1=   .85 y2=  -.74 BEST
GP: Deaths    Ireland 3/30/2020        68    1691      104      65       93     1    73 4/4/2020  
AAA2     1 Ireland Deaths    cc1=  .947771 cc2=  .729553 lx=  9.43308 if=  49 il=  69 3/31/2020  n=  20 now=    1691 end=      12494        86       218 U=    31.30 T=  119.2 p1= 638.9 p2=    13.5 ed=   193 8/2/2020    x1=  49. x2=  69. y1=  2.24 y2=  1.61     
GP: Deaths    Ireland 3/31/2020        69    1691    -          86      218     1   193 8/2/2020  
AAA2     1 Ireland Deaths    cc1=  .950454 cc2=  .726847 lx=  9.43308 if=  50 il=  69 3/31/2020  n=  19 now=    1691 end=      12494        86       218 U=    29.73 T=  116.7 p1= 638.9 p2=    13.5 ed=   186 7/26/2020   x1=  50. x2=  69. y1=  2.24 y2=  1.61     
GP: Deaths    Ireland 3/31/2020        69    1691    -          86      218     1   186 7/26/2020 
AAA2     1 Ireland Deaths    cc1=  .951248 cc2=  .721833 lx=  9.43308 if=  51 il=  69 3/31/2020  n=  18 now=    1691 end=      12494        86       218 U=    28.17 T=  114.2 p1= 638.9 p2=    13.5 ed=   180 7/20/2020   x1=  51. x2=  69. y1=  2.24 y2=  1.61     
GP: Deaths    Ireland 3/31/2020        69    1691    -          86      218     1   180 7/20/2020 
AAA2     1 Ireland Deaths    cc1=  .949548 cc2=  .713846 lx=  9.43308 if=  52 il=  69 3/31/2020  n=  17 now=    1691 end=      12494        86       218 U=    30.21 T=  117.5 p1= 638.9 p2=    13.5 ed=   188 7/28/2020   x1=  52. x2=  69. y1=  2.17 y2=  1.61     
GP: Deaths    Ireland 3/31/2020        69    1691    -          86      218     1   188 7/28/2020 
AAA2     1 Ireland Deaths    cc1=  .959546 cc2=  .717011 lx=  9.43308 if=  53 il=  69 3/31/2020  n=  16 now=    1691 end=      12494        86       218 U=    28.43 T=  114.6 p1= 638.9 p2=    13.5 ed=   181 7/21/2020   x1=  53. x2=  69. y1=  2.17 y2=  1.61     
GP: Deaths    Ireland 3/31/2020        69    1691    -          86      218     1   181 7/21/2020 
AAA2     1 Ireland Deaths    cc1=  .968491 cc2=  .718491 lx=  9.43308 if=  54 il=  69 3/31/2020  n=  15 now=    1691 end=      12494        86       218 U=    26.66 T=  111.8 p1= 638.9 p2=    13.5 ed=   174 7/14/2020   x1=  54. x2=  69. y1=  2.17 y2=  1.61     
GP: Deaths    Ireland 3/31/2020        69    1691    -          86      218     1   174 7/14/2020 
AAA2     1 Ireland Deaths    cc1=  .975839 cc2=  .717640 lx=  9.43308 if=  55 il=  69 3/31/2020  n=  14 now=    1691 end=      12494        86       218 U=    24.88 T=  108.9 p1= 638.9 p2=    13.5 ed=   167 7/7/2020    x1=  55. x2=  69. y1=  2.17 y2=  1.61     
GP: Deaths    Ireland 3/31/2020        69    1691    -          86      218     1   167 7/7/2020  
AAA2     1 Ireland Deaths    cc1=  .980848 cc2=  .713587 lx=  9.43308 if=  56 il=  69 3/31/2020  n=  13 now=    1691 end=      12494        86       218 U=    23.10 T=  106.1 p1= 638.9 p2=    13.5 ed=   160 6/30/2020   x1=  56. x2=  69. y1=  2.17 y2=  1.61     
GP: Deaths    Ireland 3/31/2020        69    1691    -          86      218     1   160 6/30/2020 
AAA2     1 Ireland Deaths    cc1=  .982565 cc2=  .705215 lx=  9.43308 if=  57 il=  69 3/31/2020  n=  12 now=    1691 end=      12494        86       218 U=    23.29 T=  106.4 p1= 638.9 p2=    13.5 ed=   161 7/1/2020    x1=  57. x2=  69. y1=  2.12 y2=  1.61     
GP: Deaths    Ireland 3/31/2020        69    1691    -          86      218     1   161 7/1/2020  
AAA2     1 Ireland Deaths    cc1=  .989764 cc2=  .701089 lx=  9.43308 if=  58 il=  69 3/31/2020  n=  11 now=    1691 end=      12494        86       218 U=    21.35 T=  103.3 p1= 638.9 p2=    13.5 ed=   153 6/23/2020   x1=  58. x2=  69. y1=  2.12 y2=  1.61     
GP: Deaths    Ireland 3/31/2020        69    1691    -          86      218     1   153 6/23/2020 
AAA2     1 Ireland Deaths    cc1=  .993024 cc2=  .691513 lx=  9.43308 if=  59 il=  69 3/31/2020  n=  10 now=    1691 end=      12494        86       218 U=    19.41 T=  100.2 p1= 638.9 p2=    13.5 ed=   145 6/15/2020   x1=  59. x2=  69. y1=  2.12 y2=  1.61     
