TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        3058.00000        8.02552
TAB:  Greece Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed Greece 4/4/2020         73    3058     1969    1673     3558     5    75 4/6/2020  
AAA1     1 Greece Confirmed cc1=  .997608 cc2=  .839494 lx=  8.17552 if=  35 il=  74 4/5/2020   n=  39 now=    3058 end=       3552      1735      3515 U=    16.02 T=   68.7 p1=  16.2 p2=    86.1 ed=   106 5/7/2020    x1=  35. x2=  74. y1=  2.10 y2=  -.33 BEST
AAA2     1 Greece Confirmed cc1=  .997608 cc2=  .839494 lx=  8.17152 if=  35 il=  74 4/5/2020   n=  39 now=    3058 end=       3552      1735      3515 U=    16.02 T=   68.7 p1=  16.2 p2=    86.1 ed=   106 5/7/2020    x1=  35. x2=  74. y1=  2.10 y2=  -.33 BEST
GP: Confirmed Greece 4/5/2020         74    3058     3552    1735     3515     6   106 5/7/2020  
AAA1     1 Greece Confirmed cc1=  .997419 cc2=  .837291 lx=  8.17552 if=  36 il=  74 4/5/2020   n=  38 now=    3058 end=       3552      1735      3515 U=    16.59 T=   68.5 p1=  16.2 p2=    86.1 ed=   107 5/8/2020    x1=  36. x2=  74. y1=  1.96 y2=  -.33 BEST
AAA2     1 Greece Confirmed cc1=  .997419 cc2=  .837291 lx=  8.17152 if=  36 il=  74 4/5/2020   n=  38 now=    3058 end=       3552      1735      3515 U=    16.59 T=   68.5 p1=  16.2 p2=    86.1 ed=   107 5/8/2020    x1=  36. x2=  74. y1=  1.96 y2=  -.33 BEST
GP: Confirmed Greece 4/5/2020         74    3058     3552    1735     3515     6   107 5/8/2020  
AAA2     1 Greece Confirmed cc1=  .997421 cc2=  .835200 lx=  8.14552 if=  37 il=  74 4/5/2020   n=  37 now=    3058 end=       3447      1735      3515 U=    16.18 T=   67.9 p1=  12.7 p2=    88.7 ed=   106 5/7/2020    x1=  37. x2=  74. y1=  1.91 y2=  -.38     
GP: Confirmed Greece 4/5/2020         74    3058     3447    1735     3515     6   106 5/7/2020  
AAA2     1 Greece Confirmed cc1=  .997387 cc2=  .832988 lx=  8.11552 if=  38 il=  74 4/5/2020   n=  36 now=    3058 end=       3345      1735      3515 U=    15.47 T=   67.5 p1=   9.4 p2=    91.4 ed=   104 5/5/2020    x1=  38. x2=  74. y1=  1.91 y2=  -.42     
GP: Confirmed Greece 4/5/2020         74    3058     3345    1735     3515     6   104 5/5/2020  
AAA2     1 Greece Confirmed cc1=  .997180 cc2=  .830513 lx=  8.11552 if=  39 il=  74 4/5/2020   n=  35 now=    3058 end=       3345      1735      3515 U=    15.62 T=   67.4 p1=   9.4 p2=    91.4 ed=   104 5/5/2020    x1=  39. x2=  74. y1=  1.82 y2=  -.42     
GP: Confirmed Greece 4/5/2020         74    3058     3345    1735     3515     6   104 5/5/2020  
AAA2     1 Greece Confirmed cc1=  .997018 cc2=  .827987 lx=  8.09552 if=  40 il=  74 4/5/2020   n=  34 now=    3058 end=       3279      1735      3515 U=    14.99 T=   67.2 p1=   7.2 p2=    93.3 ed=   102 5/3/2020    x1=  40. x2=  74. y1=  1.82 y2=  -.45     
GP: Confirmed Greece 4/5/2020         74    3058     3279    1735     3515     6   102 5/3/2020  
AAA2     1 Greece Confirmed cc1=  .996750 cc2=  .825251 lx=  8.09552 if=  41 il=  74 4/5/2020   n=  33 now=    3058 end=       3279      1735      3515 U=    14.55 T=   67.4 p1=   7.2 p2=    93.3 ed=   101 5/2/2020    x1=  41. x2=  74. y1=  1.82 y2=  -.45     
GP: Confirmed Greece 4/5/2020         74    3058     3279    1735     3515     6   101 5/2/2020  
AAA2     1 Greece Confirmed cc1=  .996743 cc2=  .822665 lx=  8.14552 if=  42 il=  74 4/5/2020   n=  32 now=    3058 end=       3447      1735      3515 U=    14.82 T=   68.4 p1=  12.7 p2=    88.7 ed=   103 5/4/2020    x1=  42. x2=  74. y1=  1.78 y2=  -.38     
GP: Confirmed Greece 4/5/2020         74    3058     3447    1735     3515     6   103 5/4/2020  
AAA2     1 Greece Confirmed cc1=  .997293 cc2=  .820517 lx=  8.24552 if=  43 il=  74 4/5/2020   n=  31 now=    3058 end=       3810      1735      3515 U=    17.12 T=   69.9 p1=  24.6 p2=    80.3 ed=   110 5/11/2020   x1=  43. x2=  74. y1=  1.57 y2=  -.24     
GP: Confirmed Greece 4/5/2020         74    3058     3810    1735     3515     6   110 5/11/2020 
AAA2     1 Greece Confirmed cc1=  .997048 cc2=  .817443 lx=  8.23552 if=  44 il=  74 4/5/2020   n=  30 now=    3058 end=       3772      1735      3515 U=    17.23 T=   69.6 p1=  23.3 p2=    81.1 ed=   110 5/11/2020   x1=  44. x2=  74. y1=  1.49 y2=  -.25     
GP: Confirmed Greece 4/5/2020         74    3058     3772    1735     3515     6   110 5/11/2020 
AAA2     1 Greece Confirmed cc1=  .996896 cc2=  .814322 lx=  8.20552 if=  45 il=  74 4/5/2020   n=  29 now=    3058 end=       3661      1735      3515 U=    16.40 T=   69.2 p1=  19.7 p2=    83.5 ed=   107 5/8/2020    x1=  45. x2=  74. y1=  1.48 y2=  -.29     
GP: Confirmed Greece 4/5/2020         74    3058     3661    1735     3515     6   107 5/8/2020  
AAA2     1 Greece Confirmed cc1=  .996563 cc2=  .810867 lx=  8.20552 if=  46 il=  74 4/5/2020   n=  28 now=    3058 end=       3661      1735      3515 U=    16.90 T=   69.1 p1=  19.7 p2=    83.5 ed=   108 5/9/2020    x1=  46. x2=  74. y1=  1.36 y2=  -.29     
GP: Confirmed Greece 4/5/2020         74    3058     3661    1735     3515     6   108 5/9/2020  
AAA1     1 Greece Confirmed cc1=  .996407 cc2=  .807424 lx=  8.16552 if=  47 il=  74 4/5/2020   n=  27 now=    3058 end=       3517      1735      3515 U=    15.87 T=   68.5 p1=  15.0 p2=    86.9 ed=   105 5/6/2020    x1=  47. x2=  74. y1=  1.35 y2=  -.35 BEST
AAA2     1 Greece Confirmed cc1=  .996407 cc2=  .807424 lx=  8.16652 if=  47 il=  74 4/5/2020   n=  27 now=    3058 end=       3517      1735      3515 U=    15.87 T=   68.5 p1=  15.0 p2=    86.9 ed=   105 5/6/2020    x1=  47. x2=  74. y1=  1.35 y2=  -.35 BEST
GP: Confirmed Greece 4/5/2020         74    3058     3517    1735     3515     6   105 5/6/2020  
AAA1     1 Greece Confirmed cc1=  .995991 cc2=  .803541 lx=  8.16552 if=  48 il=  74 4/5/2020   n=  26 now=    3058 end=       3517      1735      3515 U=    15.77 T=   68.5 p1=  15.0 p2=    86.9 ed=   105 5/6/2020    x1=  48. x2=  74. y1=  1.30 y2=  -.35 BEST
AAA2     1 Greece Confirmed cc1=  .995991 cc2=  .803541 lx=  8.16652 if=  48 il=  74 4/5/2020   n=  26 now=    3058 end=       3517      1735      3515 U=    15.77 T=   68.5 p1=  15.0 p2=    86.9 ed=   105 5/6/2020    x1=  48. x2=  74. y1=  1.30 y2=  -.35 BEST
GP: Confirmed Greece 4/5/2020         74    3058     3517    1735     3515     6   105 5/6/2020  
AAA1     1 Greece Confirmed cc1=  .995521 cc2=  .799405 lx=  8.17552 if=  49 il=  74 4/5/2020   n=  25 now=    3058 end=       3552      1735      3515 U=    15.54 T=   68.8 p1=  16.2 p2=    86.1 ed=   105 5/6/2020    x1=  49. x2=  74. y1=  1.28 y2=  -.33 BEST
AAA2     1 Greece Confirmed cc1=  .995521 cc2=  .799405 lx=  8.17652 if=  49 il=  74 4/5/2020   n=  25 now=    3058 end=       3552      1735      3515 U=    15.54 T=   68.8 p1=  16.2 p2=    86.1 ed=   105 5/6/2020    x1=  49. x2=  74. y1=  1.28 y2=  -.33 BEST
GP: Confirmed Greece 4/5/2020         74    3058     3552    1735     3515     6   105 5/6/2020  
AAA2     1 Greece Confirmed cc1=  .995258 cc2=  .795258 lx=  8.23552 if=  50 il=  74 4/5/2020   n=  24 now=    3058 end=       3772      1735      3515 U=    15.54 T=   70.1 p1=  23.3 p2=    81.1 ed=   106 5/7/2020    x1=  50. x2=  74. y1=  1.29 y2=  -.25     
GP: Confirmed Greece 4/5/2020         74    3058     3772    1735     3515     6   106 5/7/2020  
AAA2     1 Greece Confirmed cc1=  .997851 cc2=  .793726 lx=  8.71552 if=  51 il=  74 4/5/2020   n=  23 now=    3058 end=       6096      1735      3515 U=    22.66 T=   79.2 p1=  99.3 p2=    50.2 ed=   132 6/2/2020    x1=  51. x2=  74. y1=  1.24 y2=   .23     
GP: Confirmed Greece 4/5/2020         74    3058     6096    1735     3515     6   132 6/2/2020  
AAA2     1 Greece Confirmed cc1=  .997994 cc2=  .789480 lx=  8.96552 if=  52 il=  74 4/5/2020   n=  22 now=    3058 end=       7828      1735      3515 U=    25.79 T=   84.6 p1= 156.0 p2=    39.1 ed=   145 6/15/2020   x1=  52. x2=  74. y1=  1.26 y2=   .41     
GP: Confirmed Greece 4/5/2020         74    3058     7828    1735     3515     6   145 6/15/2020 
AAA2     1 Greece Confirmed cc1=  .998470 cc2=  .785269 lx=  9.64552 if=  53 il=  74 4/5/2020   n=  21 now=    3058 end=      15452      1735      3515 U=    37.24 T=  103.1 p1= 405.3 p2=    19.8 ed=   191 7/31/2020   x1=  53. x2=  74. y1=  1.35 y2=   .78     
GP: Confirmed Greece 4/5/2020         74    3058    -        1735     3515     6   191 7/31/2020 
AAA2     1 Greece Confirmed cc1=  .998628 cc2=  .780410 lx=  9.24552 if=  54 il=  74 4/5/2020   n=  20 now=    3058 end=      10358      1735      3515 U=    31.64 T=   92.4 p1= 238.7 p2=    29.5 ed=   167 7/7/2020    x1=  54. x2=  74. y1=  1.21 y2=   .58     
GP: Confirmed Greece 4/5/2020         74    3058    -        1735     3515     6   167 7/7/2020  
AAA2     1 Greece Confirmed cc1=  .998825 cc2=  .775219 lx=  8.94552 if=  55 il=  74 4/5/2020   n=  19 now=    3058 end=       7673      1735      3515 U=    27.23 T=   84.8 p1= 150.9 p2=    39.9 ed=   149 6/19/2020   x1=  55. x2=  74. y1=  1.09 y2=   .40     
GP: Confirmed Greece 4/5/2020         74    3058     7673    1735     3515     6   149 6/19/2020 
AAA2     1 Greece Confirmed cc1=  .998973 cc2=  .769557 lx=  8.72552 if=  56 il=  74 4/5/2020   n=  18 now=    3058 end=       6158      1735      3515 U=    23.90 T=   79.7 p1= 101.4 p2=    49.7 ed=   136 6/6/2020    x1=  56. x2=  74. y1=   .99 y2=   .24     
GP: Confirmed Greece 4/5/2020         74    3058     6158    1735     3515     6   136 6/6/2020  
AAA2     1 Greece Confirmed cc1=  .999027 cc2=  .763325 lx=  8.56552 if=  57 il=  74 4/5/2020   n=  17 now=    3058 end=       5247      1735      3515 U=    21.47 T=   76.2 p1=  71.6 p2=    58.3 ed=   126 5/27/2020   x1=  57. x2=  74. y1=   .89 y2=   .10     
GP: Confirmed Greece 4/5/2020         74    3058     5247    1735     3515     6   126 5/27/2020 
AAA2     1 Greece Confirmed cc1=  .999016 cc2=  .756480 lx=  8.44552 if=  58 il=  74 4/5/2020   n=  16 now=    3058 end=       4654      1735      3515 U=    19.51 T=   73.7 p1=  52.2 p2=    65.7 ed=   119 5/20/2020   x1=  58. x2=  74. y1=   .81 y2=  -.01     
GP: Confirmed Greece 4/5/2020         74    3058     4654    1735     3515     6   119 5/20/2020 
AAA2     1 Greece Confirmed cc1=  .998760 cc2=  .740561 lx=  8.53552 if=  60 il=  74 4/5/2020   n=  14 now=    3058 end=       5092      1735      3515 U=    20.97 T=   75.6 p1=  66.5 p2=    60.1 ed=   125 5/26/2020   x1=  60. x2=  74. y1=   .74 y2=   .07     
GP: Confirmed Greece 4/5/2020         74    3058     5092    1735     3515     6   125 5/26/2020 
AAA2     1 Greece Confirmed cc1=  .998533 cc2=  .731272 lx=  8.43552 if=  61 il=  74 4/5/2020   n=  13 now=    3058 end=       4607      1735      3515 U=    19.67 T=   73.5 p1=  50.7 p2=    66.4 ed=   119 5/20/2020   x1=  61. x2=  74. y1=   .64 y2=  -.02     
GP: Confirmed Greece 4/5/2020         74    3058     4607    1735     3515     6   119 5/20/2020 
AAA2     1 Greece Confirmed cc1=  .998493 cc2=  .721142 lx=  8.24552 if=  62 il=  74 4/5/2020   n=  12 now=    3058 end=       3810      1735      3515 U=    16.41 T=   70.1 p1=  24.6 p2=    80.3 ed=   108 5/9/2020    x1=  62. x2=  74. y1=   .49 y2=  -.24     
GP: Confirmed Greece 4/5/2020         74    3058     3810    1735     3515     6   108 5/9/2020  
AAA1     1 Greece Confirmed cc1=  .998142 cc2=  .709467 lx=  8.17552 if=  63 il=  74 4/5/2020   n=  11 now=    3058 end=       3552      1735      3515 U=    15.39 T=   68.9 p1=  16.2 p2=    86.1 ed=   105 5/6/2020    x1=  63. x2=  74. y1=   .38 y2=  -.33 BEST
AAA2     1 Greece Confirmed cc1=  .998142 cc2=  .709467 lx=  8.17252 if=  63 il=  74 4/5/2020   n=  11 now=    3058 end=       3552      1735      3515 U=    15.39 T=   68.9 p1=  16.2 p2=    86.1 ed=   105 5/6/2020    x1=  63. x2=  74. y1=   .38 y2=  -.33 BEST
GP: Confirmed Greece 4/5/2020         74    3058     3552    1735     3515     6   105 5/6/2020  
AAA2     1 Greece Confirmed cc1=  .997821 cc2=  .696310 lx=  8.04552 if=  64 il=  74 4/5/2020   n=  10 now=    3058 end=       3119      1735      3515 U=    13.19 T=   67.0 p1=   2.0 p2=    98.0 ed=    98 4/29/2020   x1=  64. x2=  74. y1=   .22 y2=  -.53     
GP: Confirmed Greece 4/5/2020         74    3058     3119    1735     3515     6    98 4/29/2020 
AAA2     1 Greece Confirmed cc1=  .996573 cc2=  .663240 lx=  7.83552 if=  66 il=  74 4/5/2020   n=   8 now=    3058 end=       2528      1735      3515 U=     9.58 T=   64.7 p1= -17.3 p2=   121.0 ed=    87 4/18/2020   x1=  66. x2=  74. y1=  -.14 y2=  -.98     
GP: Confirmed Greece 4/5/2020         74    3058     2528    1735     3515     6    87 4/18/2020 
AAA2     1 Greece Confirmed cc1=  .996253 cc2=  .642699 lx=  7.69552 if=  67 il=  74 4/5/2020   n=   7 now=    3058 end=       2198      1735      3515 U=     7.01 T=   63.9 p1= -28.1 p2=   139.1 ed=    80 4/11/2020   x1=  67. x2=  74. y1=  -.44 y2= -1.44     
GP: Confirmed Greece 4/5/2020         74    3058     2198    1735     3515     6    80 4/11/2020 
AAA2     1 Greece Confirmed cc1=  .998415 cc2=  .620451 lx=  7.59552 if=  68 il=  74 4/5/2020   n=   6 now=    3058 end=       1989      1735      3515 U=     4.66 T=   64.7 p1= -35.0 p2=   153.7 ed=    75 4/6/2020    x1=  68. x2=  74. y1=  -.70 y2= -1.99     
GP: Confirmed Greece 4/5/2020         74    3058     1989    1735     3515     6    75 4/6/2020  
AAA2     1 Greece Confirmed cc1=  .998412 cc2=  .590164 lx=  7.56552 if=  69 il=  74 4/5/2020   n=   5 now=    3058 end=       1930      1735      3515 U=     3.90 T=   65.3 p1= -36.9 p2=   158.4 ed=    74 4/5/2020    x1=  69. x2=  74. y1=  -.96 y2= -2.24     
GP: Confirmed Greece 4/5/2020         74    3058     1930    1735     3515     6    74 4/5/2020  
AAA1     1 Greece Confirmed cc1=  .997743 cc2=  .841569 lx=  8.15552 if=  35 il=  75 4/6/2020   n=  40 now=    3058 end=       3482      1755      3499 U=    16.15 T=   68.9 p1=  13.9 p2=    87.8 ed=   107 5/8/2020    x1=  35. x2=  75. y1=  2.10 y2=  -.38 BEST
AAA2     1 Greece Confirmed cc1=  .997743 cc2=  .841569 lx=  8.15152 if=  35 il=  75 4/6/2020   n=  40 now=    3058 end=       3482      1755      3499 U=    16.15 T=   68.9 p1=  13.9 p2=    87.8 ed=   107 5/8/2020    x1=  35. x2=  75. y1=  2.10 y2=  -.38 BEST
GP: Confirmed Greece 4/6/2020         75    3058     3482    1755     3499     4   107 5/8/2020  
AAA1     1 Greece Confirmed cc1=  .997569 cc2=  .839455 lx=  8.15552 if=  36 il=  75 4/6/2020   n=  39 now=    3058 end=       3482      1755      3499 U=    16.72 T=   68.7 p1=  13.9 p2=    87.8 ed=   108 5/9/2020    x1=  36. x2=  75. y1=  1.95 y2=  -.38 BEST
AAA2     1 Greece Confirmed cc1=  .997569 cc2=  .839455 lx=  8.15052 if=  36 il=  75 4/6/2020   n=  39 now=    3058 end=       3482      1755      3499 U=    16.72 T=   68.7 p1=  13.9 p2=    87.8 ed=   108 5/9/2020    x1=  36. x2=  75. y1=  1.95 y2=  -.38 BEST
GP: Confirmed Greece 4/6/2020         75    3058     3482    1755     3499     4   108 5/9/2020  
AAA2     1 Greece Confirmed cc1=  .997580 cc2=  .837452 lx=  8.12552 if=  37 il=  75 4/6/2020   n=  38 now=    3058 end=       3379      1755      3499 U=    16.30 T=   68.1 p1=  10.5 p2=    90.5 ed=   106 5/7/2020    x1=  37. x2=  75. y1=  1.91 y2=  -.42     
GP: Confirmed Greece 4/6/2020         75    3058     3379    1755     3499     4   106 5/7/2020  
AAA2     1 Greece Confirmed cc1=  .997557 cc2=  .835336 lx=  8.10552 if=  38 il=  75 4/6/2020   n=  37 now=    3058 end=       3312      1755      3499 U=    15.69 T=   67.9 p1=   8.3 p2=    92.3 ed=   104 5/5/2020    x1=  38. x2=  75. y1=  1.90 y2=  -.45     
GP: Confirmed Greece 4/6/2020         75    3058     3312    1755     3499     4   104 5/5/2020  
AAA2     1 Greece Confirmed cc1=  .997371 cc2=  .832972 lx=  8.09552 if=  39 il=  75 4/6/2020   n=  36 now=    3058 end=       3279      1755      3499 U=    15.75 T=   67.6 p1=   7.2 p2=    93.3 ed=   104 5/5/2020    x1=  39. x2=  75. y1=  1.82 y2=  -.47     
GP: Confirmed Greece 4/6/2020         75    3058     3279    1755     3499     4   104 5/5/2020  
AAA2     1 Greece Confirmed cc1=  .997230 cc2=  .830563 lx=  8.07552 if=  40 il=  75 4/6/2020   n=  35 now=    3058 end=       3214      1755      3499 U=    15.12 T=   67.4 p1=   5.1 p2=    95.1 ed=   103 5/4/2020    x1=  40. x2=  75. y1=  1.81 y2=  -.50     
GP: Confirmed Greece 4/6/2020         75    3058     3214    1755     3499     4   103 5/4/2020  
AAA2     1 Greece Confirmed cc1=  .996988 cc2=  .827957 lx=  8.08552 if=  41 il=  75 4/6/2020   n=  34 now=    3058 end=       3247      1755      3499 U=    14.78 T=   67.8 p1=   6.2 p2=    94.2 ed=   102 5/3/2020    x1=  41. x2=  75. y1=  1.81 y2=  -.49     
GP: Confirmed Greece 4/6/2020         75    3058     3247    1755     3499     4   102 5/3/2020  
AAA2     1 Greece Confirmed cc1=  .996972 cc2=  .825473 lx=  8.12552 if=  42 il=  75 4/6/2020   n=  33 now=    3058 end=       3379      1755      3499 U=    14.98 T=   68.7 p1=  10.5 p2=    90.5 ed=   104 5/5/2020    x1=  42. x2=  75. y1=  1.78 y2=  -.42     
GP: Confirmed Greece 4/6/2020         75    3058     3379    1755     3499     4   104 5/5/2020  
AAA2     1 Greece Confirmed cc1=  .997438 cc2=  .823360 lx=  8.21552 if=  43 il=  75 4/6/2020   n=  32 now=    3058 end=       3697      1755      3499 U=    17.22 T=   69.9 p1=  20.9 p2=    82.7 ed=   110 5/11/2020   x1=  43. x2=  75. y1=  1.56 y2=  -.29     
GP: Confirmed Greece 4/6/2020         75    3058     3697    1755     3499     4   110 5/11/2020 
AAA2     1 Greece Confirmed cc1=  .997219 cc2=  .820442 lx=  8.19552 if=  44 il=  75 4/6/2020   n=  31 now=    3058 end=       3624      1755      3499 U=    17.22 T=   69.5 p1=  18.5 p2=    84.4 ed=   110 5/11/2020   x1=  44. x2=  75. y1=  1.48 y2=  -.32     
GP: Confirmed Greece 4/6/2020         75    3058     3624    1755     3499     4   110 5/11/2020 
AAA1     1 Greece Confirmed cc1=  .997092 cc2=  .817486 lx=  8.16552 if=  45 il=  75 4/6/2020   n=  30 now=    3058 end=       3517      1755      3499 U=    16.39 T=   69.0 p1=  15.0 p2=    86.9 ed=   107 5/8/2020    x1=  45. x2=  75. y1=  1.47 y2=  -.36 BEST
AAA2     1 Greece Confirmed cc1=  .997092 cc2=  .817486 lx=  8.16852 if=  45 il=  75 4/6/2020   n=  30 now=    3058 end=       3517      1755      3499 U=    16.39 T=   69.0 p1=  15.0 p2=    86.9 ed=   107 5/8/2020    x1=  45. x2=  75. y1=  1.47 y2=  -.36 BEST
GP: Confirmed Greece 4/6/2020         75    3058     3517    1755     3499     4   107 5/8/2020  
AAA1     1 Greece Confirmed cc1=  .996791 cc2=  .814217 lx=  8.16552 if=  46 il=  75 4/6/2020   n=  29 now=    3058 end=       3517      1755      3499 U=    16.88 T=   68.9 p1=  15.0 p2=    86.9 ed=   108 5/9/2020    x1=  46. x2=  75. y1=  1.35 y2=  -.36 BEST
AAA2     1 Greece Confirmed cc1=  .996791 cc2=  .814217 lx=  8.16652 if=  46 il=  75 4/6/2020   n=  29 now=    3058 end=       3517      1755      3499 U=    16.88 T=   68.9 p1=  15.0 p2=    86.9 ed=   108 5/9/2020    x1=  46. x2=  75. y1=  1.35 y2=  -.36 BEST
GP: Confirmed Greece 4/6/2020         75    3058     3517    1755     3499     4   108 5/9/2020  
AAA2     1 Greece Confirmed cc1=  .996664 cc2=  .810968 lx=  8.13552 if=  47 il=  75 4/6/2020   n=  28 now=    3058 end=       3413      1755      3499 U=    15.96 T=   68.5 p1=  11.6 p2=    89.6 ed=   106 5/7/2020    x1=  47. x2=  75. y1=  1.35 y2=  -.41     
GP: Confirmed Greece 4/6/2020         75    3058     3413    1755     3499     4   106 5/7/2020  
AAA2     1 Greece Confirmed cc1=  .996292 cc2=  .807310 lx=  8.13552 if=  48 il=  75 4/6/2020   n=  27 now=    3058 end=       3413      1755      3499 U=    15.87 T=   68.5 p1=  11.6 p2=    89.6 ed=   105 5/6/2020    x1=  48. x2=  75. y1=  1.29 y2=  -.41     
GP: Confirmed Greece 4/6/2020         75    3058     3413    1755     3499     4   105 5/6/2020  
AAA2     1 Greece Confirmed cc1=  .995870 cc2=  .803420 lx=  8.13552 if=  49 il=  75 4/6/2020   n=  26 now=    3058 end=       3413      1755      3499 U=    15.55 T=   68.7 p1=  11.6 p2=    89.6 ed=   105 5/6/2020    x1=  49. x2=  75. y1=  1.26 y2=  -.41     
GP: Confirmed Greece 4/6/2020         75    3058     3413    1755     3499     4   105 5/6/2020  
AAA2     1 Greece Confirmed cc1=  .995611 cc2=  .799494 lx=  8.19552 if=  50 il=  75 4/6/2020   n=  25 now=    3058 end=       3624      1755      3499 U=    15.60 T=   70.0 p1=  18.5 p2=    84.4 ed=   106 5/7/2020    x1=  50. x2=  75. y1=  1.28 y2=  -.32     
GP: Confirmed Greece 4/6/2020         75    3058     3624    1755     3499     4   106 5/7/2020  
AAA2     1 Greece Confirmed cc1=  .997674 cc2=  .797674 lx=  8.56552 if=  51 il=  75 4/6/2020   n=  24 now=    3058 end=       5247      1755      3499 U=    21.65 T=   77.0 p1=  71.6 p2=    58.3 ed=   128 5/29/2020   x1=  51. x2=  75. y1=  1.20 y2=   .09     
GP: Confirmed Greece 4/6/2020         75    3058     5247    1755     3499     4   128 5/29/2020 
AAA2     1 Greece Confirmed cc1=  .997661 cc2=  .793537 lx=  8.73552 if=  52 il=  75 4/6/2020   n=  23 now=    3058 end=       6219      1755      3499 U=    23.95 T=   80.6 p1= 103.4 p2=    49.2 ed=   137 6/7/2020    x1=  52. x2=  75. y1=  1.20 y2=   .24     
GP: Confirmed Greece 4/6/2020         75    3058     6219    1755     3499     4   137 6/7/2020  
AAA2     1 Greece Confirmed cc1=  .997818 cc2=  .789303 lx=  9.09552 if=  53 il=  75 4/6/2020   n=  22 now=    3058 end=       8915      1755      3499 U=    31.15 T=   90.1 p1= 191.5 p2=    34.3 ed=   163 7/3/2020    x1=  53. x2=  75. y1=  1.19 y2=   .49     
GP: Confirmed Greece 4/6/2020         75    3058     8915    1755     3499     4   163 7/3/2020  
AAA2     1 Greece Confirmed cc1=  .997958 cc2=  .784758 lx=  8.82552 if=  54 il=  75 4/6/2020   n=  21 now=    3058 end=       6805      1755      3499 U=    27.09 T=   83.2 p1= 122.5 p2=    44.9 ed=   147 6/17/2020   x1=  54. x2=  75. y1=  1.08 y2=   .30     
GP: Confirmed Greece 4/6/2020         75    3058     6805    1755     3499     4   147 6/17/2020 
AAA2     1 Greece Confirmed cc1=  .998129 cc2=  .779911 lx=  8.60552 if=  55 il=  75 4/6/2020   n=  20 now=    3058 end=       5461      1755      3499 U=    23.62 T=   78.0 p1=  78.6 p2=    56.0 ed=   133 6/3/2020    x1=  55. x2=  75. y1=   .97 y2=   .13     
GP: Confirmed Greece 4/6/2020         75    3058     5461    1755     3499     4   133 6/3/2020  
AAA2     1 Greece Confirmed cc1=  .998240 cc2=  .774633 lx=  8.44552 if=  56 il=  75 4/6/2020   n=  19 now=    3058 end=       4654      1755      3499 U=    21.00 T=   74.5 p1=  52.2 p2=    65.7 ed=   124 5/25/2020   x1=  56. x2=  75. y1=   .88 y2=  -.03     
GP: Confirmed Greece 4/6/2020         75    3058     4654    1755     3499     4   124 5/25/2020 
AAA2     1 Greece Confirmed cc1=  .998249 cc2=  .768834 lx=  8.31552 if=  57 il=  75 4/6/2020   n=  18 now=    3058 end=       4086      1755      3499 U=    18.88 T=   71.8 p1=  33.6 p2=    74.8 ed=   116 5/17/2020   x1=  57. x2=  75. y1=   .79 y2=  -.17     
GP: Confirmed Greece 4/6/2020         75    3058     4086    1755     3499     4   116 5/17/2020 
AAA2     1 Greece Confirmed cc1=  .998182 cc2=  .762479 lx=  8.22552 if=  58 il=  75 4/6/2020   n=  17 now=    3058 end=       3735      1755      3499 U=    17.27 T=   70.2 p1=  22.1 p2=    81.9 ed=   110 5/11/2020   x1=  58. x2=  75. y1=   .70 y2=  -.28     
GP: Confirmed Greece 4/6/2020         75    3058     3735    1755     3499     4   110 5/11/2020 
AAA2     1 Greece Confirmed cc1=  .997558 cc2=  .747558 lx=  8.19552 if=  60 il=  75 4/6/2020   n=  15 now=    3058 end=       3624      1755      3499 U=    16.93 T=   69.6 p1=  18.5 p2=    84.4 ed=   109 5/10/2020   x1=  60. x2=  75. y1=   .56 y2=  -.32     
GP: Confirmed Greece 4/6/2020         75    3058     3624    1755     3499     4   109 5/10/2020 
AAA2     1 Greece Confirmed cc1=  .997217 cc2=  .739018 lx=  8.09552 if=  61 il=  75 4/6/2020   n=  14 now=    3058 end=       3279      1755      3499 U=    15.40 T=   67.8 p1=   7.2 p2=    93.3 ed=   104 5/5/2020    x1=  61. x2=  75. y1=   .44 y2=  -.47     
GP: Confirmed Greece 4/6/2020         75    3058     3279    1755     3499     4   104 5/5/2020  
AAA2     1 Greece Confirmed cc1=  .997101 cc2=  .729839 lx=  7.97552 if=  62 il=  75 4/6/2020   n=  13 now=    3058 end=       2908      1755      3499 U=    13.08 T=   66.1 p1=  -4.9 p2=   105.2 ed=    96 4/27/2020   x1=  62. x2=  75. y1=   .31 y2=  -.68     
GP: Confirmed Greece 4/6/2020         75    3058     2908    1755     3499     4    96 4/27/2020 
AAA2     1 Greece Confirmed cc1=  .996624 cc2=  .719274 lx=  7.89552 if=  63 il=  75 4/6/2020   n=  12 now=    3058 end=       2685      1755      3499 U=    11.71 T=   65.0 p1= -12.2 p2=   113.9 ed=    92 4/23/2020   x1=  63. x2=  75. y1=   .17 y2=  -.85     
GP: Confirmed Greece 4/6/2020         75    3058     2685    1755     3499     4    92 4/23/2020 
