TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       43917.00000       10.69006
TAB:  Ecuador Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed Ecuador 4/28/2020        97   43917    27448   24258    27510     3    99 4/30/2020 
AAA2     1 Ecuador Confirmed cc1=  .987421 cc2=  .783297 lx= 10.21006 if=  74 il=  97 4/28/2020  n=  23 now=   43917 end=      27175     24258     27510 U=     9.43 T=   76.5 p1= -38.1 p2=   161.6 ed=    98 4/29/2020   x1=  74. x2=  97. y1=   .26 y2= -2.18     
GP: Confirmed Ecuador 4/28/2020        97   43917    27175   24258    27510     3    98 4/29/2020 
AAA2     1 Ecuador Confirmed cc1=  .986034 cc2=  .777520 lx= 10.21006 if=  75 il=  97 4/28/2020  n=  22 now=   43917 end=      27175     24258     27510 U=     9.10 T=   77.2 p1= -38.1 p2=   161.6 ed=    98 4/29/2020   x1=  75. x2=  97. y1=   .24 y2= -2.18     
GP: Confirmed Ecuador 4/28/2020        97   43917    27175   24258    27510     3    98 4/29/2020 
AAA2     1 Ecuador Confirmed cc1=  .984035 cc2=  .770835 lx= 10.20006 if=  76 il=  97 4/28/2020  n=  21 now=   43917 end=      26904     24258     27510 U=     8.40 T=   78.0 p1= -38.7 p2=   163.2 ed=    97 4/28/2020   x1=  76. x2=  97. y1=   .23 y2= -2.27     
GP: Confirmed Ecuador 4/28/2020        97   43917    26904   24258    27510     3    97 4/28/2020 
AAA1     1 Ecuador Confirmed cc1=  .982315 cc2=  .764097 lx= 10.22006 if=  77 il=  97 4/28/2020  n=  20 now=   43917 end=      27448     24258     27510 U=     9.11 T=   78.0 p1= -37.5 p2=   160.0 ed=    99 4/30/2020   x1=  77. x2=  97. y1=   .10 y2= -2.09 BEST
AAA2     1 Ecuador Confirmed cc1=  .982316 cc2=  .764097 lx= 10.22106 if=  77 il=  97 4/28/2020  n=  20 now=   43917 end=      27448     24258     27510 U=     9.11 T=   78.0 p1= -37.5 p2=   160.0 ed=    99 4/30/2020   x1=  77. x2=  97. y1=   .10 y2= -2.09 BEST
GP: Confirmed Ecuador 4/28/2020        97   43917    27448   24258    27510     3    99 4/30/2020 
AAA2     1 Ecuador Confirmed cc1=  .980400 cc2=  .756793 lx= 10.25006 if=  78 il=  97 4/28/2020  n=  19 now=   43917 end=      28284     24258     27510 U=     9.98 T=   78.3 p1= -35.6 p2=   155.3 ed=   101 5/2/2020    x1=  78. x2=  97. y1=   .03 y2= -1.87     
GP: Confirmed Ecuador 4/28/2020        97   43917    28284   24258    27510     3   101 5/2/2020  
AAA2     1 Ecuador Confirmed cc1=  .982296 cc2=  .739760 lx= 10.27006 if=  81 il=  97 4/28/2020  n=  16 now=   43917 end=      28855     24258     27510 U=    12.21 T=   75.6 p1= -34.3 p2=   152.2 ed=   104 5/5/2020    x1=  81. x2=  97. y1=  -.44 y2= -1.75     
GP: Confirmed Ecuador 4/28/2020        97   43917    28855   24258    27510     3   104 5/5/2020  
AAA1     1 Ecuador Confirmed cc1=  .983085 cc2=  .733085 lx= 10.22006 if=  82 il=  97 4/28/2020  n=  15 now=   43917 end=      27448     24258     27510 U=     9.65 T=   76.8 p1= -37.5 p2=   160.0 ed=    99 4/30/2020   x1=  82. x2=  97. y1=  -.54 y2= -2.09 BEST
AAA2     1 Ecuador Confirmed cc1=  .983089 cc2=  .733085 lx= 10.22406 if=  82 il=  97 4/28/2020  n=  15 now=   43917 end=      27448     24258     27510 U=     9.65 T=   76.8 p1= -37.5 p2=   160.0 ed=    99 4/30/2020   x1=  82. x2=  97. y1=  -.54 y2= -2.09 BEST
GP: Confirmed Ecuador 4/28/2020        97   43917    27448   24258    27510     3    99 4/30/2020 
AAA2     1 Ecuador Confirmed cc1=  .907505 cc2=  .553951 lx= 11.12006 if=  90 il=  97 4/28/2020  n=   7 now=   43917 end=      67511     24258     27510 U=    55.22 T=   98.3 p1=  53.7 p2=    65.1 ed=   228 9/6/2020    x1=  90. x2=  97. y1=   .15 y2=   .02     
GP: Confirmed Ecuador 4/28/2020        97   43917    67511   24258    27510     3   228 9/6/2020  
AAA2     1 Ecuador Confirmed cc1=  .991837 cc2=  .862738 lx= 10.55006 if=  39 il=  98 4/29/2020  n=  59 now=   43917 end=      38179     24675     28394 U=    20.23 T=   81.2 p1= -13.1 p2=   115.0 ed=   128 5/29/2020   x1=  39. x2=  98. y1=  2.09 y2=  -.83     
GP: Confirmed Ecuador 4/29/2020        98   43917    38179   24675    28394     8   128 5/29/2020 
AAA2     1 Ecuador Confirmed cc1=  .992464 cc2=  .862275 lx= 10.52006 if=  40 il=  98 4/29/2020  n=  58 now=   43917 end=      37051     24675     28394 U=    19.44 T=   80.5 p1= -15.6 p2=   118.5 ed=   126 5/27/2020   x1=  40. x2=  98. y1=  2.08 y2=  -.90     
GP: Confirmed Ecuador 4/29/2020        98   43917    37051   24675    28394     8   126 5/27/2020 
AAA2     1 Ecuador Confirmed cc1=  .992961 cc2=  .861654 lx= 10.50006 if=  41 il=  98 4/29/2020  n=  57 now=   43917 end=      36317     24675     28394 U=    18.92 T=   80.0 p1= -17.3 p2=   120.9 ed=   124 5/25/2020   x1=  41. x2=  98. y1=  2.06 y2=  -.95     
GP: Confirmed Ecuador 4/29/2020        98   43917    36317   24675    28394     8   124 5/25/2020 
AAA2     1 Ecuador Confirmed cc1=  .993429 cc2=  .860976 lx= 10.47006 if=  42 il=  98 4/29/2020  n=  56 now=   43917 end=      35244     24675     28394 U=    18.40 T=   79.0 p1= -19.7 p2=   124.6 ed=   122 5/23/2020   x1=  42. x2=  98. y1=  2.01 y2= -1.03     
GP: Confirmed Ecuador 4/29/2020        98   43917    35244   24675    28394     8   122 5/23/2020 
AAA2     1 Ecuador Confirmed cc1=  .994016 cc2=  .860385 lx= 10.45006 if=  43 il=  98 4/29/2020  n=  55 now=   43917 end=      34546     24675     28394 U=    17.96 T=   78.4 p1= -21.3 p2=   127.1 ed=   120 5/21/2020   x1=  43. x2=  98. y1=  1.97 y2= -1.09     
GP: Confirmed Ecuador 4/29/2020        98   43917    34546   24675    28394     8   120 5/21/2020 
AAA2     1 Ecuador Confirmed cc1=  .994666 cc2=  .859826 lx= 10.43006 if=  44 il=  98 4/29/2020  n=  54 now=   43917 end=      33862     24675     28394 U=    17.30 T=   78.1 p1= -22.9 p2=   129.7 ed=   118 5/19/2020   x1=  44. x2=  98. y1=  1.97 y2= -1.15     
GP: Confirmed Ecuador 4/29/2020        98   43917    33862   24675    28394     8   118 5/19/2020 
AAA2     1 Ecuador Confirmed cc1=  .995167 cc2=  .859084 lx= 10.41006 if=  45 il=  98 4/29/2020  n=  53 now=   43917 end=      33191     24675     28394 U=    16.65 T=   77.8 p1= -24.4 p2=   132.3 ed=   117 5/18/2020   x1=  45. x2=  98. y1=  1.97 y2= -1.22     
GP: Confirmed Ecuador 4/29/2020        98   43917    33191   24675    28394     8   117 5/18/2020 
AAA2     1 Ecuador Confirmed cc1=  .995513 cc2=  .858153 lx= 10.40006 if=  46 il=  98 4/29/2020  n=  52 now=   43917 end=      32861     24675     28394 U=    16.22 T=   77.7 p1= -25.2 p2=   133.6 ed=   116 5/17/2020   x1=  46. x2=  98. y1=  1.96 y2= -1.25     
GP: Confirmed Ecuador 4/29/2020        98   43917    32861   24675    28394     8   116 5/17/2020 
AAA2     1 Ecuador Confirmed cc1=  .995746 cc2=  .857071 lx= 10.38006 if=  47 il=  98 4/29/2020  n=  51 now=   43917 end=      32210     24675     28394 U=    15.62 T=   77.3 p1= -26.7 p2=   136.3 ed=   114 5/15/2020   x1=  47. x2=  98. y1=  1.94 y2= -1.32     
GP: Confirmed Ecuador 4/29/2020        98   43917    32210   24675    28394     8   114 5/15/2020 
AAA2     1 Ecuador Confirmed cc1=  .995858 cc2=  .855830 lx= 10.37006 if=  48 il=  98 4/29/2020  n=  50 now=   43917 end=      31890     24675     28394 U=    15.14 T=   77.4 p1= -27.4 p2=   137.7 ed=   113 5/14/2020   x1=  48. x2=  98. y1=  1.94 y2= -1.36     
GP: Confirmed Ecuador 4/29/2020        98   43917    31890   24675    28394     8   113 5/14/2020 
AAA2     1 Ecuador Confirmed cc1=  .995814 cc2=  .854392 lx= 10.36006 if=  49 il=  98 4/29/2020  n=  49 now=   43917 end=      31572     24675     28394 U=    14.75 T=   77.3 p1= -28.1 p2=   139.1 ed=   112 5/13/2020   x1=  49. x2=  98. y1=  1.92 y2= -1.40     
GP: Confirmed Ecuador 4/29/2020        98   43917    31572   24675    28394     8   112 5/13/2020 
AAA2     1 Ecuador Confirmed cc1=  .995672 cc2=  .852815 lx= 10.36006 if=  50 il=  98 4/29/2020  n=  48 now=   43917 end=      31572     24675     28394 U=    14.45 T=   77.8 p1= -28.1 p2=   139.1 ed=   111 5/12/2020   x1=  50. x2=  98. y1=  1.92 y2= -1.40     
GP: Confirmed Ecuador 4/29/2020        98   43917    31572   24675    28394     8   111 5/12/2020 
AAA2     1 Ecuador Confirmed cc1=  .995422 cc2=  .851085 lx= 10.35006 if=  51 il=  98 4/29/2020  n=  47 now=   43917 end=      31258     24675     28394 U=    13.98 T=   77.8 p1= -28.8 p2=   140.5 ed=   110 5/11/2020   x1=  51. x2=  98. y1=  1.92 y2= -1.44     
GP: Confirmed Ecuador 4/29/2020        98   43917    31258   24675    28394     8   110 5/11/2020 
AAA2     1 Ecuador Confirmed cc1=  .995127 cc2=  .849262 lx= 10.35006 if=  52 il=  98 4/29/2020  n=  46 now=   43917 end=      31258     24675     28394 U=    14.00 T=   77.8 p1= -28.8 p2=   140.5 ed=   110 5/11/2020   x1=  52. x2=  98. y1=  1.84 y2= -1.44     
GP: Confirmed Ecuador 4/29/2020        98   43917    31258   24675    28394     8   110 5/11/2020 
AAA2     1 Ecuador Confirmed cc1=  .993091 cc2=  .830870 lx= 10.45006 if=  61 il=  98 4/29/2020  n=  37 now=   43917 end=      34546     24675     28394 U=    17.31 T=   79.1 p1= -21.3 p2=   127.1 ed=   119 5/20/2020   x1=  61. x2=  98. y1=  1.05 y2= -1.09     
GP: Confirmed Ecuador 4/29/2020        98   43917    34546   24675    28394     8   119 5/20/2020 
AAA2     1 Ecuador Confirmed cc1=  .992919 cc2=  .828520 lx= 10.43006 if=  62 il=  98 4/29/2020  n=  36 now=   43917 end=      33862     24675     28394 U=    16.69 T=   78.8 p1= -22.9 p2=   129.7 ed=   118 5/19/2020   x1=  62. x2=  98. y1=  1.01 y2= -1.15     
GP: Confirmed Ecuador 4/29/2020        98   43917    33862   24675    28394     8   118 5/19/2020 
AAA2     1 Ecuador Confirmed cc1=  .991922 cc2=  .817845 lx= 10.34006 if=  66 il=  98 4/29/2020  n=  32 now=   43917 end=      30947     24675     28394 U=    14.30 T=   76.8 p1= -29.5 p2=   141.9 ed=   110 5/11/2020   x1=  66. x2=  98. y1=   .75 y2= -1.48     
GP: Confirmed Ecuador 4/29/2020        98   43917    30947   24675    28394     8   110 5/11/2020 
AAA2     1 Ecuador Confirmed cc1=  .991849 cc2=  .815072 lx= 10.32006 if=  67 il=  98 4/29/2020  n=  31 now=   43917 end=      30334     24675     28394 U=    13.51 T=   76.7 p1= -30.9 p2=   144.8 ed=   108 5/9/2020    x1=  67. x2=  98. y1=   .72 y2= -1.58     
GP: Confirmed Ecuador 4/29/2020        98   43917    30334   24675    28394     8   108 5/9/2020  
AAA1     1 Ecuador Confirmed cc1=  .989744 cc2=  .800761 lx= 10.26006 if=  71 il=  98 4/29/2020  n=  27 now=   43917 end=      28568     24675     28394 U=    11.63 T=   75.7 p1= -35.0 p2=   153.7 ed=   103 5/4/2020    x1=  71. x2=  98. y1=   .40 y2= -1.92 BEST
AAA2     1 Ecuador Confirmed cc1=  .989749 cc2=  .800761 lx= 10.26506 if=  71 il=  98 4/29/2020  n=  27 now=   43917 end=      28568     24675     28394 U=    11.63 T=   75.7 p1= -35.0 p2=   153.7 ed=   103 5/4/2020    x1=  71. x2=  98. y1=   .40 y2= -1.92 BEST
GP: Confirmed Ecuador 4/29/2020        98   43917    28568   24675    28394     8   103 5/4/2020  
AAA1     1 Ecuador Confirmed cc1=  .989681 cc2=  .797231 lx= 10.25006 if=  72 il=  98 4/29/2020  n=  26 now=   43917 end=      28284     24675     28394 U=    11.10 T=   75.9 p1= -35.6 p2=   155.3 ed=   102 5/3/2020    x1=  72. x2=  98. y1=   .35 y2= -1.99 BEST
AAA2     1 Ecuador Confirmed cc1=  .989681 cc2=  .797231 lx= 10.25106 if=  72 il=  98 4/29/2020  n=  26 now=   43917 end=      28284     24675     28394 U=    11.10 T=   75.9 p1= -35.6 p2=   155.3 ed=   102 5/3/2020    x1=  72. x2=  98. y1=   .35 y2= -1.99 BEST
GP: Confirmed Ecuador 4/29/2020        98   43917    28284   24675    28394     8   102 5/3/2020  
AAA1     1 Ecuador Confirmed cc1=  .989415 cc2=  .793299 lx= 10.24006 if=  73 il=  98 4/29/2020  n=  25 now=   43917 end=      28002     24675     28394 U=    10.46 T=   76.4 p1= -36.2 p2=   156.8 ed=   101 5/2/2020    x1=  73. x2=  98. y1=   .32 y2= -2.07 BEST
AAA2     1 Ecuador Confirmed cc1=  .989415 cc2=  .793299 lx= 10.23906 if=  73 il=  98 4/29/2020  n=  25 now=   43917 end=      28002     24675     28394 U=    10.46 T=   76.4 p1= -36.2 p2=   156.8 ed=   101 5/2/2020    x1=  73. x2=  98. y1=   .32 y2= -2.07 BEST
GP: Confirmed Ecuador 4/29/2020        98   43917    28002   24675    28394     8   101 5/2/2020  
AAA1     1 Ecuador Confirmed cc1=  .988609 cc2=  .788609 lx= 10.23006 if=  74 il=  98 4/29/2020  n=  24 now=   43917 end=      27724     24675     28394 U=     9.89 T=   76.7 p1= -36.9 p2=   158.4 ed=   100 5/1/2020    x1=  74. x2=  98. y1=   .28 y2= -2.15 BEST
AAA2     1 Ecuador Confirmed cc1=  .988609 cc2=  .788609 lx= 10.23006 if=  74 il=  98 4/29/2020  n=  24 now=   43917 end=      27724     24675     28394 U=     9.89 T=   76.7 p1= -36.9 p2=   158.4 ed=   100 5/1/2020    x1=  74. x2=  98. y1=   .28 y2= -2.15 BEST
GP: Confirmed Ecuador 4/29/2020        98   43917    27724   24675    28394     8   100 5/1/2020  
AAA2     1 Ecuador Confirmed cc1=  .987340 cc2=  .783216 lx= 10.22006 if=  75 il=  98 4/29/2020  n=  23 now=   43917 end=      27448     24675     28394 U=     9.24 T=   77.3 p1= -37.5 p2=   160.0 ed=    99 4/30/2020   x1=  75. x2=  98. y1=   .25 y2= -2.24     
GP: Confirmed Ecuador 4/29/2020        98   43917    27448   24675    28394     8    99 4/30/2020 
AAA2     1 Ecuador Confirmed cc1=  .985604 cc2=  .777090 lx= 10.22006 if=  76 il=  98 4/29/2020  n=  22 now=   43917 end=      27448     24675     28394 U=     8.84 T=   78.2 p1= -37.5 p2=   160.0 ed=    99 4/30/2020   x1=  76. x2=  98. y1=   .25 y2= -2.24     
GP: Confirmed Ecuador 4/29/2020        98   43917    27448   24675    28394     8    99 4/30/2020 
AAA1     1 Ecuador Confirmed cc1=  .984329 cc2=  .771128 lx= 10.24006 if=  77 il=  98 4/29/2020  n=  21 now=   43917 end=      28002     24675     28394 U=     9.59 T=   78.2 p1= -36.2 p2=   156.8 ed=   100 5/1/2020    x1=  77. x2=  98. y1=   .12 y2= -2.07 BEST
AAA2     1 Ecuador Confirmed cc1=  .984330 cc2=  .771128 lx= 10.24106 if=  77 il=  98 4/29/2020  n=  21 now=   43917 end=      28002     24675     28394 U=     9.59 T=   78.2 p1= -36.2 p2=   156.8 ed=   100 5/1/2020    x1=  77. x2=  98. y1=   .12 y2= -2.07 BEST
GP: Confirmed Ecuador 4/29/2020        98   43917    28002   24675    28394     8   100 5/1/2020  
AAA1     1 Ecuador Confirmed cc1=  .982943 cc2=  .764725 lx= 10.27006 if=  78 il=  98 4/29/2020  n=  20 now=   43917 end=      28855     24675     28394 U=    10.50 T=   78.5 p1= -34.3 p2=   152.2 ed=   103 5/4/2020    x1=  78. x2=  98. y1=   .05 y2= -1.85 BEST
AAA2     1 Ecuador Confirmed cc1=  .982944 cc2=  .764725 lx= 10.26806 if=  78 il=  98 4/29/2020  n=  20 now=   43917 end=      28855     24675     28394 U=    10.50 T=   78.5 p1= -34.3 p2=   152.2 ed=   103 5/4/2020    x1=  78. x2=  98. y1=   .05 y2= -1.85 BEST
GP: Confirmed Ecuador 4/29/2020        98   43917    28855   24675    28394     8   103 5/4/2020  
AAA1     1 Ecuador Confirmed cc1=  .985071 cc2=  .749369 lx= 10.28006 if=  81 il=  98 4/29/2020  n=  17 now=   43917 end=      29145     24675     28394 U=    12.44 T=   75.7 p1= -33.6 p2=   150.7 ed=   105 5/6/2020    x1=  81. x2=  98. y1=  -.43 y2= -1.79 BEST
AAA2     1 Ecuador Confirmed cc1=  .985072 cc2=  .749369 lx= 10.28206 if=  81 il=  98 4/29/2020  n=  17 now=   43917 end=      29145     24675     28394 U=    12.44 T=   75.7 p1= -33.6 p2=   150.7 ed=   105 5/6/2020    x1=  81. x2=  98. y1=  -.43 y2= -1.79 BEST
GP: Confirmed Ecuador 4/29/2020        98   43917    29145   24675    28394     8   105 5/6/2020  
AAA1     1 Ecuador Confirmed cc1=  .985712 cc2=  .743176 lx= 10.25006 if=  82 il=  98 4/29/2020  n=  16 now=   43917 end=      28284     24675     28394 U=    10.63 T=   76.8 p1= -35.6 p2=   155.3 ed=   101 5/2/2020    x1=  82. x2=  98. y1=  -.49 y2= -1.99 BEST
AAA2     1 Ecuador Confirmed cc1=  .985712 cc2=  .743176 lx= 10.24906 if=  82 il=  98 4/29/2020  n=  16 now=   43917 end=      28284     24675     28394 U=    10.63 T=   76.8 p1= -35.6 p2=   155.3 ed=   101 5/2/2020    x1=  82. x2=  98. y1=  -.49 y2= -1.99 BEST
GP: Confirmed Ecuador 4/29/2020        98   43917    28284   24675    28394     8   101 5/2/2020  
AAA2     1 Ecuador Confirmed cc1=  .982229 cc2=  .724030 lx= 10.22006 if=  84 il=  98 4/29/2020  n=  14 now=   43917 end=      27448     24675     28394 U=     8.61 T=   78.7 p1= -37.5 p2=   160.0 ed=    99 4/30/2020   x1=  84. x2=  98. y1=  -.61 y2= -2.24     
GP: Confirmed Ecuador 4/29/2020        98   43917    27448   24675    28394     8    99 4/30/2020 
AAA2     1 Ecuador Confirmed cc1=  .952214 cc2=  .635987 lx= 10.68006 if=  89 il=  98 4/29/2020  n=   9 now=   43917 end=      43480     24675     28394 U=    32.35 T=   79.6 p1=  -1.0 p2=   101.0 ed=   155 6/25/2020   x1=  89. x2=  98. y1=  -.29 y2=  -.57     
GP: Confirmed Ecuador 4/29/2020        98   43917    43480   24675    28394     8   155 6/25/2020 
AAA2     1 Ecuador Confirmed cc1=  .935676 cc2=  .602342 lx= 12.69006 if=  90 il=  98 4/29/2020  n=   8 now=   43917 end=     324505     24675     28394 U=   136.62 T=  227.3 p1= 638.9 p2=    13.5 ed=   549 7/24/2021   x1=  90. x2=  98. y1=  1.00 y2=   .95     
GP: Confirmed Ecuador 4/29/2020        98   43917    -       24675    28394     8   549 7/24/2021 
AAA2     1 Ecuador Confirmed cc1=  .910173 cc2=  .556620 lx= 12.69006 if=  91 il=  98 4/29/2020  n=   7 now=   43917 end=     324505     24675     28394 U=   163.31 T=  252.6 p1= 638.9 p2=    13.5 ed=   637 10/20/2021  x1=  91. x2=  98. y1=   .99 y2=   .95     
GP: Confirmed Ecuador 4/29/2020        98   43917    -       24675    28394     8   637 10/20/2021
AAA2     1 Ecuador Confirmed cc1=  .918087 cc2=  .509838 lx= 12.69006 if=  93 il=  98 4/29/2020  n=   5 now=   43917 end=     324505     24675     28394 U=   158.47 T=  248.0 p1= 638.9 p2=    13.5 ed=   621 10/4/2021   x1=  93. x2=  98. y1=   .98 y2=   .95     
GP: Confirmed Ecuador 4/29/2020        98   43917    -       24675    28394     8   621 10/4/2021 
AAA2     1 Ecuador Confirmed cc1=  .992128 cc2=  .864091 lx= 10.53006 if=  39 il=  99 4/30/2020  n=  60 now=   43917 end=      37423     24934     28394 U=    20.09 T=   80.9 p1= -14.8 p2=   117.4 ed=   128 5/29/2020   x1=  39. x2=  99. y1=  2.09 y2=  -.90     
GP: Confirmed Ecuador 4/30/2020        99   43917    37423   24934    28394    11   128 5/29/2020 
AAA2     1 Ecuador Confirmed cc1=  .992743 cc2=  .863643 lx= 10.50006 if=  40 il=  99 4/30/2020  n=  59 now=   43917 end=      36317     24934     28394 U=    19.29 T=   80.1 p1= -17.3 p2=   120.9 ed=   125 5/26/2020   x1=  40. x2=  99. y1=  2.08 y2=  -.98     
GP: Confirmed Ecuador 4/30/2020        99   43917    36317   24934    28394    11   125 5/26/2020 
AAA2     1 Ecuador Confirmed cc1=  .993234 cc2=  .863045 lx= 10.48006 if=  41 il=  99 4/30/2020  n=  58 now=   43917 end=      35598     24934     28394 U=    18.76 T=   79.6 p1= -18.9 p2=   123.4 ed=   123 5/24/2020   x1=  41. x2=  99. y1=  2.06 y2= -1.03     
GP: Confirmed Ecuador 4/30/2020        99   43917    35598   24934    28394    11   123 5/24/2020 
AAA2     1 Ecuador Confirmed cc1=  .993695 cc2=  .862389 lx= 10.46006 if=  42 il=  99 4/30/2020  n=  57 now=   43917 end=      34893     24934     28394 U=    18.38 T=   79.0 p1= -20.5 p2=   125.9 ed=   122 5/23/2020   x1=  42. x2=  99. y1=  2.01 y2= -1.09     
GP: Confirmed Ecuador 4/30/2020        99   43917    34893   24934    28394    11   122 5/23/2020 
AAA2     1 Ecuador Confirmed cc1=  .994268 cc2=  .861815 lx= 10.44006 if=  43 il=  99 4/30/2020  n=  56 now=   43917 end=      34202     24934     28394 U=    17.93 T=   78.3 p1= -22.1 p2=   128.4 ed=   120 5/21/2020   x1=  43. x2=  99. y1=  1.97 y2= -1.15     
GP: Confirmed Ecuador 4/30/2020        99   43917    34202   24934    28394    11   120 5/21/2020 
AAA2     1 Ecuador Confirmed cc1=  .994899 cc2=  .861269 lx= 10.42006 if=  44 il=  99 4/30/2020  n=  55 now=   43917 end=      33525     24934     28394 U=    17.26 T=   78.0 p1= -23.7 p2=   131.0 ed=   118 5/19/2020   x1=  44. x2=  99. y1=  1.97 y2= -1.22     
GP: Confirmed Ecuador 4/30/2020        99   43917    33525   24934    28394    11   118 5/19/2020 
AAA2     1 Ecuador Confirmed cc1=  .995387 cc2=  .860547 lx= 10.40006 if=  45 il=  99 4/30/2020  n=  54 now=   43917 end=      32861     24934     28394 U=    16.60 T=   77.6 p1= -25.2 p2=   133.6 ed=   116 5/17/2020   x1=  45. x2=  99. y1=  1.97 y2= -1.29     
GP: Confirmed Ecuador 4/30/2020        99   43917    32861   24934    28394    11   116 5/17/2020 
AAA2     1 Ecuador Confirmed cc1=  .995727 cc2=  .859644 lx= 10.39006 if=  46 il=  99 4/30/2020  n=  53 now=   43917 end=      32534     24934     28394 U=    16.17 T=   77.6 p1= -25.9 p2=   135.0 ed=   115 5/16/2020   x1=  46. x2=  99. y1=  1.95 y2= -1.32     
GP: Confirmed Ecuador 4/30/2020        99   43917    32534   24934    28394    11   115 5/16/2020 
AAA2     1 Ecuador Confirmed cc1=  .995957 cc2=  .858597 lx= 10.38006 if=  47 il=  99 4/30/2020  n=  52 now=   43917 end=      32210     24934     28394 U=    15.73 T=   77.6 p1= -26.7 p2=   136.3 ed=   114 5/15/2020   x1=  47. x2=  99. y1=  1.94 y2= -1.36     
GP: Confirmed Ecuador 4/30/2020        99   43917    32210   24934    28394    11   114 5/15/2020 
AAA2     1 Ecuador Confirmed cc1=  .996071 cc2=  .857396 lx= 10.37006 if=  48 il=  99 4/30/2020  n=  51 now=   43917 end=      31890     24934     28394 U=    15.25 T=   77.6 p1= -27.4 p2=   137.7 ed=   113 5/14/2020   x1=  48. x2=  99. y1=  1.94 y2= -1.40     
GP: Confirmed Ecuador 4/30/2020        99   43917    31890   24934    28394    11   113 5/14/2020 
AAA2     1 Ecuador Confirmed cc1=  .996039 cc2=  .856011 lx= 10.36006 if=  49 il=  99 4/30/2020  n=  50 now=   43917 end=      31572     24934     28394 U=    14.86 T=   77.6 p1= -28.1 p2=   139.1 ed=   112 5/13/2020   x1=  49. x2=  99. y1=  1.92 y2= -1.44     
GP: Confirmed Ecuador 4/30/2020        99   43917    31572   24934    28394    11   112 5/13/2020 
AAA2     1 Ecuador Confirmed cc1=  .995916 cc2=  .854495 lx= 10.35006 if=  50 il=  99 4/30/2020  n=  49 now=   43917 end=      31258     24934     28394 U=    14.38 T=   77.6 p1= -28.8 p2=   140.5 ed=   111 5/12/2020   x1=  50. x2=  99. y1=  1.92 y2= -1.49     
GP: Confirmed Ecuador 4/30/2020        99   43917    31258   24934    28394    11   111 5/12/2020 
AAA2     1 Ecuador Confirmed cc1=  .995685 cc2=  .852828 lx= 10.35006 if=  51 il=  99 4/30/2020  n=  48 now=   43917 end=      31258     24934     28394 U=    14.09 T=   78.1 p1= -28.8 p2=   140.5 ed=   111 5/12/2020   x1=  51. x2=  99. y1=  1.92 y2= -1.49     
GP: Confirmed Ecuador 4/30/2020        99   43917    31258   24934    28394    11   111 5/12/2020 
AAA2     1 Ecuador Confirmed cc1=  .995414 cc2=  .851076 lx= 10.35006 if=  52 il=  99 4/30/2020  n=  47 now=   43917 end=      31258     24934     28394 U=    14.11 T=   78.0 p1= -28.8 p2=   140.5 ed=   111 5/12/2020   x1=  52. x2=  99. y1=  1.84 y2= -1.49     
GP: Confirmed Ecuador 4/30/2020        99   43917    31258   24934    28394    11   111 5/12/2020 
AAA2     1 Ecuador Confirmed cc1=  .993449 cc2=  .833321 lx= 10.43006 if=  61 il=  99 4/30/2020  n=  38 now=   43917 end=      33862     24934     28394 U=    17.08 T=   78.8 p1= -22.9 p2=   129.7 ed=   119 5/20/2020   x1=  61. x2=  99. y1=  1.04 y2= -1.18     
GP: Confirmed Ecuador 4/30/2020        99   43917    33862   24934    28394    11   119 5/20/2020 
AAA2     1 Ecuador Confirmed cc1=  .993333 cc2=  .831111 lx= 10.40006 if=  62 il=  99 4/30/2020  n=  37 now=   43917 end=      32861     24934     28394 U=    16.21 T=   78.1 p1= -25.2 p2=   133.6 ed=   116 5/17/2020   x1=  62. x2=  99. y1=  1.00 y2= -1.29     
GP: Confirmed Ecuador 4/30/2020        99   43917    32861   24934    28394    11   116 5/17/2020 
AAA2     1 Ecuador Confirmed cc1=  .992577 cc2=  .821079 lx= 10.33006 if=  66 il=  99 4/30/2020  n=  33 now=   43917 end=      30639     24934     28394 U=    14.18 T=   76.6 p1= -30.2 p2=   143.3 ed=   110 5/11/2020   x1=  66. x2=  99. y1=   .75 y2= -1.58     
GP: Confirmed Ecuador 4/30/2020        99   43917    30639   24934    28394    11   110 5/11/2020 
AAA2     1 Ecuador Confirmed cc1=  .992551 cc2=  .818474 lx= 10.31006 if=  67 il=  99 4/30/2020  n=  32 now=   43917 end=      30033     24934     28394 U=    13.37 T=   76.5 p1= -31.6 p2=   146.2 ed=   108 5/9/2020    x1=  67. x2=  99. y1=   .71 y2= -1.68     
GP: Confirmed Ecuador 4/30/2020        99   43917    30033   24934    28394    11   108 5/9/2020  
AAA1     1 Ecuador Confirmed cc1=  .990773 cc2=  .805078 lx= 10.27006 if=  71 il=  99 4/30/2020  n=  28 now=   43917 end=      28855     24934     28394 U=    12.01 T=   75.9 p1= -34.3 p2=   152.2 ed=   104 5/5/2020    x1=  71. x2=  99. y1=   .41 y2= -1.92 BEST
