TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        6935.00000        8.84434
TAB:  Honduras Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed Honduras 6/4/2020        134    6935    -        5880     9351     3   326 12/13/2020
AAA2     1 Honduras Confirmed cc1=  .996943 cc2=  .807960 lx= 10.84434 if= 107 il= 134 6/4/2020   n=  27 now=    6935 end=      51243      5880      9351 U=    61.22 T=  181.3 p1= 638.9 p2=    13.5 ed=   325 12/12/2020  x1= 107. x2= 134. y1=  1.21 y2=   .77     
GP: Confirmed Honduras 6/4/2020        134    6935    -        5880     9351     3   325 12/12/2020
AAA2     1 Honduras Confirmed cc1=  .996861 cc2=  .804411 lx= 10.77434 if= 108 il= 134 6/4/2020   n=  26 now=    6935 end=      47778      5880      9351 U=    58.71 T=  177.4 p1= 588.9 p2=    14.5 ed=   315 12/2/2020   x1= 108. x2= 134. y1=  1.18 y2=   .74     
GP: Confirmed Honduras 6/4/2020        134    6935    -        5880     9351     3   315 12/2/2020 
AAA2     1 Honduras Confirmed cc1=  .996649 cc2=  .800533 lx= 10.40434 if= 109 il= 134 6/4/2020   n=  25 now=    6935 end=      33002      5880      9351 U=    50.96 T=  161.8 p1= 375.9 p2=    21.0 ed=   282 10/30/2020  x1= 109. x2= 134. y1=  1.04 y2=   .55     
GP: Confirmed Honduras 6/4/2020        134    6935    -        5880     9351     3   282 10/30/2020
AAA2     1 Honduras Confirmed cc1=  .996818 cc2=  .796818 lx=  9.97434 if= 110 il= 134 6/4/2020   n=  24 now=    6935 end=      21468      5880      9351 U=    39.98 T=  144.3 p1= 209.6 p2=    32.3 ed=   238 9/16/2020   x1= 110. x2= 134. y1=   .86 y2=   .26     
GP: Confirmed Honduras 6/4/2020        134    6935    -        5880     9351     3   238 9/16/2020 
AAA2     1 Honduras Confirmed cc1=  .996844 cc2=  .792720 lx=  9.71434 if= 111 il= 134 6/4/2020   n=  23 now=    6935 end=      16553      5880      9351 U=    33.09 T=  135.1 p1= 138.7 p2=    41.9 ed=   213 8/22/2020   x1= 111. x2= 134. y1=   .73 y2=   .03     
GP: Confirmed Honduras 6/4/2020        134    6935    16553    5880     9351     3   213 8/22/2020 
AAA2     1 Honduras Confirmed cc1=  .996649 cc2=  .788134 lx=  9.55434 if= 112 il= 134 6/4/2020   n=  22 now=    6935 end=      14105      5880      9351 U=    29.74 T=  130.0 p1= 103.4 p2=    49.2 ed=   200 8/9/2020    x1= 112. x2= 134. y1=   .61 y2=  -.13     
GP: Confirmed Honduras 6/4/2020        134    6935    14105    5880     9351     3   200 8/9/2020  
AAA2     1 Honduras Confirmed cc1=  .997075 cc2=  .778857 lx=  9.25434 if= 114 il= 134 6/4/2020   n=  20 now=    6935 end=      10449      5880      9351 U=    21.68 T=  122.0 p1=  50.7 p2=    66.4 ed=   173 7/13/2020   x1= 114. x2= 134. y1=   .37 y2=  -.55     
GP: Confirmed Honduras 6/4/2020        134    6935    10449    5880     9351     3   173 7/13/2020 
AAA1     1 Honduras Confirmed cc1=  .997459 cc2=  .773852 lx=  9.14434 if= 115 il= 134 6/4/2020   n=  19 now=    6935 end=       9361      5880      9351 U=    18.56 T=  119.8 p1=  35.0 p2=    74.1 ed=   163 7/3/2020    x1= 115. x2= 134. y1=   .26 y2=  -.77 BEST
AAA2     1 Honduras Confirmed cc1=  .997459 cc2=  .773852 lx=  9.14934 if= 115 il= 134 6/4/2020   n=  19 now=    6935 end=       9361      5880      9351 U=    18.56 T=  119.8 p1=  35.0 p2=    74.1 ed=   163 7/3/2020    x1= 115. x2= 134. y1=   .26 y2=  -.77 BEST
GP: Confirmed Honduras 6/4/2020        134    6935     9361    5880     9351     3   163 7/3/2020  
AAA2     1 Honduras Confirmed cc1=  .997802 cc2=  .768387 lx=  9.07434 if= 116 il= 134 6/4/2020   n=  18 now=    6935 end=       8728      5880      9351 U=    16.28 T=  118.9 p1=  25.9 p2=    79.5 ed=   157 6/27/2020   x1= 116. x2= 134. y1=   .18 y2=  -.93     
GP: Confirmed Honduras 6/4/2020        134    6935     8728    5880     9351     3   157 6/27/2020 
AAA2     1 Honduras Confirmed cc1=  .997783 cc2=  .762081 lx=  9.03434 if= 117 il= 134 6/4/2020   n=  17 now=    6935 end=       8386      5880      9351 U=    15.06 T=  118.4 p1=  20.9 p2=    82.7 ed=   153 6/23/2020   x1= 117. x2= 134. y1=   .09 y2= -1.04     
GP: Confirmed Honduras 6/4/2020        134    6935     8386    5880     9351     3   153 6/23/2020 
AAA2     1 Honduras Confirmed cc1=  .997721 cc2=  .755185 lx=  8.99434 if= 118 il= 134 6/4/2020   n=  16 now=    6935 end=       8057      5880      9351 U=    13.81 T=  118.0 p1=  16.2 p2=    86.1 ed=   150 6/20/2020   x1= 118. x2= 134. y1=   .00 y2= -1.16     
GP: Confirmed Honduras 6/4/2020        134    6935     8057    5880     9351     3   150 6/20/2020 
AAA2     1 Honduras Confirmed cc1=  .997561 cc2=  .747561 lx=  8.96434 if= 119 il= 134 6/4/2020   n=  15 now=    6935 end=       7819      5880      9351 U=    12.66 T=  118.1 p1=  12.7 p2=    88.7 ed=   147 6/17/2020   x1= 119. x2= 134. y1=  -.07 y2= -1.26     
GP: Confirmed Honduras 6/4/2020        134    6935     7819    5880     9351     3   147 6/17/2020 
AAA2     1 Honduras Confirmed cc1=  .997065 cc2=  .738866 lx=  8.96434 if= 120 il= 134 6/4/2020   n=  14 now=    6935 end=       7819      5880      9351 U=    12.27 T=  118.6 p1=  12.7 p2=    88.7 ed=   147 6/17/2020   x1= 120. x2= 134. y1=  -.11 y2= -1.26     
GP: Confirmed Honduras 6/4/2020        134    6935     7819    5880     9351     3   147 6/17/2020 
AAA2     1 Honduras Confirmed cc1=  .996716 cc2=  .729455 lx=  9.00434 if= 121 il= 134 6/4/2020   n=  13 now=    6935 end=       8138      5880      9351 U=    13.52 T=  118.8 p1=  17.3 p2=    85.2 ed=   150 6/20/2020   x1= 121. x2= 134. y1=  -.16 y2= -1.12     
GP: Confirmed Honduras 6/4/2020        134    6935     8138    5880     9351     3   150 6/20/2020 
AAA2     1 Honduras Confirmed cc1=  .996170 cc2=  .718820 lx=  9.05434 if= 122 il= 134 6/4/2020   n=  12 now=    6935 end=       8555      5880      9351 U=    15.00 T=  119.3 p1=  23.4 p2=    81.1 ed=   154 6/24/2020   x1= 122. x2= 134. y1=  -.18 y2=  -.98     
GP: Confirmed Honduras 6/4/2020        134    6935     8555    5880     9351     3   154 6/24/2020 
AAA1     1 Honduras Confirmed cc1=  .995598 cc2=  .706923 lx=  9.15434 if= 123 il= 134 6/4/2020   n=  11 now=    6935 end=       9455      5880      9351 U=    18.08 T=  120.5 p1=  36.3 p2=    73.3 ed=   163 7/3/2020    x1= 123. x2= 134. y1=  -.14 y2=  -.74 BEST
AAA2     1 Honduras Confirmed cc1=  .995599 cc2=  .706923 lx=  9.15034 if= 123 il= 134 6/4/2020   n=  11 now=    6935 end=       9455      5880      9351 U=    18.08 T=  120.5 p1=  36.3 p2=    73.3 ed=   163 7/3/2020    x1= 123. x2= 134. y1=  -.14 y2=  -.74 BEST
GP: Confirmed Honduras 6/4/2020        134    6935     9455    5880     9351     3   163 7/3/2020  
AAA2     1 Honduras Confirmed cc1=  .994941 cc2=  .693430 lx=  9.39434 if= 124 il= 134 6/4/2020   n=  10 now=    6935 end=      12020      5880      9351 U=    25.76 T=  125.4 p1=  73.3 p2=    57.7 ed=   186 7/26/2020   x1= 124. x2= 134. y1=   .05 y2=  -.34     
GP: Confirmed Honduras 6/4/2020        134    6935    12020    5880     9351     3   186 7/26/2020 
AAA2     1 Honduras Confirmed cc1=  .993668 cc2=  .677440 lx=  9.98434 if= 125 il= 134 6/4/2020   n=   9 now=    6935 end=      21684      5880      9351 U=    44.89 T=  146.0 p1= 212.7 p2=    32.0 ed=   251 9/29/2020   x1= 125. x2= 134. y1=   .47 y2=   .27     
GP: Confirmed Honduras 6/4/2020        134    6935    -        5880     9351     3   251 9/29/2020 
AAA2     1 Honduras Confirmed cc1=  .991352 cc2=  .658018 lx= 10.79434 if= 126 il= 134 6/4/2020   n=   8 now=    6935 end=      48743      5880      9351 U=    75.37 T=  190.5 p1= 602.9 p2=    14.2 ed=   368 1/24/2021   x1= 126. x2= 134. y1=   .86 y2=   .75     
GP: Confirmed Honduras 6/4/2020        134    6935    -        5880     9351     3   368 1/24/2021 
AAA1     1 Honduras Confirmed cc1=  .991966 cc2=  .638412 lx=  9.14434 if= 127 il= 134 6/4/2020   n=   7 now=    6935 end=       9361      5880      9351 U=    18.56 T=  119.8 p1=  35.0 p2=    74.1 ed=   163 7/3/2020    x1= 127. x2= 134. y1=  -.39 y2=  -.77 BEST
AAA2     1 Honduras Confirmed cc1=  .991966 cc2=  .638412 lx=  9.14234 if= 127 il= 134 6/4/2020   n=   7 now=    6935 end=       9361      5880      9351 U=    18.56 T=  119.8 p1=  35.0 p2=    74.1 ed=   163 7/3/2020    x1= 127. x2= 134. y1=  -.39 y2=  -.77 BEST
GP: Confirmed Honduras 6/4/2020        134    6935     9361    5880     9351     3   163 7/3/2020  
AAA2     1 Honduras Confirmed cc1=  .994141 cc2=  .616177 lx=  8.92434 if= 128 il= 134 6/4/2020   n=   6 now=    6935 end=       7512      5880      9351 U=     9.59 T=  120.5 p1=   8.3 p2=    92.3 ed=   143 6/13/2020   x1= 128. x2= 134. y1=  -.78 y2= -1.41     
GP: Confirmed Honduras 6/4/2020        134    6935     7512    5880     9351     3   143 6/13/2020 
AAA2     1 Honduras Confirmed cc1=  .997921 cc2=  .589673 lx= 10.84434 if= 129 il= 134 6/4/2020   n=   5 now=    6935 end=      51243      5880      9351 U=    77.91 T=  194.2 p1= 638.9 p2=    13.5 ed=   378 2/3/2021    x1= 129. x2= 134. y1=   .84 y2=   .77     
GP: Confirmed Honduras 6/4/2020        134    6935    -        5880     9351     3   378 2/3/2021  
AAA2     1 Honduras Confirmed cc1=  .988194 cc2=  .860157 lx= 10.84434 if=  75 il= 135 6/5/2020   n=  60 now=    6935 end=      51243      5971      8070 U=    68.72 T=  187.6 p1= 638.9 p2=    13.5 ed=   349 1/5/2021    x1=  75. x2= 135. y1=  1.64 y2=   .77     
GP: Confirmed Honduras 6/5/2020        135    6935    -        5971     8070     3   349 1/5/2021  
AAA2     1 Honduras Confirmed cc1=  .988831 cc2=  .859732 lx= 10.84434 if=  76 il= 135 6/5/2020   n=  59 now=    6935 end=      51243      5971      8070 U=    67.92 T=  187.0 p1= 638.9 p2=    13.5 ed=   347 1/3/2021    x1=  76. x2= 135. y1=  1.63 y2=   .77     
GP: Confirmed Honduras 6/5/2020        135    6935    -        5971     8070     3   347 1/3/2021  
AAA2     1 Honduras Confirmed cc1=  .989396 cc2=  .859207 lx= 10.84434 if=  77 il= 135 6/5/2020   n=  58 now=    6935 end=      51243      5971      8070 U=    67.11 T=  186.4 p1= 638.9 p2=    13.5 ed=   344 12/31/2020  x1=  77. x2= 135. y1=  1.63 y2=   .77     
GP: Confirmed Honduras 6/5/2020        135    6935    -        5971     8070     3   344 12/31/2020
AAA2     1 Honduras Confirmed cc1=  .990598 cc2=  .858144 lx= 10.84434 if=  79 il= 135 6/5/2020   n=  56 now=    6935 end=      51243      5971      8070 U=    67.99 T=  187.0 p1= 638.9 p2=    13.5 ed=   347 1/3/2021    x1=  79. x2= 135. y1=  1.59 y2=   .77     
GP: Confirmed Honduras 6/5/2020        135    6935    -        5971     8070     3   347 1/3/2021  
AAA2     1 Honduras Confirmed cc1=  .991687 cc2=  .858056 lx= 10.84434 if=  80 il= 135 6/5/2020   n=  55 now=    6935 end=      51243      5971      8070 U=    67.20 T=  186.4 p1= 638.9 p2=    13.5 ed=   345 1/1/2021    x1=  80. x2= 135. y1=  1.58 y2=   .77     
GP: Confirmed Honduras 6/5/2020        135    6935    -        5971     8070     3   345 1/1/2021  
AAA2     1 Honduras Confirmed cc1=  .992740 cc2=  .857900 lx= 10.84434 if=  81 il= 135 6/5/2020   n=  54 now=    6935 end=      51243      5971      8070 U=    66.02 T=  185.5 p1= 638.9 p2=    13.5 ed=   341 12/28/2020  x1=  81. x2= 135. y1=  1.58 y2=   .77     
GP: Confirmed Honduras 6/5/2020        135    6935    -        5971     8070     3   341 12/28/2020
AAA2     1 Honduras Confirmed cc1=  .994358 cc2=  .856998 lx= 10.84434 if=  83 il= 135 6/5/2020   n=  52 now=    6935 end=      51243      5971      8070 U=    64.14 T=  184.1 p1= 638.9 p2=    13.5 ed=   335 12/22/2020  x1=  83. x2= 135. y1=  1.58 y2=   .77     
GP: Confirmed Honduras 6/5/2020        135    6935    -        5971     8070     3   335 12/22/2020
AAA2     1 Honduras Confirmed cc1=  .995013 cc2=  .856338 lx= 10.84434 if=  84 il= 135 6/5/2020   n=  51 now=    6935 end=      51243      5971      8070 U=    63.38 T=  183.5 p1= 638.9 p2=    13.5 ed=   333 12/20/2020  x1=  84. x2= 135. y1=  1.57 y2=   .77     
GP: Confirmed Honduras 6/5/2020        135    6935    -        5971     8070     3   333 12/20/2020
AAA2     1 Honduras Confirmed cc1=  .995597 cc2=  .855569 lx= 10.84434 if=  85 il= 135 6/5/2020   n=  50 now=    6935 end=      51243      5971      8070 U=    62.41 T=  182.8 p1= 638.9 p2=    13.5 ed=   330 12/17/2020  x1=  85. x2= 135. y1=  1.57 y2=   .77     
GP: Confirmed Honduras 6/5/2020        135    6935    -        5971     8070     3   330 12/17/2020
AAA2     1 Honduras Confirmed cc1=  .996047 cc2=  .854626 lx= 10.75434 if=  86 il= 135 6/5/2020   n=  49 now=    6935 end=      46832      5971      8070 U=    59.97 T=  178.3 p1= 575.3 p2=    14.8 ed=   319 12/6/2020   x1=  86. x2= 135. y1=  1.54 y2=   .72     
GP: Confirmed Honduras 6/5/2020        135    6935    -        5971     8070     3   319 12/6/2020 
AAA2     1 Honduras Confirmed cc1=  .996487 cc2=  .853630 lx= 10.53434 if=  87 il= 135 6/5/2020   n=  48 now=    6935 end=      37584      5971      8070 U=    54.91 T=  168.5 p1= 441.9 p2=    18.5 ed=   298 11/15/2020  x1=  87. x2= 135. y1=  1.48 y2=   .61     
GP: Confirmed Honduras 6/5/2020        135    6935    -        5971     8070     3   298 11/15/2020
AAA2     1 Honduras Confirmed cc1=  .996902 cc2=  .852565 lx= 10.36434 if=  88 il= 135 6/5/2020   n=  47 now=    6935 end=      31708      5971      8070 U=    50.85 T=  161.1 p1= 357.2 p2=    21.9 ed=   281 10/29/2020  x1=  88. x2= 135. y1=  1.44 y2=   .51     
GP: Confirmed Honduras 6/5/2020        135    6935    -        5971     8070     3   281 10/29/2020
AAA2     1 Honduras Confirmed cc1=  .997517 cc2=  .850075 lx= 10.09434 if=  90 il= 135 6/5/2020   n=  45 now=    6935 end=      24205      5971      8070 U=    44.00 T=  149.8 p1= 249.0 p2=    28.7 ed=   253 10/1/2020   x1=  90. x2= 135. y1=  1.36 y2=   .34     
GP: Confirmed Honduras 6/5/2020        135    6935    -        5971     8070     3   253 10/1/2020 
AAA2     1 Honduras Confirmed cc1=  .997694 cc2=  .848623 lx=  9.99434 if=  91 il= 135 6/5/2020   n=  44 now=    6935 end=      21902      5971      8070 U=    41.42 T=  145.9 p1= 215.8 p2=    31.7 ed=   243 9/21/2020   x1=  91. x2= 135. y1=  1.32 y2=   .26     
GP: Confirmed Honduras 6/5/2020        135    6935    -        5971     8070     3   243 9/21/2020 
AAA2     1 Honduras Confirmed cc1=  .997789 cc2=  .847033 lx=  9.91434 if=  92 il= 135 6/5/2020   n=  43 now=    6935 end=      20218      5971      8070 U=    39.11 T=  142.8 p1= 191.5 p2=    34.3 ed=   235 9/13/2020   x1=  92. x2= 135. y1=  1.30 y2=   .20     
GP: Confirmed Honduras 6/5/2020        135    6935    20218    5971     8070     3   235 9/13/2020 
AAA2     1 Honduras Confirmed cc1=  .997761 cc2=  .845263 lx=  9.85434 if=  93 il= 135 6/5/2020   n=  42 now=    6935 end=      19040      5971      8070 U=    38.30 T=  140.7 p1= 174.5 p2=    36.4 ed=   231 9/9/2020    x1=  93. x2= 135. y1=  1.24 y2=   .15     
GP: Confirmed Honduras 6/5/2020        135    6935    19040    5971     8070     3   231 9/9/2020  
AAA2     1 Honduras Confirmed cc1=  .997881 cc2=  .843577 lx=  9.78434 if=  94 il= 135 6/5/2020   n=  41 now=    6935 end=      17753      5971      8070 U=    36.57 T=  138.1 p1= 156.0 p2=    39.1 ed=   224 9/2/2020    x1=  94. x2= 135. y1=  1.21 y2=   .09     
GP: Confirmed Honduras 6/5/2020        135    6935    17753    5971     8070     3   224 9/2/2020  
AAA2     1 Honduras Confirmed cc1=  .997610 cc2=  .835389 lx=  9.64434 if=  98 il= 135 6/5/2020   n=  37 now=    6935 end=      15434      5971      8070 U=    31.80 T=  133.4 p1= 122.6 p2=    44.9 ed=   208 8/17/2020   x1=  98. x2= 135. y1=  1.11 y2=  -.05     
GP: Confirmed Honduras 6/5/2020        135    6935    15434    5971     8070     3   208 8/17/2020 
AAA2     1 Honduras Confirmed cc1=  .997415 cc2=  .833016 lx=  9.65434 if=  99 il= 135 6/5/2020   n=  36 now=    6935 end=      15589      5971      8070 U=    31.52 T=  133.7 p1= 124.8 p2=    44.5 ed=   208 8/17/2020   x1=  99. x2= 135. y1=  1.10 y2=  -.04     
GP: Confirmed Honduras 6/5/2020        135    6935    15589    5971     8070     3   208 8/17/2020 
AAA2     1 Honduras Confirmed cc1=  .997286 cc2=  .830619 lx=  9.71434 if= 100 il= 135 6/5/2020   n=  35 now=    6935 end=      16553      5971      8070 U=    32.19 T=  135.6 p1= 138.7 p2=    41.9 ed=   211 8/20/2020   x1= 100. x2= 135. y1=  1.11 y2=   .02     
GP: Confirmed Honduras 6/5/2020        135    6935    16553    5971     8070     3   211 8/20/2020 
AAA2     1 Honduras Confirmed cc1=  .997486 cc2=  .828456 lx=  9.88434 if= 101 il= 135 6/5/2020   n=  34 now=    6935 end=      19620      5971      8070 U=    37.21 T=  141.5 p1= 182.9 p2=    35.3 ed=   229 9/7/2020    x1= 101. x2= 135. y1=  1.09 y2=   .17     
GP: Confirmed Honduras 6/5/2020        135    6935    19620    5971     8070     3   229 9/7/2020  
AAA2     1 Honduras Confirmed cc1=  .997284 cc2=  .825786 lx=  9.92434 if= 102 il= 135 6/5/2020   n=  33 now=    6935 end=      20421      5971      8070 U=    37.52 T=  142.8 p1= 194.5 p2=    34.0 ed=   231 9/9/2020    x1= 102. x2= 135. y1=  1.09 y2=   .21     
GP: Confirmed Honduras 6/5/2020        135    6935    20421    5971     8070     3   231 9/9/2020  
AAA2     1 Honduras Confirmed cc1=  .997229 cc2=  .823152 lx= 10.08434 if= 103 il= 135 6/5/2020   n=  32 now=    6935 end=      23964      5971      8070 U=    41.35 T=  148.6 p1= 245.6 p2=    28.9 ed=   246 9/24/2020   x1= 103. x2= 135. y1=  1.10 y2=   .33     
GP: Confirmed Honduras 6/5/2020        135    6935    -        5971     8070     3   246 9/24/2020 
AAA2     1 Honduras Confirmed cc1=  .997131 cc2=  .820355 lx= 10.27434 if= 104 il= 135 6/5/2020   n=  31 now=    6935 end=      28979      5971      8070 U=    45.39 T=  155.8 p1= 317.9 p2=    23.9 ed=   262 10/10/2020  x1= 104. x2= 135. y1=  1.14 y2=   .46     
GP: Confirmed Honduras 6/5/2020        135    6935    -        5971     8070     3   262 10/10/2020
AAA2     1 Honduras Confirmed cc1=  .996962 cc2=  .814388 lx= 10.84434 if= 106 il= 135 6/5/2020   n=  29 now=    6935 end=      51243      5971      8070 U=    62.66 T=  183.0 p1= 638.9 p2=    13.5 ed=   330 12/17/2020  x1= 106. x2= 135. y1=  1.23 y2=   .77     
GP: Confirmed Honduras 6/5/2020        135    6935    -        5971     8070     3   330 12/17/2020
AAA2     1 Honduras Confirmed cc1=  .996848 cc2=  .811153 lx= 10.62434 if= 107 il= 135 6/5/2020   n=  28 now=    6935 end=      41123      5971      8070 U=    57.32 T=  172.7 p1= 493.0 p2=    16.9 ed=   307 11/24/2020  x1= 107. x2= 135. y1=  1.15 y2=   .66     
GP: Confirmed Honduras 6/5/2020        135    6935    -        5971     8070     3   307 11/24/2020
AAA2     1 Honduras Confirmed cc1=  .996791 cc2=  .807808 lx= 10.25434 if= 108 il= 135 6/5/2020   n=  27 now=    6935 end=      28405      5971      8070 U=    47.85 T=  156.3 p1= 309.6 p2=    24.4 ed=   269 10/17/2020  x1= 108. x2= 135. y1=  1.01 y2=   .44     
GP: Confirmed Honduras 6/5/2020        135    6935    -        5971     8070     3   269 10/17/2020
AAA2     1 Honduras Confirmed cc1=  .996642 cc2=  .804192 lx=  9.99434 if= 109 il= 135 6/5/2020   n=  26 now=    6935 end=      21902      5971      8070 U=    42.17 T=  146.1 p1= 215.8 p2=    31.7 ed=   245 9/23/2020   x1= 109. x2= 135. y1=   .88 y2=   .26     
GP: Confirmed Honduras 6/5/2020        135    6935    -        5971     8070     3   245 9/23/2020 
AAA2     1 Honduras Confirmed cc1=  .996872 cc2=  .800756 lx=  9.71434 if= 110 il= 135 6/5/2020   n=  25 now=    6935 end=      16553      5971      8070 U=    34.59 T=  135.7 p1= 138.7 p2=    41.9 ed=   217 8/26/2020   x1= 110. x2= 135. y1=   .74 y2=   .02     
GP: Confirmed Honduras 6/5/2020        135    6935    16553    5971     8070     3   217 8/26/2020 
AAA2     1 Honduras Confirmed cc1=  .996965 cc2=  .796965 lx=  9.53434 if= 111 il= 135 6/5/2020   n=  24 now=    6935 end=      13826      5971      8070 U=    29.50 T=  129.8 p1=  99.4 p2=    50.2 ed=   199 8/8/2020    x1= 111. x2= 135. y1=   .64 y2=  -.17     
GP: Confirmed Honduras 6/5/2020        135    6935    13826    5971     8070     3   199 8/8/2020  
AAA2     1 Honduras Confirmed cc1=  .996848 cc2=  .792724 lx=  9.41434 if= 112 il= 135 6/5/2020   n=  23 now=    6935 end=      12262      5971      8070 U=    26.88 T=  126.2 p1=  76.8 p2=    56.6 ed=   189 7/29/2020   x1= 112. x2= 135. y1=   .53 y2=  -.33     
GP: Confirmed Honduras 6/5/2020        135    6935    12262    5971     8070     3   189 7/29/2020 
AAA2     1 Honduras Confirmed cc1=  .997367 cc2=  .784166 lx=  9.19434 if= 114 il= 135 6/5/2020   n=  21 now=    6935 end=       9841      5971      8070 U=    20.58 T=  120.7 p1=  41.9 p2=    70.5 ed=   169 7/9/2020    x1= 114. x2= 135. y1=   .33 y2=  -.69     
GP: Confirmed Honduras 6/5/2020        135    6935     9841    5971     8070     3   169 7/9/2020  
AAA2     1 Honduras Confirmed cc1=  .997758 cc2=  .779540 lx=  9.11434 if= 115 il= 135 6/5/2020   n=  20 now=    6935 end=       9084      5971      8070 U=    18.13 T=  119.3 p1=  31.0 p2=    76.3 ed=   162 7/2/2020    x1= 115. x2= 135. y1=   .23 y2=  -.87     
GP: Confirmed Honduras 6/5/2020        135    6935     9084    5971     8070     3   162 7/2/2020  
AAA2     1 Honduras Confirmed cc1=  .998097 cc2=  .774490 lx=  9.06434 if= 116 il= 135 6/5/2020   n=  19 now=    6935 end=       8641      5971      8070 U=    16.33 T=  118.8 p1=  24.6 p2=    80.3 ed=   157 6/27/2020   x1= 116. x2= 135. y1=   .17 y2= -1.00     
GP: Confirmed Honduras 6/5/2020        135    6935     8641    5971     8070     3   157 6/27/2020 
AAA2     1 Honduras Confirmed cc1=  .998110 cc2=  .768694 lx=  9.02434 if= 117 il= 135 6/5/2020   n=  18 now=    6935 end=       8302      5971      8070 U=    15.08 T=  118.3 p1=  19.7 p2=    83.5 ed=   153 6/23/2020   x1= 117. x2= 135. y1=   .08 y2= -1.11     
GP: Confirmed Honduras 6/5/2020        135    6935     8302    5971     8070     3   153 6/23/2020 
AAA1     1 Honduras Confirmed cc1=  .998081 cc2=  .762378 lx=  8.99434 if= 118 il= 135 6/5/2020   n=  17 now=    6935 end=       8057      5971      8070 U=    14.07 T=  118.0 p1=  16.2 p2=    86.1 ed=   151 6/21/2020   x1= 118. x2= 135. y1=   .00 y2= -1.21 BEST
AAA2     1 Honduras Confirmed cc1=  .998081 cc2=  .762378 lx=  8.99534 if= 118 il= 135 6/5/2020   n=  17 now=    6935 end=       8057      5971      8070 U=    14.07 T=  118.0 p1=  16.2 p2=    86.1 ed=   151 6/21/2020   x1= 118. x2= 135. y1=   .00 y2= -1.21 BEST
GP: Confirmed Honduras 6/5/2020        135    6935     8057    5971     8070     3   151 6/21/2020 
AAA2     1 Honduras Confirmed cc1=  .997967 cc2=  .755432 lx=  8.97434 if= 119 il= 135 6/5/2020   n=  16 now=    6935 end=       7897      5971      8070 U=    13.18 T=  118.2 p1=  13.9 p2=    87.8 ed=   149 6/19/2020   x1= 119. x2= 135. y1=  -.06 y2= -1.27     
GP: Confirmed Honduras 6/5/2020        135    6935     7897    5971     8070     3   149 6/19/2020 
AAA2     1 Honduras Confirmed cc1=  .997582 cc2=  .747582 lx=  8.96434 if= 120 il= 135 6/5/2020   n=  15 now=    6935 end=       7819      5971      8070 U=    12.54 T=  118.6 p1=  12.7 p2=    88.7 ed=   148 6/18/2020   x1= 120. x2= 135. y1=  -.11 y2= -1.31     
GP: Confirmed Honduras 6/5/2020        135    6935     7819    5971     8070     3   148 6/18/2020 
AAA1     1 Honduras Confirmed cc1=  .997332 cc2=  .739133 lx=  8.99434 if= 121 il= 135 6/5/2020   n=  14 now=    6935 end=       8057      5971      8070 U=    13.58 T=  118.6 p1=  16.2 p2=    86.1 ed=   150 6/20/2020   x1= 121. x2= 135. y1=  -.17 y2= -1.21 BEST
AAA2     1 Honduras Confirmed cc1=  .997333 cc2=  .739133 lx=  8.99834 if= 121 il= 135 6/5/2020   n=  14 now=    6935 end=       8057      5971      8070 U=    13.58 T=  118.6 p1=  16.2 p2=    86.1 ed=   150 6/20/2020   x1= 121. x2= 135. y1=  -.17 y2= -1.21 BEST
GP: Confirmed Honduras 6/5/2020        135    6935     8057    5971     8070     3   150 6/20/2020 
AAA2     1 Honduras Confirmed cc1=  .996927 cc2=  .729665 lx=  9.03434 if= 122 il= 135 6/5/2020   n=  13 now=    6935 end=       8386      5971      8070 U=    14.86 T=  119.0 p1=  20.9 p2=    82.7 ed=   154 6/24/2020   x1= 122. x2= 135. y1=  -.20 y2= -1.08     
GP: Confirmed Honduras 6/5/2020        135    6935     8386    5971     8070     3   154 6/24/2020 
AAA2     1 Honduras Confirmed cc1=  .996490 cc2=  .719140 lx=  9.11434 if= 123 il= 135 6/5/2020   n=  12 now=    6935 end=       9084      5971      8070 U=    17.51 T=  119.8 p1=  31.0 p2=    76.3 ed=   161 7/1/2020    x1= 123. x2= 135. y1=  -.18 y2=  -.87     
GP: Confirmed Honduras 6/5/2020        135    6935     9084    5971     8070     3   161 7/1/2020  
AAA2     1 Honduras Confirmed cc1=  .995941 cc2=  .707266 lx=  9.25434 if= 124 il= 135 6/5/2020   n=  11 now=    6935 end=      10449      5971      8070 U=    22.42 T=  122.0 p1=  50.7 p2=    66.4 ed=   174 7/14/2020   x1= 124. x2= 135. y1=  -.09 y2=  -.58     
GP: Confirmed Honduras 6/5/2020        135    6935    10449    5971     8070     3   174 7/14/2020 
AAA2     1 Honduras Confirmed cc1=  .994896 cc2=  .693384 lx=  9.42434 if= 125 il= 135 6/5/2020   n=  10 now=    6935 end=      12386      5971      8070 U=    28.63 T=  126.0 p1=  78.6 p2=    56.0 ed=   193 8/2/2020    x1= 125. x2= 135. y1=   .03 y2=  -.32     
GP: Confirmed Honduras 6/5/2020        135    6935    12386    5971     8070     3   193 8/2/2020  
