TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        3186.00000        8.06652
TAB:  US_Kentucky_Jefferson Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA1     1 US_Kentucky_Jefferson Confirmed cc1=  .940853 cc2=  .652178 lx=  4.06652 if=  54 il=  65 3/27/2020  n=  11 now=    3186 end=         58        35        57 U=     7.37 T=   60.1 p1= -98.2 p2=  5493.1 ed=    77 4/8/2020    x1=  54. x2=  65. y1=   .82 y2=  -.67 BEST
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .944692 cc2=  .652178 lx=  3.96652 if=  54 il=  65 3/27/2020  n=  11 now=    3186 end=         58        35        57 U=     7.37 T=   60.1 p1= -98.2 p2=  5493.1 ed=    77 4/8/2020    x1=  54. x2=  65. y1=   .82 y2=  -.67 BEST
GP: Confirmed US_Kentucky_Jefferson 3/27/2020        65    3186       58      35       57    10    77 4/8/2020  
AAA1     1 US_Kentucky_Jefferson Confirmed cc1=  .925466 cc2=  .623955 lx=  4.06652 if=  55 il=  65 3/27/2020  n=  10 now=    3186 end=         58        35        57 U=     7.03 T=   60.3 p1= -98.2 p2=  5493.1 ed=    76 4/7/2020    x1=  55. x2=  65. y1=   .75 y2=  -.67 BEST
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .930851 cc2=  .623955 lx=  3.96652 if=  55 il=  65 3/27/2020  n=  10 now=    3186 end=         58        35        57 U=     7.03 T=   60.3 p1= -98.2 p2=  5493.1 ed=    76 4/7/2020    x1=  55. x2=  65. y1=   .75 y2=  -.67 BEST
GP: Confirmed US_Kentucky_Jefferson 3/27/2020        65    3186       58      35       57    10    76 4/7/2020  
AAA1     1 US_Kentucky_Jefferson Confirmed cc1=  .900135 cc2=  .583907 lx=  4.06652 if=  56 il=  65 3/27/2020  n=   9 now=    3186 end=         58        35        57 U=     6.63 T=   60.6 p1= -98.2 p2=  5493.1 ed=    76 4/7/2020    x1=  56. x2=  65. y1=   .69 y2=  -.67 BEST
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .907638 cc2=  .583907 lx=  3.96652 if=  56 il=  65 3/27/2020  n=   9 now=    3186 end=         58        35        57 U=     6.63 T=   60.6 p1= -98.2 p2=  5493.1 ed=    76 4/7/2020    x1=  56. x2=  65. y1=   .69 y2=  -.67 BEST
GP: Confirmed US_Kentucky_Jefferson 3/27/2020        65    3186       58      35       57    10    76 4/7/2020  
AAA1     1 US_Kentucky_Jefferson Confirmed cc1=  .860543 cc2=  .527210 lx=  4.06652 if=  57 il=  65 3/27/2020  n=   8 now=    3186 end=         58        35        57 U=     5.89 T=   61.0 p1= -98.2 p2=  5493.1 ed=    74 4/5/2020    x1=  57. x2=  65. y1=   .69 y2=  -.67 BEST
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .871221 cc2=  .527210 lx=  3.96652 if=  57 il=  65 3/27/2020  n=   8 now=    3186 end=         58        35        57 U=     5.89 T=   61.0 p1= -98.2 p2=  5493.1 ed=    74 4/5/2020    x1=  57. x2=  65. y1=   .69 y2=  -.67 BEST
GP: Confirmed US_Kentucky_Jefferson 3/27/2020        65    3186       58      35       57    10    74 4/5/2020  
AAA1     1 US_Kentucky_Jefferson Confirmed cc1=  .908828 cc2=  .555274 lx=  4.06652 if=  58 il=  65 3/27/2020  n=   7 now=    3186 end=         58        35        57 U=    13.84 T=   55.7 p1= -98.2 p2=  5493.1 ed=    88 4/19/2020   x1=  58. x2=  65. y1=  -.17 y2=  -.67 BEST
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .910783 cc2=  .555274 lx=  3.96652 if=  58 il=  65 3/27/2020  n=   7 now=    3186 end=         58        35        57 U=    13.84 T=   55.7 p1= -98.2 p2=  5493.1 ed=    88 4/19/2020   x1=  58. x2=  65. y1=  -.17 y2=  -.67 BEST
GP: Confirmed US_Kentucky_Jefferson 3/27/2020        65    3186       58      35       57    10    88 4/19/2020 
AAA1     1 US_Kentucky_Jefferson Confirmed cc1=  .882038 cc2=  .504073 lx=  4.06652 if=  59 il=  65 3/27/2020  n=   6 now=    3186 end=         58        35        57 U=    11.86 T=   57.0 p1= -98.2 p2=  5493.1 ed=    85 4/16/2020   x1=  59. x2=  65. y1=  -.17 y2=  -.67 BEST
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .884947 cc2=  .504073 lx=  3.96652 if=  59 il=  65 3/27/2020  n=   6 now=    3186 end=         58        35        57 U=    11.86 T=   57.0 p1= -98.2 p2=  5493.1 ed=    85 4/16/2020   x1=  59. x2=  65. y1=  -.17 y2=  -.67 BEST
GP: Confirmed US_Kentucky_Jefferson 3/27/2020        65    3186       58      35       57    10    85 4/16/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .979590 cc2=  .755984 lx=  7.57652 if=  47 il=  66 3/28/2020  n=  19 now=    3186 end=       1951        66       648 U=    23.60 T=   94.8 p1= -38.8 p2=   163.3 ed=   150 6/20/2020   x1=  47. x2=  66. y1=  2.03 y2=  1.22     
GP: Confirmed US_Kentucky_Jefferson 3/28/2020        66    3186     1951      66      648     1   150 6/20/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .977752 cc2=  .748337 lx=  6.81652 if=  48 il=  66 3/28/2020  n=  18 now=    3186 end=        912        66       648 U=    18.88 T=   84.2 p1= -71.4 p2=   349.3 ed=   128 5/29/2020   x1=  48. x2=  66. y1=  1.92 y2=   .97     
GP: Confirmed US_Kentucky_Jefferson 3/28/2020        66    3186      912      66      648     1   128 5/29/2020 
AAA1     1 US_Kentucky_Jefferson Confirmed cc1=  .974197 cc2=  .738495 lx=  6.47652 if=  49 il=  66 3/28/2020  n=  17 now=    3186 end=        649        66       648 U=    16.33 T=   79.5 p1= -79.6 p2=   490.9 ed=   118 5/19/2020   x1=  49. x2=  66. y1=  1.87 y2=   .83 BEST
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .974197 cc2=  .738495 lx=  6.47252 if=  49 il=  66 3/28/2020  n=  17 now=    3186 end=        649        66       648 U=    16.33 T=   79.5 p1= -79.6 p2=   490.9 ed=   118 5/19/2020   x1=  49. x2=  66. y1=  1.87 y2=   .83 BEST
GP: Confirmed US_Kentucky_Jefferson 3/28/2020        66    3186      649      66      648     1   118 5/19/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .969415 cc2=  .726879 lx=  6.73652 if=  50 il=  66 3/28/2020  n=  16 now=    3186 end=        842        66       648 U=    18.52 T=   83.3 p1= -73.6 p2=   378.4 ed=   127 5/28/2020   x1=  50. x2=  66. y1=  1.80 y2=   .93     
GP: Confirmed US_Kentucky_Jefferson 3/28/2020        66    3186      842      66      648     1   127 5/28/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .981431 cc2=  .763213 lx= 10.06652 if=  47 il=  67 3/29/2020  n=  20 now=    3186 end=      23541        97      3590 U=    33.01 T=  123.2 p1= 638.9 p2=    13.5 ed=   201 8/10/2020   x1=  47. x2=  67. y1=  2.31 y2=  1.70     
GP: Confirmed US_Kentucky_Jefferson 3/29/2020        67    3186    -          97     3590     1   201 8/10/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .979453 cc2=  .755846 lx=  9.31652 if=  48 il=  67 3/29/2020  n=  19 now=    3186 end=      11120        97      3590 U=    28.13 T=  110.8 p1= 249.0 p2=    28.7 ed=   177 7/17/2020   x1=  48. x2=  67. y1=  2.23 y2=  1.56     
GP: Confirmed US_Kentucky_Jefferson 3/29/2020        67    3186    -          97     3590     1   177 7/17/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .976089 cc2=  .746673 lx=  8.98652 if=  49 il=  67 3/29/2020  n=  18 now=    3186 end=       7994        97      3590 U=    25.30 T=  104.6 p1= 150.9 p2=    39.9 ed=   164 7/4/2020    x1=  49. x2=  67. y1=  2.20 y2=  1.48     
GP: Confirmed US_Kentucky_Jefferson 3/29/2020        67    3186     7994      97     3590     1   164 7/4/2020  
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .972448 cc2=  .736746 lx= 10.06652 if=  50 il=  67 3/29/2020  n=  17 now=    3186 end=      23541        97      3590 U=    31.80 T=  121.2 p1= 638.9 p2=    13.5 ed=   196 8/5/2020    x1=  50. x2=  67. y1=  2.24 y2=  1.70     
GP: Confirmed US_Kentucky_Jefferson 3/29/2020        67    3186    -          97     3590     1   196 8/5/2020  
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .967405 cc2=  .724870 lx=  9.75652 if=  51 il=  67 3/29/2020  n=  16 now=    3186 end=      17266        97      3590 U=    28.62 T=  114.1 p1= 441.9 p2=    18.5 ed=   181 7/21/2020   x1=  51. x2=  67. y1=  2.20 y2=  1.65     
GP: Confirmed US_Kentucky_Jefferson 3/29/2020        67    3186    -          97     3590     1   181 7/21/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .961367 cc2=  .711367 lx= 10.06652 if=  52 il=  67 3/29/2020  n=  15 now=    3186 end=      23541        97      3590 U=    32.77 T=  122.8 p1= 638.9 p2=    13.5 ed=   200 8/9/2020    x1=  52. x2=  67. y1=  2.16 y2=  1.70     
GP: Confirmed US_Kentucky_Jefferson 3/29/2020        67    3186    -          97     3590     1   200 8/9/2020  
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .954369 cc2=  .696170 lx= 10.06652 if=  53 il=  67 3/29/2020  n=  14 now=    3186 end=      23541        97      3590 U=    30.58 T=  119.1 p1= 638.9 p2=    13.5 ed=   191 7/31/2020   x1=  53. x2=  67. y1=  2.16 y2=  1.70     
GP: Confirmed US_Kentucky_Jefferson 3/29/2020        67    3186    -          97     3590     1   191 7/31/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .943525 cc2=  .676264 lx= 10.06652 if=  54 il=  67 3/29/2020  n=  13 now=    3186 end=      23541        97      3590 U=    31.71 T=  121.0 p1= 638.9 p2=    13.5 ed=   195 8/4/2020    x1=  54. x2=  67. y1=  2.11 y2=  1.70     
GP: Confirmed US_Kentucky_Jefferson 3/29/2020        67    3186    -          97     3590     1   195 8/4/2020  
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .930111 cc2=  .652761 lx=  9.01652 if=  55 il=  67 3/29/2020  n=  12 now=    3186 end=       8238        97      3590 U=    25.81 T=  105.5 p1= 158.6 p2=    38.7 ed=   166 7/6/2020    x1=  55. x2=  67. y1=  1.96 y2=  1.49     
GP: Confirmed US_Kentucky_Jefferson 3/29/2020        67    3186     8238      97     3590     1   166 7/6/2020  
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .910906 cc2=  .622231 lx=  8.31652 if=  56 il=  67 3/29/2020  n=  11 now=    3186 end=       4090        97      3590 U=    21.53 T=   95.4 p1=  28.4 p2=    77.9 ed=   146 6/16/2020   x1=  56. x2=  67. y1=  1.83 y2=  1.32     
GP: Confirmed US_Kentucky_Jefferson 3/29/2020        67    3186     4090      97     3590     1   146 6/16/2020 
AAA1     1 US_Kentucky_Jefferson Confirmed cc1=  .882450 cc2=  .580939 lx=  8.19652 if=  57 il=  67 3/29/2020  n=  10 now=    3186 end=       3628        97      3590 U=    19.08 T=   91.6 p1=  13.9 p2=    87.8 ed=   136 6/6/2020    x1=  57. x2=  67. y1=  1.81 y2=  1.29 BEST
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .882450 cc2=  .580939 lx=  8.20052 if=  57 il=  67 3/29/2020  n=  10 now=    3186 end=       3628        97      3590 U=    19.08 T=   91.6 p1=  13.9 p2=    87.8 ed=   136 6/6/2020    x1=  57. x2=  67. y1=  1.81 y2=  1.29 BEST
GP: Confirmed US_Kentucky_Jefferson 3/29/2020        67    3186     3628      97     3590     1   136 6/6/2020  
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .854222 cc2=  .500668 lx= 10.06652 if=  60 il=  67 3/29/2020  n=   7 now=    3186 end=      23541        97      3590 U=    31.72 T=  121.0 p1= 638.9 p2=    13.5 ed=   195 8/4/2020    x1=  60. x2=  67. y1=  1.92 y2=  1.70     
GP: Confirmed US_Kentucky_Jefferson 3/29/2020        67    3186    -          97     3590     1   195 8/4/2020  
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .983497 cc2=  .770296 lx= 10.06652 if=  47 il=  68 3/30/2020  n=  21 now=    3186 end=      23541       116      1471 U=    32.86 T=  122.9 p1= 638.9 p2=    13.5 ed=   200 8/9/2020    x1=  47. x2=  68. y1=  2.31 y2=  1.67     
GP: Confirmed US_Kentucky_Jefferson 3/30/2020        68    3186    -         116     1471     1   200 8/9/2020  
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .981914 cc2=  .763697 lx= 10.06652 if=  48 il=  68 3/30/2020  n=  20 now=    3186 end=      23541       116      1471 U=    31.30 T=  120.3 p1= 638.9 p2=    13.5 ed=   194 8/3/2020    x1=  48. x2=  68. y1=  2.31 y2=  1.67     
GP: Confirmed US_Kentucky_Jefferson 3/30/2020        68    3186    -         116     1471     1   194 8/3/2020  
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .979099 cc2=  .755492 lx= 10.06652 if=  49 il=  68 3/30/2020  n=  19 now=    3186 end=      23541       116      1471 U=    29.73 T=  117.7 p1= 638.9 p2=    13.5 ed=   187 7/27/2020   x1=  49. x2=  68. y1=  2.31 y2=  1.67     
GP: Confirmed US_Kentucky_Jefferson 3/30/2020        68    3186    -         116     1471     1   187 7/27/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .976077 cc2=  .746661 lx= 10.06652 if=  50 il=  68 3/30/2020  n=  18 now=    3186 end=      23541       116      1471 U=    31.71 T=  121.0 p1= 638.9 p2=    13.5 ed=   195 8/4/2020    x1=  50. x2=  68. y1=  2.24 y2=  1.67     
GP: Confirmed US_Kentucky_Jefferson 3/30/2020        68    3186    -         116     1471     1   195 8/4/2020  
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .972057 cc2=  .736354 lx= 10.06652 if=  51 il=  68 3/30/2020  n=  17 now=    3186 end=      23541       116      1471 U=    29.94 T=  118.0 p1= 638.9 p2=    13.5 ed=   188 7/28/2020   x1=  51. x2=  68. y1=  2.24 y2=  1.67     
GP: Confirmed US_Kentucky_Jefferson 3/30/2020        68    3186    -         116     1471     1   188 7/28/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .967059 cc2=  .724523 lx= 10.06652 if=  52 il=  68 3/30/2020  n=  16 now=    3186 end=      23541       116      1471 U=    32.59 T=  122.4 p1= 638.9 p2=    13.5 ed=   199 8/8/2020    x1=  52. x2=  68. y1=  2.16 y2=  1.67     
GP: Confirmed US_Kentucky_Jefferson 3/30/2020        68    3186    -         116     1471     1   199 8/8/2020  
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .961841 cc2=  .711841 lx= 10.06652 if=  53 il=  68 3/30/2020  n=  15 now=    3186 end=      23541       116      1471 U=    30.56 T=  119.0 p1= 638.9 p2=    13.5 ed=   191 7/31/2020   x1=  53. x2=  68. y1=  2.16 y2=  1.67     
GP: Confirmed US_Kentucky_Jefferson 3/30/2020        68    3186    -         116     1471     1   191 7/31/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .953491 cc2=  .695292 lx= 10.06652 if=  54 il=  68 3/30/2020  n=  14 now=    3186 end=      23541       116      1471 U=    31.60 T=  120.8 p1= 638.9 p2=    13.5 ed=   195 8/4/2020    x1=  54. x2=  68. y1=  2.11 y2=  1.67     
GP: Confirmed US_Kentucky_Jefferson 3/30/2020        68    3186    -         116     1471     1   195 8/4/2020  
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .943663 cc2=  .676402 lx= 10.06652 if=  55 il=  68 3/30/2020  n=  13 now=    3186 end=      23541       116      1471 U=    30.64 T=  119.2 p1= 638.9 p2=    13.5 ed=   191 7/31/2020   x1=  55. x2=  68. y1=  2.09 y2=  1.67     
GP: Confirmed US_Kentucky_Jefferson 3/30/2020        68    3186    -         116     1471     1   191 7/31/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .929696 cc2=  .652346 lx= 10.06652 if=  56 il=  68 3/30/2020  n=  12 now=    3186 end=      23541       116      1471 U=    29.43 T=  117.2 p1= 638.9 p2=    13.5 ed=   186 7/26/2020   x1=  56. x2=  68. y1=  2.08 y2=  1.67     
GP: Confirmed US_Kentucky_Jefferson 3/30/2020        68    3186    -         116     1471     1   186 7/26/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .909594 cc2=  .620918 lx=  9.89652 if=  57 il=  68 3/30/2020  n=  11 now=    3186 end=      19861       116      1471 U=    26.27 T=  111.0 p1= 523.4 p2=    16.0 ed=   173 7/13/2020   x1=  57. x2=  68. y1=  2.06 y2=  1.64     
GP: Confirmed US_Kentucky_Jefferson 3/30/2020        68    3186    -         116     1471     1   173 7/13/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .897092 cc2=  .580864 lx= 10.06652 if=  59 il=  68 3/30/2020  n=   9 now=    3186 end=      23541       116      1471 U=    35.47 T=  127.2 p1= 638.9 p2=    13.5 ed=   210 8/19/2020   x1=  59. x2=  68. y1=  1.92 y2=  1.67     
GP: Confirmed US_Kentucky_Jefferson 3/30/2020        68    3186    -         116     1471     1   210 8/19/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .898640 cc2=  .565307 lx= 10.06652 if=  60 il=  68 3/30/2020  n=   8 now=    3186 end=      23541       116      1471 U=    31.53 T=  120.7 p1= 638.9 p2=    13.5 ed=   195 8/4/2020    x1=  60. x2=  68. y1=  1.92 y2=  1.67     
GP: Confirmed US_Kentucky_Jefferson 3/30/2020        68    3186    -         116     1471     1   195 8/4/2020  
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .886835 cc2=  .533281 lx= 10.06652 if=  61 il=  68 3/30/2020  n=   7 now=    3186 end=      23541       116      1471 U=    32.96 T=  123.0 p1= 638.9 p2=    13.5 ed=   200 8/9/2020    x1=  61. x2=  68. y1=  1.88 y2=  1.67     
GP: Confirmed US_Kentucky_Jefferson 3/30/2020        68    3186    -         116     1471     1   200 8/9/2020  
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .915050 cc2=  .537086 lx= 10.06652 if=  62 il=  68 3/30/2020  n=   6 now=    3186 end=      23541       116      1471 U=    28.25 T=  115.2 p1= 638.9 p2=    13.5 ed=   181 7/21/2020   x1=  62. x2=  68. y1=  1.88 y2=  1.67     
GP: Confirmed US_Kentucky_Jefferson 3/30/2020        68    3186    -         116     1471     1   181 7/21/2020 
AAA1     1 US_Kentucky_Jefferson Confirmed cc1=  .938988 cc2=  .530740 lx=  7.25652 if=  63 il=  68 3/30/2020  n=   5 now=    3186 end=       1417       116      1471 U=    12.78 T=   79.7 p1= -55.5 p2=   224.8 ed=   109 5/10/2020   x1=  63. x2=  68. y1=  1.31 y2=   .92 BEST
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .938988 cc2=  .530740 lx=  7.25452 if=  63 il=  68 3/30/2020  n=   5 now=    3186 end=       1417       116      1471 U=    12.78 T=   79.7 p1= -55.5 p2=   224.8 ed=   109 5/10/2020   x1=  63. x2=  68. y1=  1.31 y2=   .92 BEST
GP: Confirmed US_Kentucky_Jefferson 3/30/2020        68    3186     1417     116     1471     1   109 5/10/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .981068 cc2=  .772554 lx= 10.06652 if=  47 il=  69 3/31/2020  n=  22 now=    3186 end=      23541       206         0 U=    29.20 T=  114.4 p1= 638.9 p2=    13.5 ed=   183 7/23/2020   x1=  47. x2=  69. y1=  2.31 y2=  1.56     
GP: Confirmed US_Kentucky_Jefferson 3/31/2020        69    3186    -         206        0     0   183 7/23/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .979639 cc2=  .766439 lx= 10.06652 if=  48 il=  69 3/31/2020  n=  21 now=    3186 end=      23541       206         0 U=    27.87 T=  112.4 p1= 638.9 p2=    13.5 ed=   178 7/18/2020   x1=  48. x2=  69. y1=  2.31 y2=  1.56     
GP: Confirmed US_Kentucky_Jefferson 3/31/2020        69    3186    -         206        0     0   178 7/18/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .976854 cc2=  .758636 lx= 10.06652 if=  49 il=  69 3/31/2020  n=  20 now=    3186 end=      23541       206         0 U=    26.54 T=  110.3 p1= 638.9 p2=    13.5 ed=   172 7/12/2020   x1=  49. x2=  69. y1=  2.31 y2=  1.56     
GP: Confirmed US_Kentucky_Jefferson 3/31/2020        69    3186    -         206        0     0   172 7/12/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .973214 cc2=  .749607 lx= 10.06652 if=  50 il=  69 3/31/2020  n=  19 now=    3186 end=      23541       206         0 U=    27.85 T=  112.3 p1= 638.9 p2=    13.5 ed=   178 7/18/2020   x1=  50. x2=  69. y1=  2.24 y2=  1.56     
GP: Confirmed US_Kentucky_Jefferson 3/31/2020        69    3186    -         206        0     0   178 7/18/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .969433 cc2=  .740017 lx= 10.06652 if=  51 il=  69 3/31/2020  n=  18 now=    3186 end=      23541       206         0 U=    26.39 T=  110.1 p1= 638.9 p2=    13.5 ed=   172 7/12/2020   x1=  51. x2=  69. y1=  2.24 y2=  1.56     
GP: Confirmed US_Kentucky_Jefferson 3/31/2020        69    3186    -         206        0     0   172 7/12/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .963938 cc2=  .728236 lx= 10.06652 if=  52 il=  69 3/31/2020  n=  17 now=    3186 end=      23541       206         0 U=    28.09 T=  112.7 p1= 638.9 p2=    13.5 ed=   178 7/18/2020   x1=  52. x2=  69. y1=  2.16 y2=  1.56     
GP: Confirmed US_Kentucky_Jefferson 3/31/2020        69    3186    -         206        0     0   178 7/18/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .959598 cc2=  .717062 lx= 10.06652 if=  53 il=  69 3/31/2020  n=  16 now=    3186 end=      23541       206         0 U=    26.43 T=  110.1 p1= 638.9 p2=    13.5 ed=   172 7/12/2020   x1=  53. x2=  69. y1=  2.16 y2=  1.56     
GP: Confirmed US_Kentucky_Jefferson 3/31/2020        69    3186    -         206        0     0   172 7/12/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .951917 cc2=  .701917 lx= 10.06652 if=  54 il=  69 3/31/2020  n=  15 now=    3186 end=      23541       206         0 U=    26.91 T=  110.9 p1= 638.9 p2=    13.5 ed=   174 7/14/2020   x1=  54. x2=  69. y1=  2.11 y2=  1.56     
GP: Confirmed US_Kentucky_Jefferson 3/31/2020        69    3186    -         206        0     0   174 7/14/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .944008 cc2=  .685809 lx= 10.06652 if=  55 il=  69 3/31/2020  n=  14 now=    3186 end=      23541       206         0 U=    25.99 T=  109.4 p1= 638.9 p2=    13.5 ed=   170 7/10/2020   x1=  55. x2=  69. y1=  2.09 y2=  1.56     
GP: Confirmed US_Kentucky_Jefferson 3/31/2020        69    3186    -         206        0     0   170 7/10/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .932833 cc2=  .665571 lx= 10.06652 if=  56 il=  69 3/31/2020  n=  13 now=    3186 end=      23541       206         0 U=    24.90 T=  107.7 p1= 638.9 p2=    13.5 ed=   166 7/6/2020    x1=  56. x2=  69. y1=  2.08 y2=  1.56     
GP: Confirmed US_Kentucky_Jefferson 3/31/2020        69    3186    -         206        0     0   166 7/6/2020  
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .916469 cc2=  .639119 lx= 10.06652 if=  57 il=  69 3/31/2020  n=  12 now=    3186 end=      23541       206         0 U=    22.99 T=  104.8 p1= 638.9 p2=    13.5 ed=   159 6/29/2020   x1=  57. x2=  69. y1=  2.08 y2=  1.56     
GP: Confirmed US_Kentucky_Jefferson 3/31/2020        69    3186    -         206        0     0   159 6/29/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .903583 cc2=  .602072 lx= 10.06652 if=  59 il=  69 3/31/2020  n=  10 now=    3186 end=      23541       206         0 U=    27.16 T=  111.3 p1= 638.9 p2=    13.5 ed=   175 7/15/2020   x1=  59. x2=  69. y1=  1.92 y2=  1.56     
GP: Confirmed US_Kentucky_Jefferson 3/31/2020        69    3186    -         206        0     0   175 7/15/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .910024 cc2=  .593796 lx= 10.06652 if=  60 il=  69 3/31/2020  n=   9 now=    3186 end=      23541       206         0 U=    24.45 T=  107.0 p1= 638.9 p2=    13.5 ed=   164 7/4/2020    x1=  60. x2=  69. y1=  1.92 y2=  1.56     
GP: Confirmed US_Kentucky_Jefferson 3/31/2020        69    3186    -         206        0     0   164 7/4/2020  
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .908387 cc2=  .575053 lx= 10.06652 if=  61 il=  69 3/31/2020  n=   8 now=    3186 end=      23541       206         0 U=    24.48 T=  107.1 p1= 638.9 p2=    13.5 ed=   164 7/4/2020    x1=  61. x2=  69. y1=  1.88 y2=  1.56     
GP: Confirmed US_Kentucky_Jefferson 3/31/2020        69    3186    -         206        0     0   164 7/4/2020  
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .933167 cc2=  .579613 lx= 10.06652 if=  62 il=  69 3/31/2020  n=   7 now=    3186 end=      23541       206         0 U=    21.42 T=  102.3 p1= 638.9 p2=    13.5 ed=   152 6/22/2020   x1=  62. x2=  69. y1=  1.88 y2=  1.56     
GP: Confirmed US_Kentucky_Jefferson 3/31/2020        69    3186    -         206        0     0   152 6/22/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .954549 cc2=  .576585 lx= 10.06652 if=  63 il=  69 3/31/2020  n=   6 now=    3186 end=      23541       206         0 U=    18.88 T=   98.4 p1= 638.9 p2=    13.5 ed=   142 6/12/2020   x1=  63. x2=  69. y1=  1.87 y2=  1.56     
GP: Confirmed US_Kentucky_Jefferson 3/31/2020        69    3186    -         206        0     0   142 6/12/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .977710 cc2=  .569462 lx= 10.06652 if=  64 il=  69 3/31/2020  n=   5 now=    3186 end=      23541       206         0 U=    15.73 T=   93.5 p1= 638.9 p2=    13.5 ed=   130 5/31/2020   x1=  64. x2=  69. y1=  1.87 y2=  1.56     
GP: Confirmed US_Kentucky_Jefferson 3/31/2020        69    3186    -         206        0     0   130 5/31/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .981990 cc2=  .777866 lx= 10.06652 if=  47 il=  70 4/1/2020   n=  23 now=    3186 end=      23541       217         0 U=    30.08 T=  116.5 p1= 638.9 p2=    13.5 ed=   187 7/27/2020   x1=  47. x2=  70. y1=  2.31 y2=  1.54     
GP: Confirmed US_Kentucky_Jefferson 4/1/2020         70    3186    -         217        0     0   187 7/27/2020 
AAA2     1 US_Kentucky_Jefferson Confirmed cc1=  .980894 cc2=  .772380 lx= 10.06652 if=  48 il=  70 4/1/2020   n=  22 now=    3186 end=      23541       217         0 U=    28.78 T=  114.5 p1= 638.9 p2=    13.5 ed=   182 7/22/2020   x1=  48. x2=  70. y1=  2.31 y2=  1.54     
GP: Confirmed US_Kentucky_Jefferson 4/1/2020         70    3186    -         217        0     0   182 7/22/2020 
