TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       28479.00000       10.25692
TAB:  Ukraine Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed Ukraine 5/1/2020        100   28479    26553   10861    24725    12   147 6/17/2020 
AAA2     1 Ukraine Confirmed cc1=  .999377 cc2=  .645824 lx= 10.50692 if=  93 il= 100 5/1/2020   n=   7 now=   28479 end=      36567     10861     24725 U=    27.57 T=  105.3 p1=  28.4 p2=    77.9 ed=   170 7/10/2020   x1=  93. x2= 100. y1=   .45 y2=   .19     
GP: Confirmed Ukraine 5/1/2020        100   28479    36567   10861    24725    12   170 7/10/2020 
AAA2     1 Ukraine Confirmed cc1=  .999401 cc2=  .621437 lx= 12.25692 if=  94 il= 100 5/1/2020   n=   6 now=   28479 end=     210432     10861     24725 U=    64.23 T=  169.8 p1= 638.9 p2=    13.5 ed=   321 12/8/2020   x1=  94. x2= 100. y1=  1.18 y2=  1.09     
GP: Confirmed Ukraine 5/1/2020        100   28479    -       10861    24725    12   321 12/8/2020 
AAA2     1 Ukraine Confirmed cc1=  .999264 cc2=  .591015 lx= 12.25692 if=  95 il= 100 5/1/2020   n=   5 now=   28479 end=     210432     10861     24725 U=    66.50 T=  172.3 p1= 638.9 p2=    13.5 ed=   329 12/16/2020  x1=  95. x2= 100. y1=  1.16 y2=  1.09     
GP: Confirmed Ukraine 5/1/2020        100   28479    -       10861    24725    12   329 12/16/2020
AAA2     1 Ukraine Confirmed cc1=  .995702 cc2=  .867666 lx= 10.42692 if=  41 il= 101 5/2/2020   n=  60 now=   28479 end=      33756     11411     24725 U=    26.51 T=  103.2 p1=  18.5 p2=    84.4 ed=   165 7/5/2020    x1=  41. x2= 101. y1=  2.34 y2=   .08     
GP: Confirmed Ukraine 5/2/2020        101   28479    33756   11411    24725    14   165 7/5/2020  
AAA2     1 Ukraine Confirmed cc1=  .996544 cc2=  .867444 lx= 10.36692 if=  42 il= 101 5/2/2020   n=  59 now=   28479 end=      31790     11411     24725 U=    25.49 T=  101.6 p1=  11.6 p2=    89.6 ed=   161 7/1/2020    x1=  42. x2= 101. y1=  2.34 y2=   .02     
GP: Confirmed Ukraine 5/2/2020        101   28479    31790   11411    24725    14   161 7/1/2020  
AAA2     1 Ukraine Confirmed cc1=  .997271 cc2=  .867082 lx= 10.30692 if=  43 il= 101 5/2/2020   n=  58 now=   28479 end=      29939     11411     24725 U=    24.48 T=  100.1 p1=   5.1 p2=    95.1 ed=   157 6/27/2020   x1=  43. x2= 101. y1=  2.33 y2=  -.04     
GP: Confirmed Ukraine 5/2/2020        101   28479    29939   11411    24725    14   157 6/27/2020 
AAA2     1 Ukraine Confirmed cc1=  .997876 cc2=  .866570 lx= 10.25692 if=  44 il= 101 5/2/2020   n=  57 now=   28479 end=      28478     11411     24725 U=    23.58 T=   98.9 p1=    .0 p2=   100.0 ed=   154 6/24/2020   x1=  44. x2= 101. y1=  2.33 y2=  -.09     
GP: Confirmed Ukraine 5/2/2020        101   28479    28478   11411    24725    14   154 6/24/2020 
AAA2     1 Ukraine Confirmed cc1=  .998357 cc2=  .865904 lx= 10.21692 if=  45 il= 101 5/2/2020   n=  56 now=   28479 end=      27362     11411     24725 U=    22.78 T=   97.9 p1=  -3.9 p2=   104.1 ed=   151 6/21/2020   x1=  45. x2= 101. y1=  2.32 y2=  -.13     
GP: Confirmed Ukraine 5/2/2020        101   28479    27362   11411    24725    14   151 6/21/2020 
AAA2     1 Ukraine Confirmed cc1=  .998710 cc2=  .865080 lx= 10.17692 if=  46 il= 101 5/2/2020   n=  55 now=   28479 end=      26289     11411     24725 U=    21.99 T=   97.0 p1=  -7.7 p2=   108.3 ed=   148 6/18/2020   x1=  46. x2= 101. y1=  2.32 y2=  -.18     
GP: Confirmed Ukraine 5/2/2020        101   28479    26289   11411    24725    14   148 6/18/2020 
AAA2     1 Ukraine Confirmed cc1=  .998938 cc2=  .864098 lx= 10.14692 if=  47 il= 101 5/2/2020   n=  54 now=   28479 end=      25512     11411     24725 U=    21.31 T=   96.4 p1= -10.4 p2=   111.6 ed=   146 6/16/2020   x1=  47. x2= 101. y1=  2.32 y2=  -.22     
GP: Confirmed Ukraine 5/2/2020        101   28479    25512   11411    24725    14   146 6/16/2020 
AAA1     1 Ukraine Confirmed cc1=  .999048 cc2=  .862965 lx= 10.12692 if=  48 il= 101 5/2/2020   n=  53 now=   28479 end=      25007     11411     24725 U=    20.72 T=   96.0 p1= -12.2 p2=   113.9 ed=   144 6/14/2020   x1=  48. x2= 101. y1=  2.32 y2=  -.24 BEST
AAA2     1 Ukraine Confirmed cc1=  .999048 cc2=  .862965 lx= 10.12492 if=  48 il= 101 5/2/2020   n=  53 now=   28479 end=      25007     11411     24725 U=    20.72 T=   96.0 p1= -12.2 p2=   113.9 ed=   144 6/14/2020   x1=  48. x2= 101. y1=  2.32 y2=  -.24 BEST
GP: Confirmed Ukraine 5/2/2020        101   28479    25007   11411    24725    14   144 6/14/2020 
AAA1     1 Ukraine Confirmed cc1=  .999060 cc2=  .861700 lx= 10.10692 if=  49 il= 101 5/2/2020   n=  52 now=   28479 end=      24512     11411     24725 U=    20.14 T=   95.6 p1= -13.9 p2=   116.2 ed=   143 6/13/2020   x1=  49. x2= 101. y1=  2.31 y2=  -.27 BEST
AAA2     1 Ukraine Confirmed cc1=  .999060 cc2=  .861700 lx= 10.10892 if=  49 il= 101 5/2/2020   n=  52 now=   28479 end=      24512     11411     24725 U=    20.14 T=   95.6 p1= -13.9 p2=   116.2 ed=   143 6/13/2020   x1=  49. x2= 101. y1=  2.31 y2=  -.27 BEST
GP: Confirmed Ukraine 5/2/2020        101   28479    24512   11411    24725    14   143 6/13/2020 
AAA1     1 Ukraine Confirmed cc1=  .999011 cc2=  .860336 lx= 10.10692 if=  50 il= 101 5/2/2020   n=  51 now=   28479 end=      24512     11411     24725 U=    19.75 T=   95.7 p1= -13.9 p2=   116.2 ed=   142 6/12/2020   x1=  50. x2= 101. y1=  2.31 y2=  -.27 BEST
AAA2     1 Ukraine Confirmed cc1=  .999011 cc2=  .860336 lx= 10.10392 if=  50 il= 101 5/2/2020   n=  51 now=   28479 end=      24512     11411     24725 U=    19.75 T=   95.7 p1= -13.9 p2=   116.2 ed=   142 6/12/2020   x1=  50. x2= 101. y1=  2.31 y2=  -.27 BEST
GP: Confirmed Ukraine 5/2/2020        101   28479    24512   11411    24725    14   142 6/12/2020 
AAA1     1 Ukraine Confirmed cc1=  .998970 cc2=  .858942 lx= 10.11692 if=  51 il= 101 5/2/2020   n=  50 now=   28479 end=      24758     11411     24725 U=    20.37 T=   95.8 p1= -13.1 p2=   115.0 ed=   143 6/13/2020   x1=  51. x2= 101. y1=  2.20 y2=  -.26 BEST
AAA2     1 Ukraine Confirmed cc1=  .998970 cc2=  .858942 lx= 10.11392 if=  51 il= 101 5/2/2020   n=  50 now=   28479 end=      24758     11411     24725 U=    20.37 T=   95.8 p1= -13.1 p2=   115.0 ed=   143 6/13/2020   x1=  51. x2= 101. y1=  2.20 y2=  -.26 BEST
GP: Confirmed Ukraine 5/2/2020        101   28479    24758   11411    24725    14   143 6/13/2020 
AAA1     1 Ukraine Confirmed cc1=  .998930 cc2=  .857509 lx= 10.10692 if=  52 il= 101 5/2/2020   n=  49 now=   28479 end=      24512     11411     24725 U=    19.87 T=   95.7 p1= -13.9 p2=   116.2 ed=   142 6/12/2020   x1=  52. x2= 101. y1=  2.20 y2=  -.27 BEST
AAA2     1 Ukraine Confirmed cc1=  .998930 cc2=  .857509 lx= 10.10392 if=  52 il= 101 5/2/2020   n=  49 now=   28479 end=      24512     11411     24725 U=    19.87 T=   95.7 p1= -13.9 p2=   116.2 ed=   142 6/12/2020   x1=  52. x2= 101. y1=  2.20 y2=  -.27 BEST
GP: Confirmed Ukraine 5/2/2020        101   28479    24512   11411    24725    14   142 6/12/2020 
AAA1     1 Ukraine Confirmed cc1=  .998867 cc2=  .856010 lx= 10.10692 if=  53 il= 101 5/2/2020   n=  48 now=   28479 end=      24512     11411     24725 U=    19.46 T=   95.8 p1= -13.9 p2=   116.2 ed=   141 6/11/2020   x1=  53. x2= 101. y1=  2.20 y2=  -.27 BEST
AAA2     1 Ukraine Confirmed cc1=  .998867 cc2=  .856010 lx= 10.10892 if=  53 il= 101 5/2/2020   n=  48 now=   28479 end=      24512     11411     24725 U=    19.46 T=   95.8 p1= -13.9 p2=   116.2 ed=   141 6/11/2020   x1=  53. x2= 101. y1=  2.20 y2=  -.27 BEST
GP: Confirmed Ukraine 5/2/2020        101   28479    24512   11411    24725    14   141 6/11/2020 
AAA2     1 Ukraine Confirmed cc1=  .998904 cc2=  .854566 lx= 10.13692 if=  54 il= 101 5/2/2020   n=  47 now=   28479 end=      25258     11411     24725 U=    20.15 T=   96.4 p1= -11.3 p2=   112.8 ed=   143 6/13/2020   x1=  54. x2= 101. y1=  2.10 y2=  -.23     
GP: Confirmed Ukraine 5/2/2020        101   28479    25258   11411    24725    14   143 6/13/2020 
AAA2     1 Ukraine Confirmed cc1=  .998850 cc2=  .852985 lx= 10.14692 if=  55 il= 101 5/2/2020   n=  46 now=   28479 end=      25512     11411     24725 U=    20.60 T=   96.5 p1= -10.4 p2=   111.6 ed=   145 6/15/2020   x1=  55. x2= 101. y1=  2.02 y2=  -.22     
GP: Confirmed Ukraine 5/2/2020        101   28479    25512   11411    24725    14   145 6/15/2020 
AAA2     1 Ukraine Confirmed cc1=  .998776 cc2=  .851334 lx= 10.13692 if=  56 il= 101 5/2/2020   n=  45 now=   28479 end=      25258     11411     24725 U=    20.05 T=   96.4 p1= -11.3 p2=   112.8 ed=   143 6/13/2020   x1=  56. x2= 101. y1=  2.01 y2=  -.23     
GP: Confirmed Ukraine 5/2/2020        101   28479    25258   11411    24725    14   143 6/13/2020 
AAA2     1 Ukraine Confirmed cc1=  .998735 cc2=  .849664 lx= 10.15692 if=  57 il= 101 5/2/2020   n=  44 now=   28479 end=      25768     11411     24725 U=    19.96 T=   96.9 p1=  -9.5 p2=   110.5 ed=   144 6/14/2020   x1=  57. x2= 101. y1=  2.00 y2=  -.21     
GP: Confirmed Ukraine 5/2/2020        101   28479    25768   11411    24725    14   144 6/14/2020 
AAA2     1 Ukraine Confirmed cc1=  .998837 cc2=  .848081 lx= 10.20692 if=  58 il= 101 5/2/2020   n=  43 now=   28479 end=      27090     11411     24725 U=    20.79 T=   98.0 p1=  -4.9 p2=   105.1 ed=   147 6/17/2020   x1=  58. x2= 101. y1=  1.92 y2=  -.15     
GP: Confirmed Ukraine 5/2/2020        101   28479    27090   11411    24725    14   147 6/17/2020 
AAA2     1 Ukraine Confirmed cc1=  .998850 cc2=  .846352 lx= 10.23692 if=  59 il= 101 5/2/2020   n=  42 now=   28479 end=      27915     11411     24725 U=    21.37 T=   98.6 p1=  -2.0 p2=   102.0 ed=   149 6/19/2020   x1=  59. x2= 101. y1=  1.85 y2=  -.11     
GP: Confirmed Ukraine 5/2/2020        101   28479    27915   11411    24725    14   149 6/19/2020 
AAA2     1 Ukraine Confirmed cc1=  .998808 cc2=  .844504 lx= 10.25692 if=  60 il= 101 5/2/2020   n=  41 now=   28479 end=      28478     11411     24725 U=    21.86 T=   99.0 p1=    .0 p2=   100.0 ed=   150 6/20/2020   x1=  60. x2= 101. y1=  1.79 y2=  -.09     
GP: Confirmed Ukraine 5/2/2020        101   28479    28478   11411    24725    14   150 6/20/2020 
AAA2     1 Ukraine Confirmed cc1=  .998723 cc2=  .842549 lx= 10.26692 if=  61 il= 101 5/2/2020   n=  40 now=   28479 end=      28765     11411     24725 U=    21.43 T=   99.3 p1=   1.0 p2=    99.0 ed=   149 6/19/2020   x1=  61. x2= 101. y1=  1.79 y2=  -.08     
GP: Confirmed Ukraine 5/2/2020        101   28479    28765   11411    24725    14   149 6/19/2020 
AAA2     1 Ukraine Confirmed cc1=  .998809 cc2=  .840695 lx= 10.31692 if=  62 il= 101 5/2/2020   n=  39 now=   28479 end=      30240     11411     24725 U=    21.99 T=  100.4 p1=   6.2 p2=    94.2 ed=   152 6/22/2020   x1=  62. x2= 101. y1=  1.75 y2=  -.03     
GP: Confirmed Ukraine 5/2/2020        101   28479    30240   11411    24725    14   152 6/22/2020 
AAA2     1 Ukraine Confirmed cc1=  .998993 cc2=  .838865 lx= 10.40692 if=  63 il= 101 5/2/2020   n=  38 now=   28479 end=      33087     11411     24725 U=    23.32 T=  102.5 p1=  16.2 p2=    86.1 ed=   157 6/27/2020   x1=  63. x2= 101. y1=  1.69 y2=   .06     
GP: Confirmed Ukraine 5/2/2020        101   28479    33087   11411    24725    14   157 6/27/2020 
AAA2     1 Ukraine Confirmed cc1=  .999101 cc2=  .836880 lx= 10.48692 if=  64 il= 101 5/2/2020   n=  37 now=   28479 end=      35843     11411     24725 U=    24.42 T=  104.3 p1=  25.9 p2=    79.5 ed=   161 7/1/2020    x1=  64. x2= 101. y1=  1.65 y2=   .14     
GP: Confirmed Ukraine 5/2/2020        101   28479    35843   11411    24725    14   161 7/1/2020  
AAA2     1 Ukraine Confirmed cc1=  .999211 cc2=  .834812 lx= 10.57692 if=  65 il= 101 5/2/2020   n=  36 now=   28479 end=      39219     11411     24725 U=    26.35 T=  106.6 p1=  37.7 p2=    72.6 ed=   168 7/8/2020    x1=  65. x2= 101. y1=  1.58 y2=   .21     
GP: Confirmed Ukraine 5/2/2020        101   28479    39219   11411    24725    14   168 7/8/2020  
AAA2     1 Ukraine Confirmed cc1=  .999143 cc2=  .832477 lx= 10.57692 if=  66 il= 101 5/2/2020   n=  35 now=   28479 end=      39219     11411     24725 U=    26.17 T=  106.5 p1=  37.7 p2=    72.6 ed=   168 7/8/2020    x1=  66. x2= 101. y1=  1.55 y2=   .21     
GP: Confirmed Ukraine 5/2/2020        101   28479    39219   11411    24725    14   168 7/8/2020  
AAA2     1 Ukraine Confirmed cc1=  .999086 cc2=  .830055 lx= 10.61692 if=  67 il= 101 5/2/2020   n=  34 now=   28479 end=      40819     11411     24725 U=    27.18 T=  107.6 p1=  43.3 p2=    69.8 ed=   171 7/11/2020   x1=  67. x2= 101. y1=  1.49 y2=   .24     
GP: Confirmed Ukraine 5/2/2020        101   28479    40819   11411    24725    14   171 7/11/2020 
AAA2     1 Ukraine Confirmed cc1=  .999016 cc2=  .827518 lx= 10.58692 if=  68 il= 101 5/2/2020   n=  33 now=   28479 end=      39613     11411     24725 U=    26.71 T=  106.8 p1=  39.1 p2=    71.9 ed=   169 7/9/2020    x1=  68. x2= 101. y1=  1.45 y2=   .22     
GP: Confirmed Ukraine 5/2/2020        101   28479    39613   11411    24725    14   169 7/9/2020  
AAA2     1 Ukraine Confirmed cc1=  .998933 cc2=  .824855 lx= 10.56692 if=  69 il= 101 5/2/2020   n=  32 now=   28479 end=      38828     11411     24725 U=    26.49 T=  106.4 p1=  36.3 p2=    73.3 ed=   168 7/8/2020    x1=  69. x2= 101. y1=  1.41 y2=   .20     
GP: Confirmed Ukraine 5/2/2020        101   28479    38828   11411    24725    14   168 7/8/2020  
AAA2     1 Ukraine Confirmed cc1=  .998847 cc2=  .822070 lx= 10.53692 if=  70 il= 101 5/2/2020   n=  31 now=   28479 end=      37681     11411     24725 U=    26.43 T=  105.7 p1=  32.3 p2=    75.6 ed=   168 7/8/2020    x1=  70. x2= 101. y1=  1.35 y2=   .18     
GP: Confirmed Ukraine 5/2/2020        101   28479    37681   11411    24725    14   168 7/8/2020  
AAA2     1 Ukraine Confirmed cc1=  .998855 cc2=  .819249 lx= 10.46692 if=  71 il= 101 5/2/2020   n=  30 now=   28479 end=      35133     11411     24725 U=    25.38 T=  104.0 p1=  23.4 p2=    81.1 ed=   163 7/3/2020    x1=  71. x2= 101. y1=  1.30 y2=   .12     
GP: Confirmed Ukraine 5/2/2020        101   28479    35133   11411    24725    14   163 7/3/2020  
AAA2     1 Ukraine Confirmed cc1=  .998867 cc2=  .816293 lx= 10.39692 if=  72 il= 101 5/2/2020   n=  29 now=   28479 end=      32758     11411     24725 U=    24.65 T=  102.3 p1=  15.0 p2=    86.9 ed=   160 6/30/2020   x1=  72. x2= 101. y1=  1.23 y2=   .05     
GP: Confirmed Ukraine 5/2/2020        101   28479    32758   11411    24725    14   160 6/30/2020 
AAA2     1 Ukraine Confirmed cc1=  .999092 cc2=  .813396 lx= 10.29692 if=  73 il= 101 5/2/2020   n=  28 now=   28479 end=      29641     11411     24725 U=    23.23 T=   99.9 p1=   4.1 p2=    96.1 ed=   154 6/24/2020   x1=  73. x2= 101. y1=  1.16 y2=  -.05     
GP: Confirmed Ukraine 5/2/2020        101   28479    29641   11411    24725    14   154 6/24/2020 
AAA2     1 Ukraine Confirmed cc1=  .999500 cc2=  .810518 lx= 10.20692 if=  74 il= 101 5/2/2020   n=  27 now=   28479 end=      27090     11411     24725 U=    21.53 T=   97.9 p1=  -4.9 p2=   105.1 ed=   148 6/18/2020   x1=  74. x2= 101. y1=  1.11 y2=  -.15     
GP: Confirmed Ukraine 5/2/2020        101   28479    27090   11411    24725    14   148 6/18/2020 
AAA2     1 Ukraine Confirmed cc1=  .999791 cc2=  .807340 lx= 10.13692 if=  75 il= 101 5/2/2020   n=  26 now=   28479 end=      25258     11411     24725 U=    19.81 T=   96.4 p1= -11.3 p2=   112.8 ed=   143 6/13/2020   x1=  75. x2= 101. y1=  1.08 y2=  -.23     
GP: Confirmed Ukraine 5/2/2020        101   28479    25258   11411    24725    14   143 6/13/2020 
AAA1     1 Ukraine Confirmed cc1=  .999793 cc2=  .803677 lx= 10.11692 if=  76 il= 101 5/2/2020   n=  25 now=   28479 end=      24758     11411     24725 U=    19.30 T=   96.1 p1= -13.1 p2=   115.0 ed=   141 6/11/2020   x1=  76. x2= 101. y1=  1.04 y2=  -.26 BEST
AAA2     1 Ukraine Confirmed cc1=  .999793 cc2=  .803677 lx= 10.11892 if=  76 il= 101 5/2/2020   n=  25 now=   28479 end=      24758     11411     24725 U=    19.30 T=   96.1 p1= -13.1 p2=   115.0 ed=   141 6/11/2020   x1=  76. x2= 101. y1=  1.04 y2=  -.26 BEST
GP: Confirmed Ukraine 5/2/2020        101   28479    24758   11411    24725    14   141 6/11/2020 
AAA1     1 Ukraine Confirmed cc1=  .999767 cc2=  .799767 lx= 10.11692 if=  77 il= 101 5/2/2020   n=  24 now=   28479 end=      24758     11411     24725 U=    19.23 T=   96.1 p1= -13.1 p2=   115.0 ed=   141 6/11/2020   x1=  77. x2= 101. y1=   .99 y2=  -.26 BEST
AAA2     1 Ukraine Confirmed cc1=  .999767 cc2=  .799767 lx= 10.11692 if=  77 il= 101 5/2/2020   n=  24 now=   28479 end=      24758     11411     24725 U=    19.23 T=   96.1 p1= -13.1 p2=   115.0 ed=   141 6/11/2020   x1=  77. x2= 101. y1=   .99 y2=  -.26 BEST
GP: Confirmed Ukraine 5/2/2020        101   28479    24758   11411    24725    14   141 6/11/2020 
AAA1     1 Ukraine Confirmed cc1=  .999738 cc2=  .795614 lx= 10.11692 if=  78 il= 101 5/2/2020   n=  23 now=   28479 end=      24758     11411     24725 U=    19.17 T=   96.1 p1= -13.1 p2=   115.0 ed=   141 6/11/2020   x1=  78. x2= 101. y1=   .94 y2=  -.26 BEST
AAA2     1 Ukraine Confirmed cc1=  .999739 cc2=  .795614 lx= 10.12192 if=  78 il= 101 5/2/2020   n=  23 now=   28479 end=      24758     11411     24725 U=    19.17 T=   96.1 p1= -13.1 p2=   115.0 ed=   141 6/11/2020   x1=  78. x2= 101. y1=   .94 y2=  -.26 BEST
GP: Confirmed Ukraine 5/2/2020        101   28479    24758   11411    24725    14   141 6/11/2020 
AAA2     1 Ukraine Confirmed cc1=  .999716 cc2=  .791201 lx= 10.13692 if=  79 il= 101 5/2/2020   n=  22 now=   28479 end=      25258     11411     24725 U=    19.61 T=   96.5 p1= -11.3 p2=   112.8 ed=   142 6/12/2020   x1=  79. x2= 101. y1=   .89 y2=  -.23     
GP: Confirmed Ukraine 5/2/2020        101   28479    25258   11411    24725    14   142 6/12/2020 
AAA2     1 Ukraine Confirmed cc1=  .999675 cc2=  .786474 lx= 10.13692 if=  80 il= 101 5/2/2020   n=  21 now=   28479 end=      25258     11411     24725 U=    19.69 T=   96.5 p1= -11.3 p2=   112.8 ed=   142 6/12/2020   x1=  80. x2= 101. y1=   .84 y2=  -.23     
GP: Confirmed Ukraine 5/2/2020        101   28479    25258   11411    24725    14   142 6/12/2020 
AAA1     1 Ukraine Confirmed cc1=  .999635 cc2=  .781417 lx= 10.12692 if=  81 il= 101 5/2/2020   n=  20 now=   28479 end=      25007     11411     24725 U=    19.42 T=   96.3 p1= -12.2 p2=   113.9 ed=   142 6/12/2020   x1=  81. x2= 101. y1=   .79 y2=  -.24 BEST
AAA2     1 Ukraine Confirmed cc1=  .999635 cc2=  .781417 lx= 10.12492 if=  81 il= 101 5/2/2020   n=  20 now=   28479 end=      25007     11411     24725 U=    19.42 T=   96.3 p1= -12.2 p2=   113.9 ed=   142 6/12/2020   x1=  81. x2= 101. y1=   .79 y2=  -.24 BEST
GP: Confirmed Ukraine 5/2/2020        101   28479    25007   11411    24725    14   142 6/12/2020 
AAA1     1 Ukraine Confirmed cc1=  .999577 cc2=  .775970 lx= 10.12692 if=  82 il= 101 5/2/2020   n=  19 now=   28479 end=      25007     11411     24725 U=    19.42 T=   96.3 p1= -12.2 p2=   113.9 ed=   142 6/12/2020   x1=  82. x2= 101. y1=   .74 y2=  -.24 BEST
AAA2     1 Ukraine Confirmed cc1=  .999577 cc2=  .775970 lx= 10.12292 if=  82 il= 101 5/2/2020   n=  19 now=   28479 end=      25007     11411     24725 U=    19.42 T=   96.3 p1= -12.2 p2=   113.9 ed=   142 6/12/2020   x1=  82. x2= 101. y1=   .74 y2=  -.24 BEST
GP: Confirmed Ukraine 5/2/2020        101   28479    25007   11411    24725    14   142 6/12/2020 
AAA1     1 Ukraine Confirmed cc1=  .999507 cc2=  .770091 lx= 10.11692 if=  83 il= 101 5/2/2020   n=  18 now=   28479 end=      24758     11411     24725 U=    19.04 T=   96.1 p1= -13.1 p2=   115.0 ed=   141 6/11/2020   x1=  83. x2= 101. y1=   .69 y2=  -.26 BEST
AAA2     1 Ukraine Confirmed cc1=  .999507 cc2=  .770091 lx= 10.11792 if=  83 il= 101 5/2/2020   n=  18 now=   28479 end=      24758     11411     24725 U=    19.04 T=   96.1 p1= -13.1 p2=   115.0 ed=   141 6/11/2020   x1=  83. x2= 101. y1=   .69 y2=  -.26 BEST
GP: Confirmed Ukraine 5/2/2020        101   28479    24758   11411    24725    14   141 6/11/2020 
AAA2     1 Ukraine Confirmed cc1=  .999468 cc2=  .763766 lx= 10.16692 if=  84 il= 101 5/2/2020   n=  17 now=   28479 end=      26027     11411     24725 U=    19.95 T=   97.2 p1=  -8.6 p2=   109.4 ed=   144 6/14/2020   x1=  84. x2= 101. y1=   .66 y2=  -.19     
GP: Confirmed Ukraine 5/2/2020        101   28479    26027   11411    24725    14   144 6/14/2020 
AAA2     1 Ukraine Confirmed cc1=  .999416 cc2=  .756880 lx= 10.21692 if=  85 il= 101 5/2/2020   n=  16 now=   28479 end=      27362     11411     24725 U=    20.86 T=   98.2 p1=  -3.9 p2=   104.1 ed=   147 6/17/2020   x1=  85. x2= 101. y1=   .63 y2=  -.13     
GP: Confirmed Ukraine 5/2/2020        101   28479    27362   11411    24725    14   147 6/17/2020 
AAA2     1 Ukraine Confirmed cc1=  .999359 cc2=  .749359 lx= 10.29692 if=  86 il= 101 5/2/2020   n=  15 now=   28479 end=      29641     11411     24725 U=    22.68 T=   99.9 p1=   4.1 p2=    96.1 ed=   153 6/23/2020   x1=  86. x2= 101. y1=   .62 y2=  -.05     
GP: Confirmed Ukraine 5/2/2020        101   28479    29641   11411    24725    14   153 6/23/2020 
AAA2     1 Ukraine Confirmed cc1=  .999243 cc2=  .741044 lx= 10.25692 if=  87 il= 101 5/2/2020   n=  14 now=   28479 end=      28478     11411     24725 U=    22.19 T=   99.0 p1=    .0 p2=   100.0 ed=   151 6/21/2020   x1=  87. x2= 101. y1=   .54 y2=  -.09     
GP: Confirmed Ukraine 5/2/2020        101   28479    28478   11411    24725    14   151 6/21/2020 
AAA1     1 Ukraine Confirmed cc1=  .999331 cc2=  .732070 lx= 10.11692 if=  88 il= 101 5/2/2020   n=  13 now=   28479 end=      24758     11411     24725 U=    19.40 T=   96.0 p1= -13.1 p2=   115.0 ed=   141 6/11/2020   x1=  88. x2= 101. y1=   .41 y2=  -.26 BEST
AAA2     1 Ukraine Confirmed cc1=  .999331 cc2=  .732070 lx= 10.11692 if=  88 il= 101 5/2/2020   n=  13 now=   28479 end=      24758     11411     24725 U=    19.40 T=   96.0 p1= -13.1 p2=   115.0 ed=   141 6/11/2020   x1=  88. x2= 101. y1=   .41 y2=  -.26 BEST
GP: Confirmed Ukraine 5/2/2020        101   28479    24758   11411    24725    14   141 6/11/2020 
AAA2     1 Ukraine Confirmed cc1=  .999447 cc2=  .722097 lx= 10.00692 if=  89 il= 101 5/2/2020   n=  12 now=   28479 end=      22179     11411     24725 U=    16.81 T=   94.1 p1= -22.1 p2=   128.4 ed=   133 6/3/2020    x1=  89. x2= 101. y1=   .31 y2=  -.41     
GP: Confirmed Ukraine 5/2/2020        101   28479    22179   11411    24725    14   133 6/3/2020  
AAA2     1 Ukraine Confirmed cc1=  .999297 cc2=  .710621 lx= 10.01692 if=  90 il= 101 5/2/2020   n=  11 now=   28479 end=      22402     11411     24725 U=    16.83 T=   94.4 p1= -21.3 p2=   127.1 ed=   134 6/4/2020    x1=  90. x2= 101. y1=   .26 y2=  -.39     
GP: Confirmed Ukraine 5/2/2020        101   28479    22402   11411    24725    14   134 6/4/2020  
AAA1     1 Ukraine Confirmed cc1=  .999199 cc2=  .697688 lx= 10.10692 if=  91 il= 101 5/2/2020   n=  10 now=   28479 end=      24512     11411     24725 U=    18.49 T=   96.0 p1= -13.9 p2=   116.2 ed=   139 6/9/2020    x1=  91. x2= 101. y1=   .27 y2=  -.27 BEST
AAA2     1 Ukraine Confirmed cc1=  .999199 cc2=  .697688 lx= 10.10692 if=  91 il= 101 5/2/2020   n=  10 now=   28479 end=      24512     11411     24725 U=    18.49 T=   96.0 p1= -13.9 p2=   116.2 ed=   139 6/9/2020    x1=  91. x2= 101. y1=   .27 y2=  -.27 BEST
GP: Confirmed Ukraine 5/2/2020        101   28479    24512   11411    24725    14   139 6/9/2020  
AAA2     1 Ukraine Confirmed cc1=  .999466 cc2=  .683239 lx= 10.49692 if=  92 il= 101 5/2/2020   n=   9 now=   28479 end=      36203     11411     24725 U=    26.61 T=  104.8 p1=  27.1 p2=    78.7 ed=   167 7/7/2020    x1=  92. x2= 101. y1=   .48 y2=   .14     
GP: Confirmed Ukraine 5/2/2020        101   28479    36203   11411    24725    14   167 7/7/2020  
AAA2     1 Ukraine Confirmed cc1=  .999476 cc2=  .666142 lx= 11.05692 if=  93 il= 101 5/2/2020   n=   8 now=   28479 end=      63381     11411     24725 U=    38.13 T=  121.6 p1= 122.6 p2=    44.9 ed=   211 8/20/2020   x1=  93. x2= 101. y1=   .75 y2=   .54     
GP: Confirmed Ukraine 5/2/2020        101   28479    63381   11411    24725    14   211 8/20/2020 
AAA2     1 Ukraine Confirmed cc1=  .999551 cc2=  .645998 lx= 12.25692 if=  94 il= 101 5/2/2020   n=   7 now=   28479 end=     210432     11411     24725 U=    63.51 T=  168.9 p1= 638.9 p2=    13.5 ed=   318 12/5/2020   x1=  94. x2= 101. y1=  1.18 y2=  1.07     
